filename	date	plate	index	line	diet	Exp	overfeeding	cholesterol	glucose	VAST	Imaged	age	lmna_nwt	lmna_dich	qRNA	protein	ldl	gluc	tc	tg	Anders_batch	pos_bio	Löpnr	Volume	CellVolume_Av	CellVolume_Stdev	CellInt_Av	CellInt_Stdev	NrCells	CellInt_Tot	isletNr	IV	ISA	IED	IPAL1	IPAL2	IPAL3	LiverLipN	LiverArea	LiverLipArea	LiverLipInt_Av	LiverLipIntBG	LiverLipInt_Tot	LiverLipInt_Av_Res	LiverLipInt_Tot_Res	vld_area	length	dorsal_area	lateral_area	file	batch	tank	batch_bio	tod	tank_n	batch_n	nr_tanks	intlength	intdorsal_area	intlateral_area	intangle	inteye_area	intcurvature	intpig_dorsal_tail	intldl	inttg	inttc	intgluc	intprotein	intLiverArea	intLiverLipN	intLiverLipArea	intLiverLipInt_Tot	intLiverLipInt_Tot_Res	intNrCells	intVolume	intCellVolume_Av	intCellVolume_Stdev	intCellInt_Tot	intCellInt_Av	intCellInt_Stdev	intIV	intISA	intIED	intIPAL1	intIPAL2	intIPAL3
InsH2Bfabp_CD15_09dpf_VAST02_plate01_LMNA_200808_H09	200808	1	NB263	insH2Bfabp	CD15	LMNA	1	0	0	2	1	9	1	1	2	11.193852	.340296	.6976647	.1361184	2.727956	1	15	64	483561	9869	7219	13390	3267	49	6.557e+09	1	3932891	168664	121	262	217	137									0	3796.293	858427.1	1188035	3_LMNA	1	2	2	8.8	2	1	7	-.4249322	-.2566249	.0317348	-.1272606	-.6063177	.9934046	.0635016	-.1536793	1.145726	-.9032142	1.997218	.8490862						-.1651163	.7137046	1.57718	.9457771	1.330562	1.56892	.3629173	.1651163	.6616482	-.2279667	.5625072	1.245046	.7137046
InsH2Bfabp_CD15_09dpf_VAST02_plate01_LMNA_200808_F09	200808	1	NB261	insH2Bfabp	CD15	LMNA	1	0	0	2	1	9	0	0	1	7.1209402	.3743256	.34883235	.2041776	1.558832	1	13	62	308613	6051	4647	12866	3721	51	3.755e+09	1	2762286	112247	117	245	131	114									3	3824.449	878315.4	1228574	3_LMNA	1	2	2	8.683333	2	1	7	-.3228149	-.0953326	.2239646	-.6844819	0	1.104836	.0317348	.5420468	.3719586	-.1246971	.5869282	-.291285						.1235907	-.6113263	-.4686158	-.9457771	.2318344	1.072861	1.150349	-.7677715	-.7677715	-.5149938	.2069287	-1.339746	-.5867419
InsH2Bfabp_CD15_09dpf_VAST02_plate01_LMNA_200808_B08	200808	1	NB249	insH2Bfabp	CD15	LMNA	1	0	0	2	1	9	1	1	2	10.203144	.340296	.36468837	.170148	.3117664	1	1	50	412612	8421	7160	10389	3339	49	4.181e+09	1	4210282	147312	152	233	176	123	0	721594	0		23325.733				0	3976.103	852759.7	1182741	3_LMNA	1	2	2	7.883333	2	1	7	.4954916	-.3228149	-.0317348	-.6063177	-.7251591	-.413163	.3564294	-.1536793	-1.330948	-.5531617	.8470871	.7076435	.3286447	-1.351702	-1.351702			-.1651163	.3786901	.6113263	.8833463	.5485223	.1891184	.4537622	.423225	.2069287	.8241822	-.102912	.0822773	-.1235907
InsH2Bfabp_CD15_09dpf_VAST02_plate01_LMNA_200808_D09	200808	1	NB259	insH2Bfabp	CD15	LMNA	1	0	0	2	1	9	0	0	1	8.5519632	.340296	.63424064	.2041776	1.7147152	1	11	60	344996	7667	5787	11186	3065	45	3.761e+09	1	2825615	116833	104	238	185	125									18	3914.351	850755.9	1154853	3_LMNA	1	2	2	8.533334	2	1	7	.1272606	-.3904518	-.3228149	-.9506695	-.8103805	.1451209	-1.173722	-.1536793	.4874292	-.1246971	1.728105	.3462343						-.3348942	-.2069287	.3786901	-.1651163	.2749777	.4079188	.0627068	-.7137046	-.7137046	-1.290949	.0616775	.423225	.0205476
InsH2Bfabp_CD15_09dpf_VAST02_plate01_LMNA_200808_F08	200808	1	NB253	insH2Bfabp	CD15	LMNA	1	0	0	2	1	9	1	1	2	9.2124354	.3743256	.34883235	.2382072	2.2603064	1	5	54	407941	7157	6528	11934	3603	57	4.855e+09	1	3635372	146804	118	281	170	110	3	627452	192	41928.083	30432.643	8050192	7608.166	-3.49e+08	77	3782.119	848587.6	1147466	3_LMNA	1	2	2	8.15	2	1	7	-.4599256	-.4249322	-.3904518	.7670732	.2239646	-.0160688	.6063177	.5420468	.9032142	.2811101	.5869282	.518418	-.1717471	-.7215223	-.7456442	-1.402673	-1.194857	.3567066	.3348942	0	.2917317	.871771	.755415	.871771	0	.1235907	-.4458055	1.120983	-.1235907	-.7404675
InsH2Bfabp_CD15_09dpf_VAST02_plate01_LMNA_200808_B09	200808	1	NB257	insH2Bfabp	CD15	LMNA	1	0	0	2	1	9	1	1	2	8.3318058	.3062664	.31712032	.1361184	.389708	1	9	58															0	1304191	0		18905.678				29	3660.579	836176.1	1181889	3_LMNA	1	2	2	8.4	2	1	7	-.9019402	-.5316958	-.0635016	-1.055626	-.9019402	-.8010945	-.0953326	-.9472499	-1.092054	-.9032142	.0574353	.2104284	1.382994	-1.351702	-1.351702															
InsH2Bfabp_CD15_09dpf_VAST02_plate01_LMNA_200808_D02	200808	1	NB210	insH2Bfabp	CD15	LMNA	1	0	0	2	1	9	1	1	2	3.268186	.340296	.31712032	.1361184	4.4426712	1	11	11															0	860802	0		16495.969				0	3702.738	826979.7	1111368	3_LMNA	1	2	1	4.766667	2	1	7	-.8552639	-.6449072	-.6449072	.2895613	.3904518	-.6744897	-1.478625	-.1536793	2.425978	-.9032142	.0574353	-1.862732	.9982012	-1.351702	-1.351702															
InsH2Bfabp_CD15_09dpf_VAST02_plate02_LMNA_200808_E01	200808	2	NB268	insH2Bfabp	CD15	LMNA	1	0	0	2	1	9	1	1	2	7.8444054	.340296	.28540829	.2041776	.7014744	1	20	69	251109	5580	6223	13151	4169	45	3.027e+09	1	2828167	110925	111	194	165	139	53	451736	3953	37390.017	36266.38	1.48e+08	-3072.148	-2.90e+08	0	3731.919	776257	1071740	3_LMNA	1	2	2	9.45	2	1	7	-.7251591	-1.001768	-.8552639	-1.389907	-.6449072	-.7575541	-1.112734	-.1536793	-.4447664	-.1246971	-.4766831	.0261137	-.7229722	-.166648	-.241944	-.6466521	-.9555776	-.3348942	-.9457771	-.9457771	.1651163	-.4079188	1.330562	1.439531	-.6616482	-.8833463	-.8533908	-.9141163	-.2069287	.7677715
InsH2Bfabp_CD15_09dpf_VAST02_plate01_LMNA_200808_H08	200808	1	NB255	insH2Bfabp	CD15	LMNA	1	0	0	2	1	9	.9764979	1	2	7.7814124	.3743256	.28540829	.170148	1.0911824	1	7	56																							0	3631.535	735702.8	995731.2	3_LMNA	1	2	2	8.266666	2	1	7	-1.001768	-1.478625	-1.702789	-1.310954	-1.857141	-1.382994	.2239646	.5420468	.0287058	-.5531617	-.4766831	-.0522452																		
InsH2Bfabp_CD15_09dpf_VAST02_plate01_LMNA_200808_B07	200808	1	NB241	insH2Bfabp	CD15	LMNA	1	0	0	2	1	9	1	1	2		.2722368	.26955227	.0680592	.1558832	1	42	42															80	495830	6592	35287.743	32248.992	2.33e+08	-944.5784	-1.50e+08	0	3481.436	795158.4	1037826	3_LMNA	1	2	1	7.35	2	1	7	-1.580799	-.7670732	-1.112734	-1.173722	-.0953326	-.3441025	-1.702789	-1.648566	-1.687002	-1.820373	-.8334692		-.6275435	.166648	.166648	-.0671924	-.1573107													
InsH2Bfabp_CD15_09dpf_VAST02_plate01_LMNA_200808_D03	200808	1	NB217	insH2Bfabp	CD15	LMNA	1	0	0	2	1	9	1	1	2	6.5705468	.340296	.28540829	.170148	.4676496	1	18	18	228353	5437	5043	6448	1780	42	1.549e+09	1	2348420	97272	113	203	150	98									0	3642.175	764922.2	1003492	3_LMNA	1	2	1	5.25	2	1	7	-.9506695	-1.112734	-1.580799	-.3564294	-1.23942	-1.232001	-1.23942	-.1536793	-.8334692	-.5531617	-.4766831	-.518418						-.7677715	-1.448272	-1.245046	-.6616482	-1.731664	-1.731664	-1.731664	-1.245046	-1.160362	-.7404675	-.7677715	-.8833463	-1.339746
InsH2Bfabp_CD15_09dpf_VAST02_plate02_LMNA_200808_D03	200808	2	NB277	insH2Bfabp	CD15	LMNA	1	0	0	2	1	9	1	1	2		.3743256	.31712032	.2382072	1.0911824	1	29	78	276756	6290	5108	13996	4683	44	3.613e+09	1	3481671	111494	142	193	180	117	7	530344	514	21717.541	15214.961	1.12e+07	3420.076	-1.36e+08		3865.452	871018.1	1124616	3_LMNA	1	2	2	10.05	2	1	7	-.1593188	-.1272606	-.5316958	-1.478625	-.2895613	.0804273	-.5686108	.5420468	.0287058	.2811101	.0574353		-.4516583	-.6515277	-.6515277	-1.291794	-.0671924	-.4458055	-.7677715	-.3786901	-.5625072	.146745	1.731664	1.959964	-.1235907	-.8241822	.3786901	-1.012131	.2279667	-.4686158
InsH2Bfabp_CD15_09dpf_VAST02_plate01_LMNA_200808_F02	200808	1	NB212	insH2Bfabp	CD15	LMNA	1	0	0	2	1	9	1	1	2	4.8092877	.340296	.36468837	.2041776	1.169124	1	13	13	467978	7548	6811	6872	2390	62	3.019e+09	1	4624096	151987	164	220	187	140	0	2465081	0		12352.933				0				3_LMNA	1	2	1	4.9	2	1	7								-.1536793	.134345	-.1246971	.8470871	-.8490862	2.428737	-1.351702	-1.351702			.6362858	.6616482	.2491061	.5625072	-.4537622	-1.23544	-.7009514	.7677715	.423225	1.57718	-.423225	.4686158	.8241822
InsH2Bfabp_CD15_09dpf_VAST02_plate01_LMNA_200808_F07	200808	1	NB245	insH2Bfabp	CD15	LMNA	1	0	0	2	1	9	1	1	2	3.7085008	.340296	.34883235	.1020888	.4676496	1	46	46	525480	8614	7539	9164	2763	61	4.771e+09	1	4581747	175914	154	233	195	146	118	702538	11879	33762.32	27875.279	4.01e+08	2135.01	7.93e+07	43	4151.789	993652.6	1373789	3_LMNA	1	2	1	7.616667	2	1	7	1.055626	.6449072	.6844819	1.389907	1.478625	1.166061	-.0635016	-.1536793	-.8334692	-1.330948	.5869282	-1.624981	.0950912	.4784177	.7456442	.4887764	.5924169	.5385985	1.08327	.7677715	1.120983	.8122178	-.2749777	-.2318344	.6113263	.8241822	.9784155	-.102912	.7677715	.9784155
InsH2Bfabp_CD15_09dpf_VAST02_plate01_LMNA_200808_D06	200808	1	NB238	insH2Bfabp	CD15	LMNA	1	0	0	2	1	9	1	1	2	4.699209	.340296	.25369626	.170148	.3117664	1	39	39	248493	6212	5124	13304	4818	40	3.210e+09	1	2242124	118163	105	236	142	106	1	157910	96	32353.76	35394.902	3105961	-7190.84	-4.23e+08	0	3358.479	703627.3	931699.8	3_LMNA	1	2	1	6.8	2	1	7	-2.493243	-2.493243	-2.493243	-.3228149	-2.075128	-.1451209	-.2895613	-.1536793	-1.330948	-.5531617	-1.041357	-.9265376	-2.428737	-.8468857	-.8468857	-1.699178	-1.930286	-1.08327	-1.08327	-.423225	-.4686158	-.146745	1.439531	2.39398	-1.339746	-.6616482	-1.120983	0	-1.160362	-.9457771
InsH2Bfabp_CD15_09dpf_VAST02_plate01_LMNA_200808_D08	200808	1	NB251	insH2Bfabp	CD15	LMNA	1	0	0	2	1	9	1	1	2	7.7814124	.4423848	.17441618	.2382072	.389708	1	3	52	327936	5856	4421	9832	3046	56	3.315e+09	1	4076830	135393	159	280	148	123	0	595292	0		22054.298				5	3933.324	880633.3	1145731	3_LMNA	1	2	2	8	2	1	7	.3228149	-.0635016	-.4249322	.1272606	.3395742	.413163	.0953326	1.578269	-1.092054	.2811101	-2.275086	-.0522452	-.2888094	-1.351702	-1.351702			.2703575	-.423225	-.7137046	-1.08327	.0208901	-.0627068	-.0208901	.2491061	-.1235907	1.290949	.9784155	-.9457771	-.1235907
InsH2Bfabp_CD15_09dpf_VAST02_plate01_LMNA_200808_B01	200808	1	NB200	insH2Bfabp	CD15	LMNA	1	0	0	2	1	9	1	1	2	8.992278	.4764144	.22198422	.2041776	.4676496	1	1	1	319944	7618	5492	8848	3088	42	2.850e+09	1	2400992	120681	110	205	159	101									2	3606.233	775718.7	1051254	3_LMNA	1	2	1	4.116667	2	1	7	-1.112734	-1.055626	-1.001768	1.001768	.1593188	1.303783	-.9506695	1.872998	-.8334692	-.1246971	-1.485526	.4595582						-.7677715	-.5149938	.2917317	-.2491061	-.7009514	-.4079188	.1046335	-1.08327	-.6113263	-.9457771	-.7137046	-.4916726	-1.201627
InsH2Bfabp_CD15_09dpf_VAST02_plate01_LMNA_200808_B06	200808	1	NB236	insH2Bfabp	CD15	LMNA	1	0	0	2	1	9	1	1	2	8.0015697	.3062664	.33297634	.2041776	.779416	1	37	37	222673	5302	5580	9911	2367	42	2.132e+09	1	1756642	67188	87	312	118	86	10	334212	640	44475.539	36007.103	2.85e+07	4286.362	-4.06e+08	3	3764.654	824886.2	1129117	3_LMNA	1	2	1	6.666667	2	1	7	-.6063177	-.6844819	-.4954916	.0635016	-1.173722	.2766469	.4954916	-.9472499	-.3312469	-.1246971	.3110992	.0784124	-2.000424	-.6065981	-.6065981	-1.108011	-1.402673	-.7677715	-1.57718	-1.339746	-.2069287	-1.330562	-.0208901	-.755415	-1.739384	-2.400036	-2.400036	1.448272	-2.400036	-1.967025
InsH2Bfabp_CD15_09dpf_VAST02_plate01_LMNA_200808_D07	200808	1	NB243	insH2Bfabp	CD15	LMNA	1	0	0	2	1	9	1	1	2	3.8185795	.340296	.28540829	.1020888	.389708	1	44	44	294499	11327	6236	11918	3515	26	3.297e+09	1	2357905	95132	120	173	147	114	54	440851	4314	34855.82	32144.948	1.50e+08	-1266.956	-2.30e+08	2	3709.663	761497.8	1050267	3_LMNA	1	2	1	7.483333	2	1	7	-.8103805	-1.173722	-1.055626	-1.702789	-1.055626	-.8931164	-.4249322	-.1536793	-1.092054	-1.330948	-.4766831	-1.454408	-.773217	-.1293777	-.2041513	-.5398714	-.6466521	-2.400036	-.6616482	1.967025	.2069287	-.0627068	.7009514	.7009514	-1.160362	-1.339746	-.31324	-1.448272	-1.012131	-.5867419
InsH2Bfabp_CD15_09dpf_VAST02_plate01_LMNA_200808_B02	200808	1	NB208	insH2Bfabp	CD15	LMNA	1	0	0	2	1	9	1	1	2		.3062664	.26955227	.1361184	.5455912	1	9	9	236569	7886	6535	6611	1876	30	1.507e+09	1	1886704	90820	91	181	173	131	16	725624	992	18844.056	18463.752	1.87e+07	-2874.009	-1.73e+08	23	4233.246	1040069	1437954	3_LMNA	1	2	1	4.633333	2	1	7	1.389907	.9506695	1.001768	2.075128	.2895613	2.488717	1.857141	-.9472499	-.6330246	-.9032142	-.8334692		.4099833	-.4784177	-.5628612	-1.194857	-.295179	-1.739384	-1.160362	.423225	.3786901	-1.959964	-1.330562	-1.439531	-1.57718	-1.448272	-1.967025	-1.08327	-.0616775	.3786901
InsH2Bfabp_CD15_09dpf_VAST02_plate01_LMNA_200808_D05	200808	1	NB232	insH2Bfabp	CD15	LMNA	1	0	0	2	1	9	1	1	2	4.1488155	.340296	.33297634	.2041776	.5455912	1	33	33	182114	5691	3847	11587	3492	32	2.229e+09	1	1455037	70441	103	169	123	85									26	3425.104	725399.8	992665.7	3_LMNA	1	2	1	6.316667	2	1	7	-1.857141	-1.702789	-1.857141	-.4249322	-1.478625	-.5578848	.9019402	-.1536793	-.6330246	-.1246971	.3110992	-1.318011						-1.57718	-1.967025	-.8241822	-1.967025	-1.072861	.4537622	.5977601	-2.400036	-1.967025	-1.509592	-1.967025	-1.739384	-2.400036
InsH2Bfabp_CD15_10dpf_VAST02_plate01_LMNA_200809_C01	200809	1	NB279	insH2Bfabp	CD15	LMNA	1	0	0	2	1	10	.0288025	0	1		.3062664	.22198422	.2041776	1.2470656	1	31	80																											3_LMNA	1	3	2		3	1	7								-.9472499	.2316706	-.1246971	-1.485526																			
InsH2Bfabp_CD15_10dpf_VAST02_plate01_LMNA_200809_A03	200809	1	NB292	insH2Bfabp	CD15	LMNA	1	0	0	2	1	10	.0061704	0	1		.340296	.53910454	.2041776	1.169124	1	44	93																											3_LMNA	1	3	2		3	1	7								-.1536793	.134345	-.1246971	1.578269																			
InsH2Bfabp_CD15_10dpf_VAST02_plate02_LMNA_200809_E01	200809	2	NB338	insH2Bfabp	CD15	LMNA	1	0	0	2	1	10	1	1	2		.340296	.38054438	.2382072	.5455912	1	25	123																											3_LMNA	1	3	3		3	1	7								-.1536793	-.6330246	.2811101	.9932037																			
InsH2Bfabp_CD15_10dpf_VAST02_plate01_LMNA_200809_E03	200809	1	NB296	insH2Bfabp	CD15	LMNA	1	0	0	2	1	10	1	1	2		.2722368	.33297634	.1020888	3.9750216	1	47	96																											3_LMNA	1	3	2		3	1	7								-1.648566	1.931388	-1.330948	.3110992																			
InsH2Bfabp_CD15_10dpf_VAST02_plate02_LMNA_200809_F02	200809	2	NB346	insH2Bfabp	CD15	LMNA	1	0	0	2	1	10	1	1	2		.340296	.33297634	.2722368	1.0911824	1	33	131																											3_LMNA	1	3	3		3	1	7								-.1536793	.0287058	.5756001	.3110992																			
InsH2Bfabp_CD15_10dpf_VAST02_plate02_LMNA_200809_A02	200809	2	NB342	insH2Bfabp	CD15	LMNA	1	0	0	2	1	10	.9954023	1	2		.3062664	.25369626	.2041776	1.0911824	1	29	127																											3_LMNA	1	3	3		3	1	7								-.9472499	.0287058	-.1246971	-1.041357																			
InsH2Bfabp_CD15_10dpf_VAST02_plate01_LMNA_200809_C02	200809	1	NB286	insH2Bfabp	CD15	LMNA	1	0	0	2	1	10	.7037944	1	2		.340296	.33297634	.1020888	.0779416	1	38	87																											3_LMNA	1	3	2		3	1	7								-.1536793	-1.931388	-1.330948	.3110992																			
InsH2Bfabp_CD15_10dpf_VAST02_plate02_LMNA_200809_B02	200809	2	NB343	insH2Bfabp	CD15	LMNA	1	0	0	2	1	10	.9907072	1	2		.3743256	.28540829	.170148	.8573576	1	30	128																											3_LMNA	1	3	3		3	1	7								.5420468	-.1730713	-.5531617	-.4766831																			
InsH2Bfabp_CD15_10dpf_VAST02_plate01_LMNA_200809_E09	200809	1	NB332	insH2Bfabp	CD15	LMNA	1	0	0	2	1	10	1	1	2		.5444736	.23784024	.1020888	.389708	1	20	118																											3_LMNA	1	3	3		3	1	7								2.073047	-1.092054	-1.330948	-1.243346																			
InsH2Bfabp_CD15_10dpf_VAST02_plate01_LMNA_200809_E05	200809	1	NB305	insH2Bfabp	CD15	LMNA	1	0	0	2	1	10	.9873998	1	2		.3062664	.3012643	.1361184	.8573576	1	7	105																											3_LMNA	1	3	3		3	1	7								-.9472499	-.1730713	-.9032142	-.1633676																			
InsH2Bfabp_CD15_10dpf_VAST02_plate01_LMNA_200809_C03	200809	1	NB294	insH2Bfabp	CD15	LMNA	1	0	0	2	1	10	.9718591	1	2		.3062664	.26955227	.2041776	.389708	1	46	95																											3_LMNA	1	3	2		3	1	7								-.9472499	-1.092054	-.1246971	-.8334692																			
InsH2Bfabp_CD15_10dpf_VAST02_plate02_LMNA_200809_D01	200809	2	NB337	insH2Bfabp	CD15	LMNA	1	0	0	2	1	10	1	1	2		.3062664	.28540829	.2041776	1.0911824	1	24	122																											3_LMNA	1	3	3		3	1	7								-.9472499	.0287058	-.1246971	-.4766831																			
InsH2Bfabp_CD15_10dpf_VAST02_plate01_LMNA_200809_C04	200809	1	NB298	insH2Bfabp	CD15	LMNA	1	0	0	2	1	10	.0604144	0	1		.340296	.19027219	.2722368	1.7147152	1	49	98																											3_LMNA	1	3	2		3	1	7								-.1536793	.4874292	.5756001	-1.872998																			
InsH2Bfabp_CD15_10dpf_VAST02_plate02_LMNA_200809_B01	200809	2	NB335	insH2Bfabp	CD15	LMNA	1	0	0	2	1	10	1	1	2		.3743256	.31712032	.2722368	1.558832	1	22	120																											3_LMNA	1	3	3		3	1	7								.5420468	.3719586	.5756001	.0574353																			
InsH2Bfabp_CD15_10dpf_VAST02_plate01_LMNA_200809_C05	200809	1	NB304	insH2Bfabp	CD15	LMNA	1	0	0	2	1	10	1	1	2		.340296	.3964004	.2722368	1.8705984	1	6	104																											3_LMNA	1	3	3		3	1	7								-.1536793	.6330246	.5756001	1.057954																			
InsH2Bfabp_CD15_10dpf_VAST02_plate01_LMNA_200809_A05	200809	1	NB302	insH2Bfabp	CD15	LMNA	1	0	0	2	1	10	.9815178	1	2		.3743256	.38054438	.3062664	1.2470656	1	4	102																											3_LMNA	1	3	3		3	1	7								.5420468	.2316706	.8748062	.9932037																			
InsH2Bfabp_CD15_10dpf_VAST02_plate01_LMNA_200809_G01	200809	1	NB283	insH2Bfabp	CD15	LMNA	1	0	0	2	1	10	1	1	2		.3743256	.34883235	.2722368	2.1044232	1	35	84																											3_LMNA	1	3	2		3	1	7								.5420468	.8200042	.5756001	.5869282																			
InsH2Bfabp_CD15_10dpf_VAST02_plate02_LMNA_200809_C01	200809	2	NB336	insH2Bfabp	CD15	LMNA	1	0	0	2	1	10	1	1	2		.3743256	.34883235	.2382072	.4676496	1	23	121																											3_LMNA	1	3	3		3	1	7								.5420468	-.8334692	.2811101	.5869282																			
InsH2Bfabp_CD15_10dpf_VAST02_plate02_LMNA_200809_F01	200809	2	NB339	insH2Bfabp	CD15	LMNA	1	0	0	2	1	10	.0346827	0	1		.340296	.23784024	.2722368	2.0264816	1	26	124																											3_LMNA	1	3	3		3	1	7								-.1536793	.7547789	.5756001	-1.243346																			
InsH2Bfabp_CD15_10dpf_VAST02_plate01_LMNA_200809_E06	200809	1	NB311	insH2Bfabp	CD15	LMNA	1	0	0	2	1	10	1	1	2		.2722368	.28540829	.2382072	.8573576	1	13	111																											3_LMNA	1	3	3		3	1	7								-1.648566	-.1730713	.2811101	-.4766831																			
InsH2Bfabp_CD15_10dpf_VAST02_plate02_LMNA_200809_D02	200809	2	NB344	insH2Bfabp	CD15	LMNA	1	0	0	2	1	10	.9908398	1	2		.340296	.28540829	.3062664	.389708	1	31	129																											3_LMNA	1	3	3		3	1	7								-.1536793	-1.092054	.8748062	-.4766831																			
InsH2Bfabp_CD15_10dpf_VAST02_plate01_LMNA_200809_C09	200809	1	NB330	insH2Bfabp	CD15	LMNA	1	0	0	2	1	10	.8326041	1	2		.3062664	.23784024	.2041776	1.0911824	1	18	116																											3_LMNA	1	3	3		3	1	7								-.9472499	.0287058	-.1246971	-1.243346																			
InsH2Bfabp_CD15_10dpf_VAST02_plate01_LMNA_200809_G02	200809	1	NB290	insH2Bfabp	CD15	LMNA	1	0	0	2	1	10	1	1	2		.340296	.3012643	.2041776	1.2470656	1	42	91																											3_LMNA	1	3	2		3	1	7								-.1536793	.2316706	-.1246971	-.1633676																			
InsH2Bfabp_CD15_10dpf_VAST02_plate01_LMNA_200809_A09	200809	1	NB328	insH2Bfabp	CD15	LMNA	1	0	0	2	1	10	.9321225	1	2		.3743256	.36468837	.2041776	1.6367736	1	16	114																											3_LMNA	1	3	3		3	1	7								.5420468	.4237396	-.1246971	.8470871																			
InsH2Bfabp_CD15_10dpf_VAST02_plate01_LMNA_200809_C06	200809	1	NB309	insH2Bfabp	CD15	LMNA	1	0	0	2	1	10	.0323281	0	1		.4083552	.33297634	.2722368	1.7147152	1	11	109																											3_LMNA	1	3	3		3	1	7								1.10959	.4874292	.5756001	.3110992																			
InsH2Bfabp_CD15_10dpf_VAST02_plate01_LMNA_200809_A04	200809	1	NB297	insH2Bfabp	CD15	LMNA	1	0	0	2	1	10	1	1	2		.2041776	.28540829	.2382072	.779416	1	48	97																											3_LMNA	1	3	2		3	1	7								-2.667861	-.3312469	.2811101	-.4766831																			
InsH2Bfabp_CD15_10dpf_VAST02_plate02_LMNA_200809_H01	200809	2	NB341	insH2Bfabp	CD15	LMNA	1	0	0	2	1	10	.0312029	0	1		.4083552	.25369626	.340296	.4676496	1	28	126																											3_LMNA	1	3	3		3	1	7								1.10959	-.8334692	1.222883	-1.041357																			
InsH2Bfabp_CD15_10dpf_VAST02_plate02_LMNA_200809_G01	200809	2	NB340	insH2Bfabp	CD15	LMNA	1	0	0	2	1	10	1	1	2		.3743256	.23784024	.3062664	2.1044232	1	27	125																											3_LMNA	1	3	3		3	1	7								.5420468	.8200042	.8748062	-1.243346																			
InsH2Bfabp_CD15_10dpf_VAST02_plate02_LMNA_200809_A01	200809	2	NB334	insH2Bfabp	CD15	LMNA	1	0	0	2	1	10	1	1	2		.3062664	.31712032	.3062664	.779416	1	21	119																											3_LMNA	1	3	3		3	1	7								-.9472499	-.3312469	.8748062	.0574353																			
InsH2Bfabp_CD15_10dpf_VAST02_plate01_LMNA_200809_E02	200809	1	NB288	insH2Bfabp	CD15	LMNA	1	0	0	2	1	10	.9946786	1	2		.3743256	.31712032	.3062664	2.8838392	1	40	89																											3_LMNA	1	3	2		3	1	7								.5420468	1.222883	.8748062	.0574353																			
InsH2Bfabp_CD15_10dpf_VAST02_plate01_LMNA_200809_F01	200809	1	NB282	insH2Bfabp	CD15	LMNA	1	0	0	2	1	10	1	1	2		.340296	.25369626	.2382072	.389708	1	34	83																											3_LMNA	1	4	2		4	1	7								-.1536793	-1.092054	.2811101	-1.041357																			
InsH2Bfabp_CD15_10dpf_VAST02_plate01_LMNA_200809_B02	200809	1	NB285	insH2Bfabp	CD15	LMNA	1	0	0	2	1	10	.0331711	0	1		.340296	.28540829	.1361184	.8573576	1	37	86																											3_LMNA	1	4	2		4	1	7								-.1536793	-.1730713	-.9032142	-.4766831																			
InsH2Bfabp_CD15_10dpf_VAST02_plate01_LMNA_200809_B06	200809	1	NB308	insH2Bfabp	CD15	LMNA	1	0	0	2	1	10	.0431464	0	1		.340296	.33297634	.2041776	1.7926568	1	10	108																											3_LMNA	1	4	3		4	1	7								-.1536793	.5531617	-.1246971	.3110992																			
InsH2Bfabp_CD15_10dpf_VAST02_plate01_LMNA_200809_D02	200809	1	NB287	insH2Bfabp	CD15	LMNA	1	0	0	2	1	10	1	1	2		.3743256	.17441618	.2041776	1.6367736	1	39	88																											3_LMNA	1	4	2		4	1	7								.5420468	.4237396	-.1246971	-2.275086																			
InsH2Bfabp_CD15_10dpf_VAST02_plate01_LMNA_200809_D09	200809	1	NB331	insH2Bfabp	CD15	LMNA	1	0	0	2	1	10	.0288423	0	1		.3743256	.3012643	.170148	.6235328	1	19	117																											3_LMNA	1	4	3		4	1	7								.5420468	-.509093	-.5531617	-.1633676																			
InsH2Bfabp_CD15_10dpf_VAST02_plate01_LMNA_200809_H04	200809	1	NB301	insH2Bfabp	CD15	LMNA	1	0	0	2	1	10	0	0	1		.3062664	.28540829	.340296	.5455912	1	3	101																											3_LMNA	1	4	3		4	1	7								-.9472499	-.6330246	1.222883	-.4766831																			
InsH2Bfabp_CD15_10dpf_VAST02_plate01_LMNA_200809_D03	200809	1	NB295	insH2Bfabp	CD15	LMNA	1	0	0	2	1	10	1	1	2																																			3_LMNA	1	4			4	1	7																														
InsH2Bfabp_CD15_10dpf_VAST02_plate01_LMNA_200809_B05	200809	1	NB303	insH2Bfabp	CD15	LMNA	1	0	0	2	1	10	1	1	2		.340296	.31712032	.2041776	.8573576	1	5	103																											3_LMNA	1	4	3		4	1	7								-.1536793	-.1730713	-.1246971	.0574353																			
InsH2Bfabp_CD15_10dpf_VAST02_plate01_LMNA_200809_F05	200809	1	NB306	insH2Bfabp	CD15	LMNA	1	0	0	2	1	10	.0592159	0	1		.3743256	.23784024	.3062664	2.6500144	1	8	106																											3_LMNA	1	4	3		4	1	7								.5420468	1.074848	.8748062	-1.243346																			
InsH2Bfabp_CD15_10dpf_VAST02_plate01_LMNA_200809_D06	200809	1	NB310	insH2Bfabp	CD15	LMNA	1	0	0	2	1	10	1	1	2		.340296	.33297634	.170148	1.0911824	1	12	110																											3_LMNA	1	4	3		4	1	7								-.1536793	.0287058	-.5531617	.3110992																			
