filename	date	plate	index	line	diet	Exp	overfeeding	cholesterol	glucose	VAST	Imaged	age	wtKITAT1	inframeKITAT1	frameshiftKITAT1	wtKITAT5	inframeKITAT5	frameshiftKITAT5	gcg_dich	qRNA	WT_KITA	mutant_KITA	KITA_confirmed	protein	ldl	gluc	tc	tg	Anders_batch	pos_bio	Löpnr	Volume	CellVolume_Av	CellVolume_Stdev	CellInt_Av	CellInt_Stdev	NrCells	CellInt_Tot	isletNr	IV	ISA	IED	IPAL1	IPAL2	IPAL3	LiverLipN	LiverArea	LiverLipArea	LiverLipInt_Av	LiverLipIntBG	LiverLipInt_Tot	LiverLipInt_Av_Res	LiverLipInt_Tot_Res	vld_area	length	dorsal_area	lateral_area	file	batch	tank	batch_bio	tod	tank_n	batch_n	nr_tanks	intlength	intdorsal_area	intlateral_area	intangle	inteye_area	intcurvature	intpig_dorsal_tail	intldl	inttg	inttc	intgluc	intprotein	intLiverArea	intLiverLipN	intLiverLipArea	intLiverLipInt_Tot	intLiverLipInt_Tot_Res	intNrCells	intVolume	intCellVolume_Av	intCellVolume_Stdev	intCellInt_Tot	intCellInt_Av	intCellInt_Stdev	intIV	intISA	intIED	intIPAL1	intIPAL2	intIPAL3
InsH2Bfabp_CD15_09dpf_VAST02_plate01_GCG_211027_A07	211027	1	NS859	insH2Bfabp	CD15	GCG	1	0	0	2	1	9	.240553	.19493088	.56451613	1	0	0	1	5		1	1	17.21518	.0680592	.38054438	.2041776	.7014744	1	33	82	339320	4990	4056	10933	3093	68	3.714e+09	1	4097900	159519	136	255	191	117	304	889874	23103	22674.209	19252.408	5.24e+08	-638.1138	1.38e+08	83				95_GCG	2	3	4	7.166667	3	2	5								-.9036195	-.2134373	-.5163159	.9576579	1.422333	1.593219	1.754382	1.593219	.7383242	1.357561	1.699178	1.291794	.1573107	-.295179	1.699178	.5924169	.390146	.9555776	1.194857	.7028602	.7613826	.8226373	.4637077
InsH2Bfabp_CD15_09dpf_VAST02_plate01_GCG_211027_C07	211027	1	NS864	insH2Bfabp	CD15	GCG	1	0	0	2	1	9	1	0	0	0	0	1	0	1	5		1	7.6155081	.1020888	.17441618	.170148	.4676496	1	38	87															127	406646	8879	14169.486	10706.953	1.26e+08	901.1498	-4.57e+07	47	3380.226	974078.4	913336.8	95_GCG	2	3	4	7.583333	3	2	5	-1.402673	.2298841	-1.699178	-.5244005	-.1800124	-1.930286	-2.355084	-.1238823	-1.586279	-.7542415	-.1479871	-1.331275	-1.033036	-.9674216	-.9674216	-1.179761	-.4526599													
InsH2Bfabp_CD15_09dpf_VAST02_plate01_GCG_211027_B05	211027	1	NS843	insH2Bfabp	CD15	GCG	1	0	0	2	1	9	.25638827	.06156748	.68204425	1	0	0	1	5		1	1	8.6691307	.1020888	.15856016	.2041776	.9352992	1	17	66	97064	3235	3195	3414	1648	30	3.281e+08	1	1719168	80732	103	178	135	98										3664.062	832617.2	1113057	95_GCG	2	4	4	5.6	4	2	5	-.5398714	-.7478586	-.5398714	1.096804	-.1121376	.4389272	.8616341	-.1238823	.2134373	-.5163159	-.2993069	-.7542415						-1.241867	-1.534121	-1.108011	-1.291794	-1.930286	-2.368567	-1.108011	-1.108011	-.9555776	-.7916386	-1.291794	-.6193067	-.7916386
InsH2Bfabp_CD15_09dpf_VAST02_plate01_GCG_211027_A05	211027	1	NS840	insH2Bfabp	CD15	GCG	1	0	0	2	1	9	.25045872	0	.74954128	1	0	0	1	5		1	1	10.19103	.0680592	.19027219	.4083552	.5455912	1	14	63	157517	5081	4455	11456	3514	31	1.720e+09	1	2355347	81372	118	234	133	79	206	534626	16064	19868.883	15628.484	3.19e+08	815.9754	2.44e+07	58	3934.047	906996.4	1348607	95_GCG	2	4	4	5.383333	4	2	5	.2028072	-.0455908	.3422765	-.6321747	.0223825	-.1573107	1.382994	-.9036195	-1.045537	.777914	.0553215	-.2497032	.0397983	-.0397983	.1598289	-.0796597	.3661064	-1.108011	-.7613826	.2028072	.1573107	-.295179	.8871465	.5398714	-.390146	-.8871465	.0896424	.2257079	-.7028602	-1.402673
InsH2Bfabp_CD15_09dpf_VAST02_plate01_GCG_211027_F05	211027	1	NS854	insH2Bfabp	CD15	GCG	1	0	0	2	1	9	.25573345	.10168758	.64257897	.9862747	0	.0137253	1	5		1	1	8.0837848	.1020888	.23784024	.340296	.7014744	1	28	77	185139	4628	4234	4129	1907	40	7.673e+08	1	2308473	118138	116	195	155	118									75				95_GCG	2	4	4	6.058333	4	2	5								-.1238823	-.2134373	.2863006	.5201756	-.9863861						-.5141561	-.5398714	-.2028072	.1121376	-1.108011	-1.402673	-.8871465	-.4887764	.2028072	-.0447762	-.6744897	-.1121376	.5924169
InsH2Bfabp_CD15_09dpf_VAST02_plate01_GCG_211027_E08	211027	1	NS871	insH2Bfabp	CD15	GCG	1	0	0	2	1	9	1	0	0	0	.72711646	.27288354	0	1	5		1	12.298275	.170148	.0951361	.510444	1.94854	1	45	94															326	747096	26593	20987.563	16519.183	5.58e+08	887.7646	2.41e+08	18	4083.302	1079741	1499892	95_GCG	2	4	4	8.116667	4	2	5	.6466521	.8745511	1.194857	.9434426	.5924169	-.1121376	-.4053977	1.289619	1.809183	1.725113	-1.504888	.3047411	1.033036	1.980752	2.411822	1.103428	2.411822													
InsH2Bfabp_CD15_09dpf_VAST02_plate01_GCG_211027_H01	211027	1	NS825	insH2Bfabp	CD15	GCG	1	0	0	2	1	9	.90350195	0	.09649805	0	.67268623	.32731377	0	1	5		1	11.712929	.0680592	.0951361	.1020888	.6235328	1	48	48	222424	4943	3669	8554	2922	45	1.963e+09	1	2256452	98671	97	208	159	117	104	478104	8528	19023.942	13867.992	1.62e+08	2040.247	-8.84e+07	9				95_GCG	2	4	3	3.616667	4	2	5								-.9036195	-.5778279	-1.045537	-1.504888	.1061127	-.2002695	-1.103428	-1.033036	-.9057289	-.8473045	0	-.0223825	.0671924	-.7613826	-.0223825	-.1121376	.0223825	-.6466521	-.3422765	-.920823	-.3661064	.0223825	.4637077
InsH2Bfabp_CD15_09dpf_VAST02_plate01_GCG_211027_E05	211027	1	NS851	insH2Bfabp	CD15	GCG	1	0	0	2	1	9	1	0	0	0	.63393001	.36606999	0	1	5		1	6.9130931	.1361184	.19027219	.170148	.6235328	1	25	74																								3475.017		908132.9	95_GCG	2	4	4	6.233333	4	2	5	-.8871465		-1.930286		-1.699178	.6466521	-1.681877	.6634502	-.5778279	-.7542415	.0553215	-2.031014																		
InsH2Bfabp_CD15_09dpf_VAST02_plate01_GCG_211027_E03	211027	1	NS836	insH2Bfabp	CD15	GCG	1	0	0	2	1	9	0	.68030691	.31969309	1	0	0	1	5		1	1	11.361722	.1020888	.14270414	.0680592	1.169124	1	10	59	212331	5898	5486	7750	2789	36	1.700e+09	1	1975673	81383	122	186	123	112	235	568038	19068	31540.496	25850.802	6.01e+08	472.6846	5.07e+07	135	4064.753	1005421	1371994	95_GCG	2	4	4	4.883333	4	2	5	.5924169	.3730773	.4887764	1.690622	.1121376	-.9555776	-.8616341	-.1238823	.5988157	-1.331275	-.4784177	0	.1598289	.5427505	.7916386	1.357561	.7383242	-.7916386	-.2487277	.6466521	1.108011	-.3422765	-.295179	-.0671924	-.8871465	-.8226373	.3186394	-.9555776	-1.108011	.2028072
InsH2Bfabp_CD15_09dpf_VAST02_plate01_GCG_211027_F08	211027	1	NS874	insH2Bfabp	CD15	GCG	1	0	0	2	1	9	1	0	0	0	.48723511	.51276489	0	1	5		1	14.054313	.1020888	.11099211	.0680592	1.558832	1	48	97	269808	5091	4571	11720	3958	53	2.900e+09	2	3946412	135281	110	292	246	117	162	738372	11536	20836.063	15045.167	2.40e+08	2468.764	-3.98e+07	0	4198.541	1082806	1545665	95_GCG	2	4	4	8.35	4	2	5	.8871465	1.017131	1.291794	-.2298841	1.194857	-1.194857	.2104284	-.1238823	1.331275	-1.331275	-1.115337	.8266231	.9674216	-.7916386	-.6870306	-.4972006	-.2822162	.5141561	.7028602	.295179	.2487277	.7613826	1.028805	1.028805	.8226373	.7028602	-.3422765	1.699178	2.368567	.4637077
InsH2Bfabp_CD15_09dpf_VAST02_plate01_GCG_211027_C08	211027	1	NS865	insH2Bfabp	CD15	GCG	1	0	0	2	1	9	.3752809	0	.6247191	1	0	0	1	5		1	1	9.4886149	.1361184	.20612821	.340296	.779416	1	39	88																											95_GCG	2	4	4	7.558333	4	2	5								.6634502	.0176532	.2863006	.2800857	-.5570917																		
InsH2Bfabp_CD15_09dpf_VAST02_plate01_GCG_211027_H05	211027	1	NS858	insH2Bfabp	CD15	GCG	1	0	0	2	1	9	.15159944	0	.84840056	1	0	0	1	5		1	1	10.073961	.170148	.11099211	.3743256	.8573576	1	32	81	257676	4955	4053	5166	1445	52	1.384e+09	1	2907351	129783	117	199	171	138													95_GCG	2	4	4	5.883333	4	2	5								1.289619	.1595451	.4962496	-1.115337	-.3607185						.390146	.5398714	.1121376	-.3422765	-.6466521	-1.194857	-1.402673	.1573107	.5398714	.0223825	-.5924169	.4144133	1.291794
InsH2Bfabp_CD15_09dpf_VAST02_plate01_GCG_211027_A08	211027	1	NS860	insH2Bfabp	CD15	GCG	1	0	0	2	1	9	1	0	0	0	.27570036	.72429964	0	1	5		1	15.459143	.1361184	.66595267	.4764144	1.8705984	1	34	83	337173	5109	4068	11616	4348	66	3.743e+09	1	4878066	165192	169	256	181	130	350	851126	26443	19913.527	15618.594	5.27e+08	872.2447	2.32e+08	3	4274.199	1101274	1552021	95_GCG	2	4	4	7.266667	4	2	5	1.194857	1.184125	1.534121	1.281552	1.108011	-.6466521	-.3064536	.6634502	1.65172	1.422333	1.564726	1.108593	1.263668	2.411822	1.980752	.7916386	1.980752	1.345167	1.194857	.3422765	-.2487277	1.930286	.9555776	1.534121	1.291794	1.534121	1.930286	.8544474	.6466521	1.150349
InsH2Bfabp_CD15_09dpf_VAST02_plate01_GCG_211027_E01	211027	1	NS822	insH2Bfabp	CD15	GCG	1	0	0	2	1	9	0	0	1	1	0	0	1	5		1	1	7.8496465	.1361184	.17441618	.2041776	.5455912	1	45	45															101	391900	7168	4361.0209	3763.2216	3.13e+07	-745.9305	3.36e+07	26	3419.031	713706.1	950661	95_GCG	2	4	3	3.283333	4	2	5	-1.028805	-2.361894	-1.534121	.6321747	-2.368567	.8226373	1.00517	.6634502	-1.045537	-.5163159	-.1479871	-1.176396	-1.103428	-1.22064	-1.263668	-1.980752	.4972006													
InsH2Bfabp_CD15_09dpf_VAST02_plate01_GCG_211027_D08	211027	1	NS868	insH2Bfabp	CD15	GCG	1	0	0	2	1	9	1	0	0	0	.52757353	.47242647	0	1	5		1	11.010514	0	.20612821	.2722368	.6235328	1	42	91															227	526251	17744	25169.597	20077.963	4.47e+08	886.9496	4.05e+07	4	3938.096	899609.4	1251662	95_GCG	2	4	4	7.85	4	2	5	.2487277	-.0912767	.0223825	-.7478586	-.7613826	-.3422765	-.1631881	-2.455101	-.5778279	-.1238823	.2800857	-.1061127	-.0397983	.3029805	.4526599	.5894558	.5427505													
InsH2Bfabp_CD15_09dpf_VAST02_plate01_GCG_211027_C05	211027	1	NS845	insH2Bfabp	CD15	GCG	1	0	0	2	1	9	.97018848	0	.02981152	0	.48097327	.51902673	0	1	5		1	10.19103	.0680592	.3964004	.4423848	1.558832	1	19	68	219180	4215	4463	6712	2640	52	1.412e+09	1	2878517	118298	106	180	168	162	218	579569	17202	24951.288	20539.411	4.29e+08	126.2738	1.15e+07		4064.615	1034267	1447271	95_GCG	2	4	4	5.75	4	2	5	.5398714	.7478586	.7613826	.0455908	.5398714	.390146	-.5084881	-.9036195	1.331275	1.141839	1.049131	-.2497032	.2410404	.1598289	.3661064	.4972006	.3238762	.390146	-.0671924	-.5398714	.2028072	-.5398714	-.7028602	-.2028072	.0671924	.2487277	-.5924169	-1.108011	.3422765	2.368567
InsH2Bfabp_CD15_09dpf_VAST02_plate01_GCG_211027_B02	211027	1	NS826	insH2Bfabp	CD15	GCG	1	0	0	2	1	9	.07206388	.06094603	.8669901	1	0	0	1	5		1	1	15.107935	.1020888		.0680592	.4676496	1	49	49	254590	4174	3783	5820	1618	61	1.395e+09	2	4185693	148705	143	297	152	106	296	662688	22959	37618.043	29803.637	8.64e+08	1904.226	2.14e+08	70	3974.698	977428	1363022	95_GCG	2	4	3	3.733333	4	2	5	.3422765	.2769504	.4389272	.0912767	.8226373	.1573107	-.2581433	-.1238823	-1.586279	-1.331275		1.045537	.7383242	1.465234	1.465234	2.411822	1.754382	1.028805	.4887764	-.5924169	-.5398714	-.5924169	-1.028805	-1.291794	1.028805	.9555776	.8871465	1.930286	-.1800124	-.1573107
InsH2Bfabp_CD15_09dpf_VAST02_plate01_GCG_211027_E02	211027	1	NS829	insH2Bfabp	CD15	GCG	1	0	0	2	1	9	.49251132	0	.50748868	1	0	0	1	5		1	1	13.117759	.2041776	.3012643	.510444	1.4029488	1	3	52															243	589528	18202	30006.722	25527.762	5.46e+08	-681.402	3588501	207	4040.989	1037900	1483772	95_GCG	2	4	4	4.15	4	2	5	.4389272	.8095796	1.028805	.4727891	1.028805	.2028072	.7961826	1.65172	.9580686	1.725113	.8735691	.5163159	.3238762	.6374841	.5427505	.9674216	.1196481													
InsH2Bfabp_CD15_09dpf_VAST02_plate01_GCG_211027_G08	211027	1	NS876	insH2Bfabp	CD15	GCG	1	0	0	2	1	9	1	0	0	0	.70202977	.29797023	0	1	5		1	13.703105	.1020888	.14270414	.4423848	1.3250072	1	1	99	367555	6126	5106	8831	2995	60	3.209e+09	1	5161110	174964	160	300	193	100	231	602107	18546	14192.066	11711.692	2.63e+08	-257.2	6.65e+07	14	4301.769	1086903	1474127	95_GCG	2	4	5	8.516666	4	2	5	1.291794	1.096804	.8871465	.8745511	.2487277	.3422765	-.3554904	-.1238823	.777914	1.141839	-.4784177	.7542415	.5427505	.4526599	.5894558	-.409	.8473045	.9555776	1.534121	1.028805	.6466521	1.194857	.1121376	.1121376	1.699178	1.699178	1.699178	2.368567	.920823	-.5659488
InsH2Bfabp_CD15_09dpf_VAST02_plate01_GCG_211027_H08	211027	1	NS879	insH2Bfabp	CD15	GCG	1	0	0	2	1	9	.03064585	.21996277	.74939138	1	0	0	1	5		1	1	9.8398224	.0680592	.11099211	.2041776	.6235328	1	4	102	110942	2845	3053	7649	2523	39	7.750e+08	2	1778773	75542	107	192	120	86	49	371188	3520	14775.01	10593.18	5.20e+07	1640.399	-1.17e+08		3619.011	790986.3	1041400	95_GCG	2	4	5	8.7	4	2	5	-.7028602	-1.096804	-.9555776	-.137154	-1.291794	-.2487277	-1.27107	-.9036195	-.5778279	-.5163159	-1.115337	-.4763812	-1.357561	-1.980752	-1.980752	-1.465234	-1.179761	-.5924169	-1.194857	-1.534121	-1.402673	-.9555776	-.4389272	-.390146	-1.028805	-1.194857	-.5141561	-.8226373	-1.194857	-1.291794
InsH2Bfabp_CD15_09dpf_VAST02_plate01_GCG_211027_D06	211027	1	NS847	insH2Bfabp	CD15	GCG	1	0	0	2	1	9	.2215262	0	.7784738	1	0	0	1	5		1	1	7.2643006	.2041776	.20612821	.340296	.8573576	1	21	70	213131	5920	5055	12161	4098	36	2.375e+09	1	1992276	84300	116	200	128	95	87	344906	6219	7766.6199	7001.7986	4.83e+07	-1146.826	-3.05e+07	4	3419.021	851219.5	981764.5	95_GCG	2	5	4	5.883333	5	2	5	-1.108011	-.4727891	-1.402673	1.017131	.4389272	-.2028072	-.2104284	1.65172	.1595451	.2863006	.2800857	-1.725113	-2.411822	-1.593219	-1.465234	-1.593219	-.1598289	-.7916386	-.2028072	.7028602	.5924169	.3422765	1.194857	1.108011	-.8226373	-.7613826	-.0447762	-.5398714	-.920823	-.8871465
InsH2Bfabp_CD15_09dpf_VAST02_plate01_GCG_211027_C09	211027	1	NS866	insH2Bfabp	CD15	GCG	1	0	0	2	1	9	.07741935	.27194526	.65063539	1	0	0	1	5		1	1	13.468967	.0680592	.20612821	.2722368	1.169124	1	40	89	250112	4632	3873	11277	4337	54	2.816e+09	1	3542166	138641	111	281	177	130	259	624618	18668	31135.288	25362.313	5.81e+08	641.6266	4.28e+07	342	4110.201	1023485	1457484	95_GCG	2	5	4	7.7	5	2	5	.7028602	.5774487	.8226373	-.2769504	1.291794	-.4887764	.0232116	-.9036195	.5988157	-.1238823	.2800857	.6416095	.6374841	.8473045	.6870306	1.263668	.6374841	.6193067	.4389272	-.1573107	-.4887764	.7028602	.8226373	1.402673	.5398714	.8226373	-.27188	1.291794	.5398714	1.150349
InsH2Bfabp_CD15_09dpf_VAST02_plate01_GCG_211027_E06	211027	1	NS852	insH2Bfabp	CD15	GCG	1	0	0	2	1	9	.03223425	.03100394	.93676181	1	0	0	1	5		1	1	12.298275	.1020888	.17441618	.3062664	1.4029488	1	26	75	245565	5989	4088	8806	3142	41	2.192e+09	1	2860140	118104	115	235	157	92	228	537570	15816	23957.343	19601.606	3.79e+08	234.5867	-1.53e+07	58				95_GCG	2	5	4	6.133333	5	2	5								-.1238823	.9580686	.0883765	-.1479871	.3047411	.0796597	.3661064	.1196481	.1598289	-.0397983	-.4144133	.3422765	.8226373	-.1573107	.2028072	.0223825	.4389272	-.0223825	.1573107	-.1346898	.3661064	-.0223825	-.9555776
InsH2Bfabp_CD15_09dpf_VAST02_plate01_GCG_211027_D09	211027	1	NS867	insH2Bfabp	CD15	GCG	1	0	0	2	1	9	.19373988	.08283864	.72342148	1	0	0	1	5		1	1	13.586036	.0680592	.4915365	.340296	1.4029488	1	41	90	341437	6442	5396	7556	2515	53	2.524e+09	1	3982699	154567	142	242	189	112	287	665402	22004	24768.619	19626.324	5.45e+08	1016.81	1.50e+08	87	3921.236	1009414	1438822	95_GCG	2	5	4	7.783333	5	2	5	.1121376	.422408	.7028602	.2769504	.7028602	-.0671924	.5084881	-.9036195	.9580686	.2863006	1.307107	.6856121	.7916386	1.263668	1.357561	.9057289	1.465234	.5141561	1.402673	1.291794	1.028805	.4389272	-.4887764	-.4389272	.8871465	1.028805	.8226373	.4887764	.7613826	.2028072
InsH2Bfabp_CD15_09dpf_VAST02_plate01_GCG_211027_A09	211027	1	NS861	insH2Bfabp	CD15	GCG	1	0	0	2	1	9	.04304792	.36700707	.58994501	1	0	0	1	5		1	1	12.649482	.2722368	.14270414	.4083552	.779416	1	35	84	105647	2515	2107	3700	1222	42	3.636e+08	1	2295326	93823	122	206	132	102	167	449300	11471	20287.797	17485.097	2.33e+08	-947.2998	-1.09e+08	212	3894.699	939176.6	1285353	95_GCG	2	5	4	7.333333	5	2	5	.0223825	.137154	.1573107	-.5774487	.295179	-2.368567	-1.00517	2.455101	.0176532	.777914	-.4784177	.3986639	-.5427505	-.7124431	-.7383242	-.5894558	-1.033036	-.295179	-1.402673	-1.930286	-1.699178	-1.699178	-1.930286	-1.534121	-.5398714	-.5398714	.3186394	-.4389272	-.7613826	-.4144133
InsH2Bfabp_CD15_09dpf_VAST02_plate01_GCG_211027_B09	211027	1	NS862	insH2Bfabp	CD15	GCG	1	0	0	2	1	9	0	.79243453	.20756547	1	0	0	1	5		1	1	10.659307	.1361184	.03171203	.1020888	.7014744	1	36	85	230674	5126	4854	12722	3731	45	2.780e+09	1	3105160	111928	107	256	138	126	214	468696	16320	22318.884	18035.65	3.64e+08	436.6899	9219658	38	3822.604	922742.6	1318939	95_GCG	2	5	4	7.4	5	2	5	-.1121376	0	.2487277	-.4727891	.3422765	-1.108011	-.6744897	.6634502	-.2134373	-1.045537	-2.439542	-.1416912	-.2822162	.1196481	.2410404	.1196481	.2822162	0	.0671924	.390146	.4389272	.6466521	1.291794	.7613826	.2487277	-.0671924	-.5141561	.8544474	-.5141561	.8544474
InsH2Bfabp_CD15_09dpf_VAST02_plate01_GCG_211027_F01	211027	1	NS823	insH2Bfabp	CD15	GCG	1	0	0	2	1	9	1	0	0	0	.49394587	.50605413	0	1	5		1	7.9667156	.1020888	.20612821	.2722368	.6235328	1	46	46	211498	3710	3421	10981	3575	57	2.189e+09	1	3240273	130366	113	262	215	104	176	446413	13564	23263.264	18650.468	3.16e+08	658.4371	-5.49e+07	24	3734.438	876356.5	1160101	95_GCG	2	5	3	3.416667	5	2	5	-.295179	-.1833219	-.3422765	-.1833219	-.8226373	.2487277	-.0696849	-.1238823	-.5778279	-.1238823	.2800857	-1.108593	-.5894558	-.5427505	-.4526599	-.1196481	-.6870306	.8871465	-.295179	-.8226373	-.9555776	.1573107	.6466521	.5924169	.3422765	.5924169	-.2028072	.9555776	1.699178	-.3422765
InsH2Bfabp_CD15_09dpf_VAST02_plate01_GCG_211027_B06	211027	1	NS842	insH2Bfabp	CD15	GCG	1	0	0	2	1	9	.96399896	0	.03600104	.05151984	.54553065	.40294951	0	1	5		1	16.395696	.1020888	.11099211	.4423848	.6235328	1	16	65	59987	2000	1784	14712	4735	30	8.928e+08	1	1898408	77624	104	221	135	73	196	574313	14517	43221.926	28611.378	6.27e+08		7658759	89	3788.591	1272149	1194988	95_GCG	2	5	4	5.533333	5	2	5	-.1573107	1.92248	-.2028072	.3246387	1.930286	-.4389272	-1.515564	-.1238823	-.5778279	1.141839	-1.115337	1.250087	.2002695	-.1196481	-.2002695	1.593219	.2002695	-1.241867	-1.699178	-2.368567	-1.930286	-.8871465	1.930286	1.930286	-.9555776	-1.028805	-.6744897	-.0223825	-.6193067	-1.534121
InsH2Bfabp_CD15_09dpf_VAST02_plate01_GCG_211027_F02	211027	1	NS830	insH2Bfabp	CD15	GCG	1	0	0	2	1	9	1	0	0	0	.38546922	.61453078	0	1	5		1	12.532413	.1361184	.14270414	.340296	1.0911824	1	4	53	307152	6268	5806	9607	3056	49	2.927e+09	1	3923306	158702	125	264	203	100	180	601388	13702	19395.932	16308.666	2.66e+08	-456.4341	-4.60e+07	36				95_GCG	2	5	4	4.241667	5	2	5								.6634502	.4178506	.2863006	-.4784177	.3607185	.4972006	-.3238762	-.409	-.3661064	-.4972006	.2257079	.9555776	1.108011	1.402673	.8871465	.295179	.2028072	.7613826	1.108011	.4887764	1.028805	1.402673	-.5659488
InsH2Bfabp_CD15_09dpf_VAST02_plate01_GCG_211027_F09	211027	1	NS873	insH2Bfabp	CD15	GCG	1	0	0	2	1	9	.08476272	0	.91523728	1	0	0	1	5		1	1	10.19103	.2382072	.12684813	.0340296	.6235328	1	47	96	290423	6601	5340	9559	2484	44	2.909e+09	1	2701445	105544	132	194	162	102	186	545482	14096	22058.552	18322.348	3.11e+08	-160.6149	-5.13e+07	146	3765.522	855690.6	1199938	95_GCG	2	5	4	8.266666	5	2	5	-.2028072	-.422408	-.1573107	-.422408	-.2487277	-.7613826	.1163093	2.031014	-.5778279	-1.809183	-.7702081	-.2497032	.1196481	-.2002695	-.3238762	-.2002695	-.6374841	-.0896424	.8226373	1.402673	.9555776	.8226373	.2487277	-.5924169	-.1573107	-.2487277	.5924169	-.7613826	.1121376	-.4144133
InsH2Bfabp_CD15_09dpf_VAST02_plate01_GCG_211027_H09	211027	1	NS878	insH2Bfabp	CD15	GCG	1	0	0	2	1	9	0	0	1	1	0	0	1	5		1	1	11.127583	.1020888	.17441618	.2382072	.6235328	1	3	101	153305	4258	4146	8745	2991	36	1.376e+09	1	1561975	77110	92	221	138	89	181	445652	13058	18194.661	14979.437	2.38e+08	-95.38161	-4.09e+07	66	3387.599	774971	1079486	95_GCG	2	5	5	8.633333	5	2	5	-1.291794	-1.392945	-.7613826	-1.017131	-.8871465	-.8871465	-.0232116	-.1238823	-.5778279	-.3419422	-.1479871	-.035312	-.6374841	-.2822162	-.5427505	-.5427505	-.3238762	-.7916386	-.8871465	-.4887764	-.0671924	-.7028602	-.0223825	.0671924	-1.194857	-1.108011	-1.150349	-.0223825	-.5141561	-1.067571
InsH2Bfabp_CD15_09dpf_VAST02_plate01_GCG_211027_E09	211027	1	NS872	insH2Bfabp	CD15	GCG	1	0	0	2	1	9	.10902199	0	.89097801	1	0	0	1	5		1	1	12.064137	.0680592	.23784024	.3062664	.7014744	1	46	95	239761	4893	4223	10328	2771	49	2.533e+09	1	2757501	117862	122	188	163	115	210	465790	15663	18364.229	16272.262	2.88e+08	-1445.349	-2.32e+07	47	3619.022	864872.1	1228873	95_GCG	2	5	4	8.2	5	2	5	-.6466521	-.3246387	-.0223825	-.6888636	-.0223825	-1.291794	-.5620615	-.9036195	-.2134373	.0883765	.5201756	.1595451	-.3238762	.0198952	.0397983	-.2822162	-.1196481	.2257079	.2487277	.0223825	.0671924	.4887764	.4887764	-.1121376	-.1121376	.1121376	.3186394	-.8871465	.1800124	.295179
InsH2Bfabp_CD15_09dpf_VAST02_plate01_GCG_211027_F06	211027	1	NS853	insH2Bfabp	CD15	GCG	1	0	0	2	1	9	1	0	0	0	.73230513	.26769487	0	1	5		1	16.161558	.1020888	.28540829	.4083552	1.169124	1	27	76	336158	4423	4082	9714	3594	76	3.319e+09	1	4376893	163394	152	235	193	111	275	616244	20978	19952.574	15842.224	4.19e+08	648.4454	1.18e+08	48	4134.217	1009518	1411008	95_GCG	2	5	4	6.383333	5	2	5	.7613826	.4727891	.6466521	0	-.6466521	.0223825	.6172997	-.1238823	.5988157	.777914	.7456442	1.176396	.5894558	1.179761	1.103428	.409	1.179761	2.368567	1.108011	-.390146	-.2028072	1.291794	.3422765	.6466521	1.108011	1.291794	1.108011	.3661064	.920823	.0896424
InsH2Bfabp_CD15_09dpf_VAST02_plate01_GCG_211027_C02	211027	1	NS827	insH2Bfabp	CD15	GCG	1	0	0	2	1	9	.067379	.33075512	.60186588	1	0	0	1	5		1	1	8.6691307	.1020888	.11099211	.0340296	.5455912	1	1	50	48852	3257	2838	6593	2424	15	2.839e+08	2	571466	32191	71	132	101	58	17	417804	1136	13466.593	11712.713	1.53e+07	-983.8732	-1.81e+08	79	3701.274	820729.1	1097356	95_GCG	2	5	4	3.933333	5	2	5	-.390146	-.9434426	-.6466521	-.9434426	-1.402673	-1.028805	.7339767	-.1238823	-1.045537	-1.809183	-1.115337	-.7542415	-.9674216	-2.411822	-2.411822	-2.411822	-1.980752	-1.930286	-2.368567	-1.028805	-1.534121	-2.368567	-.7613826	-.6466521	-1.699178	-1.699178	-1.534121	-1.534121	-1.699178	-1.802743
InsH2Bfabp_CD15_09dpf_VAST02_plate01_GCG_211027_G09	211027	1	NS877	insH2Bfabp	CD15	GCG	1	0	0	2	1	9	.26694329	.02157676	.71147994	1	0	0	1	5		1	1	7.2643006	.0680592	.23784024	.170148	.7014744	1	2	100																								3266.868	927438.1	886943.7	95_GCG	2	5	5	8.583333	5	2	5	-2.368567	.0455908	-2.368567	2.361894	-.295179	-1.534121	-1.173137	-.9036195	-.2134373	-.7542415	.5201756	-1.725113																		
InsH2Bfabp_CD15_09dpf_VAST02_plate01_GCG_211027_H02	211027	1	NS831	insH2Bfabp	CD15	GCG	1	0	0	2	1	9	.45357793	.08682257	.4595995	1	0	0	1	5		1	1	10.425168	.0680592	.12684813	.170148	.779416	1	5	54	173436	4129	4140	8819	3085	42	1.431e+09	2	2410435	94998	95	251	167	108	179	440106	13808	25114.433	20544.054	3.47e+08	283.9618	-7.10e+07	35	3540.053	835099.5	1166950	95_GCG	2	5	4	4.333333	5	2	5	-.7613826	-.6888636	-.295179	-1.690622	-.3422765	-.390146	1.681877	-.9036195	.0176532	-.7542415	-.7702081	-.17745	-.6870306	-.387464	-.3661064	0	-.7916386	-.295179	-.7028602	-.7028602	-.1121376	-.4887764	.0671924	.3422765	-.3422765	-.4887764	-1.028805	.7028602	.295179	-.0671924
