filename	date	plate	index	line	diet	Exp	overfeeding	cholesterol	glucose	VAST	Imaged	age	slc2a10_nwt	slc2a10_dich	qRNA	protein	ldl	gluc	tc	tg	Anders_batch	pos_bio	Löpnr	Volume	CellVolume_Av	CellVolume_Stdev	CellInt_Av	CellInt_Stdev	NrCells	CellInt_Tot	isletNr	IV	ISA	IED	IPAL1	IPAL2	IPAL3	LiverLipN	LiverArea	LiverLipArea	LiverLipInt_Av	LiverLipIntBG	LiverLipInt_Tot	LiverLipInt_Av_Res	LiverLipInt_Tot_Res	vld_area	length	dorsal_area	lateral_area	file	batch	tank	batch_bio	tod	tank_n	batch_n	nr_tanks	intlength	intdorsal_area	intlateral_area	intangle	inteye_area	intcurvature	intpig_dorsal_tail	intldl	inttg	inttc	intgluc	intprotein	intLiverArea	intLiverLipN	intLiverLipArea	intLiverLipInt_Tot	intLiverLipInt_Tot_Res	intNrCells	intVolume	intCellVolume_Av	intCellVolume_Stdev	intCellInt_Tot	intCellInt_Av	intCellInt_Stdev	intIV	intISA	intIED	intIPAL1	intIPAL2	intIPAL3
InsH2Bfabp_CD15_11dpf_VAST02_plate01_SLC2A10_210208_G02	210208	1	NJ347	insH2Bfabp	CD15	SLC2A10	1	0	0	2	1	11	.0897532	0	1	18.133019	.5444736	.33297634	.3062664	1.4029488	1	22	71															264	550527	18876	14183.259	11941.245	2.68e+08	402.2756	1.94e+08	0	3811.438	884147.3	1255341	52_SLC2A10	2	9	2	3	2	2	5	-.5244005	-.8082982	-.3763366	.2568465	-1.451407	1.82788	.4864239	-.4358834	.4514221	-.227256	-1.639431	.6744897	.2686029	2.519125	2.519125	2.506447	2.506447													
InsH2Bfabp_CD15_11dpf_VAST02_plate01_SLC2A10_210208_E06	210208	1	NJ374	insH2Bfabp	CD15	SLC2A10	1	0	0	2	1	11	.9786038	1	3	13.6612	1.2590952	.76108877	.3743256	1.7926568	1	49	98	123560	4119	5043	8345	2212	30	1.052e+09	1	1244526	60522	97	140	112	95	55	449896	5024	14843.35	11101.971	7.46e+07	2046.538	6585670	0	3554.843	933613.9	1205456	52_SLC2A10	2	9	2	5.816667	2	2	5	-1.361571	-.3635204	-.7279133	-1.273889	.0334279	-1.013522	-.6433454	.6138328	.9378634	.2562565	1.587676	.0427396	-.1479871	.2686029	.2686029	.4930868	.3591108	-1.049131	-1.23808	-.8917089	.2482751	-.6289042	.689997	.0491694	-1.049131	-1.049131	-1.007436	-1.486092	-1.049131	-.7868451
InsH2Bfabp_CD15_11dpf_VAST02_plate01_SLC2A10_210208_C05	210208	1	NJ364	insH2Bfabp	CD15	SLC2A10	1	0	0	2	1	11	1	1	3	20.721967	2.3480424	.47568048	.7486512	1.94854	1	39	88															40	832062	3759	11823.838	9460.6929	4.44e+07	951.6651	-1.15e+07	4	4486.843	1284441	1713370	52_SLC2A10	2	9	2	4.766667	2	2	5	1.678071	1.548003	1.678071	1.013522	1.281552	.5127759	.7279133	2.123549	1.214075	2.535274	-.3001733	1.370745	1.516426	-.1182339	.0590137	.231311	-.0152849													
InsH2Bfabp_CD15_11dpf_VAST02_plate01_SLC2A10_210208_E04	210208	1	NJ358	insH2Bfabp	CD15	SLC2A10	1	0	0	2	1	11	.9672533	1	3	18.721416	2.211924	.47568048	.1020888	.3117664	1	33	82	489743	6898	6146	6928	2320	71	3.407e+09	1	7351279	211763	136	351	235	127	52	721537	4184	10778.75	9686.9723	4.51e+07	-358.7684	-1.25e+07	16	4282.377	1170464	1588627	52_SLC2A10	2	9	2	4.183333	2	2	5	.8656782	.8082982	1.281552	1.671644	1.20899	-.8082982	.236128	1.639431	-1.639431	-1.376912	-.3001733	.7478586	1.101709	.2381501	.177872	.2628283	-.045869	1.564726	1.654435	1.138523	1.23808	1.486092	.3511308	.2993069	1.88951	1.88951	.4853177	1.486092	1.486092	.7215223
InsH2Bfabp_CD15_11dpf_VAST02_plate01_SLC2A10_210208_C04	210208	1	NJ356	insH2Bfabp	CD15	SLC2A10	1	0	0	2	1	11	1	1	3	13.308161	.680592	.50739251	.2722368	1.169124	1	31	80	257149	6123	5511	11205	3718	42	2.756e+09	1	2936963	106667	97	296	156	117	110	564586	8720	17422.024	14746.567	1.52e+08	351.3878	5.71e+07	1	3906.035	972283.9	1321750	52_SLC2A10	2	9	2	4.05	2	2	5	-.0668933	-.0847849	-.0668933	-.4745116	-.0501536	-.7621911	-.5244005	-.0704692	.1128968	-.5147302	-.0140826	-.0142427	.3302958	.9993048	1.101709	1.49795	1.195972	-.403916	-.0491694	.4578519	.5700741	.7537816	1.654435	1.654435	-.2482751	-.5700741	-1.007436	1.092736	-.0491694	.1978822
InsH2Bfabp_CD15_11dpf_VAST02_plate01_SLC2A10_210208_F02	210208	1	NJ346	insH2Bfabp	CD15	SLC2A10	1	0	0	2	1	11	.0450155	0	1	19.545172	1.0889472	.55496056	.1020888	.3117664	1	21	70	417201	6839	5342	6814	1969	61	2.881e+09	1	5086120	184400	148	264	211	105	24	444710	1694	6043.5626	5927.8302	1.02e+07	-685.8101	-1.97e+07	0	4435.604	1142008	1588089	52_SLC2A10	2	10	2	2.833333	3	2	5	1.451407	.7176502	1.20899	.0847849	.6027625	-.1873945	1.833915	.4204492	-1.639431	-1.376912	.3446772	1.021921	-.3616052	-.4742886	-.5244005	-.7533835	-.2628283	.8207921	1.138523	1.049131	.403916	.8207921	.1978822	-.1978822	1.351702	1.351702	1.186831	.6289042	1.23808	-.3511308
InsH2Bfabp_CD15_11dpf_VAST02_plate01_SLC2A10_210208_H05	210208	1	NJ369	insH2Bfabp	CD15	SLC2A10	1	0	0	2	1	11	.9585212	1	3	10.719213	.7486512	.41225642	.3062664	.7014744	1	44	93	188278	4955	4905	4979	1877	38	8.559e+08	1	2457512	97253	106	277	120	88	134	514150	11024	8802.7594	7578.2494	9.70e+07	138.0281	5.50e+07	0	4066.641	901508.5	1294983	52_SLC2A10	2	10	2	5.383333	3	2	5	.236128	-.6325508	-.167894	-.2568465	-.8656782	-.5518063	1.451407	0	-.6309245	-.227256	-.9378634	-.5540488	.1479871	1.281552	1.351702	.7133814	1.135663	-.5700741	-.6289042	-.3511308	.1479871	-.8207921	-.6289042	-.2993069	-.6289042	-.689997	-.4578519	.7537816	-.8917089	-1.049131
InsH2Bfabp_CD15_11dpf_VAST02_plate01_SLC2A10_210208_H01	210208	1	NJ340	insH2Bfabp	CD15	SLC2A10	1	0	0	2	1	11	.8512264	1	3	10.836893	.6125328	.41225642	.0340296	1.0911824	1	15	64	222911	5307	5170	5253	1863	42	1.178e+09	1	3020152	138887	115	226	163	130	85	448794	6798	7139.9072	6463.8391	4.85e+07	-218.0146	1.47e+07	23	3361.928	834097.6	1148348	52_SLC2A10	2	10	2	2.066667	3	2	5	-1.833915	-1.201055	-1.14229	-.7176502	-1.554774	-2.469942	1.554774	-.3001733	.0140826	-2.282295	-.9378634	-.521135	-.2079166	.6652629	.7025232	.2946089	.563388	-.403916	-.3511308	-.0491694	.2993069	-.5700741	-.4578519	-.3511308	-.1479871	.403916	-.2482751	-.0245773	.1479871	.8917089
InsH2Bfabp_CD15_11dpf_VAST02_plate01_SLC2A10_210208_B02	210208	1	NJ342	insH2Bfabp	CD15	SLC2A10	1	0	0	2	1	11	1	1	3	23.781632	2.2459536	.50739251	.680592	2.727956	1	17	66	18185	1515	955	393	63	12	7273339.5	3	892996	41736	60	289	103	39	16	948418	1168	11734.086	7720.7332	1.37e+07	2902.272	-2.94e+07	4	4721.773	1419038	1815683	52_SLC2A10	2	10	2	2.2	3	2	5	2.053749	1.671644	2.053749	1.35419	1.678071	-.0508319	.7721932	1.758563	2.123549	1.828892	-.0140826	2.000424	1.737194	-.7215223	-.7407855	-.5995885	-.4588506	-1.759861	-2.333769	-2.333769	-2.333769	-2.333769	-1.88951	-1.88951	-1.138523	-1.138523	-1.23808	.8917089	-1.138523	-1.486092
InsH2Bfabp_CD15_11dpf_VAST02_plate01_SLC2A10_210208_D04	210208	1	NJ357	insH2Bfabp	CD15	SLC2A10	1	0	0	2	1	11	.9713688	1	3	19.074454	1.871628	.53910454	.6465624	1.94854	1	32	81	265739	6040	6470	2747	888	44	6.768e+08	1	4916944	133440	132	411	143	92	11	388976	1088	10354.332	10596.988	1.13e+07	-1850.313	-5.30e+07	34	4453.439	1224028	1608112	52_SLC2A10	2	10	2	4.116667	3	2	5	1.554774	1.071858	1.361571	.3999556	1.361571	2.048199	.6850168	1.307593	1.214075	1.495318	.1984454	.8871465	-.7025232	-.9993048	-.9064346	-.7133814	-1.260977	-.2482751	.1978822	.403916	1.654435	-.8917089	-1.23808	-1.351702	1.049131	.2993069	.403916	2.333769	-.5131547	-.9674216
InsH2Bfabp_CD15_11dpf_VAST02_plate01_SLC2A10_210208_F01	210208	1	NJ338	insH2Bfabp	CD15	SLC2A10	1	0	0	2	1	11	.8088567	1	3	19.89821	1.4292432	.47568048	.0340296	2.4161896	1	13	62	290684	5814	4334	5002	1627	50	1.450e+09	1	4277321	151029	118	345	170	128	35	497836	3024	9613.2851	8923.2251	2.91e+07	-628.6277	-2.29e+07	199	4367.724		1551916	52_SLC2A10	2	10	2	1.85	3	2	5	1.14229		.7721932		.5631492	-1.548003	2.053749	.8950011	1.828892	-2.282295	-.3001733	1.150349	.088585	-.2686029	-.177872	-.1689275	-.3266899	.1728808	.3511308	.2482751	-.4578519	-.1978822	-.5700741	-.4578519	.7537816	.5700741	-.1231848	1.351702	.5131547	.8207921
InsH2Bfabp_CD15_11dpf_VAST02_plate01_SLC2A10_210208_H02	210208	1	NJ348	insH2Bfabp	CD15	SLC2A10	1	0	0	2	1	11	.557525	1	3	17.662301	.4423848	.42811243	.2382072	1.0911824	1	23	72															3	439621	240	7136.9125	7333.3154	1712859	-1240.598	-3.86e+07	0	4141.266	1204708	1587805	52_SLC2A10	2	10	2	3.083333	3	2	5	.3763366	1.013522	1.14229	1.444321	1.080319	-.8561915	1.678071	-.7012515	.0140826	-.7752326	-.7012515	.5540488	-.3932733	-1.564726	-1.429219	-1.720366	-.8372732													
InsH2Bfabp_CD15_11dpf_VAST02_plate01_SLC2A10_210208_B05	210208	1	NJ363	insH2Bfabp	CD15	SLC2A10	1	0	0	2	1	11	.9104668	1	3	16.603186	1.361184	.4915365	.4764144	1.558832	1	38	87	332453	5362	4653	7668	2471	62	2.538e+09	1	4383603	152907	136	251	209	96	50	706468	4064	14034.229	12264.436	5.70e+07	-125.7438	-1.95e+07	9	3855.316	1004868	1362768	52_SLC2A10	2	10	2	4.7	3	2	5	-.2706416	.1188359	.0668933	.4369299	.0668933	.0508319	-.0334279	.7752326	.6482026	.7193747	-.1412905	.4255243	.9993048	.1479871	.1182339	.3591108	-.231311	.8917089	.7537816	.098458	-.2482751	.689997	.5131547	.5700741	.8207921	.6289042	.4853177	.2993069	1.049131	-.689997
InsH2Bfabp_CD15_11dpf_VAST02_plate01_SLC2A10_210208_B06	210208	1	NJ371	insH2Bfabp	CD15	SLC2A10	1	0	0	2	1	11	.9588821	1	3	21.192684	1.5993912	.71352072	.5785032	1.8705984	1	46	95	395761	6823	5976	4675	1403	58	1.686e+09	1	4712822	164196	122	290	243	119	17	343312	1296	11374.076	9068.0333	1.47e+07	962.3541	-3.83e+07	0	4291.449	1580223	1572642	52_SLC2A10	2	10	2	5.55	3	2	5	.9153651	2.469942	1.022241	2.048199	2.053749	-1.671644	-.9153651	1.05345	1.05345	1.157199	1.376912	1.447606	-1.157523	-.6652629	-.6289042	-.563388	-.7946292	.5700741	1.049131	.9674216	.8917089	.098458	-.7537816	-.689997	.9674216	.9674216	-.0245773	.9674216	1.759861	.3251097
InsH2Bfabp_CD15_11dpf_VAST02_plate01_SLC2A10_210208_F05	210208	1	NJ367	insH2Bfabp	CD15	SLC2A10	1	0	0	2	1	11	.9776632	1	3	15.897109	1.0889472	.41225642	.4423848	1.4808904	1	42	91	256097	5335	5173	6197	2189	48	1.593e+09	1	3296371	114710	139	215	165	113	14	341962	1088	8660.1158	9573.3951	9422206	-2344.217	-4.73e+07	35				52_SLC2A10	2	10	2	5.133333	3	2	5								.4204492	.5635893	.5471588	-.9378634	.3186394	-1.281552	-.8003131	-.9064346	-.8372732	-.9275163	.0491694	-.098458	.0491694	.3511308	-.0491694	-.1479871	0	-.0491694	-.2482751	.7537816	-.3511308	.2737019	.0245773
InsH2Bfabp_CD15_11dpf_VAST02_plate01_SLC2A10_210208_H04	210208	1	NJ361	insH2Bfabp	CD15	SLC2A10	1	0	0	2	1	11	.9700933	1	3	10.130816	.5785032	.52324853	.1020888	1.0911824	1	36	85	69368	3468	3358	2304	708	20	1.458e+08	1	705972	41072	84	133	96	68	6	493588	384	13623.513	9055.6937	5231429	3226.261	-4.77e+07	155	3626.125	811158.8	1084915	52_SLC2A10	2	10	2	4.483333	3	2	5	-1.080319	-1.82788	-1.554774	.5518063	-2.053749		-1.281552	-.3596604	.0140826	-1.376912	.0845939	-.6924793	.0590137	-1.217197	-1.281552	-1.331797	-.9755887	-1.351702	-1.351702	-1.486092	-1.351702	-1.654435	-1.654435	-1.486092	-1.23808	-1.23808	-1.138523	-1.654435	-1.351702	-1.138523
InsH2Bfabp_CD15_11dpf_VAST02_plate01_SLC2A10_210208_B01	210208	1	NJ334	insH2Bfabp	CD15	SLC2A10	1	0	0	2	1	11	.0224686	0	1	20.01589	1.3952136	.55496056	.510444	2.338248	1	9	58															59	720844	4602	11089.955	8742.7397	5.10e+07	1059.688	398340.7	12	4235.337	1256418	1560365	52_SLC2A10	2	10	2	1.5	3	2	5	.7279133	1.35419	.9153651	.9584461	1.451407	.6744897	-1.451407	.8336214	1.639431	.8950011	.3446772	1.23748	1.049131	.2993069	.2381501	.3266899	.231311													
InsH2Bfabp_CD15_11dpf_VAST02_plate01_SLC2A10_210208_F04	210208	1	NJ359	insH2Bfabp	CD15	SLC2A10	1	0	0	2	1	11	0	0	1	7.3065093	.2722368	.41225642	.2041776	.779416	1	34	83															39	244336	4094	5936.1644	6457.4847	2.43e+07	-1414.306	-9529301	468				52_SLC2A10	2	10	2	4.3	3	2	5								-1.185158	-.4828342	-.9162218	-.9378634	-1.534121	-2.519125	-.1479871	.1479871	-.2946089	.045869													
InsH2Bfabp_CD15_11dpf_VAST02_plate01_SLC2A10_210208_B04	210208	1	NJ355	insH2Bfabp	CD15	SLC2A10	1	0	0	2	1	11	.980953	1	3	23.781632	2.382072	.55496056	.7146216	.4676496	1	30	79															4	581143	496	13166.488	10823.74	6530578	695.9431	-5.94e+07	0				52_SLC2A10	2	10	2	3.872222	3	2	5								2.535274	-1.029232	2.123549	.3446772	2.000424	.4253408	-1.389417	-1.186831	-1.260977	-1.49795													
InsH2Bfabp_CD15_11dpf_VAST02_plate01_SLC2A10_210208_D06	210208	1	NJ373	insH2Bfabp	CD15	SLC2A10	1	0	0	2	1	11	1	1	3	16.838545	1.5653616	.7928008	.4764144	1.3250072	1	48	97	314837	7155	6136	6483	2050	44	1.960e+09	1	3652735	131168	104	253	194	123	107	775856	8003	10295.113	8525.3252	8.24e+07	519.7967	3.34e+07	18	4217.828	1116945	1503257	52_SLC2A10	2	10	2	5.733333	3	2	5	.6027625	.5518063	.5244005	-.0508319	-.1004337	-.1530252	.8180418	.9825221	.3596604	.7193747	2.00518	.4727891	1.217197	.9064346	.8628221	.5995885	.8814972	-.2482751	.5131547	1.23808	1.138523	.2993069	-.0491694	-.1479871	.3511308	.1978822	-.5700741	.3773919	.8207921	.5131547
InsH2Bfabp_CD15_11dpf_VAST02_plate01_SLC2A10_210208_F03	210208	1	NJ353	insH2Bfabp	CD15	SLC2A10	1	0	0	2	1	11	1	1	3	19.662852	1.5993912	.4915365	.3062664	.9352992	1	28	77															49	322996	4288	7947.5856	6944.8284	3.41e+07	25.63326	-3336615	6	4392.725	1169941	1568395	52_SLC2A10	2	10	2	3.516667	3	2	5	1.281552	.7621911	.9674216	.7176502	.5244005	-1.201055	1.080319	1.05345	-.2562565	-.227256	-.1412905	1.071175	-1.616981	.0737913	.2079166	.0152849	.1379956													
InsH2Bfabp_CD15_11dpf_VAST02_plate01_SLC2A10_210208_B03	210208	1	NJ350	insH2Bfabp	CD15	SLC2A10	1	0	0	2	1	11	.9709811	1	3	19.192134	1.6674504	.58667259	.680592	2.4161896	1	25	74	298989	6229	4744	6665	2240	48	2.026e+09	1	3390464	128957	141	255	144	109	12	456754	1088	7342.0101	7299.9114	7988107	-996.3291	-3.20e+07	56	4188.352	1139376	1510584	52_SLC2A10	2	10	2	3.266667	3	2	5	.4864239	.6744897	.6027625	.4745116	.4491363	.7176502	1.14229	1.130117	1.828892	1.828892	.6833558	.93019	-.1182339	-.9064346	-.9064346	-1.079224	-.6365926	.0491694	.403916	.5700741	-.1978822	.3511308	.0491694	.1978822	.1479871	.098458	.9288995	.5131547	-.4307273	-.1978822
InsH2Bfabp_CD15_11dpf_VAST02_plate01_SLC2A10_210208_D05	210208	1	NJ365	insH2Bfabp	CD15	SLC2A10	1	0	0	2	1	11	.9372988	1	3	11.072252	.9528288	.42811243	.340296	1.0911824	1	40	89															164	607822	12816	15247.518	11486.311	1.95e+08	2000.012	1.25e+08	162	3610.376	896020.5	1165859	52_SLC2A10	2	10	2	4.866667	3	2	5	-1.14229	-.7621911	-.9674216	.6744897	-1.14229	-1.444321	.3054808	.2562565	.0140826	.0563585	-.7012515	-.4569218	.5585475	1.616981	1.616981	2.090361	1.873672													
InsH2Bfabp_CD15_10dpf_VAST02_plate01_SLC2A10_210222_D02	210222	1	NJ316	insH2Bfabp	CD15	SLC2A10	1	0	0	2	1	10	.972967	1	3	14.070013	.85074	.53910454	.340296	1.0132408	1	40	40	316271	5648	4870	9806	2991	56	3.113e+09	1	3365516	147870	129	223	159	137	27	404720	1975	16288.686	16790.021	3.22e+07	-3178.199	-7.76e+07	40	4014.063	940791.6	1294893	52_SLC2A10	3	11	4	3.35	4	3	5	.1340876	-.2568465	-.2018935	-.9061341	-.0501536	.1873945	.5631492	.1412905	-.1270809	.0563585	.1984454	.0998612	-.5585475	-.4092545	-.4253408	-.045869	-2.506447	.4307273	.5700741	.1978822	.0491694	1.138523	1.049131	.7537816	.0491694	.5131547	.2993069	-.098458	.0491694	1.23808
InsH2Bfabp_CD15_11dpf_VAST02_plate01_SLC2A10_210223_E08	210223	1	NJ401	insH2Bfabp	CD15	SLC2A10	1	0	0	2	1	11	0	0	1	8.0264018	.3743256	.60252861	.2722368	.5455912	1	27	125															0	387474	0		6078.3572				30	3288.09	823106.7	1019373	52_SLC2A10	3	11	6	3.7	4	3	5	-2.47474	-1.35419	-2.053749	-2.048199	-2.47474	1.35419	1.361571	-.8741759	-.8537231	-.5147302	.8950011	-1.268707	-.7407855	-2.104968	-2.104968															
InsH2Bfabp_CD15_10dpf_VAST02_plate01_SLC2A10_210222_G01	210222	1	NJ312	insH2Bfabp	CD15	SLC2A10	1	0	0	2	1	10	.0071086	0	1	8.7220671	.340296	.4915365	.2722368	.4676496	1	36	36	207800	4723	4190	5939	1593	44	1.201e+09	1	1892654	108245	102	159	149	131	46	279690	3104	21306.365	19548.639	6.61e+07	-1395.405	-6.40e+07	0				52_SLC2A10	3	11	4	2.972222	4	3	5								-1.029232	-1.029232	-.5147302	-.1412905	-1.021921	-1.737194	-.029494	-.1330958	.425144	-1.720366	-.2482751	-.403916	-.4578519	-.5700741	-.403916	-.2993069	-.5131547	-.7537816	-.403916	-.6289042	-1.138523	-.2737019	1.007436
InsH2Bfabp_CD15_10dpf_VAST02_plate01_SLC2A10_210222_E05	210222	1	NJ332	insH2Bfabp	CD15	SLC2A10	1	0	0	2	1	10	.9939491	1	3	4.6838221	.170148	.42811243	.1361184	.4676496	1	7	56															156	1474410	12176	9260.067	6763.3199	1.13e+08	1550.96	7.67e+07	0	3831.111	993682.6	1330094	52_SLC2A10	3	11	5	5.566667	4	3	5	-.4124631	.0847849	0	-1.071858	.3406948	-.5127759	.1004337	-1.341447	-1.029232	-1.029232	-.7012515	-1.904707	2.519125	1.516426	1.516426	.8372732	1.49795													
InsH2Bfabp_CD15_10dpf_VAST02_plate01_SLC2A10_210222_A05	210222	1	NJ331	insH2Bfabp	CD15	SLC2A10	1	0	0	2	1	10	1	1	3	13.524304	.170148	.45982446	.1020888	.4676496	1	6	55	204119	4979	4891	2951	1087	41	6.369e+08	1	2601670	107142	125	191	155	115	94	405718	6736	20656.164	18592.174	1.39e+08	-924.0092	1.61e+07	63	3889.746	971820.4	1329287	52_SLC2A10	3	11	5	5.4	4	3	5	-.167894	-.1188359	-.0334279	.7621911	-.3763366	2.469942	-.167894	-1.341447	-1.029232	-1.376912	-.4358834	.0142427	-.5244005	.7801644	.6652629	1.135663	.6365926	-.5131547	-.5131547	-.2482751	.098458	-1.049131	-1.138523	-.9674216	-.5700741	-.4578519	.1231848	-.7215223	-.098458	.1479871
InsH2Bfabp_CD15_10dpf_VAST02_plate01_SLC2A10_210222_C04	210222	1	NJ328	insH2Bfabp	CD15	SLC2A10	1	0	0	2	1	10	0	0	1	12.978596	.85074	.3012643	.4083552	.389708	1	3	52	422622	6502	6080	7742	2423	65	3.204e+09	2	4959778	174916	128	249	243	149	119	702784	8988	16596.566	13138.545	1.49e+08	1411.572	6.62e+07	19	4168.77	1071800	1459847	52_SLC2A10	3	11	5	5.133333	4	3	5	.4491363	.3635204	.3406948	.8082982	.4864239	1.273889	.4124631	.1412905	-1.275175	.3747248	-1.909639	-.0998612	.9518433	1.101709	1.157523	1.41001	1.331797	1.092736	1.23808	.689997	1.049131	1.351702	.5700741	.5131547	1.138523	1.138523	.2482751	.1728808	1.759861	2.333769
InsH2Bfabp_CD15_10dpf_VAST02_plate01_SLC2A10_210222_D01	210222	1	NJ309	insH2Bfabp	CD15	SLC2A10	1	0	0	2	1	10	1	1	3	9.5952011	.7826808	.4915365	.340296	.9352992	1	33	33	262020	3690	3295	2385	573	71	6.456e+08	2	3947504	153846	141	267	182	114	0	448519	0		15036.742				22	3645.093	1062918	1211033	52_SLC2A10	3	11	4	2.666667	4	3	5	-.8656782	.2920214	-.6850168	1.273889	.9674216	.9584461	-.4491363	.0563585	-.2562565	.0563585	-.1412905	-.8871465	-.2686029	-2.104968	-2.104968			1.564726	.098458	-1.23808	-1.486092	-.9674216	-1.486092	-1.654435	.5700741	.689997	.9288995	.689997	.7215223	.098458
InsH2Bfabp_CD15_10dpf_VAST02_plate01_SLC2A10_210222_A04	210222	1	NJ327	insH2Bfabp	CD15	SLC2A10	1	0	0	2	1	10	.9096906	1	3	10.031768	.4764144	.61838462	.2722368	1.0132408	1	2	51															82	448836	5615	16065.342	12322.725	9.02e+07	1837.017	1.32e+07	7	3654.911	864917	1187556	52_SLC2A10	3	11	5	5.016667	4	3	5	-.8180418	-.9584461	-.7721932	1.82788	-.6027625	.6325508	-.3763366	-.6309245	-.1270809	-.5147302	1.029232	-.7291514	-.177872	.5585475	.4253408	.6744897	.4930868													
InsH2Bfabp_CD15_11dpf_VAST02_plate01_SLC2A10_210223_A07	210223	1	NJ389	insH2Bfabp	CD15	SLC2A10	1	0	0	2	1	11	1	1	3		.0340296	.36468837	.0680592	.1558832	1	15	113	27974	3497	3901	6291	1219	8	1.711e+08	1	346001	20487	51	154	79	52	48	402341	3728	6350.7014	5400.889	2.37e+07	239.2447	-2386378	45				52_SLC2A10	3	11	6	2.25	4	3	5								-2.282295	-2.535274	-1.909639	-1.453563		-.5933586	.029494	.029494	-.3266899	.1689275	-2.333769	-1.88951	-1.351702	-.689997	-1.486092	-.098458	-.7537816	-1.486092	-1.654435	-1.486092	-1.23808	-1.654435	-1.351702
InsH2Bfabp_CD15_10dpf_VAST02_plate01_SLC2A10_210222_D03	210222	1	NJ323	insH2Bfabp	CD15	SLC2A10	1	0	0	2	1	10	0	0	1	7.3032242	.510444	.6976647	.2722368	.7014744	1	47	47	259751	5195	5037	10037	3541	50	2.916e+09	1	2739443	109363	125	197	168	97	89	364018	5958	21988.042	17213.049	1.31e+08	2025.094	1.81e+07	3	3853.391	909060.1	1212349	52_SLC2A10	3	11	4	3.916667	4	3	5	-.3054808	-.5916962	-.6433454	.3635204	.167894	-.1188359	-.1004337	-.5308747	-.6309245	-.5147302	1.307593	-1.633934	-.9064346	.7407855	.5585475	.9755887	.6744897	.1728808	.0491694	-.1978822	.1978822	.9674216	1.138523	1.351702	-.4578519	-.3511308	.1231848	-.6289042	.3773919	-.6289042
InsH2Bfabp_CD15_10dpf_VAST02_plate01_SLC2A10_210222_A03	210222	1	NJ320	insH2Bfabp	CD15	SLC2A10	1	0	0	2	1	10	1	1	3	10.468335	.5444736	.76108877	.2382072	.7014744	1	44	44	151202	4582	3056	7398	3056	33	1.221e+09	1	1776361	82565	100	180	128	106	79	369930	5200	37123.434	30030.556	1.93e+08	2130.079	-1.41e+07	716	3849.04	916611.6	1228335	52_SLC2A10	3	11	4	3.683333	4	3	5	-.3406948	-.5127759	-.4864239	-1.548003	-.3054808	-.5916962	.0668933	-.4358834	-.6309245	-.7752326	1.587676	-.6217734	-.8207921	.5075561	.3616052	1.873672	-.1071952	-.9288995	-1.049131	-.5700741	-1.654435	-.3511308	.403916	.8917089	-.8207921	-.8207921	-.7537816	-.8917089	-.7537816	-.2993069
InsH2Bfabp_CD15_10dpf_VAST02_plate01_SLC2A10_210222_E04	210222	1	NJ330	insH2Bfabp	CD15	SLC2A10	1	0	0	2	1	10	1	1	3	13.196879	.680592	.44396845	.3062664	1.0911824	1	5	54	367127	5245	4746	5201	1811	70	1.848e+09	1	3922811	155074	148	206	182	127	5	448710	288	10342.253	12084.97	2978569	-3607.269	-7.22e+07	99	3631.181	901044.9	1266003	52_SLC2A10	3	11	5	5.283333	4	3	5	-1.022241	-.6744897	-.3406948	.1530252	-.6433454	-.0169375	.9153651	-.0704692	.0140826	-.227256	-.5471588	-.0427396	-.2381501	-1.281552	-1.351702	-1.59929	-2.090361	1.351702	.8917089	-.098458	-.1479871	.2482751	-.5131547	-.403916	.5131547	.8207921	1.186831	-.5413951	.7215223	.7215223
InsH2Bfabp_CD15_11dpf_VAST02_plate01_SLC2A10_210223_G08	210223	1	NJ403	insH2Bfabp	CD15	SLC2A10	1	0	0	2	1	11	0	0	1	8.2482956	.4764144	.53910454	.2041776	1.4808904	1	29	127	252050	4272	5660	3564	910	59	8.977e+08	1	4232607	123531	110	296	171	120	152	570948	12015	7182.4284	6926.4332	8.63e+07	-717.9529	4.90e+07	183	3643.969	879182.8	1164647	52_SLC2A10	3	11	6	3.983333	4	3	5	-.9153651	-.8561915	-1.022241	-.0847849	.1004337	-.9584461	.6027625	-.6309245	.5635893	-.9162218	.1984454	-1.178402	.3932733	1.351702	1.429219	.6365926	1.026029	.689997	-.1479871	-.8207921	.689997	-.689997	-.8917089	-1.23808	.689997	-.0491694	-.403916	1.092736	.6289042	.403916
InsH2Bfabp_CD15_10dpf_VAST02_plate01_SLC2A10_210222_G02	210222	1	NJ319	insH2Bfabp	CD15	SLC2A10	1	0	0	2	1	10	.9808735	1	3	9.3769176	.1020888	.58667259	.3743256	.7014744	1	43	43															104	448075	7847	16017.794	13056.839	1.26e+08	928.6126	4.33e+07	584	3546.348	814867.3	1084930	52_SLC2A10	3	11	4	3.566667	4	3	5	-1.451407	-1.548003	-1.451407	.1188359	-1.20899	-1.82788	-.8656782	-1.639431	-.6309245	.2562565	.6833558	-.93019	-.2993069	.8207921	.8207921	.9275163	.9755887													
