filename	date	plate	index	line	diet	Exp	overfeeding	cholesterol	glucose	VAST	Imaged	age	znf598_nwt	znf598_dich	qRNA	protein	ldl	gluc	tc	tg	Anders_batch	pos_bio	Löpnr	Volume	CellVolume_Av	CellVolume_Stdev	CellInt_Av	CellInt_Stdev	NrCells	CellInt_Tot	isletNr	IV	ISA	IED	IPAL1	IPAL2	IPAL3	LiverLipN	LiverArea	LiverLipArea	LiverLipInt_Av	LiverLipIntBG	LiverLipInt_Tot	LiverLipInt_Av_Res	LiverLipInt_Tot_Res	vld_area	length	dorsal_area	lateral_area	file	batch	tank	batch_bio	tod	tank_n	batch_n	nr_tanks	intlength	intdorsal_area	intlateral_area	intangle	inteye_area	intcurvature	intpig_dorsal_tail	intldl	inttg	inttc	intgluc	intprotein	intLiverArea	intLiverLipN	intLiverLipArea	intLiverLipInt_Tot	intLiverLipInt_Tot_Res	intNrCells	intVolume	intCellVolume_Av	intCellVolume_Stdev	intCellInt_Tot	intCellInt_Av	intCellInt_Stdev	intIV	intISA	intIED	intIPAL1	intIPAL2	intIPAL3
InsH2Bfabp_CD15_09dpf_VAST02_plate01_ZNF598_201127_F06	201127	1	NE541	insH2Bfabp	CD15	ZNF598	1	0	0	2	1	9	.0263721	0	1	8.4139378	.6125328	1.0464971	.1361184	.389708	1	41	41	216262	4806	5981	6305	2058	45	1.494e+09	1	2107049	96474	93	205	158	134	116	397748	9703	8103.1474	6960.9313	7.86e+07	-274.7934	-1.52e+07	7	3970.407	906488.1	1220200	34_ZNF598	1	2	1	3.333333	2	1	4	.7941926	.2669941	.2776904	.425856	-.2237952	-.0551186	-.6089566	.240426	-1.226528	-1.253565	.7817808	-.2039612	-.9103512	-.7183728	-.5498568	-.6151411	-.4256956	.2868939	-.3867724	-.7000902	.807541	-.5682099	-.6660544	-.6660544	-.5682099	-.3009654	-.9891686	-.4906756	.1351755	1.928738
InsH2Bfabp_CD15_09dpf_VAST02_plate01_ZNF598_201127_B06	201127	1	NE560	insH2Bfabp	CD15	ZNF598	1	0	0	2	1	9	.9512181	1	2	9.435804	.6465624	.93550494	.340296	1.558832	1	11	60																								3836.447	1281390	1152939	34_ZNF598	1	2	2	3.15	2	1	4	.3049337	2.558043	-.2237952	2.554361	-2.561682	-1.19838		.3853205	1.439531	.227545	.0126601	.0760316																		
InsH2Bfabp_CD15_09dpf_VAST02_plate02_ZNF598_201127_B01	201127	2	NE567	insH2Bfabp	CD15	ZNF598	1	0	0	2	1	9	.9633943	1	2	11.219875	.6125328	1.1257771	.4423848	2.2603064	1	18	67	305276	6360	5069	11665	3126	48	3.355e+09	1	3009913	125551	112	228	172	129	171	640156	13486	8986.8143	7852.5996	1.21e+08	-498.6597	5129002	36	4026.752	954279.8	1405535	34_ZNF598	1	2	2	5.35	2	1	4	1.077516	.7864926	1.493078	.2561017	.8305109	2.543048	-.0667151	.240426	1.880794	1.310579	1.335178	.9474013	1.19838	.1381652	.2505037	.2221774	.0275488	.6001788	.6327733	.3867724	-.0269563	.6660544	.6001788	0	.2173225	.5682099	-.0944758	.0539321	.5841197	1.476592
InsH2Bfabp_CD15_09dpf_VAST02_plate01_ZNF598_201127_F09	201127	1	NE563	insH2Bfabp	CD15	ZNF598	1	0	0	2	1	9	0	0	1	17.099801	.6125328	1.030641	.3062664	.6235328	1	14	63	300612	7515	6759	15236	4461	40	4.470e+09	1	2978061	117367	117	276	169	101	185	527570	12928	8368.5363	7230.2756	1.08e+08	-343.9546	7651584	25	3809.587	833170.5	1211856	34_ZNF598	1	2	2	4.85	2	1	4	.1441061	-.4067242	.1441061	-1.217526	-.6909717	-.7544993	-.4552406	.240426	-.3318534	-.0627068	.6508373	2.166107	.2505037	.3957253	.1104053	-.0275488	.1381652	-.1761004	.5682099	1.011394	1.400745	1.400745	1.211232	1.10579	.1351755	.2450062	.0809473	.9047621	.4755309	-.1761004
InsH2Bfabp_CD15_09dpf_VAST02_plate01_ZNF598_201127_B02	201127	1	NE508	insH2Bfabp	CD15	ZNF598	1	0	0	2	1	9	.9584844	1	2	9.3336174	.85074	1.3319053	.340296	1.0132408	1	8	8	323359	5774	5203	17532	5620	56	5.488e+09	1	4371757	150907	116	343	177	113	187	528112	15152	10960.329	9050.8745	1.66e+08	-13.51162	2.01e+07	210	3805.637	869253.6	1228589	34_ZNF598	1	2	1	1.266667	2	1	4	.0653232	0	.3049337	-.339753	-.0130557	-.0827304	-.2837581	.8416212	.5977601	.227545	2.572352	.0506606	.2790326	.4713895	.7544993	.8694237	.4560533	1.057414	.9252446	.0269563	.1624294	1.778823	1.778823	1.778823	1.400745	1.211232	.0269563	1.928738	.8846525	.6327733
InsH2Bfabp_CD15_09dpf_VAST02_plate01_ZNF598_201127_F05	201127	1	NE534	insH2Bfabp	CD15	ZNF598	1	0	0	2	1	9	1	1	2	15.464815	.2722368	.85622486	.3743256	.3117664	1	34	34	292786	4647	4404	10506	3409	63	2.953e+09	1	3839261	155706	118	262	180	118	50	597138	4512	7001.5501	6848.8132	3.16e+07	-1237.13	-5.94e+07	47	4073.551	1012031	1466979	34_ZNF598	1	2	1	2.916667	2	1	4	1.28751	1.412188	1.942444	.8920979	.9467818	.0275488	.8153122	-1.174987	-1.644854	.628006	-.57446	1.807354	.8694237	-1.551094	-1.320065	-1.256896	-1.551094	1.660698	.5059336	-.807541	-.5368115	.3867724	.2035442	.2450062	1.011394	1.562036	.1351755	.7349572	1.057414	.9674216
InsH2Bfabp_CD15_09dpf_VAST02_plate01_ZNF598_201127_B07	201127	1	NE545	insH2Bfabp	CD15	ZNF598	1	0	0	2	1	9	.8288662	1	2	8.4139378	.5785032	.98307299	.1361184	.6235328	1	45	45															139	464962	9820	8545.6936	7981.7651	8.39e+07	-1100.216	-3.54e+07	35	3534.432	833275.1	1082268	34_ZNF598	1	2	1	3.716667	2	1	4	-.7588928	-.3782254	-.4450965	-.8153122	.0391761	-1.143702	-.7430576	.0501536	-.3318534	-1.253565	.3487557	-.2039612	-.2790326	-.3661064	-.4560533	-.4560533	-.9103512													
InsH2Bfabp_CD15_09dpf_VAST02_plate01_ZNF598_201127_F01	201127	1	NE505	insH2Bfabp	CD15	ZNF598	1	0	0	2	1	9	.6916281	1	2	12.399216	.1361184	1.1733452	.3062664	2.727956	1	5	5	267467	5144	4903	12915	4812	52	3.583e+09	1	4251348	177616	138	242	176	121	215	578790	15864	14012.49	11552.295	2.22e+08	-68.3419	1.39e+07	9	3948.344	926929.6	1267977	34_ZNF598	1	2	1	1.083333	2	1	4	.6581891	.494359	.5637612	.8153122	.9066662	.2790326	-.6413788	-1.880794	2.575829	-.0627068	1.593219	1.4342	.5498568	.9103512	.8694237	1.388992	.3077905	.7890077	.1898044	-.5368115	-.1080217	.8454682	.8454682	1.332196	1.269393	1.928738	1.183631	.401337	.7707414	1.156903
InsH2Bfabp_CD15_09dpf_VAST02_plate01_ZNF598_201127_F03	201127	1	NE519	insH2Bfabp	CD15	ZNF598	1	0	0	2	1	9	1	1	2	9.0270575	1.8035688	.87208088	.5444736	.4676496	1	19	19	246008	5591	6720	11313	3417	44	2.839e+09	1	3745158	145928	128	242	187	113	177	527150	14059	12409.762	9952.7634	1.74e+08	315.6927	5991325	23	4057.026	943857.1	1342879	34_ZNF598	1	2	1	1.933333	2	1	4	1.176029	.6827943	1.031976	.8530763	.4164465		1.5674	2.326348	-.8596174	1.959964	-.4031081	0	.2221774	.2790326	.3957253	.9971714	.0551186	.2035442	-.0809473	-.0809473	1.332196	.3009654	.5059336	.3009654	.8454682	1.057414	.5841197	.401337	1.332196	.6327733
InsH2Bfabp_CD15_09dpf_VAST02_plate01_ZNF598_201127_B04	201127	1	NE524	insH2Bfabp	CD15	ZNF598	1	0	0	2	1	9	.8923573	1	2	5.5527123	.4423848	.82451283	.340296	.779416	1	24	24	19184	1599	1361	2041	619	12	43004920	1	1266535	60507	88	286	101	64	84	442138	6471	10130.177	8215.6397	6.56e+07	193.7738	-5.96e+07	24	3442.356	700726.3	987073.1	34_ZNF598	1	2	1	2.283333	2	1	4	-1.229859	-1.937932	-1.125407	-2.145475	-.7245144	-.7183728	.5459412	-.426148	-.0125335	.227545	-1.029957	-1.335178	-.5821887	-1.043529	-.9971714	-.7916386	-1.650205	-2.550635	-2.141198	-2.141198	-1.928738	-2.141198	-2.141198	-1.928738	-1.269393	-1.400745	-1.081286	1.10579	-1.660698	-1.660698
InsH2Bfabp_CD15_09dpf_VAST02_plate02_ZNF598_201127_B07	201127	2	NE608	insH2Bfabp	CD15	ZNF598	1	0	0	2	1	9	1	1	2	11.934978	.340296	.87208088	.4083552	.7014744	1	10	108	281905	6876	5398	12928	3505	41	3.702e+09	1	3093574	120207	107	288	177	107	195	665422	13686	9111.3355	7582.1902	1.25e+08	-38.26551	1.54e+07	38	3921.061	899175.8	1280433	34_ZNF598	1	2	3	9.516666	2	1	4	.4741167	.1857618	.626099	-.4850236	.2237952	.8299034	-.5152434	-1.015222	-.1636585	1.036433	-.4031081	1.247754	1.388992	.7544993	.3077905	.2790326	.3661064	-.1080217	.3867724	.7707414	.4159872	.8846525	.8846525	.3867724	.2450062	.3009654	-.3867724	1.156903	.8846525	.1351755
InsH2Bfabp_CD15_09dpf_VAST02_plate01_ZNF598_201127_B03	201127	1	NE515	insH2Bfabp	CD15	ZNF598	1	0	0	2	1	9	.6692619	1	2	5.5527123	.4083552	.87208088	.3062664	.3117664	1	15	15	271590	7544	5639	10642	3682	36	2.915e+09	1	2579	892	16	20	15	15	122	356296	8960	5548.9454	4805.9845	4.97e+07	-152.3551	9680741		3542.55	719194	963506.2	34_ZNF598	1	2	1	1.7	2	1	4	-.7245144	-1.670923	-1.28751	-.0400101	-1.031976	-.9528633	.4850236	-.612813	-1.644854	-.0627068	-.4031081	-1.335178	-1.320065	-.5659488	-.6487755	-.9528633	.2221774	-.5682099	.3009654	1.10579	.5368115	.357884	.3009654	.5682099	-2.550635	-2.550635	-2.550635	-2.550635	-2.550635	-2.550635
InsH2Bfabp_CD15_09dpf_VAST02_plate01_ZNF598_201127_C02	201127	1	NE509	insH2Bfabp	CD15	ZNF598	1	0	0	2	1	9	.9418178	1	2	10.866417	.5785032		.1361184	.2338248	1	9	9	141578	5244	3310	13276	4928	27	1.853e+09	1	1381502	64718	81	195	127	100	169	521554	13175	8827.2514	8103.1947	1.16e+08	-969.4846	-6021823	59	3883.123	883938	1248746	34_ZNF598	1	3	1	1.316667	3	1	4	.3881343	.0527956	.4164465	-.7786766	-.0391761	.1381652	-.2286397	.0501536	-2.17009	-1.253565		.7478586	.1660319	.0551186	.1660319	.1660319	-.1381652	-1.332196	-1.10579	-.3867724	-1.211232	-.272879	.9674216	1.400745	-1.211232	-1.211232	-1.517929	-.6493239	-.9047621	-.2450062
InsH2Bfabp_CD15_09dpf_VAST02_plate01_ZNF598_201127_C01	201127	1	NE502	insH2Bfabp	CD15	ZNF598	1	0	0	2	1	9	1	1	2	10.866417	1.5653616	.8879369	.510444	.389708	1	2	2	324607	9017	6332	11051	3238	36	3.538e+09	1	2488697	103631	127	226	145	91	239	587976	17545	9808.3758	8693.912	1.72e+08	-722.0849	3.50e+07	21	3835.45	922428.6	1334341	34_ZNF598	1	3	1	.9166667	3	1	4	.2776904	.4067242	.9467818	-.0934678	.7941926	-1.388992	-.3116334	1.695398	-1.226528	1.644854	-.2690661	.7478586	.7183728	1.227113	1.19838	.9103512	.9528633	-.5682099	1.011394	2.141198	1.057414	.7349572	.4455616	.1080217	-.2173225	-.1080217	.5213104	-.0134769	-.3867724	-.7527288
InsH2Bfabp_CD15_09dpf_VAST02_plate01_ZNF598_201127_C03	201127	1	NE516	insH2Bfabp	CD15	ZNF598	1	0	0	2	1	9	.0245527	0	1	10.15111	.9187992	.96721698	.340296	1.0911824	1	16	16	246440	5357	5026	12715	3940	46	3.012e+09	1	3002172	118575	106	231	182	118	239	669954	20440	13836.933	10227.78	2.83e+08	1401.268	1.07e+08	0	3980.973	926167	1311656	34_ZNF598	1	3	1	1.766667	3	1	4	.9066662	.4647573	.8305109	-1.163366	.6581891	-.1381652	.2013492	.9541653	.8238936	.227545	.2298841	.3894143	1.465234	1.227113	1.551094	1.768825	1.768825	.3867724	-.0269563	-.2450062	-.0809473	.4455616	.7000902	.7349572	.1898044	.272879	-.4455616	.1624294	1.10579	.9674216
InsH2Bfabp_CD15_09dpf_VAST02_plate02_ZNF598_201127_C08	201127	2	NE614	insH2Bfabp	CD15	ZNF598	1	0	0	2	1	9	.0224321	0	1	11.526347	.6125328	.91964893	.3743256	1.4029488	1	16	114	350351	5839	5074	10868	3270	60	3.797e+09	1	3788045	145088	121	252	202	108	189	585406	13567	13154.56	11077.771	1.78e+08	-336.8711	-1.81e+07	109	3946.262	961218.3	1358027	34_ZNF598	1	3	3	10.1	3	1	4	.5946412	.8229678	1.077516	-.5459412	.1970991	-.8299034	.2286397	.240426	1.226528	.628006	-.0887345	1.144237	.6831604	.5659488	.2790326	1.092245	-.5180898	1.562036	1.332196	.0539321	.0269563	1.011394	.3867724	.1624294	.9252446	.9674216	.2450062	.5841197	1.660698	.2035442
InsH2Bfabp_CD15_09dpf_VAST02_plate02_ZNF598_201127_C02	201127	2	NE576	insH2Bfabp	CD15	ZNF598	1	0	0	2	1	9	1	1	2	7.1335729	.5785032	1.1416332	.3743256	1.169124	1	27	76	377407	7863	4797	5404	1519	48	2.146e+09	1	3783431	133201	132	306	133	116	125	245480	14082	6458.2904	4400.7649	9.09e+07	1260.31	6.10e+07	18	4119.021	1000546	1377347	34_ZNF598	1	3	2	6	3	1	4	1.577923	1.223734	1.229859	1.275513	1.077516	.4868373		.0501536	1.015222	.628006	1.4342	-.5595922	-2.132484	-.5180898	.4560533	-.3077905	1.320065	.6001788	1.660698	1.476592	-.1624294	-.1351755	-.8454682	-1.211232	.8846525	.807541	.7707414	1.400745	-.807541	.807541
InsH2Bfabp_CD15_09dpf_VAST02_plate01_ZNF598_201127_C04	201127	1	NE525	insH2Bfabp	CD15	ZNF598	1	0	0	2	1	9	.9555949	1	2	7.8008181	.6465624	1.0464971	.0680592	.7014744	1	25	25	244981	5212	4058	9414	3438	47	2.206e+09	1	3987828	145210	126	229	219	101	162	516730	12699	8949.7393	7430.2068	1.14e+08	-11.08435	8126525	34	3691.972	834426.6	1164498	34_ZNF598	1	3	1	2.35	3	1	4	-.2506518	-.3500305	-.1705427	-1.338139	.1441061	-1.043529	-.0133335	.3853205	-.1636585	-2.17009	.7817808	-.4307273	.1381652	-.0689179	.0827304	.0827304	.1660319	.4755309	-.1080217	-.4159872	-.6660544	-.0809473	-.1351755	.3292913	1.057414	1.011394	.4755309	.1215874	2.550635	-.1761004
InsH2Bfabp_CD15_09dpf_VAST02_plate01_ZNF598_201127_G05	201127	1	NE535	insH2Bfabp	CD15	ZNF598	1	0	0	2	1	9	.9135073	1	2	5.9614588	.4764144	.96721698	.3062664	.389708	1	35	35	194808	4638	4106	12394	4208	42	2.266e+09	1	2115885	82959	127	167	150	103	172	377234	12003	12707.78	9304.9484	1.53e+08	1418.357	220434.5	18	3733.028	804459.6	1029736	34_ZNF598	1	3	1	2.983333	3	1	4	-.0653232	-.5859714	-.6909717	.2837581	-.3324052	1.768825	-1.018352	-.2923749	-1.226528	-.0627068	.2298841	-1.194396	-1.19838	.1940281	-.1381652	.6487755	0	.0134769	-.4755309	-.8454682	-.6327733	-.0539321	.6660544	.807541	-.5368115	-.7349572	.5213104	-1.476592	-.1487886	-.1215874
InsH2Bfabp_CD15_09dpf_VAST02_plate01_ZNF598_201127_G08	201127	1	NE557	insH2Bfabp	CD15	ZNF598	1	0	0	2	1	9	.6284252	1	2	6.2680187	.3743256	1.0940651	.3743256	.7014744	1	8	57	157842	5637	4854	10210	2966	28	1.698e+09	2	650607	32650	60	208	89	80	10	367352	624	6767.4054	5252.7589	4222861	511.1704	-4.70e+07	66	3441.624	725639.1	961382.8	34_ZNF598	1	3	2	4.483333	3	1	4	-1.28751	-1.487654	-1.493078	-.3116334	-.5334097		-.1742078	-.8416212	-.1636585	.628006	1.008673	-1.073987	-1.256896	-2.01451	-2.132484	-2.132484	-1.19838	-1.156903	-.9252446	-.0539321	-.1351755	-.4159872	.1351755	-.1351755	-1.660698	-1.928738	-1.928738	-.3722894	-1.928738	-1.269393
InsH2Bfabp_CD15_09dpf_VAST02_plate02_ZNF598_201127_D06	201127	2	NE602	insH2Bfabp	CD15	ZNF598	1	0	0	2	1	9	.8863546	1	2	6.0098399	.4764144	1.0782091	.340296	.5455912	1	4	102	146158	4429	3405	6179	2195	33	8.819e+08	1	1877188	83805	112	201	119	104	162	403972	12216	4677.1526	3679.2898	5.71e+07	375.3096	4.52e+07		3390.894	752391.1	979028	34_ZNF598	1	3	3	8.933333	3	1	4	-1.493078	-1.223734	-1.229859	-1.5674	-1.229859	-1.320065	1.11242	-.2923749	-.5680515	.227545	.9084579	-1.144237	-.8299034	-.0689179	-.0551186	-.8299034	1.143702	-.7527288	-1.057414	-.9674216	-1.057414	-1.057414	-.7349572	-.5368115	-.6660544	-.6660544	-.0944758	-.5368115	-1.10579	-.0539321
InsH2Bfabp_CD15_09dpf_VAST02_plate01_ZNF598_201127_G04	201127	1	NE528	insH2Bfabp	CD15	ZNF598	1	0	0	2	1	9	.9531267	1	2	10.45767	.7826808	1.1099211	.2382072	.6235328	1	28	28	269436	5283	4543	19623	6525	51	5.045e+09	1	3501234	128866	135	194	168	135	144	380928	11206	9866.0545	8523.9687	1.11e+08	-453.3212	-2.23e+07	0	3704.502	846464.3	1193179	34_ZNF598	1	3	1	2.533333	3	1	4	-.1970991	-.2126769	.0130557	-1.11242	.3601299	-.5498568	1.275513	.6588377	-.3318534	-.7388468	1.168949	.5595922	-1.143702	-.2933812	-.2505037	0	-.5821887	.7174147	.2450062	-.272879	-.3009654	1.562036	2.141198	2.550635	.6660544	.7000902	1.03413	-.7174147	.401337	2.141198
InsH2Bfabp_CD15_09dpf_VAST02_plate01_ZNF598_201127_C05	201127	1	NE531	insH2Bfabp	CD15	ZNF598	1	0	0	2	1	9	.026185	0	1	6.9833251	.3743256	.7928008	.2722368	.4676496	1	31	31	237561	5279	5804	4463	1516	45	1.024e+09	1	3586013	111766	141	243	139	112	198	522720	16017	8016.9959	7138.9097	1.28e+08	-582.0103	3.02e+07	11	3611.66	790208.8	1112968	34_ZNF598	1	3	1	2.733333	3	1	4	-.4450965	-.7164975	-.3324052	-.5152434	-.5946412	1.388992	1.783727	-.8416212	-.8596174	-.3988551	-1.470545	-.6352697	.1940281	.8106226	.9103512	.3077905	.6831604	.2868939	-.1624294	-.3009654	.6660544	-.8846525	-1.269393	-1.269393	.7349572	.0539321	1.400745	.4455616	-.5524426	.5213104
InsH2Bfabp_CD15_09dpf_VAST02_plate02_ZNF598_201127_G01	201127	2	NE572	insH2Bfabp	CD15	ZNF598	1	0	0	2	1	9	1	1	2	5.294737	1.5653616	.82451283	.4764144	1.0132408	1	23	72	157970	3674	3875	10525	3271	43	1.638e+09	1	1795002	85076	105	158	153	90										3625.714	786814.3	1013586	34_ZNF598	1	3	2	5.733333	3	1	4	-.4164465	-.7864926	-.8305109	-.1471942	-.5637612	-.2221774	-1.783727	1.695398	.5977601	1.475791	-1.029957	-1.593219						.1351755	-.8846525	-1.269393	-.8454682	-.4755309	.2450062	.1898044	-.7707414	-.6327733	-.5059336	-1.660698	-.0809473	-.807541
InsH2Bfabp_CD15_09dpf_VAST02_plate01_ZNF598_201127_C07	201127	1	NE546	insH2Bfabp	CD15	ZNF598	1	0	0	2	1	9	.0225721	0	1	10.559857	.1361184	1.014785	.3743256	1.0911824	1	46	46	360840	5082	4512	10111	3043	71	3.795e+09	1	3656730	148264	134	236	173	105	273	657532	23510	12003.975	8698.7369	2.82e+08	1467.522	1.45e+08	45	3965.249	961293	1374820	34_ZNF598	1	3	1	3.783333	3	1	4	.7588928	.8605722	1.176029	1.217526	.5035419	-1.092245	1.933363	-1.880794	.8238936	.628006	.5595922	.6198546	1.320065	1.768825	2.543048	1.650205	2.543048	1.928738	1.476592	-.5682099	-.3292913	.9674216	.0809473	-.0809473	.7707414	1.10579	.9674216	.2035442	.6493239	.0134769
InsH2Bfabp_CD15_09dpf_VAST02_plate02_ZNF598_201127_H06	201127	2	NE606	insH2Bfabp	CD15	ZNF598	1	0	0	2	1	9	.8697031	1	2	8.9724087	.8167104	.82451283	.3743256	.5455912	1	8	106	292160	5410	4465	13650	4792	54	4.144e+09	1	3490924	130485	144	238	169	109	116	495536	8580	8666.0752	7604.4113	7.44e+07	-511.1264	-3.55e+07		3980.615	999290.2	1281779	34_ZNF598	1	3	3	9.233334	3	1	4	.8679592	1.169741	.6909717	-.0667151	.2776904	-.6487755	1.217526	.755415	-.5680515	.628006	-1.029957	-.0379883	.0275488	-.7183728	-.7544993	-.6831604	-.9528633	.9461226	.4455616	-.1351755	-.357884	1.269393	1.057414	1.269393	.6327733	.7349572	1.476592	.272879	.4755309	.2868939
InsH2Bfabp_CD15_09dpf_VAST02_plate02_ZNF598_201127_G07	201127	2	NE612	insH2Bfabp	CD15	ZNF598	1	0	0	2	1	9	.9684634	1	2	4.9882644	.3743256	.93550494	.2722368	.5455912	1	14	112	135166	2876	2588	5190	1806	47	7.005e+08	1	1838898	95167	107	211	125	117	161	419186	10938	8639.2333	7320.3531	9.45e+07	-185.1421	-8288839	24	3361.836	737811.3	942331.9	34_ZNF598	1	3	3	9.883333	3	1	4	-1.577923	-1.344003	-1.67594	-1.018352	-.8305109	2.132484	.1471942	-.8416212	-.5680515	-.3988551	.0126601	-1.955661	-.7183728	-.1242733	-.3077905	-.2221774	-.2221774	.4755309	-1.211232	-1.660698	-1.562036	-1.332196	-.9252446	-1.011394	-.7000902	-.3292913	-.3867724	-.2868939	-.9891686	.8648943
InsH2Bfabp_CD15_09dpf_VAST02_plate01_ZNF598_201127_G03	201127	1	NE520	insH2Bfabp	CD15	ZNF598	1	0	0	2	1	9	.0401059	0	1	9.5379906	.6125328	1.1257771	.1020888	.389708	1	20	20	221527	5403	6304	20256	6504	41	3.885e+09	1	2366674	90843	104	208	146	107	136	443637	9504	8579.1985	7458.3603	8.15e+07	-416.5944	-2.47e+07	95	3725.186	933210.1	1197829	34_ZNF598	1	3	1	1.983333	3	1	4	-.1441061	.5549229	.0653232	.4850236	1.417797	1.256896	1.406504	.240426	-1.226528	-1.644854	1.335178	.1269375	-.5498568	-.4106643	-.6151411	-.4868373	-.6831604	-.1080217	-.3292913	-.1624294	1.011394	1.057414	2.550635	2.141198	-.3009654	-.4755309	-.5682099	-.3722894	-.3292913	.1351755
InsH2Bfabp_CD15_09dpf_VAST02_plate01_ZNF598_201127_G06	201127	1	NE542	insH2Bfabp	CD15	ZNF598	1	0	0	2	1	9	.0295741	0	1	13.114522	1.2931248	1.0940651	.4083552	.9352992	1	42	42	349347	8318	6040	8820	2461	42	3.132e+09	1	3163815	128388	105	246	205	107	192	689874	14998	11901.807	9275.927	1.79e+08	648.4308	2.69e+07	4	4103.653	1057310	1464572	34_ZNF598	1	3	1	3.4	3	1	4	1.417797	1.572695	1.793352	1.338139	1.125407	1.320065	.4552406	1.372204	.3988551	1.036433	1.008673	1.593219	1.91931	.6658695	.6831604	1.143702	.6487755	.0134769	1.269393	1.928738	.8454682	.4755309	-.1898044	-.3292913	.3292913	.6660544	-.5059336	.5059336	1.928738	.1351755
InsH2Bfabp_CD15_09dpf_VAST02_plate02_ZNF598_201127_C03	201127	2	NE583	insH2Bfabp	CD15	ZNF598	1	0	0	2	1	9	.9457719	1	2	9.7896691	.7826808	.87208088	.1361184	.7014744	1	34	83	222839	7428	6718	11684	3566	30	2.659e+09	2	2214958	79936	94	269	160	103	152	562770	11325	7962.9892	7801.1261	9.02e+07	-1458.55	-2.46e+07	0	3841.383	904843.1	1281360	34_ZNF598	1	3	2	6.633333	3	1	4	.3324052	.2397471	.6581891	.2286397	-.1441061	.9971714	-.8530763	.6588377	-.1636585	-1.253565	-.4031081	.2169044	.4256956	-.2363168	-.2221774	-.3661064	-.6487755	-.9047621	-.3009654	.9674216	1.269393	.1898044	.6327733	.4755309	-.4755309	-.7707414	-.9252446	.7707414	.1624294	-.1215874
InsH2Bfabp_CD15_09dpf_VAST02_plate02_ZNF598_201127_C07	201127	2	NE609	insH2Bfabp	CD15	ZNF598	1	0	0	2	1	9	.9213802	1	2	5.3968946	.510444	.8879369	.2382072	.3117664	1	11	109	231476	6430	5267	7240	1980	36	1.639e+09	1	2166076	100149	108	221	188	83	190	447922	13768	8114.4634	6413.8394	1.12e+08	416.0606	3.16e+07		3545.237	752630.3	1000860	34_ZNF598	1	3	3	9.6	3	1	4	-.6909717	-1.169741	-1.031976	-1.933363	-.2506518	-1.551094	-.8920979	-.1891184	-1.644854	-.7388468	-.2690661	-1.508944	-.4560533	.6151411	.3368052	.0275488	.7916386	-.5682099	-.2450062	.5059336	.272879	-.4455616	-.4159872	-.7349572	-.5059336	-.1898044	-.272879	-.1080217	1.400745	-1.156903
InsH2Bfabp_CD15_09dpf_VAST02_plate01_ZNF598_201127_G02	201127	1	NE512	insH2Bfabp	CD15	ZNF598	1	0	0	2	1	9	.8127413	1	2	8.8226843	.5785032	.95136096	.2382072	.779416	1	12	12	181233	3940	3297	6680	2110	46	1.155e+09	1	2238801	105264	107	226	135	95	113	480936	7703	10974.518	9504.7941	8.45e+07	-563.132	-7.28e+07	89	3476.51	768750.3	1041938	34_ZNF598	1	3	1	1.516667	3	1	4	-1.077516	-1.025212	-.626099	.7430576	-.6581891	.6831604	-.0934678	.0501536	-.0125335	-.7388468	.1014517	-.0887345	-.0827304	-.8106226	-.8694237	-.4256956	-1.768825	.3867724	-.7000902	-1.10579	-1.269393	-.807541	-.5368115	-.5682099	-.4159872	-.0809473	-.3867724	-.0134769	-.7527288	-.5841197
InsH2Bfabp_CD15_09dpf_VAST02_plate02_ZNF598_201127_F04	201127	2	NE589	insH2Bfabp	CD15	ZNF598	1	0	0	2	1	9	.0417096	0	1	10.096142	.8847696	.98307299	.3743256	.5455912	1	40	89	71421	3246	2291	4541	1739	22	3.379e+08	1	645241	38528	81	153	90	55	53	411392	3681	8043.2831	6670.0795	2.96e+07	26.60677	-5.69e+07	32	3923.524	885104.4	1210450	34_ZNF598	1	3	2	7.683333	3	1	4	.5035419	.0792395	.1177699	-.9325278	-.1970991	-1.256896	-.339753	.8964733	-.5680515	.628006	.3487557	.3622413	-.7916386	-1.388992	-1.551094	-1.388992	-1.388992	-1.716768	-1.778823	-1.476592	-1.660698	-1.660698	-1.211232	-1.10579	-1.778823	-1.660698	-1.517929	-1.778823	-1.778823	-1.778823
InsH2Bfabp_CD15_09dpf_VAST02_plate01_ZNF598_201127_G01	201127	1	NE506	insH2Bfabp	CD15	ZNF598	1	0	0	2	1	9	.758465	1	2	8.2095645	.2382072	.95136096	.4083552	.2338248	1	6	6	268549	6394	5443	12782	5027	42	3.370e+09	1	3001548	114254	119	219	163	112	219	609862	15635	10148.678	9190.3652	1.59e+08	-998.423	9222987	0	4068.868	980927.1	1334176	34_ZNF598	1	3	1	1.133333	3	1	4	1.229859	.9815618	.9066662	-.1202876	.7588928	.1104053	.8530763	-1.405072	-2.17009	1.036433	.1014517	-.2822162	.9528633	.9971714	.8299034	.8299034	.1940281	.0134769	.2173225	.4455616	.4755309	.7000902	.807541	1.476592	.1624294	.1351755	.1761004	-.1351755	.2868939	.5213104
