filename	date	plate	index	control_1_mutant_0	line	diet	Exp	overfeeding	cholesterol	glucose	VAST	Imaged	age	tp53inp1_nwt	tp53inp1_dich	qRNA	protein	ldl	gluc	tc	tg	Anders_batch	pos_bio	Löpnr	Volume	CellVolume_Av	CellVolume_Stdev	CellInt_Av	CellInt_Stdev	NrCells	CellInt_Tot	isletNr	IV	ISA	IED	IPAL1	IPAL2	IPAL3	LiverLipN	LiverArea	LiverLipArea	LiverLipInt_Av	LiverLipIntBG	LiverLipInt_Tot	LiverLipInt_Av_Res	LiverLipInt_Tot_Res	vld_area	length	dorsal_area	lateral_area	file	batch	tank	batch_bio	tod	tank_n	batch_n	nr_tanks	intlength	intdorsal_area	intlateral_area	intangle	inteye_area	intcurvature	intpig_dorsal_tail	intldl	inttg	inttc	intgluc	intprotein	intLiverArea	intLiverLipN	intLiverLipArea	intLiverLipInt_Tot	intLiverLipInt_Tot_Res	intNrCells	intVolume	intCellVolume_Av	intCellVolume_Stdev	intCellInt_Tot	intCellInt_Av	intCellInt_Stdev	intIV	intISA	intIED	intIPAL1	intIPAL2	intIPAL3
InsH2Bfabp_CD15_09dpf_VAST02_plate01_TP53INP1_201028_H09	201028	1	NE349		insH2Bfabp	CD15	TP53INP1	1	0	0	2	1	9	0	0	1		.7486512	.38054438	.4423848	1.169124	1	14	63	545278	7573	7216	21783	6569	72	1.177e+10	1	5081878	194944	128	290	212	149	85	604572	6040	9804.6358	10206.101	5.92e+07	-1412.653	-2.70e+07	56	4242.136	1033788	1418500	23_TP53INP1	1	1	2	5.583333	1	1	11	.8990161	.3853205	.5650586	1.306186	.3523494	1.026735	.3418601	-.1359107	-.5367509	-.7207839	-.6295981		.3572158	.0058294	-.1403644	-.1757821	-.4328603	.9739183	1.230669	.9449974	1.341952	2.816542	1.683734	1.590818	.7857075	1.087765	-.2270455	.8804035	1.230669	1.709391
InsH2Bfabp_CD15_09dpf_VAST02_plate02_TP53INP1_201028_B01	201028	2	NE351		insH2Bfabp	CD15	TP53INP1	1	0	0	2	1	9	0	0	1	10.186477	.510444	.41225642	.2041776	.5455912	1	16	65	313105	7116	5050	14663	4701	44	4.526e+09	1	3446792	124863	145	253	165	95	88	491806	6171	13593.098	12294.789	8.39e+07	71.5613	-2.64e+07	18	4123.361	942257.1	1240821	23_TP53INP1	1	2	2	5.866667	2	1	11	.2086189	-.6207219	-.6415176	-.0961465	-.456118	.1314055	-.5742636	-.6414421	-1.380882	-1.958315	-.402578	.0345811	-.6064951	.0875522	-.081702	.1521486	-.4073909	-.7369298	-.1158556	.705366	-.177363	.2270455	.4870631	.4530879	-.2772953	-.45984	.5426386	.1526925	-.2395494	-1.013797
InsH2Bfabp_CD15_09dpf_VAST02_plate01_TP53INP1_201028_F04	201028	1	NE311		insH2Bfabp	CD15	TP53INP1	1	0	0	2	1	9	.7330818	1	2	7.5821837	.4083552	.53910454	.5785032	.4676496	1	25	25	64844	2947	1804	12079	3735	22	8.055e+08	1	1218296	58708	99	206	111	57	96	417947	7613	12660.797	9698.6422	9.64e+07	2003.339	1.60e+07	58	3739.653	851653.1	1046917	23_TP53INP1	1	2	1	3.083333	2	1	11	-1.308576	-1.294038	-1.578692	-.6512368	-.5158886	1.959964	-1.561435	-.9245263	-1.763471	-.1652771	.0193574	-.7933289	-1.158864	.2473322	.2957227	.2473322	.5244005	-2.120302	-2.017059	-2.252799	-2.443065	-1.404419	.1036139	.0426012	-1.590818	-1.635512	-1.257044	-.8278297	-1.635512	-1.931688
InsH2Bfabp_CD15_09dpf_VAST02_plate02_TP53INP1_201028_B02	201028	2	NE358		insH2Bfabp	CD15	TP53INP1	1	0	0	2	1	9	1	1	2	6.9340925	.6125328	.41225642	.510444	1.6367736	1	23	72	278179	6954	5288	10403	2856	40	2.822e+09	2	2666359	119739	110	261	153	116	175	746527	13802	18636.306	16272.356	2.57e+08	726.7037	1.01e+08	18				23_TP53INP1	1	2	2	6.325	2	1	11								-.4395933	-.1418993	-.4130954	-.402578	-1.029067	1.230247	1.322365	1.308518	1.336471	1.395747	-.9641885	-.5285937	.5710568	.0426012	-.3800834	-.1897378	-.45984	-.7529894	-.5854392	-.8714744	.3475804	-.6072435	-.1158556
InsH2Bfabp_CD15_09dpf_VAST02_plate03_TP53INP1_201028_F02	201028	3	NE421		insH2Bfabp	CD15	TP53INP1	1	0	0	2	1	9	1	1	2	14.552272	.3062664	.47568048	.5785032	2.4161896	1	37	135	467824	6238	5386	9460	2981	75	4.441e+09	1	5288587	196339	158	310	178	119	84	705622	6100	22178.16	22291.762	1.35e+08	-2372.073	-9.01e+07	37	4514.661	1220424	1593412	23_TP53INP1	1	2	3	11.85	2	1	11	2.073394	1.906991	1.798904	.9121265	1.150349	-.1199213	.0935853	-1.279355	.0829992	-.1652771	-.1115289	1.2066	1.031459	-.0233196	-.1051219	.7534779	-1.531761	1.13284	.8714744	.0182532	.1036139	.177363	-.3670359	-.4063765	.8538215	1.11002	.9837413	1.168219	.2083554	.0852799
InsH2Bfabp_CD15_09dpf_VAST02_plate02_TP53INP1_201028_F07	201028	2	NE397		insH2Bfabp	CD15	TP53INP1	1	0	0	2	1	9	1	1	2	12.974235	.4083552	.3964004	.4423848	.9352992	1	13	111	362244	7707	6208	17562	6990	47	6.431e+09	1	3599644	126493	149	250	143	115	18	351586	1520	20605.312	19265.314	3.13e+07	-606.1326	-1.59e+08	31	4020.476	942750.6	1333399	23_TP53INP1	1	2	3	10	2	1	11	-.1761584	-.6075616	.0053107	-.5122006	-.0371831	-1.439531	-.2273193	-.9245263	-.7992861	-.7207839	-.5266227	.8052253	-1.611932	-1.495118	-1.460379	-.6635525	-2.458459	-.4870631	.1650152	1.024021	.7210581	.7692455	1.180342	1.858438	-.1281146	-.393196	.705366	.097499	-.954549	-.2021419
InsH2Bfabp_CD15_09dpf_VAST02_plate02_TP53INP1_201028_F06	201028	2	NE389		insH2Bfabp	CD15	TP53INP1	1	0	0	2	1	9	1	1	2	4.843274	.6125328	.23784024	.4764144	1.169124	1	5	103	298246	7456	6501	15867	4823	40	4.484e+09	1	2357437	121702	113	190	167	120	20	297185	1911	10361.948	8444.1262	1.98e+07	1088.476	-4.61e+07	383	3889.809	840871.6	1116706	23_TP53INP1	1	2	3	9.366667	2	1	11	-.6678376	-1.346129	-1.214449	-.464132	-1.140118	-.6673549	-1.427247	-.4395933	-.5367509	-.5773448	-1.642985	-1.917516	-1.950112	-1.427318	-1.255486	-.9368471	-.7534779	-.9641885	-.2772953	.8364307	.8364307	.1897378	.6898456	.5146521	-.9837413	-.5285937	-.7857075	-1.168219	-.2083554	.1650152
InsH2Bfabp_CD15_09dpf_VAST02_plate01_TP53INP1_201028_B06	201028	1	NE321		insH2Bfabp	CD15	TP53INP1	1	0	0	2	1	9	.8519274	1	2	12.386343	.7486512	.3964004	.5444736	1.0911824	1	35	35	275742	5994	5990	10315	3277	46	2.783e+09	2	3799654	137265	125	225	211	95	119	572243	10172	16184.322	14115.803	1.65e+08	653.8367	3.34e+07	0	4245.729	1066851	1427651	23_TP53INP1	1	2	1	3.683333	2	1	11	.9150422	.6744897	.6028475	.8042085	.3979352	-.7403446	-.9586813	-.1359107	-.6233205	-.2693702	-.5266227	.574666	.1521486	.6419122	.8333433	.9925481	.8839111	-.5426386	-.5567915	-.0913878	.5285937	-.4463564	-.2270455	-.177363	.0426012	-.177363	-.3218414	-.4802242	1.205124	-1.013797
InsH2Bfabp_CD15_09dpf_VAST02_plate01_TP53INP1_201028_B03	201028	1	NE302		insH2Bfabp	CD15	TP53INP1	1	0	0	2	1	9	1	1	2	10.752929	.9187992	.63424064	.5785032	1.4029488	1	16	16	334058	5220	5870	16258	4884	64	5.732e+09	1	3817202	168680	130	233	194	119	57	554834	4640	14349.105	12894.774	6.66e+07	165.6629	-5.06e+07	83	3891.501	948223.6	1302878	23_TP53INP1	1	2	1	2.45	2	1	11	-.6415176	-.5369468	-.2303799	.4880253	-.1761584	.9704581	-.5231395	.0484094	-.2765819	-.1652771	.1310283	.1387406	.011659	-.5110696	-.4846749	-.0700096	-.8668093	.4396451	.0182532	-.5426386	.4329535	.5710568	.7369298	.5426386	.0669746	.5567915	-.1281146	-.3154405	.6668712	.0852799
InsH2Bfabp_CD15_09dpf_VAST02_plate02_TP53INP1_201028_B09	201028	2	NE405		insH2Bfabp	CD15	TP53INP1	1	0	0	2	1	9	0	0	1	9.7218505	.6125328	.42811243	.6125328	1.94854	1	21	119	299790	7687	6807	11187	4022	39	3.159e+09	2	3284534	131554	127	238	147	130	170	663974	12756	26247.854	23180.924	3.35e+08	716.6945	9.92e+07	0	4036.218	987506.7	1384062	23_TP53INP1	1	2	3	10.71667	2	1	11	-.0904041	-.1366539	.329834	.3369293	-.0904041	-.3669767	.5872772	-.4395933	-.0292644	-.0532547	-.2996046	-.1126036	.8007855	1.255486	1.181991	2.034905	1.365509	-1.034354	-.214577	1.003678	.9449974	-.264672	-.0182532	.177363	-.393196	-.3154405	-.2836234	-.1588508	-.8278297	.6592913
InsH2Bfabp_CD15_09dpf_VAST02_plate03_TP53INP1_201028_B02	201028	3	NE417		insH2Bfabp	CD15	TP53INP1	1	0	0	2	1	9	0	0	1	9.2697289	.3062664	.31712032	.4083552	.8573576	1	33	131	436711	9292	7059	21096	6037	47	9.027e+09	1	3493945	138230	108	270	177	148	178	499018	14428	15588.613	13776.079	2.25e+08	432.9119	9.76e+07	16	3878.571	909448.9	1229905	23_TP53INP1	1	2	3	11.6	2	1	11	-.7357803	-.8185495	-.7497756	-.6913244	-.7357803	-.4919888	-1.397442	-1.279355	-.8683295	-.9024924	-1.017574	-.3163668	-.5378253	1.365509	1.365509	1.158864	1.336471	-.4870631	.6293404	2.017059	1.230669	1.549094	1.635512	1.341952	-.2520908	-.140393	-.9449974	.5216102	.1650152	1.590818
InsH2Bfabp_CD15_09dpf_VAST02_plate01_TP53INP1_201028_B01	201028	1	NE287		insH2Bfabp	CD15	TP53INP1	1	0	0	2	1	9	1	1	2	9.2155979	.0680592	.42811243	.3062664	.3117664	1	1	1															31	578897	2799	12076.948	12260.876	3.38e+07	-1407.175	-7.61e+07	335	4341.132	1129656	1487511	23_TP53INP1	1	2	1	1.5	2	1	11	1.36032	1.24524	1.090657	.8190358	.9816523	.142907	-.9940974	-2.158512	-2.66138	-1.268461	-.2996046	-.3345945	.2114218	-1.125292	-1.051512	-.6064951	-1.336471													
InsH2Bfabp_CD15_09dpf_VAST02_plate03_TP53INP1_201028_B01	201028	3	NE409		insH2Bfabp	CD15	TP53INP1	1	0	0	2	1	9	1	1	2	11.250683	.340296	.36468837	.2382072	.6235328	1	25	123	561567	9852	8420	14037	3789	57	8.452e+09	1	7436263	235598	159	282	213	148	101	791970	6808	14836.142	14470.973	1.01e+08	-1086.169	-3.43e+07	23	4389.776	1109199	1496289	23_TP53INP1	1	2	3	11.11667	2	1	11	1.508776	1.017963	1.150349	.7750707	.7926769	-1.321413	-.7970214	-1.11137	-1.162244	-1.642985	-.7145236	.2444316	1.531761	.326315	.1051219	.2957227	-.5787014	.0121684	1.284323	2.816542	2.017059	1.312592	.3670359	.0669746	1.793985	1.590818	1.034354	.728971	1.257044	1.590818
InsH2Bfabp_CD15_09dpf_VAST02_plate01_TP53INP1_201028_B04	201028	1	NE308		insH2Bfabp	CD15	TP53INP1	1	0	0	2	1	9	1	1	2	7.7743501	.2382072	.36468837	.4083552	.7014744	1	22	22	283987	8606	6008	27290	12530	33	6.937e+09	1	3187950	109444	128	233	149	104	161	448288	11188	22122.851	16913.066	2.48e+08	3506.415	8.41e+07	44	3726.146	813117.7	1035134	23_TP53INP1	1	2	1	2.9	2	1	11	-1.334001	-1.495505	-1.700787	-1.147769	-.5526422	-.3914637	-.8912277	-1.524383	-1.054118	-.9024924	-.7145236	-.7018726	-.8668093	1.181991	.9368471	1.281552	1.230247	-1.284323	-.50081	1.590818	.5782331	.9076226	2.816542	2.816542	-.50081	-.705366	-.2270455	-.3154405	-.7529894	-.7610923
InsH2Bfabp_CD15_09dpf_VAST02_plate02_TP53INP1_201028_F02	201028	2	NE361		insH2Bfabp	CD15	TP53INP1	1	0	0	2	1	9	.662683	1	2	12.858078	.0680592	.47568048	.510444	.7014744	1	26	75	330849	5090	4203	3609	1369	65	1.190e+09	2	4889068	170617	137	319	147	120	89	535480	6771	13561.583	13143.846	9.18e+07	-896.6356	-2.82e+07	221	4204.013	1026147	1403202	23_TP53INP1	1	2	2	6.666667	2	1	11	.7357803	.3157742	.4798192	1.331639	.3410701	.4664281	-.8122178	-2.158512	-1.054118	-.4130954	-.1115289	.7129737	-.1757821	.1344797	.081702	.1995143	-.4457	.4802242	-.0060841	-.5854392	-.6898456	-1.087765	-1.736224	-1.372516	.705366	.5854392	.2332929	1.230669	-.8278297	.1650152
InsH2Bfabp_CD15_09dpf_VAST02_plate01_TP53INP1_201028_B02	201028	1	NE294		insH2Bfabp	CD15	TP53INP1	1	0	0	2	1	9	0	0	1	6.2370191	.4764144	.3012643	.510444	.9352992	1	8	8	248322	5283	5251	16747	6828	47	4.163e+09	2	2587187	101267	140	172	156	125	109	449462	7944	13143.08	12312.532	1.04e+08	-398.0299	-6047534	41	3747.51	913740.6	1237980	23_TP53INP1	1	2	1	1.966667	2	1	11	-1.236961	-.7445865	-.6811719	.5614833	.2963679		.0274884	-.7082911	-.7992861	-.4130954	-1.11137	-1.321884	-.8333433	.4716042	.3947556	.3821831	-.0466519	-.4870631	-.7692455	-.50081	-.0060841	.0182532	.9076226	1.736224	-.8364307	-.8192893	.3475804	-1.420921	-.45984	.4666131
InsH2Bfabp_CD15_09dpf_VAST02_plate01_TP53INP1_201028_F06	201028	1	NE325		insH2Bfabp	CD15	TP53INP1	1	0	0	2	1	9	.5881093	1	2	5.4683536	.4083552	.36468837	.4423848	.4676496	1	39	39	76783	3071	2847	11098	3326	25	9.134e+08	3	769620	43310	78	176	87	65	89	445156	7303	15442.464	13245.285	1.13e+08	872.3362	-8425507	137	3626.745	767150.3	1026296	23_TP53INP1	1	2	1	3.9	2	1	11	-1.918207	-2.294895	-1.798904	-.6778412	-1.171183	.8335308	-1.684395	-.9245263	-1.763471	-.7207839	-.7145236	-1.458047	-.9012755	.1344797	.2114218	.4716042	-.1168527	-1.825264	-1.931688	-1.931688	-1.793985	-1.257044	-.0426012	-.1526925	-1.793985	-1.793985	-1.793985	-1.284323	-1.858438	-1.709391
InsH2Bfabp_CD15_09dpf_VAST02_plate01_TP53INP1_201028_F03	201028	1	NE305		insH2Bfabp	CD15	TP53INP1	1	0	0	2	1	9	1	1	2	10.464679	1.020888	.41225642	.7826808	.8573576	1	19	19	292014	6489	5942	16588	5992	45	4.638e+09	1	2782698	114982	117	204	147	117	138	407044	9717	15313.025	13612.113	1.49e+08	338.2122	2.34e+07	80	3823.494	812384.9	1131390	23_TP53INP1	1	2	1	2.633333	2	1	11	-1.034618	-1.529716	-1.192537	-1.257671	-1.657306	-.9345893	-1.490987	.1163995	-.8683295	.1310283	-.402578	.0952227	-1.255486	.9550847	.7848216	.8839111	.6490918	-.6293404	-.3800834	.14654	.50081	.264672	.8714744	1.257044	-.6898456	-.6592913	-.6442436	-.8626144	-.8278297	-.0365124
InsH2Bfabp_CD15_09dpf_VAST02_plate02_TP53INP1_201028_F04	201028	2	NE374		insH2Bfabp	CD15	TP53INP1	1	0	0	2	1	9	1	1	2	7.0502491	.5785032	.25369626	.4764144	.4676496	1	39	88	267008	5934	5034	9423	3031	45	2.512e+09	1	2777889	123129	121	231	176	105	114	544185	8407	12454.416	12027.497	1.05e+08	-772.2424	-2468183	70	4175.075	1003552	1391195	23_TP53INP1	1	2	2	7.85	2	1	11	.5526422	.0708988	.3864647	.7049344	-.7926769	.4791693	-.6269351	-.5433736	-1.763471	-.5773448	-1.540034	-.9446696	-.0700096	.5787014	.5110696	.3947556	.0233196	-.6293404	-.6592913	-.1158556	-.2021419	-.5426386	-.393196	-.3282556	-.705366	-.5146521	-.5077189	-.3540506	.1219828	-.7131901
InsH2Bfabp_CD15_09dpf_VAST02_plate02_TP53INP1_201028_B06	201028	2	NE385		insH2Bfabp	CD15	TP53INP1	1	0	0	2	1	9	1	1	2	6.3533096	.4083552	.31712032	.4083552	1.3250072	1	1	99															114	606418	8086	20381.092	18145.083	1.65e+08	405.4899	-1.28e+07	397	3852.628	989989	1232641	23_TP53INP1	1	2	3	9.116667	2	1	11	-.8990161	-.1146839	-.7219276	-.1715011	-.0053107	-.6252329	.1935973	-.9245263	-.3379398	-.9024924	-1.017574	-1.2066	.3947556	.5787014	.4716042	1.011812	-.2353289													
InsH2Bfabp_CD15_09dpf_VAST02_plate03_TP53INP1_201028_F01	201028	3	NE413		insH2Bfabp	CD15	TP53INP1	1	0	0	2	1	9	1	1	2	13.121583	.5785032	.65009666	.4423848	2.2603064	1	29	127	462374	7458	5600	17208	5132	62	7.597e+09	1	4645983	159574	165	235	195	123	46	546116	3663	19703.163	16212.497	7.22e+07	1859.597	-8.32e+07	47	4039.848	1008980	1380981	23_TP53INP1	1	2	3	11.35	2	1	11	-.0797442	.1366539	.3074846	-.0854359	.0371831	-.5309484	-.4488931	-.5433736	.0634397	-.7207839	.1456852	.8416212	-.0349833	-.7228575	-.7077995	.011659	-1.395747	.3026771	.8023853	.8538215	.2520908	1.044798	1.066035	.7857075	.5146521	.3800834	1.270565	-.264672	.6975848	.3540506
InsH2Bfabp_CD15_09dpf_VAST02_plate02_TP53INP1_201028_B05	201028	2	NE378		insH2Bfabp	CD15	TP53INP1	1	0	0	2	1	9	1	1	2	7.3987189	.5785032	.42811243	.6125328	1.0911824	1	43	92	673871	6542	5032	14108	3969	103	9.549e+09	1	7718767	230309	199	266	220	164	89	850759	6240	20256.376	17973.153	1.26e+08	470.4488	-4.93e+07	14	4232.217	1243094	1596911	23_TP53INP1	1	2	2	8.3	2	1	11	.8522636	2.062813	1.918207	1.474208	2.859934	1.150349	1.341295	-.5433736	-.6233205	-.0532547	-.2996046	-.8293674	1.877387	.1344797	-.0700096	.6635525	-.8333433	2.065932	1.736224	.2021419	-.214577	1.793985	.3800834	.1526925	1.858438	1.509904	2.181774	.4329535	1.549094	2.443065
InsH2Bfabp_CD15_09dpf_VAST02_plate01_TP53INP1_201028_B07	201028	1	NE329		insH2Bfabp	CD15	TP53INP1	1	0	0	2	1	9	0	0	1	6.3331023	.3062664	.53910454	.3062664	1.0132408	1	43	43	353798	5361	4811	20138	6590	66	6.761e+09	1	3787447	138353	146	237	154	117	35	615008	2792	14732.137	14202.792	4.11e+07	-894.3145	-9.11e+07	6				23_TP53INP1	1	2	1	4.3	2	1	11								-1.279355	-.7148396	-1.268461	.0193574	-1.243203	.4846749	-1.082411	-1.092944	-.4328603	-1.570585	.5216102	.1158556	-.4129931	-.3026771	.8192893	1.549094	1.635512	.0182532	-.1281146	.5854392	-.214577	-.5426386	-.0365124
InsH2Bfabp_CD15_09dpf_VAST02_plate02_TP53INP1_201028_B07	201028	2	NE393		insH2Bfabp	CD15	TP53INP1	1	0	0	2	1	9	1	1	2	4.843274	.3062664	.3964004	.2722368	.4676496	1	9	107	145497	4547	4221	18329	5894	32	2.580e+09	1	2020462	81559	105	173	117	104	93	449237	7106	11591.014	11587.603	8.24e+07	-1150.353	-1.97e+07	48	3714.925	819966.4	1067524	23_TP53INP1	1	2	3	9.733334	2	1	11	-1.476423	-1.46296	-1.415986	-1.443299	-1.071603	-2.277988	-.6539285	-1.279355	-1.763471	-1.424022	-.5266227	-1.917516	-.8499573	.2054644	.1521486	.1051219	-.320173	-1.357075	-1.437819	-.9837413	-.6592913	-.5146521	1.284323	1.230669	-1.13284	-1.230669	-1.024021	-1.357075	-1.437819	-.7610923
InsH2Bfabp_CD15_09dpf_VAST02_plate02_TP53INP1_201028_B03	201028	2	NE365		insH2Bfabp	CD15	TP53INP1	1	0	0	2	1	9	.6739465	1	2	7.8633452	.3743256	.47568048	.4083552	.5455912	1	30	79	422563	9390	7682	18129	5512	45	8.329e+09	2	4051215	146281	135	259	169	119	105	411986	7432	9555.1585	9035.2715	7.10e+07	-370.4663	-1687029	12	3972.636	943184.2	1303372	23_TP53INP1	1	2	2	6.983333	2	1	11	-.3864647	-.5815504	-.2194864	-1.127397	-.3636737	-1.667301	.6539285	-1.025729	-1.380882	-.9024924	-.1115289	-.6476036	-1.205768	.3759195	.2353289	-.0349833	.0349833	-.6293404	.50081	2.252799	1.635512	1.284323	1.230669	.9449974	.177363	.0669746	.097499	.3026771	-.1342513	.0852799
InsH2Bfabp_CD15_09dpf_VAST02_plate01_TP53INP1_201028_F02	201028	1	NE298		insH2Bfabp	CD15	TP53INP1	1	0	0	2	1	9	1	1	2	7.7743501	.3062664	.3964004	.4764144	.6235328	1	12	12	352199	8005	7271	17159	5695	44	6.169e+09	1	3018992	133588	109	257	173	107	131	455810	9441	17704.4	15165.326	1.67e+08	1016.076	2.38e+07	64	3814.834	845447.4	1163795	23_TP53INP1	1	2	1	2.183333	2	1	11	-1.05293	-1.319636	-1.090657	-.6121696	.829574	-.5441131	-1.903176	-1.279355	-1.162244	-.5773448	-.5266227	-.7018726	-.7690553	.8333433	.7380812	1.031459	.6929004	-.7369298	.1036139	1.284323	1.404419	.6744897	1.003678	1.024021	-.5854392	-.2395494	-.9168461	.2520908	.0121684	-.5567915
InsH2Bfabp_CD15_09dpf_VAST02_plate01_TP53INP1_201028_F09	201028	1	NE347		insH2Bfabp	CD15	TP53INP1	1	0	0	2	1	9	.5741214	1	2	7.3900173	.6465624	.38054438	.2041776	.6235328	1	12	61	294274	5770	5534	13729	4713	51	3.910e+09	1	3801574	131514	152	226	184	118	87	360760	6659	9396.8808	7920.0844	6.26e+07	701.5344	2720215	27	3626.537	811218.6	1078709	23_TP53INP1	1	2	2	5.433333	2	1	11	-1.989825	-1.565818	-1.387615	-.6250856	-.8990161	-.1891184	-.1267695	-.3454851	-1.162244	-1.958315	-.6295981	-.8540028	-1.570585	.0583267	.0583267	-.1168527	.1403644	-.3282556	-.3411247	-.2395494	.1897378	-.0791753	.3154405	.4802242	.0547838	-.3282556	.8278297	-.45984	.4329535	.0304249
InsH2Bfabp_CD15_09dpf_VAST02_plate01_TP53INP1_201028_F07	201028	1	NE332		insH2Bfabp	CD15	TP53INP1	1	0	0	2	1	9	1	1	2	16.421837	.6125328	.57081658	.5785032	1.4808904	1	46	46	299376	6110	5890	24253	8683	49	7.044e+09	1	3234341	131858	113	274	151	112	199	544880	15763	21113.891	19127.213	3.33e+08	54.80006	1.44e+08	17	3856.608	990422.7	1298093	23_TP53INP1	1	2	1	4.483333	2	1	11	-.8370893	-.1037203	-.2522505	.5122006	.2852877	-.0855575	.2499428	-.4395933	-.2362617	-.1652771	.0677986	1.409726	-.0466519	1.570585	1.570585	1.950112	1.813418	-.393196	-.264672	-.0426012	.4463564	.9449974	2.017059	2.120302	-.45984	-.2899629	-.7857075	.5639098	-.6744897	-.4129931
InsH2Bfabp_CD15_09dpf_VAST02_plate02_TP53INP1_201028_F01	201028	2	NE355		insH2Bfabp	CD15	TP53INP1	1	0	0	2	1	9	0	0	1	5.3079004	.4083552	.41225642	.2722368	.8573576	1	20	69																								3644.822	790268.6	1020674	23_TP53INP1	1	2	2	6.15	2	1	11	-1.747743	-1.843765	-1.855258	-.7325552	-.9816523	1.066133	-1.525265	-.9245263	-.8683295	-1.424022	-.402578	-1.510035																		
InsH2Bfabp_CD15_09dpf_VAST02_plate01_TP53INP1_201028_B08	201028	1	NE336		insH2Bfabp	CD15	TP53INP1	1	0	0	2	1	9	0	0	1	13.827591	.5785032	.28540829	.510444	1.3250072	1	1	50	791538	7685	6147	10323	3065	103	8.035e+09	2	16504	3311	30	47	25	24	49	662307	3824	22694.043	22249.936	8.68e+07	-1810.047	-1.38e+08	0	4166.32	1177986	1566570	23_TP53INP1	1	2	2	4.7	2	1	11	.5037931	1.495505	1.61675	.6644803	.6415176	.6816591	.6814069	-.5433736	-.3379398	-.4130954	-1.236652	1.014499	.7690553	-.656305	-.6347654	.1639539	-2.13749	2.065932	2.252799	.9837413	.6898456	1.11002	-.214577	-.3026771	-2.252799	-2.252799	-2.252799	-2.252799	-2.252799	-2.252799
InsH2Bfabp_CD15_09dpf_VAST02_plate02_TP53INP1_201028_F05	201028	2	NE381		insH2Bfabp	CD15	TP53INP1	1	0	0	2	1	9	.8845384	1	2	7.631032	1.6674504	.41225642	.680592	1.2470656	1	46	95	423997	6730	5778	10995	3404	63	4.881e+09	2	5296127	189136	154	293	196	114	120	763766	8779	13678.241	11905.246	1.20e+08	586.4501	1.43e+07	75	4124.788	995940.6	1395202	23_TP53INP1	1	2	2	8.833333	2	1	11	.2303799	-.0272493	.4094582	.5000764	-.3750449	-.342708	.1156944	.1554737	-.4378726	.0872133	-.402578	-.7582926	1.336471	.6781535	.5649717	.5787014	.4457	.3735517	.5426386	.4329535	.3670359	.3282556	-.0791753	-.0791753	.8714744	.9076226	.8626144	.9355313	.728971	-.2772953
InsH2Bfabp_CD15_09dpf_VAST02_plate01_TP53INP1_201028_B05	201028	1	NE315		insH2Bfabp	CD15	TP53INP1	1	0	0	2	1	9	0	0	1	11.617678	.680592	.36468837	.5785032	1.7147152	1	29	29	634777	7468	5279	6907	2493	85	4.274e+09	1	7028435	252173	166	368	218	120	82	966039	6927	21213.412	18510.138	1.47e+08	835.0806	-3.49e+07	14				23_TP53INP1	1	2	1	3.316667	2	1	11								-.2743915	-.1074942	-.1652771	-.7145236	.352934	2.83025	-.0524884	.1285997	.8499573	-.592541	1.437819	1.509904	.8714744	.0304249	.0791753	-.7529894	-.6592913	1.549094	1.736224	1.327129	2.120302	1.472905	.1650152
InsH2Bfabp_CD15_09dpf_VAST02_plate01_TP53INP1_201028_G06	201028	1	NE326		insH2Bfabp	CD15	TP53INP1	1	0	0	2	1	9	0	0	1	8.735182	.510444	.12684813	.4083552	1.0132408	1	40	40	371604	6407	5864	17008	5193	58	6.034e+09	1	3942212	157587	128	280	173	111	154	477964	11572	13744.188	12049.596	1.59e+08	493.1497	5.16e+07	45	4064.505	938025.2	1189261	23_TP53INP1	1	3	1	3.966667	3	1	11	.0265564	-.6473719	-.9150422	.1176021	-.1438825	1.3492	-.6676047	-.6414421	-.7148396	-.9024924	-2.5246	-.5046665	-.6781535	1.082411	.9925481	.9368471	1.071998	.097499	.2270455	.1036139	.4196279	.6592913	.9641885	.8023853	.1526925	.3154405	-.2270455	.6898456	.0121684	-.4666131
InsH2Bfabp_CD15_09dpf_VAST02_plate02_TP53INP1_201028_C08	201028	2	NE400		insH2Bfabp	CD15	TP53INP1	1	0	0	2	1	9	.8525407	1	2	11.580356	.4423848	.3964004	.510444	.389708	1	16	114	285978	5500	4266	10733	3051	52	3.014e+09	1	4366235	140989	160	286	171	101	67	515552	5926	18508.872	16822.312	1.10e+08	-7.443326	-5.27e+07		4207.221	1027134	1354409	23_TP53INP1	1	3	3	10.33333	3	1	11	.7497756	.3272507	.1546229	1.107483	.1331588	1.408136	.6269351	-.7982758	-2.208099	-.4130954	-.5266227	.3254671	-.3821831	-.3572158	-.1757821	.4457	-.9012755	-.264672	-.4463564	-.3026771	-.6293404	-.3154405	-.1158556	-.3154405	.3282556	-.0669746	1.121357	.7857075	-.0852799	-.8450942
