filename	date	plate	index	anxa6_dich	line	diet	Exp	overfeeding	cholesterol	glucose	VAST	Imaged	age	protein	ldl	gluc	tc	tg	Anders_batch	pos_bio	Löpnr	Volume	CellVolume_Av	CellVolume_Stdev	CellInt_Av	CellInt_Stdev	NrCells	CellInt_Tot	isletNr	IV	ISA	IED	IPAL1	IPAL2	IPAL3	LiverLipN	LiverArea	LiverLipArea	LiverLipInt_Av	LiverLipIntBG	LiverLipInt_Tot	LiverLipInt_Av_Res	LiverLipInt_Tot_Res	vld_area	length	dorsal_area	lateral_area	file	batch	tank	batch_bio	tod	qRNA	tank_n	batch_n	nr_tanks	intlength	intdorsal_area	intlateral_area	intangle	inteye_area	intcurvature	intpig_dorsal_tail	intldl	inttg	inttc	intgluc	intprotein	intLiverArea	intLiverLipN	intLiverLipArea	intLiverLipInt_Tot	intLiverLipInt_Tot_Res	intNrCells	intVolume	intCellVolume_Av	intCellVolume_Stdev	intCellInt_Tot	intCellInt_Av	intCellInt_Stdev	intIV	intISA	intIED	intIPAL1	intIPAL2	intIPAL3
InsH2Bfabp_CD15_09dpf_VAST02_plate01_ANXA6_220616_G08	220616	1	MD056	0	insH2Bfabp	CD15	ANXA6	1	0	0	2	1	9	17.507326	14.530639	5.2483413	2.211924	7.4823936	1	7	56	345632	6401	5011	9028	2899	54	3.115e+09	1	3526616	155642	128	215	187	136	70	551944	5211	2222.5978	2328.9032	1.16e+07	21.8801	1.01e+07	12	3946.795	980762.6	1261472	44_ANXA6	1	3	2	4.8	1	3	1	8	-.7297922	-.1323128	-.9114298	.8477958	1.215598	1.515564	-1.3116	-.0601954	-1.011034	-.0099471	-.2224032	.7124431	.0796597	1.754382	1.754382	1.593219	1.357561	-.1159498	.5244005	1.122762	.7112601	.5244005	.4377901	.3543496	-.3957253	.3543496	-.0772036	-.9271548	.2137151	.7112601
InsH2Bfabp_CD15_09dpf_VAST02_plate01_ANXA6_220616_C05	220616	1	MD031	0	insH2Bfabp	CD15	ANXA6	1	0	0	2	1	9	13.538898	20.213582	7.3413354	2.55222	9.352992	1	31	31	326519	6802	5368	10361	3028	48	3.456e+09	1	3574928	151309	125	225	213	135	7	483076	576	4436.434	3575.893	2555386	614.7261	-2.00e+07	222	3736.361	916521.9	1289974	44_ANXA6	1	3	1	3.283333	1	3	1	8	-1.715755	-1.205345	-.7874227	-.9789874	-.7874227	-.1631881	-1.215598	1.116987	.1509692	.5543124	1.378659	-.3982089	-.7916386	-1.409355	-1.067571	-.409	-1.980752	-.5920066	.4377901	1.37468	1.19838	.8694237	.7112601	.4377901	-.3543496	.1940281	-.2933812	-.6624353	1.481544	.6624353
InsH2Bfabp_CD15_09dpf_VAST02_plate01_ANXA6_220616_G05	220616	1	MD035	0	insH2Bfabp	CD15	ANXA6	1	0	0	2	1	9	15.005491	6.6698016	4.8360849	2.6543088	9.4309336	1	35	35	382062	5619	4592	10385	3270	68	3.977e+09	1	4688363	176366	138	254	204	139	52	586892	3860	3593.5565	3200.1148	1.39e+07	260.3312	-2369988		4172.427	1080668	1461207	44_ANXA6	1	3	1	3.55	1	3	1	8	.3760274	.8353711	.8477958	.6211776	-.5194481	.9310033	.7874227	-1.554774	.1916709	.7514516	-.6188731	.0497552	.3661064	1.263668	1.357561	1.754382	-.4972006	.5024022	.8144545	.5691847	.2733094	1.281552	.7618428	.6151411	.7112601	.9881546	.2334853	.4806444	1.122762	.9881546
InsH2Bfabp_CD15_09dpf_VAST02_plate01_ANXA6_220616_C04	220616	1	MD024	0	insH2Bfabp	CD15	ANXA6	1	0	0	2	1	9	15.868193	7.7247192	6.3106944	1.361184	6.7029776	1	24	24	461486	5185	3912	9523	2495	89	4.319e+09	1	5137342	203693	127	303	195	145	19	709358	1040	2679.4298	2855.5825	2786607	-205.9301	-7620659	269	3987.869	1012614	1376017	44_ANXA6	1	3	1	2.916667	1	3	1	8	-.3300273	.1768208	.1082554	.7874227	.9789874	-.0232116	.6211776	-1.432503	-1.554774	-1.016222	.6934934	.3134112	1.179761	-.387464	-.409	-.2002695	-1.179761	1.993984	1.608653	.1940281	-.4377901	1.481544	.5244005	-.1940281	1.053073	1.481544	-.1548709	1.768825	.6151411	1.087257
InsH2Bfabp_CD15_09dpf_VAST02_plate01_ANXA6_220616_G06	220616	1	MD043	0	insH2Bfabp	CD15	ANXA6	1	0	0	2	1	9	13.107548	15.551527	4.5823886	1.6674504	10.677999	1	43	43															27	409128	2530	2906.7431	2423.6487	7354060	582.8635	4260584	295	4010.581	989480.6	1361990	44_ANXA6	1	3	1	3.983333	1	3	1	8	-.1518435	0	-.0648721	-.0648721	-.2847156	.2104284	.4228376	.2224032	.7454495	-.6497201	-.7322762	-.6253429	-1.465234	.2206091	.6374841	.7916386	.409													
InsH2Bfabp_CD15_09dpf_VAST02_plate01_ANXA6_220616_C08	220616	1	MD053	0	insH2Bfabp	CD15	ANXA6	1	0	0	2	1	9	14.660411	29.7759	6.2155583	2.2459536	8.573576	1	4	53	340353	5005	3678	4624	1301	68	1.613e+09	1	4828131	188996	145	248	216	116	59	601280	4392	1878.9374	1954.5545	8252293	164.844	1.31e+07	0	4187.074	1063307	1438568	44_ANXA6	1	3	2	4.616667	1	3	1	8	.4705935	.6069868	.5695757	.5194481	-.1518435	.6744897	1.421497	1.911036	-.3477872	.0397983	.5947658	-.0397983	.5427505	1.465234	1.593219	1.103428	1.593219	.5024022	.4806444	-.0385731	-.8144545	-.6624353	-1.122762	-1.608653	.9271548	1.19838	.6151411	.2137151	1.608653	-.1159498
InsH2Bfabp_CD15_09dpf_VAST02_plate02_ANXA6_220616_C02	220616	2	MD067	0	insH2Bfabp	CD15	ANXA6	1	0	0	2	1	9	9.3116602	17.89957	5.5496056	2.55222	11.535357	1	18	67	113006	2457	2135	2379	806	46	2.694e+08	1	2865561	106684	123	237	184	80										3451.388	751239.6	1022319	44_ANXA6	1	3	2	5.5	1	3	1	8	-2.38152	-2.375107	-2.38152	1.715755	-1.945423	-.9310033	1.215598	.631062	1.328539	.5543124	.0401168	-1.629654						-.7363159	-1.608653	-1.993984	-1.993984	-1.993984	-1.993984	-1.993984	-.7618428	-.8694237	-.4166655	-.313572	.0965586	-1.683348
InsH2Bfabp_CD15_09dpf_VAST02_plate02_ANXA6_220616_G02	220616	2	MD071	0	insH2Bfabp	CD15	ANXA6	1	0	0	2	1	9	11.727225	22.901921	4.3921164	3.7092264	7.8721016	1	22	71	248195	5281	4023	7377	2527	47	1.928e+09	1	2703654	106375	102	273	179	90	38	473530	2640	1476.7098	1610.8042	3898514	209.4653	1.46e+07	11	3948.643	930937.2	1280074	44_ANXA6	1	3	2	5.666667	1	3	1	8	-.6744897	-1.118958	-.8477958	.1518435	-.6744897	-1.27107	1.3116	1.432503	-.7857738	1.629654	-.8274183	-.983428	-.9057289	.7647097	.7383242	.1196481	1.754382	-.6624353	-.3957253	.2334853	-.3543496	-.4377901	-.313572	-.1548709	-.8694237	-.9271548	-1.122762	1.122762	-.0772036	-1.122762
InsH2Bfabp_CD15_09dpf_VAST02_plate02_ANXA6_220616_G01	220616	2	MD063	0	insH2Bfabp	CD15	ANXA6	1	0	0	2	1	9	11.037064	16.878682	5.1056372	.1361184	9.0412256	1	14	63	130138	3615	2559	4732	1382	36	6.660e+08	1	2137919	74962	85	247	166	96	12	370512	633	2346.7156	2144.6184	1485471	385.5539	3116722	16	3901.498	873545.3	1227991	44_ANXA6	1	3	2	5.25	1	3	1	8	-1.051338	-1.937932	-1.215598	-.7297922	-1.421497	.2581433	1.715755	.5244005	-.0200544	-2.654759	-.3371551	-1.085325	-2.411822	-.8473045	-.9674216	-.9674216	.2410404	-1.481544	-1.281552	-1.122762	-1.608653	-1.19838	-1.053073	-1.37468	-1.281552	-1.37468	-1.768825	.1159498	-.3749572	-.9881546
InsH2Bfabp_CD15_09dpf_VAST02_plate01_ANXA6_220616_C06	220616	1	MD039	0	insH2Bfabp	CD15	ANXA6	1	0	0	2	1	9	14.57414	16.334208	5.3434774	1.7695392	8.963284	1	39	39	274006	5592	4746	6873	2336	49	2.016e+09	1	3449492	129027	109	236	173	150	21	639708	1728	2220.4045	2253.4092	3836859	117.8232	3625991	7	4151.207	1024921	1405655	44_ANXA6	1	3	1	3.716667	1	3	1	8	.3300273	.2669941	.2847156	1.215598	1.551885	1.00517	-.1957222	.4789137	-.1105162	-.4859761	-.2018935	-.0796597	.7916386	-.2002695	.0796597	.0397983	.3238762	-.5024022	-.1940281	.4806444	.4806444	-.313572	-.5244005	-.313572	-.5244005	-.3957253	-.9271548	-.3749572	-.1940281	1.481544
InsH2Bfabp_CD15_09dpf_VAST02_plate01_ANXA6_220616_G01	220616	1	MD006	0	insH2Bfabp	CD15	ANXA6	1	0	0	2	1	9							6	6	405214	5628	5067	7015	2332	72	2.908e+09	1	4382229	177945	147	222	193	160	20	599494	1164	2215.7122	2590.3863	2579089	-324.9133	-3337700	90	3941	970624.1	1357878	44_ANXA6	1	3	1	1.866667	1	3	1	8	-.7874227	-.2216821	-.1518435	-.6744897	.4705935	-.2581433	-.0216105						.4972006	-.3029805	-.3661064	-.3661064	-.6374841	.9271548	.9881546	.6151411	.8694237	.313572	-.4377901	-.3543496	.5244005	1.053073	.6624353	-.7618428	.5466556	2.423196
InsH2Bfabp_CD15_09dpf_VAST02_plate02_ANXA6_220616_C01	220616	2	MD059	0	insH2Bfabp	CD15	ANXA6	1	0	0	2	1	9	14.746681	12.829159	7.6743117	1.8375984	7.9500432	1	10	59	449159	6417	5020	8761	2709	70	3.974e+09	1	5542011	215038	158	255	212	132	5	495204	255	2646	3413.4544	674730	-964.5502	-1.92e+07		3952.495	965644.5	1366386	44_ANXA6	1	3	2	5	1	3	1	8	-.5194481	-.4549811	.0216105	-1.129657	-.9789874	-1.173137	-.9114298	-.3691714	-.6934934	-.409	1.625763	.0099471	-.5427505	-1.754382	-1.593219	-1.465234	-1.754382	.6624353	1.37468	1.281552	.7618428	1.19838	.3957253	.1159498	1.37468	1.768825	1.238894	.6151411	1.326678	.5466556
InsH2Bfabp_CD15_09dpf_VAST02_plate01_ANXA6_220616_C02	220616	1	MD009	0	insH2Bfabp	CD15	ANXA6	1	0	0	2	1	9	13.711439	11.195738	5.93015	2.892516	10.21035	1	9	9	244895	4082	3383	8073	2812	60	2.049e+09	1	3588145	127176	127	254	143	117	8	628894	439	2196.0683	2048.2396	964074	360.1916	4227274	2	3938.745	947161.9	1328898	44_ANXA6	1	3	1	2.066667	1	3	1	8	-.8477958	-.8353711	-.4705935	-1.215598	.3300273	-.6744897	-.5695757	-.7192287	.5359401	.920823	.294992	-.3134112	.7383242	-1.179761	-1.179761	-1.263668	.3661064	.1940281	-.5244005	-.9271548	-.9881546	-.2334853	-.0772036	.2733094	-.2733094	-.4806444	-.1548709	.4806444	-1.122762	0
InsH2Bfabp_CD15_09dpf_VAST02_plate01_ANXA6_220616_G02	220616	1	MD013	0	insH2Bfabp	CD15	ANXA6	1	0	0	2	1	9	10.346902	20.655967	8.3402644	.9528288	9.9765248	1	13	13	54207	1936	1442	3559	1358	28	1.935e+08	1	1519318	68587	114	203	114	83										3950.417	955236.8	1215729	44_ANXA6	1	3	1	2.316667	1	3	1	8	-.6211776	-.6069868	-1.421497	1.421497	1.129657	.1163093	-.1082554	1.281552	.4343973	-1.558784	2.053749	-1.332976						-1.869607	-2.423196	-2.423196	-2.423196	-2.423196	-1.481544	-1.481544	-1.481544	-1.481544	-.7363159	-1.281552	-1.608653	-1.281552
InsH2Bfabp_CD15_09dpf_VAST02_plate01_ANXA6_220616_C07	220616	1	MD046	0	insH2Bfabp	CD15	ANXA6	1	0	0	2	1	9	3.9629099	12.931248	4.931221	2.3140128	6.5470944	1	46	46	324364	4569	4430	10714	3834	71	3.429e+09	1	3685046	120730	122	201	181	117	9	793176	576	2249.5156	2591.686	1295721	-292.7993	-4643074	12	4200.848	1067374	1452534	44_ANXA6	1	3	1	4.166667	1	3	1	8	.6211776	.6607511	.6744897	.2399812	1.3116	-.5620615	1.551885	-.3371551	-1.706043	.169912	-.5359401	-2.654759	1.754382	-.9996905	-1.067571	-1.103428	-.7383242	.787876	.3957253	-.313572	-.0772036	.8144545	1.053073	1.281552	-.2334853	-.5691847	-.4806444	-1.426077	-.019283	0
InsH2Bfabp_CD15_09dpf_VAST02_plate01_ANXA6_220616_C03	220616	1	MD017	0	insH2Bfabp	CD15	ANXA6	1	0	0	2	1	9	17.507326	14.632728	3.995716	2.2459536	12.548598	1	17	17	203886	2872	2567	3098	876	71	6.593e+08	1	5769832	166901	141	344	166	145	26	605686	1558	1825.7773	2055.4777	2844561	-19.50847	5985201	5				44_ANXA6	1	3	1	2.466667	1	3	1	8								-.0300841	1.977368	.0397983	-1.237235	.7124431	.6374841	.1196481	.0397983	-.1598289	.7916386	.787876	-.8694237	-1.608653	-1.481544	-1.281552	-1.768825	-1.768825	1.768825	.5691847	.4377901	1.993984	-.3749572	1.087257
InsH2Bfabp_CD15_09dpf_VAST02_plate01_ANXA6_220616_G07	220616	1	MD049	0	insH2Bfabp	CD15	ANXA6	1	0	0	2	1	9	16.299544	19.124635	7.1986313	.9868584	10.989766	1	49	49	319007	5597	3745	10535	3309	57	3.268e+09	1	4343467	155331	132	267	161	125	13	570688	831	2126.0337	2434.7686	1766734	-212.3008	-1515032	170	4246.961	1110979	1547893	44_ANXA6	1	3	1	4.35	1	3	1	8	.8477958	1.205345	1.3116	.1957222	.5695757	.4563363	.3300273	.9462914	.9307169	-1.465234	1.281552	.3982089	.2002695	-.7647097	-.7383242	-.8473045	-.2822162	0	.2733094	.5244005	-.6151411	.6624353	.8144545	.6624353	.3957253	.313572	.019283	.9881546	-.6386096	.1940281
InsH2Bfabp_CD15_09dpf_VAST02_plate01_ANXA6_220616_C01	220616	1	MD003	0	insH2Bfabp	CD15	ANXA6	1	0	0	2	1	9	18.542568	18.614191	8.0548561	2.382072	12.548598	1	3	3	156124	3548	2974	3444	1452	44	5.375e+08	1	3095152	110563	139	241	133	114	6	586452	224	2206.9911	2177.5625	494366	203.0046	1567786	0	3927.342	949240.4	1340113	44_ANXA6	1	3	1	1.75	1	3	1	8	-.9114298	-.7745655	-.3300273	-.9114298	-.2399812	-2.355084	-.1518435	.7857738	1.977368	.2822162	1.799118	1.22064	.3238762	-1.593219	-1.754382	-1.754382	.0796597	-.8416212	-1.122762	-1.281552	-1.281552	-1.481544	-1.608653	-1.19838	-.6151411	-.7112601	.2933812	-.2137151	-1.281552	-.2733094
InsH2Bfabp_CD15_09dpf_VAST02_plate01_ANXA6_220616_H04	220616	1	MD028	1	insH2Bfabp	CD15	ANXA6	1	0	0	2	1	9	13.021277	10.310969	5.993574	3.5050488	11.22359	1	28	28																											44_ANXA6	1	4	1	3.122222	2	4	1	8								-.8852904	1.135896	1.382994	.3265609	-.6620542																		
InsH2Bfabp_CD15_09dpf_VAST02_plate01_ANXA6_220616_D01	220616	1	MD004	1	insH2Bfabp	CD15	ANXA6	1	0	0	2	1	9	16.385814	16.096001	7.6425997	1.9396872	8.4956344	1	4	4	362731	4711	3686	7451	2242	77	2.651e+09	1	4712198	181513	148	296	155	122	38	576164	3232	3138.3403	3121.0276	1.01e+07	-92.07774	-4758843	70	4249.267	1020450	1419352	44_ANXA6	1	4	1	1.8	2	4	1	8	.9114298	.2216821	.4228376	-.7874227	.3760274	-1.681877	-.8477958	.3265609	-.4124631	-.2925825	1.554774	.4416671	.2410404	.7647097	.9674216	1.465234	-.7916386	1.37468	.6151411	-.1940281	-.7618428	.2334853	-.1940281	-.4377901	.7618428	1.122762	.7363159	1.481544	-.7618428	.1159498
InsH2Bfabp_CD15_09dpf_VAST02_plate02_ANXA6_220616_D01	220616	2	MD060	1	insH2Bfabp	CD15	ANXA6	1	0	0	2	1	9	16.730895	1.0549176	4.4079724	1.70148	7.9500432	1	11	60	213845	4112	3829	4576	1672	52	1.058e+09	2	4413303	141063	152	220	192	127	43	567910	3166	3150.5016	2788.7269	9974488	352.0486	699264.7	48	4351.986	1091165	1453222	44_ANXA6	1	4	2	5.05	2	4	1	8	1.421497	.8994349	.7297922	.3760274	.0648721	2.355084	.1082554	-2.65207	-.6934934	-.5659488	-.7721932	.5543124	.1598289	.9674216	.9057289	1.357561	0	-.2733094	-.7618428	-.8694237	-.5244005	-.9881546	-1.19838	-.9271548	.5691847	-.0385731	.8694237	-.8694237	.4377901	.2533471
InsH2Bfabp_CD15_09dpf_VAST02_plate02_ANXA6_220616_H02	220616	2	MD072	1	insH2Bfabp	CD15	ANXA6	1	0	0	2	1	9	14.48787	15.177202	6.3424064	2.211924	8.963284	1	23	72	120601	4467	4448	12954	4905	27	1.570e+09	1	1304848	56389	87	201	105	82	26	456567	2624	2277.6353	1919.6383	5976515	608.9302	1.14e+07	0	4076.078	967379.1	1319118	44_ANXA6	1	4	2	5.716667	2	4	1	8	-.0216105	-.4067242	-.5695757	-.5194481	-1.3116	-.5084881	-1.715755	.0802983	-.1105162	-.0099471	.7322762	-.1296727	-1.033036	.1196481	.6870306	.4972006	1.465234	-2.423196	-1.481544	-.4806444	-.0385731	-.7618428	1.993984	2.423196	-1.768825	-1.768825	-1.481544	-1.426077	-1.768825	-1.37468
InsH2Bfabp_CD15_09dpf_VAST02_plate01_ANXA6_220616_H02	220616	1	MD014	1	insH2Bfabp	CD15	ANXA6	1	0	0	2	1	9	12.417386	13.475722	3.5041795	1.8375984	6.9368024	1	14	14																								3712.452	896723.3	1134695	44_ANXA6	1	4	1	2.333333	2	4	1	8	-1.945423	-1.543098	-1.715755	.4705935	-1.715755	-.2104284	.7297922	-.2018935	-1.281552	-.409	-1.490853	-.7781036																		
InsH2Bfabp_CD15_09dpf_VAST02_plate01_ANXA6_220616_H01	220616	1	MD007	1	insH2Bfabp	CD15	ANXA6	1	0	0	2	1	9	18.542568	18.818369	6.1997023	2.7563976	10.444174	1	7	7	301348	4432	4174	5239	2074	68	1.429e+09	1	5224892	170770	162	245	200	131	1	590620	16	1717.875	2652.5361	27486	-903.5403	-6941663	8	4326.356	1107644	1538637	44_ANXA6	1	4	1	1.933333	2	4	1	8	1.3116	1.118958	1.215598	-.2847156	.7297922	-.6172997	.3760274	.8852904	.6807969	.8053202	.5475513	1.22064	.409	-2.147594	-2.411822	-2.411822	-.9674216	.5024022	.1940281	-.5466556	-.1548709	-.8144545	-.8694237	-.6624353	1.19838	.6624353	1.608653	-.0385731	.8979152	.4591118
InsH2Bfabp_CD15_09dpf_VAST02_plate01_ANXA6_220616_H07	220616	1	MD050	1	insH2Bfabp	CD15	ANXA6	1	0	0	2	1	9	18.024947	14.768846	4.2018442	2.1098352	11.067707	1	1	50	451267	6017	5695	5529	1440	75	2.579e+09	1	5750829	230120	143	256	232	153	113	690397	7561	2678.6772	2537.9444	2.03e+07	206.2222	1.52e+07	9	4263.512	1061617	1443891	44_ANXA6	1	4	2	4.416667	2	4	1	8	1.051338	.5549229	.6211776	.4228376	.0216105	1.173137	-.6211776	.0300841	1.011034	-.1397103	-.9944579	.9516592	.9674216	1.980752	1.980752	1.980752	1.980752	1.19838	1.481544	.8694237	1.426077	.1548709	-.7112601	-1.281552	1.608653	2.423196	.5691847	.7112601	2.423196	1.768825
InsH2Bfabp_CD15_09dpf_VAST02_plate01_ANXA6_220616_D02	220616	1	MD010	1	insH2Bfabp	CD15	ANXA6	1	0	0	2	1	9	12.848737	13.033337	8.5305366	2.4501312	10.366233	1	10	10	246442	5029	4485	11994	4291	49	2.926e+09	1	3007711	133716	120	221	174	128	14	551058	880	2195.9216	2663.1737	1932411	-439.3219	-5216862	24	4004.877	941644	1363874	44_ANXA6	1	4	1	2.133333	2	4	1	8	-.2399812	-.8994349	-.0216105	-1.715755	-.0648721	-.0696849	-.2847156	-.3054808	.6188731	.409	2.257129	-.6996803	.0397983	-.6870306	-.6374841	-.7916386	-.8473045	-.5024022	-.4377901	.0385731	.0385731	.3543496	1.481544	1.768825	-.6624353	-.2334853	-.5691847	-.8144545	-.1548709	.313572
InsH2Bfabp_CD15_09dpf_VAST02_plate01_ANXA6_220616_D05	220616	1	MD032	1	insH2Bfabp	CD15	ANXA6	1	0	0	2	1	9	11.986035	15.755705	6.6753827	1.0889472	9.5088752	1	32	32	278432	4420	4767	6543	2216	63	1.917e+09	1	3783430	149581	125	226	181	147	17	530742	976	2743.1742	2377.6941	2677338	479.0322	361996.6	12	4097.278	960201.4	1304972	44_ANXA6	1	4	1	3.35	2	4	1	8	.1518435	-.5549229	-.6744897	.0648721	-.7297922	.8616341	.1518435	.243007	.2533471	-1.382994	.8852904	-.9057289	-.2410404	-.4748125	-.5894558	-.2822162	-.0796597	.313572	-.0772036	-.6151411	.5244005	-.4806444	-.5691847	-.4806444	-.0385731	.0772036	-.2933812	-.5920066	-.019283	1.281552
InsH2Bfabp_CD15_09dpf_VAST02_plate01_ANXA6_220616_D04	220616	1	MD025	1	insH2Bfabp	CD15	ANXA6	1	0	0	2	1	9	11.986035	9.6644064	4.2018442	2.722368	9.5088752	1	25	25	129402	3405	3105	5134	1699	38	6.306e+08	2	2327205	92375	109	204	136	104	39	484632	3040	2525.1753	2110.1745	7676533	608.788	9891010					44_ANXA6	1	4	1	2.975	2	4	1	8								-1.011034	.2533471	.7781036	-.9944579	-.9057289	-.6870306	.8473045	.8473045	.9057289	1.179761	-1.37468	-1.37468	-1.37468	-1.19838	-1.37468	-.9271548	-.8694237	-1.19838	-1.122762	-.9271548	-1.19838	-1.19838	-.6866431
InsH2Bfabp_CD15_09dpf_VAST02_plate01_ANXA6_220616_D06	220616	1	MD040	1	insH2Bfabp	CD15	ANXA6	1	0	0	2	1	9	10.864523	17.89957	6.8656549	2.4161016	7.8721016	1	40	40	376084	5970	5026	11932	3607	63	4.527e+09	1	4228637	143283	156	212	206	116	21	383214	1217	2254.7699	2109.8712	2744055	338.7769	4963669	45				44_ANXA6	1	4	1	3.783333	2	4	1	8								.631062	-.7857738	.3449144	1.062519	-1.19995	-1.980752	-.2002695	-.3238762	-.2410404	.5894558	.313572	.6624353	.8144545	.8144545	1.608653	1.281552	.9271548	.313572	.0385731	1.020076	-1.053073	1.19838	-.1159498
InsH2Bfabp_CD15_09dpf_VAST02_plate02_ANXA6_220616_D02	220616	2	MD068	1	insH2Bfabp	CD15	ANXA6	1	0	0	2	1	9	18.197487	12.72707	6.0569981	1.9056576	1.94854	1	19	68	199648	3169	2799	4513	1918	63	8.646e+08	1	4281199	153261	158	251	202	105	56	890079	3633	2127.8858	2130.459	7730609	185.1301	9601615	1	4260.711	1144221	1552963	44_ANXA6	1	4	2	5.516667	2	4	1	8	.9789874	1.937932	1.551885	.9789874	1.945423	.4053977	2.38152	-.4124631	-2.65207	-.3238762	.3799265	1.050146	2.411822	1.357561	1.263668	.9674216	1.103428	.313572	-.9271548	-1.481544	-1.37468	-1.053073	-1.281552	-.8144545	.3543496	.2334853	1.238894	.3543496	1.053073	-.5466556
InsH2Bfabp_CD15_09dpf_VAST02_plate01_ANXA6_220616_H03	220616	1	MD021	1	insH2Bfabp	CD15	ANXA6	1	0	0	2	1	9	15.264302	11.570064	5.0739251	3.8793744	8.4956344	1	21	21	352175	5503	4691	10630	3462	64	3.790e+09	1	4667024	166085	159	234	192	127	21	592204	1392	2142.5611	2387.7261	2982445	-134.6218	497234.6	0	4415.62	1044241	1469372	44_ANXA6	1	4	1	2.716667	2	4	1	8	1.945423	.4549811	.9114298	-.1518435	.2847156		.6744897	-.6682093	-.4124631	1.754382	-.4124631	.149762	.4526599	-.2002695	-.0796597	-.1196481	-.0397983	.3957253	.5691847	.4377901	.3543496	1.053073	.9271548	.8694237	.6624353	.5244005	1.426077	-.4377901	.4377901	.2533471
InsH2Bfabp_CD15_09dpf_VAST02_plate01_ANXA6_220616_D08	220616	1	MD054	1	insH2Bfabp	CD15	ANXA6	1	0	0	2	1	9	17.852407	13.203485	5.5813176	2.5862496	11.379474	1	5	54	378266	6411	5695	4974	1479	59	2.041e+09	1	4031700	136818	157	200	187	133	45	800942	3280	2222.379	2268.6788	7289403	99.94828	6819980	17	4284.994	1142456	1580178	44_ANXA6	1	4	2	4.683333	2	4	1	8	1.215598	1.707553	1.945423	.7297922	.8477958		.9789874	-.2845356	1.195223	.6620542	.0601954	.920823	1.980752	1.067571	1.033036	.7383242	.9674216	.0965586	.7112601	1.19838	1.426077	-.2733094	-.9881546	-1.053073	.1548709	-.0772036	1.122762	-1.608653	.2137151	.6151411
InsH2Bfabp_CD15_09dpf_VAST02_plate01_ANXA6_220616_H06	220616	1	MD044	1	insH2Bfabp	CD15	ANXA6	1	0	0	2	1	9	11.899765	19.260754	5.6764537	2.382072	8.183868	1	44	44	244273	4698	3359	8739	3101	52	2.260e+09	1	3587375	128988	131	255	197	97	45	549876	3557	2406.6213	2319.0094	8560352	218.7648	7238698	8				44_ANXA6	1	4	1	4.05	2	4	1	8								.9781503	-.6067753	.2822162	.1105162	-.9516592	0	1.067571	1.179761	1.263668	1.033036	-.2733094	-.5691847	-.2334853	-1.053073	-.1548709	.3543496	.4806444	-.313572	-.4377901	-.0385731	.6151411	.787876	-.8979152
InsH2Bfabp_CD15_09dpf_VAST02_plate01_ANXA6_220616_D03	220616	1	MD018	1	insH2Bfabp	CD15	ANXA6	1	0	0	2	1	9	14.4016	8.2351632	4.931221	3.9474336	10.522116	1	18	18	265234	6315	4469	9192	2726	42	2.397e+09	1	3779492	124439	140	207	164	131	7	526806	329	2453.5198	2721.3079	807208	-257.2937	-7326432	11	4008.751	969607.3	1325399	44_ANXA6	1	4	1	2.533333	2	4	1	8	-.1957222	-.3128614	-.5194481	.0216105	-.9114298	1.681877	-.5194481	-1.328539	.7192287	1.914506	-.5359401	-.169912	-.3238762	-1.409355	-1.357561	-1.357561	-1.103428	-1.020076	-.2733094	1.053073	0	0	.4806444	.1548709	-.0772036	-.5244005	.3749572	-1.122762	-.4591118	.4591118
InsH2Bfabp_CD15_09dpf_VAST02_plate01_ANXA6_220616_H05	220616	1	MD036	1	insH2Bfabp	CD15	ANXA6	1	0	0	2	1	9	14.056519	13.679899	6.1521342	2.4161016	9.0412256	1	36	36	499319	7133	5580	11969	3333	70	5.982e+09	1	4865169	175769	159	241	212	104	16	508096	841	2375.0059	2450.152	1997380	16.6742	-1544868	178	4188.385	1112773	1333773	44_ANXA6	1	4	1	3.6	2	4	1	8	.5194481	1.301807	-.4228376	.9114298	1.715755		-2.38152	-.1814683	-.0200544	.3449144	.4676988	-.2104284	-.409	-.5427505	-.6870306	-.7383242	-.3238762	.6624353	1.768825	1.768825	1.281552	2.423196	1.37468	.7112601	.9881546	.9271548	1.426077	-.2137151	1.326678	-.6866431
InsH2Bfabp_CD15_09dpf_VAST02_plate01_ANXA6_220616_D07	220616	1	MD047	1	insH2Bfabp	CD15	ANXA6	1	0	0	2	1	9	18.801379	18.205836	5.4069015	2.2799832	6.7029776	1	47	47	272864	4548	3747	5511	2073	60	1.422e+09	1	4360255	172782	142	247	188	121	175	791030	14146	2563.4807	2338.8384	3.63e+07	349.848	3.46e+07	10	4519.824	1167399	1593607	44_ANXA6	1	4	1	4.233333	2	4	1	8	2.38152	2.375107	2.38152	.1082554	.1957222	-.4563363	1.945423	.6934934	-1.554774	.099634	-.1105162	1.286087	1.593219	2.411822	2.411822	2.411822	2.411822	.1940281	-.2334853	-.3543496	-.5691847	-.8694237	-.7618428	-.7112601	.4377901	.8694237	.5024022	.1159498	.313572	.0772036
