filename	date	plate	index	line	diet	Exp	overfeeding	cholesterol	glucose	VAST	Imaged	age	N19_nwt	dusp26_dich	qRNA	protein	ldl	gluc	tc	tg	Anders_batch	pos_bio	Löpnr	Volume	CellVolume_Av	CellVolume_Stdev	CellInt_Av	CellInt_Stdev	NrCells	CellInt_Tot	isletNr	IV	ISA	IED	IPAL1	IPAL2	IPAL3	LiverLipN	LiverArea	LiverLipArea	LiverLipInt_Av	LiverLipIntBG	LiverLipInt_Tot	LiverLipInt_Av_Res	LiverLipInt_Tot_Res	vld_area	length	dorsal_area	lateral_area	file	batch	tank	batch_bio	tod	tank_n	batch_n	nr_tanks	intlength	intdorsal_area	intlateral_area	intangle	inteye_area	intcurvature	intpig_dorsal_tail	intldl	inttg	inttc	intgluc	intprotein	intLiverArea	intLiverLipN	intLiverLipArea	intLiverLipInt_Tot	intLiverLipInt_Tot_Res	intNrCells	intVolume	intCellVolume_Av	intCellVolume_Stdev	intCellInt_Tot	intCellInt_Av	intCellInt_Stdev	intIV	intISA	intIED	intIPAL1	intIPAL2	intIPAL3
InsH2Bfabp_CD15_09dpf_VAST02_plate01_DUSP26_200821_E08	200821	1	NB500	insH2Bfabp	CD15	DUSP26	1	0	0	2	1	9	.7950978	1	2	12.664742	.4764144	.3012643	.510444	.3117664	1	45	45															221	686010	20041	40478.739	33900.798	8.11e+08	3823.246	3.10e+08	39	4267.538	1204349	1610011	6_DUSP26	1	2	1	7.066667	2	1	3	.5084881	1.37281	2.355084	-1.00517	1.914506	-.7916386	2.355084	.9467818	-1.366204	1.67594	-.3186394	1.402673	.2981024	.8584844	1.189164	.650104	1.189164													
InsH2Bfabp_CD15_09dpf_VAST02_plate01_DUSP26_200821_F05	200821	1	NB481	insH2Bfabp	CD15	DUSP26	1	0	0	2	1	9	.9847536	1	2	8.2955876	.6125328	.12684813	.3062664	4.0529632	1	28	28	341310	6826	4854	8188	2662	50	2.868e+09	1	3816642	157503	139	219	163	135	165	627626	14432	47676.771	49974.349	6.88e+08	-4732.639	-3.07e+07	17	4001.612	975813	1323799	6_DUSP26	1	2	1	5.516667	2	1	3	-.5084881	-.8483799	-.7339767	-1.27107	-1.681877	-.1024905	-.0696849	1.987428	1.601009	-.0195843	-2.417559	.3186394	-.0587829	-.0587829	.1375134	.2573935	-.1771698	-.6193067	-.7318081	.0447762	-.6193067	-.3186394	-.2257079	.0447762	-.5141561	-.0447762	.0896424	-.9915265	-.6744897	1.241867
InsH2Bfabp_CD15_09dpf_VAST02_plate01_DUSP26_200821_C08	200821	1	NB499	insH2Bfabp	CD15	DUSP26	1	0	0	2	1	9	0	0	1	3.6216082	.3743256	.25369626	.3062664	1.7147152	1	44	44															199	921735	18583	55716.625	47704.563	1.04e+09	5531.865	3.47e+08	27				6_DUSP26	1	2	1	6.791667	2	1	3								-.2372021	.1573107	-.0195843	-.9778975	-1.028805	1.987428	.4022501	.9165567	1.601009	1.473468													
InsH2Bfabp_CD15_09dpf_VAST02_plate01_DUSP26_200821_D02	200821	1	NB459	insH2Bfabp	CD15	DUSP26	1	0	0	2	1	9	.9779295	1	2		.340296	.22198422	.2041776	.4676496	1	9	9															98	387446	7072	45777.251	40936.36	3.24e+08	2226.103	-2.73e+08	0	3834.222	929411.9	1246668	6_DUSP26	1	2	1	2.583333	2	1	3	-1.27107	-1.161883	-.9310033	-.2581433	.3064536		-.5084881	-.7502154	-.8871465	-1.67594	-1.318011		-1.366204	-1.189164	-1.272699	-.9778975	-1.189164													
InsH2Bfabp_CD15_09dpf_VAST02_plate01_DUSP26_200821_C02	200821	1	NB458	insH2Bfabp	CD15	DUSP26	1	0	0	2	1	9	1	1	2	3.4183918	.4083552	.28540829	.2722368	1.3250072	1	8	8															172	749375	13978	51413.09	50820.825	7.19e+08	-1825.962	-1.15e+07	22				6_DUSP26	1	2	1	2.35	2	1	3								.2372021	-.0195843	-.4887764	-.5334097	-1.291794	.9165567	-.0195843	.0980721	.3393116	.0587829													
InsH2Bfabp_CD15_09dpf_VAST02_plate01_DUSP26_200821_H05	200821	1	NB483	insH2Bfabp	CD15	DUSP26	1	0	0	2	1	9	1	1	2	7.9907629	.510444	.22198422	.3062664	.5455912	1	30	30															125	618996	10178	53499.876	56574.841	5.45e+08	-5378.77	-2.63e+08	0	4067.377	1060092	1387755	6_DUSP26	1	2	1	5.883333	2	1	3	-.2104284	-.1423641	-.3554904	.1631881	-.5084881	.5962318	.7961826	1.366204	-.6992833	-.0195843	-1.318011	.2487277	-.1375134	-.650104	-.6024495	-.1771698	-1.113194													
InsH2Bfabp_CD15_09dpf_VAST02_plate01_DUSP26_200821_A02	200821	1	NB457	insH2Bfabp	CD15	DUSP26	1	0	0	2	1	9	.0082898	0	1	6.6698557	.3743256	.47568048	.3062664	1.7926568	1	7	7	252362	4137	4657	8091	2666	61	2.036e+09	1	3805496	136048	145	234	219	93	180	583736	13068	44552.335	41061.25	5.82e+08	878.7814	-1.61e+07	32	3534.511	785902.1	1077842	6_DUSP26	1	2	1	2.116667	2	1	3	-2.355084	-2.34813	-2.355084	-2.355084	-1.914506	.051178	-.9310033	-.2372021	.217107	-.0195843	1.189164	.0223825	-.3811055	.0587829	-.0195843	-.0195843	-.0587829	.2257079	-1.150349	-1.345167	-.8544474	-.8544474	-.3186394	.1346898	-.6193067	-.6193067	.3186394	-.6193067	1.611169	-1.241867
InsH2Bfabp_CD15_09dpf_VAST02_plate01_DUSP26_200821_G02	200821	1	NB462	insH2Bfabp	CD15	DUSP26	1	0	0	2	1	9	.9859836	1	2	11.445443	.4083552	.58667259	.340296	3.2735472	1	12	12															107	548442	8016	33665.431	30243.246	2.70e+08	594.7568	-1.82e+08	18	4385.517	1122329	1540491	6_DUSP26	1	2	1	3.133333	2	1	3	1.27107	.5462332	.9310033	-.2104284	1.382994	0	-.2104284	.2372021	1.189164	.4450965	1.601009	.9555776	-.6992833	-.9778975	-1.113194	-1.473468	-.7502154													
InsH2Bfabp_CD15_09dpf_VAST02_plate01_DUSP26_200821_E02	200821	1	NB460	insH2Bfabp	CD15	DUSP26	1	0	0	2	1	9	.0686557	0	1	7.7875464	.510444	.3964004	.340296	2.0264816	1	10	10															85	354586	6169	46141.333	44136.092	2.85e+08	-545.9175	-3.55e+08	0	3768.288	888842.8	1166546	6_DUSP26	1	2	1	2.733333	2	1	3	-1.382994	-1.505968	-1.382994	-.3554904	-.3308726		-1.515564	1.366204	.4235761	.4450965	.7764218	.2028072	-1.987428	-1.473468	-1.601009	-1.189164	-1.473468													
InsH2Bfabp_CD15_09dpf_VAST02_plate01_DUSP26_200821_E05	200821	1	NB480	insH2Bfabp	CD15	DUSP26	1	0	0	2	1	9	0	0	1	4.1296495	.4764144	.28540829	.340296	.389708	1	27	27	354925	7552	6432	18579	5981	47	6.700e+09	1	3237348	131063	129	278	149	104	173	606706	13045	28271.472	23303.544	3.69e+08	2002.498	1.04e+07	14	4241.55	1098627	1420743	6_DUSP26	1	2	1	5.35	2	1	3	.4053977	.1903223	-.1163093	1.00517	.1163093	1.871871	.7339767	.9467818	-1.077516	.4450965	-.5334097	-.7916386	-.217107	.0195843	-.0587829	-.8584844	.1771698	-.9915265	-.5141561	.6193067	.4144133	1.611169	2.100166	2.100166	-.8544474	-.8544474	-.5141561	.8544474	-1.150349	-.8544474
InsH2Bfabp_CD15_09dpf_VAST02_plate01_DUSP26_200821_A05	200821	1	NB477	insH2Bfabp	CD15	DUSP26	1	0	0	2	1	9	1	1	2	6.5682474	.3743256	.33297634	.2382072	.7014744	1	24	24															129	602486	12528	40453.093	35875.686	5.07e+08	1861.984	-2.14e+07	73	4077.771	1035941	1372891	6_DUSP26	1	2	1	3.866667	2	1	3	-.1631881	-.3878687	-.5084881	-.6744897	-.3308726	.3661064	.5084881	-.2372021	-.5109658	-.9778975	.0980721	-.0223825	-.2981024	-.5334097	-.1771698	-.3393116	-.1375134													
InsH2Bfabp_CD15_09dpf_VAST02_plate01_DUSP26_200821_G03	200821	1	NB468	insH2Bfabp	CD15	DUSP26	1	0	0	2	1	9	1	1	2		.3062664	.33297634	.2722368	.7014744	1	18	18															128	589334	11965	40758.986	32455.648	4.88e+08	5519.905	5646935	8	3981.29	913635.9	1185493	6_DUSP26	1	3	1	3.216667	3	1	3	-.6172997	-1.37281	-1.173137	-1.515564	-1.27107	-2.318758	-.5620615	-1.272699	-.5109658	-.4887764	.0980721		-.3393116	-.6024495	-.2573935	-.4235761	.1375134													
InsH2Bfabp_CD15_09dpf_VAST02_plate01_DUSP26_200821_A09	200821	1	NB504	insH2Bfabp	CD15	DUSP26	1	0	0	2	1	9	1	1	2	11.547052	.3743256	.28540829	.2382072	.1558832	1	48	48	81133	3528	2521	9440	3435	23	8.308e+08	1	1483942	54316	93	149	136	95	130	426470	10044	53406.484	51422.772	5.36e+08	-422.5467	-2.02e+08	88	3863.931	973988.6	1263939	6_DUSP26	1	3	1	6.283333	3	1	3	-1.00517	-.9929082	-.8616341	-.8616341	-.6456308	-.4213913	-.1631881	-.2372021	-1.987428	-.9778975	-.5334097	1.028805	-1.189164	-.4668251	-.7502154	-.2573935	-.8584844	-2.100166	-2.100166	-2.100166	-2.100166	-1.611169	.5141561	.7318081	-1.611169	-1.611169	-1.611169	-1.611169	-1.611169	-.9915265
InsH2Bfabp_CD15_09dpf_VAST02_plate01_DUSP26_200821_E03	200821	1	NB466	insH2Bfabp	CD15	DUSP26	1	0	0	2	1	9	1	1	2	3.0119588	.4083552	.31712032	.2382072	.8573576	1	16	16															366	932852	27907	56986.636	51489.395	1.59e+09	3092.308	8.51e+08	109	4327.768	1148737	1566316	6_DUSP26	1	3	1	2.8	3	1	3	.7961826	.8483799	1.382994	.6172997	.2581433	.206072	1.085325	.2372021	-.3601299	-.9778975	-.1375134	-2.368567	2.417559	2.417559	2.417559	2.417559	2.417559													
InsH2Bfabp_CD15_09dpf_VAST02_plate01_DUSP26_200821_H06	200821	1	NB489	insH2Bfabp	CD15	DUSP26	1	0	0	2	1	9	1	1	2	15.306557	.5785032	.4915365	.5444736	4.2088464	1	35	35															228	722518	18565	46059.449	38280.814	8.55e+08	5111.04	2.94e+08	44	4450.256	1190083	1603431	6_DUSP26	1	3	1	5.95	3	1	3	2.355084	1.260339	1.914506	.7961826	1.00517	1.113937	1.914506	1.76167	1.862732	1.987428	1.318011	2.368567	.6024495	.9778975	.8584844	.8584844	1.043158													
InsH2Bfabp_CD15_09dpf_VAST02_plate01_DUSP26_200821_A06	200821	1	NB484	insH2Bfabp	CD15	DUSP26	1	0	0	2	1	9	0	0	1	4.1296495	.510444	.28540829	.4423848	1.169124	1	31	31															18	698738	1401	35851.924	36013.717	5.02e+07	-2874.472	-4.80e+08	15				6_DUSP26	1	3	1	5.5	3	1	3								1.366204	-.0980721	1.318011	-.5334097	-.7916386	.4235761	-2.417559	-2.417559	-2.417559	-1.987428													
InsH2Bfabp_CD15_09dpf_VAST02_plate01_DUSP26_200821_B09	200821	1	NB505	insH2Bfabp	CD15	DUSP26	1	0	0	2	1	9	1	1	2	9.7181031	.2722368	.25369626	.2722368	.8573576	1	49	49	178430	4956	3862	8471	3151	36	1.449e+09	1	2383539	104780	101	208	160	125	231	658458	18153	52500.955	47535.626	9.53e+08	2481.772	2.67e+08	29	4220.073	1124258	1479271	6_DUSP26	1	3	1	6.583333	3	1	3	.3554904	.6894088	.4563363	.0232116	-.4563363	.1540745	-.6744897	-1.862732	-.3601299	-.4887764	-.9778975	.6744897	.1375134	1.113194	.6992833	1.366204	.9778975	-1.345167	-1.345167	-.8544474	-1.611169	-.9915265	.0447762	.4144133	-1.150349	-1.150349	-1.345167	-1.150349	-.8544474	.4637077
InsH2Bfabp_CD15_09dpf_VAST02_plate01_DUSP26_200821_H09	200821	1	NB511	insH2Bfabp	CD15	DUSP26	1	0	0	2	1	9	1	1	2	13.782433	.4083552	.42811243	.3062664	2.0264816	1	6	55															134	546256	11739	37281.726	30660.056	4.38e+08	3802.53	-2.01e+07	0	4369.938	1110725	1526256	6_DUSP26	1	3	2	7.7	3	1	3	1.00517	.3373553	.7961826	.0696849	.2104284	-.206072	.4563363	.2372021	.4235761	-.0195843	.9165567	1.534121	-.7502154	-.4022501	-.2981024	-.5561256	-.0980721													
InsH2Bfabp_CD15_09dpf_VAST02_plate01_DUSP26_200821_F09	200821	1	NB509	insH2Bfabp	CD15	DUSP26	1	0	0	2	1	9	0	0	1	6.0602062	.3062664	.26955227	.4083552	1.558832	1	4	53															223	653762	20077	53841.039	46792.848	1.08e+09	4549.863	4.05e+08	5	4289.949	1189665	1591618	6_DUSP26	1	3	2	7.333333	3	1	3	.6172997	1.161883	1.681877	.8616341	1.515564	-.9405437	1.173137	-1.272699	.0587829	.9778975	-.7502154	-.1573107	.0587829	.9165567	1.272699	1.987428	1.601009													
InsH2Bfabp_CD15_09dpf_VAST02_plate01_DUSP26_200821_B03	200821	1	NB465	insH2Bfabp	CD15	DUSP26	1	0	0	2	1	9	1	1	2	9.2100619	.4423848	.31712032	.3062664	2.9617808	1	15	15															212	855456	17184	49123.681	48796.565	8.44e+08	-2131.366	1.41e+08	39	4091.744	1012748	1383090	6_DUSP26	1	3	1	2.3	3	1	3	-.1163093	-.5462332	-.4053977	-.9310033	-.7339767	.7916386	-.4563363	.6024495	.8031726	-.0195843	-.1375134	.4887764	1.601009	.6024495	.5561256	.8031726	.5109658													
InsH2Bfabp_CD15_09dpf_VAST02_plate01_DUSP26_200821_C09	200821	1	NB506	insH2Bfabp	CD15	DUSP26	1	0	0	2	1	9	0	0	1	4.739299	.3743256	.33297634	.3062664	.5455912	1	1	50															205	577456	16538	40283.194	35611.459	6.66e+08	1951.057	1.42e+08	53	4395.334	1245935	1578773	6_DUSP26	1	3	2	6.783333	3	1	3	1.382994	1.906358	1.515564	.9310033	2.355084	-1.214676	-.7339767	-.2372021	-.6992833	-.0195843	.0980721	-.4389272	-.4668251	.5109658	.4235761	.217107	.5561256													
InsH2Bfabp_CD15_09dpf_VAST02_plate01_DUSP26_200821_G09	200821	1	NB510	insH2Bfabp	CD15	DUSP26	1	0	0	2	1	9	.7957094	1	2	13.884041	.4764144	.63424064	.4423848	3.89708	1	5	54															219	718175	17888	51210.126	48554.578	9.16e+08	192.2535	2.16e+08	8				6_DUSP26	1	3	2	7.516666	3	1	3								.9467818	1.473468	1.318011	1.76167	1.699178	.5561256	.8031726	.650104	1.113194	.6992833													
InsH2Bfabp_CD15_09dpf_VAST02_plate02_DUSP26_200821_G03	200821	2	NB529	insH2Bfabp	CD15	DUSP26	1	0	0	2	1	9	0	0	1	5.4079861	.5444736	.38054438	.4083552	1.6367736	1	22	71	528742	6693	5983	7155	2290	79	3.877e+09	1	1982	753	15	19	14	13	157	687864	12800	31084.52	27417.301	3.98e+08	783.5945	-1.61e+07	1	4442.961	1220050	1560724	6_DUSP26	1	3	2	9.016666	3	1	3	1.681877	1.672937	1.27107	1.27107	1.173137	1.465234	1.27107	1.601009	.0980721	.9778975	.650104	-.2487277	.3393116	-.1375134	-.0980721	-.7502154	.0195843	1.345167	.9915265	-.1346898	.1346898	.2257079	-.7318081	-.7318081	-2.100166	-2.100166	-2.100166	-2.100166	-2.100166	-2.100166
InsH2Bfabp_CD15_09dpf_VAST02_plate01_DUSP26_200821_F03	200821	1	NB467	insH2Bfabp	CD15	DUSP26	1	0	0	2	1	9	1	1	2	8.2955876	.3743256	.33297634	.340296	3.6632552	1	17	17															120	644297	11995	36036.955	31619.512	4.32e+08	1617.383	-3.85e+07	37	4150.28	1058671	1449065	6_DUSP26	1	3	1	3	3	1	3	.0696849	-.1903223	.2104284	-.7961826	.5894558	-.2586331	.2581433	-.2372021	1.366204	.4450965	.0980721	.3186394	-.0195843	-.6992833	-.217107	-.6024495	-.2981024													
InsH2Bfabp_CD15_09dpf_VAST02_plate01_DUSP26_200821_A03	200821	1	NB464	insH2Bfabp	CD15	DUSP26	1	0	0	2	1	9	1	1	2	8.9052371	.340296	.22198422	.3062664	1.94854	1	14	14															129	563738	10096	44538.326	44529.029	4.50e+08	-2534.048	-1.96e+08	17	3612.655	885852.1	1166935	6_DUSP26	1	3	1	2.183333	3	1	3	-1.914506	-1.672937	-1.27107	-1.681877	-1.515564	-1.113937	-.8616341	-.7502154	.3186394	-.0195843	-1.318011	.390146	-.5561256	-.5334097	-.650104	-.4668251	-.8031726													
InsH2Bfabp_CD15_09dpf_VAST02_plate01_DUSP26_200821_D09	200821	1	NB507	insH2Bfabp	CD15	DUSP26	1	0	0	2	1	9	.0472578	0	1	14.087258	.4764144	.26955227	.510444	3.1956056	1	2	51															151	536271	11114	52343.613	48257.118	5.82e+08	1617.286	-1.14e+08	21	4305.073	1116467	1532656	6_DUSP26	1	3	2	6.933333	3	1	3	.7339767	.3878687	.8616341	.5620615	-.2581433	.5361763	.6172997	.9467818	1.00999	1.67594	-.7502154	1.930286	-.8584844	-.217107	-.4235761	-.0587829	-.4235761													
InsH2Bfabp_CD15_09dpf_VAST02_plate01_DUSP26_200821_E09	200821	1	NB508	insH2Bfabp	CD15	DUSP26	1	0	0	2	1	9	1	1	2	4.6376907	.4083552	.38054438	.4423848	.8573576	1	3	52	372317	4899	4777	3821	1201	76	1.293e+09	2	4905437	173201	149	246	201	122	215	739900	16664	49793.523	51287.218	8.30e+08	-3902.649	9.33e+07	16				6_DUSP26	1	3	2	7.133333	3	1	3								.2372021	-.3601299	1.318011	.650104	-.5398714	.7502154	.6992833	.5109658	.7502154	.3393116	1.150349	-.2257079	-.9915265	-.7318081	-1.345167	-2.100166	-1.611169	.7318081	.6193067	.5141561	-.1346898	1.150349	.1800124
