filename	date	plate	index	line	diet	Exp	overfeeding	cholesterol	glucose	VAST	Imaged	age	wtKITAT1	inframeKITAT1	frameshiftKITAT1	wtKITAT5	inframeKITAT5	frameshiftKITAT5	slc5a2_dich	qRNA	WT_KITA	mutant_KITA	KITA_confirmed	protein	ldl	gluc	tc	tg	Anders_batch	pos_bio	Löpnr	Volume	CellVolume_Av	CellVolume_Stdev	CellInt_Av	CellInt_Stdev	NrCells	CellInt_Tot	isletNr	IV	ISA	IED	IPAL1	IPAL2	IPAL3	LiverLipN	LiverArea	LiverLipArea	LiverLipInt_Av	LiverLipIntBG	LiverLipInt_Tot	LiverLipInt_Av_Res	LiverLipInt_Tot_Res	vld_area	length	dorsal_area	lateral_area	file	batch	tank	batch_bio	tod	tank_n	batch_n	nr_tanks	intlength	intdorsal_area	intlateral_area	intangle	inteye_area	intcurvature	intpig_dorsal_tail	intldl	inttg	inttc	intgluc	intprotein	intLiverArea	intLiverLipN	intLiverLipArea	intLiverLipInt_Tot	intLiverLipInt_Tot_Res	intNrCells	intVolume	intCellVolume_Av	intCellVolume_Stdev	intCellInt_Tot	intCellInt_Av	intCellInt_Stdev	intIV	intISA	intIED	intIPAL1	intIPAL2	intIPAL3
InsH2Bfabp_CD15_09dpf_VAST02_plate01_SLC5A2_211014_G07	211014	1	NS540	insH2Bfabp	CD15	SLC5A2	1	0	0	2	1	9	.11918195	0	.88081805	1	0	0	1	4		1	1	15.774958	.1361184	.17441618	.0680592	1.2470656	1	2	51															304	722468	21895	25260.157	22256.06	5.53e+08	-1484.343	8.30e+07	12	4213.01	1007963	1469208	97_SLC5A2	2	2	3	7.666667	2	2	5	.1573107	.0522452	.3370077	.5751093	.3740954	-.0374211	.6102946	-.0288158	.2772226	-1.262145	-.2839215	.1300186	.2822162	.9924303	.8729028	1.324958	.5894558													
InsH2Bfabp_CD15_09dpf_VAST02_plate01_SLC5A2_211014_H03	211014	1	NS512	insH2Bfabp	CD15	SLC5A2	1	0	0	2	1	9	1	0	0	0	1	0	0	1	5		1	20.925048	.170148	.15856016	.170148	.5455912	1	23	23															140	382720	10506	10966.404	9621.4982	1.15e+08	-596.68	-3.68e+07	0	3448.986	761213.7	983992.6	97_SLC5A2	2	2	2	4.183333	2	2	5	-2.460124	-1.815517	-2.036834	-.4507442	-.3740954	-1.782751	-.5283993	.5951785	-.8375226	-.8172368	-.5413951	.8791677	-1.491606	-.8284646	-.8729028	-1.128144	-.8284646													
InsH2Bfabp_CD15_09dpf_VAST02_plate01_SLC5A2_211014_B02	211014	1	NS498	insH2Bfabp	CD15	SLC5A2	1	0	0	2	1	9	.39202658	0	.60797342	1	0	0	1	4		1	1	6.6550055	.0340296	.11099211	.2041776	.7014744	1	9	9															215	556876	15937	22139.178	17873.68	3.53e+08	660.4514	-6901585	138	3661.396	834486.4	1196259	97_SLC5A2	2	2	2	2.616667	2	2	5	-1.184763	-.9399909	-.741594	-.6185211	-.3370077	1.29875	.0522452	-1.748025	-.4307273	-.6654744	-.9288995	-2.114381	-.4477675	0	-.0929718	.2822162	-.3145723													
InsH2Bfabp_CD15_09dpf_VAST02_plate01_SLC5A2_211014_F01	211014	1	NS495	insH2Bfabp	CD15	SLC5A2	1	0	0	2	1	9	.30840389	.16368768	.52790844	1	0	0	1	4		1	1	14.487435	.0680592	.55496056	.340296	.5455912	1	6	6	239407	4988	4633	5941	1988	48	1.474e+09	1	3276732	115399	148	262	148	107	285	593458	20438	24823.944	21797.484	5.07e+08	-1369.542	4.88e+07	53				97_SLC5A2	2	2	2	2.3	2	2	5								-1.230818	-.8375226	-.0288158	1.217197	-.1010129	-.2822162	.7647097	.6648088	.9674216	.3803256	-.5485223	-.871771	-1.001331	-.6484922	-1.23544	-1.001331	-.7009514	-.4537622	-.8122178	.4307273	.146745	-.9345893	-.9027348
InsH2Bfabp_CD15_09dpf_VAST02_plate01_SLC5A2_211014_D04	211014	1	NS516	insH2Bfabp	CD15	SLC5A2	1	0	0	2	1	9	.18629095	.20630661	.60740244	1	0	0	1	4		1	1	10.41028	.1020888	.11099211	.340296	.6235328	1	27	27															60	507277	4398	20395.114	15180.034	8.97e+07	2153.014	-2.02e+08	0	3712.139	803412.8	1161567	97_SLC5A2	2	2	2	4.6	2	2	5	-.9399909	-1.258162	-.8871465	-1.796193	-1.258162	.1124738	.8871465	-.6835603	-.5780677	-.0288158	-.9288995	-.9446696	-.9191355	-2.502106	-2.502106	-1.491606	-2.502106													
InsH2Bfabp_CD15_09dpf_VAST02_plate01_SLC5A2_211014_F04	211014	1	NS518	insH2Bfabp	CD15	SLC5A2	1	0	0	2	1	9	1	0	0	0	1	0	0	1	5		1	10.839454	.1361184	.3012643	.3743256	.8573576	1	29	29															204	444217	14668	21229.025	17980.052	3.11e+08	-377.5157	-5.10e+07	0	3770.05	803323.1	1108212	97_SLC5A2	2	2	2	4.75	2	2	5	-.6965074	-1.339046	-.9956002	-1.090797	-.6102946	-.1124738	-1.054472	-.0288158	-.2474013	.1883852	.5758658	-.7972819	-1.253905	-.1710334	-.3803256	.030951	-.8729028													
InsH2Bfabp_CD15_09dpf_VAST02_plate01_SLC5A2_211014_D07	211014	1	NS537	insH2Bfabp	CD15	SLC5A2	1	0	0	2	1	9	1	0	0	0	.39798851	.60201149	0	1	5		1	13.629087	.2041776	.20612821	.4423848	1.4808904	1	48	48															246	608194	18781	14839.158	12583.911	2.79e+08	-283.497	5.21e+07	0	4264.258	1055321	1395860	97_SLC5A2	2	2	2	7.316667	2	2	5	.264147	.3003779	.1573107	.3330051	.8366706	-.1881663	-1.339046	1.230818	.4948732	.4465882	.0737913	-.2922246	-.2183448	.3803256	.4822482	-.1867561	.4138112													
InsH2Bfabp_CD15_09dpf_VAST02_plate01_SLC5A2_211014_F02	211014	1	NS502	insH2Bfabp	CD15	SLC5A2	1	0	0	2	1	9	1	0	0	0	.19202899	.80797101	0	1	5		1	13.950967	.0680592	.15856016	.170148	.5455912	1	13	13															191	545019	15359	17693.052	15254.646	2.72e+08	-638.7012	-2.21e+07	29	3995.909	909433.9	1284964	97_SLC5A2	2	2	2	3	2	2	5	-.264147	-.3740954	-.1926639	-1.159195	-1.054472		.6527943	-1.230818	-.8375226	-.8172368	-.5413951	-.1883852	-.5530241	-.3472613	-.2501529	-.2501529	-.4822482													
InsH2Bfabp_CD15_09dpf_VAST02_plate01_SLC5A2_211014_D06	211014	1	NS529	insH2Bfabp	CD15	SLC5A2	1	0	0	2	1	9	1	0	0	0	.18221574	.81778426	0	1	5		1	13.307206	.1020888	.23784024	.340296	.6235328	1	40	40	346169	5167	4392	9915	3441	67	3.172e+09	1	5173979	169423	154	277	176	123	233	547934	17052	30243.615	23168.838	5.16e+08	2402.342	2.27e+07	56	4020.531	894779.4	1243199	97_SLC5A2	2	2	2	6.116667	2	2	5	-.2282596	-.5283993	-.4499066	-1.51239	-1.184763	-.3433392	-.8366706	-.6835603	-.5780677	-.0288158	.2686029	-.3837693	-.5173122	.2342192	.1553528	1.018076	.1241019	.3853205	-.0627068	-.755415	-.755415	.1046335	.755415	.9345893	.4537622	.1046335	.8122178	.4307273	-.2104284	-.1891184
InsH2Bfabp_CD15_09dpf_VAST02_plate01_SLC5A2_211014_H09	211014	1	NS556	insH2Bfabp	CD15	SLC5A2	1	0	0	2	1	9	.13926816	.09994539	.76078646	1	0	0	1	4		1	1	11.91239	.2041776	.17441618	.340296	.779416	1	18	67															148	362402	12032	11530.704	10357.194	1.39e+08	-916.3764	-3.18e+07	0	3562.283	828475.1	1054215	97_SLC5A2	2	2	3	9.083333	2	2	5	-1.429788	-1.117247	-1.339046	.2197229	-.4117051	-1.391153	-.1573107	1.230818	-.3376431	-.0288158	-.2839215	-.5277092	-1.714594	-.7039218	-.5894558	-1.018076	-.7441428													
InsH2Bfabp_CD15_09dpf_VAST02_plate01_SLC5A2_211014_B03	211014	1	NS506	insH2Bfabp	CD15	SLC5A2	1	0	0	2	1	9	0	0	1	1	0	0	1	4		1	1	8.5862895	.2041776	.25369626	.4764144	.6235328	1	17	17															231	551720	17984	20861.121	17520.679	3.75e+08	-193.4467	2.43e+07	0	4295.857	959468.7	1351717	97_SLC5A2	2	2	2	3.466667	2	2	5	.3370077	-.1221531	-.0871459	.4507442	-.4499066		2.460124	1.230818	-.5780677	.7392254	.4092545	-1.364489	-.4822482	.1710334	.3472613	.4477675	.1867561													
InsH2Bfabp_CD15_09dpf_VAST02_plate01_SLC5A2_211014_D02	211014	1	NS500	insH2Bfabp	CD15	SLC5A2	1	0	0	2	1	9	.17824186	.108305	.71345313	1	0	0	1	4		1	1	10.839454	.2041776	.01585602	.2041776	.8573576	1	11	11	193823	4214	3506	8831	3877	46	1.619e+09	1	2334196	96940	112	173	143	132	121	315692	9280	9917.8961	8442.0496	9.20e+07	-227.9883	-3.03e+07	0	3500.472	784930.1	1027328	97_SLC5A2	2	2	2	2.816667	2	2	5	-1.815517	-1.534121	-1.815517	-1.027154	-1.117247	-2.006752	1.117247	1.230818	-.2474013	-.6654744	-2.519125	-.7972819	-2.502106	-.9674216	-1.071487	-1.403413	-.7039218	-.7009514	-1.330562	-1.439531	-1.56892	-.9345893	.3629173	1.56892	-1.001331	-1.150349	-.7009514	-1.56892	-1.001331	.2318344
InsH2Bfabp_CD15_09dpf_VAST02_plate01_SLC5A2_211014_A07	211014	1	NS534	insH2Bfabp	CD15	SLC5A2	1	0	0	2	1	9	.12743972	0	.87256028	1	0	0	1	4		1	1	19.852113	.1020888	.3012643	.3062664	2.0264816	1	45	45															114	607203	9038	20560.937	18004.019	1.86e+08	-1074.403	-1.77e+08	34	3938.457	1045273	1454134	97_SLC5A2	2	3	2	6.966667	3	2	5	-.3740954	.2282596	.264147	.2948402	.4499066	-.9476973	.6965074	-.6835603	1.116127	-.2474013	.5758658	.7204233	-.2501529	-1.253905	-1.253905	-.6266873	-1.714594													
InsH2Bfabp_CD15_09dpf_VAST02_plate01_SLC5A2_211014_E04	211014	1	NS517	insH2Bfabp	CD15	SLC5A2	1	0	0	2	1	9	0	0	1	1	0	0	1	4		1	1	9.9811057	.1361184	.20612821	.340296	1.0132408	1	28	28	338442	6509	5731	7967	2731	52	2.623e+09	1	3793148	155034	146	219	169	134	220	528234	16955	22846.328	19525.279	3.87e+08	-616.9252	-1.39e+07	51	3850.505	876879.9	1264253	97_SLC5A2	2	3	2	4.683333	3	2	5	-.6102946	-.6527943	-.3003779	-.8572543	-.8871465	.3833065	-.0871459	-.0288158	-.0720919	-.0288158	.0737913	-1.063939	-.5894558	.0619316	.0929718	.5530241	-.4138112	-.2318344	-.146745	.2749777	.146745	-.2318344	-.0208901	.2533471	-.146745	-.0208901	.2533471	-.7009514	-.5005801	.3406948
InsH2Bfabp_CD15_09dpf_VAST02_plate01_SLC5A2_211014_G04	211014	1	NS519	insH2Bfabp	CD15	SLC5A2	1	0	0	2	1	9	1	0	0	0	1	0	0	1	5		1	11.91239	.170148	.20612821	.4423848	1.3250072	1	30	30	524520	7185	5883	12960	4353	73	6.422e+09	1	6411307	211934	137	310	235	157	354	750458	26939	26076.771	22102.297	7.02e+08	-482.9702	2.36e+08	5	4321.77	1092900	1484834	97_SLC5A2	2	3	2	4.866667	3	2	5	.4887764	.5283993	.4887764	1.637868	-.264147	.2263933	.3370077	.5951785	.3683079	.4465882	.0737913	-.5277092	.5173122	1.868242	2.502106	2.502106	2.502106	.6744897	.871771	.5977601	.2749777	1.439531	1.731664	1.959964	.871771	.755415	0	1.110772	1.330562	1.439531
InsH2Bfabp_CD15_09dpf_VAST02_plate01_SLC5A2_211014_A08	211014	1	NS542	insH2Bfabp	CD15	SLC5A2	1	0	0	2	1	9	1	0	0	0	1	0	0	1	5		1	16.633306	.0340296	.15856016	.0680592	.389708	1	4	53	448220	8620	6743	13024	3708	52	5.639e+09	1	4312839	171005	126	247	200	133	271	616108	20823	17101.421	14105.171	3.56e+08	150.8524	9.12e+07	98				97_SLC5A2	2	3	3	7.866667	3	2	5								-1.748025	-1.818646	-1.262145	-.5413951	.2622828	-.1553528	.6648088	.7441428	.3145723	.7039218	-.2318344	.5005801	1.439531	1.23544	1.23544	1.959964	1.439531	.1046335	.2749777	-.2318344	-.0627068	.4079188	.2749777
InsH2Bfabp_CD15_09dpf_VAST02_plate01_SLC5A2_211014_A09	211014	1	NS550	insH2Bfabp	CD15	SLC5A2	1	0	0	2	1	9	.25869121	.10838446	.63292434	1	0	0	1	4		1	1	14.702022	.1361184	.14270414	.510444	1.169124	1	12	61	288772	7219	6487	10302	3376	40	3.165e+09	1	2904355	118268	105	238	198	111	116	480162	9068	8863.0482	7302.951	8.04e+07	85.88002	-1.33e+07	0	3895.965	869747	1229755	97_SLC5A2	2	3	3	8.516666	3	2	5	-.4499066	-.741594	-.5688699	-1.637868	-1.534121	-.6862788	.1221531	-.0288158	.2030698	1.116127	-.7215223	-.0576556	-1.071487	-1.188674	-1.188674	-1.714594	-.3472613	-1.23544	-.5977601	.7009514	.9345893	.0627068	.871771	.755415	-.755415	-.755415	-1.191816	-.1891184	.3629173	-.8122178
InsH2Bfabp_CD15_09dpf_VAST02_plate01_SLC5A2_211014_C09	211014	1	NS552	insH2Bfabp	CD15	SLC5A2	1	0	0	2	1	9	1	0	0	0	.69043624	.30956376	0	1	5		1	11.161335	.1020888	.17441618	.510444	1.169124	1	14	63	464836	5884	5552	11700	4344	79	5.425e+09	1	6199642	188037	173	264	225	121	152	917218	13241	11961.063	10062.224	1.58e+08	-131.5873	-4728362	20				97_SLC5A2	2	3	3	8.700001	3	2	5								-.6835603	.2030698	1.116127	-.2839215	-.6835603	1.491606	-.6648088	-.4822482	-.8729028	-.2501529	.9345893	.6484922	-.3629173	-.0208901	1.072861	1.439531	1.731664	.8122178	.4537622	1.439531	.1891184	1.150349	-.3406948
InsH2Bfabp_CD15_09dpf_VAST02_plate01_SLC5A2_211014_C07	211014	1	NS536	insH2Bfabp	CD15	SLC5A2	1	0	0	2	1	9	1	0	0	0	.45087197	.54912803	0	1	5		1	12.341564	.1020888	.14270414	.3743256	.8573576	1	47	47	164129	4208	3838	7080	2610	39	1.097e+09	1	2640375	104358	110	218	142	98	241	508130	17857	16863.757	13911.136	3.01e+08	146.3375	4.11e+07	14	3702.429	810590.5	1190637	97_SLC5A2	2	3	2	7.15	3	2	5	-1.054472	-1.184763	-.7882413	-1.31531	-.9399909	-1.072307	-.8871465	-.6835603	-.2474013	.1883852	-.7215223	-.4786552	-.8729028	.3472613	.2822162	-.030951	.2822162	-1.330562	-1.731664	-1.56892	-1.330562	-1.330562	-.2318344	-.0627068	-.8122178	-.871771	-.7835004	-.755415	-1.110772	-1.330562
InsH2Bfabp_CD15_09dpf_VAST02_plate01_SLC5A2_211014_G06	211014	1	NS532	insH2Bfabp	CD15	SLC5A2	1	0	0	2	1	9	.93857888	0	.06142112	.20072115	.48557692	.31370192	0	1	5		1	13.950967	.0680592	.23784024	.3743256	.9352992	1	43	43	84513	2817	2875	1783	567	30	1.541e+08	1	2075162	80039	100	260	127	70	239	514712	17040	21324.685	18035.156	3.63e+08	-348.0676	-425692.6	699	3938.544	887960.5	1245367	97_SLC5A2	2	3	2	6.633333	3	2	5	-.3370077	-.5688699	-.4117051	-.5327554	-.741594	-1.216274	-.2282596	-1.230818	-.1591341	.1883852	.2686029	-.1883852	-.7441428	.2983552	.1241019	.3472613	-.1553528	-1.959964	-2.39398	-1.959964	-1.959964	-2.39398	-2.39398	-2.39398	-1.23544	-1.439531	-1.56892	.0836517	-1.501086	-1.731664
InsH2Bfabp_CD15_09dpf_VAST02_plate01_SLC5A2_211014_E09	211014	1	NS554	insH2Bfabp	CD15	SLC5A2	1	0	0	2	1	9	1	0	0	.18260292	.10424967	.71314741	0	1	5		1	11.054041	.1020888	.19027219	.170148	.389708	1	16	65															73	505766	6160	9178.8346	8114.324	5.65e+07	-573.2619	-5.75e+07	59	3928.886	871062.9	1221815	97_SLC5A2	2	3	3	8.9	3	2	5	-.4117051	-.6965074	-.6102946		-1.339046	-.4238958	-.264147	-.6835603	-1.818646	-.8172368	-.0590137	-.7204233	-.9674216	-1.868242	-1.714594	-1.868242	-1.018076													
InsH2Bfabp_CD15_09dpf_VAST02_plate01_SLC5A2_211014_C04	211014	1	NS515	insH2Bfabp	CD15	SLC5A2	1	0	0	2	1	9	.96095119	0	.03904881	0	.48358862	.51641138	0	1	5		1	14.487435	.1361184	.15856016	.4764144	.5455912	1	26	26															311	760438	23311	25694.42	22495.161	5.99e+08	-1337.378	1.23e+08	26	4032.421	997331.3	1378020	97_SLC5A2	2	3	2	4.55	3	2	5	-.1926639	-.0522452	.017408	-.5751093	-.0871459	1.216274	-.6527943	-.0288158	-.8375226	.7392254	-.5413951	-.1010129	.5894558	1.188674	1.018076	1.491606	.9674216													
InsH2Bfabp_CD15_09dpf_VAST02_plate01_SLC5A2_211014_C01	211014	1	NS492	insH2Bfabp	CD15	SLC5A2	1	0	0	2	1	9	1	0	0	0	.55153203	.44846797	0	1	5		1	15.345783	.170148	.06342406	.4423848	.4676496	1	3	3	559808	9029	6538	9014	2486	62	5.211e+09	1	4998581	212841	138	256	185	166	196	644078	15784	12032.951	10492.387	1.90e+08	-576.5742	1.60e+07	29	4052.506	939924.3	1369287	97_SLC5A2	2	3	2	1.933333	3	2	5	-.0522452	-.2282596	-.0522452	-.4913366	.0871459	-.4651961	-.3740954	.5951785	-1.230818	.4465882	-1.616981	0	-.0929718	-.2822162	-.1553528	-.5894558	.030951	.1891184	1.001331	1.959964	1.110772	1.001331	.5005801	-.146745	.3629173	.8122178	.0627068	0	.167894	1.959964
InsH2Bfabp_CD15_09dpf_VAST02_plate01_SLC5A2_211014_C02	211014	1	NS499	insH2Bfabp	CD15	SLC5A2	1	0	0	2	1	9	1	0	0	0	.23275862	.76724138	0	1	5		1	12.663445	.1020888	.15856016	.2382072	1.0911824	1	10	10	332923	7237	6262	6519	2425	46	2.251e+09	2	3365297	135842	137	208	177	118	255	669220	19184	17828.968	14455.736	3.42e+08	457.1681	6.83e+07	87				97_SLC5A2	2	3	2	2.716667	3	2	5								-.6835603	.0720919	-.5277092	-.5413951	-.4465882	.0929718	.5530241	.5173122	.2501529	.5530241	-.7009514	-.2318344	.755415	.5485223	-.5485223	-.6484922	-.2318344	-.4079188	-.3186394	0	-.9027348	-.1256613	-.5244005
InsH2Bfabp_CD15_09dpf_VAST02_plate01_SLC5A2_211014_A03	211014	1	NS505	insH2Bfabp	CD15	SLC5A2	1	0	0	2	1	9	.98007878	0	.01992122	0	.44412401	.55587599	0	1	5		1	9.1227572	.1361184	.22198422	.6125328	1.7147152	1	16	16															341	742760	26840	23184.566	19850.241	6.22e+08	-669.1542	2.13e+08	39	4396.75	1098657	1522592	97_SLC5A2	2	3	2	3.316667	3	2	5	.8871465	.6102946	.741594	2.444812	1.054472	-.8906177	.5283993	-.0288158	.8172368	1.995604	.1629114	-1.262145	.4477675	1.714594	2.085356	2.085356	2.085356													
InsH2Bfabp_CD15_09dpf_VAST02_plate01_SLC5A2_211014_E02	211014	1	NS501	insH2Bfabp	CD15	SLC5A2	1	0	0	2	1	9	1	0	0	0	.62957938	.37042062	0	1	5		1	8.2644088	.1020888	.19027219	.2722368	.9352992	1	12	12	435170	6495	5512	6840	2351	67	2.891e+09	1	6745432	230226	149	302	239	134	312	866192	24134	15736.923	13297.528	3.80e+08	-243.1991	1.35e+08	0	4389.382	1080758	1499130	97_SLC5A2	2	3	2	2.9	3	2	5	.6965074	.4499066	.5688699	1.796193	.3370077	1.072307	.017408	-.6835603	-.1591341	-.3993231	-.0590137	-1.441564	1.253905	1.288618	1.324958	.4822482	1.018076	.3853205	.4079188	.2318344	-.0627068	-.0208901	-.4537622	-.4079188	1.072861	1.001331	.5485223	.9345893	1.439531	.3406948
InsH2Bfabp_CD15_09dpf_VAST02_plate01_SLC5A2_211014_E05	211014	1	NS524	insH2Bfabp	CD15	SLC5A2	1	0	0	2	1	9	.98361193	0	.01638807	0	.7005814	.29941861	0	1	5		1	5.9039506	.0340296	.17441618	.340296	.6235328	1	35	35	415480	8479	6904	9749	2622	49	4.064e+09	1	4199899	170016	125	242	207	121	260	781308	19548	15248.681	12820.88	2.98e+08	-158.7119	6.55e+07	11	4450.541	1107868	1516371	97_SLC5A2	2	3	2	5.55	3	2	5	1.117247	.6965074	.6965074	.7091025	.0522452	.8363019	.9399909	-1.748025	-.5780677	-.0288158	-.2839215	-2.527302	.7856053	.6266873	.5894558	-.0929718	.5173122	-.4079188	.2749777	1.330562	1.330562	.9345893	.6484922	-.0208901	.0627068	.1891184	-.3406948	-.1046335	.5729675	-.3406948
InsH2Bfabp_CD15_09dpf_VAST02_plate01_SLC5A2_211014_B06	211014	1	XX001	insH2Bfabp	CD15	SLC5A2	1	0	0	2	1	9	1	0	0	0	0	1	0	1	5		1	10.732161	.1020888	.04756805	.2382072	.7014744	1	49	147																								3584.058	790612.5	1053931	97_SLC5A2	2	3	4	5.95	3	2	5	-1.339046	-1.429788	-1.429788	.8059185	-.7882413		-.4499066	-.6835603	-.4307273	-.5277092	-1.808117	-.8791677																		
InsH2Bfabp_CD15_09dpf_VAST02_plate01_SLC5A2_211014_C08	211014	1	NS544	insH2Bfabp	CD15	SLC5A2	1	0	0	2	1	9	.23420967	.11923203	.64655831	1	0	0	1	4		1	1	15.774958	.1361184	.47568048	.6125328	1.8705984	1	6	55	440879	6039	4077	7800	2480	73	3.587e+09	1	4942922	177365	168	272	195	122	297	701256	21889	22809.513	19477.616	4.99e+08	-596.4686	9.92e+07	46	4104.812	1004075	1381086	97_SLC5A2	2	3	3	8.066667	3	2	5	-.017408	.017408	.0522452	-.3330051	-.2282596	-.6396686	.0871459	-.0288158	.9906857	1.995604	1.101709	.1300186	.2183448	.8729028	.8284646	.8729028	.8729028	.6744897	.4537622	-.1891184	-1.23544	.4537622	-.0627068	-.1891184	.2749777	.3186394	1.191816	.3186394	.2749777	-.2749777
InsH2Bfabp_CD15_10dpf_VAST02_plate02_SLC5A2_211015_G03	211015	2	NS604	insH2Bfabp	CD15	SLC5A2	1	0	0	2	1	10	1	0	0	.08863444	0	.91136556	0	1	5		1	16.564475	.170148	.25369626	.0680592	1.4808904	1	17	115	474426	6161	5462	6708	2416	77	3.090e+09	1	5470572	207747	152	310	209	119	214	648382	16928	19721.94	15182.03	3.34e+08	1477.441	4.19e+07	15	4307.254	1073954	1433962	97_SLC5A2	2	4	4	3.716667	4	2	5	.3740954	.4117051	.1926639	.8572543	.8871465	-.2263933	.1573107	.5951785	.4948732	-1.262145	.4092545	.2030698	-.0619316	-.030951	.030951	.2183448	.3145723	.871771	.7009514	.0208901	-.1046335	.0208901	-.5485223	-.2749777	.5485223	.7009514	.7009514	1.110772	.6484922	-.4307273
InsH2Bfabp_CD15_10dpf_VAST02_plate02_SLC5A2_211015_E03	211015	2	NS602	insH2Bfabp	CD15	SLC5A2	1	0	0	2	1	10	.46973198	.12569316	.40457486	1	0	0	1	4		1	1	8.0425763	.1361184	.07928008	.3062664	1.4808904	1	15	113															298	805687	23074	26188.953	21791.341	6.04e+08	2.849506	1.46e+08	31	4264.739	1128848	1523743	97_SLC5A2	2	4	4	3.583333	4	2	5	.3003779	.8871465	.7882413	1.233495	.6102946	-.5503351	.8366706	-.0288158	.4948732	-.2474013	-1.389417	-1.528305	.8729028	.9191355	.9191355	1.714594	1.324958													
InsH2Bfabp_CD15_10dpf_VAST02_plate02_SLC5A2_211015_A02	211015	2	NS590	insH2Bfabp	CD15	SLC5A2	1	0	0	2	1	10	1	0	0	.4691358	0	.5308642	0	1	5		1	41.530038	.170148	.23784024	.4764144	2.4941312	1	3	101	603723	10233	9140	8462	2686	59	5.501e+09	1	4986455	195759	132	282	177	167	120	754170	10553	12684.724	11051.791	1.34e+08	-596.9683	-5.42e+07	23	4506.891	1108796	1585263	97_SLC5A2	2	4	4	2.366667	4	2	5	1.258162	.741594	1.117247	-.2948402	.4117051	.3433392	.9956002	.5951785	1.628361	.7392254	.2686029	1.748025	.5530241	-1.044409	-.8284646	-1.071487	-.9674216	.0417893	1.56892	2.39398	2.39398	1.150349	.1046335	.1046335	.3186394	.5005801	-.0836517	.5485223	-.1256613	2.39398
InsH2Bfabp_CD15_10dpf_VAST02_plate02_SLC5A2_211015_E04	211015	2	NS608	insH2Bfabp	CD15	SLC5A2	1	0	0	2	1	10	1	0	0	.19385125	.11708395	.6890648	0	1	5		1	14.764074	.170148	.33297634	.5444736	1.7147152	1	21	119															227	984166	18441	11185.269	8043.0693	2.06e+08	1518.791	9.40e+07	0				97_SLC5A2	2	4	4	5.075	4	2	5								.5951785	.8172368	1.401986	.6469766	-.0288158	1.868242	.1241019	.4138112	-.4822482	.8284646													
InsH2Bfabp_CD15_10dpf_VAST02_plate02_SLC5A2_211015_G05	211015	2	NS617	insH2Bfabp	CD15	SLC5A2	1	0	0	2	1	10	.9758196	0	.0241804	.0131236	.34561798	.64125843	0	1	5		1	22.685839	.170148	.0951361	.3062664	.389708	1	30	128	224788	4995	4300	6982	2384	45	1.569e+09	1	1383	579	13	16	12	12	93	509572	7808	13052.194	10882.278	1.02e+08	-25.81587	-8.18e+07	107	4042.717	904140.3	1291903	97_SLC5A2	2	4	4	6	4	2	5	-.1221531	-.4499066	-.1573107	.5327554	-.8366706	-.1502124	-.6102946	.5951785	-1.818646	-.2474013	-1.129176	1.014499	-.7856053	-1.593219	-1.593219	-1.188674	-1.128144	-.8416212	-1.072861	-.9345893	-.9345893	-1.072861	-.3629173	-.3629173	-2.39398	-2.39398	-2.39398	-2.39398	-2.39398	-2.39398
InsH2Bfabp_CD15_10dpf_VAST02_plate02_SLC5A2_211015_E06	211015	2	NS623	insH2Bfabp	CD15	SLC5A2	1	0	0	2	1	10	1	0	0	.34353481	0	.65646519	0	1	5		1	26.166615	.1361184	.3964004	.4423848	2.0264816	1	36	134	317839	5387	4738	6742	2083	59	2.237e+09	1	4481513	144936	156	230	182	138	254	710714	18185	27825.38	22671.134	5.06e+08	582.1368	2.55e+07	51	4308.813	1120071	1548611	97_SLC5A2	2	4	4	6.583333	4	2	5	.4117051	.7882413	.9956002	0	.1926639	1.141333	.4887764	-.0288158	1.116127	.4465882	.9064346	1.171546	.2501529	.4997034	.3803256	.9191355	.2501529	.0417893	-.4537622	-.7009514	-.5977601	-.5977601	-.5005801	-.6484922	.1891184	-.146745	.9027348	-.3406948	.0417893	.5005801
InsH2Bfabp_CD15_10dpf_VAST02_plate02_SLC5A2_211015_E02	211015	2	NS594	insH2Bfabp	CD15	SLC5A2	1	0	0	2	1	10	1	0	0	.11630612	0	.88369388	0	1	5		1	29.64739	.0680592	.26955227	.4764144	.5455912	1	7	105	265113	4493	5279	6533	2170	59	1.605e+09	1	3839523	153367	141	226	173	126	102	585471	8607	18979.559	15456.409	1.63e+08	405.3719	-1.36e+08	0	4246.017	1041773	1490860	97_SLC5A2	2	4	4	2.866667	4	2	5	.2282596	.1221531	.5283993	-.7091025	.7882413	.5073057	.3740954	-1.230818	-.8375226	.7392254	.4908544	1.230818	-.3145723	-1.446104	-1.403413	-.7856053	-1.253905	.0417893	-.8122178	-1.330562	-.2318344	-1.001331	-.5977601	-.5005801	-.1046335	-.0627068	.1046335	-.4307273	-.3406948	.0208901
