filename	date	plate	index	line	diet	Exp	overfeeding	cholesterol	glucose	VAST	Imaged	age	bcl11a_nwt	bcl11a_dich	qRNA	protein	ldl	gluc	tc	tg	Anders_batch	pos_bio	Löpnr	Volume	CellVolume_Av	CellVolume_Stdev	CellInt_Av	CellInt_Stdev	NrCells	CellInt_Tot	isletNr	IV	ISA	IED	IPAL1	IPAL2	IPAL3	LiverLipN	LiverArea	LiverLipArea	LiverLipInt_Av	LiverLipIntBG	LiverLipInt_Tot	LiverLipInt_Av_Res	LiverLipInt_Tot_Res	vld_area	length	dorsal_area	lateral_area	file	batch	tank	batch_bio	tod	tank_n	batch_n	nr_tanks	intlength	intdorsal_area	intlateral_area	intangle	inteye_area	intcurvature	intpig_dorsal_tail	intldl	inttg	inttc	intgluc	intprotein	intLiverArea	intLiverLipN	intLiverLipArea	intLiverLipInt_Tot	intLiverLipInt_Tot_Res	intNrCells	intVolume	intCellVolume_Av	intCellVolume_Stdev	intCellInt_Tot	intCellInt_Av	intCellInt_Stdev	intIV	intISA	intIED	intIPAL1	intIPAL2	intIPAL3
InsH2Bfabp_CD15_09dpf_VAST02_plate01_BCL11A_210117_B08	210117	1	NH497	insH2Bfabp	CD15	BCL11A	1	0	0	2	1	9	0	0	1	19.761723	.340296	.14270414	.170148	.4676496	1	3	52	411458	6234	4564	9084	2903	66	3.806e+09	3	4877651	178337	155	293	194	115	172	651714	15339	5854.0682	4887.7578	8.98e+07	305.7311	2.60e+07	10	4308.279	1093363	1490591	48_BCL11A	1	2	2	6.933333	2	1	7	.663603	.4022501	.4595582	.3394567	.1053679	-.5918413	0	-.1765363	-.8507568	-.7411562	-1.60282	1.654435	.0161725	.7635067	.950348	.8675862	.8962301	.6938044	.7068257	.2681058	-.6303658	.9353781	.5574269	.4419345	.5337768	.6808997	.9042674	.6428442	.475899	.0918348
InsH2Bfabp_CD15_09dpf_VAST02_plate01_BCL11A_210117_G06	210117	1	NH488	insH2Bfabp	CD15	BCL11A	1	0	0	2	1	9	1	1	2	12.636945	.3743256	.28540829	.4083552	1.0911824	1	43	43															108	512278	8408	3382.4713	3152.3626	2.84e+07	-96.04347	2.05e+07	32	3963.021	995970.4	1410186	48_BCL11A	1	2	1	6	2	1	7	-.5586672	-.3834463	-.0784124	-.2298841	-.6472309	1.386915	-.5000764	.1361284	-.1684338	1.065556	.3784071	-.1397103	-.8532	.0809473	.0809473	-.1978822	.6744897													
InsH2Bfabp_CD15_09dpf_VAST02_plate01_BCL11A_210117_E08	210117	1	NH500	insH2Bfabp	CD15	BCL11A	1	0	0	2	1	9	1	1	2	11.246744	.2722368	.22198422	.1020888	.3117664	1	6	55	167088	5570	4677	6887	2765	30	1.263e+09	1	2575697	100927	110	189	153	125	51	587378	4030	4667.0938	4768.2095	1.88e+07	-738.6569	-4.11e+07	53	3691.331	899160.8	1229008	48_BCL11A	1	2	2	7.116667	2	1	7	-1.624981	-1.069771	-1.039416	-1.034935	-1.450737	.0721959	-1.853367	-.828048	-1.270739	-1.024218	-.2268854	-.6289042	-.3292913	-.6795741	-.7000902	-.6289042	-1.441829	-1.617868	-1.423913	-.3320687	-.5574269	-1.227826	-.3320687	.2681058	-1.000491	-1.000491	-1.070148	-1.369856	-.7601675	.6056978
InsH2Bfabp_CD15_09dpf_VAST02_plate02_BCL11A_210117_B02	210117	2	NH521	insH2Bfabp	CD15	BCL11A	1	0	0	2	1	9	.0767158	0	1	15.826737	.3743256	.23784024	.1020888	2.8838392	1	27	76	301899	6161	5732	9601	2875	49	2.805e+09	1	1633615	82488	96	178	142	102	229	677166	19775	5962.3007	5006.9762	1.18e+08	271.7707	5.03e+07	69	4523.438	1145417	1577247	48_BCL11A	1	2	2	8.833333	2	1	7	1.562987	.9265376	1.101146	.2119221	.7478586	.7263473	.2149745	.1361284	1.407647	-1.024218	-.0160688	.6289042	.1952959	1.146441	1.358852	1.23808	1.540754	-.2999338	-.247039	.1844524	.7601675	.3320687	.8445288	.4195739	-1.546635	-1.482485	-1.369856	-1.698407	-1.126007	-.7601675
InsH2Bfabp_CD15_09dpf_VAST02_plate01_BCL11A_210117_G03	210117	1	NH467	insH2Bfabp	CD15	BCL11A	1	0	0	2	1	9	.0180902	0	1	12.028732	.4083552	.17441618	.340296	1.0132408	1	22	22	105399	4392	3785	6878	2704	24	7.594e+08	1	853825	37777	60	226	129	83	28	533940	2240	4658.1263	3809.4959	1.04e+07	395.8425	-1.86e+07	66	4339.118	1085737	1487944	48_BCL11A	1	2	1	4	2	1	7	.8490862	.3462343	.4022501	.7950689	-.3674455	-1.111886	-.939415	.4630729	-.2665588	.4899012	-1.033688	-.3424315	-.7209054	-1.400745	-1.400745	-1.351702	-.7159439	-1.903997	-2.047078	-1.272341	-1.227826	-1.698407	-.353682	.1844524	-1.791764	-1.791764	-1.903997	-.6428442	-1.546635	-1.617868
InsH2Bfabp_CD15_09dpf_VAST02_plate01_BCL11A_210117_E07	210117	1	NH493	insH2Bfabp	CD15	BCL11A	1	0	0	2	1	9	1	1	2	11.072969	.340296	.19027219	.2382072	.7014744	1	48	48	242514	4949	4548	9303	3986	49	2.198e+09	1	3053968	114218	123	194	161	117	81	436924	6431	4545.5968	4048.8121	2.92e+07	-2.121792	-7531532		3855.509	895287.8	1216088	48_BCL11A	1	2	1	6.55	2	1	7	-1.039416	-1.101146	-1.167383	-.5733119	-.3209454	.090289	-1.025845	-.1765363	-.535424	-.3930704	-.7575541	-.7321905	-1.544032	-.2035442	-.1624294	-.1149349	-.3058219	-.2999338	-.8445288	-.9042674	-.6554235	-.2681058	.6554235	1.791764	-.6808997	-.7332358	-.3754618	-1.249774	-.6179848	.2156401
InsH2Bfabp_CD15_09dpf_VAST02_plate02_BCL11A_210117_H01	210117	2	NH519	insH2Bfabp	CD15	BCL11A	1	0	0	2	1	9	.0351246	0	1	8.0069695	.4764144	.17441618	.0680592	.389708	1	25	74	123280	3853	2627	5295	2044	32	7.156e+08	2	3392762	88891	123	329	154	82	5	596752	416	3030.226	2576.0999	1260574	239.0252	1.19e+07		3818.504	858786	1126815	48_BCL11A	1	2	2	8.7	2	1	7	-1.277605	-1.454408	-1.772034	1.129371	-.0526109	1.607642	-.6250856	.8856685	-1.0378	-1.524481	-1.033688	-1.593219	-.2283749	-2.338625	-2.338625	-2.719607	.4637077	-1.546635	-1.791764	-1.698407	-2.250926	-1.791764	-1.145427	-.7332358	-.4873416	-1.423913	-.3754618	1.513781	-.719968	-1.698407
InsH2Bfabp_CD15_09dpf_VAST02_plate01_BCL11A_210117_H04	210117	1	NH474	insH2Bfabp	CD15	BCL11A	1	0	0	2	1	9	.9856625	1	2	15.069796	.2382072	.20612821	.2722368	.2338248	1	29	29	229215	4983	3791	9835	3358	46	2.200e+09	1	3181747	113507	126	244	148	100	57	605702	3995	3493.5272	3198.6351	1.40e+07	-40.1772	4570725	3	3844.267	902899.2	1217179	48_BCL11A	1	2	1	4.85	2	1	7	-1.069771	-1.00999	-1.133643	-1.356862	-.5940965	-.9578677	.1787219	-1.169907	-1.666864	-.1280756	-.4933082	.403916	-.1952959	-.6196566	-.7209054	-.9415848	.1387972	-.5455638	-1.034691	-.8445288	-1.18562	-.247039	.9353781	.8445288	-.5574269	-.7876622	-.2052224	-.2999338	-.9042674	-.9838216
InsH2Bfabp_CD15_09dpf_VAST02_plate02_BCL11A_210117_E01	210117	2	NH516	insH2Bfabp	CD15	BCL11A	1	0	0	2	1	9	.9214867	1	2	15.331815	.2041776	.25369626	.3062664	1.4808904	1	22	71															223	614228	17940	5342.2348	4716.551	9.58e+07	-1.90219	3.76e+07	0	4237.154	1093827	1547011	48_BCL11A	1	2	2	8.516666	2	1	7	.3094957	.4211972	.8490862	.4727891	.7248705	-.6576059	.5824202	-1.407647	.2009159	.1603423	.1532449	.4669679	-.1624294	1.057414	1.057414	1.049131	1.27786													
InsH2Bfabp_CD15_09dpf_VAST02_plate01_BCL11A_210117_H01	210117	1	NH453	insH2Bfabp	CD15	BCL11A	1	0	0	2	1	9	1	1	2	14.027145	.340296	.28540829	.1361184	1.4808904	1	8	8	365885	5998	5715	7094	2352	61	2.521e+09	1	5056587	163694	157	304	170	102	237	695764	18165	6928.5519	5860.4512	1.26e+08	220.0743	3.08e+07	19	3987.938	1011238	1417259	48_BCL11A	1	2	1	2.816667	2	1	7	-.518418	-.2193353	-.0261137	-.6800015	-.2660382	1.257333	-.4405008	-.1765363	.2009159	-.8057584	.3784071	.1479871	.2617056	1.245622	1.11578	1.274138	1.025357	.3974212	.353682	0	.7068257	.0611754	-.247039	-.2892923	.5574269	.4195739	1.052254	.9042674	-.2681058	-.7601675
InsH2Bfabp_CD15_09dpf_VAST02_plate01_BCL11A_210117_E01	210117	1	NH450	insH2Bfabp	CD15	BCL11A	1	0	0	2	1	9	1	1	2	14.635358	.2722368	.3012643	.2382072	1.4808904	1	5	5	307390	6148	5625	9441	3007	50	2.829e+09	1	3830352	129610	115	255	191	114	62	614450	5312	5279.8443	4859.847	2.80e+07	-235.2033	-3.48e+07	88	4166.156	1079352	1437057	48_BCL11A	1	2	1	2.65	2	1	7	.0609627	.291285	.095886	-.15842	.2119221	.3305199	-.4601758	-.828048	.2009159	-.3930704	.511538	.2652074	-.1460639	-.5059336	-.3636371	-.2146177	-1.31559	-.2365471	-.1225808	.1637617	.581393	.353682	.7068257	.5574269	-.2052224	-.3754618	-.889036	-.1948269	.3428553	.0101897
InsH2Bfabp_CD15_09dpf_VAST02_plate01_BCL11A_210117_B09	210117	1	NH505	insH2Bfabp	CD15	BCL11A	1	0	0	2	1	9	.0774148	0	1	19.066623	.2722368	.22198422	.3743256	.6235328	1	11	60	374139	6564	5000	8522	2806	57	3.060e+09	1	5539355	162811	156	293	185	104	126	729468	9938	5895.206	5097.4701	5.86e+07	96.74311	-1.19e+07	83	4411.917	1130075	1528229	48_BCL11A	1	2	2	7.533333	2	1	7	1.069771	.7764218	.7076435	-.0350649	.5324627	.0541263	.1606864	-.828048	-.601104	.7730539	-.2268854	1.486092	.4876378	.2118064	.2617056	.3686102	-.5188059	.1328539	.4195739	.5337768	-.2260813	.4873416	.3754618	.2892923	1.000491	.3974212	.9512777	.6428442	.2260813	-.5574269
InsH2Bfabp_CD15_09dpf_VAST02_plate02_BCL11A_210117_G03	210117	2	NH531	insH2Bfabp	CD15	BCL11A	1	0	0	2	1	9	1	1	2	11.966346	.3743256	.20612821	.3062664	1.0132408	1	37	86	224973	5920	6432	8045	2859	38	1.819e+09	1	2710497	107065	121	210	149	105	49	441054	3520	4131.2818	4085.3371	1.45e+07	-460.0005	-2.34e+07	53	4168.924	1012330	1394155	48_BCL11A	1	2	2	9.566667	2	1	7	.095886	-.2015382	-.1661288	.2298841	-.3957253	1.488228	-.2149745	.1361284	-.2665588	.1603423	-.4933082	-.3862029	-1.492822	-.7314307	-.8767082	-.8917089	-.8254945	-1.249774	-1.070148	-.0816069	1.272341	-.6808997	.2052224	.3974212	-.8740081	-.8445288	-.4988484	-.9674216	-.8591751	-.5104216
InsH2Bfabp_CD15_09dpf_VAST02_plate01_BCL11A_210117_E05	210117	1	NH478	insH2Bfabp	CD15	BCL11A	1	0	0	2	1	9	.0110885	0	1	12.636945	.3062664	.14270414	.340296	.8573576	1	33	33	552610	6073	5635	8985	3157	91	5.194e+09	2	6404989	215877	153	335	194	119	106	583556	8006	4703.8239	4133.114	3.77e+07	55.55768	-1820230	18	4262.115	1057998	1451996	48_BCL11A	1	2	1	5.166667	2	1	7	.4211972	.1309267	.1309267	-.3394567	-.1940281	.7500287		-.4630729	-.4278095	.4899012	-1.60282	-.1397103	-.3464131	.0485344	.0485344	.0820078	-.1552511	2.250926	1.791764	.0816069	.6056978	1.698407	.4873416	.7601675	1.546635	1.546635	.8300614	1.617868	.475899	.3213206
InsH2Bfabp_CD15_09dpf_VAST02_plate01_BCL11A_210117_B07	210117	1	NH490	insH2Bfabp	CD15	BCL11A	1	0	0	2	1	9	0	0	1	13.679595	.3062664	.15856016	.170148	.3117664	1	45	45	301750	5029	4195	6836	2506	60	2.090e+09	1	4408041	177870	130	294	191	127	30	421549	1952	7695.4892	5429.8673	1.50e+07		-6.62e+07	47	4329.968	1101408	1513799	48_BCL11A	1	2	1	6.3	2	1	7	.8243825	.5384336	.5998427	.1230116	.5527719	-.4274319	.3444652	-.4630729	-1.270739	-.7411562	-1.322813	.098458	-1.599645	-1.338771	-1.544032	-.8207921	-1.725621	.3428553	-.2681058	-.8157657	-1.034691	-.4195739	-.3974212	-.0407695	.1844524	.6554235	0	.6938044	.3428553	.7738417
InsH2Bfabp_CD15_09dpf_VAST02_plate01_BCL11A_210117_C05	210117	1	NH476	insH2Bfabp	CD15	BCL11A	1	0	0	2	1	9	1	1	2	12.46317	.4423848	.22198422	.340296	1.3250072	1	31	31															139	451608	10479	7426.1922	6553.671	7.78e+07	-109.0953	-3.96e+07	36	4029.6	1015006	1394320	48_BCL11A	1	3	1	5	3	1	7	-.3834463	-.1838047	-.1485047	-.1053679	.2660382	.7987068	-.5824202	.6795092	.0559094	.4899012	-.2268854	-.1978822	-1.358852	.3984173	.3292913	.7321905	-1.397252													
InsH2Bfabp_CD15_09dpf_VAST02_plate01_BCL11A_210117_H03	210117	1	NH468	insH2Bfabp	CD15	BCL11A	1	0	0	2	1	9	.0378972	0	1	9.9434311	.2382072	.17441618	.2382072	1.3250072	1	23	23	252091	5602	4470	7917	2734	45	2.006e+09	1	2192488	104828	124	179	139	110	34	524041	3040	4213.9372	3758.2595	1.28e+07	12.76342	-1.46e+07	49	3770.532	892984.9	1240926	48_BCL11A	1	3	1	4.1	3	1	7	-1.454408	-1.133643	-1.00999	-1.129371	-1.502891	-1.298124	-.5203253	-1.169907	.0559094	-.3930704	-1.033688	-1.255905	-.8301542	-1.086135	-1.02954	-.9939208	-.6341637	-.6808997	-.7068257	-.3106094	-.7068257	-.5337768	.1020724	.2052224	-1.31953	-.9042674	-.3106094	-1.617868	-1.227826	-.2786834
InsH2Bfabp_CD15_09dpf_VAST02_plate01_BCL11A_210117_H06	210117	1	NH489	insH2Bfabp	CD15	BCL11A	1	0	0	2	1	9	1	1	2	8.640118	.3743256	.34883235	.3062664	2.8058976	1	44	44	126159	3004	2920	828	255	42	1.024e+08	1	2455900	97051	117	202	132	107	82	455912	5952	3418.6339	3065.5164	2.03e+07	43.7014	1.52e+07		3710.427	826007.7	1118216	48_BCL11A	1	3	1	6.1	3	1	7	-1.562987	-1.971987	-1.971987	2.697177	-1.859636	-.3305199	.8855009	.1361284	1.288844	.1603423	.7683021	-1.486092	-1.281552	-.1624294	-.2118064	-.5509042	.5755268	-.9674216	-1.698407	-2.250926	-2.047078	-2.250926	-2.646619	-2.646619	-1.145427	-1.107003	-.7466339	-1.126007	-1.423913	-.4531975
InsH2Bfabp_CD15_09dpf_VAST02_plate01_BCL11A_210117_E03	210117	1	NH466	insH2Bfabp	CD15	BCL11A	1	0	0	2	1	9	1	1	2	13.15827	.4423848	.26955227	.4083552	.9352992	1	21	21	298158	6344	5545	9476	2855	47	2.773e+09	1	3103942	130428	120	274	166	94	256	601492	19378	7701.8013	6601.2433	1.49e+08	109.7739	3.03e+07	30	4210.054	1041429	1397071	48_BCL11A	1	3	1	3.9	3	1	7	.2372021	-.0087037	-.1133889	.1406937	-.1761961	-.3882355	-.7372129	.6795092	-.3587993	1.065556	.2766469	-.0491694	-.2118064	1.358852	1.281552	1.486092	.9717622	-.4195739	-.3754618	.353682	.4645183	.3106094	.7601675	.353682	-.6303658	-.353682	-.581393	.2681058	-.4195739	-1.272341
InsH2Bfabp_CD15_09dpf_VAST02_plate01_BCL11A_210117_E09	210117	1	NH508	insH2Bfabp	CD15	BCL11A	1	0	0	2	1	9	1	1	2	11.159857	.2382072	.17441618	.340296	1.3250072	1	14	63	386850	5228	4765	4629	1488	74	1.886e+09	1	4357757	166280	128	340	169	98	38	579055	2448	3587.4702	3095.0728	8782127	177.2855	2731237	17	4182.646	1017713	1301069	48_BCL11A	1	3	2	7.85	3	1	7	.1133889	-.1309267	-.6854571	.9489278	-.1406937	-.4875067	-.8855009	-1.169907	.0559094	.4899012	-1.033688	-.6693567	-.3809696	-.9252446	-1.281552	-1.537451	.0569997	1.145427	.4873416	-.6808997	-.4419345	-.6554235	-1.482485	-1.482485	.1225808	.5104216	-.1020724	1.698407	-.3106094	-1.070148
InsH2Bfabp_CD15_09dpf_VAST02_plate01_BCL11A_210117_F05	210117	1	NH479	insH2Bfabp	CD15	BCL11A	1	0	0	2	1	9	.9752121	1	2	29.40624	.2722368	.20612821	.2722368	1.3250072	1	34	34	335704	7298	6410	8016	1862	46	2.727e+09	1	2929510	115321	139	194	157	111	86	592124	6152	5972.347	5076.688	3.67e+07	198.6712	-3.31e+07	61	3836.046	889082	1217523	48_BCL11A	1	3	1	5.233333	3	1	7	-1.101146	-1.167383	-1.101146	-1.559487	-1.19838	2.297632	.9674216	-.828048	.0559094	-.1280756	-.4933082	2.333769	-.2953298	-.0971835	-.1788385	.0491694	-1.207414	-.5455638	.143141	1.18562	1.227826	.247039	.143141	-1.070148	-.7332358	-.7068257	.2052224	-1.249774	-.6681074	-.1948269
InsH2Bfabp_CD15_09dpf_VAST02_plate01_BCL11A_210117_C03	210117	1	NH464	insH2Bfabp	CD15	BCL11A	1	0	0	2	1	9	.0132348	0	1	12.289395	.4083552	.17441618	.3062664	1.169124	1	19	19	301301	5685	5309	4524	1273	53	1.464e+09	1	3869346	136349	146	261	162	109	34	650488	3059	7661.5159	6618.3342	2.34e+07	49.10398	-9.61e+07	89	4021.589	1004404	1376106	48_BCL11A	1	3	1	3.766667	3	1	7	-.4211972	-.291285	-.291285	-.2660382	-.2119221	0	-1.12071	.4630729	-.087925	.1603423	-1.033688	-.2482751	0	-1.086135	-1.002444	-.4761228	-2.721761	-.1225808	-.2892923	-.2892923	.1637617	-1.000491	-1.546635	-1.698407	-.1844524	-.1844524	.4084725	-.0611754	-.5574269	-.3645503
InsH2Bfabp_CD15_09dpf_VAST02_plate02_BCL11A_210117_E03	210117	2	NH530	insH2Bfabp	CD15	BCL11A	1	0	0	2	1	9	1	1	2	7.7100163	.2722368	.3012643	.2041776	1.2470656	1	36	85	258535	4104	3976	6167	2006	63	1.485e+09	1	3422219	134386	117	262	198	97	120	383770	8891	3667.4167	3280.1502	3.26e+07	36.48846	2.06e+07	35	3616.35	796788.3	1120026	48_BCL11A	1	3	2	9.483334	3	1	7	-2.111583	-2.310991	-1.862732	-.6580757	-1.969018	-.5285433	.3069713	-.828048	-.023951	-.6300492	.511538	-1.88951	-1.805684	.1624294	.1134454	0	.6950675	.5455638	-.5574269	-1.423913	-1.145427	-.9674216	-.6938044	-.8157657	-.4419345	-.247039	-.7466339	-.0203805	.5574269	-1.165288
InsH2Bfabp_CD15_09dpf_VAST02_plate01_BCL11A_210117_C06	210117	1	NH484	insH2Bfabp	CD15	BCL11A	1	0	0	2	1	9	0	0	1	16.199334	.3062664	.3012643	.4764144	2.0264816	1	39	39															269	824702	20199	9430.4808	8521.5541	1.90e+08	-451.9195	9685808	25	4481.224	1191295	1592979	48_BCL11A	1	3	1	5.716667	3	1	7	1.454408	1.202508	1.239183	1.502891	1.005439	-.9022831	-1.056412	-.4630729	.6895999	1.605971	.511538	.8439581	1.057414	1.400745	1.400745	1.722564	.3923424													
InsH2Bfabp_CD15_09dpf_VAST02_plate01_BCL11A_210117_F02	210117	1	NH459	insH2Bfabp	CD15	BCL11A	1	0	0	2	1	9	.9305105	1	2	10.899194	.3062664	.22198422	.3062664	.3117664	1	14	14																								3905.488	937546.7	1224581	48_BCL11A	1	3	1	3.316667	3	1	7	-.8001721	-.7076435	-1.069771	-.3025435	-.433935	.2738854	-1.552397	-.4630729	-1.270739	.1603423	-.2268854	-.7980584																		
InsH2Bfabp_CD15_09dpf_VAST02_plate01_BCL11A_210117_F04	210117	1	NH472	insH2Bfabp	CD15	BCL11A	1	0	0	2	1	9	.0230156	0	1	14.809133	.4764144	.20612821	.3743256	1.2470656	1	27	27															344	805397	27847	7265.7806	6295.0474	2.02e+08	38.95591	9.32e+07	19	4657.414	1211243	1668584	48_BCL11A	1	3	1	4.733333	3	1	7	1.971987	1.454408	1.772034	1.402255	1.589764	1.079027	1.265551	.8856685	-.023951	.7730539	-.4933082	.3686102	.9252446	2.06726	2.141198	2.333769	2.138607													
InsH2Bfabp_CD15_09dpf_VAST02_plate01_BCL11A_210117_H08	210117	1	NH503	insH2Bfabp	CD15	BCL11A	1	0	0	2	1	9	1	1	2	12.028732	.3743256	.25369626	.340296	1.169124	1	9	58	284903	4595	4881	10381	3576	62	2.926e+09	1	4068813	126968	148	217	178	110	59	478196	4806	3924.4863	3375.7545	1.89e+07	179.5299	3771367	0	3830.297	926525.9	1255715	48_BCL11A	1	3	2	7.366667	3	1	7	-1.133643	-.8243825	-.9814135	-1.450737	-.8441217	.9022831	-.2332042	.1361284	-.087925	.4899012	.1532449	-.3424315	-1.146441	-.5713802	-.5059336	-.6090615	.1059974	.4531975	-.4645183	-1.18562	-.353682	.3974212	1.18562	1.18562	-.0203805	-.4419345	.4873416	-.8445288	.0407695	-.2786834
InsH2Bfabp_CD15_09dpf_VAST02_plate01_BCL11A_210117_F06	210117	1	NH487	insH2Bfabp	CD15	BCL11A	1	0	0	2	1	9	0	0	1	11.594294	.5785032	.0951361	.340296	1.7147152	1	42	42															150	453914	11948	6059.7467	5056.8404	7.24e+07	309.7432	3175942	55	4294.936	988224.5	1367538	48_BCL11A	1	3	1	5.916667	3	1	7	.5998427	-.4022501	-.3462343	.4924834	-.8694237	1.016582	1.762326	1.407647	.3673261	.4899012	-2.14377	-.5131547	-1.319216	.5524426	.4515226	.6693567	.0733112													
InsH2Bfabp_CD15_09dpf_VAST02_plate01_BCL11A_210117_F09	210117	1	NH509	insH2Bfabp	CD15	BCL11A	1	0	0	2	1	9	0	0	1	16.112446	.2722368	.25369626	.3062664	1.94854	1	15	64	328753	6203	4327	7711	3125	53	2.406e+09	1	4819960	157641	158	263	179	112	132	366846	9776	5569.1154	4897.9249	5.44e+07	8.6519	-9664668	128	3987.969	999903.3	1373445	48_BCL11A	1	3	2	7.916667	3	1	7	-.498608	-.3647771	-.3094957	-1.005439	-.7478586	1.341198	.0177784	-.828048	.5820848	.1603423	.1532449	.809373	-2.141198	.3122656	.2450062	.3511308	-.3748229	-.1225808	.1225808	.2260813	-.9042674	-.0203805	-.0407695	.7332358	.4873416	.1844524	1.165288	.0203805	.0918348	-.1225808
InsH2Bfabp_CD15_09dpf_VAST02_plate01_BCL11A_210117_H02	210117	1	NH461	insH2Bfabp	CD15	BCL11A	1	0	0	2	1	9	.0192912	0	1	12.202507	.4423848	.41225642	.4083552	.9352992	1	16	16															122	652896	9956	4948.5187	4621.7425	4.93e+07	-282.5393	-5946953	0	4157.163	1006573	1382940	48_BCL11A	1	3	1	3.483333	3	1	7	.0435316	-.255145	-.255145	-.2479206	-.5123707	-.1447705	.4209948	.6795092	-.3587993	1.065556	.9934046	-.2737019	.0485344	.1952959	.2784784	.2482751	-.2215357													
InsH2Bfabp_CD15_09dpf_VAST02_plate02_BCL11A_210117_C02	210117	2	NH522	insH2Bfabp	CD15	BCL11A	1	0	0	2	1	9	.0444788	0	1	14.737909	.5785032	.17441618	.0680592	.3117664	1	28	77	391333	5361	4605	5532	1808	73	2.205e+09	1	5933151	185019	172	269	211	124	297	846276	24077	8385.5436	7148.5733	2.02e+08	140.7105	6.53e+07	36				48_BCL11A	1	3	2	8.908333	3	1	7								1.407647	-1.270739	-1.524481	-1.033688	.3511308	1.178218	1.599645	1.805684	2.135996	1.725621	1.034691	.5574269	-.5337768	-.581393	-.2260813	-1.107003	-1.107003	1.18562	.7601675	2.047078	.1225808	1.017442	.5337768
InsH2Bfabp_CD15_09dpf_VAST02_plate01_BCL11A_210117_C04	210117	1	NH470	insH2Bfabp	CD15	BCL11A	1	0	0	2	1	9	1	1	2	8.0319052	.340296	.25369626	.2722368	1.4808904	1	25	25	188484	4488	3532	9702	3606	42	1.674e+09	1	2368509	89676	120	190	151	87	141	526132	11992	4928.5685	4306.8836	5.91e+07	73.0457	1.40e+07	8	3666.075	850486.8	1167444	48_BCL11A	1	3	1	4.583333	3	1	7	-1.693934	-1.562987	-1.624981	-1.969018	-1.273623	-1.677088	-1.245996	-.1765363	.2009159	-.1280756	.1532449	-1.537451	-.7853335	.4336865	.4876378	.3862029	.5564225	-.9674216	-1.227826	-1.227826	-1.482485	-.7332358	.9042674	1.227826	-1.227826	-1.369856	-.581393	-1.31953	-.7876622	-1.513781
InsH2Bfabp_CD15_09dpf_VAST02_plate02_BCL11A_210117_C03	210117	2	NH529	insH2Bfabp	CD15	BCL11A	1	0	0	2	1	9	.9730977	1	2	14.638925	.4764144	.23784024	.5785032	1.94854	1	35	84	253767	3339	3425	3880	1124	76	9.903e+08	1	5500852	182391	163	226	203	136	120	572164	7859	3864.5501	3668.6063	3.04e+07	-229.6935	5851046	0				48_BCL11A	1	3	2	9.4	3	1	7								.8856685	.5820848	2.490988	-.0160688	.2822162	-.4695036	.1624294	0	-.0820078	.2382486	1.344268	-.6808997	-1.791764	-1.546635	-1.482485	-1.791764	-1.791764	.9353781	.7332358	1.396375	-.6428442	.7068257	1.227826
InsH2Bfabp_CD15_09dpf_VAST02_plate01_BCL11A_210117_C09	210117	1	NH506	insH2Bfabp	CD15	BCL11A	1	0	0	2	1	9	0	0	1	15.851784	.3743256	.22198422	.4764144	.389708	1	12	61															129	595004	9231	6913.0685	5821.236	6.38e+07	251.3631	-3.00e+07		4116.146	1082328	1460370	48_BCL11A	1	3	2	7.6	3	1	7	-.095886	.3094957	.2015382	.7248705	.2298841	-.7500287	.2515118	.1361284	-1.0378	1.605971	-.2268854	.6489977	-.2450062	.2450062	.1460639	.4578519	-1.111778													
InsH2Bfabp_CD15_09dpf_VAST02_plate02_BCL11A_210117_H03	210117	2	NH532	insH2Bfabp	CD15	BCL11A	1	0	0	2	1	9	.0351432	0	1	6.423219	.340296	.31712032	.2041776	.3117664	1	38	87	247086	3922	3173	11930	4221	63	2.858e+09	1	3340026	124548	133	229	154	102	69	394475	5289	2034.454	2045.6713	1.08e+07	-124.0996	3.85e+07	69	3865.761	797805.2	1117484	48_BCL11A	1	3	2	9.616667	3	1	7	-.9536166	-2.111583	-2.111583	-.7478586	-.3025435	-.0360744		-.1765363	-1.270739	-.6300492	.5958401	-2.333769	-1.728654	-.3292913	-.3809696	-1.23808	1.397252	.5455638	-.7601675	-1.482485	-1.844979	.3754618	1.617868	2.047078	-.5337768	-.5337768	.0407695	-.581393	-.719968	-.7601675
InsH2Bfabp_CD15_09dpf_VAST02_plate01_BCL11A_210117_C08	210117	1	NH498	insH2Bfabp	CD15	BCL11A	1	0	0	2	1	9	0	0	1	12.202507	.340296	.15856016	.1020888	1.4029488	1	4	53	29553	2273	1033	1879	677	13	56261980	1	496060	28797	76	116	84	65	72	446264	5644	4858.1387	4237.9324	2.74e+07	84.85464	-1.54e+07	5	4042.074	1002490	1348143	48_BCL11A	1	3	2	7	3	1	7	-.3647771	-.3278097	-.4887764	-.8193489	-.0877569	-.090289	.0355625	-.1765363	.1280756	-1.024218	-1.322813	-.2737019	-1.445252	-.2617056	-.3292913	-.2314136	-.6541937	-2.646619	-2.646619	-2.646619	-2.646619	-2.646619	-2.250926	-2.250926	-1.903997	-1.903997	-1.698407	-2.047078	-1.903997	-1.903997
