filename	date	plate	index	line	diet	Exp	overfeeding	cholesterol	glucose	VAST	Imaged	age	atp2a3_nwt	atp2a3_dich	qRNA	protein	ldl	gluc	tc	tg	Anders_batch	pos_bio	Löpnr	Volume	CellVolume_Av	CellVolume_Stdev	CellInt_Av	CellInt_Stdev	NrCells	CellInt_Tot	isletNr	IV	ISA	IED	IPAL1	IPAL2	IPAL3	LiverLipN	LiverArea	LiverLipArea	LiverLipInt_Av	LiverLipIntBG	LiverLipInt_Tot	LiverLipInt_Av_Res	LiverLipInt_Tot_Res	vld_area	length	dorsal_area	lateral_area	file	batch	tank	batch_bio	tod	tank_n	batch_n	nr_tanks	intlength	intdorsal_area	intlateral_area	intangle	inteye_area	intcurvature	intpig_dorsal_tail	intldl	inttg	inttc	intgluc	intprotein	intLiverArea	intLiverLipN	intLiverLipArea	intLiverLipInt_Tot	intLiverLipInt_Tot_Res	intNrCells	intVolume	intCellVolume_Av	intCellVolume_Stdev	intCellInt_Tot	intCellInt_Av	intCellInt_Stdev	intIV	intISA	intIED	intIPAL1	intIPAL2	intIPAL3
InsH2Bfabp_CD15_10dpf_VAST02_plate02_ATP2A3_201211_G08	201211	2	NH408	insH2Bfabp	CD15	ATP2A3	1	0	0	2	1	10	1	1	2	6.8045552	15.143172	12.716525	2.5862496	18.628042	1	2	100															120	292968	7899	9020.83	7888.5202	7.13e+07	-315.5887	-2.94e+07	39	4036.51	862853.4	1139450	40_ATP2A3	1	3	3	7.266667	3	1	5	-.0127893	-.6744897	-.960637	-.960637	-2.162077	-1.099066	-1.229859	-.3917566	.6084982	-1.0467	.3789003	-.9674216	-2.196763	.0820846	-.1410246	.011824	-.4871272													
InsH2Bfabp_CD15_10dpf_VAST02_plate02_ATP2A3_201211_G07	201211	2	NH401	insH2Bfabp	CD15	ATP2A3	1	0	0	2	1	10	.0321382	0	1	5.2035308	12.624982	12.478685	5.8871208	14.575079	1	44	93															14	272546	896	3076.5279	2386.9748	2756569	475.2733	1.72e+07	8	3283.869	740787.1	948791.8	40_ATP2A3	1	3	2	6.633333	3	1	5	-2.568836	-2.568836	-2.162077	-1.503722	-1.138044	-1.470951	-.8679592	-.8938006	-.5244005	.2287701	.2905068	-1.538979	-2.599139	-1.781895	-1.727309	-2.193076	.4094043													
InsH2Bfabp_CD15_10dpf_VAST02_plate03_ATP2A3_201211_G02	201211	3	NH432	insH2Bfabp	CD15	ATP2A3	1	0	0	2	1	10	.0860444	0	1	14.054447	15.721675	19.455332	4.2196704	14.730962	1	26	124															121	434668	9328	12076.182	10261.572	1.13e+08	-165.4011	-3.77e+07	5	3964.15	927961.4	1341907	40_ATP2A3	1	3	3	9.733334	3	1	5	-.1930258	-.27188	.0127893	-.2985202	.0639882	1.050522	1.67594	-.2656923	-.4570723	-.3029805	1.281552	.4438613	-1.058737	.1410246	.0234286	.7351237	-.6818606													
InsH2Bfabp_CD15_10dpf_VAST02_plate02_ATP2A3_201211_A08	201211	2	NH403	insH2Bfabp	CD15	ATP2A3	1	0	0	2	1	10	1	1	2	18.504349	18.784339	10.671099	8.1330744	15.510378	1	46	95															205	765206	16628	10048.339	9151.6817	1.67e+08	-834.4816	3.99e+07	22				40_ATP2A3	1	3	2	6.805555	3	1	5								.4703636	-.2043305	1.229064	-.2410404	1.465234	1.24006	1.348275	1.292276	1.286946	1.058737													
InsH2Bfabp_CD15_10dpf_VAST02_plate03_ATP2A3_201211_D03	201211	3	NH437	insH2Bfabp	CD15	ATP2A3	1	0	0	2	1	10	0	0	1	5.3114236	13.747958	9.5294656	3.1647528	8.8853424	1	31	129	286555	5511	4877	5992	2080	52	1.856e+09	1	3063449	125290	118	215	167	118	20	680792	1321	8612.701	7359.7314	1.14e+07	-76.35786	-7.83e+07	7	4455.479	1012300	1419247	40_ATP2A3	1	3	3	10.1	3	1	5	1.428802	.2454314	.3524647	.4354094	-.6744897	.7626835	.9884819	-.6374841	-2.18935	-.7279133	-.667016	-1.465234	.6818606	-1.475095	-1.548528	-1.403804	-1.408853	-.0772036	-.4377901	-.7112601	-.1548709	-.313572	-.5024022	-.3957253	-.6624353	-.3543496	-.5244005	-.8144545	-.3957253	.1159498
InsH2Bfabp_CD15_10dpf_VAST02_plate03_ATP2A3_201211_A02	201211	3	NH426	insH2Bfabp	CD15	ATP2A3	1	0	0	2	1	10	1	1	2	15.611424	14.632728	11.907868	2.7904272	12.782422	1	20	118	404995	6639	4852	12187	4137	61	4.789e+09	1	4444595	157687	150	265	190	104	117	658490	8486	5552.9074	5178.8245	4.71e+07	-466.2171	3127623	23	3947.155	1059553	1387710	40_ATP2A3	1	3	3	9.266666	3	1	5	-.2454314	.611579	.2191533	2.162077	.0383762	-.9601961	.4164465	-.4972006	-1.088917	-.8247319	.0716793	.7593904	.5956607	.04687	-.0938433	-.452452	.0703373	.4377901	.5691847	.3957253	-.1940281	2.423196	2.423196	1.993984	.4806444	.4806444	.5691847	.2733094	.5691847	-.3957253
InsH2Bfabp_CD15_10dpf_VAST02_plate02_ATP2A3_201211_D02	201211	2	NH364	insH2Bfabp	CD15	ATP2A3	1	0	0	2	1	10	.0284005	0	1	19.735907	18.580162	8.2926964	7.7247192	20.342758	1	7	56	498045	6553	5939	6370	2028	76	3.239e+09	1	6942505	212448	163	303	210	117	12	921777	848	5689.6757	5294.8648	4824845	-471.5089	-4.16e+07	0	4738.444	1274556	1758410	40_ATP2A3	1	3	2	3.2	3	1	5	1.951308	2.568836	2.162077	1.299194	1.36114	.1780348	1.28751	.3789003	1.0467	.948535	-1.179761	1.718451	1.842373	-1.988748	-1.988748	-1.838167	-.7734564	1.326678	1.37468	.2733094	.6151411	.7112601	-.4377901	-.4806444	1.993984	1.37468	1.19838	.9572095	1.238894	.0578776
InsH2Bfabp_CD15_10dpf_VAST02_plate02_ATP2A3_201211_A07	201211	2	NH396	insH2Bfabp	CD15	ATP2A3	1	0	0	2	1	10	.9922815	1	2	13.085497	24.024898	8.7525208	6.1593576	14.730962	1	39	88	278298	5352	4586	5992	2233	52	1.739e+09	1	4057767	139251	129	263	198	93	69	548382	5814	5354.9427	4002.7035	3.11e+07	775.6625	1.18e+07	453	5073.477	1213261	1508207	40_ATP2A3	1	3	2	6.133333	3	1	5	2.568836	1.802743	.8824176	.611579	-.1670294	-1.050522	-.5637612	1.229064	-.4570723	.3406948	-.8938006	.2905068	.0234286	-.5956607	-.5956607	-.8315547	.3094104	-.0772036	-.5244005	-.9881546	-.5691847	-.3957253	-.5024022	-.0385731	.1940281	-.0772036	-.1744161	.2334853	.8694237	-1.020076
InsH2Bfabp_CD15_10dpf_VAST02_plate03_ATP2A3_201211_G01	201211	3	NH424	insH2Bfabp	CD15	ATP2A3	1	0	0	2	1	10	1	1	2	16.809099	10.821413	6.7388068	1.3952136	11.535357	1	18	116	292756	9759	9502	7198	2322	30	2.203e+09	1	3540853	121778	114	238	200	94	60	519627	4705	8433.4244	7603.4477	3.97e+07	-553.9995	-5.51e+07	17	3923.257	980972	1368166	40_ATP2A3	1	3	3	9.116667	3	1	5	-.3798165	.0639882	.1153556	-.0383762	.1670294	.9601961	.3049337	-1.13317	-1.367628	-1.718451	-1.833915	.9674216	-.1410246	-.6967148	-.7734564	-.5878935	-.9427782	-1.768825	-.3543496	1.993984	2.423196	-.1159498	-.0385731	.0772036	-.2733094	-.3957253	-.7618428	-.3543496	.9271548	-.8694237
InsH2Bfabp_CD15_10dpf_VAST02_plate02_ATP2A3_201211_A01	201211	2	NH354	insH2Bfabp	CD15	ATP2A3	1	0	0	2	1	10	1	1	2							46	46	400557	6461	5382	9017	2771	62	3.606e+09	1	5554306	190139	130	305	196	148	40	1029606	3815	6490.2202	4889.6839	2.48e+07	825.0707	-1.32e+07		4390.179	1100496	1611401	40_ATP2A3	1	3	1	2.35	3	1	5	1.188354	1.002035	1.802743	.4637077	1.428802	-.3474399	.2372021						2.599139	-1.100698	-.9427782	-1.052756	-.2849259	.5691847	.5244005	.1940281	.0772036	.9271548	.9881546	.6151411	.9881546	.9271548	-.0772036	1.053073	.8144545	1.768825
InsH2Bfabp_CD15_10dpf_VAST02_plate02_ATP2A3_201211_D07	201211	2	NH398	insH2Bfabp	CD15	ATP2A3	1	0	0	2	1	10	.9551266	1	2	16.780169	24.092957	7.7853039	8.2011336	18.861867	1	41	90															230	747146	17001	10759.376	9457.7749	1.83e+08	-498.173	4.94e+07	20	4401.969	1137387	1558570	40_ATP2A3	1	3	2	6.35	3	1	5	1.241867	1.428802	1.36114	.8824176	1.503722	1.655485	.6909717	1.281552	.7593904	1.337828	-1.337828	.9299809	1.100698	1.548528	1.408853	1.626828	1.144693													
InsH2Bfabp_CD15_10dpf_VAST02_plate02_ATP2A3_201211_D01	201211	2	NH357	insH2Bfabp	CD15	ATP2A3	1	0	0	2	1	10	1	1	2	15.794923	8.9157552	14.682671	3.743256	30.70899	1	49	49	263011	4782	4471	6488	2154	55	1.690e+09	1	4942681	145232	156	259	157	128	78	464709	6715	9805.1246	8088.4585	6.58e+07	223.9353	-3.90e+07	31	4406.94	1113117	1578907	40_ATP2A3	1	3	1	2.583333	3	1	5	1.299194	1.138044	1.685788	1.241867	1.138044	1.394908	.6581891	-1.622194	1.833915	-.5800146	.7916386	.7916386	-.7117243	-.4094043	-.3589585	-.0828608	-.7117243	.2137151	-.7112601	-1.768825	-.9271548	-.5244005	-.3957253	-.1940281	.6151411	.1159498	1.053073	.0772036	-.7363159	.8416212
InsH2Bfabp_CD15_10dpf_VAST02_plate02_ATP2A3_201211_A09	201211	2	NH410	insH2Bfabp	CD15	ATP2A3	1	0	0	2	1	10	.8442678	1	2	10.12976	8.7456072	8.895225	6.7718904	11.535357	1	4	102	151606	4594	4558	5732	1810	33	9.255e+08	2	997942	50007	77	183	130	72	33	394652	2814	3086.935	2519.6232	8686635	323.288	2.03e+07	90	3825.63	871107.8	1167474	40_ATP2A3	1	3	3	7.433333	3	1	5	-.611579	-.5810237	-.7742626	1.002035	-1.002035	.0408803		-1.833915	-1.367628	.6971414	-.8247319	-.1921572	-1.408853	-1.191022	-1.144693	-1.626828	.5405975	-1.608653	-1.768825	-1.993984	-.6151411	-1.481544	-.7112601	-.7618428	-1.768825	-1.768825	-1.768825	-1.481544	-1.608653	-1.768825
InsH2Bfabp_CD15_10dpf_VAST02_plate02_ATP2A3_201211_G01	201211	2	NH359	insH2Bfabp	CD15	ATP2A3	1	0	0	2	1	10	.0210313	0	1	14.070743	9.2220216	8.2451283	5.0704104	14.653021	1	2	51	479834	8886	6141	7949	2176	54	3.803e+09	2	4748024	194278	151	257	214	123	272	784102	20551	8553.039	7271.0484	1.76e+08	-27.45139	8.80e+07	19	4283.502	1044630	1517134	40_ATP2A3	1	3	2	2.766667	3	1	5	.8452716	.4923825	.960637	.2191533	.2985202	.3186394	2.153875	-1.398694	-.4972006	-.0477635	-1.229064	.4703636	1.292276	1.988748	1.842373	1.470193	1.727309	.1548709	1.122762	1.481544	.8144545	1.122762	.4377901	-.1548709	.5691847	1.053073	.7112601	-.0385731	1.37468	.4166655
InsH2Bfabp_CD15_10dpf_VAST02_plate02_ATP2A3_201211_D05	201211	2	NH383	insH2Bfabp	CD15	ATP2A3	1	0	0	2	1	10	1	1	2	6.6813995	12.965278	9.91001	5.5127952	14.263313	1	26	75	373914	5665	4550	6583	2393	66	2.496e+09	1	3839081	153412	111	258	208	132	146	517964	11935	6725.0203	6007.8895	8.03e+07	-309.0715	1.89e+07	7	4035.897	909478.8	1298677	40_ATP2A3	1	3	2	4.866667	3	1	5	-.0383762	-.3524647	-.1930258	-.7069592	-.4637077	1.099066	.0653232	-.7435598	-.6229257	.0716793	-.5244005	-1.00627	-.164727	.4479274	.5136787	.2265744	.4609147	.9271548	.3543496	-.6151411	-.6624353	.1159498	-.3543496	.2334853	-.1159498	.313572	-.9881546	.019283	1.122762	1.087257
InsH2Bfabp_CD15_10dpf_VAST02_plate03_ATP2A3_201211_D02	201211	3	NH429	insH2Bfabp	CD15	ATP2A3	1	0	0	2	1	10	1	1	2	13.45561	13.679899	19.328484	3.0966936	12.704481	1	23	121	315140	5252	4160	3330	975	60	1.095e+09	1	4263112	162330	121	297	176	126	160	536942	11820	14732.301	11798.642	1.74e+08	608.9885	-8394306	570	4082.47	1034282	1328285	40_ATP2A3	1	3	3	9.483334	3	1	5	.1153556	.4637077	-.0896424	.2985202	.3661064	-.0681677	.0391761	-.667016	-1.13317	-.7593904	1.229064	.3406948	-.0703373	.6238741	.4871272	1.403804	-.2364492	.3957253	-.1159498	-1.19838	-1.37468	-1.19838	-1.481544	-1.993984	.4377901	.5691847	-.4166655	.8694237	-.1353847	.7112601
InsH2Bfabp_CD15_10dpf_VAST02_plate03_ATP2A3_201211_D01	201211	3	NH421	insH2Bfabp	CD15	ATP2A3	1	0	0	2	1	10	1	1	2	6.9881679	11.502005	12.954365	.8167104	10.522116	1	15	113															121	341748	10863	6144.9798	5040.6218	6.68e+07	295.0474	2.57e+07		3426.78	789431.1	1050192	40_ATP2A3	1	3	3	8.683333	3	1	5	-1.802743	-1.428802	-1.588183	-1.002035	-.521468	-1.150349	-.4741167	-1.0467	-1.833915	-2.18935	.4972006	-.8938006	-1.842373	.1410246	.2849259	-.0354786	.7117243													
InsH2Bfabp_CD15_10dpf_VAST02_plate03_ATP2A3_201211_A01	201211	3	NH418	insH2Bfabp	CD15	ATP2A3	1	0	0	2	1	10	.9711006	1	2	17.407936	13.816018	15.237631	.85074	16.289794	1	12	110	426905	5336	4649	10875	3630	80	4.563e+09	1	5687216	220870	151	303	204	116	23	630723	1703	8436.8937	7576.4594	1.44e+07	-517.4904	-7.98e+07	2	4209.977	1023440	1446762	40_ATP2A3	1	3	3	8.45	3	1	5	.6427163	.3798165	.5510015	-.1153556	.8824176	-1.204851	.3881343	-.6084982	0	-1.980752	1.0467	1.156152	.4609147	-1.348275	-1.348275	-1.286946	-1.475095	1.768825	.7618428	-1.053073	-.4377901	1.993984	1.768825	1.37468	1.122762	1.768825	.7112601	.9572095	1.053073	-.0385731
InsH2Bfabp_CD15_10dpf_VAST02_plate02_ATP2A3_201211_G05	201211	2	NH386	insH2Bfabp	CD15	ATP2A3	1	0	0	2	1	10	1	1	2	7.6666453	24.263105	10.274698	3.8113152	14.263313	1	29	78	135073	6140	7148	8295	2380	22	1.141e+09	1	1156230	60410	92	157	117	98	153	508226	12495	12845.118	9928.639	1.60e+08	1011.122	1.71e+07	86	4093.181	939729.9	1212484	40_ATP2A3	1	3	2	5.133333	3	1	5	.1930258	-.2191533	-.521468	-.8452716	.920823	.1504181	-.3601299	1.337828	-.6229257	-.5244005	-.3917566	-.7279133	-.3094104	.5679139	.5956607	1.138967	.3840592	-2.423196	-2.423196	-.0772036	1.281552	-1.122762	.6624353	.1940281	-1.608653	-1.608653	-1.608653	-1.768825	-1.768825	-.7363159
InsH2Bfabp_CD15_10dpf_VAST02_plate02_ATP2A3_201211_E09	201211	2	NH414	insH2Bfabp	CD15	ATP2A3	1	0	0	2	1	10	.0164745	0	1	12.223407	8.9157552	9.6880258	1.70148	16.133911	1	8	106															19	762860	1248	9009.5986	8446.5707	1.12e+07	-1010.003	-1.01e+08	0	4533.228	1121701	1575722	40_ATP2A3	1	4	3	7.95	4	1	5	1.503722	1.36114	1.588183	1.428802	.1411454	-.5912576	2.561682	-1.622194	-.1076344	-1.465234	-.5800146	.1076344	1.191022	-1.548528	-1.63141	-1.470193	-1.842373													
InsH2Bfabp_CD15_10dpf_VAST02_plate02_ATP2A3_201211_H07	201211	2	NH402	insH2Bfabp	CD15	ATP2A3	1	0	0	2	1	10	1	1	2	6.1887766	10.413058	11.527324	4.934292	15.042729	1	45	94	364323	5783	5505	10257	3189	63	3.749e+09	1	3754316	154688	116	268	175	122	191	472156	13506	12182.784	10273.122	1.65e+08	-72.93938	1.39e+07	95	3513.592	781625.4	1066253	40_ATP2A3	1	4	2	6.733333	4	1	5	-1.428802	-1.503722	-1.503722	.27188	-1.241867	-.6916925	-.5035419	-1.229064	-.3661064	-.1196481	-.0477635	-1.281552	-.6238741	.9427782	.7422367	1.185426	.3589585	.7363159	.2334853	-.5244005	.2334853	1.053073	1.37468	1.053073	-.1940281	.3543496	-.6624353	.313572	-.2137151	.313572
InsH2Bfabp_CD15_10dpf_VAST02_plate02_ATP2A3_201211_E06	201211	2	NH392	insH2Bfabp	CD15	ATP2A3	1	0	0	2	1	10	.0107201	0	1	15.918079	15.449438	9.2282013	2.6883384	10.989766	1	35	84	409901	7883	8219	11612	3617	52	4.436e+09	1	3520383	138170	136	247	158	123	121	478284	9904	10774.773	8916.8824	1.07e+08	179.401	-1.55e+07	0	4137.95	1063845	1518465	40_ATP2A3	1	4	2	5.45	4	1	5	.2985202	.6585199	1.002035	-.1930258	.7401917	-.2617966	1.793352	-.2905068	-1.622194	-.948535	-.7124431	.8247319	-.5136787	.1410246	.164727	.6162404	-.3589585	-.0772036	.6151411	1.122762	1.768825	1.608653	1.993984	1.281552	-.313572	-.1159498	.1159498	-.2533471	-.6624353	.4166655
InsH2Bfabp_CD15_10dpf_VAST02_plate02_ATP2A3_201211_B06	201211	2	NH389	insH2Bfabp	CD15	ATP2A3	1	0	0	2	1	10	.037927	0	1	23.307423	17.184948	12.843373	1.1570064	23.694246	1	32	81															257	1022778	22044	12889.655	9620.0459	2.84e+08	1433.449	1.47e+08					40_ATP2A3	1	4	2	5.283333	4	1	5								.167894	1.538979	-1.833915	.4438613	2.592656	2.196763	1.842373	2.196763	2.193076	2.196763													
InsH2Bfabp_CD15_10dpf_VAST02_plate02_ATP2A3_201211_B01	201211	2	NH355	insH2Bfabp	CD15	ATP2A3	1	0	0	2	1	10	1	1	2	14.193899	19.703138	12.33598	11.127679	34.60607	1	47	47	361575	9772	7231	8331	2486	37	3.055e+09	1	3967788	143670	133	235	188	101	76	735620	6276	7923.6009	6866.5708	4.97e+07	-161.7155	-2.96e+07	1	4311.423	1045796	1503646	40_ATP2A3	1	4	1	2.416667	4	1	5	1.002035	.521468	.8452716	.1930258	1.802743	-.2901008	-.5946412	.6374841	2.18935	2.592656	.2410404	.4972006	1.018561	-.4609147	-.4350152	-.3751523	-.5136787	-1.122762	.1940281	2.423196	1.37468	.6624353	.7618428	.313572	.1159498	.0385731	0	-.3957253	.4377901	-.5691847
InsH2Bfabp_CD15_10dpf_VAST02_plate02_ATP2A3_201211_G06	201211	2	NH394	insH2Bfabp	CD15	ATP2A3	1	0	0	2	1	10	1	1	2	12.839186	18.648221	12.034716	5.5468248	16.289794	1	37	86	228824	5448	4630	3951	1373	42	9.415e+08	1	3510482	111818	140	181	169	126	241	881512	17552	11288.969	8073.4677	1.98e+08	1726.131	9.36e+07	6				40_ATP2A3	1	4	2	5.725	4	1	5								.4176672	0	.0956362	.1558003	.2533471	1.548528	1.727309	1.63141	1.838167	1.842373	-.5466556	-1.19838	-.8144545	-.4806444	-1.37468	-1.053073	-1.053073	-.3543496	-.7112601	.313572	-1.608653	-.313572	.7112601
InsH2Bfabp_CD15_10dpf_VAST02_plate02_ATP2A3_201211_B08	201211	2	NH404	insH2Bfabp	CD15	ATP2A3	1	0	0	2	1	10	.0077741	0	1	20.597997	18.580162	9.8465859	6.125328	15.198612	1	47	96	396032	8251	6178	7308	2148	48	2.755e+09	1	5725747	170991	166	320	182	120	81	796080	7163	8913.5498	8148.9556	6.38e+07	-741.7021	-4.23e+07	0				40_ATP2A3	1	4	2	6.877778	4	1	5								.3789003	-.3155015	.2905068	-.5519941	1.833915	1.348275	-.3340819	-.3094104	-.1066151	-.8382877	-.2933812	.4806444	1.37468	.8694237	.1940281	0	-.2334853	1.19838	.6151411	1.481544	1.541986	.1940281	.1744161
InsH2Bfabp_CD15_10dpf_VAST02_plate03_ATP2A3_201211_E03	201211	3	NH438	insH2Bfabp	CD15	ATP2A3	1	0	0	2	1	10	1	1	2	17.048634	16.606445	15.142495	3.6751968	15.58832	1	32	130	428916	6599	5941	6736	2300	65	2.914e+09	1	6281665	185380	183	295	176	143	130	676508	10143	12162.796	9942.7034	1.23e+08	311.582	-2.03e+07	0	4170.563	1091195	1485612	40_ATP2A3	1	4	3	10.16667	4	1	5	.4354094	.8824176	.7401917	.5810237	1.045226	-.0955058	1.577923	-.0956362	-.167894	-.6084982	.9674216	1.088917	.652593	.2727483	.2124247	.9003679	-.4094043	.8416212	.8144545	.3543496	.6624353	.3957253	-.2733094	0	1.768825	.8694237	1.993984	.7618428	-.1353847	1.426077
InsH2Bfabp_CD15_10dpf_VAST02_plate02_ATP2A3_201211_E04	201211	2	NH378	insH2Bfabp	CD15	ATP2A3	1	0	0	2	1	10	1	1	2	6.435088	8.9157552	6.4058305	3.8793744	14.10743	1	21	70	500449	7360	5461	8700	2582	68	4.384e+09	1	5107808	216064	152	319	159	142	6	878780	448	8172.8281	7266.7208	3661427	-402.3643	-8.40e+07	69				40_ATP2A3	1	4	2	4.411111	4	1	5								-1.622194	-.667016	-.4703636	-1.980752	-1.179761	1.475095	-2.196763	-2.196763	-1.984772	-1.63141	.9881546	1.481544	.9271548	.1548709	1.481544	.8694237	.4377901	.7112601	1.608653	.8144545	1.37468	-.5920066	1.281552
InsH2Bfabp_CD15_10dpf_VAST02_plate03_ATP2A3_201211_B01	201211	3	NH419	insH2Bfabp	CD15	ATP2A3	1	0	0	2	1	10	.9859655	1	2	22.557936	10.719324	11.099211	4.1516112	18.238334	1	13	111	573308	9247	6689	8057	2434	62	4.548e+09	1	6059341	222526	141	306	229	130	53	715294	4898	11246.1	8424.0504	5.51e+07	1254.069	-5.68e+07	23	4171.947	1182023	1566451	40_ATP2A3	1	4	3	8.516666	4	1	5	.4637077	1.685788	1.503722	1.951308	1.588183	-.4658759	.8305109	-1.179761	.4570723	-.3533721	-.1437292	1.980752	.9068503	-.8550502	-.7117243	-.250906	-.9799662	.5691847	2.423196	1.608653	1.122762	1.768825	.4806444	.2733094	1.481544	1.993984	.3749572	1.122762	1.608653	.9881546
InsH2Bfabp_CD15_10dpf_VAST02_plate03_ATP2A3_201211_E02	201211	3	NH430	insH2Bfabp	CD15	ATP2A3	1	0	0	2	1	10	1	1	2	19.443983	16.368238	19.883444	2.1098352	15.510378	1	24	122															161	732811	14141	12634.415	9725.13	1.79e+08	1049.561	3.95e+07	10	4209.484	1217209	1560410	40_ATP2A3	1	4	3	9.55	4	1	5	.611579	1.951308	1.428802	1.045226	2.568836	.4658759	.7245144	-.1437292	-.2043305	-1.281552	1.398694	1.622194	.9427782	.652593	.9068503	1.543781	1.018561													
InsH2Bfabp_CD15_10dpf_VAST02_plate02_ATP2A3_201211_B05	201211	2	NH381	insH2Bfabp	CD15	ATP2A3	1	0	0	2	1	10	1	1	2	7.9129568	21.506707	7.3889035	1.531332	17.692743	1	24	73															106	445216	7326	5769.3254	4130.1914	4.23e+07	1033.97	2.02e+07	48	3652.972	860670.2	1110575	40_ATP2A3	1	4	2	4.716667	4	1	5	-1.138044	-.7401917	-1.188354	-1.588183	-.809257	-1.556601	-.7941926	.9299809	.3280721	-1.622194	-1.622194	-.6971414	-.8720565	-.1410246	-.2849259	-.532558	.4871272													
InsH2Bfabp_CD15_10dpf_VAST02_plate02_ATP2A3_201211_E08	201211	2	NH407	insH2Bfabp	CD15	ATP2A3	1	0	0	2	1	10	.0569605	0	1	6.5582438	20.519849	11.717596	5.2405584	14.808904	1	1	99	369494	7390	5258	7187	1935	50	2.779e+09	1	3464126	137633	113	230	194	114	114	533464	9517	11920.609	9280.7658	1.13e+08	879.7595	-1.64e+07	0	3950.01	981585.1	1372846	40_ATP2A3	1	4	3	7.116667	4	1	5	-.2191533	.0896424	.1411454	.7401917	.0896424	-.5275293	.3324052	.7916386	-.4176672	.0238749	-.0119366	-1.067571	-.0938433	.0117135	.04687	.7664708	-.3840592	-.1940281	.2733094	.9881546	.0385731	.313572	-.0772036	-.6624353	-.3957253	-.1940281	-.8979152	-.4377901	.7363159	-.2334853
InsH2Bfabp_CD15_10dpf_VAST02_plate02_ATP2A3_201211_E02	201211	2	NH365	insH2Bfabp	CD15	ATP2A3	1	0	0	2	1	10	1	1	2	12.100252	17.116889	14.476543	4.593996	17.53686	1	8	57	238943	6827	8289	9006	3682	35	1.998e+09	1	2829747	109661	107	275	171	100	154	457670	12832	12305.789	10096.799	1.58e+08	265.926	1.10e+07	130	3809.988	821043.1	1178734	40_ATP2A3	1	4	2	3.266667	4	1	5	-.7069592	-1.241867	-.7069592	-.5810237	-.611579	.4059455	-.7245144	.1437292	.2780781	-.1921572	.7279133	.0238749	-.8054488	.5956607	.652593	1.094844	.2849259	-1.37468	-.9271548	.4806444	1.993984	-.2733094	.9271548	1.481544	-.8694237	-.8694237	-1.159742	.5466556	-.2733094	-.6151411
InsH2Bfabp_CD15_10dpf_VAST02_plate02_ATP2A3_201211_G03	201211	2	NH372	insH2Bfabp	CD15	ATP2A3	1	0	0	2	1	10	1	1	2	14.932833	18.375984	21.342198	7.8948672	20.420699	1	15	64	185007	5000	3910	7121	2613	37	1.369e+09	1	2410473	88094	114	210	135	102	327	734772	22843	19089.966	15950.891		-116.6592	1.67e+08		4131.955	1013780	1419158	40_ATP2A3	1	4	2	3.916667	4	1	5	.27188	.27188	.3253741	-.5510015	.7069592	-.5591096	-.2237952	.3029805	1.088917	1.0467	1.718451	.652179	.9799662	2.599139	2.599139		2.599139	-1.122762	-1.608653	-1.37468	-1.768825	-.8144545	-.1548709	.4806444	-1.281552	-1.481544	-.7618428	-.9881546	-1.37468	-.4806444
InsH2Bfabp_CD15_10dpf_VAST02_plate03_ATP2A3_201211_H01	201211	3	NH425	insH2Bfabp	CD15	ATP2A3	1	0	0	2	1	10	.0208095	0	1	17.407936	12.72707	9.6563137	2.6883384	14.341254	1	19	117															42	451068	3203	8698.9163	7443.4434	2.79e+07	-92.62537	-6.35e+07	64	4204.055	1108197	1519840	40_ATP2A3	1	4	3	9.2	4	1	5	.5810237	1.090461	1.045226	1.090461	1.188354	-.3765316	1.229859	-.8247319	-.5800146	-.948535	-.6229257	1.156152	-.8382877	-.9799662	-1.018561	-.9737339	-1.018561													
InsH2Bfabp_CD15_10dpf_VAST02_plate02_ATP2A3_201211_H01	201211	2	NH360	insH2Bfabp	CD15	ATP2A3	1	0	0	2	1	10	1	1	2							3	52	515483	8182	6543	7173	2142	63	3.657e+09	3	5470380	207690	129	251	244	149	101	701150	9956	7846.1173	6681.4997	7.81e+07	-12.62917	2674471	10				40_ATP2A3	1	4	2	2.833333	4	1	5													.8054488	-.164727	.1885222	.1782959	.04687	.7363159	1.768825	1.281552	.9881546	.9881546	-.1159498	-.2733094	.9271548	1.19838	-.1744161	-.1353847	2.423196	1.993984
InsH2Bfabp_CD15_10dpf_VAST02_plate02_ATP2A3_201211_B09	201211	2	NH411	insH2Bfabp	CD15	ATP2A3	1	0	0	2	1	10	1	1	2	13.57812	12.965278	8.4036885	4.4578776	18.00451	1	5	103															142	471862	11359	9465.7898	7751.1773	1.08e+08	297.5105	9694832		3898.185	917703.3	1249464	40_ATP2A3	1	4	3	7.516667	4	1	5	-.4637077	-.3253741	-.3524647	-.4354094	.2191533	.0955058	-.4450965	-.7435598	.3917566	-.2410404	-1.0467	.3661064	-.652593	.3840592	.4609147	.6450915	.2364492													
