filename	date	plate	index	line	diet	Exp	overfeeding	cholesterol	glucose	VAST	Imaged	age	ctbp2_nwt	ctbp2_dich	qRNA	protein	ldl	gluc	tc	tg	Anders_batch	pos_bio	Löpnr	Volume	CellVolume_Av	CellVolume_Stdev	CellInt_Av	CellInt_Stdev	NrCells	CellInt_Tot	isletNr	IV	ISA	IED	IPAL1	IPAL2	IPAL3	LiverLipN	LiverArea	LiverLipArea	LiverLipInt_Av	LiverLipIntBG	LiverLipInt_Tot	LiverLipInt_Av_Res	LiverLipInt_Tot_Res	vld_area	length	dorsal_area	lateral_area	file	batch	tank	batch_bio	tod	tank_n	batch_n	nr_tanks	intlength	intdorsal_area	intlateral_area	intangle	inteye_area	intcurvature	intpig_dorsal_tail	intldl	inttg	inttc	intgluc	intprotein	intLiverArea	intLiverLipN	intLiverLipArea	intLiverLipInt_Tot	intLiverLipInt_Tot_Res	intNrCells	intVolume	intCellVolume_Av	intCellVolume_Stdev	intCellInt_Tot	intCellInt_Av	intCellInt_Stdev	intIV	intISA	intIED	intIPAL1	intIPAL2	intIPAL3
InsH2Bfabp_CD15_10dpf_VAST02_plate01_CTBP2_201002_G07	201002	1	NC255	insH2Bfabp	CD15	CTBP2	1	0	0	2	1	10	1	1	2	14.585858	.5444736	.74523275	.4083552	1.0911824	1	44	93	616438	9632	7681	6258	1731	64	3.771e+09	1	5329584	182075	178	245	181	152									17	3966.773	927423.1	1250601	14_CTBP2	1	3	2	6.783333	3	1	5	-.4569218	-.7668313	-.7291514	-.6217734	-1.021921	.5141561	-1.23748	-.4210971	.240426	-.4817269	.6588377	.3451255						.2669941	1.707553	2.375107	1.707553	.5043221	-1.040203	-1.412188	.2669941	.5549229	1.301807	-.1323128	.0439901	1.040203
InsH2Bfabp_CD15_10dpf_VAST02_plate01_CTBP2_201002_G01	201002	1	NC210	insH2Bfabp	CD15	CTBP2	1	0	0	2	1	10	1	1	2	15.494721	1.2931248	.93550494	.6125328	1.0911824	1	48	48	629528	6697	5487	7861	2210	94	4.907e+09	1	5990906	241667	147	292	180	146	7	770374	496	6211.8367	6116.1482	3081071	628.3709	-1.36e+07	0	4321.146	1138389	1617682	14_CTBP2	1	3	1	3.35	3	1	5	1.123174	1.370745	2.118995	1.447606	1.447606	-.7713894	1.75333	2.032478	.240426	1.405072	1.281552	.628006	.7820069	-.6136091	-.5357877	-1.017694	-.3576728	1.937932	1.937932	.3593968	-.0880656	1.118958	-.3593968	-.7745655	.9674216	1.707553	.2216821	.8669582	-.0439901	.8669582
InsH2Bfabp_CD15_10dpf_VAST02_plate01_CTBP2_201002_D03	201002	1	NC222	insH2Bfabp	CD15	CTBP2	1	0	0	2	1	10	1	1	2	15.312948	.6465624	.68180869	.4423848	1.4808904	1	11	60	516609	6623	6087	9405	3087	78	4.473e+09	2	5842128	194967	168	308	192	121	19	691394	1326	5063.3032	5646.3875	6713940	161.7068	-5545790	2	4154.788	1033026	1433095	14_CTBP2	1	3	2	4.2	3	1	5	.2739918	.4569218	.6924793	.8056329	.4099833	-.2564297	-.2739918	-.1723557	.7063026	-.1763742	.1763742	.5680515	.2160518	-.0494931	-.0825485	-.397259	.0553215	1.25212	1.118958	.2216821	.2669941	.9674216	.1323128	0	.8353711	.6607511	1.118958	1.040203	.4795057	-.1768208
InsH2Bfabp_CD15_10dpf_VAST02_plate01_CTBP2_201002_D09	201002	1	NC268	insH2Bfabp	CD15	CTBP2	1	0	0	2	1	10	1	1	2	14.313199	.680592	.96721698	.4423848	1.7147152	1	8	106															46	426976	3440	11350.625	9526.0711	3.90e+07	817.5698	-9350455	0				14_CTBP2	1	3	3	7.825	3	1	5								-.0792395	1.200359	-.1763742	1.439531	.2923749	-1.561435	.5742636	.4980894	.4784177	-.2041513													
InsH2Bfabp_CD15_10dpf_VAST02_plate01_CTBP2_201002_A02	201002	1	NC212	insH2Bfabp	CD15	CTBP2	1	0	0	2	1	10	.8265617	1	2	17.857766	.9868584	1.2843373	.510444	1.4808904	1	1	50															31	784992	2226	4119.947	5071.7644	9171002	52.43063	2263534	0	4184.884	1072309	1457499	14_CTBP2	1	3	2	3.483333	3	1	5	.521135	.7668313	.93019	.0427396	2.118995	.6933416	1.904707	.9815618	.7063026	.4676988	2.575829	1.200359	.8749908	.2841234	.1824072	-.2041513	.437478													
InsH2Bfabp_CD15_10dpf_VAST02_plate01_CTBP2_201002_D04	201002	1	NC230	insH2Bfabp	CD15	CTBP2	1	0	0	2	1	10	1	1	2	9.9506542	1.020888	.50739251	.6125328	1.0911824	1	19	68															7	432140	679	10512.842	10081.695	7138220	-826.7144	-4.64e+07	2	4382.585	1056503	1502958	14_CTBP2	1	3	2	4.9	3	1	5	1.633934	.6924793	1.301224	.0142427	.2445328	1.611169	1.071175	1.094618	.240426	1.405072	-1.103063	-.5100735	-1.458376	-.6136091	-.2841234	-.3186394	-1.307107													
InsH2Bfabp_CD15_10dpf_VAST02_plate01_CTBP2_201002_A09	201002	1	NC265	insH2Bfabp	CD15	CTBP2	1	0	0	2	1	10	.7167067	1	2	14.76763	.7146216	.63424064	.4764144	.9352992	1	5	103	349949	7608	7094	10124	3276	46	3.466e+09	1	4012024	138371	143	216	179	120	7	668284	688	11107.385	10934.149	7641881	-1469.53	-5.39e+07	9	4127.043	1029272	1420489	14_CTBP2	1	3	3	7.616667	3	1	5	.2152846	.3336597	.4887764	-.1285329	.7106959	.1346898	.3036906	.0263886	.0125335	.1383042	-.1383042	.3988551	.1156944	-.6136091	-.2499428	-.241944	-1.399161	-.7745655	-.2216821	1.040203	1.118958	.1768208	.5043221	.2216821	-.1768208	-.5043221	.0660118	-.63364	-.1545286	-.2216821
InsH2Bfabp_CD15_10dpf_VAST02_plate01_CTBP2_201002_D08	201002	1	NC260	insH2Bfabp	CD15	CTBP2	1	0	0	2	1	10	1	1	2	7.3149503	.7826808	.91964893	.3743256	.779416	1	49	98	21236	1416	1097	1513	386	15	32054010	1	321534	24367	61	121	98	32	41	631600	2912	8228.2129	7754.156	2.40e+07	267.1373	-7931747	0	3912.419	950795.6	1328673	14_CTBP2	1	3	2	7.266667	3	1	5	-.6567159	-.6217734	-.2152846	.0712713	.4887764	1.731664	-.93019	.2126769	-.3451255	-.755415	1.200359	-1.281552	-.2160518	.4610861	.4247038	.3576728	-.0922863	-1.937932	-1.937932	-2.375107	-1.937932	-1.937932	-1.937932	-1.937932	-1.937932	-1.937932	-1.937932	-1.937932	-1.707553	-1.937932
InsH2Bfabp_CD15_10dpf_VAST02_plate01_CTBP2_201002_A05	201002	1	NC235	insH2Bfabp	CD15	CTBP2	1	0	0	2	1	10	.8932264	1	2	15.312948	1.1570064	.60252861	.6125328	1.169124	1	24	73	473924	7073	5460	5123	1776	67	2.333e+09	1	5372181	201030	161	246	199	154	90	557596	6815	11694.724	10868.317	7.97e+07	-786.6346	1.88e+07	20	4228.852	991484.4	1396189	14_CTBP2	1	3	2	5.25	3	1	5	.7291514	-.1862194	.3036906	.521135	.93019	.2257079	.2445328	1.412188	.3718561	1.405072	-.3186394	.5680515	-.6953402	1.030806	1.030806	.9008895	.7952457	.529453	.7164975	.7745655	-.1323128	-.9674216	-1.543098	-1.205345	.3593968	.8353711	.8045964	-.0219897	.6607511	1.205345
InsH2Bfabp_CD15_10dpf_VAST02_plate01_CTBP2_201002_G05	201002	1	NC240	insH2Bfabp	CD15	CTBP2	1	0	0	2	1	10	0	0	1	9.4053361	.3062664	.44396845	.2722368	.0779416	1	29	78	147974	5103	5030	9522	3335	29	1.512e+09	1	2057026	80749	109	162	128	116	0	442508	0		7974.3545				0	3759.61	806732.5	1072234	14_CTBP2	1	3	2	5.616667	3	1	5	-1.178402	-1.370745	-1.534121	-.4255243	-1.178402	-.8122178	-.0142427	-1.223734	-1.554774	-1.174987	-1.554774	-.6433454	-1.368829	-1.619856	-1.619856			-1.543098	-1.707553	-.8994349	-.5043221	-1.707553	.2216821	.3128614	-1.412188	-1.543098	-1.301807	-1.543098	-1.412188	-.3829533
InsH2Bfabp_CD15_10dpf_VAST02_plate01_CTBP2_201002_D02	201002	1	NC215	insH2Bfabp	CD15	CTBP2	1	0	0	2	1	10	.0256586	0	1	14.131426	1.2250656	.72937674	.6125328	.8573576	1	4	53															18	917062	1456	4902.2383	5676.875	7137659	-43.61137	-5406044	0				14_CTBP2	1	3	2	3.691667	3	1	5								1.788569	-.1763742	1.405072	.5244005	.240426	1.289085	-.0825485	-.0164917	-.3576728	.0922863													
InsH2Bfabp_CD15_10dpf_VAST02_plate02_CTBP2_201002_C02	201002	2	NC281	insH2Bfabp	CD15	CTBP2	1	0	0	2	1	10	.8669559	1	2	6.5551744	.340296	.77694478	.2722368	.4676496	1	21	119	198641	5675	4871	11708	3487	35	2.413e+09	1	2525879	101036	128	238	126	99									0	3657.75	748981.6	1013541	14_CTBP2	1	3	3	9.433333	3	1	5	-1.534121	-2.118995	-1.633934	-2.118995	-2.531313	-1.422911	-1.071175	-1.070909	-.8238936	-1.174987	.7388468	-1.372204						-1.25212	-1.118958	-.5043221	-.6607511	-.8353711	.7745655	.6607511	-1.040203	-1.118958	-.3829533	-.2898515	-1.543098	-1.25212
InsH2Bfabp_CD15_10dpf_VAST02_plate01_CTBP2_201002_H07	201002	1	NC256	insH2Bfabp	CD15	CTBP2	1	0	0	2	1	10	1	1	2	12.586358	.5444736	.63424064	.4423848	.779416	1	45	94	319991	6956	5102	7554	2322	46	2.379e+09	1	2627371	129899	125	179	159	123	7	700255	592	9347.5557	7486.3912	5533753	1775.147	-2.39e+07	11	3705.572	988732.9	1284590	14_CTBP2	1	4	2	6.866667	4	1	5	-1.447606	-.2152846	-.521135	-1.301224	-.7291514	-1.611169	.93019	-.4210971	-.3451255	-.1763742	-.1383042	-.1383042	.3535393	-.6136091	-.4247038	-.4784177	-.5628612	-.7745655	-.5549229	.6607511	-.4549811	-.8994349	-.6607511	-.6069868	-.8994349	-.6607511	-.6069868	-1.25212	-.8669582	-.0880656
InsH2Bfabp_CD15_10dpf_VAST02_plate01_CTBP2_201002_G03	201002	1	NC225	insH2Bfabp	CD15	CTBP2	1	0	0	2	1	10	1	1	2	8.6782454	0	.60252861	.170148	.2338248	1	14	63																							0				14_CTBP2	1	4	2	4.4	4	1	5								-2.307039	-1.126391	-1.554774	-.3186394	-.8596174																		
InsH2Bfabp_CD15_10dpf_VAST02_plate01_CTBP2_201002_E06	201002	1	NC246	insH2Bfabp	CD15	CTBP2	1	0	0	2	1	10	.0633374	0	1	10.3142	1.2931248	.60252861	.5444736	.6235328	1	35	84	403226	7467	7638	5935	1755	54	2.474e+09	1	5517418	216769	141	260	201	182	85	620954	6594	11206.559	10372.839	7.39e+07	-555.6004	1.76e+07	10	3852.828	1272672	1316621	14_CTBP2	1	4	2	6.033333	4	1	5	-.8871465	2.118995	-.3336597	-1.633934	-.9750298	-2.514955	.6217734	2.032478	-.6744897	.8064212	-.3186394	-.4676988	-.3535393	.9762363	.9244287	.7952457	.6515277	-.2442754	.3128614	.8994349	1.543098	-.7164975	-1.301807	-1.301807	.4549811	1.040203	-.0439901	.4549811	.7164975	2.375107
InsH2Bfabp_CD15_10dpf_VAST02_plate01_CTBP2_201002_E08	201002	1	NC261	insH2Bfabp	CD15	CTBP2	1	0	0	2	1	10	.7242647	1	2	7.4058366	1.020888	.72937674	.4764144	.7014744	1	1	99	374704	5677	4231	6897	1924	66	2.466e+09	1	3723021	146034	127	251	184	116	9	1075419	656	9295.404	7523.2716	6097785	1669.463	-2.36e+07	0	4227.648	1119143	1472333	14_CTBP2	1	4	3	7.333333	4	1	5	.6924793	1.178402	1.071175	2.531313	.4569218	-.4471567	-.3336597	1.094618	-.5244005	.1383042	.5244005	-1.174987	1.561435	-.4610861	-.3186394	-.437478	-.5201756	.4307273	0	-.4549811	-1.040203	-.7745655	-.8353711	-1.118958	-.4549811	-.3593968	-.4795057	.0880656	.1323128	-.3829533
InsH2Bfabp_CD15_10dpf_VAST02_plate01_CTBP2_201002_E07	201002	1	NC253	insH2Bfabp	CD15	CTBP2	1	0	0	2	1	10	.7879061	1	2	8.9509044	.3062664	.68180869	.3743256	.779416	1	42	91	341382	8326	7120	8853	3282	41	3.026e+09	1	3741473	144899	133	200	172	150	24	519500	2272	8610.5004	7909.8489	1.96e+07	423.4326	-1.38e+07	0	3444.007	713945.3	985024.4	14_CTBP2	1	4	2	6.65	4	1	5	-2.118995	-2.531313	-2.118995	-1.75333	-2.118995	-.5141561	-.9750298	-1.223734	-.3451255	-.755415	.1763742	-.7388468	-1.088633	.0825485	.2499428	.1293777	-.397259	-.9674216	-.2669941	1.937932	1.412188	-.2216821	-.0880656	.2669941	-.4067242	-.4067242	-.2669941	-.8994349	-.4067242	.9674216
InsH2Bfabp_CD15_10dpf_VAST02_plate01_CTBP2_201002_E09	201002	1	NC269	insH2Bfabp	CD15	CTBP2	1	0	0	2	1	10	1	1	2	18.312198	.9187992	.68180869	.5785032	1.7147152	1	9	107															10	767872	495	10837.206	12940.627	5364417	-4652.164	-7.48e+07	0	4079.547	1044211	1422866	14_CTBP2	1	4	3	7.9	4	1	5	.0142427	.5875741	.5540488	.4569218	.6217734	-.014921	.1285329	.768643	1.200359	1.103063	.1763742	1.340755	.7379805	-.3535393	-.6136091	-.5628612	-2.012971													
InsH2Bfabp_CD15_10dpf_VAST02_plate01_CTBP2_201002_B06	201002	1	NC243	insH2Bfabp	CD15	CTBP2	1	0	0	2	1	10	0	0	1	15.222062	.6465624	.57081658	.170148	1.169124	1	32	81	328890	6578	5249	8762	3272	50	2.715e+09	1	3354403	126451	123	245	166	113	26	572393	2848	8203.3279	7297.9303	2.34e+07	904.4755	-4279762	1	4023.755	984545.9	1324471	14_CTBP2	1	4	2	5.816667	4	1	5	-.2152846	-.2445328	-.2445328	-.4569218	-.6567159	-.3501975	.3639316	-.1723557	.3718561	-1.554774	-.5680515	.5100735	-.6136091	.1323128	.3888753	.3186394	.2041513	-.529453	-.4549811	.1323128	-.3128614	-.6069868	-.1768208	.1768208	-.7745655	-.7164975	-.7164975	-.1323128	-.6069868	-.5549229
InsH2Bfabp_CD15_10dpf_VAST02_plate01_CTBP2_201002_E04	201002	1	NC231	insH2Bfabp	CD15	CTBP2	1	0	0	2	1	10	0	0	1	17.403334	1.1229768	.65009666	.5785032	1.4808904	1	20	69															0	691304	0		12914.168				13				14_CTBP2	1	4	2	4.966667	4	1	5								1.281552	.7063026	1.103063	-.0250689	1.150349	.1824072	-1.619856	-1.619856															
InsH2Bfabp_CD15_10dpf_VAST02_plate01_CTBP2_201002_B03	201002	1	NC220	insH2Bfabp	CD15	CTBP2	1	0	0	2	1	10	.6201982	1	2	9.5871088	.2722368	.53910454	.340296	.9352992	1	9	58															5	895491	304	329.625	241.64566	100206	3273.148	3.82e+07	144	3846.311	852939.1	1103143	14_CTBP2	1	4	2	4.066667	4	1	5	-.9750298	-1.123174	-1.178402	-.93019	-1.370745	1.041553	-2.531313	-1.44889	.0125335	-.9345893	-.8064212	-.5977601	1.21679	-.7820069	-.8510585	-2.439542	1.081642													
InsH2Bfabp_CD15_10dpf_VAST02_plate01_CTBP2_201002_B05	201002	1	NC236	insH2Bfabp	CD15	CTBP2	1	0	0	2	1	10	1	1	2	15.312948	.85074	.72937674	.5444736	1.3250072	1	25	74															22	746840	2555	7885.7679	7309.6446	2.01e+07	569.9117	-7603816	0	4013.678	1112893	1347156	14_CTBP2	1	4	2	5.316667	4	1	5	-.2739918	1.123174	.0142427	-.6567159	.0569997	.6193067	1.301224	.4795057	.5244005	.8064212	.5244005	.5680515	.5357877	.0329879	.3186394	.166648	-.0553215													
InsH2Bfabp_CD15_10dpf_VAST02_plate01_CTBP2_201002_B04	201002	1	NC228	insH2Bfabp	CD15	CTBP2	1	0	0	2	1	10	0	0	1	8.042041	.1361184	.57081658	.2722368	.389708	1	17	66																							0				14_CTBP2	1	4	2	4.755556	4	1	5								-1.788569	-.9541653	-1.174987	-.5680515	-1.015222																		
InsH2Bfabp_CD15_10dpf_VAST02_plate01_CTBP2_201002_H01	201002	1	NC211	insH2Bfabp	CD15	CTBP2	1	0	0	2	1	10	0	0	1	13.495221	.9868584	.85622486	.510444	.7014744	1	49	49	630920	6784	6102	8535	2786	93	5.048e+09	3	8154997	286761	179	364	183	168	4	627612	128	5697.6094	5778.2496	729294	604.6118	-1.28e+07	0	3990.808	981061.7	1448243	14_CTBP2	1	4	1	3.416667	4	1	5	-.4255243	-.2739918	.8456872	.1285329	-.4887764		1.178402	.9815618	-.5244005	.4676988	1.080319	.0627068	-.2841234	-.9500138	-1.059277	-1.630759	-.3186394	1.707553	2.375107	.4067242	.3128614	1.205345	-.2216821	-.2216821	2.375107	2.375107	1.412188	1.937932	.0880656	1.707553
InsH2Bfabp_CD15_10dpf_VAST02_plate01_CTBP2_201002_B08	201002	1	NC258	insH2Bfabp	CD15	CTBP2	1	0	0	2	1	10	0	0	1	19.311947	1.0889472	.53910454	.5444736	1.7926568	1	47	96	507585	7576	7685	6238	1931	67	3.132e+09	1	6456113	236666	146	292	211	163	0	1139414	0		8666.1592				25	4165.038	1138000	1540850	14_CTBP2	1	4	2	7	4	1	5	.3336597	1.301224	1.447606	.6924793	1.123174	.583549	.1862194	1.223734	1.439531	.8064212	-.8064212	1.811911	1.684395	-1.619856	-1.619856			.529453	1.040203	.9674216	1.937932	-.0880656	-1.118958	-1.040203	1.301807	1.543098	.1545286	.8669582	.8994349	1.412188
InsH2Bfabp_CD15_10dpf_VAST02_plate01_CTBP2_201002_E03	201002	1	NC223	insH2Bfabp	CD15	CTBP2	1	0	0	2	1	10	.9446145	1	2	7.3149503	.7146216	.52324853	.4764144	.6235328	1	12	61															3	387548	128	8802.8203	8168.417	1126761	240.4343	-3.46e+07	0				14_CTBP2	1	4	2	4.266666	4	1	5								.0263886	-.6744897	.1383042	-.9741139	-1.281552	-2.059215	-1.088633	-1.059277	-1.307107	-.9008895													
InsH2Bfabp_CD15_10dpf_VAST02_plate01_CTBP2_201002_B07	201002	1	NC251	insH2Bfabp	CD15	CTBP2	1	0	0	2	1	10	1	1	2	6.2243142	.4764144	.52324853	.2722368	.0779416	1	40	89															22	478395	1886	7096.7179	7023.9618	1.34e+07	195.5377	-1.17e+07	4	3279.096	767539.1	997794.8	14_CTBP2	1	4	2	6.5	4	1	5	-2.531313	-1.75333	-1.904707	-1.904707	-1.23748	-1.884304	.8871465	-.63364	-1.554774	-1.174987	-.9741139	-1.598193	-1.289085	.0329879	.0825485	-.0553215	-.2800857													
InsH2Bfabp_CD15_10dpf_VAST02_plate01_CTBP2_201002_G09	201002	1	NC271	insH2Bfabp	CD15	CTBP2	1	0	0	2	1	10	0	0	1	18.312198	.7486512	.66595267	.5444736	1.7926568	1	11	109															5	744234	144	7124.6528	8898.6219	1025950	-2497.644	-4.15e+07	11	4305.565	1084406	1491548	14_CTBP2	1	4	3	8.033334	4	1	5	1.071175	.93019	1.123174	-.0712713	.4099833	-.6933416	2.118995	.1190154	1.439531	.8064212	.0752699	1.340755	.4980894	-.7820069	-.9762363	-1.399161	-1.150349													
InsH2Bfabp_CD15_10dpf_VAST02_plate01_CTBP2_201002_B09	201002	1	NC266	insH2Bfabp	CD15	CTBP2	1	0	0	2	1	10	1	1	2	7.4058366	.4083552	.82451283	.1361184	.0779416	1	6	104															49	559680	4160	10918.311	9460.9263	4.54e+07	479.8151	-2369647	2	4087.556	1026939	1322483	14_CTBP2	1	4	3	7.683333	4	1	5	.0427396	.2739918	-.2739918	-.3036906	-.3945408	-.7318081	-.0998612	-.8798375	-1.554774	-2.17009	.9944579	-1.174987	-.6539285	.6136091	.6539285	.6065981	.3186394													
InsH2Bfabp_CD15_10dpf_VAST02_plate01_CTBP2_201002_E01	201002	1	NC208	insH2Bfabp	CD15	CTBP2	1	0	0	2	1	10	.0413362	0	1	18.584857	.6125328	.55496056	.510444	1.7147152	1	46	46	402109	6383	4881	9846	3341	63	3.755e+09	1	5535278	171984	181	221	188	173	4	811219	320	7580.8	8856.7573	2425856	-1980.729	-3.97e+07	20	4450.079	1178823	1563086	14_CTBP2	1	4	1	3.216667	4	1	5	2.118995	1.633934	1.75333	1.23748	1.178402	2.100166	.4887764	-.2806911	1.200359	.4676988	-.7063026	1.598193	.9244287	-.9500138	-.7820069	-1.150349	-1.081642	.2216821	.2669941	.0439901	-.6069868	.4549811	.3593968	.3593968	.5043221	.3128614	1.707553	-.4795057	.2898515	1.937932
InsH2Bfabp_CD15_10dpf_VAST02_plate01_CTBP2_201002_F09	201002	1	NC270	insH2Bfabp	CD15	CTBP2	1	0	0	2	1	10	0	0	1	18.49397	.9187992	.7928008	.5444736	0	1	10	108	454383	7449	8276	6393	2095	61	3.003e+09	1	5540875	176381	153	319	187	113	100	713714	7499	13276.897	11947.051	9.96e+07	-770.2726	2.86e+07	8	4353.297	1354184	1459518	14_CTBP2	1	5	3	7.966667	5	1	5	1.301224	2.531313	1.021921	-2.531313	2.531313	1.094332	1.123174	.768643	-2.17009	.8064212	.8238936	1.514102	.3888753	1.088633	1.088633	1.224965	.8468857	.0880656	.5549229	.8353711	2.375107	-.2669941	-.9674216	-.8994349	.5549229	.3593968	.5549229	1.301807	.2216821	-.5549229
InsH2Bfabp_CD15_10dpf_VAST02_plate01_CTBP2_201002_C09	201002	1	NC267	insH2Bfabp	CD15	CTBP2	1	0	0	2	1	10	1	1	2	6.0425415	.5444736	.53910454	.170148	.1558832	1	7	105	256356	6104	7104	12112	3003	42	3.117e+09	1	2436802	108798	112	185	177	102	80	661846	6640	11302.281	9210.752	7.50e+07	1226.919	2.96e+07	4	4017.283	961756.6	1235602	14_CTBP2	1	5	3	7.75	5	1	5	-.2445328	-.4887764	-.7668313	-1.178402	-.1862194	-.9438661	.3336597	-.4210971	-1.281552	-1.554774	-.8064212	-1.811911	.0494931	.9244287	.9762363	.8468857	.9576579	-.8994349	-.7745655	-.1323128	1.301807	-.1323128	.8353711	-.0880656	-1.118958	-.9674216	-1.205345	-1.118958	-.2669941	-1.040203
InsH2Bfabp_CD15_10dpf_VAST02_plate01_CTBP2_201002_C08	201002	1	NC259	insH2Bfabp	CD15	CTBP2	1	0	0	2	1	10	1	1	2	9.4053361	.7486512	.6976647	.4764144	.7014744	1	48	97	196286	4907	4191	8832	3226	40	1.742e+09	1	2898045	107042	118	200	163	101									0	4182.159	1002924	1414687	14_CTBP2	1	5	2	7.133333	5	1	5	.4887764	-.0712713	.4255243	.8871465	.521135	-1.041553	.6924793	.1190154	-.5244005	.1383042	.3318534	-.6433454						-1.040203	-1.301807	-1.301807	-1.118958	-1.412188	-.1323128	.1323128	-.8353711	-1.040203	-.8994349	-.8994349	-.6607511	-1.118958
InsH2Bfabp_CD15_10dpf_VAST02_plate02_CTBP2_201002_B02	201002	2	NC280	insH2Bfabp	CD15	CTBP2	1	0	0	2	1	10	0	0	1	13.996393	.4764144	.82451283	.4423848	1.4029488	1	20	118															13	647186	704	4727.4773	5415.2424	3328144	161.3939	-6778611	3	4101.691	1017683	1422149	14_CTBP2	1	5	3	9.366667	5	1	5	.0998612	.0998612	.521135	-.8056329	.3639316	-1.094332	.8456872	-.63364	.5828415	-.1763742	.9944579	.1891184	-.1156944	-.1824072	-.2160518	-.9008895	-.0184321													
InsH2Bfabp_CD15_10dpf_VAST02_plate02_CTBP2_201002_G01	201002	2	NC278	insH2Bfabp	CD15	CTBP2	1	0	0	2	1	10	1	1	2	11.416771	.3062664	.90379291	.4764144	.779416	1	18	116																							0	3906.239	841260.4	1190158	14_CTBP2	1	5	3	9.216666	5	1	5	-.6924793	-1.23748	-.93019	.7668313	-.0712713	.9438661	-.8456872	-1.223734	-.3451255	.1383042	1.150349	-.2663106																		
InsH2Bfabp_CD15_10dpf_VAST02_plate01_CTBP2_201002_F03	201002	1	NC224	insH2Bfabp	CD15	CTBP2	1	0	0	2	1	10	.8575509	1	2	8.7691317	.9868584	.52324853	.4423848	.7014744	1	13	62															10	681138	639	4698.0563	5338.776	3002058	242.9659	-6392459	0	4041.388	1000636	1411442	14_CTBP2	1	5	2	4.333333	5	1	5	-.0712713	-.0998612	.3639316	.6567159	-.4887764	1.345167	.0998612	.9815618	-.5244005	-.1763742	-.9741139	-.8238936	.1489679	-.3535393	-.3535393	-1.081642	.0184321													
InsH2Bfabp_CD15_10dpf_VAST02_plate02_CTBP2_201002_F01	201002	2	NC277	insH2Bfabp	CD15	CTBP2	1	0	0	2	1	10	1	1	2	12.111285	.3062664	.72937674	.1361184	.0779416	1	17	115															0	732444	0		6941.7347				0	3957.556	964552.9	1320838	14_CTBP2	1	5	3	9.15	5	1	5	-.4887764	-.4569218	-.3036906	-.521135	.2888094	.4144133	-1.178402	-1.223734	-1.554774	-2.17009	.5244005	-.1636585	.4247038	-1.619856	-1.619856															
InsH2Bfabp_CD15_10dpf_VAST02_plate02_CTBP2_201002_B01	201002	2	NC273	insH2Bfabp	CD15	CTBP2	1	0	0	2	1	10	0	0	1	18.461125	.85074	.44396845	.510444	2.338248	1	13	111															5	641673	304	11330.128	10708.365	3444359	-919.0569	-5.60e+07	0				14_CTBP2	1	5	3	8.516666	5	1	5								.4795057	1.750686	.4676988	-1.554774	1.439531	-.1489679	-.7820069	-.8510585	-.7952457	-1.504888													
InsH2Bfabp_CD15_10dpf_VAST02_plate01_CTBP2_201002_F07	201002	1	NC254	insH2Bfabp	CD15	CTBP2	1	0	0	2	1	10	1	1	2	8.4964727	.2382072	.63424064	.4083552	0	1	43	92															7	856775	528	3572.4129	2627.344	1886234	3053.035	1.77e+07	15	3722.646	756622.9	979521.5	14_CTBP2	1	5	2	6.716667	5	1	5	-1.370745	-1.904707	-2.531313	-1.123174	-1.904707	-1.731664	-1.75333	-1.619856	-2.17009	-.4817269	-.1383042	-.8964733	1.150349	-.6136091	-.4610861	-1.224965	.697813													
InsH2Bfabp_CD15_10dpf_VAST02_plate01_CTBP2_201002_F01	201002	1	NC209	insH2Bfabp	CD15	CTBP2	1	0	0	2	1	10	0	0	1	16.312698	.8847696	.61838462	.6125328	1.169124	1	47	47	477603	6123	5315	10492	3174	78	5.154e+09	3	5581629	180167	148	315	188	109	9	758247	496	6935.4335	8122.6285	3439975	-1560.489	-3.19e+07	0	4110.242	1095935	1458471	14_CTBP2	1	5	1	3.283333	5	1	5	.1573107	.9750298	.9750298	.1573107	.8456872	-2.100166	.5875741	.6175954	.3718561	1.405072	-.227545	.9741139	.6953402	-.4610861	-.5357877	-.8468857	-.8468857	1.25212	.7745655	-.0880656	-.2216821	1.301807	.6069868	.0439901	.6069868	.4549811	.2898515	1.205345	.2898515	-.8353711
InsH2Bfabp_CD15_10dpf_VAST02_plate01_CTBP2_201002_F04	201002	1	NC232	insH2Bfabp	CD15	CTBP2	1	0	0	2	1	10	1	1	2	10.3142	1.191036	.66595267	.510444	.8573576	1	21	70															185	693278	14528	14315.355	12842.671	2.08e+08	-1031.828	1.29e+08	0	4440.162	1099345	1493059	14_CTBP2	1	5	2	5.033333	5	1	5	1.904707	1.071175	1.178402	1.123174	.8056329	-1.21023	.521135	1.619856	-.1763742	.4676988	.0752699	-.4676988	.2841234	1.937932	1.839855	2.012971	1.789531													
