filename	date	plate	index	line	diet	Exp	overfeeding	cholesterol	glucose	VAST	Imaged	age	sirt1_nwt	sirt1_dich	qRNA	protein	ldl	gluc	tc	tg	Anders_batch	pos_bio	Löpnr	Volume	CellVolume_Av	CellVolume_Stdev	CellInt_Av	CellInt_Stdev	NrCells	CellInt_Tot	isletNr	IV	ISA	IED	IPAL1	IPAL2	IPAL3	LiverLipN	LiverArea	LiverLipArea	LiverLipInt_Av	LiverLipIntBG	LiverLipInt_Tot	LiverLipInt_Av_Res	LiverLipInt_Tot_Res	vld_area	length	dorsal_area	lateral_area	file	batch	tank	batch_bio	tod	tank_n	batch_n	nr_tanks	intlength	intdorsal_area	intlateral_area	intangle	inteye_area	intcurvature	intpig_dorsal_tail	intldl	inttg	inttc	intgluc	intprotein	intLiverArea	intLiverLipN	intLiverLipArea	intLiverLipInt_Tot	intLiverLipInt_Tot_Res	intNrCells	intVolume	intCellVolume_Av	intCellVolume_Stdev	intCellInt_Tot	intCellInt_Av	intCellInt_Stdev	intIV	intISA	intIED	intIPAL1	intIPAL2	intIPAL3
InsH2Bfabp_CD15_09dpf_VAST02_plate02_SIRT1_201029_E01	201029	2	ND848	insH2Bfabp	CD15	SIRT1	1	0	0	2	1	9	.9644505	1	2	11.147694	.5444736	.19027219	.2382072	1.0132408	1	19	68															198	476630	14269	18984.124	17968.887	2.71e+08	-944.229	-1.88e+07	303	3913.196	979312.1	1170375	24_SIRT1	1	2	2	8.916667	2	1	5	-.8231059	-.4136855	-1.055832	-.6282339	.0374211	2.066729	-2.672948	-.7478586	-.1470192	-.2803347	-.8557124	-.8028215	-1.126391	.612813	.3318534	.5148374	-.2104284													
InsH2Bfabp_CD15_09dpf_VAST02_plate01_SIRT1_201029_A07	201029	1	ND823	insH2Bfabp	CD15	SIRT1	1	0	0	2	1	9	1	1	2	12.897254	.6125328	.06342406	.2382072	1.169124	1	43	43	346440	7218	5822	10332	2979	48	3.580e+09	1	2894839	126737	132	195	147	124	189	550846	14236	13926.773	13023.939	1.98e+08	-162.114	3.77e+07	62				24_SIRT1	1	2	1	5.120833	2	1	5								-.5659488	.0569997	-.2803347	-2.135996	-.3229234	-.367383	.4676988	.3142472	-.0752699	.5729675	-.7030663	-.2926572	.6801605	.3115327	-.0180343	.3882355	.0631585	-.8755128	-.6353812	-.172163	-1.488228	-.8623604	.1904955
InsH2Bfabp_CD15_09dpf_VAST02_plate01_SIRT1_201029_C05	201029	1	ND811	insH2Bfabp	CD15	SIRT1	1	0	0	2	1	9	1	1	2	8.9498149	.5785032	.41225642	.2041776	.7014744	1	31	31	356654	7753	7455	13443	4280	46	4.849e+09	1	3196732	119886	117	261	158	99	159	430252	13684	17682.299	15838.21	2.42e+08	270.0525	7922438	92	3623.68	850397.1	1130942	24_SIRT1	1	2	1	4.25	2	1	5	-1.830574	-1.738689	-1.416202	-.6744897	-1.589532	-.878182	-1.231743	-.6541937	-.5755268	-.6341637	.5700741	-1.31559	-1.300781	.0250689	.227545	.2967378	.1933732	-.8111733	-.1996854	1.047294	1.488228	.7500287	1.145992	1.047294	-.6576059	-.7500287	-.7620282	.0993463	-.6026184	-1.079027
InsH2Bfabp_CD15_09dpf_VAST02_plate01_SIRT1_201029_E02	201029	1	ND790	insH2Bfabp	CD15	SIRT1	1	0	0	2	1	9	1	1	2	9.9947251	.4764144	.15856016	.2041776	.3117664	1	10	10	340038	6801	5471	11451	4330	50	3.674e+09	1	3386524	121620	135	197	169	116	162	407162	11745	17797.261	16271.195	2.09e+08	-126.2956	-3.63e+07	50	3567.37	870345.1	1140961	24_SIRT1	1	2	1	2.883333	2	1	5	-2.082318	-1.366947	-1.320803	-.4966967	-.1596785	-.0194324	1.018857	-.9717622	-1.296494	-.6341637	-1.154327	-1.053291	-1.644854	.0668933	-.0752699	-.0083555	-.4215776	-.5285433	-.3496269	.2552097	-.1447705	0	.6576059	1.079027	-.5704901	-.7030663	-.0180343	-1.43573	-.4274319	-.264536
InsH2Bfabp_CD15_09dpf_VAST02_plate01_SIRT1_201029_F07	201029	1	ND829	insH2Bfabp	CD15	SIRT1	1	0	0	2	1	9	1	1	2	9.065916	.510444	.33297634	.2041776	.779416	1	49	49	348416	7743	5716	4761	1849	45	1.672e+09	1	2778239	116615	102	220	166	141	94	489317	6599	12797.611	10905.163	8.45e+07	1210.777	-2.08e+07	543	4050.568	945158.1	1259334	24_SIRT1	1	2	1	5.8	2	1	5	-.1976952	-.5612504	-.5179723	-.5179723	-.7971342	-.2553541	-.4067242	-.8721677	-.4727891	-.6341637	.1149349	-1.27786	-.9541653	-1.065463	-1.262784	-1.427856	-.2447285	-.8888183	-.2552097	1.016582	.2088922	-1.145992	-1.607642	-1.298124	-.9867994	-.823767	-1.3637	-1.079027	-.5079181	.9722318
InsH2Bfabp_CD15_09dpf_VAST02_plate01_SIRT1_201029_H01	201029	1	ND785	insH2Bfabp	CD15	SIRT1	1	0	0	2	1	9	1	1	2	10.110826	.510444	.3964004	.2041776	.5455912	1	5	5	360612	6112	4189	9668	3505	59	3.465e+09	2	5021235	172074	134	308	196	98	177	416377	12888	14708.995	13586.875	1.90e+08	-44.6605	1.43e+07	127	3794.912	859817.8	1133364	24_SIRT1	1	2	1	2.583333	2	1	5	-1.277311	-1.589532	-1.366947	-.7716892	-1.055832	-.5066462	-.7661131	-.8721677	-.8721677	-.6341637	.4578519	-1.025357	-1.583387	.236128	.0920395	-.1933732	.349563	-.0721959	-.1813217	-.3882355	-1.341198	-.1630188	.090289	.5285433	.2926572	.1447705	-.0450985	.9436985	.2552097	-1.199803
InsH2Bfabp_CD15_09dpf_VAST02_plate02_SIRT1_201029_E04	201029	2	ND869	insH2Bfabp	CD15	SIRT1	1	0	0	2	1	9	.9320595	1	2	15.281441	1.4973024	.36468837	.4083552	1.7147152	1	40	89	544970	6123	5555	7270	2613	89	3.924e+09	2	7749238	233576	167	308	245	124	131	686959	9976	24155.666	21218.832	2.41e+08	389.4674	-1.34e+08	62	4338.02	1097057	1503810	24_SIRT1	1	2	2	11.16667	2	1	5	.6056064	.4136855	.698164	-.028063	.4756435	-.1364407	-.599451	1.207414	.5281394	1.241867	.2652074	.18829	.5148374	-.5340118	-.4215776	.279319	-1.644854	1.575644	1.016582	-.3688625	-.0721959	.2181168	-.6134658	-.3882355	1.43573	1.145992	1.145992	.9436985	1.488228	.1904955
InsH2Bfabp_CD15_09dpf_VAST02_plate01_SIRT1_201029_B03	201029	1	ND794	insH2Bfabp	CD15	SIRT1	1	0	0	2	1	9	.0761727	0	1	18.354007	1.361184	.41225642	.4423848	1.7926568	1	14	14															149	769084	12339	14305.566	13505.153	1.77e+08	-351.5839	3398093	0	4452.984	1199235	1594997	24_SIRT1	1	2	1	3.2	2	1	5	1.123573	1.15946	1.196906	.7716892	.4966967	.7178201	.2281252	.8254945	.6341637	1.540754	.5700741	.8369914	.9541653	-.1004337	.0083555	-.349563	.0585214													
InsH2Bfabp_CD15_09dpf_VAST02_plate02_SIRT1_201029_B01	201029	2	ND845	insH2Bfabp	CD15	SIRT1	1	0	0	2	1	9	.9319249	1	2	17.80762	.7826808	.11099211	.2041776	.8573576	1	16	65	38989	2166	1350	11022	3926	18	4.040e+08	1	924049	50559	81	190	106	56	133	529702	9269	24677.753	23362.425	2.29e+08	-1619.805	-2.02e+08	46	3914.748	898293.4	1244111	24_SIRT1	1	2	2	8.7	2	1	5	-.7971342	-1.023715	-.6511877	-1.320803	-.1786546	.4629351	-.7410772	-.1634935	-.3748229	-.6341637	-1.564726	.6541937	-.5533847	-.4491363	-.6536562	.1933732	-2.713052	-2.297632	-2.297632	-2.687716	-2.687716	-2.097253	.5079181	.7500287	-1.956896	-1.956896	-1.956896	-1.545182	-1.846993	-2.097253
InsH2Bfabp_CD15_09dpf_VAST02_plate01_SIRT1_201029_B01	201029	1	ND781	insH2Bfabp	CD15	SIRT1	1	0	0	2	1	9	.0699351	0	1	11.736242	.9528288	.19027219	.2722368	.1558832	1	1	1															211	605226	17077	15179.92	14062.16	2.59e+08	-134.997	7.16e+07	74	3991.454	1101782	1337436	24_SIRT1	1	2	1	2.266667	2	1	5	-.3933922	.4756435	-.2168077	.5179723	1.830574	-.7690553	-1.316608	.1223809	-1.892371	.0978166	-.8557124	-.6242437	.0250689	.6956203	.853588	.4215776	.8297738													
InsH2Bfabp_CD15_09dpf_VAST02_plate01_SIRT1_201029_F05	201029	1	ND814	insH2Bfabp	CD15	SIRT1	1	0	0	2	1	9	1	1	2	14.870973	1.0889472	.3012643	.3062664	1.2470656	1	34	34	399854	5795	5614	13202	4978	69	5.288e+09	2	5425334	166217	109	319	211	142	20	614308	1535	15244.199	13906.669	2.34e+07	112.8996	-1.60e+08	17	4220.733	1072742	1474591	24_SIRT1	1	2	1	4.416667	2	1	5	.1976952	.1976952	.4966967	.4756435	-.0842775	-.3780057	.4480247	.3574176	.1552511	.3748229	-.0573726	.0978166	.0585214	-2.326348	-2.326348	-2.326348	-1.989313	.4077554	.0721959	-.5704901	0	.9578677	1.047294	1.607642	.5493959	.0360744	-1.181485	1.128775	.5811326	1.031816
InsH2Bfabp_CD15_09dpf_VAST02_plate01_SIRT1_201029_F09	201029	1	ND841	insH2Bfabp	CD15	SIRT1	1	0	0	2	1	9	1	1	2	21.256535	1.0549176	.47568048	.3062664	2.1823648	1	12	61	340245	5155	4267	5964	1653	66	2.118e+09	1	3629179	151978	126	241	158	139	267	720584	20082	20413.721	18894.61	4.10e+08	-607.8154	9.61e+07	0	4361.094	1179242	1588672	24_SIRT1	1	2	2	8.216666	2	1	5	.698164	1.023715	1.089078	.3532773	.8231059	-.5513477	-.3863356	.3315094	1.039222	.3748229	.9163619	1.596444	.6956203	1.300781	1.300781	1.427856	1.036433	.2552097	-.3305199	-1.079027	-1.218533	-.9578677	-1.386915	-1.545182	-.4274319	-.1996854	-.4875067	-.4976865	-.6026184	.7741385
InsH2Bfabp_CD15_09dpf_VAST02_plate01_SIRT1_201029_G03	201029	1	ND799	insH2Bfabp	CD15	SIRT1	1	0	0	2	1	9	1	1	2	14.870973	.9868584	.36468837	.340296	1.2470656	1	19	19	267663	5050	5463	13097	4637	53	3.263e+09	2	3593619	123866	137	227	161	118	256	648176	19795	17041.803	15748.653	3.37e+08	-264.6868	1.06e+08	6	4255.522	1087173	1449887	24_SIRT1	1	2	1	3.483333	2	1	5	.274654	.333435	.3732596	1.320803	.3732596		-1.084382	.1800124	.1552511	.6643075	.2652074	.0978166	.2619846	1.095418	1.126391	.9808501	1.126391	-.3688625	-.9578677	-1.218533	-.1630188	-.3115327	1.016582	1.341198	-.4472753	-.6576059	.0360744	-.9022831	-.5493959	-.1084118
InsH2Bfabp_CD15_09dpf_VAST02_plate01_SIRT1_201029_E03	201029	1	ND797	insH2Bfabp	CD15	SIRT1	1	0	0	2	1	9	0	0	1	20.67603	1.3952136	.57081658	.3743256	2.5720728	1	17	17	647433	9119	8669	11178	2742	71	7.271e+09	1	6890506	248700	153	275	268	133	197	725756	14114	17932.282	16204.662	2.53e+08	87.29426	9484809	13	4323.94	1149873	1518913	24_SIRT1	1	2	1	3.383333	2	1	5	.583285	.7467344	.7971342	1.941161	.2843797	2.269206	-1.585812	.920823	1.514614	.9982012	1.274138	1.397252	.7388468	.5729675	.2967378	.367383	.227545	.5493959	1.545182	1.677088	2.297632	1.607642	.5493959	-.1265702	1.016582	1.341198	.6353812	.457263	1.956896	.5811326
InsH2Bfabp_CD15_09dpf_VAST02_plate01_SIRT1_201029_C09	201029	1	ND838	insH2Bfabp	CD15	SIRT1	1	0	0	2	1	9	1	1	2	14.522669	1.4632728	.28540829	.3743256	1.7926568	1	9	58	519424	8245	5884	9560	3132	63	4.984e+09	1	5446582	188947	150	224	195	159	184	685048	15742	13739.801	11980.955	2.16e+08	882.5693	8.30e+07	0	4564.63	1171795	1527930	24_SIRT1	1	2	2	7.05	2	1	5	1.738689	.8496452	.8231059	.8496452	.8631415	1.641107	.4272834	1.127005	.6341637	.9982012	-.1728808	.0162775	.4958504	.3406948	.6331026	.0752699	.9027348	.0631585	.823767	1.341198	.4274319	.8755128	.0541263	.1630188	.5704901	.4274319	.4976865	-.9578677	.2181168	1.956896
InsH2Bfabp_CD15_09dpf_VAST02_plate01_SIRT1_201029_C07	201029	1	ND826	insH2Bfabp	CD15	SIRT1	1	0	0	2	1	9	0	0	1	22.649749	1.3952136	.95136096	.3743256	2.338248	1	46	46	347274	4891	4773	3987	1129	71	1.296e+09	1	5225140	178615	133	254	200	131	279	833692	20242	15143.939	14399.765	3.07e+08	-569.6545	1.10e+08	38				24_SIRT1	1	2	1	5.462501	2	1	5								.920823	1.190713	.9982012	2.333769	2.138607	1.382994	1.713249	1.382994	.7835004	1.226528	.5493959	-.2738854	-1.341198	-.7987068	-1.545182	-1.956896	-1.956896	.3882355	.2738854	-.0993463	-.1356647	.3592281	.4472753
InsH2Bfabp_CD15_09dpf_VAST02_plate01_SIRT1_201029_C08	201029	1	ND833	insH2Bfabp	CD15	SIRT1	1	0	0	2	1	9	.0595064	0	1	11.620141	.6125328	.19027219	.2041776	1.0911824	1	4	53	450003	6164	4777	5091	1490	73	2.270e+09	1	8963789	182726	193	256	215	152	91	550278	6963	11324.992	11681.708	7.89e+07	-1178.861	-4.66e+07	205	4288.302	1066611	1402484	24_SIRT1	1	2	2	6.433333	2	1	5	.3933922	.1218913	.1030662	.274654	.1976952	.9071243	1.154927	-.5659488	-.0407033	-.6341637	-.8557124	-.6541937	-.3853205	-1.14229	-1.191816	-1.583387	-.5927726	.6576059	.4672965	-.3210118	-.7741385	-.7741385	-1.545182	-1.755717	1.956896	.3305199	2.297632	-.0450985	.7146584	1.641376
InsH2Bfabp_CD15_09dpf_VAST02_plate02_SIRT1_201029_H01	201029	2	ND851	insH2Bfabp	CD15	SIRT1	1	0	0	2	1	9	.0542169	0	1	22.056194	1.4973024	.3012643	.4083552	1.94854	1	22	71	447662	8953	7396	7241	2099	50	3.290e+09	1	4857252	178754	151	275	176	123	113	601354	9198	18691.701	15828.336	1.72e+08	1291.114	-6.19e+07	23	4183.253	1297062	1497305	24_SIRT1	1	2	2	9.116667	2	1	5	.1407598	1.830574	.6282339	1.15946	1.469154	-1.100033	-2.280866	1.207414	.8028215	1.241867	-.0573726	1.892371	-.0083555	-.8064212	-.6956203	-.367383	-.7388468	-.5285433	.4274319	1.545182	1.43573	-.2738854	-.6576059	-1.047294	.2366225	.2926572	.5599118	.457263	-.1356647	.1356647
InsH2Bfabp_CD15_09dpf_VAST02_plate01_SIRT1_201029_E01	201029	1	ND782	insH2Bfabp	CD15	SIRT1	1	0	0	2	1	9	1	1	2	12.200647	.9868584	.22198422	.2382072	.1558832	1	2	2	302242	10075	8753	14244	3432	30	4.090e+09	1	2831651	116264	112	229	171	109	140	542816	10687	18136.222	17755.343	1.94e+08	-1539.958	-9.03e+07	24	4115.546	1023874	1361781	24_SIRT1	1	2	1	2.383333	2	1	5	-.0467825	-.1596785	-.1218913	.1596785	-.5612504		-.3661064	.1800124	-1.892371	-.2803347	-.5509042	-.5375191	-.4215776	-.2533471	-.227545	-.108835	-1.095418	-1.846993	-.6576059	2.097253	2.687716	.3882355	1.43573	.4672965	-.9022831	-.8493556	-.9578677	-.8755128	-.3688625	-.6688406
InsH2Bfabp_CD15_09dpf_VAST02_plate01_SIRT1_201029_A05	201029	1	ND802	insH2Bfabp	CD15	SIRT1	1	0	0	2	1	9	1	1	2	13.477759	1.3952136	.50739251	.2722368	1.7147152	1	22	22	410340	6124	4651	11316	4082	67	4.539e+09	1	4571673	160357	126	256	211	113	100	564989	8455	16556.564	14963.302	1.40e+08	177.4924	-7.12e+07	2	4289.412	1056144	1436339	24_SIRT1	1	2	1	3.716667	2	1	5	.4136855	.0842775	.3137231	1.089078	.2456281	-1.924727	-.0754589	.920823	.5281394	.0978166	1.035033	-.2048845	-.2619846	-.9808501	-.9281431	-.6956203	-.8778963	.2926572	.1447705	-.3496269	-.9297163	.5704901	.6134658	.9022831	.0360744	-.0360744	-.4875067	-.0450985	.5811326	-.5079181
InsH2Bfabp_CD15_09dpf_VAST02_plate02_SIRT1_201029_B02	201029	2	ND852	insH2Bfabp	CD15	SIRT1	1	0	0	2	1	9	.0574881	0	1	19.98932	1.7695392	.77694478	.4423848	2.2603064	1	23	72	716125	7957	6429	6454	2119	90	4.752e+09	1	8331488	295794	160	355	260	117	344	818285	25315	23364.904	22073.64	5.91e+08	-1410.733	1.95e+08	119	4416.282	1147705	1583184	24_SIRT1	1	2	2	9.283334	2	1	5	.9926193	.7222362	1.055832	1.236109	.7971342	-.0388722	1.735192	1.596444	1.127005	1.540754	1.759861	1.142499	1.300781	2.713052	2.713052	2.326348	2.128045	1.677088	1.846993	1.218533	1.016582	.6801605	-1.218533	-1.016582	1.545182	2.297632	.9297163	1.488228	1.677088	-.1813217
InsH2Bfabp_CD15_09dpf_VAST02_plate01_SIRT1_201029_D08	201029	1	ND834	insH2Bfabp	CD15	SIRT1	1	0	0	2	1	9	.6760066	1	2	11.271838	.1361184	.19027219	.0680592	.3117664	1	5	54	560805	7899	5147	7606	2684	71	4.226e+09	1	7257925	241388	146	357	274	99	91	600576	7128	12004.399	12203.043	8.56e+07	-1115.095	-5.35e+07	0	4290.071	1231669	1437521	24_SIRT1	1	3	2	6.55	3	1	5	.4341506	1.277311	.333435	1.123573	1.941161	-.6684036	-1.937932	-1.845705	-1.296494	-1.690622	-.8557124	-.7586667	-.0250689	-1.14229	-1.158484	-1.340755	-.6536562	.5493959	1.145992	1.181485	-.4373321	.4077554	-.5285433	-.2552097	1.181485	1.257333	.3020815	1.545182	2.097253	-1.079027
InsH2Bfabp_CD15_09dpf_VAST02_plate02_SIRT1_201029_C03	201029	2	ND861	insH2Bfabp	CD15	SIRT1	1	0	0	2	1	9	.7866918	1	2	10.34391	.4083552	.3964004	.170148	.4676496	1	32	81	265786	4832	5002	6743	3402	55	1.663e+09	1	1683140	73981	91	175	131	120	174	552336	14084	15957.592	13544.309	2.25e+08	1254.203	5.06e+07	302	3990.11	942870.2	1281854	24_SIRT1	1	3	2	10.18333	3	1	5	-.4136855	-.583285	-.4756435	-1.277311	-1.236109	.1955515	.3762017	-1.067571	-1.025357	-.9459858	.4578519	-.9717622	-.349563	.2018935	.279319	.1763742	.6956203	-.264536	-.9867994	-1.545182	-.5079181	-1.218533	-1.079027	.4472753	-1.607642	-1.607642	-1.715078	-1.715078	-1.43573	-.0180343
InsH2Bfabp_CD15_09dpf_VAST02_plate01_SIRT1_201029_D05	201029	1	ND812	insH2Bfabp	CD15	SIRT1	1	0	0	2	1	9	1	1	2	12.54895	.85074	.53910454	.2382072	1.4029488	1	32	32	430672	7178	6351	13427	4267	60	5.645e+09	1	4096015	146875	152	230	171	122	230	618254	16594	17985.619	16447.015	2.98e+08	-145.5626	4.85e+07	0	4164.775	1071023	1418350	24_SIRT1	1	3	1	4.316667	3	1	5	.0655185	.1786546	.1786546	.7971342	.1030662	1.395747	-1.192455	-.0325594	.2803347	-.2803347	1.203564	-.4366879	.0752699	.8297738	.7835004	.7388468	.6744897	-.0450985	.2181168	.5918413	.8755128	1.111886	1.111886	1.016582	-.2181168	-.2366225	.6026184	-.8493556	-.3688625	.0631585
InsH2Bfabp_CD15_09dpf_VAST02_plate01_SIRT1_201029_H02	201029	1	ND793	insH2Bfabp	CD15	SIRT1	1	0	0	2	1	9	1	1	2	17.773501	1.361184		.340296	2.1823648	1	13	13	431694	8465	8086	8980	2124	51	3.910e+09	1	5057496	193518	156	248	230	119	330	981608	25197	23683.602	21506.755	5.97e+08	-422.6046	2.15e+08	10	4319.563	1146224	1495526	24_SIRT1	1	3	1	3.116667	3	1	5	.539485	.6744897	.583285	.539485	1.055832	.1560812	1.27303	.8254945	1.039222	.6643075		.6341637	2.713052	2.326348	2.326348	2.713052	2.713052	-.4672965	.2366225	1.43573	1.755717	.1996854	-.0360744	-.9867994	.3115327	.5079181	.7500287	-.2832589	1.128775	-.0721959
InsH2Bfabp_CD15_09dpf_VAST02_plate02_SIRT1_201029_F02	201029	2	ND856	insH2Bfabp	CD15	SIRT1	1	0	0	2	1	9	.0591071	0	1	16.085225	.7826808	.47568048	.2382072	1.3250072	1	27	76	328836	4836	4716	8113	2769	68	2.445e+09	1	3362325	139840	117	233	146	131	185	604440	14006	20536.726	18511.179	2.88e+08	-32.01745	-1.62e+07	168	4019.314	1000531	1350207	24_SIRT1	1	3	2	9.6	3	1	5	-.274654	-.2941324	-.1596785	-.8231059	-.583285	-.2153976	.599451	-.1634935	.2382486	-.2803347	.9163619	.3748229	.0083555	.3853205	.2619846	.6331026	-.1763742	.3305199	-.4472753	-1.488228	-.8755128	-.6576059	-.3496269	-.090289	-.5918413	-.3688625	-.7620282	-.7030663	-.9159136	.4472753
InsH2Bfabp_CD15_09dpf_VAST02_plate01_SIRT1_201029_G05	201029	1	ND815	insH2Bfabp	CD15	SIRT1	1	0	0	2	1	9	1	1	2	11.852343	.9187992	.45982446	.2722368	1.2470656	1	35	35	438525	6449	7907	9992	3574	68	4.249e+09	1	4834186	171535	134	260	222	117	266	635564	19547	17074.072	15765.845	3.34e+08	-252.7192	1.02e+08	12	4128.535	1022902	1383807	24_SIRT1	1	3	1	4.466667	3	1	5	-.0093532	-.1786546	-.0467825	.333435	-.1030662	-.1168527	-.1133231	.0814741	.1552511	.0978166	.8439581	-.5948436	.227545	1.262784	1.095418	.9541653	1.065463	.3305199	.3496269	-.090289	1.677088	.4472753	.2738854	.6134658	.1996854	.1265702	-.0450985	.0541263	.8888183	-.1813217
InsH2Bfabp_CD15_09dpf_VAST02_plate01_SIRT1_201029_F03	201029	1	ND798	insH2Bfabp	CD15	SIRT1	1	0	0	2	1	9	1	1	2	14.290467	1.2931248	.52324853	.340296	1.7147152	1	18	18	594680	8376	6386	9732	2863	71	5.750e+09	1	5552278	203567	150	232	217	146	242	692556	18888	15354.661	14040.22	2.90e+08	65.65297	1.03e+08	33	4391.535	1120325	1506741	24_SIRT1	1	3	1	3.433333	3	1	5	.8767968	.5179723	.7467344	1.738689	1.366947	1.346025	-.9280465	.6541937	.5281394	.6643075	1.107741	-.0733112	.5533847	.9153651	1.008252	.6744897	1.095418	.5493959	1.341198	1.386915	.9297163	1.145992	.1265702	-.0360744	.5918413	.7741385	.4976865	-.7620282	.7741385	1.386915
InsH2Bfabp_CD15_09dpf_VAST02_plate01_SIRT1_201029_A06	201029	1	ND803	insH2Bfabp	CD15	SIRT1	1	0	0	2	1	9	.1696452	0	1	13.013355	.9187992	.23784024	.2722368	.9352992	1	23	23	514389	6197	5299	9921	3336	83	4.889e+09	1	6473152	213980	184	295	211	130	312	803760	23310	19974.517	18875.663	4.66e+08	-1024.645	1.52e+08	0	4481.531	1203676	1573449	24_SIRT1	1	3	1	3.766667	3	1	5	1.196906	1.196906	.9624554	1.416202	.9926193	.3780057	.8176907	.0814741	-.2550282	.0978166	-.4217567	-.2973049	1.158484	1.989313	2.128045	1.790751	1.790751	1.257333	.7741385	-.2926572	-.2832589	.823767	.2366225	.3496269	.8493556	.9578677	1.715078	.7030663	.5811326	.3882355
InsH2Bfabp_CD15_09dpf_VAST02_plate02_SIRT1_201029_C04	201029	2	ND867	insH2Bfabp	CD15	SIRT1	1	0	0	2	1	9	.6478255	1	2	21.596888	.7146216	.3964004	.1361184	.9352992	1	38	87	523676	5399	4871	6339	1729	97	3.344e+09	1	7361941	248065	173	324	193	136	201	611175	16041	25965.2	23105.164	4.17e+08	-28.55928	-7298616	0	4167.794	1157200	1484939	24_SIRT1	1	3	2	11	3	1	5	.0842775	.7971342	.539485	.583285	1.416202	-.4629351	-.6685863	-.3229234	-.2550282	-1.158272	.4578519	1.657578	.0417893	.6536562	.7388468	1.52738	-.0585214	2.447415	.8493556	-.8755128	-.6353812	-.2366225	-1.298124	-1.43573	1.257333	1.298124	1.298124	1.181485	.1630188	.7030663
InsH2Bfabp_CD15_09dpf_VAST02_plate01_SIRT1_201029_G07	201029	1	ND830	insH2Bfabp	CD15	SIRT1	1	0	0	2	1	9	1	1	2	13.942164	1.4292432	.6976647	.2722368	1.558832	1	1	50															276	917151	21964	18511.024	17553.222	4.07e+08	-926.472	1.28e+08	135	4482.819	1165156	1544020	24_SIRT1	1	3	2	6.15	3	1	5	1.236109	.8231059	.8767968	1.023715	1.089078		.9280465	1.025357	.3748229	.0978166	1.537451	-.1387972	1.989313	1.583387	1.713249	1.382994	1.475791													
InsH2Bfabp_CD15_09dpf_VAST02_plate01_SIRT1_201029_F02	201029	1	ND791	insH2Bfabp	CD15	SIRT1	1	0	0	2	1	9	1	1	2	12.781152	.7486512	.7928008	.2382072	1.4808904	1	11	11	221481	4343	3528	5790	1873	51	1.318e+09	1	3909573	131131	139	243	168	101	90	680190	6208	14911.204	14005.462	9.26e+07	-336.7586	-9.36e+07	33	3894.968	967872.6	1295417	24_SIRT1	1	3	1	2.983333	3	1	5	-.9046108	-.4547992	-.4341506	-.2168077	-.6627937	1.174212	1.362842	-.2132027	.3315094	-.2803347	1.940758	-.3748229	.4583978	-1.20899	-1.382994	-1.262784	-1.158484	-.4672965	-1.341198	-1.846993	-1.755717	-1.488228	-1.43573	-1.257333	-.2738854	-.5285433	.0812391	-.3979765	-.4472753	-.9578677
InsH2Bfabp_CD15_09dpf_VAST02_plate01_SIRT1_201029_C03	201029	1	ND795	insH2Bfabp	CD15	SIRT1	1	0	0	2	1	9	.9717955	1	2	18.586209	.5444736	.19027219	.3062664	.389708	1	15	15	269900	7103	5169	12936	4518	38	3.785e+09	2	1177320	61173	91	160	114	92	103	380158	8566	13723.995	12384.949	1.18e+08	389.6887	-2.63e+07	37	3805.035	891833.5	1150008	24_SIRT1	1	3	1	3.266667	3	1	5	-1.15946	-1.089078	-1.236109	-.4341506	-.9624554	.5066462	1.937932	-.7478586	-1.127005	.3748229	-.8557124	.920823	-2.128045	-.9410746	-.9027348	-.9541653	-.279319	-1.386915	-.9297163	.4875067	-.3882355	.0721959	.9578677	1.218533	-1.846993	-1.846993	-1.715078	-2.297632	-1.677088	-1.516091
InsH2Bfabp_CD15_09dpf_VAST02_plate02_SIRT1_201029_H03	201029	2	ND865	insH2Bfabp	CD15	SIRT1	1	0	0	2	1	9	.0657256	0	1	15.855573	1.020888	.31712032	.1020888	.8573576	1	36	85	536666	5533	4054	7233	2255	97	3.878e+09	1	7572409	230768	175	353	188	132	171	800669	13616	18439.205	15831.591	2.51e+08	1034.775	1.72e+07	79	4403.75	1197261	1622751	24_SIRT1	1	3	2	10.46667	3	1	5	.9624554	1.123573	1.416202	.2168077	.7467344	.1168527	.8443099	.2634448	-.3748229	-1.31559	.0327722	.3229234	1.126391	.1340876	.2104284	.349563	.367383	2.447415	.9578677	-.7987068	-1.386915	.1630188	-.7030663	-.7987068	1.386915	1.079027	1.341198	1.43573	.0631585	.5182031
InsH2Bfabp_CD15_09dpf_VAST02_plate01_SIRT1_201029_G09	201029	1	ND842	insH2Bfabp	CD15	SIRT1	1	0	0	2	1	9	1	1	2	11.968444	.7146216	.28540829	.2382072	1.2470656	1	13	62	225580	5246	4262	6992	2146	43	1.477e+09	1	2821314	107678	120	210	146	118	151	513168	11995	15754.848	13636.748	1.89e+08	942.2971	1.24e+07	98	3799.897	924088.4	1242017	24_SIRT1	1	3	2	8.3	3	1	5	-1.196906	-.7971342	-.6744897	-.4756435	-.2168077	.3572158	-.1513505	-.3229234	.1552511	-.2803347	-.1728808	-.5755268	-.8297738	-.0585214	-.0250689	-.2104284	.2967378	-1.047294	-1.298124	-1.047294	-1.257333	-1.43573	-.9297163	-.9578677	-.9297163	-1.016582	-.6464536	-1.199803	-.9159136	-.1084118
