filename	date	plate	index	line	diet	Exp	overfeeding	cholesterol	glucose	VAST	Imaged	age	plin1_nwt	plin1_dich	qRNA	protein	ldl	gluc	tc	tg	Anders_batch	pos_bio	Löpnr	Volume	CellVolume_Av	CellVolume_Stdev	CellInt_Av	CellInt_Stdev	NrCells	CellInt_Tot	isletNr	IV	ISA	IED	IPAL1	IPAL2	IPAL3	LiverLipN	LiverArea	LiverLipArea	LiverLipInt_Av	LiverLipIntBG	LiverLipInt_Tot	LiverLipInt_Av_Res	LiverLipInt_Tot_Res	vld_area	length	dorsal_area	lateral_area	file	batch	tank	batch_bio	tod	tank_n	batch_n	nr_tanks	intlength	intdorsal_area	intlateral_area	intangle	inteye_area	intcurvature	intpig_dorsal_tail	intldl	inttg	inttc	intgluc	intprotein	intLiverArea	intLiverLipN	intLiverLipArea	intLiverLipInt_Tot	intLiverLipInt_Tot_Res	intNrCells	intVolume	intCellVolume_Av	intCellVolume_Stdev	intCellInt_Tot	intCellInt_Av	intCellInt_Stdev	intIV	intISA	intIED	intIPAL1	intIPAL2	intIPAL3
InsH2Bfabp_CD15_09dpf_VAST02_plate01_PLIN1_201022_H03	201022	1	ND413	insH2Bfabp	CD15	PLIN1	1	0	0	2	1	9	.048765	0	1	10.949911	.5444736	.38054438	.2382072	.4676496	1	18	18	164660	3742	3399	5007	1617	44	7.556e+08	1	2151614	96769	100	213	162	93	218	535540	16085	16516.309	15331.61	2.66e+08	-1156.609	1.14e+08	69	3404.958	816990.7	1127413	22_PLIN1	1	3	1	4.15	3	1	5	-2.539185	-1.250516	-.7835004	-.7835004	-.3853205	-1.633934	.2104284	-.205788	-1.124338	-.4964666	-.0272493	.2337006	-.1155036	1.401986	1.364489	.5443409	1.364489	-.8245299	-1.605273	-1.726056	-1.605273	-1.726056	-1.504199	-1.504199	-1.143064	-1.143064	-1.26794	-.762464	-.4866505	-1.376475
InsH2Bfabp_CD15_09dpf_VAST02_plate01_PLIN1_201022_C04	201022	1	ND416	insH2Bfabp	CD15	PLIN1	1	0	0	2	1	9	0	0	1	9.9723191	.4764144	.33297634	.170148	1.169124	1	21	21															140	542046	11043	20308.258	16928.707	2.24e+08	925.3925	3.36e+07	121	3598.011	801603.4	1156527	22_PLIN1	1	3	1	4.566667	3	1	5	-1.382994	-1.459439	-.5084881	.0417893	-1.644854	.5875741	-.7461852	-.5912576	.5432517	-1.150349	-.4207837	-.205788	-.0576556	-.0288158	.0288158	.2325743	.2922246													
InsH2Bfabp_CD15_10dpf_VAST02_plate02_PLIN1_201023_E01	201023	2	ND451	insH2Bfabp	CD15	PLIN1	1	0	0	2	1	10	0	0	1	9.4023972	.680592	.3012643	.340296	.8573576	1	7	56	301602	6032	6574	18123	6052	50	4.927e+09	1	2966205	119504	118	207	201	107	110	504918	8768	24878.393	23023.857	2.18e+08	-1030.305	-1.22e+08	41	3872.215	1173709	1237232	22_PLIN1	1	4	2	2.166667	4	1	5	-.3554904	1.914506	-.1537869	-.6744897	1.914506	-1.123174	-1.382994	.3619474	-.1918929	.6406669	-.7626835	-.3474399	-.414974	-.414974	-.3224307	.0865434	-1.171546	-.1975802	-.2752391	-.1822052	.6463197	.5037205	1.416509	1.504199	-.5735608	-.8034983	-.6839988	-.9836224	.7032055	-.7032055
InsH2Bfabp_CD15_10dpf_VAST02_plate02_PLIN1_201023_G03	201023	2	ND462	insH2Bfabp	CD15	PLIN1	1	0	0	2	1	10	1	1	2	10.580845	.510444	.45982446	.340296	.7014744	1	18	67	310178	6600	4988	13800	3633	47	4.138e+09	2	2733854	139790	127	186	165	136	70	518302	5632	15420.26	11691.981	8.68e+07	1644.147	2.45e+07	28	3977.694	890891.4	1200506	22_PLIN1	1	4	2	2.983333	4	1	5	.0696849	-.3259735	-.2677537	-.5084881	-.7098812	.521135	1.914506	-.3765316	-.5432517	.6406669	.7267301	.0955058	-.2922246	-.9674216	-.9223964	-1.014499	.2030698	-.5209385	-.1822052	.2752391	-.5383123	.1822052	.4362566	-.0907253	-.8459325	.0302049	-.2595891	-1.726056	-.4032736	.6650413
InsH2Bfabp_CD15_10dpf_VAST02_plate02_PLIN1_201023_E03	201023	2	ND465	insH2Bfabp	CD15	PLIN1	1	0	0	2	1	10	.9852462	1	2	7.7001948	.4764144	.38054438	.2722368	1.0911824	1	21	70	235021	4700	4057	7839	3054	50	1.989e+09	1	2955578	127453	105	254	183	107	20	435143	2244	24069.88	18312.261	5.40e+07	3205.699	-1.70e+08	10	3960.849	891624.1	1183414	22_PLIN1	1	4	2	3.166667	4	1	5	-.0139262	-.2967378	-.4154975	-1.136959	.2967378	.3036906	1.763728	-.5912576	.3619474	-.0681677	-.0272493	-1.027154	-.9674216	-2.114381	-2.114381	-1.528305	-1.628361	-.1975802	-1.033853	-1.26794	-1.203157	-1.033853	-.762464	-.4697212	-.6095368	-.4697212	-1.172581	.2752391	.2284748	-.7032055
InsH2Bfabp_CD15_10dpf_VAST02_plate02_PLIN1_201023_A06	201023	2	ND478	insH2Bfabp	CD15	PLIN1	1	0	0	2	1	10	1	1	2	10.318968	1.3271544	.41225642	.5444736	1.3250072	1	34	83	277740	6038	6120	15155	4835	46	3.745e+09	1	3445498	135169	132	208	159	132	70	638278	6289	21469.174	20634.701	1.35e+08	-1881.551	-1.46e+08	6	4052.57	977472.8	1307798	22_PLIN1	1	4	2	4.15	4	1	5	.3259735	.3554904	.1256613	-.2389929	-.2104284	.4569218	2.539185	2.136868	.8770955	2.136868	.2337006	-.0408803	.7582926	-.9674216	-.7204233	-.5112223	-1.441564	-.6095368	-.5735608	-.1515802	.4032736	-.1515802	.8459325	.8034983	-.2130021	-.1515802	.045316	-.9126136	-.6278221	.5037205
InsH2Bfabp_CD15_10dpf_VAST02_plate03_PLIN1_201023_A02	201023	3	ND510	insH2Bfabp	CD15	PLIN1	1	0	0	2	1	10	1	1	2	10.367058	.510444	.3012643	.2382072	1.3250072	1	17	115	122037	2838	2501	3590	1358	43	4.198e+08	1	2471642	93224	139	198	160	104	28	406776	2672	14699.487	11260.038	3.93e+07	1385.838	-1.25e+07					22_PLIN1	1	4	3	8.325	4	1	5								-.3765316	.8770955	-.4964666	-.7626835	.0272493	-1.364489	-1.748025	-1.628361	-2.114381	-.2325743	-.8899477	-2.095297	-2.095297	-2.095297	-2.095297	-1.879026	-1.726056	-.9836224	-1.26794	.2752391	-1.338533	-.5735608	-.9357584
InsH2Bfabp_CD15_10dpf_VAST02_plate02_PLIN1_201023_G09	201023	2	ND500	insH2Bfabp	CD15	PLIN1	1	0	0	2	1	10	.0150808	0	1	10.711784	.9187992	.41225642	.340296	1.8705984	1	7	105															171	603334	13834	15866.424	14225.295	2.19e+08	-622.0062	9.51e+07	80	4179.313	1146673	1401856	22_PLIN1	1	4	3	7.35	4	1	5	1.036433	1.644854	.9027348	.0696849	2.128045	.1862194	-.3853205	1.074478	1.655485	.6406669	.2337006	.1504181	.4786552	.6124654	.8791677	.1155036	1.116127													
InsH2Bfabp_CD15_10dpf_VAST02_plate02_PLIN1_201023_C05	201023	2	ND474	insH2Bfabp	CD15	PLIN1	1	0	0	2	1	10	.9860162	1	2	10.05709	.8167104	.26955227	.340296	1.0132408	1	30	79	545709	6132	5601	14964	4556	89	7.811e+09	2	6903116	231384	176	303	195	149	223	797693	17688	25443.874	22101.129	4.50e+08	523.1032	1.33e+08	51	4404.514	1058133	1468011	22_PLIN1	1	4	2	3.883333	4	1	5	2.539185	1.136959	1.459439	.9027348	.7835004	.0427396	1.036433	.7445865	.1504181	.6406669	-1.204851	-.1642108	1.748025	1.528305	1.528305	1.441564	1.628361	1.879026	1.416509	-.0907253	.0302049	1.504199	.8034983	.5383123	1.605273	1.504199	1.504199	1.376475	.5558502	1.338533
InsH2Bfabp_CD15_10dpf_VAST02_plate02_PLIN1_201023_A07	201023	2	ND483	insH2Bfabp	CD15	PLIN1	1	0	0	2	1	10	0	0	1	7.5692562	.340296	.33297634	.2722368	.5455912	1	39	88															156	416812	11528	12601.149	11758.819	1.45e+08	-1246.524	8.12e+07	284	3443.454	680568.9	958750.9	22_PLIN1	1	4	2	6.05	4	1	5	-2.128045	-2.539185	-2.539185	-2.539185	-2.286548	-1.904707	-1.763728	-1.233495	-.9178534	-.0681677	-.4207837	-1.150349	-1.230818	.3376431	.1155036	-.4786552	.9674216													
InsH2Bfabp_CD15_10dpf_VAST02_plate02_PLIN1_201023_A04	201023	2	ND466	insH2Bfabp	CD15	PLIN1	1	0	0	2	1	10	.7296893	1	2	13.854311	.2382072	.38054438	.1020888	.6235328	1	22	71	884433	7897	7083	9418	2941	112	8.278e+09	1	9538732	267816	212	297	267	148	148	741044	11972	17212.273	16641.378	2.06e+08	-1862.961	2.25e+07	0	4138.933	1287925	1486300	22_PLIN1	1	4	2	3.35	4	1	5	.6061059	2.539185	1.545513	-.0976349	2.539185	-.6217734	.8616341	-1.655485	-.7267301	-2.019086	-.0272493	.9178534	1.441564	.1737411	.2325743	-.0865434	.144561	2.51073	2.51073	.9836224	1.033853	1.879026	-.4697212	-.5383123	2.51073	2.51073	2.51073	1.143064	2.51073	1.234901
InsH2Bfabp_CD15_10dpf_VAST02_plate02_PLIN1_201023_C08	201023	2	ND490	insH2Bfabp	CD15	PLIN1	1	0	0	2	1	10	1	1	2	14.509004	.6465624	.45982446	.340296	1.6367736	1	46	95	294452	6009	5085	18842	5827	49	5.119e+09	1	4123474	130371	151	279	141	127	179	662312	12665	30659.159	27808.638	3.88e+08	-372.4133	-6.88e+07	3	4068.78	1021182	1412743	22_PLIN1	1	4	2	6.583333	4	1	5	.4154975	.7835004	1.036433	.5404469	.4460577	.8871465	.0139262	.2337006	1.556601	.6406669	.7267301	1.263188	.9674216	.8172368	.5112223	1.171546	-.7204233	-.3545969	-.4032736	-.2752391	-.4032736	.5735608	1.605273	1.416509	.2752391	-.338562	.86773	.8459325	-1.416509	.3545969
InsH2Bfabp_CD15_10dpf_VAST02_plate03_PLIN1_201023_C03	201023	3	ND519	insH2Bfabp	CD15	PLIN1	1	0	0	2	1	10	1	1	2	10.138598	.3743256	.41225642	.1361184	.1558832	1	26	124	260129	7651	7700	17826	7202	34	4.715e+09	2	2943186	127434	123	205	186	109	112	446318	8231	19364.651	17221.454	1.59e+08	-331.6472	-3.84e+07	92	3784.989	872677.9	1194525	22_PLIN1	1	4	3	9	4	1	5	-.6399237	-.4460577	-.3259735	-.8616341	-1.085325	1.534121	.3259735	-1.004335	-2.019086	-1.556601	.2337006	-.1092005	-.8375226	-.3683079	-.4786552	-.352934	-.4465882	-1.416509	-.762464	.8034983	1.504199	.4362566	1.338533	1.879026	-.7226751	-.5037205	-.4529255	-1.033853	.3226135	-.5037205
InsH2Bfabp_CD15_10dpf_VAST02_plate02_PLIN1_201023_C01	201023	2	ND450	insH2Bfabp	CD15	PLIN1	1	0	0	2	1	10	1	1	2	7.7001948	.510444	.28540829	.3062664	.8573576	1	6	55	160454	6686	4683	15623	4829	24	2.544e+09	1	1809091	71727	82	249	144	97	156	462292	11880	17799.278	14657.709	2.11e+08	847.8787	7.64e+07	84	3807.452	822149.7	1125499	22_PLIN1	1	4	2	2.1	4	1	5	-.5729675	-1.036433	-.8219399	-.9899016	-1.136959	-.0998612	.9899016	-.3765316	-.1918929	.2759211	-.9820262	-1.027154	-.5780677	.3376431	.2030698	.0576556	.8375226	-2.095297	-1.726056	.3067468	-.7226751	-.762464	.9836224	.762464	-1.726056	-1.879026	-2.095297	.2284748	-1.26794	-1.203157
InsH2Bfabp_CD15_10dpf_VAST02_plate03_PLIN1_201023_E01	201023	3	ND506	insH2Bfabp	CD15	PLIN1	1	0	0	2	1	10	0	0	1	10.823976	.510444	.41225642	.2382072	.779416	1	13	111	362644	6362	5643	17521	5290	57	6.387e+09	1	2947551	126200	128	192	179	122	170	420850	13741	18548.769	15813.668	2.55e+08	359.7305	9.16e+07	165	3741.379	767314.8	1080249	22_PLIN1	1	4	3	8	4	1	5	-.7835004	-1.914506	-1.136959	-2.128045	-1.191816	-1.23748	.5084881	-.3765316	-.3911963	-.4964666	.2337006	.1780348	-1.116127	.5443409	.7204233	.4786552	1.063939	.3067468	.3067468	.0907253	.0907253	1.086838	1.26794	1.033853	-.6839988	-.5383123	-.1975802	-1.552754	.0302049	.1668731
InsH2Bfabp_CD15_10dpf_VAST02_plate02_PLIN1_201023_G08	201023	2	ND493	insH2Bfabp	CD15	PLIN1	1	0	0	2	1	10	0	0	1	13.461495	.510444	.50739251	.3743256	1.3250072	1	49	98															79	601210	5955	16552.523	18097.209	9.86e+07	-4081.412	-1.21e+08	68	4063.638	992994.7	1378305	22_PLIN1	1	4	2	6.766667	4	1	5	.3853205	.5084881	.7098812	.7835004	.8219399	-.521135	-.5729675	-.3765316	.8770955	1.050522	1.050522	.799651	.4465882	-.7582926	-.8375226	-.9223964	-1.116127													
InsH2Bfabp_CD15_10dpf_VAST02_plate03_PLIN1_201023_E03	201023	3	ND521	insH2Bfabp	CD15	PLIN1	1	0	0	2	1	10	1	1	2	9.1105318	.9868584	.25369626	.2722368	.9352992	1	28	126	300923	4777	4417	14581	4588	63	4.201e+09	1	3409591	149329	116	237	164	161	113	600336	9093	21568.639	21742.5	1.96e+08	-2968.162	-1.12e+08	22	4167.735	960066.8	1313496	22_PLIN1	1	4	3	9.116667	4	1	5	.9454201	.1256613	.2104284	.8219399	.6744897	-.5540488	-.0417893	1.204851	-.0136234	-.0681677	-1.431895	-.4964666	.414974	-.3072926	-.2325743	-.144561	-1.014499	.8245299	-.338562	-1.143064	-.9836224	.2440025	.6095368	.6463197	-.2440025	.2440025	-.762464	.0151007	-.4362566	1.797293
InsH2Bfabp_CD15_10dpf_VAST02_plate02_PLIN1_201023_A08	201023	2	ND488	insH2Bfabp	CD15	PLIN1	1	0	0	2	1	10	.9850315	1	2	7.7001948	.340296	.47568048	.1020888	.3117664	1	44	93	355602	6027	4995	8962	2946	59	3.194e+09	1	4375939	136009	163	216	177	137	179	393746	12456	22730.894	19360.718	2.83e+08	744.1712	3.29e+07	53	3777.124	837222.9	1114194	22_PLIN1	1	4	2	6.466667	4	1	5	-.6744897	-.7461852	-.9027348	-.5404469	-.6744897	-.93019	-1.036433	-1.233495	-1.51239	-2.019086	.8572543	-1.027154	-1.441564	.8172368	.4465882	.6476036	.2622828	.4362566	.1822052	-.2130021	-.5037205	-.338562	-.6095368	-.5037205	.5735608	-.1210967	1.26794	-.6839988	-.0151007	.762464
InsH2Bfabp_CD15_10dpf_VAST02_plate03_PLIN1_201023_E02	201023	3	ND514	insH2Bfabp	CD15	PLIN1	1	0	0	2	1	10	1	1	2	14.250864	.4764144	.58667259	.340296	1.2470656	1	21	119	382027	7208	6561	7518	2152	53	2.796e+09	1	3877019	158719	123	263	167	144	51	649892	2992	17236.915	17062.083	5.16e+07	-2288.751	-1.42e+08	142	4235.098	1040233	1423973	22_PLIN1	1	4	3	8.616667	4	1	5	1.191816	.9454201	1.191816	.2967378	.4154975	.0712713	-1.085325	-.5912576	.6744897	.6406669	1.51239	1.150349	.8375226	-1.230818	-1.528305	-1.628361	-1.294762	.045316	.5037205	.5383123	.6095368	-.6839988	-.8459325	-.9836224	.1210967	.5735608	-.4529255	.4697212	-.338562	1.00842
InsH2Bfabp_CD15_10dpf_VAST02_plate03_PLIN1_201023_G02	201023	3	ND516	insH2Bfabp	CD15	PLIN1	1	0	0	2	1	10	0	0	1	6.2547914	.5444736	.28540829	.2382072	1.2470656	1	23	121	349009	5721	4784	11138	3468	61	3.500e+09	1	4473639	170546	132	239	211	110	149	457208	12191	18057.913	15239.506	2.20e+08	483.6064	7.09e+07	201	3945.366	890457.8	1148393	22_PLIN1	1	4	3	8.75	4	1	5	-.0417893	-.3554904	-.6061059	-.0417893	-.9899016	1.123174	.2389929	-.205788	.6744897	-.4964666	-.9820262	-1.470951	-.6476036	.2177984	.3224307	.144561	.6835603	.6095368	0	-.5735608	-.6463197	-.2752391	-.1210967	-.2130021	.6463197	.7226751	.045316	.0604375	1.086838	-.4529255
InsH2Bfabp_CD15_10dpf_VAST02_plate03_PLIN1_201023_C02	201023	3	ND512	insH2Bfabp	CD15	PLIN1	1	0	0	2	1	10	.9482978	1	2	9.2247614	.7146216	.3012643	.340296	1.0132408	1	19	117	302683	4882	4506	7650	2498	62	2.273e+09	1	3767540	149032	126	221	169	134	160	662340	12576	22411.35	19728.37	2.82e+08	30.99647	2.27e+07	58	4162.969	1028809	1370035	22_PLIN1	1	4	3	8.483334	4	1	5	.8219399	.8616341	.6399237	.1820346	.3259735	-.2152846	-.7098812	.4658759	.1504181	.6406669	-.7626835	-.4658759	1.014499	.414974	.4786552	.6124654	.1737411	.7032055	-.2440025	-1.086838	-.8899477	-.9357584	-.8034983	-.8034983	0	.2130021	-.3545969	-.5209385	-.2284748	.5735608
InsH2Bfabp_CD15_10dpf_VAST02_plate03_PLIN1_201023_C01	201023	3	ND504	insH2Bfabp	CD15	PLIN1	1	0	0	2	1	10	0	0	1	9.338991	.3743256	.12684813	.2041776	.8573576	1	11	109	168698	3749	3773	5621	2457	45	1.071e+09	1	4370364	122747	145	268	183	108	86	326717	6055	20665.642	17878.919	1.25e+08	265.423	-8.88e+07	27	3652.148	835084.6	1115450	22_PLIN1	1	4	3	7.883333	4	1	5	-1.085325	-.8219399	-.8616341	-1.191816	-1.914506	.1573107	-1.545513	-1.004335	-.1918929	-.8572543	-2.136868	-.3911963	-1.899709	-.6476036	-.7582926	-.7204233	-.8375226	-.7226751	-1.416509	-1.605273	-1.338533	-1.605273	-1.338533	-.8459325	.5383123	-.6463197	.5383123	.5558502	.2284748	-.5914531
InsH2Bfabp_CD15_10dpf_VAST02_plate02_PLIN1_201023_A05	201023	2	ND472	insH2Bfabp	CD15	PLIN1	1	0	0	2	1	10	0	0	1	10.449906	.0680592	.07928008	.3743256	.7014744	1	28	77	407274	6266	5628	14455	4134	65	5.564e+09	1	4003102	158646	141	201	180	135	30	545109	2461	17908.848	16879.013	4.41e+07	-1420.813	-1.45e+08	0	4166.712	957988.3	1353855	22_PLIN1	1	4	2	3.75	4	1	5	.9027348	.0696849	.4154975	.5084881	1.036433	1.633934	1.382994	-2.546865	-.5432517	1.050522	-2.546865	.0681677	.0288158	-1.628361	-1.899709	-1.899709	-1.364489	.9594156	.7226751	.0302049	.0604375	.8034983	.5735608	.2440025	.1822052	.5383123	.419708	-1.143064	.0604375	.6095368
InsH2Bfabp_CD15_10dpf_VAST02_plate02_PLIN1_201023_E02	201023	2	ND457	insH2Bfabp	CD15	PLIN1	1	0	0	2	1	10	.9758336	1	2	14.116188	.8167104	.3012643	.340296	1.0911824	1	13	62															184	637367	13791	21153.066	18517.295	2.92e+08	69.36219	6.22e+07	86	3994.529	995761.1	1397640	22_PLIN1	1	4	2	2.583333	4	1	5	.0976349	.5404469	.8616341	-.3853205	-.0976349	-.0142427	.6399237	.7445865	.3619474	.6406669	-.7626835	1.004335	.7204233	.9674216	.7972819	.7204233	.5443409													
InsH2Bfabp_CD15_10dpf_VAST02_plate02_PLIN1_201023_C02	201023	2	ND455	insH2Bfabp	CD15	PLIN1	1	0	0	2	1	10	.0570041	0	1	10.842722	.7146216	.36468837	.3743256	1.2470656	1	11	60	352547	5876	5450	12540	3860	60	4.512e+09	1	3829921	146537	110	278	216	141	49	589011	3895	20994.057	15112.857	8.18e+07	3555.349	-6.44e+07	182	4018.614	922697.8	1261995	22_PLIN1	1	4	2	2.45	4	1	5	.2677537	-.1256613	-.0976349	.2104284	-.2677537	-.2739918	1.250516	.4658759	.6744897	1.050522	-.1504181	.205788	.3224307	-1.328818	-1.294762	-1.171546	-.6476036	.5037205	.0302049	-.4032736	-.0604375	.4032736	.2130021	.0302049	.0907253	.1515802	-.9357584	.762464	1.234901	.86773
InsH2Bfabp_CD15_10dpf_VAST02_plate02_PLIN1_201023_E04	201023	2	ND469	insH2Bfabp	CD15	PLIN1	1	0	0	2	1	10	.8182428	1	2	8.747704	.2041776	.33297634	.1361184	1.0911824	1	25	74	248836	6221	4634	13961	4937	40	3.394e+09	1	2845411	124409	107	260	186	98	135	433164	10688	14707.358	12440.683	1.57e+08	129.6399	7.65e+07	76	3714.185	804908.1	1036166	22_PLIN1	1	4	2	3.566667	4	1	5	-.8616341	-1.382994	-1.382994	-.6399237	-.7835004	.7291514	-.6399237	-1.773856	.3619474	-1.556601	-.4207837	-.6574843	-1.014499	-.1155036	0	-.3837693	.8791677	-.9836224	-.8459325	0	-.8034983	-.3067468	.4697212	.8899477	-.8034983	-.6095368	-1.086838	.419708	.3226135	-1.114511
InsH2Bfabp_CD15_10dpf_VAST02_plate03_PLIN1_201023_A03	201023	3	ND518	insH2Bfabp	CD15	PLIN1	1	0	0	2	1	10	.9120029	1	2	12.194731	.5785032	.34883235	.2041776	.779416	1	25	123															196	599408	15688	20862.687	17799.939	3.27e+08	547.0283	1.15e+08	9	4316.275	1042506	1407060	22_PLIN1	1	4	3	8.916667	4	1	5	1.459439	.9899016	.9454201	1.545513	1.644854	1.23748	.4154975	-.0681677	-.3911963	-.8572543	-.2477242	.5119362	.3837693	1.116127	1.294762	.9674216	1.441564													
InsH2Bfabp_CD15_10dpf_VAST02_plate03_PLIN1_201023_A01	201023	3	ND502	insH2Bfabp	CD15	PLIN1	1	0	0	2	1	10	0	0	1	7.5113172	.3743256	.28540829	.1361184	.6235328	1	9	107	240292	6323	5289	7446	2140	38	1.648e+09	1	2395897	106880	98	236	152	127	61	424708	4935	17152.966	12426.748	8.46e+07	2590.167	4272985	250	3563.13	748159.2	1017743	22_PLIN1	1	4	3	7.733333	4	1	5	-1.459439	-2.128045	-1.644854	-1.085325	-1.313873	-2.118995	-.2967378	-1.004335	-.7267301	-1.556601	-.9820262	-1.204851	-1.063939	-1.116127	-1.116127	-1.116127	-.0576556	-1.234901	-.9836224	.0604375	-.2130021	-1.203157	-.8899477	-1.033853	-1.033853	-1.086838	-1.416509	-.0302049	-.9836224	.3545969
InsH2Bfabp_CD15_10dpf_VAST02_plate03_PLIN1_201023_G01	201023	3	ND508	insH2Bfabp	CD15	PLIN1	1	0	0	2	1	10	.9723876	1	2	10.709746	.9187992	.57081658	.3743256	1.4808904	1	15	113	465492	8312	6219	11412	3554	56	5.544e+09	1	5305047	203978	140	244	228	142	124	675572	10218	24735.131	21891.323	2.53e+08	38.99154	-5.94e+07	298	4233.56	976680.3	1359074	22_PLIN1	1	4	3	8.183333	4	1	5	1.136959	.2967378	.4770404	1.250516	1.085325	.7668313	.0696849	1.074478	1.233495	1.050522	1.359737	.1229156	1.116127	-.2030698	-.144561	.4465882	-.6124654	.2440025	1.086838	1.416509	.5037205	.762464	0	-.1210967	1.033853	1.143064	.3707237	.1363226	1.605273	.9357584
InsH2Bfabp_CD15_10dpf_VAST02_plate03_PLIN1_201023_B01	201023	3	ND503	insH2Bfabp	CD15	PLIN1	1	0	0	2	1	10	0	0	1	9.338991	.5785032	.22198422	.170148	1.4808904	1	10	108	296997	5304	4487	13251	4855	56	3.959e+09	1	3633103	136220	146	232	154	123	101	522308	6971	15031.995	14462.276	1.05e+08	-1710.162	-2.54e+07	179	4162.112	923295.9	1307559	22_PLIN1	1	5	3	7.816667	5	1	5	.7835004	-.0976349	.0976349	-.0696849	.4770404	-.7291514	-.3259735	-.0681677	1.233495	-1.150349	-1.556601	-.3911963	-.2325743	-.5277092	-.5780677	-.8791677	-.352934	.2440025	-.3707237	-.9357584	-.9357584	-.0302049	.338562	.8459325	-.0604375	-.0907253	.6095368	-.1515802	-.9357584	.2284748
InsH2Bfabp_CD15_10dpf_VAST02_plate02_PLIN1_201023_F01	201023	2	ND452	insH2Bfabp	CD15	PLIN1	1	0	0	2	1	10	1	1	2	9.5333359	.6125328	.41225642	.3062664	.779416	1	8	57	402105	7311	5782	14734	4640	55	5.953e+09	1	4302361	155788	160	229	171	136	27	532744	2592	17929.439	14616.048	4.65e+07	1022.644	-8.75e+07	63	4069.342	933628.9	1306572	22_PLIN1	1	5	2	2.233333	5	1	5	.4460577	-.0139262	.0696849	.4154975	.0139262	1.75333	.9027348	.0681677	-.3911963	.2759211	.2337006	-.3186394	-.144561	-1.899709	-1.748025	-1.748025	-.7972819	.1515802	.6463197	.6095368	.2752391	.9357584	.6839988	.6839988	.4362566	.4362566	1.203157	-.2595891	-.1668731	.6650413
InsH2Bfabp_CD15_10dpf_VAST02_plate03_PLIN1_201023_D02	201023	3	ND513	insH2Bfabp	CD15	PLIN1	1	0	0	2	1	10	1	1	2	11.052435	.6125328	.31712032	.2722368	1.3250072	1	20	118	380638	6797	6156	9681	3193	56	3.856e+09	1	4902344	190630	119	282	219	148	149	604503	11771	26588.69	22630.785	3.13e+08	1100.837	-1.73e+07	53	4104.728	1020494	1393079	22_PLIN1	1	5	3	8.55	5	1	5	.5404469	.7461852	.7835004	.8616341	.8616341	.9750298	-.1820346	.0681677	.8770955	-.0681677	-.5912576	.2901008	.5112223	.2177984	.144561	.7972819	-.2922246	.2440025	.4697212	.4032736	.4697212	-.0907253	-.4032736	-.4032736	.8034983	.9357584	-.6278221	.9357584	1.376475	1.234901
InsH2Bfabp_CD15_10dpf_VAST02_plate02_PLIN1_201023_B09	201023	2	ND496	insH2Bfabp	CD15	PLIN1	1	0	0	2	1	10	1	1	2	12.806802	.4764144	.26955227	.3062664	1.3250072	1	3	101	136563	5463	5297	9206	3492	25	1.418e+09	1	1929087	78652	126	180	142	101	171	560412	12976	25047.58	22775.623	3.25e+08	-595.3442	-8800710	225	4142.647	1017549	1343463	22_PLIN1	1	5	3	7.066667	5	1	5	.6744897	.6744897	.3554904	-.2677537	-.1820346	-.1862194	-.3554904	-.5912576	.8770955	.2759211	-1.204851	.6574843	.0865434	.6124654	.5780677	.9223964	-.2030698	-1.879026	-1.879026	-.8459325	-.1822052	-1.338533	-.5383123	-.1822052	-1.416509	-1.504199	-.3545969	-2.095297	-1.338533	-1.033853
InsH2Bfabp_CD15_10dpf_VAST02_plate02_PLIN1_201023_B01	201023	2	ND449	insH2Bfabp	CD15	PLIN1	1	0	0	2	1	10	1	1	2	12.937741	.5785032	.26955227	.2382072	.6235328	1	5	54	284804	5274	5702	11016	4263	54	3.001e+09	1	3146475	122525	130	244	175	84	146	441150	11062	18628.644	17535.705	2.06e+08	-1404.11	576163.3	0	3873.424	859802.9	1182756	22_PLIN1	1	5	2	2.033333	5	1	5	-.3259735	-.5404469	-.4460577	-1.459439	.5404469	.2152846	.3554904	-.0681677	-.7267301	-.4964666	-1.204851	.6916925	-.8791677	.1155036	.0576556	-.0576556	-.1737411	.0907253	-.4697212	-.9836224	.1515802	-.4362566	-.1822052	.2752391	-.4362566	-.6839988	-.1058988	.1363226	-.0755727	-1.662635
InsH2Bfabp_CD15_10dpf_VAST02_plate03_PLIN1_201023_B02	201023	3	ND511	insH2Bfabp	CD15	PLIN1	1	0	0	2	1	10	1	1	2	8.4251541	.6465624	.25369626	.2722368	.6235328	1	18	116	326141	5260	3618	8755	2746	62	2.830e+09	1	3794511	137955	149	248	155	119	112	453106	8856	17093.128	14790.971	1.51e+08	-.9493964	1.31e+07	76	3753.116	864483.3	1211826	22_PLIN1	1	5	3	8.4	5	1	5	-.7461852	-.5084881	-.2389929	.9454201	-.8219399	1.904707	1.313873	.2337006	-.7267301	-.0681677	-1.431895	-.837745	-.7204233	-.3683079	-.2922246	-.414974	0	.7032055	-.0604375	-1.033853	-1.416509	-.5735608	-.6463197	-.6463197	.0302049	0	.762464	.1822052	-.8459325	-.0151007
