filename	date	plate	index	line	diet	Exp	overfeeding	cholesterol	glucose	VAST	Imaged	age	N001_nwt	cdkn1a_dich	qRNA	protein	ldl	tg	tc	gluc	Anders_batch	pos_bio	Löpnr	Volume	CellVolume_Av	CellVolume_Stdev	CellInt_Av	CellInt_Stdev	NrCells	CellInt_Tot	isletNr	IV	ISA	IED	IPAL1	IPAL2	IPAL3	LiverLipN	LiverArea	LiverLipArea	LiverLipInt_Av	LiverLipIntBG	LiverLipInt_Tot	LiverLipInt_Av_Res	LiverLipInt_Tot_Res	vld_area	length	dorsal_area	lateral_area	file	batch	tank	batch_bio	tod	tank_n	batch_n	nr_tanks	intlength	intdorsal_area	intlateral_area	intangle	inteye_area	intcurvature	intpig_dorsal_tail	intldl	inttg	inttc	intgluc	intprotein	intLiverArea	intLiverLipN	intLiverLipArea	intLiverLipInt_Tot	intLiverLipInt_Tot_Res	intNrCells	intVolume	intCellVolume_Av	intCellVolume_Stdev	intCellInt_Tot	intCellInt_Av	intCellInt_Stdev	intIV	intISA	intIED	intIPAL1	intIPAL2	intIPAL3
InsH2Bfabp_CD15_10dpf_VAST02_plate01_CDKN1A_200715_D07	200715	1	NA428	insH2Bfabp	CD15	CDKN1A	1	0	0	2	1	10	0	0	1	12.416578	.7486512	1.2470656	.3062664	.31712032	1	31	129																							10	4080.113	1132602	1521201	1_CDKN1A	2	4	3	6.433333	4	2	7	.8254945	.9982012	.9982012	1.616156	2.428737	-.8031726	.4526599	-.0955058	1.263188	.1642108	-.5432517	.7377372																		
InsH2Bfabp_CD15_10dpf_VAST02_plate01_CDKN1A_200715_B05	200715	1	NA410	insH2Bfabp	CD15	CDKN1A	1	0	0	2	1	10	0	0	1	12.912077	.7826808	.7014744	.340296	.4915365	1	13	111																							0	4064.114	1082328	1514442	1_CDKN1A	2	4	3	5.25	4	2	7	.6744897	.4099833	.9375322	.2888094	.0569997	.5109658	-.4972006	.0408803	0	.5432517	.9388143	1.029232																		
InsH2Bfabp_CD15_10dpf_VAST02_plate01_CDKN1A_200715_D06	200715	1	NA420	insH2Bfabp	CD15	CDKN1A	1	0	0	2	1	10	0	0	1	6.2228434	1.020888	.779416	.340296	.3964004	1	23	121	333685	7584	6260	14308	2684	44	4.658e+09	1	5263391	176673	155	357	192	85									17	3985.683	1012584	1437491	1_CDKN1A	2	4	3	5.8	4	2	7	.3286447	-.1717471	.4099833	.2494273	-.2104284	.217107	-.1598289	.9601961	.2477242	.5432517	.0818291	-1.05345						.4692529	.8122178	1.479941	1.297543	1.479941	.1749599	.0348213	1.024592	1.024592	1.150349	1.479941	.1046335	0
InsH2Bfabp_CD15_10dpf_VAST02_plate01_CDKN1A_200715_H04	200715	1	NA408	insH2Bfabp	CD15	CDKN1A	1	0	0	2	1	10	.7388508	1	2	6.2228434	.8167104	.7014744	.340296	0	1	11	109																							6	3429.137	771890.6	1007874	1_CDKN1A	2	4	3	5.15	4	2	7	-1.77585	-1.77585	-2.000424	-1.616156	-.6275435	.1771698	-1.754382	.1642108	0	.5432517	-2.136868	-1.05345																		
InsH2Bfabp_CD15_10dpf_VAST02_plate01_CDKN1A_200723_C02	200723	1	NA331	insH2Bfabp	CD15	CDKN1A	1	0	0	2	1	10	0	0	1		.680592	2.5720728	.2722368	.20612821	1	32	32																											1_CDKN1A	3	5	5		5	3	7								-.3765316	2.546865	-.1092005	-1.099066																			
InsH2Bfabp_CD15_10dpf_VAST02_plate01_CDKN1A_200723_A04	200723	1	NA343	insH2Bfabp	CD15	CDKN1A	1	0	0	2	1	10	0	0	1	4.9471896	.5444736	.6235328	.2382072	.19027219	1	44	44	417324	5962	3299	5212	1541	70	2.154e+09	1	3966215	170620	139	253	196	112													1_CDKN1A	3	5	5		5	3	7								-.6744897	-.3765316	-.5275293	-1.263188	-1.639431						1.297543	1.297543	.4692529	-1.024592	.1046335	-.4692529	-.2461637	.3186394	.9132499	.5084881	-.2104284	.2104284	.6744897
InsH2Bfabp_CD15_10dpf_VAST02_plate01_CDKN1A_200723_E04	200723	1	NA347	insH2Bfabp	CD15	CDKN1A	1	0	0	2	1	10	.9419913	1	2	8.7145815	.510444	.9352992	.2722368	.23784024	1	48	48	489221	7765	6547	4718	1456	63	2.325e+09	1	5147907	198654	156	250	175	145													1_CDKN1A	3	5	5		5	3	7								-.799651	.6744897	-.1092005	-.8770955	-.3898747						1.024592	1.731664	1.731664	1.731664	.2461637	-.5485223	-.3928308	.9132499	1.479941	1.297543	-.3928308	-.4307273	1.731664
InsH2Bfabp_CD15_10dpf_VAST02_plate01_CDKN1A_200723_C01	200723	1	NA325	insH2Bfabp	CD15	CDKN1A	1	0	0	2	1	10	0	0	1	3.1626356	.510444	.389708	.2382072	.26955227	1	26	26																											1_CDKN1A	3	5	5		5	3	7								-.799651	-1.604084	-.5275293	-.799651	-2.535274																		
InsH2Bfabp_CD15_10dpf_VAST02_plate01_CDKN1A_200723_A02	200723	1	NA329	insH2Bfabp	CD15	CDKN1A	1	0	0	2	1	10	0	0	1	3.2617775	.4423848	.389708	.1361184	.44396845	1	30	30	800180	10392	7916	3899	1151	77	3.153e+09	1	7797288	265563	141	370	264	129													1_CDKN1A	3	5	5		5	3	7								-1.050522	-1.604084	-1.711675	.3765316	-2.123549						1.914506	2.200411	2.200411	2.200411	.9132499	-1.297543	-1.150349	2.200411	2.200411	.8122178	1.731664	2.200411	1.297543
InsH2Bfabp_CD15_10dpf_VAST02_plate01_CDKN1A_200723_E05	200723	1	NA354	insH2Bfabp	CD15	CDKN1A	1	0	0	2	1	10	0	0	1	7.5248788	.4083552	.5455912	.2382072	.26955227	1	6	55																											1_CDKN1A	3	5	6		5	3	7								-1.204851	-.7091025	-.5275293	-.799651	-.6309245																		
InsH2Bfabp_CD15_10dpf_VAST02_plate01_CDKN1A_200723_G02	200723	1	NA334	insH2Bfabp	CD15	CDKN1A	1	0	0	2	1	10	.6518595	1	2	5.2446153	.7146216	.5455912	.340296	.20612821	1	35	35																											1_CDKN1A	3	5	5		5	3	7								-.2337006	-.7091025	.5432517	-1.099066	-1.376912																		
InsH2Bfabp_CD15_10dpf_VAST02_plate01_CDKN1A_200723_G04	200723	1	NA349	insH2Bfabp	CD15	CDKN1A	1	0	0	2	1	10	0	0	1		.4083552	.6235328	.340296	.20612821	1	1	50																											1_CDKN1A	3	5	6		5	3	7								-1.204851	-.3765316	.5432517	-1.099066																			
InsH2Bfabp_CD15_10dpf_VAST02_plate01_CDKN1A_200723_C03	200723	1	NA338	insH2Bfabp	CD15	CDKN1A	1	0	0	2	1	10	1	1	2	5.1454734	.680592	.8573576	.3062664	.17441618	1	39	39																											1_CDKN1A	3	5	5		5	3	7								-.3765316	.4507442	.1642108	-1.470951	-1.495318																		
InsH2Bfabp_CD15_10dpf_VAST02_plate01_CDKN1A_200723_C04	200723	1	NA345	insH2Bfabp	CD15	CDKN1A	1	0	0	2	1	10	.6670754	1	2	4.8480478	.510444	.779416	.2041776	.33297634	1	46	46	340771	7408	5975	4366	1396	46	1.499e+09	1	3337683	123372	138	216	186	93													1_CDKN1A	3	5	5		5	3	7								-.799651	.2477242	-.8972881	-.3474399	-1.758563						.5894558	.9132499	1.297543	1.150349	-.3186394	-.9132499	-.6314019	-.2461637	.2461637	.3928308	-1.297543	-.1046335	.3186394
InsH2Bfabp_CD15_10dpf_VAST02_plate01_CDKN1A_200723_G03	200723	1	NA341	insH2Bfabp	CD15	CDKN1A	1	0	0	2	1	10	0	0	1	5.1454734	.7826808	.6235328	.340296	.17441618	1	42	42	321702	6308	5410	4059	1277	51	1.238e+09	1	3656335	127900	141	234	175	112													1_CDKN1A	3	5	5		5	3	7								.0408803	-.3765316	.5432517	-1.470951	-1.495318						.8616341	.7188681	.6314019	.7188681	-.3928308	-1.024592	-.9132499	.1046335	.3186394	.8122178	-.8122178	-.4307273	.6744897
InsH2Bfabp_CD15_10dpf_VAST02_plate01_CDKN1A_200723_B04	200723	1	NA344	insH2Bfabp	CD15	CDKN1A	1	0	0	2	1	10	0	0	1	8.7145815	.7146216	.7014744	.2722368	.47568048	1	45	45																											1_CDKN1A	3	6	5		6	3	7								-.2337006	0	-.1092005	.7445865	-.3898747																		
InsH2Bfabp_CD15_10dpf_VAST02_plate01_CDKN1A_200723_B05	200723	1	NA352	insH2Bfabp	CD15	CDKN1A	1	0	0	2	1	10	0	0	1	5.4428991	.7486512	.4676496	.340296	.45982446	1	4	53																											1_CDKN1A	3	6	6		6	3	7								-.0955058	-1.004335	.5432517	.5591096	-1.307593																		
InsH2Bfabp_CD15_10dpf_VAST02_plate01_CDKN1A_200723_B02	200723	1	NA330	insH2Bfabp	CD15	CDKN1A	1	0	0	2	1	10	0	0	1	10.20171	.5785032	.389708	.2722368	.33297634	1	31	31																											1_CDKN1A	3	6	5		6	3	7								-.6075616	-1.604084	-.1092005	-.3474399	.2562565																		
InsH2Bfabp_CD15_10dpf_VAST02_plate01_CDKN1A_200723_F04	200723	1	NA348	insH2Bfabp	CD15	CDKN1A	1	0	0	2	1	10	0	0	1	4.3523383	.4764144	.9352992	.340296	.22198422	1	49	49	106445	3802	3689	4483	1451	28	5.090e+08	1	1526636	65244	94	231	102	84													1_CDKN1A	3	6	5		6	3	7								-.9388143	.6744897	.5432517	-.9601961	-1.909639						-.6744897	-.8122178	-1.297543	-.7188681	-1.731664	-.8122178	-.4692529	-1.150349	-1.150349	-.8616341	-.9132499	-1.479941	-.1046335
InsH2Bfabp_CD15_10dpf_VAST02_plate01_CDKN1A_200723_D04	200723	1	NA346	insH2Bfabp	CD15	CDKN1A	1	0	0	2	1	10	1	1	2	6.5334599	.85074	1.169124	.340296	.12684813	1	47	47	487801	6335	5956	3560	752	77	1.714e+09	1	5552580	202840	179	253	216	138													1_CDKN1A	3	6	5		6	3	7								.3619474	1.124338	.5432517	-1.773856	-.8741759						1.914506	1.479941	.7188681	1.024592	-.1046335	-1.479941	-1.731664	1.479941	1.731664	2.200411	-.2104284	.7188681	1.479941
InsH2Bfabp_CD15_10dpf_VAST02_plate01_CDKN1A_200723_F02	200723	1	NA333	insH2Bfabp	CD15	CDKN1A	1	0	0	2	1	10	1	1	2	14.365669	.8167104	.6235328	.2722368	.44396845	1	34	34																											1_CDKN1A	3	6	5		6	3	7								.1642108	-.3765316	-.1092005	.3765316	1.376912																		
InsH2Bfabp_CD15_10dpf_VAST02_plate01_CDKN1A_200723_F03	200723	1	NA340	insH2Bfabp	CD15	CDKN1A	1	0	0	2	1	10	1	1	2	8.5162977	.9187992	.8573576	.2722368	.58667259	1	41	41																											1_CDKN1A	3	6	5		6	3	7								.5912576	.4507442	-.1092005	1.394908	-.4670705																		
InsH2Bfabp_CD15_10dpf_VAST02_plate01_CDKN1A_200723_D03	200723	1	NA339	insH2Bfabp	CD15	CDKN1A	1	0	0	2	1	10	.9013367	1	2	9.3094329	.7826808	.4676496	.2382072	.4915365	1	40	40																											1_CDKN1A	3	6	5		6	3	7								.0408803	-1.004335	-.5275293	.9388143	-.0845939																		
InsH2Bfabp_CD15_10dpf_VAST02_plate01_CDKN1A_200723_D01	200723	1	NA326	insH2Bfabp	CD15	CDKN1A	1	0	0	2	1	10	0	0	1	6.5334599	.680592	.6235328	.170148	.41225642	1	27	27																											1_CDKN1A	3	6	5		6	3	7								-.3765316	-.3765316	-1.233495	.1918929	-.8741759																		
InsH2Bfabp_CD15_10dpf_VAST02_plate01_CDKN1A_200723_D02	200723	1	NA332	insH2Bfabp	CD15	CDKN1A	1	0	0	2	1	10	0	0	1	6.7317437	.680592	.779416	.3062664	.19027219	1	33	33																											1_CDKN1A	3	6	5		6	3	7								-.3765316	.2477242	.1642108	-1.263188	-.7752326																		
InsH2Bfabp_CD15_10dpf_VAST02_plate01_CDKN1A_200723_H03	200723	1	NA342	insH2Bfabp	CD15	CDKN1A	1	0	0	2	1	10	0	0	1	10.102568	.8167104	.6235328	.2722368	.33297634	1	43	43																											1_CDKN1A	3	6	5		6	3	7								.1642108	-.3765316	-.1092005	-.3474399	.1984454																		
InsH2Bfabp_CD15_10dpf_VAST02_plate01_CDKN1A_200804_B02	200804	1	NA309	insH2Bfabp	CD15	CDKN1A	1	0	0	2	1	10	1	1	2	10.719955	.9187992	.389708	.2041776	.22198422	1	10	10															124	675464	11085	16048.233	15167.266	1.78e+08	513.2875	6.75e+07	8	4064.042	1025250	1332008	1_CDKN1A	4	7	7	3.316667	7	4	7	.6275435	.0569997	-.2104284	-.8801318	-.4941332	-.9165567	.9674216	.5912576	-1.604084	-.8972881	-.9601961	.3747248	-.920823	1.241867	1.241867	.920823	.920823													
InsH2Bfabp_CD15_10dpf_VAST02_plate01_CDKN1A_200804_F01	200804	1	NA305	insH2Bfabp	CD15	CDKN1A	1	0	0	2	1	10	.737646	1	2	9.4273376	1.3271544	.5455912	.2041776	.50739251	1	6	6																											1_CDKN1A	4	7	7	3.075	7	4	7								1.655485	-.7091025	-.8972881	1.150349	-.0281681																		
InsH2Bfabp_CD15_10dpf_VAST02_plate01_CDKN1A_200804_E01	200804	1	NA304	insH2Bfabp	CD15	CDKN1A	1	0	0	2	1	10	.7803074	1	2	9.2657603	1.4632728	.389708	.1020888	.44396845	1	5	5	191956	6399	6293	6066	1626	30	1.089e+09	1	3757323	106899	111	284	232	65	178	507700	12652	25512.069	22471.938	3.23e+08	568.826	2.18e+08	26	3607.915	815136.4	1097879	1_CDKN1A	4	7	7	3.016667	7	4	7	-1.290233	-1.382994	-1.382994	-1.13214	-2.428737	-1.601009	-1.179761	2.019086	-1.604084	-2.294895	.3765316	-.1412905	-1.802743	1.802743	1.802743	1.802743	1.802743	-.5485223	.0348213	.9132499	1.479941	-.7188681	-.3186394	-.1749599	.2461637	-.3186394	-.1749599	.2104284	1.085325	-1.085325
InsH2Bfabp_CD15_10dpf_VAST02_plate01_CDKN1A_200804_C02	200804	1	NA310	insH2Bfabp	CD15	CDKN1A	1	0	0	2	1	10	.692043	1	2	9.1849717	.4423848	.5455912	.3062664	.33297634	1	11	11	86496	6654	4848	6990	1306	13	6.510e+08	1	1354106	39201	71	278	156	64									15	3440.101	820310.4	1059852	1_CDKN1A	4	7	7	3.383333	7	4	7	-1.616156	-1.290233	-1.77585	-1.207414	-1.290233	-1.113194	-.2002695	-1.050522	-.7091025	.1642108	-.3474399	-.1984454						-1.731664	-1.731664	1.024592	.3928308	-1.150349	-.1046335	-.8122178	-1.297543	-1.297543	-1.297543	.1046335	-.8122178	-1.297543
InsH2Bfabp_CD15_10dpf_VAST02_plate01_CDKN1A_200804_B01	200804	1	NA301	insH2Bfabp	CD15	CDKN1A	1	0	0	2	1	10	.5706522	1	2	17.183045	1.6334208	.6235328	.170148	.50739251	1	2	2															14	832764	1487	27082.508	25659.911	4.03e+07	-1966.791	-6.17e+07	0	4410.333	1245397	1624770	1_CDKN1A	4	7	7	2.816667	7	4	7	2.428737	2.428737	2.000424	.3690087	1.062786	-.3811055	.9057289	2.546865	-.3765316	-1.233495	1.150349	2.123549	.4637077	-1.802743	-1.802743	-1.802743	-.920823													
InsH2Bfabp_CD15_10dpf_VAST02_plate01_CDKN1A_200804_E02	200804	1	NA312	insH2Bfabp	CD15	CDKN1A	1	0	0	2	1	10	.5423077	1	2	9.1849717	.8167104	.389708	.1361184	.31712032	1	13	13																							58	3820.667	948432.9	1234974	1_CDKN1A	4	7	7	3.5	7	4	7	-.3690087	-.4516583	-.6275435	-.4099833	-1.13214	-1.987428	.3661064	.1642108	-1.604084	-1.711675	-.5432517	-.1984454																		
InsH2Bfabp_CD15_10dpf_VAST02_plate01_CDKN1A_200804_A01	200804	1	NA300	insH2Bfabp	CD15	CDKN1A	1	0	0	2	1	10	.8359621	1	2	9.0233945	.7146216	.4676496	.170148	.33297634	1	1	1																							18	4146.802	1191295	1530727	1_CDKN1A	4	7	7	2.766667	7	4	7	1.062786	1.207414	1.207414	.2104284	1.77585	-1.272699		-.2337006	-1.004335	-1.233495	-.3474399	-.2854742																		
InsH2Bfabp_CD15_10dpf_VAST02_plate01_CDKN1A_200804_D01	200804	1	NA303	insH2Bfabp	CD15	CDKN1A	1	0	0	2	1	10	.5196489	1	2	11.447053	1.361184	1.0132408	.4764144	.3964004	1	4	4	221872	5839	4408	20466	3891	38	4.673e+09	1	4139000	121628	108	354	205	91	60	720194	6032	22028.103	18658.342	1.33e+08	1996.709	2.53e+07	345	3965.698	1115555	1428937	1_CDKN1A	4	7	7	2.95	7	4	7	.2494273	.8801318	.3286447	-.3690087	-.1333212	-1.76167	.8473045	1.773856	.837745	1.773856	.0818291	.5308747	-.4637077	.27188	.4637077	.6744897	.6744897	-.0348213	.2461637	.3928308	-.1749599	1.731664	1.479941	.8122178	.5485223	.1749599	-.2822162	1.297543	.3928308	.2461637
InsH2Bfabp_CD15_10dpf_VAST02_plate01_CDKN1A_200804_G02	200804	1	NA314	insH2Bfabp	CD15	CDKN1A	1	0	0	2	1	10	.9390387	1	2	11.123899	.1361184	.389708	.1361184	.3964004	1	15	15															29	687926	1984	20750.935	20439.596	4.12e+07	-1574.684	-6.50e+07		3807.751	1094575	1400092	1_CDKN1A	4	7	7	3.633333	7	4	7	-.4516583	.4941332	.2888094	-.2888094	-.1717471	-1.043158	1.033036	-1.470951	-1.604084	-1.711675	.0818291	.4670705	-.6744897	-.4637077	-1.241867	-1.241867	-1.241867													
InsH2Bfabp_CD15_10dpf_VAST02_plate01_CDKN1A_200804_D02	200804	1	NA311	insH2Bfabp	CD15	CDKN1A	1	0	0	2	1	10	.9140651	1	2	12.901248	1.1570064	.4676496	.170148	.4915365	1	12	12															28	853177	3112	19237.131	18606.204	5.99e+07	-727.1094	-4.78e+07	24	4027.984	1111726	1459084	1_CDKN1A	4	7	7	3.433333	7	4	7	.4516583	.773217	.5819415	-.0569997	.2104284	-.8584844	1.357561	1.359737	-1.004335	-1.233495	.9388143	.9599534	.6744897	-.6744897	-.4637077	-.6744897	-.6744897													
InsH2Bfabp_CD15_10dpf_VAST02_plate01_CDKN1A_200804_C01	200804	1	NA302	insH2Bfabp	CD15	CDKN1A	1	0	0	2	1	10	.048419	0	1	12.901248	1.4632728	.9352992	.3743256	.36468837	1	3	3															67	866587	6304	20252.222	18366.582	1.28e+08	596.6105	1.98e+07	104	3909.779	1078724	1384226	1_CDKN1A	4	7	7	2.883333	7	4	7	.0569997	.3690087	.0950912	.8254945	.6275435	-.6992833	.6374841	2.019086	.6744897	.9820262	-.0681677	.9599534	.920823	.4637077	.6744897	.4637077	.4637077													
InsH2Bfabp_CD15_10dpf_VAST02_plate01_CDKN1A_200804_C03	200804	1	NA318	insH2Bfabp	CD15	CDKN1A	1	0	0	2	1	10	0	0	1	13.38598	1.2250656	.4676496	.2041776	.71352072	1	19	19	98046	4902	3170	12479	3865	20	1.208e+09	1	4095933	101389	94	409	227	74	72	957488	4768	24265.956	21955.224	1.16e+08	-11.76645	1.08e+07		4155.331	1192581	1581135	1_CDKN1A	4	7	7	3.883333	7	4	7	1.13214	1.290233	1.48947	1.290233	.3286447	-.5109658	1.465234	1.51239	-1.004335	-.8972881	1.843765	1.185158	1.241867	.6744897	.0896424	.27188	.27188	-1.024592	-1.150349	-.3928308	-1.297543	-.4692529	.1046335	.7188681	.3928308	-.5485223	-.8616341	2.200411	.8122178	-.5485223
InsH2Bfabp_CD15_10dpf_VAST02_plate01_CDKN1A_200804_G03	200804	1	NA321	insH2Bfabp	CD15	CDKN1A	1	0	0	2	1	10	.6719368	1	2	12.497305	1.1570064	.4676496	.4423848	.44396845	1	22	22															54	800292	5175	17777.61	16785.94	9.20e+07	157.8398	-1.71e+07		4358.171	1226839	1672891	1_CDKN1A	4	7	7	4.083333	7	4	7	1.77585	1.77585	2.428737	1.382994	.8254945	-.1375134	.3238762	1.359737	-1.004335	1.470951	.3765316	.7752326	.0896424	.0896424	.27188	.0896424	.0896424													
InsH2Bfabp_CD15_10dpf_VAST02_plate01_CDKN1A_200804_A02	200804	1	NA308	insH2Bfabp	CD15	CDKN1A	1	0	0	2	1	10	.7061225	1	2	15.567272	.1020888	1.0911824	.4764144	.4915365	1	9	9															39	723507	3850	22060.041	21097.396	8.49e+07	-1112.815	-2.07e+07	217	4056.934	1146180	1512319	1_CDKN1A	4	7	7	3.25	7	4	7	.5819415	1.062786	.8801318	.7229722	.5375191	.2981024	1.179761	-1.843765	.9601961	1.773856	.9388143	1.539856	-.27188	-.1800124	-.27188	-.0896424	-.0896424													
InsH2Bfabp_CD15_10dpf_VAST02_plate01_CDKN1A_200804_G01	200804	1	NA306	insH2Bfabp	CD15	CDKN1A	1	0	0	2	1	10	.8833619	1	2	6.3573701	.170148	.7014744	.2382072	.50739251	1	7	7	100702	5300	3661	11379	2727	19	1.096e+09	1	385936	26719	60	139	97	37	87	1053127	8736	23422.175	19999.554	2.05e+08	1663.323	9.81e+07	40	4356.059	1216267	1606841	1_CDKN1A	4	7	7	3.133333	7	4	7	1.616156	1.616156	1.616156	.9375322	.2888094	.3811055		-1.326172	0	-.5275293	1.150349	-.9825221	1.802743	.920823	.920823	1.241867	1.241867	-1.150349	-1.024592	-.1749599	-.8122178	-.6314019	-.0348213	.2461637	-1.731664	-1.731664	-1.731664	-2.200411	-1.731664	-1.731664
InsH2Bfabp_CD15_10dpf_VAST02_plate01_CDKN1A_200804_B03	200804	1	NA317	insH2Bfabp	CD15	CDKN1A	1	0	0	2	1	10	0	0	1	12.174151	.0680592	.779416	.170148	.36468837	1	18	18															39	822280	3936	20503.534	19564.332	8.07e+07	-694.7592	-2.62e+07	23	3705.018	1202091	1366671	1_CDKN1A	4	7	7	3.816667	7	4	7	-.8254945	1.382994	-.0189907	2.000424	-1.382994	1.189164	-.4526599	-2.546865	.2477242	-1.233495	-.0681677	.6309245	.27188	-.1800124	-.0896424	-.27188	-.4637077													
InsH2Bfabp_CD15_10dpf_VAST02_plate01_CDKN1A_200804_E03	200804	1	NA320	insH2Bfabp	CD15	CDKN1A	1	0	0	2	1	10	0	0	1	9.1849717	.9187992	.7014744	.340296	0	1	21	21	56555	5656	4429	4668	819	10	2.638e+08	2	293556	22004	46	294	67	26										3725.887	1024981	1281540	1_CDKN1A	4	7	7	4	7	4	7	-.7229722	.0189907	-.4516583	-1.77585	-.773217	-2.417559	1.103428	.5912576	0	.5432517	-2.136868	-.1984454						-2.200411	-2.200411	.3186394	-.1046335	-2.200411	-.6314019	-1.297543	-2.200411	-2.200411	-2.200411	.3928308	-2.200411	-2.200411
InsH2Bfabp_CD15_10dpf_VAST02_plate01_CDKN1A_200804_F02	200804	1	NA313	insH2Bfabp	CD15	CDKN1A	1	0	0	2	1	10	.9737418	1	2	9.750492	1.0889472	.389708	.4083552	.60252861	1	14	14	87710	4873	4407	6347	1378	18	5.448e+08	1	2194043	88615	103	230	188	70	27	742046	2400	31897.41	26300.283	7.66e+07	2023.322	-2.49e+07		3615.862	988224.5	1262205	1_CDKN1A	4	7	7	3.566667	7	4	7	-1.207414	-.2494273	-.5819415	-.1333212	-.9084579	-.3393116	-.0796597	1.204851	-1.604084	1.204851	1.470951	.0563585	-.0896424	-.920823	-.920823	-.4637077	-.27188	-1.297543	-1.297543	-.4692529	-.2461637	-1.479941	-.2461637	-.7188681	-.8122178	-.8122178	-.5894558	-1.024592	.0348213	-.7188681
InsH2Bfabp_CD15_10dpf_VAST02_plate01_CDKN1A_200804_H03	200804	1	NA322	insH2Bfabp	CD15	CDKN1A	1	0	0	2	1	10	.0315866	0	1	11.770207	.1020888	.4676496	.5785032	.45982446	1	23	23															24	649004	2729	15664.631	15213.465	4.27e+07	70.18155	-6.76e+07		3917.459	1232821	1541643	1_CDKN1A	4	7	7	4.15	7	4	7	.0950912	2.000424	1.290233	1.48947	1.290233	-1.473468	2.411822	-1.843765	-1.004335	2.546865	.5591096	.5635893	-1.241867	-1.241867	-.6744897	-.920823	-1.802743													
