filename	date	plate	index	line	diet	Exp	overfeeding	cholesterol	glucose	VAST	Imaged	age	ildr2a_nwt	ildr2b_nwt	ildr2_nwt	ildr2_dich	qRNA	protein	ldl	gluc	tc	tg	Anders_batch	pos_bio	Löpnr	Volume	CellVolume_Av	CellVolume_Stdev	CellInt_Av	CellInt_Stdev	NrCells	CellInt_Tot	isletNr	IV	ISA	IED	IPAL1	IPAL2	IPAL3	LiverLipN	LiverArea	LiverLipArea	LiverLipInt_Av	LiverLipIntBG	LiverLipInt_Tot	LiverLipInt_Av_Res	LiverLipInt_Tot_Res	vld_area	length	dorsal_area	lateral_area	file	batch	tank	batch_bio	tod	tank_n	batch_n	nr_tanks	intlength	intdorsal_area	intlateral_area	intangle	inteye_area	intcurvature	intpig_dorsal_tail	intldl	inttg	inttc	intgluc	intprotein	intLiverArea	intLiverLipN	intLiverLipArea	intLiverLipInt_Tot	intLiverLipInt_Tot_Res	intNrCells	intVolume	intCellVolume_Av	intCellVolume_Stdev	intCellInt_Tot	intCellInt_Av	intCellInt_Stdev	intIV	intISA	intIED	intIPAL1	intIPAL2	intIPAL3
InsH2Bfabp_CD15_09dpf_VAST02_plate02_ILDR2_201007_B03	201007	2	NB802	insH2Bfabp	CD15	ILDR2	1	0	0	2	1	9	.6454971	1	.8227485	1	3	15.808823	.9187992	1.014785	.5444736	1.94854	1	34	83	497529	6142	5110	5589	1827	81	2.823e+09	1	5871480	184040	173	286	204	120	126	672590	10452	21679.92	18434.78	2.27e+08	1188.25	3.60e+07	0				16_ILDR2	1	2	2	9.233334	2	1	4								1.027154	1.572037	1.159195	.2948402	1.307107	.6624353	.7112601	1.053073	1.585278	.779842	.9288995	1.049131	.2993069	.1479871	.5700741	-.403916	-.1978822	.689997	.5131547	1.138523	1.049131	.8207921	-.4853177
InsH2Bfabp_CD15_09dpf_VAST02_plate02_ILDR2_201007_B02	201007	2	NB796	insH2Bfabp	CD15	ILDR2	1	0	0	2	1	9	.9629983	1	.9814992	1	3	9.0934785	.6125328	1.0623531	.1020888	.2338248	1	28	77	411032	5957	5665	9277	3079	69	4.022e+09	1	4482191	150388	165	235	198	116	106	521556	8219	11781.129	10549.288	9.68e+07	391.9161	1.98e+07	0	3950.487	919707	1222189	16_ILDR2	1	2	2	8.7	2	1	4	.0411038	-.0411038	-.2491061	-.0411038	-.3348942	-.5977601	.0411038	.4507442	-1.637868	-1.273337	.7326562	-.5201756	.0385731	.3543496	.313572	.2658918	.3080234	.5700741	.3511308	.098458	.8207921	1.486092	1.138523	1.351702	.2482751	.098458	.9288995	-.2482751	.659143	-.659143
InsH2Bfabp_CD15_09dpf_VAST02_plate01_ILDR2_201007_G08	201007	1	NB779	insH2Bfabp	CD15	ILDR2	1	0	0	2	1	9	.954968	.7887118	.8718399	1	3	11.465611	.680592	1.0464971	.1020888	.2338248	1	11	60															1	470806	48	17487.313	13728.976	839391	2427.691	-1.22e+08	0	4146.149	992396.6	1326834	16_ILDR2	1	3	2	7.283333	3	1	4	1.012131	.6113263	.3786901	.3786901	-.0822773	.5485223	-.2069287	.5327554	-1.637868	-1.273337	.5751093	.2041513	-.4806444	-1.608653	-1.608653	-2.405983	-2.405983													
InsH2Bfabp_CD15_09dpf_VAST02_plate01_ILDR2_201007_G05	201007	1	NB756	insH2Bfabp	CD15	ILDR2	1	0	0	2	1	9	.6708114	.9798334	.8253224	1	3	9.7101187	.4764144	.84036885	.340296	.779416	1	37	37	338927	5649	4984	10826	3781	60	3.867e+09	1	3873892	146270	155	246	176	108	154	641202	12094	9450.5217	8750.0348	1.14e+08	138.2403	6.32e+07	0	3910.312	872692.9	1224537	16_ILDR2	1	3	1	5.616667	3	1	4	-.1651163	-.423225	-.2069287	-.8833463	.1235907	-.755415	1.160362	-.0363359	.1642108	-.018165	-1.090797	-.2609674	.4377901	1.426077	1.37468	.529045	1.348744	0	-.1479871	-.0491694	-.0491694	1.23808	1.88951	1.88951	-.098458	-.0491694	.5700741	.1978822	.0245773	-.8917089
InsH2Bfabp_CD15_09dpf_VAST02_plate01_ILDR2_201007_C05	201007	1	NB752	insH2Bfabp	CD15	ILDR2	1	0	0	2	1	9	.0528075	.0293911	.0410993	0	1	10.019912	.4423848	.85622486	.4423848	.3117664	1	33	33	563424	8537	8834	7790	2487	66	4.648e+09	1	4920877	191692	147	238	193	158	131	596340	10077	11497.595	10505.923	1.16e+08	158.4397	3.95e+07	0	4172.837	963670.6	1343507	16_ILDR2	1	3	1	5.35	3	1	4	1.160362	.3786901	.5625072	.7137046	.2491061	1.959964	.8241822	-.2571002	-1.124338	.6185211	-.9109555	-.1479871	.2733094	.8694237	.9271548	.5761465	.8946621	.3511308	1.654435	1.654435	2.333769	1.654435	.7537816	.5131547	.4578519	.689997	.403916	-.0737913	.4307273	1.092736
InsH2Bfabp_CD15_09dpf_VAST02_plate01_ILDR2_201007_G04	201007	1	NB748	insH2Bfabp	CD15	ILDR2	1	0	0	2	1	9	.9569067	1	.9784533	1	3	7.851362	.4423848	.8879369	.340296	.7014744	1	29	29	362910	4426	4464	5495	1996	82	1.914e+09	2	6963152	185868	181	323	180	145									0	4086.835	906637.6	1189799	16_ILDR2	1	3	1	4.966667	3	1	4	.5625072	-.0822773	-.3786901	-.2491061	-.2917317	-.4537622	-1.160362	-.2571002	.0363359	-.018165	-.5966746	-.8207921						1.049131	-.0491694	-1.049131	-.5131547	-.2482751	-.4578519	-.098458	1.138523	.5700741	1.486092	2.333769	.1479871	.5700741
InsH2Bfabp_CD15_09dpf_VAST02_plate01_ILDR2_201007_C09	201007	1	NB783	insH2Bfabp	CD15	ILDR2	1	0	0	2	1	9	.9158514	1	.9579257	1	3	7.2317765	.4423848	.95136096	.3062664	.389708	1	15	64	372371	8660	6536	7195	2096	43	2.574e+09	1	2838897	114258	138	189	151	121	115	391296	8591	11225.75	10070.428	9.64e+07	389.3	2.63e+07	0	3785.606	829506.8	1112878	16_ILDR2	1	3	2	7.583333	3	1	4	-.6113263	-.9457771	-.8833463	-.8241822	-1.012131	-1.439531	-1.012131	-.2571002	-.6859357	-.3330051	-.201152	-1.017694	-1.481544	.4591118	.4377901	.224227	.529045	-1.049131	0	2.333769	1.351702	.2993069	.3511308	.0491694	-.8207921	-.7537816	.0491694	-1.092736	-.7537816	-.403916
InsH2Bfabp_CD15_09dpf_VAST02_plate01_ILDR2_201007_C08	201007	1	NB776	insH2Bfabp	CD15	ILDR2	1	0	0	2	1	9	.9901385	1	.9950693	1	3	10.22644	.3743256	1.0940651	.3062664	.3117664	1	8	57	330946	6364	4793	9435	2513	52	3.186e+09	1	2912634	125760	118	277	144	130	36	689608	2560	14765.381	14666.153	3.78e+07	-1376.052	-9.85e+07	7	3876.576	1079531	1321914	16_ILDR2	1	3	2	7.033333	3	1	4	-.2917317	1.339746	.2917317	1.160362	2.400036	.8122178	-2.400036	-.6185211	-1.124338	-.3330051	.9968433	-.0922863	1.053073	-.6866431	-.7618428	-.726158	-1.973953	-.3773919	-.2482751	.5700741	-.2993069	.8917089	1.23808	.6289042	-.7537816	-.3511308	-.9674216	.8207921	-1.049131	.0491694
InsH2Bfabp_CD15_09dpf_VAST02_plate01_ILDR2_201007_G01	201007	1	NB726	insH2Bfabp	CD15	ILDR2	1	0	0	2	1	9	.0494163	0	.0247082	0	1	14.563539	.4423848	.98307299	.340296	1.94854	1	7	7	374100	5668	4321	6512	2145	66	2.470e+09	2	7801569	171968	179	259	232	126									0	3957.083	958033.1	1325369	16_ILDR2	1	3	1	2.35	3	1	4	.0822773	.2491061	.3348942	-.6113263	.3348942	-.8122178	.6616482	-.2571002	1.572037	-.018165	.0545189	1.081642						.3511308	.098458	0	-.6289042	.1978822	.098458	.1978822	1.486092	.3511308	1.351702	.5700741	1.88951	-.1479871
InsH2Bfabp_CD15_09dpf_VAST02_plate02_ILDR2_201007_C04	201007	2	NB807	insH2Bfabp	CD15	ILDR2	1	0	0	2	1	9	.724359	.9835501	.8539546	1	3	9.6264424	.85074	1.014785	.5785032	1.0132408	1	39	88	517662	7395	5791	6705	2044	70	3.504e+09	2	4159488	147105	159	270	141	136	53	510050	4880	12129.25	10465.261	5.92e+07	837.0318	-1.66e+07	0	4031.198	925314.6	1245621	16_ILDR2	1	3	2	12.2	3	1	4	.2491061	.0411038	0	1.012131	1.739384	-.1046335	.2917317	.8837863	.4307273	1.359737	.2948402	-.3186394	-.0772036	-.4377901	-.313572	-.3507093	-.224227	.6289042	1.138523	1.23808	.9674216	.9674216	.1978822	0	.098458	0	.689997	.689997	-1.138523	.2482751
InsH2Bfabp_CD15_09dpf_VAST02_plate01_ILDR2_201007_G02	201007	1	NB734	insH2Bfabp	CD15	ILDR2	1	0	0	2	1	9	1	1	1	1	3	17.661467	1.0549176	1.2843373	.4764144	1.7147152	1	15	15	443424	6521	6669	4029	1508	68	1.850e+09	1	6803906	234183	150	261	234	149	132	692466	10571	17237.283	15348.463	1.82e+08	308.2395	3.61e+07	0	4351.784	1102994	1537037	16_ILDR2	1	3	1	3.3	3	1	4	1.57718	1.57718	1.57718	1.245046	1.57718	-1.56892	.2491061	1.273337	1.31531	.8572543	2.019086	1.789531	1.122762	.9572095	1.122762	1.348744	.835874	.5131547	.689997	.7537816	1.654435	-.2993069	-1.138523	-.8917089	1.049131	1.486092	.4578519	.6289042	2.333769	.8917089
InsH2Bfabp_CD15_09dpf_VAST02_plate01_ILDR2_201007_G07	201007	1	NB772	insH2Bfabp	CD15	ILDR2	1	0	0	2	1	9	.0347171	.0233495	.0290333	0	1	11.775404	.5444736	1.030641	.3743256	.5455912	1	4	53	205858	3884	3884	4816	1535	53	1.007e+09	1	3178397	120278	136	238	130	117	0	1061464	0		6905.2602				0	3934.818	937531.8	1295701	16_ILDR2	1	3	2	6.75	3	1	4	-.0822773	.1235907	.2069287	-.3348942	-.3786901	1.23544	-.0411038	.1642108	-.201152	.201152	.4307273	.397259	2.423196	-1.993984	-1.993984			-.2993069	-.8917089	-1.88951	-1.23808	-.8917089	-.689997	-.8207921	-.3511308	-.4578519	-.0737913	-.0737913	-1.486092	-.5700741
InsH2Bfabp_CD15_09dpf_VAST02_plate02_ILDR2_201007_C05	201007	2	NB815	insH2Bfabp	CD15	ILDR2	1	0	0	2	1	9	.0663534	0	.0331767	0	1	16.341787	1.871628	1.1892012	.8167104	2.8058976	1	47	96	344837	6158	5625	7362	2305	56	2.716e+09	1	4956057	134966	171	221	184	141	105	673462	8406	11916.006	11740.966	1.00e+08	-848.7961	5998062	7				16_ILDR2	1	3	2	12.75	3	1	4								2.444812	2.019086	2.444812	1.407024	1.504888	.7112601	.313572	.3543496	.3507093	.1012464	-.098458	-.098458	.3511308	.689997	.403916	.4578519	.3511308	.5700741	-.1978822	1.049131	-.5700741	.2230078	.4578519
InsH2Bfabp_CD15_09dpf_VAST02_plate01_ILDR2_201007_C03	201007	1	NB737	insH2Bfabp	CD15	ILDR2	1	0	0	2	1	9	.8736264	.9863977	.930012	1	3	7.025248	.4764144	.85622486	.4083552	.6235328	1	18	18	112310	4320	4086	6026	2146	26	6.685e+08	1	1894071	64295	97	195	139	91	95	357334	8112	11632.86	10863.549	9.44e+07	-119.1137	1.28e+07	0	3753.283	846912.8	1098597	16_ILDR2	1	3	1	3.6	3	1	4	-.7137046	-.6113263	-.9457771	-1.012131	-1.245046	-.9345893	-.1235907	-.0363359	-.0909451	.3716615	-.9109555	-1.186831	-1.768825	.1353847	.2334853	.1419788	.1829481	-1.88951	-1.88951	-1.138523	-.9674216	-1.351702	-.098458	.2482751	-1.654435	-1.88951	-1.654435	-.8917089	-1.292805	-1.564726
InsH2Bfabp_CD15_09dpf_VAST02_plate01_ILDR2_201007_G03	201007	1	NB740	insH2Bfabp	CD15	ILDR2	1	0	0	2	1	9	.0629323	.026982	.0449571	0	1	5.7860768	.1020888	.80865682	.3062664	.7014744	1	21	21	189116	4203	3288	4513	1466	45	8.069e+08	1	2628895	99949	128	187	139	116	73	443686	5984	9773.6735	9001.1058	5.85e+07	171.5733	3776760	2	3556.916	785782.5	1066596	16_ILDR2	1	3	1	3.833333	3	1	4	-1.967025	-1.245046	-1.245046	-1.739384	-2.400036	1.072861	.5149938	-1.711675	.0363359	-.3330051	-1.572037	-1.504888	-.7112601	-.2334853	-.2334853	-.3940442	-.0606815	-.7868451	-1.138523	-1.351702	-1.486092	-1.23808	-.9674216	-.9674216	-.9674216	-1.049131	-.4853177	-1.292805	-1.292805	-.659143
InsH2Bfabp_CD15_09dpf_VAST02_plate01_ILDR2_201007_C06	201007	1	NB760	insH2Bfabp	CD15	ILDR2	1	0	0	2	1	9	.0514106	.0266129	.0390118	0	1	12.808047	.7826808	.93550494	.5785032	1.2470656	1	41	41	408973	4869	4488	6527	1696	84	2.679e+09	1	4677042	183521	154	237	185	136	4	596416	224	9505.308	10618.058	2129189	-1963.288	-7.59e+07	0	4268.523	1084885	1509851	16_ILDR2	1	3	1	5.933333	3	1	4	1.448272	1.448272	1.448272	.6113263	.7677715	1.001331	1.245046	.6859357	.6631314	1.359737	-.3522675	.5201756	.313572	-1.37468	-1.481544	-1.973953	-1.254453	1.186831	.2482751	-.689997	-.4578519	.3511308	.1479871	-.4578519	.2993069	.4578519	.5131547	-.1978822	.2993069	.2482751
InsH2Bfabp_CD15_09dpf_VAST02_plate01_ILDR2_201007_G06	201007	1	NB764	insH2Bfabp	CD15	ILDR2	1	0	0	2	1	9	.0531357	.0489562	.051046	0	1	14.35701	1.2590952	.96721698	.2722368	.389708	1	45	45	494384	6104	5250	4293	1205	81	1.981e+09	1	6600819	241178	143	320	225	147	75	702002	6240	10702.155	9321.8146	6.68e+07	729.8516	7453752	0				16_ILDR2	1	3	1	6.183333	3	1	4								1.637868	-.6859357	-.5966746	-.0727199	1.017694	1.19838	-.1548709	-.1548709	-.2658918	.1419788	.9288995	.9674216	.1978822	.2482751	-.098458	-1.049131	-1.23808	.9674216	1.654435	.2230078	1.88951	1.654435	.7215223
InsH2Bfabp_CD15_09dpf_VAST02_plate01_ILDR2_201007_C07	201007	1	NB768	insH2Bfabp	CD15	ILDR2	1	0	0	2	1	9	.9673731	.9604667	.9639199	1	3	10.019912	.5444736	.90379291	.340296	.779416	1	49	49	308998	6437	6361	6476	1725	48	2.025e+09	1	3805348	133804	111	223	176	143	18	478910	1856	9968.7548	9524.2093	1.85e+07	-237.1792	-4.37e+07	27	4019.423	962309.9	1291932	16_ILDR2	1	3	1	6.466667	3	1	4	.2069287	.2917317	.1651163	.1235907	.4686158	.1046335	-.7677715	.1642108	.1642108	-.018165	-.4709434	-.1479871	-.3957253	-1.053073	-.8694237	-1.093456	-.779842	-.4853177	-.2993069	.689997	1.23808	-.0491694	.0491694	-.403916	-.1479871	-.2482751	-1.138523	-.5131547	.0245773	.5131547
InsH2Bfabp_CD15_09dpf_VAST02_plate01_ILDR2_201007_H07	201007	1	NB773	insH2Bfabp	CD15	ILDR2	1	0	0	2	1	9	.8526793	1	.9263396	1	3	11.155818	.5444736	1.0623531	.3743256	.7014744	1	5	54	373945	6130	6570	5826	1976	61	2.320e+09	1	4912405	175654	156	248	191	123	53	568518	4240	16886.81	15916.006	7.16e+07	-697.3651	-8.27e+07	0	3889.311	944799.2	1247565	16_ILDR2	1	4	2	6.85	4	1	4	-.2491061	.2069287	.0411038	-.0822773	.1651163	.6484922	.4686158	.1642108	.0363359	.201152	.7326562	.0922863	.1940281	-.4377901	-.4806444	-.1012464	-1.456837	.1231848	.0491694	.2482751	1.486092	.098458	-.1978822	-.1479871	.403916	.403916	.6289042	.3251097	.3511308	-.2993069
InsH2Bfabp_CD15_09dpf_VAST02_plate02_ILDR2_201007_D04	201007	2	NB808	insH2Bfabp	CD15	ILDR2	1	0	0	2	1	9	1	1	1	1	3	13.250597	1.191036	1.0623531	.6465624	1.558832	1	40	89															11	405686	1200	8880.6642	7966.6426	1.07e+07	472.6756	-2.92e+07	0	4103.871	988269.4	1341279	16_ILDR2	1	4	2	12.28333	4	1	4	.7677715	.5625072	.5149938	.2491061	.0822773	.2749777	0	1.51239	1.159195	1.711675	.7326562	.7702081	-1.281552	-1.281552	-1.122762	-1.456837	-.5761465													
InsH2Bfabp_CD15_09dpf_VAST02_plate01_ILDR2_201007_D05	201007	1	NB753	insH2Bfabp	CD15	ILDR2	1	0	0	2	1	9	.7147818	1	.8573909	1	3	7.1285122	.4423848	.93550494	.3062664	1.0132408	1	34	34	157237	4914	3277	13430	5488	32	1.932e+09	1	2379042	90617	134	205	128	114	96	479254	7624	12629.52	11934.497	9.63e+07	-358.6803	-667618.5	0	3810.987	858606.6	1170120	16_ILDR2	1	4	1	5.416667	4	1	4	-.5625072	-.5149938	-.4686158	-1.08327	-.1651163	.755415	.9457771	-.2571002	.4307273	-.3330051	-.3522675	-1.081642	-.3543496	.1940281	.1159498	.1829481	-.1419788	-1.654435	-1.486092	-.5700741	-1.654435	-.1978822	2.333769	2.333769	-1.23808	-1.486092	-.2482751	-.689997	-1.654435	-.7537816
InsH2Bfabp_CD15_09dpf_VAST02_plate01_ILDR2_201007_H08	201007	1	NB780	insH2Bfabp	CD15	ILDR2	1	0	0	2	1	9	1	1	1	1	3	9.9166473	.6125328	.87208088	.3062664	.5455912	1	12	61	169112	4571	3029	3683	1439	37	6.171e+08	1	2331026	92460	127	189	147	107	115	416446	10324	9413.4696	8436.9667	9.72e+07	462.5719	5.06e+07	0	3702.19	833454.6	1160640	16_ILDR2	1	4	2	7.35	4	1	4	-1.012131	-.8833463	-.5149938	-.5625072	-.7137046		.423225	.4507442	-.201152	-.3330051	-.7566237	-.2041513	-1.053073	.4591118	.9881546	.3080234	1.170163	-1.351702	-1.351702	-.9674216	-2.333769	-1.486092	-1.23808	-1.049131	-1.351702	-1.351702	-.5700741	-1.092736	-.8207921	-1.007436
InsH2Bfabp_CD15_09dpf_VAST02_plate02_ILDR2_201007_D03	201007	2	NB803	insH2Bfabp	CD15	ILDR2	1	0	0	2	1	9	.9642092	1	.9821046	1	3	8.1341435	.510444	.84036885	.4764144	.9352992	1	35	84	245477	5579	5784	9078	2979	44	2.151e+09	1	2292336	109208	115	179	146	124	128	448794	9248	11487.188	10410.82	1.06e+08	257.8133	3.12e+07	0	3829.981	845208.1	1149140	16_ILDR2	1	4	2	9.316667	4	1	4	-.4686158	-.6616482	-.6113263	0	-.9457771	.871771	-.6616482	.0545189	.2948402	.8572543	-1.090797	-.6515277	-.6151411	.8144545	.5691847	.4830894	.726158	-.8917089	-.5700741	-.1479871	.8917089	0	.9674216	1.23808	-1.486092	-.8917089	-1.049131	-2.333769	-.9288995	-.2482751
InsH2Bfabp_CD15_09dpf_VAST02_plate02_ILDR2_201007_H04	201007	2	NB812	insH2Bfabp	CD15	ILDR2	1	0	0	2	1	9	.9806846	1	.9903423	1	3	13.570375	.9528288	1.2209132	.5444736	1.4808904	1	44	93															113	675556	8948	13252.245	11998.644	1.19e+08	189.9982	2.07e+07	0	4042.808	980478.5	1373579	16_ILDR2	1	4	2	12.55	4	1	4	.2917317	.4686158	.7137046	.1651163	.2069287	-.1891184	.6113263	1.090797	.9968433	1.159195	1.572037	.9008895	.7618428	.3957253	.5244005	.726158	.3507093													
InsH2Bfabp_CD15_09dpf_VAST02_plate01_ILDR2_201007_H03	201007	1	NB741	insH2Bfabp	CD15	ILDR2	1	0	0	2	1	9	.0519004	.0509525	.0514265	0	1	5.4762841	.3743256	.90379291	.2722368	.9352992	1	22	22	201320	3728	4208	4811	1779	54	9.501e+08	1	2936769	120055	135	255	146	92	53	263988	4279	10355.713	9752.3577	4.43e+07	-113.5794	-2.12e+07	0	3750.336	776002.8	993742.4	16_ILDR2	1	4	1	3.95	4	1	4	-.7677715	-1.57718	-1.967025	-1.448272	-1.08327	.7009514	.8833463	-.6185211	.2948402	-.5966746	-.4709434	-1.88951	-1.993984	-.4377901	-.4377901	-.6245627	-.3940442	-.2482751	-.9674216	-2.333769	-.7537816	-1.138523	-.7537816	-.2993069	-.689997	-.5131547	-.1728808	.5131547	-.9288995	-1.351702
InsH2Bfabp_CD15_09dpf_VAST02_plate01_ILDR2_201007_D04	201007	1	NB745	insH2Bfabp	CD15	ILDR2	1	0	0	2	1	9	.979404	.9923387	.9858713	1	3	7.025248	.340296	.98307299	.1020888	.3117664	1	26	26															124	599722	9519	14894.191	13019.928	1.42e+08	653.0449	2.92e+07	0	3580.847	845178.3	1153985	16_ILDR2	1	4	1	4.783333	4	1	4	-1.57718	-.7137046	-.5625072	-.5149938	-.2069287	1.330562	-1.739384	-.8313125	-1.124338	-1.273337	.0545189	-1.186831	.3543496	.6151411	.6151411	1.022696	.6744897													
InsH2Bfabp_CD15_09dpf_VAST02_plate01_ILDR2_201007_H04	201007	1	NB749	insH2Bfabp	CD15	ILDR2	1	0	0	2	1	9	.9879756	1	.9939878	1	3	11.465611	.7486512	1.0464971	.1020888	.389708	1	30	30	411726	6750	5251	7252	2568	61	3.135e+09	1	4684350	155142	160	225	172	136	0	1013726	0		10281.133				0	4182.031	1011313	1369347	16_ILDR2	1	4	1	5.05	4	1	4	1.245046	.8833463	.6616482	1.967025	1.08327	-.0627068	-.0822773	.6185211	-.6859357	-1.273337	.5751093	.2041513	1.993984	-1.993984	-1.993984			.1231848	.403916	1.049131	.2993069	.8207921	.403916	.689997	.3511308	.1978822	.7537816	-.4578519	-.1479871	.2482751
InsH2Bfabp_CD15_09dpf_VAST02_plate01_ILDR2_201007_D06	201007	1	NB761	insH2Bfabp	CD15	ILDR2	1	0	0	2	1	9	.9849807	1	.9924904	1	3	9.1937974	.2722368	1.014785	.0680592	.3117664	1	42	42	216647	6372	4843	9003	2863	34	1.836e+09	1	2381166	115085	102	187	169	140	36	600920	2191	14103.152	13423.557	3.09e+07	-603.9156	-8.75e+07	2	3866.801	889545.6	1195870	16_ILDR2	1	4	1	6	4	1	4	-.3348942	-.2069287	-.3348942	-.3786901	-.0411038	-1.23544	-.5625072	-1.090797	-1.124338	-2.183684	.2948402	-.4784177	.3957253	-.6866431	-.8144545	-.9567178	-1.746955	-1.486092	-.8207921	.6289042	-.1978822	-.3511308	.8917089	1.138523	-1.138523	-.6289042	-1.415702	-1.292805	-.2482751	.403916
InsH2Bfabp_CD15_09dpf_VAST02_plate01_ILDR2_201007_D09	201007	1	NB784	insH2Bfabp	CD15	ILDR2	1	0	0	2	1	9	.0533265	.0150797	.0342031	0	1	11.568875	.8847696	.99892901	.4083552	1.0911824	1	16	65	435944	5190	5020	3040	929	84	1.364e+09	1	7078787	226450	141	317	195	176	83	675608	6743	9911.3258	9447.7577	6.68e+07	-206.3579	5690567	0	4052.522	997585.4	1417827	16_ILDR2	1	4	2	7.666667	4	1	4	.3786901	.6616482	1.08327	.8833463	-.2491061	.5005801	1.967025	.9674216	.5327554	.3716615	.1826502	.2800857	.8144545	-.0385731	0	-.224227	.0606815	1.186831	.5131547	-.4578519	0	-.689997	-1.654435	-1.654435	1.23808	1.23808	.1479871	1.486092	.5700741	1.88951
InsH2Bfabp_CD15_09dpf_VAST02_plate01_ILDR2_201007_H05	201007	1	NB757	insH2Bfabp	CD15	ILDR2	1	0	0	2	1	9	.0409281	.0308637	.0358959	0	1	12.498254	1.0889472	1.0782091	.1361184	.2338248	1	38	38	696568	6897	5597	9219	2853	101	6.214e+09	1	7214048	256382	177	287	215	161	101	653494	8138	12741.927	11408.956	1.04e+08	360.3735	1.43e+07	0	4101.849	1000531	1417423	16_ILDR2	1	4	1	5.683333	4	1	4	.7137046	.8241822	1.012131	.4686158	.6113263	-.0208901	1.739384	1.407024	-1.637868	-.9109555	.8837863	.4784177	.4806444	.2733094	.2733094	.3940442	.224227	1.88951	2.333769	1.138523	.6289042	2.333769	1.049131	1.049131	1.351702	2.333769	1.23808	1.138523	1.138523	1.23808
InsH2Bfabp_CD15_09dpf_VAST02_plate01_ILDR2_201007_H09	201007	1	NB787	insH2Bfabp	CD15	ILDR2	1	0	0	2	1	9	.9413569	1	.9706784	1	3	14.666803	.1361184	1.030641	.1020888	.389708	1	19	68	561883	6610	5513	4790	1352	85	2.757e+09	1	5640456	214770	137	280	218	147	30	518626	2935	12103.481	11277.364	3.55e+07	-126.1715	-5.20e+07	0	4053.665	999125.7	1383882	16_ILDR2	1	4	2	7.883333	4	1	4	.423225	.7677715	.8833463	1.57718	1.339746	.0208901	.3786901	-1.51239	-.6859357	-1.273337	.4307273	1.150349	0	-.8144545	-.6624353	-.8946621	-.9567178	1.351702	1.486092	.8917089	.4578519	.4578519	-.8207921	-1.138523	.6289042	1.138523	0	.8917089	1.23808	.7215223
InsH2Bfabp_CD15_09dpf_VAST02_plate01_ILDR2_201007_H06	201007	1	NB765	insH2Bfabp	CD15	ILDR2	1	0	0	2	1	9	.9847783	.8828374	.9338078	1	3	11.362347	.5785032	1.1416332	.170148	.389708	1	46	46	198796	4230	4882	5679	1642	47	1.012e+09	1	3128321	114477	94	238	199	107	36	443620	3408	10549.695	10393.752	3.60e+07	-659.9785	-3.88e+07	0	3845.978	922129.5	1260126	16_ILDR2	1	4	1	6.25	4	1	4	-.3786901	0	.0822773	-.2069287	-.6616482	.1891184	-.3786901	.3138655	-.6859357	-.8313125	1.233495	.1293777	-.7618428	-.6866431	-.6151411	-.835874	-.726158	-.5992299	-1.049131	-1.23808	-.098458	-.8207921	-.2993069	-.6289042	-.4578519	-.689997	-1.88951	-.0737913	.7537816	-1.007436
InsH2Bfabp_CD15_09dpf_VAST02_plate01_ILDR2_201007_D07	201007	1	NB769	insH2Bfabp	CD15	ILDR2	1	0	0	2	1	9	1	1	1	1	3	10.329704	.4423848	.8879369	.340296	.6235328	1	1	50	440334	8468	5126	5642	1569	52	2.546e+09	1	3800069	147187	140	219	174	136	123	561496	8695	15950.755	14856.771	1.39e+08	-410.713	-349346.7	0	3942.387	962594	1304075	16_ILDR2	1	4	2	6.533333	4	1	4	0	.3348942	.2491061	.8241822	1.967025	-1.959964	-.5149938	-.2571002	-.0909451	-.018165	-.5966746	-.0553215	.1548709	.5691847	.4806444	.8946621	-.1012464	-.3773919	.5700741	1.486092	.1978822	.2482751	-.3511308	-.7537816	-.1978822	.0491694	.098458	-.6289042	-.0737913	.2482751
