filename	date	plate	index	line	diet	Exp	overfeeding	cholesterol	glucose	VAST	Imaged	age	gnas_nwt	gnas_dich	qRNA	protein	ldl	gluc	tc	tg	Anders_batch	pos_bio	Löpnr	Volume	CellVolume_Av	CellVolume_Stdev	CellInt_Av	CellInt_Stdev	NrCells	CellInt_Tot	isletNr	IV	ISA	IED	IPAL1	IPAL2	IPAL3	LiverLipN	LiverArea	LiverLipArea	LiverLipInt_Av	LiverLipIntBG	LiverLipInt_Tot	LiverLipInt_Av_Res	LiverLipInt_Tot_Res	vld_area	length	dorsal_area	lateral_area	file	batch	tank	batch_bio	tod	tank_n	batch_n	nr_tanks	intlength	intdorsal_area	intlateral_area	intangle	inteye_area	intcurvature	intpig_dorsal_tail	intldl	inttg	inttc	intgluc	intprotein	intLiverArea	intLiverLipN	intLiverLipArea	intLiverLipInt_Tot	intLiverLipInt_Tot_Res	intNrCells	intVolume	intCellVolume_Av	intCellVolume_Stdev	intCellInt_Tot	intCellInt_Av	intCellInt_Stdev	intIV	intISA	intIED	intIPAL1	intIPAL2	intIPAL3
InsH2Bfabp_CD15_10dpf_VAST02_plate01_GNAS_201120_B06	201120	1	NC647	insH2Bfabp	CD15	GNAS	1	0	0	2	1	10	.017468	0	1	13.801632	.9187992	.31712032	.5785032	1.4029488	1	39	39	555994	7831	7298	17397	5842	71	9.355e+09	1	4979602	200068	140	247	222	151	275	755637	21136	29413.737	21112.85	6.22e+08	2926.458	2.03e+08		3877.201	1006049	1382447	31_GNAS	1	2	1	5.716667	2	1	3	.481115	.4207837	.6744897	.3406948	.481115	.5048896	.2246877	.8871465	.5141561	1.345167	-.8871465	.4984288	.6888636	1.096804	1.017131	.9434426	1.096804	1.110772	1.420179	1.420179	1.593219	2.286548	1.281552	1.281552	.8025719	1.060562	.7647097	.4614937	1.16395	1.347629
InsH2Bfabp_CD15_10dpf_VAST02_plate01_GNAS_201120_E04	201120	1	NC636	insH2Bfabp	CD15	GNAS	1	0	0	2	1	10	0	0	1	13.205607	.6125328	.45982446	.510444	1.8705984	1	28	28															167	549520	13486	24778.514	19907.073	3.34e+08	-295.3185	-6.28e+07	251	3670.411	925673.5	1248388	31_GNAS	1	2	1	4.95	2	1	3	.0818291	.0818291	.1918929	.0557317	.2477242	-.0284883	.4003634	.0671924	1.194857	.8871465	.2028072	.3976217	-.2298841	-.6888636	-.5774487	-.0455908	-.5244005													
InsH2Bfabp_CD15_10dpf_VAST02_plate01_GNAS_201120_B04	201120	1	NC633	insH2Bfabp	CD15	GNAS	1	0	0	2	1	10	0	0	1	16.543349	.7826808	.44396845	.6125328	1.558832	1	25	25	488123	7285	5580	13459	4672	67	6.771e+09	1	5555843	157196	174	243	201	128	102	578928	8032	14632.593	12028.36	1.18e+08	-1205.577	-1.39e+08	124	4105.972	1075045	1440362	31_GNAS	1	2	1	4.716667	2	1	3	.8185495	.8185495	.8185495	.5244005	.4207837	1.582058	.9674216	.6466521	.7318081	1.534121	.0896424	.9434426	.0912767	-1.524945	-1.524945	-1.690622	-1.524945	.8416212	1.060562	.8025719	.3406948	1.593219	.4003634	.5244005	1.060562	.6571085	1.420179	.3406948	.8416212	.6229257
InsH2Bfabp_CD15_10dpf_VAST02_plate01_GNAS_201120_B05	201120	1	NC639	insH2Bfabp	CD15	GNAS	1	0	0	2	1	10	.0194995	0	1	19.404271	.9528288	.52324853	.4764144	1.2470656	1	31	31															179	893876	13767	18217.107	16752.686	2.51e+08	-3159.059	-9.01e+07	4	4334.132	1224312	1633922	31_GNAS	1	2	1	5.233333	2	1	3	.9820262	1.177163	1.074478	1.16395	.9820262		.7279133	.9915265	.3422765	.6466521	.5398714	1.184125	1.281552	-.422408	-.422408	-.4727891	-1.017131													
InsH2Bfabp_CD15_10dpf_VAST02_plate01_GNAS_201120_B02	201120	1	NC617	insH2Bfabp	CD15	GNAS	1	0	0	2	1	10	1	1	2	3.0731758	.3743256	.28540829	.3062664	.3117664	1	9	9	221720	7152	6212	11998	3203	31	2.918e+09	1	1547284	91807	94	167	151	114	248	476578	20281	43463.161	35557.528	8.81e+08	43.39774	2.06e+08	30				31_GNAS	1	2	1	3.166667	2	1	3								-1.067571	-1.930286	-.8871465	-1.345167	-2.361894	-.7478586	.7783484	.8745511	1.392945	1.184125	-1.16395	-.5244005	.6571085	.8819982	-.4003634	.0557317	-.3406948	-1.420179	-.5894558	-1.22064	-2.286548	-.4614937	-.0557317
InsH2Bfabp_CD15_10dpf_VAST02_plate01_GNAS_201120_B08	201120	1	NC660	insH2Bfabp	CD15	GNAS	1	0	0	2	1	10	0	0	1	10.821505	.4764144	.63424064	.340296	1.2470656	1	3	52	141841	5674	5319	17673	6691	25	2.090e+09	1	1739215	70905	99	203	112	89	182	376109	12820	21370.022	17131.607	2.74e+08	-450.326	-7.36e+07	32	3479.818	772399	1042715	31_GNAS	1	2	2	7.033333	2	1	3	-.481115	-.9820262	-.7445865	.4003634	-.4207837	.0284883	-.9674216	-.5398714	.3422765	-.4389272	1.028805	-.1601952	-1.92248	-.3246387	-.7478586	-.3246387	-.8095796	-1.833915	-1.833915	-.5244005	-.2246877	-1.060562	1.420179	1.420179	-1.060562	-1.420179	-.7647097	-.6229257	-1.593219	-1.16395
InsH2Bfabp_CD15_10dpf_VAST02_plate01_GNAS_201120_H01	201120	1	NC615	insH2Bfabp	CD15	GNAS	1	0	0	2	1	10	0	0	1	27.629421	1.2250656	.82451283	.5444736	2.8838392	1	7	7															288	863092	22078	42786.102	35180.273	9.45e+08	-191.4317	2.76e+08	8	4578.241	1267379	1722477	31_GNAS	1	2	1	2.983333	2	1	3	2.294895	1.604084	1.843765	1.833915	1.177163	.7860842	.1116372	1.402673	1.699178	1.150349	1.534121	2.361894	1.096804	1.281552	1.096804	1.92248	1.690622													
InsH2Bfabp_CD15_10dpf_VAST02_plate01_GNAS_201120_G06	201120	1	NC651	insH2Bfabp	CD15	GNAS	1	0	0	2	1	10	0	0	1	23.099628	1.4632728	.53910454	.680592	1.3250072	1	43	43	464283	6633	5559	10205	2830	70	4.796e+09	1	4427421	185415	140	270	214	125	220	753404	18608	19392.286	14587.937	3.61e+08	553.7036	5.85e+07					31_GNAS	1	2	1	5.991667	2	1	3								1.534121	.4389272	1.699178	.6193067	1.392945	.6321747	.2769504	.5774487	.0455908	.6321747	.9674216	.8819982	.167894	.2246877	.7279133	-.4003634	-.6571085	.7279133	.8819982	.7647097	.8025719	.9674216	.4927033
InsH2Bfabp_CD15_10dpf_VAST02_plate01_GNAS_201120_H06	201120	1	NC652	insH2Bfabp	CD15	GNAS	1	0	0	2	1	10	.9488108	1	2	12.490376	.7146216	.3012643	.340296	1.0911824	1	44	44	449115	6703	6215	2967	868	67	1.523e+09	2	7484440	191565	195	298	223	149	46	1068872	2880	12979.968	9056.7853	3.74e+07	625.1671	-1.67e+08		3917.746	1031351	1378080	31_GNAS	1	3	1	6.05	3	1	3	.5432517	.5119362	.6075616	1.060562	.7445865	-.8662307	.5894558	.3422765	-.0223825	-.4389272	-1.108011	.1833219	1.92248	-1.92248	-2.361894	-2.361894	-1.690622	.8416212	.8025719	.2246877	.9674216	-1.420179	-2.286548	-2.286548	1.420179	.9674216	1.593219	1.16395	1.281552	1.16395
InsH2Bfabp_CD15_10dpf_VAST02_plate01_GNAS_201120_H08	201120	1	NC666	insH2Bfabp	CD15	GNAS	1	0	0	2	1	10	1	1	2	8.9142243	.7486512	.50739251	.3743256	.8573576	1	9	58															269	611974	20271	32370.852	25502.678	6.56e+08	737.684	1.60e+08		3411.11	839480.9	1161956	31_GNAS	1	3	2	7.583333	3	1	3	-.8185495	-.3619474	-.1918929	-.4614937	-2.294895	.0855575	.8025719	.4887764	-.6466521	-.0896424	.4887764	-.5774487	.2769504	1.017131	.8095796	1.096804	.9434426													
InsH2Bfabp_CD15_10dpf_VAST02_plate01_GNAS_201120_H02	201120	1	NC623	insH2Bfabp	CD15	GNAS	1	0	0	2	1	10	.9167262	1	2	10.821505	.8847696	.60252861	.4083552	.6235328	1	15	15	261431	5942	4943	13140	4218	44	3.473e+09	1	2740580	109948	104	245	177	107	252	611370	22840	28316.747	20752.272	6.47e+08	2252.147	2.35e+08	0	3511.074	821656.2	1125484	31_GNAS	1	3	1	3.766667	3	1	3	-.3043391	-.481115	-.3043391	-1.060562	-.2477242	-.7860842	1.420179	.8226373	-1.028805	.2028072	.8544474	-.1601952	.2298841	.8745511	1.392945	1.017131	1.392945	-.027855	0	-.167894	-.4003634	.2246877	.3406948	.2246877	.0557317	-.0557317	-.4003634	.4003634	.1116372	-.4003634
InsH2Bfabp_CD15_10dpf_VAST02_plate01_GNAS_201120_C02	201120	1	NC618	insH2Bfabp	CD15	GNAS	1	0	0	2	1	10	1	1	2	9.9870699	.4423848	.42811243	.3743256	1.0911824	1	10	10	252624	5875	5671	11156	3641	43	2.712e+09	1	2335124	105182	108	257	127	123	170	762788	13920	23901.976	14311.327	3.33e+08	5387.644	3.53e+07	162	3434.826	796459.4	1006244	31_GNAS	1	3	1	3.266667	3	1	3	-.6744897	-.5432517	-1.294038	.8025719	-1.843765	.2592342	1.281552	-.7028602	-.0223825	-.0896424	0	-.3730773	.7478586	-.5774487	-.3246387	-.137154	.3730773	-.167894	-.2246877	-.4003634	.4003634	-.5244005	-.2246877	-.167894	-.2246877	-.167894	-.1397103	.5894558	-1.16395	.3406948
InsH2Bfabp_CD15_10dpf_VAST02_plate01_GNAS_201120_F09	201120	1	NC672	insH2Bfabp	CD15	GNAS	1	0	0	2	1	10	0	0	1	12.847992	.9528288	.47568048	.4764144	1.4808904	1	15	64															144	795492	11696	18832.206	15042.57	2.20e+08	-539.3105	-9.02e+07		4422.457	1250675	1649638	31_GNAS	1	3	2	8.05	3	1	3	1.177163	1.431895	1.431895	1.420179	1.294038	.142907		.9915265	.6193067	.6466521	.3186394	.2769504	.8095796	-1.096804	-1.096804	-.6888636	-1.096804													
InsH2Bfabp_CD15_10dpf_VAST02_plate01_GNAS_201120_C09	201120	1	NC669	insH2Bfabp	CD15	GNAS	1	0	0	2	1	10	.911642	1	2	11.655941	.6125328	.41225642	.340296	1.558832	1	12	61	198950	4421	3789	8341	2308	45	1.769e+09	1	2171684	104268	112	174	158	118	184	488241	13641	26356.596	21306.429	3.60e+08	-357.6033	-6.23e+07	0	3289.8	786425.5	1042551	31_GNAS	1	3	2	7.85	3	1	3	-1.604084	-.6075616	-.8185495	-.9674216	-1.604084	-1.046231	.167894	.0671924	.7318081	-.4389272	-.1121376	.0455908	-.5774487	-.2533471	-.5244005	0	-.4727891	.0836517	-.8025719	-1.16395	-1.593219	-1.16395	-.9674216	-1.16395	-.4614937	-.2822162	.027855	-1.420179	-.2822162	.167894
InsH2Bfabp_CD15_10dpf_VAST02_plate01_GNAS_201120_F02	201120	1	NC621	insH2Bfabp	CD15	GNAS	1	0	0	2	1	10	.9633406	1	2	12.132761	.680592	.65009666	.1361184	.1558832	1	13	13	293652	7728	6551	9565	3067	38	2.956e+09	1	2522799	125814	105	217	165	125	304	653208	23385	30563.111	25705.38	7.15e+08	-1307.669	2.15e+08	215	3527.386	842157.6	1173201	31_GNAS	1	3	1	3.616667	3	1	3	-.1918929	-.3043391	-.1366539	-.2822162	-.7445865	.639147	.3406948	.2257079	-2.368567	-1.699178	1.150349	.137154	.3246387	1.690622	1.690622	1.184125	1.281552	-.4003634	.3406948	1.281552	1.16395	-.3406948	-.5894558	-.4614937	-.0557317	.1116372	-.3113224	-.1116372	-.0557317	.4927033
InsH2Bfabp_CD15_10dpf_VAST02_plate01_GNAS_201120_F05	201120	1	NC643	insH2Bfabp	CD15	GNAS	1	0	0	2	1	10	.0302266	0	1	17.7354	.7826808	.58667259	.1020888	.4676496	1	35	35	260117	4409	4634	7592	2522	59	2.097e+09	1	3472477	139044	129	203	186	115	94	558886	7715	22619.444	19151.993	1.75e+08	-1569.261	-2.09e+08	8	4059.407	1150711	1516685	31_GNAS	1	3	1	5.483333	3	1	3	.7445865	.8972881	.8972881	.2822162	.8185495	.5707313	1.16395	.6466521	-1.345167	-1.930286	.7318081	1.096804	-.0912767	-1.690622	-1.690622	-1.281552	-2.361894	.4614937	-.1116372	-1.420179	-.5894558	-.9674216	-1.060562	-.8819982	.4003634	.5244005	.4614937	-.6229257	.4307273	0
InsH2Bfabp_CD15_10dpf_VAST02_plate01_GNAS_201120_C05	201120	1	NC640	insH2Bfabp	CD15	GNAS	1	0	0	2	1	10	.9924638	1	2	11.417531	.7146216	.41225642	.4083552	1.0911824	1	32	32	416145	6936	7066	14816	3922	60	5.876e+09	1	3751612	145617	148	212	180	117	205	600037	15469	29140.429	23241.208	4.51e+08	158.2245	-5437130	16	3773.649	899250.5	1200700	31_GNAS	1	3	1	5.3	3	1	3	.2477242	-.0818291	-.0818291	-.167894	.1366539	1.408136	-.1116372	.3422765	-.0223825	.2028072	-.1121376	-.0227895	.137154	0	0	.4727891	.0912767	.5566336	.5894558	.4003634	1.420179	1.16395	.6571085	.0557317	.5894558	.5894558	.9674216	-.4003634	.2533471	.0836517
InsH2Bfabp_CD15_10dpf_VAST02_plate01_GNAS_201120_C01	201120	1	NC611	insH2Bfabp	CD15	GNAS	1	0	0	2	1	10	1	1	2	7.0069431	.4423848	.25369626	.3062664	.389708	1	3	3															163	441440	13360	24685.201	19349.279	3.30e+08	265.2314	-5.72e+07	281				31_GNAS	1	3	1	2.5	3	1	3								-.7028602	-1.611169	-.8871465	-1.611169	-1.017131	-1.096804	-.7783484	-.6321747	-.2298841	-.422408													
InsH2Bfabp_CD15_10dpf_VAST02_plate01_GNAS_201120_H03	201120	1	NC631	insH2Bfabp	CD15	GNAS	1	0	0	2	1	10	0	0	1	11.775146	.3743256	.31712032	.4083552	.8573576	1	23	23	194451	6482	5970	13846	4870	30	3.026e+09	1	1965005	86407	98	230	162	87	215	455716	15455	25249.815	20398.761	3.90e+08	-400.388	-1.54e+07	148	3341.045	786246.1	1037048	31_GNAS	1	3	1	4.533333	3	1	3	-1.294038	-.6744897	-.9820262	-.1116372	-1.294038	-.5707313	-.0557317	-1.067571	-.6466521	.2028072	-.8871465	.0912767	-1.017131	.1833219	-.0455908	.137154	.0455908	-1.281552	-.9674216	.0557317	.7279133	-.2246877	.4614937	.7279133	-.5894558	-.8819982	-.8819982	.167894	-.1962117	-1.420179
InsH2Bfabp_CD15_10dpf_VAST02_plate01_GNAS_201120_C04	201120	1	NC634	insH2Bfabp	CD15	GNAS	1	0	0	2	1	10	0	0	1	24.291679	2.7563976	1.030641	.5444736	2.1044232	1	26	26	596460	6483	5421	7115	2490	92	4.403e+09	1	9104462	228277	224	300	243	169	43	1148519	4592	14938.836	11499.129	6.86e+07	-278.9538	-1.79e+08	47				31_GNAS	1	3	1	4.8	3	1	3								2.368567	1.291794	1.150349	1.930286	1.524945	2.361894	-2.361894	-1.92248	-1.92248	-1.92248	2.286548	1.833915	.1116372	.0557317	.4614937	-1.16395	-.9674216	2.286548	1.833915	2.286548	1.281552	1.833915	2.286548
InsH2Bfabp_CD15_10dpf_VAST02_plate01_GNAS_201120_C07	201120	1	NC655	insH2Bfabp	CD15	GNAS	1	0	0	2	1	10	0	0	1	8.437404	.7486512	.33297634	.4423848	1.7926568	1	47	47	260443	5919	5389	12349	3856	44	3.091e+09	1	3036113	130910	116	212	180	117	289	804165	22649	25919.798	19765.837	5.87e+08	1011.527	1.93e+08	21	3943.251	1049460	1374132	31_GNAS	1	3	1	6.5	3	1	3	.6075616	.6744897	.5432517	.167894	.6075616	-.3186394	.6571085	.4887764	1.028805	.4637077	-.7028602	-.6321747	.9434426	1.392945	1.281552	.8095796	1.017131	-.027855	-.0557317	-.2822162	0	-.167894	.167894	0	.1116372	.2246877	.2246877	-.4003634	.2533471	.0836517
InsH2Bfabp_CD15_10dpf_VAST02_plate01_GNAS_201120_F07	201120	1	NC657	insH2Bfabp	CD15	GNAS	1	0	0	2	1	10	0	0	1	24.887704	2.1098352	1.0623531	.7146216	3.6632552	1	49	49	508572	5914	4936	9031	2843	86	4.685e+09	1	6423344	212907	139	268	226	158	129	908236	10459	12077.685	10728.558	1.26e+08	-2236.817	-1.07e+08	27	4538.7	1273255	1751038	31_GNAS	1	3	1	6.7	3	1	3	1.843765	2.294895	2.294895	.5894558	1.604084	.4411686	.4614937	1.930286	2.368567	2.100166	2.368567	1.690622	1.392945	-1.281552	-1.281552	-1.524945	-1.281552	1.833915	1.16395	-.3406948	-.4614937	.6571085	-.7279133	-.5894558	1.281552	1.281552	.6571085	.7279133	1.420179	1.833915
