filename	date	plate	index	line	diet	Exp	overfeeding	cholesterol	glucose	VAST	Imaged	age	pdia3_nwt	pdia3_dich	qRNA	protein	ldl	gluc	tc	tg	Anders_batch	pos_bio	Löpnr	Volume	CellVolume_Av	CellVolume_Stdev	CellInt_Av	CellInt_Stdev	NrCells	CellInt_Tot	isletNr	IV	ISA	IED	IPAL1	IPAL2	IPAL3	LiverLipN	LiverArea	LiverLipArea	LiverLipInt_Av	LiverLipIntBG	LiverLipInt_Tot	LiverLipInt_Av_Res	LiverLipInt_Tot_Res	vld_area	length	dorsal_area	lateral_area	file	batch	tank	batch_bio	tod	tank_n	batch_n	nr_tanks	intlength	intdorsal_area	intlateral_area	intangle	inteye_area	intcurvature	intpig_dorsal_tail	intldl	inttg	inttc	intgluc	intprotein	intLiverArea	intLiverLipN	intLiverLipArea	intLiverLipInt_Tot	intLiverLipInt_Tot_Res	intNrCells	intVolume	intCellVolume_Av	intCellVolume_Stdev	intCellInt_Tot	intCellInt_Av	intCellInt_Stdev	intIV	intISA	intIED	intIPAL1	intIPAL2	intIPAL3
InsH2Bfabp_CD15_09dpf_VAST02_plate01_PDIA3_201202_F08	201202	1	NI848	insH2Bfabp	CD15	PDIA3	1	0	0	2	1	9	.8838695	1	2	8.2292696	2.3140128	1.4746095	.4083552	4.8323792	1	4	53	234890	5729	4255	8668	2548	41	2.007e+09	1	2083220	102746	112	181	134	110	75	414456	5563	14913.37	14081.07	8.30e+07	-2399.378	-1.94e+08	15	3454.217	802530.5	1020225	36_PDIA3	1	2	2	5.333333	2	1	4	-1.504199	-1.033853	-1.504199	-.8459325	-.4362566	2.484125	-.8372732	-.7226751	-.1210967	-.3869474	1.726056	-.8729028	-.6193067	-1.422911	-1.422911	-1.26794	-1.879026	-.6172997	-.7339767	-.2104284	-.8616341	-.7961826	-.5084881	-.7961826	-.9310033	-.6172997	-.5350828	-1.446104	-1.173137	-.2822162
InsH2Bfabp_CD15_09dpf_VAST02_plate01_PDIA3_201202_F04	201202	1	NI820	insH2Bfabp	CD15	PDIA3	1	0	0	2	1	9	1	1	2	12.309214	2.0758056	.7928008	.510444	5.9235616	1	25	25	338110	6379	4776	13687	3649	53	4.514e+09	1	4016909	144218	155	239	159	122	149	369474	10622	14328.504	12610.349	1.52e+08	-1167.982	-8.44e+07	27	3495.125	803831.5	1090687	36_PDIA3	1	2	1	3.366667	2	1	4	-1.338533	-.9357584	-.7226751	-2.51073	.6095368	-1.690622	-.5279112	-1.376475	1.143064	.1822052	-.8245299	.0619316	-1.274797	-.6013318	-.8122178	-.3067468	-.9357584	.0696849	.2104284	.1631881	-.0696849	.7339767	.6172997	-.0696849	.2581433	.2104284	1.27107	-.0696849	-.3554904	.6172997
InsH2Bfabp_CD15_09dpf_VAST02_plate01_PDIA3_201202_D03	201202	1	NI810	insH2Bfabp	CD15	PDIA3	1	0	0	2	1	9	1	1	2	18.939125	2.211924	.8879369	.6125328	4.5206128	1	15	15															319	667988	25010	16683.149	13746.667	4.17e+08	-216.6291	1.50e+08	23	4335.305	1100691	1612329	36_PDIA3	1	2	1	2.583333	2	1	4	1.338533	.9836224	1.605273	1.033853	.3707237	1.096804	.7533835	-.9594156	-.6463197	.9836224	-.4866505	1.714594	.6193067	1.731664	1.884304	1.143064	1.879026													
InsH2Bfabp_CD15_09dpf_VAST02_plate01_PDIA3_201202_D01	201202	1	NI797	insH2Bfabp	CD15	PDIA3	1	0	0	2	1	9	1	1	2	8.8412613	2.3140128	.90379291	.6125328	4.2088464	1	2	2	309457	5158	3419	13451	4867	60	4.076e+09	1	4028935	144666	140	285	177	83	166	488534	12493	13343.947	11277.747	1.67e+08	-506.8467	-3.38e+07	220	3984.072	889814.8	1190951	36_PDIA3	1	2	1	1.816667	2	1	4	0	-.3067468	-.4032736	-1.338533	-.1515802	-.8841349	-.7133814	-.7226751	-1.172581	.9836224	-.3545969	-.6648088	-.3501975	-.1648683	-.2257079	-.1822052	-.5383123	.4307273	-.1631881	-.6172997	-1.27107	.6744897	.5620615	.7961826	.3064536	.2581433	.4307273	.8616341	.0464357	-1.27107
InsH2Bfabp_CD15_09dpf_VAST02_plate01_PDIA3_201202_B04	201202	1	NI816	insH2Bfabp	CD15	PDIA3	1	0	0	2	1	9	.9774277	1	2	9.3512544	2.722368	.93550494	0	5.2220872	1	21	21	239390	4604	4467	11206	3773	52	2.564e+09	1	3523168	136682	135	243	183	93	164	536348	12429	8847.9442	7055.9257	1.10e+08	210.8754	2.41e+07	42	3702.946	826516.1	1179601	36_PDIA3	1	2	1	3.166667	2	1	4	-.7226751	-.762464	-.4362566	-1.416509	.4032736	-1.375969	-.9275163	.2130021	.3869474	-2.255589	-.2284748	-.5173122	-.1951978	-.1951978	-.2564297	-.7226751	.3067468	.0232116	-.6172997	-1.00517	-.4053977	-.4563363	-.0232116	.0232116	-.0232116	-.1631881	.1631881	.0464357	.3554904	-.8616341
InsH2Bfabp_CD15_10dpf_VAST02_plate02_PDIA3_201203_C06	201203	2	NI887	insH2Bfabp	CD15	PDIA3	1	0	0	2	1	10	.9973937	1	2	12.208176	2.9605752	.99892901	.2722368	4.5985544	1	43	92															63	848832	5164	14170.016	11812.416	7.32e+07	-341.0649	-1.42e+08	42	4456.617	1148931	1601622	36_PDIA3	1	3	2	5.733333	3	1	4	1.879026	1.26794	1.504199	2.095297	-.0604375		.4930868	.6463197	-.4866505	-.9836224	-.0302049	.030951	1.510357	-1.611169	-1.611169	-1.504199	-1.416509													
InsH2Bfabp_CD15_10dpf_VAST02_plate02_PDIA3_201203_C07	201203	2	NI895	insH2Bfabp	CD15	PDIA3	1	0	0	2	1	10	1	1	2	9.6256703	2.5862496	.90379291	.2041776	5.6897368	1	2	100															181	705724	14444	16197.314	13101.487	2.34e+08	94.298	-1.60e+07		4302.678	1188468	1585816	36_PDIA3	1	3	3	6.583333	3	1	4	1.143064	1.416509	1.338533	1.504199	.9836224	.1634935	.200022	-.0604375	.9126136	-1.26794	-.3545969	-.3803256	.8982587	-.0447762	.1346898	.2440025	-.3707237													
InsH2Bfabp_CD15_10dpf_VAST02_plate02_PDIA3_201203_A09	201203	2	NI905	insH2Bfabp	CD15	PDIA3	1	0	0	2	1	10	1	1	2	19.740484	3.9474336	1.1416332	.3743256	4.9882624	1	12	110	256684	6582	6015	4279	1495	39	1.108e+09	1	2773464	109634	131	243	143	94	261	811792	21823	17707.801	13930.911	3.86e+08	580.4917	1.14e+08	31	4437.954	1232731	1696248	36_PDIA3	1	3	3	7.433333	3	1	4	1.726056	1.726056	1.879026	.762464	1.338533	-.6242437	1.135663	1.879026	.1058988	-.5914531	.5735608	1.868242	1.21023	1.150349	1.274797	1.033853	1.338533	-.7647097	-.3554904	.4563363	.8616341	-1.681877	-1.515564	-1.515564	-.6172997	-.5620615	.0232116	.0464357	-.7961826	-.7647097
InsH2Bfabp_CD15_10dpf_VAST02_plate02_PDIA3_201203_A05	201203	2	NI878	insH2Bfabp	CD15	PDIA3	1	0	0	2	1	10	.8778852	1	2	14.467868	2.8244568	.8879369	.340296	5.6897368	1	34	83	245748	6467	5582	11181	4587	38	2.899e+09	1	2814698	122946	118	219	174	113	271	612520	21031	20632.653	17205.241	4.34e+08	-538.28	7.26e+07	25	4054.79	931355.9	1304329	36_PDIA3	1	3	2	4.9	3	1	4	.2440025	-.0907253	-.0302049	-.9357584	-.8459325	.9848956	-1.026029	.4866505	.9126136	-.7828164	-.4866505	.6266873	.2873955	1.345167	1.21023	1.26794	1.033853	-.8957798	-.5620615	.3064536	.5620615	-.1631881	-.0696849	.6744897	-.5620615	-.3064536	-.2581433	-.6456308	-.0696849	-.0232116
InsH2Bfabp_CD15_10dpf_VAST02_plate02_PDIA3_201203_E09	201203	2	NI909	insH2Bfabp	CD15	PDIA3	1	0	0	2	1	10	1	1	2	15.113495	3.8793744	1.2684813	.4423848	5.3779704	1	16	114	416879	6514	5834	6824	2184	64	2.953e+09	1	5551749	181248	139	351	187	117	81	639226	6152	15602.418	12987.299	9.60e+07	-359.5821	-1.51e+08	36	4168.92	1063905	1499593	36_PDIA3	1	3	3	7.733333	3	1	4	.4697212	.7226751	.762464	.3707237	.6463197	-.7478586	.9275163	1.662635	.5735608	-.1822052	1.033853	.8284646	.4144133	-1.274797	-1.345167	-1.033853	-1.504199	.7647097	1.085325	.3554904	.6744897	-.0696849	-1.27107	-1.085325	1.00517	.8616341	.3308726	1.515564	.5084881	.2104284
InsH2Bfabp_CD15_10dpf_VAST02_plate02_PDIA3_201203_E06	201203	2	NI889	insH2Bfabp	CD15	PDIA3	1	0	0	2	1	10	.9954304	1	2	7.2583736	2.4161016	.31712032	.510444	4.4426712	1	45	94	188971	6999	4798	12180	4709	27	2.240e+09	2	848532	42795	77	190	82	75	162	395968	10903	24734.707	20083.204	2.70e+08	9.642554	-1.70e+08	1	3343.953	761153.9	1029332	36_PDIA3	1	3	2	6.016667	3	1	4	-2.095297	-1.879026	-1.26794	-.1822052	-.9836224	-1.039222	-.3919137	-.419708	-.8245299	.1822052	-2.095297	-1.403413	-.9438661	-.2257079	-.6933416	.4697212	-1.605273	-1.446104	-1.173137	.7339767	-.0232116	-.6744897	.2104284	.7339767	-1.914506	-1.914506	-1.681877	-1.173137	-1.914506	-1.515564
InsH2Bfabp_CD15_10dpf_VAST02_plate02_PDIA3_201203_E08	201203	2	NI903	insH2Bfabp	CD15	PDIA3	1	0	0	2	1	10	.7653226	1	2	15.221099	3.6071376	.8879369	.2041776	4.5985544	1	10	108															106	668338	7410	19985.986	17002.156	1.48e+08	-934.1472	-2.08e+08	17	4195.149	1027104	1429416	36_PDIA3	1	3	3	7.266667	3	1	4	.6463197	.4362566	.5037205	.2130021	-.2130021	-.1634935	-.0764961	1.338533	-.4866505	-1.26794	-.4866505	.8729028	.6558747	-1.094332	-1.094332	-.338562	-2.095297													
InsH2Bfabp_CD15_10dpf_VAST02_plate02_PDIA3_201203_G04	201203	2	NI876	insH2Bfabp	CD15	PDIA3	1	0	0	2	1	10	.9593993	1	2	13.28422	3.4369896	1.3477614	.4764144	6.3132696	1	32	81	417012	7316	5780	7507	2148	57	3.097e+09	1	5214290	170608	165	274	178	119	156	571292	11680	26348.209	21642.436	3.08e+08	-302.4233	-1.74e+08	46	3981.336	1002804	1389729	36_PDIA3	1	3	2	4.783333	3	1	4	-.0302049	.3067468	.4697212	-.6839988	.1515802	-.6643075		1.203157	1.458952	-.045316	1.26794	.3472613	.014921	-.3821084	-.4144133	.7226751	-1.726056	.1867561	1.173137	.7961826	.6172997	.0696849	-.8616341	-1.173137	.9310033	.6744897	1.382994	.6456308	.1397103	.2581433
InsH2Bfabp_CD15_10dpf_VAST02_plate02_PDIA3_201203_A07	201203	2	NI893	insH2Bfabp	CD15	PDIA3	1	0	0	2	1	10	1	1	2	9.4104615	3.1647528	1.1733452	.3743256	4.5985544	1	49	98															35	842047	3340	14360.811	10840.035	4.80e+07	1050.569	-1.41e+08	8	4409.172	1309832	1744399	36_PDIA3	1	3	2	6.416667	3	1	4	1.605273	1.879026	2.51073	1.143064	1.726056	-.5469463	2.090361	1.033853	-.4866505	-.5914531	.6650413	-.4649388	1.422911	-2.100166	-1.884304	-2.095297	-1.338533													
InsH2Bfabp_CD15_10dpf_VAST02_plate02_PDIA3_201203_G03	201203	2	NI869	insH2Bfabp	CD15	PDIA3	1	0	0	2	1	10	.9691049	1	2	8.6572308	2.6202792	.85622486	.340296	5.455912	1	25	74	320401	5252	4870	11695	3800	61	4.062e+09	1	3344234	143958	106	255	191	136	76	379318	7632	17501.697	11107.254	1.34e+08	3861.454	-6.23e+07	87	3872.605	811143.8	1105192	36_PDIA3	1	3	2	4.333333	3	1	4	-.3707237	-.8899477	-.6095368	-.5735608	-1.726056		.8372732	.0302049	.6463197	-.7828164	-.6095368	-.7039218	-1.150349	-1.345167	-1.041553	-.4697212	-.8459325	.5620615	-.0696849	-.5620615	.1163093	.5620615	.0696849	.0696849	-.1163093	.1631881	-.7647097	.2581433	.5620615	1.128144
InsH2Bfabp_CD15_10dpf_VAST02_plate02_PDIA3_201203_C04	201203	2	NI873	insH2Bfabp	CD15	PDIA3	1	0	0	2	1	10	1	1	2	17.911209	3.3349008	1.3319053	.510444	5.1441456	1	29	78															194	669374	15440	15675.981	12539.049	2.42e+08	267.5476	7337822	0	4178.507	1058925	1558226	36_PDIA3	1	3	2	4.583333	3	1	4	.5383123	.6839988	1.143064	.338562	.6839988	.1965805	1.41001	1.143064	.2752391	.1822052	1.203157	1.324958	.6933416	.2873955	.2873955	.338562	.0907253													
InsH2Bfabp_CD15_10dpf_VAST02_plate02_PDIA3_201203_E07	201203	2	NI897	insH2Bfabp	CD15	PDIA3	1	0	0	2	1	10	.727541	1	2	11.132132	3.1307232	.72937674	.5785032	4.4426712	1	4	102	218497	6426	4861	11349	3767	34	2.380e+09	2	2357195	83048	102	227	137	110	245	656182	18352	23959.616	18522.932	4.40e+08	1161.404	4.26e+07	31	3897.001	883489.4	1240896	36_PDIA3	1	3	3	6.7	3	1	4	-.2130021	-.338562	-.1822052	.8459325	-1.033853	-.1965805	.6744897	.9357584	-.8245299	.6463197	-1.203157	-.0929718	.5141561	.9438661	.6933416	1.338533	.4697212	-1.00517	-.7961826	.2104284	.0696849	-.6172997	.0232116	-.0232116	-.7339767	-1.085325	-.9310033	-.4822482	-.9310033	-.2822162
InsH2Bfabp_CD15_10dpf_VAST02_plate02_PDIA3_201203_A08	201203	2	NI899	insH2Bfabp	CD15	PDIA3	1	0	0	2	1	10	1	1	2	14.575473	2.6883384	1.0940651	0	3.507372	1	6	104															112	557476	9876	10567.319	8145.4041	1.04e+08	584.8023	-1.11e+07	12	3541.255	878330.4	1191265	36_PDIA3	1	3	3	6.9	3	1	4	-1.203157	-.4362566	-.3707237	-.9836224	-.9126136	-.5851579	.9755887	.1515802	-2.095297	-2.255589	.3226135	.7039218	-.014921	-.9915265	-.9438661	-.8459325	-.2752391													
InsH2Bfabp_CD15_10dpf_VAST02_plate02_PDIA3_201203_E01	201203	2	NI852	insH2Bfabp	CD15	PDIA3	1	0	0	2	1	10	1	1	2	3.815033	2.6202792	.90379291	.2382072	4.9882624	1	8	57	146796	6117	5282	9541	3440	24	1.309e+09	1	1262701	67312	93	156	121	91	238	602058	19600	16689.371	13777.555	3.27e+08	-248.5526	5.88e+07	22	3878.126	881216.4	1250062	36_PDIA3	1	3	2	2.566667	3	1	4	-.3067468	-.4032736	-.0907253	.4362566	-.338562	1.375969	.7946292	.0302049	.1058988	-1.086838	-.3545969	-2.085356	.1951978	.7713894	.8982587	.8899477	.7226751	-1.681877	-1.515564	.1163093	.4053977	-1.27107	-.2581433	-.1631881	-1.27107	-1.173137	-1.00517	-1.914506	-1.27107	-.9310033
InsH2Bfabp_CD15_10dpf_VAST02_plate02_PDIA3_201203_E02	201203	2	NI859	insH2Bfabp	CD15	PDIA3	1	0	0	2	1	10	0	0	1	4.5682637	2.892516	1.1892012	.5785032	4.676496	1	15	64	824880	8417	7334	3089	880	98	2.478e+09	1	10568882	332715	175	382	285	121	124	1027426	9952	11587.211	9879.5418	1.15e+08	-536.8738	-4.72e+07		4622.686	1339305	1721804	36_PDIA3	1	3	2	3.25	3	1	4	2.51073	2.095297	2.095297	1.203157	1.879026	0	2.506447	.6095368	-.3545969	.6463197	.7424226	-1.868242	2.514955	-.9438661	-.8982587	-.6463197	-.762464	2.355084	2.355084	1.681877	1.681877	-.5084881	-1.914506	-1.914506	2.355084	2.355084	1.681877	2.355084	2.355084	.5620615
InsH2Bfabp_CD15_10dpf_VAST02_plate02_PDIA3_201203_G01	201203	2	NI854	insH2Bfabp	CD15	PDIA3	1	0	0	2	1	10	0	0	1	11.777758	3.232812	1.3001933	.3743256	0	1	10	59	206565	5038	5096	6953	2283	41	1.244e+09	1	2824062	102479	137	194	152	110	270	599837	18884	23392.981	19866.628	4.42e+08	-1064.623	8194269	2	4038.229	921516.4	1307260	36_PDIA3	1	3	2	2.816667	3	1	4	.1515802	-.1515802	0	-.8034983	-.3067468	1.845705	.3919137	1.086838	-2.51073	-.5914531	1.086838	-.0619316	.1346898	1.274797	.8544474	1.416509	.1210967	-.6172997	-.9310033	-.6744897	.2581433	-1.382994	-1.173137	-1.00517	-.5084881	-.6744897	.2104284	-1.085325	-.6172997	-.2822162
InsH2Bfabp_CD15_10dpf_VAST02_plate02_PDIA3_201203_G05	201203	2	NI883	insH2Bfabp	CD15	PDIA3	1	0	0	2	1	10	.6913295	1	2	10.701714	2.382072	1.2050572	.1361184	4.0529632	1	39	88															134	360574	10289	8481.9468	7541.4865	8.73e+07	-754.7637	-1.18e+07	22	4145.498	870210.6	1096025	36_PDIA3	1	3	2	5.25	3	1	4	.4362566	-.5037205	-.6463197	.1515802	-.8034983	-.9848956	-.425144	-.5558502	-1.416509	-1.662635	.8034983	-.2501529	-1.611169	-.8544474	-.8544474	-1.143064	-.3067468													
InsH2Bfabp_CD15_10dpf_VAST02_plate02_PDIA3_201203_C02	201203	2	NI857	insH2Bfabp	CD15	PDIA3	1	0	0	2	1	10	.8617957	1	2	14.467868	3.1307232	1.0623531	.6465624	4.5206128	1	13	62															293	748344	22163	22992.793	18796.656	5.10e+08	-143.4525	1.05e+08	37	4108.737	1046035	1472138	36_PDIA3	1	3	2	3.116667	3	1	4	.3067468	.5037205	.6463197	-.0907253	.5037205	.0651533	.3266899	.9357584	-.6463197	1.234901	.1668731	.6266873	.9915265	1.510357	1.345167	1.726056	1.26794													
InsH2Bfabp_CD15_10dpf_VAST02_plate02_PDIA3_201203_F07	201203	2	NI898	insH2Bfabp	CD15	PDIA3	1	0	0	2	1	10	0	0	1	14.037451	3.4710192	1.3160493	.170148	5.066204	1	5	103	306050	4436	3955	9009	3105	69	2.639e+09	1	4177148	164862	133	236	210	148	154	605758	12246	20364.322	16221.201	2.49e+08	408.6268	-8.52e+07	15	4043.992	947221.7	1358207	36_PDIA3	1	3	3	6.783333	3	1	4	.1822052	0	.1822052	-.7226751	-.5037205	.7916386	1.49795	1.26794	.1975802	-1.458952	1.143064	.4477675	.2257079	-.4471567	-.2873955	.4032736	-.9836224	1.00517	-.2104284	-1.27107	-1.00517	-.4053977	-.3554904	-.3554904	.5084881	.5620615	.1163093	-.1631881	.9674216	1.914506
InsH2Bfabp_CD15_10dpf_VAST02_plate02_PDIA3_201203_E04	201203	2	NI875	insH2Bfabp	CD15	PDIA3	1	0	0	2	1	10	.9546946	1	2	18.66444	3.8113152	1.1257771	.5785032	4.9882624	1	31	80															53	701686	4419	11598.455	10938.724	5.13e+07	-1833.663	-1.40e+08	9	4237.16	1071890	1548596	36_PDIA3	1	3	2	4.7	3	1	4	.8034983	.8034983	1.033853	.6463197	.5735608	-1.096804	.2628283	1.504199	.1058988	.6463197	.4866505	1.593219	.8544474	-1.731664	-1.731664	-1.879026	-1.26794													
InsH2Bfabp_CD15_10dpf_VAST02_plate02_PDIA3_201203_G06	201203	2	NI891	insH2Bfabp	CD15	PDIA3	1	0	0	2	1	10	.8457054	1	2	7.904	3.062664	1.1099211	.4083552	4.4426712	1	47	96	261992	4441	4379	4178	1451	59	1.127e+09	1	3904413	143631	143	215	210	110	160	390246	13239	6243.8545	4750.6028	8.27e+07	453.7367	5.93e+07	0	3540.54	783419.8	1017504	36_PDIA3	1	3	2	6.166667	3	1	4	-1.26794	-1.338533	-1.605273	-1.033853	-.6463197	-.0651533	-.7946292	.7226751	-.8245299	-.3869474	.419708	-.9924303	-.9915265	-.3029805	-.0447762	-1.338533	.762464	.3064536	-.3064536	-1.173137	-.6172997	-1.515564	-1.681877	-1.681877	.1631881	.1163093	.6744897	-.7961826	.9674216	-.2822162
InsH2Bfabp_CD15_10dpf_VAST02_plate02_PDIA3_201203_C08	201203	2	NI901	insH2Bfabp	CD15	PDIA3	1	0	0	2	1	10	.0142837	0	1	16.081934	3.0966936	.84036885	.340296	5.3000288	1	8	106															243	666266	19801	26355.084	21269.496	5.22e+08	165.0128	5.02e+07	1	4328.825	1067090	1495257	36_PDIA3	1	3	3	7.083333	3	1	4	1.26794	.762464	.7226751	.2752391	.0907253	-.4011473	.1689275	.8034983	.5037205	-.7828164	-.6650413	1.018076	.5485223	.8982587	.9915265	1.879026	.6095368													
InsH2Bfabp_CD15_10dpf_VAST02_plate02_PDIA3_201203_A01	201203	2	NI849	insH2Bfabp	CD15	PDIA3	1	0	0	2	1	10	.0099437	0	1		2.4161016	.4915365	.5785032	4.7544376	1	5	54	252825	4078	3388	8877	3156	62	2.228e+09	1	3142963	138098	132	236	153	120	182	445256	12943	10722.149	8841.2992	1.39e+08	-119.7608	4428795	1	3606.243	785289	1067195	36_PDIA3	1	3	2	2.3	3	1	4	-1.033853	-1.26794	-.9836224	.8034983	-.6839988	.6643075	-.4930868	-.419708	-.2440025	.6463197	-1.552754		-.5141561	-.014921	-.1346898	-.4362566	.0604375	.6744897	-.4053977	-1.681877	-1.382994	-.7339767	-.4053977	-.3064536	-.2104284	-.0232116	.0696849	-.1631881	-.5350828	.4053977
InsH2Bfabp_CD15_10dpf_VAST02_plate02_PDIA3_201203_B09	201203	2	NI906	insH2Bfabp	CD15	PDIA3	1	0	0	2	1	10	.5398773	1	2	14.252659	3.1307232	.95136096	.4423848	4.1309048	1	13	111	314243	7482	6504	8346	2913	42	2.842e+09	1	3267460	122435	145	240	166	94	218	623146	15613	12705.273	10487.84	1.98e+08	-170.0273	1.93e+07		3934.912	982392.6	1352554	36_PDIA3	1	4	3	7.516667	4	1	4	-.1210967	.2130021	.1210967	-.0604375	-.9126136	.5469463	.3591108	.9357584	-1.302425	-.1822052	-.1363226	.4997034	.3186394	.5485223	.3186394	.0604375	.2130021	-.4563363	-.1163093	.9310033	1.173137	-.3064536	-.6744897	-.5084881	-.1631881	-.3554904	.8616341	-.0232116	-.2822162	-.7647097
InsH2Bfabp_CD15_10dpf_VAST02_plate02_PDIA3_201203_H06	201203	2	NI892	insH2Bfabp	CD15	PDIA3	1	0	0	2	1	10	.843973	1	2	18.341626	3.8793744	.93550494	.4083552	4.676496	1	48	97															87	919068	7217	16356.087	12775.375	1.18e+08	655.8025	-1.23e+08		3894.415	969278.3	1359762	36_PDIA3	1	4	2	6.333333	4	1	4	-.2440025	.1210967	.2130021	.0302049	-.3707237	-.2298841	.1071952	1.662635	-.3545969	-.3869474	-.2284748	1.491606	1.884304	-1.21023	-1.274797	-.5735608	-1.143064													
InsH2Bfabp_CD15_10dpf_VAST02_plate02_PDIA3_201203_B03	201203	2	NI864	insH2Bfabp	CD15	PDIA3	1	0	0	2	1	10	.8677943	1	2	10.271297	2.7904272	.87208088	.4083552	4.9103208	1	20	69	786843	9149	7764	2215	615	86	1.832e+09	1	9367250	274247	201	372	265	116	228	979050	22183	13824.979	10236.577	3.07e+08	1259.976	1.34e+08					36_PDIA3	1	4	2	3.816667	4	1	4								.3707237	0	-.3869474	-.5735608	-.2822162	2.100166	.7318081	1.422911	.6839988	1.504199	1.593219	1.914506	2.355084	1.914506	-1.00517	-2.355084	-2.355084	1.914506	1.914506	2.355084	1.914506	1.914506	.1631881
InsH2Bfabp_CD15_10dpf_VAST02_plate02_PDIA3_201203_H02	201203	2	NI862	insH2Bfabp	CD15	PDIA3	1	0	0	2	1	10	.594822	1	2	9.9484835	2.1098352	.90379291	.4764144	4.8323792	1	18	67	323782	6608	6520	8695	2639	49	3.025e+09	1	3534629	137872	125	219	153	144	152	344232	11155	19904.712	16661.118	2.22e+08	-594.2582	-1.25e+08	45	3668.918	803293.1	1062215	36_PDIA3	1	4	2	3.566667	4	1	4	-.8034983	-.9836224	-1.086838	-.4362566	.0302049	-.0978166	1.026029	-1.234901	-.1210967	-.045316	-.3545969	-.3472613	-1.884304	-.4972006	-.5141561	.1822052	-1.203157	-.2104284	-.0232116	.5620615	1.27107	.0232116	-.4563363	-.7339767	.0232116	-.1163093	-.1631881	-.6456308	-.5350828	1.382994
InsH2Bfabp_CD15_10dpf_VAST02_plate02_PDIA3_201203_B07	201203	2	NI894	insH2Bfabp	CD15	PDIA3	1	0	0	2	1	10	0	0	1	22.10778	4.083552	1.0782091	.5785032	4.9103208	1	1	99															251	811944	18553	23356.493	17628.327	4.33e+08	1663.071	6.05e+07	3	4171.846	1123510	1514457	36_PDIA3	1	4	3	6.5	4	1	4	.5037205	1.086838	.8899477	1.086838	.1210967	.1305846	.045869	2.095297	0	.6463197	.2284748	2.502106	1.274797	1.016222	.7713894	1.203157	.8034983													
InsH2Bfabp_CD15_10dpf_VAST02_plate02_PDIA3_201203_H05	201203	2	NI884	insH2Bfabp	CD15	PDIA3	1	0	0	2	1	10	.6124031	1	2	14.252659	2.8244568	1.0940651	.3062664	5.3000288	1	40	89	384367	6988	5997	7360	2285	55	3.017e+09	1	5055214	190342	129	273	195	165	209	782915	16953	12675.463	10410.592	2.15e+08	-104.4401	3.80e+07		4286.867	1426889	1564492	36_PDIA3	1	4	2	5.35	4	1	4	.9836224	2.51073	1.26794	-.6463197	1.605273	-.5095174	1.59929	.4866505	.5037205	-.9357584	.3226135	.4997034	1.150349	.4144133	.5141561	.1515802	.4362566	.1163093	.6744897	.6744897	.7961826	-.0232116	-1.00517	-.9310033	.7961826	1.00517	-.0232116	.5350828	.6172997	2.355084
InsH2Bfabp_CD15_10dpf_VAST02_plate02_PDIA3_201203_F05	201203	2	NI882	insH2Bfabp	CD15	PDIA3	1	0	0	2	1	10	.9121345	1	2	9.4104615	2.4841608	.72937674	.0340296	4.3647296	1	38	87	341086	5781	4258	12439	4361	59	4.065e+09	1	2990206	150507	112	218	199	136	0	413004	0		10991.888				40	3446.803	915953.7	979401.9	36_PDIA3	1	4	2	5.15	4	1	4	-1.605273	-.1822052	-1.726056	.5383123	1.033853	.7478586	-2.090361	-.2752391	-.9594156	-1.879026	-1.203157	-.4649388	-.6933416	-2.514955	-2.514955			.3064536	.3554904	-.1163093	-.7961826	.6172997	.3064536	.6172997	-.4053977	.3554904	-.5350828	-.7339767	.7039218	1.128144
InsH2Bfabp_CD15_10dpf_VAST02_plate02_PDIA3_201203_B05	201203	2	NI879	insH2Bfabp	CD15	PDIA3	1	0	0	2	1	10	.9328589	1	2	14.467868	2.6202792	1.1733452	.5785032	4.9103208	1	35	84															332	848856	25708	17426.008	14007.921	4.48e+08	203.5949	1.73e+08	0	4126.341	1129073	1507040	36_PDIA3	1	4	2	4.95	4	1	4	.338562	1.143064	.8459325	.6095368	.8459325	1.296494	.2946089	.0302049	0	.6463197	.6650413	.6266873	1.611169	2.100166	2.100166	1.504199	2.51073													
InsH2Bfabp_CD15_10dpf_VAST02_plate02_PDIA3_201203_B06	201203	2	NI886	insH2Bfabp	CD15	PDIA3	1	0	0	2	1	10	.8971705	1	2	10.916923	2.4841608	.95136096	.2382072	3.7411968	1	42	91	93417	4448	3383	9380	3292	21	9.060e+08	1	1091693	49475	84	181	94	84	186	416886	12881	14498.308	12347.446	1.87e+08	-673.5062	-4.27e+07	40	3610.661	800810.9	1079307	36_PDIA3	1	4	2	5.65	4	1	4	-.9357584	-1.086838	-.8034983	-1.26794	-1.416509	-1.567991	.0764961	-.2752391	-1.726056	-1.086838	-.1363226	-.1553528	-.583549	.1648683	-.1648683	0	-.6839988	-1.914506	-1.914506	-1.085325	-1.515564	-1.914506	-.3064536	-.2581433	-1.515564	-1.681877	-1.382994	-1.446104	-1.681877	-1.173137
