filename	date	plate	index	line	diet	Exp	overfeeding	cholesterol	glucose	VAST	Imaged	age	slc2a2_nwt	slc2a2_dich	qRNA	protein	ldl	gluc	tc	tg	Anders_batch	pos_bio	Löpnr	Volume	CellVolume_Av	CellVolume_Stdev	CellInt_Av	CellInt_Stdev	NrCells	CellInt_Tot	isletNr	IV	ISA	IED	IPAL1	IPAL2	IPAL3	LiverLipN	LiverArea	LiverLipArea	LiverLipInt_Av	LiverLipIntBG	LiverLipInt_Tot	LiverLipInt_Av_Res	LiverLipInt_Tot_Res	vld_area	length	dorsal_area	lateral_area	file	batch	tank	batch_bio	tod	tank_n	batch_n	nr_tanks	intlength	intdorsal_area	intlateral_area	intangle	inteye_area	intcurvature	intpig_dorsal_tail	intldl	inttg	inttc	intgluc	intprotein	intLiverArea	intLiverLipN	intLiverLipArea	intLiverLipInt_Tot	intLiverLipInt_Tot_Res	intNrCells	intVolume	intCellVolume_Av	intCellVolume_Stdev	intCellInt_Tot	intCellInt_Av	intCellInt_Stdev	intIV	intISA	intIED	intIPAL1	intIPAL2	intIPAL3
InsH2Bfabp_CD15_10dpf_VAST02_plate03_SLC2A2_201105_B01	201105	3	NK501	insH2Bfabp	CD15	SLC2A2	1	0	0	2	1	10	0	0	1	9.614786	2.5862496	1.6807377	1.4292432	5.455912	1	43	43																											26_SLC2A2	1	4	1		4	1	4								1.008045	2.006752	2.006752	.8906177	.3693533																		
InsH2Bfabp_CD15_10dpf_VAST02_plate03_SLC2A2_201105_F06	201105	3	NK535	insH2Bfabp	CD15	SLC2A2	1	0	0	2	1	10	.5107076	1	2	13.51721	2.6883384	.68180869	1.020888	1.4029488	1	28	77																											26_SLC2A2	1	4	2		4	1	4								1.256444	-.6862788	.8631415	-.5503351	1.430609																		
InsH2Bfabp_CD15_10dpf_VAST02_plate03_SLC2A2_201105_F08	201105	3	NK550	insH2Bfabp	CD15	SLC2A2	1	0	0	2	1	10	1	1	2		2.0077464	1.2209132	.680592	1.169124	1	43	92																											26_SLC2A2	1	4	2		4	1	4								.4861431	-1.039639	.056148	.3235633																			
InsH2Bfabp_CD15_10dpf_VAST02_plate03_SLC2A2_201105_E07	201105	3	NK542	insH2Bfabp	CD15	SLC2A2	1	0	0	2	1	10	0	0	1	3.46551	1.3952136	1.3319053	.7826808	2.2603064	1	35	84																											26_SLC2A2	1	4	2		4	1	4								-.0748947	.2263933	.207242	.5073057	-1.430609																		
InsH2Bfabp_CD15_10dpf_VAST02_plate03_SLC2A2_201105_D07	201105	3	NK541	insH2Bfabp	CD15	SLC2A2	1	0	0	2	1	10	.0271883	0	1	15.52755	2.6883384	1.997858	1.3271544	8.183868	1	34	83																											26_SLC2A2	1	4	2		4	1	4								1.256444	2.434185	1.623523	1.29875	1.952765																		
InsH2Bfabp_CD15_10dpf_VAST02_plate03_SLC2A2_201105_F01	201105	3	NK503	insH2Bfabp	CD15	SLC2A2	1	0	0	2	1	10	0	0	1	4.293297	1.8375984	1.4428975	1.1570064	2.8058976	1	45	45																											26_SLC2A2	1	4	1		4	1	4								.2843797	.572233	1.216274	.6862788	-.9231439																		
InsH2Bfabp_CD15_10dpf_VAST02_plate03_SLC2A2_201105_F02	201105	3	NK508	insH2Bfabp	CD15	SLC2A2	1	0	0	2	1	10	0	0	1	5.594105	2.3140128	1.9185779	1.0549176	3.89708	1	1	50																											26_SLC2A2	1	4	2		4	1	4								.7843482	1.039639	.9774262	1.141333	-.5341752																		
InsH2Bfabp_CD15_10dpf_VAST02_plate03_SLC2A2_201105_D09	201105	3	NK555	insH2Bfabp	CD15	SLC2A2	1	0	0	2	1	10	1	1	2	3.70202	2.4841608	.82451283	.85074	2.6500144	1	48	97																											26_SLC2A2	1	4	2		4	1	4								.9187832	.4444512	.4238958	-.3433392	-1.225627																		
InsH2Bfabp_CD15_10dpf_VAST02_plate03_SLC2A2_201105_C07	201105	3	NK540	insH2Bfabp	CD15	SLC2A2	1	0	0	2	1	10	.063097	0	1	11.86164	3.1307232	1.5380336	1.6334208	3.7411968	1	33	82																											26_SLC2A2	1	4	2		4	1	4								1.623523	.9476973	2.434185	.7843482	.9231439																		
InsH2Bfabp_CD15_10dpf_VAST02_plate03_SLC2A2_201105_G06	201105	3	NK536	insH2Bfabp	CD15	SLC2A2	1	0	0	2	1	10	.9647989	1	2	4.648063	1.5993912	1.2684813	.5785032	2.6500144	1	29	78																											26_SLC2A2	1	4	2		4	1	4								.1502124	.4444512	-.1313197	.4238958	-.7999689																		
InsH2Bfabp_CD15_10dpf_VAST02_plate03_SLC2A2_201105_C04	201105	3	NK520	insH2Bfabp	CD15	SLC2A2	1	0	0	2	1	10	0	0	1	5.002829	2.7563976	1.1733452	1.1229768	3.3514888	1	13	62																											26_SLC2A2	1	4	2		4	1	4								1.391153	.8363019	1.141333	.1691589	-.6878846																		
InsH2Bfabp_CD15_10dpf_VAST02_plate03_SLC2A2_201105_H03	201105	3	NK517	insH2Bfabp	CD15	SLC2A2	1	0	0	2	1	10	0	0	1	3.347255	1.2250656	1.3001933	.8847696	1.8705984	1	10	59																											26_SLC2A2	1	4	2		4	1	4								-.1124738	.0187073	.5503351	.4651961	-1.56049																		
InsH2Bfabp_CD15_10dpf_VAST02_plate03_SLC2A2_201105_A02	201105	3	NK505	insH2Bfabp	CD15	SLC2A2	1	0	0	2	1	10	.85247	1	2	7.131424	2.2459536	1.8075858	.9528288	4.286788	1	47	47																											26_SLC2A2	1	4	1		4	1	4								.7344303	1.343517	.6862788	1.008045	-.1278027																		
InsH2Bfabp_CD15_10dpf_VAST02_plate03_SLC2A2_201105_E01	201105	3	NK502	insH2Bfabp	CD15	SLC2A2	1	0	0	2	1	10	0	0	1	6.303637	3.8113152	2.7113787	1.3952136	4.286788	1	44	44																											26_SLC2A2	1	4	1		4	1	4								2.006752	1.343517	1.782751	1.782751	-.3019215																		
InsH2Bfabp_CD15_10dpf_VAST02_plate03_SLC2A2_201105_F07	201105	3	NK543	insH2Bfabp	CD15	SLC2A2	1	0	0	2	1	10	.8907609	1	2	12.80768	1.9056576	2.3308344	1.191036	4.2088464	1	36	85																											26_SLC2A2	1	4	2		4	1	4								.3433392	1.216274	1.29875	1.391153	1.181792																		
InsH2Bfabp_CD15_10dpf_VAST02_plate03_SLC2A2_201105_C03	201105	3	NK512	insH2Bfabp	CD15	SLC2A2	1	0	0	2	1	10	0	0	1		2.0758056	.74523275	.85074	1.8705984	1	5	54																											26_SLC2A2	1	4	2		4	1	4								.5944087	.0187073	.4238958	-.4651961																			
InsH2Bfabp_CD15_10dpf_VAST02_plate03_SLC2A2_201105_B04	201105	3	NK519	insH2Bfabp	CD15	SLC2A2	1	0	0	2	1	10	0	0	1	3.228999	2.1098352	1.3953294	.8167104	2.4941312	1	12	61																											26_SLC2A2	1	4	2		4	1	4								.6627937	.3433392	.3039132	.6168807	-2.121279																		
InsH2Bfabp_CD15_10dpf_VAST02_plate03_SLC2A2_201105_B03	201105	3	NK511	insH2Bfabp	CD15	SLC2A2	1	0	0	2	1	10	0	0	1		1.7355096	1.1257771	.7146216	1.558832	1	4	53																											26_SLC2A2	1	4	2		4	1	4								.2263933	-.3833065	.1502124	.0748947																			
InsH2Bfabp_CD15_10dpf_VAST02_plate03_SLC2A2_201105_A05	201105	3	NK526	insH2Bfabp	CD15	SLC2A2	1	0	0	2	1	10	0	0	1	8.786999	2.1098352	2.5528186	1.2590952	3.3514888	1	19	68																											26_SLC2A2	1	4	2		4	1	4								.6627937	.8363019	1.391153	1.497249	.1707672																		
InsH2Bfabp_CD15_10dpf_VAST02_plate03_SLC2A2_201105_D02	201105	3	NK507	insH2Bfabp	CD15	SLC2A2	1	0	0	2	1	10	0	0	1	4.175042	1.9737168	1.5063215	.8847696	1.558832	1	49	49																											26_SLC2A2	1	4	1		4	1	4								.4035181	-.3833065	.5503351	.7344303	-.9902869																		
InsH2Bfabp_CD15_10dpf_VAST02_plate03_SLC2A2_201105_B02	201105	3	NK506	insH2Bfabp	CD15	SLC2A2	1	0	0	2	1	10	0	0	1	6.421892	1.9737168	1.2050572	.4764144	4.0529632	1	48	48																											26_SLC2A2	1	4	1		4	1	4								.4035181	1.141333	-.4238958	.2649541	-.2358368																		
InsH2Bfabp_CD15_10dpf_VAST02_plate03_SLC2A2_201105_F05	201105	3	NK531	insH2Bfabp	CD15	SLC2A2	1	0	0	2	1	10	.0480518	0	1	8.432233	2.6543088	1.1733452	.6125328	.4676496	1	24	73																											26_SLC2A2	1	4	2		4	1	4								1.106161	-2.434185	-.056148	.1691589	.1278027																		
InsH2Bfabp_CD15_10dpf_VAST02_plate03_SLC2A2_201105_E04	201105	3	NK522	insH2Bfabp	CD15	SLC2A2	1	0	0	2	1	10	.0913811	0	1		2.041776	.65009666	1.020888	1.8705984	1	15	64																											26_SLC2A2	1	4	2		4	1	4								.5503351	.0187073	.8631415	-.5944087																			
InsH2Bfabp_CD15_10dpf_VAST02_plate03_SLC2A2_201105_B06	201105	3	NK532	insH2Bfabp	CD15	SLC2A2	1	0	0	2	1	10	0	0	1	7.959211	2.892516	2.5686746	1.0889472	5.2220872	1	25	74																											26_SLC2A2	1	4	2		4	1	4								1.497249	1.623523	1.072307	1.623523	0																		
InsH2Bfabp_CD15_10dpf_VAST02_plate03_SLC2A2_201105_C06	201105	3	NK533	insH2Bfabp	CD15	SLC2A2	1	0	0	2	1	10	.949904	1	2	9.614786	2.6543088	2.8065148	1.0549176	4.8323792	1	26	75																											26_SLC2A2	1	4	2		4	1	4								1.106161	1.497249	.9774262	2.006752	.3693533																		
InsH2Bfabp_CD15_10dpf_VAST02_plate03_SLC2A2_201105_C05	201105	3	NK528	insH2Bfabp	CD15	SLC2A2	1	0	0	2	1	10	.0274229	0	1	8.313977	1.4292432	1.6173136	.8167104	3.2735472	1	21	70																											26_SLC2A2	1	4	2		4	1	4								-.0374211	.7344303	.3039132	.8363019	.085073																		
InsH2Bfabp_CD15_10dpf_VAST02_plate03_SLC2A2_201105_A03	201105	3	NK510	insH2Bfabp	CD15	SLC2A2	1	0	0	2	1	10	0	0	1	12.80768	1.4632728	.99892901	.7826808	3.89708	1	3	52																											26_SLC2A2	1	4	2		4	1	4								.0187073	1.039639	.207242	-.0748947	1.181792																		
InsH2Bfabp_CD15_10dpf_VAST02_plate03_SLC2A2_201105_B05	201105	3	NK527	insH2Bfabp	CD15	SLC2A2	1	0	0	2	1	10	.0094845	0	1	9.969552	1.8375984	1.2526253	.8167104	3.3514888	1	20	69																											26_SLC2A2	1	4	2		4	1	4								.2843797	.8363019	.3039132	.3833065	.4857863																		
InsH2Bfabp_CD15_10dpf_VAST02_plate03_SLC2A2_201105_A04	201105	3	NK518	insH2Bfabp	CD15	SLC2A2	1	0	0	2	1	10	.0361582	0	1	4.884573	4.1175816	1.3636174	.85074	2.8058976	1	11	60																											26_SLC2A2	1	4	2		4	1	4								2.434185	.572233	.4238958	.5503351	-.7427598																		
InsH2Bfabp_CD15_10dpf_VAST02_plate03_SLC2A2_201105_E08	201105	3	NK549	insH2Bfabp	CD15	SLC2A2	1	0	0	2	1	10	.0368714	0	1	17.06487	3.1647528	3.0760671	1.2931248	5.3000288	1	42	91																											26_SLC2A2	1	4	2		4	1	4								1.782751	1.782751	1.497249	2.434185	2.387809																		
InsH2Bfabp_CD15_10dpf_VAST02_plate03_SLC2A2_201105_D05	201105	3	NK529	insH2Bfabp	CD15	SLC2A2	1	0	0	2	1	10	.9678312	1	2		1.531332	1.2209132	.680592	1.6367736	1	22	71																											26_SLC2A2	1	4	2		4	1	4								.0936677	-.2456281	.056148	.3235633																			
