filename	date	plate	index	gck_dich	line	diet	Exp	overfeeding	cholesterol	glucose	VAST	Imaged	age	protein	ldl	gluc	tc	tg	Anders_batch	pos_bio	Löpnr	Volume	CellVolume_Av	CellVolume_Stdev	CellInt_Av	CellInt_Stdev	NrCells	CellInt_Tot	isletNr	IV	ISA	IED	IPAL1	IPAL2	IPAL3	LiverLipN	LiverArea	LiverLipArea	LiverLipInt_Av	LiverLipIntBG	LiverLipInt_Tot	LiverLipInt_Av_Res	LiverLipInt_Tot_Res	vld_area	length	dorsal_area	lateral_area	file	batch	tank	batch_bio	tod	qRNA	tank_n	batch_n	nr_tanks	intlength	intdorsal_area	intlateral_area	intangle	inteye_area	intcurvature	intpig_dorsal_tail	intldl	inttg	inttc	intgluc	intprotein	intLiverArea	intLiverLipN	intLiverLipArea	intLiverLipInt_Tot	intLiverLipInt_Tot_Res	intNrCells	intVolume	intCellVolume_Av	intCellVolume_Stdev	intCellInt_Tot	intCellInt_Av	intCellInt_Stdev	intIV	intISA	intIED	intIPAL1	intIPAL2	intIPAL3
InsH2Bfabp_CD15_09dpf_VAST02_plate01_GCK_220608_B08	220608	1	MC642	0	insH2Bfabp	CD15	GCK	1	0	0	2	1	9	13.855155	15.925853	9.7831619	3.40296	13.63978	1	40	40	469102	5721	5221	9577	3550	82	4.335e+09	1	6110894	210235	163	254	206	139	226	902820	19248	7005.4594	5957.2298	1.35e+08	346.6888	6.49e+07	0	4804.89	1383897	1759308	150_GCK	1	2	1	6.85	1	2	1	5	2.439542	1.993984	2.439542	1.141333	2.012971	1.281552	2.439542	1.022241	.3763366	.4124631	-.3943355	-.6850168	2.053749	1.678071	2.47474	2.048199	2.469942	1.534121	1.534121	.9399909	.9399909	2.036834	1.339046	1.658472	1.658472	1.815517	1.184763	.5283993	1.534121	1.382994
InsH2Bfabp_CD15_09dpf_VAST02_plate01_GCK_220608_A05	220608	1	MC625	1	insH2Bfabp	CD15	GCK	1	0	0	2	1	9	21.07943	10.481117	10.829659	3.4369896	15.198612	1	25	25	227175	5163	4225	10662	3608	44	2.423e+09	1	2949117	110655	101	251	144	122	45	604952	3157	4759.3367	4421.7093	1.50e+07	-126.9437	-2.49e+07	0	4145.232	1030573	1467204	150_GCK	1	3	1	4.9	4	3	1	5	.437478	.3543496	.7456442	.3039132	.4784177	.1548709	.241944	-.0334279	1.022241	.4864239	.4124631	.7721932	.7721932	-.6027625	-.6850168	-.5127759	-1.071858	-.0522452	.264147	.5688699	.1926639	.9399909	2.036834	2.036834	-.1573107	-.1221531	-.5894558	.4499066	-.5485223	.1926639
InsH2Bfabp_CD15_09dpf_VAST02_plate01_GCK_220608_C08	220608	1	MC643	1	insH2Bfabp	CD15	GCK	1	0	0	2	1	9									188656	4837	4178	5184	1649	39	9.303e+08	1	2298031	88547	128	167	130	122	2	1349388	592	332.96791	310.55931	197117	192.2922	4.07e+07	20				150_GCK	1	3		6.941667	4	3	1	5													2.47474	-1.932212	-1.678071	-2.469942	1.35419	-.3370077	-.1573107	.3003779	.1573107	.0522452	.0871459	-.0522452	-.6102946	-.5283993	.017408	-1.258162	-.9674216	.1926639
InsH2Bfabp_CD15_09dpf_VAST02_plate01_GCK_220608_D05		220608	1	MCX17	1	insH2Bfabp	CD15	GCK	1	0	0	2	1	9	22.685839	7.486512	10.797947	3.1647528	15.12067	1	26	75																											150_GCK	1	3	2	4.866667	4	3	1	5								-.7721932	.9674216	-.0836517	.3584588	.8656782																		
InsH2Bfabp_CD15_09dpf_VAST02_plate01_GCK_220608_D02	220608	1	MC611	1	insH2Bfabp	CD15	GCK	1	0	0	2	1	9	11.054041	18.001658	11.099211	2.6883384	14.185371	1	12	12	103326	3444	3189	2526	1074	30	3.010e+08	2	2053028	73338	90	253	152	95	72	409682	5183	3396.8989	3252.5912	1.76e+07	-139.8388	558573.1	0	3422.636	801035.1	1050955	150_GCK	1	3	1	2.766667	4	3	1	5	-2.439542	-1.768825	-1.630759	-1.141333	-.7456442	.8694237	-1.224965	1.20899	.6640369	-.5436728	.5631492	-1.281552	-.5631492	0	-.1340876	-.3635204	.0847849	-1.085325	-.9399909	-.5283993	-.6102946	-1.054472	-.9956002	-.5688699	-.7882413	-.9956002	-.9956002	.4887764	-.1926639	-.6527943
InsH2Bfabp_CD15_09dpf_VAST02_plate01_GCK_220608_F01	220608	1	MC605	1	insH2Bfabp	CD15	GCK	1	0	0	2	1	9	10.195693	5.7510024	9.7355938	2.4161016	15.276554	1	6	6															32	427994	2800	4393.6468	3977.437	1.23e+07	20.20126	-1.89e+07	36	3708.649	887317.5	1239864	150_GCK	1	3	1	2.233333	4	3	1	5	-1.150349	-.7112601	-.5628612	-.7344303	-.0922863	-1.281552	-.9576579	-1.080319	1.110772	-.8902469	-.4491363	-1.405072	-.3763366	-.9410746	-.7721932	-.6744897	-.8561915													
InsH2Bfabp_CD15_09dpf_VAST02_plate01_GCK_220608_A08	220608	1	MC641	1	insH2Bfabp	CD15	GCK	1	0	0	2	1	9	11.656462	13.61184	8.5781047	3.2668416	12.15889	1	39	39	351101	6884	5897	7571	2195	51	2.745e+09	1	4190269	147350	137	260	163	116	24	707024	1776	3955.1329	4174.9973	7024316	-646.3615	-2.81e+07	71	4294.565	1104384	1459383	150_GCK	1	3	1	6.766667	4	3	1	5	1.150349	.7618428	.697813	.5073057	.9008895	2.423196	-1.150349	.6433454	-.4864239	.1509692	-1.080319	-.9674216	1.14229	-1.14229	-1.14229	-1.201055	-1.273889	.3554904	1.258162	1.815517	1.429788	1.339046	.6965074	.3370077	.6965074	.9399909	.4499066	.7647097	.3186394	.017408
InsH2Bfabp_CD15_09dpf_VAST02_plate01_GCK_220608_H03	220608	1	MCX03	1	insH2Bfabp	CD15	GCK	1	0	0	2	1	9	19.32509	12.897218	8.4354005	3.2668416	12.392714	1	12	61	246500	4833	4629	7767	2313	51	2.031e+09	1	3267590	130937	116	212	172	133	2	559548	64	3083.125	3364.0261	197320	-582.2448	-1.90e+07	12	4131.645	1117469	1450112	150_GCK	1	3	2	4.05	4	3	1	5	.3576728	.9271548	.5201756	-.3833065	1.150349	-1.608653	.437478	.4491363	-.3406948	.1509692	-1.20899	.3763366	.4491363	-1.932212	-2.053749	-2.048199	-.9061341	.3554904	.3740954	.264147	.5283993	.6527943	.741594	.4499066	.0522452	.3370077	-.3003779	-.3003779	.5283993	.7882413
InsH2Bfabp_CD15_09dpf_VAST02_plate01_GCK_220608_F04	220608	1	MC622	1	insH2Bfabp	CD15	GCK	1	0	0	2	1	9	9.6671692	13.135426	8.9745051	2.1098352	12.938306	1	22	22															131	491924	10411	3956.337	3687.7975	4.12e+07	-82.77029	1.56e+07	20	3808.159	828490	1252844	150_GCK	1	3	1	4.633333	4	3	1	5	-.8468857	-1.281552	-.437478	-1.497249	-.9576579	-.2334853	-.9008895	.4864239	.0836517	-1.361571	-.8656782	-1.554774	.167894	.7063026	.7279133	.4369299	.7176502													
InsH2Bfabp_CD15_09dpf_VAST02_plate01_GCK_220608_C01	220608	1	MC602	1	insH2Bfabp	CD15	GCK	1	0	0	2	1	9	14.165554	6.7378608	10.956507	3.6751968	11.769182	1	3	3	60814	1520	1275	1829	413	40	1.094e+08	1	2304200	83816	117	203	131	96	83	459420	6377	4906.0226	4627.3169	3.13e+07	-217.5958	-1.27e+07	17	4120.417	972717.6	1351956	150_GCK	1	3	1	1.9	4	3	1	5	.2800857	-.1548709	.0922863	1.072307	-.185367	-.7112601	.397259	-.8180418	-.6433454	.8902469	.4864239	-.5631492	-.0334279	.184867	.1340876	.1188359	-.4369299	-.2461637	-1.429788	-1.815517	-1.815517	-1.534121	-1.258162	-1.658472	-.5688699	-.6102946	-.264147	-.5283993	-.8616341	-.5688699
InsH2Bfabp_CD15_09dpf_VAST02_plate01_GCK_220608_B03	220608	1	MC617	1	insH2Bfabp	CD15	GCK	1	0	0	2	1	9	17.205543	9.3921696	8.5622486	2.9265456	14.808904	1	17	17	192054	3841	4440	2256	643	50	4.462e+08	1	3342617	127249	120	236	144	132	59	355714	3998	6531.1758	5644.9272	2.61e+07	232.9041	-3.77e+07	20	3545.74	845193.2	1195108	150_GCK	1	3	1	3.483333	4	3	1	5	-1.789531	-1.122762	-.697813	-1.072307	-.9008895	-.6624353	-.5628612	-.3763366	.9153651	-.3584588	-1.14229	-.0334279	-.8180418	-.3054808	-.4124631	-.0847849	-1.82788	.2104284	-.0871459	-.4117051	.3740954	-.6965074	-1.184763	-1.184763	.1573107	.2282596	-.1926639	.264147	-.5485223	.741594
InsH2Bfabp_CD15_09dpf_VAST02_plate01_GCK_220608_F07	220608	1	MC639	1	insH2Bfabp	CD15	GCK	1	0	0	2	1	9	17.729042	17.525244	11.844444	3.2668416	12.626539	1	37	37	248103	4067	3869	3198	898	61	8.333e+08	1	2837	963	17	22	16	14	33	429718	2560	4663.1762	4542.7783	1.19e+07	-362.8572	-3.04e+07	4	4083.392	1040383	1402126	150_GCK	1	3	1	6.533333	4	3	1	5	.0184321	.4806444	.241944	.1881663	.7456442	.4806444	.5201756	1.14229	-.0836517	.1509692	.9674216	.1004337	-.3054808	-.8656782	-.9153651	-.7176502	-1.35419	.9399909	.4117051	-.1926639	-.1926639	-.017408	-.6965074	-.8871465	-1.815517	-1.815517	-1.815517	-1.815517	-1.815517	-1.815517
InsH2Bfabp_CD15_09dpf_VAST02_plate01_GCK_220608_G02	220608	1	MC614	1	insH2Bfabp	CD15	GCK	1	0	0	2	1	9									91837	3280	3933	6767	2469	28	7.065e+08	1	1138755	53378	95	166	116	78	90	301144	7319	2319.8852	1968.1622	1.70e+07	265.7965	2.51e+07	41				150_GCK	1	3		3.094444	4	3	1	5													-1.554774	.236128	.236128	-.4369299	1.201055	-1.184763	-1.258162	-.6102946	-.1221531	-.4117051	.3740954	.5688699	-1.117247	-1.117247	-.8366706	-1.339046	-1.117247	-1.150349
InsH2Bfabp_CD15_09dpf_VAST02_plate01_GCK_220608_G05	220608	1	MC629	1	insH2Bfabp	CD15	GCK	1	0	0	2	1	9	19.927734	4.8322032	10.750379	2.0758056	12.938306	1	28	28	174237	3111	3473	2328	743	56	4.293e+08	2	6655644	167528	169	354	204	100	8	334976	752	3667.5638	3585.636	2758008	-253.6159	-2.08e+07	74	4076.463	1017040	1416107	150_GCK	1	3	1	5.25	4	3	1	5	-.0184321	.2334853	.3576728	.4238958	-.2800857		-.5201756	-1.20899	.0836517	-1.451407	.2880175	.5631492	-.9674216	-1.678071	-1.554774	-1.671644	-.9584461	.6314019	-.3370077	-.6965074	-.4117051	-.741594	-1.054472	-1.117247	1.815517	1.184763	1.658472	2.460124	1.429788	-.4499066
InsH2Bfabp_CD15_09dpf_VAST02_plate01_GCK_220608_C07	220608	1	MC636	1	insH2Bfabp	CD15	GCK	1	0	0	2	1	9	14.064554	20.315671	11.876156	2.4501312	13.561838	1	34	34	260619	5110	4398	9697	3541	51	2.434e+09	1	4505537	142865	162	259	149	139	101	604378	7848	6537.2393	5356.2857	5.13e+07	572.1537	-6904527	0	4312.169	1084032	1467981	150_GCK	1	3	1	6.283333	4	3	1	5	1.224965	.7112601	.7952457	-.6396686	.0184321	0	.6065981	1.678071	.3230377	-.7949086	1.022241	-.6027625	.7279133	.3054808	.3406948	.7176502	-.3275615	.3554904	.4887764	.4887764	.3003779	1.054472	1.429788	1.534121	.9399909	.741594	1.054472	.6965074	-.3003779	1.382994
InsH2Bfabp_CD15_09dpf_VAST02_plate01_GCK_220608_B06	220608	1	MC631	1	insH2Bfabp	CD15	GCK	1	0	0	2	1	9	18.043141	13.747958	10.797947	3.3008712	15.354495	1	30	30															187	513862	12998	4670.6829	4392.371	6.07e+07	-181.7316	2.14e+07	61	4074.703	1038214	1276934	150_GCK	1	3	1	5.45	4	3	1	5	-.0553215	.4377901	-.2800857	-.4238958	-.1293777	-.1159498	-.437478	.6850168	1.244452	.2706416	.3584588	.2018935	.2706416	1.361571	1.080319	.8082982	.9584461													
InsH2Bfabp_CD15_09dpf_VAST02_plate01_GCK_220608_E08	220608	1	MC645	1	insH2Bfabp	CD15	GCK	1	0	0	2	1	9									263519	6588	6220	9173	2890	40	2.377e+09	1	3303661	132684	129	263	142	122	26	457420	1744	6299.0086	5350.9737	1.10e+07	340.0548	-4.71e+07	0	3927.144	957509.8	1358715	150_GCK	1	3		7.1	4	3	1	5	-.397259	-.313572	.1293777	.5503351	.166648	1.993984	-.2800857						-.1004337	-1.080319	-1.320504	-.9061341	-2.469942	-.2461637	.6102946	1.429788	1.658472	.8871465	1.184763	.9399909	.1221531	.3740954	.0522452	.8616341	-.6314019	.1926639
InsH2Bfabp_CD15_09dpf_VAST02_plate01_GCK_220608_A02	220608	1	MC608	1	insH2Bfabp	CD15	GCK	1	0	0	2	1	9	14.916609	3.743256	11.352907	3.7092264	8.4176928	1	9	9	10877	1209	960	475	125	9	4931878	2	545701	45784	74	300	84	24	44	300998	3928	3671.5247	2496.2573	1.44e+07	1007.842	1.22e+07	18	3888.912	804010.9	1070350	150_GCK	1	3	1	2.45	4	3	1	5	-.4784177	-1.608653	-1.399161	.6862788	-.3186394	1.37468	-.4784177	-1.361571	-2.47474	1.022241	.6433454	-.4124631	-1.678071	-.6433454	-.4491363	-.5518063	.5518063	-2.460124	-2.460124	-2.460124	-2.460124	-2.460124	-2.460124	-2.460124	-1.534121	-1.184763	-1.429788	1.658472	-1.534121	-1.658472
InsH2Bfabp_CD15_10dpf_VAST02_plate02_GCK_220609_C01	220609	2	MC649	0	insH2Bfabp	CD15	GCK	1	0	0	2	1	10	20.285304	14.734817	5.6923097	3.0966936	10.677999	1	43	43	222565	3974	3470	4939	1772	56	1.140e+09	2	4592545	152885	156	230	193	131	64	576052	4640	5210.2323	4494.1739	2.42e+07	240.3042	-1.72e+07	0				150_GCK	1	4	1	1.408333	1	4	1	5								.7279133	-1.320504	-.1509692	-2.47474	.6433454	.5631492	-.2533471	-.2533471	-.1188359	-.7176502	.6314019	.2282596	-.264147	-.4499066	.1221531	-.0522452	.017408	1.054472	.9956002	.9674216	.0522452	1.054472	.6527943
InsH2Bfabp_CD15_10dpf_VAST02_plate02_GCK_220609_G01	220609	2	MC653	0	insH2Bfabp	CD15	GCK	1	0	0	2	1	10	23.165946	7.9288968	12.288412	3.5050488	12.782422	1	47	47	180016	3830	4414	4461	1842	47	7.169e+08	1	563	308	10	10	10	9	80	382344	6400	4080.6177	3263.0303	2.61e+07	531.8298	8864144	0	3937	973091.4	1229038	150_GCK	1	4	1	1.766667	1	4	1	5	-.3576728	-.0772036	-.6065981	.5944087	-.437478	1.768825	-1.017694	-.6027625	-.0167116	.5828415	1.244452	.9153651	-.6850168	.1004337	.167894	-.0508319	.4745116	.0522452	-.264147	-.4499066	.3370077	-.3740954	-.1573107	.0871459	-2.036834	-2.036834	-2.036834	-2.200411	-2.036834	-2.200411
InsH2Bfabp_CD15_10dpf_VAST02_plate02_GCK_220609_A04	220609	2	MCX13	0	insH2Bfabp	CD15	GCK	1	0	0	2	1	10	25.566481	6.5677128	9.4660416	4.0154928	15.744203	1	22	71	217065	5294	4696	7221	2905	41	1.553e+09	1	3603581	136636	150	232	145	124	83	458440	5955	6370.5039	5243.1529	3.79e+07	536.0104	-1.81e+07	10	4109.828	961337.9	1319671	150_GCK	1	4	2	3.483333	1	4	1	5	.166648	-.2334853	-.0553215	-.5503351	-1.017694	-.3543496	1.630759	-.9153651	1.554774	1.244452	-.5631492	1.050837	-.0668933	.184867	.0668933	.2920214	-.8082982	-.1749599	.1573107	.6102946	.6102946	.4499066	.4499066	.9956002	.3370077	.4887764	.7882413	.1397103	-.4887764	.264147
InsH2Bfabp_CD15_10dpf_VAST02_plate02_GCK_220609_E01	220609	2	MC651	0	insH2Bfabp	CD15	GCK	1	0	0	2	1	10	17.884769	6.465624	11.400476	1.8375984	12.470656	1	45	45	261273	4505	4503	3777	1010	58	1.033e+09	1	3142550	138003	131	250	156	114	118	462814	8851	5518.4323	5090.6067	4.88e+07	-139.9733	-4166821	11	4153.286	963610.8	1370095	150_GCK	1	4	1	1.6	1	4	1	5	.5628612	-.1940281	.166648	-.1124738	-.397259	-.4806444	-.0184321	-.9674216	-.236128	-2.053749	.6850168	.1340876	.0334279	.5244005	.4864239	.6744897	-.2568465	.8366706	.5688699	.0522452	.4499066	.0871459	-.4117051	-.6527943	-.0871459	.5283993	.2461637	.3928308	0	-.0871459
InsH2Bfabp_CD15_10dpf_VAST02_plate02_GCK_220609_C03	220609	2	MC660	0	insH2Bfabp	CD15	GCK	1	0	0	2	1	10	36.128834	.1361184	11.559036	4.2877296	11.535357	1	5	54	306859	3884	3437	5032	1550	79	1.447e+09	1	4537868	176505	130	232	209	135	170	599074	13177	5819.9762	5110.6116	7.67e+07	138.4785	2.33e+07	31	3977.463	1034775	1436399	150_GCK	1	4	2	2.833333	1	4	1	5	-.241944	.3957253	.437478	-.5944087	.1293777	-1.122762	.8468857	-2.47474	-.7721932	1.554774	.7949086	1.678071	.6850168	1.20899	1.14229	1.201055	1.071858	1.382994	.9956002	-.3370077	-.4887764	.3003779	-.017408	-.1221531	.9956002	1.258162	.1397103	.1397103	1.731664	.9399909
InsH2Bfabp_CD15_10dpf_VAST02_plate02_GCK_220609_G02	220609	2	MCX07	0	insH2Bfabp	CD15	GCK	1	0	0	2	1	10	17.644716	10.991561	10.290554	1.9737168	11.925065	1	16	65	367653	4654	3522	6299	1896	79	2.323e+09	1	3928620	182429	119	275	193	129	48	591452	4051	4200.9447	4349.6661	1.70e+07	-602.1743	-2.15e+07	11	4286.113	1051344	1475787	150_GCK	1	4	2	2.55	1	4	1	5	1.081642	.5244005	.9008895	.4651961	1.017694	-.0385731	1.399161	.0668933	-.5631492	-1.750686	-.0167116	.0668933	.6433454	-.5631492	-.3763366	-.3999556	-1.013522	1.382994	1.339046	.1221531	-.3370077	.7882413	.3003779	.1221531	.5283993	1.429788	-.2282596	.9956002	1.054472	.5283993
InsH2Bfabp_CD15_10dpf_VAST02_plate02_GCK_220609_C04	220609	2	MC664	0	insH2Bfabp	CD15	GCK	1	0	0	2	1	10	20.405331	12.72707	5.7398778	3.6411672	10.755941	1	9	58	268727	4715	4959	4167	1295	57	1.161e+09	1	4817055	144502	177	229	209	131	102	430102	8311	4581.6993	4069.9711	3.81e+07	101.4392	5037961	11	4201.732	1002610	1375882	150_GCK	1	4	2	3.65	1	4	1	5	.697813	.1159498	.2041513	1.008045	-.6515277	-.5691847	1.307107	.3763366	-1.20899	.8180418	-2.053749	.6850168	-.2706416	.3406948	.4124631	.3275615	.3275615	.7647097	.6965074	.1926639	.6527943	.1573107	-.3740954	-.3370077	1.184763	.8366706	1.815517	-.017408	1.731664	.6527943
InsH2Bfabp_CD15_10dpf_VAST02_plate02_GCK_220609_A01	220609	2	MC647	0	insH2Bfabp	CD15	GCK	1	0	0	2	1	10	16.472646	15.483468	12.605533	3.5050488	13.17213	1	41	41	490549	6720	6502	7369	2677	73	3.418e+09	3	6968625	241958	144	317	222	135	152	783465	12633	5548.9476	5132.565	7.01e+07	-157.8915	1.63e+07	13	4269.904	1133693	1562025	150_GCK	1	4	1	1.233333	1	4	1	5	.9576579	1.053073	1.224965	.3833065	1.399161	.7618428	1.150349	.8656782	.236128	.5828415	1.678071	-.167894	1.451407	1.022241	1.022241	1.013522	.8082982	1.150349	1.815517	1.534121	2.036834	1.658472	.5688699	.7882413	2.036834	2.036834	.5688699	2.036834	2.036834	.9399909
InsH2Bfabp_CD15_10dpf_VAST02_plate02_GCK_220609_E02	220609	2	MCX06	0	insH2Bfabp	CD15	GCK	1	0	0	2	1	10	25.926561	10.991561	12.2567	2.4161016	11.145649	1	15	64	268973	5379	4481	5694	2158	50	1.497e+09	1	3192838	138079	135	226	138	131	137	418998	12098	4636.8175	4170.6823	5.61e+07	40.30396	2.11e+07	46				150_GCK	1	4	2	2.338889	1	4	1	5								.0668933	-1.022241	-.8902469	1.14229	1.14229	-.4491363	.8180418	.9153651	.7621911	.9061341	.2104284	.741594	.6527943	.4117051	.3740954	.2282596	.264147	-.017408	.5688699	.3928308	-.0871459	-.7188681	.6527943
InsH2Bfabp_CD15_10dpf_VAST02_plate02_GCK_220609_E03	220609	2	MCX12	0	insH2Bfabp	CD15	GCK	1	0	0	2	1	10	33.608273	3.6411672	10.131994	3.573108	17.692743	1	21	70	475794	6344	5083	7236	2238	75	3.483e+09	1	6070210	198234	164	260	196	141	180	723003	14145	5767.0581	5102.7122	8.16e+07	94.67882	2.83e+07	0	4585.002	1209882	1597091	150_GCK	1	4	2	3	1	4	1	5	1.630759	1.37468	1.399161	.7843482	1.307107	-.3957253	2.012971	-1.451407	2.053749	.7498695	-.1340876	1.451407	1.281552	1.281552	1.361571	1.273889	1.273889	1.258162	1.658472	1.258162	.741594	1.815517	.4887764	.3740954	1.429788	1.534121	1.382994	.7647097	1.184763	1.534121
InsH2Bfabp_CD15_10dpf_VAST02_plate02_GCK_220609_G03	220609	2	MC662	0	insH2Bfabp	CD15	GCK	1	0	0	2	1	10	20.885438	9.4602288	13.271485	4.7981736	18.705984	1	7	56	277724	4872	5142	4773	1570	57	1.320e+09	1	4076940	136464	163	284	154	120	123	424978	10146	7453.848	6487.8547	7.56e+07	182.5636	-4722504	17	3998.043	949419.9	1300157	150_GCK	1	4	2	3.266667	1	4	1	5	-.2041513	-.3957253	-.166648	-.8363019	-.5628612	-.9271548	-.166648	-.3054808	2.47474	1.833915	1.833915	.7279133	-.4124631	.6433454	.6850168	1.13409	-.2920214	.7647097	.8366706	.3370077	.8871465	.2282596	-.0871459	-.0871459	.5688699	.4499066	1.184763	1.22064	-.1221531	.1221531
InsH2Bfabp_CD15_10dpf_VAST02_plate02_GCK_220609_C02	220609	2	MC657	0	insH2Bfabp	CD15	GCK	1	0	0	2	1	10	37.089048	13.475722	14.159422	3.5390784	14.341254	1	2	51	266937	4767	4026	7091	2619	56	1.849e+09	2	4353270	144653	163	211	190	137									0				150_GCK	1	4	2	2.133333	1	4	1	5								.5631492	.7279133	.6640369	2.47474	1.833915						.6314019	.6527943	.2282596	-.0522452	.5688699	.4117051	.741594	.7882413	.8871465	1.184763	-.3370077	.8871465	1.150349
InsH2Bfabp_CD15_10dpf_VAST02_plate02_GCK_220609_A03	220609	2	MCX09	0	insH2Bfabp	CD15	GCK	1	0	0	2	1	10	21.605598	4.3217592	9.1964893	2.041776	11.301532	1	18	67	29645	1647	1740	1512	630	18	44390792	1	510311	31738	75	171	78	48	77	309650	6907	4961.6729	4064.6268	3.43e+07	487.5819	1334300	35	3812.188	886076.4	1085348	150_GCK	1	4	2	2.65	1	4	1	5	-.7952457	-.8144545	-1.224965	2.434185	-1.789531	.3957253	-.0553215	-1.281552	-.9153651	-1.554774	-.7063026	.8180418	-1.361571	.0668933	.2018935	.1873945	.1530252	-2.036834	-2.036834	-1.658472	-1.429788	-2.036834	-1.534121	-1.258162	-1.658472	-1.658472	-1.339046	-1.054472	-1.658472	-1.534121
InsH2Bfabp_CD15_10dpf_VAST02_plate02_GCK_220609_A02	220609	2	MC655	0	insH2Bfabp	CD15	GCK	1	0	0	2	1	10	25.566481	20.179553	11.4639	3.232812	10.677999	1	49	49	148846	4023	3975	3340	1322	37	4.699e+08	1	4172243	116884	135	221	193	104	38	532698	2623	4014.2192	4286.8187	1.05e+07	-716.3535	-2.68e+07	14	4281.764	1665608	1502001	150_GCK	1	4	1	1.95	1	4	1	5	1.017694	2.423196	1.017694		-1.081642	-1.19838	-2.439542	1.554774	-1.320504	.0167116	.7279133	1.050837	.3406948	-.7721932	-.8656782	-.9584461	-1.201055	-.4499066	-.4499066	-.2282596	-.0871459	-.6102946	-.6102946	-.3003779	.6527943	.017408	.3928308	-.1573107	1.054472	-.3370077
InsH2Bfabp_CD15_10dpf_VAST02_plate02_GCK_220609_H03	220609	2	MC663	1	insH2Bfabp	CD15	GCK	1	0	0	2	1	10	18.124823	9.698436	9.0696412	4.4578776	14.497138	1	8	57	125626	2855	2789	3011	889	44	3.868e+08	1	1724107	74894	80	204	155	96	22	341112	1755	3428.5311	2749.9122	6017072	472.0485	-1194983	0	3835.684	951812.4	1081445	150_GCK	1	5	2	3.35	4	5	1	5	-.6065981	-.3543496	-1.307107	-1.391153	-.7952457	.4377901	-1.504888	-.236128	.7949086	1.678071	-.7721932	.236128	-.9153651	-1.281552	-1.20899	-1.35419	-.0169375	-.0522452	-.5688699	-.9956002	-.7882413	-.8871465	-.741594	-.9399909	-.9956002	-.9399909	-1.184763	-.4692529	-.0696849	-.5688699
InsH2Bfabp_CD15_10dpf_VAST02_plate02_GCK_220609_H01	220609	2	MC654	1	insH2Bfabp	CD15	GCK	1	0	0	2	1	10	41.530038	10.24291	13.319053	2.55222	13.561838	1	48	48	112068	2874	3137	2936	1169	39	3.332e+08	1	2178694	75859	99	233	130	90	136	744980	12408	4959.9257	4511.007	6.15e+07	-29.43321	1.99e+07	30	4176.342	1112399	1455495	150_GCK	1	5	1	1.883333	4	5	1	5	.6515277	.8694237	.5628612	.0374211	1.504888	.2334853	-.6065981	-.1004337	.3230377	-.6229257	2.053749	2.053749	1.361571	.7721932	.9674216	.8561915	.8561915	-.3370077	-.741594	-.9399909	-.6527943	-.9399909	-.7882413	-.4887764	-.6965074	-.8871465	-.6965074	.1926639	-.9674216	-.741594
InsH2Bfabp_CD15_10dpf_VAST02_plate02_GCK_220609_D04	220609	2	MCX15	1	insH2Bfabp	CD15	GCK	1	0	0	2	1	10	33.7283	9.1539624	12.304268	2.8244568	12.548598	1	24	73	39509	1718	1139	2697	873	23	1.152e+08	1	1092323	42001	78	207	104	73	23	327180	2064	2494.6381	2616.2479	5148933	-307.5525	552174.6	83	3941.759	854823.3	1150725	150_GCK	1	5	2	3.766667	4	5	1	5	-.3186394	-1.053073	-.8468857	2.006752	-1.307107	-1.37468	.6515277	-.4124631	-.167894	-.4491363	1.361571	1.554774	-1.14229	-1.20899	-1.080319	-1.444321	.0508319	-1.593219	-1.658472	-1.534121	-2.036834	-1.429788	-.9399909	-.9956002	-1.184763	-1.429788	-1.258162	-.3928308	-1.339046	-1.382994
InsH2Bfabp_CD15_10dpf_VAST02_plate02_GCK_220609_F03	220609	2	MC661	1	insH2Bfabp	CD15	GCK	1	0	0	2	1	10	24.246187	11.365886	8.5939607	2.4841608	9.8206416	1	6	55	183676	2915	2781	3290	912	63	5.851e+08	1	4427883	127511	152	197	179	135	229	588916	17216	6096.6262	5358.7789	1.05e+08	128.6626	4.67e+07	29	3677.161	973001.7	1259244	150_GCK	1	5	2	3.2	4	5	1	5	-1.399161	-.1159498	-.3576728	.0748947	.697813	.5244005	-.2041513	.184867	-1.833915	-.7279133	-1.022241	.9674216	.6027625	1.833915	1.554774	1.444321	1.548003	1.054472	-.1926639	-.8366706	-.8366706	-.5283993	-.6527943	-.8366706	.8871465	.264147	.8366706	-.7647097	.7647097	.9399909
InsH2Bfabp_CD15_10dpf_VAST02_plate02_GCK_220609_B04	220609	2	MCX14	1	insH2Bfabp	CD15	GCK	1	0	0	2	1	10	27.126829	6.1933872	12.288412	3.8793744	17.06921	1	23	72	89788	1995	2697	1689	585	45	1.613e+08	1	4327567	133698	130	273	174	128	58	301188	4640	4119.8366	3541.0405	1.91e+07	250.1346	-3575358	0	3801.304	896050.4	1154883	150_GCK	1	5	2	3.55	4	5	1	5	-.9008895	-.6624353	-.7952457	1.497249	-1.224965	-.1548709	.2800857	-1.022241	1.833915	1.14229	1.244452	1.20899	-1.451407	-.3584588	-.2533471	-.2920214	-.1188359	.017408	-1.339046	-1.339046	-.8871465	-1.184763	-1.339046	-1.429788	.741594	.4117051	.1397103	.9399909	.6314019	.4887764
