filename	date	plate	index	line	diet	Exp	overfeeding	cholesterol	glucose	VAST	Imaged	age	ssr1_nwt	ssr1_dich	qRNA	protein	ldl	gluc	tc	tg	Anders_batch	pos_bio	Löpnr	Volume	CellVolume_Av	CellVolume_Stdev	CellInt_Av	CellInt_Stdev	NrCells	CellInt_Tot	isletNr	IV	ISA	IED	IPAL1	IPAL2	IPAL3	LiverLipN	LiverArea	LiverLipArea	LiverLipInt_Av	LiverLipIntBG	LiverLipInt_Tot	LiverLipInt_Av_Res	LiverLipInt_Tot_Res	vld_area	length	dorsal_area	lateral_area	file	batch	tank	batch_bio	tod	tank_n	batch_n	nr_tanks	intlength	intdorsal_area	intlateral_area	intangle	inteye_area	intcurvature	intpig_dorsal_tail	intldl	inttg	inttc	intgluc	intprotein	intLiverArea	intLiverLipN	intLiverLipArea	intLiverLipInt_Tot	intLiverLipInt_Tot_Res	intNrCells	intVolume	intCellVolume_Av	intCellVolume_Stdev	intCellInt_Tot	intCellInt_Av	intCellInt_Stdev	intIV	intISA	intIED	intIPAL1	intIPAL2	intIPAL3
InsH2Bfabp_CD15_09dpf_VAST02_plate01_SSR1_201209_G09	201209	1	NJ491	insH2Bfabp	CD15	SSR1	1	0	0	2	1	9	1	1	2	6.8117547	1.871628	1.5221775	.8847696	3.117664	1	13	62	204146	4438	3484	12979	4695	46	2.541e+09	1	3802553	105119	137	240	153	96	116	436596	9536	4916.1277	4313.8847	4.69e+07	-29.1533	9935770	19	3698.972	826456.3	1121192	39_SSR1	1	2	2	4.55	2	1	5	-1.021354	-1.126763	-.9886495	-.3212361	-.5041254		.2799348	-1.299424	-.5177236	-.5741128	-.3780057	-1.391538	-.9989282	-.305888	-.1560812	-.6142313	.2675282	-.6198546	-1.051717	-1.008673	-1.690622	-.4446598	.714776	.852495	-.0760316	-1.051717	.2298841	-.0506606	-.6352697	-1.096804
InsH2Bfabp_CD15_09dpf_VAST02_plate02_SSR1_201209_B03	201209	2	NJ507	insH2Bfabp	CD15	SSR1	1	0	0	2	1	9	1	1	2		3.1647528	.71352072	.510444	3.3514888	1	29	78	343061	6861	5837	13869	5220	50	4.532e+09	2	3351821	137624	115	231	203	104	124	504856	10295	5467.8937	5000.7659	5.63e+07	-278.4509	3930873	40	3654.393	944036.6	1131645	39_SSR1	1	2	2	5.633333	2	1	5	-1.246452	.0394847	-.8963259	-1.713535	-.3842578	1.233495	-1.806334	-.107076	-.3365792	-1.155069	-2.269206		-.5513477	-.1364407	.0583267	-.167232	.0097917	-.3353332	.0760316	.7478586	.852495	.6508373	.8894945	1.508944	-.3622413	-.1269375	-1.144237	-.2559625	.7817808	-.6198546
InsH2Bfabp_CD15_09dpf_VAST02_plate01_SSR1_201209_B05	201209	1	NJ457	insH2Bfabp	CD15	SSR1	1	0	0	2	1	9	.0228508	0	1	10.146396	2.4161016	2.1881302	1.0889472	3.507372	1	28	28	351847	6397	4647	12878	3877	55	4.610e+09	1	3096624	136002	117	239	178	127	218	622468	17007	8748.2233	7427.1608	1.49e+08	172.1365	4.20e+07	6	3985.942	937546.7	1255640	39_SSR1	1	2	1	2.266667	2	1	5	.1585597	-.0197385	-.2391057	.6078197	-.6317365	1.387736	.1585597	-.7431938	-.2553541	-.2855879	.822394	-.3705973	.3365792	1.346025	1.395747	1.503103	1.341718	.0126601	.1014517	.4727891	-.4446598	.714776	.6508373	.416878	-.5595922	-.2298841	-1.008673	-.1141853	.1014517	.6824579
InsH2Bfabp_CD15_09dpf_VAST02_plate02_SSR1_201209_B01	201209	2	NJ494	insH2Bfabp	CD15	SSR1	1	0	0	2	1	9	1	1	2	6.9008515	3.1987824	1.7283057	1.0889472	3.6632552	1	16	65	278834	5261	5061	21657	8299	53	5.273e+09	1	3490047	149115	127	314	147	104	63	446892	5584	8382.3659	5787.3437	4.68e+07	1718.688	-2.32e+07	0	3676.057	770739.1	1106074	39_SSR1	1	2	2	4.9	2	1	5	-1.126763	-1.633508	-1.090278	-1.806334	-.7839476	-1.51239	-1.164814	-.0583267	-.1364407	-.2855879	.1856577	-1.341718	-.9368471	-1.136341	-.9674216	-.6380556	-.7118422	-.1014517	-.3353332	-.5012977	.0506606	1.008673	2.572352	2.572352	-.2822162	.0253222	-.4586791	1.194396	-.9277537	-.6198546
InsH2Bfabp_CD15_09dpf_VAST02_plate01_SSR1_201209_E08	201209	1	NJ481	insH2Bfabp	CD15	SSR1	1	0	0	2	1	9	.9911614	1	2	9.9312582	1.7695392	1.5697456	1.3952136	3.117664	1	3	52	398192	5040	4280	11789	4233	79	4.538e+09	1	4699661	174770	151	227	213	124	80	549970	6255	5373.0764	5334.8161	3.36e+07	-762.8486	-2.63e+07	15	3936.184	918450.9	1308980	39_SSR1	1	2	2	3.95	2	1	5	-.0592463	-.2594662	.1187015	-.6806974	.2696863	.6010209	1.290577	-1.477525	-.5177236	.3780057	-.225352	-.4343112	-.2353289	-.822394	-.822394	-1.06018	-.7897265	1.399657	.5302197	-.6824579	-.8166274	.6824579	.2822162	.6352697	.6824579	.7817808	.8708457	-.3086658	1.120205	.416878
InsH2Bfabp_CD15_09dpf_VAST02_plate01_SSR1_201209_B03	201209	1	NJ444	insH2Bfabp	CD15	SSR1	1	0	0	2	1	9	1	1	2	9.8236891	2.0758056	1.5538896	1.3271544	4.7544376	1	15	15	158975	3785	5206	7392	1827	42	1.116e+09	1	2071876	88771	118	190	145	85	135	356221	10668	9513.2638	7755.9552	1.01e+08	553.7261	-1.27e+07	0	3612.434	794306	1044929	39_SSR1	1	2	1	1.283333	2	1	5	-1.499059	-1.337369	-1.633508	1.337369	-1.562755	1.584661	-.2594662	-1.06512	.2754823	.1659236	-.2855879	-.4559339	-2.066729	.0583267	.1659236	.8727259	-.4343112	-1.029957	-1.690622	-1.690622	.2298841	-1.366707	-.8894945	-1.304923	-1.4342	-1.366707	-.9277537	-1.4342	-.9878373	-1.593219
InsH2Bfabp_CD15_09dpf_VAST02_plate02_SSR1_201209_E01	201209	2	NJ497	insH2Bfabp	CD15	SSR1	1	0	0	2	1	9	1	1	2	13.173075	3.1647528	2.013714	1.3952136	6.4691528	1	19	68	270360	5633	4352	7550	2950	48	2.185e+09	1	2281354	101146	132	221	139	94	156	561682	10445	7973.1569	7064.4913	8.33e+07	-179.9727	-1.54e+07	22	3833.489	934780.3	1289390	39_SSR1	1	2	2	5.066667	2	1	5	-.4488452	-.0592463	-.0592463	1.090278	-.363093	.3330051	.6806974	-.107076	.6088322	.3780057	.5971794	.6380556	-.1560812	.441412	.0973095	.5221549	-.4559339	-.4446598	-.3894143	-.152506	-.7478586	-.7478586	-.8166274	-.3353332	-1.304923	-1.144237	-.0887345	-.57446	-1.22064	-1.247754
InsH2Bfabp_CD15_09dpf_VAST02_plate01_SSR1_201209_B04	201209	1	NJ451	insH2Bfabp	CD15	SSR1	1	0	0	2	1	9	.6889759	1	2	6.5966165	2.55222	1.8868659	1.2250656	2.727956	1	22	22	211082	4308	3669	14145	5115	49	3.225e+09	1	3287868	121051	112	256	173	100	120	534346	9677	5815.5343	5335.2084	5.63e+07	-320.8483	-3590550	11	3812.458	874442.4	1202674	39_SSR1	1	2	1	1.9	2	1	5	-.5842456	-.5609918	-.5609918	-1.499059	-.0790311	-2.019086	-.1785797	-.6088322	-.9989282	-.1266407	.4521474	-1.445073	-.3780057	-.2453292	-.0778033	-.1871252	-.2070927	-.3894143	-1.008673	-1.247754	-1.366707	-.0760316	1.008673	1.4342	-.4727891	-.4446598	-1.194396	.2559625	-.1014517	-.834427
InsH2Bfabp_CD15_09dpf_VAST02_plate01_SSR1_201209_H01	201209	1	NJ435	insH2Bfabp	CD15	SSR1	1	0	0	2	1	9	0	0	1	17.353525	4.9683216	2.5528186	1.8035688	9.8985832	1	6	6	441881	6137	5266	10309	3432	72	4.439e+09	1	5194665	182083	151	368	134	115	95	620526	6957	5557.2908	5488.058	3.87e+07	-757.3501	-2.46e+07	27	4051.182	987117.9	1429760	39_SSR1	1	2	1	.75	2	1	5	.4488452	.4488452	.838812	1.05519	-.1585597	.7374157	.8672103	1.813418	1.641107	1.255486	1.570585	1.566689	.316085	-.6088322	-.7178201	-.9938159	-.737304	1.008673	.8894945	.3622413	.2822162	.5894558	-.0253222	0	.8894945	.9674216	.8708457	2.166107	-1.399657	-.0379883
InsH2Bfabp_CD15_09dpf_VAST02_plate02_SSR1_201209_G02	201209	2	NJ505	insH2Bfabp	CD15	SSR1	1	0	0	2	1	9	0	0	1	12.044075	1.1570064	1.3953294	.2722368	5.9235616	1	27	76	234811	5337	4855	8201	2760	44	1.989e+09	1	3511834	115579	105	354	188	99	144	459042	10126	5803.6209	5491.2211	5.88e+07	-514.7089	-4601630	32	4152.924	940492.6	1330363	39_SSR1	1	2	2	5.533333	2	1	5	.9262218	.0197385	.2391057	.0394847	.1585597	-.1092005	2.060298	-2.269206	.4846749	-1.395747	-.6806009	.1970991	-.7431938	.3365792	0	-.0489772	-.2472852	-.8166274	-.7478586	-.3622413	-.2822162	-.9277537	-.5012977	-.5448472	-.2559625	-.6508373	-1.508944	1.955661	.4446598	-.8894945
InsH2Bfabp_CD15_09dpf_VAST02_plate01_SSR1_201209_B06	201209	1	NJ465	insH2Bfabp	CD15	SSR1	1	0	0	2	1	9	.9855307	1	2	7.3496001	1.9056576	1.1099211	.4764144	2.4161896	1	36	36	318979	5596	6416	3587	850	57	1.146e+09	1	3056665	120125	148	195	183	109	103	509428	6726	6031.1398	4349.6094	4.06e+07	1044.195	2819204	45	3712.564	846673.6	1058716	39_SSR1	1	2	1	2.733333	2	1	5	-.9262218	-.9262218	-1.499059	-.838812	-1.246452	.3561355	-.9569694	-1.234399	-1.507108	-1.213847	-1.421957	-1.150349	-.5066462	-.441412	-.7431938	-.9017541	-.0293788	.1653267	-.152506	-.2039612	1.247754	-1.304923	-1.807354	-1.955661	-.6508373	-.4727891	.714776	-1.275817	.2822162	-.4307273
InsH2Bfabp_CD15_09dpf_VAST02_plate01_SSR1_201209_B01	201209	1	NJ431	insH2Bfabp	CD15	SSR1	1	0	0	2	1	9	1	1	2	19.397338	4.2877296	2.8857949	1.020888	4.5985544	1	2	2	196943	4190	3964	7668	3036	47	1.562e+09	1	2680765	104378	110	226	129	110	193	637218	13149	7369.4313	6277.2383	9.69e+07	134.4222	1.59e+07	35	4010.265	973958.8	1371172	39_SSR1	1	2	1	.4666667	2	1	5	.2799348	.3005213	.4271208	-.4929509	-.1386031	-.9908903	.2188439	1.234399	.225352	-.4307273	1.720887	2.266227	.441412	.9674216	.6443017	.7897265	.5221549	-.5157048	-1.144237	-1.508944	-1.194396	-1.051717	-.714776	-.2822162	-.9674216	-1.096804	-1.275817	-.3487557	-1.593219	-.3622413
InsH2Bfabp_CD15_09dpf_VAST02_plate01_SSR1_201209_E09	201209	1	NJ489	insH2Bfabp	CD15	SSR1	1	0	0	2	1	9	1	1	2	10.361535	2.722368	2.6479547	1.1570064	5.6117952	1	11	60	330025	4342	4424	9482	3456	76	2.983e+09	1	4338056	172595	122	254	224	127	143	597298	10971	4528.3319	4211.7331	4.97e+07	-297.8166	1.50e+07	0	3843.914	893059.7	1247416	39_SSR1	1	2	2	4.416667	2	1	5	-.4055961	-.4707836	-.3005213	.2391057	-.6560203	-.2646172	2.263221	-.3989603	.4629351	-.1955515	1.641107	-.2981024	.0973095	.2957227	.2153976	-.4998403	.477772	1.247754	-.1014517	-1.194396	-.5894558	-.1269375	-.2822162	.0506606	.416878	.6508373	-.7312173	.2039612	1.399657	.6824579
InsH2Bfabp_CD15_09dpf_VAST02_plate02_SSR1_201209_B02	201209	2	NJ501	insH2Bfabp	CD15	SSR1	1	0	0	2	1	9	.9896132	1	2	8.6570741	3.232812	1.4270414	.7146216	4.3647296	1	23	72	448061	8786	7153	16204	5399	51	7.229e+09	2	3816175	174485	124	240	204	125	180	454984	13708	4890.6446	4356.3447	6.70e+07	-104.1547	2.91e+07	33	3937.901	862330	1212125	39_SSR1	1	2	2	5.316667	2	1	5	0	-.6806974	-.4929509	-.9262218	-1.05519	.9220131	.0394847	.0097158	.1266407	-.8499573	-.5856072	-.6380556	-.822394	.7431938	.7431938	.1871252	.9315628	-.2559625	1.008673	1.955661	1.593219	1.807354	1.508944	1.690622	-.0506606	.7478586	-.6352697	-.0506606	.8166274	.5302197
InsH2Bfabp_CD15_09dpf_VAST02_plate01_SSR1_201209_E05	201209	1	NJ460	insH2Bfabp	CD15	SSR1	1	0	0	2	1	9	.9861223	1	2	10.038827	2.4501312	1.3794734	.2041776	3.8191384	1	31	31	339145	7887	5668	7545	2351	43	2.532e+09	1	3383000	126130	142	300	120	105	187	487868	12812	7460.4891	6503.4239	9.56e+07	-38.30515	9496351	20	3947.667	914308.8	1269876	39_SSR1	1	2	1	2.433333	2	1	5	.0197385	-.2799348	-.1386031	-.7573856	-.0394847	.7091025	.6317365	-.7178201	-.0388722	-1.813418	-.7304482	-.4128896	-.5741128	.8360962	.5513477	.737304	.2070927	-.9084579	-.0253222	1.366707	.6824579	-.4727891	-.852495	-1.008673	-.3086658	-.3086658	.4586791	.9674216	-1.807354	-.5595922
InsH2Bfabp_CD15_09dpf_VAST02_plate02_SSR1_201209_A05	201209	2	NJ520	insH2Bfabp	CD15	SSR1	1	0	0	2	1	9	1	1	2	11.291408	3.3349008	1.3477614	1.2590952	3.3514888	1	42	91	502913	7083	6371	12013	3821	71	5.612e+09	1	4275493	165510	153	272	149	130	116	571816	8639	6348.3877	6003.1095	5.48e+07	-566.9233	-2.00e+07	0	3997.444	956941.5	1359074	39_SSR1	1	2	2	6.583333	2	1	5	.1986715	.1585597	.363093	0	.4055961	.9908903	-.4055961	.0973095	-.3365792	-.0583267	-.7690553	0	-.0778033	-.305888	-.3572158	-.2070927	-.6868337	.9674216	1.508944	.9277537	1.144237	1.144237	.3353332	.3894143	.3622413	.5302197	.9674216	.5894558	-.8894945	.8166274
InsH2Bfabp_CD15_09dpf_VAST02_plate01_SSR1_201209_E04	201209	1	NJ454	insH2Bfabp	CD15	SSR1	1	0	0	2	1	9	.9876242	1	2	7.3496001	1.6334208	1.8392979	.8847696	3.1956056	1	25	25															141	412215	11049	4357.8386	3957.7687	4.81e+07	-172.1282	1.92e+07	43	3778.573	808108.2	1101603	39_SSR1	1	2	1	2.05	2	1	5	-.6806974	-1.246452	-1.126763	-1.440923	-.9569694	.5244005	-1.633508	-1.720887	-.4200915	-.5741128	.3884616	-1.150349	-1.346025	.1955515	.2754823	-.5447325	.6380556													
InsH2Bfabp_CD15_09dpf_VAST02_plate01_SSR1_201209_H03	201209	1	NJ449	insH2Bfabp	CD15	SSR1	1	0	0	2	1	9	1	1	2	13.696176	3.1307232	1.6807377	.7146216	2.8838392	1	20	20															87	605256	7280	6068.6953	5483.1166	4.42e+07	-240.1827	-1.90e+07	75	3881.432	879780.9	1304254	39_SSR1	1	3	1	1.616667	3	1	5	-.1785797	-.5380375	.0790311	-.7057961	.3525718	-.2421091	-.5842456	-.1757821	-.8360962	-.8499573	.0485972	.737304	.1955515	-.7178201	-.5971794	-.737304	-.6622477													
InsH2Bfabp_CD15_09dpf_VAST02_plate01_SSR1_201209_H08	201209	1	NJ484	insH2Bfabp	CD15	SSR1	1	0	0	2	1	9	1	1	2	13.588607	2.6202792	1.8868659	1.5653616	3.507372	1	6	55	360987	6811	5545	13323	4488	53	5.115e+09	2	5699137	197253	140	306	196	134	163	626170	12928	5924.341	5521.453	7.66e+07	-429.2463	1.25e+07	66	4049.622	963207.1	1290901	39_SSR1	1	3	2	4.15	3	1	5	.4055961	.1785797	-.0394847	-.4055961	.5609918		.0790311	-.5066462	-.2553541	.8088444	.4521474	.7118422	.3989603	.5513477	.5971794	.3497018	.4343112	-.1014517	.2559625	.6824579	.5302197	.9674216	.7817808	.7817808	1.194396	1.247754	.2822162	1.008673	.6824579	1.008673
InsH2Bfabp_CD15_09dpf_VAST02_plate01_SSR1_201209_F02	201209	1	NJ440	insH2Bfabp	CD15	SSR1	1	0	0	2	1	9	0	0	1	11.329656	2.9946048	2.2039862	1.8375984	8.0279848	1	11	11	259105	6644	5107	5680	2227	39	1.485e+09	1	2995840	105237	117	239	198	87	27	573348	1858	4888.7158	4979.9763	9083234	-833.3832	-4.28e+07	0	3733.38	911961.1	1257494	39_SSR1	1	3	1	1.033333	3	1	5	-.838812	-.3420896	-.1986715	-1.126763	-.2188439	-1.027154	.7313475	-.2553541	1.136341	1.346025	.9218839	.0293788	-.0583267	-1.924727	-1.924727	-2.266227	-1.391538	-1.275817	-.5595922	.6198546	.1269375	-1.144237	-1.304923	-1.144237	-.6824579	-1.008673	-1.008673	-.1141853	.7478586	-1.470545
InsH2Bfabp_CD15_09dpf_VAST02_plate02_SSR1_201209_C04	201209	2	NJ514	insH2Bfabp	CD15	SSR1	1	0	0	2	1	9	1	1	2	11.667741	3.1307232	1.2684813	1.0549176	2.1823648	1	36	85	478029	6051	5063	17218	4976	79	8.074e+09	1	4979254	175322	161	250	209	114	68	602316	5456	6110.053	5543.9152	3.33e+07	-269.7304	-3.12e+07	68	3999.385	1018431	1392989	39_SSR1	1	3	2	6.25	3	1	5	.2391057	.7313475	.6078197	-.9569694	.8672103	-1.584661	-.0197385	-.1757821	-2.066729	-.3675909	-.9071243	.1177699	.1364407	-1.015059	-1.06512	-1.131577	-1.026433	1.399657	1.194396	.2559625	.0760316	2.166107	1.807354	1.096804	.852495	.8166274	1.335178	.0887345	.9474013	-.1269375
InsH2Bfabp_CD15_09dpf_VAST02_plate02_SSR1_201209_C01	201209	2	NJ495	insH2Bfabp	CD15	SSR1	1	0	0	2	1	9	1	1	2	11.291408	3.5050488	.8879369	1.4632728	5.1441456	1	17	66	407798	5035	4591	15667	4109	81	6.595e+09	2	4200856	159512	132	282	152	121	59	422128	4048	7006.5697	5304.8485	2.84e+07	905.5938	-3.08e+07	62	3904.161	851638.2	1178584	39_SSR1	1	3	2	4.95	3	1	5	-.1386031	-.8963259	-.7839476	-1.204629	-.7573856	-1.145085	-.2799348	.3365792	.3884616	.5513477	-1.924727	0	-1.100033	-1.213847	-1.299424	-1.250992	-.9622232	1.508944	.6508373	-.714776	-.4727891	1.4342	1.304923	.5012977	.3086658	.3622413	-.0887345	.7478586	-.6985257	.2690661
InsH2Bfabp_CD15_09dpf_VAST02_plate01_SSR1_201209_F05	201209	1	NJ461	insH2Bfabp	CD15	SSR1	1	0	0	2	1	9	.0118433	0	1	11.867502	3.5390784	1.2050572	1.4973024	4.4426712	1	32	32	289149	4252	4015	12998	5000	68	3.610e+09	1	4132110	154806	154	257	188	110	126	575830	9430	6563.1765	6143.9987	6.19e+07	-516.4442	-1.61e+07	18	3960.908	925464.2	1340173	39_SSR1	1	3	1	2.516667	3	1	5	.1386031	-.2188439	.2594662	-1.021354	-.4488452		.363093	.3780057	.1659236	.6323904	-1.118003	.1474048	0	-.0875522	-.1955515	.0685944	-.4998403	.8708457	-.2822162	-1.366707	-1.051717	.1781746	.7478586	1.144237	.152506	.2298841	1.008673	.2822162	.4446598	-.3622413
InsH2Bfabp_CD15_09dpf_VAST02_plate01_SSR1_201209_H05	201209	1	NJ463	insH2Bfabp	CD15	SSR1	1	0	0	2	1	9	1	1	2	12.620485	2.9265456	1.1892012	.4423848	2.6500144	1	34	34	197632	4706	5652	12703	3901	42	2.429e+09	1	2048208	85311	124	181	150	96	175	388714	13132	7114.1934	5977.3903	9.34e+07	228.877	1.91e+07	60	3646.344	791973.3	1124826	39_SSR1	1	3	1	2.616667	3	1	5	-1.290577	-1.387287	-.9569694	.2594662	-1.440923	-.9558848	-1.290577	-.326315	-1.136341	-1.277147	-1.174212	.4343112	-1.720887	.6929004	.6205683	.6868337	.6142313	-1.029957	-1.096804	-.852495	.6508373	-.5595922	.5595922	.4446598	-1.690622	-1.593219	-.6352697	-1.690622	-.8166274	-1.096804
InsH2Bfabp_CD15_09dpf_VAST02_plate01_SSR1_201209_C07	201209	1	NJ471	insH2Bfabp	CD15	SSR1	1	0	0	2	1	9	.7933387	1	2	11.544794	3.573108	1.5856016	1.8035688	2.2603064	1	42	42	707080	6932	5395	14701	4367	102	1.020e+10	1	7837740	290860	168	321	228	135	159	707654	13554	6297.9473	5773.1557	8.54e+07	-349.1839	1.57e+07	17	4183.574	1007260	1454433	39_SSR1	1	3	1	3.433333	3	1	5	1.021354	.6317365	.9886495	-.0592463	.7573856	-1.760867	-.2391057	.409503	-1.813418	1.255486	-.1856577	.0685944	.7954417	.5066462	.6929004	.5907506	.4998403	2.572352	2.572352	.7817808	.416878	2.572352	1.096804	.714776	2.572352	2.572352	1.690622	1.366707	1.593219	1.073987
InsH2Bfabp_CD15_09dpf_VAST02_plate02_SSR1_201209_E04	201209	2	NJ516	insH2Bfabp	CD15	SSR1	1	0	0	2	1	9	1	1	2	16.183742	3.3689304	1.5538896	1.1570064	3.2735472	1	38	87	374682	6043	6102	10253	3339	62	3.547e+09	1	3731413	148172	127	276	179	106	209	555880	14727	6147.7227	5129.6411	9.05e+07	251.0796	3.53e+07	2	3769.401	913247.1	1220050	39_SSR1	1	3	2	6.35	3	1	5	-.7313475	-.3005213	-.4271208	1.126763	.4379572		-.0592463	.1364407	-.3780057	-.1955515	-.2855879	1.341718	-.1955515	1.136341	.9071243	.6622477	1.209261	.5157048	.3894143	.2298841	.9674216	.0760316	-.0506606	-.1014517	-.1269375	0	-.4586791	.6198546	.1397103	-.5302197
InsH2Bfabp_CD15_09dpf_VAST02_plate01_SSR1_201209_C05	201209	1	NJ458	insH2Bfabp	CD15	SSR1	1	0	0	2	1	9	1	1	2	9.5009818	2.2799832	1.3160493	1.0889472	2.8058976	1	29	29	270867	5417	5388	8029	2738	50	2.071e+09	1	3152931	121330	127	250	153	107	44	558438	3331	6076.3864	5328.8164	2.02e+07	-52.54163	-3.95e+07	0	3864.44	1007126	1255371	39_SSR1	1	3	1	2.316667	3	1	5	-.363093	.6078197	-.2799348	.0790311	1.917944	-.065437	-.5153632	-.8499573	-.9218839	-.2855879	-.8360962	-.5334097	-.1757821	-1.507108	-1.641107	-1.503103	-1.295022	-.3353332	-.3622413	-.3086658	.3622413	-.852495	-.5894558	-.5894558	-.5012977	-.416878	-.4586791	.0887345	-.6352697	-.4869939
InsH2Bfabp_CD15_09dpf_VAST02_plate02_SSR1_201209_F01	201209	2	NJ498	insH2Bfabp	CD15	SSR1	1	0	0	2	1	9	1	1	2	13.925742	4.083552	1.7283057	1.7355096	6.7029776	1	20	69	372233	5556	5018	10544	3403	67	3.608e+09	1	4509451	171309	121	307	181	137	206	820791	15625	7392.902	6364.4113	1.16e+08	56.22897	3.25e+07	30	4051.41	1050192	1423330	39_SSR1	1	3	2	5.15	3	1	5	.4707836	.9569694	.7839476	1.164814	.4707836	1.874442	.0592463	.9830529	.656305	1.118003	.1856577	.763253	1.570585	1.06512	1.100033	1.131577	1.06018	.8166274	.3622413	-.2559625	0	.152506	.0506606	-.0379883	.5012977	.5894558	-.7817808	1.051717	.2429027	1.194396
InsH2Bfabp_CD15_09dpf_VAST02_plate01_SSR1_201209_F06	201209	1	NJ468	insH2Bfabp	CD15	SSR1	1	0	0	2	1	9	0	0	1	9.5009818	3.4710192	1.6965937	.5444736	2.6500144	1	39	39	306360	6383	5853	12043	3436	48	3.755e+09	1	2994430	116359	129	223	152	114	139	583926	11215	5890.193	5183.8421	6.61e+07	-69.66113	9588376	37	3777.366	1022543	1259932	39_SSR1	1	3	1	2.95	3	1	5	-.7057961	.7573856	-.1585597	2.263221	.8110746	-.5751093	-.838812	.2855879	-1.136341	-1.082411	.0973095	-.5334097	.0388722	.1364407	.2957227	.167232	.2271431	-.4446598	-.1781746	.4446598	.8894945	.2298841	.3622413	.0253222	-.714776	-.5595922	-.3487557	-.4446598	-.6985257	-.1269375
InsH2Bfabp_CD15_09dpf_VAST02_plate01_SSR1_201209_H09	201209	1	NJ492	insH2Bfabp	CD15	SSR1	1	0	0	2	1	9	0	0	1	7.3496001	2.4841608	1.6807377	1.0549176	2.8838392	1	14	63															150	348188	10943	6709.5848	5592.0076	7.34e+07	273.7145	7791791	0	3532.225	854449.4	1022857	39_SSR1	1	3	2	4.583333	3	1	5	-1.713535	-.8110746	-2.060298	.363093	.6317365	.5751093	-2.263221	-.6806009	-.8360962	-.3675909	.0485972	-1.150349	-2.662688	.3989603	.1955515	.2878814	.1276354													
InsH2Bfabp_CD15_09dpf_VAST02_plate01_SSR1_201209_F09	201209	1	NJ490	insH2Bfabp	CD15	SSR1	1	0	0	2	1	9	0	0	1	10.791811	1.70148	1.8075858	.9868584	5.066204	1	12	61															139	419708	11348	5031.8315	4268.7674	5.71e+07	139.1678	2.12e+07	14	3641.138	758925.8	1029601	39_SSR1	1	3	2	4.483333	3	1	5	-1.337369	-1.917944	-1.806334	-1.090278	-2.060298	.1092005	-1.562755	-1.570585	.3572158	-.473777	.316085	-.1474048	-1.213847	.1364407	.316085	-.1079158	.7118422													
InsH2Bfabp_CD15_09dpf_VAST02_plate02_SSR1_201209_C03	201209	2	NJ508	insH2Bfabp	CD15	SSR1	1	0	0	2	1	9	.9169668	1	2	12.044075	3.7092264	2.1881302	1.361184	3.6632552	1	30	79	403349	6836	5039	11446	3403	59	4.636e+09	3	4536807	163134	129	283	162	120	138	573585	11471	6228.3708	5311.4616	7.14e+07	119.6825	1.21e+07	16	3894.282	1081999	1283932	39_SSR1	1	3	2	5.716667	3	1	5	-.1585597	1.204629	-.0790311	.8672103	2.263221	.8891675	-1.387287	.5971794	-.1364407	.2453292	.822394	.1970991	-.0388722	.0973095	.3572158	.2271431	.3916559	.2690661	.5894558	.714776	.0253222	.7478586	.2559625	-.0379883	.5595922	.416878	-.3487557	.7817808	-.3086658	.152506
InsH2Bfabp_CD15_09dpf_VAST02_plate01_SSR1_201209_F07	201209	1	NJ474	insH2Bfabp	CD15	SSR1	1	0	0	2	1	9	.9488404	1	2	8.425291	2.3480424	1.982002	.5785032	3.117664	1	45	45	465951	7168	6006	16109	5593	65	7.388e+09	1	4804471	164722	158	261	172	125	95	620188	6561	5978.9808	5219.5798	3.92e+07	-22.55189	-1.80e+07	19	3832.412	945008.6	1277248	39_SSR1	1	3	1	3.583333	3	1	5	-.4707836	.0592463	-.0988469	.8963259	1.440923	.2872603	.3212361	-.7690553	-.5177236	-1.015059	.5513477	-.6868337	.2957227	-.6088322	-.7690553	-.9622232	-.6142313	.714776	1.144237	.9878373	.9277537	1.955661	1.4342	1.955661	.7817808	.5012977	1.144237	.3353332	-.1269375	.5302197
InsH2Bfabp_CD15_09dpf_VAST02_plate01_SSR1_201209_C04	201209	1	NJ452	insH2Bfabp	CD15	SSR1	1	0	0	2	1	9	.9503095	1	2	7.8874455	2.5862496	1.7758738	1.2590952	2.4941312	1	23	23	324891	5326	4924	12777	4716	61	4.059e+09	2	4331002	163461	151	312	168	111	202	566905	15577	7038.185	6007.5848	1.10e+08	117.6549	3.47e+07	12	3765.024	831764.8	1189067	39_SSR1	1	3	1	1.95	3	1	5	-.7573856	-1.05519	-.6560203	-1.290577	-.6806974	-1.188129	-.363093	-.5513477	-1.370462	-.0583267	.2553541	-.9165567	-.1168527	1.031459	1.06512	1.026433	1.169537	.4031081	-.1269375	-.416878	-.1781746	.3894143	.5894558	.8894945	.3894143	.4446598	.8708457	1.144237	-.2298841	-.2690661
