filename	date	plate	index	line	diet	Exp	overfeeding	cholesterol	glucose	VAST	Imaged	age	glo1_nwt	glo1_dich	qRNA	protein	ldl	gluc	tc	tg	Anders_batch	pos_bio	Löpnr	Volume	CellVolume_Av	CellVolume_Stdev	CellInt_Av	CellInt_Stdev	NrCells	CellInt_Tot	isletNr	IV	ISA	IED	IPAL1	IPAL2	IPAL3	LiverLipN	LiverArea	LiverLipArea	LiverLipInt_Av	LiverLipIntBG	LiverLipInt_Tot	LiverLipInt_Av_Res	LiverLipInt_Tot_Res	vld_area	length	dorsal_area	lateral_area	file	batch	tank	batch_bio	tod	tank_n	batch_n	nr_tanks	intlength	intdorsal_area	intlateral_area	intangle	inteye_area	intcurvature	intpig_dorsal_tail	intldl	inttg	inttc	intgluc	intprotein	intLiverArea	intLiverLipN	intLiverLipArea	intLiverLipInt_Tot	intLiverLipInt_Tot_Res	intNrCells	intVolume	intCellVolume_Av	intCellVolume_Stdev	intCellInt_Tot	intCellInt_Av	intCellInt_Stdev	intIV	intISA	intIED	intIPAL1	intIPAL2	intIPAL3
InsH2Bfabp_CD15_10dpf_VAST02_plate01_GLO1_200914_F04	200914	1	NC481	insH2Bfabp	CD15	GLO1	1	0	0	2	1	10	1	1	2	15.362132	.2722368	.57081658	.3062664	2.8838392	1	25	25															3	778259	336	2311.7649	2161.1764	776753	-105.3029	-1.21e+07	3	4354.5	1241270	1568335	9_GLO1	1	2	1	5.25	2	1	4	.5392076	.6971414	.4902859	.2421091	.9173212	-.6815943	-.6130807	-.2675282	-.1276354	-.3186394	.477772	-.473777	-.1304298	-.8654489	-.8315547	-1.545513	-.7835004													
InsH2Bfabp_CD15_10dpf_VAST02_plate02_GLO1_200914_D03	200914	2	NC530	insH2Bfabp	CD15	GLO1	1	0	0	2	1	10	.928142	1	2	15.688062	.3062664	.84036885	.4083552	3.507372	1	25	74	606894	6322	5435	9725	3163	96	6.015e+09	2	7807628	263454	156	351	220	152	9	848430	560	5079.9786	4132.9943	2844788	165.5503	-5.25e+07	10	4211.805	1201104	1504319	9_GLO1	1	2	2	9.883333	2	1	4	.0643168	.4972006	.1940281	.9220131	.2710861	-.5192254	-1.271531	-.1375134	.0293788	.3601299	1.534121	-.3989603	.4788077	-.6450915	-.6744897	-.9899016	-2.539185	1.477525	1.224058	.0145739	.0145739	1.522408	.4683492	.5011308	1.108973	1.435436	.5856072	1.288206	.6744897	1.322365
InsH2Bfabp_CD15_10dpf_VAST02_plate01_GLO1_200914_D03	200914	1	NC472	insH2Bfabp	CD15	GLO1	1	0	0	2	1	10	1	1	2							16	16	180968	5027	5287	8618	3087	36	1.289e+09	1	3257989	107354	144	245	139	108	139	708744	9636	2276.2954	2045.2361	2.19e+07	6.069086	1.16e+07	23	4270.443	1059793	1455899	9_GLO1	1	2	1	4.583333	2	1	4	.1940281	-.1437292	-.0428615	-.1974463	-.6412388	-.181652	-1.503371						-.7351237	.7044829	.5600113	.0696849	.7461852	-1.622711	-1.622711	-.9596939	-.1315391	-1.435436	.1610005	.3727933	-1.224058	-1.435436	-.0875522	-.7115489	-1.522408	-1.136341
InsH2Bfabp_CD15_10dpf_VAST02_plate01_GLO1_200914_F05	200914	1	NC487	insH2Bfabp	CD15	GLO1	1	0	0	2	1	10	1	1	2	13.847474	.170148	.45982446	.3062664	3.6632552	1	31	31	324219	6004	4694	10988	4000	54	3.700e+09	1	4072822	143152	124	309	181	105	159	727934	12800	5160.53	4106.0698	6.61e+07	280.2024	1.13e+07	49	4213.456	1102425	1415644	9_GLO1	1	2	1	6.1	2	1	4	.0858019	0	-.1505358	-.1311557	.0643168	-.1587398	-.2694146	-1.250992	.1079158	-.3186394	.0784124	-.7821805	-.5055002	.9182451	1.012455	1.914506	.7098812	-.568394	-.6744897	-.2805315	-.568394	.1315391	.9596939	1.164587	-.6744897	-.7496121	-.9830529	.5344601	-.4200915	-1.224058
InsH2Bfabp_CD15_10dpf_VAST02_plate01_GLO1_200914_D07	200914	1	NC498	insH2Bfabp	CD15	GLO1	1	0	0	2	1	10	1	1	2	16.119461	.2041776	.61838462	.4083552	3.0397224	1	42	42	520612	7888	6269	13354	4027	66	6.886e+09	2	5821598	201949	163	274	190	138	163	884362	11501	5222.5946	4497.3528	6.01e+07	-153.3034	-3145361	40	4142.235	1098463	1499818	9_GLO1	1	2	1	7.366667	2	1	4	-.0214258	-.0238749	.1289011	.6813467	-.6151411	1.312981	-.9440722	-.8727259	-.0587829	.3601299	.7118422	-.2453292	.9003679	.9737339	.7985898	1.763728	.0417893	.0145739	.5344601	1.224058	.9144792	2.109706	1.522408	1.224058	.1315391	.1906023	.7496121	0	-.1757821	.3572158
InsH2Bfabp_CD15_10dpf_VAST02_plate01_GLO1_200914_B04	200914	1	NC478	insH2Bfabp	CD15	GLO1	1	0	0	2	1	10	1	1	2	15.235911	.340296	.3012643	.3062664	1.94854	1	22	22	580943	9221	7926	8364	2946	63	4.629e+09	2	7514730	248384	171	264	237	152	185	770580	14701	2879.4963	2537.3827	4.23e+07	-14.04686	2.14e+07	0	4350.563	1192760	1587999	9_GLO1	1	2	1	5.016667	2	1	4	.4902859	.4176672	.5641537	-.1531742	.4662653	-.3695582	1.134375	-.0293788	-.5907506	-.3186394	-.8031726	-.5177236	-.1782959	1.470193	1.234595	.7835004	1.136959	-.1757821	1.006961	2.109706	2.109706	.8710608	.0145739	.1610005	1.056592	1.006961	.9596939	-.3109825	1.136341	1.322365
InsH2Bfabp_CD15_10dpf_VAST02_plate01_GLO1_200914_H02	200914	1	NC468	insH2Bfabp	CD15	GLO1	1	0	0	2	1	10	1	1	2	6.4004071	.0680592	.38054438	.2041776	1.4029488	1	12	12	472432	4973	4652	6656	2144	95	3.275e+09	2	4681219	173019	152	272	200	111	57	638290	4192	2056.0988	1787.8119	8619166	111.9072	3806368	7				9_GLO1	1	2	1	4.283333	2	1	4								-2.266227	-.8871465	-.8444151	-.4128896	-2.269206	-1.286946	-.0591531	-.2023762	-.7461852	.2967378	1.358142	.3727933	-1.056592	-.6744897	-.1610005	-.5344601	-.7887937	-.2503385	-.2503385	.3417246	-.0437342	.0437342	-1.056592
InsH2Bfabp_CD15_10dpf_VAST02_plate01_GLO1_200914_F02	200914	1	NC467	insH2Bfabp	CD15	GLO1	1	0	0	2	1	10	1	1	2	13.342588	.2382072	.47568048	.2722368	3.0397224	1	11	11	263961	5616	4998	9222	3118	47	2.300e+09	1	3934541	124913	130	233	142	127									5	3764.059	931086.8	1264627	9_GLO1	1	2	1	4.183333	2	1	4	-.8084989	-.8247319	-.6677808	-.9220131	-.8694237	.6256698	-.5091894	-.5221549	-.0587829	-.4998403	.1177699	-.878182						-1.108973	-1.006961	-.5344601	-.2805315	-.8710608	.2805315	.404226	-.9144792	-1.056592	-.7496121	-1.108973	-1.358142	-.3884616
InsH2Bfabp_CD15_10dpf_VAST02_plate01_GLO1_200914_H05	200914	1	NC489	insH2Bfabp	CD15	GLO1	1	0	0	2	1	10	1	1	2	18.012783	.340296	.42811243	.4764144	3.507372	1	33	33	399948	6060	5825	5626	2263	66	2.304e+09	2	5259235	151530	143	256	198	101									25	4687.262	1421461	1823997	9_GLO1	1	2	1	6.25	2	1	4	2.629661	1.980752	2.629661	.1974463	1.291353	-.0904521	1.752744	-.0293788	.0293788	.7502154	-.0784124	.1462539						.0145739	-.1906023	-.2203721	.4360634	-.8292257	-1.288206	-.5344601	-.0729317	-.5344601	-.1757821	-.4360634	-.0437342	-1.288206
InsH2Bfabp_CD15_10dpf_VAST02_plate01_GLO1_200914_F07	200914	1	NC500	insH2Bfabp	CD15	GLO1	1	0	0	2	1	10	1	1	2	11.954152	.340296	.28540829	.1361184	1.6367736	1	44	44	363429	5679	4945	11914	3930	64	4.532e+09	1	4435791	186138	144	240	200	156									4	3914.089	1005436	1303536	9_GLO1	1	2	1	7.616667	2	1	4	-.3271033	-.3917566	-.4902859	-.7374157	-1.002216	.9319713	.0221844	-.0293788	-.7502154	-1.417797	-.9315628	-1.136341						-.1021915	-.5011308	-.4683492	-.3727933	.8292257	1.224058	1.108973	-.568394	-.0437342	-.0875522	-.8925596	.0437342	1.522408
InsH2Bfabp_CD15_10dpf_VAST02_plate01_GLO1_200914_D09	200914	1	NC511	insH2Bfabp	CD15	GLO1	1	0	0	2	1	10	1	1	2	13.973696	.2041776	.36468837	.2041776	1.558832	1	6	55															125	610290	9271	3799.572	3197.0118	3.52e+07	70.59084	41126.99	0	3727.166	930189.5	1213351	9_GLO1	1	2	2	8.433333	2	1	4	-.9337607	-.8587541	-.9337607	-1.104064	-.3726597	.864365	-.5603786	-.8727259	-.7897265	-.8444151	-.5447325	-.7431938	-1.470193	.6162404	.5055002	.5729675	.2104284													
InsH2Bfabp_CD15_10dpf_VAST02_plate02_GLO1_200914_B03	200914	2	NC528	insH2Bfabp	CD15	GLO1	1	0	0	2	1	10	.9802533	1	2	17.798715	.510444	.60252861	.4764144	3.0397224	1	23	72															139	799124	12720	3190.2981	2769.9946	4.06e+07	2.145712	1.46e+07	14	4339.35	1265001	1632022	9_GLO1	1	2	2	9.733334	2	1	4	.3957253	1.00627	.9337607	1.760867	.72234		.4840948	.7118422	-.0587829	.7502154	.6380556	.0194324	.0591531	.7044829	.9364207	.7098812	.8616341													
InsH2Bfabp_CD15_10dpf_VAST02_plate02_GLO1_200914_F02	200914	2	NC526	insH2Bfabp	CD15	GLO1	1	0	0	2	1	10	1	1	2	9.8251362	.1020888	.63424064	.3062664	2.4941312	1	21	70																							0	3884.514	882502.4	1144370	9_GLO1	1	2	2	9.6	2	1	4	-.4190034	-1.337828	-1.342336	-.4029887	-.5392076		-1.43797	-1.809892	-.3393116	-.3186394	.7764218	-1.720887																		
InsH2Bfabp_CD15_10dpf_VAST02_plate01_GLO1_200914_H01	200914	1	NC463	insH2Bfabp	CD15	GLO1	1	0	0	2	1	10	1	1	2	17.886562	.2382072	.26955227	.2041776	.3117664	1	7	7	467473	6317	5909	10962	3302	74	4.973e+09	2	5618616	204640	145	269	240	137	96	777364	7841	2038.1705	1860.7031	1.60e+07	1.660288	9597504	34	4384.258	1196379	1519616	9_GLO1	1	2	1	3.75	2	1	4	.7504371	.4703636	.2378908	.6273425	.7504371	.8004961	-.1111411	-.5221549	-1.921351	-.8444151	-1.06018	.0583267	-.1543186	.3751523	.3751523	-.2104284	.5729675	.2503385	.3417246	-.0145739	.5011308	1.006961	.9144792	.6383348	.0145739	.2805315	.0145739	-.1757821	1.288206	.2805315
InsH2Bfabp_CD15_10dpf_VAST02_plate01_GLO1_200914_B03	200914	1	NC470	insH2Bfabp	CD15	GLO1	1	0	0	2	1	10	1	1	2	14.983468	.170148	.3964004	.2722368	2.5720728	1	14	14	370961	6081	6086	9449	2994	61	3.584e+09	1	4776102	149074	167	239	163	143	87	782798	6785	3181.7052	2478.3372	2.16e+07	362.9448	1892464	14	4353.538	1132841	1498502	9_GLO1	1	2	1	4.45	2	1	4	.5145928	.1437292	.1073266	1.233495	-.2822162	.2046599	.5091894	-1.250992	-.2675282	-.4998403	-.2573935	-.5741128	-.0828608	.3248653	.2265744	.0417893	.2677537	-.2654048	-.4360634	-.1906023	.7496121	.0437342	.3417246	.2805315	-.1906023	-.6383348	.8710608	-.9596939	-.8710608	.6383348
InsH2Bfabp_CD15_10dpf_VAST02_plate02_GLO1_200914_D01	200914	2	NC519	insH2Bfabp	CD15	GLO1	1	0	0	2	1	10	1	1	2	15.805321	.2382072	.65009666	.340296	1.7926568	1	14	63	372379	5476	4465	12715	4182	68	4.801e+09	1	4744647	176316	139	251	197	129									19	3921.693	1029855	1357369	9_GLO1	1	2	2	9.05	2	1	4	-.304583	-.2410404	-.3271033	.8261912	-.0214258	.4431494	-1.053667	-.5221549	-.6992833	-.1276354	.8305109	-.3572158						.1315391	-.404226	-.6744897	-.8710608	.9596939	1.358142	1.288206	-.2203721	-.2203721	-.3572158	-.568394	-.0729317	-.2353289
InsH2Bfabp_CD15_10dpf_VAST02_plate01_GLO1_200914_B01	200914	1	NC457	insH2Bfabp	CD15	GLO1	1	0	0	2	1	10	1	1	2	17.886562	.1020888	.53910454	.2722368	2.338248	1	1	1															74	735674	5312	2595.6212	2485.9611	1.38e+07	-232.7952	-6071783	2	3799.062	952141.4	1310699	9_GLO1	1	2	1	3.3	2	1	4	-.6677808	-.7593904	-.4425108	-.379458	-.8385722	1.36845	-1.57592	-1.809892	-.3916559	-.4998403	.3497018	.0583267	-.426407	.118514	.0354786	-.3259735	-.2677537													
InsH2Bfabp_CD15_10dpf_VAST02_plate01_GLO1_200914_H03	200914	1	NC476	insH2Bfabp	CD15	GLO1	1	0	0	2	1	10	1	1	2	13.847474	.3062664	.19027219	.2382072	1.8705984	1	20	20	353750	7219	5367	12166	3409	49	4.002e+09	1	3334974	132921	119	221	180	118	168	717596	11853	2588.6685	2357.1404	3.07e+07	-76.59301	1.36e+07	29	4082.074	1066686	1384495	9_GLO1	1	2	1	4.85	2	1	4	-.1505358	-.1196481	-.1940281	-.1752674	-.4190034	.6815943	.4347873	-.1375134	-.6622477	-.6622477	-1.921351	-.7821805	-.6162404	1.138967	.9003679	.3554904	.8219399	-.8499573	-.5344601	.6744897	-.0145739	.3109825	1.288206	.7887937	-1.108973	-.9596939	-1.108973	-1.224058	-.4846749	-.8292257
InsH2Bfabp_CD15_10dpf_VAST02_plate01_GLO1_200914_D06	200914	1	NC491	insH2Bfabp	CD15	GLO1	1	0	0	2	1	10	1	1	2	16.624347	.2722368	.58667259	.3743256	2.0264816	1	35	35	453620	5600	4953	14641	4386	81	6.615e+09	2	7157975	208711	141	331	275	125	0	966805	0		2788.3071				8	4291.828	1117289	1480542	9_GLO1	1	2	1	6.433333	2	1	4	.304583	.1196481	.0428615	.5244005	-.6948019	1.08194	.9099823	-.2675282	-.4998403	.1079158	.5675913	-.1168527	1.403804	-1.436207	-1.436207			.6744897	.1906023	-.568394	-.326315	1.742647	1.894644	1.622711	.8292257	.3417246	-.2957227	.9144792	2.52324	-.5344601
InsH2Bfabp_CD15_10dpf_VAST02_plate01_GLO1_200914_B07	200914	1	NC496	insH2Bfabp	CD15	GLO1	1	0	0	2	1	10	1	1	2	21.420763	.170148	.53910454	.3743256	4.1309048	1	40	40	364395	4237	3850	5882	2148	86	2.051e+09	1	6368641	192705	162	303	228	121									0				9_GLO1	1	2	1	7.133333	2	1	4								-1.250992	.167232	.1079158	.3497018	.6929004						1.031459	-.4683492	-1.358142	-1.522408	-.9596939	-1.006961	-.7496121	.404226	.0729317	.7115489	.4683492	.8499573	-.7115489
InsH2Bfabp_CD15_10dpf_VAST02_plate01_GLO1_200914_D04	200914	1	NC480	insH2Bfabp	CD15	GLO1	1	0	0	2	1	10	1	1	2	10.691937	.2041776	.53910454	.2722368	1.94854	1	24	24	438906	8778	7523	13561	4920	50	5.443e+09	2	4583255	168357	137	358	140	123	139	687810	10449	3498.3596	3046.105	3.66e+07	-39.49418	4622086	1	3836.325	987013.3	1366013	9_GLO1	1	2	1	5.15	2	1	4	-.5392076	-.5244005	-.2599896	.379458	-.8084989	1.004131	-.782998	-.8727259	-.5907506	-.4998403	.3497018	-1.299424	-1.012455	.7044829	.6744897	.6399237	.3853205	-.7115489	.0437342	1.622711	1.742647	1.224058	1.622711	1.742647	-.404226	-.3417246	-.5344601	1.435436	-1.435436	-.6744897
InsH2Bfabp_CD15_10dpf_VAST02_plate01_GLO1_200914_H08	200914	1	NC508	insH2Bfabp	CD15	GLO1	1	0	0	2	1	10	.8563969	1	2	18.896333	.3743256	.52324853	.4764144	1.7926568	1	3	52															0	879861	0		1929.2881				0	4579.565	1304254	1663335	9_GLO1	1	2	2	8.216666	2	1	4	1.593219	1.13317	1.243523	-.6813467	.5145928	.297918	.6130807	.1276354	-.6992833	.7502154	.2776904	.305888	.7985898	-1.436207	-1.436207															
InsH2Bfabp_CD15_10dpf_VAST02_plate01_GLO1_200914_B02	200914	1	NC464	insH2Bfabp	CD15	GLO1	1	0	0	2	1	10	1	1	2	16.119461	.3743256	.3012643	.3743256	.2338248	1	8	8															75	826948	5697	1829.4739	1561.5049	1.04e+07	171.9063	1.05e+07	12	4308.543	1188543	1591065	9_GLO1	1	2	1	3.85	2	1	4	.3271033	.3661064	.6151411	.2197229	-.1505358		.2464812	.1276354	-2.417559	.1079158	-.8031726	-.2453292	.250906	.1543186	.1543186	-.5729675	.6744897													
InsH2Bfabp_CD15_10dpf_VAST02_plate02_GLO1_200914_D02	200914	2	NC524	insH2Bfabp	CD15	GLO1	1	0	0	2	1	10	1	1	2	24.013417	.3062664	1.3001933	.4083552	6.5470944	1	19	68	628401	6478	5651	5715	1808	97	3.586e+09	1	8992240	242600	208	367	209	150									0				9_GLO1	1	2	2	9.458334	2	1	4								-.1375134	.3083546	.3601299	2.660068	1.031459						1.622711	1.435436	.1315391	.2203721	.0729317	-1.108973	-1.164587	1.435436	.9144792	1.894644	1.622711	.2654048	1.136341
InsH2Bfabp_CD15_10dpf_VAST02_plate01_GLO1_200914_B06	200914	1	NC490	insH2Bfabp	CD15	GLO1	1	0	0	2	1	10	1	1	2	20.789656	.4764144	.68180869	.4764144	4.9103208	1	34	34	477796	6287	5752	7547	2535	76	3.559e+09	1	5696125	203582	155	265	212	138									66	4634.305	1409617	1744833	9_GLO1	1	2	1	6.333333	2	1	4	1.882051	1.833915	1.882051	1.064822	1.521218	-.297918	.9440722	.5791321	.2878814	.7502154	1.00999	.6205683						.326315	.404226	-.0729317	.3727933	.0145739	-.2805315	-.2203721	.0729317	.2203721	.4846749	-.2805315	.4200915	.3572158
InsH2Bfabp_CD15_10dpf_VAST02_plate02_GLO1_200914_B01	200914	2	NC517	insH2Bfabp	CD15	GLO1	1	0	0	2	1	10	1	1	2	17.915974	.4764144	.38054438	.2382072	1.169124	1	12	61	327874	7128	5345	8922	3131	46	2.779e+09	1	4041767	154875	147	217	158	144	118	700538	8286	3617.3103	2982.0036	3.00e+07	160.6427	-577690.7	6	4308.979	1242855	1640666	9_GLO1	1	2	2	8.916667	2	1	4	.3497908	.7916386	1.002216	.1531742	.1073266	.2743915	-.3157235	.5791321	-1.043158	-.6622477	-.4128896	.0973095	-.8654489	.5600113	.426407	.2967378	.1820346	-1.224058	-.6383348	.568394	-.0729317	-.568394	.1906023	.4360634	-.7496121	-.404226	.1315391	-1.288206	-1.108973	.7304482
InsH2Bfabp_CD15_10dpf_VAST02_plate01_GLO1_200914_D08	200914	1	NC505	insH2Bfabp	CD15	GLO1	1	0	0	2	1	10	1	1	2	9.9346085	.1361184	.41225642	.2382072	1.6367736	1	49	49	490095	5905	4778	8192	2670	83	4.240e+09	1	5947431	249351	166	274	226	136	0	784636	0		2615.0173				31	4385.792	1213755	1559438	9_GLO1	1	2	1	7.983333	2	1	4	.7791397	.5244005	.4190034	1.584661	.3726597	1.042247	-.2464812	-1.566689	-.7502154	-.6622477	-.167232	-1.604849	-.0591531	-1.436207	-1.436207			.9144792	.4683492	-.3417246	-.4360634	.5344601	-.0583267	-.1315391	.1610005	1.056592	.8088444	0	.7887937	.1757821
InsH2Bfabp_CD15_10dpf_VAST02_plate01_GLO1_200914_F09	200914	1	NC513	insH2Bfabp	CD15	GLO1	1	0	0	2	1	10	1	1	2	15.740797	.1361184	.23784024	.0680592	1.2470656	1	8	57	245762	3964	3860	6376	2423	62	1.607e+09	1	4554699	144966	142	242	234	99	178	762360	15542	3235.5605	2811.597	5.03e+07	-5.282466	2.34e+07	0	4363.536	1251513	1588612	9_GLO1	1	2	2	8.566667	2	1	4	.6151411	.8938006	.5894558	1.874442	.0428615		.9792963	-1.566689	-.9778975	-2.153875	-1.391538	-.3780057	-.250906	1.234595	1.403804	1.250516	1.250516	-.2203721	-1.164587	-1.742647	-1.435436	-1.164587	-.6744897	-.3572158	-.4683492	-.7115489	-.2353289	-.7887937	.9368471	-1.358142
InsH2Bfabp_CD15_10dpf_VAST02_plate01_GLO1_200914_F01	200914	1	NC461	insH2Bfabp	CD15	GLO1	1	0	0	2	1	10	1	1	2	18.770112	.170148	.52324853	.4423848	4.3647296	1	5	5															104	874433	7343	2252.6153	1875.4356	1.65e+07	197.4459	9839639	4				9_GLO1	1	2	1	3.616667	2	1	4								-1.250992	.2070927	.5561256	.2776904	.2754823	.7044829	.426407	.3000344	-.1537869	.6399237													
InsH2Bfabp_CD15_10dpf_VAST02_plate01_GLO1_200914_B08	200914	1	NC503	insH2Bfabp	CD15	GLO1	1	0	0	2	1	10	1	1	2	20.28477	.2041776	.58667259	.3062664	.3117664	1	47	47															0	695758	0		2406.475				0				9_GLO1	1	2	1	7.85	2	1	4								-.8727259	-1.921351	-.3186394	.5675913	.4956306	-.9737339	-1.436207	-1.436207															
InsH2Bfabp_CD15_10dpf_VAST02_plate01_GLO1_200914_D01	200914	1	NC459	insH2Bfabp	CD15	GLO1	1	0	0	2	1	10	1	1	2	10.187051	.2722368	0	.1361184	.389708	1	3	3															5	852100	224	1973.3125	1777.8415	442022	41.74863	-4155889	18	4388.997	1233927	1626878	9_GLO1	1	2	1	3.483333	2	1	4	.8084989	.6374841	.8694237	.0872978	.0214258	-.7697614	.6675439	-.2675282	-1.534121	-1.417797	-2.660068	-1.395747	.5055002	-.7985898	-.8654489	-1.644854	-.0696849													
InsH2Bfabp_CD15_10dpf_VAST02_plate01_GLO1_200914_F03	200914	1	NC474	insH2Bfabp	CD15	GLO1	1	0	0	2	1	10	1	1	2	11.827931	.2382072	.25369626	.2041776	.4676496	1	18	18	530731	8041	6650	7871	2992	66	3.962e+09	1	6221972	208681	144	337	209	131	190	837536	14011	2439.3459	2111.7721	3.42e+07	84.85004	2.24e+07	66	4342.337	1193986	1564821	9_GLO1	1	2	1	4.716667	2	1	4	.4190034	.4438613	.4662653	.3561355	.4190034	-.8004961	.0443797	-.5221549	-1.318011	-.8444151	-1.229859	-1.174212	.3498982	1.626828	1.185426	.4770404	1.191816	.0145739	.6029956	1.288206	1.224058	.2503385	-.1315391	.2503385	.3109825	.3109825	-.0875522	1.108973	.2654048	-.0875522
InsH2Bfabp_CD15_11dpf_VAST02_plate02_GLO1_200915_E01	200915	2	NC601	insH2Bfabp	CD15	GLO1	1	0	0	2	1	11	0	0	1	20.026627	.2382072	.74523275	.4083552	4.2088464	1	47	145	698644	8520	6844	4274	1212	82	3.044e+09	2	11255893	260090	212	376	217	160	0	1251501	0		1873.431				0	4550.136	1423195	1728548	9_GLO1	1	3	3	8.716666	3	1	4	1.397068	2.18935	1.768825	2.623793	1.674578			-.5221549	.1871252	.3601299	1.209261	.441412	1.984772	-1.436207	-1.436207			.7887937	1.894644	1.522408	1.522408	-.3109825	-1.894644	-2.109706	2.52324	1.358142	2.109706	2.109706	.5513477	1.679661
InsH2Bfabp_CD15_11dpf_VAST02_plate01_GLO1_200915_G08	200915	1	NC588	insH2Bfabp	CD15	GLO1	1	0	0	2	1	11	0	0	1	26.325625	.8847696	.68180869	.680592	38.814917	1	34	132	434892	9060	6641	5977	1783	48	2.718e+09	2	4191533	151151	150	267	164	118	84	964159	7744	4231.2935	3549.9277	3.28e+07	55.33479	-1.00e+07	39	4615.638	1359971	1675373	9_GLO1	1	3	3	7.233333	3	1	4	1.768825	1.465234	1.342336	1.145085	1.342336	2.611712	1.57592	1.717228	.5447325	1.637325	1.00999	1.395747	1.286946	.3000344	.3498982	.4460577	-.5729675	-.9830529	-.0145739	1.894644	1.164587	-.6744897	-.8710608	-1.288206	-.6383348	-.568394	.2503385	-.2503385	-.7887937	-.8292257
InsH2Bfabp_CD15_11dpf_VAST02_plate01_GLO1_200915_A04	200915	1	NC554	insH2Bfabp	CD15	GLO1	1	0	0	2	1	11	1	1	2	18.066268	.4423848	.38054438	.5444736	34.294304	1	49	98	399300	5186	4744	8558	2543	77	3.439e+09	1	5640396	194342	146	245	214	150	80	696282	5856	3343.1342	3011.0232	1.96e+07	-150.2875	-1.16e+07	2	3808.068	1042102	1282871	9_GLO1	1	3	2	4.7	3	1	4	-.6412388	-.2165341	-.6412388	.1092005	.0858019	-1.858747	-1.177645	.4022501	.4128896	1.06018	-.4128896	.1757821	-.9364207	.2023762	.1782959	-.0417893	-.7098812	.4360634	-.2203721	-.8292257	-.5011308	-.0145739	.1315391	-.1906023	.0437342	.1021915	.0875522	-.7115489	.5011308	1.136341
InsH2Bfabp_CD15_11dpf_VAST02_plate01_GLO1_200915_C02	200915	1	NC541	insH2Bfabp	CD15	GLO1	1	0	0	2	1	11	0	0	1	17.642712	.2722368	.3964004	.3743256	41.776698	1	36	85															0	1339872	0		2003.8409				0	3635.064	1007993	1245696	9_GLO1	1	3	2	3.583333	3	1	4	-1.114751	-.3661064	-.7791397	-1.666308	-.3497908	.5984352	-.9792963	-.2675282	.8167654	.1079158	-.2573935	0	2.595914	-1.436207	-1.436207															
InsH2Bfabp_CD15_11dpf_VAST02_plate01_GLO1_200915_E08	200915	1	NC586	insH2Bfabp	CD15	GLO1	1	0	0	2	1	11	0	0	1	30.98475	.8167104	.91964893	.6465624	39.048742	1	32	130	256963	4355	4169	3566	1310	59	8.515e+08	3	4583500	139005	153	236	169	129	93	1024800	9220	3718.2692	3229.2395	3.43e+07	-51.52919	-1596855	15	4534.086		1667986	9_GLO1	1	3	3	7.1	3	1	4	1.342336		1.291353	1.281552	1.768825	-.1359107	.8769184	1.445073	.5675913	1.473468	1.921351	2.662688	1.626828	.3498982	.4788077	.5084881	.1256613	-.404226	-1.056592	-1.224058	-1.108973	-1.742647	-2.109706	-1.894644	-.3727933	-.8710608	.404226	-1.056592	-.7115489	-.2353289
InsH2Bfabp_CD15_11dpf_VAST02_plate01_GLO1_200915_C09	200915	1	NC592	insH2Bfabp	CD15	GLO1	1	0	0	2	1	11	0	0	1	26.431515	.2041776	.68180869	.510444	45.050245	1	38	136	456754	7027	5304	6853	2238	65	3.253e+09	2	6825656	209669	138	375	234	136	107	700564	8559	4394.7201	3838.1418	3.76e+07	-146.2696	-1.14e+07	0	4563.266		1701123	9_GLO1	1	3	3	7.516667	3	1	4	1.456338		1.521218	.4507442	1.882051	-1.494155	-.2924907	-.8727259	1.250992	.9165567	1.00999	1.449182	-.8315547	.4788077	.452452	.6744897	-.6744897	-.0437342	.2203721	.5011308	-.1021915	-.1906023	-.4360634	-.568394	.6383348	.3727933	-.4360634	1.894644	.9368471	.1757821
InsH2Bfabp_CD15_11dpf_VAST02_plate01_GLO1_200915_C03	200915	1	NC548	insH2Bfabp	CD15	GLO1	1	0	0	2	1	11	.0257281	0	1	15.524928	.4083552	.38054438	.4764144	29.539866	1	43	92																							0				9_GLO1	1	3	2	4.083333	3	1	4								.2675282	.3916559	.7502154	-.4128896	-.441412																		
InsH2Bfabp_CD15_11dpf_VAST02_plate02_GLO1_200915_C02	200915	2	NC606	insH2Bfabp	CD15	GLO1	1	0	0	2	1	11	0	0	1	20.847437	.2382072	.41225642	.4423848	3.4294304	1	3	150	552646	6740	5673	4903	1419	82	2.737e+09	3	9149239	296556	198	361	238	160									23				9_GLO1	1	3	4	9.066667	3	1	4								-.5221549	-.0097917	.5561256	-.167232	.6684036						.7887937	.6744897	.3109825	.2503385	-.6383348	-1.522408	-1.622711	1.622711	1.894644	1.742647	1.522408	1.224058	1.679661
