filename	date	plate	index	line	diet	Exp	overfeeding	cholesterol	glucose	VAST	Imaged	age	N05_nwt	N07_nwt	N08_nwt	tbc1d4_dich	qRNA	protein	ldl	gluc	tc	tg	Anders_batch	pos_bio	Löpnr	Volume	CellVolume_Av	CellVolume_Stdev	CellInt_Av	CellInt_Stdev	NrCells	CellInt_Tot	isletNr	IV	ISA	IED	IPAL1	IPAL2	IPAL3	LiverLipN	LiverArea	LiverLipArea	LiverLipInt_Av	LiverLipIntBG	LiverLipInt_Tot	LiverLipInt_Av_Res	LiverLipInt_Tot_Res	vld_area	length	dorsal_area	lateral_area	file	batch	tank	batch_bio	tod	tank_n	batch_n	nr_tanks	intlength	intdorsal_area	intlateral_area	intangle	inteye_area	intcurvature	intpig_dorsal_tail	intldl	inttg	inttc	intgluc	intprotein	intLiverArea	intLiverLipN	intLiverLipArea	intLiverLipInt_Tot	intLiverLipInt_Tot_Res	intNrCells	intVolume	intCellVolume_Av	intCellVolume_Stdev	intCellInt_Tot	intCellInt_Av	intCellInt_Stdev	intIV	intISA	intIED	intIPAL1	intIPAL2	intIPAL3
InsH2Bfabp_CD15_09dpf_VAST02_plate01_TBC1D4_200724_F07	200724	1	NB050	insH2Bfabp	CD15	TBC1D4	1	0	0	2	1	9	1	1	1	1	4	11.900536	.2041776	.47568048	.3743256	1.558832	1	1	50															189	530368	13520	45437.028	41268.83	6.14e+08	-881.9493	1.98e+07		3856.213	896828	1223923	2_TBC1D4	1	2	2	6.45	2	1	4	-.3501975	-.6933416	-.6193067	-.9275163	-.5141561	-.3501975	-1.338533	-1.19001	-.2699041	1.570585	1.275513	.3853205	-.8801318	.3690087	.2104284	.2888094	.2888094													
InsH2Bfabp_CD15_09dpf_VAST02_plate01_TBC1D4_200724_B05	200724	1	NB031	insH2Bfabp	CD15	TBC1D4	1	0	0	2	1	9	0	0	.0141249	0	1	9.0376961	.3062664	.22198422	.1361184	.3117664	1	31	31															229	1098596	18832	39923.726	30311.504	7.52e+08	3151.503	2.64e+08		3883.44	1029855	1370230	2_TBC1D4	1	2	1	5.266667	2	1	4	-.2564297	-.014921	-.0447762	-.3591108	-.1346898	-.6933416	.338562	-.0667151	-2.145475	.2503385	-1.523396	-.4614937	1.616156	.9375322	.773217	.8254945	.9375322													
InsH2Bfabp_CD15_10dpf_VAST02_plate02_TBC1D4_200803_F02	200803	2	NB123	insH2Bfabp	CD15	TBC1D4	1	0	0	2	1	10	1	.7402223	1	1	4	16.225026	.6125328	.76108877	.2382072	3.3514888	1	25	123															120	445340	10432	45608.785	39300.166	4.76e+08	1005.04	-9.97e+07		4168.956	1129790	1472557	2_TBC1D4	1	2	3	10.76667	2	1	4	.4803868	.4471567	.3501975	.0764961	-.0746714	.0746714	.2440025	1.614666	.872421	1.082411	1.933363	1.313873	-1.207414	-.0569997	-.1333212	.0950912	-.0189907													
InsH2Bfabp_CD15_09dpf_VAST02_plate01_TBC1D4_200724_B04	200724	1	NB023	insH2Bfabp	CD15	TBC1D4	1	0	0	2	1	9	0	.0172355	.0482918	0	1	12.891519	.4764144	.38054438	.1361184	2.1823648	1	23	23															286	753922	21696	32171.907	26637.089	6.98e+08	-1398.92	2.45e+08		4039.492	1105805	1479555	2_TBC1D4	1	2	1	4.816667	2	1	4	.0746714	.3501975	.4144133	-.4588506	.5141561	-.8544474	.7226751	.9533248	.3116334	.2503385	.6089566	.7098812	-.0569997	1.616156	1.382994	.5819415	.8801318													
InsH2Bfabp_CD15_10dpf_VAST02_plate01_TBC1D4_200803_F07	200803	1	NB094	insH2Bfabp	CD15	TBC1D4	1	0	0	2	1	10	.8815757	1	1	1	4	14.849836	.3743256	.96721698	.2041776	3.9750216	1	45	94	195913	5295	4652	12934	2711	37	2.395e+09	1	3459919	119846	123	235	193	105										4154.407	1129925	1527706	2_TBC1D4	1	2	2	8.45	2	1	4	.4144133	.4803868	.6193067	-.1379956	.5485223	-.3821084	-.045316	.2976668	1.482159	.8499573	2.554361	1.250516						1.281552	.9674216	.5244005	.9674216	.9674216	.5244005	.5244005	1.281552	1.281552	1.281552	0	1.281552	1.833915
InsH2Bfabp_CD15_09dpf_VAST02_plate01_TBC1D4_200724_F06	200724	1	NB043	insH2Bfabp	CD15	TBC1D4	1	0	0	2	1	9	.6311666	.8398626	1	1	4	9.0376961	.2722368	.41225642	.1361184	1.558832	1	43	43															31	668636	2512	54595.438	50693.241	1.37e+08	65.28424	-5.49e+08		3549.558	813102.8	1097879	2_TBC1D4	1	2	1	5.966667	2	1	4	-1.150349	-1.21023	-1.094332	-1.331797	-.8982587	-1.510357	-1.726056	-.4113021	-.2699041	.2503385	.9533248	-.4614937	-.4516583	-1.290233	-1.290233	-1.290233	-2.000424													
InsH2Bfabp_CD15_10dpf_VAST02_plate01_TBC1D4_200803_F01	200803	1	NB056	insH2Bfabp	CD15	TBC1D4	1	0	0	2	1	10	1	1	.8085451	1	4	4.38837	.340296	.3012643		1.169124	1	7	56															159	656510	14354	30720.341	25846.969	4.41e+08	-2162.081	-4111915		4421.683	1338363	1681489	2_TBC1D4	1	2	2	4.783333	2	1	4	.9915265	1.611169	1.274797	1.720366	1.422911	.7318081	2.095297	.0934678	-.5459412		-.2286397	-1.914506	-.5819415	.2888094	.3286447	-.1717471	.2494273													
InsH2Bfabp_CD15_09dpf_VAST02_plate01_TBC1D4_200724_D02	200724	1	NB011	insH2Bfabp	CD15	TBC1D4	1	0	0	2	1	9	.9437995	1	1	1	4	12.340973	.3062664	.28540829	.1020888	1.94854	1	11	11															67	494836	6426	54123.648	47934.209	3.48e+08	1997.347	-3.11e+08		4042.285	1006812	1383598	2_TBC1D4	1	2	1	4.033333	2	1	4	.1046335	-.1346898	.014921	1.195972	.2873955	-.8122178	.8459325	-.0667151	.1742078	-.0875522	-.47008	.5084881	-.9375322	-.9982012	-.773217	-.4099833	-.773217													
InsH2Bfabp_CD15_10dpf_VAST02_plate01_TBC1D4_200803_B04	200803	1	NB071	insH2Bfabp	CD15	TBC1D4	1	0	0	2	1	10	.0192844	.0748494	.0979473	0	1		.170148	.25369626		.389708	1	22	71	52979	5298	4352	18838	4748	10	9.927e+08	1	716187	27855	56	307	105	47	146	652116	10602	39546.87	37120.984	4.19e+08	-3158.227	-1.35e+08		3850.173	983185.1	1252604	2_TBC1D4	1	2	2	6.4	2	1	4	-.3821084	-.2873955	-.5485223	-.045869	-.1046335	.1648683	.4032736	-1.5674	-1.721797		-.9121265		-.6275435	.1333212	-.0950912	-.2494273	-.1717471	-.5244005	-.3406948	.7279133	.5244005	.167894	1.281552	1.833915	-.3406948	-.7279133	-.7279133	1.833915	-.9674216	-.167894
InsH2Bfabp_CD15_10dpf_VAST02_plate02_TBC1D4_200803_A05	200803	2	NB139	insH2Bfabp	CD15	TBC1D4	1	0	0	2	1	10	0	0	.0365429	0	1	11.278956	.4764144	.19027219	.0340296	4.1309048	1	41	139															92	699816	8512	52516.13	43615.375	4.47e+08	4152.686	-1.70e+08		4067.83	1082956	1416601	2_TBC1D4	1	2	3	11.9	2	1	4	.1648683	.3186394	.1648683	.3591108	.4471567	-.4144133	.8899477	.9533248	1.665843	-.7304482	-2.145475	.2533471	-.2494273	-.5819415	-.3286447	-.1333212	-.2494273													
InsH2Bfabp_CD15_09dpf_VAST02_plate01_TBC1D4_200724_D05	200724	1	NB033	insH2Bfabp	CD15	TBC1D4	1	0	0	2	1	9	0	.0325051	.0438861	0	1	11.239881	.510444	.38054438	.2722368	3.117664	1	33	33															289	920046	21608	45599.829	36063.841	9.85e+08	3815.786	4.41e+08		3733.63	1045288	1409229	2_TBC1D4	1	2	1	5.383333	2	1	4	-.6558747	.0447762	.1046335		.7318081	-1.422911		1.245996	.7786766	1.288206	.6089566	.2104284	.5819415	1.77585	1.290233	1.207414	1.382994													
InsH2Bfabp_CD15_10dpf_VAST02_plate02_TBC1D4_200803_D05	200803	2	NB142	insH2Bfabp	CD15	TBC1D4	1	0	0	2	1	10	0	0	.0421498	0	1	10.3912	.6465624	.33297634	.2041776	4.0529632	1	44	142																								4986.111	1547221	1921450	2_TBC1D4	1	2	3	12.08333	2	1	4	2.514955	2.514955	2.514955	.9755887	2.514955	1.731664	1.504199	1.783727	1.5674	.8499573	.1337288	.0696849																		
InsH2Bfabp_CD15_10dpf_VAST02_plate01_TBC1D4_200803_F02	200803	1	NB063	insH2Bfabp	CD15	TBC1D4	1	0	0	2	1	10	1	1	1	1	4	4.6499067	.2722368	.3012643	.1361184	.9352992	1	14	63																											2_TBC1D4	1	2	2	5.677778	2	1	4								-.4113021	-.8340455	.2503385	-.2286397	-1.701288																		
InsH2Bfabp_CD15_10dpf_VAST02_plate02_TBC1D4_200803_B05	200803	2	NB140	insH2Bfabp	CD15	TBC1D4	1	0	0	2	1	10	1	1	.7979038	1	4	8.9961542	.3062664	.38054438	.1020888	2.1044232	1	42	140																								3521.008	851114.8	1150755	2_TBC1D4	1	3	3	11.96667	3	1	4	-1.274797	-.8982587	-.8122178	-1.079224	-.5485223	1.041553	-1.504199	-.0667151	.2699041	-.0875522	.6089566	-.5084881																		
InsH2Bfabp_CD15_10dpf_VAST02_plate02_TBC1D4_200803_G05	200803	2	NB145	insH2Bfabp	CD15	TBC1D4	1	0	0	2	1	10	.7062123	1	1	1	4	12.03989	.680592	.36468837	.5785032	5.1441456	1	47	145															96	801288	8279	58253.029	60685.817	4.82e+08	-4983.325	-3.00e+08		3864.526	1003672	1365609	2_TBC1D4	1	3	3	12.28333	3	1	4	-.3186394	-.1951978	-.0746714	-.8814972	-.6558747	1.094332	-.4697212	1.933363	1.933363	2.52324	.4113021	.4460577	.1333212	-.4941332	-.4099833	.1333212	-.7229722													
InsH2Bfabp_CD15_10dpf_VAST02_plate01_TBC1D4_200803_D03	200803	1	NB066	insH2Bfabp	CD15	TBC1D4	1	0	0	2	1	10	.9666074	.9801846	.9865955	1	4	4.9114433	.340296	.38054438	.1020888	1.7147152	1	17	66															401	966308	37936	39545.519	32570.8	1.50e+09	804.8463	9.90e+08		4210.421	1210779	1576485	2_TBC1D4	1	3	2	5.933333	3	1	4	.5485223	.9915265	.8122178	-.1689275	1.150349	.0447762	1.338533	.0934678	-.1202876	-.0875522	.6089566	-1.545513	.9375322	2.428737	2.428737	2.428737	2.428737													
InsH2Bfabp_CD15_10dpf_VAST02_plate02_TBC1D4_200803_H04	200803	2	NB138	insH2Bfabp	CD15	TBC1D4	1	0	0	2	1	10	0	0	.0733012	0	1	9.5034435	.7826808	.33297634	.4083552	4.286788	1	40	138															24	892948	2225	36595.315	33787.341	8.14e+07	-3205.29	-4.41e+08		4593.945	1356861	1755853	2_TBC1D4	1	3	3	11.83333	3	1	4	1.510357	1.731664	1.884304	1.41001	1.731664	1.611169	2.51073	2.145475	1.783727	1.742647	.1337288	-.2677537	.4099833	-1.549706	-1.382994	-1.382994	-1.207414													
InsH2Bfabp_CD15_10dpf_VAST02_plate02_TBC1D4_200803_G03	200803	2	NB129	insH2Bfabp	CD15	TBC1D4	1	0	0	2	1	10	.910084	.9505919	1	1	4	11.278956	.4764144	.47568048	.170148	3.6632552	1	31	129															54	939430	4224	59891.405	60321.51	2.53e+08	-3027.541	-5.26e+08		4115.166	1044316	1350057	2_TBC1D4	1	3	3	11.21667	3	1	4	.3186394	.014921	-.1046335	.2946089	-.583549	.583549	-.2752391	.9533248	1.087999	.6029956	1.275513	.2533471	.7229722	-1.062786	-1.062786	-.773217	-1.48947													
InsH2Bfabp_CD15_10dpf_VAST02_plate01_TBC1D4_200803_G09	200803	1	NB111	insH2Bfabp	CD15	TBC1D4	1	0	0	2	1	10	0	0	.0613418	0	1	18.772886	.2382072	.3012643	0	1.0132408	1	13	111	87756	4875	3872	16099	3507	18	1.357e+09	1	2385308	73632	103	236	181	67	202	1040932	17739	44704.908	39740.343	7.93e+08	-282.3497	2.13e+08		4436.816	1199130	1602788	2_TBC1D4	1	3	3	9.55	3	1	4	1.041553	.8982587	1.041553	.8372732	.0746714	-.4471567	-.045316	-.8530763	-.7255982	-1.679661	-.2286397	1.593219	1.290233	.7229722	.6275435	.9375322	.8254945	0	.167894	.3406948	0	.3406948	.9674216	.9674216	.5244005	.3406948	.6229257	.167894	.9674216	.167894
InsH2Bfabp_CD15_10dpf_VAST02_plate01_TBC1D4_200803_C01	200803	1	NB053	insH2Bfabp	CD15	TBC1D4	1	0	0	2	1	10	0	0	.0352458	0	1	4.6499067	.2041776	.28540829		.6235328	1	4	53															274	904348	24250	46128.082	40188.122	1.12e+09	750.6897	5.35e+08		4336.614	1283035	1563954	2_TBC1D4	1	3	2	4.6	3	1	4	.7318081	1.21023	.7713894	1.873672	1.510357	1.422911	.2752391	-1.19001	-1.217526		-.47008	-1.701288	.4941332	1.48947	1.616156	1.616156	1.616156													
InsH2Bfabp_CD15_10dpf_VAST02_plate01_TBC1D4_200803_G08	200803	1	NB103	insH2Bfabp	CD15	TBC1D4	1	0	0	2	1	10	0	0	.0389333	0	1	13.542153	.4764144	.41225642	.2041776	2.8838392	1	5	103																											2_TBC1D4	1	3	3	9.016666	3	1	4								.9533248	.5000764	.8499573	.9533248	1.036433																		
InsH2Bfabp_CD15_10dpf_VAST02_plate01_TBC1D4_200803_C08	200803	1	NB099	insH2Bfabp	CD15	TBC1D4	1	0	0	2	1	10	1	1	1	1	4	9.7498713	.3743256	.3964004	.1020888	3.89708	1	1	99	31667	4524	4365	8149	1512	7	2.746e+08	1	587408	24836	48	297	129	41	198	1026064	19213	55148.52	49742.366	1.06e+09	1446.832	3.83e+08		4412.927	1162643	1538697	2_TBC1D4	1	3	3	8.766666	3	1	4	.9438661	.6933416	.6558747	.4930868	.2564297	2.514955	.6839988	.2976668	1.371521	-.0875522	.8340455	-.1820346	1.207414	.6275435	.8801318	1.48947	1.207414	-.9674216	-.7279133	-.167894	.7279133	-.5244005	-.3406948	-.9674216	-.9674216	-.9674216	-.9674216	1.281552	-.3406948	-.8416212
InsH2Bfabp_CD15_10dpf_VAST02_plate01_TBC1D4_200803_C04	200803	1	NB072	insH2Bfabp	CD15	TBC1D4	1	0	0	2	1	10	.0084846	.0776029	.094347	0	1		.1020888	.31712032		.389708	1	23	72																								4141.122	1153806	1557673	2_TBC1D4	1	3	2	6.466667	3	1	4	.3821084	.583549	.6933416	.3919137	.9915265	.2873955	.9357584	-2.554361	-1.721797		-.0533578																			
InsH2Bfabp_CD15_10dpf_VAST02_plate02_TBC1D4_200803_E05	200803	2	NB143	insH2Bfabp	CD15	TBC1D4	1	0	0	2	1	10	.9245858	1	1	1	4	9.1229765	.2722368	.28540829	.0340296	.5455912	1	45	143															72	727014	4896	53382.962	59833.739	2.61e+08	-9111.004	-5.13e+08		3922.565	982287.9	1313376	2_TBC1D4	1	3	3	12.15	3	1	4	-.2257079	-.3186394	-.2564297	-.200022	-.1951978	1.345167	1.203157	-.4113021	-1.406504	-.7304482	-.47008	-.4154975	-.1717471	-.9375322	-.9982012	-.7229722	-1.382994													
InsH2Bfabp_CD15_10dpf_VAST02_plate02_TBC1D4_200803_E04	200803	2	NB135	insH2Bfabp	CD15	TBC1D4	1	0	0	2	1	10	1	1	1	1	4	4.1769064	.340296	.25369626	.1361184	2.4161896	1	37	135															103	682624	8224	56121.789	56944.064	4.62e+08	-3854.5	-2.85e+08		3841.492	956388.3	1262803	2_TBC1D4	1	3	3	11.65	3	1	4	-.4471567	-.4803868	-.4471567	-.2946089	-.2257079	1.21023	-1.203157	.0934678	.4113021	.2503385	-.9121265	-2.128045	-.3690087	-.3690087	-.4516583	-.0189907	-.6744897													
InsH2Bfabp_CD15_10dpf_VAST02_plate01_TBC1D4_200803_G03	200803	1	NB068	insH2Bfabp	CD15	TBC1D4	1	0	0	2	1	10	.6402577	.8565189	.971407	1	4	12.234469	.2382072	.34883235	0	2.9617808	1	19	68	60217	4632	4281	9906	1767	13	5.971e+08	1	671171	34407	63	172	119	44										3483.325	831151.8	1113715	2_TBC1D4	1	3	2	6.066667	3	1	4	-1.510357	-.9438661	-.9915265	-1.260977	-1.611169	-.2873955	-.6839988	-.8530763	.5771623	-1.679661	.2976668	.4770404						-.2533471	-.167894	0	.3406948	-.167894	0	-.167894	-.7279133	-.5244005	-.3406948	-1.281552	-.5244005	-.5244005
InsH2Bfabp_CD15_10dpf_VAST02_plate02_TBC1D4_200803_G04	200803	2	NB137	insH2Bfabp	CD15	TBC1D4	1	0	0	2	1	10	1	1	.8309111	1	4	13.18129	.6125328	.23784024	.3743256	6.0015032	1	39	137															247	1059726	23392	53874.981	47782.235	1.26e+09	1881.09	6.03e+08		4485.547	1242511	1593382	2_TBC1D4	1	3	3	11.76667	3	1	4	1.274797	1.094332	.9915265	1.59929	.3821084	.8544474	-.3067468	1.614666	2.554361	1.570585	-1.217526	.7835004	1.48947	.9982012	1.48947	1.77585	1.77585													
InsH2Bfabp_CD15_10dpf_VAST02_plate02_TBC1D4_200803_G01	200803	2	NB118	insH2Bfabp	CD15	TBC1D4	1	0	0	2	1	10	.0421053	0	.0256397	0	1	12.674001	.2041776	.38054438	.0340296	1.7147152	1	20	118															128	1044008	10954	43357.087	35234.507	4.75e+08	2295.615	-6.11e+07					2_TBC1D4	1	3	3	10.24167	3	1	4								-1.19001	-.1202876	-.7304482	.6089566	.6399237	1.382994	-.0189907	-.0189907	.0569997	.0950912													
InsH2Bfabp_CD15_10dpf_VAST02_plate02_TBC1D4_200803_B04	200803	2	NB132	insH2Bfabp	CD15	TBC1D4	1	0	0	2	1	10	0	.0768671	0	0	1	6.5865303	.2722368	.31712032	0	1.7926568	1	34	132																								4596.142	1326072	1746373	2_TBC1D4	1	3	3	11.46667	3	1	4	1.611169	1.510357	1.731664	1.331797	1.274797	.6193067	1.086838	-.4113021	.0266694	-1.679661	-.0533578	-.9027348																		
InsH2Bfabp_CD15_10dpf_VAST02_plate01_TBC1D4_200803_G02	200803	1	NB064	insH2Bfabp	CD15	TBC1D4	1	0	0	2	1	10	0	0	.1214349	0	1		.2722368	.33297634	.0340296	.779416	1	15	64	17011	3402	2378	5645	1549	5	88464640	1	236019	14900	45	190	53	46	156	1266910	14526	31110.687	23092.163	4.52e+08	628.4366	3.35e+07					2_TBC1D4	1	3	2	5.738889	3	1	4								-.4113021	-1.041007	-.7304482	.1337288		2.428737	.2104284	.3690087	-.0950912	.3690087	-1.281552	-1.281552	-.7279133	-.9674216	-1.281552	-.9674216	-.7279133	-1.281552	-1.281552	-1.281552	-.5244005	-1.281552	-.3406948
InsH2Bfabp_CD15_10dpf_VAST02_plate02_TBC1D4_200803_D06	200803	2	NB149	insH2Bfabp	CD15	TBC1D4	1	0	0	2	1	10	.9623395	1	.9871593	1	4	11.405778	.4423848	.28540829	.1361184	3.7411968	1	2	149															116	738497	9479	55828.163	53694.57	5.29e+08	-1316.95	-1.86e+08		3864.661	1003806	1387112	2_TBC1D4	1	3	4	12.55	3	1	4	-.2873955	-.1648683	.0447762	-.4930868	.014921	.3186394	-.9836224	.7083573	1.19001	.2503385	-.47008	.2967378	-.0950912	-.1717471	-.2104284	.2104284	-.3286447													
InsH2Bfabp_CD15_10dpf_VAST02_plate02_TBC1D4_200803_C02	200803	2	NB121	insH2Bfabp	CD15	TBC1D4	1	0	0	2	1	10	0	0	.0266932	0	1	8.3620427	.4764144	.42811243	.1361184	2.9617808	1	23	121															264	974018	25968	39087.774	30428.919	1.02e+09	2213.251	5.26e+08					2_TBC1D4	1	3	3	10.61667	3	1	4								.9533248	.5771623	.2503385	1.041007	-.6061059	.9982012	1.247754	1.77585	1.290233	1.48947													
InsH2Bfabp_CD15_10dpf_VAST02_plate02_TBC1D4_200803_C03	200803	2	NB126	insH2Bfabp	CD15	TBC1D4	1	0	0	2	1	10	.7561913	1	1	1	4	6.0792411	.3062664	.38054438		1.3250072	1	28	126																											2_TBC1D4	1	3	3	11	3	1	4								-.0667151	-.4552406		.6089566	-1.191816																		
InsH2Bfabp_CD15_10dpf_VAST02_plate01_TBC1D4_200803_G07	200803	1	NB095	insH2Bfabp	CD15	TBC1D4	1	0	0	2	1	10	1	1	1	1	4	13.411384	.340296	.58667259	.1361184	3.117664	1	46	95																								3754.042	972956.9	1258855	2_TBC1D4	1	3	2	8.516666	3	1	4	-.583549	-.4144133	-.5141561	.7533835	-.2873955	-.5141561	-.7226751	.0934678	.7786766	.2503385	1.665843	.9454201																		
InsH2Bfabp_CD15_10dpf_VAST02_plate01_TBC1D4_200803_C06	200803	1	NB086	insH2Bfabp	CD15	TBC1D4	1	0	0	2	1	10	.9598972	.8373937	.9831882	1	4	31.980486	.4083552	.25369626	.2382072	3.6632552	1	37	86															117	921710	11050	57411.426	56549.036	6.34e+08	-2220.689	-1.08e+08		4401.996	1182263	1590137	2_TBC1D4	1	3	2	7.366667	3	1	4	.8982587	.8122178	.9438661	.9275163	1.21023	.9915265	-.2440025	.5305297	1.087999	1.082411	-.9121265	2.539185	.6744897	-.1141853	.0189907	.4099833	-.0950912													
InsH2Bfabp_CD15_10dpf_VAST02_plate01_TBC1D4_200803_C09	200803	1	NB107	insH2Bfabp	CD15	TBC1D4	1	0	0	2	1	10	.656611	1	.9657341	1	4	9.3575663	.3062664	.38054438	.0680592	1.0132408	1	9	107															78	302014	5463	48095.732	46697.451	2.63e+08	-2953.023	-3.84e+08		3586.697	910450.8	1181515	2_TBC1D4	1	3	3	9.3	3	1	4	-.9438661	-.583549	-.7318081	-2.506447	-.7318081	-1.274797	.6095368	-.0667151	-.7255982	-.2654048	.6089566	-.3259735	-2.428737	-.773217	-.9375322	-.6744897	-1.062786													
InsH2Bfabp_CD15_10dpf_VAST02_plate01_TBC1D4_200803_H08	200803	1	NB104	insH2Bfabp	CD15	TBC1D4	1	0	0	2	1	10	.9895542	1	1	1	4	20.342106	.2722368	.45982446	.2041776	3.4294304	1	6	104															144	711776	11664	53302.696	55738.693	6.22e+08	-5623.393	-1.13e+08		4171.691	1009758	1328584	2_TBC1D4	1	4	3	9.083333	4	1	4	.5141561	-.0746714	-.1951978	-.5279112	-.8544474	.6558747	-.6095368	-.4113021	.9325278	.8499573	1.137524	1.763728	-.2104284	.0569997	.0569997	.3286447	-.1333212													
InsH2Bfabp_CD15_10dpf_VAST02_plate01_TBC1D4_200803_D06	200803	1	NB087	insH2Bfabp	CD15	TBC1D4	1	0	0	2	1	10	.5269161	.6822819	.6442556	1	4	22.695935	.2722368	.36468837	.1361184	1.94854	1	38	87	180742	5830	4213	15418	3245	31	2.757e+09	1	3061323	92332	96	274	231	75										3625.765	852729.8	1180005	2_TBC1D4	1	4	2	7.433333	4	1	4	-.8122178	-.8544474	-.7713894	-.563388	-.7713894	.2257079	-.2130021	-.4113021	.1742078	.2503385	.4113021	2.128045						.9674216	.7279133	.9674216	.167894	1.281552	.7279133	.7279133	.9674216	.7279133	.3406948	.9674216	1.833915	.3406948
InsH2Bfabp_CD15_10dpf_VAST02_plate02_TBC1D4_200803_H03	200803	2	NB130	insH2Bfabp	CD15	TBC1D4	1	0	0	2	1	10	.9295431	.8695825	.8915998	1	4	6.8401749	.2382072	.38054438	.0340296	.779416	1	32	130																											2_TBC1D4	1	4	3	11.30833	4	1	4								-.8530763	-1.041007	-.7304482	.6089566	-.8616341																		
InsH2Bfabp_CD15_10dpf_VAST02_plate02_TBC1D4_200803_F06	200803	2	NB151	insH2Bfabp	CD15	TBC1D4	1	0	0	2	1	10	0	0	.0382911	0	1	9.6302658	.4764144	.20612821	.170148	3.507372	1	4	151															139	964852	15920	45885.367	37282.298	7.30e+08	3039.723	1.75e+08		4672.832	1322049	1745176	2_TBC1D4	1	4	4	12.68333	4	1	4	1.884304	1.422911	1.611169	1.079224	.9438661	1.510357	1.26794	.9533248	.9745425	.6029956	-1.853367	-.2104284	.8801318	.0189907	.4099833	.773217	.6275435													
InsH2Bfabp_CD15_10dpf_VAST02_plate01_TBC1D4_200803_D02	200803	1	NB061	insH2Bfabp	CD15	TBC1D4	1	0	0	2	1	10	0	0	.085615	0	1	3.7345284	.2722368	0	.0340296	.8573576	1	12	61	4844	1211	643	5064	1717	4	24363028	1	16640	2828	22	70	25	20										4004.459	1121357	1494718	2_TBC1D4	1	4	2	5.516667	4	1	4	-.0447762	.4144133	.4803868	.1071952	-.4144133	.2564297	.5735608	-.4113021	-.9121265	-.7304482	-2.554361	-2.539185						-1.833915	-1.833915	-1.833915	-1.833915	-1.833915	-1.833915	-.3406948	-1.833915	-1.833915	-1.833915	-1.833915	-1.833915	-1.833915
InsH2Bfabp_CD15_10dpf_VAST02_plate01_TBC1D4_200803_D08	200803	1	NB100	insH2Bfabp	CD15	TBC1D4	1	0	0	2	1	10	1	1	1	1	4	9.8806396	.2722368	.33297634		2.1044232	1	2	100	79654	4192	3337	6151	851	19	4.682e+08	1	1299486	54440	81	187	114	97	111	406304	9464	49631.266	46397.083	4.70e+08	-1155.789	-1.75e+08		3718.166	880633.3	1203183	2_TBC1D4	1	4	3	8.833333	4	1	4	-.6933416	-.7713894	-.6558747	-.8372732	-1.422911	1.884304	-1.033853	-.4113021	.2699041		.1337288	-.1537869	-1.382994	-.2888094	-.2494273	.0189907	-.2888094	.167894	0	-.5244005	-.3406948	-.3406948	-.7279133	-1.833915	0	-.167894	0	-.7279133	-.7279133	.9674216
InsH2Bfabp_CD15_10dpf_VAST02_plate02_TBC1D4_200803_F04	200803	2	NB136	insH2Bfabp	CD15	TBC1D4	1	0	0	2	1	10	.071374	.0596517	.0205041	0	1	10.137555	.5785032	.22198422	.0340296	1.169124	1	38	136																								4575.749	1261023	1719172	2_TBC1D4	1	4	3	11.71667	4	1	4	1.422911	1.150349	1.510357	.5279112	.6558747	2.100166	.0604375	1.443299	-.5459412	-.7304482	-1.523396	-.0557317																		
InsH2Bfabp_CD15_10dpf_VAST02_plate01_TBC1D4_200803_D07	200803	1	NB092	insH2Bfabp	CD15	TBC1D4	1	0	0	2	1	10	.988324	1	.6958007	1	4	9.226798	.510444	.45982446	.0680592	2.2603064	1	43	92	43719	3363	2903	5528	1697	13	2.200e+08	1	1079368	56188	78	266	147	32	42	588290	3020	52150.727	43953.122	1.57e+08	3493.015	-4.63e+08		3823.867	908835.8	1147376	2_TBC1D4	1	4	2	8.333333	4	1	4	-.5141561	-.6193067	-.8544474	-.425144	-.3821084	1.150349	-1.26794	1.245996	.3539128	-.2654048	1.137524	-.3853205	-.7229722	-1.207414	-1.207414	-1.13214	-1.290233	-.2533471	-.5244005	-.9674216	-.7279133	-.9674216	-1.281552	-.5244005	-.167894	0	-.167894	.6229257	.0836517	-1.281552
InsH2Bfabp_CD15_10dpf_VAST02_plate02_TBC1D4_200803_C04	200803	2	NB133	insH2Bfabp	CD15	TBC1D4	1	0	0	2	1	10	1	.7513351	.820842	1	4	5.1914849	.3743256	.36468837	.0340296	1.7147152	1	35	133															100	303284	7104	34102.824	27248.992	2.42e+08	-1.134101	-2.16e+08		3688.151	823390.8	1097371	2_TBC1D4	1	4	3	11.51667	4	1	4	-.7713894	-1.094332	-1.150349	-2.090361	-1.345167	-1.21023	-1.416509	.2976668	-.1202876	-.7304482	.4113021	-1.459439	-2.000424	-.4516583	-.6275435	-.8254945	-.3690087													
