filename	date	plate	index	line	diet	Exp	overfeeding	cholesterol	glucose	VAST	Imaged	age	N200_nwt	N201_nwt	igf1_dich	qRNA	protein	ldl	gluc	tc	tg	Anders_batch	pos_bio	Löpnr	Volume	CellVolume_Av	CellVolume_Stdev	CellInt_Av	CellInt_Stdev	NrCells	CellInt_Tot	isletNr	IV	ISA	IED	IPAL1	IPAL2	IPAL3	LiverLipN	LiverArea	LiverLipArea	LiverLipInt_Av	LiverLipIntBG	LiverLipInt_Tot	LiverLipInt_Av_Res	LiverLipInt_Tot_Res	vld_area	length	dorsal_area	lateral_area	file	batch	tank	batch_bio	tod	tank_n	batch_n	nr_tanks	intlength	intdorsal_area	intlateral_area	intangle	inteye_area	intcurvature	intpig_dorsal_tail	intldl	inttg	inttc	intgluc	intprotein	intLiverArea	intLiverLipN	intLiverLipArea	intLiverLipInt_Tot	intLiverLipInt_Tot_Res	intNrCells	intVolume	intCellVolume_Av	intCellVolume_Stdev	intCellInt_Tot	intCellInt_Av	intCellInt_Stdev	intIV	intISA	intIED	intIPAL1	intIPAL2	intIPAL3
InsH2Bfabp_CD15_09dpf_VAST02_plate02_IGF1_210224_B03	210224	2	NK190	insH2Bfabp	CD15	IGF1	1	0	0	2	1	9	.7840641	1	1	3	9.651119	.0680592	.23784024	.2382072	.7014744	1	4	53	94083	3360	3987	3995	1593	28	3.998e+08	1	1392761	64492	107	170	119	86	94	344068	6607	7110.5308	5315.3646	4.70e+07	1480.568	6829713	288				54_IGF1	1	2	2	10	2	1	4								-.6744897	-.2669941	.5549229	.5549229	-.1377842	-2.479467	-.2499428	-.6136091	-.4980894	.3535393	-1.260339	-1.37281	-1.505968	-.9182451	-1.260339	-1.073562	-.6597193	-1.161883	-1.260339	-.6020065	-1.260339	-1.37281	-1.161883
InsH2Bfabp_CD15_09dpf_VAST02_plate01_IGF1_210224_D09	210224	1	NK179	insH2Bfabp	CD15	IGF1	1	0	0	2	1	9	.055173	.0067464	0	1	13.782241	.170148	.07928008	.0680592	.4676496	1	42	42	512764	5894	4541	4675	1508	87	2.472e+09	1	8129138	269139	177	351	235	125	55	712258	5285	8456.1567	7573.8816	4.47e+07	-527.0801	-5.00e+07	5	4369.881	1191145	1603835	54_IGF1	1	2	1	9.2	2	1	4	1.437116	1.821748	1.821748	-1.184763	1.821748	.6631314	2.46507	.920823	-1.118958	-.7745655	-1.354934	.89673	.6539285	-.9244287	-.8749908	-.6136091	-1.150349	2.34813	1.906358	.5462332	-.1423641	.6597193	-.7197189	-.7197189	2.34813	2.34813	1.906358	2.34813	1.505968	.7197189
InsH2Bfabp_CD15_09dpf_VAST02_plate01_IGF1_210224_H04	210224	1	NK145	insH2Bfabp	CD15	IGF1	1	0	0	2	1	9	1		1	3	3.487755						8	8	350817	5397	5302	5971	1973	65	2.045e+09	1	4397311	157553	134	279	173	113	99	660156	8223	12268.997	10372.723	1.01e+08	-869.7473	-6.15e+07	0	4075.369	972867.1	1325249	54_IGF1	1	2	1	6.083333	2	1	4	.3504148	.103195	0	2.460124	-.103195	-.3716615	.6637516					-1.54112	.3186394	-.1323128	-.0825485	.2841234	-1.684395	.8827738	.6597193	.0473125	.5462332	.2876889	-.1423641	-.2876889	.6597193	.6597193	.4393922	.9182451	.0236496	.2144596
InsH2Bfabp_CD15_09dpf_VAST02_plate01_IGF1_210224_B03	210224	1	NU317	insH2Bfabp	CD15	IGF1	1	0	0	2	1	9	1		1	3	4.209731						37	86															154	761380	12582	17342	13556.566	2.18e+08	-523.8708	-2.11e+07	62	4335.156	1122702	1491473	54_IGF1	1	2	2	4.766667	2	1	4	1.346684	1.125744	1.063244	.017408	1.266094	.7091025	.798367					-1.346684	1.030806	.6136091	.6539285	1.684395	-.3535393													
InsH2Bfabp_CD15_09dpf_VAST02_plate01_IGF1_210224_E03	210224	1	NU320	insH2Bfabp	CD15	IGF1	1	0	0	2	1	9	1		1	3	3.247096						40	89	50972	4248	4244	3086	1048	12	1.603e+08	2	293734	22624	63	93	88	52	14	409008	1164	5449.9244	5917.2405	6343712	-1073.658	-4.84e+07	40				54_IGF1	1	2	2	5	2	1	4												-2.042561	-1.030806	-1.839855	-1.684395	-2.059215	-1.088633	-1.906358	-1.505968	-.9929082	-.6020065	-1.505968	-1.260339	-1.260339	-1.906358	-1.672937	-1.672937	-2.34813	-1.505968	-1.777587
InsH2Bfabp_CD15_09dpf_VAST02_plate01_IGF1_210224_E05	210224	1	NK149	insH2Bfabp	CD15	IGF1	1	0	0	2	1	9	1	1	1	3	12.228966	.1361184	.44396845	.0680592	2.0264816	1	12	12															141	742686	12864	12424.76	10308.995	1.60e+08	-619.3655	-1014601	41	4116.592	1038409	1403471	54_IGF1	1	2	1	6.483333	2	1	4	.6637516	.7519938	.6637516	.5688699	.7519938	-.0727199	.3504148	.4144133	1.25212	-.7745655	1.474486	.7071841	.9244287	.4067242	.6953402	1.088633	.1489679													
InsH2Bfabp_CD15_09dpf_VAST02_plate01_IGF1_210224_E04	210224	1	NK142	insH2Bfabp	CD15	IGF1	1	0	0	2	1	9	.8941636		1	3	7.939943						5	5	138631	5134	4319	2514	749	27	3.545e+08	1	1394996	65702	91	165	122	100										3730.262	938129.9	1089012	54_IGF1	1	2	1	5.866667	2	1	4	-.798367	-.242724	-1.192981	-.6527943	1.063244	-.4108815	-1.54112					-.7071841						-1.37281	-1.260339	-.1423641	-.3373553	-1.37281	-1.906358	-2.34813	-1.073562	-1.161883	-1.161883	-1.37281	-1.161883	-.7507051
InsH2Bfabp_CD15_09dpf_VAST02_plate02_IGF1_210224_B02	210224	2	NK188	insH2Bfabp	CD15	IGF1	1	0	0	2	1	9	0	.0801678	0	1	9.863434	.0680592	.34883235	.1020888	.779416	1	2	51	217566	5180	6009	5374	1940	42	1.104e+09	2	2564402	98756	111	312	125	90	151	447389	11588	11429.819	9200.7487	1.32e+08	31.13321	-1611411	13	3757.312	798896.8	1148647	54_IGF1	1	2	2	9.85	2	1	4	-.6637516	-1.665112	-.6215367	.4499066	-1.821748	.0727199	1.54112	-.6744897	-.1101623	-.3593968	1.003148	-.0687288	-.9244287	.5549229	.4247038	.8276041	.1156944	-.3373553	-.2876889	-.0947312	1.260339	-.5462332	-.5462332	-.3373553	-.3878687	-.3878687	-.2876889	1.505968	-1.073562	-1.073562
InsH2Bfabp_CD15_09dpf_VAST02_plate02_IGF1_210224_B01	210224	2	NK185	insH2Bfabp	CD15	IGF1	1	0	0	2	1	9	1	.9460897	1	3	10.71269	.170148	.07928008	.0680592	.5455912	1	48	48	13636	2273	2052	2619	1144	6	38700024	2	229904	17555	48	152	80	27	167	402586	12554	7893.3336	6314.4172	9.91e+07	780.0538	3.48e+07	227	3852.245	830493.8	1063740	54_IGF1	1	2	1	9.633333	2	1	4	-.5009044	-.9493045	-1.437116	-.4117051	-.4623426	-.8572543	-2.46507	.920823	-.63364	-.7745655	-1.354934	.2075038	-1.150349	.7820069	.6136091	.2499428	.8749908	-2.34813	-2.34813	-2.34813	-1.906358	-2.34813	-1.505968	-1.073562	-2.34813	-2.34813	-2.34813	-1.505968	-1.672937	-2.34813
InsH2Bfabp_CD15_09dpf_VAST02_plate01_IGF1_210224_B02	210224	1	NU309	insH2Bfabp	CD15	IGF1	1	0	0	2	1	9	1		1	3	4.811378						29	78															285	910346	22235	16557.527	14155.207	3.68e+08	-2197.161	1.14e+08	150	4410.258	1124706	1531848	54_IGF1	1	2	2	4.033333	2	1	4	1.665112	1.192981	1.266094	.8871465	1.125744	1.233495	.2075038					-1.266094	1.684395	2.059215	2.479467	2.479467	2.059215													
InsH2Bfabp_CD15_09dpf_VAST02_plate01_IGF1_210224_C04	210224	1	NK140	insH2Bfabp	CD15	IGF1	1	0	0	2	1	9	1		1	3							3	3															135	354392	9328	9502.6866	7762.513	8.86e+07	239.3844	-1.07e+07	50	3659.505	803696.9	1063322	54_IGF1	1	3	1	5.733333	3	1	4	-1.125744	-1.437116	-1.54112	.3003779	-.5402261	-1.159195	-1.665112						-1.684395	.2499428	.1489679	.0494931	-.1156944													
InsH2Bfabp_CD15_09dpf_VAST02_plate01_IGF1_210224_H05	210224	1	NK152	insH2Bfabp	CD15	IGF1	1	0	0	2	1	9	1	.9562139	1	3	11.99	.170148	.19027219	.2722368	.9352992	1	15	15	266744	5033	4341	5715	1993	53	1.453e+09	1	3245035	122414	111	222	187	125	92	508954	6928	6614.6648	6438.0258	4.58e+07	-682.1396	-2.15e+07	65	3922.788	906667.5	1272747	54_IGF1	1	3	1	6.7	3	1	4	-.1377842	-.5402261	-.2075038	-.5283993	-.6215367	.1826502	-.3141269	.920823	.1101623	.8669582	.0439901	.6008421	-.4610861	-.3186394	-.4247038	-.5742636	-.3888753	.2876889	.0947312	-.2876889	-.2876889	-.2876889	-.3878687	-.2387225	.0473125	.0947312	-.2876889	-.0947312	.4921101	.7197189
InsH2Bfabp_CD15_09dpf_VAST02_plate01_IGF1_210224_C02	210224	1	NU310	insH2Bfabp	CD15	IGF1	1	0	0	2	1	9	1		1	3	7.458625						30	79	375907	8353	6375	8197	3008	45	2.924e+09	1	3766159	141970	125	232	187	106	85	734056	7327	5933.5271	5270.4718	4.35e+07	370.2181	4410457	65	4136.611	1013960	1371695	54_IGF1	1	3	2	4.133333	3	1	4	.7071841	.6637516	.4623426	-.017408	.6215367	.5751093	1.063244					-.798367	.8276041	-.4247038	-.3186394	-.6539285	.2499428	-.1423641	.8483799	2.34813	1.505968	.8483799	.7824294	.9929082	.4921101	.3878687	.118514	.1903223	.4921101	-.3624964
InsH2Bfabp_CD15_09dpf_VAST02_plate01_IGF1_210224_C01	210224	1	NU302	insH2Bfabp	CD15	IGF1	1	0	0	2	1	9	0		1	3	5.533355						22	71															107	601582	8096	7788.7181	5950.6433	6.31e+07	1215.542	7553076	44	4046.513	969607.3	1335462	54_IGF1	1	3	2	3.416667	3	1	4	.1725391	.0687288	.0687288	.3740954	.2075038	.3716615	.3141269					-1.192981	-.0494931	-.0825485	-.2160518	-.1824072	.3888753													
InsH2Bfabp_CD15_09dpf_VAST02_plate01_IGF1_210224_H09	210224	1	NK183	insH2Bfabp	CD15	IGF1	1	0	0	2	1	9	1	1	1	3	9.4808621	.0680592	.0951361	.0680592	.5455912	1	46	46	219330	5483	5712	11297	3246	40	2.210e+09	1	2833080	99445	125	204	153	100	71	553663	5120	7514.9836	5815.4001	3.85e+07	1142.606	-1.38e+07	25	3865.818	876565.9	1217867	54_IGF1	1	3	1	9.483334	3	1	4	-.4244566	-.7071841	-.4623426	-1.534121	-.7071841		-.4244566	-.6744897	-.63364	-.7745655	-1.003148	-.1725391	-.1489679	-.7820069	-.9244287	-.7820069	-.2160518	-.3878687	-.2387225	.1903223	.9929082	.3373553	1.672937	1.161883	-.2387225	-.3373553	.118514	-.6020065	-.3878687	-.7507051
InsH2Bfabp_CD15_09dpf_VAST02_plate01_IGF1_210224_C06	210224	1	NK155	insH2Bfabp	CD15	IGF1	1	0	0	2	1	9	1	1	1	3	7.0912069	.1020888	.22198422	.2041776	1.3250072	1	18	18															146	513236	11952	9406.5853	6898.0475	1.12e+08	1426.776	3.40e+07	2				54_IGF1	1	3	1	6.925	3	1	4								-.0896424	.5807581	.2216821	.3360381	-.9766002	-.4247038	.4610861	.4610861	.5742636	.8276041													
InsH2Bfabp_CD15_09dpf_VAST02_plate01_IGF1_210224_H06	210224	1	NK160	insH2Bfabp	CD15	IGF1	1	0	0	2	1	9	0	.0055171	0	1	14.618621	.2041776	.11099211	.340296	1.7147152	1	23	23	487396	7275	5136	6532	1705	67	3.213e+09	1	5313756	208056	148	302	212	125	91	891824	8160	11072.095	8920.7655	9.03e+07	89.10746	-3.69e+07	53	4412.437	1157006	1591947	54_IGF1	1	3	1	7.316667	3	1	4	1.821748	1.437116	1.665112	1.258162	.9766002	.4108815	.2782481	1.534121	1.078744	1.619856	-.7745655	1.125744	1.561435	-.3535393	-.1489679	.1156944	-.6136091	.9929082	1.505968	1.672937	.3373553	1.37281	.0947312	-.5462332	1.161883	1.37281	.9929082	1.260339	1.260339	.7197189
InsH2Bfabp_CD15_09dpf_VAST02_plate01_IGF1_210224_C05	210224	1	NK147	insH2Bfabp	CD15	IGF1	1	0	0	2	1	9	.95622	1	1	3	10.914655	.0680592	.38054438	.170148	.7014744	1	10	10	286529	6096	5373	8945	3505	47	2.738e+09	2	3645342	148190	128	268	176	115	187	693278	14976	11636.328	9104.5737	1.74e+08	380.4358	4.25e+07	5	4075.393	988658.1	1336285	54_IGF1	1	3	1	6.283333	3	1	4	.3871703	.3504148	.103195	.5283993	.3687303	.6185211	-.0343441	-.6744897	-.2669941	.0219897	1.161069	.242724	.5357877	.9762363	1.030806	1.289085	1.030806	-.0473125	.2387225	.7824294	.6597193	.7824294	.9182451	1.505968	.3878687	.4921101	.3373553	.6597193	.1423641	.3624964
InsH2Bfabp_CD15_09dpf_VAST02_plate01_IGF1_210224_C03	210224	1	NU318	insH2Bfabp	CD15	IGF1	1	0	0	2	1	9	1		1	3							38	87	240449	4294	4217	8117	2607	56	1.896e+09	1	2516759	117267	98	241	175	114	196	484522	14480	11683.954	9543.9307	1.69e+08	-224.2623	2.68e+07	52	3721.168	803532.4	1107988	54_IGF1	1	3	2	4.816667	3	1	4	-.89673	-1.54112	-.89673	-.9399909	-1.437116	-.5751093	.7519938						-.6136091	1.030806	.9244287	1.21679	.6953402	.4921101	-.0947312	-.9182451	-.6597193	.0947312	.7197189	.4921101	-.4393922	0	-.9182451	.3373553	.0947312	.2876889
InsH2Bfabp_CD15_09dpf_VAST02_plate01_IGF1_210224_H08	210224	1	NK177	insH2Bfabp	CD15	IGF1	1	0	0	2	1	9	.9459928	.7206349	1	3	11.631552	.1020888	.12684813	.0340296	.389708	1	40	40															135	765508	9552	11278.901	8194.2773	1.08e+08	1374.548	-1997450	32	4077.498	1034984	1381235	54_IGF1	1	3	1	9.066667	3	1	4	.4244566	.7071841	.5402261	-.8366706	.6637516	1.796193	-.103195	-.0896424	-1.810777	-1.354934	-.6069868	.4244566	1.088633	.2499428	.1824072	.4247038	.0825485													
InsH2Bfabp_CD15_09dpf_VAST02_plate01_IGF1_210224_H07	210224	1	NK171	insH2Bfabp	CD15	IGF1	1	0	0	2	1	9	1	1	1	3	8.1665517		.38054438	.1020888	.5455912	1	34	34	184601	5955	4818	11928	4344	31	2.228e+09	1	2206478	90584	109	196	129	109	135	366788	8623	11854.883	9554.8492	1.02e+08	-69.54428	-4.04e+07	46				54_IGF1	1	3	1	8.025	3	1	4									-.63364	-.3593968	1.161069	-.6215367	-1.458376	.2499428	.0164917	.3186394	-.7820069	-.9549111	-.5462332	.6020065	.0473125	.3878687	2.34813	1.906358	-.7197189	-.6020065	-.5189816	-.7824294	-.9182451	-.0473125
InsH2Bfabp_CD15_09dpf_VAST02_plate01_IGF1_210224_E08	210224	1	NK174	insH2Bfabp	CD15	IGF1	1	0	0	2	1	9	.9359014	1	1	3	9.1224138	.0680592	.22198422	.1361184	.389708	1	37	37	554278	6521	5844	7839	2821	85	4.479e+09	2	7344278	216388	158	336	192	130	53	608248	4288	6126.4681	5035.6183	2.63e+07	911.8517	-7117738	0	4060.096	994878.9	1409004	54_IGF1	1	3	1	8.85	3	1	4	.242724	.4244566	.7071841	1.534121	.5009044	.4913366	1.665112	-.6744897	-1.810777	-.1323128	.3360381	-.3504148	.0494931	-1.003148	-1.030806	-1.088633	-.0164917	1.672937	2.34813	1.073562	1.073562	2.34813	.6020065	.7824294	1.672937	1.505968	1.505968	1.906358	.6597193	1.116634
InsH2Bfabp_CD15_09dpf_VAST02_plate02_IGF1_210224_C01	210224	2	NK186	insH2Bfabp	CD15	IGF1	1	0	0	2	1	9	0	.0889588	0	1	14.64052	.1361184	.22198422	.2382072	.9352992	1	49	49															83	551818	6624	6957.7387	6052.2256	4.61e+07	233.741	-1.19e+07	14	3962.844	915295.7	1272179	54_IGF1	1	3	1	9.716666	3	1	4	0	-.4623426	-.242724	-.3370077	-.89673	1.407024	-1.063244	.4144133	.1101623	.5549229	.3360381	1.192981	-.1824072	-.4795057	-.5742636	-.5357877	-.1489679													
InsH2Bfabp_CD15_09dpf_VAST02_plate01_IGF1_210224_E09	210224	1	NK180	insH2Bfabp	CD15	IGF1	1	0	0	2	1	9	1	1	1	3	10.197759	.1020888	.28540829	.0680592	1.0132408	1	43	43	230194	5115	4311	8991	3735	45	2.040e+09	1	3146755	115530	120	219	161	113	207	535224	15744	9492.9315	8472.8627	1.49e+08	-825.0441	3.30e+07	1	3811.286	917508.9	1284276	54_IGF1	1	3	1	9.266666	3	1	4	-.6215367	-.3504148	-.1377842	-1.117247	0	-.6185211	1.437116	-.0896424	.2442754	-.7745655	.7745655	.0859491	-.3186394	1.21679	1.150349	.9762363	.7820069	-.1423641	-.1903223	-.1903223	-.3878687	.2387225	1.073562	1.672937	-.1903223	-.0710019	-.0473125	-.2387225	-.2876889	.2144596
InsH2Bfabp_CD15_09dpf_VAST02_plate01_IGF1_210224_F06	210224	1	NK158	insH2Bfabp	CD15	IGF1	1	0	0	2	1	9	1	.9854767	1	3	10.436724	.1361184	.15856016	.170148	.8573576	1	21	21															125	654622	9248	11702.535	10053.711	1.08e+08	-962.5642	-4.65e+07	44	4114.339	1042222	1398656	54_IGF1	1	3	1	7.15	3	1	4	.6215367	.798367	.6215367	1.117247	.2961398	1.159195	.0343441	.4144133	.0219897	.0219897	-.1992013	.1551383	.2841234	.1156944	.1156944	.4980894	-.9762363													
InsH2Bfabp_CD15_09dpf_VAST02_plate01_IGF1_210224_B07	210224	1	NK161	insH2Bfabp	CD15	IGF1	1	0	0	2	1	9	1	1	1	3	8.8834483	.0340296	.23784024	.2382072	.4676496	1	24	24	324744	5799	4758	6014	1844	56	1.848e+09	1	3715577	164040	124	231	186	130	86	602646	6265	8929.7619	8295.1493	5.59e+07	-1124.358	-5.62e+07	68	3875.613	940821.6	1336868	54_IGF1	1	3	1	7.45	3	1	4	-.3141269	-.1377842	.1377842	-.6102946	-.2782481	1.027154	1.346684	-1.402673	-1.118958	.5549229	.5549229	-.4433201	-.0164917	-.3888753	-.6953402	-.3535393	-1.368829	.4921101	.3878687	.4393922	-.0947312	0	-.0947312	-.3878687	.4393922	.7197189	.0473125	.1423641	.3624964	1.116634
InsH2Bfabp_CD15_09dpf_VAST02_plate01_IGF1_210224_E07	210224	1	NK168	insH2Bfabp	CD15	IGF1	1	0	0	2	1	9	1	1	1	3	12.587414	.1361184	.3012643	.2382072	2.9617808	1	31	31															141	926054	12880	10964.466	9221.4776	1.41e+08	-464.9964	6661151	36	4109.651	1062499	1433633	54_IGF1	1	3	1	8.383333	3	1	4	.5402261	.8465244	.9493045	-.1926639	1.54112	-2.019086	.242724	.4144133	2.375107	.5549229	.8353711	.7519938	1.839855	.4067242	.7379805	.9244287	.3186394													
InsH2Bfabp_CD15_09dpf_VAST02_plate01_IGF1_210224_F05	210224	1	NK150	insH2Bfabp	CD15	IGF1	1	0	0	2	1	9	1	1	1	3	10.197759	.1020888	.01585602	.0340296	1.4808904	1	13	13	396110	4831	4256	7709	2652	82	3.081e+09	1	5840153	232226	147	280	244	117	176	693839	12336	10507.299	8290.5178	1.30e+08	460.0548	1.76e+07	41	3521.178	963909.9	1310699	54_IGF1	1	3	1	6.566667	3	1	4	-1.821748	-.0687288	-.0343441	-.741594	.89673	-1.407024	.4244566	-.0896424	.7745655	-1.354934	-2.107345	.0859491	.5742636	.8994349	.5742636	.7820069	.5742636	1.505968	.9182451	-.4393922	-.4921101	1.161883	.5462332	.6597193	1.260339	1.672937	.9182451	.9929082	1.672937	.4655894
InsH2Bfabp_CD15_09dpf_VAST02_plate01_IGF1_210224_B08	210224	1	NK163	insH2Bfabp	CD15	IGF1	1	0	0	2	1	9	0	0	0	1	10.436724	.1020888	.20612821	.3062664	1.4029488	1	26	26																							28	4152.264	925882.9	1262728	54_IGF1	1	3	1	7.666667	3	1	4	.7519938	-.3141269	-.3141269	-.4887764	.242724	.2571002	-.1377842	-.0896424	.6883569	1.161069	.1768208	.1551383																		
InsH2Bfabp_CD15_09dpf_VAST02_plate01_IGF1_210224_F04	210224	1	NK143	insH2Bfabp	CD15	IGF1	1	0	0	2	1	9	0		1	3	9.383895						6	6	301090	5790	4800	5163	2074	52	1.550e+09	1	3217405	122934	103	260	209	133	98	609778	7127	7786.3417	7395.9831	5.55e+07	-932.765	-3.49e+07	61	3978.87	938309.3	1310654	54_IGF1	1	3	1	5.933333	3	1	4	.0343441	-.2075038	-.0687288	.1573107	-.3141269	1.637868	-.3871703					-.2075038	.0825485	-.1824072	-.3535393	-.3888753	-.5742636	.2144596	.2876889	.3878687	0	-.1903223	-.6597193	-.1423641	0	.1423641	-.7197189	.6020065	1.116634	1.314496
InsH2Bfabp_CD15_09dpf_VAST02_plate01_IGF1_210224_B09	210224	1	NK165	insH2Bfabp	CD15	IGF1	1	0	0	2	1	9	1	1	1	3	14.14069	.0340296	.23784024	.340296	.5455912	1	28	28	252995	5060	4303	6619	2269	50	1.673e+09	3	3268419	115530	109	244	164	115	7	690982	337		16068.748	1.10e+07		-2.89e+08	272	3744.758	814254.1	1179362	54_IGF1	1	3	1	7.85	3	1	4	-.7519938	-1.125744	-.5402261	-1.429788	-.5804016	.2948402	-.2075038	-1.402673	-.63364	1.619856	.5549229	1.063244	.4610861	-2.059215	-2.059215	-1.684395	-2.479467	.0947312	-.0473125	-.2387225	-.4393922	-.0947312	.1423641	.0947312	.0947312	-.0710019	-.5189816	.3878687	-.2387225	.3624964
InsH2Bfabp_CD15_10dpf_VAST02_plate01_IGF1_210225_C03	210225	1	NK203	insH2Bfabp	CD15	IGF1	1	0	0	2	1	10	0	0	0	1	13.79126	.170148	.12684813	.3062664	.4676496	1	17	66	194351	6269	6012	2823	937	31	5.795e+08	1	2016681	85671	117	174	137	108	131	507704	10000	9636.5566	8209.7103	9.64e+07	-290.7102	-1.37e+07	25	4079.49	966736.1	1350326	54_IGF1	1	4	2	2.15	4	1	4	.4623426	.0343441	.2782481	.1221531	-.4244566	-.5327554	-.2782481	.920823	-1.118958	1.161069	-.6069868	.9493045	-.4980894	.1824072	.2499428	.2160518	-.1824072	-.9549111	-.4393922	.9182451	1.37281	-1.161883	-1.37281	-1.37281	-.8483799	-.8483799	-.0947312	-1.161883	-.6597193	-.1423641
InsH2Bfabp_CD15_10dpf_VAST02_plate01_IGF1_210225_G01	210225	1	NK195	insH2Bfabp	CD15	IGF1	1	0	0	2	1	10	0	.0202145	0	1	11.24348	.1020888	.42811243	.2041776	1.0132408	1	9	58	162582	4782	4023	5760	2186	34	8.653e+08	2	3152366	102908	137	191	173	105	83	611774	6640	5121.4577	4610.6696	3.40e+07	537.7728	1.09e+07	29	4087.116	1078888	1419801	54_IGF1	1	4	2	1.45	4	1	4	.5009044	.9493045	.798367	-.8871465	-.1377842	-1.637868	-1.437116	-.0896424	.2442754	.2216821	1.301807	.3687303	.1156944	-.4795057	-.4980894	-.8749908	.4610861	-.8149615	-.9929082	-.6020065	-.8483799	-.8483799	-.3373553	0	-.1423641	-.2387225	.5189816	-.9182451	.0236496	-.4655894
InsH2Bfabp_CD15_10dpf_VAST02_plate01_IGF1_210225_F01	210225	1	NK194	insH2Bfabp	CD15	IGF1	1	0	0	2	1	10	1	.8695802	1	3	11.24348	.170148	.07928008	.1020888	.389708	1	8	57																								4023.914	1002999	1354020	54_IGF1	1	4	2	1.416667	4	1	4	.103195	.5804016	.3504148	-.264147	.5804016	2.444812	-.242724	.920823	-1.810777	-.3593968	-1.354934	.3687303																		
InsH2Bfabp_CD15_10dpf_VAST02_plate01_IGF1_210225_A01	210225	1	NK191	insH2Bfabp	CD15	IGF1	1	0	0	2	1	10	.0299209	.010431	0	1	15.48978	.170148	.44396845	.2382072	1.7147152	1	5	54															225	718339	19749	8911.4532	7564.9787	1.76e+08	-58.56517	8.15e+07	14	4222.375	997525.6	1424122	54_IGF1	1	4	2	1.116667	4	1	4	1.063244	.4623426	.8465244	.9956002	.798367	-.2948402	.4623426	.920823	1.078744	.5549229	1.474486	1.346684	.6953402	1.458376	1.839855	1.458376	1.561435													
InsH2Bfabp_CD15_10dpf_VAST02_plate01_IGF1_210225_D02	210225	1	NK199	insH2Bfabp	CD15	IGF1	1	0	0	2	1	10	.9662573	1	1	3	7.42181	.2041776	.20612821	.3062664	1.0132408	1	13	62	199246	4151	3680	4227	1312	48	8.173e+08	1	3334980	106913	126	195	168	105	151	386716	12030	4866.0945	4304.4263	5.85e+07	737.0964	4.28e+07	0	3631.278	806448.4	1064503	54_IGF1	1	4	2	1.783333	4	1	4	-1.346684	-1.266094	-1.346684	-1.815517	-1.192981	-.1826502	-.89673	1.534121	.2442754	1.161069	.1768208	-.8465244	-1.289085	.5549229	.4980894	-.2841234	1.088633	.0236496	-.3878687	-1.161883	-1.260339	-.9182451	-.9182451	-.9182451	.1423641	-.1903223	.2144596	-.8483799	-.1423641	-.4655894
InsH2Bfabp_CD15_10dpf_VAST02_plate01_IGF1_210225_G02	210225	1	NK201	insH2Bfabp	CD15	IGF1	1	0	0	2	1	10	0	.0915053	0	1	18.24988	.2041776	.0951361	.3062664	2.338248	1	15	64	488832	5684	5200	3881	1124	86	1.895e+09	2	6859549	243561	160	309	227	121	176	817963	14735	8401.5876	6771.602	1.24e+08	609.5146	4.85e+07	0	4196.292	1135742	1606257	54_IGF1	1	4	2	1.933333	4	1	4	.9493045	1.346684	2.042561	-.6965074	1.665112	-.0363359	.9493045	1.534121	1.619856	1.161069	-1.003148	1.821748	1.289085	.8994349	.9762363	.6136091	1.21679	1.906358	1.672937	.3373553	.3878687	.0473125	-1.161883	-1.161883	1.505968	1.906358	1.672937	1.37281	1.37281	.6020065
InsH2Bfabp_CD15_10dpf_VAST02_plate01_IGF1_210225_E02	210225	1	NK200	insH2Bfabp	CD15	IGF1	1	0	0	2	1	10	.0261082	.0061658	0	1	18.4622	.340296	.72937674	.2382072	2.338248	1	14	63	325910	4404	3926	6948	2320	74	2.345e+09	1	7513893	193244	206	334	186	169	229	1163704	18831	9316.8225	7306.4333	1.75e+08	730.6726	8.72e+07	0	4785.536	1314303	1784370	54_IGF1	1	4	2	1.85	4	1	4	2.46507	2.46507	2.46507	2.036834	2.46507	.8059185	1.192981	2.368567	1.619856	.5549229	1.937932	2.042561	2.479467	1.561435	1.561435	1.368829	1.684395	1.260339	.4393922	-.8483799	-.9929082	.4393922	.2876889	.1903223	1.906358	1.260339	2.34813	1.672937	.3624964	2.34813
InsH2Bfabp_CD15_10dpf_VAST02_plate01_IGF1_210225_A02	210225	1	NK197	insH2Bfabp	CD15	IGF1	1	0	0	2	1	10	1	1	1	3	16.65752	.170148	.20612821	.2382072	2.0264816	1	11	60	398271	5240	4404	5369	1734	76	1.953e+09	1	6380689	189978	150	291	264	128	219	688784	16140	7980.682	6837.3245	1.29e+08	91.02921	5.19e+07	18	3883.623	982841.2	1379591	54_IGF1	1	4	2	1.566667	4	1	4	-.242724	.1725391	.5009044	-.0522452	.8465244	.8572543	-.5402261	.920823	1.25212	.5549229	.1768208	1.54112	.3888753	1.368829	1.289085	.7379805	1.289085	1.37281	.9929082	-.0473125	-.2144596	.1903223	-.6020065	-.4921101	1.37281	1.161883	1.073562	1.161883	2.34813	.9182451
