filename	date	plate	index	line	diet	Exp	overfeeding	cholesterol	glucose	VAST	Imaged	age	iapp_nwt	iapp_dich	qRNA	protein	ldl	gluc	tc	tg	Anders_batch	pos_bio	Löpnr	Volume	CellVolume_Av	CellVolume_Stdev	CellInt_Av	CellInt_Stdev	NrCells	CellInt_Tot	isletNr	IV	ISA	IED	IPAL1	IPAL2	IPAL3	LiverLipN	LiverArea	LiverLipArea	LiverLipInt_Av	LiverLipIntBG	LiverLipInt_Tot	LiverLipInt_Av_Res	LiverLipInt_Tot_Res	vld_area	length	dorsal_area	lateral_area	file	batch	tank	batch_bio	tod	tank_n	batch_n	nr_tanks	intlength	intdorsal_area	intlateral_area	intangle	inteye_area	intcurvature	intpig_dorsal_tail	intldl	inttg	inttc	intgluc	intprotein	intLiverArea	intLiverLipN	intLiverLipArea	intLiverLipInt_Tot	intLiverLipInt_Tot_Res	intNrCells	intVolume	intCellVolume_Av	intCellVolume_Stdev	intCellInt_Tot	intCellInt_Av	intCellInt_Stdev	intIV	intISA	intIED	intIPAL1	intIPAL2	intIPAL3
InsH2Bfabp_CD15_09dpf_VAST02_plate01_IAPP_201105_E08	201105	1	NK050	insH2Bfabp	CD15	IAPP	1	0	0	2	1	9	.8030947	1	2	16.286434	1.4292432	.23784024	.5444736	2.727956	1	1	50	311846	7087	6225	8158	2544	44	2.556e+09	1	4088617	135106	159	259	165	115	239	747180	19129	22773.593	21455.82	4.36e+08	-518.4826	1.42e+08	30	4327.564	1088578	1515070	27_IAPP	1	1	2	10.16667	1	1	1	.6942906	.0784124	.3685006	.4249322	.1098857	-.8276041	-.1305846	.7607465	.9325278	.2423479	-.339753	.5751093	.5308747	.8950011	1.078302	.8950011	1.130117	-.6245627	-.2658918	.1829481	.5761465	-.8946621	-.9567178	-.807541	.224227	-.1419788	1.093456	.224227	-.2035442	-.2035442
InsH2Bfabp_CD15_09dpf_VAST02_plate01_IAPP_201105_G08	201105	1	NK051	insH2Bfabp	CD15	IAPP	1	0	0	2	1	9	.6058964	1	2	12.455794	.6125328	.3964004	.4764144	1.6367736	1	2	51	343128	4766	3647	7801	2217	72	2.649e+09	1	5665146	165122	167	350	159	116	187	527194	14334	27675.737	24404.765	3.97e+08	758.2574	1306453	188	3556.25	834217.3	1148453	27_IAPP	1	1	2	10.26667	1	1	1	-1.708735	-1.708735	-1.181259	-.8552639	-1.318011	2.479467	-.2634448	-1.018352	-.0133335	-.325661	.9533248	-.2477242	-.9825221	.4358834	.3446772	.7377372	.0563585	1.022696	-.1012464	-1.746955	-1.746955	-.779842	-1.170163	-1.093456	.8946621	.3080234	1.456837	1.585278	-.4381324	-.1419788
InsH2Bfabp_CD15_09dpf_VAST02_plate01_IAPP_201105_H08	201105	1	NK052	insH2Bfabp	CD15	IAPP	1	0	0	2	1	9	.6165861	1	2	10.695769	.0340296	.19027219	.170148	.4676496	1	3	52	282120	5532	3810	16575	5587	51	4.755e+09	1	2835368	108901	126	217	142	105	203	543598	14720	22794.071	21131.962	3.36e+08	-99.85704	5.30e+07	6	3621.477	956762.1	1195497	27_IAPP	1	1	2	10.31667	1	1	1	-1.485165	-.5791321	-.8195021	-.6063177	.3685006	-.9762363	.5851579	-2.145475	-1.523396	-1.371521	-.8340455	-.481115	-.7377372	.5635893	.4670705	.3149377	.3149377	-.1829481	-.4830894	-.8946621	-1.456837	.1419788	1.093456	1.170163	-.4830894	-.6245627	-.0606815	-.6001788	-1.057414	-.7527288
InsH2Bfabp_CD15_09dpf_VAST02_plate01_IAPP_201105_A09	201105	1	NK053	insH2Bfabp	CD15	IAPP	1	0	0	2	1	9	.9793758	1	2	11.731078	.680592	.23784024	.4764144	1.2470656	1	4	53	435545	5966	5758	7972	2455	73	3.626e+09	1	5305469	226355	156	278	201	129	278	629250	20595	32327.375	29484.252	6.66e+08	-834.7761	9.52e+07	102	3813.081	943423.4	1292620	27_IAPP	1	1	2	10.4	1	1	1	-.6942906	-.7347365	-.4711971	-.8103805	-1.00999	2.059215	-.3315094	-.8920979	-.4113021	-.325661	-.339753	-.3474399	-.4358834	1.307593	1.307593	1.758563	.8138509	1.170163	.6245627	-.5761465	.1419788	-.1829481	-1.022696	-.8946621	.779842	1.170163	.9567178	.529045	.4830894	.7527288
InsH2Bfabp_CD15_09dpf_VAST02_plate01_IAPP_201105_B09	201105	1	NK054	insH2Bfabp	CD15	IAPP	1	0	0	2	1	9	.9726568	1	2	14.52641	1.2590952	.26955227	.5444736	2.338248	1	5	54	540605	7723	6166	14781	4068	70	7.713e+09	1	4782072	189933	147	250	207	119	289	685577	21697	26809.119	24058.305	5.82e+08	317.5741	1.98e+08	0	4183.305	1027463	1447914	27_IAPP	1	1	2	10.46667	1	1	1	.1731927	-.2372021	.0784124	-.4249322	.0784124	-1.289085	-.8369914	.339753	.4405008	.2423479	-.0133335	.0681677	.0281681	1.453563	1.539856	1.376912	1.539856	.8648943	1.170163	.8946621	.4830894	1.456837	.4381324	.1012464	.529045	.779842	.726158	.0202161	.6744897	.1012464
InsH2Bfabp_CD15_09dpf_VAST02_plate01_IAPP_201105_C09	201105	1	NK055	insH2Bfabp	CD15	IAPP	1	0	0	2	1	9	.9267326	1	2	10.281646	.85074	.20612821	.4764144	1.3250072	1	6	55	298605	7110	5722	17652	5115	42	5.003e+09	1	2436016	107432	123	218	143	93	146	463080	10825	28556.379	26401.424	3.09e+08	-815.7739	-1.55e+08	116	3658.518	888887.6	1148153	27_IAPP	1	1	2	10.51667	1	1	1	-1.181259	-1.063622	-1.246721	.1593188	.6942906	-.4980894	-.5851579	-.47008	-.339753	-.325661	-.6089566	-.6406669	-1.539856	-.0845939	-.1984454	.1128968	-1.130117	-.6744897	-.3507093	.3080234	.1012464	.3080234	1.348744	.835874	-.835874	-.6744897	-.2868939	-.529045	-.9567178	-1.170163
InsH2Bfabp_CD15_09dpf_VAST02_plate01_IAPP_201105_D09	201105	1	NK056	insH2Bfabp	CD15	IAPP	1	0	0	2	1	9	.9252635	1	2	10.385177	1.2931248	.38054438	.170148	.4676496	1	7	56															194	659754	15187	21212.493	20339.69	3.22e+08	-707.4229	6.69e+07	16	4155.705	1131151	1455390	27_IAPP	1	1	2	10.58333	1	1	1	-.0470166	.5065081	.1731927	-.5686108	.031338	.9244287	-1.296494	.4405008	-1.523396	-1.371521	.8153122	-.5912576	-.1412905	.4670705	.5308747	.1984454	.5308747													
InsH2Bfabp_CD15_09dpf_VAST02_plate01_IAPP_201105_F09	201105	1	NK058	insH2Bfabp	CD15	IAPP	1	0	0	2	1	9	.8590814	1	2	18.874705	.0340296	.26955227	.680592	.7014744	1	9	58															201	774132	15466	19959.016	19357.816	3.09e+08	-753.7943	8.73e+07	9	4354.563	1149933	1578085	27_IAPP	1	1	2	10.68333	1	1	1	.86416	.6165979	1.00999	.5686108	.6549499	1.561435	.0325594	-2.145475	-.9533248	1.306186	-.0133335	1.050522	.6656764	.5308747	.5635893	.0845939	.7377372													
InsH2Bfabp_CD15_09dpf_VAST02_plate01_IAPP_201105_D10	201105	1	NK063	insH2Bfabp	CD15	IAPP	1	0	0	2	1	9	.6473157	1	2	10.281646	.9187992	.3012643	.5444736	1.7926568	1	14	63															157	466852	12327	27189.002	24529.873	3.35e+08	117.7163	-6.46e+07	22	3722.865	866890.9	1147839	27_IAPP	1	1	2	11.05	1	1	1	-1.00999	-1.246721	-1.318011	-1.055626	-.9106117	-.6953402	1.158272	-.2423479	.1606864	.2423479	.2561017	-.6406669	-1.307593	.0845939	.0563585	.2562565	-.4987188													
InsH2Bfabp_CD15_10dpf_VAST02_plate01_IAPP_201106_B01	201106	1	NK065	insH2Bfabp	CD15	IAPP	1	0	0	2	1	10	.891959	1	2	4.0293584	.680592	.04756805	.3743256	.779416	1	16	65	189608	7584	6522	11300	3448	25	2.217e+09	1	1174584	66761	80	161	142	111	105	464922	7181	10936.306	9614.2714	7.85e+07	2202.115	1.93e+08	255	3380.755	808826	1062559	27_IAPP	1	1	2	2.216667	1	1	1	-2.080278	-2.080278	-2.080278	-1.112734	-1.246721	-2.479467	-.5469463	-.8920979	-.7786766	-.8920979	-2.554361	-2.136868	-1.376912	-.5969185	-.8138509	-1.029232	1.376912	-1.973953	-1.585278	.779842	.835874	-1.093456	-.1012464	-.224227	-1.348744	-1.348744	-1.348744	-1.456837	-1.057414	-.3080234
InsH2Bfabp_CD15_10dpf_VAST02_plate01_IAPP_201106_C01	201106	1	NK066	insH2Bfabp	CD15	IAPP	1	0	0	2	1	10	.9520461	1	2		.4764144	.12684813	.3062664	.4676496	1	17	66	269707	6578	4768	12174	4441	41	3.120e+09	1	2682767	124885	115	203	176	122	55	677030	3856	18252.354	17363.042	7.04e+07	-8.100049	-8.22e+07	241	3488.564	813057.9	1134785	27_IAPP	1	1	2	2.383333	1	1	1	-1.862732	-1.862732	-1.485165	-2.493243	-.7347365	1.289085	-.3661064	-1.275513	-1.523396	-.9745425	-1.371521		0	-.9378634	-1.130117	-1.130117	-.8138509	-.779842	-.6744897	-.224227	-.835874	-.4830894	.0606815	.3940442	-.726158	-.3080234	-.5524426	-.726158	.1419788	.3080234
InsH2Bfabp_CD15_10dpf_VAST02_plate01_IAPP_201106_D01	201106	1	NK067	insH2Bfabp	CD15	IAPP	1	0	0	2	1	10	1	1	2	15.87374	1.70148	.38054438	.680592	2.9617808	1	18	67	89211	9912	8353	4483	1421	9	4.613e+08	1	522805	33911	71	167	88	54	24	579842	1778	15899.224	15790.714	2.83e+07	-428.2246	-7.01e+07	209	4313.41	1177388	1523878	27_IAPP	1	1	2	2.466667	1	1	1	.6165979	.7764218	.4711971	.3564294	1.862732	-1.839855	-.0325594	1.217526	1.245996	1.306186	.8153122	.481115	-.5969185	-2.123549	-1.909639	-2.123549	-.5635893	-2.405983	-2.405983	1.973953	2.405983	-2.405983	-1.973953	-1.973953	-1.585278	-1.585278	-1.585278	-1.348744	-1.585278	-1.585278
InsH2Bfabp_CD15_10dpf_VAST02_plate01_IAPP_201106_G01	201106	1	NK068	insH2Bfabp	CD15	IAPP	1	0	0	2	1	10	.7504649	1	2	20.59053	2.1778944	.3012643	.85074	3.7411968	1	19	68	751499	7828	7253	13372	4706	96	1.013e+10	2	8161422	253334	196	332	223	139									0	4527.307	1626445	1715494	27_IAPP	1	1	2	2.6	1	1	1	2.080278	2.497705	1.862732		2.497705		-.9848956	2.145475	2.554361	2.554361	.2561017	1.556601						2.405983	2.405983	1.022696	1.170163	2.405983	.224227	.529045	1.973953	1.746955	2.405983	1.348744	1.211232	1.254453
InsH2Bfabp_CD15_10dpf_VAST02_plate01_IAPP_201106_H01	201106	1	NK069	insH2Bfabp	CD15	IAPP	1	0	0	2	1	10	.9743519	1	2	19.542354	1.8035688	.4915365	.7146216	2.5720728	1	20	69															101	735308	8007	19291.306	17939.737	1.54e+08	321.8692	-1.80e+07	45	4517.225	1212678	1569696	27_IAPP	1	1	2	2.733333	1	1	1	1.708735	.9591166	.8195021	.0953326	.6165979	1.030806	.7916386	1.406504	.8920979	1.721797	1.482159	1.204851	.4051146	-.7012515	-.5969185	-.7012515	-.0845939													
InsH2Bfabp_CD15_10dpf_VAST02_plate01_IAPP_201106_F02	201106	1	NK074	insH2Bfabp	CD15	IAPP	1	0	0	2	1	10	.7182233	1	2	10.423228	1.1229768	.50739251	.5444736	1.558832	1	25	74	353666	7218	5599	15182	4918	49	5.470e+09	1	3966304	141217	152	246	154	122	291	725918	21734	28804.463	25501.958	6.26e+08	538.1052	1.93e+08	15	4061.715	946474	1338528	27_IAPP	1	1	2	3.55	1	1	1	-.2695584	-.6549499	-.3021995	-.9506695	-.5065081	-.0825485	-.4727891	.0667151	-.1471942	.2423479	1.614666	-.5591096	.3747248	1.539856	1.639431	1.639431	1.307593	-.2658918	.0202161	.5761465	-.0202161	.5761465	.5761465	.5761465	.1419788	.0202161	.8946621	-.1012464	-.5761465	.3080234
InsH2Bfabp_CD15_10dpf_VAST02_plate01_IAPP_201106_H02	201106	1	NK076	insH2Bfabp	CD15	IAPP	1	0	0	2	1	10	.7405108	1	2	8.3268775	.7146216	.12684813	.4423848	.8573576	1	27	76	272290	4392	5463	4399	1249	62	1.130e+09	1	3678635	135962	111	252	210	118	30	290875	2848	13342.01	12157.943	3.80e+07	1480.654	6.49e+07	581	3668.315	791719.1	1097535	27_IAPP	1	1	2	3.7	1	1	1	-1.120502	-2.497705	-1.862732	-1.857141	-1.862732		.1965805	-.7786766	-.6250856	-.6413788	-1.371521	-1.050522	-2.535274	-1.587676	-1.307593	-1.909639	.4987188	.4159872	-.5761465	-1.973953	-.2658918	-1.746955	-2.405983	-2.405983	-.1419788	-.1012464	-.726158	.0606815	.726158	.0202161
InsH2Bfabp_CD15_10dpf_VAST02_plate01_IAPP_201106_B03	201106	1	NK078	insH2Bfabp	CD15	IAPP	1	0	0	2	1	10	.7961168	1	2	13.672572	1.2250656	.3964004	.5444736	.4676496	1	29	78															143	775774	10936	25228.98	21239.595	2.76e+08	2202.73	-1.04e+07	63	3936.699	1048742	1399927	27_IAPP	1	1	2	3.9	1	1	1	-.4022501	-.1414683	-.2372021	.2895613	-.8195021	-.0164917	-.2973049	.2699041	-1.523396	.2423479	.9533248	-.1229156	.7012515	-.1412905	-.1412905	-.1128968	0													
InsH2Bfabp_CD15_10dpf_VAST02_plate01_IAPP_201106_C03	201106	1	NK079	insH2Bfabp	CD15	IAPP	1	0	0	2	1	10	.9698209	1	2	8.22206	1.020888	.06342406	.2041776	1.0132408	1	30	79	378155	7272	6345	6350	2011	52	2.378e+09	1	4463738	141564	160	307	164	105	132	591278	10268	22172.252	20318.505	2.28e+08	278.381	-2.68e+07	305	3758.929	875399.5	1209149	27_IAPP	1	1	2	4.083333	1	1	1	-.9591166	-1.181259	-.7347365	-1.23942	-1.063622	.5742636	.2634448	-.0266694	-.5305297	-1.137524	-2.145475	-1.124338	-.5308747	-.3149377	-.2562565	-.2562565	-.3149377	-.1419788	.1829481	.6744897	.6744897	-1.022696	-1.456837	-1.456837	.3940442	.0606815	1.254453	.9567178	-.2868939	-.7527288
InsH2Bfabp_CD15_10dpf_VAST02_plate01_IAPP_201106_E03	201106	1	NK081	insH2Bfabp	CD15	IAPP	1	0	0	2	1	10	.9715323	1	2	13.77739	1.5653616	.41225642	.170148	.4676496	1	32	81															185	739636	12582	23537.055	20693.582	2.96e+08	1182.067	2.87e+07	258	4205.543	1057759	1506427	27_IAPP	1	1	2	4.233333	1	1	1	.2372021	-.0156671	.3351658	.1272606	-.5791321	.7820069	1.465234	1.087999	-1.523396	-1.371521	1.087999	-.0545189	.4987188	.3747248	.1412905	.0281681	.2562565													
InsH2Bfabp_CD15_10dpf_VAST02_plate01_IAPP_201106_G03	201106	1	NK082	insH2Bfabp	CD15	IAPP	1	0	0	2	1	10	.8217409	1	2	15.349653	1.4632728	.11099211	.680592	2.338248	1	33	82	355492	6583	4375	16138	6144	54	5.978e+09	1	3831383	159261	123	256	180	126	30	735780	2496	21010.091	19699.32	5.24e+07	-122.5603	-1.81e+08	0	4129.589	1100736	1543183	27_IAPP	1	1	2	4.316667	1	1	1	-.0784124	.1731927	.6549499	1.580799	-.1098857	-.8749908	.7478586	.8920979	.4405008	1.306186	-1.614666	.1780348	.4358834	-1.587676	-1.639431	-1.453563	-1.453563	-.0404405	.0606815	-.1829481	-1.211232	.835874	.835874	1.348744	-.1012464	.224227	-.2868939	.1419788	.2450062	.529045
InsH2Bfabp_CD15_10dpf_VAST02_plate01_IAPP_201106_H03	201106	1	NK083	insH2Bfabp	CD15	IAPP	1	0	0	2	1	10	1	1	2	11.156951	.8847696	.11099211	.5444736	.779416	1	34	83	411527	6859	5679	16220	4476	60	6.306e+09	1	3113372	134557	126	221	157	110	64	446356	5119	17305.523	16219.354	8.86e+07	451.1076	-2.46e+07	215	3668.836	904319.8	1098747	27_IAPP	1	1	2	4.4	1	1	1	-1.063622	-.86416	-1.708735	1.389907	.2695584	.2499428	0	-.3539128	-.7786766	.2423479	-1.614666	-.3911963	-1.639431	-.8950011	-.8950011	-.8950011	-.2854742	.2658918	.3507093	.0606815	.0606815	1.093456	.9567178	.4381324	-.3507093	-.224227	-.0606815	-.4381324	-.5059336	-.3722894
InsH2Bfabp_CD15_10dpf_VAST02_plate01_IAPP_201106_B04	201106	1	NK085	insH2Bfabp	CD15	IAPP	1	0	0	2	1	10	.626282	1	2	15.768923	1.8375984	.28540829	.7146216	2.4161896	1	36	85	578104	8628	6969	15932	5171	67	8.927e+09	1	6515869	241538	151	355	203	110	180	1074672	14165	24061.989	22266.285	3.41e+08	-226.4642	1.92e+07	0	4285.673	1171690	1588971	27_IAPP	1	1	2	4.633333	1	1	1	.4022501	.7347365	1.181259	.6449072	1.00999	.4247038	.8369914	1.5674	.6089566	1.721797	.0934678	.4059455	2.123549	.2708364	.3149377	.3446772	.1697986	.7000902	1.585278	1.456837	1.022696	1.973953	.726158	.9567178	1.022696	1.456837	.807541	1.746955	.5524426	-.3722894
InsH2Bfabp_CD15_10dpf_VAST02_plate01_IAPP_201106_C04	201106	1	NK086	insH2Bfabp	CD15	IAPP	1	0	0	2	1	10	.8961025	1	2	15.87374	1.4973024	.38054438	.6465624	1.4029488	1	37	86	456084	8292	8214	9826	2426	55	4.548e+09	1	7396134	200826	183	270	243	125	50	713413	3924	15591.984	17516.946	6.12e+07	-2857.679	-9.67e+07	10	4316.867	1097565	1526570	27_IAPP	1	1	2	4.7	1	1	1	.6549499	.1414683	.5424624	-.1915416	-.0156671		-.1634935	.9962083	-.2699041	1.041007	.8153122	.481115	.227256	-1.078302	-1.078302	-1.244045	-.8537231	.0404405	.726158	1.348744	1.973953	.0606815	-.3080234	-1.022696	1.746955	.8946621	1.848596	.4381324	1.746955	.4604945
InsH2Bfabp_CD15_10dpf_VAST02_plate01_IAPP_201106_E04	201106	1	NK088	insH2Bfabp	CD15	IAPP	1	0	0	2	1	10	1	1	2	16.29301	1.2931248	.31712032	.6125328	.4676496	1	39	88	738972	7946	6486	8902	3017	93	6.694e+09	1	9547044	301573	183	300	254	183	208	780984	16793	20616.918	19007.804	3.46e+08	334.4103	1.37e+08	0	4370.847	1191220	1596777	27_IAPP	1	1	2	4.85	1	1	1	.9106117	.86416	1.318011	.1915416	.5424624	-1.561435	.8841349	.4405008	-1.523396	.9121265	.4552406	.6240287	.8138509	.6656764	.7752326	.4358834	.9825221	1.973953	1.973953	1.093456	.779842	1.254453	-.5761465	-.4381324	2.405983	2.405983	1.848596	.8648943	2.405983	2.405983
InsH2Bfabp_CD15_10dpf_VAST02_plate01_IAPP_201106_A05	201106	1	NK092	insH2Bfabp	CD15	IAPP	1	0	0	2	1	10	1	1	2	20.380894	1.7355096	.42811243	.680592	2.4941312	1	43	92	358654	5353	4806	15992	6740	67	5.666e+09	1	4759880	166082	120	262	195	137	106	640718	7479	22330.484	19847.79	1.67e+08	1015.306	-7.13e+07	13	4343.38	1118171	1526510	27_IAPP	1	1	2	5.133333	1	1	1	.8195021	.3351658	.5065081	.0635016	.4364642	-.3888753	.0651533	1.275513	.7968608	1.306186	1.19001	1.470951	-.3149377	-.5635893	-.7012515	-.5969185	-.6309245	.7000902	.1012464	-1.022696	-.779842	.6744897	.779842	1.746955	.4830894	.3507093	-.3940442	.2658918	.4381324	1.130978
InsH2Bfabp_CD15_10dpf_VAST02_plate01_IAPP_201106_C05	201106	1	NK094	insH2Bfabp	CD15	IAPP	1	0	0	2	1	10	.9764425	1	2	8.22206	.8167104	.41225642	.5785032	1.4029488	1	45	94															123	494750	9425	21178.452	19949.535	2.00e+08	-261.8111	-4.22e+07	46	3835.51	914832.1	1194285	27_IAPP	1	1	2	5.283333	1	1	1	-.5065081	-.7764218	-.9106117	-1.310954	-.7764218	-1.368829	-.5095174	-.5614833	-.2699041	.6413788	1.087999	-1.124338	-1.130117	-.4051146	-.4051146	-.3747248	-.3747248													
InsH2Bfabp_CD15_10dpf_VAST02_plate01_IAPP_201106_D05	201106	1	NK095	insH2Bfabp	CD15	IAPP	1	0	0	2	1	10	.8038002	1	2	18.284544	1.6334208	.47568048	.5444736	2.4941312	1	46	95																							0	4164.64	1345616	1576903	27_IAPP	1	1	2	5.366667	1	1	1	.0470166	1.708735	.9106117	1.310954	1.181259	-.1489679	-1.375969	1.163366	.7968608	.2423479	1.406504	.9601961																		
InsH2Bfabp_CD15_10dpf_VAST02_plate01_IAPP_201106_E05	201106	1	NK096	insH2Bfabp	CD15	IAPP	1	0	0	2	1	10	.5454627	1	2	4.2389935	1.2590952	.22198422	.4423848	.779416	1	47	96	378272	8223	8043	13774	5059	46	4.961e+09	1	3941281	139977	145	282	163	106	26	569658	2008	19106.779	17561.564	3.84e+07	602.2636	-1.21e+08	49	4313.205	1026954	1453686	27_IAPP	1	1	2	5.433333	1	1	1	.5791321	-.2695584	.1414683	1.702789	-.0627068	.2160518	1.845705	.339753	-.7786766	-.6413788	-.4405008	-1.924054	-.6309245	-1.909639	-1.758563	-1.758563	-.9825221	-.5059336	.224227	1.254453	1.585278	.2658918	.2658918	.6744897	.1012464	-.0202161	.6744897	.5761465	-.3722894	-.5761465
InsH2Bfabp_CD15_10dpf_VAST02_plate01_IAPP_201106_G05	201106	1	NK097	insH2Bfabp	CD15	IAPP	1	0	0	2	1	10	1	1	2	6.3353443	1.4292432	.12684813	.510444	1.0132408	1	48	97	388946	6482	6127	14021	5080	60	5.237e+09	2	4564977	175423	124	312	231	115	39	663214	3361	19212.225	18322.169	6.46e+07	-227.3707	-1.21e+08	7	4455.404	1116257	1573195	27_IAPP	1	1	2	5.55	1	1	1	1.246721	.3021995	.86416	.6063177	.5791321	.6539285	1.039222	.7607465	-.5305297	-.0533578	-1.371521	-1.394908	-.0563585	-1.376912	-1.244045	-1.185158	-1.029232	.2658918	.2658918	-.3507093	.4381324	.3507093	.3080234	.779842	.4381324	.4830894	-.2035442	1.057414	1.585278	-.2035442
InsH2Bfabp_CD15_10dpf_VAST02_plate01_IAPP_201106_H05	201106	1	NK098	insH2Bfabp	CD15	IAPP	1	0	0	2	1	10	1	1	2	9.1654178	1.8035688	.14270414	.6465624	1.558832	1	49	98	256104	7114	4903	11660	3831	36	2.766e+09	1	2021988	98670	108	190	145	105	34	800700	2826	20956.99	20706.068	5.92e+07	-1413.347	-2.09e+08	96	4114.327	1290527	1445775	27_IAPP	1	1	2	5.633333	1	1	1	-.1414683	1.246721	.0470166	-.6844819	2.080278	-.5357877	-1.567991	1.406504	-.1471942	1.041007	-1.163366	-.8770955	.8537231	-1.453563	-1.376912	-1.307593	-1.539856	-1.057414	-.835874	.3507093	-.6744897	-.6245627	.0202161	.0202161	-1.022696	-.8946621	-.807541	-.9891686	-.8946621	-.7527288
InsH2Bfabp_CD15_10dpf_VAST02_plate01_IAPP_201106_B06	201106	1	NK100	insH2Bfabp	CD15	IAPP	1	0	0	2	1	10	0	0	1	15.978558	.9187992	.20612821	.5785032	1.8705984	1	2	100	183865	6129	4944	14235	4090	30	2.567e+09	1	1738765	78651	94	217	128	91	139	512661	10059	25873.757	23348.959	2.60e+08	254.2742	-9.87e+07	21	3829.188	889814.8	1209792	27_IAPP	1	1	3	5.95	1	1	1	-.5424624	-1.00999	-.6942906	-1.389907	-1.120502	-.3535393	-.6242437	-.2423479	.2286397	.6413788	-.6089566	.5275293	-1.029232	-.227256	-.3149377	-.1984454	-.8950011	-1.456837	-1.746955	-.4381324	-.6245627	-.835874	.3507093	.1419788	-1.170163	-1.254453	-1.130978	-.6001788	-1.348744	-1.254453
InsH2Bfabp_CD15_10dpf_VAST02_plate01_IAPP_201106_C06	201106	1	NK101	insH2Bfabp	CD15	IAPP	1	0	0	2	1	10	1	1	2	15.559288	1.361184	.34883235	.5785032	2.8058976	1	3	101															43	823740	3419	22971.948	20153.341	7.85e+07	1281.128	-1.70e+08	0	4267.526	1152699	1578219	27_IAPP	1	1	3	6.016667	1	1	1	.3685006	.6549499	1.063622	-.3904518	-.6165979	.1156944	1.25966	.6250856	1.041007	.6413788	.6744897	.3186394	.9825221	-1.307593	-1.185158	-.9825221	-1.307593													
InsH2Bfabp_CD15_10dpf_VAST02_plate01_IAPP_201106_C07	201106	1	NK109	insH2Bfabp	CD15	IAPP	1	0	0	2	1	10	.7784487	1	2	3.1908181	.7146216	.14270414	.4423848	.8573576	1	11	109	425991	6656	4885	14818	5322	64	6.008e+09	1	4287398	177218	126	249	222	137	251	555956	17968	26036.791	23516.422	4.68e+08	211.4317	1.03e+08	119	3781.733	884745.5	1193403	27_IAPP	1	1	3	6.7	1	1	1	-.86416	-1.120502	-.9591166	-.3228149	.9106117	-.7820069	-.4011473	-.7786766	-.6250856	-.6413788	-1.163366	-2.546865	-.7012515	1.078302	.9378634	1.029232	.8537231	.5524426	.529045	-.0202161	-.726158	.9567178	.4830894	1.093456	.2658918	.5761465	-.0606815	-.0202161	1.093456	1.130978
InsH2Bfabp_CD15_10dpf_VAST02_plate01_IAPP_201106_D07	201106	1	NK110	insH2Bfabp	CD15	IAPP	1	0	0	2	1	10	1	1	2	19.751989	.2382072	.50739251	.680592	3.1956056	1	12	110															206	891358	15587	27204.593	25183.307	4.24e+08	-670.0186	1794290	0	4488.23	1270085	1716241	27_IAPP	1	1	3	6.816667	1	1	1	1.485165	1.120502	2.080278	.9019402	1.063622	1.839855	.6242437	-1.523396	1.406504	1.306186	1.614666	1.263188	1.307593	.6138328	.5969185	.8138509	.0845939													
InsH2Bfabp_CD15_10dpf_VAST02_plate01_IAPP_201106_E07	201106	1	NK111	insH2Bfabp	CD15	IAPP	1	0	0	2	1	10	.8101214	1	2	6.2305267	1.4632728	.3012643	.1361184	.389708	1	13	111															141	656796	11216	23974.453	20893.108	2.69e+08	1374.17	-5409089	0	4335.814	1055097	1445192	27_IAPP	1	1	3	6.9	1	1	1	.7347365	-.0784124	.0156671	-.6449072	-.4711971	-1.088633	.4366879	.8920979	-2.145475	-1.783727	.2561017	-1.470951	-.1984454	-.1841031	-.0845939	-.1412905	.0281681													
InsH2Bfabp_CD15_10dpf_VAST02_plate01_IAPP_201106_G07	201106	1	NK112	insH2Bfabp	CD15	IAPP	1	0	0	2	1	10	1	1	2	20.276077	1.8035688	.3012643	.680592	3.2735472	1	14	112															167	806374	13718	24342.178	21978.92	3.34e+08	407.0091	2.22e+07					27_IAPP	1	1	3	6.975	1	1	1								1.406504	1.523396	1.306186	.2561017	1.326172	.8950011	.1697986	.2562565	.227256	.1984454													
InsH2Bfabp_CD15_10dpf_VAST02_plate01_IAPP_201106_H07	201106	1	NK113	insH2Bfabp	CD15	IAPP	1	0	0	2	1	10	.9375145	1	2	13.77739	.5785032	.20612821	.4423848	2.0264816	1	15	113	220672	5382	5124	6912	2013	41	1.527e+09	2	3939132	99587	133	244	146	105	104	510029	7712	26025.696	24813.727	2.01e+08	-1394.557	-2.09e+08	20	4078.67	967005.3	1269038	27_IAPP	1	1	3	7.05	1	1	1	-.2372021	-.5424624	-.5424624	.4954916	-.3685006	-.7379805	1.375969	-1.11242	.2699041	-.6413788	-.6089566	-.0545189	-1.078302	-.6482026	-.6309245	-.3149377	-1.639431	-.779842	-1.348744	-.9567178	-.5761465	-1.585278	-1.348744	-1.348744	.0606815	-.835874	.2035442	-.1624294	-.835874	-.7527288
