filename	date	plate	index	line	diet	Exp	overfeeding	cholesterol	glucose	VAST	Imaged	age	hmg20a_nwt	hmg20a_dich	qRNA	protein	ldl	gluc	tc	tg	Anders_batch	pos_bio	Löpnr	Volume	CellVolume_Av	CellVolume_Stdev	CellInt_Av	CellInt_Stdev	NrCells	CellInt_Tot	isletNr	IV	ISA	IED	IPAL1	IPAL2	IPAL3	LiverLipN	LiverArea	LiverLipArea	LiverLipInt_Av	LiverLipIntBG	LiverLipInt_Tot	LiverLipInt_Av_Res	LiverLipInt_Tot_Res	vld_area	length	dorsal_area	lateral_area	file	batch	tank	batch_bio	tod	tank_n	batch_n	nr_tanks	intlength	intdorsal_area	intlateral_area	intangle	inteye_area	intcurvature	intpig_dorsal_tail	intldl	inttg	inttc	intgluc	intprotein	intLiverArea	intLiverLipN	intLiverLipArea	intLiverLipInt_Tot	intLiverLipInt_Tot_Res	intNrCells	intVolume	intCellVolume_Av	intCellVolume_Stdev	intCellInt_Tot	intCellInt_Av	intCellInt_Stdev	intIV	intISA	intIED	intIPAL1	intIPAL2	intIPAL3
InsH2Bfabp_CD15_09dpf_VAST02_plate01_HMG20A_200930_B05	200930	1	NC715	insH2Bfabp	CD15	HMG20A	1	0	0	2	1	9	.984498	1	2	12.3448	.8847696	.22198422	.3743256	1.4029488	1	33	33															79	431438	6264	7806.6307	6919.9918	4.89e+07	296.8602	9464812	0	3639.462	864094.6	1176760	13_HMG20A	1	2	1	4.55	2	1	4	-1.216274	-.7843482	-.5073057	-.2263933	-.1333212		-.7344303	.6493239	.3507093	.8946621	-.6428442	.2512085	-.9555776	-.0671924	-.1573107	-.6020065	.2387225													
InsH2Bfabp_CD15_09dpf_VAST02_plate02_HMG20A_200930_F01	200930	2	NC754	insH2Bfabp	CD15	HMG20A	1	0	0	2	1	9	1	1	2	8.3500055	.2382072	.42811243	.1361184	.5455912	1	23	72	249733	3083	3041	11658	4030	81	2.843e+09	1	4675779	153758	159	272	193	116	72	705876	5576	6721.0942	6366.1136	3.75e+07	-144.5097	5724421	0	4078.834	1029870	1381699	13_HMG20A	1	2	2	9.383333	2	1	4	.7843482	.8906177	.8363019	.5944087	.7229722	.217107	.8363019	-1.42823	-1.348744	-.8946621	.9512777	-1.21822	1.194857	-.295179	-.3422765	-.9929082	.1423641	1.813418	-.6205683	-1.255486	-1.255486	-.5513477	.2957227	.6205683	.6744897	.3572158	1.193795	.7690553	.7690553	-.326315
InsH2Bfabp_CD15_09dpf_VAST02_plate01_HMG20A_200930_B01	200930	1	NC684	insH2Bfabp	CD15	HMG20A	1	0	0	2	1	9	.7801016	1	2	15.460393	.7826808	.61838462	.340296	1.4029488	1	2	2	358352	5688	4574	15401	4822	63	5.465e+09	1	4674560	183135	122	277	214	152	104	544976	8240	15166.516	13163.346	1.25e+08	395.6526	-1073070	0	3774.526	884581	1245666	13_HMG20A	1	2	1	2.016667	2	1	4	-.7843482	-.5073057	0	-.6862788	-.7229722	-.1771698	.3433392	.3722894	.3507093	.5881202	2.047078	1.415149	.0223825	.3186394	.3422765	.6020065	.0473125	.6205683	.6205683	-.1168527	-.2957227	1.255486	1.136341	1.255486	.6013318	1.031459	-.4200915	.8499573	1.255486	1.679661
InsH2Bfabp_CD15_09dpf_VAST02_plate01_HMG20A_200930_H02	200930	1	NC698	insH2Bfabp	CD15	HMG20A	1	0	0	2	1	9	.9958217	1	2	17.641309	1.1570064	.53910454	.4423848	1.4029488	1	16	16	315576	5954	7081	9288	3597	53	2.874e+09	2	3554619	123575	114	342	158	110	220	681838	17721	18122.197	15787.587	3.21e+08	299.3112	1.59e+08	0	4230.688	1041983	1458725	13_HMG20A	1	2	1	3.283333	2	1	4	1.391153	1.072307	1.391153	1.391153	.0950912	.4668251	2.006752	1.37428	.3507093	1.400745	1.698407	2.244607	.8871465	1.699178	1.699178	1.672937	1.672937	.1462539	-.0583267	.1757821	1.395747	-.4200915	-.4200915	.1757821	.0896424	-.3572158	-.7690553	1.395747	-.3884616	-.6205683
InsH2Bfabp_CD15_09dpf_VAST02_plate01_HMG20A_200930_F05	200930	1	NC719	insH2Bfabp	CD15	HMG20A	1	0	0	2	1	9	1	1	2	14.006449	1.4632728	.42811243	.4764144	1.4029488	1	37	37															31	434490	2368	10318.957	10490.134	2.44e+07	-1342.929	-6.45e+07	0	4108.652	1084017	1492700	13_HMG20A	1	2	1	5.016667	2	1	4	1.008045	1.391153	1.782751	.6862788	1.207414	.5109658	1.216274	1.907533	.3507093	1.746955	.9512777	.8038431	-.8226373	-1.108011	-1.108011	-1.161883	-1.073562													
InsH2Bfabp_CD15_09dpf_VAST02_plate02_HMG20A_200930_H03	200930	2	NC770	insH2Bfabp	CD15	HMG20A	1	0	0	2	1	9	1	1	2	10.852837	.4083552	.38054438	.2722368	1.2470656	1	39	88																								3786.726	831346.1	1091300	13_HMG20A	1	2	2	10.56667	2	1	4	-.7344303	-1.391153	-1.29875	-1.216274	-1.13214	.0587829	.5944087	-.9728152	.1114111	-.1726797	.4531975	-.2512085																		
InsH2Bfabp_CD15_09dpf_VAST02_plate01_HMG20A_200930_H05	200930	1	NC721	insH2Bfabp	CD15	HMG20A	1	0	0	2	1	9	1	1	2	13.487184	.0680592	.06342406	.170148	.6235328	1	39	39	35156	2344	1566	830	325	15	29321192	1	3406549	98386	89	643	141	46	71	284134	5872	8370.6495	7185.3117	4.92e+07	552.3088	6035953	0	3741.307	872049.9	1208267	13_HMG20A	1	2	1	5.25	2	1	4	-.9476973	-.6862788	-.1881663	-.8363019	-.2888094	.4235761	1.497249	-1.746955	-1.093456	-.6368945	-2.250926	.5921965	-1.534121	-.390146	-.2028072	-.5462332	.1903223	-1.679661	-1.570585	-1.395747	-1.570585	-1.813418	-1.570585	-1.570585	-.0896424	-1.136341	-1.136341	2.269206	-.9368471	-1.570585
InsH2Bfabp_CD15_09dpf_VAST02_plate01_HMG20A_200930_F08	200930	1	NC738	insH2Bfabp	CD15	HMG20A	1	0	0	2	1	9	.9754127	1	2	11.929387	1.0889472	.41225642	.1020888	1.6367736	1	7	56	252072	6002	4413	11769	4178	42	2.916e+09	1	3126972	120388	136	240	140	111	77	619553	6676	12583.189	10825.076	8.40e+07	531.761	-9602773	0	4069.282	992232.1	1370618	13_HMG20A	1	2	2	8.166667	2	1	4	.6862788	.6396686	.6862788	.1502124	.0189907	-.7502154	.4651961	1.232555	.7936154	-1.300153	.7876622	.1350631	.5924169	-.1346898	-.1121376	.0473125	-.1903223	-.8499573	-.5513477	.2353289	-.5513477	-.2353289	.3572158	.7690553	-.3343768	-.4846749	.2654048	0	-1.031459	-.5513477
InsH2Bfabp_CD15_09dpf_VAST02_plate02_HMG20A_200930_H01	200930	2	NC756	insH2Bfabp	CD15	HMG20A	1	0	0	2	1	9	1	1	2	12.998121	.4764144	.3012643	.2382072	.7014744	1	25	74																							0	3788.131	911004	1228918	13_HMG20A	1	2	2	9.55	2	1	4	-.6862788	-.2263933	-.0748947	.0748947	-.5819415	.3393116	-.0374211	-.766215	-.835874	-.4381324	-.0918348	.4612377																		
InsH2Bfabp_CD15_09dpf_VAST02_plate02_HMG20A_200930_B01	200930	2	NC750	insH2Bfabp	CD15	HMG20A	1	0	0	2	1	9	.048232	0	1	14.428311	.5785032	.3964004	.170148	1.0911824	1	19	68	239960	5580	4686	8822	2574	43	2.124e+09	2	3136979	129479	127	238	167	123	124	516812	9403	7045.659	7364.822	6.63e+07	-981.4541	2.06e+07	3	4025.994	980672.9	1328449	13_HMG20A	1	2	2	9.116667	2	1	4	.5073057	.5503351	.5944087	.4238958	-.0569997	-.6024495	-2.006752	-.4159872	-.1215874	-.6368945	.6428442	.8624685	-.2028072	.5924169	.5398714	-.1903223	.4393922	-.656305	-.6929004	-.2353289	-.2353289	-.6205683	-.5513477	-.6929004	-.27188	-.1168527	-.1757821	-.0583267	-.2353289	.3884616
InsH2Bfabp_CD15_09dpf_VAST02_plate01_HMG20A_200930_B09	200930	1	NC742	insH2Bfabp	CD15	HMG20A	1	0	0	2	1	9	0	0	1	4.0365505	.3743256	.0951361	.170148	.3117664	1	11	60	422708	5791	6066	11092	2941	73	4.873e+09	2	6436394	163267	162	262	173	142	74	396140	5647	10342.979	8755.4434	5.84e+07	698.5574	-6490925	0	3922.577	870913.4	1102051	13_HMG20A	1	2	2	8.45	2	1	4	0	-.7344303	-1.141333	1.497249	.2888094	.6024495	.7843482	-1.170163	-2.050429	-.6368945	-1.791764	-1.896824	-1.291794	-.2028072	-.2487277	-.3373553	-.0947312	1.031459	1.031459	.0583267	.8499573	.8499573	0	-.5513477	1.558784	.5513477	1.395747	.4846749	.0875522	1.395747
InsH2Bfabp_CD15_09dpf_VAST02_plate02_HMG20A_200930_B02	200930	2	NC758	insH2Bfabp	CD15	HMG20A	1	0	0	2	1	9	.0716998	0	1	15.977683	.8847696	.52324853	.0680592	.7014744	1	27	76	399672	6149	6662	12756	3289	65	5.312e+09	1	4579360	164403	159	221	175	135	72	693406	5568	15544.742	14779.94	8.66e+07	-1106.239	-6.19e+07	40	4330.356	1087696	1453536	13_HMG20A	1	2	2	9.65	2	1	4	2.006752	1.497249	1.29875	.9476973	1.77585	.0980721	.2263933	.6493239	-.835874	-1.795459	1.617868	1.609816	1.028805	-.295179	-.390146	.0947312	-.9182451	.7690553	.7690553	.3572158	1.136341	1.136341	.5513477	-.1168527	.4637077	.6205683	1.193795	-.3884616	.326315	1.082411
InsH2Bfabp_CD15_09dpf_VAST02_plate02_HMG20A_200930_F03	200930	2	NC768	insH2Bfabp	CD15	HMG20A	1	0	0	2	1	9	.7483995	1	2	6.3239037	.4423848	.12684813	.2722368	.8573576	1	37	86	319514	6521	5427	14585	5313	49	4.491e+09	2	4612709	145061	143	282	168	101	116	597400	9256	6015.4461	5689.0134	5.57e+07	-62.68242	3.33e+07	0				13_HMG20A	1	2	2	10.45	2	1	4								-.8648943	-.4492854	-.1726797	-1.513781	-1.538334	.390146	.5398714	.4887764	-.3878687	.7197189	-.2654048	.1168527	.6929004	.2957227	.6929004	.8499573	1.395747	.5312607	.2957227	.4846749	1.031459	-.1757821	-1.031459
InsH2Bfabp_CD15_09dpf_VAST02_plate01_HMG20A_200930_F07	200930	1	NC731	insH2Bfabp	CD15	HMG20A	1	0	0	2	1	9	1	1	2	13.591037	1.2250656	.50739251	.4083552	2.1823648	1	49	49															313	824987	23909	18068.556	16302.471	4.32e+08	-353.1459	2.62e+08	2	4315.929	1130583	1511496	13_HMG20A	1	2	1	7.233333	2	1	4	1.782751	1.782751	2.006752	1.782751	2.428737	-1.272699	.6862788	1.585278	1.702244	1.150349	1.513781	.6170677	1.930286	2.368567	2.368567	2.34813	2.34813													
InsH2Bfabp_CD15_09dpf_VAST02_plate01_HMG20A_200930_D01	200930	1	NC686	insH2Bfabp	CD15	HMG20A	1	0	0	2	1	9	.9864922	1	2	9.5407656	.680592	.26955227	.3062664	1.0911824	1	4	4	82291	1914	2592	534	113	43	42546536	3	9801	2290	25	42	21	19	43	417168	3408	19008.432	14677.909	6.48e+07	2476.115	-8.23e+07	0	3443.721	793214.4	1007814	13_HMG20A	1	2	1	2.15	2	1	4	-1.782751	-1.782751	-1.782751	-.7344303	.4941332	1.366204	-1.623523	0	-.1215874	.224227	-.2892923	-.7342278	-1.108011	-.8544474	-.8226373	-.2387225	-1.37281	-.656305	-1.255486	-1.570585	-1.395747	-1.570585	-1.813418	-1.813418	-1.802743	-1.813418	-1.813418	-1.813418	-1.813418	-1.813418
InsH2Bfabp_CD15_09dpf_VAST02_plate01_HMG20A_200930_F04	200930	1	NC711	insH2Bfabp	CD15	HMG20A	1	0	0	2	1	9	.0598076	0	1	8.8137937	.3743256	.12684813	.2382072	1.6367736	1	29	29	505443	8567	7643	17006	4725	59	8.239e+09	1	3844997	158621	134	237	182	133	101	433634	6960	15161.992	14059.919	1.06e+08	-651.5967	-3.30e+07	0	3790.227	900611.3	1191564	13_HMG20A	1	2	1	4.283333	2	1	4	-.6396686	-.3039132	-.3833065	-.3833065	1.616156	-.8031726	-.5073057	-1.170163	.7936154	-.4381324	-1.513781	-1.024106	-.8871465	.2028072	.0223825	.4393922	-.6020065	.2654048	1.395747	1.813418	1.813418	2.269206	1.813418	1.082411	.2104284	.4200915	.1757821	-.1168527	.5513477	.9368471
InsH2Bfabp_CD15_09dpf_VAST02_plate01_HMG20A_200930_D03	200930	1	NC702	insH2Bfabp	CD15	HMG20A	1	0	0	2	1	9	.9677915	1	2	14.941128	.85074	.31712032	.4083552	1.558832	1	20	20	233164	5422	5657	8268	2468	43	1.837e+09	1	2575843	105582	117	219	142	105	2	616965	80	14673.288	14276.031	1173863	-1391.641	-1.40e+08	11	4144.096	1049415	1430074	13_HMG20A	1	2	1	3.566667	2	1	4	1.141333	1.141333	1.141333	.7344303	2.000424	-.8584844	1.391153	.5407068	.7000902	1.150349	.0611754	1.059755	.5398714	-1.534121	-1.534121	-2.34813	-2.34813	-.656305	-.7690553	-.4200915	.5513477	-.8499573	-.6929004	-.7690553	-1.016222	-.8499573	-.6205683	-.4846749	-.8499573	-.7690553
InsH2Bfabp_CD15_09dpf_VAST02_plate01_HMG20A_200930_F02	200930	1	NC696	insH2Bfabp	CD15	HMG20A	1	0	0	2	1	9	.9528302	1	2	9.0215	.6465624	.42811243	.170148	.779416	1	14	14																							0	3602.416	818695.4	1089490	13_HMG20A	1	2	1	3.066667	2	1	4	-1.391153	-1.623523	-1.391153	-1.391153	.4099833	.0195843	.1881663	-.1624294	-.5881202	-.6368945	.9512777	-.9084579																		
InsH2Bfabp_CD15_09dpf_VAST02_plate01_HMG20A_200930_F09	200930	1	NC746	insH2Bfabp	CD15	HMG20A	1	0	0	2	1	9	.0596132	0	1	4.2442567	.7826808	.17441618	.2722368	.7014744	1	15	64															213	592198	16352	15179.245	13092.407	2.48e+08	490.8837	1.23e+08	13	4018.92	1052331	1381235	13_HMG20A	1	2	2	8.716666	2	1	4	.4651961	1.216274	.7843482	1.29875	.9375322	1.272699	1.072307	.3722894	-.835874	-.1726797	-1.08839	-1.784268	.3422765	1.534121	1.534121	1.37281	1.505968													
InsH2Bfabp_CD15_09dpf_VAST02_plate01_HMG20A_200930_D08	200930	1	NC736	insH2Bfabp	CD15	HMG20A	1	0	0	2	1	9	.0386979	0	1	10.890856	.85074	.38054438	.4083552	1.4808904	1	5	54															102	464076	7128	12230.562	10564.604	8.72e+07	482.0657	-2815373	17	3869.368	948567.5	1205351	13_HMG20A	1	2	2	7.983333	2	1	4	-.3433392	.1502124	-.2263933	1.623523	-.773217	1.473468	-.9476973	.5407068	.6001788	1.150349	.4531975	-.2086637	-.5398714	.2487277	.1573107	.1423641	0													
InsH2Bfabp_CD15_09dpf_VAST02_plate01_HMG20A_200930_B07	200930	1	NC834	insH2Bfabp	CD15	HMG20A	1	0	0	2	1	9	.0218334	0	1	10.267737	.9187992	.3012643	.3743256	1.4029488	1	5	152																								3911.42	954234.9	1270055	13_HMG20A	1	2	4	7.033333	2	1	4	-.1124738	.2263933	.2649541	1.216274	.3690087	.5561256	-.2649541	.7393782	.3507093	.8946621	-.0918348	-.5196525																		
InsH2Bfabp_CD15_09dpf_VAST02_plate02_HMG20A_200930_D02	200930	2	NC760	insH2Bfabp	CD15	HMG20A	1	0	0	2	1	9	1	1	2	11.329567	.3062664	.3012643	.1020888	.4676496	1	29	78															70	513614	4880	7325.9139	7329.3333	3.58e+07	-659.9255	-9363943	9	3771.469	877238.8	1178330	13_HMG20A	1	2	2	9.816667	2	1	4	-.8363019	-.5944087	-.4651961	-.0374211	-1.062786	.9778975	.3039132	-1.37428	-1.621835	-1.300153	-.0918348	-.0829588	-.2487277	-.4389272	-.5398714	-1.073562	-.1423641													
InsH2Bfabp_CD15_09dpf_VAST02_plate01_HMG20A_200930_B04	200930	1	NC708	insH2Bfabp	CD15	HMG20A	1	0	0	2	1	9	.1957071	0	1	10.994709	.7826808	.23784024	.2722368	1.4029488	1	26	26															0	674812	0		12918.717				0	3924.851	975783.1	1361078	13_HMG20A	1	2	1	4.05	2	1	4	.0374211	.4651961	.6396686	.5073057	.1333212	-.6992833	-.1502124	.3722894	.3507093	-.1726797	-.5220637	-.1350631	.8226373	-1.930286	-1.930286															
InsH2Bfabp_CD15_09dpf_VAST02_plate01_HMG20A_200930_B08	200930	1	NC734	insH2Bfabp	CD15	HMG20A	1	0	0	2	1	9	0	0	1	12.03324	.8847696	.42811243	.5444736	2.0264816	1	3	52	86838	4135	4568	4236	1132	21	3.543e+08	1	823286	47434	70	190	138	49	23	614856	1856	12703.345	10186.176	2.36e+07	1394.964	-6.12e+07	15	3816.15	990557.3	1258092	13_HMG20A	1	2	2	7.633333	2	1	4	-.5944087	.5944087	.0374211	-.8906177	.4516583	-.9165567	-.4238958	.6493239	1.400745	2.141198	.9512777	.1875369	.4887764	-1.291794	-1.194857	-1.37281	-.8483799	-1.395747	-1.136341	-1.136341	-.3572158	-1.255486	-1.255486	-1.395747	-1.558784	-1.395747	-1.395747	-1.193795	-1.136341	-1.395747
InsH2Bfabp_CD15_09dpf_VAST02_plate01_HMG20A_200930_H03	200930	1	NC706	insH2Bfabp	CD15	HMG20A	1	0	0	2	1	9	.9919373	1	2	9.1253531	.3743256	.19027219	.2041776	.8573576	1	24	24															43	204404	3456	13937.204	12079.518	4.82e+07	426.8446	-6.28e+07	0	3649.014	825409.6	1025982	13_HMG20A	1	2	1	3.833333	2	1	4	-1.141333	-1.497249	-1.623523	-1.141333	-.0189907	.2981024	-.1881663	-1.170163	-.4492854	-.5407068	-.9042674	-.84754	-2.368567	-.8544474	-.7613826	-.6597193	-.9929082													
InsH2Bfabp_CD15_09dpf_VAST02_plate02_HMG20A_200930_H02	200930	2	NC764	insH2Bfabp	CD15	HMG20A	1	0	0	2	1	9	1	1	2	8.5883705	.4423848	.23784024	.2722368	.5455912	1	33	82																								3958.82	935632.6	1259034	13_HMG20A	1	2	2	10.11667	2	1	4	.2263933	.0374211	.1124738	-.0748947	-.2494273	1.189164	.8906177	-.8648943	-1.348744	-.1726797	-.5220637	-1.059755																		
InsH2Bfabp_CD15_09dpf_VAST02_plate01_HMG20A_200930_H06	200930	1	NC726	insH2Bfabp	CD15	HMG20A	1	0	0	2	1	9	0	0	1	11.825534	.8167104	.34883235	.3743256	.9352992	1	44	44	292401	6092	4485	13814	3619	48	3.946e+09	1	3055793	129171	123	217	157	114	208	563530	14848	18534.517	16131.266	2.75e+08	311.9285	1.08e+08	14	3943.179	886704.4	1162300	13_HMG20A	1	2	1	6.75	2	1	4	.0748947	-.4651961	-.5944087	-.1502124	.773217	-1.189164	-1.072307	.4717619	-.3507093	.8946621	.2575581	.1037656	.1573107	1.402673	1.291794	1.505968	1.37281	-.3884616	-.2353289	.2957227	-.4846749	.4200915	.7690553	.2353289	-.4637077	-.1757821	-.3572158	-.5856072	-.5177236	-.4521474
InsH2Bfabp_CD15_09dpf_VAST02_plate01_HMG20A_200930_D07	200930	1	NC729	insH2Bfabp	CD15	HMG20A	1	0	0	2	1	9	.0358387	0	1	8.5022344	.6125328	.33297634	.2722368	.779416	1	47	47	424953	6159	5126	15464	3934	69	6.302e+09	1	4197239	172591	131	259	220	135	105	497150	7263	9358.9352	8647.9949	6.80e+07	-160.523	4566765	0	3974.669	897650.4	1184565	13_HMG20A	1	2	1	7.116667	2	1	4	.3039132	-.3833065	-.4238958	-.1881663	-.4516583	-.2573935	-.1124738	-.2868939	-.5881202	-.1726797	.1948269	-1.175813	-.390146	.390146	.2487277	-.1423641	.0947312	.8499573	1.136341	.4200915	0	1.570585	1.395747	.4846749	.3982089	.8499573	0	.4200915	1.395747	1.082411
InsH2Bfabp_CD15_09dpf_VAST02_plate01_HMG20A_200930_H08	200930	1	NC740	insH2Bfabp	CD15	HMG20A	1	0	0	2	1	9	.9845828	1	2	10.787003	.6125328	.20612821	.2041776	.779416	1	9	58	210921	5701	4215	9511	3989	37	2.063e+09	1	2459024	99292	119	181	157	106	132	434748	9698	10055.87	9761.4589	9.75e+07	-758.5594	1.87e+07	0	3837.263	875818.2	1152011	13_HMG20A	1	2	2	8.316667	2	1	4	-.5503351	-.6396686	-.8363019	-.5503351	-1.48947	.6992833	1.623523	-.2868939	-.5881202	-.5407068	-.7876622	-.2726478	-.7613826	.7028602	.6466521	.3373553	.3878687	-1.031459	-.9368471	-.0583267	-.8499573	-.6929004	-.3572158	.5513477	-1.1219	-1.031459	-.5513477	-1.395747	-.5177236	-.6929004
InsH2Bfabp_CD15_09dpf_VAST02_plate01_HMG20A_200930_H07	200930	1	NC733	insH2Bfabp	CD15	HMG20A	1	0	0	2	1	9	1	1	2	11.410122	.7826808	.34883235	.3062664	1.169124	1	2	51	435688	5888	5168	10065	3230	74	4.383e+09	1	4909950	203896	146	255	205	127	0	502108	0		14692.13				11	3842.503	898188.8	1164737	13_HMG20A	1	2	2	7.45	2	1	4	-.4651961	-.3433392	-.5503351	-1.497249	-.8801318	-.5109658	-.6862788	.3722894	.0202161	.224227	.2575581	-.0621879	-.3422765	-1.930286	-1.930286			1.136341	1.255486	.1168527	.1168527	.5513477	-.2353289	-.2353289	.920823	1.255486	.656305	.326315	1.031459	.5856072
InsH2Bfabp_CD15_09dpf_VAST02_plate02_HMG20A_200930_D01	200930	2	NC752	insH2Bfabp	CD15	HMG20A	1	0	0	2	1	9	1	1	2	13.951581	.5444736	.25369626	.2722368	1.4808904	1	21	70	276821	5223	6163	13564	3498	53	3.929e+09	1	3037939	125521	107	212	192	137	72	607456	5624	8092.7879	7742.1369	4.55e+07	-373.1469	-5327070	0	3913.835	955266.8	1274781	13_HMG20A	1	2	2	9.233334	2	1	4	-.0748947	.2649541	.3433392	-.1124738	.5819415	-.2981024	0	-.5407068	.6001788	-.1726797	-.3864182	.775547	.4389272	-.295179	-.295179	-.7197189	-.0473125	.1462539	-.3572158	-.6205683	.9368471	.3572158	.6929004	.1168527	-.5312607	-.2353289	-.9368471	-.6929004	.6929004	1.255486
InsH2Bfabp_CD15_09dpf_VAST02_plate01_HMG20A_200930_D02	200930	1	NC694	insH2Bfabp	CD15	HMG20A	1	0	0	2	1	9	.9911848	1	2	9.8523249	.5444736	.25369626	.340296	.779416	1	12	12																							0	3538.774	852251.3	1110710	13_HMG20A	1	2	1	2.9	2	1	4	-1.623523	-1.008045	-1.072307	-.7843482	-.9982012	.3811055	-1.216274	-.5407068	-.5881202	.5881202	-.3864182	-.6680021																		
InsH2Bfabp_CD15_09dpf_VAST02_plate02_HMG20A_200930_C03	200930	2	NC766	insH2Bfabp	CD15	HMG20A	1	0	0	2	1	9	.9737431	1	2	8.1116406	.3743256	.31712032	.2722368	.9352992	1	35	84	353049	5516	5266	17435	5781	64	5.638e+09	2	4119105	139969	144	229	178	114	95	520894	7111	7092.6272	6633.8986	5.04e+07	-84.41373	1.50e+07	9	3863.873	881739.8	1155600	13_HMG20A	1	2	2	10.31667	2	1	4	-.3833065	-.5503351	-.6862788	-.4651961	-.6275435	.7502154	-.4651961	-1.170163	-.3507093	-.1726797	.0611754	-1.262938	-.1121376	.1121376	.1121376	-.4921101	.3373553	.6929004	.5513477	-.2957227	.1757821	1.395747	2.269206	1.813418	.3343768	.1757821	.5513477	-.2957227	.4846749	-.4521474
InsH2Bfabp_CD15_09dpf_VAST02_plate01_HMG20A_200930_B06	200930	1	NC723	insH2Bfabp	CD15	HMG20A	1	0	0	2	1	9	1	1	2	10.890856	.9187992	.22198422	.340296	1.7147152	1	41	41															44	476646	2992	19822.764	17634.823	5.93e+07	-148.479	-1.29e+08	0	4273.02	1132183	1488557	13_HMG20A	1	2	1	5.783333	2	1	4	1.623523	2.006752	1.623523	2.434185	1.290233	1.76167	.4238958	.7393782	.909847	.5881202	-.6428442	-.2086637	-.4887764	-.7613826	-.9555776	-.2876889	-1.906358													
InsH2Bfabp_CD15_10dpf_VAST02_plate01_HMG20A_201001_A07	201001	1	NC816	insH2Bfabp	CD15	HMG20A	1	0	0	2	1	10	.159204	0	1	12.761682	.680592	.28540829	.3062664	2.1044232	1	36	134																											13_HMG20A	1	3	3		3	1	4								0	1.621835	.224227	-.2156401	.3931416																		
InsH2Bfabp_CD15_10dpf_VAST02_plate01_HMG20A_201001_G05	201001	1	NC808	insH2Bfabp	CD15	HMG20A	1	0	0	2	1	10	0	0	1	15.231871	.680592	.19027219	.340296	1.7926568	1	28	126																											13_HMG20A	1	3	3		3	1	4								0	1.022696	.5881202	-.9042674	1.155382																		
InsH2Bfabp_CD15_10dpf_VAST02_plate01_HMG20A_201001_A03	201001	1	NC788	insH2Bfabp	CD15	HMG20A	1	0	0	2	1	10	.9730132	1	2	13.447845	.680592	.31712032	.0680592	.5455912	1	8	106																											13_HMG20A	1	3	3		3	1	4								0	-1.348744	-1.795459	.0611754	.555559																		
InsH2Bfabp_CD15_10dpf_VAST02_plate01_HMG20A_201001_A08	201001	1	NC822	insH2Bfabp	CD15	HMG20A	1	0	0	2	1	10	.0963162	0	1		.1020888	.20612821	.1020888	.7014744	1	42	140																											13_HMG20A	1	3	3		3	1	4								-1.585278	-.835874	-1.300153	-.7876622																			
InsH2Bfabp_CD15_10dpf_VAST02_plate01_HMG20A_201001_C01	201001	1	NC774	insH2Bfabp	CD15	HMG20A	1	0	0	2	1	10	.9459484	1	2	12.075518	.7146216	.01585602	.340296	1.0911824	1	43	92																											13_HMG20A	1	3	2		3	1	4								.1317762	-.1215874	.5881202	-2.646619	.2086637																		
InsH2Bfabp_CD15_10dpf_VAST02_plate01_HMG20A_201001_E02	201001	1	NC784	insH2Bfabp	CD15	HMG20A	1	0	0	2	1	10	.1763949	0	1	14.545707	1.0549176	.14270414	.340296	1.558832	1	4	102																											13_HMG20A	1	3	3		3	1	4								1.130978	.7000902	.5881202	-1.369856	.9084579																		
InsH2Bfabp_CD15_10dpf_VAST02_plate01_HMG20A_201001_A04	201001	1	NC796	insH2Bfabp	CD15	HMG20A	1	0	0	2	1	10	.0877419	0	1	15.094638	.0680592	.45982446	.0680592	1.8705984	1	16	114																											13_HMG20A	1	3	3		3	1	4								-1.746955	1.130978	-1.795459	1.206455	1.096804																		
InsH2Bfabp_CD15_10dpf_VAST02_plate01_HMG20A_201001_C03	201001	1	NC790	insH2Bfabp	CD15	HMG20A	1	0	0	2	1	10	.9138774	1	2	12.761682						10	108																											13_HMG20A	1	3	3		3	1	4												.3931416																		
InsH2Bfabp_CD15_10dpf_VAST02_plate01_HMG20A_201001_A05	201001	1	NC804	insH2Bfabp	CD15	HMG20A	1	0	0	2	1	10	.1044347	0	1	8.5074675	.510444	.28540829	.3062664	.9352992	1	24	122																											13_HMG20A	1	3	3		3	1	4								-.6618544	-.3507093	.224227	-.2156401	-1.115905																		
InsH2Bfabp_CD15_10dpf_VAST02_plate01_HMG20A_201001_E04	201001	1	NC800	insH2Bfabp	CD15	HMG20A	1	0	0	2	1	10	.0576008	0	1	11.526587	.7826808	.38054438	.3062664	1.7926568	1	20	118																											13_HMG20A	1	3	3		3	1	4								.3722894	1.022696	.224227	.4531975	-.0103582																		
InsH2Bfabp_CD15_10dpf_VAST02_plate01_HMG20A_201001_E07	201001	1	NC819	insH2Bfabp	CD15	HMG20A	1	0	0	2	1	10	.1095085	0	1	15.369103	.5444736	.17441618	.3062664	1.3250072	1	39	137																											13_HMG20A	1	3	3		3	1	4								-.5407068	.1726797	.224227	-1.08839	1.335178																		
InsH2Bfabp_CD15_10dpf_VAST02_plate01_HMG20A_201001_G09	201001	1	NC831	insH2Bfabp	CD15	HMG20A	1	0	0	2	1	10	1	1	2	10.977656	.7486512	.50739251	.1020888	.5455912	1	2	149																											13_HMG20A	1	3	4		3	1	4								.224227	-1.348744	-1.300153	1.513781	-.1664935																		
