filename	date	plate	index	line	diet	Exp	overfeeding	cholesterol	glucose	VAST	Imaged	age	irx3a_nwt	irx3a_dich	irx3b_nwt	irx3b_dich	irx3_nwt	irx3_dich	qRNA	protein	ldl	gluc	tc	tg	Anders_batch	pos_bio	Löpnr	Volume	CellVolume_Av	CellVolume_Stdev	CellInt_Av	CellInt_Stdev	NrCells	CellInt_Tot	isletNr	IV	ISA	IED	IPAL1	IPAL2	IPAL3	LiverLipN	LiverArea	LiverLipArea	LiverLipInt_Av	LiverLipIntBG	LiverLipInt_Tot	LiverLipInt_Av_Res	LiverLipInt_Tot_Res	vld_area	length	dorsal_area	lateral_area	file	batch	tank	batch_bio	tod	tank_n	batch_n	nr_tanks	intlength	intdorsal_area	intlateral_area	intangle	inteye_area	intcurvature	intpig_dorsal_tail	intldl	inttg	inttc	intgluc	intprotein	intLiverArea	intLiverLipN	intLiverLipArea	intLiverLipInt_Tot	intLiverLipInt_Tot_Res	intNrCells	intVolume	intCellVolume_Av	intCellVolume_Stdev	intCellInt_Tot	intCellInt_Av	intCellInt_Stdev	intIV	intISA	intIED	intIPAL1	intIPAL2	intIPAL3
InsH2Bfabp_CD15_09dpf_VAST02_plate01_IRX3_210107_E08	210107	1	NI057	insH2Bfabp	CD15	IRX3	1	0	0	2	1	9	0	0	0	0	0	0	1	9.5518601	3.4369896	1.0464971	.9187992	4.5206128	1	2	51	344237	7650	5765	12134	3835	45	3.877e+09	1	3175990	129157	105	264	199	115	240	587720	17724	6696.9285	5760.5792	1.19e+08	212.7494	4.96e+07	0	3851.119	926959.6	1207534	46_IRX3	1	2	2	6.6	2	1	3	-.8284646	-.5530241	-.7856053	1.071487	.2501529	-.0978166	-1.702789	-.3616052	-.4578519	-.6289042	-.6289042	-1.0239	-.1046335	1.241867	1.150349	1.150349	1.345167	0	.5977601	1.001331	.3629173	.9345893	.9345893	.871771	.1046335	.0627068	-.5729675	.8122178	.7835004	-.1256613
InsH2Bfabp_CD15_09dpf_VAST02_plate01_IRX3_210107_B09	210107	1	NI061	insH2Bfabp	CD15	IRX3	1	0	0	2	1	9	1	1	1	1	1	1	3	17.039686	4.4578776	2.6796667	1.5653616	8.183868	1	6	55															154	761472	12592	6328.9825	5762.289	7.97e+07	-157.0756	1.06e+07	106	4030.733	964732.4	1378813	46_IRX3	1	2	2	6.933333	2	1	3	-.1867561	-.3145723	.0929718	.5173122	-.5173122	1.039222	-.4249322	.8628221	.9518433	.8207921	1.737194	1.281552	1.150349	.7318081	.7318081	.8122178	.3501975													
InsH2Bfabp_CD15_09dpf_VAST02_plate01_IRX3_210107_B03	210107	1	NI023	insH2Bfabp	CD15	IRX3	1	0	0	2	1	9	0	0	0	0	0	0	1	11.423817	3.743256	1.3636174	.8847696	5.9235616	1	17	17	318593	7771	6925	10373	2524	41	3.378e+09	1	3461854	127325	109	238	224	118	86	741388	6813	6275.4966	5943.8456	4.28e+07	-410.0838	-3.18e+07	38	4265.958	1037781	1443966	46_IRX3	1	2	1	3.383333	2	1	3	.4477675	.5173122	.5894558	.1553528	.2183448	.3315094	-.2566249	.1330958	.088585	-.7215223	.3932733	-.3616052	.9438661	.014921	.014921	.1648683	-.8982587	-.2104284	.4079188	1.072861	1.330562	.7009514	.5485223	-.2749777	.2749777	.0208901	-.4307273	.1891184	1.439531	.0627068
InsH2Bfabp_CD15_09dpf_VAST02_plate01_IRX3_210107_B01	210107	1	NI008	insH2Bfabp	CD15	IRX3	1	0	0	2	1	9	.0805528	0	.0205173	0	.050535	0	1	15.034019	3.2668416	1.6173136	1.2931248	5.84562	1	2	2	224721	6074	4990	9147	3673	37	2.088e+09	1	3282630	111366	113	250	200	101	246	666937	18032	6886.2411	6002.972	1.24e+08	135.6835	4.78e+07	72	4077.251	1057714	1440063	46_IRX3	1	2	1	2.05	2	1	3	-.030951	.6266873	.5530241	-.5173122	.8284646	-1.375969	1.23942	-.5933586	.0590137	.3459081	.6652629	.4578519	.3186394	1.422911	1.21023	1.21023	1.274797	-.6484922	-.4079188	.0208901	-.146745	-.2318344	.0627068	.8122178	.1891184	-.0627068	-.1891184	.5729675	.871771	-.7009514
InsH2Bfabp_CD15_09dpf_VAST02_plate01_IRX3_210107_E04	210107	1	NI033	insH2Bfabp	CD15	IRX3	1	0	0	2	1	9	1	1	1	1	1	1	3	5.8079469	2.7563976	1.2843373	.7826808	1.8705984	1	27	27	124671	6234	4401	9097	2858	20	1.132e+09	1	969615	51557	80	175	114	72	59	450782	3735	5089.3799	4289.9598	1.90e+07	221.3433	-5813174	142	3591.456	714319.1	1055262	46_IRX3	1	2	1	4.1	2	1	3	-2.085356	-2.085356	-1.491606	-2.502106	-2.502106		-.4599256	-1.389417	-1.429219	-1.0239	.1330958	-2.104968	-.8544474	-.3661064	-.5485223	-.5141561	-.0746714	-1.56892	-1.439531	.146745	-.5977601	-.9345893	.0208901	.146745	-1.439531	-1.439531	-1.439531	-1.23544	-1.644854	-1.56892
InsH2Bfabp_CD15_09dpf_VAST02_plate02_IRX3_210107_B02	210107	2	NI075	insH2Bfabp	CD15	IRX3	1	0	0	2	1	9	0	0	.0336134	0	.0168067	0	1	13.207909	4.1856408	1.2209132	1.2250656	6.4691528	1	20	69	375189	7079	5823	7481	2513	53	2.908e+09	1	4144002	158267	144	221	162	143	222	709822	20301	7488.8902	6338.0096	1.52e+08	370.1419	6.56e+07	42	4153.612	1049564	1454329	46_IRX3	1	2	2	8.633333	2	1	3	.2183448	.5530241	.6266873	.3145723	.030951	-.6242437	.1593188	.5585475	.177872	.1629114	-.1033981	0	.6558747	1.094332	1.611169	1.510357	1.611169	.4307273	.755415	.7009514	.4537622	.2749777	-.5485223	-.3186394	.755415	.6484922	1.110772	-.146745	-.0627068	1.56892
InsH2Bfabp_CD15_09dpf_VAST02_plate02_IRX3_210107_B01	210107	2	NI068	insH2Bfabp	CD15	IRX3	1	0	0	2	1	9	.9810144	1	1	1	.9905072	1	3	16.101633	4.4578776	1.5697456	1.191036	5.6117952	1	13	62	278063	6179	5168	14879	4689	45	3.947e+09	1	3100130	134164	133	219	186	111	93	719476	7656	5647.1967	5358.5362	4.32e+07	-395.1559	-1.37e+07	2	4115.518	967902.5	1402963	46_IRX3	1	2	2	8.066667	2	1	3	.1241019	-.2501529	.2501529	0	.1553528	-.1634935	.8103805	.8628221	.029494	.029494	.6110349	.9993048	.7318081	.0896424	.1648683	.1951978	-.2873955	0	.0208901	.0627068	.0208901	1.001331	1.959964	1.330562	.0627068	.2749777	.5485223	-.1891184	.5005801	-.2533471
InsH2Bfabp_CD15_09dpf_VAST02_plate01_IRX3_210107_B02	210107	1	NI016	insH2Bfabp	CD15	IRX3	1	0	0	2	1	9	.1054952	0	0	0	.0527476	0	1	14.09804	3.6411672	1.4270414	1.191036	5.3000288	1	10	10	316015	8316	6422	9463	2839	38	3.128e+09	1	2356760	123574	117	191	152	113	112	684208	8250	6773.9086	5502.7	5.59e+07	573.1267	-5432498	69	4184.892	1026775	1436579	46_IRX3	1	2	1	2.616667	2	1	3	.3472613	.3803256	.4477675	.8729028	.3145723	-.0651533	-.0953326	-.029494	-.0442491	.029494	.4908544	.1479871	.4471567	.4471567	.3501975	.4144133	-.0447762	-.5485223	.3629173	1.56892	1.001331	.5485223	.1891184	.0836517	-.5485223	-.0208901	-.0208901	-.8122178	-.2533471	-.1891184
InsH2Bfabp_CD15_09dpf_VAST02_plate02_IRX3_210107_B03	210107	2	NI082	insH2Bfabp	CD15	IRX3	1	0	0	2	1	9	1	1	.9526852	1	.9763426	1	3	10.796472	2.9265456	.7928008	.9868584	3.507372	1	27	76	170795	5693	4496	11821	5196	30	1.960e+09	1	1384049	64876	105	167	133	77	58	360356	4720	4908.136	3935.2129	2.32e+07	429.9496	9019861	7	3287.9	736166.4	957031.3	46_IRX3	1	2	2	9.166667	2	1	3	-2.502106	-1.868242	-2.085356	-1.868242	-1.714594	-1.296494	-1.23942	-1.217197	-.7407855	-.3147636	-1.516426	-.5244005	-1.510357	-.4307273	-.4144133	-.4471567	.2873955	-.9674216	-.9345893	-.3629173	-.5485223	-.3629173	.871771	1.959964	-1.23544	-1.23544	-.5729675	-1.731664	-1.001331	-1.281552
InsH2Bfabp_CD15_09dpf_VAST02_plate01_IRX3_210107_E06	210107	1	NI045	insH2Bfabp	CD15	IRX3	1	0	0	2	1	9	1	1	1	1	1	1	3	4.2034127	2.6202792	1.3001933	.680592	1.7926568	1	39	39	80681	3508	2903	6935	2234	23	6.030e+08	1	1321166	61505	96	193	121	68	91	390063	6837	3498.5612	3330.254	2.39e+07	-314.8034	2.80e+07	85	3640.112	684890.4	934570.9	46_IRX3	1	2	1	5.316667	2	1	3	-1.714594	-2.502106	-2.502106	-1.714594	-2.085356	-1.224459	-.5686108	-1.674066	-1.564726	-1.157523	.2079166	-2.519125	-1.21023	.0447762	.0447762	-.3821084	.7713894	-1.439531	-1.731664	-1.959964	-1.731664	-1.439531	-.7009514	-.6484922	-1.330562	-1.330562	-1.001331	-.6484922	-1.439531	-1.731664
InsH2Bfabp_CD15_09dpf_VAST02_plate02_IRX3_210107_E04	210107	2	NI092	insH2Bfabp	CD15	IRX3	1	0	0	2	1	9	.0684083	0	.0321741	0	.0502912	0	1	11.761046	4.423848	.82451283	2.0077464	7.9500432	1	37	86	384306	7117	5086	7588	2491	54	2.801e+09	1	4243181	173727	124	239	189	140	7	610058	304	5379.0987	6574.3595	1635246	-1999.387	-9.19e+07	1	4451.799	1089640	1487047	46_IRX3	1	2	2	9.85	2	1	3	1.593219	1.018076	.8284646	.9191355	.4477675	.7916386	1.112734	.7801644	.8207921	1.737194	-1.389417	-.2381501	.0447762	-2.260189	-2.514955	-2.514955	-2.514955	.5485223	.871771	.755415	-.1046335	.1891184	-.4537622	-.5005801	.8122178	.871771	.1256613	.2533471	.5485223	1.281552
InsH2Bfabp_CD15_09dpf_VAST02_plate01_IRX3_210107_B08	210107	1	NI054	insH2Bfabp	CD15	IRX3	1	0	0	2	1	9	0	0	0	0	0	0	1	15.969997	4.2877296	1.1733452	1.531332	6.7809192	1	48	48															58	627886	5024	5742.7564	5069.0281	2.89e+07	18.55979	-1.94e+07	0	4308.765	1102859	1534046	46_IRX3	1	2	1	6.383333	2	1	3	.7039218	1.071487	1.324958	.7441428	1.491606	1.567991	.9506695	.7407855	.2993069	.7407855	-.2230078	.9288995	.1046335	-.4307273	-.2873955	-.1346898	-.3821084													
InsH2Bfabp_CD15_09dpf_VAST02_plate01_IRX3_210107_E05	210107	1	NI040	insH2Bfabp	CD15	IRX3	1	0	0	2	1	9	0	0	0	0	0	0	1	15.702575	5.444736	1.966146	1.6334208	10.366233	1	34	34															45	851796	3760	6597.7383	5993.4817	2.48e+07	-142.3898	-5.13e+07	4	4384.833	1138538	1534375	46_IRX3	1	2	1	4.7	2	1	3	1.128144	1.491606	1.403413	.6266873	.9191355	-.5851579	.5316958	1.88951	1.737194	.9993048	1.101709	.7215223	2.514955	-.583549	-.5141561	-.3501975	-1.422911													
InsH2Bfabp_CD15_09dpf_VAST02_plate01_IRX3_210107_H01	210107	1	NI014	insH2Bfabp	CD15	IRX3	1	0	0	2	1	9	1	1	1	1	1	1	3	15.435152	4.2196704	2.5369626	1.2250656	7.014744	1	8	8	107362	5965	4527	6192	1772	18	6.528e+08	1	644468	39728	68	142	127	52	288	608332	21938	8645.1276	7750.5902	1.90e+08	-25.98123	6.07e+07	60	4282.837	979252.3	1360480	46_IRX3	1	2	1	2.483333	2	1	3	.6266873	-.1241019	.030951	-.1553528	-.0929718	-.2634448	.1915416	.6289042	.3773919	.1629114	1.429219	.5758658	.014921	1.884304	1.884304	2.514955	1.510357	-1.731664	-1.56892	-.0627068	-.5005801	-1.330562	-.871771	-1.072861	-1.959964	-1.56892	-1.731664	-1.959964	-1.330562	-1.959964
InsH2Bfabp_CD15_09dpf_VAST02_plate01_IRX3_210107_E03	210107	1	NI026	insH2Bfabp	CD15	IRX3	1	0	0	2	1	9	1	1	1	1	1	1	3	9.1507266	2.1778944	1.0940651	.2041776	.2338248	1	20	20	159220	5490	4020	13226	3268	29	2.084e+09	1	1847031	77167	88	209	161	103	201	541774	15599	7280.3739	6145.8502	1.14e+08	372.7998	3.29e+07	116	3795.238	889784.9	1246354	46_IRX3	1	2	1	3.566667	2	1	3	-.9674216	-.7856053	-.5173122	-.7856053	-.5894558	1.158272	.0635016	-2.519125	-2.519125	-2.519125	-.4742886	-1.186831	-.2873955	.9438661	.9915265	1.094332	.9915265	-1.110772	-1.072861	-.5485223	-.871771	-.3186394	1.439531	.4537622	-.9345893	-1.001331	-1.281552	-.3629173	-.1046335	-.5977601
InsH2Bfabp_CD15_09dpf_VAST02_plate01_IRX3_210107_E01	210107	1	NI011	insH2Bfabp	CD15	IRX3	1	0	0	2	1	9	.1138905	0	0	0	.0569453	0	1	16.504842	4.4919072	3.2187712	1.6674504	7.3265104	1	5	5	616740	8448	7473	7980	2375	73	5.385e+09	2	7706936	255306	144	377	271	129	256	850803	19367	4976.4705	4360.5736	9.64e+07	30.83257	6.94e+07	18	4402.07	1132407	1526151	46_IRX3	1	2	1	2.25	2	1	3	1.324958	1.403413	1.188674	.2501529	1.324958	.1634935	1.310954	.9518433	.5933586	1.101709	2.104968	1.101709	2.100166	1.611169	1.422911	.8982587	1.884304	1.072861	2.39398	1.731664	1.959964	1.439531	-.3186394	-.5977601	1.959964	1.959964	1.110772	2.39398	2.39398	.7009514
InsH2Bfabp_CD15_09dpf_VAST02_plate01_IRX3_210107_E02	210107	1	NI018	insH2Bfabp	CD15	IRX3	1	0	0	2	1	9	1	1	1	1	1	1	3	9.5518601	3.1987824	1.1099211	1.020888	2.4941312	1	12	12	216385	5410	5886	13111	3925	40	2.643e+09	1	2841301	110962	117	259	179	83	83	386290	6967	5820.0913	4893.1829	4.05e+07	289.1404	-2426345	0	3940.421	867369.4	1164737	46_IRX3	1	2	1	2.983333	2	1	3	-.4822482	-.9191355	-.9674216	-.7039218	-1.253905	-.7478586	-.4954916	-.6652629	-1.101709	-.2079166	-.4253408	-1.0239	-1.274797	-.0447762	.0746714	.0447762	-.014921	-.3186394	-.5485223	-.5977601	.6484922	.1046335	1.330562	1.001331	-.0208901	-.1046335	-.0208901	.7009514	.3853205	-1.150349
InsH2Bfabp_CD15_09dpf_VAST02_plate01_IRX3_210107_E09	210107	1	NI063	insH2Bfabp	CD15	IRX3	1	0	0	2	1	9	1	1	1	1	1	1	3	11.958661	3.6071376	1.5697456	.6465624	5.2220872	1	8	57	192879	3936	3235	8969	2696	49	1.895e+09	1	2192433	100379	115	192	140	100	134	574770	10846	6475.4915	5300.6138	7.02e+07	496.793	1.50e+07	44	3972.199	920738.8	1272971	46_IRX3	1	2	2	7.283333	2	1	3	-.3145723	-.6266873	-.4477675	-.8284646	-.2501529	1.690622	-.2895613	-.088585	-.1182339	-1.281552	.6110349	-.1479871	-.1648683	.6193067	.6193067	.6933416	.4803868	.2749777	-.755415	-1.731664	-1.439531	-.4079188	-.0208901	-.146745	-.7009514	-.5005801	-.1256613	-.7279133	-.7009514	-.7835004
InsH2Bfabp_CD15_09dpf_VAST02_plate01_IRX3_210107_G09	210107	1	NI065	insH2Bfabp	CD15	IRX3	1	0	0	2	1	9	1	1	1	1	1	1	3	11.156394	3.7092264	1.2209132	.4764144	4.3647296	1	10	59	291846	6209	5299	9216	3099	47	2.690e+09	1	2506322	130262	115	212	163	111	29	505384	2544	5135.2689	4719.9936	1.31e+07	-205.355	-2.47e+07	41	3889.806	848916.6	1197605	46_IRX3	1	2	2	7.483333	2	1	3	-.6648088	-1.128144	-.9191355	-1.128144	-1.324958	-.6643075	-.0317348	.0590137	-.5244005	-1.737194	-.1033981	-.4742886	-.583549	-.8982587	-.8544474	-.8982587	-.6558747	.146745	.1046335	.1046335	.1046335	.146745	.146745	.4079188	-.3186394	.146745	-.1256613	-.3186394	-.0208901	-.2533471
InsH2Bfabp_CD15_09dpf_VAST02_plate01_IRX3_210107_B05	210107	1	NI037	insH2Bfabp	CD15	IRX3	1	0	0	2	1	9	0	0	0	0	0	0	1	16.638553	5.0023512	1.3477614	1.8035688	8.6515176	1	31	31															245	671262	17332	5700.9424	5228.3223	9.88e+07	-198.3112	4.57e+07	0	4435.834	1112040	1523459	46_IRX3	1	2	1	4.466667	2	1	3	1.403413	1.128144	1.071487	.4822482	1.868242	.7054673	.6844819	1.315817	1.129176	1.281552	.3147636	1.217197	.3501975	1.345167	1.094332	.9915265	1.150349													
InsH2Bfabp_CD15_09dpf_VAST02_plate01_IRX3_210107_H02	210107	1	NI021	insH2Bfabp	CD15	IRX3	1	0	0	2	1	9	.1555176	0	0	0	.0777588	0	1	14.900308	3.9474336	.90379291	1.4292432	6.4691528	1	15	15	490945	6294	5958	12777	5009	78	6.342e+09	3	6785508	238626	141	346	249	151	207	655556	15248	6867.9245	6006.1653	1.05e+08	113.8577	2.83e+07	75	4010.66	975319.5	1348786	46_IRX3	1	3	1	3.166667	3	1	3	-.2501529	-.1553528	-.0619316	-1.018076	-.1553528	-1.567991	.5686108	.3773919	.177872	.5933586	-.9993048	.4253408	.1951978	1.016222	.9438661	1.041553	.8544474	1.281552	1.330562	.2533471	.755415	1.959964	1.23544	1.731664	1.56892	1.731664	.9345893	1.731664	1.959964	2.39398
InsH2Bfabp_CD15_09dpf_VAST02_plate02_IRX3_210107_F03	210107	2	NI086	insH2Bfabp	CD15	IRX3	1	0	0	2	1	9	1	1	.9665012	1	.9832506	1	3	9.5907532	3.8113152	.82451283	1.2931248	4.8323792	1	31	80															130	514361	10088	6401.3586	5248.811	6.46e+07	479.5891	1.09e+07	40	4081.281	990003.9	1320748	46_IRX3	1	3	2	9.45	3	1	3	.030951	0	-.2501529	1.324958	-.3308726	-.4011473	.4954916	.1928725	-.3932733	.3459081	-1.389417	-.9518433	-.5141561	.583549	.5485223	.5485223	.4144133													
InsH2Bfabp_CD15_09dpf_VAST02_plate01_IRX3_210107_F04	210107	1	NI034	insH2Bfabp	CD15	IRX3	1	0	0	2	1	9	0	0	.0316633	0	.0158317	0	1	14.365463	5.1384696	.99892901	1.6334208	7.8721016	1	28	28	526274	5783	4635	10891	3312	91	5.700e+09	1	7533284	263092	184	324	237	131	39	758001	2928	5285.5505	5025.867	1.55e+07	-391.2139	-3.15e+07	18	4391.362	1131435	1541209	46_IRX3	1	3	1	4.183333	3	1	3	1.253905	1.324958	1.491606	.3803256	1.714594	-.3661064	.3228149	1.516426	.7801644	.9993048	-.8003131	.2230078	1.094332	-.7514516	-.6558747	-.6933416	-.8544474	2.39398	1.56892	-.2749777	-.3629173	1.731664	.7009514	.5005801	1.731664	2.39398	1.959964	1.330562	1.731664	.9027348
InsH2Bfabp_CD15_09dpf_VAST02_plate01_IRX3_210107_C01	210107	1	NI009	insH2Bfabp	CD15	IRX3	1	0	0	2	1	9	1	1	1	1	1	1	3	12.092373	2.382072	1.6331696	.7826808	2.2603064	1	3	3	178661	4467	3934	17025	4753	40	3.123e+09	1	1408116	75804	88	169	130	109	54	451535	4640	5642.2563	4764.9987	2.62e+07	252.1739	-1.29e+07	8	3713.724	829372.3	1151294	46_IRX3	1	3	1	2.116667	3	1	3	-1.324958	-1.491606	-1.188674	-1.491606	-.8729028	.9848956	-1.389907	-2.104968	-1.248728	-1.0239	.7407855	-.1182339	-.8122178	-.5141561	-.4471567	-.2873955	-.2564297	-.3186394	-.8122178	-1.150349	-1.001331	.5005801	2.39398	1.439531	-1.150349	-1.072861	-1.281552	-1.56892	-1.191816	-.3629173
InsH2Bfabp_CD15_09dpf_VAST02_plate01_IRX3_210107_H05	210107	1	NI042	insH2Bfabp	CD15	IRX3	1	0	0	2	1	9	.0848182	0	0	0	.0424091	0	1	19.71391	3.9474336	0	1.361184	8.8074008	1	36	36	381470	6692	5589	8065	2141	57	3.006e+09	1	3828358	134097	153	206	170	130	10	721388	1104	6209.5145	5101.9242	6855304	449.1666	-4.24e+07	5	4326.247	1087352	1528259	46_IRX3	1	3	1	4.916667	3	1	3	.8729028	.9191355	1.253905	.5530241	.7856053	-1.039222	1.001768	.3773919	1.217197	.4908544	-2.519125	2.104968	.7713894	-1.884304	-1.510357	-1.345167	-1.274797	.6484922	.8122178	.5005801	.2749777	.4537622	-.2749777	-.7009514	.5005801	.2318344	1.330562	-.4537622	.1046335	.755415
InsH2Bfabp_CD15_09dpf_VAST02_plate02_IRX3_210107_F02	210107	2	NI078	insH2Bfabp	CD15	IRX3	1	0	0	2	1	9	1	1	1	1	1	1	3	9.3496095	2.892516	1.2367692	.6125328	5.3779704	1	23	72															169	476632	13295	7399.886	6470.0139	9.84e+07	136.0711	7954678	137	3805.736	912619	1215475	46_IRX3	1	3	2	8.916667	3	1	3	-.9191355	-.7039218	-.7441428	-.1867561	-.7856053	-.4366879	.4249322	-1.281552	0	-1.429219	-.0147454	-1.101709	-.7318081	.8982587	.8544474	.9438661	.2564297													
InsH2Bfabp_CD15_09dpf_VAST02_plate01_IRX3_210107_C09	210107	1	NI062	insH2Bfabp	CD15	IRX3	1	0	0	2	1	9	1	1	1	1	1	1	3	9.8192825	2.6883384	1.2684813	.9187992	2.1823648	1	7	56	128223	4136	3940	3457	1149	31	4.401e+08	1	2236669	85106	89	230	193	89	73	422078	5214	3841.2551	3744.97	2.00e+07	-427.8632	1.16e+07	88	3621.424	835862.1	1152998	46_IRX3	1	3	2	7.183333	3	1	3	-1.868242	-1.253905	-1.128144	-1.071487	-1.188674	.5851579	-.7670732	-1.516426	-1.351702	-.6289042	.0590137	-.9064346	-.9915265	-.1951978	-.2564297	-.4803868	.4471567	-.871771	-1.330562	-1.439531	-.9345893	-1.959964	-1.959964	-1.731664	-.6484922	-.8122178	-1.150349	.1256613	.6484922	-.871771
InsH2Bfabp_CD15_09dpf_VAST02_plate02_IRX3_210107_F01	210107	2	NI072	insH2Bfabp	CD15	IRX3	1	0	0	2	1	9	.0539396	0	0	0	.0269698	0	1	14.051912	3.062664	.3964004	1.020888	4.0529632	1	17	66	156256	6010	5566	4089	1239	26	5.913e+08	2	1616537	68048	109	174	132	87	39	662515	2850	6580.2435	5343.2844	1.88e+07	554.652	-3.78e+07	91	4080.639	998288.3	1386215	46_IRX3	1	3	2	8.35	3	1	3	0	.1553528	.1867561	-.8729028	.1241019	-1.158272	.9019402	-.8003131	-.5585475	-.2079166	-2.104968	.1182339	.2564297	-.7514516	-.7713894	-.5485223	-1.041553	-1.23544	-1.150349	-.0208901	.2318344	-1.56892	-1.731664	-1.56892	-1.072861	-1.150349	-.4307273	-1.330562	-1.072861	-.9345893
InsH2Bfabp_CD15_09dpf_VAST02_plate01_IRX3_210107_F05	210107	1	NI041	insH2Bfabp	CD15	IRX3	1	0	0	2	1	9	.0813268	0	0	0	.0406634	0	1	15.435152	4.4578776	1.6490257	1.8375984	8.1059264	1	35	35															93	700694	6603	6349.6765	5671.3069	4.19e+07	-36.39648	-2.45e+07	0				46_IRX3	1	3	1	4.808333	3	1	3								.8628221	.884418	1.429219	.8207921	.5758658	.5485223	.0896424	-.0447762	.1046335	-.6193067													
InsH2Bfabp_CD15_09dpf_VAST02_plate01_IRX3_210107_F03	210107	1	NI027	insH2Bfabp	CD15	IRX3	1	0	0	2	1	9	1	1	1	1	1	1	3	10.354127	2.9605752	1.3636174	.7146216	2.338248	1	21	21	419076	5741	5842	9669	3060	73	3.998e+09	1	5227892	184056	123	332	220	125	69	337658	6107	5368.9728	4425.9863	3.28e+07	351.4492	3872834	5	3959.909	909075	1229247	46_IRX3	1	3	1	3.633333	3	1	3	-.4138112	-.7441428	-.7039218	-.5894558	-1.018076	.2634448	-.6063177	-1.101709	-1.157523	-1.101709	.3932733	-.6837744	-1.884304	-.2257079	-.1951978	-.0746714	.1346898	1.072861	.9345893	-.3186394	.5485223	1.072861	.2749777	.3629173	1.072861	1.150349	.0627068	1.439531	1.330562	.4079188
InsH2Bfabp_CD15_09dpf_VAST02_plate01_IRX3_210107_C08	210107	1	NI055	insH2Bfabp	CD15	IRX3	1	0	0	2	1	9	1	1	1	1	1	1	3	11.290106	3.5390784	1.1416332	1.191036	3.5853136	1	49	49	173964	5272	4851	9785	3541	33	1.773e+09	1	1980254	83488	91	239	143	86	18	529868	1541	7004.9708	5302.7201	1.08e+07	1023.958	-4.45e+07	130	3892.203	932043.8	1290960	46_IRX3	1	3	1	6.45	3	1	3	-.6266873	-.5173122	-.3472613	.4138112	-.7039218	-2.484125	.3904518	-.1330958	-.7025232	.029494	-.3147636	-.4092545	-.3501975	-1.21023	-1.21023	-.9915265	-1.345167	-.8122178	-.871771	-.7009514	-.2318344	-.5977601	.3186394	.5977601	-.8122178	-.9345893	-1.072861	.2533471	-.5977601	-1.036433
InsH2Bfabp_CD15_09dpf_VAST02_plate02_IRX3_210107_C02	210107	2	NI076	insH2Bfabp	CD15	IRX3	1	0	0	2	1	9	1	1	.834835	1	.9174175	1	3	9.1084658	3.3008712	1.1257771	.85074	3.1956056	1	21	70															162	455578	12849	6613.3519	5356.177	8.50e+07	573.5921	2.81e+07	77	3852.209	1028809	1239131	46_IRX3	1	3	2	8.716666	3	1	3	-.7856053	.4138112	-.5530241	-.9674216	.1867561	0	.8552639	-.5075561	-.8003131	-.8416212	-.3773919	-1.281552	-.7713894	.8122178	.7713894	.8544474	.8122178													
InsH2Bfabp_CD15_09dpf_VAST02_plate01_IRX3_210107_C05	210107	1	NI038	insH2Bfabp	CD15	IRX3	1	0	0	2	1	9	1	1	1	1	1	1	3	11.82495	3.9814632	1.1733452	.4423848	7.404452	1	32	32	244429	5555	2944	9787	3643	44	2.309e+09	1	2645308	106235	128	208	138	106	107	671846	9319	5989.2354	5345.332	5.58e+07	-38.60632	-767850.6	3	4184.375	969771.8	1411277	46_IRX3	1	3	1	4.533333	3	1	3	.3145723	-.2183448	.3472613	-.6648088	.0929718	-.5469463	2.075128	.4253408	.6652629	-1.88951	-.2230078	-.2079166	.3821084	.3343768	.4803868	.3821084	.0447762	-.0836517	-.2749777	-.4537622	-1.56892	-.1046335	.3629173	.755415	-.2318344	-.3186394	.3186394	-.4079188	-.7835004	-.5244005
InsH2Bfabp_CD15_09dpf_VAST02_plate01_IRX3_210107_H08	210107	1	NI059	insH2Bfabp	CD15	IRX3	1	0	0	2	1	9	.1349206	0	.052201	0	.0935608	0	1	15.568863	3.0966936	1.1257771	.9187992	5.1441456	1	4	53	223394	5879	5148	7537	2727	38	1.722e+09	1	2388220	89945	127	190	138	107	13	525168	1024	4541.3291	4957.8508	4650321	-1060.689	-4.03e+07	36	4234.194	980657.9	1363889	46_IRX3	1	3	2	6.75	3	1	3	.4138112	-.0929718	.0619316	-.4822482	-.4477675	-.0325594	0	-.7025232	-.2079166	-.6289042	-.3773919	.6469766	-.3821084	-1.422911	-1.884304	-1.884304	-1.094332	-.5485223	-.4537622	-.1891184	-.0208901	-.7009514	-.5005801	-.0627068	-.4537622	-.7009514	.2749777	-.9027348	-.7835004	-.4537622
InsH2Bfabp_CD15_09dpf_VAST02_plate01_IRX3_210107_F07	210107	1	NI050	insH2Bfabp	CD15	IRX3	1	0	0	2	1	9	0	0	0	0	0	0	1	14.499174	3.8113152	1.4904655	1.70148	7.1706272	1	44	44	263023	4963	4621	5793	1889	53	1.590e+09	2	5651362	155872	171	376	137	124	80	679408	6183	5142.1976	4297.8692	3.18e+07	265.4688	6734179	33	4315.908	1068092	1503063	46_IRX3	1	3	1	5.933333	3	1	3	.7856053	.7856053	.8729028	.5894558	.5530241	-.7054673	1.857141	.1928725	.4578519	1.186831	.5413951	.2839215	.4144133	-.0746714	-.1648683	-.1046335	.1648683	.4307273	-.146745	-.871771	-.4079188	-.8122178	-1.001331	-.871771	1.23544	.5977601	1.731664	1.959964	-.9027348	.3629173
