filename	date	plate	index	line	diet	Exp	overfeeding	cholesterol	glucose	VAST	Imaged	age	cnga1a_nwt	cnga1b_nwt	cnga1_nwt	cnga1_dich	qRNA	protein	ldl	gluc	tc	tg	Anders_batch	pos_bio	Löpnr	Volume	CellVolume_Av	CellVolume_Stdev	CellInt_Av	CellInt_Stdev	NrCells	CellInt_Tot	isletNr	IV	ISA	IED	IPAL1	IPAL2	IPAL3	LiverLipN	LiverArea	LiverLipArea	LiverLipInt_Av	LiverLipIntBG	LiverLipInt_Tot	LiverLipInt_Av_Res	LiverLipInt_Tot_Res	vld_area	length	dorsal_area	lateral_area	file	batch	tank	batch_bio	tod	tank_n	batch_n	nr_tanks	intlength	intdorsal_area	intlateral_area	intangle	inteye_area	intcurvature	intpig_dorsal_tail	intldl	inttg	inttc	intgluc	intprotein	intLiverArea	intLiverLipN	intLiverLipArea	intLiverLipInt_Tot	intLiverLipInt_Tot_Res	intNrCells	intVolume	intCellVolume_Av	intCellVolume_Stdev	intCellInt_Tot	intCellInt_Av	intCellInt_Stdev	intIV	intISA	intIED	intIPAL1	intIPAL2	intIPAL3
InsH2Bfabp_CD15_10dpf_VAST02_plate01_CNGA1_201116_H03	201116	1	NC081	insH2Bfabp	CD15	CNGA1	1	0	0	2	1	10	1	1	1	1	3	8.6659477	1.3271544	.14270414	.3743256	.9352992	1	17	17															419	876114	31091	24714.008	20855.179	7.68e+08	1333.423	5.26e+08	72	4106.99	989017	1367344	29_CNGA1	1	3	1	4.383333	3	1	4	.2699041	-.1606864	.1068681	.1366539	1.19001	.3824499	-.1068681	-.5533847	-.4958504	-.4676988	-1.880794	-1.049131	1.226528	2.326348	2.326348	1.475791	1.880794													
InsH2Bfabp_CD15_10dpf_VAST02_plate01_CNGA1_201116_F04	201116	1	NC086	insH2Bfabp	CD15	CNGA1	1	0	0	2	1	10	.0154736	.0137423	.014608	0	1	10.584835	1.531332	.15856016	.510444	1.4808904	1	22	22	447234	8132	5918	10638	3598	55	4.636e+09	1	5885490	184739	147	274	186	132	59	698786	3992	21268.813	20298.095	8.49e+07	-1465.899	-1.48e+08		4438.283	1233957	1584440	29_CNGA1	1	3	1	4.933333	3	1	4	1.614666	1.443299	1.443299	1.843765	1.087999	1.19001	.2149745	.0752699	.2018935	.5533847	-1.644854	-.4578519	.3853205	-.9541653	-1.036433	-1.036433	-1.340755	.2599896	1.342336	1.768825	.6948019	1.342336	.8694237	.7791397	.9674216	.9674216	.5392076	.5024022	.7791397	.7791397
InsH2Bfabp_CD15_10dpf_VAST02_plate01_CNGA1_201116_C07	201116	1	NC107	insH2Bfabp	CD15	CNGA1	1	0	0	2	1	10	.0054089	0	.0027044	0	1	10.371625	1.2931248	.31712032	.4764144	1.0911824	1	43	43	168581	7330	4606	10374	4157	23	1.827e+09	2	744341	38104	64	187	106	77	116	556195	8733	25930.235	22256.617	2.26e+08	924.8486	-3.81e+07	387	3613.993	929187.6	1155107	29_CNGA1	1	3	1	6.783333	3	1	4	-1.087999	-.4405008	-.6913244	-.6075616	.5614833	-.5000764	-1.443299	-.6744897	-.3318534	.279319	-.5244005	-.5131547	-.4958504	-.1509692	-.1763742	-.0250689	-.1763742	-1.768825	-1.075723	.9674216	-.6151411	-.0643168	.6948019	1.521218	-1.768825	-2.231606	-2.231606	-.9674216	-1.521218	-1.521218
InsH2Bfabp_CD15_10dpf_VAST02_plate01_CNGA1_201116_G09	201116	1	NC122	insH2Bfabp	CD15	CNGA1	1	0	0	2	1	10	1	1	1	1	3	14.849028	1.191036	.11099211	.4083552	2.2603064	1	9	58	348364	7741	6112	10409	3279	45	3.732e+09	1	2910661	124628	118	253	140	118	172	608296	12670	22236.019	20477.46	2.82e+08	-706.6461	4.56e+07	340	4094.963	1043897	1367762	29_CNGA1	1	3	2	8.433333	3	1	4	.2149745	.4405008	.1606864	.8185495	.3824499	1.443299	2.30304	-1.036433	.7721932	-.1763742	-2.326348	.0737913	-.1763742	.4958504	.3853205	.1763742	.3318534	-.161379	.1940281	1.521218	.8694237	.6151411	.7791397	.3957253	-.2599896	-.0643168	-.1940281	.0321418	-.4662653	.1940281
InsH2Bfabp_CD15_11dpf_VAST02_plate01_CNGA1_201117_E06	201117	1	NC161	insH2Bfabp	CD15	CNGA1	1	0	0	2	1	11	1	1	1	1	3	13.630579	1.361184	.52324853	.4083552	.7014744	1	48	97															114	430735	10415	48632.316	36948.361	5.07e+08	6593.586	7297129	34	3611.356	888424.1	1161956	29_CNGA1	1	4	2	6.033333	4	1	4	-1.19001	-.6250856	-.6250856	-.0818291	-1.614666	-2.30304	-.2149745	-.3853205	-.6744897	-.1763742	.6744897	-.1479871	-1.126391	-.227545	.0250689	.8778963	.0250689													
InsH2Bfabp_CD15_11dpf_VAST02_plate01_CNGA1_201117_F03	201117	1	NC143	insH2Bfabp	CD15	CNGA1	1	0	0	2	1	11	.0806578	0	.0403289	0	1	15.896462	1.6674504	.23784024	.5444736	1.7147152	1	30	79	308768	5233	4439	4552	1315	59	1.472e+09	1	5140160	159286	172	261	155	151	232	634564	16720	38036.652	32202.458	6.36e+08	1500.237	2.13e+08	0	3939.926	1014588	1342790	29_CNGA1	1	4	2	4.283333	4	1	4	0	.1606864	-.1606864	-.3043391	0	-.7607465	1.443299	.4676988	.4399132	.8064212	-1.126391	.403916	-.0250689	1.281552	1.226528	1.036433	1.475791	.5767586	0	-.5392076	-.7791397	-.5392076	-.9674216	-.8694237	.6151411	.4662653	1.949112	.2599896	-.2599896	1.768825
InsH2Bfabp_CD15_11dpf_VAST02_plate01_CNGA1_201117_G04	201117	1	NC151	insH2Bfabp	CD15	CNGA1	1	0	0	2	1	11	1	1	1	1	3	20.428229	2.5181904	.65009666	.6465624	1.94854	1	38	87	402285	6385	5658	4850	1704	63	2.025e+09	1	5997372	201769	135	340	232	102	209	820959	16144	46816.004	39732.266	7.56e+08	1549.665	2.12e+08	0	3800.434	991394.6	1352106	29_CNGA1	1	4	2	5.083333	4	1	4	-.5000764	-.1068681	-.1068681	-.4207837	.325661	-1.853367	.8340455	1.880794	.5244005	1.750686	1.554774	1.351702	1.036433	.9541653	1.036433	1.340755	1.340755	.8694237	.6151411	.2599896	.6151411	.0643168	-.6948019	-.6151411	1.075723	1.521218	.1940281	1.768825	1.768825	-.3957253
InsH2Bfabp_CD15_11dpf_VAST02_plate01_CNGA1_201117_G02	201117	1	NC137	insH2Bfabp	CD15	CNGA1	1	0	0	2	1	11	1	1	1	1	3	8.5323412	1.5653616	.22198422	.4423848	.8573576	1	24	73	312156	5291	4926	3420	1140	59	1.104e+09	1	5177496	148233	163	254	158	141	179	801891	13728	35021.233	30270.556	4.81e+08	724.631	8.82e+07	121	4269.582	1224028	1602743	29_CNGA1	1	4	2	3.533333	4	1	4	1.087999	1.306186	1.614666	1.431895	1.306186	-.9121265	1.306186	.1763742	-.612813	.0250689	-1.340755	-1.138523	.9541653	.5533847	.7388468	.7388468	.612813	.5767586	.0643168	-.4662653	-.3957253	-.7791397	-1.075723	-1.075723	.6948019	.1289011	1.342336	.1289011	-.0965586	1.342336
InsH2Bfabp_CD15_11dpf_VAST02_plate01_CNGA1_201117_H02	201117	1	NC138	insH2Bfabp	CD15	CNGA1	1	0	0	2	1	11	.9134877	1	.9567438	1	3	13.290696	1.3271544	.36468837	.4423848	1.4029488	1	25	74															170	508680	12893	50750.351	40819.931	6.54e+08	4222.993	9.33e+07	19	3458.957	836849.1	1127682	29_CNGA1	1	4	2	3.716667	4	1	4	-1.853367	-1.443299	-.9962083	-.9820262	-.1337288	-1.443299	-.7607465	-.5533847	0	.0250689	-.0752699	-.2482751	-.6744897	.3853205	.4958504	1.126391	.6744897													
InsH2Bfabp_CD15_11dpf_VAST02_plate01_CNGA1_201117_A02	201117	1	NC133	insH2Bfabp	CD15	CNGA1	1	0	0	2	1	11	.9097896	.8682939	.8890417	1	3	8.8722237	1.3271544	.28540829	.3062664	.6235328	1	20	69	136076	4252	3863	8107	3179	32	1.100e+09	1	1115834	57785	83	155	141	78	116	416982	7886	51125.426	45914.057	4.03e+08	-1307.969	-2.39e+08	8				29_CNGA1	1	4	2	3.058333	4	1	4								-.5533847	-.8064212	-1.036433	-.8778963	-.9674216	-1.340755	-.1509692	-.3318534	.5533847	-1.880794	-.8694237	-1.521218	-1.768825	-1.342336	-.8694237	-.0643168	.1289011	-1.075723	-1.075723	-1.075723	-1.768825	-.3957253	-1.342336
InsH2Bfabp_CD15_11dpf_VAST02_plate01_CNGA1_201117_F06	201117	1	NC162	insH2Bfabp	CD15	CNGA1	1	0	0	2	1	11	1	.8175565	.9087783	1	3	16.916109	2.0077464	.53910454	.1020888	.389708	1	49	98	445944	6968	5418	6499	2120	64	2.830e+09	2	6257099	188530	172	321	176	125	162	702132	11870	32105.947	25758.881	3.81e+08	3040.098	6.06e+07	15	4134.513	1040517	1413012	29_CNGA1	1	4	2	6.133333	4	1	4	.4405008	.325661	.4405008	.481115	.2699041	0	1.853367	1.226528	-1.126391	-1.554774	.8064212	.8207921	.4399132	.279319	.279319	.4399132	.4399132	.9674216	1.19838	.4662653	.1940281	.3271033	-.3271033	-.3957253	1.521218	1.19838	1.949112	1.521218	.3271033	.4662653
InsH2Bfabp_CD15_11dpf_VAST02_plate01_CNGA1_201117_D05	201117	1	NC155	insH2Bfabp	CD15	CNGA1	1	0	0	2	1	11	1	1	1	1	3	16.802815	1.7695392	.61838462	.5444736	.6235328	1	42	91	201116	4788	4240	8116	3060	42	1.534e+09	2	3055677	111946	100	312	181	112	139	618334	9264	53028.401	44620.718	4.91e+08	2094.48	-1.31e+08	1	3882.149	995372.3	1359328	29_CNGA1	1	4	2	5.433333	4	1	4	-.2149745	0	0	.2477242	-.5614833	-1.306186	-.4405008	.612813	-.8064212	.8064212	1.226528	.7537816	-.1256613	-.0250689	-.0752699	.8064212	-1.226528	-.2599896	-.6948019	-1.342336	-.9674216	-.3957253	0	.0643168	-.1289011	-.2599896	-.5024022	1.075723	.5392076	.0643168
InsH2Bfabp_CD15_11dpf_VAST02_plate01_CNGA1_201117_E01	201117	1	NC129	insH2Bfabp	CD15	CNGA1	1	0	0	2	1	11	1	1	1	1	3	6.1531637	1.4292432	.22198422	.4083552	.6235328	1	16	65															185	655954	13630	56599.079	50883.092	7.71e+08	-1595.325	4.96e+07	14	3871.945	1042805	1401797	29_CNGA1	1	4	2	2.65	4	1	4	-.325661	.3824499	.3824499	1.074478	.6250856	.2149745	.3824499	-.1763742	-.8064212	-.1763742	-1.340755	-1.88951	.1763742	.612813	.6744897	1.644854	.3853205													
InsH2Bfabp_CD15_11dpf_VAST02_plate01_CNGA1_201117_H01	201117	1	NC132	insH2Bfabp	CD15	CNGA1	1	0	0	2	1	11	.0160355	0	.0080178	0	1	16.12305	1.191036	.28540829	.3743256	1.4029488	1	19	68	452478	5954	6049	6154	2211	76	2.656e+09	1	5392661	174426	161	353	169	106	208	572090	15720	51774.332	43527.257	8.14e+08	2108.15	2.10e+08	54	3717.319	994564.8	1189769	29_CNGA1	1	4	2	2.916667	4	1	4	-.6250856	-.0533578	-.5614833	1.177163	-.47008	.4405008	-1.853367	-1.036433	0	-.4676988	-.8778963	.5413951	-.3853205	.8416212	.9541653	1.880794	1.226528	1.342336	1.521218	-.1289011	.7791397	.1940281	-.4662653	-.2599896	.7791397	.7791397	1.075723	2.231606	0	-.2599896
InsH2Bfabp_CD15_11dpf_VAST02_plate01_CNGA1_201117_G01	201117	1	NC131	insH2Bfabp	CD15	CNGA1	1	0	0	2	1	11	1	1	1	1	3	16.12305	1.4973024	.55496056	.1361184	.3117664	1	18	67	109145	4961	3524	2376	829	22	2.815e+08	1	1544469	64906	85	236	108	91	68	602310	5424	33295.728	29350.305	1.81e+08	66.0477	-1.97e+08	22	3937.865	988389	1356756	29_CNGA1	1	4	2	2.783333	4	1	4	-.0533578	-.2149745	-.0533578	-1.074478	-.2699041	-.2699041	.4405008	-.0250689	-1.554774	-1.340755	.9944579	.5413951	-.279319	-.8778963	-.8778963	-.3318534	-1.644854	-2.231606	-1.768825	-1.075723	-1.521218	-2.231606	-1.521218	-1.342336	-.8694237	-.9674216	-.9674216	-.3271033	-1.342336	-.7791397
InsH2Bfabp_CD15_11dpf_VAST02_plate01_CNGA1_201117_A06	201117	1	NC157	insH2Bfabp	CD15	CNGA1	1	0	0	2	1	11	1	1	1	1	3	15.329991	1.4632728	.63424064	.340296	1.6367736	1	44	93	61279	2270	2167	9853	3653	27	5.482e+08	3	686764	41952	70	125	112	71	159	554379	13040	52024.706	40085.602	6.78e+08	6348.716	1.29e+08	5	3536.623	882995.9	1131091	29_CNGA1	1	4	2	5.683333	4	1	4	-1.614666	-.7607465	-.9121265	-1.604084	-.8340455	-.4405008	-.5000764	-.0752699	.3584588	-.7721932	1.340755	.2993069	-.5533847	.227545	.5533847	1.226528	.8778963	-1.19838	-2.231606	-2.231606	-2.231606	-1.342336	.3271033	1.075723	-2.231606	-1.521218	-1.521218	-2.231606	-1.19838	-1.768825
InsH2Bfabp_CD15_11dpf_VAST02_plate01_CNGA1_201117_G03	201117	1	NC144	insH2Bfabp	CD15	CNGA1	1	0	0	2	1	11	1	1	1	1	3	20.088346	2.4841608	.34883235	.680592	2.338248	1	31	80															311	941058	24930	47470.459	40925.63	1.18e+09	820.5562	6.21e+08	17	4380.693	1670722	1434829	29_CNGA1	1	4	2	4.366667	4	1	4	1.443299	2.30304	.5614833		-1.087999	-.0533578	-2.30304	1.644854	.9153651	2.326348	-.3054808	1.049131	1.880794	1.644854	1.880794	2.326348	2.326348													
