filename	date	plate	index	line	diet	Exp	overfeeding	cholesterol	glucose	VAST	Imaged	age	fgf19_nwt	fgf19_dich	qRNA	protein	ldl	gluc	tc	tg	Anders_batch	pos_bio	Löpnr	Volume	CellVolume_Av	CellVolume_Stdev	CellInt_Av	CellInt_Stdev	NrCells	CellInt_Tot	isletNr	IV	ISA	IED	IPAL1	IPAL2	IPAL3	LiverLipN	LiverArea	LiverLipArea	LiverLipInt_Av	LiverLipIntBG	LiverLipInt_Tot	LiverLipInt_Av_Res	LiverLipInt_Tot_Res	vld_area	length	dorsal_area	lateral_area	file	batch	tank	batch_bio	tod	tank_n	batch_n	nr_tanks	intlength	intdorsal_area	intlateral_area	intangle	inteye_area	intcurvature	intpig_dorsal_tail	intldl	inttg	inttc	intgluc	intprotein	intLiverArea	intLiverLipN	intLiverLipArea	intLiverLipInt_Tot	intLiverLipInt_Tot_Res	intNrCells	intVolume	intCellVolume_Av	intCellVolume_Stdev	intCellInt_Tot	intCellInt_Av	intCellInt_Stdev	intIV	intISA	intIED	intIPAL1	intIPAL2	intIPAL3
InsH2Bfabp_CD15_09dpf_VAST02_plate01_FGF19_201221_E09	201221	1	NH677	insH2Bfabp	CD15	FGF19	1	0	0	2	1	9	0	0	1	12.924025	2.1778944	.95136096	2.6202792	1.169124	1	6	55															51	750195	3872	7566.8086	6229.8847	2.93e+07	453.0565	-2.16e+07	0	4425.18	1180199	1551991	41_FGF19	1	2	2	7.533333	2	1	5	1.296494	1.684395	1.465234	2.479467	.9333305	.3092349	.6136091	1.347629	-1.012893	1.701288	.6656764	.1412905	1.056592	-.4521474	-.5011308	-.3616052	-.7887937													
InsH2Bfabp_CD15_09dpf_VAST02_plate01_FGF19_201221_B01	201221	1	NH624	insH2Bfabp	CD15	FGF19	1	0	0	2	1	9	1	1	2	12.487458	1.191036	.38054438	2.2459536	2.338248	1	2	2	152182	5636	5520	5170	1991	27	8.168e+08	2	1392031	66270	103	168	123	82	94	675500	6578	5591.1929	5241.1746	3.68e+07	-313.9493	9273246	58	4197.2	994235.8	1382895	41_FGF19	1	2	1	2.483333	2	1	5	.5095174	.2499428	.4011473	-.1824072	.2634448	-.1256613	-1.088633	-.1820346	-.1537869	1.250516	-1.414199	.0422591	.5344601	.2203721	.0729317	-.177872	.1315391	-1.382994	-1.117247	.1926639	.6314019	-1.054472	-.8366706	-.3186394	-1.339046	-1.339046	-.7647097	-1.258162	-1.258162	-1.258162
InsH2Bfabp_CD15_09dpf_VAST02_plate01_FGF19_201221_E01	201221	1	NH626	insH2Bfabp	CD15	FGF19	1	0	0	2	1	9	.0438901	0	1	12.705741	.6125328	1.0782091	1.191036	1.0132408	1	4	4	238864	4507	4397	2071	615	53	5.206e+08	1	3859181	136942	98	276	198	143	16	598294	1984	6184.9567	5473.8675	1.23e+07	-4.631921	-2.07e+07	0	3968.36	994699.4	1406537	41_FGF19	1	2	1	2.716667	2	1	5	.0651533	.2841234	.4727891	.1489679	.2973049	.3470265	1.458376	-1.420179	-1.191816	-.4614937	1.157199	.0845939	.0729317	-1.679661	-1.108973	-1.049131	-.7496121	.5894558	-.0522452	-.8871465	-.264147	-1.429788	-1.815517	-2.036834	.6527943	.3740954	-1.024592	.8366706	.8871465	2.460124
InsH2Bfabp_CD15_09dpf_VAST02_plate01_FGF19_201221_H07	201221	1	NH666	insH2Bfabp	CD15	FGF19	1	0	0	2	1	9	.0288725	0	1	14.124584	1.7355096	.77694478	1.8035688	3.2735472	1	44	44	251823	3547	4059	5329	1683	71	1.307e+09	1	3872671	141817	153	229	156	130	41	709843	2723	4951.6687	5484.657	1.35e+07	-1251.109	-1.98e+07	43	4059.712	979043	1315155	41_FGF19	1	2	1	6.616667	2	1	5	.2973049	.1824072	0	-.0494931	.2298841	1.099779	-.1156944	.7279133	.3406948	.3853205	.0140826	.4051146	.6383348	-.6205683	-.8710608	-.9064346	-.6744897	1.479941	.1573107	-1.429788	-.6965074	-.3370077	-.6965074	-.7882413	.6965074	.5688699	1.731664	.017408	0	1.382994
InsH2Bfabp_CD15_09dpf_VAST02_plate01_FGF19_201221_H04	201221	1	NH649	insH2Bfabp	CD15	FGF19	1	0	0	2	1	9	1	1	2	9.7589138	1.2250656	.93550494	2.5181904	3.9750216	1	27	27	230012	5898	4265	8057	2560	39	1.891e+09	1	1979326	101068	113	167	148	106	52	411410	4982	4776.9524	4200.7299	2.38e+07	143.661	2.09e+07	83	3480.391	765445.6	1049549	41_FGF19	1	2	1	4.783333	2	1	5	-1.158272	-1.289085	-1.096804	-1.150349	-.9084579	-.5450571	-.8276041	-.0836517	.5894558	1.545513	.5471588	-.4670705	-1.164587	-.3884616	-.1906023	-.6289042	.6029956	-.5283993	-.1926639	.3740954	-.4499066	.1573107	.6965074	.4887764	-.6527943	-.2282596	-.264147	-1.339046	-.1221531	0
InsH2Bfabp_CD15_09dpf_VAST02_plate01_FGF19_201221_E06	201221	1	NH656	insH2Bfabp	CD15	FGF19	1	0	0	2	1	9	0	0	1	12.924025	1.531332	.52324853	1.8035688	4.2088464	1	34	34	214317	6494	5584	1928	758	33	4.512e+08	1	2514102	92673	121	204	129	105	78	600658	6709	5718.8386	5308.2165	3.84e+07	-268.2563	9276744	91	3964.302	905411.4	1312942	41_FGF19	1	2	1	5.6	2	1	5	0	-.3535393	-.0651533	-.5742636	-.7478586		-.6953402	.3113224	.6399237	.3853205	-1.005603	.1412905	.1021915	.0583267	.1021915	-.1182339	.1610005	-.9674216	-.3740954	1.054472	.6965074	-1.658472	-2.036834	-1.815517	-.264147	-.5283993	.1046335	-.6744897	-.8871465	-.1221531
InsH2Bfabp_CD15_09dpf_VAST02_plate01_FGF19_201221_H01	201221	1	NH629	insH2Bfabp	CD15	FGF19	1	0	0	2	1	9	.0548556	0	1	6.3755193	1.1229768	.95136096	1.9737168	.4676496	1	7	7	134668	5180	3514	6256	2260	26	8.567e+08	1	849625	52035	75	152	111	85	27	338334	1872	3497.5475	3497.5337	6547409	-276.1492	2.03e+07	14				41_FGF19	1	2	1	2.941667	2	1	5								-.4154975	-2.539185	.8416212	.6656764	-1.376912	-1.522408	-.9830529	-1.193795	-1.516426	.5344601	-1.593219	-1.258162	-.264147	-1.117247	-.9956002	-.1573107	.0871459	-1.815517	-1.658472	-1.658472	-1.658472	-1.731664	-1.054472
InsH2Bfabp_CD15_09dpf_VAST02_plate01_FGF19_201221_G03	201221	1	NH641	insH2Bfabp	CD15	FGF19	1	0	0	2	1	9	0	0	1	3.4286919	1.6674504	.36468837	1.191036	1.4808904	1	19	19	103684	4320	2985	8261	2971	24	8.140e+08	1	1025640	57605	83	151	140	68													41_FGF19	1	2	1	4.161111	2	1	5								.5404469	-.7835004	-.4614937	-1.539856	-2.123549						-1.815517	-1.815517	-1.054472	-1.429788	-1.117247	.8366706	.9399909	-1.658472	-1.534121	-1.534121	-1.815517	-.4307273	-1.658472
InsH2Bfabp_CD15_09dpf_VAST02_plate01_FGF19_201221_G06	201221	1	NH658	insH2Bfabp	CD15	FGF19	1	0	0	2	1	9	.9249292	1	2	16.525703	1.2590952	.95136096	.85074	1.0132408	1	36	36	247081	8520	6383	6172	2665	29	1.530e+09	1	2798878	106724	119	246	140	97	129	748339	9987	7433.4654	6632.2582	7.42e+07	-172.1523	1.38e+07	7	4315.867	1107450	1517657	41_FGF19	1	2	1	5.766667	2	1	5	.9848956	1.088633	.9333305	2.059215	1.224459	-.2349008	.3535393	-.027855	-1.191816	-1.459439	.6656764	1.005603	.9596939	.6029956	.568394	.5244005	.3109825	-1.22064	.0871459	2.036834	1.815517	-.1926639	-.2282596	.6102946	-.1926639	-.1221531	.017408	.3370077	-.4307273	-.6744897
InsH2Bfabp_CD15_09dpf_VAST02_plate01_FGF19_201221_B06	201221	1	NH655	insH2Bfabp	CD15	FGF19	1	0	0	2	1	9	1	1	2	12.160032	1.2250656	.95136096	1.5993912	2.5720728	1	33	33	344413	8200	6081	8321	2244	42	2.838e+09	1	3503174	137694	140	239	177	98	106	629614	8419	7160.1728	5918.5667	6.03e+07	426.9792	1.68e+07	21	3866.629	922219.3	1297989	41_FGF19	1	2	1	5.383333	2	1	5	-.3661064	-.2160518	-.1305846	-.4247038	0	-.4241882	-.8749908	-.0836517	-.0139262	0	.6656764	0	.2805315	.3727933	.3727933	.3616052	.5011308	-.2822162	.8366706	1.815517	1.339046	1.117247	.8871465	.0522452	.3370077	.4117051	.9674216	.2282596	.4692529	-.6102946
InsH2Bfabp_CD15_09dpf_VAST02_plate01_FGF19_201221_B07	201221	1	NH661	insH2Bfabp	CD15	FGF19	1	0	0	2	1	9	1	1	2	16.634844	2.2459536	.68180869	1.9737168	2.5720728	1	39	39	361080	6120	5742	6521	2235	59	2.291e+09	1	4862130	169782	142	251	206	119	119	741334	10240	6753.7104	5433.4305	6.92e+07	613.5526	3.71e+07	38	4279.536	1136893	1551108	41_FGF19	1	2	1	6.216667	2	1	5	.8369914	1.368829	1.375969	1.289085	1.690622	1.036433	.0164917	1.545513	-.0139262	.8416212	-.4204492	1.130117	.9144792	.5011308	.6383348	.4908544	.8292257	1.024592	.9956002	.6102946	.9399909	.6102946	.017408	.017408	1.258162	1.339046	1.117247	.4887764	1.258162	.741594
InsH2Bfabp_CD15_09dpf_VAST02_plate01_FGF19_201221_B03	201221	1	NH637	insH2Bfabp	CD15	FGF19	1	0	0	2	1	9	0	0	1	14.342868	1.361184	1.014785	1.1229768	4.676496	1	15	15	221170	4608	4345	6389	2322	48	1.408e+09	1	3012723	126709	116	236	177	115	62	580060	5177	7678.3865	6245.7342	3.98e+07	545.2599	-1.15e+07	53	3875.439	987446.9	1362155	41_FGF19	1	2	1	3.666667	2	1	5	-.3315094	.2160518	.2634448	-.2160518	-.1305846	.920823	-.4247038	.0976349	.9674216	-.5566336	.9378634	.4358834	-.0729317	-.1757821	-.1315391	-.0590137	-.3109825	.1221531	-.3003779	-.8366706	-.3003779	-.264147	-.0522452	.3003779	.0871459	.1926639	-.1046335	.1573107	.4692529	.5485223
InsH2Bfabp_CD15_09dpf_VAST02_plate01_FGF19_201221_E07	201221	1	NH664	insH2Bfabp	CD15	FGF19	1	0	0	2	1	9	0	0	1	21.437082	1.6334208	.33297634	2.1438648	3.8191384	1	42	42	220522	4900	4712	6922	2189	45	1.564e+09	1	3040618	119144	126	205	135	130	89	661958	6159	6512.5561	6239.2325	4.01e+07	-612.6229	-1.10e+07		4061.116	1005960	1346932	41_FGF19	1	2	1	6.45	2	1	5	.3661064	.4247038	.2298841	.0494931	.4011473	.5870906	-.1489679	.4460577	.5404469	1.085325	-1.639431	2.123549	.4360634	.1610005	.0437342	-.029494	-.2805315	-.1221531	-.3370077	-.4887764	-.017408	-.1573107	.1221531	-.1221531	.1573107	.1221531	.3928308	-.5894558	-.6102946	1.382994
InsH2Bfabp_CD15_09dpf_VAST02_plate01_FGF19_201221_B04	201221	1	NH644	insH2Bfabp	CD15	FGF19	1	0	0	2	1	9	0	0	1	15.216002	1.9396872	.96721698	2.6202792	5.455912	1	22	22	389240	7485	5791	6706	2280	52	2.552e+09	1	3788420	153805	133	232	178	116	38	614458	4001	4818.9963	4487.6914	1.93e+07	-165.08	9592616	19	4207.438	1096773	1505440	41_FGF19	1	2	1	4.416667	2	1	5	.5469463	.8749908	.8369914	.8276041	1.158272	1.51976	2.059215	.9899016	1.382994	1.701288	.8138509	.7377372	.1906023	-.6744897	-.4683492	-.7801644	.1906023	.4887764	1.184763	1.429788	1.054472	.9399909	.0522452	.1926639	.6102946	.9399909	.6527943	.0871459	.5283993	.6102946
InsH2Bfabp_CD15_09dpf_VAST02_plate01_FGF19_201221_F03	201221	1	NH640	insH2Bfabp	CD15	FGF19	1	0	0	2	1	9	.975852	1	2	12.487458	1.5653616	.77694478	1.70148	.779416	1	18	18	276601	5885	4447	5766	2202	47	1.487e+09	1	3441378	129467	114	273	205	99	177	619830	14630	6644.9908	5707.8543	9.72e+07	169.3743	5.87e+07	0	3944.629	935827	1276052	41_FGF19	1	3	1	4.066667	3	1	5	-.0978166	-.0825485	-.1965805	-.8749908	-.2973049	-1.099779	.1156944	.3554904	-1.459439	.1256613	.0140826	.0422591	.2503385	1.108973	1.288206	.7407855	1.288206	.017408	.4499066	.3370077	-.2282596	-.2282596	-.4117051	-.0871459	.3003779	.2282596	-.1749599	.7882413	1.184763	-.5283993
InsH2Bfabp_CD15_09dpf_VAST02_plate01_FGF19_201221_F01	201221	1	NH627	insH2Bfabp	CD15	FGF19	1	0	0	2	1	9	.9793309	1	2	16.307419	2.382072	.80865682	1.8035688	6.3132696	1	5	5	342492	6342	5458	5404	1605	54	1.966e+09	3	4412135	153420	137	284	174	111	167	652742	13497	7670.0776	6615.1714	1.04e+08	85.34682	4.35e+07	7	3942.465	1005541	1435412	41_FGF19	1	3	1	2.783333	3	1	5	-.1305846	.3535393	.5851579	.5357877	-.0651533	-1.241867	1.150349	1.644854	1.701288	.3853205	.2128286	.9162218	.404226	1.006961	1.056592	.8207921	1.006961	.6527943	.7882413	.8366706	.4887764	.2282596	-.6102946	-.9399909	.9956002	.8871465	.7882413	.9399909	.3370077	.3370077
InsH2Bfabp_CD15_09dpf_VAST02_plate01_FGF19_201221_C07	201221	1	NH662	insH2Bfabp	CD15	FGF19	1	0	0	2	1	9	1	1	2	8.3400709	1.3271544	.85622486	1.0549176	2.9617808	1	40	40	209512	6349	6618	6433	1991	33	1.282e+09	1	1875744	87182	95	240	133	94	141	427006	11095	5498.1886	4752.2023	6.10e+07	190.7714	4.51e+07	149	3544.063	742147.8	1050746	41_FGF19	1	3	1	6.283333	3	1	5	-.9333305	-1.684395	-1.039222	-.9244287	-.7054673	-1.644854	-1.030806	.0417893	.1820346	-.7835004	.329771	-.9378634	-.9596939	.7115489	.7115489	.3932733	1.056592	-.9674216	-.4499066	.8871465	2.036834	-.4117051	-.017408	-.3186394	-.741594	-.6102946	-1.117247	.2822162	-.7188681	-.8871465
InsH2Bfabp_CD15_09dpf_VAST02_plate01_FGF19_201221_H06	201221	1	NH659	insH2Bfabp	CD15	FGF19	1	0	0	2	1	9	1	1	2	13.906301	.8847696	.52324853	2.1438648	4.5985544	1	37	37	225719	5130	4987	4954	1574	44	1.155e+09	1	2436081	95722	112	213	135	105	162	416096	11489	10125.541	8536.5657	1.16e+08	192.0776	1.09e+07	141	3518.353	809723.2	1008367	41_FGF19	1	3	1	5.85	3	1	5	-1.039222	-.8749908	-1.375969	-.6953402	-1.158272	.7673774	-.9762363	-1.012893	.8616341	1.085325	-1.005603	.3747248	-1.006961	.9144792	.7496121	.9064346	.2203721	-.2104284	-.2282596	-.3740954	.1573107	-.6527943	-.9956002	-1.054472	-.3740954	-.4499066	-.3740954	-.3554904	-.6102946	-.1221531
InsH2Bfabp_CD15_09dpf_VAST02_plate01_FGF19_201221_C03	201221	1	NH638	insH2Bfabp	CD15	FGF19	1	0	0	2	1	9	.0107744	0	1	14.561151	.7486512	.95136096	1.0889472	1.169124	1	16	16	341129	6560	5744	9301	3226	52	3.267e+09	1	4033381	155179	137	278	158	119	273	735058	20124	11110.761	9170.0055	2.24e+08	402.9739	1.03e+08	11	4032.013	1036644	1410216	41_FGF19	1	3	1	3.766667	3	1	5	.2298841	.5357877	.5095174	-.2841234	.1965805	.4241882	.6539285	-1.191816	-1.012893	-.6571085	.6656764	.5147302	.7887937	2.109706	1.894644	1.516426	1.894644	.4887764	.741594	1.184763	.9956002	1.534121	1.117247	1.184763	.7882413	.9956002	.7882413	.8871465	.1046335	.741594
InsH2Bfabp_CD15_09dpf_VAST02_plate01_FGF19_201221_C05	201221	1	NH651	insH2Bfabp	CD15	FGF19	1	0	0	2	1	9	1	1	2	8.8857797	1.4973024	.68180869	2.1778944	2.727956	1	29	29															74	439036	5827	4607.4493	4283.8121	2.68e+07	-127.4027	2.20e+07	0	3908.398	889291.4	1234062	41_FGF19	1	3	1	4.966667	3	1	5	-.2298841	-.3888753	-.2973049	-.6136091	-.5469463		-.0825485	.2389929	.0696849	1.191816	-.4204492	-.7943937	-.7887937	-.0145739	-.0437342	-.5244005	.6383348													
InsH2Bfabp_CD15_09dpf_VAST02_plate01_FGF19_201221_C02	201221	1	NH631	insH2Bfabp	CD15	FGF19	1	0	0	2	1	9	.8666006	1	2	12.924025	1.0549176	.77694478	1.7355096	1.558832	1	9	9	265977	5911	5486	7875	2902	45	1.785e+09	1	3037217	105009	140	248	131	109	200	483792	14469	7267.4868	6298.8169	1.05e+08	69.4712	5.26e+07	7	3906.775	920245.4	1338857	41_FGF19	1	3	1	3.15	3	1	5	-.2634448	-.2499428	.1965805	-.1489679	-.6242437	-.1618442	-.2841234	-.5894558	-.6744897	.1962117	.0140826	.1412905	-.5011308	1.288206	1.224058	.8628221	1.224058	-.1221531	.3003779	.4117051	.5688699	.0522452	.5688699	.8366706	.1221531	-.1926639	.9674216	.3740954	-.7882413	.2461637
InsH2Bfabp_CD15_09dpf_VAST02_plate01_FGF19_201221_F08	201221	1	NH671	insH2Bfabp	CD15	FGF19	1	0	0	2	1	9	0	0	1	17.398837	1.6334208	.50739251	1.020888	5.2220872	1	49	49	520011	6265	5908	6059	1809	83	3.126e+09	1	6437607	197310	184	321	195	119	98	797483	10060	9003.3835	7306.2872	9.06e+07	573.8254	1.42e+07	23				41_FGF19	1	3	1	6.994444	3	1	5								.4460577	1.313873	-.9454201	-1.078302	1.307593	1.288206	.2503385	.6029956	.6652629	.3727933	2.460124	2.036834	.741594	1.184763	1.339046	-.264147	-.5688699	2.460124	2.460124	2.460124	1.658472	.6965074	.741594
InsH2Bfabp_CD15_09dpf_VAST02_plate01_FGF19_201221_F06	201221	1	NH657	insH2Bfabp	CD15	FGF19	1	0	0	2	1	9	1	1	2	10.74119	1.0889472	.84036885	2.041776	3.507372	1	35	35	154126	5315	4515	4568	1624	29	6.897e+08	1	2175791	82222	99	224	136	108	78	432324	6009	5256.4568	4877.1354	3.16e+07	-203.6799	1.27e+07	72	3814.31	858905.6	1160744	41_FGF19	1	3	1	5.7	3	1	5	-.4366879	-.5742636	-.5851579	-.3535393	-.5095174	.0537393		-.5244005	.4154975	.9899016	.2854742	-.329771	-.9144792	.0583267	.0145739	-.2993069	.2503385	-1.22064	-1.054472	-.017408	-.1573107	-1.258162	-1.258162	-.8871465	-.5283993	-.6965074	-.9399909	-.0871459	-.5283993	.1397103
InsH2Bfabp_CD15_09dpf_VAST02_plate01_FGF19_201221_F07	201221	1	NH665	insH2Bfabp	CD15	FGF19	1	0	0	2	1	9	1	1	2	10.632048	1.70148	.57081658	1.9396872	2.6500144	1	43	43															211	481128	16462	8800.9824	7622.1614	1.45e+08	-14.70381	6.11e+07	41	3688.484	835234.1	1102709	41_FGF19	1	3	1	6.516667	3	1	5	-.7054673	-.6539285	-.7916386	-1.030806	-.3661064	-.3853205	-.5357877	.6399237	.0417893	.6920772	-.8741759	-.4051146	-.5344601	1.358142	1.358142	1.101709	1.358142													
InsH2Bfabp_CD15_09dpf_VAST02_plate01_FGF19_201221_C09	201221	1	NH676	insH2Bfabp	CD15	FGF19	1	0	0	2	1	9	.8989221	1	2	15.10686	1.4973024	1.0782091	1.9396872	3.6632552	1	5	54	549797	7744	5721	5909	1954	71	3.312e+09	1	6380397	189692	177	285	215	121	83	602604	7115	6945.6753	5481.8881	4.94e+07	746.2823	1.62e+07	37	4292.663	1097984	1484909	41_FGF19	1	3	2	7.383333	3	1	5	.8841349	.9244287	.7054673	.3535393	.8841349	.8674157	-.0494931	.2389929	.4614937	.6920772	1.157199	.7012515	.1315391	.1315391	.1906023	.1479871	.4683492	1.479941	2.460124	1.534121	.8871465	1.815517	-.3003779	-.3740954	1.815517	1.815517	2.036834	1.024592	1.429788	.8871465
InsH2Bfabp_CD15_09dpf_VAST02_plate01_FGF19_201221_F02	201221	1	NH633	insH2Bfabp	CD15	FGF19	1	0	0	2	1	9	1	1	2	11.286898	1.1229768	.65009666	1.6674504	3.1956056	1	11	11	223534	5588	4249	5171	1485	40	1.197e+09	1	2463012	96999	124	193	141	100	155	486732	12328	6219.4489	5739.1509	7.67e+07	-294.425	3.74e+07		3982.665	912738.6	1206802	41_FGF19	1	3	1	3.333333	3	1	5	.1305846	-.2841234	-.4366879	-.4610861	-.4366879	.5039654	-.3186394	-.4154975	.2822162	.0836517	-.5801733	-.1412905	-.4683492	.8499573	.8292257	.5585475	.8710608	-.4117051	-.264147	.1573107	-.4887764	-.5283993	-.7882413	-1.339046	-.3370077	-.3740954	.2104284	-.8366706	-.3554904	-.4499066
InsH2Bfabp_CD15_09dpf_VAST02_plate01_FGF19_201221_F04	201221	1	NH647	insH2Bfabp	CD15	FGF19	1	0	0	2	1	9	1	1	2	15.76171	1.9737168	.74523275	2.4501312	4.7544376	1	25	25	328975	5875	5794	7437	2504	56	2.367e+09	1	4555102	152256	134	240	202	112	249	787930	19423	7632.8196	6679.9789	1.48e+08	-31.13256	8.67e+07		4261.321	1054783	1508251	41_FGF19	1	3	1	4.65	3	1	5	.7478586	.6539285	.8841349	.9762363	.8369914	-.0537393	.1489679	1.036433	1.036433	1.459439	-.0845939	.8138509	1.224058	1.742647	1.742647	1.157523	1.622711	.741594	.6965074	.3003779	1.117247	.7882413	.3740954	.4499066	1.117247	.8366706	.6965074	.2822162	1.024592	.3740954
InsH2Bfabp_CD15_10dpf_VAST02_plate03_FGF19_201222_E01	201222	3	NH693	insH2Bfabp	CD15	FGF19	1	0	0	2	1	10	1	1	2	16.539467	1.191036	.01585602	1.6674504	4.5206128	1	22	71															37	664864	4028	12208.236	10077.228	4.92e+07	391.4501	-9.27e+07	46	4243.051	1081655	1498262	41_FGF19	1	4	2	2.85	4	1	5	.5851579	.8276041	.7916386	1.030806	.5469463	.1982402	1.030806	-.1820346	.7835004	.0836517	-2.282295	1.078302	.5011308	-.7304482	-.4360634	.1182339	-1.224058													
InsH2Bfabp_CD15_10dpf_VAST02_plate03_FGF19_201222_H01	201222	3	NH696	insH2Bfabp	CD15	FGF19	1	0	0	2	1	10	.1091603	0	1	10.559697	1.361184	.65009666	1.531332	1.94854	1	25	74	310470	6209	5411	5742	2002	50	1.883e+09	2	3672496	137848	130	272	164	102	24	651306	2208	10909.747	10460.721	2.41e+07	-1375.825	-1.27e+08	13	4070.656	956044.3	1363052	41_FGF19	1	4	2	3.066667	4	1	5	.4011473	.1156944	.2973049	.2499428	-.4727891		-.2160518	.0976349	-.3554904	-.0836517	-.5801733	-.4358834	.3727933	-1.224058	-.9596939	-.5933586	-1.522408	.3186394	.5688699	.6527943	.4117051	.1221531	-.4499066	-.264147	.4887764	.4499066	.5688699	.7188681	.2282596	-.2822162
InsH2Bfabp_CD15_10dpf_VAST02_plate03_FGF19_201222_C03	201222	3	NH705	insH2Bfabp	CD15	FGF19	1	0	0	2	1	10	1	1	2	15.499507	.9187992	.7928008	.8847696	1.4808904	1	34	83	256557	5236	4864	7914	2918	49	2.060e+09	2	3558954	115588	103	306	216	102	178	676844	12960	17878.98	14610.864	2.32e+08	520.2283	-1.74e+07	2				41_FGF19	1	4	2	3.958333	4	1	5								-.923867	-.7835004	-1.347629	.1270809	.7752326	.568394	1.193795	1.006961	1.616981	-.568394	.2104284	.2282596	-.1573107	.017408	.264147	.6102946	.8871465	.3740954	.0871459	-.7647097	1.429788	1.534121	-.2822162
InsH2Bfabp_CD15_10dpf_VAST02_plate03_FGF19_201222_H03	201222	3	NH710	insH2Bfabp	CD15	FGF19	1	0	0	2	1	10	.6439227	1	2	8.3497816	1.1570064	.45982446	.510444	.7014744	1	39	88	167149	4399	2605	13446	4242	38	2.278e+09	1	1723807	75025	90	219	147	95	64	301747	5615	7497.3357	5732.1028	4.21e+07	992.0776	2983059					41_FGF19	1	4	2	4.958333	4	1	5								-.2967378	-1.701288	-2.128045	-1.244045	-.8950011	-2.109706	-.1315391	-.0729317	0	.0437342	-.6527943	-.8366706	-.9399909	-1.815517	.5688699	1.815517	1.534121	-1.117247	-1.054472	-1.258162	-.1749599	-.1749599	-.8122178
InsH2Bfabp_CD15_10dpf_VAST02_plate03_FGF19_201222_F03	201222	3	NH708	insH2Bfabp	CD15	FGF19	1	0	0	2	1	10	1	1	2	9.6497316	.2382072	.93550494	1.0889472	.8573576	1	37	86	124406	3888	4879	3648	1695	32	4.852e+08	1	1577020	67923	89	176	139	96	33	507460	2759	14007.442	11615.205	3.86e+07	310.6165	-1.40e+08	131				41_FGF19	1	4	2	4.375	4	1	5								-2.286548	-1.313873	-.6571085	.5471588	-.4987188	-.3109825	-.8292257	-.8292257	-.088585	-1.742647	-1.054472	-1.534121	-1.258162	.1221531	-1.534121	-1.429788	-.741594	-1.258162	-1.258162	-1.339046	-1.117247	-.4887764	-.741594
InsH2Bfabp_CD15_10dpf_VAST02_plate03_FGF19_201222_F05	201222	3	NH718	insH2Bfabp	CD15	FGF19	1	0	0	2	1	10	.1210594	0	1	18.749382	1.8035688	.80865682	1.5993912	4.9103208	1	47	96	293142	6237	5111	4089	1078	47	1.194e+09	1	3720212	134221	150	225	159	121	55	776426	4184	15051.651	13197.263	6.30e+07	-579.0994	-1.53e+08					41_FGF19	1	4	2	5.858334	4	1	5								.8616341	1.110772	0	.2128286	1.453563	1.108973	-.3417246	-.3727933	.4253408	-2.109706	.017408	.4887764	.6965074	.2282596	-.5688699	-1.339046	-1.658472	.5283993	.3370077	1.534121	-.0522452	.1573107	.8871465
InsH2Bfabp_CD15_10dpf_VAST02_plate03_FGF19_201222_G03	201222	3	NH709	insH2Bfabp	CD15	FGF19	1	0	0	2	1	10	1	1	2	6.5298516	.7146216	.91964893	1.020888	1.6367736	1	38	87	105007	2763	2369	3548	1189	38	3.880e+08	1	1274060	63878	104	204	117	72													41_FGF19	1	4	2	4.666667	4	1	5								-1.250516	-.5729675	-.9454201	.4828342	-1.307593						-.6527943	-1.658472	-1.815517	-2.036834	-1.815517	-1.534121	-1.534121	-1.429788	-1.429788	-.6314019	-.6744897	-1.429788	-1.429788
InsH2Bfabp_CD15_10dpf_VAST02_plate03_FGF19_201222_H02	201222	3	NH703	insH2Bfabp	CD15	FGF19	1	0	0	2	1	10	.1232003	0	1	6.9198366	1.020888	.72937674	1.020888	1.558832	1	32	81	134314	2858	3184	8150	2262	47	1.090e+09	1	1805842	77537	121	208	128	83	18	374800	2032	4776.5438	4529.6634	9705937	-258.8395	-974752.7	9	3655.273	786814.3	1014079	41_FGF19	1	4	2	3.783333	4	1	5	-.7916386	-1.150349	-1.296494	-1.088633	-1.567991	-1.036433	-.6136091	-.7098812	-.6744897	-.9454201	-.1270809	-1.244045	-1.358142	-1.522408	-1.056592	-1.281552	-.1021915	.017408	-1.339046	-1.658472	-1.258162	-.7882413	.741594	.1221531	-.9956002	-.8871465	.1046335	-.5283993	-.9956002	-1.184763
InsH2Bfabp_CD15_10dpf_VAST02_plate03_FGF19_201222_G01	201222	3	NH695	insH2Bfabp	CD15	FGF19	1	0	0	2	1	10	.1209033	0	1	7.3098216	.8847696	.38054438	.6125328	.7014744	1	24	73	236533	4827	4237	5136	1515	49	1.166e+09	1	2823053	107238	144	170	167	128	16	449124	1136	5205.1822	4886.6799	5913087	-266.6219	-1.32e+07	160	3753.444	831854.6	1059389	41_FGF19	1	4	2	2.983333	4	1	5	-.5095174	-.6953402	-.9848956	-.1156944	.3661064	.7201566	-1.289085	-1.012893	-1.701288	-1.914506	-1.414199	-1.185158	-.7115489	-1.679661	-1.742647	-1.616981	-.404226	.2104284	-.1573107	-.5283993	-.5283993	-.6102946	-.8871465	-1.117247	-.1573107	-.0871459	1.297543	-1.184763	.264147	1.117247
