filename	date	plate	index	line	diet	Exp	overfeeding	cholesterol	glucose	VAST	Imaged	age	N74_nwt	N75_nwt	notch2_dich	qRNA	protein	ldl	gluc	tc	tg	Anders_batch	pos_bio	Löpnr	Volume	CellVolume_Av	CellVolume_Stdev	CellInt_Av	CellInt_Stdev	NrCells	CellInt_Tot	isletNr	IV	ISA	IED	IPAL1	IPAL2	IPAL3	LiverLipN	LiverArea	LiverLipArea	LiverLipInt_Av	LiverLipIntBG	LiverLipInt_Tot	LiverLipInt_Av_Res	LiverLipInt_Tot_Res	vld_area	length	dorsal_area	lateral_area	file	batch	tank	batch_bio	tod	tank_n	batch_n	nr_tanks	intlength	intdorsal_area	intlateral_area	intangle	inteye_area	intcurvature	intpig_dorsal_tail	intldl	inttg	inttc	intgluc	intprotein	intLiverArea	intLiverLipN	intLiverLipArea	intLiverLipInt_Tot	intLiverLipInt_Tot_Res	intNrCells	intVolume	intCellVolume_Av	intCellVolume_Stdev	intCellInt_Tot	intCellInt_Av	intCellInt_Stdev	intIV	intISA	intIED	intIPAL1	intIPAL2	intIPAL3
InsH2Bfabp_CD15_09dpf_VAST02_plate01_NOTCH2_210114_E07	210114	1	NI721	insH2Bfabp	CD15	NOTCH2	1	0	0	2	1	9	.0130946	0	0	1	11.246642	2.0077464	.15856016	.680592	1.4808904	1	45	45	500262	6582	6201	11570	3549	76	5.602e+09	2	6282664	224972	139	269	259	122	69	586242	5728	2496.6121	2349.5215	1.43e+07	4.813962	1.03e+07	31	4275.98	1068884	1524386	47_NOTCH2	1	2	1	6.5	2	1	5	.3109825	.404226	.6383348	.6029956	.6383348	-1.253905	1.086838	-.2533471	-.1857618	.4795057	-1.788569	-.7255982	-.2946089	.1379956	.3591108	-.1731927	.6942906	1.294762	1.294762	.9674216	1.528305	1.628361	1.014499	.8375226	1.441564	1.628361	.3376431	.3224307	2.527302	.0865434
InsH2Bfabp_CD15_09dpf_VAST02_plate01_NOTCH2_210114_B07	210114	1	NI718	insH2Bfabp	CD15	NOTCH2	1	0	0	2	1	9	.9499267	1	1	3	8.8393146	1.9737168	.28540829	.6125328	1.3250072	1	42	42	264322	4405	3228	13154	5823	60	3.352e+09	1	3335185	141029	134	302	133	98	89	590940	6423	2192.2159	1996.0229	1.41e+07	128.6757	1.70e+07	9	4013.314	962908	1333339	47_NOTCH2	1	2	1	6.3	2	1	5	-.6029956	-.6383348	-.5011308	-.2503385	-.6744897	-2.085356	-.5383123	-.3500305	-.4795057	-.0131932	-1.070909	-1.5674	-.2628283	.5279112	.425144	-.2050923	1.181259	.2622828	-.3837693	-.6835603	-1.230818	.5112223	1.528305	2.527302	-.5112223	-.2622828	.1010129	.9223964	-1.171546	-.7972819
InsH2Bfabp_CD15_09dpf_VAST02_plate01_NOTCH2_210114_E03	210114	1	NI694	insH2Bfabp	CD15	NOTCH2	1	0	0	2	1	9	1	1	1	3	10.979162	1.9396872	.42811243	.5785032	.8573576	1	18	18	97638	2872	3256	4408	1263	34	4.478e+08	1	1749783	75352	101	172	125	98									341	4042.46	986968.4	1295521	47_NOTCH2	1	2	1	3.95	2	1	5	-.5011308	-.3109825	-.7887937	1.224058	-.9144792	1.253905	-1.143064	-.4795057	-.9397059	-.3221112	0	-.8153122						-1.262145	-1.364489	-1.748025	-1.171546	-1.294762	-1.294762	-1.364489	-1.364489	-1.294762	-1.116127	-1.364489	-1.528305	-.7972819
InsH2Bfabp_CD15_09dpf_VAST02_plate01_NOTCH2_210114_B06	210114	1	NI712	insH2Bfabp	CD15	NOTCH2	1	0	0	2	1	9	1	1	1	3	13.119009	1.9396872	.3012643	.5444736	1.0911824	1	36	36	354966	6573	5189	10593	3348	54	3.815e+09	1	4050361	155760	142	216	188	123									36	4144.039	1031545	1448616	47_NOTCH2	1	2	1	5.733333	2	1	5	-.1021915	.0437342	.1021915	-.4683492	-.8292257	-1.188674	.1515802	-.4795057	-.7164975	-.6995466	-.9604235	-.2699041						-.3376431	.352934	.9223964	.4307273	.7972819	.7582926	.6124654	.0288158	.2325743	.414974	-.7018726	.2325743	.1591341
InsH2Bfabp_CD15_09dpf_VAST02_plate01_NOTCH2_210114_H06	210114	1	NI717	insH2Bfabp	CD15	NOTCH2	1	0	0	2	1	9	0	0	0	1	19.53855	2.6883384	.47568048	.6125328	2.2603064	1	41	41															60	646180	4872	2824.1691	2923.1697	1.38e+07	-362.5944	-1424074	26	4324.781	1061991	1495825	47_NOTCH2	1	3	1	6.116667	3	1	5	.5011308	.3109825	.4683492	.8710608	.568394	-.2501529	.3067468	.494359	.2669941	-.0131932	.2261913	1.338139	-.0152849	.0152849	.0152849	-.2695584	.0470166													
InsH2Bfabp_CD15_09dpf_VAST02_plate01_NOTCH2_210114_C06	210114	1	NI713	insH2Bfabp	CD15	NOTCH2	1	0	0	2	1	9	.0132335	0	0	1	16.5071	2.3140128	.55496056	.5785032	1.0132408	1	37	37	9167	1833	1740	7326	2135	5	56515000	1	85523	8387	36	160	31	27	48	724302	3664	3274.5423	2945.1217	1.20e+07	61.18426	-3614547	53	4517.025	1212439	1657025	47_NOTCH2	1	3	1	5.8	3	1	5	1.358142	1.358142	1.522408	.1906023	1.006961	-.1867561	2.51073	.1589805	-.7864926	-.3221112	.5093223	.6089566	.4930868	-.4084725	-.3919137	-.4364642	-.2695584	-2.527302	-2.527302	-2.527302	-2.527302	-2.527302	-.1155036	-.4465882	-2.114381	-2.114381	-2.114381	-1.748025	-2.114381	-2.114381
InsH2Bfabp_CD15_09dpf_VAST02_plate01_NOTCH2_210114_F08	210114	1	NI729	insH2Bfabp	CD15	NOTCH2	1	0	0	2	1	9	.9545454	1	1	3	17.933664	3.1647528	.84036885	.7486512	2.8838392	1	4	53															71	833102	5478	3727.2605	3612.9774	2.04e+07	-295.1937	-8247523		4568.525	1216312	1650057	47_NOTCH2	1	3	2	7.083333	3	1	5	1.622711	1.622711	1.358142	1.522408	1.622711	1.324958	.8899477	1.118958	.6995466	.9815618	1.118958	1.041007	1.079224	.2946089	.1689275	.3351658	-.6549499													
InsH2Bfabp_CD15_09dpf_VAST02_plate01_NOTCH2_210114_C03	210114	1	NI692	insH2Bfabp	CD15	NOTCH2	1	0	0	2	1	9	1	1	1	3	9.2851161	1.70148	.41225642	.7486512	3.8191384	1	16	16	314989	5727	4704	10001	3352	55	3.356e+09	1	3653390	141468	134	254	182	98	35	564666	2370	2719.8945	2473.2515	6446150	78.19956	56204.03	16	4054.79	904499.2	1259663	47_NOTCH2	1	3	1	3.816667	3	1	5	-.3109825	-1.108973	-.9144792	-1.742647	-.7887937		-.6095368	-.8994349	1.344003	.9815618	-.1723557	-1.338139	-.3591108	-.8372732	-.9275163	-1.063622	.1098857	-.2177984	0	.1737411	-.1155036	.5443409	.6124654	.6476036	-.352934	-.2030698	.1010129	.0288158	.0576556	-.7972819
InsH2Bfabp_CD15_09dpf_VAST02_plate01_NOTCH2_210114_F05	210114	1	NI708	insH2Bfabp	CD15	NOTCH2	1	0	0	2	1	9	0	0	0	1	12.227406	1.9396872	.42811243	.4764144	1.0911824	1	32	32	256640	5703	4559	6939	1918	45	1.707e+09	1	2904965	114993	123	209	149	102	66	510182	5551	3415.0699	3140.1028	1.90e+07	-34.50449	-466248.4	66	3929.397	973794.3	1378574	47_NOTCH2	1	3	1	5.316667	3	1	5	-1.108973	-.5344601	-.2805315	-.4360634	-.7115489	.0619316	1.203157	-.4795057	-.7164975	-1.094618	0	-.4850236	-.6744897	.1071952	.231311	.2695584	.0784124	-.7582926	-.4465882	.144561	-.3224307	-.5780677	-.352934	-.5443409	-.7582926	-.7582926	-.3376431	-.8375226	-.7392254	-.5951785
InsH2Bfabp_CD15_09dpf_VAST02_plate01_NOTCH2_210114_H09	210114	1	NI738	insH2Bfabp	CD15	NOTCH2	1	0	0	2	1	9	1	1	1	3	12.762367	1.6674504	.38054438	.5444736	1.8705984	1	13	62	329596	5232	4182	5925	2193	63	1.930e+09	2	3962523	155068	121	282	195	117	56	616028	4784	3404.7166	3179.2671	1.63e+07	-92.30476	-3900588	320	4278.264	1039770	1444624	47_NOTCH2	1	3	2	7.8	3	1	5	.3417246	.1315391	.0437342	-.0729317	.4360634	.030951	.3707237	-1.003148	.0263886	-.6995466	-.4501094	-.3539128	-.1379956	-.2156401	-.0152849	.0784124	-.3351658	.5112223	.0576556	-.2325743	-.5951785	-.4465882	-.6835603	-.414974	-.1155036	.2030698	-.4307273	.6476036	.4948732	-.1883852
InsH2Bfabp_CD15_09dpf_VAST02_plate01_NOTCH2_210114_H03	210114	1	NI697	insH2Bfabp	CD15	NOTCH2	1	0	0	2	1	9	.9958929	1	1	3	6.0753456	1.5993912	.41225642	.5444736	.8573576	1	21	21															41	413178	3232	2453.5684	2038.7899	7929933	338.2165	1.00e+07	0	3868.636	876072.4	1157799	47_NOTCH2	1	3	1	4.133333	3	1	5	-1.435436	-1.435436	-1.435436	1.894644	-1.224058	1.018076	-1.203157	-1.143981	-.9397059	-.6995466	-.1723557	-2.554361	-1.59929	-.6365926	-.5995885	-.7764218	.6549499													
InsH2Bfabp_CD15_09dpf_VAST02_plate01_NOTCH2_210114_C05	210114	1	NI706	insH2Bfabp	CD15	NOTCH2	1	0	0	2	1	9	.920927	1	1	3	14.367253	1.7695392	.26955227	.4083552	.4676496	1	30	30	203805	5363	4612	8339	3054	38	1.619e+09	1	2346154	89833	96	272	144	103	70	406450	5664	3205.7694	3062.3838	1.82e+07	-149.6497	253165.9	25	3983.447	898398.1	1240552	47_NOTCH2	1	3	1	5.066667	3	1	5	-.7496121	-1.224058	-1.108973	-1.006961	-.4360634	.2501529	-2.095297	-.8229678	-1.937932	-1.344003	-1.281552	.1742078	-1.720366	.200022	.2946089	.2050923	.1414683	-1.089662	-.7204233	-.144561	-.2622828	-.6835603	.0576556	.352934	-.9674216	-1.063939	-1.401986	.3837693	-.8791677	-.5277092
InsH2Bfabp_CD15_09dpf_VAST02_plate01_NOTCH2_210114_C04	210114	1	NI699	insH2Bfabp	CD15	NOTCH2	1	0	0	2	1	9	0	0	0	1	13.832291	1.9737168	.31712032	.5785032	1.8705984	1	23	23	379421	5499	4857	9501	3110	69	3.822e+09	2	4907542	161543	148	236	197	116	58	744220	4912	3812.2478	3820.0229	1.87e+07	-461.0387	-1.40e+07	30	3954.878	1016532	1393841	47_NOTCH2	1	3	1	4.583333	3	1	5	-.8710608	-.0729317	-.1906023	-.5344601	.0437342	-2.502106	-.7226751	-.3500305	.0263886	-.3221112	-.8605722	-.0400101	.563388	-.0611754	.045869	.2372021	-.9591166	.7776394	.6124654	-.0288158	0	.8375226	.5112223	.414974	.4465882	.3837693	.6476036	-.2622828	.5611246	-.2325743
InsH2Bfabp_CD15_09dpf_VAST02_plate02_NOTCH2_210114_A04	210114	2	NI758	insH2Bfabp	CD15	NOTCH2	1	0	0	2	1	9	1	.5937173	1	3	13.722374	1.3952136	.41225642	.5785032	.779416	1	33	82	88913	2694	3122	4686	1176	33	4.074e+08	1	1844529	74060	124	166	127	112	77	507824	5480	2710.3009	2532.7936	1.49e+07	-3.528306	7298776	94	4268.53	871720.9	1171107	47_NOTCH2	1	3	2	9.55	3	1	5	.2503385	-1.522408	-1.358142	-.8710608	-2.109706	-1.128144		-1.487654	-1.118958	-.3221112	-.1723557	-.1471942	-.7133814	.4084725	.200022	-.1098857	.4711971	-1.364489	-1.528305	-1.899709	-1.294762	-1.364489	-1.171546	-1.528305	-1.294762	-1.441564	-.2922246	-1.441564	-1.441564	-.352934
InsH2Bfabp_CD15_09dpf_VAST02_plate02_NOTCH2_210114_G01	210114	2	NI744	insH2Bfabp	CD15	NOTCH2	1	0	0	2	1	9	.0145985	.0096641	0	1	16.139236	2.1438648	.36468837	.6465624	2.0264816	1	19	68	376896	4771	4299	6566	1823	79	2.389e+09	1	5086646	210193	144	316	164	125	192	649578	15027	4311.8188	3640.1338	6.48e+07	256.465	3.56e+07	7	4507.879	1127831	1583378	47_NOTCH2	1	3	2	8.433333	3	1	5	1.224058	.8710608	1.006961	.5011308	.2805315	-1.324958		-.0792395	.1190154	.2261913	-.5859714	.5459412	.0152849	1.331797	1.331797	1.181259	1.396713	1.528305	.5780677	-.5443409	-.4786552	-.144561	-.4465882	-.7204233	.6476036	1.230818	.5112223	1.364489	-.3683079	.2922246
InsH2Bfabp_CD15_09dpf_VAST02_plate01_NOTCH2_210114_H08	210114	1	NI731	insH2Bfabp	CD15	NOTCH2	1	0	0	2	1	9	.779905	.9560826	1	3	12.316566	.5785032	.19027219	.170148	.9352992	1	6	55	363560	6059	5752	8530	2848	60	3.040e+09	1	6170000	192503	173	393	206	88	45	526826	2946	2644.4885	2413.6635	7790663	74.98341	2565342	210	4053.514	1001578	1380234	47_NOTCH2	1	3	2	7.2	3	1	5	-.3417246	-.1906023	-.2503385	-1.224058	-.5856072	1.593219	.4697212	-2.558043	-.8229678	-2.032478	-1.528793	-.4552406	-.5279112	-.5104216	-.6744897	-.86416	.2372021	.2622828	.4465882	.3837693	1.063939	.3224307	.144561	.1737411	1.294762	.9223964	2.114381	2.114381	.8172368	-1.230818
InsH2Bfabp_CD15_09dpf_VAST02_plate02_NOTCH2_210114_H02	210114	2	NI751	insH2Bfabp	CD15	NOTCH2	1	0	0	2	1	9	1	1	1	3	16.578665	2.7563976	.26955227	.7486512	2.2603064	1	26	75	401616	6584	6879	9229	2987	61	3.634e+09	1	4506039	164987	130	233	201	121	43	754844	2532	3702.6584	3492.6767	9375131	-174.0535	-1.69e+07	45	4030.278	1033938	1396653	47_NOTCH2	1	3	2	9	3	1	5	-.568394	.1021915	-.1610005	.7115489	.2503385	0	-.4697212	.6175954	.2669941	.9815618	-1.281552	.6744897	.6744897	-.5995885	-.7946292	-.6549499	-1.063622	.3837693	.7582926	1.014499	2.114381	.7204233	.4465882	.2922246	.2325743	.4465882	-.0720919	-.414974	.6835603	.0576556
InsH2Bfabp_CD15_09dpf_VAST02_plate02_NOTCH2_210114_F02	210114	2	NI749	insH2Bfabp	CD15	NOTCH2	1	0	0	2	1	9	0	0	0	1	8.7787927	1.3952136	.26955227	.3743256	.6235328	1	24	73	330859	5805	4990	13472	5178	57	4.145e+09	1	3661822	153933	131	276	175	105	71	479638	5223	3067.3823	2572.5838	1.60e+07	305.3479	7689580	261	3798.054	898024.3	1140243	47_NOTCH2	1	3	2	8.866667	3	1	5	-1.622711	-1.288206	-1.622711	-1.358142	.3109825	.8729028	-2.51073	-1.487654	-1.44889	-1.487654	-1.281552	-1.665843	-.8814972	.2946089	.1071952	.0156671	.5424624	-.1010129	.144561	.2030698	.2030698	1.171546	1.628361	1.748025	-.3224307	.144561	0	.5780677	-.0288158	-.4786552
InsH2Bfabp_CD15_09dpf_VAST02_plate02_NOTCH2_210114_C03	210114	2	NI753	insH2Bfabp	CD15	NOTCH2	1	0	0	2	1	9	0	0	0	1	13.832231	2.7563976	.65009666	.7486512	3.0397224	1	28	77	367318	6226	5092	9658	3225	59	3.501e+09	3	4806395	149607	123	263	212	126	99	723404	8774	4476.4674	3793.1756	3.93e+07	235.706	7089165	0	4286.103	1051134	1512737	47_NOTCH2	1	3	2	9.183333	3	1	5	.3727933	.1906023	.6029956	.3109825	-.1906023	.5173122	1.416509	.6175954	.8605722	.9815618	.7336569	-.0800843	.4588506	.7533835	.8814972	.9106117	.4364642	.1300186	.4786552	.6835603	.3224307	.6124654	.5443409	.5443409	.3224307	0	-.3376431	.1300186	1.063939	.3993231
InsH2Bfabp_CD15_09dpf_VAST02_plate02_NOTCH2_210114_G02	210114	2	NI750	insH2Bfabp	CD15	NOTCH2	1	0	0	2	1	9	.0423194	0	0	1	17.127952	3.062664	.31712032	.5785032	1.4029488	1	25	74	312536	4341	4255	5465	1713	72	1.764e+09	1	5399175	186034	130	305	221	130	20	632030	1248	3976.0921	3539.6121	4962163	42.51871	-2.23e+07	245	3968.439	969966.1	1357070	47_NOTCH2	1	3	2	8.933333	3	1	5	-.8292257	-.568394	-.3417246	-1.522408	-.1315391	2.502106	-.762464	1.070909	-.3221112	-.3221112	-.8605722	.8530763	-.045869	-1.49795	-1.59929	-1.318011	-1.318011	.9906857	-.0576556	-.7204233	-.5443409	-.5112223	-.9223964	-.8791677	.8791677	.7972819	-.0720919	1.143398	1.328818	.6835603
InsH2Bfabp_CD15_09dpf_VAST02_plate02_NOTCH2_210114_F01	210114	2	NI743	insH2Bfabp	CD15	NOTCH2	1	0	0	2	1	9	0	0	0	1	16.249093	1.6674504	.26955227	.5785032	1.4029488	1	18	67	354085	6001	5272	10825	4250	59	3.840e+09	1	5258881	182452	139	281	186	124	70	731038	5711	4619.3038	3808.2896	2.64e+07	360.232	-6101914	0	4165.737	1022543	1415868	47_NOTCH2	1	3	2	8.366667	3	1	5	-.0145739	.0145739	-.0729317	-.5011308	.1610005	.3145723	-1.086838	-1.003148	-.3221112	-.3221112	-1.281552	.5771623	.5279112	.200022	.3266899	.5065081	-.4711971	.1300186	.3224307	.352934	.5112223	.8791677	.8791677	1.089662	.7582926	.7204233	.3376431	.6124654	.1883852	.2325743
InsH2Bfabp_CD15_09dpf_VAST02_plate01_NOTCH2_210114_F04	210114	1	NI702	insH2Bfabp	CD15	NOTCH2	1	0	0	2	1	9	.9859758	.8172878	1	3	12.405726	2.2459536	.14270414	.6125328	.6235328	1	26	26	194500	4322	4634	12537	4894	45	2.348e+09	1	2245912	100137	98	206	157	132									120	4180.449	975095.2	1355366	47_NOTCH2	1	3	1	4.783333	3	1	5	.0437342	-.4360634	-.3727933	1.006961	.0729317	-.7856053	-.2440025	.0924811	-1.44889	-.0131932	-1.937932	-.425856						-.7582926	-.9674216	-.7582926	-.2325743	-.1737411	1.294762	1.528305	-1.063939	-.9223964	-1.294762	-.9446696	-.4465882	.7972819
InsH2Bfabp_CD15_09dpf_VAST02_plate01_NOTCH2_210114_C09	210114	1	NI733	insH2Bfabp	CD15	NOTCH2	1	0	0	2	1	9	.0340964	0	0	1	13.119009	2.0077464	.44396845	.5444736	1.7147152	1	8	57	389622	6088	5181	10265	3463	64	3.932e+09	1	3727226	167052	121	235	186	147									91	4120.82	997854.6	1372802	47_NOTCH2	1	3	2	7.366667	3	1	5	-.1610005	-.2503385	-.3109825	.0145739	-.2503385		.2752391	-.2533471	-.0792395	-.6995466	.0924811	-.2699041						.6124654	.6835603	.4465882	.3837693	.9674216	.6835603	.7582926	-.2622828	.5112223	-.4307273	-.3224307	.1883852	1.748025
InsH2Bfabp_CD15_09dpf_VAST02_plate02_NOTCH2_210114_H01	210114	2	NI745	insH2Bfabp	CD15	NOTCH2	1	0	0	2	1	9	1	.9642327	1	3	10.646368	1.3952136	.41225642	.510444	.4676496	1	20	69	174030	5119	6467	7104	2378	34	1.175e+09	2	2027914	81073	99	189	137	113	44	286027	3351	2980.9147	3088.0262	9989045	-405.5698	-8416438	53	3518.932	799435.1	917464	47_NOTCH2	1	3	2	8.5	3	1	5	-2.52324	-2.52324	-2.52324	1.742647	.404226	.6266873	-1.605273	-1.487654	-1.937932	-.9815618	-.1723557	-.9325278	-2.090361	-.563388	-.5279112	-.5065081	-.6942906	-1.262145	-1.063939	-.2922246	1.899709	-.8375226	-.2622828	-.2622828	-1.171546	-1.171546	-1.200655	-1.230818	-1.038901	-.3224307
InsH2Bfabp_CD15_09dpf_VAST02_plate01_NOTCH2_210114_C01	210114	1	NI678	insH2Bfabp	CD15	NOTCH2	1	0	0	2	1	9	0	0	0	1	14.278092	1.9056576	.44396845	.680592	3.3514888	1	2	2	194994	3250	3710	9394	2308	60	1.850e+09	1	1959	746	15	20	13	13	56	523421	4032	1925.9606	2127.29	7765473	-296.6077	8137213	40	4182.369	953248	1341788	47_NOTCH2	1	3	1	2.716667	3	1	5	.0729317	-.7115489	-.404226	-.7887937	-.3417246	-.2822162	1.338533	-.6175954	1.070909	.4795057	.0924811	.1471942	-.5995885	-.2156401	-.2946089	-.9106117	.6165979	.2622828	-.9223964	-1.230818	-.9674216	-.4786552	.4786552	-.3224307	-2.527302	-2.527302	-2.527302	-2.527302	-2.527302	-2.527302
InsH2Bfabp_CD15_09dpf_VAST02_plate01_NOTCH2_210114_C08	210114	1	NI727	insH2Bfabp	CD15	NOTCH2	1	0	0	2	1	9	1	1	1	3	13.65397	1.6674504	.4915365	.5785032	.779416	1	2	51	203932	4856	3607	9207	3542	42	1.939e+09	1	2966896	119209	126	216	173	91	45	243312	3333	4479.1926	4204.2657	1.49e+07	-259.5978	-2.53e+07		3920.793	886121.2	1256776	47_NOTCH2	1	3	2	6.916667	3	1	5	-1.164587	-1.358142	-.9596939	-1.894644	-.7496121	.8284646	-.8899477	-1.003148	-1.118958	-.3221112	.3221112	-.1742078	-2.506447	-.5104216	-.563388	-.0784124	-1.396713	-.8375226	-.6835603	-.4786552	-1.063939	-.414974	.3837693	.7972819	-.7204233	-.6476036	-.2177984	-.7018726	-.1300186	-1.143398
InsH2Bfabp_CD15_09dpf_VAST02_plate01_NOTCH2_210114_F06	210114	1	NI715	insH2Bfabp	CD15	NOTCH2	1	0	0	2	1	9	.9108582	.8293889	1	3	20.340992	3.40296	.34883235	.7826808	2.8838392	1	39	39	449502	6331	4652	5635	1888	71	2.518e+09	1	5841800	225528	159	267	191	141	230	756220	18175	4608.2554	4059.7526	8.38e+07	44.54029	4.64e+07		4445.625	1212753	1638183	47_NOTCH2	1	3	1	5.95	3	1	5	.9144792	1.435436	1.288206	.6744897	1.742647	1.188674	.6463197	1.344003	.6995466	1.25212	-.6827943	1.665843	.7133814	1.59929	1.720366	1.485165	1.862732	.9005717	.9223964	.7582926	-.2030698	-.1155036	-.8375226	-.6124654	1.014499	1.748025	.8791677	.2922246	.2622828	1.441564
InsH2Bfabp_CD15_09dpf_VAST02_plate02_NOTCH2_210114_H03	210114	2	NI757	insH2Bfabp	CD15	NOTCH2	1	0	0	2	1	9	1	1	1	3	15.370234	1.7355096	.3964004	.5444736	1.4029488	1	32	81	254003	6350	4818	8376	2890	40	2.048e+09	1	2657201	106189	118	203	156	99	10	455420	688	5191.561	3332.4188	3571794	1508.999	-1.96e+07	108	4082.304	928439.9	1313466	47_NOTCH2	1	3	2	9.466666	3	1	5	-.2503385	-.9596939	-.6383348	-.7496121	-1.108973	.3472613	-.0604375	-.8605722	-.3221112	-.6995466	-.3221112	.3968347	-1.135663	-2.090361	-2.090361	-1.862732	-1.181259	-.9223964	-.4786552	.7972819	-.0576556	-.352934	.0865434	.2030698	-.8791677	-.7972819	-.6124654	-1.014499	-.4786552	-.7204233
InsH2Bfabp_CD15_09dpf_VAST02_plate01_NOTCH2_210114_F09	210114	1	NI736	insH2Bfabp	CD15	NOTCH2	1	0	0	2	1	9	.9095783	1	1	3	14.813054	2.722368	.45982446	.7146216	2.0264816	1	11	60	405182	6986	6121	9043	2949	58	3.623e+09	1	4127457	150168	148	273	141	123	60	618917	4702	3113.5527	2984.4109	1.46e+07	-147.4035	-1740437	5	4241.013	1089969	1479047	47_NOTCH2	1	3	2	7.683333	3	1	5	.1906023	.6744897	.3109825	.2805315	.7887937	.9191355	.5735608	.5395989	.1190154	.7336569	.1456337	.2286397	-.1071952	.0152849	-.045869	-.1414683	.0156671	0	.7972819	1.364489	1.294762	.6835603	.352934	.2325743	.0576556	.0576556	.6476036	.4465882	-.9674216	.1591341
InsH2Bfabp_CD15_09dpf_VAST02_plate01_NOTCH2_210114_H05	210114	1	NI710	insH2Bfabp	CD15	NOTCH2	1	0	0	2	1	9	1	1	1	3	19.80603	2.4841608	.41225642	.5785032	2.5720728	1	34	34	286468	4939	5189	8579	2679	58	2.298e+09	1	3887690	157447	140	266	166	133									42	4244.14	1064623	1491174	47_NOTCH2	1	3	1	5.466667	3	1	5	.2203721	.3417246	.404226	-.0145739	.1021915		-.2130021	.2806911	.4647573	-.3221112	-.1723557	1.482159						0	-.3224307	-.4465882	.4307273	-.2325743	.1737411	-.0576556	-.144561	.2922246	.3837693	.2325743	-.2922246	.8581591
InsH2Bfabp_CD15_09dpf_VAST02_plate02_NOTCH2_210114_F03	210114	2	NI755	insH2Bfabp	CD15	NOTCH2	1	0	0	2	1	9	0	0	0	1	15.480092	3.6411672	.68180869	1.1570064	3.117664	1	30	79	467390	6774	5484	8811	2729	69	4.200e+09	1	5050542	193453	126	296	210	123	57	676842	4495	3632.632	3079.1216	1.63e+07	256.9353	-1902766	17	4179.536	1054260	1469222	47_NOTCH2	1	3	2	9.333333	3	1	5	.0145739	.2203721	.2503385	.2203721	.3727933	-.030951	-.9836224	1.572695	.9397059	2.558043	.8045964	.4552406	.1689275	-.1379956	-.1689275	.1098857	-.0156671	.7776394	1.063939	1.116127	.7582926	1.294762	.2325743	0	.5443409	1.014499	-.2177984	.7776394	1.014499	.1591341
InsH2Bfabp_CD15_09dpf_VAST02_plate01_NOTCH2_210114_F07	210114	1	NI722	insH2Bfabp	CD15	NOTCH2	1	0	0	2	1	9	0	0	0	1	8.3935132	1.4632728	.28540829	.5444736	.6235328	1	46	46	292691	6227	4076	3416	850	47	1.006e+09	1	3162086	133639	131	195	168	120	48	524138	3383	2395.7665	2392.5738	8104878	-148.1888	3291746	636	4040.83	946877.8	1308142	47_NOTCH2	1	3	1	6.55	3	1	5	-.5344601	-.8292257	-.7115489	-1.435436	-.3109825	-1.714594	.338562	-1.344003	-1.44889	-.6995466	-1.070909	-1.853367	-.563388	-.4084725	-.4930868	-.7347365	.3021995	-.6835603	-.2030698	.7204233	-.7204233	-.9223964	-1.528305	-1.628361	-.6476036	-.352934	0	-1.171546	-.2325743	0
InsH2Bfabp_CD15_09dpf_VAST02_plate02_NOTCH2_210114_C02	210114	2	NI746	insH2Bfabp	CD15	NOTCH2	1	0	0	2	1	9	.0313896	0	0	1	13.942088	2.1778944	.38054438	.6125328	1.4029488	1	21	70	39374	3281	3797	5023	2426	12	1.981e+08	1	379037	30479	61	162	108	29	32	488028	1888	4976.0493	3957.7619	9394781	535.8942	-2.60e+07	67	4043.746	958661.2	1293757	47_NOTCH2	1	3	2	8.666667	3	1	5	-.404226	-.6744897	-.8292257	-.1610005	.9144792	-.3472613	-1.726056	0	-.3221112	-.0131932	-.4501094	.0266694	-.7946292	-.9042674	-1.079224	-.6165979	-1.485165	-1.899709	-1.899709	-1.171546	-.9223964	-1.628361	-1.014499	-.2030698	-1.748025	-1.748025	-1.899709	-1.528305	-1.748025	-1.899709
InsH2Bfabp_CD15_09dpf_VAST02_plate02_NOTCH2_210114_C01	210114	2	NI741	insH2Bfabp	CD15	NOTCH2	1	0	0	2	1	9	.9215216	.9121668	1	3	15.809664	3.743256	.71352072	.6465624	2.6500144	1	16	65	406011	5273	4498	10065	2953	77	4.062e+09	1	5026943	198292	143	325	150	133	38	872138	3405	4079.3947	3850.9342	1.39e+07	-231.3403	-1.94e+07	11	4362.379	1171092	1622318	47_NOTCH2	1	3	2	8.2	3	1	5	.6383348	1.224058	1.224058	-.1021915	1.522408	.2822162	-.0907253	1.788569	.5244005	.2261913	.8994349	.4850236	1.195972	-.7332358	-.4588506	-.2372021	-1.120502	1.401986	.8375226	-.2030698	-.352934	1.116127	.6476036	.2622828	.5112223	1.063939	.4625623	1.528305	-.6654744	.8581591
