filename	date	plate	index	line	diet	Exp	overfeeding	cholesterol	glucose	VAST	Imaged	age	protein	ldl	gluc	tc	tg	Anders_batch	pos_bio	Löpnr	Volume	CellVolume_Av	CellVolume_Stdev	CellInt_Av	CellInt_Stdev	NrCells	CellInt_Tot	isletNr	IV	ISA	IED	IPAL1	IPAL2	IPAL3	LiverLipN	LiverArea	LiverLipArea	LiverLipInt_Av	LiverLipIntBG	LiverLipInt_Tot	LiverLipInt_Av_Res	LiverLipInt_Tot_Res	vld_area	length	dorsal_area	lateral_area	file	batch	tank	batch_bio	tod	pdx1_dich	qRNA	tank_n	batch_n	nr_tanks	intlength	intdorsal_area	intlateral_area	intangle	inteye_area	intcurvature	intpig_dorsal_tail	intldl	inttg	inttc	intgluc	intprotein	intLiverArea	intLiverLipN	intLiverLipArea	intLiverLipInt_Tot	intLiverLipInt_Tot_Res	intNrCells	intVolume	intCellVolume_Av	intCellVolume_Stdev	intCellInt_Tot	intCellInt_Av	intCellInt_Stdev	intIV	intISA	intIED	intIPAL1	intIPAL2	intIPAL3
InsH2Bfabp_CD15_10dpf_VAST02_plate02_PDX1_220404_E04	220404	2	NW344	insH2Bfabp	CD15	PDX1	1	0	0	2	1	10	9.4918126	.340296	.28540829	.3743256	.389708	1	45	45	352984	6303	4996	6530	2323	56	2.275e+09	1	3420981	128707	104	252	212	114	103	812902	9574	5635.8362	5565.3783	5.40e+07	-784.7364	-5.58e+07	3				127_PDX1	2	3	2	5.591666	0	1	3	2	8								-.273482	-.4346822	-.1737411	-.3911963	-.4727891	.2943133	-1.173137	-1.024592	-.7734564	-.6314019	.1697986	.4358834	.5635893	.0845939	.0563585	-.3149377	-.3446772	-.1128968	-.0845939	-.8138509	.0845939	.9378634	.0140826
InsH2Bfabp_CD15_10dpf_VAST02_plate02_PDX1_220404_E06	220404	2	NW355	insH2Bfabp	CD15	PDX1	1	0	0	2	1	10		.340296	.3012643	.340296	.3117664	1	7	56																											127_PDX1	2	3	3	6.805555	0	1	3	2	8								-.273482	-.6211776	-.3644564	-.2085717																			
InsH2Bfabp_CD15_10dpf_VAST02_plate02_PDX1_220404_A03	220404	2	NW335	insH2Bfabp	CD15	PDX1	1	0	0	2	1	10	19.337776	.3743256	.26955227	.6465624	.2338248	1	36	36	516387	5324	4463	10072	2869	97	5.297e+09	1	6596376	251634	164	318	218	129	291	969534	29607	36921.954	24779.668	1.09e+09	3558.878	-2.07e+08	11				127_PDX1	2	3	2	4.022222	0	1	3	2	8								.4585578	-.9279215	1.421497	-.6141285	.8913764	.9490551	.5485223	1.024592	1.548528	-1.297543	2.123549	1.539856	-.1697986	-.4051146	1.376912	.4051146	.1697986	1.453563	2.123549	1.376912	1.244045	1.244045	.8741759
InsH2Bfabp_CD15_10dpf_VAST02_plate02_PDX1_220404_F08	220404	2	NW370	insH2Bfabp	CD15	PDX1	1	0	0	2	1	10	24.396253	.510444	.31712032	.9868584	.1558832	1	22	71															206	666386	16111	6320.2498	5553.9992	1.02e+08	-84.36696	-7190174	163	4016.404	830075.1	1302221	127_PDX1	2	4	3	8.25	1	3	4	2	8	-.1556757	-.6031758	-.6664013	-1.182233	-.4833236	-1.256896	-1.223734	2.38152	-1.45182	2.626741	-.065437	2.000424	-.3431555	-.2581433	-.2701602	-.1174013	-.2943133													
InsH2Bfabp_CD15_10dpf_VAST02_plate02_PDX1_220404_B06	220404	2	NW352	insH2Bfabp	CD15	PDX1	1	0	0	2	1	10	15.453589	.3743256	.3964004	.4764144	.2338248	1	4	53	133121	5788	7265	10899	4462	23	1.512e+09	1	1893524	73617	108	160	157	84	224	1011239	15209	3873.7878	2963.3107	5.89e+07	1101.865	1.10e+08	51	4093.439	824063.8	1328300	127_PDX1	2	4	3	6.516667	1	3	4	2	8	.1035509	-.6664013	-.5125768	.2082272	-.5724601		.4355574	.4585578	-.9279215	.4948732	.4995509	.4474565	1.353406	-.0464357	-.3431555	-.6818606	1.106481	-1.029232	-.9378634	.1984454	2.123549	-.2854742	.6309245	1.376912	-.9378634	-.8950011	-.6138328	-1.539856	-.5308747	-.8537231
InsH2Bfabp_CD15_10dpf_VAST02_plate02_PDX1_220404_B01	220404	2	NW322	insH2Bfabp	CD15	PDX1	1	0	0	2	1	10	4.9753157	.3743256	0	.2722368	.5455912	1	23	23	106229	2724	2746	4156	1621	39	4.133e+08	1	2201262	75742	104	186	134	100	551	920472	58462	44496.41	33459.785	2.60e+09	-1038.027	7.63e+08	1	4302.208	1121970	1597883	127_PDX1	2	4	2	2.666667	1	3	4	2	8	.8379445	1.182233	.8379445	-.3425211	.7666343	-1.551094	-.0792395	.4585578	-.0432312	-.9114298	-2.623793	-1.363493	.6314019	1.992682	2.200411	2.599139	2.200411	-.5147302	-1.130117	-1.909639	-1.639431	-1.376912	-1.029232	-.8138509	-.8950011	-.8537231	-.8138509	-1.185158	-.8950011	-.5471588
InsH2Bfabp_CD15_10dpf_VAST02_plate02_PDX1_220404_B08	220404	2	NW367	insH2Bfabp	CD15	PDX1	1	0	0	2	1	10	21.867014	.4423848	.26955227	.6125328	1.0911824	1	19	68	417094	6320	4874	12253	4372	66	4.860e+09	1	5608546	206294	156	298	203	125	202	759722	16733	6396.9393	4854.8699	1.07e+08	972.6499	4.14e+07	14	4303.202	1130553	1606766	127_PDX1	2	4	3	8.016666	1	3	4	2	8	.8752401	1.235902	.9137947	.9953057	.7324114	.0551186	-.0527956	1.628361	1.171546	1.262145	-.6141285	1.423658	.011605	-.3186394	-.2223081	-.04687	.2943133	.7193747	.7752326	.5969185	-.0845939	1.130117	1.244045	1.130117	.8537231	1.029232	1.078302	.7752326	.7012515	.4358834
InsH2Bfabp_CD15_10dpf_VAST02_plate02_PDX1_220404_B02	220404	2	NW329	insH2Bfabp	CD15	PDX1	1	0	0	2	1	10	21.325035	.340296	.45982446	.680592	1.4029488	1	30	30															302	973248	28521	28087.8	18799.156	8.01e+08	3110.669	-1.29e+08	25	4545.21	1177059	1751008	127_PDX1	2	4	2	3.316667	1	3	4	2	8	1.498434	1.498434	1.680894	.7324114	.2881971	.4256956	.0263886	-.273482	1.764866	1.715755	.7091025	1.335178	.9861203	.6599916	.9132499	1.24006	-1.024592													
InsH2Bfabp_CD15_10dpf_VAST02_plate02_PDX1_220404_F07	220404	2	NW363	insH2Bfabp	CD15	PDX1	1	0	0	2	1	10		.340296	.28540829	.2382072	.2338248	1	15	64															86	627503	5678	2361.9237	2196.0262	1.34e+07	665.8964	1.13e+08	34	3969.302	923923.9	1414702	127_PDX1	2	4	3	7.716667	1	3	4	2	8	-.3700567	.1035509	-.0258444	-.6990255	.0776024	1.551094	-.6175954	-.273482	-.9279215	-1.032743	-.3911963		-.5485223	-1.297543	-1.479941	-1.842373	1.196551													
InsH2Bfabp_CD15_10dpf_VAST02_plate02_PDX1_220404_B07	220404	2	NW360	insH2Bfabp	CD15	PDX1	1	0	0	2	1	10	13.28567	.3062664	.20612821	.1020888	.3117664	1	12	61																											127_PDX1	2	4	3	7.366666	1	3	4	2	8								-.9616869	-.6211776	-1.551885	-1.51239	.0798411																		
InsH2Bfabp_CD15_10dpf_VAST02_plate02_PDX1_220404_F04	220404	2	NW345	insH2Bfabp	CD15	PDX1	1	0	0	2	1	10	7.8658737	.340296	1.4904655	.4083552	.389708	1	46	46															65	402550	4281	2961.7573	2451.5094	1.27e+07	907.4883	9.59e+07	48	3573.415	709638.7	1026446	127_PDX1	2	4	2	5.7	1	3	4	2	8	-1.680894	-1.680894	-1.946903	-.8752401	-1.946903	1.465234	-2.1497	-.273482	-.4346822	.032419	2.224915	-.7630149	-1.992682	-1.681877	-1.992682	-1.988748	.9861203													
InsH2Bfabp_CD15_10dpf_VAST02_plate02_PDX1_220404_F02	220404	2	NW333	insH2Bfabp	CD15	PDX1	1	0	0	2	1	10	20.060415	.3062664	.4915365	.510444	1.6367736	1	34	34															223	1185958	16694	20976.246	15489.674	3.50e+08	639.7084	-3.75e+08	16	4108.258	1059194	1582481	127_PDX1	2	4	2	3.733333	1	3	4	2	8	.1818887	.9137947	.7666343	.1818887	.8752401	.0275488	.5549229	-.9616869	2.228277	.7157626	.8416212	1.036433	1.731664	-.0813229	-.2461637	.8720565	-1.635941													
InsH2Bfabp_CD15_10dpf_VAST02_plate02_PDX1_220404_F06	220404	2	NW356	insH2Bfabp	CD15	PDX1	1	0	0	2	1	10	8.8595031	.3743256	.3964004	.510444	.5455912	1	8	57															70	856586	5217	6646.0565	6135.6307	3.47e+07	-574.1307	-1.10e+08	47				127_PDX1	2	4	3	6.894444	1	3	4	2	8								.4585578	-.0432312	.7157626	.4995509	-.6744897	.3928308	-1.553221	-1.553221	-1.144693	-.9132499													
InsH2Bfabp_CD15_10dpf_VAST02_plate02_PDX1_220404_B04	220404	2	NW342	insH2Bfabp	CD15	PDX1	1	0	0	2	1	10	22.770314	.4764144	.25369626	.6465624	.9352992	1	43	43															247	950798	25201	7884.2248	5822.324	1.99e+08	1103.36	7.30e+07	7				127_PDX1	2	4	2	5.05	1	3	4	2	8								1.945423	.7874227	1.421497	-.8416212	1.644854	.8785789	.1046335	.7188681	.4609147	.6891311													
InsH2Bfabp_CD15_10dpf_VAST02_plate02_PDX1_220404_B03	220404	2	NW336	insH2Bfabp	CD15	PDX1	1	0	0	2	1	10	4.6139959	.340296	.26955227	.3062664	.3117664	1	37	37															320	504470	24588	34954.227	25564.39	8.59e+08	490.8048	-4.90e+08		4092.355	800227.7	1149066	127_PDX1	2	4	2	4.166667	1	3	4	2	8	.0776024	-1.038647	-1.423335	2.565279	-1.798076	-1.91931	-.1857618	-.273482	-.6211776	-.6343352	-.6141285	-1.562451	-1.064644	.7961826	.6891311	1.292276	-1.992682													
InsH2Bfabp_CD15_10dpf_VAST02_plate02_PDX1_220404_B09	220404	2	NW374	insH2Bfabp	CD15	PDX1	1	0	0	2	1	10	15.182599	.4764144	.52324853	.4083552	.3117664	1	26	75	139487	4810	3696	11045	5086	29	1.576e+09	1	3660455	133973	141	320	150	105	281	995794	24283	4645.8527	3783.562	1.13e+08	723.7639	1.14e+08	138	3783.779	875294.8	1323275	127_PDX1	2	4	3	8.683333	1	3	4	2	8	-1.038647	-.2613606	-.5724601	-.6344714	-.6031758	.3661064	-.0131932	1.945423	-.6211776	.032419	.9732385	.3366727	1.196551	.4692529	.6033193	.0234286	1.245459	-.7752326	-.8138509	-.6309245	-1.078302	-.1984454	.7012515	1.909639	0	.0281681	.5308747	1.376912	-.6656764	-.329771
InsH2Bfabp_CD15_10dpf_VAST02_plate02_PDX1_220404_F03	220404	2	NW340	insH2Bfabp	CD15	PDX1	1	0	0	2	1	10	12.92435	.4083552	.34883235	.3062664	.1558832	1	41	41	92450	2150	1763	2774	949	43	2.432e+08	2	2634313	76742	91	259	119	95	204	576145	13593	14739.015	12671.561	2.00e+08	-1645.93	-3.50e+08	41	3856.403	853402.7	1254728	127_PDX1	2	4	2	4.516667	1	3	4	2	8	-.7324114	-.4544784	-.9137947	.6664013	-1.498434		-1.344003	1.109438	-1.45182	-.6343352	.1642108	.0569997	-.8122178	-.2943133	-.5217393	.4871272	-1.479941	-.329771	-1.244045	-2.535274	-2.535274	-1.758563	-1.909639	-1.758563	-.5635893	-.8138509	-1.307593	.1412905	-1.244045	-.6833558
InsH2Bfabp_CD15_10dpf_VAST02_plate02_PDX1_220404_G02	220404	2	NW334	insH2Bfabp	CD15	PDX1	1	0	0	2	1	10	18.615136	.510444	.25369626	.4083552	.9352992	1	35	35	450357	7149	5745	6993	2549	63	3.158e+09	2	5123024	182262	132	266	225	120	418	1309882	43440	38898.901	23682.333	1.69e+09		4.57e+08	0				127_PDX1	2	5	2	3.877778	0	1	5	2	8								2.38152	.7874227	.032419	-.8416212	.8254945	2.200411	1.413845	1.553221	1.988748	1.846533	.4514221	.9825221	1.307593	.9378634	.3446772	-.227256	-.1128968	.7377372	.7752326	.1412905	.329771	1.453563	.1984454
InsH2Bfabp_CD15_10dpf_VAST02_plate02_PDX1_220404_C04	220404	2	NW343	insH2Bfabp	CD15	PDX1	1	0	0	2	1	10	9.6724725	.4083552	.28540829	.1020888	.5455912	1	44	44	459434	4549	4403	8769	2650	101	4.199e+09	1	5832878	215677	152	312	178	134	556	995200	50686	7322.5469	6491.4813	3.71e+08	-396.6182	2.04e+08	15	4171.362	1062873	1669960	127_PDX1	2	5	2	5.483333	0	1	5	2	8	.4544784	.9537579	1.182233	1.131768	.9953057	-.1381652	.2126769	1.109438	-.0432312	-1.551885	-.3911963	-.4099833	1.150349	2.200411	1.846533	.9068503	1.635941	2.535274	1.078302	-.7752326	-.4987188	.8537231	.1984454	0	1.078302	1.244045	.8138509	1.157199	.1412905	1.029232
InsH2Bfabp_CD15_10dpf_VAST02_plate02_PDX1_220404_G07	220404	2	NW364	insH2Bfabp	CD15	PDX1	1	0	0	2	1	10	13.376	.3743256	.53910454	.3062664	.5455912	1	16	65	282974	5549	4656	11415	4397	51	3.448e+09	2	4918417	156350	147	298	214	85	225	490367	18425	5181.4864	5140.1191	9.55e+07	-642.7828	1.21e+07	152	3851.109	817214.9	1343343	127_PDX1	2	5	3	7.8	0	1	5	2	8	-.7666343	-.7324114	-.4544784	-.8017797	-1.084032	1.256896	.7164975	.4585578	-.0432312	-.6343352	1.064822	.1027243	-1.245459	-.011605	-.0348213	-.1410246	-.1046335	-.0140826	-.0281681	.0987355	-.1412905	.4670705	.8537231	1.244045	.5969185	.3747248	.7752326	.7752326	1.029232	-.8138509
InsH2Bfabp_CD15_10dpf_VAST02_plate02_PDX1_220404_G08	220404	2	NW371	insH2Bfabp	CD15	PDX1	1	0	0	2	1	10	22.950974	.4083552	.3012643	.8167104	.1558832	1	23	72	645605	7095	5363	9095	3141	91	5.897e+09	2	8187789	232765	190	305	254	119	206	1001124	17849	6652.9541	5284.5892	1.19e+08	626.1072	2.64e+07	300				127_PDX1	2	5	3	8.375	0	1	5	2	8								1.109438	-1.45182	2.228277	-.2085717	1.740233	1.245459	-.2581433	-.1046335	.1410246	.0813229	1.639431	2.535274	1.244045	.4358834	1.639431	.227256	.3149377	1.909639	1.639431	2.123549	.9162218	2.535274	.0704692
InsH2Bfabp_CD15_10dpf_VAST02_plate02_PDX1_220404_G06	220404	2	NW357	insH2Bfabp	CD15	PDX1	1	0	0	2	1	10	19.789426	.4423848	.28540829	.5444736	.2338248	1	9	58	219941	3928	4604	3595	1200	56	8.486e+08	2	3838440	142563	133	216	191	120	313	1005818	28635	9813.3791	8166.0898	2.81e+08	-253.9418	1.01e+07	13	4136.675	986071.2	1558735	127_PDX1	2	5	3	6.983333	0	1	5	2	8	.3425211	.5724601	.6031758	.7666343	1.084032	1.143702	2.1497	1.628361	-.9279215	.9616869	-.3911963	.961375	1.297543	.6891311	.9490551	.7117243	-.128001	.1697986	-.4051146	-1.244045	-.227256	-.8138509	-1.185158	-1.307593	.1128968	.1697986	.227256	-.5147302	.4828342	.1984454
InsH2Bfabp_CD15_10dpf_VAST02_plate02_PDX1_220404_C06	220404	2	NW353	insH2Bfabp	CD15	PDX1	1	0	0	2	1	10	15.363259	.4083552	.31712032	.1361184	.1558832	1	5	54	416664	7576	6214	4607	1399	55	1.921e+09	1	3968137	156867	117	250	183	138	217	535302	15861	10166.24	10042.881	1.61e+08	-2532.74	-2.26e+08	132	3831.294	917075.2	1422178	127_PDX1	2	5	3	6.616667	0	1	5	2	8	-.8017797	.0517061	.0258444	-.0776024	-.1818887	-.6487755	-.8994349	1.109438	-1.45182	-1.238536	-.065437	.4099833	-.8785789	-.1514387	-.2943133	.3589585	-1.353406	.1128968	.7377372	1.539856	1.539856	-.0563585	-.8537231	-1.029232	.1412905	.4051146	-.2562565	.0422591	.3446772	1.307593
InsH2Bfabp_CD15_10dpf_VAST02_plate02_PDX1_220404_G03	220404	2	NW341	insH2Bfabp	CD15	PDX1	1	0	0	2	1	10	14.00831	.2722368	.17441618	.1020888	.2338248	1	42	42	354950	4670	3816	10683	2968	76	3.658e+09	1	3813191	131993	158	210	176	130	59	507232	4821	11027.731	10773.277	5.32e+07	-2695.419	-3.79e+08	127	4157.12	847869.9	1288882	127_PDX1	2	5	2	4.616667	0	1	5	2	8	.3978759	-.5125768	-.7666343	1.498434	-.6826226	-1.768825	.1589805	-1.551885	-.9279215	-1.551885	-2.11088	.1717471	-1.024592	-1.846533	-1.635941	-.8720565	-1.731664	.9599534	.4670705	-.6656764	-.9825221	.5308747	.5308747	.227256	.0845939	0	1.214075	-.6656764	0	.9378634
InsH2Bfabp_CD15_10dpf_VAST02_plate02_PDX1_220404_C01	220404	2	NW323	insH2Bfabp	CD15	PDX1	1	0	0	2	1	10	15.724578	.340296	.33297634	.3062664	.7014744	1	24	24	316705	5027	3961	11529	3498	63	3.675e+09	1	3968825	162120	132	264	176	120	257	654009	21306	24099.08	18051.128	5.13e+08	170.8416	-3.70e+08	386	3945.659	802650.1	1324980	127_PDX1	2	5	2	2.75	0	1	5	2	8	-.3978759	-.9953057	-.5422753	-.9953057	-.5125768	-.7544993	-.1589805	-.273482	.2399812	-.6343352	.065437	.5113716	-.418029	.2104284	.2943133	1.058737	-1.553221	.4514221	.1984454	-.4051146	-.8138509	.5635893	.9378634	.5969185	.1984454	.4987188	.1412905	.2708364	0	.1984454
InsH2Bfabp_CD15_10dpf_VAST02_plate02_PDX1_220404_C02	220404	2	NW330	insH2Bfabp	CD15	PDX1	1	0	0	2	1	10	16.085898	.340296	.23784024	.2722368	.389708	1	31	31	221940	5549	4650	7428	2989	40	1.728e+09	2	2006	765	15	21	13	12	449	484198	39199	31644.47	25089.694	1.24e+09	-2153.327	-7.93e+07		4081.718	754260.3	1185732	127_PDX1	2	5	2	3.416667	0	1	5	2	8	.0517061	-1.355502	-1.235902	.3978759	-1.29339	.8694237	.9815618	-.273482	-.4346822	-.9114298	-1.064822	.5375191	-1.353406	1.553221	1.479941	1.727309	-.7492547	-.4358834	-.3747248	.0987355	-.1984454	-.1697986	-.1128968	.2562565	-2.535274	-2.535274	-2.535274	-2.535274	-2.535274	-2.535274
InsH2Bfabp_CD15_10dpf_VAST02_plate02_PDX1_220404_C03	220404	2	NW337	insH2Bfabp	CD15	PDX1	1	0	0	2	1	10	12.292041	.340296	.33297634	.4423848	.9352992	1	38	38	442721	6918	5995	12858	4906	64	5.783e+09	1	5587080	208683	146	321	246	108	172	1223660	14544	25982.662	19958.276	3.78e+08	-619.8022	-6.24e+08	14	4612.124	1187257	1651298	127_PDX1	2	5	2	4.266667	0	1	5	2	8	1.946903	1.583085	1.038647	.5125768	.1556757		-.4647573	-.273482	.7874227	.2511164	.065437	-.0684159	1.846533	-.4434955	-.3928308	.9427782	-2.60233	.5147302	.9378634	1.078302	1.185158	1.539856	1.307593	1.639431	.8138509	1.078302	.7012515	1.453563	1.909639	-.227256
InsH2Bfabp_CD15_10dpf_VAST02_plate02_PDX1_220404_G01	220404	2	NW326	insH2Bfabp	CD15	PDX1	1	0	0	2	1	10	12.83402	.3743256	.38054438	.4083552	1.0132408	1	27	27	544684	6334	5436	12115	3797	86	6.411e+09	1	6148391	226983	166	306	204	126	537	937693	63772	45493.528	34161.645		-1025.067	1.02e+09	25	4115.612	999619.1	1561606	127_PDX1	2	5	2	3.033333	0	1	5	2	8	.2347111	.6344714	.6344714	.9137947	1.131768		.8605722	.4585578	1.014499	.032419	.4387129	.034188	.7492547	1.846533	2.60233		2.60233	1.376912	1.758563	.6656764	.4987188	1.909639	1.130117	.7012515	1.307593	1.539856	1.453563	.9825221	.7377372	.5471588
InsH2Bfabp_CD15_10dpf_VAST02_plate02_PDX1_220404_G05	220404	2	NW349	insH2Bfabp	CD15	PDX1	1	0	0	2	1	10	17.982827	.4083552	.53910454	.5444736	1.558832	1	1	50															376	692228	34620	9040.8919	7818.9674	3.13e+08	-539.6899	6.36e+07	33	4339.702	1014094	1603835	127_PDX1	2	5	3	6.266667	0	1	5	2	8	1.084032	.7324114	.8752401	-.6664013	.2347111	-.9528633	.0527956	1.109438	1.945423	.9616869	1.064822	.7033812	-.2223081	1.245459	1.196551	.7734564	.5485223													
InsH2Bfabp_CD15_10dpf_VAST02_plate02_PDX1_220404_G04	220404	2	NW346	insH2Bfabp	CD15	PDX1	1	0	0	2	1	10	9.4918126	.3743256	.23784024	.0680592	.2338248	1	47	47	294282	7546	5604	8747	2763	39	2.685e+09	1	2664857	128325	121	223	166	101	108	393432	8188	4419.9075	3330.0898	3.62e+07	1133.683	6.50e+07		3498.149	701683.4	1146254	127_PDX1	2	5	2	5.816667	0	1	5	2	8	-1.946903	-1.798076	-1.498434	-.8379445	-1.355502	-.5821887	.3500305	.4585578	-.9279215	-2.38152	-1.064822	-.4727891	-2.200411	-1.064644	-1.106481	-1.058737	.5757047	-.5147302	.0563585	1.453563	.6309245	.227256	.1697986	.0845939	-.5308747	-.1128968	-.1555287	-.3747248	-.3446772	-.4987188
InsH2Bfabp_CD15_10dpf_VAST02_plate02_PDX1_220404_H04	220404	2	NW347	insH2Bfabp	CD15	PDX1	1	0	0	2	1	10	18.073157	.340296	.8879369	.5444736	.779416	1	48	48	199719	6443	4599	8113	3169	31	1.572e+09	3	10348	2306	24	37	24	21	123	748503	12712	6138.1999	5922.7513	7.80e+07	-783.4853	-5.38e+07	30	4277.108	952305.9	1572971	127_PDX1	2	6	2	5.916667	1	3	6	2	8	.7666343	.2082272	.6990255	.3700567	-.2082272	.0827304	.6827943	-.273482	.4228376	.9616869	1.387736	.7328722	-.1046335	-.8957798	-.5757047	-.4094043	-.5757047	-.7377372	-.4670705	.7377372	-.2562565	-.227256	.1128968	.3747248	-2.123549	-2.123549	-2.123549	-2.123549	-2.123549	-2.123549
InsH2Bfabp_CD15_10dpf_VAST02_plate02_PDX1_220404_D08	220404	2	NW368	insH2Bfabp	CD15	PDX1	1	0	0	2	1	10	9.4014827	.3062664	.36468837	.4423848	.4676496	1	20	69																								3427.159	643633.4	1012120	127_PDX1	2	6	3	8.116667	1	3	6	2	8	-2.158	-2.565279	-2.158	-1.355502	-2.565279	.4560533	-.6827943	-.9616869	-.2511164	.2511164	.3100516	-.5113716																		
InsH2Bfabp_CD15_10dpf_VAST02_plate02_PDX1_220404_D01	220404	2	NW324	insH2Bfabp	CD15	PDX1	1	0	0	2	1	10	15.543919	.2722368	.41225642	.4083552	.8573576	1	25	25	296177	6582	5673	13050	4310	45	3.748e+09	1	3067766	122034	129	200	168	123	505	680588	46841	36184.484	27654.808	1.69e+09	-1210.147	2.16e+08	23	4047.988	956672.4	1448676	127_PDX1	2	6	2	2.833333	1	3	6	2	8	-.0258444	.2347111	.1556757	1.038647	.0517061	1.91931	-.494359	-1.551885	.6081267	.032419	.5622979	.4855691	-.2701602	1.681877	1.731664	2.196763	1.731664	-.2708364	.1128968	.8950011	.8138509	.6656764	1.376912	1.029232	-.3446772	-.3747248	-.0140826	-.8537231	-.3149377	.3596604
InsH2Bfabp_CD15_10dpf_VAST02_plate02_PDX1_220404_D02	220404	2	NW331	insH2Bfabp	CD15	PDX1	1	0	0	2	1	10	12.74369	.3743256	.28540829	.3062664	.779416	1	32	32	229045	3882	3463	9408	2674	59	2.156e+09	1	3594837	127174	139	236	154	111	314	782490	24387	28421.151	21835.108	6.93e+08	-813.0291	-4.25e+08	16	4104.126	913007.8	1404832	127_PDX1	2	6	2	3.533333	1	3	6	2	8	.1556757	.0258444	-.1295693	-.1035509	-.4401979	-.4256956	-1.070909	.4585578	.4228376	-.6343352	-.3911963	0	.128001	.7188681	.6314019	1.144693	-1.846533	.3446772	-.3149377	-1.307593	-1.244045	0	.3149377	.0281681	-.0281681	-.1412905	.4670705	-.1412905	-.5801733	-.0704692
InsH2Bfabp_CD15_10dpf_VAST02_plate02_PDX1_220404_D09	220404	2	NW375	insH2Bfabp	CD15	PDX1	1	0	0	2	1	10	8.7691731	.4083552	.36468837	.2041776	.4676496	1	27	76															323	894572	21651	6541.8882	5810.6856	1.42e+08	-222.6571	1.67e+07	155	3902.024	917314.4	1399299	127_PDX1	2	6	3	8.8	1	3	6	2	8	-.5724601	.0776024	-.1556757	-.5422753	-.6826226	-.7183728	-.5244005	1.109438	-.2511164	-1.129657	.3100516	-.7033812	.5217393	.8785789	.3678797	.260611	-.0813229													
InsH2Bfabp_CD15_10dpf_VAST02_plate02_PDX1_220404_H07	220404	2	NW365	insH2Bfabp	CD15	PDX1	1	0	0	2	1	10	15.453589	.340296	.3012643	.0680592	.6235328	1	17	66	458517	5804	4987	3834	1363	79	1.752e+09	1	6554120	221340	146	312	217	125	43	587118	1919	5099.5352	4663.1652	9786008	-55.94362	-4.40e+07	7	4018.332	856034.6	1392032	127_PDX1	2	6	3	7.866667	1	3	6	2	8	-.1295693	-.4260065	-.1818887	-.7324114	-.0517061		1.025212	-.273482	.1191299	-2.38152	-.2085717	.4474565	-.7803495	-2.200411	-2.200411	-2.196763	-.5485223	1.029232	1.029232	.227256	.0563585	-.1412905	-1.130117	-1.130117	1.376912	1.307593	.7012515	1.157199	1.185158	.4358834
InsH2Bfabp_CD15_10dpf_VAST02_plate02_PDX1_220404_H05	220404	2	NW350	insH2Bfabp	CD15	PDX1	1	0	0	2	1	10	13.46633	.340296	1.1892012	.1020888	.1558832	1	2	51	176127	4892	5188	3559	1482	36	5.927e+08	1	3020154	125118	115	193	183	110	72	629292	4324	4311.5303	4299.8958	1.86e+07	-334.5678	-1.27e+07	37	3913.152	857769.2	1348936	127_PDX1	2	6	3	6.35	1	3	6	2	8	-.5125768	-.3700567	-.3978759	0	-.6344714	-.2790326	-1.670923	-.273482	-1.45182	-1.551885	1.874442	.1256613	-.4953255	-1.479941	-1.846533	-1.548528	-.3928308	-.7012515	-.5969185	-.5969185	.3149377	-1.078302	-1.307593	-.8950011	-.3747248	-.2562565	-.3747248	-1.078302	.3446772	-.1128968
InsH2Bfabp_CD15_10dpf_VAST02_plate02_PDX1_220404_H08	220404	2	NW372	insH2Bfabp	CD15	PDX1	1	0	0	2	1	10	12.74369	.3743256	.44396845	.4423848	.5455912	1	24	73	51722	4310	4933	4094	1444	12	2.576e+08	1	631986	36665	81	139	85	68	151	1049382	14483	4669.6472	4274.1301	6.76e+07	59.67803	3.79e+07	56	3989.462	935647.6	1365594	127_PDX1	2	6	3	8.5	1	3	6	2	8	-.2082272	.1556757	-.2881971	1.680894	.5125768	.2221774	1.118958	.4585578	-.0432312	.2511164	.6406669	0	1.479941	-.5894558	-.418029	-.5405975	.2701602	-2.282295	-2.535274	-.8537231	.0281681	-1.639431	-1.078302	-.9378634	-1.758563	-1.758563	-1.539856	-1.758563	-1.758563	-1.639431
InsH2Bfabp_CD15_10dpf_VAST02_plate02_PDX1_220404_H06	220404	2	NW358	insH2Bfabp	CD15	PDX1	1	0	0	2	1	10	9.0401629	.3062664	.23784024	.1020888	.1558832	1	10	59	133886	5149	5536	4595	1440	26	6.046e+08	1	1494005	67560	103	221	114	65	21	195376	1213	1777.8986	1851.7388	2156591	564.635	1.23e+08	88	3823.809	769333.5	1124841	127_PDX1	2	6	3	7.1	1	3	6	2	8	-.9537579	-1.182233	-1.680894	-1.798076	-1.680894	-1.650205	-.4067242	-.9616869	-1.45182	-1.551885	-1.064822	-.6183212	-2.60233	-2.60233	-2.60233	-2.599139	1.479941	-.8950011	-.8950011	-.329771	.5635893	-1.029232	-.8950011	-.9825221	-1.185158	-1.185158	-.9599534	-.4358834	-1.453563	-1.758563
