filename	date	plate	index	control_1_mutant_0	line	diet	Exp	filename9	overfeeding	cholesterol	glucose	VAST	Imaged	age	poldip2_nwt	poldip2_dich	qRNA	protein	ldl	gluc	tc	tg	Anders_batch	pos_bio	Löpnr	Volume	CellVolume_Av	CellVolume_Stdev	CellInt_Av	CellInt_Stdev	NrCells	CellInt_Tot	isletNr	IV	ISA	IED	IPAL1	IPAL2	IPAL3	LiverLipN	LiverArea	LiverLipArea	LiverLipInt_Av	LiverLipIntBG	LiverLipInt_Tot	LiverLipInt_Av_Res	LiverLipInt_Tot_Res	vld_area	length	dorsal_area	lateral_area	file	batch	tank	batch_bio	tod	tank_n	batch_n	nr_tanks	intlength	intdorsal_area	intlateral_area	intangle	inteye_area	intcurvature	intpig_dorsal_tail	intldl	inttg	inttc	intgluc	intprotein	intLiverArea	intLiverLipN	intLiverLipArea	intLiverLipInt_Tot	intLiverLipInt_Tot_Res	intNrCells	intVolume	intCellVolume_Av	intCellVolume_Stdev	intCellInt_Tot	intCellInt_Av	intCellInt_Stdev	intIV	intISA	intIED	intIPAL1	intIPAL2	intIPAL3
InsH2Bfabp_CD15_09dpf_VAST02_plate01_POLDIP2_201125_G01	201125	1	ND530		insH2Bfabp	CD15	POLDIP2		1	0	0	2	1	9	.9116723	1	2	19.038032	.9868584	.57081658	.3743256	2.5720728	1	7	7															193	683737	15379	6358.2724	5695.6735	9.78e+07	-203.1847	2.77e+07	22	4395.43	1142381	1577307	33_POLDIP2	1	1	1	1.25	1	1	6	1.4342	.9633621	1.096804	1.389653	.7681059	-.1499619	.3894143	1.321884	2.3136	.6314019	.4754269	1.865803	.3730773	.7478586	.7886732	.4167938	.7432719													
InsH2Bfabp_CD15_09dpf_VAST02_plate02_POLDIP2_201125_G02	201125	2	ND600		insH2Bfabp	CD15	POLDIP2		1	0	0	2	1	9	1	1	2	12.688449	.9187992	.72937674	.4764144	1.558832	1	28	77	464819	7878	5567	18843	5876	59	8.967e+09	1	4476792	161854	161	250	156	138	166	632176	14109	5708.8565	5147.0878	8.05e+07	-189.9531	2.46e+07	1	4088.135	1015201	1429431	33_POLDIP2	1	1	2	5.85	1	1	6	.3730773	.2234687	.4558681	-.2234687	.2298841	.2175053	.2769504	1.043857	.7241632	1.772034	1.301453	.1825229	.167894	.5244005	.5774487	.1302844	.6087609	.1637617	.7876622	1.000491	.3320687	1.698407	1.546635	1.272341	.353682	.353682	1.08839	.1328539	-.6681074	.9674216
InsH2Bfabp_CD15_09dpf_VAST02_plate02_POLDIP2_201125_D06	201125	2	ND628		insH2Bfabp	CD15	POLDIP2		1	0	0	2	1	9	1	1	2	5.6147963	.3743256	.4915365	.2041776	.779416	1	7	105	150346	2784	2742	6587	1591	54	9.943e+08	1	3502185	113519	140	193	167	127	34	361314	2871	3281.605	3387.5712	9421488	-491.8492	-1346929	81	3584.13	803173.5	948687.1	33_POLDIP2	1	1	3	7.466667	1	1	6	-1.4342	-1.521842	-2.361894	1.180491	-.7886732	-.2688054	-1.4342	-.7698661	-.2982436	-1.117247	-.0865434	-2.3136	-1.92248	-1.549706	-1.690622	-1.754947	-.0688338	-.2892923	-1.423913	-2.047078	-1.791764	-1.31953	-1.070148	-1.369856	-.353682	-.9042674	.2156401	-1.581249	-.2681058	.5455638
InsH2Bfabp_CD15_09dpf_VAST02_plate02_POLDIP2_201125_A04	201125	2	ND610		insH2Bfabp	CD15	POLDIP2		1	0	0	2	1	9	1	1	2	10.330565	.680592	.45982446	.3743256	1.4029488	1	38	87	516835	6381	6667	15408	4450	81	7.730e+09	1	4865462	192255	147	264	169	150	243	686250	18061	7135.9564	6538.2235	1.29e+08	-443.2339	3.72e+07	4	3877.715	1008786	1336943	33_POLDIP2	1	1	2	6.466667	1	1	6	-.4390766	.1148846	0	-.286637	.191052	-.7659457	-.3894143	.3163668	.5645002	.6314019	-.3993231	-.7354442	.4390766	1.184125	1.096804	.8051525	.9633621	1.272341	1.107003	.143141	1.107003	1.369856	.7068257	.4195739	.6056978	1.070148	.5337768	.4307273	-.2156401	1.546635
InsH2Bfabp_CD15_09dpf_VAST02_plate01_POLDIP2_201125_B08	201125	1	ND572		insH2Bfabp	CD15	POLDIP2		1	0	0	2	1	9	1	1	2	13.173701	.2722368	.3964004	.340296	1.0132408	1	49	49	334278	5666	5414	15891	4525	59	5.399e+09	1	3248493	150049	122	276	154	115	50	430012	4301	5463.2023	4484.4976	2.35e+07	364.7486	-1.55e+07	11	3924.521	1166083	1332756	33_POLDIP2	1	2	1	4.066667	2	1	6	-.2455112	1.313471	-.030388	-.1922314	.5070479	.1164641	-1.353934	-1.105448	.0086437	.264147	-.8791677	.2982436	-1.31688	-1.096804	-1.042954	-1.121218	-.433524	.1637617	-.1225808	-.1844524	.1740978	.581393	.7601675	.4873416	-.4195739	.0611754	-.6056978	.7466339	-.7466339	-.1844524
InsH2Bfabp_CD15_09dpf_VAST02_plate01_POLDIP2_201125_E07	201125	1	ND567		insH2Bfabp	CD15	POLDIP2		1	0	0	2	1	9	.0167334	0	1	20.230777	.9868584	.76108877	.4764144	2.2603064	1	44	44	679656	7812	6731	13456	3967	87	9.067e+09	1	6002555	231761	136	301	258	125	350	941093	26180	9497.3697	8104.4016	2.49e+08	26.36158	1.17e+08	0	4443.43	1163541	1623529	33_POLDIP2	1	2	1	3.8	2	1	6	1.690622	1.211746	1.4342	1.62737	.8970411	-.0664496	-.8970411	1.321884	1.661806	1.772034	1.433468	2.3136	1.690622	2.361894	2.361894	1.91984	2.742488	1.546635	1.698407	.9674216	1.227826	1.791764	.3320687	.1844524	1.145427	1.423913	.0611754	1.070148	2.047078	.4873416
InsH2Bfabp_CD15_09dpf_VAST02_plate01_POLDIP2_201125_B03	201125	1	ND539		insH2Bfabp	CD15	POLDIP2		1	0	0	2	1	9	1	1	2	6.6136019	.3062664	.23784024	.3062664	.5455912	1	16	16																							39	3914.275	772922.4	1093064	33_POLDIP2	1	2	1	1.816667	2	1	6	-.2769504	-1.91984	-1.392945	-.8051525	-2.029334	1.716379	-.1218342	-1.014499	-.7129737	-.1573107	-2.114381	-1.775217																		
InsH2Bfabp_CD15_09dpf_VAST02_plate01_POLDIP2_201125_H07	201125	1	ND570		insH2Bfabp	CD15	POLDIP2		1	0	0	2	1	9	1	1	2	11.086397	.4764144	.36468837		.4676496	1	47	47	222691	5179	5206	14212	5043	43	3.233e+09	1	2435591	93381	96	225	155	112	147	505418	11311	6644.155	5701.915	7.52e+07	75.15847	4925257	75	3795.563	874771.4	1233269	33_POLDIP2	1	2	1	3.966667	2	1	6	-.7681059	-.8702819	-.4898466	-1.91984	-.1448257	-2.715253	-.7478586	-.3806698	-.8665166		-1.243203	-.4754269	-.7082534	.3246387	.2611986	.084163	.0995121	-.9674216	-.8157657	-.581393	.0203805	-.3754618	.4645183	.7876622	-1.145427	-1.18562	-1.31953	-.6303658	-.7068257	-.3974212
InsH2Bfabp_CD15_09dpf_VAST02_plate02_POLDIP2_201125_B02	201125	2	ND595		insH2Bfabp	CD15	POLDIP2		1	0	0	2	1	9	1	1	2	16.730536	.9187992	.63424064	.4423848	1.558832	1	23	72	377649	6994	6344	9432	3671	54	3.467e+09	2	4834837	146536	126	334	175	112	128	709689	10380	7179.6737	6113.1704	7.45e+07	113.9136	-6267427	36	4044.926	1056578	1462478	33_POLDIP2	1	2	2	5.566667	2	1	6	.2611986	.484475	.6697294	.4673578	.8745511	-.3915859	.8095796	1.043857	.7241632	1.318011	.8540028	1.171546	.5774487	.030388	0	.0535207	-.145715	-.2892923	.247039	.6303658	.9042674	-.2681058	-.3754618	.0203805	.581393	-.0407695	-.3645503	1.423913	.0509698	-.3974212
InsH2Bfabp_CD15_09dpf_VAST02_plate02_POLDIP2_201125_B05	201125	2	ND618		insH2Bfabp	CD15	POLDIP2		1	0	0	2	1	9	.0273195	0	1	12.576169	.6465624	.61838462	.3062664	.7014744	1	46	95	338587	6910	5694	14442	4907	49	4.912e+09	1	3966674	157876	134	247	205	106	127	638904	10157	7114.8099	6172.8476	7.23e+07	-23.0355	-1.01e+07	44				33_POLDIP2	1	2	2	6.916667	2	1	6								.2089558	-.4370584	-.1573107	.7018726	.1300186	.1833219	0	-.0455908	.0076422	-.2234687	-.5455638	-.0407695	.581393	.4195739	.353682	.5104216	.6303658	-.0407695	.2260813	-.0407695	-.0407695	.9353781	-.7601675
InsH2Bfabp_CD15_09dpf_VAST02_plate01_POLDIP2_201125_H04	201125	1	ND553		insH2Bfabp	CD15	POLDIP2		1	0	0	2	1	9	1	1	2	11.782165	.85074	.53910454	.1020888	.2338248	1	30	30															40	450210	3183	5077.8778	4969.5911	1.62e+07	-606.53	-3.52e+07	11	3647.773	896095.3	1218869	33_POLDIP2	1	2	1	2.65	2	1	6	-1.31688	-.6841152	-.5595922	.3025995	-.8095796	.5590041	.9199942	.7582926	-1.775217	-1.971987	.2802179	-.2533471	-1.247754	-1.335178	-1.4342	-1.430969	-.9879631													
InsH2Bfabp_CD15_09dpf_VAST02_plate01_POLDIP2_201125_E03	201125	1	ND542		insH2Bfabp	CD15	POLDIP2		1	0	0	2	1	9	0	0	1	14.863424	.4083552	.38054438	.340296	1.0911824	1	19	19	282849	4099	3726	4923	1463	69	1.456e+09	1	5043966	146060	167	288	173	117	194	542403	15055	7240.1259	6306.9069	1.09e+08	-59.65242	2.32e+07	61	3843.286	977861.6	1276231	33_POLDIP2	1	2	1	1.983333	2	1	6	-.6137297	-.0382201	-.2927713	-1.093008	-.0912767	-1.30453	-1.184125	-.6264277	.1213065	.264147	-1.058878	.669074	-.4898466	.7681059	.6888636	.5723673	.5367166	.7601675	-.4873416	-1.31953	-1.145427	-1.145427	-1.482485	-1.423913	.7601675	-.0611754	1.369856	1.000491	-.0407695	-.0305734
InsH2Bfabp_CD15_09dpf_VAST02_plate02_POLDIP2_201125_E02	201125	2	ND598		insH2Bfabp	CD15	POLDIP2		1	0	0	2	1	9	0	0	1	10.555125	.6125328	.99892901	.3743256	1.169124	1	26	75															116	583148	9700	4817.4001	4430.2259	4.67e+07	-215.4977	9173270	34	3982.543	920798.6	1258377	33_POLDIP2	1	2	2	5.733333	2	1	6	0	-.4673578	-.3568393	-.6841152	-.2611986	-.9852459	-.5244005	.1213065	.226658	.6314019	2.3136	-.669074	-.152506	-.1218342	-.098907	-.3836748	.2549257													
InsH2Bfabp_CD15_09dpf_VAST02_plate02_POLDIP2_201125_E05	201125	2	ND621		insH2Bfabp	CD15	POLDIP2		1	0	0	2	1	9	.86754	1	2	10.442845	.7486512	.44396845	.2382072	.7014744	1	49	98															92	452346	6820	5361.3509	4854.8188	3.66e+07	-184.4212	-1.19e+07	33	4067.633	948761.9	1343164	33_POLDIP2	1	2	2	7.083333	2	1	6	.3086658	-.2549257	.0760316	-.2707473	.3086658	-.3737245	1.757763	.4657712	-.4370584	-.9001216	-.5443409	-.6908574	-1.184125	-.3730773	-.5070479	-.723273	-.3025995													
InsH2Bfabp_CD15_09dpf_VAST02_plate02_POLDIP2_201125_B04	201125	2	ND611		insH2Bfabp	CD15	POLDIP2		1	0	0	2	1	9	0	0	1	10.779685	.85074	.76108877	.4083552	1.2470656	1	39	88	334825	4293	3605	13919	4780	78	4.489e+09	1	4468892	179052	146	245	170	131	276	869418	21623	10624.627	8612.1107	2.30e+08	540.3473	8.47e+07	17	4096.15	1034925	1338453	33_POLDIP2	1	2	2	6.516667	2	1	6	.422408	.367274	.0151923	-.1148846	.1601952	-.679709	-.5774487	.7582926	.3345945	.9674216	1.433468	-.574666	1.247754	1.4342	1.392945	1.62737	1.687728	1.070148	-.1020724	-1.107003	-1.272341	.143141	.4195739	.581393	.3320687	.7068257	.475899	-.0816069	-.1844524	.6938044
InsH2Bfabp_CD15_09dpf_VAST02_plate02_POLDIP2_201125_E04	201125	2	ND614		insH2Bfabp	CD15	POLDIP2		1	0	0	2	1	9	1	1	2	7.4112795	.6125328	.52324853	.3062664	.1558832	1	42	91															126	374870	9442	6260.2221	5156.9388	5.91e+07	349.5133	2883350	40	3986.532	863017.9	1162090	33_POLDIP2	1	2	2	6.683333	2	1	6	.0151923	-.9879631	-.9199942	-1.278085	-.8970411	-.6589408	-.3007091	.1213065	-2.114381	-.1573107	.1300186	-1.566458	-1.690622	-.0227895	-.137154	-.145715	.0229285													
InsH2Bfabp_CD15_09dpf_VAST02_plate01_POLDIP2_201125_B04	201125	1	ND547		insH2Bfabp	CD15	POLDIP2		1	0	0	2	1	9	1	1	2	12.378538	.4764144	.58667259	.3743256	1.0132408	1	24	24	184846	3555	4155	3636	1012	52	6.407e+08	1	4639324	138304	165	245	205	115	152	564980	11775	7665.8998	6080.055	9.03e+07	640.1404	1.03e+07	156	3691.451	875549	1217733	33_POLDIP2	1	2	1	2.333333	2	1	6	-1.215324	-.8264717	-.6137297	-.5017354	-.167894	.9852459	1.353934	-.3806698	.0086437	.6314019	.5343441	.0518845	-.3086658	.3730773	.3568393	.3025995	.2707473	-.4419345	-1.227826	-1.617868	-.8445288	-1.546635	-1.903997	-1.903997	.4873416	-.1844524	1.295575	-.0816069	.9353781	-.1844524
InsH2Bfabp_CD15_09dpf_VAST02_plate02_POLDIP2_201125_E06	201125	2	ND629		insH2Bfabp	CD15	POLDIP2		1	0	0	2	1	9	.9203032	1	2	8.4218013	.5444736	.4915365	.3062664	.389708	1	8	106															89	459836	7450	6183.9231	4831.1456	4.61e+07	666.7463	-1785409	83	3832.718	886510	1133230	33_POLDIP2	1	2	3	7.516667	2	1	6	-.6321747	-.7635726	-1.12496	.3186394	1.069491	.3737245	-.9674216	-.1039092	-1.074143	-.1573107	-.0865434	-1.243203	-1.154037	-.4558681	-.3894143	-.4001794	-.084163													
InsH2Bfabp_CD15_09dpf_VAST02_plate02_POLDIP2_201125_H01	201125	2	ND593		insH2Bfabp	CD15	POLDIP2		1	0	0	2	1	9	0	0	1	12.576169	.340296	.45982446	.2722368	1.0132408	1	21	70	411571	5965	5062	13675	3598	69	5.854e+09	1	4520442	189478	142	258	188	122	158	500386	12783	6305.7935	5499.0359	8.06e+07	-18.1413	1.56e+07	0	3767.288	881485.6	1214802	33_POLDIP2	1	2	2	5.45	2	1	6	-.9434426	-.7841931	-.6321747	-.4167938	-.852495		-.030388	-.9049021	.0086437	-.5998427	-.3993231	.1300186	-.7478586	.4390766	.4390766	.145715	.367274	.7601675	.4645183	-.0611754	-.143141	.7876622	.3974212	0	.4195739	1.000491	.3320687	.3645503	.3754618	.3754618
InsH2Bfabp_CD15_09dpf_VAST02_plate01_POLDIP2_201125_E04	201125	1	ND550		insH2Bfabp	CD15	POLDIP2		1	0	0	2	1	9	1	1	2	12.179747	.8167104	.72937674	.3743256	.8573576	1	27	27	250751	4323	4382	9815	3392	58	2.217e+09	1	2631620	121392	113	233	164	95	76	550616	5824	6456.3122	5752.9796	3.76e+07	-174.3662	-3.39e+07	3	3922.76	902914.1	1275932	33_POLDIP2	1	2	1	2.5	2	1	6	-.2611986	-.5904663	-.3086658	.0535207	-.4558681	.3033943	-.3246387	.6799254	-.1913188	.6314019	1.301453	-.0432312	-.4390766	-.6045853	-.6888636	-.6272615	-.9393307	.0407695	-.7332358	-1.070148	-.5574269	-.8740081	-.3106094	-.1225808	-1.000491	-.6303658	-.9042674	-.353682	-.4419345	-1.145427
InsH2Bfabp_CD15_09dpf_VAST02_plate01_POLDIP2_201125_E01	201125	1	ND528		insH2Bfabp	CD15	POLDIP2		1	0	0	2	1	9	1	1	2	12.875515	.5785032	.26955227	.3743256	1.0132408	1	5	5	218191	4642	3536	17589	5840	47	3.746e+09	1	3206609	119413	131	318	123	90	115	498530	9700	4708.5494	4203.5191	4.57e+07	-50.50474	1.39e+07	62	3989.248	893134.4	1236694	33_POLDIP2	1	2	1	1.133333	2	1	6	.0455908	-.723273	-.4558681	-.9393307	-.5070479	.464368	-.3007091	.0432312	.0086437	.6314019	-1.917516	.2444316	-.7886732	-.152506	-.098907	-.4167938	.3347617	-.7601675	-.8740081	-.8157657	-1.31953	-.143141	1.145427	1.227826	-.5104216	-.6808997	-.1844524	1.227826	-1.546635	-1.369856
InsH2Bfabp_CD15_09dpf_VAST02_plate02_POLDIP2_201125_A07	201125	2	ND633		insH2Bfabp	CD15	POLDIP2		1	0	0	2	1	9	0	0	1	12.688449	.5444736	.44396845	.1020888	.4676496	1	12	110	524013	6165	5748	13129	3749	85	7.123e+09	1	6029899	227935	142	327	203	132	90	573718	6959	4165.6119	3888.5047	2.90e+07	-212.93	5350471	45	4060.212	970833.4	1293787	33_POLDIP2	1	2	3	7.766667	2	1	6	.2769504	-.084163	-.1833219	-.6087609	.6888636	-.5785188	-1.264472	-.1039092	-.8665166	-1.971987	-.5443409	.1825229	-.2143129	-.4307273	-.4727891	-.9393307	.1148846	1.482485	1.227826	0	.4645183	1.18562	.3106094	.0611754	1.18562	1.369856	.3320687	1.369856	.7876622	.7738417
InsH2Bfabp_CD15_09dpf_VAST02_plate02_POLDIP2_201125_E01	201125	2	ND590		insH2Bfabp	CD15	POLDIP2		1	0	0	2	1	9	1	1	2	11.565647	.5444736	.50739251	.340296	.6235328	1	18	67	213463	4641	3991	7690	2739	46	1.555e+09	1	3136712	97594	136	239	145	96	66	514952	4817	6549.5923	5993.755	3.15e+07	-371.9236	-4.62e+07		3755.255	1045736	1146299	33_POLDIP2	1	2	2	5.25	2	1	6	-1.017131	.4167938	-1.017131	2.163694	2.166107		-1.690622	-.1039092	-.5848915	.264147	0	-.3163668	-.6508373	-.7886732	-.852495	-.8481733	-1.278085	-.8300614	-.9353781	-.8445288	-.9042674	-1.107003	-.7876622	-.6554235	-.581393	-1.145427	.0611754	-.2786834	-.9674216	-1.070148
InsH2Bfabp_CD15_09dpf_VAST02_plate01_POLDIP2_201125_E08	201125	1	ND575		insH2Bfabp	CD15	POLDIP2		1	0	0	2	1	9	1	1	2	11.086397	.0340296	.38054438	.2722368	.5455912	1	3	52															82	541964	5924	4336.7409	3894.6045	2.57e+07	-49.16913	1896119	25	4040.89	963536.1	1339231	33_POLDIP2	1	2	2	4.233333	2	1	6	.2455112	-.145715	.0608042	.5904663	-.5595922	.8112562	2.166107	-2.462607	-.7129737	-.5998427	-1.058878	-.4754269	-.5070479	-.4984288	-.6697294	-1.039052	.0076422													
InsH2Bfabp_CD15_09dpf_VAST02_plate02_POLDIP2_201125_G06	201125	2	ND631		insH2Bfabp	CD15	POLDIP2		1	0	0	2	1	9	0	0	1	10.218284	.680592	.61838462	.2722368	.7014744	1	10	108	333049	6939	5713	21339	7261	48	7.054e+09	1	3990478	133237	156	256	163	117	63	565148	5328	4878.7119	4200.2812	2.60e+07	123.569	-5654170	113	3745.265	926720.3	1249629	33_POLDIP2	1	2	3	7.65	2	1	6	-1.069491	-.4167938	-.3894143	.0688338	-.1448257	.1667717	-.6508373	.3163668	-.4370584	-.5998427	.7018726	-.7933289	-.2927713	-.8308461	-.7579435	-1.013177	-.1302844	-.6428442	-.1637617	.6056978	.4419345	1.145427	1.903997	1.903997	0	-.3974212	.9838216	.2892923	-.475899	-.0305734
InsH2Bfabp_CD15_09dpf_VAST02_plate02_POLDIP2_201125_B01	201125	2	ND587		insH2Bfabp	CD15	POLDIP2		1	0	0	2	1	9	1	1	2	16.955096	.5444736	.3964004	.4083552	1.169124	1	15	64	274130	4984	5535	10895	4105	55	2.913e+09	1	3215582	132189	126	212	172	114	72	741010	7025	5915.3273	4924.1403	4.16e+07	285.8204	-8689609	15	3879.85	1098433	1318400	33_POLDIP2	1	2	2	5.1	2	1	6	-.4058559	.6841152	-.0608042	.5544538	1.4342	-.0166009	-.6321747	-.1039092	.226658	.9674216	-.8791677	1.2066	.6697294	-.6697294	-.4558681	-.4673578	-.1922314	-.2052224	-.581393	-.7068257	.2681058	-.6056978	-.1844524	.2892923	-.4645183	-.4419345	-.3645503	-1.034691	-.1020724	-.2681058
InsH2Bfabp_CD15_09dpf_VAST02_plate01_POLDIP2_201125_B01	201125	1	ND525		insH2Bfabp	CD15	POLDIP2		1	0	0	2	1	9	0	0	1	11.88156	.340296	.33297634	.3062664	1.3250072	1	2	2	333631	6416	5533	16718	5830	52	5.375e+09	1	2996178	127924	128	240	159	100	205	562788	16352	6404.3752	5423.5607	1.05e+08	171.6084	4.16e+07	72	3756.406	850980.3	1156049	33_POLDIP2	1	2	1	.9666666	2	1	6	-.9919701	-1.211746	-.9674216	-1.62737	-.106543	-.6384531	-1.392945	-.9049021	.4561587	-.1573107	-1.537635	-.1737411	-.3406948	.8308461	.852495	.5017354	1.039052	-.4419345	-.143141	.1844524	.247039	.5574269	.9042674	1.18562	-.6554235	-.4873416	-.2681058	-.247039	-.5574269	-.9674216
InsH2Bfabp_CD15_09dpf_VAST02_plate01_POLDIP2_201125_B02	201125	1	ND533		insH2Bfabp	CD15	POLDIP2		1	0	0	2	1	9	1	1	2	12.179747	.3743256	.42811243	.340296	.3117664	1	10	10															120	565438	9107	5706.7079	5508.2502	5.20e+07	-628.3569	-1.33e+07	39	3872.165	860894.5	1241599	33_POLDIP2	1	2	1	1.416667	2	1	6	-.4727891	-1.065642	-.422408	-.7035592	-.7378492	1.13047	.1218342	-.7698661	-1.386752	.264147	-.6369799	-.0432312	-.2769504	-.106543	-.2143129	-.3025995	-.3186394													
InsH2Bfabp_CD15_09dpf_VAST02_plate02_POLDIP2_201125_B03	201125	2	ND603		insH2Bfabp	CD15	POLDIP2		1	0	0	2	1	9	0	0	1	11.341086	.7826808	.47568048	.170148	.3117664	1	31	80	330787	5423	5065	21449	7444	61	6.738e+09	2	2987678	144226	107	239	165	140	180	560928	13331	8053.3069	6934.631	1.07e+08	-4.711958	5461845	130	4011.929	938743	1345287	33_POLDIP2	1	2	2	6.016667	2	1	6	.1218342	-.3509715	.106543	-.2549257	-.2376904	1.431392	-.3568393	.574666	-1.386752	-1.339046	-.2089558	-.4181163	-.3730773	.6137297	.4898466	.5367166	.145715	.3645503	-.2052224	-.3428553	-.1225808	1.070148	2.047078	2.250926	-.6808997	-.1225808	-1.08839	-.2786834	-.3864182	1.18562
InsH2Bfabp_CD15_09dpf_VAST02_plate01_POLDIP2_201125_B06	201125	1	ND559		insH2Bfabp	CD15	POLDIP2		1	0	0	2	1	9	.0424363	0	1	14.664633	.4764144	.38054438	.2041776	.6235328	1	36	36	219320	4138	3961	9358	3360	53	2.050e+09	1	3149352	118875	112	232	157	118	185	475596	15970	8244.4708	7265.4392	1.32e+08	-213.1378	2.13e+07	11	4110.117	947371.2	1303282	33_POLDIP2	1	2	1	3.133333	2	1	6	.4898466	-.286637	-.1218342	-.4673578	.0760316	.7659457	-.4390766	-.3806698	-.5848915	-1.117247	-1.058878	.6369799	-1.017131	.6697294	.8308461	.8702819	.4673578	-.3645503	-.8445288	-1.227826	-.9353781	-.9674216	-.4195739	-.1844524	-.5574269	-.7876622	-.9512777	-.4084725	-.6303658	.0509698
InsH2Bfabp_CD15_09dpf_VAST02_plate01_POLDIP2_201125_G06	201125	1	ND563		insH2Bfabp	CD15	POLDIP2		1	0	0	2	1	9	1	1	2	11.980956	.7826808	.42811243	.340296	.9352992	1	40	40	299281	5441	4828	14747	5032	55	4.181e+09	1	4485583	164467	143	249	198	120	43	571747	4064	3868.6602	3320.1347	1.57e+07	176.6637	6686344	43	3956.118	937053.3	1285338	33_POLDIP2	1	2	1	3.4	2	1	6	-.0912767	-.367274	-.2298841	-.0076422	.6137297	-.286057	-.9199942	.574666	-.0952227	.264147	-.6369799	-.1213065	-.2298841	-1.231377	-1.154037	-1.572418	.1922314	-.2052224	-.4195739	-.2681058	-.3106094	0	.5337768	.7332358	.3754618	.5104216	.3864182	.0407695	.6681074	.1948269
InsH2Bfabp_CD15_09dpf_VAST02_plate02_POLDIP2_201125_C07	201125	2	ND626		insH2Bfabp	CD15	POLDIP2		1	0	0	2	1	9	1	1	2	7.6358399	.2382072	.3964004	.2722368	.9352992	1	5	103																								3902.448	797924.8	1104220	33_POLDIP2	1	2	3	7.9	2	1	6	-.3568393	-1.62737	-1.353934	-1.389653	-1.281552	1.648073	-1.017131	-1.2066	-.0952227	-.5998427	-.8791677	-1.510035																		
InsH2Bfabp_CD15_09dpf_VAST02_plate02_POLDIP2_201125_E03	201125	2	ND606		insH2Bfabp	CD15	POLDIP2		1	0	0	2	1	9	1	1	2	12.351608	1.1229768	.38054438	.4083552	.779416	1	34	83	433819	9230	7368	15227	4972	47	6.566e+09	1	4100492	145177	118	267	176	113	38	583500	3097	5204.7368	4677.9715	1.61e+07	-127.4178	-2.78e+07	3	4289.19	1116646	1477641	33_POLDIP2	1	2	2	6.183333	2	1	6	.9434426	.7841931	.7478586	1.121218	.9919701	-.0830965	.2927713	1.775217	-.2982436	.9674216	-1.058878	.0259335	-.137154	-1.392945	-1.524945	-1.474883	-.6841152	-.7601675	.581393	1.791764	1.546635	1.034691	.6554235	.6554235	.1020724	-.0816069	-.7466339	.5693691	.0918348	-.3320687
InsH2Bfabp_CD15_09dpf_VAST02_plate01_POLDIP2_201125_B07	201125	1	ND566		insH2Bfabp	CD15	POLDIP2		1	0	0	2	1	9	0	0	1	11.583374	.4423848	.45982446	.3062664	1.0911824	1	43	43	314205	6546	6117	16207	6377	48	5.057e+09	1	2801856	119214	125	215	147	113	130	537128	11018	6764.5155	5634.2875	7.45e+07	277.2076	6042084	0	3869.805	873978.9	1189037	33_POLDIP2	1	2	1	3.683333	2	1	6	-.4898466	-.8928244	-.7886732	-.7841931	-.6888636	-.3033943	-.8745511	-.5046665	.1213065	-.1573107	-.3993231	-.2982436	-.5244005	.0912767	.1987935	.0688338	.1611805	-.6428442	-.3106094	.2681058	.7332358	.3754618	.8157657	1.617868	-.8740081	-.7332358	-.4307273	-.9197114	-.889036	-.3320687
InsH2Bfabp_CD15_09dpf_VAST02_plate01_POLDIP2_201125_E09	201125	1	ND582		insH2Bfabp	CD15	POLDIP2		1	0	0	2	1	9	1	1	2	8.8996971	.2382072	.47568048	.2041776	.6235328	1	10	59															51	930226	4303	2765.033	2280.3538	1.19e+07	329.0087	2.96e+07	0				33_POLDIP2	1	2	2	4.675	2	1	6								-1.2066	-.5848915	-1.117247	-.2089558	-1.058878	1.575455	-1.017131	-1.017131	-1.687728	.7841931													
InsH2Bfabp_CD15_09dpf_VAST02_plate01_POLDIP2_201125_B09	201125	1	ND579		insH2Bfabp	CD15	POLDIP2		1	0	0	2	1	9	0	0	1	16.652541	.4764144	.57081658	.340296	1.8705984	1	7	56	356899	7435	5956	11325	3502	48	4.294e+09	1	4214598	136702	147	232	185	104	70	639392	5989	6106.204	5621.9586	3.66e+07	-366.2115	-3.16e+07	6	4293.083	1100511	1528977	33_POLDIP2	1	2	2	4.516667	2	1	6	1.017131	.723273	.8970411	1.831183	.852495		1.690622	-.3806698	1.105448	.264147	.4754269	1.137876	.1987935	-.7478586	-.6508373	-.7035592	-.8481733	-.6428442	.1020724	.8445288	.581393	.0203805	-.0407695	-.0203805	.143141	-.2681058	.5337768	-.4084725	.2892923	-.8157657
