filename	date	plate	index	line	diet	Exp	overfeeding	cholesterol	glucose	VAST	Imaged	age	syt7a_nwt	syt7b_nwt	syt7_nwt	syt7_dich	qRNA	protein	ldl	tc	gluc	tg	Anders_batch	pos_bio	Löpnr	Volume	CellVolume_Av	CellVolume_Stdev	CellInt_Av	CellInt_Stdev	NrCells	CellInt_Tot	isletNr	IV	ISA	IED	IPAL1	IPAL2	IPAL3	LiverLipN	LiverArea	LiverLipArea	LiverLipInt_Av	LiverLipIntBG	LiverLipInt_Tot	LiverLipInt_Av_Res	LiverLipInt_Tot_Res	vld_area	length	dorsal_area	lateral_area	file	batch	tank	batch_bio	tod	tank_n	batch_n	nr_tanks	intlength	intdorsal_area	intlateral_area	intangle	inteye_area	intcurvature	intpig_dorsal_tail	intldl	inttg	inttc	intgluc	intprotein	intLiverArea	intLiverLipN	intLiverLipArea	intLiverLipInt_Tot	intLiverLipInt_Tot_Res	intNrCells	intVolume	intCellVolume_Av	intCellVolume_Stdev	intCellInt_Tot	intCellInt_Av	intCellInt_Stdev	intIV	intISA	intIED	intIPAL1	intIPAL2	intIPAL3
InsH2Bfabp_CD15_09dpf_VAST02_plate02_SYT7_201008_F05	201008	2	NE187	insH2Bfabp	CD15	SYT7	1	0	0	2	1	9	.5490196	.6751325	.612076	1	3	14.734698	.5444736	.2722368	.57081658	1.7147152	1	5	103	320704	6545	5052	5840	2124	49	1.886e+09	1	3393954	138601	132	225	182	107	54	555484	4304	12808.917	9502.1054	5.51e+07	2242.072	-2.83e+07	0	3958.071	965210.9	1334117	17_SYT7	1	2	3	9.85	2	1	6	-.0093532	.0842775	.2941324	-.1596785	.3732596	-1.27303	1.582058	.076809	.6744897	-.2306747	.4091461	.5224582	-.5384336	-.8001721	-.7301839	-.3701542	-.5468132	-.4428217	.0109942	.6202583	-.0991079	.2329639	.2784047	.4186956	-.3476938	-.0991079	-.0439901	-.3593968	.3128614	-.8830801
InsH2Bfabp_CD15_09dpf_VAST02_plate01_SYT7_201008_E01	201008	1	NE089	insH2Bfabp	CD15	SYT7	1	0	0	2	1	9	0	.020056	.010028	0	1	13.747598	.4764144	.6125328	.34883235	1.6367736	1	5	5	526315	7210	5645	4576	1540	73	2.293e+09	2	5620032	208242	155	261	230	127	60	662756	5304	11190.176	10519.132	5.94e+07	-531.6551	-4.10e+07	6	4220.932	1002565	1393557	17_SYT7	1	2	1	1.316667	2	1	6	1.123573	.3532773	.6511877	.583285	.5612504	-1.362842	1.013951	-.223522	.4935534	1.82788	-1.420695	.2743915	.1661288	-.6208137	-.518418	-.2771172	-1.000846	1.040203	1.276569	1.0215	.3948109	.5938214	-.6471361	-.5677931	.9500138	1.276569	.8045964	.4428217	1.707553	.1545286
InsH2Bfabp_CD15_09dpf_VAST02_plate02_SYT7_201008_C04	201008	2	NE176	insH2Bfabp	CD15	SYT7	1	0	0	2	1	9	1	1	1	1	3	13.535328	.85074	.3743256	.76108877	1.0911824	1	43	92															97	780994	6004	13195.361	12958.726	7.92e+07	-1296.995	-6.18e+07	52	3794.253	1013661	1322647	17_SYT7	1	2	2	9.083333	2	1	6	-.6282339	.4756435	.2359998	-.3532773	-.1786546	-1.118958	.8662307	1.098219	-.2393802	.3186394	1.118125	.2219866	.7764218	.2731704	-.2015382	.1684908	-1.555957													
InsH2Bfabp_CD15_09dpf_VAST02_plate01_SYT7_201008_F02	201008	1	NE098	insH2Bfabp	CD15	SYT7	1	0	0	2	1	9	0	.0194603	.0097301	0	1	15.071027	.2041776	.680592	.44396845	1.7926568	1	14	14																							17	4554.681	1198457	1657294	17_SYT7	1	2	1	2.133333	2	1	6	2.67546	1.830574	2.67546	1.738689	1.589532	.3260839	2.670415	-1.41707	.8200946	2.122643	-.6119958	.6851596																		
InsH2Bfabp_CD15_09dpf_VAST02_plate01_SYT7_201008_A03	201008	1	NE101	insH2Bfabp	CD15	SYT7	1	0	0	2	1	9	.5147059	.8936676	.7041868	1	3	8.1009675	.510444	.510444	.60252861	1.4029488	1	17	17	414423	6907	6699	3750	1082	60	1.526e+09	1	4298066	147122	140	226	170	146	167	713368	12635	14248.253	12389.288	1.80e+08	402.5787	4.85e+07	0	4174.783	1055740	1445491	17_SYT7	1	2	1	2.483333	2	1	6	.8767968	.7716892	.9926193	.8767968	.3532773	2.672948	.1046335	-.085363	.1701847	1.255053	.6533766	-1.118125	.4402967	1.239183	1.239183	1.352998	1.158944	.2898515	.8198867	.8510585	1.382994	-.2104284	-1.161069	-1.662107	.3948109	.1212301	.324428	-.3013365	-.0109942	1.228396
InsH2Bfabp_CD15_09dpf_VAST02_plate01_SYT7_201008_F05	201008	1	NE121	insH2Bfabp	CD15	SYT7	1	0	0	2	1	9	1	.9501005	.9750502	1	3	7.3069101	.4423848	.2041776	.45982446	.6235328	1	37	37	276418	8130	6465	7529	2146	34	2.052e+09	1	2230241	98640	103	206	145	119	119	484666	9297	16536.807	14213.212	1.54e+08	619.7932	-8164279	0	3701.439	814942	1080055	17_SYT7	1	2	1	4.2	2	1	6	-.9331427	-1.236109	-1.123573	-2.283719	-.5612504	-.2669941	.7860842	-.3570045	-1.027779	-.6222404	-.4840105	-1.548003	-.8490862	.6314019	.6854571	1.060907	-.1506121	-1.205345	-.2329639	2.01543	1.098629	.3948109	1.276569	.4428217	-1.098629	-.9500138	-1.442637	-.8510585	-.8994349	-.2669941
InsH2Bfabp_CD15_09dpf_VAST02_plate01_SYT7_201008_C02	201008	1	NE095	insH2Bfabp	CD15	SYT7	1	0	0	2	1	9	1	1	1	1	3	14.629884	.4764144	.2041776	.53910454	.8573576	1	11	11	292616	6503	5397	4622	1419	45	1.394e+09	1	3086690	118274	129	277	141	115	86	555544	6380	14023.07	13052.152	8.95e+07	-575.3854	-5.31e+07	0	4431.383	1092391	1379127	17_SYT7	1	2	1	1.833333	2	1	6	1.830574	1.123573	.583285	.1596785	1.366947	-.7410772	-.2007308	-.223522	-.5518063	-.6222404	.0677986	.4840105	-.518418	.0696849	-.0261137	.3701542	-1.194214	-.6471361	-.1212301	.5677931	.1212301	-.3711493	-.5677931	-.9160339	-.6471361	-.5938214	-.1656644	.8994349	-1.139761	-.4549811
InsH2Bfabp_CD15_09dpf_VAST02_plate01_SYT7_201008_G03	201008	1	NE107	insH2Bfabp	CD15	SYT7	1	0	0	2	1	9	1	.9845218	.9922609	1	3	7.3951387	.340296	.340296	.60252861	.9352992	1	23	23	243705	7616	5519	4465	1614	32	1.136e+09	1	3338113	122540	133	225	154	108									4	3702.086	912349.9	1190891	17_SYT7	1	2	1	2.833333	2	1	6	-.9046108	-.4136855	-.4136855	.028063	-.3732596	1.316608	.0284883	-.8636957	-.4462656	.1444627	.6533766	-1.468782						-1.354934	-.6471361	1.276569	.3013365	-.6744897	-.7307821	-.4672083	-.4672083	-.4428217	0	-.3593968	-.529453	-.7894919
InsH2Bfabp_CD15_09dpf_VAST02_plate01_SYT7_201008_F08	201008	1	NE142	insH2Bfabp	CD15	SYT7	1	0	0	2	1	9	1	.9253868	.9626935	1	3	9.6890824	.510444	.4423848	.41225642	1.2470656	1	9	58	224524	5221	4133	4165	1440	43	9.358e+08	1	3301367	122305	141	244	147	108	136	531328	10625	12824.661	12121.313	1.36e+08	-716.6865	9215589	13	3866.593	920619.2	1190397	17_SYT7	1	2	2	5.816667	2	1	6	-.333435	-.3137231	-.4341506	-1.023715	-.0655185	.4067242	-.2396442	-.085363	-.0677986	.7621911	-.7966133	-.7509168	-.6208137	.8122178	.8743192	.8904218	.4862914	-.7452173	-.7598096	-.5168467	-1.098629	-1.0215	-.9160339	-.7307821	-.5168467	-.4672083	.3593968	.1323128	-.8198867	-.7894919
InsH2Bfabp_CD15_09dpf_VAST02_plate01_SYT7_201008_B07	201008	1	NE131	insH2Bfabp	CD15	SYT7	1	0	0	2	1	9	0	0	0	0	1	14.806341	.5785032	.4083552	.52324853	1.3250072	1	47	47	563940	7519	6528	7525	2489	75	4.185e+09	2	6104216	229977	154	281	225	144	71	594174	7176	16042.298	14093.007	1.15e+08	261.7944	-4.48e+07	0	3868.816	960440.7	1304404	17_SYT7	1	2	1	5.166667	2	1	6	-.3137231	.0093532	.1030662	.0655185	.539485	-1.585812	.3996777	.2147888	.0169375	.5518063	-.0423544	.5419719	-.255145	-.4022501	.1309267	.6744897	-1.092422	1.161069	1.580314	1.098629	1.139761	2.620817	1.228396	1.098629	1.327902	1.507905	.7452173	1.098629	1.474486	1.139761
InsH2Bfabp_CD15_09dpf_VAST02_plate02_SYT7_201008_E02	201008	2	NE162	insH2Bfabp	CD15	SYT7	1	0	0	2	1	9	1	.9331158	.9665579	1	3	3.1407874	.4764144	.2382072	.3012643	.389708	1	29	78	309519	4913	5512	4358	1424	63	1.455e+09	1	3371389	135467	134	192	174	126	94	505070	6788	9065.0801	8519.9531	6.15e+07	-386.3831	-5497686	5	3830.044	853612.1	1176745	17_SYT7	1	2	2	7.816667	2	1	6	-.4756435	-.8231059	-.583285	-1.469154	-1.589532	-1.827204	1.408136	-.223522	-2.469942	-.4276322	-1.874869	-2.708601	-.8001721	.1838047	.0609627	-.1864235	-.0795191	.5677931	-.0549976	-.6744897	.2556183	-.3013365	-.7894919	-.8198867	-.3948109	-.1434119	.077034	-1.161069	.0991079	.0880656
InsH2Bfabp_CD15_09dpf_VAST02_plate01_SYT7_201008_G06	201008	1	NE130	insH2Bfabp	CD15	SYT7	1	0	0	2	1	9	1	1	1	1	3	11.541883	.680592	.2041776	.80865682	.4676496	1	46	46	406875	6073	5656	7383	2295	67	3.062e+09	1	3635106	160836	128	267	157	118	71	634600	5394	12182.681	11762.039	6.57e+07	-950.6578	-5.53e+07	0	4161.639	1001339	1337990	17_SYT7	1	2	1	4.933333	2	1	6	.7971342	.333435	.3137231	-.9624554	.0093532	.3661064	.5265806	.4875758	-1.744448	-.6222404	1.312981	-.2219866	-.0784124	-.4022501	-.4789918	-.114993	-1.269605	.7452173	.7598096	.2104284	.4186956	1.182917	1.139761	.7598096	-.0329879	.4186956	-.2329639	.5677931	-.4428217	-.3360381
InsH2Bfabp_CD15_09dpf_VAST02_plate02_SYT7_201008_H03	201008	2	NE173	insH2Bfabp	CD15	SYT7	1	0	0	2	1	9	.0198952	.0617396	.0408174	0	1	14.834646	1.0889472	.340296	.63424064	1.4029488	1	40	89															112	740923	7410	15011.284	12914.749	1.11e+08	568.8694	-2.90e+07	12				17_SYT7	1	2	2	8.816667	2	1	6								1.824826	.1701847	.1444627	.7735631	.5616943	.5384336	.4307273	.2193353	.5674293	-.6094088													
InsH2Bfabp_CD15_09dpf_VAST02_plate02_SYT7_201008_H06	201008	2	NE197	insH2Bfabp	CD15	SYT7	1	0	0	2	1	9	.0252525	.0263158	.0257842	0	1	8.0382152	.4423848	.2722368	.31712032	1.0132408	1	15	113															108	453494	9208	9967.9522	8374.0521	9.18e+07	682.1815	2.72e+07	6	3679.741	809274.6	1057161	17_SYT7	1	2	3	10.55	2	1	6	-1.023715	-1.366947	-1.416202	-1.366947	-2.283719	.1133231	-1.461277	-.3570045	-.3275615	-.2306747	-1.606755	-1.150349	-1.101146	.3834463	.663603	.3891258	.8644806													
InsH2Bfabp_CD15_09dpf_VAST02_plate02_SYT7_201008_C05	201008	2	NE184	insH2Bfabp	CD15	SYT7	1	0	0	2	1	9	.041932	0	.020966	0	1	9.0376903	.4423848	.2041776	.4915365	.9352992	1	2	100															143	446906	11650	16189.638	13840.284	1.89e+08	696.1402	3.29e+07	31	3602.424	858920.6	1064279	17_SYT7	1	2	3	9.566667	2	1	6	-1.526579	-.7467344	-1.277311	-.1218913	-1.123573	.1513505	.3386831	-.3570045	-.4462656	-.6222404	-.2393802	-.8934399	-1.133643	.9265376	1.00999	1.447034	.9441942													
InsH2Bfabp_CD15_09dpf_VAST02_plate02_SYT7_201008_B03	201008	2	NE167	insH2Bfabp	CD15	SYT7	1	0	0	2	1	9	1	.9799168	.9899584	1	3	11.236535	.5785032	.2722368	.36468837	1.169124	1	34	83	327131	5452	5719	6326	2120	60	2.140e+09	1	3644270	156781	120	217	207	130	67	469586	5463	11195.386	9685.3824	6.12e+07	420.4023	-2.53e+07	20	3929.245	927378.3	1241150	17_SYT7	1	2	2	8.383333	2	1	6	-.1976952	-.2168077	-.1976952	-.698164	-.6282339	-.4272834	-.8389183	.2147888	-.1530252	-.2306747	-1.236652	-.3365098	-.9265376	-.4789918	-.4211972	-.2224756	-.4082385	.2898515	.1434119	-.2784047	.491876	.4672083	.542144	.3948109	-.0109942	.324428	-.491876	-.5677931	.9851276	.3476938
InsH2Bfabp_CD15_09dpf_VAST02_plate01_SYT7_201008_H04	201008	1	NE116	insH2Bfabp	CD15	SYT7	1	0	0	2	1	9	1	.7443595	.8721797	1	3	11.277197	.4423848	.5444736	.55496056	.9352992	1	32	32	121281	7580	4581	8227	2869	16	1.001e+09	2	1197360	56155	90	173	117	84	114	460434	8983	15305.329	14356.044	1.37e+08	-773.8928	-2.68e+07	0	3822.969	869477.9	1182756	17_SYT7	1	2	1	3.766667	2	1	6	-.4966967	-.6282339	-.539485	-.6511877	-.7101487	-.5330702	-.982695	-.3570045	-.4462656	1.444321	.2393802	-.3186394	-1.039416	.498608	.5384336	.9169766	-.4665176	-2.620817	-1.870579	1.228396	-.491876	-.9160339	1.580314	1.662107	-2.01543	-2.01543	-1.810777	-1.662107	-2.01543	-1.870579
InsH2Bfabp_CD15_09dpf_VAST02_plate02_SYT7_201008_H02	201008	2	NE165	insH2Bfabp	CD15	SYT7	1	0	0	2	1	9	.6094488	.8844849	.7469668	1	3	11.83622	.4764144	.1361184	.47568048	.6235328	1	32	81	280026	6088	4034	3673	1106	46	1.077e+09	1	3113323	122232	123	277	148	100	164	890431	13952	8857.0798	7109.5125	1.24e+08	1007.384	8.00e+07	0	3936.018	916925.7	1208880	17_SYT7	1	2	2	8.016666	2	1	6	-.1786546	-.3732596	-.3532773	.6056064	.2941324	.4272834	1.652244	-.223522	-1.027779	-1.056937	-.3725821	-.1103117	1.133643	1.202508	1.406006	.7195031	1.499273	-.5807581	-.2104284	.2329639	-1.139761	-.8198867	-1.276569	-1.507905	-.5938214	-.491876	-.4428217	.8994349	-.7598096	-1.25212
InsH2Bfabp_CD15_09dpf_VAST02_plate02_SYT7_201008_E01	201008	2	NE154	insH2Bfabp	CD15	SYT7	1	0	0	2	1	9	1	.9334037	.9667019	1	3	12.036115	.510444	.3062664	.44396845	.6235328	1	21	70	338598	6512	5999	6131	1981	52	2.049e+09	1	3439596	134682	129	255	159	131	151	525232	11906	14488.013	13143.452	1.72e+08	-214.1281	2.84e+07	1	3798.231	851428.8	1137462	17_SYT7	1	2	2	7.3	2	1	6	-.6056064	-.8767968	-.8496452	1.366947	.7716892	1.465234	.4411686	-.085363	-1.027779	-.0084684	-.6119958	-.0508319	-.663603	1.039416	1.133643	1.269605	.8904218	-.2216821	.2556183	.5938214	.7598096	.3711493	.491876	.2556183	-.3013365	-.1656644	-.1656644	.3013365	-.324428	.4186956
InsH2Bfabp_CD15_09dpf_VAST02_plate01_SYT7_201008_D09	201008	1	NE146	insH2Bfabp	CD15	SYT7	1	0	0	2	1	9	1	1	1	1	3	12.159483	.4764144	.1361184	.55496056	.5455912	1	13	62	158498	3774	2622	5489	2288	42	8.366e+08	1	2546085	107059	125	207	145	100	81	570240	5714	12783.873	12664.838	7.30e+07	-1374.729	-6.31e+07	0	4012.937	929456.8	1261442	17_SYT7	1	2	2	6.283333	2	1	6	.1596785	-.1976952	-.0842775	-.333435	-.3532773	.5549229	-.4834336	-.223522	-1.333303	-1.056937	.2393802	.0254078	-.4022501	-.1221531	-.3094957	.0441451	-1.618134	-.8045964	-1.580314	-1.756827	-2.221519	-1.276569	.0549976	.7023576	-.9160339	-.7894919	-.3593968	-.8198867	-.8994349	-1.25212
InsH2Bfabp_CD15_09dpf_VAST02_plate01_SYT7_201008_C08	201008	1	NE139	insH2Bfabp	CD15	SYT7	1	0	0	2	1	9	1	.9363431	.9681715	1	3	16.12977	1.020888	.510444	.57081658	1.7147152	1	6	55															62	661108	5536	11089.031	10293.092	6.14e+07	-376.0969	-3.52e+07	0				17_SYT7	1	2	2	5.641666	2	1	6								1.635039	.6744897	1.255053	.4091461	.8934399	.1485047	-.5485223	-.3647771	-.2044163	-.7425627													
InsH2Bfabp_CD15_09dpf_VAST02_plate01_SYT7_201008_E04	201008	1	NE113	insH2Bfabp	CD15	SYT7	1	0	0	2	1	9	.5266525	1	.7633262	1	3	10.747826	.5785032	.6125328	.36468837	1.169124	1	29	29	348885	6583	6268	6522	2736	53	2.168e+09	1	4796089	146882	162	325	154	113	0	925052	0		9294.7824				0	4005.79	950825.5	1319447	17_SYT7	1	2	1	3.45	2	1	6	.1218913	-.0467825	.2168077	-.0467825	.9046108	.0377026	-.639147	.2147888	-.1530252	1.82788	-1.236652	-.4276322	1.318011	-2.460124	-2.460124			-.0991079	.3476938	.6744897	.8830801	.5168467	.6744897	1.507905	.6471361	.077034	1.059277	1.870579	-.529453	-.5677931
InsH2Bfabp_CD15_09dpf_VAST02_plate02_SYT7_201008_H01	201008	2	NE157	insH2Bfabp	CD15	SYT7	1	0	0	2	1	9	.9152007	1	.9576004	1	3	9.5374278	.4083552	.2722368	.57081658	1.0911824	1	24	73	182482	6759	5938	5686	1914	27	1.121e+09	1	1752909	75228	91	161	134	126	88	369920	6816	10258.864	8544.9088	6.99e+07	779.0596	2477091	50	3607.314	778829.1	1024457	17_SYT7	1	2	2	7.483333	2	1	6	-1.469154	-1.941161	-1.659501	-.7971342	-1.442172	.5114692	-1.582058	-.5361763	-.2393802	-.2306747	.4091461	-.7966133	-2.111583	.1133889	.0784124	-.0264816	.2406077	-1.756827	-1.228396	.7894919	.6202583	-.7023576	.1879993	.1656644	-1.662107	-1.662107	-1.662107	-1.870579	-1.474486	.0880656
InsH2Bfabp_CD15_09dpf_VAST02_plate01_SYT7_201008_E07	201008	1	NE134	insH2Bfabp	CD15	SYT7	1	0	0	2	1	9	1	.697513	.8487566	1	3	7.3069101	.170148	.0680592	.55496056	.5455912	1	1	50	322310	6578	5714	8448	2213	49	2.682e+09	2	2547133	119812	116	200	143	121	73	419744	5481	10040.429	7656.1394	5.50e+07	1569.956	2395198	0	3710.56	876879.9	1111113	17_SYT7	1	2	2	5.333333	2	1	6	-.8496452	-.539485	-.9624554	.698164	-.8100517	2.280866	-1.823803	-1.544575	-1.333303	-2.048199	.2393802	-1.548003	-1.318011	-.3370077	-.4022501	-.3891258	.2224756	-.4428217	.0549976	.6471361	.4672083	.9500138	1.756827	.542144	-.8830801	-.542144	-.7164975	-.9500138	-1.0215	-.1434119
InsH2Bfabp_CD15_09dpf_VAST02_plate01_SYT7_201008_B06	201008	1	NE125	insH2Bfabp	CD15	SYT7	1	0	0	2	1	9	1	.9786023	.9893011	1	3	13.924055	.4083552	.4764144	.34883235	1.169124	1	41	41	283566	4889	3581	6783	2317	58	1.915e+09	1	3722196	129096	131	216	173	123	199	520696	14448	13672.246	12635.42	1.98e+08	-452.9485	6.19e+07	2	4048.696	924836.1	1233703	17_SYT7	1	3	1	4.466667	3	1	6	.333435	-.2552792	-.2168077	-.0842775	-.1218913	-.8994349	1.150349	-.5361763	-.1530252	.999469	-1.420695	.3008702	-.6854571	1.562987	1.506478	1.618134	1.352998	.1323128	-.1879993	-.7598096	-1.662107	.3013365	.7894919	.8994349	.077034	-.324428	-.0880656	-.5938214	.0660118	-.0660118
InsH2Bfabp_CD15_09dpf_VAST02_plate01_SYT7_201008_F01	201008	1	NE090	insH2Bfabp	CD15	SYT7	1	0	0	2	1	9	1	1	1	1	3	12.071255	.7146216	.5444736	.47568048	1.6367736	1	6	6	394392	5634	5736	5109	1698	70	2.086e+09	1	5014649	166565	158	232	197	143	185	591748	15192	12539.067	10663.677	1.90e+08	653.0834	8.77e+07	0	4042.592	967872.6	1318535	17_SYT7	1	3	1	1.416667	3	1	6	.2941324	.1030662	.1976952	.4547992	.1218913	.7410772	.2592342	.5860779	.4935534	1.444321	-.3725821	-.0084684	-.3094957	1.429788	1.624981	1.555957	1.765589	.8830801	.6744897	-.1212301	.5168467	.4428217	-.2556183	-.324428	.7307821	.5677931	.8830801	-.1768208	.7598096	1.098629
InsH2Bfabp_CD15_09dpf_VAST02_plate02_SYT7_201008_D05	201008	2	NE185	insH2Bfabp	CD15	SYT7	1	0	0	2	1	9	.7932358	1	.8966179	1	3	16.733648	1.0889472	.4083552	.50739251	1.7147152	1	3	101															61	755398	5680	12763.601	10504.611	7.25e+07	1058.26	-2.76e+07	0	4086.781	1054095	1432452	17_SYT7	1	3	3	9.633333	3	1	6	.5179723	.7222362	.9331427	.4341506	.4966967	-.4901042	.0665126	1.824826	.6744897	.5518063	-.1273686	1.056937	.6420614	-.5791321	-.3278097	-.0088263	-.5062573													
InsH2Bfabp_CD15_09dpf_VAST02_plate02_SYT7_201008_C03	201008	2	NE168	insH2Bfabp	CD15	SYT7	1	0	0	2	1	9	1	1	1	1	3	13.235486	.9528288	.2382072	.55496056	.6235328	1	35	84	176265	3205	2197	8414	2879	55	1.493e+09	2	1716048	81596	85	186	141	110	116	610286	9065	15677.007	13531.781	1.42e+08	533.8602	-8439182	0	4076.51	1013825	1355814	17_SYT7	1	3	2	8.433333	3	1	6	.4341506	.4966967	.4966967	.9624554	.5179723	-1.192455	.1813911	1.440734	-1.027779	-.4276322	.2393802	.1960199	-.1838047	.518418	.6208137	1.000846	-.1684908	.0329879	-1.327902	-2.620817	-2.620817	-.2556183	1.662107	1.756827	-1.756827	-1.442637	-2.01543	-1.442637	-1.139761	-.6607511
InsH2Bfabp_CD15_09dpf_VAST02_plate01_SYT7_201008_H09	201008	1	NE149	insH2Bfabp	CD15	SYT7	1	0	0	2	1	9	1	1	1	1	3	11.453654	1.1570064	.510444	.38054438	1.3250072	1	16	65	224426	6412	6637	3750	1342	35	8.475e+08	2	5354020	129134	155	215	190	138	175	655728	14729	15197.372	13101.927	2.24e+08	542.3891	8.05e+07	0	4082.811	1011522	1340457	17_SYT7	1	3	2	6.716667	3	1	6	.4966967	.4547992	.3532773	-.4756435	-.4966967	.8715413	.1237476	2.706351	.0169375	1.255053	-1.027779	-.2656088	.1133889	1.318011	1.562987	1.856514	1.555957	-1.118958	-.7894919	.4672083	1.276569	-1.228396	-1.161069	-1.059277	.8830801	-.3013365	.8045964	-.63364	.5168467	.8198867
InsH2Bfabp_CD15_09dpf_VAST02_plate02_SYT7_201008_F02	201008	2	NE163	insH2Bfabp	CD15	SYT7	1	0	0	2	1	9	0	.0191083	.0095541	0	1	9.4374803	.3743256	.2041776	.31712032	.9352992	1	30	79	364256	5875	5288	6414	2344	62	2.349e+09	1	3736475	162173	139	211	185	114	55	697946	4951	10457.32	8834.1766	5.18e+07	649.0083	-2.05e+07	0	4140.963	992710.6	1347934	17_SYT7	1	3	2	7.883333	3	1	6	.6744897	.2359998	.4341506	-.2552792	.3137231	.1895981	.5932254	-.7345969	-.4462656	-.6222404	-1.606755	-.8200946	.3278097	-.7531015	-.5791321	-.5062573	-.3139999	.4795057	.5168467	.0109942	.0549976	.6471361	.6202583	.9500138	.1212301	.4428217	.3013365	-.7164975	.3593968	-.529453
InsH2Bfabp_CD15_09dpf_VAST02_plate01_SYT7_201008_C04	201008	1	NE111	insH2Bfabp	CD15	SYT7	1	0	0	2	1	9	1	1	1	1	3	9.777311	.3743256	.4764144	.36468837	1.169124	1	27	27	322684	6454	4829	5210	1877	50	1.768e+09	1	3361044	148682	119	229	151	138	126	389514	10132	13357.65	11476.76	1.35e+08	548.289	1.90e+07	0	3859.681	834695.8	1114059	17_SYT7	1	3	1	3.333333	3	1	6	-.3532773	-1.023715	-.9331427	-1.123573	-1.089078	-.9876823	-.7604767	-.7345969	-.1530252	.999469	-1.236652	-.7067373	-1.624981	.7301839	.8243825	.8644806	.7425627	-.3711493	.0991079	.5168467	-.2556183	.1656644	-.1434119	.0991079	-.4428217	.1434119	-.529453	-.2556183	-.6471361	.8198867
InsH2Bfabp_CD15_09dpf_VAST02_plate01_SYT7_201008_D02	201008	1	NE096	insH2Bfabp	CD15	SYT7	1	0	0	2	1	9	1	.982775	.9913875	1	3	12.247712	.6465624	.6125328	.36468837	1.6367736	1	12	12	184427	4289	4711	3692	1486	43	6.484e+08	1	2331488	98275	118	190	154	105	124	548402	8996	17784.121	16019.848	1.60e+08	-184.5994	-3.20e+07	2	3944.325	947520.8	1260575	17_SYT7	1	3	1	1.916667	3	1	6	-.1030662	-.1030662	-.1030662	-.028063	.0842775	.3460258	-.3386831	.3844023	.4935534	1.82788	-1.236652	.0593131	-.5586672	.663603	.5586672	1.125061	-.652491	-.7452173	-1.182917	-1.276569	-.4186956	-1.507905	-1.228396	-.6744897	-1.0215	-.9851276	-.6069868	-1.228396	-.529453	-1.0215
InsH2Bfabp_CD15_09dpf_VAST02_plate01_SYT7_201008_B03	201008	1	NE102	insH2Bfabp	CD15	SYT7	1	0	0	2	1	9	0	.0170822	.0085411	0	1	9.8655396	.4083552	.170148	.42811243	.779416	1	18	18	196088	7844	5427	7577	2600	25	1.425e+09	1	1828891	75565	107	181	130	90									0	3745.764	850800.8	1160924	17_SYT7	1	3	1	2.55	3	1	6	-.7971342	-.9331427	-.7222362	1.023715	-.7716892	1.118958	1.823803	-.5361763	-.6325508	-.8320063	-.7286493	-.6744897						-1.937932	-1.0215	1.507905	.1434119	-.324428	1.327902	1.276569	-1.580314	-1.580314	-1.161069	-1.507905	-1.580314	-1.442637
InsH2Bfabp_CD15_09dpf_VAST02_plate01_SYT7_201008_D08	201008	1	NE140	insH2Bfabp	CD15	SYT7	1	0	0	2	1	9	1	1	1	1	3	8.4538819	.2382072	.2722368	.44396845	.5455912	1	7	56															4	941967	464	6583.3125	6339.9621	3054657	-392.4435	-2.76e+07	0	3705.433	782328.2	1023500	17_SYT7	1	3	2	5.7	3	1	6	-.8767968	-1.830574	-1.738689	.7716892	-.9331427	.577044	-2.076164	-1.329529	-1.333303	-.2306747	-.6119958	-1.056937	1.454408	-2.111583	-1.862732	-1.966025	-.526427													
InsH2Bfabp_CD15_09dpf_VAST02_plate02_SYT7_201008_C02	201008	2	NE160	insH2Bfabp	CD15	SYT7	1	0	0	2	1	9	1	.8141307	.9070653	1	3	12.136063	.7146216	.2722368	.44396845	1.0911824	1	27	76	275088	4298	4301	4929	1432	64	1.280e+09	1	3656225	121514	145	195	176	117	78	648742	6848	10854.289	8874.029	7.43e+07	1000.719	1398207	70	4046.228	957345.3	1268186	17_SYT7	1	3	2	7.683333	3	1	6	.3137231	-.028063	-.0655185	.7971342	.0655185	1.154927	.3791918	.5860779	-.2393802	-.2306747	-.6119958	.0084684	.0435316	-.2193353	.095886	.0795191	.1864235	.6202583	-.2784047	-1.228396	-.8830801	-.5168467	-.4186956	-.7598096	.0109942	-.5168467	.5168467	-1.098629	.1323128	-.3829533
InsH2Bfabp_CD15_09dpf_VAST02_plate02_SYT7_201008_A05	201008	2	NE182	insH2Bfabp	CD15	SYT7	1	0	0	2	1	9	.0263804	0	.0131902	0	1	13.535328	.5444736	.3743256	.53910454	.8573576	1	49	98															36	519872	3104	9208.3666	7785.8767	2.86e+07	590.5574	-2.62e+07	15	3942.886	933509.2	1248029	17_SYT7	1	3	2	9.45	3	1	6	-.1218913	-.1786546	-.1407598	.0093532	.1786546	1.362842	.2201458	.076809	-.5518063	.3186394	.0677986	.2219866	-.7076435	-1.167383	-1.101146	-1.060907	-.4469245													
