filename	date	plate	index	line	diet	Exp	overfeeding	cholesterol	glucose	VAST	Imaged	age	adra2a_nwt	adra2a_dich	qRNA	protein	ldl	gluc	tc	tg	Anders_batch	pos_bio	Löpnr	Volume	CellVolume_Av	CellVolume_Stdev	CellInt_Av	CellInt_Stdev	NrCells	CellInt_Tot	isletNr	IV	ISA	IED	IPAL1	IPAL2	IPAL3	LiverLipN	LiverArea	LiverLipArea	LiverLipInt_Av	LiverLipIntBG	LiverLipInt_Tot	LiverLipInt_Av_Res	LiverLipInt_Tot_Res	vld_area	length	dorsal_area	lateral_area	file	batch	tank	batch_bio	tod	tank_n	batch_n	nr_tanks	intlength	intdorsal_area	intlateral_area	intangle	inteye_area	intcurvature	intpig_dorsal_tail	intldl	inttg	inttc	intgluc	intprotein	intLiverArea	intLiverLipN	intLiverLipArea	intLiverLipInt_Tot	intLiverLipInt_Tot_Res	intNrCells	intVolume	intCellVolume_Av	intCellVolume_Stdev	intCellInt_Tot	intCellInt_Av	intCellInt_Stdev	intIV	intISA	intIED	intIPAL1	intIPAL2	intIPAL3
InsH2Bfabp_CD15_09dpf_VAST02_plate01_ADRA2A_201015_H07	201015	1	NG609	insH2Bfabp	CD15	ADRA2A	1	0	0	2	1	9	.9580585	1	3	11.283793	.5444736	.85622486	.2722368	.8573576	1	48	48	269356	5856	4690	13985	4674	46	3.661e+09	1	2859242	128917	123	199	172	118	48	1164810	3104	9495.8083	6422.8829	2.95e+07	1747.761	1.05e+07	99	3919.511	881261.3	1222084	19_ADRA2A	1	2	1	6.7	2	1	4	-.3622413	-.6508373	-.5302197	-1.045226	-.9674216	1.482159	-.5595922	-.652992	-.5833867	.2795582	.3156165	-.6033193	1.479941	-.6744897	-.8122178	-.9364207	.0938433	-.5000764	-.5771623	-.3681439	-.8153122	-.4552406	.1202876	.2286397	-.8530763	-.2561017	-.3824499	-1.338139	-.1068681	-.1068681
InsH2Bfabp_CD15_09dpf_VAST02_plate01_ADRA2A_201015_H02	201015	1	NG575	insH2Bfabp	CD15	ADRA2A	1	0	0	2	1	9	.0240505	0	1	5.6910784	.340296	.8879369	.2382072	.6235328	1	14	14																											19_ADRA2A	1	2	1	2.841667	2	1	4								-1.557862	-.818899	-.0114985	.5698088	-2.085356																		
InsH2Bfabp_CD15_09dpf_VAST02_plate01_ADRA2A_201015_H08	201015	1	NG615	insH2Bfabp	CD15	ADRA2A	1	0	0	2	1	9	0	0	1	11.60645	.8847696	.95136096	.340296	.2338248	1	5	54	218269	5457	4830	14926	4468	40	3.221e+09	1	2390983	114357	116	242	121	107	49	1116354	3712	5787.319	5689.7576	2.15e+07	-1214.152	1.18e+07	103	3841.383	899743.9	1235393	19_ADRA2A	1	2	2	7.133333	2	1	4	-.5012977	-.5595922	-.3894143	-.3253741	-.0506606	-.0400101	-.8894945	.2084695	-1.686274	1.112193	1.030549	-.5217393	1.297543	-.6314019	-.6314019	-1.185426	.1885222	-.7607465	-1.163366	-1.018352	-.6413788	-.8153122	.3681439	.0400101	-1.275513	-.7786766	-.5614833	-.1742078	-1.721797	-.7607465
InsH2Bfabp_CD15_09dpf_VAST02_plate01_ADRA2A_201015_F07	201015	1	NG607	insH2Bfabp	CD15	ADRA2A	1	0	0	2	1	9	1	1	3	10.961137	.4083552	1.0464971	.170148	.5455912	1	46	46	334379	6309	3895	11748	3514	53	3.668e+09	1	3117058	134070	124	202	180	116	80	1057194	6160	9372.6192	7933.5194	5.77e+07	86.21867	1.95e+07	76	4083.484	900955.2	1233628	19_ADRA2A	1	2	1	6.583333	2	1	4	.2298841	-.5012977	-.4446598	-.4637077	-.1269375	.0400101	-.0253222	-1.22604	-.9195687	-.6963039	1.597781	-.6599916	1.150349	.0696849	.011605	-.426407	.2849259	.0266694	-.2286397	-.0667151	-1.665843	-.425856	-.5771623	-.7786766	-.5152434	-.2013492	-.2837581	-1.275513	.2423479	-.2423479
InsH2Bfabp_CD15_09dpf_VAST02_plate01_ADRA2A_201015_H03	201015	1	NG583	insH2Bfabp	CD15	ADRA2A	1	0	0	2	1	9	.0441383	0	1	4.0777953	.510444	.68180869	.170148	.3117664	1	22	22	252435	5152	4801	13328	5497	49	3.290e+09	1	2549012	120491	103	231	173	115	53	517178	4471	8662.2029	8439.5122	3.87e+07	-1139.474	-5928291	0	3800.454	862808.6	1068032	19_ADRA2A	1	2	1	3.366667	2	1	4	-.6198546	-.7478586	-1.194396	-1.138044	.3894143	.2013492	-.852495	-.7409635	-1.358478	-.6963039	-1.030549	-2.60233	-.8785789	-.4953255	-.3928308	-.7664708	-.0703373	-.2423479	-.7786766	-1.163366	-.6744897	-.7430576	-.1202876	.6744897	-.9745425	-.5459412	-1.306186	-.4113021	-.0400101	-.3539128
InsH2Bfabp_CD15_09dpf_VAST02_plate01_ADRA2A_201015_H01	201015	1	NG568	insH2Bfabp	CD15	ADRA2A	1	0	0	2	1	9	.0230184	0	1	13.219733	.680592	.95136096	.2722368	1.7926568	1	7	7	441697	5663	5796	12291	4882	78	5.236e+09	1	5428933	193542	148	287	205	134	90	673686	7464	13145.256	11646.708	9.81e+07	77.53922	1.27e+07	0	3961.94	946399.3	1309952	19_ADRA2A	1	2	1	2.35	2	1	4	-.152506	-.2039612	-.152506	-.1153556	.8894945	.2837581	1.247754	-.3277254	.3156165	.2795582	1.030549	-.2943133	-.2223081	.1985783	.2223081	.0591531	.2124247	1.482159	.7430576	-.6744897	.2286397	.3116334	-.339753	.3681439	1.064209	1.11242	.7083573	.7430576	.9745425	.7607465
InsH2Bfabp_CD15_09dpf_VAST02_plate01_ADRA2A_201015_D03	201015	1	NG579	insH2Bfabp	CD15	ADRA2A	1	0	0	2	1	9	0	0	1	14.617912	.7146216	.66595267	.340296	2.4161896	1	18	18	385950	5676	4717	12607	3629	68	4.788e+09	1	4714289	166836	136	292	173	120	31	700918	2383	10583.616	10784.283	2.52e+07	-1605.852	-4.92e+07	0	4292.799	1103577	1520723	19_ADRA2A	1	2	1	3.083333	2	1	4	1.096804	1.144237	1.4342	1.802743	1.807354	-.7786766	.6824579	-.2557225	.9921981	1.112193	-1.22604	.0348213	.011605	-1.106481	-1.024592	-.9737339	-.4871272	1.041007	.2561017	-.6089566	-.7786766	.1471942	-.2837581	-.7083573	.6413788	.5771623	.325661	.8920979	-.0400101	-.0400101
InsH2Bfabp_CD15_09dpf_VAST02_plate01_ADRA2A_201015_F01	201015	1	NG566	insH2Bfabp	CD15	ADRA2A	1	0	0	2	1	9	.023817	0	1	16.98406	1.0549176	.87208088	.1361184	.6235328	1	5	5	438977	5932	5107	10513	3501	74	4.639e+09	1	6370410	222299	163	271	208	151	225	834904	15590	19427.902	16823.213	3.03e+08	1088.704	1.52e+08	0	4208.614	1092825	1496842	19_ADRA2A	1	2	1	2.183333	2	1	4	.6824579	.9674216	1.096804	1.188354	1.144237	.1471942	.1269375	.7715737	-.818899	-.9735597	.4646225	.6891311	.6033193	1.846533	1.479941	1.286946	1.475095	1.338139	.7083573	-.339753	-.3681439	.0133335	-.9745425	-.8153122	1.406504	1.482159	1.482159	.325661	1.041007	1.5674
InsH2Bfabp_CD15_09dpf_VAST02_plate01_ADRA2A_201015_B08	201015	1	NG611	insH2Bfabp	CD15	ADRA2A	1	0	0	2	1	9	1	1	3	12.57442	.4764144	.68180869	.2382072	.8573576	1	1	50	453558	4279	4571	12109	2937	106	5.245e+09	1	7351841	234146	178	375	187	130	56	1086918	3888	7754.1988	5706.2313	3.01e+07	735.9517	2.02e+07	0	3620.406	816796.3	1108556	19_ADRA2A	1	2	2	6.816667	2	1	4	-1.194396	-1.194396	-.8894945	-1.299194	-.714776	-1.064209	-.1781746	-.8681338	-.5833867	-.0114985	-1.030549	-.418029	1.245459	-.4692529	-.5757047	-.9003679	.3094104	2.554361	.8530763	-1.665843	-1.018352	.339753	-.3681439	-1.406504	1.933363	1.5674	1.783727	2.145475	.425856	.5614833
InsH2Bfabp_CD15_09dpf_VAST02_plate01_ADRA2A_201015_F03	201015	1	NG581	insH2Bfabp	CD15	ADRA2A	1	0	0	2	1	9	0	0	1	16.446299	.9187992	.77694478	.3743256	2.2603064	1	20	20	394761	7895	6518	11771	4042	50	4.325e+09	1	5401315	198275	143	247	225	137	281	859686	20784	25861.955	22368.858	5.38e+08	1875.363	3.16e+08	10	4339.803	1146568	1532850	19_ADRA2A	1	2	1	3.25	2	1	4	1.304923	1.366707	1.508944	1.002035	1.247754	1.275513	1.008673	.3398826	.8350852	1.484733	-.3035538	.5757047	.7492547	2.60233	2.200411	2.595914	2.196763	-.1606864	.3681439	.8920979	.8530763	-.1742078	-.5459412	-.3681439	1.018352	1.275513	.5305297	-.0400101	1.5674	1.087999
InsH2Bfabp_CD15_09dpf_VAST02_plate01_ADRA2A_201015_B01	201015	1	NG562	insH2Bfabp	CD15	ADRA2A	1	0	0	2	1	9	.023703	0	1	16.876508	1.2590952	1.2209132	.5785032	2.727956	1	1	1	422643	7163	6139	8610	2875	59	3.649e+09	1	4498985	156898	125	314	190	103	165	854055	12424	13478.633	12377.029	1.67e+08	-332.8051	7.27e+07	0	4153.42	1079666	1517538	19_ADRA2A	1	2	1	1.9	2	1	4	.416878	.8166274	1.304923	.7742626	.1269375	-.4850236	.9674216	1.358478	1.557862	2.089116	2.605489	.6599916	.6599916	1.024592	.9490551	.6450915	.9427782	.339753	.6413788	.4850236	.6089566	-.4850236	-1.406504	-1.5674	.4552406	.2837581	-.1606864	1.217526	.5152434	-.8530763
InsH2Bfabp_CD15_09dpf_VAST02_plate01_ADRA2A_201015_G06	201015	1	NG602	insH2Bfabp	CD15	ADRA2A	1	0	0	2	1	9	1	1	3	5.9061828	.4423848	.7928008	.1020888	.2338248	1	41	41	103386	4699	4095	3550	1366	22	4.004e+08	2	1398141	63245	107	170	130	79	20	266152	1686	6724.2224	6019.7277	1.13e+07	-613.2731	-2557407	0	3565.258	810156.9	966870.8	19_ADRA2A	1	2	1	4.966667	2	1	4	-1.304923	-1.304923	-1.955661		-2.166107	1.163366	-1.304923	-1.030549	-1.686274	-1.276341	-.1733385	-1.846533	-2.60233	-1.324958	-1.245459	-1.722905	-.0234286	-2.028069	-1.933363	-1.5674	-1.482159	-2.145475	-2.145475	-2.145475	-1.665843	-1.665843	-1.087999	-1.783727	-1.406504	-1.665843
InsH2Bfabp_CD15_09dpf_VAST02_plate01_ADRA2A_201015_D02	201015	1	NG571	insH2Bfabp	CD15	ADRA2A	1	0	0	2	1	9	1	1	3	7.6270181	.4764144	.71352072	.3062664	.5455912	1	10	10															59	525824	5520	13731.527	12025.014	7.58e+07	278.5627	-1.44e+07	0	3656.788	825424.5	1086814	19_ADRA2A	1	2	1	2.583333	2	1	4	-.9674216	-1.051717	-1.096804	.920823	-.852495	.1202876	-.6508373	-.8681338	-.9195687	.652992	-.7259166	-1.297543	-.7803495	-.418029	-.0813229	-.250906	-.260611													
InsH2Bfabp_CD15_09dpf_VAST02_plate01_ADRA2A_201015_B02	201015	1	NG569	insH2Bfabp	CD15	ADRA2A	1	0	0	2	1	9	.9511007	1	3	5.6910784	.3743256	.65009666	.2041776	.6235328	1	8	8	171245	5708	6243	8085	3140	30	1.389e+09	1	3242565	95444	124	231	169	87	50	379178	3985	5806.802	5121.2235	2.31e+07	-615.7039	2.07e+07	3	3332.505	655192.6	899579.4	19_ADRA2A	1	2	1	2.433333	2	1	4	-2.166107	-2.572352	-2.572352	-1.428802	-1.690622	.1742078	-.2039612	-1.418779	-.818899	-.3520902	-1.520281	-2.085356	-1.992682	-.5894558	-.4953255	-1.094844	.3340819	-1.523396	-1.406504	-.5771623	.7083573	-1.783727	-1.665843	-.9745425	-.3968347	-1.163366	-.2837581	-.4113021	-.2149745	-1.406504
InsH2Bfabp_CD15_09dpf_VAST02_plate01_ADRA2A_201015_A06	201015	1	NG596	insH2Bfabp	CD15	ADRA2A	1	0	0	2	1	9	0	0	1	17.844478	.7826808	.93550494	.3062664	1.8705984	1	35	35	422563	5789	5114	10879	4131	73	4.549e+09	1	5447017	180076	148	263	210	114	148	717230	12079	15025.4	13524.714	1.81e+08	45.22054	7.22e+07	0	4256.743	1095188	1509807	19_ADRA2A	1	2	1	4.6	2	1	4	.8894945	1.008673	1.194396	.1411454	.3622413	-1.338139	.4727891	-.0921165	.3766657	.652992	.9021589	.8957798	.128001	.8284646	.9132499	.7351237	.9068503	1.245996	.6089566	-.4850236	-.339753	-.0400101	-.8153122	-.2561017	1.11242	.9325278	.7083573	.2149745	1.11242	-.4552406
InsH2Bfabp_CD15_09dpf_VAST02_plate01_ADRA2A_201015_D01	201015	1	NG564	insH2Bfabp	CD15	ADRA2A	1	0	0	2	1	9	0	0	1	13.327285	.0680592	.91964893	.0680592	.1558832	1	3	3	299683	5763	4991	14779	5191	52	4.369e+09	1	3664522	130756	113	263	244	99	230	794012	16437	15896.801	13565.401	2.61e+08	875.1875	1.51e+08	19	4128.01	956268.6	1355784	19_ADRA2A	1	2	1	2.05	2	1	4	.2822162	-.152506	.0253222	-.4354094	-.4727891	-.6413788	-.1014517	-2.358507	-2.20402	-1.597781	.7715737	-.2701602	.4692529	1.992682	1.635941	1.138967	1.408853	-.0533578	-.3968347	-.5152434	-.47008	-.1471942	.339753	.5459412	-.1471942	-.2286397	-.6913244	.2149745	2.145475	-1.087999
InsH2Bfabp_CD15_09dpf_VAST02_plate01_ADRA2A_201015_D09	201015	1	NG619	insH2Bfabp	CD15	ADRA2A	1	0	0	2	1	9	.9938672	1	3	7.4119137	.2722368	.65009666	.1361184	.389708	1	9	58	257634	6963	5259	11544	3370	37	3.111e+09	1	2449498	99598	90	242	177	127	2	900562	112	4367.4821	4126.5265	489158	-1042.077	1.07e+07	0	3665.389	768451.3	1035433	19_ADRA2A	1	2	2	7.383333	2	1	4	-.8894945	-1.690622	-1.508944	-.4074555	-1.593219		-1.955661	-1.79037	-1.202015	-.9735597	-1.520281	-1.353406	.9132499	-2.200411	-2.200411	-2.595914	.1410246	-1.018352	-.6744897	.3681439	-.2013492	-.8530763	-.6089566	-.8530763	-1.163366	-1.11242	-1.665843	-.1742078	.1068681	.3116334
InsH2Bfabp_CD15_09dpf_VAST02_plate01_ADRA2A_201015_B09	201015	1	NG617	insH2Bfabp	CD15	ADRA2A	1	0	0	2	1	9	0	0	1	15.155673	.8847696	.95136096	.0680592	1.558832	1	7	56															64	1242634	4480	5473.4147	4751.7556	2.45e+07	-572.8444	2.67e+07	92	3935.591	1272702	1279700	19_ADRA2A	1	2	2	7.25	2	1	4	-.2822162	2.166107	-.2298841	-.521468	2.166107	-.5771623	-2.166107	.2084695	.0345017	-1.597781	1.030549	.1985783	1.992682	-.2104284	-.3678797	-1.012455	.3840592													
InsH2Bfabp_CD15_10dpf_VAST02_plate04_ADRA2A_201016_C03	201016	4	NG715	insH2Bfabp	CD15	ADRA2A	1	0	0	2	1	10	1	1	3	19.07167	.9868584	.87208088	0	1.4029488	1	7	154	264941	5520	4147	16353	6982	48	4.098e+09	1	3514756	135279	133	224	166	122	33	780142	2912	18995.894	18108.321	5.53e+07	-651.9906	-1.12e+08	16				19_ADRA2A	1	3	4	7.508333	3	1	4								.5034059	-.0575232	-2.358507	.4646225	1.353406	.3678797	-.9861203	-.9132499	-.4788077	-1.292276	-.3116334	-.6413788	-.8920979	-1.406504	-.2837581	.6744897	1.482159	-.2561017	-.1471942	.1742078	-.5614833	-.325661	.0667151
InsH2Bfabp_CD15_10dpf_VAST02_plate04_ADRA2A_201016_F02	201016	4	NG712	insH2Bfabp	CD15	ADRA2A	1	0	0	2	1	10	.8860636	1	3	18.189224	.9868584	1.014785	.2382072	2.338248	1	4	151	514432	8166	6729	13450	4893	63	7.238e+09	2	17652	3481	29	58	26	21	265	888336	21307	36316.062	31583.779		2945.479	4.35e+08	14	3971.702	1190981	1393662	19_ADRA2A	1	3	4	7.333333	3	1	4	-.1269375	1.593219	.2298841	1.503722	1.690622	.339753	-1.366707	.5034059	.9021589	-.0114985	1.387998	1.024592	.8449332	2.200411	2.60233		2.599139	.6744897	1.338139	.9745425	.9745425	1.064209	-.0667151	.3968347	-2.554361	-2.554361	-2.554361	-2.554361	-2.554361	-2.554361
InsH2Bfabp_CD15_10dpf_VAST02_plate03_ADRA2A_201016_E03	201016	3	NG653	insH2Bfabp	CD15	ADRA2A	1	0	0	2	1	10	0	0	1	10.676465	.4764144	.7928008	.2041776	.4676496	1	43	92	345918	7360	8266	18580	5507	47	6.199e+09	1	3179521	122891	116	254	155	118	63	520990	4351	17998.145	19510.135	7.83e+07	-3077.273	-1.07e+08	63	3856.815	931520.4	1245442	19_ADRA2A	1	3	2	2.75	3	1	4	-.4446598	-.2559625	-.3353332	.27188	.5894558	.7430576	-1.194396	-.8681338	-1.070479	-.3520902	-.1733385	-.7803495	-.8449332	-.2701602	-.4434955	-.2265744	-1.191022	-.3824499	-.0934678	.6744897	1.933363	.6089566	1.018352	.7083573	-.4552406	-.425856	-.5614833	.0800843	-.6744897	-.1068681
InsH2Bfabp_CD15_10dpf_VAST02_plate03_ADRA2A_201016_C03	201016	3	NG651	insH2Bfabp	CD15	ADRA2A	1	0	0	2	1	10	.9357073	1	3	24.261317	1.531332	.7928008	.4764144	2.4161896	1	41	90	337481	6250	5127	9685	2661	54	3.223e+09	1	3782386	128560	156	206	179	123	47	854232	3545	17133.255	19787.144	6.07e+07	-4224.255	-1.28e+08	18				19_ADRA2A	1	3	2	2.625	3	1	4								2.20402	.9921981	1.850648	-.1733385	2.200411	.6891311	-.7339767	-.6599916	-.3751523	-1.408853	.0800843	-.2013492	-.1742078	-.2837581	-.7786766	-1.217526	-1.665843	-.0934678	-.3116334	1.217526	-1.087999	.1742078	.1202876
InsH2Bfabp_CD15_10dpf_VAST02_plate03_ADRA2A_201016_E05	201016	3	NG667	insH2Bfabp	CD15	ADRA2A	1	0	0	2	1	10	1	1	3	18.950875	1.191036	.82451283	.3062664	2.5720728	1	8	106	466170	9919	9807	9827	2956	47	4.444e+09	1	3865584	134931	119	254	174	131	219	963314	17374	26521.214	24100.569	4.61e+08	771.1379	2.17e+08	143	4571.42	1207878	1586863	19_ADRA2A	1	3	3	3.883333	3	1	4	2.166107	1.690622	1.807354	2.162077	1.366707	1.018352	.6508373	1.050305	1.250795	.652992	.0575232	1.245459	1.064644	1.731664	1.992682	2.193076	1.988748	-.3824499	.9745425	1.933363	2.554361	-.0934678	-1.163366	-1.217526	.0133335	-.1742078	-.5152434	.0800843	.0266694	.6089566
InsH2Bfabp_CD15_10dpf_VAST02_plate03_ADRA2A_201016_E01	201016	3	NG638	insH2Bfabp	CD15	ADRA2A	1	0	0	2	1	10	.0216571	0	1	13.516934	.8167104	.68180869	.2722368	1.2470656	1	28	77	308277	6702	5437	14653	4483	46	4.437e+09	1	3328888	126456	124	217	161	133	200	697428	17109	18570.043	17203.101	3.18e+08	-156.013	1.62e+08	17	4262.365	1031605	1413954	19_ADRA2A	1	3	2	1.816667	3	1	4	.9674216	.3622413	.3353332	.7401917	1.304923	1.933363	-.3894143	-.0114985	-.185023	.2795582	-1.030549	-.2223081	-.0348213	1.297543	1.846533	1.403804	1.548528	-.5000764	-.3116334	.2013492	-.0400101	-.1202876	.2699041	.0667151	-.339753	-.339753	-.2837581	-.7083573	-.47008	.6744897
InsH2Bfabp_CD15_10dpf_VAST02_plate03_ADRA2A_201016_E04	201016	3	NG662	insH2Bfabp	CD15	ADRA2A	1	0	0	2	1	10		1	3	14.875419	.6125328	.82451283	.1020888	1.6367736	1	3	101	478815	9208	7535	15136	3814	52	7.200e+09	1	3675841	172257	135	262	194	109	50	589543	3310	13762.783	15657.248	4.56e+07	-3389.058	-9.09e+07	24	4168.625	978863.5	1345048	19_ADRA2A	1	3	3	3.483333	3	1	4	.5595922	.0253222	-.0253222	-.1411454	.152506	-.339753	.1014517	-.47747	.1500389	-1.276341	.0575232	.128001	-.5217393	-.5894558	-.7492547	-.6162404	-.9427782	-.0533578	1.018352	1.482159	1.338139	.9745425	.4850236	-.5459412	-.1202876	.8153122	.2699041	.1742078	.6744897	-.6413788
InsH2Bfabp_CD15_10dpf_VAST02_plate03_ADRA2A_201016_G01	201016	3	NG640	insH2Bfabp	CD15	ADRA2A	1	0	0	2	1	10		1	3	15.245915	1.2590952	.77694478	.3743256	2.2603064	1	30	79	659822	7019	5874	10094	2954	94	6.605e+09	2	7085578	255382	170	315	211	126	60	722797	4344	21031.252	20464.86	9.14e+07	-1016.407	-1.06e+08	17				19_ADRA2A	1	3	2	1.925	3	1	4								1.358478	.8350852	1.484733	-.3035538	.2223081	.1985783	-.3803256	-.4692529	-.011824	-1.144693	1.853367	1.933363	.4552406	.339753	.7430576	-1.11242	-1.275513	1.665843	1.783727	1.5674	1.275513	1.19001	.2423479
InsH2Bfabp_CD15_10dpf_VAST02_plate04_ADRA2A_201016_A01	201016	4	NG700	insH2Bfabp	CD15	ADRA2A	1	0	0	2	1	10	0	0	1	20.174728	1.020888	.65009666	.340296	2.4941312	1	41	139	274190	5834	4214	8096	2941	47	2.137e+09	1	3838969	146799	141	274	150	115	39	696966	3152	25127.444	25816.855	7.92e+07	-2370.407	-1.86e+08	31	3956.839	1139959	1456243	19_ADRA2A	1	3	3	6.583333	3	1	4	-.2039612	1.304923	.6824579	-.0127893	.6824579	-1.783727	-1.008673	.6388265	1.112193	1.112193	-1.520281	1.479941	-.0580564	-.8785789	-.7803495	-.1782959	-1.988748	-.3824499	-.5152434	-.3968347	-1.338139	-1.338139	-1.5674	-1.338139	-.0133335	.0934678	.4850236	.4405008	-.8340455	-.3539128
InsH2Bfabp_CD15_10dpf_VAST02_plate03_ADRA2A_201016_E07	201016	3	NG681	insH2Bfabp	CD15	ADRA2A	1	0	0	2	1	10	0	0	1	15.986907	.9868584	1.0623531	.3062664	2.727956	1	22	120	463643	7727	5817	11892	3784	60	5.554e+09	2	5354101	200365	150	287	208	127	204	858004	14914	29205.012	25852.511	4.36e+08	1670.851	1.70e+08	12	4601.678	1105924	1541733	19_ADRA2A	1	3	3	5.066667	3	1	4	2.572352	1.194396	1.593219	1.299194	.5302197	.425856	.0253222	.5034059	1.557862	.652992	1.79037	.4307273	.7188681	1.382994	1.413845	1.984772	1.63141	.4405008	.9325278	.7786766	.2561017	.425856	-.425856	-.5771623	.9745425	1.338139	.8920979	.7430576	1.041007	.3116334
InsH2Bfabp_CD15_10dpf_VAST02_plate03_ADRA2A_201016_C07	201016	3	NG679	insH2Bfabp	CD15	ADRA2A	1	0	0	2	1	10	.9312005	1	3	18.45688	1.2250656	.91964893	.3062664	2.6500144	1	20	118	596142	8767	7296	18715	6596	68	1.022e+10	1	6729995	218023	144	300	234	139	60	821150	3953	20155.821	16211.48	7.97e+07	2439.58	-6.38e+07	14				19_ADRA2A	1	3	3	4.95	3	1	4								1.178664	1.387998	.652992	.7715737	1.150349	.5757047	-.3803256	-.5217393	-.1543186	-.6818606	1.041007	1.482159	1.217526	1.217526	2.145475	1.064209	1.163366	1.482159	1.406504	.5771623	.9745425	1.933363	1.217526
InsH2Bfabp_CD15_10dpf_VAST02_plate03_ADRA2A_201016_E09	201016	3	NG696	insH2Bfabp	CD15	ADRA2A	1	0	0	2	1	10	1	1	3	13.022939	.6465624	.84036885	.5785032	2.5720728	1	37	135	100653	3355	3667	23543	5588	30	2.323e+09	1	2411841	103779	120	274	171	63	154	576044	11092	20417.384	16671.1	2.26e+08	2233.09	7.72e+07	189	3799.23	920708.9	1240522	19_ADRA2A	1	3	3	6.016667	3	1	4	-.6508373	-.3086658	-.3622413	-.1930258	.714776	1.217526	-.0506606	-.401471	1.250795	2.089116	.185023	-.3431555	-.6033193	.9310033	.8122178	.9003679	.9799662	-1.523396	-2.145475	-2.145475	-1.933363	-1.275513	2.145475	.7430576	-1.217526	-1.064209	-.47008	.4405008	-.1471942	-2.145475
InsH2Bfabp_CD15_10dpf_VAST02_plate04_ADRA2A_201016_A03	201016	4	NG713	insH2Bfabp	CD15	ADRA2A	1	0	0	2	1	10	.9304406	1	3	5.9452848	.4764144	.68180869	.1020888	1.2470656	1	5	152	392550	6134	5709	19186	5902	64	7.217e+09	1	3955989	152156	125	226	180	132	70	486852	5543	23925.848	20078.872	1.33e+08	2271.259	-6.00e+07	72	3641.152	817334.6	1106792	19_ADRA2A	1	3	4	7.383333	3	1	4	-1.008673	-1.144237	-.9277537	-1.802743	-1.247754	.6413788	-1.593219	-.8681338	-.185023	-1.276341	-1.030549	-1.731664	-1.064644	-.0696849	-.0580564	.3498982	-.5956607	.7968608	.3116334	-.2561017	.1742078	1.018352	1.11242	.8530763	.0400101	.2561017	-.1606864	-.5000764	.2423479	.6413788
InsH2Bfabp_CD15_10dpf_VAST02_plate03_ADRA2A_201016_A05	201016	3	NG665	insH2Bfabp	CD15	ADRA2A	1	0	0	2	1	10	.9145174	1	3	7.7124969	.8167104	.95136096	.2722368	2.4161896	1	6	104															122	538992	9404	15491.758	12602.609	1.46e+08	1450.601	4.81e+07	273	3694.027	840826.8	1170928	19_ADRA2A	1	3	3	3.7	3	1	4	-.852495	-.8894945	-.6824579	-.2985202	-1.144237	1.665843	.0506606	-.0114985	.9921981	.2795582	1.030549	-1.245459	-.6891311	.5620615	.5485223	.5055002	.6818606													
InsH2Bfabp_CD15_10dpf_VAST02_plate03_ADRA2A_201016_A08	201016	3	NG685	insH2Bfabp	CD15	ADRA2A	1	0	0	2	1	10	.9743819	1	3	6.230513	.4423848	.74523275	.170148	.9352992	1	26	124	313560	5807	4855	22318	8457	54	6.733e+09	1	3196548	137664	113	260	158	128	64	400356	4512	11637.001	11783.723	5.25e+07	-1570.244	-3.47e+07	169	3495.93	791061.1	1052450	19_ADRA2A	1	3	3	5.283333	3	1	4	-1.508944	-1.593219	-1.304923	-1.951308	-.2822162	-1.482159	-1.247754	-1.030549	-.4903967	-.6963039	-.4518512	-1.593219	-1.731664	-.2104284	-.3431555	-.5600113	-.3840592	.0800843	-.2837581	-.425856	-.6089566	.8153122	1.933363	2.554361	-.425856	-.1202876	-.6913244	.1471942	-.5929846	.4113021
InsH2Bfabp_CD15_10dpf_VAST02_plate04_ADRA2A_201016_F03	201016	4	NG718	insH2Bfabp	CD15	ADRA2A	1	0	0	2	1	10	0	0	1	21.498397	1.2931248	.99892901	.2382072	2.8838392	1	10	157	484533	6133	6029	20093	6310	79	9.317e+09	2	5722515	193025	154	290	221	102	204	916630	14863	28863.716	24696.143	4.29e+08	2507.138	1.78e+08	0				19_ADRA2A	1	3	4	7.683333	3	1	4								1.520281	1.850648	-.0114985	1.276341	1.635941	.9861203	1.382994	1.353406	1.838167	1.727309	1.5674	1.11242	-.2837581	.4850236	1.5674	1.275513	1.018352	1.217526	1.064209	1.163366	.8340455	1.443299	-.9325278
InsH2Bfabp_CD15_10dpf_VAST02_plate04_ADRA2A_201016_E02	201016	4	NG711	insH2Bfabp	CD15	ADRA2A	1	0	0	2	1	10	0	0	1	15.321275	.7486512	.74523275	.170148	2.727956	1	3	150	340400	6675	5415	20593	6589	51	6.616e+09	1	3574016	147766	133	235	167	135	39	537900	2976	19957.331	19761.737	5.94e+07	-1374.306	-1.29e+08	0	4153.124	963386.6	1310550	19_ADRA2A	1	3	4	7.283333	3	1	4	.3894143	-.0506606	-.1269375	-.7742626	.3086658	-1.163366	.2822162	-.1733385	1.557862	-.6963039	-.4518512	.2701602	-.7188681	-.8785789	-.8449332	-.4006481	-1.475095	-.1202876	-.1742078	.1471942	-.0667151	.7786766	1.406504	1.11242	-.2013492	.1202876	.1742078	-.2837581	-.2837581	.8920979
