filename	date	plate	index	D	E	F	G	H	I	J	K	L	M	N	O	P	Q	R	S	T	U	V	W	X	Y	Z	line	diet	Exp	overfeeding	cholesterol	glucose	VAST	Imaged	age	acvr1c_nwt	acvr1c_dich	qRNA	protein	ldl	gluc	tc	tg	Anders_batch	pos_bio	Löpnr	Volume	CellVolume_Av	CellVolume_Stdev	CellInt_Av	CellInt_Stdev	NrCells	CellInt_Tot	isletNr	IV	ISA	IED	IPAL1	IPAL2	IPAL3	LiverLipN	LiverArea	LiverLipArea	LiverLipInt_Av	LiverLipIntBG	LiverLipInt_Tot	LiverLipInt_Av_Res	LiverLipInt_Tot_Res	vld_area	length	dorsal_area	lateral_area	file	batch	tank	batch_bio	tod	tank_n	batch_n	nr_tanks	intlength	intdorsal_area	intlateral_area	intangle	inteye_area	intcurvature	intpig_dorsal_tail	intldl	inttg	inttc	intgluc	intprotein	intLiverArea	intLiverLipN	intLiverLipArea	intLiverLipInt_Tot	intLiverLipInt_Tot_Res	intNrCells	intVolume	intCellVolume_Av	intCellVolume_Stdev	intCellInt_Tot	intCellInt_Av	intCellInt_Stdev	intIV	intISA	intIED	intIPAL1	intIPAL2	intIPAL3
InsH2Bfabp_CD15_10dpf_VAST02_plate01_ACVR1C_201019_G09	201019	1	NB561																								insH2Bfabp	CD15	ACVR1C	1	0	0	2	1	10	.9276862	1	2	10.358513	.5785032	.3012643	.6465624	1.8705984	1	12	61	466337	6388	5194	11162	3685	73	5.033e+09	1	5157597	207884	135	288	215	116	77	394428	6406	22860.16	19268.052	1.46e+08	1448.695	-9.22e+07	15	3859.144	854972.8	1102276	20_ACVR1C	1	2	2	5.616667	2	1	5	-.2515118	-.6250856	-.8855009	-.8091311	-.6468477	.4061731	-.2626023	.7058794	.6953402	1.327902	-1.134514	-.2584591	-1.499273	-.708116	-.6744897	-.6632931	-.9626678	1.167544	.652593	-.2849259	-.5136787	.0703373	-.652593	-.5679139	.8054488	1.348275	.0117135	.7117243	1.265736	-.2244208
InsH2Bfabp_CD15_10dpf_VAST02_plate01_ACVR1C_201019_E04	201019	1	NB523																								insH2Bfabp	CD15	ACVR1C	1	0	0	2	1	10	.9906594	1	2	9.3077309	.0340296	.50739251	.6125328	.779416	1	24	24	147127	3198	2379	3054	911	46	4.519e+08	1	3179119	120888	123	215	170	131	124	499185	9454	23264.534	17832.073	2.20e+08	3445.729	2.12e+07	0	3889.296	856617.8	1190203	20_ACVR1C	1	2	1	2.833333	2	1	5	-.0890049	-.5824202	-.4016478	-.9962083	-.7140806	-.1842133	-.4537622	-1.937932	-.9896026	1.073839	.3099763	-.5742636	-.6744897	-.3047411	-.3139999	-.1891184	.0806576	-.5270904	-1.475095	-1.842373	-2.196763	-1.842373	-1.988748	-1.988748	-.4871272	-.4094043	-.6097068	-.554204	-.1174013	.5679139
InsH2Bfabp_CD15_10dpf_VAST02_plate01_ACVR1C_201019_A09	201019	1	NB555																								insH2Bfabp	CD15	ACVR1C	1	0	0	2	1	10	.966763	1	2	11.886924	.4083552	.33297634	.4423848	1.6367736	1	6	55	449193	5686	4901	12002	3638	79	5.259e+09	1	5810234	190373	149	286	218	128	189	658834	15682	22273.244	19997.461	3.49e+08	52.7833	9.04e+07	14	4168.705	1001100	1426934	20_ACVR1C	1	2	2	5.25	2	1	5	.6250856	.5203253	.6913244	-.1968159	1.614666	.3034611	1.439531	-.024739	.2841234	-.1239993	-.8160462	.0742776	.2955083	.6856121	.8904218	.7318081	.9626678	1.548528	.5679139	-.7422367	-.7117243	.164727	-.5405975	-.6238741	1.058737	.9068503	.6967148	.6671554	1.475095	.2244208
InsH2Bfabp_CD15_10dpf_VAST02_plate02_ACVR1C_201019_D02	201019	2	NB572																								insH2Bfabp	CD15	ACVR1C	1	0	0	2	1	10	.9676268	1	2	9.6403665	.6465624	.33297634	.5785032	1.558832	1	23	72	238488	5962	5597	14674	4889	40	3.470e+09	2	4154817	128111	154	298	142	108	57	455070	4597	21216.63	18002.847	9.75e+07	1208.417	-1.06e+08	108	3955.798	898996.3	1207325	20_ACVR1C	1	2	2	6.433333	2	1	5	.0355625	-.2699041	-.3444652	-.1606864	-.2149745	.5805579	-.3756961	.9762363	.2076192	.8276041	-.8160462	-.4887764	-1.000846	-1.108593	-1.125061	-1.051875	-1.185767	-.9799662	-.8054488	-.5405975	-.2364492	-.8054488	0	.3589585	.0234286	-.3340819	.9427782	.961206	-1.167544	-.7734564
InsH2Bfabp_CD15_10dpf_VAST02_plate01_ACVR1C_201019_E09	201019	1	NB559																								insH2Bfabp	CD15	ACVR1C	1	0	0	2	1	10	.9644107	1	2	10.454039	.3062664	.25369626	.510444	1.4808904	1	10	59	209709	6765	5398	16167	5357	31	3.376e+09	2	2320319	95307	125	173	150	112	181	468259	12934	27872.536	25368.193	3.61e+08	-304.6642	-4.75e+07	14	3865.573	865440.4	1192805	20_ACVR1C	1	2	2	5.5	2	1	5	-.1968159	-.5000764	-.3824499	-.4405008	-.9121265	-.0675375	-.4340037	-.4702759	.0908251	.3360381	-1.482686	-.2414446	-.8644806	.5468132	.4082385	.7794507	-.4537622	-1.63141	-1.058737	.0703373	-.4094043	-.8382877	.4871272	.7117243	-1.100698	-1.018561	-.5003588	-1.408853	-.7268959	-.4479274
InsH2Bfabp_CD15_10dpf_VAST02_plate02_ACVR1C_201019_H03	201019	2	NB583																								insH2Bfabp	CD15	ACVR1C	1	0	0	2	1	10	.9477952	1	2	9.1880463	.340296	.31712032	.4423848	1.3250072	1	34	83	336342	6346	5356	18828	6380	53	5.907e+09	1	3365655	150146	121	207	181	133	65	446214	5271	17185.14	14968.48	9.06e+07	542.3776	-2.87e+07	109	3993.494	934047.6	1190083	20_ACVR1C	1	2	2	7.15	2	1	5	.1068681	-.1068681	-.4209948	-.0177784	1.963007	-.5354949	-.3186394	-.2927191	-.1323128	-.1239993	-.9500138	-.63364	-1.194214	-.9721299	-.9441942	-1.116319	-.2626023	-.0234286	-.164727	-.3340819	-.4350152	.3840592	1.191022	1.018561	-.3340819	0	-.6818606	-.6818606	.1410246	.6671554
InsH2Bfabp_CD15_10dpf_VAST02_plate01_ACVR1C_201019_H05	201019	1	NB533																								insH2Bfabp	CD15	ACVR1C	1	0	0	2	1	10	.5949699	1	2	16.949783	.0680592	.38054438	.6125328	2.2603064	1	34	34	477892	6458	5604	6943	1987	74	3.527e+09	1	6663215	181668	192	239	213	159	130	733596	10406	23191.446	21950.693	2.41e+08	-1195.366	-7.18e+07	20	4523.695	1165440	1646348	20_ACVR1C	1	2	1	3.5	2	1	5	1.853367	1.614666	1.963007	1.614666	1.306186		1.116319	-1.619856	1.25212	1.073839	-.4980894	1.234262	.8142654	-.195412	-.1327815	-.0447762	-.7318081	1.24006	.7422367	-.2364492	-.2124247	-.7422367	-1.475095	-1.475095	1.408853	.6238741	1.988748	-.2244208	1.167544	1.677432
InsH2Bfabp_CD15_10dpf_VAST02_plate02_ACVR1C_201019_B04	201019	2	NB585																								insH2Bfabp	CD15	ACVR1C	1	0	0	2	1	10	1	1	2	16.764411	.9187992	.45982446	.6465624	2.1044232	1	36	85															72	738794	5743	17454.405	19777.498	1.00e+08	-4522.093	-1.53e+08	22				20_ACVR1C	1	2	2	7.466666	2	1	5								1.719484	1.044936	1.327902	.0082456	1.199681	.8391085	-.8773774	-.8142654	-.9915265	-1.439531													
InsH2Bfabp_CD15_10dpf_VAST02_plate01_ACVR1C_201019_C04	201019	1	NB521																								insH2Bfabp	CD15	ACVR1C	1	0	0	2	1	10	.988354	1	2	7.8748461	.1020888	.38054438	.5785032	1.2470656	1	22	22	176327	4640	4682	15376	6748	38	2.693e+09	2	2770901	92737	107	293	146	108	72	472454	6346	24615.543	19898.811	1.56e+08	2504.496	-9.99e+07	21	3659.122	780444	1097431	20_ACVR1C	1	2	1	2.716667	2	1	5	-1.12071	-1.306186	-.9121265	-.7847092	-.6036155	.7747937	-.5347003	-1.348083	-.2584591	.8276041	-.4980894	-.9630423	-.8142654	-.8773774	-.7195031	-.5141561	-1.083534	-1.100698	-1.292276	-1.144693	-.7422367	-1.144693	.1885222	1.191022	-.7422367	-1.144693	-1.167544	.8054488	-.9068503	-.7734564
InsH2Bfabp_CD15_10dpf_VAST02_plate02_ACVR1C_201019_B01	201019	2	NB564																								insH2Bfabp	CD15	ACVR1C	1	0	0	2	1	10	.9298283	1	2	20.835294	1.1570064	.50739251	.7146216	3.117664	1	15	64															352	1080820	25126	24634.275	22284.051	6.19e+08	-122.2684	2.97e+08	8	4648.849	1256029	1685975	20_ACVR1C	1	2	2	6.033333	2	1	5	2.692484	2.103055	2.103055	.6913244	2.30304	2.665285	1.345167	1.994911	1.994911	1.684395	.3099763	2.059215	2.10592	2.305712	2.305712	1.759036	2.300347													
InsH2Bfabp_CD15_10dpf_VAST02_plate01_ACVR1C_201019_G07	201019	1	NB546																								insH2Bfabp	CD15	ACVR1C	1	0	0	2	1	10	.9933704	1	2	7.5882691	.2382072	.47568048	.3743256	1.0132408	1	46	46	271110	6162	5543	19550	7191	44	5.001e+09	1	2399579	105574	112	167	150	120	130	451932	10056	16717.21	15436.349	1.68e+08	-444.4706	3.59e+07	184	3696.293	795293	1070245	20_ACVR1C	1	2	1	4.616667	2	1	5	-1.025845	-1.056412	-1.087999	-.8855009	-1.056412	.3853205	-1.116319	-.7708607	-.5840145	-.4337449	.0991079	-1.103669	-1.125061	-.195412	-.2588193	-.4736994	.2811812	-.6818606	-.6238741	-.4350152	-.3094104	.0234286	1.292276	1.348275	-.9068503	-.7422367	-.961206	-1.548528	-.7268959	-.0117135
InsH2Bfabp_CD15_10dpf_VAST02_plate02_ACVR1C_201019_C06	201019	2	NB592																								insH2Bfabp	CD15	ACVR1C	1	0	0	2	1	10	.9611644	1	2	6.8133647	.2382072	.55496056	.3062664	1.2470656	1	43	92	265081	5523	5572	14325	3817	48	3.733e+09	1	2944375	107162	134	185	152	130	4	307312	160	13345.35	12159.303	2135256	-181.7234	-3.91e+07	4	3758.843	785289	1069527	20_ACVR1C	1	2	2	7.85	2	1	5	-.7847092	-1.19001	-1.12071	-2.103055	-.4800305	-1.644854	-1.222738	-.7708607	-.2584591	-.5549229	.63364	-1.390182	-1.856514	-2.10592	-2.10592	-2.690109	-.3756961	-.2971459	-.652593	-.8720565	-.260611	-.6238741	-.04687	-.5405975	-.5956607	-.7117243	-.0820846	-1.167544	-.6671554	.4739802
InsH2Bfabp_CD15_10dpf_VAST02_plate01_ACVR1C_201019_E02	201019	1	NB510																								insH2Bfabp	CD15	ACVR1C	1	0	0	2	1	10	1	1	2	9.2122052	0	.55496056	.5785032	.779416	1	11	11															187	548400	14566	23914.365	22224.398	3.48e+08	-776.0168	2.76e+07	0	3883.41	938907.5	1299080	20_ACVR1C	1	2	1	1.75	2	1	5	-.1247655	-.0355625	.0533578	-.4209948	-.1787219	.9124375	.828932	-2.479467	-.9896026	.8276041	.63364	-.6036857	-.2955083	.6200706	.7425627	.7086021	.2073785													
InsH2Bfabp_CD15_10dpf_VAST02_plate01_ACVR1C_201019_G05	201019	1	NB532																								insH2Bfabp	CD15	ACVR1C	1	0	0	2	1	10	.9290045	1	2	15.70795	1.191036	.34883235	.85074	2.0264816	1	33	33															20	850782	1474	21439.501	18345.885	3.16e+07	1050.821	-1.81e+08	0	4306.494	1166561	1586414	20_ACVR1C	1	2	1	3.433333	2	1	5	1.19001	1.683913	1.495624	1.394653	1.853367	.323715	.6632931	2.331313	.9118606	2.717438	-.7058794	1.059277	1.269605	-1.765589	-1.765589	-1.850193	-1.611169													
InsH2Bfabp_CD15_10dpf_VAST02_plate01_ACVR1C_201019_F07	201019	1	NB545																								insH2Bfabp	CD15	ACVR1C	1	0	0	2	1	10	1	1	2	7.7793204	.3062664	.41225642	.4423848	1.0911824	1	45	45	296481	6738	5264	14944	4016	44	4.192e+09	1	2827465	116042	107	193	171	141	71	453678	5120	19207.025	17097.111	9.83e+07	203.3747	-8.00e+07	25	3849.575	816078.5	1127547	20_ACVR1C	1	2	1	4.566667	2	1	5	-.3444652	-.8855009	-.7372129	-1.963007	-.7847092	-.6988986	-.9345893	-.4702759	-.4428217	-.1239993	-.2499428	-.9896026	-1.030411	-.9304992	-1.030411	-1.021236	-.8039453	-.6818606	-.4609147	0	-.4609147	-.4350152	.0703373	-.3094104	-.6238741	-.6238741	-1.167544	-.9799662	-.0585996	1.018561
InsH2Bfabp_CD15_10dpf_VAST02_plate01_ACVR1C_201019_D04	201019	1	NB522																								insH2Bfabp	CD15	ACVR1C	1	0	0	2	1	10	.9923444	1	2	6.2509099	.1020888	.55496056	.4423848	1.0132408	1	23	23																								3663.791	699769.3	967304.4	20_ACVR1C	1	2	1	2.783333	2	1	5	-1.087999	-2.30304	-1.963007	-1.762326	-1.495624	-2.069902	-1.083534	-1.348083	-.5840145	-.1239993	.63364	-1.534121																		
InsH2Bfabp_CD15_10dpf_VAST02_plate02_ACVR1C_201019_B07	201019	2	NB594																								insH2Bfabp	CD15	ACVR1C	1	0	0	2	1	10	.932633	1	2	12.467368	.3062664	.50739251	.3743256	1.4808904	1	45	94	353185	6664	5707	12052	4231	53	4.481e+09	1	4412144	159677	141	268	169	131	87	597718	7136	21674.535	20488.312	1.55e+08	-1090.334	-1.18e+08	11	4144.962	969801.6	1328494	20_ACVR1C	1	2	2	7.683333	2	1	5	.6036155	.2332042	.2332042	.1247655	.0355625	.1256613	.1709212	-.4702759	.0908251	-.4337449	.3099763	.1824072	-.0441451	-.6308035	-.5882894	-.5554726	-1.302173	-.0234286	-.0938433	-.0703373	-.1410246	-.2849259	-.5136787	-.1885222	.1174013	.2364492	.3094104	.3340819	-.164727	.5679139
InsH2Bfabp_CD15_10dpf_VAST02_plate01_ACVR1C_201019_D09	201019	1	NB558																								insH2Bfabp	CD15	ACVR1C	1	0	0	2	1	10	.9601859	1	2	9.3077309	.2722368	.26955227	.4764144	1.558832	1	9	58	332311	5730	5870	17421	6589	58	6.025e+09	2	3579625	132168	143	237	144	131	96	534702	7420	20496.939	19881.231	1.52e+08	-1594.61	-1.04e+08	49	3870.571	955177	1330588	20_ACVR1C	1	2	2	5.433333	2	1	5	-.1427029	.1427029	.2515118	-.1247655	.0711701	1.928072	.1346898	-.6036857	.2076192	.0908251	-1.412188	-.5742636	-.4082385	-.5062573	-.526427	-.6193067	-1.116319	.3464934	-.2124247	-.7117243	0	.4350152	.9427782	1.144693	-.2124247	-.260611	.4221751	-.3094104	-1.07948	.5679139
InsH2Bfabp_CD15_10dpf_VAST02_plate02_ACVR1C_201019_D04	201019	2	NB587																								insH2Bfabp	CD15	ACVR1C	1	0	0	2	1	10	.9555691	1	2	5.4564039	.2722368	.28540829	.4083552	1.0911824	1	38	87	138193	3455	3658	7732	2288	40	1.034e+09	1	25083	3560	22	93	50	12	46	393654	3696	23120.563	16842.629	8.55e+07	4399.161	-8.58e+07	0	3637.862	799405.2	987058.1	20_ACVR1C	1	2	2	8	2	1	5	-1.265551	-.939415	-1.614666	.2332042	-.3069713	.4698509	-1.439531	-.6036857	-.4428217	-.3186394	-1.308247	-1.994911	-1.555957	-1.231035	-1.310163	-1.185767	-.907229	-.9799662	-1.727309	-1.727309	-1.475095	-1.475095	-1.348275	-1.408853	-1.988748	-1.988748	-2.081555	-1.988748	-1.910454	-2.599139
InsH2Bfabp_CD15_10dpf_VAST02_plate01_ACVR1C_201019_A06	201019	1	NB534																								insH2Bfabp	CD15	ACVR1C	1	0	0	2	1	10	.8121599	1	2	11.791398	.2382072	.3012643	.6125328	1.4808904	1	35	35	339318	6402	4446	13989	4890	53	4.660e+09	1	3976317	179254	133	254	196	111	95	501674	8176	27492.574	24588.945	2.25e+08	179.6476	-1.62e+08	64	3846.537	873171.4	1210645	20_ACVR1C	1	2	1	3.6	2	1	5	-.363392	-.4209948	-.325661	-.0533578	-.5824202	.283331	-.6411449	-.7708607	.0908251	1.073839	-1.134514	.0577505	-.652491	-.5365922	-.4469245	-.1166431	-1.548805	-.0234286	-.1410246	-.260611	-.8382877	-.0703373	-.164727	.3840592	-.0703373	.5679139	-.1410246	.1174013	.7117243	-.554204
InsH2Bfabp_CD15_10dpf_VAST02_plate01_ACVR1C_201019_G04	201019	1	NB524																								insH2Bfabp	CD15	ACVR1C	1	0	0	2	1	10	.9860507	1	2	7.9703717	.1361184	.34883235	.170148	.6235328	1	25	25															157	517842	12150	25620.011	20910.768	3.11e+08	2386.591	2.71e+07	5	3798.157	883982.9	1165425	20_ACVR1C	1	2	1	2.916667	2	1	5	-.5203253	-.3824499	-.5614833	-1.19001	-.2332042	-1.724512	-.1346898	-1.150349	-1.994911	-1.044936	-.7058794	-.8994349	-.526427	.1684908	.1327815	.4537622	.1891184													
InsH2Bfabp_CD15_10dpf_VAST02_plate02_ACVR1C_201019_D01	201019	2	NB566																								insH2Bfabp	CD15	ACVR1C	1	0	0	2	1	10	.8326546	1	2	16.312091	.6465624	.36468837	.4764144	2.2603064	1	17	66															91	691294	8325	25233.185	24049.425	2.10e+08	-1481.354	-1.61e+08	18	4198.062	1123794	1524087	20_ACVR1C	1	2	2	6.35	2	1	5	.7607465	1.3491	1.19001	.363392	.7847092	-.283331	.2441136	.9762363	1.25212	.0908251	-.6136091	1.103669	.4665176	-.5778279	-.4275015	-.2441136	-1.491942													
InsH2Bfabp_CD15_10dpf_VAST02_plate02_ACVR1C_201019_C03	201019	2	NB579																								insH2Bfabp	CD15	ACVR1C	1	0	0	2	1	10	.5906	1	2	12.467368	.340296	.23784024	.510444	1.6367736	1	30	79	286238	5613	4416	15738	4880	51	4.528e+09	1	3417369	136224	117	235	188	128	95	579244	7035	20819.056	17806.371	1.46e+08	1028.757	-5.16e+07	75	4048.56	968545.6	1342042	20_ACVR1C	1	2	2	6.3	2	1	5	.3069713	.1968159	.3444652	.7607465	-.0177784		.8544474	-.2927191	.2841234	.3360381	-1.589968	.1824072	-.1327815	-.5365922	-.6094088	-.6411449	-.4938267	-.164727	-.5405975	-.8054488	-.9068503	-.1885222	.260611	.3340819	-.3094104	-.164727	-.8550502	-.3340819	.3714796	.2244208
InsH2Bfabp_CD15_10dpf_VAST02_plate01_ACVR1C_201019_F02	201019	1	NB511																								insH2Bfabp	CD15	ACVR1C	1	0	0	2	1	10	.988844	1	2	7.1106408	.1361184	.4915365	.5444736	.7014744	1	12	12	110951	2999	2817	3617	1182	37	3.820e+08	1	3192366	98021	127	254	135	93	141	452624	11490	22827.575	19162.274	2.62e+08	1533.429	2.66e+07	4	3776.965	853088.7	1169926	20_ACVR1C	1	2	1	1.8	2	1	5	-.6036155	-.6468477	-.5203253	-.1787219	.2791342		-.5764875	-1.150349	-1.368829	.6036857	.1907976	-1.234262	-1.060907	-.1327815	-.0088263	.0806576	.1709212	-1.144693	-2.196763	-2.196763	-1.988748	-1.988748	-1.727309	-1.727309	-.4350152	-.9427782	-.2971459	.1174013	-1.265736	-1.191022
InsH2Bfabp_CD15_10dpf_VAST02_plate01_ACVR1C_201019_D05	201019	1	NB529																								insH2Bfabp	CD15	ACVR1C	1	0	0	2	1	10	.9167653	1	2	5.391179	.2041776	.42811243	.4423848	1.0132408	1	30	30																								3365.601	706319	930488.6	20_ACVR1C	1	3	1	3.266667	3	1	5	-2.30304	-1.853367	-2.103055	-1.853367	-1.614666	1.003988	-1.611169	-.9371445	-.5840145	-.1239993	-.1406355	-2.221519																		
InsH2Bfabp_CD15_10dpf_VAST02_plate01_ACVR1C_201019_F03	201019	1	NB518																								insH2Bfabp	CD15	ACVR1C	1	0	0	2	1	10	1	1	2	12.746655	.510444	.53910454	.170148	.7014744	1	19	19															196	641016	14126	22881.763	21021.697	3.23e+08	-474.69	3.59e+07	0	4006.393	1060615	1382118	20_ACVR1C	1	3	1	2.383333	3	1	5	.1427029	.8340455	.4800305	-.0355625	.2149745	-.6268322	-.2998577	.3535393	-1.368829	-1.044936	.5262936	.2244998	.2224756	.7899149	.6094088	.5764875	.2998577													
InsH2Bfabp_CD15_10dpf_VAST02_plate02_ACVR1C_201019_A07	201019	2	NB593																								insH2Bfabp	CD15	ACVR1C	1	0	0	2	1	10	.0644489	0	1	13.937409	.340296	.52324853	.4423848	1.4808904	1	44	93	362885	6598	6195	20437	6855	55	6.727e+09	3	5872824	151007	173	251	190	130	77	536542	6463	18496.468	17410.375	1.20e+08	-854.6278	-6.75e+07	183	4103.171	973480.3	1325698	20_ACVR1C	1	3	2	7.416667	3	1	5	.5203253	.2515118	.2149745	.1427029	.4405008	.0675375	.0447762	-.2927191	.0908251	-.1239993	.4337449	.5742636	-.3701542	-.708116	-.652491	-.8544474	-.6193067	.1410246	0	-.1174013	.3094104	.7734564	1.548528	1.24006	1.100698	.04687	1.377932	.0234286	.4871272	.4739802
InsH2Bfabp_CD15_10dpf_VAST02_plate01_ACVR1C_201019_C05	201019	1	NB528																								insH2Bfabp	CD15	ACVR1C	1	0	0	2	1	10	.8324087	1	2	13.319808	.4083552	.3012643	.170148	.7014744	1	29	29	404383	6740	6454	11511	3202	60	4.442e+09	1	4407152	175764	139	292	186	112	259	718354	20438	27292.341	22837.855	5.58e+08	1921.567	2.20e+08	68	4044.15	999215.4	1399165	20_ACVR1C	1	3	1	3.216667	3	1	5	.2332042	.4800305	.5407898	.5407898	.2515118	.009641	1.222738	-.024739	-1.368829	-1.044936	-1.134514	.3623302	.5674293	1.586279	1.618134	1.548805	1.959964	.5270904	.260611	.0234286	.4871272	-.3340819	-.5956607	-.8382877	.0938433	.4871272	.1528651	.7422367	.248512	-.4479274
InsH2Bfabp_CD15_10dpf_VAST02_plate02_ACVR1C_201019_A05	201019	2	NB663																								insH2Bfabp	CD15	ACVR1C	1	0	0	2	1	10	1	1	2	8.2834057	.4083552	.55496056	.4083552	1.4808904	1	16	163																								3545.774	715440.7	1033115	20_ACVR1C	1	3	4	7.316667	3	1	5	-1.614666	-1.762326	-1.306186	-1.087999	.1427029	-2.665285	-.8805315	-.024739	.0908251	-.3186394	.63364	-.7488504																		
InsH2Bfabp_CD15_10dpf_VAST02_plate02_ACVR1C_201019_G02	201019	2	NB575																								insH2Bfabp	CD15	ACVR1C	1	0	0	2	1	10	.9912993	1	2	9.4142064	.4423848	.20612821	.5785032	1.4029488	1	26	75	251395	7856	6697	20035	8582	32	4.492e+09	2	149851	16024	48	120	89	27	148	491866	11869	22904.643	21627.763	2.72e+08	-1124.004	-3.23e+07	83	4044.235	916806	1213800	20_ACVR1C	1	3	2	6.966667	3	1	5	.2515118	-.2149745	-.2699041	-.2332042	-.2883881	-.6504763	-.4938267	.1239993	-.0329879	.8276041	-1.886627	-.5453304	-.6968199	-.0264816	.0618224	.1891184	-.2998577	-1.548528	-.7117243	.5679139	.6238741	-.2364492	1.408853	1.988748	-1.727309	-1.727309	-1.727309	-1.727309	-1.63141	-1.727309
InsH2Bfabp_CD15_10dpf_VAST02_plate01_ACVR1C_201019_B07	201019	1	NB542																								insH2Bfabp	CD15	ACVR1C	1	0	0	2	1	10	.5906228	1	2	14.752693	.510444	.80865682	.5785032	1.8705984	1	42	42															38	434552	2823	21708.583	20528.136	6.13e+07	-1100.456	-2.12e+08	15	3925.783	1000202	1447226	20_ACVR1C	1	3	1	4.333333	3	1	5	-.0355625	.5000764	.8340455	.5824202	.5407898	-.7237312	.5977601	.3535393	.6953402	.8276041	1.589968	.8871465	-1.310163	-1.447034	-1.499273	-1.439531	-1.850193													
InsH2Bfabp_CD15_10dpf_VAST02_plate01_ACVR1C_201019_D01	201019	1	NB503																								insH2Bfabp	CD15	ACVR1C	1	0	0	2	1	10	1	1	2	22.776848	.340296	.65009666	.2382072	3.507372	1	4	4															236	922266	18371	23612.462	23490.157	4.34e+08	-2481.786	7.80e+07	3				20_ACVR1C	1	3	1	1.275	3	1	5								-.2927191	2.331313	-.6235933	.8749908	2.717438	1.499273	1.310163	1.310163	1.083534	.828932													
InsH2Bfabp_CD15_10dpf_VAST02_plate02_ACVR1C_201019_C02	201019	2	NB571																								insH2Bfabp	CD15	ACVR1C	1	0	0	2	1	10	.9853008	1	2	8.1703256	.3062664	.34883235	.170148	.7014744	1	22	71	251249	7179	6219	16049	5653	35	3.943e+09	1	2623994	101495	105	195	171	110	183	481992	15106	25466.489	21873.613	3.85e+08	1165.167	7.37e+07	99	3855.736	860819.7	1114687	20_ACVR1C	1	3	2	6.233333	3	1	5	-.3069713	-.5407898	-.8594887	-1.056412	-.8340455	.5578848	-.9915265	-.4702759	-1.368829	-1.044936	-.7058794	-.8045964	-.7195031	.5674293	.7899149	.8544474	.7086021	-1.292276	-.7422367	.260611	.3589585	-.5679139	.4094043	.7734564	-.7734564	-.8720565	-1.348275	-.9427782	-.0585996	-.6238741
InsH2Bfabp_CD15_10dpf_VAST02_plate01_ACVR1C_201019_A04	201019	1	NB519																								insH2Bfabp	CD15	ACVR1C	1	0	0	2	1	10	.1530195	0	1	8.734577	.170148	.33297634	.2382072	1.2470656	1	20	20															75	360146	5919	27032.23	20015.154	1.60e+08	4792.146	-9.93e+07	108	3787.099	796683.6	1082731	20_ACVR1C	1	3	1	2.5	3	1	5	-.5407898	-.9962083	-.9817132	-.0711701	-.7607465	-.1062492	1.051875	-1.044936	-.2584591	-.6235933	-.8160462	-.664174	-1.687281	-.7899149	-.7899149	-.4938267	-1.051875													
InsH2Bfabp_CD15_10dpf_VAST02_plate02_ACVR1C_201019_E03	201019	2	NB581																								insH2Bfabp	CD15	ACVR1C	1	0	0	2	1	10	1	1	2	6.9264448	.2382072	.3964004	.170148	1.169124	1	32	81	126068	3075	2838	4802	1514	41	5.814e+08	2	2431856	90936	127	185	161	106	63	473384	5121	26535.557	18368.214	1.36e+08	6122.112	-7.77e+07	50	3547.502	783958.1	1026371	20_ACVR1C	1	3	2	6.683333	3	1	5	-1.552397	-1.265551	-1.3491	-1.394653	-1.306186	-1.816911	-1.680515	-.7708607	-.3623302	-1.044936	-.3711493	-1.348083	-.7899149	-1.030411	-1.000846	-.7318081	-.7794507	-.8720565	-1.842373	-1.988748	-1.842373	-1.63141	-1.548528	-1.548528	-.8720565	-1.24006	-.2971459	-1.167544	-.4094043	-.9068503
InsH2Bfabp_CD15_10dpf_VAST02_plate01_ACVR1C_201019_E01	201019	1	NB504																								insH2Bfabp	CD15	ACVR1C	1	0	0	2	1	10	1	1	2	15.70795	.0680592	.55496056	.340296	.7014744	1	5	5															217	642740	16051	26506.613	24403.1	4.25e+08	-600.1901	4.43e+07	6	4214.415	1063292	1421999	20_ACVR1C	1	3	1	1.35	3	1	5	.8594887	.8594887	.6468477	.325661	1.443299	-1.453252	.6857716	-1.619856	-1.368829	-.5074458	.63364	1.059277	.2588193	1.030411	.9441942	.9915265	.3949807													
InsH2Bfabp_CD15_10dpf_VAST02_plate02_ACVR1C_201019_F03	201019	2	NB662																								insH2Bfabp	CD15	ACVR1C	1	0	0	2	1	10	.8000588	1	2	6.0218042	.3743256	.68180869	.1361184	1.2470656	1	15	162																								3761.589	811547.6	1074028	20_ACVR1C	1	3	4	6.883333	3	1	5	-.7372129	-.9121265	-1.056412	-.9674216	-.9962083	-1.35029	-1.759036	-.1406355	-.2584591	-1.719484	1.003148	-1.684395																		
