filename	date	plate	index	D	E	F	G	H	I	J	K	L	M	N	O	P	Q	R	S	T	U	V	W	X	Y	Z	line	diet	Exp	overfeeding	cholesterol	glucose	VAST	Imaged	age	mmp28_nwt	mmp28_dich	qRNA	protein	ldl	gluc	tc	tg	Anders_batch	pos_bio	Löpnr	Volume	CellVolume_Av	CellVolume_Stdev	CellInt_Av	CellInt_Stdev	NrCells	CellInt_Tot	isletNr	IV	ISA	IED	IPAL1	IPAL2	IPAL3	LiverLipN	LiverArea	LiverLipArea	LiverLipInt_Av	LiverLipIntBG	LiverLipInt_Tot	LiverLipInt_Av_Res	LiverLipInt_Tot_Res	vld_area	length	dorsal_area	lateral_area	file	batch	tank	batch_bio	tod	tank_n	batch_n	nr_tanks	intlength	intdorsal_area	intlateral_area	intangle	inteye_area	intcurvature	intpig_dorsal_tail	intldl	inttg	inttc	intgluc	intprotein	intLiverArea	intLiverLipN	intLiverLipArea	intLiverLipInt_Tot	intLiverLipInt_Tot_Res	intNrCells	intVolume	intCellVolume_Av	intCellVolume_Stdev	intCellInt_Tot	intCellInt_Av	intCellInt_Stdev	intIV	intISA	intIED	intIPAL1	intIPAL2	intIPAL3
InsH2Bfabp_CD15_09dpf_VAST02_plate01_MMP28_210120_E02	210120	1	NI575																								insH2Bfabp	CD15	MMP28	1	0	0	2	1	9	.5664654	1	2	13.13611	4.2537	16.347552	8.4393408	17.380977	1	9	9																								3942.628	982751.4	1312673	56_MMP28	1	2	1	2.633333	2	1	5	.4074555	.4637077	.3798165	.0127893	1.685788	-1.465234	.2454314	-1.366707	2.166107	1.174987	-.4817269	.7835004																		
InsH2Bfabp_CD15_09dpf_VAST02_plate01_MMP28_210120_H04	210120	1	NI591																								insH2Bfabp	CD15	MMP28	1	0	0	2	1	9	.5233552	1	2	8.2214371	9.5963472	15.887728	4.1856408	6.1573864	1	25	25	125632	3395	4101	3414	1066	37	3.693e+08	1	2727792	88819	121	256	126	95										3611.767	762948.3	1007290	56_MMP28	1	2	1	4.133333	2	1	5	-.960637	-1.588183	-1.588183	-1.503722	-1.685788	.9103512	-1.951308	.0126601	.2169044	-1.281552	-.755415	-1.313873						-1.079224	-2.090361	-2.506447	-1.079224	-2.506447	-2.506447	-2.506447	-.563388	-1.026029	-.231311	.4930868	-1.195972	-.9275163
InsH2Bfabp_CD15_09dpf_VAST02_plate02_MMP28_210120_G03	210120	2	NI642																								insH2Bfabp	CD15	MMP28	1	0	0	2	1	9	.3557054	1	2	7.9051627	9.7324656	20.739669	7.5545712	3.8191384	1	27	76	316869	9053	8539	10690	2879	35	3.349e+09	1	2294213	98858	122	168	147	113	131	350237	11232	8889.5596	7324.6006	9.98e+07	439.8627	2.09e+07	75	3807.326	803218.4	1085109	56_MMP28	1	2	2	7.9	2	1	5	-.1930258	-1.138044	-1.002035	-.611579	-1.045226	-1.91931	-.5510015	.0506606	-.6665643	.722479	1.103063	-1.420179	-1.879026	.2440025	.2752391	.3707237	.4032736	-1.195972	.425144	2.090361	2.090361	.563388	.5279112	-.0764961	-.8814972	-.7533835	-.1689275	-1.331797	-.6744897	.1071952
InsH2Bfabp_CD15_09dpf_VAST02_plate02_MMP28_210120_A04	210120	2	NI644																								insH2Bfabp	CD15	MMP28	1	0	0	2	1	9	.4035773	1	2	11.102503	7.65666	17.298913	4.5259368	1.7147152	1	29	78	437934	5543	4850	17269	5181	79	7.195e+09	1	4287533	168696	142	237	205	128	266	638664	18584	16903.088	14135.348	3.14e+08	-92.81419	3.28e+07	43	3933.729	902510.4	1220349	56_MMP28	1	2	2	8.016666	2	1	5	.3524647	-.2454314	-.2985202	-1.045226	1.090461	-.4868373	-.2191533	-.5302197	-1.690622	-1.015222	-.1383042	-.2677537	.1822052	1.416509	1.26794	1.26794	.7226751	2.506447	1.720366	-.2628283	-.2946089	2.506447	1.720366	1.59929	.8814972	1.195972	.9755887	-.0611754	1.331797	.9512777
InsH2Bfabp_CD15_09dpf_VAST02_plate02_MMP28_210120_B01	210120	2	NIX05																								insH2Bfabp	CD15	MMP28	1	0	0	2	1	9	.5025938	1	2		13.509751	16.220704	9.2220216	2.0264816	1	17	115																								4321.186	1102096	1493417	56_MMP28	1	2	3	6.9	2	1	5	1.951308	1.685788	1.802743	1.090461	2.162077	-1.650205	.960637	.9878373	-1.335178	1.695398	-.5977601																			
InsH2Bfabp_CD15_09dpf_VAST02_plate01_MMP28_210120_E05	210120	1	NIX01																								insH2Bfabp	CD15	MMP28	1	0	0	2	1	9	.6148571	1	2		9.1539624	0	4.1856408	10.054466	1	13	111																								3427.353	785318.9	1089221	56_MMP28	1	2	3	4.4	2	1	5	-1.802743	-1.241867	-.960637	-1.802743	-.920823	.9528633	-.960637	-.1014517	1.549706	-1.281552	-2.575829																			
InsH2Bfabp_CD15_09dpf_VAST02_plate01_MMP28_210120_A07	210120	1	NI603																								insH2Bfabp	CD15	MMP28	1	0	0	2	1	9	.5218205	1	2	11.149327	14.938994	17.489186	6.976068	5.5338536	1	37	37	147666	3692	3563	3460	1302	40	4.838e+08	1	2904926	102690	145	205	158	113	99	512324	7934	8846.0982	7418.3622	7.02e+07	278.7483	-1.16e+07	2	3811.358	858023.4	1170180	56_MMP28	1	2	1	4.95	2	1	5	-.1670294	-.5810237	-.6427163	.521468	-.6270717	-.2221774	-.4923825	1.366707	.0253222	.426148	-.0752699	-.2389929	-.4362566	-.1822052	-.1515802	0	-.2752391	-.7133814	-1.49795	-1.873672	-1.873672	-2.090361	-1.873672	-1.873672	-.4588506	-.6744897	1.107003	-.7133814	-.475899	.1071952
InsH2Bfabp_CD15_09dpf_VAST02_plate02_MMP28_210120_E03	210120	2	NI641																								insH2Bfabp	CD15	MMP28	1	0	0	2	1	9	.0290263	0	1	7.9051627	10.17485	17.917298	9.4602288	3.0397224	1	26	75	182459	4678	4733	7968	2820	39	1.528e+09	2	2536036	99509	135	172	150	124	30	499972	2672	6992.4368	6702.7152	1.87e+07	-676.9109	-4.18e+07	47	3867.951	884910	1191115	56_MMP28	1	2	2	7.833333	2	1	5	.0639882	-.3524647	-.4923825	.0896424	-.2454314	.7544993	-.0383762	.1014517	-.9277537	1.959964	.0125335	-1.420179	-.5735608	-1.203157	-1.143064	-1.143064	-.8459325	-.8157657	-1.079224	-1.026029	-.425144	-.7133814	-.1689275	-.1071952	-.7533835	-.7133814	.5995885	-1.260977	-.6365926	.7332358
InsH2Bfabp_CD15_09dpf_VAST02_plate02_MMP28_210120_B03	210120	2	NI639																								insH2Bfabp	CD15	MMP28	1	0	0	2	1	9	.0332348	0	1	9.9514605	3.6751968	18.821091	7.4184528		1	24	73	229412	5098	5907	6293	2037	45	1.372e+09	1	2625552	104305	99	209	181	111	46	660294	3120	6391.4567	5883.1838	1.99e+07	-249.5333	-1.62e+07	2	3784.179	861163.6	1151234	56_MMP28	1	2	2	7.7	2	1	5	-.27188	-.5510015	-.7401917	-1.241867	-1.428802	-.5498568	-.809257	-1.4342		.6433454	.2923749	-.6744897	.4032736	-.7424226	-.9594156	-1.033853	-.3067468	-.2946089	-.563388	-.5995885	.425144	-.9275163	-.6744897	-.8814972	-.6744897	-.6365926	-1.000491	-.5279112	.425144	-.045869
InsH2Bfabp_CD15_09dpf_VAST02_plate02_MMP28_210120_H01	210120	2	NI631																								insH2Bfabp	CD15	MMP28	1	0	0	2	1	9	0	0	1	9.5677796	5.10444	14.841231	4.9002624	5.1441456	1	16	65	287411	5636	5293	15629	4583	51	4.538e+09	1	3770018	123855	140	208	178	112	169	588260	12656	23094.981	18984.294	2.92e+08	14.56418	-1.33e+08	40	3479.112	857395.3	1141424	56_MMP28	1	2	2	7.2	2	1	5	-1.503722	-.611579	-.7742626	.3253741	-.0639882	.5180898	.2985202	-1.096804	-.2039612	-.8964733	-1.058122	-.8616341	-.0907253	.6095368	.5037205	1.203157	-2.51073	.2946089	.231311	-.1379956	.1071952	1.195972	1.49795	1.331797	.3919137	.045869	.8157657	-.5995885	.3591108	.0152849
InsH2Bfabp_CD15_09dpf_VAST02_plate01_MMP28_210120_E09	210120	1	NI620																								insH2Bfabp	CD15	MMP28	1	0	0	2	1	9	.0355129	0	1	10.417355	8.6094888	16.458545	5.6829432	5.455912	1	5	54	217863	7513	6446	17477	6236	29	3.944e+09	1	1691201	85148	98	193	161	98	272	600044	19478	18933.91	16076.239	3.69e+08	-497.4456	2.97e+07	65	3775.223	854389.6	1195168	56_MMP28	1	2	2	6.266667	2	1	5	-.3798165	-.6744897	-.4354094	1.045226	.2191533	.5821887	-.0127893	-.3894143	-.0506606	-.4124631	-.4537622	-.4154975	.0302049	1.605273	1.416509	1.605273	.6463197	-1.59929	-.9275163	.9755887	.7533835	1.026029	2.090361	1.873672	-1.260977	-1.135663	-1.107003	-.9275163	-.2628283	-.7946292
InsH2Bfabp_CD15_09dpf_VAST02_plate01_MMP28_210120_B04	210120	1	NI586																								insH2Bfabp	CD15	MMP28	1	0	0	2	1	9	.0085023	0	1	9.8945172	12.590952	17.489186	3.913404	8.963284	1	20	20																								3983.65	1122658	1411202	56_MMP28	1	2	1	3.183333	2	1	5	.5810237	1.802743	1.138044	1.138044	.9014541	-.2505037	1.588183	.714776	1.194396	-1.644854	-.0752699	-.7098812																		
InsH2Bfabp_CD15_09dpf_VAST02_plate02_MMP28_210120_E01	210120	2	NI628																								insH2Bfabp	CD15	MMP28	1	0	0	2	1	9	.0297431	0	1	9.439886	4.3898184	14.539967	4.1516112	2.0264816	1	13	62															249	699714	19814	10129.581	8433.7942	2.01e+08	288.0547	8.88e+07	49	3839.609	941614.1	1303716	56_MMP28	1	2	2	7.05	2	1	5	-.0383762	.1670294	.27188	-.4354094	.6744897	1.092245	-.4354094	-1.275817	-1.335178	-1.372204	-1.200359	-.9454201	.6463197	1.338533	1.504199	.8899477	1.726056													
InsH2Bfabp_CD15_09dpf_VAST02_plate01_MMP28_210120_B09	210120	1	NIX04																								insH2Bfabp	CD15	MMP28	1	0	0	2	1	9	.0161016	0	1		6.3295056	12.446973	4.4919072	5.3779704	1	16	114																								3699.038	770544.8	1081445	56_MMP28	1	2	3	6.133333	2	1	5	-.7401917	-1.36114	-1.045226	-1.188354	.4354094	.0551186	1.503722	-.8166274	-.1269375	-1.058122	-1.695398																			
InsH2Bfabp_CD15_09dpf_VAST02_plate01_MMP28_210120_E08	210120	1	NI613																								insH2Bfabp	CD15	MMP28	1	0	0	2	1	9	.0095448	0	1	12.404137	8.9838144	20.21642	5.1384696	3.8191384	1	47	47	208187	5479	4810	21342	8400	38	3.877e+09	2	2080670	82187	97	203	145	103	52	529983	4544	5458.4905	4714.9247	2.48e+07	283.4457	2.34e+07	68	3745.356	852490.6	1183668	56_MMP28	1	2	1	5.85	2	1	5	-.5810237	-.7401917	-.521468	.5810237	-1.36114	.3661064	-1.241867	-.152506	-.6665643	-.722479	.8238936	.3259735	-.3707237	-.6463197	-.6095368	-.8459325	.4362566	-.9275163	-.9755887	-.2946089	-.3591108	.9755887	2.506447	2.506447	-1.135663	-1.195972	-1.195972	-.7738417	-.7133814	-.6179848
InsH2Bfabp_CD15_09dpf_VAST02_plate02_MMP28_210120_B02	210120	2	NIX06																								insH2Bfabp	CD15	MMP28	1	0	0	2	1	9	.0114138	0	1		9.3921696	17.980722	6.7378608	4.4426712	1	18	116	261724	4847	4103	15100	5150	54	3.873e+09	1	3061136	122626	113	207	174	134	208	447150	15279	17425.834	14361.781	2.66e+08	145.8005	-2.18e+07	13				56_MMP28	1	2	3	7.308333	2	1	5								-.0253222	-.3487557	.240426	.0501536		-.9836224	1.033853	.8899477	1.086838	-.4697212	.5455638	-.231311	-.8814972	-1.026029	.8814972	1.41001	1.49795	-.2946089	-.045869	-.6365926	-.6554235	.2946089	1.295575
InsH2Bfabp_CD15_09dpf_VAST02_plate01_MMP28_210120_B01	210120	1	NI567																								insH2Bfabp	CD15	MMP28	1	0	0	2	1	9	.0880682	0	1	14.704622	10.685294	19.265059	9.5623176	9.4309336	1	1	1	255120	6222	5514	7941	2922	41	1.971e+09	1	3191689	122254	118	237	159	128	32	736224	3120	8240.7747	7423.5242	2.57e+07	-333.0526	-5.62e+07	31	3895.191	1015874	1390342	56_MMP28	1	2	1	2.116667	2	1	5	.1670294	.8824176	1.002035	.1670294	.521468	-.7544993	.6427163	.1781746	1.366707	2.17009	.538836	1.313873	1.086838	-1.143064	-.9594156	-.7226751	-1.338533	-.5995885	-.3591108	.2946089	.200022	-.2946089	-.200022	-.045869	-.1379956	-.1071952	-.4084725	-.0611754	-.3754618	.9512777
InsH2Bfabp_CD15_09dpf_VAST02_plate01_MMP28_210120_H08	210120	1	NI616																								insH2Bfabp	CD15	MMP28	1	0	0	2	1	9	.0236031	0	1	9.9990847	3.1987824	17.996578	3.8793744	2.6500144	1	1	50	135297	6150	6079	6873	2337	22	9.703e+08	1	1539355	66845	86	222	103	102	26	411854	2224	5191.0139	4202.9349	1.15e+07	658.4199	2.54e+07	69	3377.238	813312.1	978848.6	56_MMP28	1	2	2	6	2	1	5	-1.951308	-1.002035	-1.951308	-.0896424	-.6744897	-1.388992	-2.568836	-1.593219	-1.008673	-1.811911	.0878448	-.6399237	-1.26794	-1.504199	-1.26794	-1.504199	.4697212	-2.090361	-1.59929	.231311	.5279112	-1.41001	-.5279112	-.3919137	-1.331797	-1.331797	-1.41001	-.2786834	-1.59929	-.6744897
InsH2Bfabp_CD15_09dpf_VAST02_plate01_MMP28_210120_B03	210120	1	NI579																								insH2Bfabp	CD15	MMP28	1	0	0	2	1	9	.4165797	1	2	11.04476	14.42855	11.78102	6.4315944	12.548598	1	13	13	336200	6592	5413	16402	5435	51	5.570e+09	1	2917448	122181	125	220	142	127	176	682166	12773	8755.3897	7788.6101	1.12e+08	-276.5517	1.91e+07	0	4104.592	971611	1250406	56_MMP28	1	2	1	2.816667	2	1	5	1.090461	.4354094	-.1930258	1.685788	1.299194	.0275488	-.3253741	1.194396	1.807354	.0125335	-1.811911	-.3113224	.5735608	.7226751	.5735608	.4362566	.3707237	.2946089	.5279112	.6365926	.1689275	1.49795	1.59929	1.720366	-.425144	-.1379956	.0918348	-.3591108	-.8372732	.8591751
InsH2Bfabp_CD15_09dpf_VAST02_plate01_MMP28_210120_C01	210120	1	NI568																								insH2Bfabp	CD15	MMP28	1	0	0	2	1	9	.4205541	1	2	12.822407	10.787383	20.628677	9.1539624	8.183868	1	2	2	270542	6764	4912	7456	2325	40	2.011e+09	2	2259025	108528	112	214	139	107	8	638876	480	9262.0625	7891.6995	4445790	100.7634	-9.14e+07	0	3938.118	959468.7	1365265	56_MMP28	1	3	1	2.166667	3	1	5	.3798165	.3524647	.7401917	1.428802	.2985202	.1381652	-.1153556	.2429027	.8708457	1.598193	1.036433	.5244005	.2130021	-2.51073	-2.51073	-2.095297	-1.726056	-.7133814	-.1071952	.6744897	-.200022	-.2628283	-.3591108	-.425144	-1.079224	-.5279112	-.7133814	-.4419345	-.8814972	-.3428553
InsH2Bfabp_CD15_09dpf_VAST02_plate01_MMP28_210120_C03	210120	1	NI580																								insH2Bfabp	CD15	MMP28	1	0	0	2	1	9	0	0	1	21.91978	13.475722	16.648817	5.0704104	5.7676784	1	14	14	373032	6323	6138	13186	3588	59	4.739e+09	1	3348039	141822	115	263	187	108	70	496585	7232	10526.603	8579.6912	7.61e+07	502.0042	-4.01e+07	31	3904.995	900357.1	1265584	56_MMP28	1	3	1	2.883333	3	1	5	.2191533	-.27188	-.0639882	.6744897	-.7069592	.0827304	1.951308	.9277537	.0760316	-.7721932	-.3988551	2.539185	-.6463197	-.4032736	-.2440025	.0907253	-.762464	.8814972	.9275163	.3591108	.563388	1.331797	1.135663	.5279112	.045869	.4588506	-.5279112	.7133814	.6554235	-.2786834
InsH2Bfabp_CD15_09dpf_VAST02_plate01_MMP28_210120_F01	210120	1	NI569																								insH2Bfabp	CD15	MMP28	1	0	0	2	1	9	.562255	1	2	12.195002	8.6435184	19.835876	9.2900808	5.84562	1	3	3	356285	6986	5190	10167	3056	51	3.653e+09	1	4177448	155527	141	247	191	119	164	824441	12804	10383.924	9216.5613	1.33e+08	-439.8271	-2225526	3	4044.324	992276.9	1385348	56_MMP28	1	3	1	2.266667	3	1	5	.7742626	.5810237	.8824176	.2985202	.7742626	-.2790326	.1930258	-.3622413	.1014517	1.811911	.6903088	.1397103	1.879026	.5735608	.6095368	.6463197	-.0907253	.2946089	.7133814	.7533835	.0764961	.7946292	.3919137	.1071952	.7946292	.7533835	.9042674	.1534432	.8372732	.3919137
InsH2Bfabp_CD15_09dpf_VAST02_plate01_MMP28_210120_B07	210120	1	NI604																								insH2Bfabp	CD15	MMP28	1	0	0	2	1	9	.7057679	1	2	12.71784	11.536034	14.857087	10.753354	4.3647296	1	38	38	242922	5398	6606	6937	2725	45	1.737e+09	3	3543572	128985	120	255	190	119	21	502912	2000	6504.4345	5930.1234	1.30e+07	-195.4559	-2.45e+07	62	3883.098	917239.7	1299334	56_MMP28	1	3	1	5.016667	3	1	5	.1411454	-.0896424	.2191533	.0383762	-.4923825	.3957253	-.1670294	.4586791	-.4031081	2.575829	-1.015222	.4770404	-.5383123	-1.605273	-1.605273	-1.416509	-.5383123	-.2946089	-.4930868	-.3591108	.9275163	-.4930868	-.4588506	-.1379956	.2628283	.1379956	-.2786834	.4084725	.7946292	.3919137
InsH2Bfabp_CD15_09dpf_VAST02_plate01_MMP28_210120_C09	210120	1	NI618																								insH2Bfabp	CD15	MMP28	1	0	0	2	1	9	.5927485	1	2	13.13611	9.8345544	14.730239	6.0912984	9.1971088	1	3	52	386135	5290	5121	5450	1691	73	2.131e+09	2	4163	1357	19	31	19	13	40	495844	2848	5973.5249	5425.621	1.70e+07	-93.30991	-5504129	18	4214.488	983932.8	1371112	56_MMP28	1	3	2	6.15	3	1	5	1.428802	.4923825	.809257	2.162077	.4923825		-.4637077	.0760316	1.304923	-.1891184	-1.150349	.7835004	-.6839988	-.8899477	-1.086838	-1.203157	-.1822052	1.970505	1.079224	-.425144	-.0764961	-.1689275	-1.331797	-1.49795	-1.873672	-1.873672	-1.873672	-1.873672	-1.873672	-1.873672
InsH2Bfabp_CD15_09dpf_VAST02_plate01_MMP28_210120_H03	210120	1	NI584																								insH2Bfabp	CD15	MMP28	1	0	0	2	1	9	.4000909	1	2	12.195002	8.677548	20.026148	5.0023512	3.8191384	1	18	18	227283	4288	3571	5897	2167	53	1.388e+09	1	3398383	128506	135	198	192	104	117	669424	9763	6151.352	5500.84	6.01e+07	-9.868578	3.53e+07	25	3955.897	945292.7	1281869	56_MMP28	1	3	1	3.1	3	1	5	.4354094	.2191533	.0896424	-.920823	.1411454	1.143702	.5510015	-.3219709	-.6665643	-.8238936	.722479	.1397103	.4362566	.0604375	.0604375	-.1822052	.8459325	.4419345	-.5995885	-1.331797	-1.720366	-.8372732	-1.026029	-.563388	.0764961	.0764961	.5995885	-.8372732	.8814972	-.5279112
InsH2Bfabp_CD15_09dpf_VAST02_plate01_MMP28_210120_F02	210120	1	NI576																								insH2Bfabp	CD15	MMP28	1	0	0	2	1	9	.6211044	1	2	13.13611	2.7563976	20.089572	6.6017424	5.066204	1	10	10																								4121.538	1038020	1398028	56_MMP28	1	3	1	2.666667	3	1	5	1.188354	1.045226	1.090461	-.2985202	1.241867	-.4560533	.611579	-1.690622	-.2298841	.1256613	.7891917	.7835004																		
InsH2Bfabp_CD15_09dpf_VAST02_plate01_MMP28_210120_F05	210120	1	NI594																								insH2Bfabp	CD15	MMP28	1	0	0	2	1	9	.0340282	0	1	6.8620595	8.9838144	10.274698	6.465624	9.5088752	1	28	28	285623	7720	7472	12789	4013	37	3.590e+09	1	2278309	98443	98	257	167	88	152	425506	11540	14131.278	11736.728	1.63e+08	145.1923	-4.70e+07	4	3544.087	762275.4	1035747	56_MMP28	1	3	1	4.433333	3	1	5	-1.188354	-1.685788	-1.299194	-1.951308	-1.138044	-.7183728	-1.685788	-.152506	1.4342	.0376083	-1.959964	-2.128045	-1.086838	.4362566	.338562	.762464	-1.086838	-1.079224	.1689275	1.41001	1.59929	.7133814	1.026029	.8814972	-.9275163	-.7946292	-1.107003	.5279112	-.0152849	-1.227826
InsH2Bfabp_CD15_09dpf_VAST02_plate01_MMP28_210120_F09	210120	1	NI621																								insH2Bfabp	CD15	MMP28	1	0	0	2	1	9	0	0	1	8.5351396	8.7115776	13.065357	6.635772	8.8074008	1	6	55	224126	5212	3578	9893	3838	43	2.164e+09	1	3129709	111735	105	233	211	96	71	497722	5068	4891.7015	4594.842	2.48e+07	-132.6622	2.70e+07	79	3823.468	834471.4	1169193	56_MMP28	1	3	2	6.316667	3	1	5	-.0896424	-.8452716	-.7069592	.3798165	-1.588183	-.0551186	.3253741	-.2822162	1.144237	.1636585	-1.439531	-1.250516	-.6095368	-.3707237	-.5037205	-.8899477	.5735608	-.4419345	-.7133814	-.4930868	-1.59929	-.1379956	.2628283	.7133814	-.200022	-.425144	-.8372732	-.1379956	1.41001	-.8591751
InsH2Bfabp_CD15_09dpf_VAST02_plate01_MMP28_210120_F03	210120	1	NI582																								insH2Bfabp	CD15	MMP28	1	0	0	2	1	9	0	0	1	11.985867	16.368238	18.916227	5.9211504	7.6382768	1	16	16	401541	7873	5938	7545	2420	51	3.252e+09	1	4587459	155816	150	260	173	112	355	843090	26188	21797.082	18020.613	5.71e+08	-74.09568	1.74e+08	33	3999.799	997361.1	1364248	56_MMP28	1	3	1	2.983333	3	1	5	.6744897	.611579	.7069592	-.1930258	.5659488	1.551094	.1411454	1.690622	.6824579	-.2663106	.3584588	-.0139262	2.095297	2.51073	2.51073	2.51073	2.51073	.2946089	1.195972	1.49795	.4588506	.4588506	-.3266899	-.2946089	1.079224	.7946292	1.49795	.6744897	.247039	.0152849
InsH2Bfabp_CD15_09dpf_VAST02_plate01_MMP28_210120_F07	210120	1	NI608																								insH2Bfabp	CD15	MMP28	1	0	0	2	1	9	.4556896	1	2	12.29957	12.454834	20.279844	8.4393408	1.4029488	1	42	42																								3975.048	1026700	1326341	56_MMP28	1	3	1	5.483333	3	1	5	.4923825	.960637	.4637077	-.8452716	1.138044	-1.551094	.1153556	.6824579	-1.955661	1.174987	.8964733	.2677537																		
InsH2Bfabp_CD15_09dpf_VAST02_plate01_MMP28_210120_F04	210120	1	NI589																								insH2Bfabp	CD15	MMP28	1	0	0	2	1	9	.3740374	1	2	11.04476	6.7718904	20.073716	5.3426472	8.4956344	1	23	23	180226	4743	5125	6356	1980	38	1.196e+09	1	2395416	80949	91	319	112	106	108	707870	8928	14675.019	10552.988	1.31e+08	2174.304	-4.39e+07	67	3771.539	910151.7	1316591	56_MMP28	1	3	1	4.033333	3	1	5	-.4074555	-.1670294	.4074555	-.1670294	-.0383762	.3077905	1.36114	-.6824579	.9878373	-.5680515	.755415	-.3113224	.762464	-.0604375	-.0302049	.6095368	-.9357584	-.9275163	-1.195972	-.9275163	-.0152849	-1.195972	-.6365926	-1.026029	-.8372732	-1.260977	-1.260977	1.720366	-1.41001	-.3919137
InsH2Bfabp_CD15_09dpf_VAST02_plate01_MMP28_210120_C02	210120	1	NI573																								insH2Bfabp	CD15	MMP28	1	0	0	2	1	9	.3979265	1	2	14.495487	4.6280256	17.013505	6.1933872	8.183868	1	7	7	281067	4608	3619	5921	1789	61	1.663e+09	1	3952337	156834	124	251	195	148	13	728631	1088	9733.1728	8481.3809	1.06e+07	-168.0655	-1.03e+08	26	3996.816	1021751	1389385	56_MMP28	1	3	1	2.516667	3	1	5	.6427163	.920823	.960637	1.188354	.8452716	2.132484	-.2985202	-1.144237	.8708457	-.1130385	-.2663106	1.250516	.9357584	-1.726056	-1.726056	-1.726056	-2.095297	.9755887	.0764961	-1.079224	-1.49795	-.5995885	-.9275163	-1.260977	.563388	.8372732	-.0305734	.2156401	.9755887	1.873672
InsH2Bfabp_CD15_09dpf_VAST02_plate02_MMP28_210120_C02	210120	2	NIX07																								insH2Bfabp	CD15	MMP28	1	0	0	2	1	9	.6481109	1	2		5.5468248	16.759809	6.1933872	9.1191672	1	19	117																								3634.693	846269.8	1063830	56_MMP28	1	3	3	7.366667	3	1	5	-.8824176	-.7742626	-1.138044	.27188	-.4637077	.4868373	-1.802743	-1.051717	1.247754	-.1130385	-.3718561																			
InsH2Bfabp_CD15_09dpf_VAST02_plate02_MMP28_210120_F02	210120	2	NI635																								insH2Bfabp	CD15	MMP28	1	0	0	2	1	9	.4363977	1	2	11.486184	10.276939	18.392979	7.1121864	1.94854	1	20	69	363087	5586	5822	17279	6363	65	6.059e+09	1	4198092	157913	140	269	159	117	87	593988	6688	9339.5371	7967.0658	6.25e+07	83.66747	-3.56e+07	40	3782.876	884521.2	1255939	56_MMP28	1	3	2	7.483333	3	1	5	-.2985202	-.3798165	-.1670294	1.36114	-.8452716	.8299034	-.7401917	.1269375	-1.4342	.5244005	.1383042	-.1537869	-.0302049	-.2752391	-.3067468	-.1515802	-.7226751	1.195972	.7946292	-.200022	.3919137	1.873672	1.873672	2.090361	.8372732	.9275163	.8157657	.8372732	-.3754618	.2786834
InsH2Bfabp_CD15_09dpf_VAST02_plate02_MMP28_210120_C01	210120	2	NI626																								insH2Bfabp	CD15	MMP28	1	0	0	2	1	9	.0367133	0	1	13.404588	11.536034	20.374981	6.5677128	6.3912112	1	11	60																							44	4063.809	1010161	1395935	56_MMP28	1	3	2	6.933333	3	1	5	.8452716	.7069592	1.045226	-.0127893	1.188354	-.8694237	.0127893	.4586791	.3086658	.0752699	.9345893	.9899016																		
InsH2Bfabp_CD15_09dpf_VAST02_plate02_MMP28_210120_C03	210120	2	NI640																								insH2Bfabp	CD15	MMP28	1	0	0	2	1	9	.404187	1	2	9.1840988	6.2274168	13.985006	6.1933872	10.132408	1	25	74	405329	7648	6930	13976	4328	53	5.554e+09	1	4488949	167058	124	251	197	124	57	651802	4599	8107.9569	6535.0229	3.73e+07	649.0316	-1.82e+07	37	3931.49	950930.2	1309712	56_MMP28	1	3	2	7.75	3	1	5	.3253741	.2985202	.3253741	.4074555	-.3798165	1.768825	.4923825	-.852495	1.690622	-.1130385	-1.310579	-1.036433	.3707237	-.5383123	-.5735608	-.4697212	-.4032736	.4419345	1.331797	1.331797	1.295575	1.41001	1.260977	1.260977	1.026029	1.135663	-.0305734	.2156401	1.107003	.7332358
InsH2Bfabp_CD15_09dpf_VAST02_plate02_MMP28_210120_F01	210120	2	NI629																								insH2Bfabp	CD15	MMP28	1	0	0	2	1	9	.6906734	1	2	10.718822	3.4369896	17.838018	3.9474336	1.558832	1	14	63	288203	5651	4651	11651	4197	51	3.524e+09	1	3239689	144292	126	246	158	107	302	711972	22766	14798.459	12383.82	3.37e+08	.3940213	1.08e+08	31	3768.021	891983.1	1259094	56_MMP28	1	3	2	7.1	3	1	5	-.4354094	-.3253741	-.1153556	-.809257	.0639882	-.6487755	-1.299194	-1.508944	-1.807354	-1.514102	-.0125335	-.3853205	.8034983	1.879026	1.879026	1.338533	1.879026	.2946089	.2946089	-.1071952	-.5995885	.6744897	.7533835	1.079224	-.1071952	.5279112	.1844524	.1071952	-.475899	-.3428553
