filename	date	plate	index	line	diet	Exp	overfeeding	cholesterol	glucose	VAST	Imaged	age	wtN214	inframeN214	frameshiftN214	wtN217	inframeN217	frameshiftN217	wtN220	inframeN220	frameshiftN220	glp1r_dich	qRNA	WT_KITA	mutant_KITA	KITA_confirmed	protein	ldl	gluc	tc	tg	Anders_batch	pos_bio	Löpnr	Volume	CellVolume_Av	CellVolume_Stdev	CellInt_Av	CellInt_Stdev	NrCells	CellInt_Tot	isletNr	IV	ISA	IED	IPAL1	IPAL2	IPAL3	LiverLipN	LiverArea	LiverLipArea	LiverLipInt_Av	LiverLipIntBG	LiverLipInt_Tot	LiverLipInt_Av_Res	LiverLipInt_Tot_Res	vld_area	length	dorsal_area	lateral_area	file	batch	tank	batch_bio	tod	tank_n	batch_n	nr_tanks	intlength	intdorsal_area	intlateral_area	intangle	inteye_area	intcurvature	intpig_dorsal_tail	intldl	inttg	inttc	intgluc	intprotein	intLiverArea	intLiverLipN	intLiverLipArea	intLiverLipInt_Tot	intLiverLipInt_Tot_Res	intNrCells	intVolume	intCellVolume_Av	intCellVolume_Stdev	intCellInt_Tot	intCellInt_Av	intCellInt_Stdev	intIV	intISA	intIED	intIPAL1	intIPAL2	intIPAL3
InsH2Bfabp_CD15_10dpf_VAST02_plate01_GLP1R_211018_G02	211018	1	NR780	insH2Bfabp	CD15	GLP1R	1	0	0	2	1	10	.04136197	.51881922	.43981881	0	.37493257	.61104118	0	.29568822	.48719244	1	4		5	0	17.761235	.3062664	.19027219	.3062664	.9352992	1	32	81	364615	5064	4260	8915	2846	72	3.254e+09	1	4731245	185300	129	263	193	144	153	624740	11392	6691.3107	5439.8221	7.62e+07	224.1121	3119116	4	4020.23	899400	1264044	96_GLP1R	3	3	4	6.3	3	3	4	-.0880656	-.4549811	-.3128614	-.6607511	-.8353711	-.9929082	.7164975	-.2334853	.7618428	-.313572	-.313572	1.601009	.3080234	-.4381324	-.4830894	-1.022696	.224227	1.087999	.5000764	-.9121265	-.8340455	0	-.3824499	-.1068681	.6913244	.8340455	-.2699041	.3824499	.5000764	.9121265
InsH2Bfabp_CD15_10dpf_VAST02_plate01_GLP1R_211018_C05	211018	1	NR746	insH2Bfabp	CD15	GLP1R	1	0	0	2	1	10	.96974371	0	.03025629	1	0	0	.97395861	.01299396	.01304743	0	1	1		0	5.4729388	.6125328	.15856016	.4423848	.779416	1	47	47	503166	6369	5413	8971	2428	79	4.418e+09	1	4560080	214108	150	213	198	158	277	792450	22108	14876.921	12440.898	3.29e+08	66.17081	9.01e+07	31	4305.421	1081251	1538727	96_GLP1R	3	3	3	2.666667	3	3	4	.8994349	.8994349	1.118958	-.2669941	1.301807	-1.260339	.0439901	1.683348	.3543496	.6866431	-.9271548	-1.366204	1.170163	.9567178	.9567178	1.170163	1.254453	1.19001	1.306186	.2149745	.2699041	.8340455	-.325661	-.5614833	.5000764	1.087999	.8340455	-.6250856	.8340455	1.853367
InsH2Bfabp_CD15_10dpf_VAST02_plate01_GLP1R_211018_E02	211018	1	NR778	insH2Bfabp	CD15	GLP1R	1	0	0	2	1	10				0	.31230127	.68769873	0	.12083694	.87916306	1	4		5	0	10.646958	.170148	.17441618	.2041776	.389708	1	30	79	352353	6909	5534	10379	2308	51	3.525e+09	1	3181008	130663	118	233	179	114	106	511206	8836	9664.7473	8257.6101	8.54e+07	-160.5577	-5.44e+07	35	3858.18	870225.5	1227363	96_GLP1R	3	3	4	6.116667	3	3	4	-.7745655	-.6607511	-.5549229	-.8994349	-1.543098	.0947312	-1.412188	-1.19838	-1.19838	-.9572095	-.5920066	-.0195843	-.4830894	-.8946621	-.8946621	-.8946621	-.529045	-.2149745	.325661	.8340455	.325661	.2699041	.5614833	-.7607465	-.5000764	-.2699041	-.6913244	-.2699041	.2149745	-.0266694
InsH2Bfabp_CD15_10dpf_VAST02_plate01_GLP1R_211018_A05	211018	1	NR744	insH2Bfabp	CD15	GLP1R	1	0	0	2	1	10	0	.7660133	.2339867	0	.4067099	.58474767	0	.0817087	.91259069	1	4		5	0	7.5209882	.3062664	.14270414	.3062664	.4676496	1	45	45	443741	7044	5906	9684	3094	63	4.381e+09	1	3850107	156922	143	257	139	133	166	651954	13609	7757.4981	6749.4365	1.06e+08	-270.437	1473756	66	3863.958	916821	1281585	96_GLP1R	3	3	3	2.516667	3	3	4	-.6069868	-.3128614	-.2669941	-.7164975	-.1323128	-1.37281	-.5549229	-.2334853	-.8979152	-.313572	-1.281552	-.650104	.529045	-.2658918	-.1829481	-.835874	.1012464	.6578441	.9121265	1.087999	.5614833	.6913244	.1068681	.1068681	0	.2149745	.5929846	.2149745	-.9962083	.6578441
InsH2Bfabp_CD15_10dpf_VAST02_plate01_GLP1R_211018_G01	211018	1	NR772	insH2Bfabp	CD15	GLP1R	1	0	0	2	1	10	0	.41907852	.58092148	0	.49352113	.50647887	0	.20130534	.79869466	1	4		5	0	17.006691	.6125328	.34883235	.5785032	1.2470656	1	24	73	285239	7709	6053	11786	4137	37	3.323e+09	1	3380008	141070	134	257	164	98	231	653018	17875	8809.7643	7803.1161	1.57e+08	-473.8962	2.84e+07	13	4132.794	976530.8	1364203	96_GLP1R	3	3	4	5.666667	3	3	4	.5043221	.2216821	.2216821	.2669941	.3128614	-.3878687	-.7745655	1.683348	1.683348	1.608653	1.053073	1.417797	.5761465	.529045	.6245627	-.3940442	.529045	-1.19001	-.5000764	1.443299	.6913244	.1068681	1.087999	1.19001	-.325661	-.1068681	.0800843	.2149745	-.5000764	-.9533248
InsH2Bfabp_CD15_10dpf_VAST02_plate01_GLP1R_211018_E01	211018	1	NR770	insH2Bfabp	CD15	GLP1R	1	0	0	2	1	10	0	.63189151	.30998363	0	.18353806	.79524018	.30262619	.15634416	.54102965	1	4		5	0	12.695008	.6125328	.19027219	.4423848	1.0132408	1	22	71	338023	6036	5679	9065	3215	56	3.137e+09	2	4191116	154849	139	220	167	143	377	842544	26442	16466.087	14224.661	4.35e+08	-470.4663	1.54e+08	22	4419.631	1125813	1584530	96_GLP1R	3	3	4	5.516667	3	3	4	1.205345	1.205345	1.301807	.7164975	1.412188	-.4921101	.7745655	1.683348	.9572095	.6866431	-.313572	.3393116	1.348744	1.746955	1.746955	1.585278	1.746955	.1068681	.1606864	0	.4405008	-.0533578	-.2699041	.2149745	.2149745	.0533578	.3539128	-.5000764	-.4113021	.7968608
InsH2Bfabp_CD15_10dpf_VAST02_plate01_GLP1R_211018_A01	211018	1	NR768	insH2Bfabp	CD15	GLP1R	1	0	0	2	1	10	0	.44616571	.55383429	0	.64398085	.35601915	.01201065	.08076349	.90722587	1	4		5	0	13.018384	.5444736	.3012643	.4764144	.779416	1	20	69	368685	5852	4530	10723	3644	63	3.874e+09	1	4555884	184193	131	371	161	110	225	473912	16547	12521.792	10925.787	2.07e+08	-483.3194	4274004	36	3815.799	828011.5	1106119	96_GLP1R	3	3	4	5.3	3	3	4	-.9674216	-1.040203	-1.118958	-1.707553	0	-1.505968	-1.707553	1.087257	.3543496	.8979152	.7363159	.5561256	-.779842	.4381324	.3507093	-.0202161	.2658918	.6578441	.5614833	-.2699041	-.6913244	.5614833	.7607465	.6250856	.4405008	.7607465	-.1606864	1.614666	-.5614833	-.3824499
InsH2Bfabp_CD15_10dpf_VAST02_plate01_GLP1R_211018_G06	211018	1	NR758	insH2Bfabp	CD15	GLP1R	1	0	0	2	1	10	.93598961	.01646644	.04754395	.93661851	0	.06338149	.93925807	0	.06074193	0	1	1		0	17.006691	.4764144	.33297634	.510444	1.0132408	1	10	59	624392	6861	6373	8281	2253	91	5.208e+09	1	7811308	244898	168	367	176	149	292	937720	23555	10277.153	9056.7828	2.42e+08	-500.5685	8.34e+07	0				96_GLP1R	3	3	4	3.641667	3	3	4								.7112601	.9572095	1.159742	.8979152	1.417797	1.585278	1.093456	1.456837	.3507093	1.093456	1.853367	1.853367	.6913244	.8340455	1.853367	-.5000764	-.8340455	1.614666	1.614666	1.443299	1.443299	.1068681	1.306186
InsH2Bfabp_CD15_10dpf_VAST02_plate01_GLP1R_211018_C07	211018	1	NR762	insH2Bfabp	CD15	GLP1R	1	0	0	2	1	10	1	0	0	.96244521	.03755479	0	.97187275	.00723883	.02088843	0	1	1		0	11.185919	.4083552	.26955227	.4764144	1.0132408	1	14	63	302587	6052	7244	7009	2649	50	2.218e+09	1	5350567	155609	169	298	179	132	271	943173	22641	10636.075	8900.8552	2.41e+08	44.18074	8.58e+07	15	4392.717	1205261	1659208	96_GLP1R	3	3	4	4	3	3	4	1.118958	1.937932	1.937932	1.707553	1.205345	.4393922	1.543098	.4377901	.9572095	.8979152	.4377901	.1771698	1.746955	.8946621	1.093456	.3080234	1.170163	-.3539128	-.1606864	.0533578	1.19001	-.6250856	-.8340455	-.2149745	.9121265	.1068681	1.614666	.9962083	.2149745	.5614833
InsH2Bfabp_CD15_10dpf_VAST02_plate01_GLP1R_211018_E06	211018	1	NR756	insH2Bfabp	CD15	GLP1R	1	0	0	2	1	10				0	.32278481	.67721519	0	0	1	1	4		5	0							8	57	808740	7033	7608	5732	1660	115	4.689e+09	1	11682878	391356	191	411	238	166	452	1245330	35045	18060.135	14769.78	6.33e+08	473.9341	3.39e+08	6				96_GLP1R	3	3	4	3.441667	3	3	4													2.405983	2.405983	1.973953	1.973953	1.973953	2.30304	2.30304	.9962083	1.853367	1.087999	-1.19001	-1.443299	2.30304	2.30304	2.30304	1.853367	1.614666	2.30304
InsH2Bfabp_CD15_10dpf_VAST02_plate01_GLP1R_211018_C06	211018	1	NR754	insH2Bfabp	CD15	GLP1R	1	0	0	2	1	10	0	.33770937	.66229063	0	.20461781	.79538219	0	.27868569	.41956334	1	4		5	0	9.0300772	.3743256	.22198422	.4083552	.779416	1	6	55	354032	6808	7345	6579	2346	52	2.376e+09	1	4108925	152625	134	255	185	112	205	592145	14728	16106.143	13612.659	2.37e+08	-101.0561	-2.93e+07		3976.792	903407.6	1249315	96_GLP1R	3	3	4	3.283333	3	3	4	-.2669941	-.4067242	-.4067242	.1323128	-.0439901	1.260339	-.6607511	.2334853	.3543496	.5024022	.1548709	-.3601299	.0202161	.1829481	.0202161	.224227	-.2658918	-.1068681	.3824499	.6250856	1.306186	-.5614833	-.9962083	-.6913244	.1606864	0	.0800843	.1068681	.325661	-.2149745
InsH2Bfabp_CD15_10dpf_VAST02_plate01_GLP1R_211018_A04	211018	1	NR788	insH2Bfabp	CD15	GLP1R	1	0	0	2	1	10				0	.42105587	.57894413	0	.14740495	.83449004	1	4		5	0	9.1378693	.4083552	.19027219	.2041776	.6235328	1	40	89	348058	6001	4569	14550	4135	58	4.823e+09	1	3402257	142189	110	278	198	105	217	516054	15852	15407.592	12779.896	2.44e+08	192.8411	-2557198	263	3890.245	891250.3	1222951	96_GLP1R	3	3	4	6.95	3	3	4	-.5043221	-.5043221	-.6069868	-1.118958	.0439901		-.9674216	.4377901	-.2334853	-.9572095	-.313572	-.2981024	-.4381324	.3507093	.1829481	.3940442	.0202161	.2149745	.2149745	-.0533578	-.6250856	1.19001	1.853367	1.087999	-.2699041	-.0533578	-1.041007	.5000764	.8340455	-.6250856
InsH2Bfabp_CD15_10dpf_VAST02_plate01_GLP1R_211018_G03	211018	1	NR786	insH2Bfabp	CD15	GLP1R	1	0	0	2	1	10	.93892617	.01553212	.04554171	1	0	0	.9532155	.03137196	.01541253	0	1	1		0	12.910592	.4764144	.17441618	.170148	1.4808904	1	38	87															328	704256	23454	12133.056	10418.914	2.85e+08	-267.9891	9.36e+07	39	4127.768	986923.5	1425064	96_GLP1R	3	3	4	6.816667	3	3	4	.4549811	.3128614	.6069868	0	.1323128	-.8483799	1.205345	.7112601	1.993984	-1.37468	-.5920066	.4450965	.835874	1.456837	1.348744	.835874	1.456837													
InsH2Bfabp_CD15_10dpf_VAST02_plate01_GLP1R_211018_E03	211018	1	NR784	insH2Bfabp	CD15	GLP1R	1	0	0	2	1	10	.95770013	.01756848	.02473139	.96318489	.03681511	0	.93925722	.03488308	.0258597	0	1	1		0	10.970335	.4423848	.14270414	.170148	.779416	1	36	85	481333	7891	6312	7621	2593	61	3.584e+09	1	5922993	218737	143	289	248	119	266	639713	19395	11361.041	9938.8393	2.20e+08	-467.8738	4.08e+07	0	3863.079	927871.7	1303596	96_GLP1R	3	3	4	6.65	3	3	4	-.7164975	-.1323128	-.1323128	-.4067242	-.5549229	.1903223	-.4549811	.5920066	.3543496	-1.37468	-1.281552	.1177699	.4381324	.835874	.726158	.1419788	.779842	.3539128	.9962083	1.614666	.7607465	.3824499	-.7607465	-.3824499	1.19001	1.19001	.5929846	.7607465	1.853367	.325661
InsH2Bfabp_CD15_10dpf_VAST02_plate01_GLP1R_211018_E05	211018	1	NR748	insH2Bfabp	CD15	GLP1R	1	0	0	2	1	10	.90336391	.01376147	.08287462	.94460901	.05539099	0	.97597534	.02402466	0	0	1	1		0	10.431374	.7486512	.3012643	.4083552	.8573576	1	49	49	351417	7172	5032	10808	3936	49	3.718e+09	1	4459221	158080	139	295	194	98	294	844916	22216	11935.53	10731.339	2.65e+08	-837.8476	6.68e+07	0	4518.376	1142591	1563475	96_GLP1R	3	3	3	2.816667	3	3	4	1.707553	1.412188	1.205345	1.301807	1.937932	.7197189	.1768208	2.423196	.6151411	.5024022	.7363159	-.1375134	1.456837	1.170163	1.022696	.5761465	.9567178	-.4405008	.2699041	1.19001	-.1068681	.4405008	.8340455	.7607465	.325661	.2699041	.3539128	.9121265	.6250856	-.9533248
InsH2Bfabp_CD15_10dpf_VAST02_plate01_GLP1R_211018_B03	211018	1	NR782	insH2Bfabp	CD15	GLP1R	1	0	0	2	1	10	.92155959	.01484008	.06360033	.9775712	.0224288	0	.94081769	.02511198	.03407033	0	1	1		0	12.910592	.3062664	.28540829	.4083552	.6235328	1	34	83	188060	8548	8749	9098	2671	22	1.785e+09	1	1670179	72984	95	207	122	97	87	437768	7070	8112.1054	6506.3711	5.74e+07	373.8442	-4.10e+07	29	4038.03	1012763	1415689	96_GLP1R	3	4	4	6.483333	4	3	4	.0880656	.6069868	.5549229	.6607511	.8994349	-.0473125	1.937932	-.2334853	-.2334853	.5024022	.5691847	.4450965	-1.170163	-1.093456	-1.093456	-1.348744	-.3940442	-1.614666	-1.19001	1.853367	2.30304	-.9121265	-.2149745	-.1606864	-1.306186	-1.443299	-1.614666	-.7968608	-1.306186	-1.087999
InsH2Bfabp_CD15_10dpf_VAST02_plate01_GLP1R_211018_H05	211018	1	NR751	insH2Bfabp	CD15	GLP1R	1	0	0	2	1	10	.04025157	.4451529	.51459553	0	.34294901	.65705099	0	.18964978	.73964041	1	4		5	0	16.791107	.510444	.15856016	.4764144	1.0132408	1	3	52	554117	6443	5379	10932	3645	86	6.077e+09	1	7091716	230931	152	248	236	148	223	591230	17702	8808.5859	7770.0964	1.56e+08	-435.7233	2.77e+07	42	4069.524	949898.4	1359239	96_GLP1R	3	4	4	3.05	4	3	4	.1768208	-.0439901	.1323128	-.9674216	-1.118958	1.672937	-.1323128	.8979152	.9572095	.8979152	-.9271548	1.189164	-.0202161	.3940442	.5761465	-.4381324	.4830894	1.443299	1.443299	.3824499	.2149745	2.30304	.9121265	.6913244	1.443299	1.443299	1.041007	.0533578	1.443299	1.19001
InsH2Bfabp_CD15_10dpf_VAST02_plate01_GLP1R_211018_D06	211018	1	NR755	insH2Bfabp	CD15	GLP1R	1	0	0	2	1	10				0	.42095101	.57904899	.02863095	.2431746	.71454365	1	4		5	0	13.772928	.4083552	.22198422	.2722368	.5455912	1	7	56	425683	6866	7157	8187	2896	62	3.489e+09	1	4723527	166182	142	271	173	118	245	647050	19600	10633.168	8756.6962	2.08e+08	213.0756	5.68e+07	42	4116.752	974796.1	1381295	96_GLP1R	3	4	4	3.35	4	3	4	.3593968	.1768208	.3128614	-.0880656	.1768208	-.9182451	.4549811	.4377901	-.5244005	-.5244005	.1548709	.8031726	.4830894	.6245627	.835874	.0202161	.8946621	.5000764	.8340455	.7607465	1.087999	.2149745	-.6250856	-.0533578	.6250856	.5000764	.5000764	.4405008	-.1606864	.2423479
InsH2Bfabp_CD15_10dpf_VAST02_plate01_GLP1R_211018_H01	211018	1	NR773	insH2Bfabp	CD15	GLP1R	1	0	0	2	1	10	.92031814	.01424807	.06543379	1	0	0	.92201481	.01830711	.05967808	0	1	1		0	20.456037	.5785032	.19027219	.2041776	.5455912	1	25	74	497937	5858	5251	8280	2632	85	4.248e+09	1	6294611	223028	152	290	188	146	227	776946	16641	8468.7263	6872.9587	1.41e+08	293.5833	3.39e+07	56	4648.816	1098627	1598616	96_GLP1R	3	4	4	5.716667	4	3	4	1.937932	1.118958	1.412188	1.205345	1.003148	.3878687	-.2216821	1.281552	-.5244005	-.9572095	-.313572	1.987428	1.022696	.4830894	.3940442	-.4830894	.6245627	1.306186	1.19001	-.2149745	.0533578	.6250856	-.5614833	-.325661	1.306186	1.306186	1.041007	.8340455	.3824499	1.087999
InsH2Bfabp_CD15_10dpf_VAST02_plate01_GLP1R_211018_B05	211018	1	NR745	insH2Bfabp	CD15	GLP1R	1	0	0	2	1	10	.0319	.2865	.6816	.00722941	.29122241	.67913247	0	.14989278	.79942209	1	4		5	0	6.5508595	.340296	.15856016	.340296	.4676496	1	46	46	300554	6679	7038	9851	3350	45	3.020e+09	1	2887170	128663	112	259	168	109	165	442668	13393	8149.0279	6847.7831	1.09e+08	3.888073	2714692	36	3728.173	777662.7	1072413	96_GLP1R	3	4	3	2.583333	4	3	4	-1.412188	-1.412188	-1.412188	-2.375107	-.3593968	-1.906358	-1.301807	0	-.8979152	-.1159498	-.9271548	-.9778975	-1.093456	-.3080234	-.2658918	-.726158	.1829481	-.7607465	-.325661	.5614833	.9962083	-.1606864	.2699041	.2699041	-.6913244	-.5000764	-.7968608	.325661	-.325661	-.5000764
InsH2Bfabp_CD15_10dpf_VAST02_plate01_GLP1R_211018_D01	211018	1	NR769	insH2Bfabp	CD15	GLP1R	1	0	0	2	1	10	.06702321	.55609923	.37687756	0	.18960292	.78749656	0	.21205058	.60752568	1	4		5	0	24.444344	.4423848	.17441618	.3743256	.4676496	1	21	70	373439	5574	4002	11931	4075	67	4.396e+09	1	4833473	181543	133	314	204	104	189	627138	14419	7915.0837	7059.1415	1.14e+08	-481.9432	2700926	2	3836.765	870943.3	1262414	96_GLP1R	3	4	4	5.45	4	3	4	-.8994349	-.6069868	-.3593968	-.6069868	-.7745655	-2.34813	.0880656	.5920066	-.8979152	.1744161	-.5920066	2.417559	.3507093	.1012464	-.0606815	-.6245627	.1419788	.8340455	.6250856	-.5000764	-1.19001	.7607465	1.19001	.9121265	.7607465	.6913244	-.0533578	1.245996	1.087999	-.6913244
InsH2Bfabp_CD15_10dpf_VAST02_plate01_GLP1R_211018_F01	211018	1	NR771	insH2Bfabp	CD15	GLP1R	1	0	0	2	1	10				0	.34688645	.59652015	0	.33156444	.64458362	1	4		5	0	14.850849	.4083552	.26955227	.3743256	1.0911824	1	23	72	559318	6215	5659	9547	3403	90	5.075e+09	2	8286957	248617	167	415	250	87	299	633782	23398	11540.921	10255.051	2.70e+08	-664.8394	8.30e+07	75	4247.928	1030768	1482397	96_GLP1R	3	4	4	5.583333	4	3	4	.6069868	.6607511	.7164975	-.0439901	.4549811	.6020065	-.5043221	.4377901	1.122762	.1744161	.4377901	.9778975	.3940442	1.348744	1.254453	.6744897	1.022696	1.614666	1.614666	.1068681	.3824499	1.614666	0	.3824499	1.853367	1.853367	1.306186	2.30304	2.30304	-1.443299
InsH2Bfabp_CD15_10dpf_VAST02_plate01_GLP1R_211018_D03	211018	1	NR783	insH2Bfabp	CD15	GLP1R	1	0	0	2	1	10	.23289782	.37569333	.39140885	0	.17059716	.8225762	0	.11502548	.84776273	1	4		5	0	4.6106022	.340296	.01585602	.1361184	.5455912	1	35	84	77245	6437	5008	10514	3405	12	8.717e+08	1	540730	32455	66	122	111	70										3729.214	737272.9	986205.8	96_GLP1R	3	4	4	6.6	4	3	4	-1.301807	-1.937932	-1.937932	.2216821	-.4549811		-1.937932	0	-.5244005	-1.993984	-2.423196	-1.601009						-2.30304	-2.30304	.2976668	-.2149745	-1.853367	.6913244	.4405008	-2.30304	-2.30304	-2.30304	-2.30304	-1.853367	-1.853367
InsH2Bfabp_CD15_10dpf_VAST02_plate01_GLP1R_211018_H06	211018	1	NR759	insH2Bfabp	CD15	GLP1R	1	0	0	2	1	10	.92013809	.01449942	.06536249	.90116444	.01833895	.08049661	.98140817	.00955527	.00903656	0	1	1		0	7.6287802	.3062664	.20612821	.2382072	.2338248	1	11	60	300166	5664	5286	9117	2412	53	2.715e+09	1	2795029	129887	108	231	172	111	41	453376	4320	6713.7086	6573.2006	2.90e+07	-1104.197	-7.09e+07	18	3567.124	768376.4	1078649	96_GLP1R	3	4	4	3.75	4	3	4	-1.937932	-1.707553	-1.301807	-1.301807	-1.301807	.9182451	-.2669941	-.2334853	-1.993984	-.7363159	-.0578776	-.6024495	-.9567178	-1.746955	-1.746955	-1.973953	-.726158	-.0533578	-.3824499	-.3824499	.1068681	-.325661	-.1068681	-.6250856	-.9121265	-.325661	-1.306186	-.325661	-.2699041	-.2699041
InsH2Bfabp_CD15_10dpf_VAST02_plate01_GLP1R_211018_D07	211018	1	NR763	insH2Bfabp	CD15	GLP1R	1	0	0	2	1	10	.96131436	.01428026	.02440539	1	0	0	.97115836	0	.02884164	0	1	1		0	11.940463	.5444736	.15856016	.6125328	.779416	1	15	64	416406	5865	4916	11232	4286	71	4.969e+09	2	5199313	193218	138	281	200	133	213	617826	16132	13642.592	11063.226	2.20e+08	473.6863	1.39e+07	57	4309.931	1058806	1496303	96_GLP1R	3	4	4	4.066667	4	3	4	.9674216	.7745655	.8994349	.9674216	.5549229	-.3373553	.9674216	1.087257	.3543496	1.993984	-.9271548	.2981024	.224227	.3080234	.3080234	.1012464	.4381324	.9962083	.6913244	-.1606864	-.2699041	1.306186	.9962083	1.306186	.8340455	.9121265	.2699041	.6578441	.9962083	.6578441
InsH2Bfabp_CD15_10dpf_VAST02_plate01_GLP1R_211018_D02	211018	1	NR777	insH2Bfabp	CD15	GLP1R	1	0	0	2	1	10	.01346661	.33502244	.65151094	0	.43546509	.54352788	0	.06781336	.93218664	1	4		5	0	8.5989089	.5785032	.20612821	.510444	.7014744	1	29	78															258	583514	19436	18620.952	16199.376	3.62e+08	-668.9742	3.42e+07	119	4122.689	1129910	1364293	96_GLP1R	3	4	4	6.033333	4	3	4	.4067242	1.301807	.2669941	2.375107	1.707553	.3373553	-2.375107	1.281552	.019283	1.159742	-.0578776	-.4235761	-.1829481	.779842	.779842	1.348744	.6744897													
InsH2Bfabp_CD15_10dpf_VAST02_plate01_GLP1R_211018_B02	211018	1	NR775	insH2Bfabp	CD15	GLP1R	1	0	0	2	1	10	0	.34198293	.65801707	0	.3441686	.6558314	0	.20060343	.78910723	1	4		5	0	13.34176	.6125328	.15856016	.170148	.4676496	1	27	76															174	597556	14586	8258.5285	7145.8389	1.20e+08	-241.8202	6980689	46	4275.799	998632.2	1401378	96_GLP1R	3	4	4	5.883333	4	3	4	.7164975	.4549811	.4549811	-.4549811	.6069868	-.2387225	-1.118958	1.683348	-.8979152	-1.37468	-.9271548	.6024495	.0606815	-.1829481	-.0202161	-.5761465	.3080234													
InsH2Bfabp_CD15_10dpf_VAST02_plate01_GLP1R_211018_D05	211018	1	NR747	insH2Bfabp	CD15	GLP1R	1	0	0	2	1	10	.96025719	.01118874	.02855407	.95743576	.04256424	0	.97265585	.01111739	.01622676	0	1	1		0	10.970335	.1361184	.26955227	.3743256	.5455912	1	48	48	424636	9651	7578	10224	3154	44	4.464e+09	2	4689084	164309	133	301	215	110	250	711257	17615	12951.161	10741.551	2.28e+08	165.6125	2.96e+07	18	4285.751	1056234	1508760	96_GLP1R	3	4	3	2.75	4	3	4	.7745655	.7164975	.9674216	.7745655	1.003148	-.1423641	1.040203	-1.608653	-.5244005	.1744161	.4377901	.1177699	.8946621	.6744897	.529045	.1829481	.5761465	-.8340455	.7607465	2.30304	1.614666	.9121265	.4405008	.1606864	.5614833	.4405008	-.0533578	1.087999	1.306186	-.3824499
InsH2Bfabp_CD15_10dpf_VAST02_plate01_GLP1R_211018_H07	211018	1	NR767	insH2Bfabp	CD15	GLP1R	1	0	0	2	1	10	.95299123	.01255318	.03445559	.95422879	0	.04577121	.96579111	.00689655	.02731234	0	1	1		0	16.46773	.510444	.34883235	.5444736	.9352992	1	19	68															256	806568	19123	16454.001	13959.657	3.15e+08	-166.7344	3.99e+07	5	4288.561	1176162	1599947	96_GLP1R	3	4	4	4.383333	4	3	4	.8353711	1.707553	1.543098	.1768208	.8353711	-.5462332	1.301807	.8979152	.7618428	1.326678	1.053073	1.113194	1.254453	.726158	.6744897	1.022696	.726158													
InsH2Bfabp_CD15_10dpf_VAST02_plate01_GLP1R_211018_F05	211018	1	NR749	insH2Bfabp	CD15	GLP1R	1	0	0	2	1	10				.00653925	.39726869	.59619206	.12283661	.23805148	.6391119	1	4		5	0	6.9820278	.4083552	.22198422	.2382072	.3117664	1	1	50															232	612946	17560	13638.141	11929.208	2.39e+08	-562.8002	1.28e+07	52	3466.471	922144.5	1123390	96_GLP1R	3	4	4	2.883333	4	3	4	-2.375107	-.1768208	-.9674216	-1.937932	.7164975	-.6020065	-.4067242	.4377901	-1.541986	-.7363159	.1548709	-.7502154	.1419788	.5761465	.4830894	.2658918	.3507093													
InsH2Bfabp_CD15_10dpf_VAST02_plate01_GLP1R_211018_H03	211018	1	NR787	insH2Bfabp	CD15	GLP1R	1	0	0	2	1	10	1	0	0	.95415118	0	.04584882	.92751806	0	.07248194	0	1	1		0	16.898899	.510444	.12684813	.170148	.779416	1	39	88	302532	6437	4793	9332	4036	47	2.979e+09	1	4023608	155863	128	235	193	145	330	769114	23390	13939.073	12214.78	3.26e+08	-602.1998	9.26e+07	0	4344.441	1075404	1538203	96_GLP1R	3	4	4	6.883333	4	3	4	1.040203	.8353711	1.040203	.4549811	.5043221	-.4393922	1.412188	.8979152	.3543496	-1.37468	-1.481544	1.272699	.9567178	1.585278	1.170163	1.093456	1.348744	-.6250856	-.2149745	.2976668	-.4405008	-.2149745	-.0533578	.8340455	.0533578	.1606864	-.325661	-.2149745	.5000764	.9962083
InsH2Bfabp_CD15_10dpf_VAST02_plate01_GLP1R_211018_F06	211018	1	NR757	insH2Bfabp	CD15	GLP1R	1	0	0	2	1	10	0	.32371699	.67628301	.00715015	.30779707	.68505277	0	.17841449	.82158551	1	4		5	0	6.6586516	.2041776	.3012643	.2041776	.3117664	1	9	58	168962	4567	4026	5768	2104	37	9.361e+08	1	1839909	84735	111	179	137	93	186	476766	13523	19118.633	16555.041	2.59e+08	-595.157	-7.76e+07	97	3677.63	805222.2	1151742	96_GLP1R	3	4	4	3.533333	4	3	4	-1.707553	-1.301807	-.7164975	-1.543098	-1.707553		-.8353711	-.9881546	-1.541986	-.9572095	.7363159	-.9165567	-.726158	.0202161	-.224227	.4830894	-.779842	-1.19001	-1.306186	-1.306186	-.9962083	-1.614666	-1.087999	-.9962083	-1.19001	-1.19001	-.9121265	-1.306186	-1.087999	-1.306186
