filename	date	plate	index	line	diet	Exp	overfeeding	cholesterol	glucose	VAST	Imaged	age	fto_nwt	fto_dich	qRNA	protein	ldl	gluc	tc	tg	Anders_batch	pos_bio	Löpnr	Volume	CellVolume_Av	CellVolume_Stdev	CellInt_Av	CellInt_Stdev	NrCells	CellInt_Tot	isletNr	IV	ISA	IED	IPAL1	IPAL2	IPAL3	LiverLipN	LiverArea	LiverLipArea	LiverLipInt_Av	LiverLipIntBG	LiverLipInt_Tot	LiverLipInt_Av_Res	LiverLipInt_Tot_Res	vld_area	length	dorsal_area	lateral_area	file	batch	tank	batch_bio	tod	tank_n	batch_n	nr_tanks	intlength	intdorsal_area	intlateral_area	intangle	inteye_area	intcurvature	intpig_dorsal_tail	intldl	inttg	inttc	intgluc	intprotein	intLiverArea	intLiverLipN	intLiverLipArea	intLiverLipInt_Tot	intLiverLipInt_Tot_Res	intNrCells	intVolume	intCellVolume_Av	intCellVolume_Stdev	intCellInt_Tot	intCellInt_Av	intCellInt_Stdev	intIV	intISA	intIED	intIPAL1	intIPAL2	intIPAL3
InsH2Bfabp_CD15_09dpf_VAST02_plate02_FTO_201118_D05	201118	2	NC383	insH2Bfabp	CD15	FTO	1	0	0	2	1	9	.1000534	0	1	3.5350592	.2722368	.20612821	.3743256	.3117664	1	1	99	211907	5577	5024	13344	5717	38	2.980e+09	1	1910648	95128	101	187	149	101	263	690309	18401	25090.245	20038.134	4.62e+08	40.42232	7.80e+07		3858.78	971850.3	1291589	30_FTO	1	2	3	9.183333	2	1	5	-.223522	-.1118291	-.085363	-.4719166	-.5068716	.2477242	-.3231583	-.4128199	-1.593219	-.8207921	-.9288995	-1.559487	.2026405	.9338816	.5370387	.3745042	.5582959	-.9674216	-1.515006	-1.079639	-.982695	-.9523705	-.2007308	.8389183	-1.823803	-1.268707	-1.518899	-1.461277	-.9523705	-1.029957
InsH2Bfabp_CD15_09dpf_VAST02_plate02_FTO_201118_E02	201118	2	NC363	insH2Bfabp	CD15	FTO	1	0	0	2	1	9	.7436293	1	2		.340296	.26955227	.3743256	.2338248	1	30	79	412797	7117	6962	21054	5293	58	8.565e+09	1	4269766	155099	137	265	169	123	211	518418	16890	17404.336	14362.012	2.94e+08	-1762.003	1015455	54	3788.683	887631.5	1187212	30_FTO	1	2	2	7.983333	2	1	5	-.3661064	-.6530894	-.5361763	-.590591	-.5361763	1.294038	-.6530894	-.1397103	-1.997678	-.8207921	-.3511308		-.6460481	.1654204	.2401435	-.2590192	.1100008	.4621979	.5200145	.0284883	.6864582	1.268707	1.461277	.5048896	.1813911	.3386831	.1046335	.639147	-.191052	.191052
InsH2Bfabp_CD15_09dpf_VAST02_plate01_FTO_201118_H02	201118	1	NC302	insH2Bfabp	CD15	FTO	1	0	0	2	1	9	.9565303	1	2	8.5742017	.0680592	.12684813	1.1229768	.7014744	1	18	18	360476	7068	6264	14232	5399	51	5.160e+09	1	3759512	131193	154	248	151	117	197	381002	16181	17192.473	14672.984	2.78e+08	-2296.198	-1.97e+07	52	3491.439	757789.3	1029541	30_FTO	1	2	1	3.583333	2	1	5	-1.703709	-2.316189	-1.703709	-2.704083	-1.635039	-2.294895	.1987405	-1.537451	-.7321905	2.719607	-2.061917	-.1940281	-1.748994	0	.1468991	-.3549491	-.0182976	.0284883	.0958193	.0094949	.0855575	.0665126	.1046335	.6160238	-.0474919	-.2396442	.8801318	.2494273	-.9228975	-.1813911
InsH2Bfabp_CD15_09dpf_VAST02_plate02_FTO_201118_F02	201118	2	NC366	insH2Bfabp	CD15	FTO	1	0	0	2	1	9	.0606291	0	1	3.3207283	.4083552	.23784024	.4423848	.389708	1	33	82	574307	7270	7248	13922	3841	79	8.320e+09	1	5037453	205494	139	269	222	130	207	673738	16015	19222.383	13527.404	3.08e+08	921.1423	2.82e+07		4079.268	1017833	1369811	30_FTO	1	2	2	8.183333	2	1	5	.5165903	.2338924	.2586331	-1.048256	.2763062	-1.431895	.2338924	.0737913	-1.274138	-.2737019	-.6796407	-1.969018	.1100008	.0732517	.0916108	-.1839985	.2401435	1.335178	1.222883	.1237476	.8942052	1.187962	-.0094949	-.3186394	.7860842	1.114298	.191052	.6626172	1.312374	.5375191
InsH2Bfabp_CD15_09dpf_VAST02_plate01_FTO_201118_D02	201118	1	NC291	insH2Bfabp	CD15	FTO	1	0	0	2	1	9	.9807251	1	2	7.0927032	.170148	.47568048	.2041776	1.0132408	1	7	7	196322	8180	5810	17565	4921	24	3.374e+09	1	1434627	78447	93	164	131	97	138	431746	10763	33908.176	26578.04	3.65e+08	2079.528	-1.23e+08	153	3581.32	798119.2	1039082	30_FTO	1	2	1	2.75	2	1	5	-1.214676	-1.631714	-1.573313	-1.778374	-.9143286	-1.953802	-.7406526	-1.154327	-.2907509	-1.564726	.9674216	-.5733119	-1.210004	-.526501	-.6015928	.0182976	-.7390873	-2.277988	-1.931388	.6864582	-.2987229	-.639147	.8942052	.3791918	-2.076164	-2.076164	-1.934674	-2.277988	-1.518899	-1.290233
InsH2Bfabp_CD15_09dpf_VAST02_plate01_FTO_201118_B05	201118	1	NC308	insH2Bfabp	CD15	FTO	1	0	0	2	1	9	1	1	2	13.314997	.3062664	.4915365	.6465624	1.169124	1	24	24	204433	6389	4958	18299	6770	32	3.583e+09	2	2053426	81529	90	203	160	117	224	457544	14782	26125.215	21808.053	3.86e+08	-759.1873	-2.58e+07	26	3566.858	869552.6	1112863	30_FTO	1	2	1	4.1	2	1	5	-1.329529	-.8588724	-.9950172	-.7406526	.3661064	-1.253167	-.550186	-.2907509	-.0820078	1.138523	1.063442	.6580757	-.9772061	.3942037	-.0366013	.0732517	-.0732517	-1.549706	-1.648566	-.4834336	-1.046231	-.5485223	1.079639	1.312374	-1.652244	-1.934674	-2.277988	-.9674216	-.5819415	-.1813911
InsH2Bfabp_CD15_09dpf_VAST02_plate01_FTO_201118_A08	201118	1	NC328	insH2Bfabp	CD15	FTO	1	0	0	2	1	9	.9693859	1	2	8.0803689	.2041776	.44396845	.5785032	1.169124	1	44	44	278567	6633	5287	17242	5954	42	4.647e+09	1	3027786	117330	106	247	186	124	195	451874	15271	19388.665	16456.373	2.96e+08	-1948.547	-3.03e+07	43	3413.781	875249.9	1040846	30_FTO	1	2	1	5.566667	2	1	5	-1.871871	-.7634326	-1.517059	-.8588724	.1540745	-1.541528	-1.977854	-.8439581	-.0820078	.689997	.7321905	-.3862646	-1.038	-.0366013	.0366013	-.2213531	-.1100008	-.5932254	-.7295769	-.2987229	-.7353585	-.2007308	.8122178	1.013951	-.5485223	-.6160238	-1.382994	.2007308	.2690661	.2592342
InsH2Bfabp_CD15_09dpf_VAST02_plate02_FTO_201118_G02	201118	2	NC369	insH2Bfabp	CD15	FTO	1	0	0	2	1	9	1	1	2	5.356872	.4423848	.3012643	.510444	.7014744	1	36	85															210	553622	13957	16942.226	13112.894	2.36e+08	-929.362	-3.65e+07		3819.599	872109.7	1168715	30_FTO	1	2	2	8.316667	2	1	5	-.294066	-.8343042	-.6585199	-1.413413	-.5962318	.2290365	-1.247187	.2062427	-.7321905	.2062427	-.0820078	-.92178	-.5370387	.1376577	-.2213531	-.6015928	-.1468991													
InsH2Bfabp_CD15_09dpf_VAST02_plate02_FTO_201118_A05	201118	2	NC375	insH2Bfabp	CD15	FTO	1	0	0	2	1	9	.9511125	1	2	16.180583	.6125328	.33297634	.6465624	1.8705984	1	42	91	359880	8369	6589	4857	1640	43	1.756e+09	1	4311059	136271	134	230	211	95	316	801292	22111	12301.831	11092.645	2.72e+08	-3475.702	3.13e+07		4002.227	1211646	1488423	30_FTO	1	2	2	8.733334	2	1	5	.3119191	1.247187	.8391938	-.2871825	1.146228	-1.074478	-.2871825	.809373	.7868451	1.138523	.0902298	1.450737	.8390169	1.537841	1.210004	-.4140573	.2970565	-.5157048	.0574353	.8389183	.3588638	-1.582058	-1.731664	-1.731664	.2396442	-.0855575	.0189907	-.3894143	1.079639	-1.461277
InsH2Bfabp_CD15_09dpf_VAST02_plate01_FTO_201118_G02	201118	1	NC300	insH2Bfabp	CD15	FTO	1	0	0	2	1	9	.8740344	1	2	16.673061	.510444	.68180869	.2041776	.3117664	1	16	16	435617	6915	7389	12205	3747	63	5.231e+09	1	4515837	181699	143	289	156	151	210	846396	16607	20810.954	14934.2	3.46e+08	1051.524	4.35e+07	1				30_FTO	1	2	1	3.383333	2	1	5								.4669679	-1.593219	-1.564726	2.333769	1.812363	1.102894	.1376577	.2026405	-.0549173	.3355287	.6160238	.5869282	-.0665126	.982695	.0855575	-.3996777	-.3791918	.3996777	.8122178	.3894143	.9523705	-.6626172	1.582058
InsH2Bfabp_CD15_09dpf_VAST02_plate01_FTO_201118_C08	201118	1	NC334	insH2Bfabp	CD15	FTO	1	0	0	2	1	9	1	1	2	10.253233	.170148	.25369626	.4423848	1.3250072	1	1	50															230	504652	18814	23764.843	19731.654	4.47e+08	-967.3035	6.83e+07	14	3572.183	806298.8	1098119	30_FTO	1	2	2	5.966667	2	1	5	-1.289343	-1.5699	-1.113937	-1.325723	-1.179761	-.1183415	-1.325723	-1.154327	.098458	-.2737019	-.5225216	.1761961	-.7390873	.4340756	.6918188	.2970565	.5160215													
InsH2Bfabp_CD15_09dpf_VAST02_plate02_FTO_201118_A02	201118	2	NC351	insH2Bfabp	CD15	FTO	1	0	0	2	1	9	.5943396	1	2	5.5712029	.3062664	.23784024	.4764144	.6235328	1	18	67	433232	6279	5664	10901	3709	69	4.441e+09	1	4831947	181636	143	299	188	121	248	826911	15243	13571.807	11400.392	2.07e+08	-2524.717	-3.87e+07	42	4283.871	1108706	1493507	30_FTO	1	2	2	7.216667	2	1	5	1.146228	.7866157	.8636957	.9096375	.6585199	.8972881	.5106602	-.2907509	-.9415848	-.0163839	-.6796407	-.8952951	1.038	.6125922	.0182976	-.788068	-.1839985	.852495	.5643454	-.5265806	-.4621979	-.2987229	-.5932254	-.4203327	.5932254	.7860842	.3894143	1.079639	.3386831	.0950912
InsH2Bfabp_CD15_09dpf_VAST02_plate01_FTO_201118_A02	201118	1	NC286	insH2Bfabp	CD15	FTO	1	0	0	2	1	9	.0513387	0	1	13.314997	.170148	.20612821	.6125328	1.558832	1	2	2	300330	5667	5219	9773	2794	53	2.811e+09	1	3508976	146506	111	276	179	113	105	583720	8279	51678.031	53755.564	4.28e+08	-8321.002	-4.95e+08	61	3655.252	921665.9	1236006	30_FTO	1	2	1	2.266667	2	1	5	-.7916386	-.433869	-.3844023	-1.247187	-.2410404	-1.337194	1.247187	-1.154327	.3686102	.8795835	-.9288995	.6580757	-.3745042	-1.007138	-.9772061	.1839985	-2.292136	.2104284	-.434229	-1.013951	-.7860842	-1.046231	-.9523705	-1.114298	-.2201458	.1046335	-1.150349	.7604767	.1237476	-.3690087
InsH2Bfabp_CD15_09dpf_VAST02_plate01_FTO_201118_D05	201118	1	NC314	insH2Bfabp	CD15	FTO	1	0	0	2	1	9	0	0	1	12.129798	.2382072	.3012643	.5785032	.2338248	1	30	30	326740	9610	6803	10313	3541	34	3.107e+09	3	3974981	125019	141	200	190	112	253	695096	19296	17998.011	14953.345	3.47e+08	-1781.263	4.49e+07	31	3713.167	932357.8	1293323	30_FTO	1	2	1	4.466667	2	1	5	-.5962318	-.3779342	-.0682605	-.433869	-.6585199	-.481115	.305121	-.5700741	-1.997678	.689997	-.0820078	.358085	.2401435	.6918188	.788068	-.0366013	.3549491	-1.335178	-.1730713	1.408136	.5265806	-.7604767	-.7860842	-.5932254	.0665126	-.4411686	.2789242	-1.062786	.4099833	-.4411686
InsH2Bfabp_CD15_09dpf_VAST02_plate01_FTO_201118_G05	201118	1	NC322	insH2Bfabp	CD15	FTO	1	0	0	2	1	9	.9626262	1	2	11.043366	.2722368	.31712032	.5444736	.9352992	1	38	38	303907	5844	4711	13205	4791	52	4.143e+09	1	2692420	127443	117	212	165	119	260	503500	18402	24169.309	20328.563	4.45e+08	-1181.554	5.65e+07	36	3717.607	897037.4	1189635	30_FTO	1	2	1	5.066667	2	1	5	-.5361763	-.590591	-.5165903	-.5702721	-.4213913		-.2338924	-.4128199	-.4128199	.4578519	.0081917	.2479206	-.7633487	.8390169	.5582959	.2779876	.4140573	.1237476	-.3312469	-.8942052	-1.227334	-.4203327	-.2201458	.2789242	-.9228975	-.3386831	-.7990828	-.6864582	-.3791918	-.0760316
InsH2Bfabp_CD15_09dpf_VAST02_plate01_FTO_201118_E05	201118	1	NC316	insH2Bfabp	CD15	FTO	1	0	0	2	1	9	1	1	2	13.117464	.5785032	.31712032	.3062664	1.3250072	1	32	32	300526	9391	6354	10987	3599	32	3.323e+09	1	2601805	98304	120	223	129	103	287	601126	21072	14010.42	12051.89	2.95e+08	-2761.401	3.92e+07	365	3697.262	1058970	995297.6	30_FTO	1	2	1	4.633333	2	1	5	-.6585199	.5303195	-2.706351		-2.11991	.4010195	-1.413413	.7321905	.098458	-1.170425	.0081917	.5630122	-.2026405	1.137153	1.007138	-.2401435	.3162341	-1.549706	-.4132966	1.268707	.1813911	-.6864582	-.5707313	-.5265806	-1.013951	-1.114298	-.5707313	-.4834336	-1.652244	-.9228975
InsH2Bfabp_CD15_09dpf_VAST02_plate01_FTO_201118_H05	201118	1	NC325	insH2Bfabp	CD15	FTO	1	0	0	2	1	9	.9771792	1	2	9.3643343	.9868584	.28540829	.4083552	2.1044232	1	41	41															187	383518	13061	19551.01	16164.182	2.55e+08	-1483.336	-6.64e+07		3552.337	896708.4	1021332	30_FTO	1	2	1	5.283333	2	1	5	-1.465234	-.6111566	-1.871871	.0085844	.8151858	-1.382994	.4150816	2.135996	1.122999	-.5413951	-.1978822	0	-1.670146	-.1468991	-.2779876	-.5370387	-.2970565													
InsH2Bfabp_CD15_09dpf_VAST02_plate02_FTO_201118_B05	201118	2	NC378	insH2Bfabp	CD15	FTO	1	0	0	2	1	9	.9248788	1	2	4.3923828	.4764144	.4915365	.4764144	.7014744	1	45	94	376041	5698	6898	15049	4695	66	6.027e+09	2	4175382	144097	139	247	180	107	263	595088	20164	15439.86	13845.604	3.11e+08	-3191.205	2.66e+07	37	3912.785	935587.8	1301428	30_FTO	1	2	2	8.883333	2	1	5	.0170527	-.3231583	-.051178	-.6962035	.3479321	-.6974723	-.0773361	.3251097	-.7321905	-.0163839	1.063442	-1.129371	-.2401435	.9338816	.8922428	-.1654204	.2026405	.7106959	.1925285	-.9523705	.639147	.4203327	.2396442	.2007308	.162119	.0284883	.191052	.2007308	.1813911	-.7353585
InsH2Bfabp_CD15_09dpf_VAST02_plate01_FTO_201118_F02	201118	1	NC297	insH2Bfabp	CD15	FTO	1	0	0	2	1	9	1	1	2	9.660634	.1020888	.07928008	.4764144	.9352992	1	13	13	253295	6031	4619	17318	5121	42	4.758e+09	1	2065281	100704	100	190	167	101	257	501150	19251	23550.849	18740.511	4.53e+08	-153.9454	9.05e+07		3494.544	827398.4	1043358	30_FTO	1	2	1	3.183333	2	1	5	-1.635039	-1.210656	-1.329529	.2693359	-.3844023	.5016098	-1.078475	-1.438378	-.4128199	-.0163839	-2.333769	.0438362	-.788068	.7511627	.7633487	.3162341	.6015928	-.5932254	-1.074848	-.7106959	-1.358698	-.162119	.8389183	.4411686	-1.582058	-1.079639	-1.582058	-1.312374	-.2789242	-1.029957
InsH2Bfabp_CD15_09dpf_VAST02_plate01_FTO_201118_C02	201118	1	NC289	insH2Bfabp	CD15	FTO	1	0	0	2	1	9	.9525986	1	2	11.438432	.2041776	.17441618	.5444736	.389708	1	5	5	384286	6862	6829	19335	5931	56	7.155e+09	1	2877623	124055	128	193	161	121	147	494654	13999	51907.698	45556.316	7.27e+08	407.4518	-6.49e+07	48	3679.312	847406.3	1178165	30_FTO	1	2	1	2.6	2	1	5	-.7234756	-.9905245	-.5559701	-1.142071	-1.146228	.7687715	-.8102296	-.8439581	-1.274138	.4578519	-1.311934	.2842435	-.8653234	-.3942037	-.2026405	.8653234	-.2401435	.3386831	.2910771	-.1046335	.5485223	.7860842	1.227334	.982695	-.7604767	-.4834336	-.2201458	-1.227334	-.5157048	.0950912
InsH2Bfabp_CD15_09dpf_VAST02_plate01_FTO_201118_F05	201118	1	NC319	insH2Bfabp	CD15	FTO	1	0	0	2	1	9	.0448598	0	1	11.635965	.3062664	.28540829	.7146216	1.4808904	1	35	35	284391	4063	3625	12322	4029	70	3.439e+09	1	3603795	153185	129	236	179	122	182	518846	12700	20980.421	17386.552	2.66e+08	-1320.951	-7.48e+07	124	3392.697	833469.6	1066985	30_FTO	1	2	1	4.8	2	1	5	-2.11991	-1.142071	-1.251137	-2.117157	-1.465234	-1.843765	-.0945685	-.2907509	.2822162	1.722564	-.1978822	.3301869	-.6236663	-.1933111	-.3162341	-.4340756	-.3162341	.8942052	-.6805074	-1.934674	-2.076164	-.6160238	-.3791918	-.2396442	-.1046335	.2592342	-.1333212	-.2396442	.1237476	.152506
InsH2Bfabp_CD15_09dpf_VAST02_plate02_FTO_201118_B02	201118	2	NC354	insH2Bfabp	CD15	FTO	1	0	0	2	1	9	1	1	2	4.7138792	.3062664	.25369626	.4764144	.389708	1	21	70	509984	6892	6127	19393	5422	74	9.722e+09	1	4489884	151535	161	244	161	135	203	456794	16112	17593.758	14738.666	2.83e+08	-1962.994	-1.55e+07	167	3906.114	880992.1	1206368	30_FTO	1	2	2	7.466667	2	1	5	0	-.6962035	-.4972006	-1.5699	-1.41707	-.0272493	-.8343042	-.2907509	-1.274138	-.0163839	-.5225216	-1.096804	-1.007138	.0549173	.1284281	-.2970565	.0182976	1.062786	.9776564	-.0855575	-.0569997	1.461277	1.268707	.6864582	.3791918	.2396442	1.187962	.142907	-.5157048	.7604767
InsH2Bfabp_CD15_09dpf_VAST02_plate01_FTO_201118_B02	201118	1	NC288	insH2Bfabp	CD15	FTO	1	0	0	2	1	9	.6063872	1	2	16.673061	.510444	.38054438	.7146216	2.1044232	1	4	4	314379	5154	4428	9722	3087	61	2.800e+09	1	4386443	153775	149	264	178	108	209	628894	17822	42233.579	31346.029	7.53e+08	5462.756	1.88e+08	3	4145.05	1078604	1450022	30_FTO	1	2	1	2.466667	2	1	5	.8151858	.6530894	.6798513	.8839701	.477996	.8704437	1.048256	.4669679	1.122999	1.722564	.3337581	1.812363	-.0732517	.1100008	.3745042	1.038	.8922428	.5707313	-.271171	-1.312374	-1.518899	-1.079639	-1.013951	-.9523705	.2789242	.2789242	.6744897	.6160238	.0760316	-.6744897
InsH2Bfabp_CD15_09dpf_VAST02_plate01_FTO_201118_D08	201118	1	NC337	insH2Bfabp	CD15	FTO	1	0	0	2	1	9	.8129395	1	2	8.277902	.2382072	.26955227	.6465624	.8573576	1	4	53															189	399310	14685	30928.489	24671.273	4.54e+08	1076.267	-3530222		3355.112	880259.4	1004688	30_FTO	1	2	2	6.233333	2	1	5	-2.318758	-.7182507	-1.980752	.2338924	.5165903	-.9247952	-1.631714	-.5700741	-.5038325	1.138523	-.3511308	-.3209454	-1.537841	-.1192094	-.0916108	.3355287	.0916108													
InsH2Bfabp_CD15_09dpf_VAST02_plate02_FTO_201118_D06	201118	2	NC384	insH2Bfabp	CD15	FTO	1	0	0	2	1	9	.5849241	1	2	12.751288	0	.65009666	.2041776	1.558832	1	2	100															334	821575	23760	38567.692	31419.607	9.16e+08	1720.603	3.51e+08		4109.456	1029571	1426679	30_FTO	1	3	3	9.233334	3	1	5	.6374841	.3595575	.5165903	-.0085844	.136841	.3426204	.9905245	-2.061917	.3686102	-1.564726	1.759861	.433935	.9772061	2.091354	1.537841	1.428025	1.670146													
InsH2Bfabp_CD15_09dpf_VAST02_plate02_FTO_201118_B03	201118	2	NC355	insH2Bfabp	CD15	FTO	1	0	0	2	1	9	.0614769	0	1	4.2852174	.1020888	.12684813	.4423848	.7014744	1	22	71	302818	6443	5577	10445	3392	47	3.015e+09	1	3163921	122117	127	188	171	120	298	759477	21921	33211.094	26930.558	7.28e+08	1017.049	2.34e+08		4148.709	1215056	1483757	30_FTO	1	3	2	7.533333	3	1	5	.8391938	1.285464	.8151858	-.0945685	.8887273	-.3619474	-1.461656	-1.438378	-.7321905	-.2737019	-2.061917	-1.19838	.5798085	1.210004	1.1728	.8922428	1.069884	-.2987229	-.3719586	-.4203327	-.5048896	-.8662307	-.7353585	-.639147	-.4834336	-.5265806	-.2789242	-1.382994	-.0760316	.0094949
InsH2Bfabp_CD15_09dpf_VAST02_plate01_FTO_201118_H09	201118	1	NC349	insH2Bfabp	CD15	FTO	1	0	0	2	1	9	.6148148	1	2	23.487954	.85074	.41225642	.2041776	3.3514888	1	16	65	268057	3046	2845	1841	615	88	4.766e+08	2	7094667	207544	188	302	247	124													30_FTO	1	3	2	7.008333	3	1	5								1.687521	2.719607	-1.564726	.5700741	2.697177						1.731664	-.8334692	-2.670415	-2.670415	-2.277988	-2.277988	-2.277988	1.461277	1.187962	1.934674	1.150349	1.934674	.2592342
InsH2Bfabp_CD15_09dpf_VAST02_plate02_FTO_201118_H03	201118	2	NC373	insH2Bfabp	CD15	FTO	1	0	0	2	1	9	1	1	2	5.8926992	.2041776	.17441618	.3743256	.7014744	1	40	89	598286	7872	6379	13414	4176	76	7.899e+09	1	5732280	225720	160	255	203	143										3861.003	1511122	1270205	30_FTO	1	3	2	8.55	3	1	5	-.1713538	2.117157	-.206072	.1464557	-.7685224	-.651858	-2.117157	-.8439581	-.7321905	-.8207921	-1.311934	-.8567042						1.150349	1.308099	.5265806	.2201458	1.079639	-.1813911	-.0474919	1.187962	1.312374	1.13214	.4099833	.7860842	1.096804
InsH2Bfabp_CD15_09dpf_VAST02_plate02_FTO_201118_C03	201118	2	NC358	insH2Bfabp	CD15	FTO	1	0	0	2	1	9	.0466484	0	1	6.535692	.4423848	.25369626	.5444736	.8573576	1	25	74	331333	6024	5971	18102	6010	55	5.361e+09	1	3711855	131344	107	247	201	147	55	341698	4655	12957.39	11225.937	6.03e+07	-2958.305	-1.83e+08		3969.499	1027837	1382910	30_FTO	1	3	2	7.7	3	1	5	.206072	.305121	.294066	1.778374	-1.781505		1.018966	.2062427	-.5038325	.4578519	-.5225216	-.6364617	-2.091354	-1.84051	-1.748994	-1.950682	-1.1728	.2987229	-.134345	-.7353585	-.142907	.162119	1.046231	1.079639	-.0855575	-.2007308	-1.290233	.2007308	.7353585	1.335178
InsH2Bfabp_CD15_09dpf_VAST02_plate01_FTO_201118_A03	201118	1	NC287	insH2Bfabp	CD15	FTO	1	0	0	2	1	9	1	1	2	10.944599	.2041776	.19027219	.5785032	1.0911824	1	3	3	246013	6834	5803	11499	4400	36	2.786e+09	1	2979603	93737	126	205	145	117	111	523653	9319	51412.519	55722.679	4.79e+08	-10625.49	-4.75e+08		3786.299	879317.3	1159713	30_FTO	1	3	1	2.333333	3	1	5	-.3844023	-.7406526	-.7234756	-.4150816	-.1713538	.8185495	-.7182507	-.8439581	-.1895354	.689997	-1.092736	.2208942	-.6015928	-.919825	-.8653234	.4542693	-2.091354	-1.168949	-1.145726	-.142907	-.3286447	-1.114298	-.4834336	.0284883	-.5932254	-1.408136	-.3186394	-.852495	-1.013951	-.1813911
InsH2Bfabp_CD15_09dpf_VAST02_plate01_FTO_201118_G09	201118	1	NC346	insH2Bfabp	CD15	FTO	1	0	0	2	1	9	.928777	1	2	16.376761	.340296	.25369626	.4764144	.389708	1	13	62	285100	6480	5386	20821	5573	44	6.581e+09	2	2519005	106428	106	239	180	92	252	587596	20155	47686.641	38005.123	9.61e+08	4013.451	2.90e+08		3592.362	833110.7	1116003	30_FTO	1	3	2	6.866667	3	1	5	-1.179761	-1.175672	-.9143286	-.8102296	-1.573313	-.0090821	-.9359187	-.1397103	-1.274138	-.0163839	-.5225216	1.65511	-.2779876	.6573609	.8653234	1.670146	1.248962	-.4411686	-.656581	-.3996777	-.639147	.6626172	1.358698	.7860842	-1.150349	-.9228975	-1.382994	-.1046335	.1813911	-1.731664
InsH2Bfabp_CD15_09dpf_VAST02_plate01_FTO_201118_E03	201118	1	NC295	insH2Bfabp	CD15	FTO	1	0	0	2	1	9	.0793823	0	1	6.4013372	.0340296	.22198422	.7826808	1.7926568	1	11	11	292083	5617	4887	9819	3389	52	3.008e+09	1	3817919	139504	121	262	192	109	292	789638	21088	29755.97	21496.835	6.27e+08	3194.156	2.21e+08	0	3943.784	1008232	1340711	30_FTO	1	3	1	3.05	3	1	5	.1540745	.1118291	.1196481	.0429349	.6798513	2.685304	-.6962035	-1.654435	.659143	1.88951	-.7868451	-.6580757	.7390873	1.1728	1.038	.7390873	1.007138	.1237476	-.5643454	-1.046231	-1.114298	-.9228975	-.9228975	-.6626172	-.0284883	-.0474919	-.4941332	.5707313	.5157048	-.5819415
InsH2Bfabp_CD15_09dpf_VAST02_plate01_FTO_201118_F09	201118	1	NC343	insH2Bfabp	CD15	FTO	1	0	0	2	1	9	1	1	2	15.191562	.3743256	.34883235	.4764144	1.7926568	1	10	59	758611	9603	8065	15097	3287	79	1.110e+10	1	5316585	241988	150	238	208	170	257	571792	19584	41759.458	31876.194	8.18e+08	4439.102	2.45e+08		4014.102	1004479	1368734	30_FTO	1	3	2	6.65	3	1	5	.4213913	.0945685	.2410404	1.142071	-.206072		-.2162831	-.0163839	.659143	-.0163839	.1645718	1.11294	-.47465	.7511627	.8132785	1.289915	1.102894	1.335178	2.073047	1.358698	1.518899	1.652244	.2592342	-.7353585	.8662307	1.518899	.7229722	-.1333212	.982695	2.076164
InsH2Bfabp_CD15_09dpf_VAST02_plate02_FTO_201118_B06	201118	2	NC379	insH2Bfabp	CD15	FTO	1	0	0	2	1	9	.889414	1	2	3.963721	.5444736	.3012643	.4083552	.4676496	1	46	95	251206	8662	7917	15949	7434	29	3.912e+09	1	2697202	112052	102	258	191	94	247	585114	17760	42650.594	33662.061	7.57e+08	3479.129	1.56e+08		3918.508	929382	1279805	30_FTO	1	3	2	8.95	3	1	5	.085363	-.3964395	-.136841	-.7182507	-.2586331	.3619474	-.590591	.6189524	-1.107741	-.5413951	-.0820078	-1.402255	-.3549491	.5798085	.3549491	1.137153	.8390169	-1.876359	-1.10959	1.046231	1.358698	-.4834336	.5265806	1.461277	-.8942052	-.8122178	-1.461277	.4834336	.4516583	-1.582058
InsH2Bfabp_CD15_09dpf_VAST02_plate02_FTO_201118_A03	201118	2	NC352	insH2Bfabp	CD15	FTO	1	0	0	2	1	9	.8866299	1	2	10.072152	.510444	.31712032	.5444736	1.4029488	1	19	68	366942	5096	4452	8233	2780	72	3.056e+09	1	4414796	142433	174	260	172	130	144	738898	10734	12677.498	10353.698	1.36e+08	-2334.093	-9.28e+07	559	3889.353	1030424	1363366	30_FTO	1	3	2	7.283333	3	1	5	-.0682605	.3779342	.223522	.6962035	.9143286	1.673632	.7406526	.4669679	.1812018	.4578519	.0081917	.1406937	.4952298	-.4340756	-.6236663	-1.248962	-.4542693	.9228975	.1150608	-1.358698	-1.461277	-.8122178	-1.268707	-1.150349	.2987229	-.0094949	1.652244	.5048896	-.0284883	.5375191
InsH2Bfabp_CD15_09dpf_VAST02_plate01_FTO_201118_D06	201118	1	NC315	insH2Bfabp	CD15	FTO	1	0	0	2	1	9	1	1	2	15.586628	.4423848	.38054438	.5444736	2.0264816	1	31	31	500643	5890	5087	17213	5895	85	8.707e+09	1	5730501	203011	142	309	214	121	313	645060	22764	32866.161	26486.758	7.48e+08	1132.129	2.61e+08	24	4006.205	985951.6	1387695	30_FTO	1	3	1	4.533333	3	1	5	.3479321	-.0429349	.3298721	.4528109	.0170527	.6075616	.3595575	.2062427	1.007436	.4578519	.3337581	1.273623	-.0366013	1.355738	1.379037	.9772061	1.137153	1.518899	.8889205	-.8662307	-.8389183	1.312374	.7860842	.8942052	1.150349	1.013951	.3186394	1.268707	1.150349	.0950912
