filename	date	plate	index	line	diet	Exp	overfeeding	cholesterol	glucose	VAST	Imaged	age	anapc5_nwt	anapc5_dich	qRNA	protein	ldl	gluc	tc	tg	Anders_batch	pos_bio	Löpnr	Volume	CellVolume_Av	CellVolume_Stdev	CellInt_Av	CellInt_Stdev	NrCells	CellInt_Tot	isletNr	IV	ISA	IED	IPAL1	IPAL2	IPAL3	LiverLipN	LiverArea	LiverLipArea	LiverLipInt_Av	LiverLipIntBG	LiverLipInt_Tot	LiverLipInt_Av_Res	LiverLipInt_Tot_Res	vld_area	length	dorsal_area	lateral_area	file	batch	tank	batch_bio	tod	tank_n	batch_n	nr_tanks	intlength	intdorsal_area	intlateral_area	intangle	inteye_area	intcurvature	intpig_dorsal_tail	intldl	inttg	inttc	intgluc	intprotein	intLiverArea	intLiverLipN	intLiverLipArea	intLiverLipInt_Tot	intLiverLipInt_Tot_Res	intNrCells	intVolume	intCellVolume_Av	intCellVolume_Stdev	intCellInt_Tot	intCellInt_Av	intCellInt_Stdev	intIV	intISA	intIED	intIPAL1	intIPAL2	intIPAL3
InsH2Bfabp_CD15_10dpf_VAST02_plate01_ANAPC5_201207_B09	201207	1	NH114	insH2Bfabp	CD15	ANAPC5	1	0	0	2	1	10	0	0	1	12.368983	3.913404	1.3953294	1.2590952	5.5338536	1	10	59	529976	9464	7606	10362	3230	56	5.573e+09	1	4948741	172017	157	274	194	121	115	550168	11008	12224.527	10279.22	1.35e+08	-400.7027	-1.00e+07	0	3775.302	855720.5	1196513	38_ANAPC5	1	2	2	7.333333	2	1	3	.3690087	-.3286447	-.1717471	-.1717471	-1.13214		-.7229722	1.080319	1.281552	.0334279	.4491363	.1701847	.0847849	-.2219866	.0508319	.0847849	-.2219866	.5462332	1.906358	2.34813	1.906358	1.906358	.3878687	.1423641	1.260339	1.161883	1.906358	.6597193	.8827738	.6020065
InsH2Bfabp_CD15_10dpf_VAST02_plate01_ANAPC5_201207_G09	201207	1	NH117	insH2Bfabp	CD15	ANAPC5	1	0	0	2	1	10	0	0	1	10.478509	3.4710192	.98307299	1.1570064	3.6632552	1	13	62	374370	6685	5971	8312	3307	56	3.100e+09	1	4088398	146540	146	240	184	108	111	593824	9500	19327.842	13810.609	1.84e+08	2243.37	-3.55e+07	143	4093.234	1019702	1314782	38_ANAPC5	1	2	2	7.683333	2	1	3	1.062786	.773217	.4941332	1.290233	.2104284		1.062786	.4307273	.6027625	-.167894	-.6433454	-.4935534	.3999556	-.2568465	-.1873945	.3275615	-.5916962	.5462332	.7824294	.6020065	.6597193	.1903223	-.2387225	.1903223	.5462332	.4921101	1.073562	.0473125	.4393922	-.1423641
InsH2Bfabp_CD15_10dpf_VAST02_plate01_ANAPC5_201207_B03	201207	1	NH068	insH2Bfabp	CD15	ANAPC5	1	0	0	2	1	10	0	0	1	18.145431	4.423848	1.0623531	1.70148	4.0529632	1	13	13	312896	6802	6117	7541	2694	46	2.412e+09	1	3175886	133635	120	303	159	92	78	666333	7580	9296.4796	6693.8251	7.05e+07	1198.689	1474771	7	4366.052	1149006	1610444	38_ANAPC5	1	2	1	3.433333	2	1	3	2.000424	1.616156	2.000424	.8801318	2.000424	.3661064	1.382994	1.678071	.7279133	1.174987	-.2018935	2.048199	.9061341	-.6744897	-.5127759	-.5916962	-.0508319	-.3124258	.0473125	.6597193	.8483799	-.3373553	-.5462332	-.2876889	-.3373553	0	-.2144596	1.161883	-.3878687	-1.032396
InsH2Bfabp_CD15_10dpf_VAST02_plate02_ANAPC5_201207_B03	201207	2	NH130	insH2Bfabp	CD15	ANAPC5	1	0	0	2	1	10	.9610056	1	2	11.826441	3.4369896	1.2209132	1.0549176	1.3250072	1	26	75															5	686529	384	400.28385	298.75971	153709	377.8295	6.60e+07	3	3901.941	1047516	1257778	38_ANAPC5	1	2	2	8.883333	2	1	3	.6275435	.8801318	.1717471	1.382994	1.48947	-.2002695	-.5375191	.3584588	-.6433454	-.3230377	.2533471	.0169375	.9584461	-2.469942	-2.469942	-2.469942	1.013522													
InsH2Bfabp_CD15_10dpf_VAST02_plate01_ANAPC5_201207_E07	201207	1	NH102	insH2Bfabp	CD15	ANAPC5	1	0	0	2	1	10	.9208404	1	2	13.209193	2.9605752	1.5697456	1.191036	3.0397224	1	47	47	303255	5832	4444	10866	3653	52	3.419e+09	1	3650875	150786	133	230	172	117	70	597203	6401	10182.399	8901.229	6.52e+07	-702.7787	-5.04e+07	16	3721.491	875698.6	1281943	38_ANAPC5	1	2	1	6.25	2	1	3	.1333212	-.2104284	.3286447	.1717471	-.4941332	1.357561	-1.207414	-.6027625	.2706416	-.117244	.8180418	.3816746	.4745116	-1.042247	-.7621911	-.7176502	-.8082982	.1423641	-.1903223	-.0473125	-.6020065	.4921101	.6020065	.5462332	.1903223	.6597193	.2387225	-.3878687	.0473125	.4134932
InsH2Bfabp_CD15_10dpf_VAST02_plate01_ANAPC5_201207_G06	201207	1	NH096	insH2Bfabp	CD15	ANAPC5	1	0	0	2	1	10	.722045	1	2	9.1131667	3.1647528	.76108877	1.3271544	4.9882624	1	41	41	306762	5788	4854	7403	2156	53	2.125e+09	1	2957593	115445	132	209	162	112	175	455656	13772	26358.017	21530.965	3.63e+08	-475.2943	-1.89e+07	40	3531.183	945382.4	1021392	38_ANAPC5	1	2	1	5.516667	2	1	3	-.4941332	.2494273	-1.13214	.9982012	.1333212	-2.411822	-2.000424	-.2189787	.9674216	.2189787	-1.405072	-.9061341	-.5127759	.6119958	.5518063	1.671644	-.3635204	.2876889	-.0947312	-.2387225	-.3373553	-.4393922	-.7197189	-1.161883	-.5462332	-.5462332	.1903223	-.8149615	-.1423641	.0710019
InsH2Bfabp_CD15_10dpf_VAST02_plate01_ANAPC5_201207_E06	201207	1	NH094	insH2Bfabp	CD15	ANAPC5	1	0	0	2	1	10	0	0	1	14.364483	4.5599664	1.6648817	1.2931248	4.2088464	1	39	39	323019	8283	7691	9913	2972	39	3.084e+09	1	3400237	138532	109	251	200	127	175	896896	14992	18248.614	14427.387	2.74e+08	385.3082	4.15e+07	4	3665.111	960141.6	1318580	38_ANAPC5	1	2	1	5.416667	2	1	3	-.1333212	.4099833	.5819415	.1333212	.0569997	.1196481	.4941332	2.053749	.7721932	.117244	1.022241	.6744897	1.82788	.6119958	.7621911	.9584461	.6325508	-.9182451	.2387225	1.672937	2.34813	.1423641	.2876889	.0473125	-.0947312	.2387225	-.8149615	.3878687	1.161883	.9929082
InsH2Bfabp_CD15_10dpf_VAST02_plate01_ANAPC5_201207_B07	201207	1	NH099	insH2Bfabp	CD15	ANAPC5	1	0	0	2	1	10	1	1	2	14.049404	3.062664	1.9185779	1.3271544	6.4691528	1	44	44	253484	5511	4936	10264	3529	46	2.516e+09	1	3370250	125250	139	209	171	112	11	541492	560	8965.6161	8365.217	5020745	-1242.716	-9.92e+07	29	3523.115	949135.8	1188005	38_ANAPC5	1	2	1	6.05	2	1	3	-.5375191	.2888094	-.2104284	1.77585	1.77585	1.103428	-1.382994	-.3406948	1.833915	.2189787	1.501086	.6325508	.0508319	-1.82788	-1.82788	-2.048199	-1.671644	-.3124258	-.5462332	-.4393922	-.1903223	-.2387225	.3373553	.4393922	-.1423641	-.2876889	.4921101	-.8149615	-.0473125	.0710019
InsH2Bfabp_CD15_10dpf_VAST02_plate01_ANAPC5_201207_E05	201207	1	NH087	insH2Bfabp	CD15	ANAPC5	1	0	0	2	1	10	.9958935	1	2	9.3232194	3.5390784	.99892901	.85074	1.169124	1	32	32	206206	4582	4381	6385	1754	45	1.334e+09	2	3118856	113285	134	239	159	103	74	431403	5360	12517.889	11346.267	6.71e+07	-1454.749	-1.00e+08	38				38_ANAPC5	1	2	1	4.983333	2	1	3								.5244005	-.7279133	-.8656782	-.5828415	-.8320063	-.8082982	-.8320063	-1.071858	-.6744897	-2.048199	-.4921101	-.9929082	-1.505968	-.7824294	-1.37281	-1.37281	-1.906358	-.4393922	-.6597193	.2876889	-.0236496	-.3878687	-.6894088
InsH2Bfabp_CD15_10dpf_VAST02_plate01_ANAPC5_201207_E03	201207	1	NH071	insH2Bfabp	CD15	ANAPC5	1	0	0	2	1	10	1	1	2	7.7478245	3.1647528	1.5221775	.8167104	1.0911824	1	16	16	226229	5518	4035	9085	3086	41	1.985e+09	1	2705645	106690	92	238	182	128	196	452764	14883	23607.641	19219.025	3.51e+08	-306.2809	1.82e+07	0	3737.063	901807.6	1040457	38_ANAPC5	1	2	1	3.833333	2	1	3	.1717471	.0569997	-.8801318	2.000424	.4099833	-.4972006	-.1717471	-.2189787	-.8180418	-.9944579	.6229257	-1.444321	-.6325508	.9061341	.6744897	1.548003	.3275615	-.8149615	-.8483799	-.3878687	-1.161883	-.7824294	0	.0947312	-.6597193	-.7824294	-1.505968	-.118514	.3124258	1.116634
InsH2Bfabp_CD15_10dpf_VAST02_plate01_ANAPC5_201207_H04	201207	1	NH082	insH2Bfabp	CD15	ANAPC5	1	0	0	2	1	10	0	0	1	11.423746	3.3008712	.76108877	1.531332	3.4294304	1	27	27	311491	6357	6309	6424	2167	49	1.969e+09	1	3263754	136751	120	250	176	105	46	696832	5469	11120.748	9247.372	6.08e+07	-201.5202	-6.20e+07	2	3671.669	1010236	1295551	38_ANAPC5	1	2	1	4.616667	2	1	3	-.0950912	.6744897	.4516583	1.13214	.5375191	1.593219	.4099833	.167894	.4676988	.8416212	-1.405072	-.1701847	1.013522	-1.444321	-1.013522	-.8082982	-1.071858	-.0473125	0	.3373553	1.073562	-.9182451	-1.161883	-1.073562	-.1903223	.1903223	-.2144596	.3373553	.2144596	-.4393922
InsH2Bfabp_CD15_10dpf_VAST02_plate01_ANAPC5_201207_B01	201207	1	NH057	insH2Bfabp	CD15	ANAPC5	1	0	0	2	1	10	.9912388	1	2	16.990141	3.7772856	2.2832663	1.2931248	3.117664	1	2	2															100	516928	8153	8482.1962	6137.575	6.92e+07	1086.808	1.19e+07	55	4106.693	1015664	1409737	38_ANAPC5	1	2	1	2.55	2	1	3	1.13214	.7229722	1.062786	.4516583	.9375322	.8473045	2.000424	.8902469	.3230377	.117244	1.833915	1.606755	-.0847849	-.4369299	-.3999556	-.6325508	.1188359													
InsH2Bfabp_CD15_10dpf_VAST02_plate02_ANAPC5_201207_E01	201207	2	NH121	insH2Bfabp	CD15	ANAPC5	1	0	0	2	1	10	0	0	1	12.208586	2.7904272	1.0940651	1.191036	.2338248	1	17	66	313202	6141	6068	16336	5437	51	5.261e+09	1	3249085	125277	119	278	136	113	54	470846	4320	10677.165	9366.3833	4.61e+07	-795.3842	-7.92e+07	43	3391.669	793692.9	1076675	38_ANAPC5	1	2	2	8.166667	2	1	3	-1.13214	-.6275435	-.773217	-.773217	-.4099833	.6374841	.2494273	-.7721932	-1.678071	-.117244	-.0501536	.0847849	-.3999556	-1.273889	-1.35419	-1.013522	-1.35419	.0473125	.0947312	.1903223	.7824294	1.672937	1.906358	1.672937	-.2387225	-.2387225	-.3624964	.8827738	-1.209645	.1903223
InsH2Bfabp_CD15_10dpf_VAST02_plate01_ANAPC5_201207_E04	201207	1	NH079	insH2Bfabp	CD15	ANAPC5	1	0	0	2	1	10	.0377526	0	1	16.254957	4.4578776	1.5221775	1.9396872	4.5206128	1	24	24															267	732666	21332	22446.232	18736.98	4.79e+08	-858.9904	1.56e+08	15	4045.314	1101364	1444145	38_ANAPC5	1	2	1	4.433333	2	1	3	.8801318	1.48947	1.207414	1.062786	.9982012	.7916386	1.207414	1.833915	.8656782	1.833915	.6229257	1.13409	1.201055	2.048199	2.048199	2.048199	2.048199													
InsH2Bfabp_CD15_10dpf_VAST02_plate02_ANAPC5_201207_B02	201207	2	NH124	insH2Bfabp	CD15	ANAPC5	1	0	0	2	1	10	.9285418	1	2	10.680007	2.7563976	.82451283	1.3952136	5.3779704	1	20	69	359043	6905	5911	5590	2186	52	1.987e+09	2	4533022	166311	128	248	221	113	165	643504	13241	17893.928	14268.446	2.37e+08	231.3248	8190257	35	3958.946	985712.3	1347261	38_ANAPC5	1	2	2	8.383333	2	1	3	.7229722	.5375191	.7229722	.4099833	-.1717471	1.179761	.9375322	-.9410746	1.174987	.3584588	-1.080319	-.3635204	.6325508	.4369299	.4369299	.7176502	.0508319	.1423641	.6597193	.7824294	.5738966	-.6597193	-1.672937	-.9929082	.8483799	.9182451	.0710019	.2876889	1.505968	.1903223
InsH2Bfabp_CD15_10dpf_VAST02_plate01_ANAPC5_201207_B02	201207	1	NH063	insH2Bfabp	CD15	ANAPC5	1	0	0	2	1	10	.8631523	1	2	15.519773	3.2668416	1.4587535	1.4292432	2.4941312	1	8	8															173	582718	13136	10773.797	7732.9508	1.42e+08	1363.856	5.06e+07	24	3711.495	880229.5	1231325	38_ANAPC5	1	2	1	2.983333	2	1	3	.0569997	-.0950912	.0569997	-.5819415	.2494273	.5427505	-.4099833	.0836517	.1004337	.4864239	.5631492	.8561915	.3635204	.5321897	.3999556	.1188359	.8561915													
InsH2Bfabp_CD15_10dpf_VAST02_plate01_ANAPC5_201207_F06	201207	1	NH095	insH2Bfabp	CD15	ANAPC5	1	0	0	2	1	10	0	0	1	13.839351	3.6071376	2.02957	1.3271544	5.3779704	1	40	40	137528	6549	5290	14148	5677	21	1.924e+09	2	1236672	59699	87	202	118	76	119	497252	9069	17070.883	13415.675	1.55e+08	485.1118	-5.59e+07	58	3275.716	839077.1	1143323	38_ANAPC5	1	3	1	5.466667	3	1	3	-1.77585	-.5375191	-.3690087	-.4941332	-.773217	.5894558	.1717471	.6229257	1.174987	.2189787	1.678071	.5518063	-.2219866	-.1530252	-.2920214	.2219866	-.8561915	-2.34813	-1.906358	.4921101	.0947312	-.9929082	1.505968	2.34813	-1.906358	-1.906358	-1.672937	-1.073562	-1.906358	-1.777587
InsH2Bfabp_CD15_10dpf_VAST02_plate01_ANAPC5_201207_F04	201207	1	NH080	insH2Bfabp	CD15	ANAPC5	1	0	0	2	1	10	.9773574	1	2	10.688562	2.6543088	1.1099211	1.4292432	2.2603064	1	25	25	270465	4745	3314	12737	3478	57	3.435e+09	1	3124570	128333	116	274	189	105	156	470498	11182	26153.299	21066.502	2.92e+08	-93.51508	-7.97e+07	41	3784.336	835727.6	1149783	38_ANAPC5	1	3	1	4.483333	3	1	3	.4099833	-.5819415	-.3286447	.773217	-.1333212	.9057289	-.6275435	-1.174987	-.0501536	.4864239	.0334279	-.3275615	-.4369299	.3275615	.0847849	1.071858	-1.444321	.7824294	-.3878687	-1.37281	-1.672937	.5462332	1.161883	.3878687	-.3878687	-.0473125	-.6020065	.6597193	.6020065	-.4393922
InsH2Bfabp_CD15_10dpf_VAST02_plate01_ANAPC5_201207_C04	201207	1	NH077	insH2Bfabp	CD15	ANAPC5	1	0	0	2	1	10	.992182	1	2	5.9623769	3.1647528	1.0464971	.9868584	.8573576	1	22	22	137722	4051	3225	12696	4208	34	1.627e+09	1	1297036	59808	79	193	137	86	103	384476	8496	5011.9953	4243.2646	4.26e+07	8.637706	2.53e+07					38_ANAPC5	1	3	1	4.316667	3	1	3								-.2189787	-.9674216	-.4864239	-.2706416	-2.048199	-1.273889	-.3454851	-.3635204	-1.071858	.4745116	-1.209645	-1.672937	-2.34813	-1.906358	-1.161883	1.073562	1.073562	-1.672937	-1.672937	-1.906358	-1.314496	-1.073562	-1.161883
InsH2Bfabp_CD15_10dpf_VAST02_plate01_ANAPC5_201207_F08	201207	1	NH110	insH2Bfabp	CD15	ANAPC5	1	0	0	2	1	10	.9395055	1	2	8.6930614	3.062664	1.0464971	1.531332	2.338248	1	6	55															184	508130	15747	12347.053	9659.7591	1.94e+08	504.0448	6.29e+07	131				38_ANAPC5	1	3	2	6.925	3	1	3								-.3406948	0	.8416212	-.2706416	-1.042247	-.1188359	.7176502	.9584461	.5127759	.9584461													
InsH2Bfabp_CD15_10dpf_VAST02_plate01_ANAPC5_201207_F02	201207	1	NH065	insH2Bfabp	CD15	ANAPC5	1	0	0	2	1	10	.0173249	0	1	16.780089	3.6411672	2.3308344	1.5653616	5.1441456	1	10	10	589234	8299	6700	7280	2039	71	4.445e+09	1	5924285	221003	143	295	172	167	132	730510	10679	10231.307	8391.9103	1.09e+08	-10.73198	4454523	52	4222.298	1049983	1485432	38_ANAPC5	1	3	1	3.183333	3	1	3	1.48947	.9375322	1.48947	.4941332	.5819415	.0397983	.8254945	.7063026	1.050837	1.022241	2.053749	1.273889	1.13409	-.0508319	-.0169375	-.1188359	.0169375	1.37281	2.34813	1.906358	1.37281	1.37281	-.7824294	-1.260339	1.672937	2.34813	.8149615	1.073562	.0473125	2.34813
InsH2Bfabp_CD15_10dpf_VAST02_plate01_ANAPC5_201207_H09	201207	1	NH118	insH2Bfabp	CD15	ANAPC5	1	0	0	2	1	10	1	1	2	15.939878	4.0154928	.6976647	1.7355096	3.5853136	1	14	63	443506	6160	5561	8420	2264	72	3.639e+09	1	4297795	170931	126	324	173	106	227	638061	18448	13553.167	10730.382	2.50e+08	358.2353	9.59e+07		4037.12	1051329	1403277	38_ANAPC5	1	3	2	7.766667	3	1	3	.8254945	.9982012	.9375322	.3690087	.7229722	-1.103428	.7229722	1.361571	.5244005	1.361571	-1.613358	1.013522	.5518063	1.444321	1.444321	.8082982	1.444321	1.583939	1.37281	.2387225	.2387225	.7824294	-.1903223	-.8483799	.6020065	1.073562	0	1.672937	.1423641	-.2876889
InsH2Bfabp_CD15_10dpf_VAST02_plate01_ANAPC5_201207_C08	201207	1	NH107	insH2Bfabp	CD15	ANAPC5	1	0	0	2	1	10	.8529778	1	2	14.784588	3.9474336	1.1892012	1.4632728	2.2603064	1	3	52	397985	5102	4237	6711	2453	78	2.594e+09	2	6061968	196216	144	431	168	103	189	737752	15676	17789.086	13313.103	2.79e+08	1332.836	7.03e+07	9	4204.961	1072040	1471451	38_ANAPC5	1	3	2	6.633333	3	1	3	1.382994	1.207414	1.382994	.9375322	1.207414	.0796597	.2104284	1.244452	-.0501536	.6027625	.1509692	.7621911	1.273889	.785036	.9061341	1.013522	1.071858	2.34813	.9929082	-.7824294	-.9182451	-.1903223	-1.073562	-.4921101	1.906358	1.672937	.9182451	2.34813	-.0947312	-.6894088
InsH2Bfabp_CD15_10dpf_VAST02_plate01_ANAPC5_201207_F01	201207	1	NH060	insH2Bfabp	CD15	ANAPC5	1	0	0	2	1	10	.9461358	1	2	18.985641	2.9946048	1.5380336	1.361184	3.6632552	1	5	5	402572	5751	5743	7533	2312	70	3.203e+09	1	5649475	156162	166	245	186	142	24	724039	2030	7142.7557	6802.2762	1.45e+07	-1091.981	-5.68e+07	0	4132.027	988703	1413774	38_ANAPC5	1	3	1	2.783333	3	1	3	1.207414	.5819415	1.13214	.2494273	.8801318	.2410404	.3690087	-.4864239	.6027625	.3054808	.6850168	2.469942	1.071858	-1.671644	-1.671644	-1.671644	-.9061341	1.260339	1.073562	-.2876889	.3373553	.2876889	-.6020065	-.6020065	1.505968	.7824294	2.34813	.1903223	.5189816	1.906358
InsH2Bfabp_CD15_10dpf_VAST02_plate01_ANAPC5_201207_C09	201207	1	NH115	insH2Bfabp	CD15	ANAPC5	1	0	0	2	1	10	1	1	2	13.629299	3.4710192	1.030641	1.531332	6.1573864	1	11	60	294743	4912	4463	6929	2227	60	2.003e+09	1	3455893	125937	152	234	159	115	152	459166	11666	25661.62	20632.23	2.99e+08	-36.81996	-6.36e+07	63	3637.314	1044345	1227512	38_ANAPC5	1	3	2	7.416667	3	1	3	-.2888094	.8254945	.0189907	.0569997	1.13214	-.2822162	-1.13214	.4307273	1.678071	.8416212	-.3584588	.4369299	-.4745116	.2046599	.1873945	1.273889	-1.13409	.9549111	-.2387225	-1.161883	-.5462332	-.4921101	-.9182451	-.9182451	-.0473125	-.1903223	1.37281	-.2631268	-.3878687	.3124258
InsH2Bfabp_CD15_10dpf_VAST02_plate02_ANAPC5_201207_C03	201207	2	NH131	insH2Bfabp	CD15	ANAPC5	1	0	0	2	1	10	1	1	2	16.921702	3.8113152	.7928008	1.7355096	2.1044232	1	27	76															71	744340	6697	12232.764	8816.5982	8.19e+07	1454.453	-3.18e+07	3	4196.5	1096997	1522128	38_ANAPC5	1	3	2	8.95	3	1	3	1.290233	1.382994	1.616156	.8254945	.7990828	.2822162	.5595922	.9674216	-.1509692	1.361571	-1.244452	1.444321	1.444321	-.9584461	-.6744897	-.3999556	-.5518063													
InsH2Bfabp_CD15_10dpf_VAST02_plate01_ANAPC5_201207_C06	201207	1	NH092	insH2Bfabp	CD15	ANAPC5	1	0	0	2	1	10	.0375537	0	1	10.478509	3.3349008	1.014785	.0680592	1.4808904	1	37	37															205	638706	17776	11986.771	8742.462	2.13e+08	1302.075	1.01e+08	146	3272.169	757774.4	993308.7	38_ANAPC5	1	3	1	5.266667	3	1	3	-2.000424	-.9982012	-1.382994	.7229722	-.0950912	-.4526599	.8801318	.2189787	-.5053211	-2.053749	-.4676988	-.4935534	.5916962	.9856104	1.201055	.5916962	1.548003													
InsH2Bfabp_CD15_10dpf_VAST02_plate02_ANAPC5_201207_C02	201207	2	NH125	insH2Bfabp	CD15	ANAPC5	1	0	0	2	1	10	0	0	1	13.991927	3.7772856	.95136096	1.7695392	5.7676784	1	21	70															61	656134	5006	5794.684	5887.0792	2.90e+07	-1284.392	-2.30e+07	0	3805.262	1054634	1407479	38_ANAPC5	1	3	2	8.483334	3	1	3	.4516583	1.13214	.9982012	.2104284	1.062786	.1598289	.6744897	.8902469	1.451407	1.554774	-.7063026	.5916962	.7176502	-1.13409	-1.13409	-1.35419	-.3999556													
InsH2Bfabp_CD15_10dpf_VAST02_plate01_ANAPC5_201207_F03	201207	1	NH072	insH2Bfabp	CD15	ANAPC5	1	0	0	2	1	10	.9903154	1	2	12.894115	2.7563976	.90379291	.7826808	.6235328	1	17	17															158	373644	11232	9093.0928	7418.8831	1.02e+08	79.73932	1.78e+07					38_ANAPC5	1	3	1	3.916667	3	1	3								-.9410746	-1.174987	-1.080319	-.7949086	.2920214	-1.444321	.3635204	.1188359	-.1873945	.2568465													
InsH2Bfabp_CD15_10dpf_VAST02_plate01_ANAPC5_201207_C07	201207	1	NH100	insH2Bfabp	CD15	ANAPC5	1	0	0	2	1	10	1	1	2	11.738825	3.2668416	1.4428975	1.020888	3.117664	1	45	45	176763	4777	4870	7051	1992	37	1.235e+09	1	2165981	86847	110	241	136	80	76	410063	8138	9804.8624	7292.2231	7.98e+07	951.4481	-1820942	45	3663.304	792750.9	1100915	38_ANAPC5	1	3	1	6.133333	3	1	3	-.1717471	-.6744897	-.5375191	-.6275435	-.5375191	.4526599	-.2888094	.0836517	.3230377	-.4124631	.5244005	-.0169375	-.9584461	-.7176502	-.4369299	-.4369299	-.0847849	-.9929082	-1.161883	-1.260339	-.2876889	-1.505968	-.8483799	-1.37281	-.9929082	-1.161883	-.7197189	.0947312	-1.209645	-1.37281
InsH2Bfabp_CD15_10dpf_VAST02_plate01_ANAPC5_201207_C03	201207	1	NH069	insH2Bfabp	CD15	ANAPC5	1	0	0	2	1	10	1	1	2	15.414746	2.722368	.65009666	.2382072	.5455912	1	14	14															226	989028	19848	10758.502	7979.9867	2.14e+08	1036.618	1.17e+08		4354.959	1639948	1242496	38_ANAPC5	1	3	1	3.616667	3	1	3	1.77585	2.428737	.1333212	2.428737	-2.000424	-1.754382	-1.77585	-1.080319	-1.281552	-1.833915	-2.47474	.8082982	2.469942	1.35419	1.671644	.6325508	1.671644													
InsH2Bfabp_CD15_10dpf_VAST02_plate02_ANAPC5_201207_F02	201207	2	NH128	insH2Bfabp	CD15	ANAPC5	1	0	0	2	1	10	.8635063	1	2	16.030032	3.913404	.7928008	1.6674504	4.3647296	1	24	73	432216	7204	5165	6390	2301	60	2.647e+09	1	4697240	180944	142	246	202	113	173	658964	14960	19883.611	16267.473	2.97e+08	-303.2535	2.66e+07	55	4289.528	1205336	1570010	38_ANAPC5	1	3	2	8.75	3	1	3	1.616156	1.77585	1.77585	.5375191	1.382994	0	1.616156	1.080319	.8180418	1.080319	-1.244452	1.071858	.8082982	.5321897	.7176502	1.13409	.5518063	.9549111	1.260339	.9929082	-.0473125	-.0947312	-1.260339	-.6597193	.9929082	1.260339	.6894088	.2387225	1.260339	.1903223
InsH2Bfabp_CD15_10dpf_VAST02_plate01_ANAPC5_201207_H02	201207	1	NH067	insH2Bfabp	CD15	ANAPC5	1	0	0	2	1	10	1	1	2	8.4830088	3.9474336	1.1733452	1.9056576	.3117664	1	12	12	357643	6386	6139	12871	4831	56	4.307e+09	1	3604626	141079	128	225	194	128	219	454864	15557	7480.0177	6543.3093	1.16e+08	-427.7095	5.05e+07	77	3501.536	791793.8	1079980	38_ANAPC5	1	3	1	3.35	3	1	3	-.6744897	-.7229722	-.7229722	-1.382994	-1.029957	-1.357561	-.3690087	1.244452	-1.451407	1.678071	.1004337	-1.201055	-.5518063	1.13409	.8561915	-.0508319	.8082982	.5462332	.6020065	.3878687	.9182451	1.161883	1.260339	1.37281	.1423641	.2876889	.0710019	-.4655894	.8827738	1.116634
InsH2Bfabp_CD15_10dpf_VAST02_plate01_ANAPC5_201207_H05	201207	1	NH089	insH2Bfabp	CD15	ANAPC5	1	0	0	2	1	10	.9411277	1	2	9.533272	0	1.2050572	1.020888	1.4808904	1	34	34	335218	5881	4759	16661	5566	57	5.747e+09	1	3051458	127199	129	205	147	125	127	367600	9888	7622.6597	6383.9652	7.54e+07	-83.8566	1.29e+07	62	3581.066	743060	1049654	38_ANAPC5	1	3	1	5.116667	3	1	3	-.4099833	-1.207414	-.8254945	-1.207414	-.9375322	-1.179761	-.5819415	-2.47474	-.5053211	-.4124631	.2018935	-.7621911	-1.548003	-.0847849	-.1188359	-.5127759	.1873945	.7824294	.3878687	0	-.3878687	2.34813	2.34813	1.906358	-.4921101	-.1423641	.1423641	-.9182451	-.7197189	.8827738
InsH2Bfabp_CD15_10dpf_VAST02_plate01_ANAPC5_201207_H08	201207	1	NH112	insH2Bfabp	CD15	ANAPC5	1	0	0	2	1	10	1	1	2	12.263957	2.892516	1.3477614	1.4973024	2.1044232	1	8	57	368924	6588	5864	10696	3840	56	3.881e+09	1	3966762	152131	146	234	160	134	247	596608	19440	20853.8	16488.516	4.05e+08	387.8144	1.30e+08	19	3561.868	879257.5	1173111	38_ANAPC5	1	3	2	7.066667	3	1	3	-.4516583	-.1333212	-.2494273	-.8801318	-.2104284	-.2410404	.3286447	-.6850168	-.1509692	.6640369	.3763366	.1188359	.4369299	1.671644	1.548003	1.82788	1.82788	.5462332	.7197189	.5462332	.4393922	.9929082	.4921101	.7824294	.4393922	.7197189	1.073562	-.2631268	-.2387225	1.505968
InsH2Bfabp_CD15_10dpf_VAST02_plate02_ANAPC5_201207_F01	201207	2	NH122	insH2Bfabp	CD15	ANAPC5	1	0	0	2	1	10	.8178586	1	2	9.6609552	2.5181904	1.014785	.9187992	3.4294304	1	18	67	236089	5366	4377	6317	2266	44	1.610e+09	1	2736229	114553	120	216	146	115	90	386616	6705	12222.73	9522.8833	8.20e+07	552.5607	-4.67e+07	13	3433.904	872962.1	1035702	38_ANAPC5	1	3	2	8.216666	3	1	3	-.9982012	-.2494273	-.9982012	.6744897	.3286447	.4972006	-.6744897	-1.451407	.4676988	-.6640369	-.4676988	-.7176502	-1.13409	-.5127759	-.6325508	-.3635204	-.7621911	-.6306003	-.7197189	-.6597193	-.8483799	-1.260339	-1.505968	-.7824294	-.6020065	-.6020065	-.2144596	-.6020065	-.8149615	.3124258
