filename	date	plate	index	line	diet	Exp	overfeeding	cholesterol	glucose	VAST	Imaged	age	sod3a_nwt	sod3b_nwt	sod3_nwt	sod3_dich	qRNA	protein	ldl	gluc	tc	tg	Anders_batch	pos_bio	Löpnr	Volume	CellVolume_Av	CellVolume_Stdev	CellInt_Av	CellInt_Stdev	NrCells	CellInt_Tot	isletNr	IV	ISA	IED	IPAL1	IPAL2	IPAL3	LiverLipN	LiverArea	LiverLipArea	LiverLipInt_Av	LiverLipIntBG	LiverLipInt_Tot	LiverLipInt_Av_Res	LiverLipInt_Tot_Res	vld_area	length	dorsal_area	lateral_area	file	batch	tank	batch_bio	tod	tank_n	batch_n	nr_tanks	intlength	intdorsal_area	intlateral_area	intangle	inteye_area	intcurvature	intpig_dorsal_tail	intldl	inttg	inttc	intgluc	intprotein	intLiverArea	intLiverLipN	intLiverLipArea	intLiverLipInt_Tot	intLiverLipInt_Tot_Res	intNrCells	intVolume	intCellVolume_Av	intCellVolume_Stdev	intCellInt_Tot	intCellInt_Av	intCellInt_Stdev	intIV	intISA	intIED	intIPAL1	intIPAL2	intIPAL3
InsH2Bfabp_CD15_09dpf_VAST02_plate01_SOD3_200923_E01	200923	1	NE011	insH2Bfabp	CD15	SOD3	1	0	0	2	1	9	.0628795	0	.0314398	0	1	11.817244	11.365886	9.5770337	7.0441272	18.00451	1	2	2	114035	4561	2638	20541	4675	25	2.324e+09	1	2596845	83780	102	259	176	80									20				10_SOD3	1	3	1	3.033333	3	1	4								-.2069287	.8241822	.6616482	.3348942	-.4079188						-1.494155	-1.744448	-1.494155	-2.211127	-1.166919	2.211127	.4183713	-1.312981	-1.744448	-1.312981	-.7397372	-.8320063	-1.166919
InsH2Bfabp_CD15_09dpf_VAST02_plate01_SOD3_200923_C05	200923	1	NE027	insH2Bfabp	CD15	SOD3	1	0	0	2	1	9	.0514176	0	.0257088	0	1	14.207464	9.6303768	8.8476569	4.4919072	15.510378	1	18	18	414943	5060	4822	7386	2531	82	2.996e+09	1	7662253	202414	198	298	213	141	65	800994	4735	3585.4059	3083.9379	1.70e+07	88.28353	-8402550	0	4339.806	1176431	1573016	10_SOD3	1	3	1	5.066667	3	1	4	1.00999	1.00999	1.202508	1.202508	1.862732	-.7076435	2.30304	-.5867419	-.1443224	-.4916726	.1235907	.3186394	.6744897	-.0298452	-.0298452	-.2104284	-.0298452	1.042247	.2046599	-1.042247	-.7397372	-.8320063	-1.166919	-1.166919	1.166919	.3454851	1.744448	.6533766	.5716375	.6533766
InsH2Bfabp_CD15_09dpf_VAST02_plate01_SOD3_200923_A03	200923	1	NE023	insH2Bfabp	CD15	SOD3	1	0	0	2	1	9	.9687592	1	.9843796	1	3	8.6664999	10.481117	17.917298	6.9420384	25.175137	1	14	14	210423	4574	6284	13900	5421	46	3.253e+09	1	4140954	121481	137	261	194	94	67	480500	5952	2729.1818	2451.2523	1.62e+07	9.211545	-7197850		3605.758	920454.7	1196947	10_SOD3	1	3	1	3.85	3	1	4	-1.862732	-1.202508	-1.454408	-2.310991	-1.862732	-.9265376	-1.087999	-.4686158	2.400036	.6113263	1.739384	-.8122178	-1.802743	.0298452	.2104284	-.3343768	.0896424	-.695908	-.9319713	-1.312981	.5716375	-.4935534	.2743915	.8320063	-.6533766	-.9319713	-.3097425	-.6119958	-.2046599	-.8320063
InsH2Bfabp_CD15_09dpf_VAST02_plate01_SOD3_200923_C06	200923	1	NE034	insH2Bfabp	CD15	SOD3	1	0	0	2	1	9	.0367871	0	.0183935	0	1	23.985636	8.7115776	6.7388068	3.4369896	17.848626	1	25	25	235440	6196	5081	12893	2831	38	3.087e+09	1	2203888	86761	94	268	190	68	58	725309	4368	2794.9212	2521.7026	1.22e+07	-11.58587	-1.14e+07	0	3928.536	1062619	1424362	10_SOD3	1	3	1	5.816667	3	1	4	-.5791321	.1309267	-.0261137	-.3462343	-.0784124	.0261137	-.325661	-.7404675	.7677715	-1.08327	-.7677715	2.39398	-.0298452	-.149762	-.149762	-.920823	-.3343768	-1.042247	-.7397372	-.4935534	-.4183713	-.5716375	0	-1.042247	-1.744448	-1.312981	-1.744448	-.3454851	-.4556403	-1.744448
InsH2Bfabp_CD15_09dpf_VAST02_plate01_SOD3_200923_G01	200923	1	NE013	insH2Bfabp	CD15	SOD3	1	0	0	2	1	9	.0628363	.0137059	.0382711	0	1	17.249562	13.986166	10.433259	4.3557888	14.185371	1	4	4	332948	7084	6671	12052	4067	47	4.080e+09	1	5087196	167278	124	314	222	138	92	717368	7280	3241.4243	2786.3865	2.36e+07	109.7958	-870670.8	3	4458.628	1214862	1597898	10_SOD3	1	3	1	3.166667	3	1	4	1.862732	1.624981	1.318011	.1838047	1.454408	.1838047	-.5614833	.4686158	-.7137046	-.6113263	.6113263	1.001331	-.0896424	.5659488	.5312607	.2104284	.3982089	-.5716375	-.3454851	.3454851	.8320063	-.0677986	-.0677986	.0677986	-.1359107	-.2046599	-.7397372	1.397837	.8320063	.4935534
InsH2Bfabp_CD15_09dpf_VAST02_plate01_SOD3_200923_A06	200923	1	NE032	insH2Bfabp	CD15	SOD3	1	0	0	2	1	9	1	1	1	1	3	15.185281	12.012449	9.6880258	6.3295056	13.250072	1	23	23	159915	6151	6066	16806	4117	26	2.584e+09	1	2675459	97082	122	212	207	63	94	753330	7408	3003.2092	2585.3486	2.22e+07	118.5233	-1604816	3	4214.252	1105057	1491877	10_SOD3	1	3	1	5.683333	3	1	4	.291285	.3462343	.4595582	.2372021	.1309267	.291285	-.8340455	-.0822773	-1.012131	.2917317	.423225	.5244005	.4637077	.6744897	.6013318	.0896424	.3343768	-1.312981	-1.312981	-.5716375	.3454851	-1.042247	.9319713	.2046599	-1.166919	-1.166919	-.9319713	-1.744448	.2743915	-2.211127
InsH2Bfabp_CD15_09dpf_VAST02_plate01_SOD3_200923_A02	200923	1	NE015	insH2Bfabp	CD15	SOD3	1	0	0	2	1	9	1	1	1	1	3	22.573234	5.5127952	6.8339429	3.5050488	13.951546	1	6	6	649482	8221	6830	18031	5092	79	1.158e+10	1	5804722	211865	161	262	199	139	78	752099	6547	2994.7197	2615.7611	1.96e+07	72.67699	-4339294	0	4151.487	1050985	1411860	10_SOD3	1	3	1	3.316667	3	1	4	.1309267	-.0784124	-.2372021	.5791321	-.1309267	1.318011	-.2699041	-1.57718	-.7677715	-1.012131	-.7137046	1.959964	.3982089	.3343768	.3982089	-.0298452	.27188	.8808881	.9319713	1.042247	.9319713	2.211127	1.166919	.6533766	.2046599	.5716375	.5321897	-.4935534	-.1017956	.5716375
InsH2Bfabp_CD15_09dpf_VAST02_plate01_SOD3_200923_A05	200923	1	NE026	insH2Bfabp	CD15	SOD3	1	0	0	2	1	9	.0455222	0	.0227611	0	1	13.881525	10.855442	8.7366648	8.337252	14.886846	1	17	17															71	695328	5216	3150.9496	2924.3798	1.64e+07	-150.1814	-8455470	5	4148.854	1073505	1471122	10_SOD3	1	3	1	4.966667	3	1	4	.0784124	.2372021	.3462343	.0261137	-.741594	-.4595582	-1.443299	-.423225	-.4458055	1.739384	.0822773	.1256613	-.3982089	.149762	.0597171	-.27188	-.0896424													
InsH2Bfabp_CD15_09dpf_VAST02_plate01_SOD3_200923_F06	200923	1	NE035	insH2Bfabp	CD15	SOD3	1	0	0	2	1	9	1	1	1	1	3	15.185281	5.785032	11.479756	2.1778944	14.575079	1	26	26	145201	5378	3616	13716	3437	27	1.981e+09	1	2755869	99350	114	246	190	74	227	895502	16688	2816.3839	2574.1177	4.70e+07	-54.50657	2.32e+07	0	4348.614	1116302	1493672	10_SOD3	1	4	1	5.933333	4	1	4	1.101146	.5791321	.518418	.4022501	.3462343	.6420614	-1.306186	-1.39196	-.5625072	-1.967025	.7137046	.5244005	1.382994	2.260189	1.802743	.6744897	.920823	-1.166919	-1.494155	-.8320063	-1.494155	-1.312981	.2046599	-.2046599	-1.042247	-1.042247	-1.166919	-1.166919	-.4556403	-1.494155
InsH2Bfabp_CD15_09dpf_VAST02_plate01_SOD3_200923_D05	200923	1	NE028	insH2Bfabp	CD15	SOD3	1	0	0	2	1	9	1	1	1	1	3	11.599952	7.8608376	4.915365	6.465624	11.145649	1	19	19	212419	4085	3576	13551	6116	52	3.066e+09	1	3948038	135433	133	275	149	109	86	750990	6928	2505.3349	2142.5305	1.74e+07	164.5795	-5139565	0	4160.076	1058043	1417707	10_SOD3	1	4	1	5.133333	4	1	4	.1838047	.0784124	-.1309267	-.518418	-.4022501	-1.202508	-1.614666	-1.012131	-1.967025	.4686158	-1.57718	-.5005801	.3343768	.4637077	.4637077	-.149762	.149762	-.0338798	-.8320063	-2.211127	-1.744448	-.7397372	.1359107	1.312981	-.8320063	-.5716375	-.6533766	-.1017956	-1.744448	-.7397372
InsH2Bfabp_CD15_09dpf_VAST02_plate01_SOD3_200923_D01	200923	1	NE010	insH2Bfabp	CD15	SOD3	1	0	0	2	1	9	1	1	1	1	3	4.1033528	11.774242	19.391908	5.6829432	20.498641	1	1	1																							0	4220.036	916955.6	1265046	10_SOD3	1	4	1	2.966667	4	1	4	.3462343	-1.318011	-.8490862	-.7764218	-2.310991	-2.310991	-1.19001	-.1235907	1.57718	.1235907	2.400036	-1.731664																		
InsH2Bfabp_CD15_09dpf_VAST02_plate01_SOD3_200923_E05	200923	1	NE029	insH2Bfabp	CD15	SOD3	1	0	0	2	1	9	1	.9122628	.9561314	1	3	13.555586	14.156314	7.8328719	11.229768	12.860364	1	20	20															105	651668	9312	2417.6848	2039.5801	2.25e+07	203.3874	332225.9		4024.776	1071875	1416511	10_SOD3	1	4	1	5.2	4	1	4	-.2372021	.1838047	-.1838047	.7076435	.7076435	.7076435	-1.853367	.5867419	-1.160362	2.400036	-.2069287	0	-.6013318	.7514516	.8331469	.149762	.4637077													
InsH2Bfabp_CD15_09dpf_VAST02_plate01_SOD3_200923_D07	200923	1	NE038	insH2Bfabp	CD15	SOD3	1	0	0	2	1	9	1	1	1	1	3	6.0589873	5.9211504	4.7250928	3.232812	20.030991	1	29	29																											10_SOD3	1	4	1	6.575	4	1	4								-1.245046	1.448272	-1.160362	-1.739384	-1.23544																		
InsH2Bfabp_CD15_09dpf_VAST02_plate01_SOD3_200923_H05	200923	1	NE031	insH2Bfabp	CD15	SOD3	1	0	0	2	1	9	.9815698	1	.9907849	1	3	13.772879	11.638123	11.765164	5.3426472	16.133911	1	22	22	111871	5085	5103	16852	4980	22	1.842e+09	2	1508433	55439	81	255	99	84	200	700424	15792	3887.5715	3253.6287	6.14e+07	182.0114	3.55e+07	0	4021.396	1033504	1368644	10_SOD3	1	4	1	5.616667	4	1	4	-.291285	-.2372021	-.5791321	.1309267	.5791321	.4595582	-.6250856	-.1651163	.2069287	.0205476	.7677715	.0627068	-.2104284	1.668391	1.382994	1.241867	1.1219	-2.211127	-2.211127	-.9319713	-.3454851	-1.494155	1.042247	.5716375	-2.211127	-2.211127	-2.211127	-.8808881	-2.211127	-1.042247
InsH2Bfabp_CD15_09dpf_VAST02_plate01_SOD3_200923_H01	200923	1	NE014	insH2Bfabp	CD15	SOD3	1	0	0	2	1	9	1	.9875525	.9937762	1	3	13.121001	12.216626	12.066428	1.0889472	16.835386	1	5	5	361498	6952	6111	18541	6189	52	6.453e+09	1	5459351	195484	144	261	193	132	135	617538	9633	4177.408	3723.5107	4.02e+07	-105.3264	1.29e+07	0	3911.571	993024.6	1373340	10_SOD3	1	4	1	3.25	4	1	4	-.6420614	-.518418	-.518418	-.291285	-.9265376	1.00999	-.7607465	0	.4916726	-2.400036	.9457771	-.146745	-1.016222	1.1219	.920823	.4637077	.7514516	-.0338798	-.0677986	.1359107	.4183713	.7397372	1.744448	1.744448	0	.2743915	-.1701847	-.6119958	-.3097425	.3454851
InsH2Bfabp_CD15_09dpf_VAST02_plate01_SOD3_200923_F01	200923	1	NE012	insH2Bfabp	CD15	SOD3	1	0	0	2	1	9	1	.9722667	.9861333	1	3	14.316111	16.436297	16.204848	2.7904272	15.666262	1	3	3	417689	6234	6335	16408	6095	67	6.780e+09	1	6802852	230888	158	287	248	125	200	743508	17156	3555.4362	3071.8507	6.10e+07	73.161	3.57e+07	0	4243.545	1201762	1536155	10_SOD3	1	4	1	3.1	4	1	4	.4595582	1.318011	.8490862	1.318011	2.310991	-1.624981	-.9962083	1.08327	-.0822773	-1.448272	1.448272	.4079188	.2104284	1.668391	2.260189	1.1219	1.241867	.3454851	.2743915	-.4183713	.6533766	.9319713	.7397372	1.166919	.7397372	.9319713	.3454851	.3097425	1.744448	-.1359107
InsH2Bfabp_CD15_09dpf_VAST02_plate01_SOD3_200923_H06	200923	1	NE037	insH2Bfabp	CD15	SOD3	1	0	0	2	1	9	.0599501	0	.0299751	0	1	17.358209	5.785032	8.0707121	4.423848	12.392714	1	28	28															182	728554	16384	4869.9103	3937.721	7.98e+07	324.0532	5.18e+07	2	4114.649	1112654	1499608	10_SOD3	1	4	1	6.083333	4	1	4	-.0784124	.518418	.5791321	.4595582	.2372021	-1.00999	-.3824499	-1.39196	-1.339746	-.5625072	-.0822773	1.150349	.0298452	1.382994	1.558784	1.382994	1.382994													
InsH2Bfabp_CD15_09dpf_VAST02_plate01_SOD3_200923_F05	200923	1	NE030	insH2Bfabp	CD15	SOD3	1	0	0	2	1	9	.0597877	0	.0298939	0	1	14.098818	9.6303768	8.2292723	5.0363808	11.535357	1	21	21	196226	4460	4325	14375	3368	44	2.837e+09	1	4435379	126485	134	245	169	116	62	640402	4560	2851.341	2524.4638	1.30e+07	41.4423	-1.07e+07	0	4182.326	1107420	1523998	10_SOD3	1	4	1	5.533333	4	1	4	.2372021	.4595582	.7076435	-.1309267	.7764218	.2372021	.2149745	-.5867419	-1.652854	-.1235907	-.0411038	.2318344	-.6744897	-.0896424	-.0896424	-.8331469	-.2104284	-.8808881	-1.042247	-1.744448	-1.042247	-.9319713	.3454851	-.2743915	-.4183713	-.7397372	-.5716375	-1.312981	-.9856104	-.5716375
InsH2Bfabp_CD15_09dpf_VAST02_plate01_SOD3_200923_B06	200923	1	NE033	insH2Bfabp	CD15	SOD3	1	0	0	2	1	9	1	1	1	1	3	13.555586	8.7115776	8.895225	6.80592	16.601561	1	24	24	164763	6865	6891	18380	3949	24	3.324e+09	1	2364253	85402	101	274	150	78	92	809556	7560	2359.0403	2052.2539	1.78e+07	129.1752	-4385722	0	3963.357	998019.1	1386110	10_SOD3	1	4	1	5.75	4	1	4	-.4595582	-.4595582	-.4022501	-.8490862	-.8490862	.518418	-.9121265	-.7404675	.3786901	.5625072	.1651163	0	.8331469	.5659488	.6744897	-.0896424	.2104284	-1.744448	-1.166919	.0338798	1.166919	-.3454851	1.494155	0	-1.494155	-1.494155	-1.494155	-.2046599	-1.494155	-1.312981
InsH2Bfabp_CD15_09dpf_VAST02_plate01_SOD3_200923_E07	200923	1	NE039	insH2Bfabp	CD15	SOD3	1	0	0	2	1	9	1	1	1	1	3	4.8638773	5.274588	5.4069015	4.593996	13.873605	1	30	30	336171	7640	5844	18150	5863	44	6.354e+09	1	5846868	157712	166	284	214	113									0	3809.339	931729.8	1238578	10_SOD3	1	4	1	7.066667	4	1	4	-1.00999	-1.00999	-1.101146	-.5791321	-1.101146	-1.101146	-2.30304	-1.739384	-.8241822	-.3348942	-1.245046	-1.439531						-.8808881	-.2046599	.6533766	.1359107	.6533766	1.312981	1.042247	.2743915	-.3454851	.8320063	.1359107	.7397372	-.6533766
