filename	date	plate	index	line	diet	Exp	overfeeding	cholesterol	glucose	VAST	Imaged	age	cbsa_nwt	cbsa_dich	cbsb_nwt	cbsb_dich	cbs_dich	qRNA	protein	ldl	gluc	tc	tg	Anders_batch	pos_bio	Löpnr	Volume	CellVolume_Av	CellVolume_Stdev	CellInt_Av	CellInt_Stdev	NrCells	CellInt_Tot	isletNr	IV	ISA	IED	IPAL1	IPAL2	IPAL3	LiverLipN	LiverArea	LiverLipArea	LiverLipInt_Av	LiverLipIntBG	LiverLipInt_Tot	LiverLipInt_Av_Res	LiverLipInt_Tot_Res	vld_area	length	dorsal_area	lateral_area	file	batch	tank	batch_bio	tod	tank_n	batch_n	nr_tanks	intlength	intdorsal_area	intlateral_area	intangle	inteye_area	intcurvature	intpig_dorsal_tail	intldl	inttg	inttc	intgluc	intprotein	intLiverArea	intLiverLipN	intLiverLipArea	intLiverLipInt_Tot	intLiverLipInt_Tot_Res	intNrCells	intVolume	intCellVolume_Av	intCellVolume_Stdev	intCellInt_Tot	intCellInt_Av	intCellInt_Stdev	intIV	intISA	intIED	intIPAL1	intIPAL2	intIPAL3
InsH2Bfabp_CD15_10dpf_VAST02_plate01_CBS_200904_G02	200904	1	NA583	insH2Bfabp	CD15	CBS	1	0	0	2	1	10	.0437264	0	.0566938	0	0	1	21.782215	1.361184	.7928008	.1361184	.1558832	1	35	84	551483	8895	6802	11595	3767	62	6.360e+09	1	6210742	207543	149	313	172	143									0	4463.083	1304942	1724765	5_CBS	2	6	4	3.566667	6	2	7	.9929082	1.150349	1.505968	-.1423641	1.505968	.7916386	1.475791	.6406669	-1.572037	-1.457685	.9968433	.529045						.0482231	.6744897	1.104836	.5578848	.2434042	-.5578848	-.2434042	.8010945	.6744897	.3441025	.8010945	-.6744897	.6744897
InsH2Bfabp_CD15_10dpf_VAST02_plate01_CBS_200904_C02	200904	1	NA579	insH2Bfabp	CD15	CBS	1	0	0	2	1	10	.3788608	1	1	1	1	4	12.533624	1.0889472	.33297634	.170148	.2338248	1	31	80	401157	9117	7274	15143	5293	44	6.123e+09	1	4508640	166755	128	242	197	145	95	606536	7263	2389.7341	2181.4959	1.74e+07	-347.9205	9116045	0	3708.216	881201.5	1189052	5_CBS	2	6	4	3.3	6	2	7	-1.161883	-1.362383	-1.161883	-2.34813	-.5462332	.7234756	-1.644854	-.0545189	-1.090797	-1.027154	-.5119362	-.6744897	0	.5244005	.5244005	-.3054808	1.080319	-1.104836	-.0482231	1.303783	.8010945	-.0482231	.4484255	.5578848	-.4484255	-.4484255	-.7363159	-.6744897	.2933812	.8694237
InsH2Bfabp_CD15_10dpf_VAST02_plate01_CBS_200904_E08	200904	1	NA624	insH2Bfabp	CD15	CBS	1	0	0	2	1	10	0	0	.0455744	0	0	1	17.903774	1.70148	1.014785	.5785032	1.94854	1	27	125																							0				5_CBS	2	6	5	7.15	6	2	7								1.637868	1.159195	1.05844	1.711675	-.1419788																		
InsH2Bfabp_CD15_10dpf_VAST02_plate01_CBS_200904_E06	200904	1	NA610	insH2Bfabp	CD15	CBS	1	0	0	2	1	10	.0372171	0	.0438365	0	0	1	20.141336	1.3952136	.68180869	.510444	1.6367736	1	13	111															12	569807	1008	2078.7083	2024.254	2095338	-475.1713	-2846113	5	4339.328	1290302	1668285	5_CBS	2	6	5	5.7	6	2	7	.5462332	.9803303	1.073562	.6020065	1.260339	1.871871	.7388468	.7566237	.5327554	.6406669	.5966746	.224227	-.2018935	-1.281552	-1.281552	-1.281552	.5244005													
InsH2Bfabp_CD15_10dpf_VAST02_plate01_CBS_200904_E04	200904	1	NA596	insH2Bfabp	CD15	CBS	1	0	0	2	1	10	0	0	.0474777	0	0	1	22.080557	1.531332	.8879369	.5785032	1.7926568	1	48	97																							0	4306.143	1447375	1623768	5_CBS	2	6	4	4.75	6	2	7	.3373553	2.341027	.5462332	1.161883	-.1423641	.3119191	-1.475791	1.233495	.8572543	1.05844	1.233495	.6245627																		
InsH2Bfabp_CD15_10dpf_VAST02_plate01_CBS_200904_H01	200904	1	NA576	insH2Bfabp	CD15	CBS	1	0	0	2	1	10	.5610107	1	1	1	1	4	18.798799	.9187992	.50739251	.4083552	3.9750216	1	28	77																											5_CBS	2	7	4	3.066667	7	2	7								-.5966746	2.444812	.0545189	.2383699	.0202161																		
InsH2Bfabp_CD15_10dpf_VAST02_plate01_CBS_200904_H04	200904	1	NA599	insH2Bfabp	CD15	CBS	1	0	0	2	1	10	.0465663	0	.0458831	0	0	1	32.671687	1.7355096	.72937674	.6465624	2.1044232	1	2	100	421852	5701	6204	5413	1753	74	2.462e+09	3	7569832	237844	142	372	218	142									0				5_CBS	2	7	5	4.938889	7	2	7								1.796193	1.31531	1.51239	.7566237	2.405983						1.104836	.0482231	-.9420758	-.1451209	-1.574445	-2.069902	-2.069902	1.574445	1.574445	.0482231	2.069902	1.020076	.5024022
InsH2Bfabp_CD15_10dpf_VAST02_plate01_CBS_200904_A09	200904	1	NA627	insH2Bfabp	CD15	CBS	1	0	0	2	1	10	.4924071	1	1	1	1	4	11.191086	.9187992	.41225642	.170148	.6235328	1	30	128																								3306.579	734446.7	946234.8	5_CBS	2	7	5	7.35	7	2	7	-2.34813	-2.341027	-2.34813	-1.260339	-1.260339	-2.318758	.1763742	-.5966746	-.6631314	-1.027154	0	-1.022696																		
InsH2Bfabp_CD15_10dpf_VAST02_plate01_CBS_200904_B07	200904	1	NA615	insH2Bfabp	CD15	CBS	1	0	0	2	1	10	.4495356	1	1	1	1	4	8.9535234	.510444	.4915365	.2382072	.7014744	1	18	116																											5_CBS	2	7	5	6.494444	7	2	7								-1.090797	-.5327554	-.6859357	.1826502	-1.254453																		
InsH2Bfabp_CD15_10dpf_VAST02_plate01_CBS_200904_F09	200904	1	NA632	insH2Bfabp	CD15	CBS	1	0	0	2	1	10	.0364267	0	.0483691	0	0	1	18.052945	1.2590952	.34883235	.340296	2.338248	1	35	133	380630	5287	5880	14811	4919	72	5.081e+09	1	6056699	195769	153	308	202	121									0	4380.94	1254085	1599259	5_CBS	2	7	5	7.666667	7	2	7	.6020065	.6445316	.4393922	.9182451	.4393922	1.023392		.4108815	1.637868	-.3138655	-.3330051	-.0606815						.6744897	-.2434042	-1.303783	-.3441025	-.4484255	.2434042	.2434042	.4484255	.4484255	.4484255	.6744897	.5578848	-.4484255
InsH2Bfabp_CD15_10dpf_VAST02_plate01_CBS_200904_B01	200904	1	NA570	insH2Bfabp	CD15	CBS	1	0	0	2	1	10	.0420364	0	.0280404	0	0	1	20.588849	1.020888	.31712032	.3743256	1.0911824	1	22	71	563298	8535	6511	16941	5200	66	9.549e+09	1	6171634	205446	138	297	194	147	69	712412	4704	3229.4543	3062.021	1.52e+07	-537.3061	-1.15e+07	0	4132.84	1036106	1399299	5_CBS	2	7	4	2.633333	7	2	7	-.0947312	-.1695239	-.1903223	-.2876889	.5462332	-.7234756	.0250689	-.2948402	-.1092005	-.1274924	-.6631314	.3722894	.5244005	-.1509692	-.2018935	-.4124631	0	.4484255	.8010945	.4484255	.1451209	1.104836	.8010945	.3441025	.6744897	.5578848	-.1451209	.5578848	-.0482231	1.104836
InsH2Bfabp_CD15_10dpf_VAST02_plate01_CBS_200904_B03	200904	1	NA586	insH2Bfabp	CD15	CBS	1	0	0	2	1	10	.0439791	0	.034211	0	0	1	20.588849	1.3271544	.53910454	.510444	1.3250072	1	38	87																							0	4338.007	1260425	1625712	5_CBS	2	7	4	3.75	7	2	7	.4921101	.7683021	.6020065	-.1903223	.4921101	.6585199	.279319	.5327554	.1826502	.6406669	.2948402	.3722894																		
InsH2Bfabp_CD15_10dpf_VAST02_plate01_CBS_200904_B04	200904	1	NA593	insH2Bfabp	CD15	CBS	1	0	0	2	1	10	.04311	0	.0332024	0	0	1	27.89822	1.361184	.19027219	.510444	.1558832	1	45	94																							25				5_CBS	2	7	4	4.483334	7	2	7								.6406669	-1.572037	.6406669	-1.233495	1.585278																		
InsH2Bfabp_CD15_10dpf_VAST02_plate01_CBS_200904_D02	200904	1	NA580	insH2Bfabp	CD15	CBS	1	0	0	2	1	10	.0338115	0	.0913984	0	0	1	22.826411	1.1229768	1.0623531	.4764144	1.94854	1	32	81																							7				5_CBS	2	7	4	3.366667	7	2	7								.0727199	1.159195	.3911963	2.019086	.835874																		
InsH2Bfabp_CD15_10dpf_VAST02_plate01_CBS_200904_D08	200904	1	NA623	insH2Bfabp	CD15	CBS	1	0	0	2	1	10	.4735641	1	1	1	1	4	11.93694	1.020888	.3964004	.3062664	1.169124	1	26	124	248206	6054	5034	14635	5218	41	3.462e+09	1	3220390	130541	105	253	213	99	17	525812	1184	2910.0574	2447.4265	3445508	-138.4012	-1.04e+07	27	3854.048	982347.7	1356068	5_CBS	2	7	5	7.083333	7	2	7	-.7197189	-.5862727	-.4393922	-1.505968	-.6597193	-.5962318	-.612813	-.2948402	.018165	-.4507442	-.0727199	-.8946621	-.4124631	-.9153651	-1.080319	-.9153651	.1004337	-1.426077	-1.574445	-.8010945	-1.303783	-1.104836	.1451209	.4484255	-1.104836	-.9420758	-1.574445	-.3441025	.8010945	-1.574445
InsH2Bfabp_CD15_10dpf_VAST02_plate01_CBS_200904_F02	200904	1	NA582	insH2Bfabp	CD15	CBS	1	0	0	2	1	10	.351781	1	.9470682	1	1	4	19.09714	1.0889472	.90379291	.4423848	1.4808904	1	34	83																							0	4323.414		1618146	5_CBS	2	7	4	3.5	7	2	7	.3878687		.4921101	2.34813	1.906358	.477996	.8778963	-.0545189	.3330051	.2197229	1.359737	.0606815																		
InsH2Bfabp_CD15_10dpf_VAST02_plate01_CBS_200904_B08	200904	1	NA621	insH2Bfabp	CD15	CBS	1	0	0	2	1	10	0	0	.0569389	0	0	1	18.052945	1.191036	.58667259	.4083552	1.4808904	1	24	122																							0	4062.614	1075150	1385064	5_CBS	2	7	5	6.95	7	2	7	-.2387225	-.0241045	-.2387225	-.5462332	-.1903223	.1540745	.1256613	.2197229	.3330051	.0545189	.4108815	-.0606815																		
InsH2Bfabp_CD15_10dpf_VAST02_plate01_CBS_200904_D05	200904	1	NA602	insH2Bfabp	CD15	CBS	1	0	0	2	1	10	.529018	1	1	1	1	4	14.025332	.2382072	.22198422	.4083552	1.7147152	1	5	103															79	482459	5377	3623.6241	3330.988	1.95e+07	-457.489	-1.29e+07	0	3986.053	995985.4	1348696	5_CBS	2	7	5	5.15	7	2	7	-.5462332	-.4752407	-.4921101	-.6020065	-1.073562	-1.023392	.3318534	-1.407024	.6859357	.0545189	-1.027154	-.5761465	-.6433454	.2533471	.1004337	0	-.2018935													
InsH2Bfabp_CD15_10dpf_VAST02_plate01_CBS_200904_F04	200904	1	NA597	insH2Bfabp	CD15	CBS	1	0	0	2	1	10	.0430801	0	.0746116	0	0	1	13.130307	.9868584	.11099211	.3743256	1.0911824	1	49	98	348682	6837	5996	9963	3461	51	3.520e+09	1	4210910	143009	155	239	150	132									4	4336.224	1283543	1573524	5_CBS	2	7	4	4.816667	7	2	7	.4393922	.8347719	.2876889	.2387225	1.161883	-.051178	.9541653	-.4507442	-.1092005	-.1274924	-1.711675	-.6245627						-.5578848	-.5578848	-.4484255	-.2434042	-.9420758	-1.104836	-.5578848	-.5578848	-.5578848	.5578848	-.8010945	-2.069902	.0482231
InsH2Bfabp_CD15_10dpf_VAST02_plate01_CBS_200904_D04	200904	1	NA595	insH2Bfabp	CD15	CBS	1	0	0	2	1	10	.0426958	0	.0310976	0	0	1	15.964553	1.2250656	.60252861	.340296	.9352992	1	47	96	479078	8711	6268	14286	4423	55	7.064e+09	2	5170834	188034	143	296	218	117	69	676283	5144	3923.2352	3679.2331	2.02e+07	-564.8862	-1.95e+07	0	3809.466	928454.9	1268306	5_CBS	2	7	4	4.683333	7	2	7	-.9182451	-.9051525	-.7197189	-.9929082	-.7824294	-1.465234	-.4958504	.3138655	-.2948402	-.3138655	.4913366	-.3292913	.4124631	-.1509692	-.1004337	.1004337	-.5244005	-.3441025	.3441025	.6744897	-.0482231	.8010945	.0482231	-.0482231	.0482231	.1451209	.1451209	.4484255	1.020076	-.7363159
InsH2Bfabp_CD15_10dpf_VAST02_plate01_CBS_200904_F01	200904	1	NA574	insH2Bfabp	CD15	CBS	1	0	0	2	1	10	0	0	.0285069	0	0	1	20.439678	.4423848	.58667259	.340296	1.4808904	1	26	75																							0				5_CBS	2	7	4	2.9125	7	2	7								-1.159195	.3330051	-.3138655	.4108815	.3080234																		
InsH2Bfabp_CD15_10dpf_VAST02_plate01_CBS_200904_F06	200904	1	NA611	insH2Bfabp	CD15	CBS	1	0	0	2	1	10	.7218056	1	1	1	1	4	14.323674	1.1570064	.3012643	.3743256	1.4808904	1	14	112															50	444696	3392	2516.0911	2342.1148	8534581	-409.2854	-3076013	0	3585.497	973136.3	1189201	5_CBS	2	7	5	5.833333	7	2	7	-1.672937	-.6445316	-1.073562	-.2387225	-.4393922	-.4213913	.3853205	.1642108	.3330051	-.1274924	-.7566237	-.4830894	-.9153651	-.4676988	-.6433454	-.6433454	.4124631													
InsH2Bfabp_CD15_10dpf_VAST02_plate01_CBS_200904_H07	200904	1	NA620	insH2Bfabp	CD15	CBS	1	0	0	2	1	10	.0444346	0	0	0	0	1	15.964553	1.0549176	.33297634	.4083552	1.6367736	1	23	121																								4218.818	1151443	1508909	5_CBS	2	7	5	6.833333	7	2	7	.0473125	.1208042	.0947312	.3878687	0	.2586331	.612813	-.1826502	.5327554	.0545189	-.5119362	-.3292913																		
InsH2Bfabp_CD15_10dpf_VAST02_plate01_CBS_200904_H02	200904	1	NA584	insH2Bfabp	CD15	CBS	1	0	0	2	1	10	.0398977	0	.0448654	0	0	1	22.378899	1.361184	.36468837	.1020888	.1558832	1	36	85															3	626610	272	2130.5772	2732.6714	579517	-1251.259	-1.92e+07	0				5_CBS	2	7	4	3.633333	7	2	7								.6406669	-1.572037	-2.019086	-.2197229	.6744897	.2018935	-2.053749	-2.053749	-2.053749	-.4124631													
