filename	time	control_1_mutant_2_uninjected_0	plate	treatment	column	row	well	luminescenceplatea	luminescenceplateb	rlu_mean	rlu_percstdev	conc	rlublanksub	rsquared_gluglo	stdcurvefunction_gluglo	intercept_gluglo	slope_gluglo	blank_gluglo	maxstd_gluglo	glucconc_well_um	gluc	row384	column384	gluglo_assayfilename	assay_plate	date	experiment	gene	diet	fasted	age	luminiscence_d	delta_lum_d	luminiscence_dd	random_nr	time_jitter	slc2a2_dich	position	znf598_dich	tp53inp1_dich	poldip2_dich	assay_jitter	sirt1_dich	atp2a3_dich	batch	injset	gluc_Res	intgluc	intgluc_Res
20230830_GGTassay_7dpf_TP53INP1_fasted_plate02_C01		1	plate02	fasted	1	C	E02	188500	178100	183300	4.011953	NA	168595	.9835922	y = 41214.9323895178 * x + ( 8393.19308600319 )	8393.193	41214.93	14705	2075250	3.886985	11.04257	E	2	GTT_DAY3_GLUGLO_plate-01		20230830	GGTassay	TP53INP1	fasted	1	7	183300	10400	.9448276				94		0					1	3	-2.817443	-.3436727	-.3661064
20230830_GGTassay_7dpf_TP53INP1_fasted_plate01_C02		2	plate01	fasted	2	C	E03	453400	420300	436850	5.357728	NA	422145	.9835922	y = 41214.9323895178 * x + ( 8393.19308600319 )	8393.193	41214.93	14705	2075250	10.03888	28.51955	E	3	GTT_DAY3_GLUGLO_plate-01		20230830	GGTassay	TP53INP1	fasted	1	7	436850	33100	.9269961				95		1					1	3	14.65592	2.635418	2.635418
20230830_GGTassay_7dpf_TP53INP1_fasted_plate02_C02		1	plate02	fasted	2	C	E04	167900	153900	160900	6.152576	NA	146195	.9835922	y = 41214.9323895178 * x + ( 8393.19308600319 )	8393.193	41214.93	14705	2075250	3.343492	9.498557	E	4	GTT_DAY3_GLUGLO_plate-01		20230830	GGTassay	TP53INP1	fasted	1	7	160900	14000	.916617				96		0					1	3	-4.368681	-.7916386	-.7631429
20230830_GGTassay_7dpf_TP53INP1_fasted_plate01_C03		2	plate01	fasted	3	C	E05	157000	158000	157500	.4489567	NA	142795	.9835922	y = 41214.9323895178 * x + ( 8393.19308600319 )	8393.193	41214.93	14705	2075250	3.260998	9.264198	E	5	GTT_DAY3_GLUGLO_plate-01		20230830	GGTassay	TP53INP1	fasted	1	7	157500	1000	1.006369				97		1					1	3	-4.606652	-.9128061	-.8207921
20230830_GGTassay_7dpf_TP53INP1_fasted_plate02_C03		1	plate02	fasted	3	C	E06	259500	250300	254900	2.552131	NA	240195	.9835922	y = 41214.9323895178 * x + ( 8393.19308600319 )	8393.193	41214.93	14705	2075250	5.624219	15.97789	E	6	GTT_DAY3_GLUGLO_plate-01		20230830	GGTassay	TP53INP1	fasted	1	7	254900	9200	.9645472				98		0					1	3	2.103432	.4345824	.5536302
20230830_GGTassay_7dpf_TP53INP1_fasted_plate01_C04		2	plate01	fasted	4	C	E07	196300	186100	191200	3.772222	NA	176495	.9835922	y = 41214.9323895178 * x + ( 8393.19308600319 )	8393.193	41214.93	14705	2075250	4.078663	11.58711	E	7	GTT_DAY3_GLUGLO_plate-01		20230830	GGTassay	TP53INP1	fasted	1	7	191200	10200	.9480387				99		1					1	3	-2.290966	-.2338183	-.2122234
20230830_GGTassay_7dpf_TP53INP1_fasted_plate02_C04		1	plate02	fasted	4	C	E08	120100	116200	118150	2.334081	NA	103445	.9835922	y = 41214.9323895178 * x + ( 8393.19308600319 )	8393.193	41214.93	14705	2075250	2.306247	6.551837	E	8	GTT_DAY3_GLUGLO_plate-01		20230830	GGTassay	TP53INP1	fasted	1	7	118150	3900	.967527				100		0					1	3	-7.32985	-1.601602	-1.601602
20230830_GGTassay_7dpf_TP53INP1_fasted_plate01_C05		2	plate01	fasted	5	C	E09			127540		NA	112835	.9835922	y = 41214.9323895178 * x + ( 8393.19308600319 )	8393.193	41214.93	14705	2075250	2.534077		E	9	GTT_DAY3_GLUGLO_plate-01		20230830	GGTassay	TP53INP1	fasted	1	7	127540	77320	1.869937				101		1					1	3			
20230830_GGTassay_7dpf_TP53INP1_fasted_plate02_C05		1	plate02	fasted	5	C	E10	93410	90660	92035	2.112831	NA	77330	.9835922	y = 41214.9323895178 * x + ( 8393.19308600319 )	8393.193	41214.93	14705	2075250	1.672617	4.751753	E	10	GTT_DAY3_GLUGLO_plate-01		20230830	GGTassay	TP53INP1	fasted	1	7	92035	2750	.9705599				102		0					1	3	-9.137159	-2.635418	-2.635418
20230830_GGTassay_7dpf_TP53INP1_fasted_plate01_C06		2	plate01	fasted	6	C	E11	442600	381400	412000	10.50362	NA	397295	.9835922	y = 41214.9323895178 * x + ( 8393.19308600319 )	8393.193	41214.93	14705	2075250	9.435945	26.80666	E	11	GTT_DAY3_GLUGLO_plate-01		20230830	GGTassay	TP53INP1	fasted	1	7	412000	61200	.8617262				103		1					1	3	12.91413	2.033354	2.238168
20230830_GGTassay_7dpf_TP53INP1_fasted_plate02_C06		1	plate02	fasted	6	C	E13	173900	159000	166450	6.329763	NA	151745	.9835922	y = 41214.9323895178 * x + ( 8393.19308600319 )	8393.193	41214.93	14705	2075250	3.478152	9.881114	E	13	GTT_DAY3_GLUGLO_plate-01		20230830	GGTassay	TP53INP1	fasted	1	7	166450	14900	.9143186				104		0					1	3	-4.015023	-.6811156	-.6811156
20230830_GGTassay_7dpf_TP53INP1_fasted_plate01_C07		2	plate01	fasted	7	C	E14	407200	378700	392950	5.128526	NA	378245	.9835922	y = 41214.9323895178 * x + ( 8393.19308600319 )	8393.193	41214.93	14705	2075250	8.973733	25.49356	E	14	GTT_DAY3_GLUGLO_plate-01		20230830	GGTassay	TP53INP1	fasted	1	7	392950	28500	.9300098				105		1					1	3	11.59381	1.776623	1.776623
20230830_GGTassay_7dpf_TP53INP1_fasted_plate02_C07		1	plate02	fasted	7	C	E15	223900	204100	214000	6.54239	NA	199295	.9835922	y = 41214.9323895178 * x + ( 8393.19308600319 )	8393.193	41214.93	14705	2075250	4.63186	13.15869	E	15	GTT_DAY3_GLUGLO_plate-01		20230830	GGTassay	TP53INP1	fasted	1	7	214000	19800	.9115677				106		0					1	3	-.7446677	.0843564	.105516
20230830_GGTassay_7dpf_TP53INP1_fasted_plate01_C08		2	plate01	fasted	8	C	E16	185000	164500	174750	8.295101	NA	160045	.9835922	y = 41214.9323895178 * x + ( 8393.19308600319 )	8393.193	41214.93	14705	2075250	3.679535	10.45323	E	16	GTT_DAY3_GLUGLO_plate-01		20230830	GGTassay	TP53INP1	fasted	1	7	174750	20500	.8891892				107		1					1	3	-3.453748	-.5292404	-.5292404
20230830_GGTassay_7dpf_TP53INP1_fasted_plate02_C08		1	plate02	fasted	8	C	E17	216300	209500	212900	2.25849	NA	198195	.9835922	y = 41214.9323895178 * x + ( 8393.19308600319 )	8393.193	41214.93	14705	2075250	4.605171	13.08287	E	17	GTT_DAY3_GLUGLO_plate-01		20230830	GGTassay	TP53INP1	fasted	1	7	212900	6800	.9685622				108		0					1	3	-.8277154	.0421407	.0632344
20230830_GGTassay_7dpf_TP53INP1_fasted_plate01_C09		2	plate01	fasted	9	C	E18	282000	256800	269400	6.614362	NA	254695	.9835922	y = 41214.9323895178 * x + ( 8393.19308600319 )	8393.193	41214.93	14705	2075250	5.976033	16.97737	E	18	GTT_DAY3_GLUGLO_plate-01		20230830	GGTassay	TP53INP1	fasted	1	7	269400	25200	.9106383				109		1					1	3	3.063168	.6034363	.6289042
20230830_GGTassay_7dpf_TP53INP1_fasted_plate01_D01		2	plate01	fasted	1	D	G01	159000	158700	158850	.1335424	NA	144145	.9835922	y = 41214.9323895178 * x + ( 8393.19308600319 )	8393.193	41214.93	14705	2075250	3.293753	9.357253	G	1	GTT_DAY3_GLUGLO_plate-01		20230830	GGTassay	TP53INP1	fasted	1	7	158850	300	.9981132				139		1					1	3	-4.665318	-.8506605	-.8506605
20230830_GGTassay_7dpf_TP53INP1_fasted_plate02_D01		1	plate02	fasted	1	D	G02	189900	181900	185900	3.042955	NA	171195	.9835922	y = 41214.9323895178 * x + ( 8393.19308600319 )	8393.193	41214.93	14705	2075250	3.950068	11.22179	G	2	GTT_DAY3_GLUGLO_plate-01		20230830	GGTassay	TP53INP1	fasted	1	7	185900	8000	.9578726				140		0					1	3	-2.804399	-.3214107	-.3436727
20230830_GGTassay_7dpf_TP53INP1_fasted_plate01_D02		2	plate01	fasted	2	D	G03	262600	283900	273250	5.51194	NA	258545	.9835922	y = 41214.9323895178 * x + ( 8393.19308600319 )	8393.193	41214.93	14705	2075250	6.069446	17.24274	G	3	GTT_DAY3_GLUGLO_plate-01		20230830	GGTassay	TP53INP1	fasted	1	7	273250	21300	1.081112				141		1					1	3	3.212948	.6289042	.6547868
20230830_GGTassay_7dpf_TP53INP1_fasted_plate02_D02		1	plate02	fasted	2	D	G04	111700	105800	108750	3.836257	NA	94045	.9835922	y = 41214.9323895178 * x + ( 8393.19308600319 )	8393.193	41214.93	14705	2075250	2.078174	5.903904	G	4	GTT_DAY3_GLUGLO_plate-01		20230830	GGTassay	TP53INP1	fasted	1	7	108750	5900	.94718				142		0					1	3	-8.129505	-1.88951	-1.88951
20230830_GGTassay_7dpf_TP53INP1_fasted_plate01_D03		2	plate01	fasted	3	D	G05	152500	155300	153900	1.286484	NA	139195	.9835922	y = 41214.9323895178 * x + ( 8393.19308600319 )	8393.193	41214.93	14705	2075250	3.173651	9.016053	G	5	GTT_DAY3_GLUGLO_plate-01		20230830	GGTassay	TP53INP1	fasted	1	7	153900	2800	1.018361				143		1					1	3	-5.020968	-.9452372	-.9452372
20230830_GGTassay_7dpf_TP53INP1_fasted_plate02_D03		1	plate02	fasted	3	D	G06	200000	187200	193600	4.675086	NA	178895	.9835922	y = 41214.9323895178 * x + ( 8393.19308600319 )	8393.193	41214.93	14705	2075250	4.136894	11.75254	G	6	GTT_DAY3_GLUGLO_plate-01		20230830	GGTassay	TP53INP1	fasted	1	7	193600	12800	.936				144		0					1	3	-2.288094	-.190727	-.190727
20230830_GGTassay_7dpf_TP53INP1_fasted_plate01_D04		2	plate01	fasted	4	D	G07	217800	271500	244650	15.5208	NA	229945	.9835922	y = 41214.9323895178 * x + ( 8393.19308600319 )	8393.193	41214.93	14705	2075250	5.375523	15.27137	G	7	GTT_DAY3_GLUGLO_plate-01		20230830	GGTassay	TP53INP1	fasted	1	7	244650	53700	1.246557				145		1					1	3	1.227126	.3214107	.3436727
20230830_GGTassay_7dpf_TP53INP1_fasted_plate02_D04		1	plate02	fasted	4	D	G08	126000	158400	142200	16.11129	NA	127495	.9835922	y = 41214.9323895178 * x + ( 8393.19308600319 )	8393.193	41214.93	14705	2075250	2.889773	8.209583	G	8	GTT_DAY3_GLUGLO_plate-01		20230830	GGTassay	TP53INP1	fasted	1	7	142200	32400	1.257143				146		0					1	3	-5.838275	-1.08638	-1.049131
20230830_GGTassay_7dpf_TP53INP1_fasted_plate01_D05		2	plate01	fasted	5	D	G09	194900	185000	189950	3.685368	NA	175245	.9835922	y = 41214.9323895178 * x + ( 8393.19308600319 )	8393.193	41214.93	14705	2075250	4.048334	11.50095	G	9	GTT_DAY3_GLUGLO_plate-01		20230830	GGTassay	TP53INP1	fasted	1	7	189950	9900	.9492047				147		1					1	3	-2.550522	-.2773484	-.2773484
20230830_GGTassay_7dpf_TP53INP1_fasted_plate02_D05		1	plate02	fasted	5	D	G10	253400	246700	250050	1.894667	NA	235345	.9835922	y = 41214.9323895178 * x + ( 8393.19308600319 )	8393.193	41214.93	14705	2075250	5.506543	15.64359	G	10	GTT_DAY3_GLUGLO_plate-01		20230830	GGTassay	TP53INP1	fasted	1	7	250050	6700	.9735596				148		0					1	3	1.588506	.4115459	.3887258
20230830_GGTassay_7dpf_TP53INP1_fasted_plate01_D06		2	plate01	fasted	6	D	G11	407600	364600	386100	7.875056	NA	371395	.9835922	y = 41214.9323895178 * x + ( 8393.19308600319 )	8393.193	41214.93	14705	2075250	8.807531	25.0214	G	11	GTT_DAY3_GLUGLO_plate-01		20230830	GGTassay	TP53INP1	fasted	1	7	386100	43000	.8945044				149		1					1	3	10.9627	1.68268	1.68268
20230830_GGTassay_7dpf_TP53INP1_fasted_plate02_D06		1	plate02	fasted	6	D	G13			156812		NA	142107	.9835922	y = 41214.9323895178 * x + ( 8393.19308600319 )	8393.193	41214.93	14705	2075250	3.244305		G	13	GTT_DAY3_GLUGLO_plate-01		20230830	GGTassay	TP53INP1	fasted	1	7		307376					150		0					1	3			
20230830_GGTassay_7dpf_TP53INP1_fasted_plate01_D07		2	plate01	fasted	7	D	G14	172800	153800	163300	8.227207	NA	148595	.9835922	y = 41214.9323895178 * x + ( 8393.19308600319 )	8393.193	41214.93	14705	2075250	3.401724	9.663987	G	14	GTT_DAY3_GLUGLO_plate-01		20230830	GGTassay	TP53INP1	fasted	1	7	163300	19000	.8900463				151		1					1	3	-4.401934	-.7079254	-.7916386
20230830_GGTassay_7dpf_TP53INP1_fasted_plate02_D07		1	plate02	fasted	7	D	G15	276400	247300	261850	7.858242	NA	247145	.9835922	y = 41214.9323895178 * x + ( 8393.19308600319 )	8393.193	41214.93	14705	2075250	5.792847	16.45695	G	15	GTT_DAY3_GLUGLO_plate-01		20230830	GGTassay	TP53INP1	fasted	1	7	261850	29100	.8947178				152		0					1	3	2.38742	.5051615	.5783539
20230830_GGTassay_7dpf_TP53INP1_fasted_plate01_D08		2	plate01	fasted	8	D	G16	318500	270500	294500	11.525	NA	279795	.9835922	y = 41214.9323895178 * x + ( 8393.19308600319 )	8393.193	41214.93	14705	2075250	6.585036	18.70749	G	16	GTT_DAY3_GLUGLO_plate-01		20230830	GGTassay	TP53INP1	fasted	1	7	294500	48000	.8492936				153		1					1	3	4.634344	.7079254	.7079254
20230830_GGTassay_7dpf_TP53INP1_fasted_plate01_D09		2	plate01	fasted	9	D	G18			166750		NA	152045	.9835922	y = 41214.9323895178 * x + ( 8393.19308600319 )	8393.193	41214.93	14705	2075250	3.485431		G	18	GTT_DAY3_GLUGLO_plate-01		20230830	GGTassay	TP53INP1	fasted	1	7		115100					155		1					1	3			
20230830_GGTassay_7dpf_TP53INP1_fasted_plate01_E01		2	plate01	fasted	1	E	I01	148700	135800	142250	6.412427	NA	127545	.9835922	y = 41214.9323895178 * x + ( 8393.19308600319 )	8393.193	41214.93	14705	2075250	2.890986	8.21303	I	1	GTT_DAY3_GLUGLO_plate-01		20230830	GGTassay	TP53INP1	fasted	1	7	142250	12900	.9132481				184		1					1	3	-5.972101	-1.049131	-1.1252
20230830_GGTassay_7dpf_TP53INP1_fasted_plate02_E01		1	plate02	fasted	1	E	I02	255700	223200	239450	9.597399	NA	224745	.9835922	y = 41214.9323895178 * x + ( 8393.19308600319 )	8393.193	41214.93	14705	2075250	5.249355	14.91294	I	2	GTT_DAY3_GLUGLO_plate-01		20230830	GGTassay	TP53INP1	fasted	1	7	239450	32500	.8728979				185		0					1	3	.7241971	.2773484	.2773484
20230830_GGTassay_7dpf_TP53INP1_fasted_plate01_E02		2	plate01	fasted	2	E	I03			343050		NA	328345	.9835922	y = 41214.9323895178 * x + ( 8393.19308600319 )	8393.193	41214.93	14705	2075250	7.763007		I	3	GTT_DAY3_GLUGLO_plate-01		20230830	GGTassay	TP53INP1	fasted	1	7		119500					186		1					1	3			
20230830_GGTassay_7dpf_TP53INP1_fasted_plate02_E02		1	plate02	fasted	2	E	I04	125000	105300	115150	12.09727	NA	100445	.9835922	y = 41214.9323895178 * x + ( 8393.19308600319 )	8393.193	41214.93	14705	2075250	2.233458	6.34505	I	4	GTT_DAY3_GLUGLO_plate-01		20230830	GGTassay	TP53INP1	fasted	1	7	115150	19700	.8424				187		0					1	3	-7.850917	-1.776623	-1.68268
20230830_GGTassay_7dpf_TP53INP1_fasted_plate01_E03		2	plate01	fasted	3	E	I05	167300	150100	158700	7.663665	NA	143995	.9835922	y = 41214.9323895178 * x + ( 8393.19308600319 )	8393.193	41214.93	14705	2075250	3.290113	9.346913	I	5	GTT_DAY3_GLUGLO_plate-01		20230830	GGTassay	TP53INP1	fasted	1	7	158700	17200	.8971907				188		1					1	3	-4.852667	-.8813078	-.8813078
20230830_GGTassay_7dpf_TP53INP1_fasted_plate02_E03		1	plate02	fasted	3	E	I06	319000	283100	301050	8.432199	NA	286345	.9835922	y = 41214.9323895178 * x + ( 8393.19308600319 )	8393.193	41214.93	14705	2075250	6.743959	19.15897	I	6	GTT_DAY3_GLUGLO_plate-01		20230830	GGTassay	TP53INP1	fasted	1	7	301050	35900	.8874608				189		0					1	3	4.955781	.7916386	.7352539
20230830_GGTassay_7dpf_TP53INP1_fasted_plate01_E04		2	plate01	fasted	4	E	I07	282500	236000	259250	12.68292	NA	244545	.9835922	y = 41214.9323895178 * x + ( 8393.19308600319 )	8393.193	41214.93	14705	2075250	5.729764	16.27774	I	7	GTT_DAY3_GLUGLO_plate-01		20230830	GGTassay	TP53INP1	fasted	1	7	259250	46500	.8353983				190		1					1	3	2.070932	.4813721	.5292404
20230830_GGTassay_7dpf_TP53INP1_fasted_plate02_E04		1	plate02	fasted	4	E	I08			139650		NA	124945	.9835922	y = 41214.9323895178 * x + ( 8393.19308600319 )	8393.193	41214.93	14705	2075250	2.827902		I	8	GTT_DAY3_GLUGLO_plate-01		20230830	GGTassay	TP53INP1	fasted	1	7	139650	57500	1.518485				191		0					1	3			
20230830_GGTassay_7dpf_TP53INP1_fasted_plate01_E05		2	plate01	fasted	5	E	I09	331600	304600	318100	6.00185	NA	303395	.9835922	y = 41214.9323895178 * x + ( 8393.19308600319 )	8393.193	41214.93	14705	2075250	7.157644	20.33422	I	9	GTT_DAY3_GLUGLO_plate-01		20230830	GGTassay	TP53INP1	fasted	1	7	318100	27000	.9185766				192		1					1	3	6.120185	.9452372	.9786942
20230830_GGTassay_7dpf_TP53INP1_fasted_plate02_E05		1	plate02	fasted	5	E	I10	221900	196800	209350	8.477851	NA	194645	.9835922	y = 41214.9323895178 * x + ( 8393.19308600319 )	8393.193	41214.93	14705	2075250	4.519037	12.83817	I	10	GTT_DAY3_GLUGLO_plate-01		20230830	GGTassay	TP53INP1	fasted	1	7	209350	25100	.886886				193		0					1	3	-1.379468	-.0210657	-.0632344
20230830_GGTassay_7dpf_TP53INP1_fasted_plate01_E06		2	plate01	fasted	6	E	I11	188300	163800	176050	9.840452	NA	161345	.9835922	y = 41214.9323895178 * x + ( 8393.19308600319 )	8393.193	41214.93	14705	2075250	3.711077	10.54283	I	11	GTT_DAY3_GLUGLO_plate-01		20230830	GGTassay	TP53INP1	fasted	1	7	176050	24500	.8698885				194		1					1	3	-3.678421	-.5051615	-.6034363
20230830_GGTassay_7dpf_TP53INP1_fasted_plate02_E06		1	plate02	fasted	6	E	I13	250200	214000	232100	11.02855	NA	217395	.9835922	y = 41214.9323895178 * x + ( 8393.19308600319 )	8393.193	41214.93	14705	2075250	5.071022	14.40631	I	13	GTT_DAY3_GLUGLO_plate-01		20230830	GGTassay	TP53INP1	fasted	1	7	232100	36200	.8553157				195		0					1	3	.181444	.2338183	.2338183
20230830_GGTassay_7dpf_TP53INP1_fasted_plate01_E07		2	plate01	fasted	7	E	I14	254400	207500	230950	14.35952	NA	216245	.9835922	y = 41214.9323895178 * x + ( 8393.19308600319 )	8393.193	41214.93	14705	2075250	5.043119	14.32704	I	14	GTT_DAY3_GLUGLO_plate-01		20230830	GGTassay	TP53INP1	fasted	1	7	230950	46900	.8156447				196		1					1	3	.0985631	.190727	.2122234
20230830_GGTassay_7dpf_TP53INP1_fasted_plate02_E07		1	plate02	fasted	7	E	I15	211500	177200	194350	12.47943	NA	179645	.9835922	y = 41214.9323895178 * x + ( 8393.19308600319 )	8393.193	41214.93	14705	2075250	4.155091	11.80424	I	15	GTT_DAY3_GLUGLO_plate-01		20230830	GGTassay	TP53INP1	fasted	1	7	194350	34300	.8378251				197		0					1	3	-2.427855	-.1693184	-.2338183
20230830_GGTassay_7dpf_TP53INP1_fasted_plate01_E08		2	plate01	fasted	8	E	I16	372900	325200	349050	9.663084	NA	334345	.9835922	y = 41214.9323895178 * x + ( 8393.19308600319 )	8393.193	41214.93	14705	2075250	7.908585	22.46757	I	16	GTT_DAY3_GLUGLO_plate-01		20230830	GGTassay	TP53INP1	fasted	1	7	349050	47700	.8720837				198		1					1	3	8.231867	1.300945	1.300945
20230830_GGTassay_7dpf_TP53INP1_fasted_plate01_E09		2	plate01	fasted	9	E	I18			130520		NA	115815	.9835922	y = 41214.9323895178 * x + ( 8393.19308600319 )	8393.193	41214.93	14705	2075250	2.606381		I	18	GTT_DAY3_GLUGLO_plate-01		20230830	GGTassay	TP53INP1	fasted	1	7		110960					200		1					1	3			
20230830_GGTassay_7dpf_TP53INP1_fasted_plate01_F01		2	plate01	fasted	1	F	K01	310500	296000	303250	3.381055	NA	288545	.9835922	y = 41214.9323895178 * x + ( 8393.19308600319 )	8393.193	41214.93	14705	2075250	6.797338	19.31062	K	1	GTT_DAY3_GLUGLO_plate-01		20230830	GGTassay	TP53INP1	fasted	1	7	303250	14500	.9533011				230		1					1	3	4.959316	.8207921	.7631429
20230830_GGTassay_7dpf_TP53INP1_fasted_plate02_F01		1	plate02	fasted	1	F	K02	150500	124600	137550	13.31448	NA	122845	.9835922	y = 41214.9323895178 * x + ( 8393.19308600319 )	8393.193	41214.93	14705	2075250	2.77695	7.889062	K	2	GTT_DAY3_GLUGLO_plate-01		20230830	GGTassay	TP53INP1	fasted	1	7	137550	25900	.827907				231		0					1	3	-6.465852	-1.208407	-1.253334
20230830_GGTassay_7dpf_TP53INP1_fasted_plate01_F02		2	plate01	fasted	2	F	K03	201900	162000	181950	15.50622	NA	167245	.9835922	y = 41214.9323895178 * x + ( 8393.19308600319 )	8393.193	41214.93	14705	2075250	3.854229	10.94952	K	3	GTT_DAY3_GLUGLO_plate-01		20230830	GGTassay	TP53INP1	fasted	1	7	181950	39900	.8023774				232		1					1	3	-3.409011	-.4115459	-.4813721
20230830_GGTassay_7dpf_TP53INP1_fasted_plate02_F02		1	plate02	fasted	2	F	K04	211500	205900	208700	1.897364	NA	193995	.9835922	y = 41214.9323895178 * x + ( 8393.19308600319 )	8393.193	41214.93	14705	2075250	4.503266	12.79337	K	4	GTT_DAY3_GLUGLO_plate-01		20230830	GGTassay	TP53INP1	fasted	1	7	208700	5600	.9735225				233		0					1	3	-1.56877	-.0421407	-.105516
20230830_GGTassay_7dpf_TP53INP1_fasted_plate01_F03		2	plate01	fasted	3	F	K05	362100	353500	357800	1.699586	NA	343095	.9835922	y = 41214.9323895178 * x + ( 8393.19308600319 )	8393.193	41214.93	14705	2075250	8.120887	23.0707	K	5	GTT_DAY3_GLUGLO_plate-01		20230830	GGTassay	TP53INP1	fasted	1	7	357800	8600	.9762496				234		1					1	3	8.70495	1.406203	1.406203
20230830_GGTassay_7dpf_TP53INP1_fasted_plate02_F03		1	plate02	fasted	3	F	K06	89470	112300	100885	16.00163	NA	86180	.9835922	y = 41214.9323895178 * x + ( 8393.19308600319 )	8393.193	41214.93	14705	2075250	1.887345	5.361776	K	6	GTT_DAY3_GLUGLO_plate-01		20230830	GGTassay	TP53INP1	fasted	1	7	100885	22830	1.255169				235		0					1	3	-9.007587	-2.238168	-2.238168
20230830_GGTassay_7dpf_TP53INP1_fasted_plate01_F04		2	plate01	fasted	4	F	K07	238100	224100	231100	4.283641	NA	216395	.9835922	y = 41214.9323895178 * x + ( 8393.19308600319 )	8393.193	41214.93	14705	2075250	5.046759	14.33738	K	7	GTT_DAY3_GLUGLO_plate-01		20230830	GGTassay	TP53INP1	fasted	1	7	231100	14000	.9412012				236		1					1	3	-.0355938	.2122234	.1479871
20230830_GGTassay_7dpf_TP53INP1_fasted_plate02_F04		1	plate02	fasted	4	F	K08			115420		NA	100715	.9835922	y = 41214.9323895178 * x + ( 8393.19308600319 )	8393.193	41214.93	14705	2075250	2.240009		K	8	GTT_DAY3_GLUGLO_plate-01		20230830	GGTassay	TP53INP1	fasted	1	7	115420	57360	1.661287				237		0					1	3			
20230830_GGTassay_7dpf_TP53INP1_fasted_plate01_F05		2	plate01	fasted	5	F	K09	309500	308200	308850	.2976328	NA	294145	.9835922	y = 41214.9323895178 * x + ( 8393.19308600319 )	8393.193	41214.93	14705	2075250	6.933211	19.69662	K	9	GTT_DAY3_GLUGLO_plate-01		20230830	GGTassay	TP53INP1	fasted	1	7	308850	1300	.9957997				238		1					1	3	5.31642	.8813078	.8506605
20230830_GGTassay_7dpf_TP53INP1_fasted_plate02_F05		1	plate02	fasted	5	F	K10	246100	235900	241000	2.992734	NA	226295	.9835922	y = 41214.9323895178 * x + ( 8393.19308600319 )	8393.193	41214.93	14705	2075250	5.286963	15.01978	K	10	GTT_DAY3_GLUGLO_plate-01		20230830	GGTassay	TP53INP1	fasted	1	7	241000	10200	.9585534				239		0					1	3	.6359668	.2993069	.2555228
20230830_GGTassay_7dpf_TP53INP1_fasted_plate01_F06		2	plate01	fasted	6	F	K11	228900	196400	212650	10.80695	NA	197945	.9835922	y = 41214.9323895178 * x + ( 8393.19308600319 )	8393.193	41214.93	14705	2075250	4.599105	13.06564	K	11	GTT_DAY3_GLUGLO_plate-01		20230830	GGTassay	TP53INP1	fasted	1	7	212650	32500	.8580166				240		1					1	3	-1.321786	.0210657	-.0421407
20230830_GGTassay_7dpf_TP53INP1_fasted_plate02_F06		1	plate02	fasted	6	F	K13	115000	99080	107040	10.51676	NA	92335	.9835922	y = 41214.9323895178 * x + ( 8393.19308600319 )	8393.193	41214.93	14705	2075250	2.036684	5.786035	K	13	GTT_DAY3_GLUGLO_plate-01		20230830	GGTassay	TP53INP1	fasted	1	7	107040	15920	.8615652				241		0					1	3	-8.605003	-2.033354	-2.033354
20230830_GGTassay_7dpf_TP53INP1_fasted_plate01_F07		2	plate01	fasted	7	F	K14	341400	326200	333800	3.219899	NA	319095	.9835922	y = 41214.9323895178 * x + ( 8393.19308600319 )	8393.193	41214.93	14705	2075250	7.538574	21.4164	K	14	GTT_DAY3_GLUGLO_plate-01		20230830	GGTassay	TP53INP1	fasted	1	7	333800	15200	.9554774				242		1					1	3	7.021752	1.08638	1.049131
20230830_GGTassay_7dpf_TP53INP1_fasted_plate02_F07		1	plate02	fasted	7	F	K15	153300	128000	140650	12.71938	NA	125945	.9835922	y = 41214.9323895178 * x + ( 8393.19308600319 )	8393.193	41214.93	14705	2075250	2.852165	8.102743	K	15	GTT_DAY3_GLUGLO_plate-01		20230830	GGTassay	TP53INP1	fasted	1	7	140650	25300	.8349641				243		0					1	3	-6.29552	-1.165795	-1.165795
20230830_GGTassay_7dpf_TP53INP1_fasted_plate01_F08		2	plate01	fasted	8	F	K16	360900	364600	362750	.7212391	NA	348045	.9835922	y = 41214.9323895178 * x + ( 8393.19308600319 )	8393.193	41214.93	14705	2075250	8.240989	23.4119	K	16	GTT_DAY3_GLUGLO_plate-01		20230830	GGTassay	TP53INP1	fasted	1	7	362750	3700	1.010252				244		1					1	3	9.010026	1.529864	1.465234
20230830_GGTassay_7dpf_TP53INP1_fasted_plate01_F09		2	plate01	fasted	9	F	K18	200100	227300	213700	9.000142	NA	198995	.9835922	y = 41214.9323895178 * x + ( 8393.19308600319 )	8393.193	41214.93	14705	2075250	4.624581	13.13801	K	18	GTT_DAY3_GLUGLO_plate-01		20230830	GGTassay	TP53INP1	fasted	1	7	213700	27200	1.135932				246		1					1	3	-1.271086	.0632344	-.0210657
20230830_GGTassay_7dpf_TP53INP1_fasted_plate01_G01		2	plate01	fasted	1	G	M01	329700	309700	319700	4.423564	NA	304995	.9835922	y = 41214.9323895178 * x + ( 8393.19308600319 )	8393.193	41214.93	14705	2075250	7.196465	20.4445	M	1	GTT_DAY3_GLUGLO_plate-01		20230830	GGTassay	TP53INP1	fasted	1	7	319700	20000	.9393388				276		1					1	3	5.927029	.9786942	.8813078
