index	filename	injset	control_1_mutant_2_uninjected_0	plate	treatment	column	row	well	luminescenceplatea	luminescenceplateb	rlu_mean	rlu_percstdev	conc	rlublanksub	rsquared_gluglo	stdcurvefunction_gluglo	intercept_gluglo	slope_gluglo	blank_gluglo	maxstd_gluglo	glucconc_well_um	gluc	row384	column384	gluglo_assayfilename	assayplategluc	date	experiment	gene	diet	fasted	age	luminiscence_d	delta_lum_d	luminiscence_dd	position	sirt1_dich	batch	gluc_Res	intgluc	intgluc_Res
KITA1_043	20230810_GGTassay_7dpf_KITA1_fasted_plate02_C06	2	1	plate02	fasted	6	C	F11	174000	171700	172850	.9409	NA	155700	.9826607	y = 43390.2957232046 * x + ( 3266.86550228856 )	3266.865	43390.3	17150	2181625	3.51307	9.980311	F	11	GTT_DAY1v2_GLUGLO_plate-01	1	20230810	GGTassay	KITA1	fasted	1	7	172850	2300	.9867816	120	0	1	-7.489993	-1.301807	-1.268335
KITA1_035	20230810_GGTassay_7dpf_KITA1_fasted_plate02_C05	2	1	plate02	fasted	5	C	F09	244100	226000	235050	5.445068	NA	217900	.9826607	y = 43390.2957232046 * x + ( 3266.86550228856 )	3266.865	43390.3	17150	2181625	4.94657	14.05276	F	9	GTT_DAY1v2_GLUGLO_plate-01	1	20230810	GGTassay	KITA1	fasted	1	7	235050	18100	.92585	122	0	1	-3.424284	-.4549811	-.4226994
KITA1_027	20230810_GGTassay_7dpf_KITA1_fasted_plate02_C04	2	1	plate02	fasted	4	C	F07	178600	178500	178550	.0396027	NA	161400	.9826607	y = 43390.2957232046 * x + ( 3266.86550228856 )	3266.865	43390.3	17150	2181625	3.644435	10.35351	F	7	GTT_DAY1v2_GLUGLO_plate-01	1	20230810	GGTassay	KITA1	fasted	1	7	178550	100	.9994401	124	0	1	-7.130265	-1.205345	-1.205345
KITA1_019	20230810_GGTassay_7dpf_KITA1_fasted_plate02_C03	2	1	plate02	fasted	3	C	F05	462300	453200	457750	1.405717	NA	440600	.9826607	y = 43390.2957232046 * x + ( 3266.86550228856 )	3266.865	43390.3	17150	2181625	10.07905	28.63368	F	5	GTT_DAY1v2_GLUGLO_plate-01	1	20230810	GGTassay	KITA1	fasted	1	7	457750	9100	.9803158	126	0	1	11.14317	1.543098	1.543098
KITA1_011	20230810_GGTassay_7dpf_KITA1_fasted_plate02_C02	2	1	plate02	fasted	2	C	F03	168700	164600	166650	1.739657	NA	149500	.9826607	y = 43390.2957232046 * x + ( 3266.86550228856 )	3266.865	43390.3	17150	2181625	3.370181	9.574377	F	3	GTT_DAY1v2_GLUGLO_plate-01	1	20230810	GGTassay	KITA1	fasted	1	7	166650	4100	.9756965	128	0	1	-7.92287	-1.37352	-1.37352
KITA1_003	20230810_GGTassay_7dpf_KITA1_fasted_plate02_C01	2	1	plate02	fasted	1	C	F01	143200	147700	145450	2.18768	NA	128300	.9826607	y = 43390.2957232046 * x + ( 3266.86550228856 )	3266.865	43390.3	17150	2181625	2.881592	8.186341	F	1	GTT_DAY1v2_GLUGLO_plate-01	1	20230810	GGTassay	KITA1	fasted	1	7	145450	4500	1.031425	130	0	1	-9.317641	-1.707553	-1.647695
SIRT1_004	20230810_GGTassay_7dpf_SIRT1_fasted_plate04_D01	2	2	plate04	fasted	1	D	G02	207500	205300	206400	.7536991	NA	189250	.9826607	y = 43390.2957232046 * x + ( 3266.86550228856 )	3266.865	43390.3	17150	2181625	4.286284	12.17694	G	2	GTT_DAY1v2_GLUGLO_plate-01	1	20230810	GGTassay	SIRT1	fasted	1	7	206400	2200	.9893976	132	1	1	-5.333775	-.8147688	-.7549276
SIRT1_012	20230810_GGTassay_7dpf_SIRT1_fasted_plate04_D02	2	2	plate04	fasted	2	D	G04	294200	310500	302350	3.812085	NA	285200	.9826607	y = 43390.2957232046 * x + ( 3266.86550228856 )	3266.865	43390.3	17150	2181625	6.497608	18.45911	G	4	GTT_DAY1v2_GLUGLO_plate-01	1	20230810	GGTassay	SIRT1	fasted	1	7	302350	16300	1.055405	134	1	1	.94166	.3593968	.3908523
SIRT1_020	20230810_GGTassay_7dpf_SIRT1_fasted_plate04_D03	2	2	plate04	fasted	3	D	G06			317350		NA	300200	.9826607	y = 43390.2957232046 * x + ( 3266.86550228856 )	3266.865	43390.3	17150	2181625	6.843307		G	6	GTT_DAY1v2_GLUGLO_plate-01	1	20230810	GGTassay	SIRT1	fasted	1	7	317350	130700		136	1	1			
SIRT1_028	20230810_GGTassay_7dpf_SIRT1_fasted_plate04_D04	2	2	plate04	fasted	4	D	G08	443800	479200	461500	5.423961	NA	444350	.9826607	y = 43390.2957232046 * x + ( 3266.86550228856 )	3266.865	43390.3	17150	2181625	10.16548	28.8792	G	8	GTT_DAY1v2_GLUGLO_plate-01	1	20230810	GGTassay	SIRT1	fasted	1	7	461500	35400	1.079766	138	1	1	11.34828	1.593219	1.593219
SIRT1_036	20230810_GGTassay_7dpf_SIRT1_fasted_plate04_D05	2	2	plate04	fasted	5	D	G10	236300	279800	258050	11.91984	NA	240900	.9826607	y = 43390.2957232046 * x + ( 3266.86550228856 )	3266.865	43390.3	17150	2181625	5.476643	15.55864	G	10	GTT_DAY1v2_GLUGLO_plate-01	1	20230810	GGTassay	SIRT1	fasted	1	7	258050	43500	1.184088	140	1	1	-1.979018	-.2518337	-.3128614
SIRT1_044	20230810_GGTassay_7dpf_SIRT1_fasted_plate04_D06	2	2	plate04	fasted	6	D	G13	239600	263900	251750	6.825301	NA	234600	.9826607	y = 43390.2957232046 * x + ( 3266.86550228856 )	3266.865	43390.3	17150	2181625	5.331449	15.14616	G	13	GTT_DAY1v2_GLUGLO_plate-01	1	20230810	GGTassay	SIRT1	fasted	1	7	251750	24300	1.101419	142	1	1	-2.398236	-.3438034	-.3593968
SIRT1_052	20230810_GGTassay_7dpf_SIRT1_fasted_plate04_D07	2	2	plate04	fasted	7	D	G15	234000	235900	234950	.571825	NA	217800	.9826607	y = 43390.2957232046 * x + ( 3266.86550228856 )	3266.865	43390.3	17150	2181625	4.944265	14.04621	G	15	GTT_DAY1v2_GLUGLO_plate-01	1	20230810	GGTassay	SIRT1	fasted	1	7	234950	1900	1.00812	144	1	1	-3.504924	-.4712995	-.4549811
SIRT1_060	20230810_GGTassay_7dpf_SIRT1_fasted_plate04_D08	2	2	plate04	fasted	8	D	G17	277200	305200	291200	6.799104	NA	274050	.9826607	y = 43390.2957232046 * x + ( 3266.86550228856 )	3266.865	43390.3	17150	2181625	6.240638	17.72909	G	17	GTT_DAY1v2_GLUGLO_plate-01	1	20230810	GGTassay	SIRT1	fasted	1	7	291200	28000	1.10101	146	1	1	.1712175	.1323128	.1768208
SIRT1_068	20230810_GGTassay_7dpf_SIRT1_fasted_plate04_D09	2	2	plate04	fasted	9	D	G19	490700	501300	496000	1.511156	NA	478850	.9826607	y = 43390.2957232046 * x + ( 3266.86550228856 )	3266.865	43390.3	17150	2181625	10.96059	31.13803	G	19	GTT_DAY1v2_GLUGLO_plate-01	1	20230810	GGTassay	SIRT1	fasted	1	7	496000	10600	1.021602	147	1	1	13.5768	1.849903	1.849903
SIRT1_076	20230810_GGTassay_7dpf_SIRT1_fasted_plate04_D10	2	2	plate04	fasted	10	D	G21	415700	446100	430900	4.988639	NA	413750	.9826607	y = 43390.2957232046 * x + ( 3266.86550228856 )	3266.865	43390.3	17150	2181625	9.460252	26.87572	G	21	GTT_DAY1v2_GLUGLO_plate-01	1	20230810	GGTassay	SIRT1	fasted	1	7	430900	30400	1.07313	149	1	1	9.307743	1.336804	1.37352
SIRT1_084	20230810_GGTassay_7dpf_SIRT1_fasted_plate04_D11	2	2	plate04	fasted	11	D	G22	255700	273700	264700	4.808433	NA	247550	.9826607	y = 43390.2957232046 * x + ( 3266.86550228856 )	3266.865	43390.3	17150	2181625	5.629902	15.99404	G	22	GTT_DAY1v2_GLUGLO_plate-01	1	20230810	GGTassay	SIRT1	fasted	1	7	264700	18000	1.070395	150	1	1	-1.577299	-.1917306	-.2066832
SIRT1_092	20230810_GGTassay_7dpf_SIRT1_fasted_plate04_D12	2	2	plate04	fasted	12	D	G23	193000	215400	204200	7.756705	NA	187050	.9826607	y = 43390.2957232046 * x + ( 3266.86550228856 )	3266.865	43390.3	17150	2181625	4.235581	12.0329	G	23	GTT_DAY1v2_GLUGLO_plate-01	1	20230810	GGTassay	SIRT1	fasted	1	7	204200	22400	1.116062	151	1	1	-5.541806	-.8353711	-.8147688
KITA1_076	20230810_GGTassay_7dpf_KITA1_fasted_plate02_D10	2	1	plate02	fasted	10	D	H20	237600	201100	219350	11.76631	NA	202200	.9826607	y = 43390.2957232046 * x + ( 3266.86550228856 )	3266.865	43390.3	17150	2181625	4.584738	13.02482	H	20	GTT_DAY1v2_GLUGLO_plate-01	1	20230810	GGTassay	KITA1	fasted	1	7	219350	36500	.8463805	154	0	1	-4.559988	-.6790976	-.6069868
KITA1_068	20230810_GGTassay_7dpf_KITA1_fasted_plate02_D09	2	1	plate02	fasted	9	D	H18	581100	545500	563300	4.468844	NA	546150	.9826607	y = 43390.2957232046 * x + ( 3266.86550228856 )	3266.865	43390.3	17150	2181625	12.51163	35.54439	H	18	GTT_DAY1v2_GLUGLO_plate-01	1	20230810	GGTassay	KITA1	fasted	1	7	563300	35600	.9387369	156	0	1	17.95284	2.044181	2.044181
KITA1_060	20230810_GGTassay_7dpf_KITA1_fasted_plate02_D08	2	1	plate02	fasted	8	D	H16	309000	285100	297050	5.689228	NA	279900	.9826607	y = 43390.2957232046 * x + ( 3266.86550228856 )	3266.865	43390.3	17150	2181625	6.375461	18.1121	H	16	GTT_DAY1v2_GLUGLO_plate-01	1	20230810	GGTassay	KITA1	fasted	1	7	297050	23900	.9226537	158	0	1	.5138215	.2975039	.2669941
KITA1_052	20230810_GGTassay_7dpf_KITA1_fasted_plate02_D07	2	1	plate02	fasted	7	D	H14	106000	112400	109200	4.144216	NA	92050	.9826607	y = 43390.2957232046 * x + ( 3266.86550228856 )	3266.865	43390.3	17150	2181625	2.046152	5.812932	H	14	GTT_DAY1v2_GLUGLO_plate-01	1	20230810	GGTassay	KITA1	fasted	1	7	109200	6400	1.060377	160	0	1	-11.79209	-2.180239	-2.180239
KITA1_044	20230810_GGTassay_7dpf_KITA1_fasted_plate02_D06	2	1	plate02	fasted	6	D	H11	158400	156100	157250	1.034242	NA	140100	.9826607	y = 43390.2957232046 * x + ( 3266.86550228856 )	3266.865	43390.3	17150	2181625	3.153542	8.958927	H	11	GTT_DAY1v2_GLUGLO_plate-01	1	20230810	GGTassay	KITA1	fasted	1	7	157250	2300	.9854798	162	0	1	-8.652827	-1.593219	-1.543098
KITA1_036	20230810_GGTassay_7dpf_KITA1_fasted_plate02_D05	2	1	plate02	fasted	5	D	H09	329200	329000	329100	.0429722	NA	311950	.9826607	y = 43390.2957232046 * x + ( 3266.86550228856 )	3266.865	43390.3	17150	2181625	7.114105	20.21053	H	9	GTT_DAY1v2_GLUGLO_plate-01	1	20230810	GGTassay	KITA1	fasted	1	7	329100	200	.9993924	164	0	1	2.592037	.5894558	.6069868
KITA1_028	20230810_GGTassay_7dpf_KITA1_fasted_plate02_D04	2	1	plate02	fasted	4	D	H07	217000	212800	214900	1.381968	NA	197750	.9826607	y = 43390.2957232046 * x + ( 3266.86550228856 )	3266.865	43390.3	17150	2181625	4.482181	12.73347	H	7	GTT_DAY1v2_GLUGLO_plate-01	1	20230810	GGTassay	KITA1	fasted	1	7	214900	4200	.9806452	166	0	1	-4.891759	-.6976756	-.6790976
KITA1_020	20230810_GGTassay_7dpf_KITA1_fasted_plate02_D03	2	1	plate02	fasted	3	D	H05	501900	495200	498550	.9502789	NA	481400	.9826607	y = 43390.2957232046 * x + ( 3266.86550228856 )	3266.865	43390.3	17150	2181625	11.01936	31.30499	H	5	GTT_DAY1v2_GLUGLO_plate-01	1	20230810	GGTassay	KITA1	fasted	1	7	498550	6700	.9866507	168	0	1	13.67303	1.937932	1.937932
KITA1_012	20230810_GGTassay_7dpf_KITA1_fasted_plate02_D02	2	1	plate02	fasted	2	D	H03	389500	369700	379600	3.688281	NA	362450	.9826607	y = 43390.2957232046 * x + ( 3266.86550228856 )	3266.865	43390.3	17150	2181625	8.27796	23.51693	H	3	GTT_DAY1v2_GLUGLO_plate-01	1	20230810	GGTassay	KITA1	fasted	1	7	379600	19800	.9491656	170	0	1	5.878234	.9910986	1.015345
KITA1_004	20230810_GGTassay_7dpf_KITA1_fasted_plate02_D01	2	1	plate02	fasted	1	D	H01	159600	169200	164400	4.129091	NA	147250	.9826607	y = 43390.2957232046 * x + ( 3266.86550228856 )	3266.865	43390.3	17150	2181625	3.318326	9.427062	H	1	GTT_DAY1v2_GLUGLO_plate-01	1	20230810	GGTassay	KITA1	fasted	1	7	164400	9600	1.06015	172	0	1	-8.218371	-1.412188	-1.496579
SIRT1_005	20230810_GGTassay_7dpf_SIRT1_fasted_plate04_E01	2	2	plate04	fasted	1	E	I02	268700	269500	269100	.2102138	NA	251950	.9826607	y = 43390.2957232046 * x + ( 3266.86550228856 )	3266.865	43390.3	17150	2181625	5.731308	16.28212	I	2	GTT_DAY1v2_GLUGLO_plate-01	1	20230810	GGTassay	SIRT1	fasted	1	7	269100	800	1.002977	174	1	1	-1.370045	-.1471154	-.1323128
SIRT1_013	20230810_GGTassay_7dpf_SIRT1_fasted_plate04_E02	2	2	plate04	fasted	2	E	I04	284000	340300	312150	12.75352	NA	295000	.9826607	y = 43390.2957232046 * x + ( 3266.86550228856 )	3266.865	43390.3	17150	2181625	6.723465	19.10075	I	4	GTT_DAY1v2_GLUGLO_plate-01	1	20230810	GGTassay	SIRT1	fasted	1	7	312150	56300	1.198239	176	1	1	1.441849	.4226994	.4712995
SIRT1_021	20230810_GGTassay_7dpf_SIRT1_fasted_plate04_E03	2	2	plate04	fasted	3	E	I06			235250		NA	218100	.9826607	y = 43390.2957232046 * x + ( 3266.86550228856 )	3266.865	43390.3	17150	2181625	4.95118		I	6	GTT_DAY1v2_GLUGLO_plate-01	1	20230810	GGTassay	SIRT1	fasted	1	7		188700		178	1	1			
SIRT1_029	20230810_GGTassay_7dpf_SIRT1_fasted_plate04_E04	2	2	plate04	fasted	4	E	I08	308100	351100	329600	9.224998	NA	312450	.9826607	y = 43390.2957232046 * x + ( 3266.86550228856 )	3266.865	43390.3	17150	2181625	7.125628	20.24326	I	8	GTT_DAY1v2_GLUGLO_plate-01	1	20230810	GGTassay	SIRT1	fasted	1	7	329600	43000	1.139565	180	1	1	2.570887	.6069868	.5549229
SIRT1_037	20230810_GGTassay_7dpf_SIRT1_fasted_plate04_E05	2	2	plate04	fasted	5	E	I10	171800	206100	188950	12.83607	NA	171800	.9826607	y = 43390.2957232046 * x + ( 3266.86550228856 )	3266.865	43390.3	17150	2181625	3.88412	11.03443	I	10	GTT_DAY1v2_GLUGLO_plate-01	1	20230810	GGTassay	SIRT1	fasted	1	7	188950	34300	1.199651	182	1	1	-6.644678	-1.118958	-1.091953
SIRT1_045	20230810_GGTassay_7dpf_SIRT1_fasted_plate04_E06	2	2	plate04	fasted	6	E	I13	262300	301400	281850	9.809429	NA	264700	.9826607	y = 43390.2957232046 * x + ( 3266.86550228856 )	3266.865	43390.3	17150	2181625	6.025152	17.11691	I	13	GTT_DAY1v2_GLUGLO_plate-01	1	20230810	GGTassay	SIRT1	fasted	1	7	281850	39100	1.149066	184	1	1	-.5689384	.0293215	.0293215
SIRT1_053	20230810_GGTassay_7dpf_SIRT1_fasted_plate04_E07	2	2	plate04	fasted	7	E	I15	351900	396400	374150	8.410064	NA	357000	.9826607	y = 43390.2957232046 * x + ( 3266.86550228856 )	3266.865	43390.3	17150	2181625	8.152356	23.1601	I	15	GTT_DAY1v2_GLUGLO_plate-01	1	20230810	GGTassay	SIRT1	fasted	1	7	374150	44500	1.126456	186	1	1	5.46752	.8776808	.8994349
SIRT1_061	20230810_GGTassay_7dpf_SIRT1_fasted_plate04_E08	2	2	plate04	fasted	8	E	I17	311700	372300	342000	12.52944	NA	324850	.9826607	y = 43390.2957232046 * x + ( 3266.86550228856 )	3266.865	43390.3	17150	2181625	7.411407	21.05513	I	17	GTT_DAY1v2_GLUGLO_plate-01	1	20230810	GGTassay	SIRT1	fasted	1	7	342000	60600	1.194418	188	1	1	3.355815	.6607511	.6426244
SIRT1_069	20230810_GGTassay_7dpf_SIRT1_fasted_plate04_E09	2	2	plate04	fasted	9	E	I19	289500	298800	294150	2.235626	NA	277000	.9826607	y = 43390.2957232046 * x + ( 3266.86550228856 )	3266.865	43390.3	17150	2181625	6.308626	17.92223	I	19	GTT_DAY1v2_GLUGLO_plate-01	1	20230810	GGTassay	SIRT1	fasted	1	7	294150	9300	1.032124	189	1	1	.2195449	.2066832	.2066832
SIRT1_077	20230810_GGTassay_7dpf_SIRT1_fasted_plate04_E10	2	2	plate04	fasted	10	E	I21	254200	286500	270350	8.448141	NA	253200	.9826607	y = 43390.2957232046 * x + ( 3266.86550228856 )	3266.865	43390.3	17150	2181625	5.760116	16.36397	I	21	GTT_DAY1v2_GLUGLO_plate-01	1	20230810	GGTassay	SIRT1	fasted	1	7	270350	32300	1.127065	191	1	1	-1.345456	-.1323128	-.1027912
SIRT1_085	20230810_GGTassay_7dpf_SIRT1_fasted_plate04_E11	2	2	plate04	fasted	11	E	I22	254300	273800	264050	5.221959	NA	246900	.9826607	y = 43390.2957232046 * x + ( 3266.86550228856 )	3266.865	43390.3	17150	2181625	5.614922	15.95148	I	22	GTT_DAY1v2_GLUGLO_plate-01	1	20230810	GGTassay	SIRT1	fasted	1	7	264050	19500	1.076681	192	1	1	-1.761307	-.2066832	-.2669941
SIRT1_093	20230810_GGTassay_7dpf_SIRT1_fasted_plate04_E12	2	2	plate04	fasted	12	E	I23	55700	66610	61155	12.61473	NA	44005	.9826607	y = 43390.2957232046 * x + ( 3266.86550228856 )	3266.865	43390.3	17150	2181625	.9388766	2.667263	I	23	GTT_DAY1v2_GLUGLO_plate-01	1	20230810	GGTassay	SIRT1	fasted	1	7	61155	10910	1.195871	193	1	1	-15.04889	-2.756187	-2.756187
KITA1_077	20230810_GGTassay_7dpf_KITA1_fasted_plate02_E10	2	1	plate02	fasted	10	E	J20	215800	207500	211650	2.772968	NA	194500	.9826607	y = 43390.2957232046 * x + ( 3266.86550228856 )	3266.865	43390.3	17150	2181625	4.407279	12.52068	J	20	GTT_DAY1v2_GLUGLO_plate-01	1	20230810	GGTassay	KITA1	fasted	1	7	211650	8300	.9615384	196	0	1	-5.205584	-.7355767	-.7355767
KITA1_069	20230810_GGTassay_7dpf_KITA1_fasted_plate02_E09	2	1	plate02	fasted	9	E	J18	330200	314300	322250	3.488905	NA	305100	.9826607	y = 43390.2957232046 * x + ( 3266.86550228856 )	3266.865	43390.3	17150	2181625	6.956236	19.76203	J	18	GTT_DAY1v2_GLUGLO_plate-01	1	20230810	GGTassay	KITA1	fasted	1	7	322250	15900	.9518474	198	0	1	2.029036	.4877443	.5043221
KITA1_061	20230810_GGTassay_7dpf_KITA1_fasted_plate02_E08	2	1	plate02	fasted	8	E	J16	295700	292900	294300	.6727486	NA	277150	.9826607	y = 43390.2957232046 * x + ( 3266.86550228856 )	3266.865	43390.3	17150	2181625	6.312083	17.93205	J	16	GTT_DAY1v2_GLUGLO_plate-01	1	20230810	GGTassay	KITA1	fasted	1	7	294300	2800	.990531	200	0	1	.1923193	.236731	.1917306
KITA1_053	20230810_GGTassay_7dpf_KITA1_fasted_plate02_E07	2	1	plate02	fasted	7	E	J14	261200	325000	293100	15.39182	NA	275950	.9826607	y = 43390.2957232046 * x + ( 3266.86550228856 )	3266.865	43390.3	17150	2181625	6.284427	17.85349	J	14	GTT_DAY1v2_GLUGLO_plate-01	1	20230810	GGTassay	KITA1	fasted	1	7	293100	63800	1.244257	202	0	1	.107016	.1917306	.1619502
KITA1_045	20230810_GGTassay_7dpf_KITA1_fasted_plate02_E06	2	1	plate02	fasted	6	E	J11	199000	209100	204050	3.500014	NA	186900	.9826607	y = 43390.2957232046 * x + ( 3266.86550228856 )	3266.865	43390.3	17150	2181625	4.232124	12.02308	J	11	GTT_DAY1v2_GLUGLO_plate-01	1	20230810	GGTassay	KITA1	fasted	1	7	204050	10100	1.050754	204	0	1	-5.730124	-.8563343	-.8994349
KITA1_037	20230810_GGTassay_7dpf_KITA1_fasted_plate02_E05	2	1	plate02	fasted	5	E	J09	281000	298800	289900	4.34167	NA	272750	.9826607	y = 43390.2957232046 * x + ( 3266.86550228856 )	3266.865	43390.3	17150	2181625	6.210678	17.64397	J	9	GTT_DAY1v2_GLUGLO_plate-01	1	20230810	GGTassay	KITA1	fasted	1	7	289900	17800	1.063345	206	0	1	-.1159701	.1027912	.1027912
KITA1_029	20230810_GGTassay_7dpf_KITA1_fasted_plate02_E04	2	1	plate02	fasted	4	E	J07	219100	223400	221250	1.374264	NA	204100	.9826607	y = 43390.2957232046 * x + ( 3266.86550228856 )	3266.865	43390.3	17150	2181625	4.628527	13.14922	J	7	GTT_DAY1v2_GLUGLO_plate-01	1	20230810	GGTassay	KITA1	fasted	1	7	221250	4300	1.019626	208	0	1	-4.617453	-.6069868	-.6247064
KITA1_021	20230810_GGTassay_7dpf_KITA1_fasted_plate02_E03	2	1	plate02	fasted	3	E	J05	188700	190500	189600	.6713039	NA	172450	.9826607	y = 43390.2957232046 * x + ( 3266.86550228856 )	3266.865	43390.3	17150	2181625	3.899101	11.07699	J	5	GTT_DAY1v2_GLUGLO_plate-01	1	20230810	GGTassay	KITA1	fasted	1	7	189600	1800	1.009539	210	0	1	-6.696421	-1.091953	-1.146806
KITA1_013	20230810_GGTassay_7dpf_KITA1_fasted_plate02_E02	2	1	plate02	fasted	2	E	J03	225700	214700	220200	3.532323	NA	203050	.9826607	y = 43390.2957232046 * x + ( 3266.86550228856 )	3266.865	43390.3	17150	2181625	4.604328	13.08048	J	3	GTT_DAY1v2_GLUGLO_plate-01	1	20230810	GGTassay	KITA1	fasted	1	7	220200	11000	.9512627	212	0	1	-4.699672	-.6426244	-.6607511
KITA1_005	20230810_GGTassay_7dpf_KITA1_fasted_plate02_E01	2	1	plate02	fasted	1	E	J01	138000	141000	139500	1.52066	NA	122350	.9826607	y = 43390.2957232046 * x + ( 3266.86550228856 )	3266.865	43390.3	17150	2181625	2.744465	7.796775	J	1	GTT_DAY1v2_GLUGLO_plate-01	1	20230810	GGTassay	KITA1	fasted	1	7	139500	3000	1.021739	214	0	1	-9.990108	-1.849903	-1.849903
SIRT1_006	20230810_GGTassay_7dpf_SIRT1_fasted_plate04_F01	2	2	plate04	fasted	1	F	K02	279100	272700	275900	1.640262	NA	258750	.9826607	y = 43390.2957232046 * x + ( 3266.86550228856 )	3266.865	43390.3	17150	2181625	5.888025	16.72734	K	2	GTT_DAY1v2_GLUGLO_plate-01	1	20230810	GGTassay	SIRT1	fasted	1	7	275900	6400	.9770691	216	1	1	-1.066277	-.0439901	-.0439901
SIRT1_014	20230810_GGTassay_7dpf_SIRT1_fasted_plate04_F02	2	2	plate04	fasted	2	F	K04	273900	297900	285900	5.935839	NA	268750	.9826607	y = 43390.2957232046 * x + ( 3266.86550228856 )	3266.865	43390.3	17150	2181625	6.118491	17.38208	K	4	GTT_DAY1v2_GLUGLO_plate-01	1	20230810	GGTassay	SIRT1	fasted	1	7	285900	24000	1.087623	218	1	1	-.4182787	.0586682	.0586682
SIRT1_022	20230810_GGTassay_7dpf_SIRT1_fasted_plate04_F03	2	2	plate04	fasted	3	F	K06			206200		NA	189050	.9826607	y = 43390.2957232046 * x + ( 3266.86550228856 )	3266.865	43390.3	17150	2181625	4.281675		K	6	GTT_DAY1v2_GLUGLO_plate-01	1	20230810	GGTassay	SIRT1	fasted	1	7	206200	110200		220	1	1			
SIRT1_030	20230810_GGTassay_7dpf_SIRT1_fasted_plate04_F04	2	2	plate04	fasted	4	F	K08	298500	357000	327750	12.62113	NA	310600	.9826607	y = 43390.2957232046 * x + ( 3266.86550228856 )	3266.865	43390.3	17150	2181625	7.082993	20.12214	K	8	GTT_DAY1v2_GLUGLO_plate-01	1	20230810	GGTassay	SIRT1	fasted	1	7	327750	58500	1.19598	222	1	1	2.308311	.5721041	.5379041
SIRT1_038	20230810_GGTassay_7dpf_SIRT1_fasted_plate04_F05	2	2	plate04	fasted	5	F	K10	255600	300400	278000	11.3951	NA	260850	.9826607	y = 43390.2957232046 * x + ( 3266.86550228856 )	3266.865	43390.3	17150	2181625	5.936423	16.86484	K	10	GTT_DAY1v2_GLUGLO_plate-01	1	20230810	GGTassay	SIRT1	fasted	1	7	278000	44800	1.175274	224	1	1	-.9557245	-.0146592	-.0146592
SIRT1_046	20230810_GGTassay_7dpf_SIRT1_fasted_plate04_F06	2	2	plate04	fasted	6	F	K13	415600	446500	431050	5.068924	NA	413900	.9826607	y = 43390.2957232046 * x + ( 3266.86550228856 )	3266.865	43390.3	17150	2181625	9.463709	26.88554	K	13	GTT_DAY1v2_GLUGLO_plate-01	1	20230810	GGTassay	SIRT1	fasted	1	7	431050	30900	1.07435	226	1	1	9.058238	1.37352	1.336804
SIRT1_054	20230810_GGTassay_7dpf_SIRT1_fasted_plate04_F07	2	2	plate04	fasted	7	F	K15	356000	370400	363200	2.803507	NA	346050	.9826607	y = 43390.2957232046 * x + ( 3266.86550228856 )	3266.865	43390.3	17150	2181625	7.899995	22.44317	K	15	GTT_DAY1v2_GLUGLO_plate-01	1	20230810	GGTassay	SIRT1	fasted	1	7	363200	14400	1.040449	228	1	1	4.609135	.7945065	.7549276
SIRT1_062	20230810_GGTassay_7dpf_SIRT1_fasted_plate04_F08	2	2	plate04	fasted	8	F	K17	270700	313200	291950	10.29356	NA	274800	.9826607	y = 43390.2957232046 * x + ( 3266.86550228856 )	3266.865	43390.3	17150	2181625	6.257923	17.77819	K	17	GTT_DAY1v2_GLUGLO_plate-01	1	20230810	GGTassay	SIRT1	fasted	1	7	291950	42500	1.157	230	1	1	-.0625788	.1693809	.1175392
SIRT1_070	20230810_GGTassay_7dpf_SIRT1_fasted_plate04_F09	2	2	plate04	fasted	9	F	K19	365100	393600	379350	5.312388	NA	362200	.9826607	y = 43390.2957232046 * x + ( 3266.86550228856 )	3266.865	43390.3	17150	2181625	8.272199	23.50056	K	19	GTT_DAY1v2_GLUGLO_plate-01	1	20230810	GGTassay	SIRT1	fasted	1	7	379350	28500	1.078061	232	1	1	5.653058	.9674216	.9910986
SIRT1_078	20230810_GGTassay_7dpf_SIRT1_fasted_plate04_F10	2	2	plate04	fasted	10	F	K21	365800	445200	405500	13.84569	NA	388350	.9826607	y = 43390.2957232046 * x + ( 3266.86550228856 )	3266.865	43390.3	17150	2181625	8.874867	25.21269	K	21	GTT_DAY1v2_GLUGLO_plate-01	1	20230810	GGTassay	SIRT1	fasted	1	7	405500	79400	1.217059	234	1	1	7.358451	1.205345	1.205345
SIRT1_086	20230810_GGTassay_7dpf_SIRT1_fasted_plate04_F11	2	2	plate04	fasted	11	F	K22	314500	352800	333650	8.116946	NA	316500	.9826607	y = 43390.2957232046 * x + ( 3266.86550228856 )	3266.865	43390.3	17150	2181625	7.218967	20.50843	K	22	GTT_DAY1v2_GLUGLO_plate-01	1	20230810	GGTassay	SIRT1	fasted	1	7	333650	38300	1.121781	235	1	1	2.650822	.6247064	.6247064
SIRT1_094	20230810_GGTassay_7dpf_SIRT1_fasted_plate04_F12	2	2	plate04	fasted	12	F	K23	260600	288600	274600	7.21012	NA	257450	.9826607	y = 43390.2957232046 * x + ( 3266.86550228856 )	3266.865	43390.3	17150	2181625	5.858064	16.64223	K	23	GTT_DAY1v2_GLUGLO_plate-01	1	20230810	GGTassay	SIRT1	fasted	1	7	274600	28000	1.107444	236	1	1	-1.218749	-.0880656	-.0586682
