index	filename	injset	control_1_mutant_2_uninjected_0	plate	treatment	column	row	well	luminescenceplatea	luminescenceplateb	rlu_mean	rlu_percstdev	conc	rlublanksub	rsquared_gluglo	stdcurvefunction_gluglo	intercept_gluglo	slope_gluglo	blank_gluglo	maxstd_gluglo	glucconc_well_um	gluc	row384	column384	gluglo_assayfilename	assayplategluc	date	experiment	gene	diet	fasted	age	luminiscence_d	delta_lum_d	luminiscence_dd	position	dusp26_dich	batch	gluc_Res	intgluc	intgluc_Res
DUSP26_140	20230830_GGTassay_7dpf_DUSP26_fasted_plate04_D06	4	1	plate04	fasted	6	D	H13	182200	189400	185800	2.740134	NA	171095	.9835922	y = 41214.9323895178 * x + ( 8393.19308600319 )	8393.193	41214.93	14705	2075250	3.947642	11.21489	H	13	GTT_DAY3_GLUGLO_plate-01	1	20230830	GGTassay	DUSP26	fasted	1	7	185800	7200	1.039517	173	0	1	-2.669837	-.0574353	-.3312469
DUSP26_044	20230830_GGTassay_7dpf_DUSP26_fasted_plate03_D06	5	2	plate03	fasted	6	D	H11	169700	161000	165350	3.720489	NA	150645	.9835922	y = 41214.9323895178 * x + ( 8393.19308600319 )	8393.193	41214.93	14705	2075250	3.451463	9.805292	H	11	GTT_DAY3_GLUGLO_plate-01	1	20230830	GGTassay	DUSP26	fasted	1	7	165350	8700	.948733	174	1	1	-1.371496	-.4553535	0
DUSP26_132	20230830_GGTassay_7dpf_DUSP26_fasted_plate04_D05	4	1	plate04	fasted	5	D	H10	188200	172300	180250	6.237447	NA	165545	.9835922	y = 41214.9323895178 * x + ( 8393.19308600319 )	8393.193	41214.93	14705	2075250	3.812982	10.83234	H	10	GTT_DAY3_GLUGLO_plate-01	1	20230830	GGTassay	DUSP26	fasted	1	7	180250	15900	.9155154	175	0	1	-3.055052	-.2120589	-.4132966
DUSP26_036	20230830_GGTassay_7dpf_DUSP26_fasted_plate03_D05	4	2	plate03	fasted	5	D	H09	161600	154900	158250	2.993754	NA	143545	.9835922	y = 41214.9323895178 * x + ( 8393.19308600319 )	8393.193	41214.93	14705	2075250	3.279195	9.315895	H	9	GTT_DAY3_GLUGLO_plate-01	1	20230830	GGTassay	DUSP26	fasted	1	7	158250	6700	.9585396	176	1	1	-4.572823	-.5869282	-.7295769
DUSP26_124	20230830_GGTassay_7dpf_DUSP26_fasted_plate04_D04	4	1	plate04	fasted	4	D	H08	175600	161800	168700	5.784276	NA	153995	.9835922	y = 41214.9323895178 * x + ( 8393.19308600319 )	8393.193	41214.93	14705	2075250	3.532744	10.0362	H	8	GTT_DAY3_GLUGLO_plate-01	1	20230830	GGTassay	DUSP26	fasted	1	7	168700	13800	.9214123	177	0	1	-3.853843	-.3515299	-.5643454
DUSP26_116	20230830_GGTassay_7dpf_DUSP26_fasted_plate04_D03	4	1	plate04	fasted	3	D	H06	341500	341000	341250	.1036054	NA	326545	.9835922	y = 41214.9323895178 * x + ( 8393.19308600319 )	8393.193	41214.93	14705	2075250	7.719334	21.92992	H	6	GTT_DAY3_GLUGLO_plate-01	1	20230830	GGTassay	DUSP26	fasted	1	7	341250	500	.9985359	178	0	1	8.038548	1.264343	1.145726
DUSP26_020	20230830_GGTassay_7dpf_DUSP26_fasted_plate03_D03	4	2	plate03	fasted	3	D	H05	125900	131600	128750	3.130492	NA	114045	.9835922	y = 41214.9323895178 * x + ( 8393.19308600319 )	8393.193	41214.93	14705	2075250	2.563435	7.282486	H	5	GTT_DAY3_GLUGLO_plate-01	1	20230830	GGTassay	DUSP26	fasted	1	7	128750	5700	1.045274	179	1	1	-6.61022	-1.074848	-1.222883
DUSP26_108	20230830_GGTassay_7dpf_DUSP26_fasted_plate04_D02	5	1	plate04	fasted	2	D	H04	195500	193500	194500	.7271021	NA	179795	.9835922	y = 41214.9323895178 * x + ( 8393.19308600319 )	8393.193	41214.93	14705	2075250	4.158731	11.81458	H	4	GTT_DAY3_GLUGLO_plate-01	1	20230830	GGTassay	DUSP26	fasted	1	7	194500	2000	.9897698	180	0	1	.6298115	0	.4553535
DUSP26_012	20230830_GGTassay_7dpf_DUSP26_fasted_plate03_D02	5	2	plate03	fasted	2	D	H03	166200	156000	161100	4.477026	NA	146395	.9835922	y = 41214.9323895178 * x + ( 8393.19308600319 )	8393.193	41214.93	14705	2075250	3.348345	9.512343	H	3	GTT_DAY3_GLUGLO_plate-01	1	20230830	GGTassay	DUSP26	fasted	1	7	161100	10200	.9386281	181	1	1	-1.673751	-.4982319	-.134345
DUSP26_100	20230830_GGTassay_7dpf_DUSP26_fasted_plate04_D01	4	1	plate04	fasted	1	D	H02	161300	152500	156900	3.965927	NA	142195	.9835922	y = 41214.9323895178 * x + ( 8393.19308600319 )	8393.193	41214.93	14705	2075250	3.24644	9.222841	H	2	GTT_DAY3_GLUGLO_plate-01	1	20230830	GGTassay	DUSP26	fasted	1	7	156900	8800	.9454433	182	0	1	-4.673853	-.6098145	-.7547789
DUSP26_004	20230830_GGTassay_7dpf_DUSP26_fasted_plate03_D01	4	2	plate03	fasted	1	D	H01	153600	140200	146900	6.450123	NA	132195	.9835922	y = 41214.9323895178 * x + ( 8393.19308600319 )	8393.193	41214.93	14705	2075250	3.003809	8.53355	H	1	GTT_DAY3_GLUGLO_plate-01	1	20230830	GGTassay	DUSP26	fasted	1	7	146900	13400	.9127604	183	1	1	-5.364474	-.7804696	-.9176949
DUSP26_093	20230830_GGTassay_7dpf_DUSP26_fasted_plate03_E12	4	2	plate03	fasted	12	E	J24	235400	209200	222300	8.333872	NA	207595	.9835922	y = 41214.9323895178 * x + ( 8393.19308600319 )	8393.193	41214.93	14705	2075250	4.833243	13.73081	J	24	GTT_DAY3_GLUGLO_plate-01	1	20230830	GGTassay	DUSP26	fasted	1	7	222300	26200	.8887001	207	1	1	-.1991256	.3515299	.2513717
DUSP26_085	20230830_GGTassay_7dpf_DUSP26_fasted_plate03_E11	4	2	plate03	fasted	11	E	J22	116300	106500	111400	6.220509	NA	96695	.9835922	y = 41214.9323895178 * x + ( 8393.19308600319 )	8393.193	41214.93	14705	2075250	2.142471	6.086566	J	22	GTT_DAY3_GLUGLO_plate-01	1	20230830	GGTassay	DUSP26	fasted	1	7	111400	9800	.9157352	209	1	1	-7.846024	-1.404045	-1.728105
DUSP26_077	20230830_GGTassay_7dpf_DUSP26_fasted_plate03_E10	4	2	plate03	fasted	10	E	J20	189100	215800	202450	9.325637	NA	187745	.9835922	y = 41214.9323895178 * x + ( 8393.19308600319 )	8393.193	41214.93	14705	2075250	4.351622	12.36256	J	20	GTT_DAY3_GLUGLO_plate-01	1	20230830	GGTassay	DUSP26	fasted	1	7	202450	26700	1.141195	211	1	1	-1.572687	.1054351	-.0958193
DUSP26_069	20230830_GGTassay_7dpf_DUSP26_fasted_plate03_E09	4	2	plate03	fasted	9	E	J18	149100	146300	147700	1.340487	NA	132995	.9835922	y = 41214.9323895178 * x + ( 8393.19308600319 )	8393.193	41214.93	14705	2075250	3.02322	8.588693	J	18	GTT_DAY3_GLUGLO_plate-01	1	20230830	GGTassay	DUSP26	fasted	1	7	147700	2800	.9812207	213	1	1	-5.349215	-.7547789	-.8889205
DUSP26_061	20230830_GGTassay_7dpf_DUSP26_fasted_plate03_E08	4	2	plate03	fasted	8	E	J16	164100	168000	166050	1.660775	NA	151345	.9835922	y = 41214.9323895178 * x + ( 8393.19308600319 )	8393.193	41214.93	14705	2075250	3.468447	9.853542	J	16	GTT_DAY3_GLUGLO_plate-01	1	20230830	GGTassay	DUSP26	fasted	1	7	166050	3900	1.023766	215	1	1	-4.087024	-.4132966	-.6330246
DUSP26_053	20230830_GGTassay_7dpf_DUSP26_fasted_plate03_E07	4	2	plate03	fasted	7	E	J14	124900	115800	120350	5.346632	NA	105645	.9835922	y = 41214.9323895178 * x + ( 8393.19308600319 )	8393.193	41214.93	14705	2075250	2.359626	6.703482	J	14	GTT_DAY3_GLUGLO_plate-01	1	20230830	GGTassay	DUSP26	fasted	1	7	120350	9100	.9271417	217	1	1	-7.239744	-1.222883	-1.404045
DUSP26_141	20230830_GGTassay_7dpf_DUSP26_fasted_plate04_E06	4	1	plate04	fasted	6	E	J13	536300	481800	509050	7.570439	NA	494345	.9835922	y = 41214.9323895178 * x + ( 8393.19308600319 )	8393.193	41214.93	14705	2075250	11.79067	33.49623	J	13	GTT_DAY3_GLUGLO_plate-01	1	20230830	GGTassay	DUSP26	fasted	1	7	509050	54500	.8983778	218	0	1	19.55168	2.073047	2.073047
DUSP26_045	20230830_GGTassay_7dpf_DUSP26_fasted_plate03_E06	5	2	plate03	fasted	6	E	J11	175200	177000	176100	.7227667	NA	161395	.9835922	y = 41214.9323895178 * x + ( 8393.19308600319 )	8393.193	41214.93	14705	2075250	3.712291	10.54628	J	11	GTT_DAY3_GLUGLO_plate-01	1	20230830	GGTassay	DUSP26	fasted	1	7	176100	1800	1.010274	219	1	1	-.6903333	-.271171	.1730713
DUSP26_133	20230830_GGTassay_7dpf_DUSP26_fasted_plate04_E05	4	1	plate04	fasted	5	E	J10	153800	142200	148000	5.542188	NA	133295	.9835922	y = 41214.9323895178 * x + ( 8393.19308600319 )	8393.193	41214.93	14705	2075250	3.030499	8.609372	J	10	GTT_DAY3_GLUGLO_plate-01	1	20230830	GGTassay	DUSP26	fasted	1	7	148000	11600	.9245774	220	0	1	-5.337842	-.7295769	-.8608639
DUSP26_037	20230830_GGTassay_7dpf_DUSP26_fasted_plate03_E05	4	2	plate03	fasted	5	E	J09	655100	629000	642050	2.874463	NA	627345	.9835922	y = 41214.9323895178 * x + ( 8393.19308600319 )	8393.193	41214.93	14705	2075250	15.01766	42.6638	J	9	GTT_DAY3_GLUGLO_plate-01	1	20230830	GGTassay	DUSP26	fasted	1	7	642050	26100	.9601588	221	1	1	28.71526	2.667861	2.667861
DUSP26_125	20230830_GGTassay_7dpf_DUSP26_fasted_plate04_E04	4	1	plate04	fasted	4	E	J08	172800	168900	170850	1.614116	NA	156145	.9835922	y = 41214.9323895178 * x + ( 8393.19308600319 )	8393.193	41214.93	14705	2075250	3.58491	10.1844	J	8	GTT_DAY3_GLUGLO_plate-01	1	20230830	GGTassay	DUSP26	fasted	1	7	170850	3900	.9774306	222	0	1	-3.76547	-.2910771	-.5420468
DUSP26_029	20230830_GGTassay_7dpf_DUSP26_fasted_plate03_E04	5	2	plate03	fasted	4	E	J07	392000	361600	376800	5.704895	NA	362095	.9835922	y = 41214.9323895178 * x + ( 8393.19308600319 )	8393.193	41214.93	14705	2075250	8.581885	24.38036	J	7	GTT_DAY3_GLUGLO_plate-01	1	20230830	GGTassay	DUSP26	fasted	1	7	376800	30400	.922449	223	1	1	13.13842	1.648566	1.648566
DUSP26_117	20230830_GGTassay_7dpf_DUSP26_fasted_plate04_E03	4	1	plate04	fasted	3	E	J06	334900	310300	322600	5.392073	NA	307895	.9835922	y = 41214.9323895178 * x + ( 8393.19308600319 )	8393.193	41214.93	14705	2075250	7.266828	20.6444	J	6	GTT_DAY3_GLUGLO_plate-01	1	20230830	GGTassay	DUSP26	fasted	1	7	322600	24600	.9265453	224	0	1	6.691864	1.074848	.9776564
DUSP26_021	20230830_GGTassay_7dpf_DUSP26_fasted_plate03_E03	4	2	plate03	fasted	3	E	J05	210500	202700	206600	2.669619	NA	191895	.9835922	y = 41214.9323895178 * x + ( 8393.19308600319 )	8393.193	41214.93	14705	2075250	4.452314	12.64862	J	5	GTT_DAY3_GLUGLO_plate-01	1	20230830	GGTassay	DUSP26	fasted	1	7	206600	7800	.9629453	225	1	1	-1.305242	.1925285	.0382785
DUSP26_109	20230830_GGTassay_7dpf_DUSP26_fasted_plate04_E02	5	1	plate04	fasted	2	E	J04	133200	132900	133050	.1594378	NA	118345	.9835922	y = 41214.9323895178 * x + ( 8393.19308600319 )	8393.193	41214.93	14705	2075250	2.667766	7.578881	J	4	GTT_DAY3_GLUGLO_plate-01	1	20230830	GGTassay	DUSP26	fasted	1	7	133050	300	.9977477	226	0	1	-3.667038	-.9776564	-.4982319
DUSP26_013	20230830_GGTassay_7dpf_DUSP26_fasted_plate03_E02	5	2	plate03	fasted	2	E	J03	187200	172600	179900	5.73861	NA	165195	.9835922	y = 41214.9323895178 * x + ( 8393.19308600319 )	8393.193	41214.93	14705	2075250	3.80449	10.80821	J	3	GTT_DAY3_GLUGLO_plate-01	1	20230830	GGTassay	DUSP26	fasted	1	7	179900	14600	.9220086	227	1	1	-.4390385	-.2316706	.1925285
DUSP26_101	20230830_GGTassay_7dpf_DUSP26_fasted_plate04_E01	4	1	plate04	fasted	1	E	J02	196100	184100	190100	4.463588	NA	175395	.9835922	y = 41214.9323895178 * x + ( 8393.19308600319 )	8393.193	41214.93	14705	2075250	4.051973	11.51129	J	2	GTT_DAY3_GLUGLO_plate-01	1	20230830	GGTassay	DUSP26	fasted	1	7	190100	12000	.9388067	228	0	1	-2.446562	-.0382785	-.2910771
DUSP26_005	20230830_GGTassay_7dpf_DUSP26_fasted_plate03_E01	4	2	plate03	fasted	1	E	J01	152800	150400	151600	1.11943	NA	136895	.9835922	y = 41214.9323895178 * x + ( 8393.19308600319 )	8393.193	41214.93	14705	2075250	3.117846	8.857516	J	1	GTT_DAY3_GLUGLO_plate-01	1	20230830	GGTassay	DUSP26	fasted	1	7	151600	2400	.9842932	229	1	1	-5.101663	-.6805074	-.7804696
DUSP26_094	20230830_GGTassay_7dpf_DUSP26_fasted_plate03_F12	4	2	plate03	fasted	12	F	L24			157950		NA	143245	.9835922	y = 41214.9323895178 * x + ( 8393.19308600319 )	8393.193	41214.93	14705	2075250	3.271916		L	24	GTT_DAY3_GLUGLO_plate-01	1	20230830	GGTassay	DUSP26	fasted	1	7	157950	65300	1.521149	253	1	1			
DUSP26_086	20230830_GGTassay_7dpf_DUSP26_fasted_plate03_F11	4	2	plate03	fasted	11	F	L22	211700	186600	199150	8.912066	NA	184445	.9835922	y = 41214.9323895178 * x + ( 8393.19308600319 )	8393.193	41214.93	14705	2075250	4.271554	12.1351	L	22	GTT_DAY3_GLUGLO_plate-01	1	20230830	GGTassay	DUSP26	fasted	1	7	199150	25100	.881436	255	1	1	-1.858648	.0382785	-.2120589
DUSP26_078	20230830_GGTassay_7dpf_DUSP26_fasted_plate03_F10	4	2	plate03	fasted	10	F	L20	330700	341200	335950	2.210037	NA	321245	.9835922	y = 41214.9323895178 * x + ( 8393.19308600319 )	8393.193	41214.93	14705	2075250	7.590739	21.5646	L	20	GTT_DAY3_GLUGLO_plate-01	1	20230830	GGTassay	DUSP26	fasted	1	7	335950	10500	1.031751	257	1	1	7.568196	1.10959	1.041357
DUSP26_070	20230830_GGTassay_7dpf_DUSP26_fasted_plate03_F09	4	2	plate03	fasted	9	F	L18	239200	217500	228350	6.719604	NA	213645	.9835922	y = 41214.9323895178 * x + ( 8393.19308600319 )	8393.193	41214.93	14705	2075250	4.980035	14.14783	L	18	GTT_DAY3_GLUGLO_plate-01	1	20230830	GGTassay	DUSP26	fasted	1	7	228350	21700	.909281	259	1	1	.1487647	.434229	.3719586
DUSP26_062	20230830_GGTassay_7dpf_DUSP26_fasted_plate03_F08	4	2	plate03	fasted	8	F	L16			168350		NA	153645	.9835922	y = 41214.9323895178 * x + ( 8393.19308600319 )	8393.193	41214.93	14705	2075250	3.524252		L	16	GTT_DAY3_GLUGLO_plate-01	1	20230830	GGTassay	DUSP26	fasted	1	7	168350	72500	1.548827	261	1	1			
DUSP26_054	20230830_GGTassay_7dpf_DUSP26_fasted_plate03_F07	4	2	plate03	fasted	7	F	L14	246600	222300	234450	7.328938	NA	219745	.9835922	y = 41214.9323895178 * x + ( 8393.19308600319 )	8393.193	41214.93	14705	2075250	5.12804	14.56829	L	14	GTT_DAY3_GLUGLO_plate-01	1	20230830	GGTassay	DUSP26	fasted	1	7	234450	24300	.9014599	263	1	1	.5639143	.4766831	.4132966
DUSP26_046	20230830_GGTassay_7dpf_DUSP26_fasted_plate03_F06	5	2	plate03	fasted	6	F	L11	73290	96340	84815	19.2169	NA	70110	.9835922	y = 41214.9323895178 * x + ( 8393.19308600319 )	8393.193	41214.93	14705	2075250	1.497438	4.254085	L	11	GTT_DAY3_GLUGLO_plate-01	1	20230830	GGTassay	DUSP26	fasted	1	7	84815	23050	1.314504	265	1	1	-7.043683	-2.073047	-1.308099
DUSP26_134	20230830_GGTassay_7dpf_DUSP26_fasted_plate04_F05	4	1	plate04	fasted	5	F	L10	218900	204300	211600	4.878903	NA	196895	.9835922	y = 41214.9323895178 * x + ( 8393.19308600319 )	8393.193	41214.93	14705	2075250	4.573629	12.99326	L	10	GTT_DAY3_GLUGLO_plate-01	1	20230830	GGTassay	DUSP26	fasted	1	7	211600	14600	.9333029	266	0	1	-1.015104	.2513717	.0958193
DUSP26_038	20230830_GGTassay_7dpf_DUSP26_fasted_plate03_F05	4	2	plate03	fasted	5	F	L09	270200	258100	264150	3.239066	NA	249445	.9835922	y = 41214.9323895178 * x + ( 8393.19308600319 )	8393.193	41214.93	14705	2075250	5.848652	16.61549	L	9	GTT_DAY3_GLUGLO_plate-01	1	20230830	GGTassay	DUSP26	fasted	1	7	264150	12100	.9552184	267	1	1	2.605792	.7295769	.6805074
DUSP26_126	20230830_GGTassay_7dpf_DUSP26_fasted_plate04_F04	4	1	plate04	fasted	4	F	L08	137300	130300	133800	3.699363	NA	119095	.9835922	y = 41214.9323895178 * x + ( 8393.19308600319 )	8393.193	41214.93	14705	2075250	2.685964	7.630579	L	8	GTT_DAY3_GLUGLO_plate-01	1	20230830	GGTassay	DUSP26	fasted	1	7	133800	7000	.9490167	268	0	1	-6.380449	-.9472499	-1.183424
DUSP26_030	20230830_GGTassay_7dpf_DUSP26_fasted_plate03_F04	5	2	plate03	fasted	4	F	L07	133000	188200	160600	24.30404	NA	145895	.9835922	y = 41214.9323895178 * x + ( 8393.19308600319 )	8393.193	41214.93	14705	2075250	3.336213	9.477879	L	7	GTT_DAY3_GLUGLO_plate-01	1	20230830	GGTassay	DUSP26	fasted	1	7	160600	55200	1.415038	269	1	1	-1.825207	-.5200145	-.1730713
DUSP26_118	20230830_GGTassay_7dpf_DUSP26_fasted_plate04_F03	4	1	plate04	fasted	3	F	L06			52355		NA	37650	.9835922	y = 41214.9323895178 * x + ( 8393.19308600319 )	8393.193	41214.93	14705	2075250	.7098594		L	6	GTT_DAY3_GLUGLO_plate-01	1	20230830	GGTassay	DUSP26	fasted	1	7	52355	23090	1.565793	270	0	1			
DUSP26_022	20230830_GGTassay_7dpf_DUSP26_fasted_plate03_F03	4	2	plate03	fasted	3	F	L05	132600	160100	146350	13.28694	NA	131645	.9835922	y = 41214.9323895178 * x + ( 8393.19308600319 )	8393.193	41214.93	14705	2075250	2.990465	8.495639	L	5	GTT_DAY3_GLUGLO_plate-01	1	20230830	GGTassay	DUSP26	fasted	1	7	146350	27500	1.207391	271	1	1	-5.519377	-.8066862	-.9776564
DUSP26_110	20230830_GGTassay_7dpf_DUSP26_fasted_plate04_F02	5	1	plate04	fasted	2	F	L04			133750		NA	119045	.9835922	y = 41214.9323895178 * x + ( 8393.19308600319 )	8393.193	41214.93	14705	2075250	2.68475		L	4	GTT_DAY3_GLUGLO_plate-01	1	20230830	GGTassay	DUSP26	fasted	1	7	133750	61500	1.597087	272	0	1			
DUSP26_014	20230830_GGTassay_7dpf_DUSP26_fasted_plate03_F02	5	2	plate03	fasted	2	F	L03	171400	154200	162800	7.470661	NA	148095	.9835922	y = 41214.9323895178 * x + ( 8393.19308600319 )	8393.193	41214.93	14705	2075250	3.389592	9.629523	L	3	GTT_DAY3_GLUGLO_plate-01	1	20230830	GGTassay	DUSP26	fasted	1	7	162800	17200	.8996499	273	1	1	-1.67888	-.4766831	-.1536793
DUSP26_102	20230830_GGTassay_7dpf_DUSP26_fasted_plate04_F01	4	1	plate04	fasted	1	F	L02	199400	188100	193750	4.124029	NA	179045	.9835922	y = 41214.9323895178 * x + ( 8393.19308600319 )	8393.193	41214.93	14705	2075250	4.140533	11.76288	L	2	GTT_DAY3_GLUGLO_plate-01	1	20230830	GGTassay	DUSP26	fasted	1	7	193750	11300	.94333	274	0	1	-2.256125	-.0191357	-.271171
DUSP26_006	20230830_GGTassay_7dpf_DUSP26_fasted_plate03_F01	4	2	plate03	fasted	1	F	L01	260400	264700	262550	1.158088	NA	247845	.9835922	y = 41214.9323895178 * x + ( 8393.19308600319 )	8393.193	41214.93	14705	2075250	5.809831	16.5052	L	1	GTT_DAY3_GLUGLO_plate-01	1	20230830	GGTassay	DUSP26	fasted	1	7	262550	4300	1.016513	275	1	1	2.48487	.70483	.6330246
DUSP26_095	20230830_GGTassay_7dpf_DUSP26_fasted_plate03_G12	4	2	plate03	fasted	12	G	N24	217800	234900	226350	5.34196	NA	211645	.9835922	y = 41214.9323895178 * x + ( 8393.19308600319 )	8393.193	41214.93	14705	2075250	4.931509	14.00997	N	24	GTT_DAY3_GLUGLO_plate-01	1	20230830	GGTassay	DUSP26	fasted	1	7	226350	17100	1.078512	299	1	1	-.0422717	.3925438	.2910771
DUSP26_087	20230830_GGTassay_7dpf_DUSP26_fasted_plate03_G11	4	2	plate03	fasted	11	G	N22	308200	288600	298400	4.644535	NA	283695	.9835922	y = 41214.9323895178 * x + ( 8393.19308600319 )	8393.193	41214.93	14705	2075250	6.679662	18.97631	N	22	GTT_DAY3_GLUGLO_plate-01	1	20230830	GGTassay	DUSP26	fasted	1	7	298400	19600	.9364049	301	1	1	4.921413	.9776564	.9472499
DUSP26_079	20230830_GGTassay_7dpf_DUSP26_fasted_plate03_G10	4	2	plate03	fasted	10	G	N20	210800	212100	211450	.4347311	NA	196745	.9835922	y = 41214.9323895178 * x + ( 8393.19308600319 )	8393.193	41214.93	14705	2075250	4.56999	12.98292	N	20	GTT_DAY3_GLUGLO_plate-01	1	20230830	GGTassay	DUSP26	fasted	1	7	211450	1300	1.006167	303	1	1	-1.074634	.2316706	.0766132
DUSP26_071	20230830_GGTassay_7dpf_DUSP26_fasted_plate03_G09	4	2	plate03	fasted	9	G	N18	243800	223100	233450	6.269912	NA	218745	.9835922	y = 41214.9323895178 * x + ( 8393.19308600319 )	8393.193	41214.93	14705	2075250	5.103776	14.49936	N	18	GTT_DAY3_GLUGLO_plate-01	1	20230830	GGTassay	DUSP26	fasted	1	7	233450	20700	.9150943	305	1	1	.4391477	.4553535	.3925438
DUSP26_063	20230830_GGTassay_7dpf_DUSP26_fasted_plate03_G08	4	2	plate03	fasted	8	G	N16	203100	268500	235800	19.61187	NA	221095	.9835922	y = 41214.9323895178 * x + ( 8393.19308600319 )	8393.193	41214.93	14705	2075250	5.160795	14.66135	N	16	GTT_DAY3_GLUGLO_plate-01	1	20230830	GGTassay	DUSP26	fasted	1	7	235800	65400	1.322009	307	1	1	.5984723	.4982319	.434229
DUSP26_055	20230830_GGTassay_7dpf_DUSP26_fasted_plate03_G07	4	2	plate03	fasted	7	G	N14	353100	326600	339850	5.513706	NA	325145	.9835922	y = 41214.9323895178 * x + ( 8393.19308600319 )	8393.193	41214.93	14705	2075250	7.685365	21.83342	N	14	GTT_DAY3_GLUGLO_plate-01	1	20230830	GGTassay	DUSP26	fasted	1	7	339850	26500	.9249504	309	1	1	7.767889	1.145726	1.074848
DUSP26_047	20230830_GGTassay_7dpf_DUSP26_fasted_plate03_G06	5	2	plate03	fasted	6	G	N11	248800	256200	252500	2.072313	NA	237795	.9835922	y = 41214.9323895178 * x + ( 8393.19308600319 )	8393.193	41214.93	14705	2075250	5.565988	15.81246	N	11	GTT_DAY3_GLUGLO_plate-01	1	20230830	GGTassay	DUSP26	fasted	1	7	252500	7400	1.029743	311	1	1	4.453542	.6330246	.8889205
DUSP26_135	20230830_GGTassay_7dpf_DUSP26_fasted_plate04_G05	4	1	plate04	fasted	5	G	N10	212800	219600	216200	2.224018	NA	201495	.9835922	y = 41214.9323895178 * x + ( 8393.19308600319 )	8393.193	41214.93	14705	2075250	4.685239	13.31034	N	10	GTT_DAY3_GLUGLO_plate-01	1	20230830	GGTassay	DUSP26	fasted	1	7	216200	6800	1.031955	312	0	1	-.7591853	.2910771	.134345
DUSP26_039	20230830_GGTassay_7dpf_DUSP26_fasted_plate03_G05	4	2	plate03	fasted	5	G	N09	81070	116200	98635	25.18443	NA	83930	.9835922	y = 41214.9323895178 * x + ( 8393.19308600319 )	8393.193	41214.93	14705	2075250	1.832753	5.206686	N	9	GTT_DAY3_GLUGLO_plate-01	1	20230830	GGTassay	DUSP26	fasted	1	7	98635	35130	1.433329	313	1	1	-8.864167	-1.820373	-2.275086
DUSP26_127	20230830_GGTassay_7dpf_DUSP26_fasted_plate04_G04	4	1	plate04	fasted	4	G	N08	282900	268700	275800	3.640651	NA	261095	.9835922	y = 41214.9323895178 * x + ( 8393.19308600319 )	8393.193	41214.93	14705	2075250	6.131317	17.41851	N	8	GTT_DAY3_GLUGLO_plate-01	1	20230830	GGTassay	DUSP26	fasted	1	7	275800	14200	.9498056	314	0	1	3.346332	.8334692	.8066862
DUSP26_031	20230830_GGTassay_7dpf_DUSP26_fasted_plate03_G04	5	2	plate03	fasted	4	G	N07	89700	125000	107350	23.25186	NA	92645	.9835922	y = 41214.9323895178 * x + ( 8393.19308600319 )	8393.193	41214.93	14705	2075250	2.044206	5.807403	N	7	GTT_DAY3_GLUGLO_plate-01	1	20230830	GGTassay	DUSP26	fasted	1	7	107350	35300	1.393534	315	1	1	-5.556838	-1.515006	-1.008995
DUSP26_119	20230830_GGTassay_7dpf_DUSP26_fasted_plate04_G03	4	1	plate04	fasted	3	G	N06	109500	128600	119050	11.34459	NA	104345	.9835922	y = 41214.9323895178 * x + ( 8393.19308600319 )	8393.193	41214.93	14705	2075250	2.328084	6.613874	N	6	GTT_DAY3_GLUGLO_plate-01	1	20230830	GGTassay	DUSP26	fasted	1	7	119050	19100	1.174429	316	0	1	-7.460967	-1.308099	-1.578269
DUSP26_023	20230830_GGTassay_7dpf_DUSP26_fasted_plate03_G03	4	2	plate03	fasted	3	G	N05	95420	105500	100460	7.094999	NA	85755	.9835922	y = 41214.9323895178 * x + ( 8393.19308600319 )	8393.193	41214.93	14705	2075250	1.877033	5.332481	N	5	GTT_DAY3_GLUGLO_plate-01	1	20230830	GGTassay	DUSP26	fasted	1	7	100460	10080	1.105638	317	1	1	-8.74369	-1.728105	-2.073047
DUSP26_111	20230830_GGTassay_7dpf_DUSP26_fasted_plate04_G02	5	1	plate04	fasted	2	G	N04			94705		NA	80000	.9835922	y = 41214.9323895178 * x + ( 8393.19308600319 )	8393.193	41214.93	14705	2075250	1.7374		N	4	GTT_DAY3_GLUGLO_plate-01	1	20230830	GGTassay	DUSP26	fasted	1	7	94705	70790	2.193559	318	0	1			
DUSP26_015	20230830_GGTassay_7dpf_DUSP26_fasted_plate03_G02	5	2	plate03	fasted	2	G	N03	319000	300300	309650	4.270272	NA	294945	.9835922	y = 41214.9323895178 * x + ( 8393.19308600319 )	8393.193	41214.93	14705	2075250	6.952621	19.75176	N	3	GTT_DAY3_GLUGLO_plate-01	1	20230830	GGTassay	DUSP26	fasted	1	7	309650	18700	.9413793	319	1	1	8.382206	1.008995	1.264343
DUSP26_103	20230830_GGTassay_7dpf_DUSP26_fasted_plate04_G01	4	1	plate04	fasted	1	G	N02	125100	114100	119600	6.50349	NA	104895	.9835922	y = 41214.9323895178 * x + ( 8393.19308600319 )	8393.193	41214.93	14705	2075250	2.341428	6.651785	N	2	GTT_DAY3_GLUGLO_plate-01	1	20230830	GGTassay	DUSP26	fasted	1	7	119600	11000	.9120703	320	0	1	-7.428374	-1.264343	-1.515006
