index	filename	injset	control_1_mutant_2_uninjected_0	plate	treatment	column	row	well	luminescenceplatea	luminescenceplateb	rlu_mean	rlu_percstdev	conc	rlublanksub	rsquared_gluglo	stdcurvefunction_gluglo	intercept_gluglo	slope_gluglo	blank_gluglo	maxstd_gluglo	glucconc_well_um	gluc	row384	column384	gluglo_assayfilename	assayplategluc	date	experiment	gene	diet	fasted	age	luminiscence_d	delta_lum_d	luminiscence_dd	position	igf1_dich	batch	gluc_Res	intgluc	intgluc_Res
KITA1_091	20230831_GGTassay_7dpf_KITA1_fasted_plate03_C12	1	1	plate03	fasted	12	C	F23	478000	412100	445050	10.47036	NA	432283.8	.9761651	y = 51810.2732131223 * x + ( -1384.17853831807 )	-1384.179	51810.27	12766.17	2601167	8.370309	23.77929	F	23	GTT_DAY4_GLUGLO_plate-01	1	20230831	GGTassay	KITA1	fasted	1	7	445050	65900	.8621339	98	0	1	-4.957273	-.4062978	-.2333673
KITA1_075	20230831_GGTassay_7dpf_KITA1_fasted_plate03_C10	2	1	plate03	fasted	10	C	F22	456100	397100	426600	9.779489	NA	413833.8	.9761651	y = 51810.2732131223 * x + ( -1384.17853831807 )	-1384.179	51810.27	12766.17	2601167	8.014202	22.76762	F	22	GTT_DAY4_GLUGLO_plate-01	1	20230831	GGTassay	KITA1	fasted	1	7	426600	59000	.8706424	99	0	1	-13.63637	-.5572144	-.9322826
KITA1_083	20230831_GGTassay_7dpf_KITA1_fasted_plate03_C11	1	1	plate03	fasted	11	C	F21	458400	412500	435450	7.453485	NA	422683.8	.9761651	y = 51810.2732131223 * x + ( -1384.17853831807 )	-1384.179	51810.27	12766.17	2601167	8.185018	23.25289	F	21	GTT_DAY4_GLUGLO_plate-01	1	20230831	GGTassay	KITA1	fasted	1	7	435450	45900	.8998691	100	0	1	-5.51539	-.4887764	-.264147
KITA1_067	20230831_GGTassay_7dpf_KITA1_fasted_plate03_C09	1	1	plate03	fasted	9	C	F20	346800	335400	341100	2.363242	NA	328333.8	.9761651	y = 51810.2732131223 * x + ( -1384.17853831807 )	-1384.179	51810.27	12766.17	2601167	6.36395	18.0794	F	20	GTT_DAY4_GLUGLO_plate-01	1	20230831	GGTassay	KITA1	fasted	1	7	341100	11400	.967128	101	0	1	-10.70474	-.9794029	-.741594
KITA1_059	20230831_GGTassay_7dpf_KITA1_fasted_plate03_C08	2	1	plate03	fasted	8	C	F18	478700	411300	445000	10.70989	NA	432233.8	.9761651	y = 51810.2732131223 * x + ( -1384.17853831807 )	-1384.179	51810.27	12766.17	2601167	8.369345	23.77655	F	18	GTT_DAY4_GLUGLO_plate-01	1	20230831	GGTassay	KITA1	fasted	1	7	445000	67400	.859202	103	0	1	-12.69088	-.4225563	-.8437493
KITA1_051	20230831_GGTassay_7dpf_KITA1_fasted_plate03_C07	1	1	plate03	fasted	7	C	F16	596900	488500	542700	14.12389	NA	529933.8	.9761651	y = 51810.2732131223 * x + ( -1384.17853831807 )	-1384.179	51810.27	12766.17	2601167	10.25507	29.13372	F	16	GTT_DAY4_GLUGLO_plate-01	1	20230831	GGTassay	KITA1	fasted	1	7	542700	108400	.818395	105	0	1	.2861387	.0522452	.2487277
KITA1_043	20230831_GGTassay_7dpf_KITA1_fasted_plate03_C06	2	1	plate03	fasted	6	C	F14	443800	428800	436300	2.431034	NA	423533.8	.9761651	y = 51810.2732131223 * x + ( -1384.17853831807 )	-1384.179	51810.27	12766.17	2601167	8.201424	23.2995	F	14	GTT_DAY4_GLUGLO_plate-01	1	20230831	GGTassay	KITA1	fasted	1	7	436300	15000	.966201	107	0	1	-13.23137	-.4554166	-.8871465
KITA1_035	20230831_GGTassay_7dpf_KITA1_fasted_plate03_C05	1	1	plate03	fasted	5	C	F09	404300	327200	365750	14.90579	NA	352983.8	.9761651	y = 51810.2732131223 * x + ( -1384.17853831807 )	-1384.179	51810.27	12766.17	2601167	6.839725	19.43104	F	9	GTT_DAY4_GLUGLO_plate-01	1	20230831	GGTassay	KITA1	fasted	1	7	365750	77100	.8093	109	0	1	-9.479992	-.7814739	-.5572144
KITA1_027	20230831_GGTassay_7dpf_KITA1_fasted_plate03_C04	2	1	plate03	fasted	4	C	F07			452500		NA	439733.8	.9761651	y = 51810.2732131223 * x + ( -1384.17853831807 )	-1384.179	51810.27	12766.17	2601167	8.514103		F	7	GTT_DAY4_GLUGLO_plate-01	1	20230831	GGTassay	KITA1	fasted	1	7	452500	269200	.5414751	111	0	1			
KITA1_019	20230831_GGTassay_7dpf_KITA1_fasted_plate03_C03	1	1	plate03	fasted	3	C	F05	271400	264100	267750	1.927873	NA	254983.8	.9761651	y = 51810.2732131223 * x + ( -1384.17853831807 )	-1384.179	51810.27	12766.17	2601167	4.948208	14.05741	F	5	GTT_DAY4_GLUGLO_plate-01	1	20230831	GGTassay	KITA1	fasted	1	7	267750	7300	.9731025	113	0	1	-14.91706	-1.443749	-1.108011
KITA1_011	20230831_GGTassay_7dpf_KITA1_fasted_plate03_C02	2	1	plate03	fasted	2	C	F03	712500	663700	688100	5.014796	NA	675333.8	.9761651	y = 51810.2732131223 * x + ( -1384.17853831807 )	-1384.179	51810.27	12766.17	2601167	13.06146	37.10643	F	3	GTT_DAY4_GLUGLO_plate-01	1	20230831	GGTassay	KITA1	fasted	1	7	688100	48800	.9315088	115	0	1	.4486714	.4887764	.264147
KITA1_003	20230831_GGTassay_7dpf_KITA1_fasted_plate03_C01	1	1	plate03	fasted	1	C	F01	431100	359700	395400	12.7687	NA	382633.8	.9761651	y = 51810.2732131223 * x + ( -1384.17853831807 )	-1384.179	51810.27	12766.17	2601167	7.412005	21.05683	F	1	GTT_DAY4_GLUGLO_plate-01	1	20230831	GGTassay	KITA1	fasted	1	7	395400	71400	.8343772	117	0	1	-7.981081	-.7028602	-.4062978
IGF1_012	20230831_GGTassay_7dpf_IGF1_fasted_plate01_D02	2	2	plate01	fasted	2	D	G03	291300	314500	302900	5.415938	NA	290133.8	.9761651	y = 51810.2732131223 * x + ( -1384.17853831807 )	-1384.179	51810.27	12766.17	2601167	5.626645	15.98479	G	3	GTT_DAY4_GLUGLO_plate-01	1	20230831	GGTassay	IGF1	fasted	1	7	302900	23200	1.079643	119	1	1	-20.73641	-1.164929	-1.639109
IGF1_020	20230831_GGTassay_7dpf_IGF1_fasted_plate01_D03	1	2	plate01	fasted	3	D	G05	1316000	1238000	1277000	4.319055	NA	1264234	.9761651	y = 51810.2732131223 * x + ( -1384.17853831807 )	-1384.179	51810.27	12766.17	2601167	24.42793	69.39754	G	5	GTT_DAY4_GLUGLO_plate-01	1	20230831	GGTassay	IGF1	fasted	1	7	1277000	78000	.9407295	121	1	1	40.29619	1.639109	1.930286
IGF1_028	20230831_GGTassay_7dpf_IGF1_fasted_plate01_D04	2	2	plate01	fasted	4	D	G07	754000	686100	720050	6.667947	NA	707283.8	.9761651	y = 51810.2732131223 * x + ( -1384.17853831807 )	-1384.179	51810.27	12766.17	2601167	13.67814	38.85835	G	7	GTT_DAY4_GLUGLO_plate-01	1	20230831	GGTassay	IGF1	fasted	1	7	720050	67900	.909947	123	1	1	2.073701	.5572144	.3581406
IGF1_036	20230831_GGTassay_7dpf_IGF1_fasted_plate01_D05	1	2	plate01	fasted	5	D	G09	1150000	1044000	1097000	6.832572	NA	1084234	.9761651	y = 51810.2732131223 * x + ( -1384.17853831807 )	-1384.179	51810.27	12766.17	2601167	20.95372	59.52762	G	9	GTT_DAY4_GLUGLO_plate-01	1	20230831	GGTassay	IGF1	fasted	1	7	1097000	106000	.9078261	125	1	1	30.36282	1.363836	1.487417
IGF1_044	20230831_GGTassay_7dpf_IGF1_fasted_plate01_D06	2	2	plate01	fasted	6	D	G14	451200	383700	417450	11.43363	NA	404683.8	.9761651	y = 51810.2732131223 * x + ( -1384.17853831807 )	-1384.179	51810.27	12766.17	2601167	7.837596	22.2659	G	14	GTT_DAY4_GLUGLO_plate-01	1	20230831	GGTassay	IGF1	fasted	1	7	417450	67500	.850399	127	1	1	-14.58219	-.5747266	-1.054472
IGF1_052	20230831_GGTassay_7dpf_IGF1_fasted_plate01_D07	1	2	plate01	fasted	7	D	G16	506700	401600	454150	16.36396	NA	441383.8	.9761651	y = 51810.2732131223 * x + ( -1384.17853831807 )	-1384.179	51810.27	12766.17	2601167	8.54595	24.27827	G	16	GTT_DAY4_GLUGLO_plate-01	1	20230831	GGTassay	IGF1	fasted	1	7	454150	105100	.7925794	129	1	1	-4.949975	-.3422765	-.2180618
IGF1_060	20230831_GGTassay_7dpf_IGF1_fasted_plate01_D08	2	2	plate01	fasted	8	D	G18	660600	566400	613500	10.85729	NA	600733.8	.9761651	y = 51810.2732131223 * x + ( -1384.17853831807 )	-1384.179	51810.27	12766.17	2601167	11.6216	33.0159	G	18	GTT_DAY4_GLUGLO_plate-01	1	20230831	GGTassay	IGF1	fasted	1	7	613500	94200	.8574024	131	1	1	-3.895634	.264147	-.1271654
IGF1_084	20230831_GGTassay_7dpf_IGF1_fasted_plate01_D11	1	2	plate01	fasted	11	D	G19	381400	325800	353600	11.11853	NA	340833.8	.9761651	y = 51810.2732131223 * x + ( -1384.17853831807 )	-1384.179	51810.27	12766.17	2601167	6.605216	18.76482	G	19	GTT_DAY4_GLUGLO_plate-01	1	20230831	GGTassay	IGF1	fasted	1	7	353600	55600	.8542213	132	1	1	-10.51101	-.8871465	-.7028602
IGF1_068	20230831_GGTassay_7dpf_IGF1_fasted_plate01_D09	1	2	plate01	fasted	9	D	G20	560700	463000	511850	13.49699	NA	499083.8	.9761651	y = 51810.2732131223 * x + ( -1384.17853831807 )	-1384.179	51810.27	12766.17	2601167	9.659629	27.44213	G	20	GTT_DAY4_GLUGLO_plate-01	1	20230831	GGTassay	IGF1	fasted	1	7	511850	97700	.8257535	133	1	1	-1.849557	-.0821546	.1573107
IGF1_092	20230831_GGTassay_7dpf_IGF1_fasted_plate01_D12	1	2	plate01	fasted	12	D	G21	615700	556000	585850	7.205646	NA	573083.8	.9761651	y = 51810.2732131223 * x + ( -1384.17853831807 )	-1384.179	51810.27	12766.17	2601167	11.08792	31.49976	G	21	GTT_DAY4_GLUGLO_plate-01	1	20230831	GGTassay	IGF1	fasted	1	7	585850	59700	.9030372	134	1	1	2.192218	.1573107	.3740954
KITA1_092	20230831_GGTassay_7dpf_KITA1_fasted_plate03_D12	1	1	plate03	fasted	12	D	H23	533600	462700	498150	10.06401	NA	485383.8	.9761651	y = 51810.2732131223 * x + ( -1384.17853831807 )	-1384.179	51810.27	12766.17	2601167	9.395203	26.69092	H	23	GTT_DAY4_GLUGLO_plate-01	1	20230831	GGTassay	KITA1	fasted	1	7	498150	70900	.8671289	135	0	1	-2.63249	-.1875997	.0821546
KITA1_076	20230831_GGTassay_7dpf_KITA1_fasted_plate03_D10	2	1	plate03	fasted	10	D	H22	1049000	985900	1017450	4.38532	NA	1004684	.9761651	y = 51810.2732131223 * x + ( -1384.17853831807 )	-1384.179	51810.27	12766.17	2601167	19.41831	55.16566	H	22	GTT_DAY4_GLUGLO_plate-01	1	20230831	GGTassay	KITA1	fasted	1	7	1017450	63100	.9398475	136	0	1	18.17482	1.258162	1.258162
KITA1_084	20230831_GGTassay_7dpf_KITA1_fasted_plate03_D11	1	1	plate03	fasted	11	D	H21	736600	723000	729800	1.317711	NA	717033.8	.9761651	y = 51810.2732131223 * x + ( -1384.17853831807 )	-1384.179	51810.27	12766.17	2601167	13.86632	39.39296	H	21	GTT_DAY4_GLUGLO_plate-01	1	20230831	GGTassay	KITA1	fasted	1	7	729800	13600	.9815368	137	0	1	10.03784	.6466521	.7613826
KITA1_068	20230831_GGTassay_7dpf_KITA1_fasted_plate03_D09	1	1	plate03	fasted	9	D	H20	310000	293800	301900	3.794346	NA	289133.8	.9761651	y = 51810.2732131223 * x + ( -1384.17853831807 )	-1384.179	51810.27	12766.17	2601167	5.607344	15.92995	H	20	GTT_DAY4_GLUGLO_plate-01	1	20230831	GGTassay	KITA1	fasted	1	7	301900	16200	.9477419	138	0	1	-13.44103	-1.194857	-.909483
KITA1_060	20230831_GGTassay_7dpf_KITA1_fasted_plate03_D08	2	1	plate03	fasted	8	D	H18	799300	616500	707900	18.25952	NA	695133.8	.9761651	y = 51810.2732131223 * x + ( -1384.17853831807 )	-1384.179	51810.27	12766.17	2601167	13.44363	38.19212	H	18	GTT_DAY4_GLUGLO_plate-01	1	20230831	GGTassay	KITA1	fasted	1	7	707900	182800	.7712999	140	0	1	1.137848	.5226893	.3108004
KITA1_052	20230831_GGTassay_7dpf_KITA1_fasted_plate03_D07	1	1	plate03	fasted	7	D	H16	647400	447600	547500	25.80455	NA	534733.8	.9761651	y = 51810.2732131223 * x + ( -1384.17853831807 )	-1384.179	51810.27	12766.17	2601167	10.34772	29.39692	H	16	GTT_DAY4_GLUGLO_plate-01	1	20230831	GGTassay	KITA1	fasted	1	7	547500	199800	.6913809	142	0	1	-.0375096	.0671924	.2180618
KITA1_044	20230831_GGTassay_7dpf_KITA1_fasted_plate03_D06	2	1	plate03	fasted	6	D	H14	168000	159300	163650	3.759138	NA	150883.8	.9761651	y = 51810.2732131223 * x + ( -1384.17853831807 )	-1384.179	51810.27	12766.17	2601167	2.938954	8.349301	H	14	GTT_DAY4_GLUGLO_plate-01	1	20230831	GGTassay	KITA1	fasted	1	7	163650	8700	.9482143	144	0	1	-28.76842	-2.036834	-2.173245
KITA1_036	20230831_GGTassay_7dpf_KITA1_fasted_plate03_D05	1	1	plate03	fasted	5	D	H09	517000	455300	486150	8.974285	NA	473383.8	.9761651	y = 51810.2732131223 * x + ( -1384.17853831807 )	-1384.179	51810.27	12766.17	2601167	9.163589	26.03292	H	9	GTT_DAY4_GLUGLO_plate-01	1	20230831	GGTassay	KITA1	fasted	1	7	486150	61700	.8806576	146	0	1	-3.464953	-.2487277	-.0522452
KITA1_028	20230831_GGTassay_7dpf_KITA1_fasted_plate03_D04	2	1	plate03	fasted	4	D	H07			1096100		NA	1083334	.9761651	y = 51810.2732131223 * x + ( -1384.17853831807 )	-1384.179	51810.27	12766.17	2601167	20.93635		H	7	GTT_DAY4_GLUGLO_plate-01	1	20230831	GGTassay	KITA1	fasted	1	7		477800		148	0	1			
KITA1_020	20230831_GGTassay_7dpf_KITA1_fasted_plate03_D03	1	1	plate03	fasted	3	D	H05	507100	516200	511650	1.257632	NA	498883.8	.9761651	y = 51810.2732131223 * x + ( -1384.17853831807 )	-1384.179	51810.27	12766.17	2601167	9.655768	27.43116	H	5	GTT_DAY4_GLUGLO_plate-01	1	20230831	GGTassay	KITA1	fasted	1	7	511650	9100	1.017945	150	0	1	-2.130154	-.0971352	.1422219
KITA1_012	20230831_GGTassay_7dpf_KITA1_fasted_plate03_D02	2	1	plate03	fasted	2	D	H03	427100	438900	433000	1.926988	NA	420233.8	.9761651	y = 51810.2732131223 * x + ( -1384.17853831807 )	-1384.179	51810.27	12766.17	2601167	8.13773	23.11855	H	3	GTT_DAY4_GLUGLO_plate-01	1	20230831	GGTassay	KITA1	fasted	1	7	433000	11800	1.027628	152	0	1	-14.12605	-.5056602	-1.003798
KITA1_004	20230831_GGTassay_7dpf_KITA1_fasted_plate03_D01	1	1	plate03	fasted	1	D	H01	475700	395900	435800	12.94794	NA	423033.8	.9761651	y = 51810.2732131223 * x + ( -1384.17853831807 )	-1384.179	51810.27	12766.17	2601167	8.191773	23.27208	H	1	GTT_DAY4_GLUGLO_plate-01	1	20230831	GGTassay	KITA1	fasted	1	7	435800	79800	.8322472	154	0	1	-6.352676	-.4720308	-.3422765
IGF1_013	20230831_GGTassay_7dpf_IGF1_fasted_plate01_E02	2	2	plate01	fasted	2	E	I03	1380000	1375000	1377500	.2566631	NA	1364734	.9761651	y = 51810.2732131223 * x + ( -1384.17853831807 )	-1384.179	51810.27	12766.17	2601167	26.3677	74.90826	I	3	GTT_DAY4_GLUGLO_plate-01	1	20230831	GGTassay	IGF1	fasted	1	7	1377500	5000	.9963768	156	1	1	37.60021	1.841993	1.766089
IGF1_021	20230831_GGTassay_7dpf_IGF1_fasted_plate01_E03	1	2	plate01	fasted	3	E	I05	794800	758800	776800	3.277014	NA	764033.8	.9761651	y = 51810.2732131223 * x + ( -1384.17853831807 )	-1384.179	51810.27	12766.17	2601167	14.77348	41.97011	I	5	GTT_DAY4_GLUGLO_plate-01	1	20230831	GGTassay	IGF1	fasted	1	7	776800	36000	.9547056	158	1	1	12.28191	.8018857	.8871465
IGF1_029	20230831_GGTassay_7dpf_IGF1_fasted_plate01_E04	2	2	plate01	fasted	4	E	I07	1033000	950700	991850	5.867307	NA	979083.8	.9761651	y = 51810.2732131223 * x + ( -1384.17853831807 )	-1384.179	51810.27	12766.17	2601167	18.9242	53.76193	I	7	GTT_DAY4_GLUGLO_plate-01	1	20230831	GGTassay	IGF1	fasted	1	7	991850	82300	.9203292	160	1	1	16.39044	1.225895	1.13601
IGF1_037	20230831_GGTassay_7dpf_IGF1_fasted_plate01_E05	1	2	plate01	fasted	5	E	I09	1672000	1606000	1639000	2.84741	NA	1626234	.9761651	y = 51810.2732131223 * x + ( -1384.17853831807 )	-1384.179	51810.27	12766.17	2601167	31.41497	89.24706	I	9	GTT_DAY4_GLUGLO_plate-01	1	20230831	GGTassay	IGF1	fasted	1	7	1639000	66000	.9605263	162	1	1	59.49542	2.750393	2.368567
IGF1_045	20230831_GGTassay_7dpf_IGF1_fasted_plate01_E06	2	2	plate01	fasted	6	E	I14	239600	193400	216500	15.0893	NA	203733.8	.9761651	y = 51810.2732131223 * x + ( -1384.17853831807 )	-1384.179	51810.27	12766.17	2601167	3.959022	11.24722	I	14	GTT_DAY4_GLUGLO_plate-01	1	20230831	GGTassay	IGF1	fasted	1	7	216500	46200	.8071786	164	1	1	-26.18771	-1.639109	-1.930286
IGF1_053	20230831_GGTassay_7dpf_IGF1_fasted_plate01_E07	1	2	plate01	fasted	7	E	I16	570800	450900	510850	16.59628	NA	498083.8	.9761651	y = 51810.2732131223 * x + ( -1384.17853831807 )	-1384.179	51810.27	12766.17	2601167	9.640327	27.38729	I	16	GTT_DAY4_GLUGLO_plate-01	1	20230831	GGTassay	IGF1	fasted	1	7	510850	119900	.7899439	166	1	1	-2.427792	-.1271654	.1121376
IGF1_061	20230831_GGTassay_7dpf_IGF1_fasted_plate01_E08	2	2	plate01	fasted	8	E	I18	746000	709600	727800	3.536505	NA	715033.8	.9761651	y = 51810.2732131223 * x + ( -1384.17853831807 )	-1384.179	51810.27	12766.17	2601167	13.82772	39.2833	I	18	GTT_DAY4_GLUGLO_plate-01	1	20230831	GGTassay	IGF1	fasted	1	7	727800	36400	.9512064	168	1	1	1.784924	.5924169	.3422765
IGF1_085	20230831_GGTassay_7dpf_IGF1_fasted_plate01_E11	1	2	plate01	fasted	11	E	I19	536000	480200	508100	7.765511	NA	495333.8	.9761651	y = 51810.2732131223 * x + ( -1384.17853831807 )	-1384.179	51810.27	12766.17	2601167	9.58725	27.2365	I	19	GTT_DAY4_GLUGLO_plate-01	1	20230831	GGTassay	IGF1	fasted	1	7	508100	55800	.8958955	169	1	1	-2.626166	-.1422219	.0971352
IGF1_069	20230831_GGTassay_7dpf_IGF1_fasted_plate01_E09	1	2	plate01	fasted	9	E	I20	702900	656600	679750	4.816336	NA	666983.8	.9761651	y = 51810.2732131223 * x + ( -1384.17853831807 )	-1384.179	51810.27	12766.17	2601167	12.9003	36.64857	I	20	GTT_DAY4_GLUGLO_plate-01	1	20230831	GGTassay	IGF1	fasted	1	7	679750	46300	.93413	170	1	1	6.770045	.4554166	.6466521
IGF1_093	20230831_GGTassay_7dpf_IGF1_fasted_plate01_E12	1	2	plate01	fasted	12	E	I21	468600	412900	440750	8.936097	NA	427983.8	.9761651	y = 51810.2732131223 * x + ( -1384.17853831807 )	-1384.179	51810.27	12766.17	2601167	8.287314	23.54351	I	21	GTT_DAY4_GLUGLO_plate-01	1	20230831	GGTassay	IGF1	fasted	1	7	440750	55700	.8811353	171	1	1	-6.350884	-.4389272	-.326498
KITA1_093	20230831_GGTassay_7dpf_KITA1_fasted_plate03_E12	1	1	plate03	fasted	12	E	J23	387600	364700	376150	4.304864	NA	363383.8	.9761651	y = 51810.2732131223 * x + ( -1384.17853831807 )	-1384.179	51810.27	12766.17	2601167	7.040457	20.0013	J	23	GTT_DAY4_GLUGLO_plate-01	1	20230831	GGTassay	KITA1	fasted	1	7	376150	22900	.9409184	172	0	1	-9.908953	-.7613826	-.5924169
KITA1_077	20230831_GGTassay_7dpf_KITA1_fasted_plate03_E10	2	1	plate03	fasted	10	E	J22	347100	336400	341750	2.213912	NA	328983.8	.9761651	y = 51810.2732131223 * x + ( -1384.17853831807 )	-1384.179	51810.27	12766.17	2601167	6.376496	18.11505	J	22	GTT_DAY4_GLUGLO_plate-01	1	20230831	GGTassay	KITA1	fasted	1	7	341750	10700	.9691731	173	0	1	-19.46263	-.9322826	-1.443749
KITA1_085	20230831_GGTassay_7dpf_KITA1_fasted_plate03_E11	1	1	plate03	fasted	11	E	J21	189900	180100	185000	3.745755	NA	172233.8	.9761651	y = 51810.2732131223 * x + ( -1384.17853831807 )	-1384.179	51810.27	12766.17	2601167	3.351034	9.519984	J	21	GTT_DAY4_GLUGLO_plate-01	1	20230831	GGTassay	KITA1	fasted	1	7	185000	9800	.9483939	174	0	1	-20.42199	-1.841993	-1.584433
KITA1_069	20230831_GGTassay_7dpf_KITA1_fasted_plate03_E09	1	1	plate03	fasted	9	E	J20	414500	401000	407750	2.341126	NA	394983.8	.9761651	y = 51810.2732131223 * x + ( -1384.17853831807 )	-1384.179	51810.27	12766.17	2601167	7.650375	21.73402	J	20	GTT_DAY4_GLUGLO_plate-01	1	20230831	GGTassay	KITA1	fasted	1	7	407750	13500	.9674307	175	0	1	-8.223813	-.6466521	-.4389272
KITA1_061	20230831_GGTassay_7dpf_KITA1_fasted_plate03_E08	2	1	plate03	fasted	8	E	J18	615200	650100	632650	3.900739	NA	619883.8	.9761651	y = 51810.2732131223 * x + ( -1384.17853831807 )	-1384.179	51810.27	12766.17	2601167	11.99121	34.06594	J	18	GTT_DAY4_GLUGLO_plate-01	1	20230831	GGTassay	KITA1	fasted	1	7	632650	34900	1.05673	177	0	1	-3.575176	.326498	-.0671924
KITA1_053	20230831_GGTassay_7dpf_KITA1_fasted_plate03_E07	1	1	plate03	fasted	7	E	J16	385700	251400	318550	29.81147	NA	305783.8	.9761651	y = 51810.2732131223 * x + ( -1384.17853831807 )	-1384.179	51810.27	12766.17	2601167	5.928709	16.84292	J	16	GTT_DAY4_GLUGLO_plate-01	1	20230831	GGTassay	KITA1	fasted	1	7	318550	134300	.6518019	179	0	1	-13.17835	-1.028805	-.8652442
KITA1_045	20230831_GGTassay_7dpf_KITA1_fasted_plate03_E06	2	1	plate03	fasted	6	E	J14	450600	449000	449800	.2515275	NA	437033.8	.9761651	y = 51810.2732131223 * x + ( -1384.17853831807 )	-1384.179	51810.27	12766.17	2601167	8.46199	24.03974	J	14	GTT_DAY4_GLUGLO_plate-01	1	20230831	GGTassay	KITA1	fasted	1	7	449800	1600	.9964492	181	0	1	-13.66482	-.3740954	-.9555776
KITA1_037	20230831_GGTassay_7dpf_KITA1_fasted_plate03_E05	1	1	plate03	fasted	5	E	J09	478900	491500	485200	1.836262	NA	472433.8	.9761651	y = 51810.2732131223 * x + ( -1384.17853831807 )	-1384.179	51810.27	12766.17	2601167	9.145252	25.98083	J	9	GTT_DAY4_GLUGLO_plate-01	1	20230831	GGTassay	KITA1	fasted	1	7	485200	12600	1.02631	183	0	1	-4.103889	-.264147	-.1573107
KITA1_029	20230831_GGTassay_7dpf_KITA1_fasted_plate03_E04	2	1	plate03	fasted	4	E	J07	853700	723900	788800	11.63571	NA	776033.8	.9761651	y = 51810.2732131223 * x + ( -1384.17853831807 )	-1384.179	51810.27	12766.17	2601167	15.00509	42.62811	J	7	GTT_DAY4_GLUGLO_plate-01	1	20230831	GGTassay	KITA1	fasted	1	7	788800	129800	.8479559	185	0	1	4.860103	.8226373	.5398714
KITA1_021	20230831_GGTassay_7dpf_KITA1_fasted_plate03_E03	1	1	plate03	fasted	3	E	J05	271200	273200	272200	.5195494	NA	259433.8	.9761651	y = 51810.2732131223 * x + ( -1384.17853831807 )	-1384.179	51810.27	12766.17	2601167	5.034098	14.30142	J	5	GTT_DAY4_GLUGLO_plate-01	1	20230831	GGTassay	KITA1	fasted	1	7	272200	2000	1.007375	187	0	1	-15.84675	-1.402673	-1.194857
KITA1_013	20230831_GGTassay_7dpf_KITA1_fasted_plate03_E02	2	1	plate03	fasted	2	E	J03	1205000	1311000	1258000	5.958133	NA	1245234	.9761651	y = 51810.2732131223 * x + ( -1384.17853831807 )	-1384.179	51810.27	12766.17	2601167	24.06121	68.35572	J	3	GTT_DAY4_GLUGLO_plate-01	1	20230831	GGTassay	KITA1	fasted	1	7	1258000	106000	1.087967	189	0	1	30.52427	1.584433	1.534121
KITA1_005	20230831_GGTassay_7dpf_KITA1_fasted_plate03_E01	1	1	plate03	fasted	1	E	J01	806200	796500	801350	.8559226	NA	788583.8	.9761651	y = 51810.2732131223 * x + ( -1384.17853831807 )	-1384.179	51810.27	12766.17	2601167	15.24732	43.31626	J	1	GTT_DAY4_GLUGLO_plate-01	1	20230831	GGTassay	KITA1	fasted	1	7	801350	9700	.9879683	191	0	1	13.10466	.9322826	1.003798
IGF1_006	20230831_GGTassay_7dpf_IGF1_fasted_plate01_F01	1	2	plate01	fasted	1	F	K01	793900	748400	771150	4.172127	NA	758383.8	.9761651	y = 51810.2732131223 * x + ( -1384.17853831807 )	-1384.179	51810.27	12766.17	2601167	14.66443	41.66031	K	1	GTT_DAY4_GLUGLO_plate-01	1	20230831	GGTassay	IGF1	fasted	1	7	771150	45500	.942688	192	1	1	11.43284	.7613826	.8226373
IGF1_014	20230831_GGTassay_7dpf_IGF1_fasted_plate01_F02	2	2	plate01	fasted	2	F	K03	591400	619700	605550	3.304619	NA	592783.8	.9761651	y = 51810.2732131223 * x + ( -1384.17853831807 )	-1384.179	51810.27	12766.17	2601167	11.46815	32.57997	K	3	GTT_DAY4_GLUGLO_plate-01	1	20230831	GGTassay	IGF1	fasted	1	7	605550	28300	1.047853	194	1	1	-5.330781	.2333673	-.2487277
IGF1_022	20230831_GGTassay_7dpf_IGF1_fasted_plate01_F03	1	2	plate01	fasted	3	F	K05	292400	295800	294100	.8174645	NA	281333.8	.9761651	y = 51810.2732131223 * x + ( -1384.17853831807 )	-1384.179	51810.27	12766.17	2601167	5.456794	15.50226	K	5	GTT_DAY4_GLUGLO_plate-01	1	20230831	GGTassay	IGF1	fasted	1	7	294100	3400	1.011628	196	1	1	-14.78865	-1.291794	-1.080854
IGF1_030	20230831_GGTassay_7dpf_IGF1_fasted_plate01_F04	2	2	plate01	fasted	4	F	K07	817700	725800	771750	8.420228	NA	758983.8	.9761651	y = 51810.2732131223 * x + ( -1384.17853831807 )	-1384.179	51810.27	12766.17	2601167	14.67601	41.69321	K	7	GTT_DAY4_GLUGLO_plate-01	1	20230831	GGTassay	IGF1	fasted	1	7	771750	91900	.8876116	198	1	1	3.719012	.7814739	.4225563
IGF1_038	20230831_GGTassay_7dpf_IGF1_fasted_plate01_F05	1	2	plate01	fasted	5	F	K09	484900	501300	493100	2.351765	NA	480333.8	.9761651	y = 51810.2732131223 * x + ( -1384.17853831807 )	-1384.179	51810.27	12766.17	2601167	9.297731	26.41401	K	9	GTT_DAY4_GLUGLO_plate-01	1	20230831	GGTassay	IGF1	fasted	1	7	493100	16400	1.033821	200	1	1	-3.940339	-.2180618	-.1422219
