index	filename	injset	control_1_mutant_2_uninjected_0	plate	treatment	column	row	well	luminescenceplatea	luminescenceplateb	rlu_mean	rlu_percstdev	conc	rlublanksub	rsquared_gluglo	stdcurvefunction_gluglo	intercept_gluglo	slope_gluglo	blank_gluglo	maxstd_gluglo	glucconc_well_um	gluc	row384	column384	gluglo_assayfilename	assayplategluc	date	experiment	gene	diet	fasted	age	luminiscence_d	delta_lum_d	luminiscence_dd	position	acrv1c_dich	batch	gluc_Res	intgluc	intgluc_Res
KITA1_035	20230811_GGTassay_7dpf_KITA1_fasted_plate02_C05	2	1	plate02	fasted	5	C	E17	390300	341600	365950	9.410056	NA	354935.8	.979658	y = 61639.2283833154 * x + ( 25870.0210551674 )	25870.02	61639.23	11014.25	3095500	5.338576	15.16641	E	17	GTT_DAY2_GLUGLO_plate-01	1	20230811	GGTassay	KITA1	fasted	1	7	365950	48700	.8752242	107	0	1	-6.61433	-.8168525	-.7306906
KITA1_043	20230811_GGTassay_7dpf_KITA1_fasted_plate02_C06	3	1	plate02	fasted	6	C	E18			470950		NA	459935.8	.979658	y = 61639.2283833154 * x + ( 25870.0210551674 )	25870.02	61639.23	11014.25	3095500	7.042037		E	18	GTT_DAY2_GLUGLO_plate-01	1	20230811	GGTassay	KITA1	fasted	1	7	470950	242100	.5910473	108	0	1			
KITA1_051	20230811_GGTassay_7dpf_KITA1_fasted_plate02_C07	2	1	plate02	fasted	7	C	E19	209000	192800	200900	5.701906	NA	189885.8	.979658	y = 61639.2283833154 * x + ( 25870.0210551674 )	25870.02	61639.23	11014.25	3095500	2.660898	7.559371	E	19	GTT_DAY2_GLUGLO_plate-01	1	20230811	GGTassay	KITA1	fasted	1	7	200900	16200	.922488	109	0	1	-14.24728	-1.55051	-1.55051
KITA1_059	20230811_GGTassay_7dpf_KITA1_fasted_plate02_C08	3	1	plate02	fasted	8	C	E20	336700	278400	307550	13.40411	NA	296535.8	.979658	y = 61639.2283833154 * x + ( 25870.0210551674 )	25870.02	61639.23	11014.25	3095500	4.391128	12.4748	E	20	GTT_DAY2_GLUGLO_plate-01	1	20230811	GGTassay	KITA1	fasted	1	7	307550	58300	.8268488	110	0	1	-9.344806	-1.094159	-1.010821
KITA1_067	20230811_GGTassay_7dpf_KITA1_fasted_plate02_C09	2	1	plate02	fasted	9	C	E21	497600	471100	484350	3.868758	NA	473335.8	.979658	y = 61639.2283833154 * x + ( 25870.0210551674 )	25870.02	61639.23	11014.25	3095500	7.259431	20.62338	E	21	GTT_DAY2_GLUGLO_plate-01	1	20230811	GGTassay	KITA1	fasted	1	7	484350	26500	.9467444	111	0	1	-1.20917	-.1280756	-.031937
KITA1_075	20230811_GGTassay_7dpf_KITA1_fasted_plate02_C10	3	1	plate02	fasted	10	C	E22	830100	808700	819400	1.846727	NA	808385.8	.979658	y = 61639.2283833154 * x + ( 25870.0210551674 )	25870.02	61639.23	11014.25	3095500	12.69509	36.06561	E	22	GTT_DAY2_GLUGLO_plate-01	1	20230811	GGTassay	KITA1	fasted	1	7	819400	21400	.97422	112	0	1	14.2201	1.452017	1.55051
KITA1_083	20230811_GGTassay_7dpf_KITA1_fasted_plate02_C11	3	1	plate02	fasted	11	C	E23	481800	469800	475800	1.783371	NA	464785.8	.979658	y = 61639.2283833154 * x + ( 25870.0210551674 )	25870.02	61639.23	11014.25	3095500	7.120721	20.22932	E	23	GTT_DAY2_GLUGLO_plate-01	1	20230811	GGTassay	KITA1	fasted	1	7	475800	12000	.9750934	113	0	1	-1.629142	-.1765363	-.1119942
KITA1_091	20230811_GGTassay_7dpf_KITA1_fasted_plate02_C12	3	1	plate02	fasted	12	C	E24	596400	532100	564250	8.057947	NA	553235.8	.979658	y = 61639.2283833154 * x + ( 25870.0210551674 )	25870.02	61639.23	11014.25	3095500	8.555683	24.30592	E	24	GTT_DAY2_GLUGLO_plate-01	1	20230811	GGTassay	KITA1	fasted	1	7	564250	64300	.8921865	114	0	1	2.434504	.2418232	.3249447
ACRV1C_004	20230811_GGTassay_7dpf_ACRV1C_fasted_plate01_D01	2	2	plate01	fasted	1	D	G01	513700	371700	442700	22.68109	NA	431685.8	.979658	y = 61639.2283833154 * x + ( 25870.0210551674 )	25870.02	61639.23	11014.25	3095500	6.583725	18.70376	G	1	GTT_DAY2_GLUGLO_plate-01	1	20230811	GGTassay	ACRV1C	fasted	1	7	442700	142000	.723574	138	1	1	-3.478537	-.3930704	-.3758796
ACRV1C_012	20230811_GGTassay_7dpf_ACRV1C_fasted_plate01_D02	3	2	plate01	fasted	2	D	G02	818300	725200	771750	8.530177	NA	760735.8	.979658	y = 61639.2283833154 * x + ( 25870.0210551674 )	25870.02	61639.23	11014.25	3095500	11.92205	33.86945	G	2	GTT_DAY2_GLUGLO_plate-01	1	20230811	GGTassay	ACRV1C	fasted	1	7	771750	93100	.8862275	139	1	1	11.67419	1.288844	1.25304
ACRV1C_020	20230811_GGTassay_7dpf_ACRV1C_fasted_plate01_D03	2	2	plate01	fasted	3	D	G03	617200	545000	581100	8.785598	NA	570085.8	.979658	y = 61639.2283833154 * x + ( 25870.0210551674 )	25870.02	61639.23	11014.25	3095500	8.829048	25.08252	G	3	GTT_DAY2_GLUGLO_plate-01	1	20230811	GGTassay	ACRV1C	fasted	1	7	581100	72200	.8830201	140	1	1	2.874315	.341823	.341823
ACRV1C_028	20230811_GGTassay_7dpf_ACRV1C_fasted_plate01_D04	3	2	plate01	fasted	4	D	G04	711700	637800	674750	7.744378	NA	663735.8	.979658	y = 61639.2283833154 * x + ( 25870.0210551674 )	25870.02	61639.23	11014.25	3095500	10.34837	29.39879	G	4	GTT_DAY2_GLUGLO_plate-01	1	20230811	GGTassay	ACRV1C	fasted	1	7	674750	73900	.8961641	141	1	1	7.177625	.7306906	.7517036
ACRV1C_036	20230811_GGTassay_7dpf_ACRV1C_fasted_plate01_D05	2	2	plate01	fasted	5	D	G05			452600		NA	441585.8	.979658	y = 61639.2283833154 * x + ( 25870.0210551674 )	25870.02	61639.23	11014.25	3095500	6.744337		G	5	GTT_DAY2_GLUGLO_plate-01	1	20230811	GGTassay	ACRV1C	fasted	1	7	452600	262800	.55	142	1	1			
ACRV1C_044	20230811_GGTassay_7dpf_ACRV1C_fasted_plate01_D06	3	2	plate01	fasted	6	D	G06	625300	556800	591050	8.195045	NA	580035.8	.979658	y = 61639.2283833154 * x + ( 25870.0210551674 )	25870.02	61639.23	11014.25	3095500	8.990472	25.54111	G	6	GTT_DAY2_GLUGLO_plate-01	1	20230811	GGTassay	ACRV1C	fasted	1	7	591050	68500	.8904526	143	1	1	3.294044	.410378	.3758796
ACRV1C_052	20230811_GGTassay_7dpf_ACRV1C_fasted_plate01_D07	3	2	plate01	fasted	7	D	G07	444900	395500	420200	8.312964	NA	409185.8	.979658	y = 61639.2283833154 * x + ( 25870.0210551674 )	25870.02	61639.23	11014.25	3095500	6.218698	17.66676	G	7	GTT_DAY2_GLUGLO_plate-01	1	20230811	GGTassay	ACRV1C	fasted	1	7	420200	49400	.8889638	144	1	1	-4.593267	-.4989219	-.4809202
ACRV1C_060	20230811_GGTassay_7dpf_ACRV1C_fasted_plate01_D08	3	2	plate01	fasted	8	D	G08	571000	505400	538200	8.618767	NA	527185.8	.979658	y = 61639.2283833154 * x + ( 25870.0210551674 )	25870.02	61639.23	11014.25	3095500	8.133063	23.10529	G	8	GTT_DAY2_GLUGLO_plate-01	1	20230811	GGTassay	ACRV1C	fasted	1	7	538200	65600	.8851138	145	1	1	.8323169	.1765363	.2090683
ACRV1C_068	20230811_GGTassay_7dpf_ACRV1C_fasted_plate01_D09	1	2	plate01	fasted	9	D	G09	415300	327000	371150	16.82272	NA	360135.8	.979658	y = 61639.2283833154 * x + ( 25870.0210551674 )	25870.02	61639.23	11014.25	3095500	5.422938	15.40607	G	9	GTT_DAY2_GLUGLO_plate-01	1	20230811	GGTassay	ACRV1C	fasted	1	7	371150	88300	.7873826	146	1	1	-6.879856	-.7306906	-.7517036
ACRV1C_076	20230811_GGTassay_7dpf_ACRV1C_fasted_plate01_D10	1	1	plate01	fasted	10	D	G10	395400	334900	365150	11.71572	NA	354135.8	.979658	y = 61639.2283833154 * x + ( 25870.0210551674 )	25870.02	61639.23	11014.25	3095500	5.325598	15.12954	G	10	GTT_DAY2_GLUGLO_plate-01	1	20230811	GGTassay	ACRV1C	fasted	1	7	365150	60500	.8469904	147	0	1	-7.169345	-.8393483	-.7947626
ACRV1C_084	20230811_GGTassay_7dpf_ACRV1C_fasted_plate01_D11	1	2	plate01	fasted	11	D	G11	67820	49670	58745	21.84694	NA	47730.75	.979658	y = 61639.2283833154 * x + ( 25870.0210551674 )	25870.02	61639.23	11014.25	3095500	.3546561	1.007546	G	11	GTT_DAY2_GLUGLO_plate-01	1	20230811	GGTassay	ACRV1C	fasted	1	7	58745	18150	.7323799	148	1	1	-21.30429	-2.728131	-2.728131
KITA1_004	20230811_GGTassay_7dpf_KITA1_fasted_plate02_D01	2	1	plate02	fasted	1	D	G13	225300	173700	199500	18.28908	NA	188485.8	.979658	y = 61639.2283833154 * x + ( 25870.0210551674 )	25870.02	61639.23	11014.25	3095500	2.638186	7.494846	G	13	GTT_DAY2_GLUGLO_plate-01	1	20230811	GGTassay	KITA1	fasted	1	7	199500	51600	.770972	149	0	1	-14.82994	-1.605971	-1.666864
KITA1_012	20230811_GGTassay_7dpf_KITA1_fasted_plate02_D02	3	1	plate02	fasted	2	D	G14	554800	618600	586700	7.689349	NA	575685.8	.979658	y = 61639.2283833154 * x + ( 25870.0210551674 )	25870.02	61639.23	11014.25	3095500	8.9199	25.34062	G	14	GTT_DAY2_GLUGLO_plate-01	1	20230811	GGTassay	KITA1	fasted	1	7	586700	63800	1.114996	150	0	1	3.00288	.3930704	.3587993
KITA1_020	20230811_GGTassay_7dpf_KITA1_fasted_plate02_D03	2	1	plate02	fasted	3	D	G15	103000	82780	92890	15.39208	NA	81875.75	.979658	y = 61639.2283833154 * x + ( 25870.0210551674 )	25870.02	61639.23	11014.25	3095500	.9086053	2.581265	G	15	GTT_DAY2_GLUGLO_plate-01	1	20230811	GGTassay	KITA1	fasted	1	7	92890	20220	.8036893	151	0	1	-19.76943	-2.343412	-2.343412
KITA1_028	20230811_GGTassay_7dpf_KITA1_fasted_plate02_D04	3	1	plate02	fasted	4	D	G16	861900	577000	719450	28.00121	NA	708435.8	.979658	y = 61639.2283833154 * x + ( 25870.0210551674 )	25870.02	61639.23	11014.25	3095500	11.07356	31.45898	G	16	GTT_DAY2_GLUGLO_plate-01	1	20230811	GGTassay	KITA1	fasted	1	7	719450	284900	.6694512	152	0	1	9.095327	.9339718	.9589586
KITA1_036	20230811_GGTassay_7dpf_KITA1_fasted_plate02_D05	2	1	plate02	fasted	5	D	G17	198500	161800	180150	14.40512	NA	169135.8	.979658	y = 61639.2283833154 * x + ( 25870.0210551674 )	25870.02	61639.23	11014.25	3095500	2.324262	6.603018	G	17	GTT_DAY2_GLUGLO_plate-01	1	20230811	GGTassay	KITA1	fasted	1	7	180150	36700	.8151134	153	0	1	-15.77359	-1.734652	-1.811499
KITA1_044	20230811_GGTassay_7dpf_KITA1_fasted_plate02_D06	3	1	plate02	fasted	6	D	G18	1151000	788500	969750	26.43219	NA	958735.8	.979658	y = 61639.2283833154 * x + ( 25870.0210551674 )	25870.02	61639.23	11014.25	3095500	15.13429	42.99513	G	18	GTT_DAY2_GLUGLO_plate-01	1	20230811	GGTassay	KITA1	fasted	1	7	969750	362500	.6850564	154	0	1	20.60557	1.811499	1.900826
KITA1_052	20230811_GGTassay_7dpf_KITA1_fasted_plate02_D07	2	1	plate02	fasted	7	D	G19	301300	274300	287800	6.633733	NA	276785.8	.979658	y = 61639.2283833154 * x + ( 25870.0210551674 )	25870.02	61639.23	11014.25	3095500	4.070715	11.56453	G	19	GTT_DAY2_GLUGLO_plate-01	1	20230811	GGTassay	KITA1	fasted	1	7	287800	27000	.9103883	155	0	1	-10.83798	-1.218774	-1.185882
KITA1_060	20230811_GGTassay_7dpf_KITA1_fasted_plate02_D08	3	1	plate02	fasted	8	D	G20	770000	690600	730300	7.687838	NA	719285.8	.979658	y = 61639.2283833154 * x + ( 25870.0210551674 )	25870.02	61639.23	11014.25	3095500	11.24959	31.95905	G	20	GTT_DAY2_GLUGLO_plate-01	1	20230811	GGTassay	KITA1	fasted	1	7	730300	79400	.8968831	156	0	1	9.543582	1.0378	1.0378
KITA1_068	20230811_GGTassay_7dpf_KITA1_fasted_plate02_D09	2	1	plate02	fasted	9	D	G21	464900	465200	465050	.0456149	NA	454035.8	.979658	y = 61639.2283833154 * x + ( 25870.0210551674 )	25870.02	61639.23	11014.25	3095500	6.946319	19.73386	G	21	GTT_DAY2_GLUGLO_plate-01	1	20230811	GGTassay	KITA1	fasted	1	7	465050	300	1.000645	157	0	1	-2.694559	-.2748396	-.2418232
KITA1_076	20230811_GGTassay_7dpf_KITA1_fasted_plate02_D10	3	1	plate02	fasted	10	D	G22	721100	709400	715250	1.156679	NA	704235.8	.979658	y = 61639.2283833154 * x + ( 25870.0210551674 )	25870.02	61639.23	11014.25	3095500	11.00542	31.2654	G	22	GTT_DAY2_GLUGLO_plate-01	1	20230811	GGTassay	KITA1	fasted	1	7	715250	11700	.9837748	158	0	1	8.824031	.9095548	.9339718
KITA1_084	20230811_GGTassay_7dpf_KITA1_fasted_plate02_D11	3	1	plate02	fasted	11	D	G23	622300	604800	613550	2.016848	NA	602535.8	.979658	y = 61639.2283833154 * x + ( 25870.0210551674 )	25870.02	61639.23	11014.25	3095500	9.355499	26.57812	G	23	GTT_DAY2_GLUGLO_plate-01	1	20230811	GGTassay	KITA1	fasted	1	7	613550	17500	.9718785	159	0	1	4.123795	.553943	.445372
KITA1_092	20230811_GGTassay_7dpf_KITA1_fasted_plate02_D12	3	1	plate02	fasted	12	D	G24	669500	603900	636700	7.28541	NA	625685.8	.979658	y = 61639.2283833154 * x + ( 25870.0210551674 )	25870.02	61639.23	11014.25	3095500	9.731071	27.64509	G	24	GTT_DAY2_GLUGLO_plate-01	1	20230811	GGTassay	KITA1	fasted	1	7	636700	65600	.9020164	160	0	1	5.177808	.6106954	.572654
ACRV1C_005	20230811_GGTassay_7dpf_ACRV1C_fasted_plate01_E01	2	2	plate01	fasted	1	E	I01	1449000	1069000	1259000	21.34238	NA	1247986	.979658	y = 61639.2283833154 * x + ( 25870.0210551674 )	25870.02	61639.23	11014.25	3095500	19.82692	56.32646	I	1	GTT_DAY2_GLUGLO_plate-01	1	20230811	GGTassay	ACRV1C	fasted	1	7	1259000	380000	.7377502	184	1	1	33.5483	2.728131	2.728131
ACRV1C_013	20230811_GGTassay_7dpf_ACRV1C_fasted_plate01_E02	3	2	plate01	fasted	2	E	I02	598200	500300	549250	12.60369	NA	538235.8	.979658	y = 61639.2283833154 * x + ( 25870.0210551674 )	25870.02	61639.23	11014.25	3095500	8.312332	23.61458	I	2	GTT_DAY2_GLUGLO_plate-01	1	20230811	GGTassay	ACRV1C	fasted	1	7	549250	97900	.8363423	185	1	1	.8234609	.1927768	.1765363
ACRV1C_021	20230811_GGTassay_7dpf_ACRV1C_fasted_plate01_E03	2	2	plate01	fasted	3	E	I03	595800	503600	549700	11.86015	NA	538685.8	.979658	y = 61639.2283833154 * x + ( 25870.0210551674 )	25870.02	61639.23	11014.25	3095500	8.319633	23.63532	I	3	GTT_DAY2_GLUGLO_plate-01	1	20230811	GGTassay	ACRV1C	fasted	1	7	549700	92200	.8452501	186	1	1	.831246	.2090683	.1927768
ACRV1C_029	20230811_GGTassay_7dpf_ACRV1C_fasted_plate01_E04	3	2	plate01	fasted	4	E	I04	533900	408700	471300	18.78416	NA	460285.8	.979658	y = 61639.2283833154 * x + ( 25870.0210551674 )	25870.02	61639.23	11014.25	3095500	7.047715	20.02192	I	4	GTT_DAY2_GLUGLO_plate-01	1	20230811	GGTassay	ACRV1C	fasted	1	7	471300	125200	.7654992	187	1	1	-2.795109	-.2418232	-.2582962
ACRV1C_037	20230811_GGTassay_7dpf_ACRV1C_fasted_plate01_E05	2	2	plate01	fasted	5	E	I05			436050		NA	425035.8	.979658	y = 61639.2283833154 * x + ( 25870.0210551674 )	25870.02	61639.23	11014.25	3095500	6.475839		I	5	GTT_DAY2_GLUGLO_plate-01	1	20230811	GGTassay	ACRV1C	fasted	1	7	436050	288100	.5033615	188	1	1			
ACRV1C_045	20230811_GGTassay_7dpf_ACRV1C_fasted_plate01_E06	3	2	plate01	fasted	6	E	I06	630600	578200	604400	6.130443	NA	593385.8	.979658	y = 61639.2283833154 * x + ( 25870.0210551674 )	25870.02	61639.23	11014.25	3095500	9.207054	26.1564	I	6	GTT_DAY2_GLUGLO_plate-01	1	20230811	GGTassay	ACRV1C	fasted	1	7	604400	52400	.9169045	189	1	1	3.313471	.4809202	.3930704
ACRV1C_053	20230811_GGTassay_7dpf_ACRV1C_fasted_plate01_E07	3	2	plate01	fasted	7	E	I07	890000	694300	792150	17.46902	NA	781135.8	.979658	y = 61639.2283833154 * x + ( 25870.0210551674 )	25870.02	61639.23	11014.25	3095500	12.253	34.80967	I	7	GTT_DAY2_GLUGLO_plate-01	1	20230811	GGTassay	ACRV1C	fasted	1	7	792150	195700	.7801124	190	1	1	11.95378	1.326381	1.365887
ACRV1C_061	20230811_GGTassay_7dpf_ACRV1C_fasted_plate01_E08	3	2	plate01	fasted	8	E	I08	683600	632500	658050	5.490944	NA	647035.8	.979658	y = 61639.2283833154 * x + ( 25870.0210551674 )	25870.02	61639.23	11014.25	3095500	10.07744	28.6291	I	8	GTT_DAY2_GLUGLO_plate-01	1	20230811	GGTassay	ACRV1C	fasted	1	7	658050	51100	.9252487	191	1	1	5.760254	.6895999	.6496419
ACRV1C_069	20230811_GGTassay_7dpf_ACRV1C_fasted_plate01_E09	1	2	plate01	fasted	9	E	I09	479000	373000	426000	17.59468	NA	414985.8	.979658	y = 61639.2283833154 * x + ( 25870.0210551674 )	25870.02	61639.23	11014.25	3095500	6.312794	17.93407	I	9	GTT_DAY2_GLUGLO_plate-01	1	20230811	GGTassay	ACRV1C	fasted	1	7	426000	106000	.7787057	192	1	1	-4.947722	-.4809202	-.4989219
ACRV1C_077	20230811_GGTassay_7dpf_ACRV1C_fasted_plate01_E10	1	1	plate01	fasted	10	E	I10	543100	497200	520150	6.239777	NA	509135.8	.979658	y = 61639.2283833154 * x + ( 25870.0210551674 )	25870.02	61639.23	11014.25	3095500	7.84023	22.27338	I	10	GTT_DAY2_GLUGLO_plate-01	1	20230811	GGTassay	ACRV1C	fasted	1	7	520150	45900	.9154852	193	0	1	-.6213675	.0799139	.031937
ACRV1C_085	20230811_GGTassay_7dpf_ACRV1C_fasted_plate01_E11	1	2	plate01	fasted	11	E	I11			383850		NA	372835.8	.979658	y = 61639.2283833154 * x + ( 25870.0210551674 )	25870.02	61639.23	11014.25	3095500	5.628976		I	11	GTT_DAY2_GLUGLO_plate-01	1	20230811	GGTassay	ACRV1C	fasted	1	7	383850	238100	.5265461	194	1	1			
KITA1_005	20230811_GGTassay_7dpf_KITA1_fasted_plate02_E01	2	1	plate02	fasted	1	E	I13	412800	290100	351450	24.68687	NA	340435.8	.979658	y = 61639.2283833154 * x + ( 25870.0210551674 )	25870.02	61639.23	11014.25	3095500	5.103337	14.49812	I	13	GTT_DAY2_GLUGLO_plate-01	1	20230811	GGTassay	KITA1	fasted	1	7	351450	122700	.7027617	195	0	1	-8.42254	-.9095548	-.9095548
KITA1_013	20230811_GGTassay_7dpf_KITA1_fasted_plate02_E02	3	1	plate02	fasted	2	E	I14	549800	402400	476100	21.89194	NA	465085.8	.979658	y = 61639.2283833154 * x + ( 25870.0210551674 )	25870.02	61639.23	11014.25	3095500	7.125588	20.24315	I	14	GTT_DAY2_GLUGLO_plate-01	1	20230811	GGTassay	KITA1	fasted	1	7	476100	147400	.7319025	196	0	1	-2.690462	-.1603423	-.2254155
KITA1_021	20230811_GGTassay_7dpf_KITA1_fasted_plate02_E03	2	1	plate02	fasted	3	E	I15	441100	319100	380100	22.69588	NA	369085.8	.979658	y = 61639.2283833154 * x + ( 25870.0210551674 )	25870.02	61639.23	11014.25	3095500	5.568138	15.81857	I	15	GTT_DAY2_GLUGLO_plate-01	1	20230811	GGTassay	KITA1	fasted	1	7	380100	122000	.7234187	197	0	1	-7.127988	-.6895999	-.7730539
KITA1_029	20230811_GGTassay_7dpf_KITA1_fasted_plate02_E04	3	1	plate02	fasted	4	E	I16			419600		NA	408585.8	.979658	y = 61639.2283833154 * x + ( 25870.0210551674 )	25870.02	61639.23	11014.25	3095500	6.208964		I	16	GTT_DAY2_GLUGLO_plate-01	1	20230811	GGTassay	KITA1	fasted	1	7	419600	282800	.4959002	198	0	1			
KITA1_037	20230811_GGTassay_7dpf_KITA1_fasted_plate02_E05	2	1	plate02	fasted	5	E	I17	208600	188600	198600	7.120914	NA	187585.8	.979658	y = 61639.2283833154 * x + ( 25870.0210551674 )	25870.02	61639.23	11014.25	3095500	2.623585	7.453365	I	17	GTT_DAY2_GLUGLO_plate-01	1	20230811	GGTassay	KITA1	fasted	1	7	198600	20000	.9041227	199	0	1	-15.5191	-1.666864	-1.734652
KITA1_045	20230811_GGTassay_7dpf_KITA1_fasted_plate02_E06	3	1	plate02	fasted	6	E	I18	461600	327600	394600	24.01224	NA	383585.8	.979658	y = 61639.2283833154 * x + ( 25870.0210551674 )	25870.02	61639.23	11014.25	3095500	5.803378	16.48687	I	18	GTT_DAY2_GLUGLO_plate-01	1	20230811	GGTassay	KITA1	fasted	1	7	394600	134000	.7097054	200	0	1	-6.498555	-.6106954	-.7099954
KITA1_053	20230811_GGTassay_7dpf_KITA1_fasted_plate02_E07	2	1	plate02	fasted	7	E	I19	614700	692100	653400	8.376196	NA	642385.8	.979658	y = 61639.2283833154 * x + ( 25870.0210551674 )	25870.02	61639.23	11014.25	3095500	10.002	28.41478	I	19	GTT_DAY2_GLUGLO_plate-01	1	20230811	GGTassay	KITA1	fasted	1	7	653400	77400	1.125915	201	0	1	5.416403	.6694872	.6300492
KITA1_061	20230811_GGTassay_7dpf_KITA1_fasted_plate02_E08	3	1	plate02	fasted	8	E	I20	965300	906900	936100	4.411392	NA	925085.8	.979658	y = 61639.2283833154 * x + ( 25870.0210551674 )	25870.02	61639.23	11014.25	3095500	14.58837	41.44423	I	20	GTT_DAY2_GLUGLO_plate-01	1	20230811	GGTassay	KITA1	fasted	1	7	936100	58400	.9395007	202	0	1	18.4329	1.666864	1.666864
KITA1_069	20230811_GGTassay_7dpf_KITA1_fasted_plate02_E09	2	1	plate02	fasted	9	E	I21	350300	330500	340400	4.113019	NA	329385.8	.979658	y = 61639.2283833154 * x + ( 25870.0210551674 )	25870.02	61639.23	11014.25	3095500	4.924067	13.98883	I	21	GTT_DAY2_GLUGLO_plate-01	1	20230811	GGTassay	KITA1	fasted	1	7	340400	19800	.943477	203	0	1	-9.035455	-.9339718	-.9589586
KITA1_077	20230811_GGTassay_7dpf_KITA1_fasted_plate02_E10	3	1	plate02	fasted	10	E	I22	668400	732500	700450	6.470918	NA	689435.8	.979658	y = 61639.2283833154 * x + ( 25870.0210551674 )	25870.02	61639.23	11014.25	3095500	10.76532	30.58328	I	22	GTT_DAY2_GLUGLO_plate-01	1	20230811	GGTassay	KITA1	fasted	1	7	700450	64100	1.095901	204	0	1	7.546045	.8393483	.7947626
KITA1_085	20230811_GGTassay_7dpf_KITA1_fasted_plate02_E11	3	1	plate02	fasted	11	E	I23	614200	617800	616000	.4132442	NA	604985.8	.979658	y = 61639.2283833154 * x + ( 25870.0210551674 )	25870.02	61639.23	11014.25	3095500	9.395247	26.69104	I	23	GTT_DAY2_GLUGLO_plate-01	1	20230811	GGTassay	KITA1	fasted	1	7	616000	3600	1.005861	205	0	1	3.640849	.572654	.410378
KITA1_093	20230811_GGTassay_7dpf_KITA1_fasted_plate02_E12	3	1	plate02	fasted	12	E	I24	682400	622100	652250	6.537147	NA	641235.8	.979658	y = 61639.2283833154 * x + ( 25870.0210551674 )	25870.02	61639.23	11014.25	3095500	9.983346	28.36178	I	24	GTT_DAY2_GLUGLO_plate-01	1	20230811	GGTassay	KITA1	fasted	1	7	652250	60300	.9116354	206	0	1	5.298634	.6496419	.5915677
ACRV1C_006	20230811_GGTassay_7dpf_ACRV1C_fasted_plate01_F01	2	2	plate01	fasted	1	F	K01	134900	110200	122550	14.25176	NA	111535.8	.979658	y = 61639.2283833154 * x + ( 25870.0210551674 )	25870.02	61639.23	11014.25	3095500	1.389792	3.948274	K	1	GTT_DAY2_GLUGLO_plate-01	1	20230811	GGTassay	ACRV1C	fasted	1	7	122550	24700	.8169014	230	1	1	-19.42576	-2.008539	-2.146324
ACRV1C_014	20230811_GGTassay_7dpf_ACRV1C_fasted_plate01_F02	3	2	plate01	fasted	2	F	K02	514000	462700	488350	7.427988	NA	477335.8	.979658	y = 61639.2283833154 * x + ( 25870.0210551674 )	25870.02	61639.23	11014.25	3095500	7.324325	20.80774	K	2	GTT_DAY2_GLUGLO_plate-01	1	20230811	GGTassay	ACRV1C	fasted	1	7	488350	51300	.9001945	231	1	1	-2.579242	-.0959417	-.1927768
ACRV1C_022	20230811_GGTassay_7dpf_ACRV1C_fasted_plate01_F03	2	2	plate01	fasted	3	F	K03	424000	416300	420150	1.2959	NA	409135.8	.979658	y = 61639.2283833154 * x + ( 25870.0210551674 )	25870.02	61639.23	11014.25	3095500	6.217886	17.66445	K	3	GTT_DAY2_GLUGLO_plate-01	1	20230811	GGTassay	ACRV1C	fasted	1	7	420150	7700	.9818396	232	1	1	-5.735487	-.5170869	-.5915677
ACRV1C_030	20230811_GGTassay_7dpf_ACRV1C_fasted_plate01_F04	3	2	plate01	fasted	4	F	K04	447500	384400	415950	10.72688	NA	404935.8	.979658	y = 61639.2283833154 * x + ( 25870.0210551674 )	25870.02	61639.23	11014.25	3095500	6.149748	17.47087	K	4	GTT_DAY2_GLUGLO_plate-01	1	20230811	GGTassay	ACRV1C	fasted	1	7	415950	63100	.8589944	233	1	1	-5.942016	-.535424	-.6496419
ACRV1C_046	20230811_GGTassay_7dpf_ACRV1C_fasted_plate01_F06	3	2	plate01	fasted	6	F	K06	917600	598400	758000	29.77684	NA	746985.8	.979658	y = 61639.2283833154 * x + ( 25870.0210551674 )	25870.02	61639.23	11014.25	3095500	11.69897	33.23572	K	6	GTT_DAY2_GLUGLO_plate-01	1	20230811	GGTassay	ACRV1C	fasted	1	7	758000	319200	.652136	234	1	1	9.809877	1.185882	1.065556
ACRV1C_054	20230811_GGTassay_7dpf_ACRV1C_fasted_plate01_F07	3	2	plate01	fasted	7	F	K07			338500		NA	327485.8	.979658	y = 61639.2283833154 * x + ( 25870.0210551674 )	25870.02	61639.23	11014.25	3095500	4.893243		K	7	GTT_DAY2_GLUGLO_plate-01	1	20230811	GGTassay	ACRV1C	fasted	1	7	338500	258400	.4475091	235	1	1			
ACRV1C_062	20230811_GGTassay_7dpf_ACRV1C_fasted_plate01_F08	3	2	plate01	fasted	8	F	K08	543300	504700	524000	5.20884	NA	512985.8	.979658	y = 61639.2283833154 * x + ( 25870.0210551674 )	25870.02	61639.23	11014.25	3095500	7.90269	22.45082	K	8	GTT_DAY2_GLUGLO_plate-01	1	20230811	GGTassay	ACRV1C	fasted	1	7	524000	38600	.9289527	236	1	1	-1.000927	.1119942	0
