index	filename	injset	control_1_mutant_2_uninjected_0	plate	treatment	column	row	well	luminescenceplatea	luminescenceplateb	rlu_mean	rlu_percstdev	conc	rlublanksub	rsquared_gluglo	stdcurvefunction_gluglo	intercept_gluglo	slope_gluglo	blank_gluglo	maxstd_gluglo	glucconc_well_um	gluc	row384	column384	gluglo_assayfilename	assayplategluc	date	experiment	gene	diet	fasted	age	luminiscence_d	delta_lum_d	luminiscence_dd	position	notch2_dich	batch	gluc_Res	intgluc	intgluc_Res
NOTCH2_068	20230810_GGTassay_7dpf_NOTCH2_fasted_plate01_D09	2	2	plate01	fasted	9	D	H19	279800	293400	286600	3.355427	NA	269450	.9826607	y = 43390.2957232046 * x + ( 3266.86550228856 )	3266.865	43390.3	17150	2181625	6.134624	17.42791	H	19	GTT_DAY1v2_GLUGLO_plate-01	1	20230810	GGTassay	NOTCH2	fasted	1	7	286600	13600	1.048606	155	1	1	2.481147	.4337449	.4887764
KITA1_068	20230810_GGTassay_7dpf_KITA1_fasted_plate02_D09	2	1	plate02	fasted	9	D	H18	581100	545500	563300	4.468844	NA	546150	.9826607	y = 43390.2957232046 * x + ( 3266.86550228856 )	3266.865	43390.3	17150	2181625	12.51163	35.54439	H	18	GTT_DAY1v2_GLUGLO_plate-01	1	20230810	GGTassay	KITA1	fasted	1	7	563300	35600	.9387369	156	0	1	20.58973	2.717438	2.717438
NOTCH2_060	20230810_GGTassay_7dpf_NOTCH2_fasted_plate01_D08	2	2	plate01	fasted	8	D	H17	361100	323300	342200	7.810823	NA	325050	.9826607	y = 43390.2957232046 * x + ( 3266.86550228856 )	3266.865	43390.3	17150	2181625	7.416016	21.06823	H	17	GTT_DAY1v2_GLUGLO_plate-01	1	20230810	GGTassay	NOTCH2	fasted	1	7	342200	37800	.8953199	157	1	1	6.105659	.9896026	1.044936
KITA1_060	20230810_GGTassay_7dpf_KITA1_fasted_plate02_D08	2	1	plate02	fasted	8	D	H16	309000	285100	297050	5.689228	NA	279900	.9826607	y = 43390.2957232046 * x + ( 3266.86550228856 )	3266.865	43390.3	17150	2181625	6.375461	18.1121	H	16	GTT_DAY1v2_GLUGLO_plate-01	1	20230810	GGTassay	KITA1	fasted	1	7	297050	23900	.9226537	158	0	1	3.141633	.6437511	.7058794
NOTCH2_052	20230810_GGTassay_7dpf_NOTCH2_fasted_plate01_D07	2	2	plate01	fasted	7	D	H15	274200	266300	270250	2.067028	NA	253100	.9826607	y = 43390.2957232046 * x + ( 3266.86550228856 )	3266.865	43390.3	17150	2181625	5.757811	16.35742	H	15	GTT_DAY1v2_GLUGLO_plate-01	1	20230810	GGTassay	NOTCH2	fasted	1	7	270250	7900	.9711889	159	1	1	1.379043	.2414446	.3099763
KITA1_052	20230810_GGTassay_7dpf_KITA1_fasted_plate02_D07	2	1	plate02	fasted	7	D	H14	106000	112400	109200	4.144216	NA	92050	.9826607	y = 43390.2957232046 * x + ( 3266.86550228856 )	3266.865	43390.3	17150	2181625	2.046152	5.812932	H	14	GTT_DAY1v2_GLUGLO_plate-01	1	20230810	GGTassay	KITA1	fasted	1	7	109200	6400	1.060377	160	0	1	-9.173347	-1.589968	-1.589968
NOTCH2_044	20230810_GGTassay_7dpf_NOTCH2_fasted_plate01_D06	2	2	plate01	fasted	6	D	H13	226800	214300	220550	4.007633	NA	203400	.9826607	y = 43390.2957232046 * x + ( 3266.86550228856 )	3266.865	43390.3	17150	2181625	4.612394	13.10339	H	13	GTT_DAY1v2_GLUGLO_plate-01	1	20230810	GGTassay	NOTCH2	fasted	1	7	220550	12500	.9448854	161	1	1	-1.89079	-.1907976	-.0742776
KITA1_044	20230810_GGTassay_7dpf_KITA1_fasted_plate02_D06	2	1	plate02	fasted	6	D	H11	158400	156100	157250	1.034242	NA	140100	.9826607	y = 43390.2957232046 * x + ( 3266.86550228856 )	3266.865	43390.3	17150	2181625	3.153542	8.958927	H	11	GTT_DAY1v2_GLUGLO_plate-01	1	20230810	GGTassay	KITA1	fasted	1	7	157250	2300	.9854798	162	0	1	-6.043159	-1.134514	-1.134514
NOTCH2_036	20230810_GGTassay_7dpf_NOTCH2_fasted_plate01_D05	2	2	plate01	fasted	5	D	H10	273000	277300	275150	1.105055	NA	258000	.9826607	y = 43390.2957232046 * x + ( 3266.86550228856 )	3266.865	43390.3	17150	2181625	5.87074	16.67824	H	10	GTT_DAY1v2_GLUGLO_plate-01	1	20230810	GGTassay	NOTCH2	fasted	1	7	275150	4300	1.015751	163	1	1	1.668249	.2927191	.3977839
KITA1_036	20230810_GGTassay_7dpf_KITA1_fasted_plate02_D05	2	1	plate02	fasted	5	D	H09	329200	329000	329100	.0429722	NA	311950	.9826607	y = 43390.2957232046 * x + ( 3266.86550228856 )	3266.865	43390.3	17150	2181625	7.114105	20.21053	H	9	GTT_DAY1v2_GLUGLO_plate-01	1	20230810	GGTassay	KITA1	fasted	1	7	329100	200	.9993924	164	0	1	5.192635	.9371445	.8871465
NOTCH2_028	20230810_GGTassay_7dpf_NOTCH2_fasted_plate01_D04	2	2	plate01	fasted	4	D	H08	210700	224500	217600	4.484409	NA	200450	.9826607	y = 43390.2957232046 * x + ( 3266.86550228856 )	3266.865	43390.3	17150	2181625	4.544406	12.91024	H	8	GTT_DAY1v2_GLUGLO_plate-01	1	20230810	GGTassay	NOTCH2	fasted	1	7	217600	13800	1.065496	165	1	1	-2.115551	-.2584591	-.1907976
KITA1_028	20230810_GGTassay_7dpf_KITA1_fasted_plate02_D04	2	1	plate02	fasted	4	D	H07	217000	212800	214900	1.381968	NA	197750	.9826607	y = 43390.2957232046 * x + ( 3266.86550228856 )	3266.865	43390.3	17150	2181625	4.482181	12.73347	H	7	GTT_DAY1v2_GLUGLO_plate-01	1	20230810	GGTassay	KITA1	fasted	1	7	214900	4200	.9806452	166	0	1	-2.300232	-.2927191	-.2755487
NOTCH2_020	20230810_GGTassay_7dpf_NOTCH2_fasted_plate01_D03	2	2	plate01	fasted	3	D	H06	370100	367800	368950	.4408038	NA	351800	.9826607	y = 43390.2957232046 * x + ( 3266.86550228856 )	3266.865	43390.3	17150	2181625	8.032514	22.81964	H	6	GTT_DAY1v2_GLUGLO_plate-01	1	20230810	GGTassay	NOTCH2	fasted	1	7	368950	2300	.9937854	167	1	1	7.778038	1.234262	1.270385
KITA1_020	20230810_GGTassay_7dpf_KITA1_fasted_plate02_D03	2	1	plate02	fasted	3	D	H05	501900	495200	498550	.9502789	NA	481400	.9826607	y = 43390.2957232046 * x + ( 3266.86550228856 )	3266.865	43390.3	17150	2181625	11.01936	31.30499	H	5	GTT_DAY1v2_GLUGLO_plate-01	1	20230810	GGTassay	KITA1	fasted	1	7	498550	6700	.9866507	168	0	1	16.25548	2.133366	2.133366
NOTCH2_012	20230810_GGTassay_7dpf_NOTCH2_fasted_plate01_D02	2	2	plate01	fasted	2	D	H04	207600	210300	208950	.9137058	NA	191800	.9826607	y = 43390.2957232046 * x + ( 3266.86550228856 )	3266.865	43390.3	17150	2181625	4.345053	12.3439	H	4	GTT_DAY1v2_GLUGLO_plate-01	1	20230810	GGTassay	NOTCH2	fasted	1	7	208950	2700	1.013006	169	1	1	-2.713509	-.3535393	-.3447755
KITA1_012	20230810_GGTassay_7dpf_KITA1_fasted_plate02_D02	2	1	plate02	fasted	2	D	H03	389500	369700	379600	3.688281	NA	362450	.9826607	y = 43390.2957232046 * x + ( 3266.86550228856 )	3266.865	43390.3	17150	2181625	8.27796	23.51693	H	3	GTT_DAY1v2_GLUGLO_plate-01	1	20230810	GGTassay	KITA1	fasted	1	7	379600	19800	.9491656	170	0	1	8.451618	1.348083	1.348083
NOTCH2_004	20230810_GGTassay_7dpf_NOTCH2_fasted_plate01_D01	2	2	plate01	fasted	1	D	H02	95110	95760	95435	.4816047	NA	78285	.9826607	y = 43390.2957232046 * x + ( 3266.86550228856 )	3266.865	43390.3	17150	2181625	1.728915	4.91169	H	2	GTT_DAY1v2_GLUGLO_plate-01	1	20230810	GGTassay	NOTCH2	fasted	1	7	95435	650	1.006834	171	1	1	-10.16153	-1.796793	-1.796793
KITA1_004	20230810_GGTassay_7dpf_KITA1_fasted_plate02_D01	2	1	plate02	fasted	1	D	H01	159600	169200	164400	4.129091	NA	147250	.9826607	y = 43390.2957232046 * x + ( 3266.86550228856 )	3266.865	43390.3	17150	2181625	3.318326	9.427062	H	1	GTT_DAY1v2_GLUGLO_plate-01	1	20230810	GGTassay	KITA1	fasted	1	7	164400	9600	1.06015	172	0	1	-5.654058	-.9896026	-.9896026
KITA1_077	20230810_GGTassay_7dpf_KITA1_fasted_plate02_E10	2	1	plate02	fasted	10	E	J20	215800	207500	211650	2.772968	NA	194500	.9826607	y = 43390.2957232046 * x + ( 3266.86550228856 )	3266.865	43390.3	17150	2181625	4.407279	12.52068	J	20	GTT_DAY1v2_GLUGLO_plate-01	1	20230810	GGTassay	KITA1	fasted	1	7	211650	8300	.9615384	196	0	1	-2.750125	-.3099763	-.3623302
NOTCH2_069	20230810_GGTassay_7dpf_NOTCH2_fasted_plate01_E09	2	2	plate01	fasted	9	E	J19	170800	180900	175850	4.06129	NA	158700	.9826607	y = 43390.2957232046 * x + ( 3266.86550228856 )	3266.865	43390.3	17150	2181625	3.58221	10.17673	J	19	GTT_DAY1v2_GLUGLO_plate-01	1	20230810	GGTassay	NOTCH2	fasted	1	7	175850	10100	1.059134	197	1	1	-5.101975	-.8160462	-.8871465
KITA1_069	20230810_GGTassay_7dpf_KITA1_fasted_plate02_E09	2	1	plate02	fasted	9	E	J18	330200	314300	322250	3.488905	NA	305100	.9826607	y = 43390.2957232046 * x + ( 3266.86550228856 )	3266.865	43390.3	17150	2181625	6.956236	19.76203	J	18	GTT_DAY1v2_GLUGLO_plate-01	1	20230810	GGTassay	KITA1	fasted	1	7	322250	15900	.9518474	198	0	1	4.475423	.8629628	.8629628
NOTCH2_061	20230810_GGTassay_7dpf_NOTCH2_fasted_plate01_E08	2	2	plate01	fasted	8	E	J17	305900	286200	296050	4.705287	NA	278900	.9826607	y = 43390.2957232046 * x + ( 3266.86550228856 )	3266.865	43390.3	17150	2181625	6.352414	18.04663	J	17	GTT_DAY1v2_GLUGLO_plate-01	1	20230810	GGTassay	NOTCH2	fasted	1	7	296050	19700	.9355999	199	1	1	2.752117	.6235933	.5840145
KITA1_061	20230810_GGTassay_7dpf_KITA1_fasted_plate02_E08	2	1	plate02	fasted	8	E	J16	295700	292900	294300	.6727486	NA	277150	.9826607	y = 43390.2957232046 * x + ( 3266.86550228856 )	3266.865	43390.3	17150	2181625	6.312083	17.93205	J	16	GTT_DAY1v2_GLUGLO_plate-01	1	20230810	GGTassay	KITA1	fasted	1	7	294300	2800	.990531	200	0	1	2.629635	.5840145	.5645669
NOTCH2_053	20230810_GGTassay_7dpf_NOTCH2_fasted_plate01_E07	2	2	plate01	fasted	7	E	J15	276100	283700	279900	1.919976	NA	262750	.9826607	y = 43390.2957232046 * x + ( 3266.86550228856 )	3266.865	43390.3	17150	2181625	5.980211	16.98924	J	15	GTT_DAY1v2_GLUGLO_plate-01	1	20230810	GGTassay	NOTCH2	fasted	1	7	279900	7600	1.027526	201	1	1	1.678916	.3799974	.4337449
KITA1_053	20230810_GGTassay_7dpf_KITA1_fasted_plate02_E07	2	1	plate02	fasted	7	E	J14	261200	325000	293100	15.39182	NA	275950	.9826607	y = 43390.2957232046 * x + ( 3266.86550228856 )	3266.865	43390.3	17150	2181625	6.284427	17.85349	J	14	GTT_DAY1v2_GLUGLO_plate-01	1	20230810	GGTassay	KITA1	fasted	1	7	293100	63800	1.244257	202	0	1	2.53526	.5645669	.5262936
NOTCH2_045	20230810_GGTassay_7dpf_NOTCH2_fasted_plate01_E06	2	2	plate01	fasted	6	E	J13	151500	158700	155100	3.282507	NA	137950	.9826607	y = 43390.2957232046 * x + ( 3266.86550228856 )	3266.865	43390.3	17150	2181625	3.103992	8.818159	J	13	GTT_DAY1v2_GLUGLO_plate-01	1	20230810	GGTassay	NOTCH2	fasted	1	7	155100	7200	1.047525	203	1	1	-6.507969	-1.166479	-1.199681
KITA1_045	20230810_GGTassay_7dpf_KITA1_fasted_plate02_E06	2	1	plate02	fasted	6	E	J11	199000	209100	204050	3.500014	NA	186900	.9826607	y = 43390.2957232046 * x + ( 3266.86550228856 )	3266.865	43390.3	17150	2181625	4.232124	12.02308	J	11	GTT_DAY1v2_GLUGLO_plate-01	1	20230810	GGTassay	KITA1	fasted	1	7	204050	10100	1.050754	204	0	1	-3.310951	-.4337449	-.4887764
NOTCH2_037	20230810_GGTassay_7dpf_NOTCH2_fasted_plate01_E05	2	2	plate01	fasted	5	E	J10	157900	172300	165100	6.167376	NA	147950	.9826607	y = 43390.2957232046 * x + ( 3266.86550228856 )	3266.865	43390.3	17150	2181625	3.334458	9.472893	J	10	GTT_DAY1v2_GLUGLO_plate-01	1	20230810	GGTassay	NOTCH2	fasted	1	7	165100	14400	1.091197	205	1	1	-5.869042	-.9371445	-1.044936
KITA1_037	20230810_GGTassay_7dpf_KITA1_fasted_plate02_E05	2	1	plate02	fasted	5	E	J09	281000	298800	289900	4.34167	NA	272750	.9826607	y = 43390.2957232046 * x + ( 3266.86550228856 )	3266.865	43390.3	17150	2181625	6.210678	17.64397	J	9	GTT_DAY1v2_GLUGLO_plate-01	1	20230810	GGTassay	KITA1	fasted	1	7	289900	17800	1.063345	206	0	1	2.294132	.4887764	.4702759
NOTCH2_029	20230810_GGTassay_7dpf_NOTCH2_fasted_plate01_E04	2	2	plate01	fasted	4	E	J08	66310	75550	70930	9.211429	NA	53780	.9826607	y = 43390.2957232046 * x + ( 3266.86550228856 )	3266.865	43390.3	17150	2181625	1.164157	3.307265	J	8	GTT_DAY1v2_GLUGLO_plate-01	1	20230810	GGTassay	NOTCH2	fasted	1	7	70930	9240	1.139346	207	1	1	-12.05048	-2.331313	-2.717438
KITA1_029	20230810_GGTassay_7dpf_KITA1_fasted_plate02_E04	2	1	plate02	fasted	4	E	J07	219100	223400	221250	1.374264	NA	204100	.9826607	y = 43390.2957232046 * x + ( 3266.86550228856 )	3266.865	43390.3	17150	2181625	4.628527	13.14922	J	7	GTT_DAY1v2_GLUGLO_plate-01	1	20230810	GGTassay	KITA1	fasted	1	7	221250	4300	1.019626	208	0	1	-2.216422	-.1573107	-.2244998
NOTCH2_021	20230810_GGTassay_7dpf_NOTCH2_fasted_plate01_E03	2	2	plate01	fasted	3	E	J06	152100	151800	151950	.1396065	NA	134800	.9826607	y = 43390.2957232046 * x + ( 3266.86550228856 )	3266.865	43390.3	17150	2181625	3.031395	8.611918	J	6	GTT_DAY1v2_GLUGLO_plate-01	1	20230810	GGTassay	NOTCH2	fasted	1	7	151950	300	.9980276	209	1	1	-6.761631	-1.234262	-1.308247
KITA1_021	20230810_GGTassay_7dpf_KITA1_fasted_plate02_E03	2	1	plate02	fasted	3	E	J05	188700	190500	189600	.6713039	NA	172450	.9826607	y = 43390.2957232046 * x + ( 3266.86550228856 )	3266.865	43390.3	17150	2181625	3.899101	11.07699	J	5	GTT_DAY1v2_GLUGLO_plate-01	1	20230810	GGTassay	KITA1	fasted	1	7	189600	1800	1.009539	210	0	1	-4.304461	-.6036857	-.7058794
NOTCH2_013	20230810_GGTassay_7dpf_NOTCH2_fasted_plate01_E02	2	2	plate01	fasted	2	E	J04	303100	324700	313900	4.865724	NA	296750	.9826607	y = 43390.2957232046 * x + ( 3266.86550228856 )	3266.865	43390.3	17150	2181625	6.763797	19.21533	J	4	GTT_DAY1v2_GLUGLO_plate-01	1	20230810	GGTassay	NOTCH2	fasted	1	7	313900	21600	1.071264	211	1	1	3.825976	.7488504	.8160462
KITA1_013	20230810_GGTassay_7dpf_KITA1_fasted_plate02_E02	2	1	plate02	fasted	2	E	J03	225700	214700	220200	3.532323	NA	203050	.9826607	y = 43390.2957232046 * x + ( 3266.86550228856 )	3266.865	43390.3	17150	2181625	4.604328	13.08048	J	3	GTT_DAY1v2_GLUGLO_plate-01	1	20230810	GGTassay	KITA1	fasted	1	7	220200	11000	.9512627	212	0	1	-2.316784	-.2076192	-.2927191
NOTCH2_005	20230810_GGTassay_7dpf_NOTCH2_fasted_plate01_E01	2	2	plate01	fasted	1	E	J02	197500	209900	203700	4.30443	NA	186550	.9826607	y = 43390.2957232046 * x + ( 3266.86550228856 )	3266.865	43390.3	17150	2181625	4.224058	12.00016	J	2	GTT_DAY1v2_GLUGLO_plate-01	1	20230810	GGTassay	NOTCH2	fasted	1	7	203700	12400	1.062785	213	1	1	-3.404998	-.451935	-.5262936
KITA1_005	20230810_GGTassay_7dpf_KITA1_fasted_plate02_E01	2	1	plate02	fasted	1	E	J01	138000	141000	139500	1.52066	NA	122350	.9826607	y = 43390.2957232046 * x + ( 3266.86550228856 )	3266.865	43390.3	17150	2181625	2.744465	7.796775	J	1	GTT_DAY1v2_GLUGLO_plate-01	1	20230810	GGTassay	KITA1	fasted	1	7	139500	3000	1.021739	214	0	1	-7.616292	-1.482686	-1.390182
KITA1_078	20230810_GGTassay_7dpf_KITA1_fasted_plate02_F10	2	1	plate02	fasted	10	F	L20	223700	229200	226450	1.717415	NA	209300	.9826607	y = 43390.2957232046 * x + ( 3266.86550228856 )	3266.865	43390.3	17150	2181625	4.748369	13.48969	L	20	GTT_DAY1v2_GLUGLO_plate-01	1	20230810	GGTassay	KITA1	fasted	1	7	226450	5500	1.024587	239	0	1	-2.120968	-.1073974	-.2076192
NOTCH2_070	20230810_GGTassay_7dpf_NOTCH2_fasted_plate01_F09	2	2	plate01	fasted	9	F	L19	211800	236200	224000	7.702413	NA	206850	.9826607	y = 43390.2957232046 * x + ( 3266.86550228856 )	3266.865	43390.3	17150	2181625	4.691905	13.32928	L	19	GTT_DAY1v2_GLUGLO_plate-01	1	20230810	GGTassay	NOTCH2	fasted	1	7	224000	24400	1.115203	240	1	1	-2.289282	-.1239993	-.2584591
KITA1_070	20230810_GGTassay_7dpf_KITA1_fasted_plate02_F09	2	1	plate02	fasted	9	F	L18	332000	317900	324950	3.068228	NA	307800	.9826607	y = 43390.2957232046 * x + ( 3266.86550228856 )	3266.865	43390.3	17150	2181625	7.018462	19.93881	L	18	GTT_DAY1v2_GLUGLO_plate-01	1	20230810	GGTassay	KITA1	fasted	1	7	324950	14100	.9575301	241	0	1	4.312352	.9118606	.8392736
NOTCH2_062	20230810_GGTassay_7dpf_NOTCH2_fasted_plate01_F08	2	2	plate01	fasted	8	F	L17	310500	292200	301350	4.294028	NA	284200	.9826607	y = 43390.2957232046 * x + ( 3266.86550228856 )	3266.865	43390.3	17150	2181625	6.474561	18.39364	L	17	GTT_DAY1v2_GLUGLO_plate-01	1	20230810	GGTassay	NOTCH2	fasted	1	7	301350	18300	.9410628	242	1	1	2.759277	.664174	.6036857
KITA1_062	20230810_GGTassay_7dpf_KITA1_fasted_plate02_F08	2	1	plate02	fasted	8	F	L16	289500	257600	273550	8.245917	NA	256400	.9826607	y = 43390.2957232046 * x + ( 3266.86550228856 )	3266.865	43390.3	17150	2181625	5.833865	16.57348	L	16	GTT_DAY1v2_GLUGLO_plate-01	1	20230810	GGTassay	KITA1	fasted	1	7	273550	31900	.88981	243	0	1	.9312134	.2755487	.2244998
NOTCH2_054	20230810_GGTassay_7dpf_NOTCH2_fasted_plate01_F07	2	2	plate01	fasted	7	F	L15	278300	277900	278100	.1017054	NA	260950	.9826607	y = 43390.2957232046 * x + ( 3266.86550228856 )	3266.865	43390.3	17150	2181625	5.938727	16.87138	L	15	GTT_DAY1v2_GLUGLO_plate-01	1	20230810	GGTassay	NOTCH2	fasted	1	7	278100	400	.9985627	244	1	1	1.221213	.3623302	.2755487
KITA1_054	20230810_GGTassay_7dpf_KITA1_fasted_plate02_F07	2	1	plate02	fasted	7	F	L14	165900	186100	176000	8.115658	NA	158850	.9826607	y = 43390.2957232046 * x + ( 3266.86550228856 )	3266.865	43390.3	17150	2181625	3.585667	10.18655	L	14	GTT_DAY1v2_GLUGLO_plate-01	1	20230810	GGTassay	KITA1	fasted	1	7	176000	20200	1.12176	245	0	1	-5.471521	-.793251	-.9630423
NOTCH2_046	20230810_GGTassay_7dpf_NOTCH2_fasted_plate01_F06	2	2	plate01	fasted	6	F	L13	419000	410300	414650	1.48362	NA	397500	.9826607	y = 43390.2957232046 * x + ( 3266.86550228856 )	3266.865	43390.3	17150	2181625	9.085744	25.81177	L	13	GTT_DAY1v2_GLUGLO_plate-01	1	20230810	GGTassay	NOTCH2	fasted	1	7	414650	8700	.9792363	246	1	1	10.1458	1.534121	1.482686
KITA1_046	20230810_GGTassay_7dpf_KITA1_fasted_plate02_F06	2	1	plate02	fasted	6	F	L11	256300	256100	256200	.0551996	NA	239050	.9826607	y = 43390.2957232046 * x + ( 3266.86550228856 )	3266.865	43390.3	17150	2181625	5.434006	15.43752	L	11	GTT_DAY1v2_GLUGLO_plate-01	1	20230810	GGTassay	KITA1	fasted	1	7	256200	200	.9992197	247	0	1	-.2363639	.1740297	.0908251
NOTCH2_038	20230810_GGTassay_7dpf_NOTCH2_fasted_plate01_F05	2	2	plate01	fasted	5	F	L10	208700	209200	208950	.1692048	NA	191800	.9826607	y = 43390.2957232046 * x + ( 3266.86550228856 )	3266.865	43390.3	17150	2181625	4.345053	12.3439	L	10	GTT_DAY1v2_GLUGLO_plate-01	1	20230810	GGTassay	NOTCH2	fasted	1	7	208950	500	1.002396	248	1	1	-3.337884	-.3535393	-.5074458
KITA1_038	20230810_GGTassay_7dpf_KITA1_fasted_plate02_F05	2	1	plate02	fasted	5	F	L09	341300	350400	345850	1.860538	NA	328700	.9826607	y = 43390.2957232046 * x + ( 3266.86550228856 )	3266.865	43390.3	17150	2181625	7.500136	21.30721	L	9	GTT_DAY1v2_GLUGLO_plate-01	1	20230810	GGTassay	KITA1	fasted	1	7	345850	9100	1.026663	249	0	1	5.617517	1.01688	.9630423
NOTCH2_030	20230810_GGTassay_7dpf_NOTCH2_fasted_plate01_F04	2	2	plate01	fasted	4	F	L08	294100	320700	307400	6.118751	NA	290250	.9826607	y = 43390.2957232046 * x + ( 3266.86550228856 )	3266.865	43390.3	17150	2181625	6.613994	18.78975	L	8	GTT_DAY1v2_GLUGLO_plate-01	1	20230810	GGTassay	NOTCH2	fasted	1	7	307400	26600	1.090445	250	1	1	3.092163	.7271971	.6848778
KITA1_030	20230810_GGTassay_7dpf_KITA1_fasted_plate02_F04	2	1	plate02	fasted	4	F	L07	370700	381100	375900	1.956348	NA	358750	.9826607	y = 43390.2957232046 * x + ( 3266.86550228856 )	3266.865	43390.3	17150	2181625	8.192688	23.27468	L	7	GTT_DAY1v2_GLUGLO_plate-01	1	20230810	GGTassay	KITA1	fasted	1	7	375900	10400	1.028055	251	0	1	7.569186	1.270385	1.199681
NOTCH2_022	20230810_GGTassay_7dpf_NOTCH2_fasted_plate01_F03	2	2	plate01	fasted	3	F	L06	83120	71790	77455	10.34345	NA	60305	.9826607	y = 43390.2957232046 * x + ( 3266.86550228856 )	3266.865	43390.3	17150	2181625	1.314537	3.734479	L	6	GTT_DAY1v2_GLUGLO_plate-01	1	20230810	GGTassay	NOTCH2	fasted	1	7	77455	11330	.863691	252	1	1	-11.97892	-2.133366	-2.331313
KITA1_022	20230810_GGTassay_7dpf_KITA1_fasted_plate02_F03	2	1	plate02	fasted	3	F	L05	198700	199800	199250	.3903726	NA	182100	.9826607	y = 43390.2957232046 * x + ( 3266.86550228856 )	3266.865	43390.3	17150	2181625	4.1215	11.70881	L	5	GTT_DAY1v2_GLUGLO_plate-01	1	20230810	GGTassay	KITA1	fasted	1	7	199250	1100	1.005536	253	0	1	-4.012493	-.5074458	-.664174
NOTCH2_014	20230810_GGTassay_7dpf_NOTCH2_fasted_plate01_F02	2	2	plate01	fasted	2	F	L04	259200	276200	267700	4.490406	NA	250550	.9826607	y = 43390.2957232046 * x + ( 3266.86550228856 )	3266.865	43390.3	17150	2181625	5.699042	16.19046	L	4	GTT_DAY1v2_GLUGLO_plate-01	1	20230810	GGTassay	NOTCH2	fasted	1	7	267700	17000	1.065586	254	1	1	.4612567	.2244998	.1740297
KITA1_014	20230810_GGTassay_7dpf_KITA1_fasted_plate02_F02	2	1	plate02	fasted	2	F	L03	209000	207400	208200	.5434058	NA	191050	.9826607	y = 43390.2957232046 * x + ( 3266.86550228856 )	3266.865	43390.3	17150	2181625	4.327768	12.2948	L	3	GTT_DAY1v2_GLUGLO_plate-01	1	20230810	GGTassay	KITA1	fasted	1	7	208200	1600	.9923445	255	0	1	-3.442313	-.3799974	-.5453304
NOTCH2_006	20230810_GGTassay_7dpf_NOTCH2_fasted_plate01_F01	2	2	plate01	fasted	1	F	L02	169700	172100	170900	.9930113	NA	153750	.9826607	y = 43390.2957232046 * x + ( 3266.86550228856 )	3266.865	43390.3	17150	2181625	3.468129	9.852638	L	2	GTT_DAY1v2_GLUGLO_plate-01	1	20230810	GGTassay	NOTCH2	fasted	1	7	170900	2400	1.014143	256	1	1	-5.892374	-.8629628	-1.073839
KITA1_006	20230810_GGTassay_7dpf_KITA1_fasted_plate02_F01	2	1	plate02	fasted	1	F	L01	449500	448900	449200	.0944488	NA	432050	.9826607	y = 43390.2957232046 * x + ( 3266.86550228856 )	3266.865	43390.3	17150	2181625	9.882006	28.07388	L	1	GTT_DAY1v2_GLUGLO_plate-01	1	20230810	GGTassay	KITA1	fasted	1	7	449200	600	.9986652	257	0	1	12.32096	1.651266	1.651266
KITA1_079	20230810_GGTassay_7dpf_KITA1_fasted_plate02_G10	2	1	plate02	fasted	10	G	N20	232000	266300	249150	9.734603	NA	232000	.9826607	y = 43390.2957232046 * x + ( 3266.86550228856 )	3266.865	43390.3	17150	2181625	5.271527	14.97593	N	20	GTT_DAY1v2_GLUGLO_plate-01	1	20230810	GGTassay	KITA1	fasted	1	7	249150	34300	1.147845	282	0	1	-.9745726	.1073974	-.0082456
NOTCH2_071	20230810_GGTassay_7dpf_NOTCH2_fasted_plate01_G09	2	2	plate01	fasted	9	G	N19			522000		NA	504850	.9826607	y = 43390.2957232046 * x + ( 3266.86550228856 )	3266.865	43390.3	17150	2181625	11.5598		N	19	GTT_DAY1v2_GLUGLO_plate-01	1	20230810	GGTassay	NOTCH2	fasted	1	7		199200		283	1	1			
KITA1_071	20230810_GGTassay_7dpf_KITA1_fasted_plate02_G09	2	1	plate02	fasted	9	G	N18	230800	235700	233250	1.485455	NA	216100	.9826607	y = 43390.2957232046 * x + ( 3266.86550228856 )	3266.865	43390.3	17150	2181625	4.905086	13.9349	N	18	GTT_DAY1v2_GLUGLO_plate-01	1	20230810	GGTassay	KITA1	fasted	1	7	233250	4900	1.02123	284	0	1	-2.031407	-.0577505	-.1573107
NOTCH2_063	20230810_GGTassay_7dpf_NOTCH2_fasted_plate01_G08	2	2	plate01	fasted	8	G	N17	508400	512800	510600	.609336	NA	493450	.9826607	y = 43390.2957232046 * x + ( 3266.86550228856 )	3266.865	43390.3	17150	2181625	11.29707	32.09394	N	17	GTT_DAY1v2_GLUGLO_plate-01	1	20230810	GGTassay	NOTCH2	fasted	1	7	510600	4400	1.008655	285	1	1	16.11973	2.331313	1.994911
KITA1_063	20230810_GGTassay_7dpf_KITA1_fasted_plate02_G08	2	1	plate02	fasted	8	G	N16	288300	195600	241950	27.09188	NA	224800	.9826607	y = 43390.2957232046 * x + ( 3266.86550228856 )	3266.865	43390.3	17150	2181625	5.105592	14.50452	N	16	GTT_DAY1v2_GLUGLO_plate-01	1	20230810	GGTassay	KITA1	fasted	1	7	241950	92700	.6784599	286	0	1	-1.477594	.024739	-.0577505
