index	filename	injset	control_1_mutant_2_uninjected_0	plate	treatment	column	row	well	luminescenceplatea	luminescenceplateb	rlu_mean	rlu_percstdev	conc	rlublanksub	rsquared_gluglo	stdcurvefunction_gluglo	intercept_gluglo	slope_gluglo	blank_gluglo	maxstd_gluglo	glucconc_well_um	gluc	row384	column384	gluglo_assayfilename	assayplategluc	date	experiment	gene	diet	fasted	age	luminiscence_d	delta_lum_d	luminiscence_dd	position	irx3_dich	batch	gluc_Res	intgluc	intgluc_Res
IRX3_076	20231122_GGTassay_7dpf_IRX3_fasted_plate01_D10	1	1	plate01	fasted	10	D	G10	229200	203900	216550	8.26128	NA	204002.5	.9949588	y = 40631.291476371 * x + ( 3938.31632653067 )	3938.316	40631.29	12547.5	2042500	4.923894	13.98834	G	10	GTT_DAY7_GLUGLO_plate-01	1	20231122	GGTassay	IRX3	fasted	1	7	216550	25300	.8896161	131	0	1	-1.511157	.0574353	.0382785
IRX3_100	20231122_GGTassay_7dpf_IRX3_fasted_plate02_D01	1	2	plate02	fasted	1	D	G13	356800	331000	343900	5.304843	NA	331352.5	.9949588	y = 40631.291476371 * x + ( 3938.31632653067 )	3938.316	40631.29	12547.5	2042500	8.058178	22.89255	G	13	GTT_DAY7_GLUGLO_plate-01	1	20231122	GGTassay	IRX3	fasted	1	7	343900	25800	.9276906	132	1	1	7.385925	1.183424	1.264343
IRX3_108	20231122_GGTassay_7dpf_IRX3_fasted_plate02_D02	1	1	plate02	fasted	2	D	G14	221900	211100	216500	3.527369	NA	203952.5	.9949588	y = 40631.291476371 * x + ( 3938.31632653067 )	3938.316	40631.29	12547.5	2042500	4.922664	13.98484	G	14	GTT_DAY7_GLUGLO_plate-01	1	20231122	GGTassay	IRX3	fasted	1	7	216500	10800	.9513294	133	0	1	-1.528919	.0382785	.0191357
IRX3_116	20231122_GGTassay_7dpf_IRX3_fasted_plate02_D03	2	2	plate02	fasted	3	D	G15	419300	396400	407850	3.97027	NA	395302.5	.9949588	y = 40631.291476371 * x + ( 3938.31632653067 )	3938.316	40631.29	12547.5	2042500	9.632089	27.36389	G	15	GTT_DAY7_GLUGLO_plate-01	1	20231122	GGTassay	IRX3	fasted	1	7	407850	22900	.9453852	134	1	1	13.00037	1.648566	1.728105
IRX3_124	20231122_GGTassay_7dpf_IRX3_fasted_plate02_D04	2	1	plate02	fasted	4	D	G16	179200	180600	179900	.5502777	NA	167352.5	.9949588	y = 40631.291476371 * x + ( 3938.31632653067 )	3938.316	40631.29	12547.5	2042500	4.02188	11.4258	G	16	GTT_DAY7_GLUGLO_plate-01	1	20231122	GGTassay	IRX3	fasted	1	7	179900	1400	1.007813	135	0	1	-2.944852	-.434229	-.2910771
IRX3_132	20231122_GGTassay_7dpf_IRX3_fasted_plate02_D05	1	2	plate02	fasted	5	D	G17	128500	136500	132500	4.269324	NA	119952.5	.9949588	y = 40631.291476371 * x + ( 3938.31632653067 )	3938.316	40631.29	12547.5	2042500	2.855292	8.111624	G	17	GTT_DAY7_GLUGLO_plate-01	1	20231122	GGTassay	IRX3	fasted	1	7	132500	8000	1.062257	136	1	1	-7.423536	-1.10959	-1.308099
IRX3_140	20231122_GGTassay_7dpf_IRX3_fasted_plate02_D06	1	1	plate02	fasted	6	D	G18	127700	133000	130350	2.875079	NA	117802.5	.9949588	y = 40631.291476371 * x + ( 3938.31632653067 )	3938.316	40631.29	12547.5	2042500	2.802377	7.961298	G	18	GTT_DAY7_GLUGLO_plate-01	1	20231122	GGTassay	IRX3	fasted	1	7	130350	5300	1.041504	137	0	1	-7.580995	-1.183424	-1.404045
IRX3_148	20231122_GGTassay_7dpf_IRX3_fasted_plate02_D07	2	2	plate02	fasted	7	D	G19	416500	394100	405300	3.908017	NA	392752.5	.9949588	y = 40631.291476371 * x + ( 3938.31632653067 )	3938.316	40631.29	12547.5	2042500	9.569328	27.18559	G	19	GTT_DAY7_GLUGLO_plate-01	1	20231122	GGTassay	IRX3	fasted	1	7	405300	22400	.9462185	138	1	1	12.79354	1.578269	1.578269
IRX3_005	20231122_GGTassay_7dpf_IRX3_fasted_plate01_E01	1	2	plate01	fasted	1	E	I01	302600	294700	298650	1.870465	NA	286102.5	.9949588	y = 40631.291476371 * x + ( 3938.31632653067 )	3938.316	40631.29	12547.5	2042500	6.944504	19.72871	I	1	GTT_DAY7_GLUGLO_plate-01	1	20231122	GGTassay	IRX3	fasted	1	7	298650	7900	.9738929	163	1	1	4.000947	.8334692	.70483
IRX3_013	20231122_GGTassay_7dpf_IRX3_fasted_plate01_E02	1	1	plate01	fasted	2	E	I02	262000	256600	259300	1.472571	NA	246752.5	.9949588	y = 40631.291476371 * x + ( 3938.31632653067 )	3938.316	40631.29	12547.5	2042500	5.976039	16.97738	I	2	GTT_DAY7_GLUGLO_plate-01	1	20231122	GGTassay	IRX3	fasted	1	7	259300	5400	.9793893	164	0	1	1.24249	.4553535	.271171
IRX3_021	20231122_GGTassay_7dpf_IRX3_fasted_plate01_E03	2	2	plate01	fasted	3	E	I03			116250		NA	103702.5	.9949588	y = 40631.291476371 * x + ( 3938.31632653067 )	3938.316	40631.29	12547.5	2042500	2.455353		I	3	GTT_DAY7_GLUGLO_plate-01	1	20231122	GGTassay	IRX3	fasted	1	7		117500		165	1	1			
IRX3_029	20231122_GGTassay_7dpf_IRX3_fasted_plate01_E04	2	1	plate01	fasted	4	E	I04	178600	193500	186050	5.662935	NA	173502.5	.9949588	y = 40631.291476371 * x + ( 3938.31632653067 )	3938.316	40631.29	12547.5	2042500	4.173241	11.8558	I	4	GTT_DAY7_GLUGLO_plate-01	1	20231122	GGTassay	IRX3	fasted	1	7	186050	14900	1.083427	166	0	1	-2.735982	-.3719586	-.1730713
IRX3_037	20231122_GGTassay_7dpf_IRX3_fasted_plate01_E05	1	2	plate01	fasted	5	E	I05	145000	121100	133050	12.70188	NA	120502.5	.9949588	y = 40631.291476371 * x + ( 3938.31632653067 )	3938.316	40631.29	12547.5	2042500	2.868828	8.15008	I	5	GTT_DAY7_GLUGLO_plate-01	1	20231122	GGTassay	IRX3	fasted	1	7	133050	23900	.8351724	167	1	1	-7.606213	-1.041357	-1.457283
IRX3_045	20231122_GGTassay_7dpf_IRX3_fasted_plate01_E06	1	1	plate01	fasted	6	E	I06	263800	244000	253900	5.514263	NA	241352.5	.9949588	y = 40631.291476371 * x + ( 3938.31632653067 )	3938.316	40631.29	12547.5	2042500	5.843136	16.59982	I	6	GTT_DAY7_GLUGLO_plate-01	1	20231122	GGTassay	IRX3	fasted	1	7	253900	19800	.9249431	168	0	1	.8363937	.3515299	.2513717
IRX3_053	20231122_GGTassay_7dpf_IRX3_fasted_plate01_E07	2	2	plate01	fasted	7	E	I07	151500	149200	150350	1.081706	NA	137802.5	.9949588	y = 40631.291476371 * x + ( 3938.31632653067 )	3938.316	40631.29	12547.5	2042500	3.294608	9.359682	I	7	GTT_DAY7_GLUGLO_plate-01	1	20231122	GGTassay	IRX3	fasted	1	7	150350	2300	.9848185	169	1	1	-5.253498	-.9776564	-.7547789
IRX3_061	20231122_GGTassay_7dpf_IRX3_fasted_plate01_E08	2	1	plate01	fasted	8	E	I08	111100	102100	106600	5.969944	NA	94052.5	.9949588	y = 40631.291476371 * x + ( 3938.31632653067 )	3938.316	40631.29	12547.5	2042500	2.217852	6.300715	I	8	GTT_DAY7_GLUGLO_plate-01	1	20231122	GGTassay	IRX3	fasted	1	7	106600	9000	.9189919	170	0	1	-8.319598	-1.931388	-1.728105
IRX3_069	20231122_GGTassay_7dpf_IRX3_fasted_plate01_E09	1	2	plate01	fasted	9	E	I09	311300	269900	290600	10.07372	NA	278052.5	.9949588	y = 40631.291476371 * x + ( 3938.31632653067 )	3938.316	40631.29	12547.5	2042500	6.746381	19.16586	I	9	GTT_DAY7_GLUGLO_plate-01	1	20231122	GGTassay	IRX3	fasted	1	7	290600	41400	.8670093	171	1	1	3.38103	.742119	.656581
IRX3_077	20231122_GGTassay_7dpf_IRX3_fasted_plate01_E10	1	1	plate01	fasted	10	E	I10	220600	203600	212100	5.667522	NA	199552.5	.9949588	y = 40631.291476371 * x + ( 3938.31632653067 )	3938.316	40631.29	12547.5	2042500	4.814373	13.6772	I	10	GTT_DAY7_GLUGLO_plate-01	1	20231122	GGTassay	IRX3	fasted	1	7	212100	17000	.9229375	172	0	1	-2.114763	-.0191357	-.0958193
IRX3_101	20231122_GGTassay_7dpf_IRX3_fasted_plate02_E01	1	2	plate02	fasted	1	E	I13	300800	280400	290600	4.963861	NA	278052.5	.9949588	y = 40631.291476371 * x + ( 3938.31632653067 )	3938.316	40631.29	12547.5	2042500	6.746381	19.16586	I	13	GTT_DAY7_GLUGLO_plate-01	1	20231122	GGTassay	IRX3	fasted	1	7	290600	20400	.9321808	173	1	1	3.366763	.742119	.6330246
IRX3_109	20231122_GGTassay_7dpf_IRX3_fasted_plate02_E02	1	1	plate02	fasted	2	E	I14	141900	133900	137900	4.102142	NA	125352.5	.9949588	y = 40631.291476371 * x + ( 3938.31632653067 )	3938.316	40631.29	12547.5	2042500	2.988194	8.489187	I	14	GTT_DAY7_GLUGLO_plate-01	1	20231122	GGTassay	IRX3	fasted	1	7	137900	8000	.9436223	174	0	1	-7.317038	-1.008995	-1.264343
IRX3_117	20231122_GGTassay_7dpf_IRX3_fasted_plate02_E03	2	2	plate02	fasted	3	E	I15	118700	112100	115400	4.044112	NA	102852.5	.9949588	y = 40631.291476371 * x + ( 3938.31632653067 )	3938.316	40631.29	12547.5	2042500	2.434434	6.916005	I	15	GTT_DAY7_GLUGLO_plate-01	1	20231122	GGTassay	IRX3	fasted	1	7	115400	6600	.9443976	175	1	1	-7.739975	-1.578269	-1.515006
IRX3_125	20231122_GGTassay_7dpf_IRX3_fasted_plate02_E04	2	1	plate02	fasted	4	E	I16	243800	253200	248500	2.67477	NA	235952.5	.9949588	y = 40631.291476371 * x + ( 3938.31632653067 )	3938.316	40631.29	12547.5	2042500	5.710234	16.22226	I	16	GTT_DAY7_GLUGLO_plate-01	1	20231122	GGTassay	IRX3	fasted	1	7	248500	9400	1.038556	176	0	1	1.559142	.3110992	.3515299
IRX3_133	20231122_GGTassay_7dpf_IRX3_fasted_plate02_E05	1	2	plate02	fasted	5	E	I17	202100	187900	195000	5.149188	NA	182452.5	.9949588	y = 40631.291476371 * x + ( 3938.31632653067 )	3938.316	40631.29	12547.5	2042500	4.393515	12.48158	I	17	GTT_DAY7_GLUGLO_plate-01	1	20231122	GGTassay	IRX3	fasted	1	7	195000	14200	.9297377	177	1	1	-3.346049	-.1730713	-.3515299
IRX3_141	20231122_GGTassay_7dpf_IRX3_fasted_plate02_E06	1	1	plate02	fasted	6	E	I18	177100	168900	173000	3.351604	NA	160452.5	.9949588	y = 40631.291476371 * x + ( 3938.31632653067 )	3938.316	40631.29	12547.5	2042500	3.85206	10.94335	I	18	GTT_DAY7_GLUGLO_plate-01	1	20231122	GGTassay	IRX3	fasted	1	7	173000	8200	.9536985	178	0	1	-4.891406	-.4982319	-.656581
IRX3_149	20231122_GGTassay_7dpf_IRX3_fasted_plate02_E07	1	2	plate02	fasted	7	E	I19	341600	300800	321200	8.981929	NA	308652.5	.9949588	y = 40631.291476371 * x + ( 3938.31632653067 )	3938.316	40631.29	12547.5	2042500	7.499496	21.30539	I	19	GTT_DAY7_GLUGLO_plate-01	1	20231122	GGTassay	IRX3	fasted	1	7	321200	40800	.8805621	179	1	1	5.463494	.8889205	.8889205
IRX3_006	20231122_GGTassay_7dpf_IRX3_fasted_plate01_F01	1	2	plate01	fasted	1	F	K01	410200	393500	401850	2.93858	NA	389302.5	.9949588	y = 40631.291476371 * x + ( 3938.31632653067 )	3938.316	40631.29	12547.5	2042500	9.484419	26.94437	K	1	GTT_DAY7_GLUGLO_plate-01	1	20231122	GGTassay	IRX3	fasted	1	7	401850	16700	.9592882	204	1	1	10.92415	1.515006	1.457283
IRX3_014	20231122_GGTassay_7dpf_IRX3_fasted_plate01_F02	1	1	plate01	fasted	2	F	K02	263000	270500	266750	1.988117	NA	254202.5	.9949588	y = 40631.291476371 * x + ( 3938.31632653067 )	3938.316	40631.29	12547.5	2042500	6.159395	17.49828	K	2	GTT_DAY7_GLUGLO_plate-01	1	20231122	GGTassay	IRX3	fasted	1	7	266750	7500	1.028517	205	0	1	1.470923	.4982319	.3312469
IRX3_022	20231122_GGTassay_7dpf_IRX3_fasted_plate01_F03	2	2	plate01	fasted	3	F	K03			113571.5		NA	101024	.9949588	y = 40631.291476371 * x + ( 3938.31632653067 )	3938.316	40631.29	12547.5	2042500	2.389431		K	3	GTT_DAY7_GLUGLO_plate-01	1	20231122	GGTassay	IRX3	fasted	1	7		216657		206	1	1			
IRX3_030	20231122_GGTassay_7dpf_IRX3_fasted_plate01_F04	2	1	plate01	fasted	4	F	K04			906500		NA	893952.5	.9949588	y = 40631.291476371 * x + ( 3938.31632653067 )	3938.316	40631.29	12547.5	2042500	21.90465		K	4	GTT_DAY7_GLUGLO_plate-01	1	20231122	GGTassay	IRX3	fasted	1	7		197000		207	0	1			
IRX3_038	20231122_GGTassay_7dpf_IRX3_fasted_plate01_F05	1	2	plate01	fasted	5	F	K05	281600	272400	277000	2.348514	NA	264452.5	.9949588	y = 40631.291476371 * x + ( 3938.31632653067 )	3938.316	40631.29	12547.5	2042500	6.411664	18.21495	K	5	GTT_DAY7_GLUGLO_plate-01	1	20231122	GGTassay	IRX3	fasted	1	7	277000	9200	.9673296	208	1	1	2.166196	.5643454	.4553535
IRX3_046	20231122_GGTassay_7dpf_IRX3_fasted_plate01_F06	1	1	plate01	fasted	6	F	K06	418600	440600	429600	3.621124	NA	417052.5	.9949588	y = 40631.291476371 * x + ( 3938.31632653067 )	3938.316	40631.29	12547.5	2042500	10.16739	28.88463	K	6	GTT_DAY7_GLUGLO_plate-01	1	20231122	GGTassay	IRX3	fasted	1	7	429600	22000	1.052556	209	0	1	12.82874	1.931388	1.648566
IRX3_054	20231122_GGTassay_7dpf_IRX3_fasted_plate01_F07	2	2	plate01	fasted	7	F	K07	263900	254500	259200	2.564353	NA	246652.5	.9949588	y = 40631.291476371 * x + ( 3938.31632653067 )	3938.316	40631.29	12547.5	2042500	5.973578	16.97039	K	7	GTT_DAY7_GLUGLO_plate-01	1	20231122	GGTassay	IRX3	fasted	1	7	259200	9400	.9643804	210	1	1	2.064746	.434229	.4132966
IRX3_062	20231122_GGTassay_7dpf_IRX3_fasted_plate01_F08	2	1	plate01	fasted	8	F	K08	108900	107900	108400	.6523125	NA	95852.5	.9949588	y = 40631.291476371 * x + ( 3938.31632653067 )	3938.316	40631.29	12547.5	2042500	2.262153	6.42657	K	8	GTT_DAY7_GLUGLO_plate-01	1	20231122	GGTassay	IRX3	fasted	1	7	108400	1000	.9908172	211	0	1	-8.48621	-1.820373	-1.820373
IRX3_070	20231122_GGTassay_7dpf_IRX3_fasted_plate01_F09	1	2	plate01	fasted	9	F	K09	184000	163800	173900	8.213661	NA	161352.5	.9949588	y = 40631.291476371 * x + ( 3938.31632653067 )	3938.316	40631.29	12547.5	2042500	3.874211	11.00628	K	9	GTT_DAY7_GLUGLO_plate-01	1	20231122	GGTassay	IRX3	fasted	1	7	173900	20200	.8902174	212	1	1	-5.071012	-.4766831	-.70483
IRX3_078	20231122_GGTassay_7dpf_IRX3_fasted_plate01_F10	1	1	plate01	fasted	10	F	K10	196100	187300	191700	3.245978	NA	179152.5	.9949588	y = 40631.291476371 * x + ( 3938.31632653067 )	3938.316	40631.29	12547.5	2042500	4.312297	12.25084	K	10	GTT_DAY7_GLUGLO_plate-01	1	20231122	GGTassay	IRX3	fasted	1	7	191700	8800	.9551249	213	0	1	-3.833582	-.271171	-.4766831
IRX3_102	20231122_GGTassay_7dpf_IRX3_fasted_plate02_F01	1	2	plate02	fasted	1	F	K13	376200	354200	365200	4.259679	NA	352652.5	.9949588	y = 40631.291476371 * x + ( 3938.31632653067 )	3938.316	40631.29	12547.5	2042500	8.582405	24.38183	K	13	GTT_DAY7_GLUGLO_plate-01	1	20231122	GGTassay	IRX3	fasted	1	7	365200	22000	.9415205	214	1	1	8.290275	1.354514	1.354514
IRX3_110	20231122_GGTassay_7dpf_IRX3_fasted_plate02_F02	1	1	plate02	fasted	2	F	K14	155900	149700	152800	2.869151	NA	140252.5	.9949588	y = 40631.291476371 * x + ( 3938.31632653067 )	3938.316	40631.29	12547.5	2042500	3.354907	9.530984	K	14	GTT_DAY7_GLUGLO_plate-01	1	20231122	GGTassay	IRX3	fasted	1	7	152800	6200	.9602309	215	0	1	-6.567708	-.8889205	-1.074848
IRX3_118	20231122_GGTassay_7dpf_IRX3_fasted_plate02_F03	2	2	plate02	fasted	3	F	K15	200900	198100	199500	.9924306	NA	186952.5	.9949588	y = 40631.291476371 * x + ( 3938.31632653067 )	3938.316	40631.29	12547.5	2042500	4.504267	12.79621	K	15	GTT_DAY7_GLUGLO_plate-01	1	20231122	GGTassay	IRX3	fasted	1	7	199500	2800	.9860627	216	1	1	-2.152233	-.1150608	-.1150608
IRX3_126	20231122_GGTassay_7dpf_IRX3_fasted_plate02_F04	2	1	plate02	fasted	4	F	K16	153700	154700	154200	.4585647	NA	141652.5	.9949588	y = 40631.291476371 * x + ( 3938.31632653067 )	3938.316	40631.29	12547.5	2042500	3.389363	9.628871	K	16	GTT_DAY7_GLUGLO_plate-01	1	20231122	GGTassay	IRX3	fasted	1	7	154200	1000	1.006506	217	0	1	-5.326708	-.8608639	-.7804696
IRX3_134	20231122_GGTassay_7dpf_IRX3_fasted_plate02_F05	1	2	plate02	fasted	5	F	K17	164000	159300	161650	2.055924	NA	149102.5	.9949588	y = 40631.291476371 * x + ( 3938.31632653067 )	3938.316	40631.29	12547.5	2042500	3.572719	10.14977	K	17	GTT_DAY7_GLUGLO_plate-01	1	20231122	GGTassay	IRX3	fasted	1	7	161650	4700	.9713415	218	1	1	-5.970322	-.70483	-.8889205
IRX3_142	20231122_GGTassay_7dpf_IRX3_fasted_plate02_F06	1	1	plate02	fasted	6	F	K18	135100	127500	131300	4.092926	NA	118752.5	.9949588	y = 40631.291476371 * x + ( 3938.31632653067 )	3938.316	40631.29	12547.5	2042500	2.825758	8.02772	K	18	GTT_DAY7_GLUGLO_plate-01	1	20231122	GGTassay	IRX3	fasted	1	7	131300	7600	.9437454	219	0	1	-8.099504	-1.145726	-1.648566
IRX3_150	20231122_GGTassay_7dpf_IRX3_fasted_plate02_F07	1	2	plate02	fasted	7	F	K19	185600	176000	180800	3.754549	NA	168252.5	.9949588	y = 40631.291476371 * x + ( 3938.31632653067 )	3938.316	40631.29	12547.5	2042500	4.044031	11.48872	K	19	GTT_DAY7_GLUGLO_plate-01	1	20231122	GGTassay	IRX3	fasted	1	7	180800	9600	.9482759	220	1	1	-4.645635	-.4132966	-.6098145
IRX3_007	20231122_GGTassay_7dpf_IRX3_fasted_plate01_G01	1	2	plate01	fasted	1	G	M01	339600	360600	350100	4.241429	NA	337552.5	.9949588	y = 40631.291476371 * x + ( 3938.31632653067 )	3938.316	40631.29	12547.5	2042500	8.21077	23.32605	M	1	GTT_DAY7_GLUGLO_plate-01	1	20231122	GGTassay	IRX3	fasted	1	7	350100	21000	1.061837	245	1	1	7.013359	1.264343	1.183424
IRX3_015	20231122_GGTassay_7dpf_IRX3_fasted_plate01_G02	1	1	plate01	fasted	2	G	M02	627100	618600	622850	.9649848	NA	610302.5	.9949588	y = 40631.291476371 * x + ( 3938.31632653067 )	3938.316	40631.29	12547.5	2042500	14.92358	42.39652	M	2	GTT_DAY7_GLUGLO_plate-01	1	20231122	GGTassay	IRX3	fasted	1	7	622850	8500	.9864455	246	0	1	26.0767	2.275086	2.275086
IRX3_023	20231122_GGTassay_7dpf_IRX3_fasted_plate01_G03	2	2	plate01	fasted	3	G	M03			58832		NA	46284.5	.9949588	y = 40631.291476371 * x + ( 3938.31632653067 )	3938.316	40631.29	12547.5	2042500	1.042206		M	3	GTT_DAY7_GLUGLO_plate-01	1	20231122	GGTassay	IRX3	fasted	1	7		110336		247	1	1			
IRX3_031	20231122_GGTassay_7dpf_IRX3_fasted_plate01_G04	2	1	plate01	fasted	4	G	M04	154700	105300	130000	26.87006	NA	117452.5	.9949588	y = 40631.291476371 * x + ( 3938.31632653067 )	3938.316	40631.29	12547.5	2042500	2.793763	7.936826	M	4	GTT_DAY7_GLUGLO_plate-01	1	20231122	GGTassay	IRX3	fasted	1	7	130000	49400	.6806723	248	0	1	-7.239886	-1.222883	-1.222883
IRX3_039	20231122_GGTassay_7dpf_IRX3_fasted_plate01_G05	1	2	plate01	fasted	5	G	M05	185600	189400	187500	1.43307	NA	174952.5	.9949588	y = 40631.291476371 * x + ( 3938.31632653067 )	3938.316	40631.29	12547.5	2042500	4.208928	11.95718	M	5	GTT_DAY7_GLUGLO_plate-01	1	20231122	GGTassay	IRX3	fasted	1	7	187500	3800	1.020474	249	1	1	-4.384042	-.3515299	-.5869282
IRX3_047	20231122_GGTassay_7dpf_IRX3_fasted_plate01_G06	1	1	plate01	fasted	6	G	M06	160400	159200	159800	.5309938	NA	147252.5	.9949588	y = 40631.291476371 * x + ( 3938.31632653067 )	3938.316	40631.29	12547.5	2042500	3.527188	10.02042	M	6	GTT_DAY7_GLUGLO_plate-01	1	20231122	GGTassay	IRX3	fasted	1	7	159800	1200	.9925187	250	0	1	-6.327938	-.7295769	-.9776564
IRX3_055	20231122_GGTassay_7dpf_IRX3_fasted_plate01_G07	2	2	plate01	fasted	7	G	M07	651200	644800	648000	.6983771	NA	635452.5	.9949588	y = 40631.291476371 * x + ( 3938.31632653067 )	3938.316	40631.29	12547.5	2042500	15.54256	44.15499	M	7	GTT_DAY7_GLUGLO_plate-01	1	20231122	GGTassay	IRX3	fasted	1	7	648000	6400	.990172	251	1	1	28.95688	2.667861	2.667861
IRX3_063	20231122_GGTassay_7dpf_IRX3_fasted_plate01_G08	2	1	plate01	fasted	8	G	M08	236700	234600	235650	.6301397	NA	223102.5	.9949588	y = 40631.291476371 * x + ( 3938.31632653067 )	3938.316	40631.29	12547.5	2042500	5.393975	15.32379	M	8	GTT_DAY7_GLUGLO_plate-01	1	20231122	GGTassay	IRX3	fasted	1	7	235650	2100	.991128	252	0	1	.1185479	.2316706	.2120589
IRX3_071	20231122_GGTassay_7dpf_IRX3_fasted_plate01_G09	1	2	plate01	fasted	9	G	M09	304700	285100	294900	4.699658	NA	282352.5	.9949588	y = 40631.291476371 * x + ( 3938.31632653067 )	3938.316	40631.29	12547.5	2042500	6.852211	19.46651	M	9	GTT_DAY7_GLUGLO_plate-01	1	20231122	GGTassay	IRX3	fasted	1	7	294900	19600	.9356744	253	1	1	3.096752	.8066862	.5643454
IRX3_079	20231122_GGTassay_7dpf_IRX3_fasted_plate01_G10	1	1	plate01	fasted	10	G	M10	160700	143500	152100	7.996211	NA	139552.5	.9949588	y = 40631.291476371 * x + ( 3938.31632653067 )	3938.316	40631.29	12547.5	2042500	3.337678	9.482041	M	10	GTT_DAY7_GLUGLO_plate-01	1	20231122	GGTassay	IRX3	fasted	1	7	152100	17200	.8929682	254	0	1	-6.894849	-.9176949	-1.183424
IRX3_103	20231122_GGTassay_7dpf_IRX3_fasted_plate02_G01	1	2	plate02	fasted	1	G	M13	396700	371800	384250	4.582162	NA	371702.5	.9949588	y = 40631.291476371 * x + ( 3938.31632653067 )	3938.316	40631.29	12547.5	2042500	9.051255	25.71379	M	13	GTT_DAY7_GLUGLO_plate-01	1	20231122	GGTassay	IRX3	fasted	1	7	384250	24900	.9372321	255	1	1	9.329769	1.404045	1.404045
IRX3_111	20231122_GGTassay_7dpf_IRX3_fasted_plate02_G02	1	1	plate02	fasted	2	G	M14	216600	201800	209200	5.002476	NA	196652.5	.9949588	y = 40631.291476371 * x + ( 3938.31632653067 )	3938.316	40631.29	12547.5	2042500	4.742999	13.47443	M	14	GTT_DAY7_GLUGLO_plate-01	1	20231122	GGTassay	IRX3	fasted	1	7	209200	14800	.9316713	256	0	1	-2.916728	-.0382785	-.271171
IRX3_119	20231122_GGTassay_7dpf_IRX3_fasted_plate02_G03	2	2	plate02	fasted	3	G	M15	258700	251400	255050	2.02387	NA	242502.5	.9949588	y = 40631.291476371 * x + ( 3938.31632653067 )	3938.316	40631.29	12547.5	2042500	5.87144	16.68023	M	15	GTT_DAY7_GLUGLO_plate-01	1	20231122	GGTassay	IRX3	fasted	1	7	255050	7300	.971782	257	1	1	1.439315	.3719586	.3110992
IRX3_127	20231122_GGTassay_7dpf_IRX3_fasted_plate02_G04	2	1	plate02	fasted	4	G	M16	111600	107700	109650	2.515017	NA	97102.5	.9949588	y = 40631.291476371 * x + ( 3938.31632653067 )	3938.316	40631.29	12547.5	2042500	2.292917	6.513969	M	16	GTT_DAY7_GLUGLO_plate-01	1	20231122	GGTassay	IRX3	fasted	1	7	109650	3900	.9650537	258	0	1	-8.734076	-1.728105	-1.931388
IRX3_135	20231122_GGTassay_7dpf_IRX3_fasted_plate02_G05	1	2	plate02	fasted	5	G	M17	325800	314600	320200	2.473328	NA	307652.5	.9949588	y = 40631.291476371 * x + ( 3938.31632653067 )	3938.316	40631.29	12547.5	2042500	7.474884	21.23547	M	17	GTT_DAY7_GLUGLO_plate-01	1	20231122	GGTassay	IRX3	fasted	1	7	320200	11200	.9656231	259	1	1	4.822909	.8608639	.8608639
IRX3_143	20231122_GGTassay_7dpf_IRX3_fasted_plate02_G06	2	1	plate02	fasted	6	G	M18	167200	160400	163800	2.935486	NA	151252.5	.9949588	y = 40631.291476371 * x + ( 3938.31632653067 )	3938.316	40631.29	12547.5	2042500	3.625634	10.3001	M	18	GTT_DAY7_GLUGLO_plate-01	1	20231122	GGTassay	IRX3	fasted	1	7	163800	6800	.9593301	260	0	1	-4.962216	-.6805074	-.6805074
IRX3_151	20231122_GGTassay_7dpf_IRX3_fasted_plate02_G07	1	2	plate02	fasted	7	G	M19	195500	184200	189850	4.208747	NA	177302.5	.9949588	y = 40631.291476371 * x + ( 3938.31632653067 )	3938.316	40631.29	12547.5	2042500	4.266765	12.12149	M	19	GTT_DAY7_GLUGLO_plate-01	1	20231122	GGTassay	IRX3	fasted	1	7	189850	11300	.9421995	261	1	1	-4.305331	-.3110992	-.5643454
IRX3_008	20231122_GGTassay_7dpf_IRX3_fasted_plate01_H01	1	2	plate01	fasted	1	H	O01	214500	236200	225350	6.80906	NA	212802.5	.9949588	y = 40631.291476371 * x + ( 3938.31632653067 )	3938.316	40631.29	12547.5	2042500	5.140476	14.60363	O	1	GTT_DAY7_GLUGLO_plate-01	1	20231122	GGTassay	IRX3	fasted	1	7	225350	21700	1.101166	286	1	1	-2.001531	.134345	-.0766132
IRX3_016	20231122_GGTassay_7dpf_IRX3_fasted_plate01_H02	1	1	plate01	fasted	2	H	O02	114100	97470	105785	11.11612	NA	93237.5	.9949588	y = 40631.291476371 * x + ( 3938.31632653067 )	3938.316	40631.29	12547.5	2042500	2.197793	6.243731	O	2	GTT_DAY7_GLUGLO_plate-01	1	20231122	GGTassay	IRX3	fasted	1	7	105785	16630	.8542507	287	0	1	-10.36856	-2.073047	-2.667861
IRX3_024	20231122_GGTassay_7dpf_IRX3_fasted_plate01_H03	2	2	plate01	fasted	3	H	O03	309000	345500	327250	7.886753	NA	314702.5	.9949588	y = 40631.291476371 * x + ( 3938.31632653067 )	3938.316	40631.29	12547.5	2042500	7.648396	21.7284	O	3	GTT_DAY7_GLUGLO_plate-01	1	20231122	GGTassay	IRX3	fasted	1	7	327250	36500	1.118123	288	1	1	6.266351	.9776564	.9472499
