index	filename	injset	control_1_mutant_2_uninjected_0	plate	treatment	column	row	well	luminescenceplatea	luminescenceplateb	rlu_mean	rlu_percstdev	conc	rlublanksub	rsquared_gluglo	stdcurvefunction_gluglo	intercept_gluglo	slope_gluglo	blank_gluglo	maxstd_gluglo	glucconc_well_um	gluc	row384	column384	gluglo_assayfilename	assayplategluc	date	experiment	gene	diet	fasted	age	luminiscence_d	delta_lum_d	luminiscence_dd	position	gcg_dich	batch	gluc_Res	intgluc	intgluc_Res
GCG_075	20231122_GGTassay_7dpf_GCG_fasted_plate03_C10	2	1	plate03	fasted	10	C	F10	129400	121600	125500	4.394767	NA	112952.5	.9949588	y = 40631.291476371 * x + ( 3938.31632653067 )	3938.316	40631.29	12547.5	2042500	2.683011	7.622189	F	10	GTT_DAY7_GLUGLO_plate-01	1	20231122	GGTassay	GCG	fasted	1	7	125500	7800	.9397218	113	0	1	-.6147354	-.1046335	.1608364
GCG_067	20231122_GGTassay_7dpf_GCG_fasted_plate03_C09	2	2	plate03	fasted	9	C	F09	225600	218400	222000	2.293319	NA	209452.5	.9949588	y = 40631.291476371 * x + ( 3938.31632653067 )	3938.316	40631.29	12547.5	2042500	5.058027	14.3694	F	9	GTT_DAY7_GLUGLO_plate-01	1	20231122	GGTassay	GCG	fasted	1	7	222000	7200	.9680851	114	1	1	6.126377	1.23544	1.365098
GCG_059	20231122_GGTassay_7dpf_GCG_fasted_plate03_C08	2	1	plate03	fasted	8	C	F08	109400	109900	109650	.3224381	NA	97102.5	.9949588	y = 40631.291476371 * x + ( 3938.31632653067 )	3938.316	40631.29	12547.5	2042500	2.292917	6.513969	F	8	GTT_DAY7_GLUGLO_plate-01	1	20231122	GGTassay	GCG	fasted	1	7	109650	500	1.00457	115	0	1	-1.735146	-.4537622	-.304022
GCG_051	20231122_GGTassay_7dpf_GCG_fasted_plate03_C07	2	2	plate03	fasted	7	C	F07	71140	72860	72000	1.6892	NA	59452.5	.9949588	y = 40631.291476371 * x + ( 3938.31632653067 )	3938.316	40631.29	12547.5	2042500	1.366291	3.88151	F	7	GTT_DAY7_GLUGLO_plate-01	1	20231122	GGTassay	GCG	fasted	1	7	72000	1720	1.024178	116	1	1	-4.3737	-1.731664	-1.365098
GCG_043	20231122_GGTassay_7dpf_GCG_fasted_plate03_C06	2	2	plate03	fasted	6	C	F06	132600	130200	131400	1.291519	NA	118852.5	.9949588	y = 40631.291476371 * x + ( 3938.31632653067 )	3938.316	40631.29	12547.5	2042500	2.828219	8.034713	F	6	GTT_DAY7_GLUGLO_plate-01	1	20231122	GGTassay	GCG	fasted	1	7	131400	2400	.9819005	117	1	1	-.2265921	.0487593	.3186394
GCG_035	20231122_GGTassay_7dpf_GCG_fasted_plate03_C05	2	2	plate03	fasted	5	C	F05	106700	110600	108650	2.538165	NA	96102.5	.9949588	y = 40631.291476371 * x + ( 3938.31632653067 )	3938.316	40631.29	12547.5	2042500	2.268306	6.44405	F	5	GTT_DAY7_GLUGLO_plate-01	1	20231122	GGTassay	GCG	fasted	1	7	108650	3900	1.036551	118	1	1	-1.82335	-.484857	-.3629173
GCG_019	20231122_GGTassay_7dpf_GCG_fasted_plate03_C03	2	2	plate03	fasted	3	C	F03	177200	187100	182150	3.843183	NA	169602.5	.9949588	y = 40631.291476371 * x + ( 3938.31632653067 )	3938.316	40631.29	12547.5	2042500	4.077256	11.58311	F	3	GTT_DAY7_GLUGLO_plate-01	1	20231122	GGTassay	GCG	fasted	1	7	182150	9900	1.055869	119	1	1	3.309619	.871771	1.001331
GCG_011	20231122_GGTassay_7dpf_GCG_fasted_plate03_C02	1	1	plate03	fasted	2	C	F02	183000	174900	178950	3.200651	NA	166402.5	.9949588	y = 40631.291476371 * x + ( 3938.31632653067 )	3938.316	40631.29	12547.5	2042500	3.998499	11.35937	F	2	GTT_DAY7_GLUGLO_plate-01	1	20231122	GGTassay	GCG	fasted	1	7	178950	8100	.9557377	120	0	1	.4410873	.8317403	.3928308
GCG_003	20231122_GGTassay_7dpf_GCG_fasted_plate03_C01	1	2	plate03	fasted	1	C	F01	181500	185600	183550	1.579481	NA	171002.5	.9949588	y = 40631.291476371 * x + ( 3938.31632653067 )	3938.316	40631.29	12547.5	2042500	4.111712	11.681	F	1	GTT_DAY7_GLUGLO_plate-01	1	20231122	GGTassay	GCG	fasted	1	7	183550	4100	1.02259	121	1	1	.7566208	.8923185	.5324066
GCG_092	20231122_GGTassay_7dpf_GCG_fasted_plate03_D12	2	1	plate03	fasted	12	D	G20	79500	80310	79905	.7167968	NA	67357.5	.9949588	y = 40631.291476371 * x + ( 3938.31632653067 )	3938.316	40631.29	12547.5	2042500	1.560846	4.434221	G	20	GTT_DAY7_GLUGLO_plate-01	1	20231122	GGTassay	GCG	fasted	1	7	79905	810	1.010189	139	0	1	-3.961176	-1.330562	-1.177769
GCG_188	20231122_GGTassay_7dpf_GCG_fasted_plate04_D12	2	1	plate04	fasted	12	D	G21	149800	140700	145250	4.430067	NA	132702.5	.9949588	y = 40631.291476371 * x + ( 3938.31632653067 )	3938.316	40631.29	12547.5	2042500	3.169089	9.003094	G	21	GTT_DAY7_GLUGLO_plate-01	1	20231122	GGTassay	GCG	fasted	1	7	145250	9100	.9392523	140	0	1	.6016016	.2749777	.484857
GCG_180	20231122_GGTassay_7dpf_GCG_fasted_plate04_D11	2	2	plate04	fasted	11	D	H23	98380	97570	97975	.5845945	NA	85427.5	.9949588	y = 40631.291476371 * x + ( 3938.31632653067 )	3938.316	40631.29	12547.5	2042500	2.005577	5.697662	H	23	GTT_DAY7_GLUGLO_plate-01	1	20231122	GGTassay	GCG	fasted	1	7	97975	810	.9917666	141	1	1	-2.709925	-.8317403	-.7009514
GCG_172	20231122_GGTassay_7dpf_GCG_fasted_plate04_D10	2	1	plate04	fasted	10	D	H22	127500	137200	132350	5.182422	NA	119802.5	.9949588	y = 40631.291476371 * x + ( 3938.31632653067 )	3938.316	40631.29	12547.5	2042500	2.8516	8.101136	H	22	GTT_DAY7_GLUGLO_plate-01	1	20231122	GGTassay	GCG	fasted	1	7	132350	9700	1.076078	142	0	1	-.3125461	.0766665	.2605436
GCG_164	20231122_GGTassay_7dpf_GCG_fasted_plate04_D09	2	2	plate04	fasted	9	D	H21	98200	107000	102600	6.064854	NA	90052.5	.9949588	y = 40631.291476371 * x + ( 3938.31632653067 )	3938.316	40631.29	12547.5	2042500	2.119406	6.021039	H	21	GTT_DAY7_GLUGLO_plate-01	1	20231122	GGTassay	GCG	fasted	1	7	102600	8800	1.089613	143	1	1	-2.398739	-.683257	-.5647817
GCG_156	20231122_GGTassay_7dpf_GCG_fasted_plate04_D08	2	1	plate04	fasted	8	D	H20	106000	104000	105000	1.34687	NA	92452.5	.9949588	y = 40631.291476371 * x + ( 3938.31632653067 )	3938.316	40631.29	12547.5	2042500	2.178473	6.188845	H	20	GTT_DAY7_GLUGLO_plate-01	1	20231122	GGTassay	GCG	fasted	1	7	105000	2000	.9811321	144	0	1	-2.237028	-.5811919	-.4692529
GCG_148	20231122_GGTassay_7dpf_GCG_fasted_plate04_D07	2	2	plate04	fasted	7	D	H19	103200	109400	106300	4.124235	NA	93752.5	.9949588	y = 40631.291476371 * x + ( 3938.31632653067 )	3938.316	40631.29	12547.5	2042500	2.210468	6.27974	H	19	GTT_DAY7_GLUGLO_plate-01	1	20231122	GGTassay	GCG	fasted	1	7	106300	6200	1.060078	145	1	1	-2.152228	-.5485223	-.4231001
GCG_140	20231122_GGTassay_7dpf_GCG_fasted_plate04_D06	2	2	plate04	fasted	6	D	H18	85390	89090	87240	2.998963	NA	74692.5	.9949588	y = 40631.291476371 * x + ( 3938.31632653067 )	3938.316	40631.29	12547.5	2042500	1.741372	4.947079	H	18	GTT_DAY7_GLUGLO_plate-01	1	20231122	GGTassay	GCG	fasted	1	7	87240	3700	1.043331	146	1	1	-3.490984	-1.097959	-.9785998
GCG_132	20231122_GGTassay_7dpf_GCG_fasted_plate04_D05	2	2	plate04	fasted	5	D	H17	125200	135900	130550	5.795513	NA	118002.5	.9949588	y = 40631.291476371 * x + ( 3938.31632653067 )	3938.316	40631.29	12547.5	2042500	2.807299	7.975281	H	17	GTT_DAY7_GLUGLO_plate-01	1	20231122	GGTassay	GCG	fasted	1	7	130550	10700	1.085463	147	1	1	-.4688766	.0208901	.2318344
GCG_124	20231122_GGTassay_7dpf_GCG_fasted_plate04_D04	2	1	plate04	fasted	4	D	H16	87330	88170	87750	.6768885	NA	75202.5	.9949588	y = 40631.291476371 * x + ( 3938.31632653067 )	3938.316	40631.29	12547.5	2042500	1.753924	4.982738	H	16	GTT_DAY7_GLUGLO_plate-01	1	20231122	GGTassay	GCG	fasted	1	7	87750	840	1.009619	148	0	1	-3.467515	-1.072861	-.956363
GCG_116	20231122_GGTassay_7dpf_GCG_fasted_plate04_D03	2	2	plate04	fasted	3	D	H15	228900	231200	230050	.7069531	NA	217502.5	.9949588	y = 40631.291476371 * x + ( 3938.31632653067 )	3938.316	40631.29	12547.5	2042500	5.256151	14.93225	H	15	GTT_DAY7_GLUGLO_plate-01	1	20231122	GGTassay	GCG	fasted	1	7	230050	2300	1.010048	149	1	1	6.475898	1.365098	1.479941
GCG_108	20231122_GGTassay_7dpf_GCG_fasted_plate04_D02	1	1	plate04	fasted	2	D	H14	115500	85520	100510	21.0915	NA	87962.5	.9949588	y = 40631.291476371 * x + ( 3938.31632653067 )	3938.316	40631.29	12547.5	2042500	2.067967	5.874907	H	14	GTT_DAY7_GLUGLO_plate-01	1	20231122	GGTassay	GCG	fasted	1	7	100510	29980	.7404329	150	0	1	-5.226231	-.755415	-1.872691
GCG_100	20231122_GGTassay_7dpf_GCG_fasted_plate04_D01	1	2	plate04	fasted	1	D	H13	130000	133500	131750	1.878462	NA	119202.5	.9949588	y = 40631.291476371 * x + ( 3938.31632653067 )	3938.316	40631.29	12547.5	2042500	2.836833	8.059184	H	13	GTT_DAY7_GLUGLO_plate-01	1	20231122	GGTassay	GCG	fasted	1	7	131750	3500	1.026923	151	1	1	-3.048049	.0627068	-.7930001
GCG_084	20231122_GGTassay_7dpf_GCG_fasted_plate03_D11	2	2	plate03	fasted	11	D	H11	133200	133300	133250	.0530662	NA	120702.5	.9949588	y = 40631.291476371 * x + ( 3938.31632653067 )	3938.316	40631.29	12547.5	2042500	2.87375	8.164063	H	11	GTT_DAY7_GLUGLO_plate-01	1	20231122	GGTassay	GCG	fasted	1	7	133250	100	1.000751	152	1	1	-.3105699	.0906411	.2749777
GCG_076	20231122_GGTassay_7dpf_GCG_fasted_plate03_D10	2	1	plate03	fasted	10	D	H10	147500	143600	145550	1.894687	NA	133002.5	.9949588	y = 40631.291476371 * x + ( 3938.31632653067 )	3938.316	40631.29	12547.5	2042500	3.176473	9.02407	H	10	GTT_DAY7_GLUGLO_plate-01	1	20231122	GGTassay	GCG	fasted	1	7	145550	3900	.9735593	153	0	1	.5433414	.304022	.4383796
GCG_068	20231122_GGTassay_7dpf_GCG_fasted_plate03_D09	2	2	plate03	fasted	9	D	H09	157300	153500	155400	1.72909	NA	142852.5	.9949588	y = 40631.291476371 * x + ( 3938.31632653067 )	3938.316	40631.29	12547.5	2042500	3.418897	9.712774	H	9	GTT_DAY7_GLUGLO_plate-01	1	20231122	GGTassay	GCG	fasted	1	7	155400	3800	.9758424	154	1	1	1.225951	.5005801	.5977601
GCG_060	20231122_GGTassay_7dpf_GCG_fasted_plate03_D08	2	1	plate03	fasted	8	D	H08	175800	180400	178100	1.826329	NA	165552.5	.9949588	y = 40631.291476371 * x + ( 3938.31632653067 )	3938.316	40631.29	12547.5	2042500	3.977579	11.29994	H	8	GTT_DAY7_GLUGLO_plate-01	1	20231122	GGTassay	GCG	fasted	1	7	178100	4600	1.026166	155	0	1	2.807023	.8122178	.9132499
GCG_052	20231122_GGTassay_7dpf_GCG_fasted_plate03_D07	2	2	plate03	fasted	7	D	H07	926400	974400	950400		NA	937852.5	.9949588	y = 40631.291476371 * x + ( 3938.31632653067 )	3938.316	40631.29	12547.5	2042500	22.9851		H	7	GTT_DAY7_GLUGLO_plate-01	1	20231122	GGTassay	GCG	fasted	1	7	950400	48000	1.051813	156	1	1			
GCG_044	20231122_GGTassay_7dpf_GCG_fasted_plate03_D06	2	2	plate03	fasted	6	D	H06	121600	120000	120800	.9365653	NA	108252.5	.9949588	y = 40631.291476371 * x + ( 3938.31632653067 )	3938.316	40631.29	12547.5	2042500	2.567336	7.293569	H	6	GTT_DAY7_GLUGLO_plate-01	1	20231122	GGTassay	GCG	fasted	1	7	120800	1600	.9868421	157	1	1	-1.21154	-.2033149	-.1186463
GCG_036	20231122_GGTassay_7dpf_GCG_fasted_plate03_D05	2	2	plate03	fasted	5	D	H05	86200	85860	86030	.2794563	NA	73482.5	.9949588	y = 40631.291476371 * x + ( 3938.31632653067 )	3938.316	40631.29	12547.5	2042500	1.711592	4.862477	H	5	GTT_DAY7_GLUGLO_plate-01	1	20231122	GGTassay	GCG	fasted	1	7	86030	340	.9960557	158	1	1	-3.648727	-1.177769	-1.072861
GCG_028	20231122_GGTassay_7dpf_GCG_fasted_plate03_D04	2	1	plate03	fasted	4	D	H04	120100	123800	121950	2.145383	NA	109402.5	.9949588	y = 40631.291476371 * x + ( 3938.31632653067 )	3938.316	40631.29	12547.5	2042500	2.595639	7.373976	H	4	GTT_DAY7_GLUGLO_plate-01	1	20231122	GGTassay	GCG	fasted	1	7	121950	3700	1.030808	159	0	1	-1.143323	-.1749599	-.0906411
GCG_020	20231122_GGTassay_7dpf_GCG_fasted_plate03_D03	2	2	plate03	fasted	3	D	H03	130700	127700	129200	1.641889	NA	116652.5	.9949588	y = 40631.291476371 * x + ( 3938.31632653067 )	3938.316	40631.29	12547.5	2042500	2.774073	7.88089	H	3	GTT_DAY7_GLUGLO_plate-01	1	20231122	GGTassay	GCG	fasted	1	7	129200	3000	.9770467	160	1	1	-.6425037	-.0069629	.1186463
GCG_012	20231122_GGTassay_7dpf_GCG_fasted_plate03_D02	1	1	plate03	fasted	2	D	H02	84380	66800	75590	16.44521	NA	63042.5	.9949588	y = 40631.291476371 * x + ( 3938.31632653067 )	3938.316	40631.29	12547.5	2042500	1.454647	4.13252	H	2	GTT_DAY7_GLUGLO_plate-01	1	20231122	GGTassay	GCG	fasted	1	7	75590	17580	.7916568	161	0	1	-7.035664	-1.618497	-2.772921
GCG_004	20231122_GGTassay_7dpf_GCG_fasted_plate03_D01	1	2	plate03	fasted	1	D	H01	185000	192900	188950	2.956414	NA	176402.5	.9949588	y = 40631.291476371 * x + ( 3938.31632653067 )	3938.316	40631.29	12547.5	2042500	4.244615	12.05857	H	1	GTT_DAY7_GLUGLO_plate-01	1	20231122	GGTassay	GCG	fasted	1	7	188950	7900	1.042703	162	1	1	.8842862	1.001331	.5485223
GCG_093	20231122_GGTassay_7dpf_GCG_fasted_plate03_E12	2	1	plate03	fasted	12	E	I20	128900	118500	123700	5.944956	NA	111152.5	.9949588	y = 40631.291476371 * x + ( 3938.31632653067 )	3938.316	40631.29	12547.5	2042500	2.63871	7.496335	I	20	GTT_DAY7_GLUGLO_plate-01	1	20231122	GGTassay	GCG	fasted	1	7	123700	10400	.9193173	180	0	1	-1.148962	-.1326825	-.1046335
GCG_189	20231122_GGTassay_7dpf_GCG_fasted_plate04_E12	2	1	plate04	fasted	12	E	I21	108100	97540	102820	7.262252	NA	90272.5	.9949588	y = 40631.291476371 * x + ( 3938.31632653067 )	3938.316	40631.29	12547.5	2042500	2.12482	6.036421	I	21	GTT_DAY7_GLUGLO_plate-01	1	20231122	GGTassay	GCG	fasted	1	7	102820	10560	.9023127	181	0	1	-2.61497	-.6484922	-.665774
GCG_181	20231122_GGTassay_7dpf_GCG_fasted_plate04_E11	2	2	plate04	fasted	11	E	J23	166700	149500	158100	7.69275	NA	145552.5	.9949588	y = 40631.291476371 * x + ( 3938.31632653067 )	3938.316	40631.29	12547.5	2042500	3.485348	9.901556	J	23	GTT_DAY7_GLUGLO_plate-01	1	20231122	GGTassay	GCG	fasted	1	7	158100	17200	.8968207	182	1	1	1.24407	.5485223	.6144941
GCG_173	20231122_GGTassay_7dpf_GCG_fasted_plate04_E10	2	1	plate04	fasted	10	E	J22	92610	94010	93310	1.060925	NA	80762.5	.9949588	y = 40631.291476371 * x + ( 3938.31632653067 )	3938.316	40631.29	12547.5	2042500	1.890764	5.371489	J	22	GTT_DAY7_GLUGLO_plate-01	1	20231122	GGTassay	GCG	fasted	1	7	93310	1400	1.015117	183	0	1	-3.292093	-.9785998	-.871771
GCG_165	20231122_GGTassay_7dpf_GCG_fasted_plate04_E09	2	2	plate04	fasted	9	E	J21	256800	275800	266300	5.045073	NA	253752.5	.9949588	y = 40631.291476371 * x + ( 3938.31632653067 )	3938.316	40631.29	12547.5	2042500	6.14832	17.46682	J	21	GTT_DAY7_GLUGLO_plate-01	1	20231122	GGTassay	GCG	fasted	1	7	266300	19000	1.073987	184	1	1	8.797141	1.618497	1.672405
GCG_157	20231122_GGTassay_7dpf_GCG_fasted_plate04_E08	2	1	plate04	fasted	8	E	J20	102400	91120	96760	8.243246	NA	84212.5	.9949588	y = 40631.291476371 * x + ( 3938.31632653067 )	3938.316	40631.29	12547.5	2042500	1.975674	5.61271	J	20	GTT_DAY7_GLUGLO_plate-01	1	20231122	GGTassay	GCG	fasted	1	7	96760	11280	.8898438	185	0	1	-3.063061	-.8923185	-.8122178
GCG_149	20231122_GGTassay_7dpf_GCG_fasted_plate04_E07	2	2	plate04	fasted	7	E	J19	149100	149900	149500	.3783849	NA	136952.5	.9949588	y = 40631.291476371 * x + ( 3938.31632653067 )	3938.316	40631.29	12547.5	2042500	3.273688	9.300251	J	19	GTT_DAY7_GLUGLO_plate-01	1	20231122	GGTassay	GCG	fasted	1	7	149500	800	1.005365	186	1	1	.6183844	.3629173	.5005801
GCG_141	20231122_GGTassay_7dpf_GCG_fasted_plate04_E06	2	2	plate04	fasted	6	E	J18	166800	178600	172700	4.831419	NA	160152.5	.9949588	y = 40631.291476371 * x + ( 3938.31632653067 )	3938.316	40631.29	12547.5	2042500	3.844677	10.92238	J	18	GTT_DAY7_GLUGLO_plate-01	1	20231122	GGTassay	GCG	fasted	1	7	172700	11800	1.070743	187	1	1	2.234416	.6484922	.7930001
GCG_133	20231122_GGTassay_7dpf_GCG_fasted_plate04_E05	2	2	plate04	fasted	5	E	J17	126700	135200	130950	4.589849	NA	118402.5	.9949588	y = 40631.291476371 * x + ( 3938.31632653067 )	3938.316	40631.29	12547.5	2042500	2.817144	8.003249	J	17	GTT_DAY7_GLUGLO_plate-01	1	20231122	GGTassay	GCG	fasted	1	7	130950	8500	1.067088	188	1	1	-.6908077	.0348213	.0906411
GCG_125	20231122_GGTassay_7dpf_GCG_fasted_plate04_E04	2	1	plate04	fasted	4	E	J16	93580	90740	92160	2.179018	NA	79612.5	.9949588	y = 40631.291476371 * x + ( 3938.31632653067 )	3938.316	40631.29	12547.5	2042500	1.862461	5.291081	J	16	GTT_DAY7_GLUGLO_plate-01	1	20231122	GGTassay	GCG	fasted	1	7	92160	2840	.9696516	189	0	1	-3.40907	-1.024592	-.9132499
GCG_117	20231122_GGTassay_7dpf_GCG_fasted_plate04_E03	2	2	plate04	fasted	3	E	J15	149400	144600	147000	2.30892	NA	134452.5	.9949588	y = 40631.291476371 * x + ( 3938.31632653067 )	3938.316	40631.29	12547.5	2042500	3.212159	9.125453	J	15	GTT_DAY7_GLUGLO_plate-01	1	20231122	GGTassay	GCG	fasted	1	7	147000	4800	.9678715	190	1	1	.419206	.3186394	.3778318
GCG_109	20231122_GGTassay_7dpf_GCG_fasted_plate04_E02	1	1	plate04	fasted	2	E	J14	145700	92680	119190	31.45465	NA	106642.5	.9949588	y = 40631.291476371 * x + ( 3938.31632653067 )	3938.316	40631.29	12547.5	2042500	2.527712	7.180999	J	14	GTT_DAY7_GLUGLO_plate-01	1	20231122	GGTassay	GCG	fasted	1	7	119190	53020	.6361016	191	0	1	-4.170038	-.2461637	-1.297543
GCG_101	20231122_GGTassay_7dpf_GCG_fasted_plate04_E01	1	2	plate04	fasted	1	E	J13	233500	225300	229400	2.527583	NA	216852.5	.9949588	y = 40631.291476371 * x + ( 3938.31632653067 )	3938.316	40631.29	12547.5	2042500	5.240153	14.8868	J	13	GTT_DAY7_GLUGLO_plate-01	1	20231122	GGTassay	GCG	fasted	1	7	229400	8200	.9648823	192	1	1	3.529666	1.330562	1.048422
GCG_085	20231122_GGTassay_7dpf_GCG_fasted_plate03_E11	2	2	plate03	fasted	11	E	J11	124200	122000	123100	1.263716	NA	110552.5	.9949588	y = 40631.291476371 * x + ( 3938.31632653067 )	3938.316	40631.29	12547.5	2042500	2.623943	7.454383	J	11	GTT_DAY7_GLUGLO_plate-01	1	20231122	GGTassay	GCG	fasted	1	7	123100	2200	.9822866	193	1	1	-1.270149	-.1608364	-.146745
GCG_077	20231122_GGTassay_7dpf_GCG_fasted_plate03_E10	2	1	plate03	fasted	10	E	J10	70520	67340	68930	3.262149	NA	56382.5	.9949588	y = 40631.291476371 * x + ( 3938.31632653067 )	3938.316	40631.29	12547.5	2042500	1.290734	3.666857	J	10	GTT_DAY7_GLUGLO_plate-01	1	20231122	GGTassay	GCG	fasted	1	7	68930	3180	.9549064	194	0	1	-5.06377	-1.872691	-1.797715
GCG_069	20231122_GGTassay_7dpf_GCG_fasted_plate03_E09	2	2	plate03	fasted	9	E	J09	219100	201100	210100	6.058031	NA	197552.5	.9949588	y = 40631.291476371 * x + ( 3938.31632653067 )	3938.316	40631.29	12547.5	2042500	4.76515	13.53736	J	9	GTT_DAY7_GLUGLO_plate-01	1	20231122	GGTassay	GCG	fasted	1	7	210100	18000	.9178457	195	1	1	4.800635	1.177769	1.23544
GCG_061	20231122_GGTassay_7dpf_GCG_fasted_plate03_E08	2	1	plate03	fasted	8	E	J08	119900	117600	118750	1.369554	NA	106202.5	.9949588	y = 40631.291476371 * x + ( 3938.31632653067 )	3938.316	40631.29	12547.5	2042500	2.516882	7.150234	J	8	GTT_DAY7_GLUGLO_plate-01	1	20231122	GGTassay	GCG	fasted	1	7	118750	2300	.9808174	196	0	1	-1.592583	-.2605436	-.2461637
GCG_053	20231122_GGTassay_7dpf_GCG_fasted_plate03_E07	2	2	plate03	fasted	7	E	J07	96990	97350	97170	.2619722	NA	84622.5	.9949588	y = 40631.291476371 * x + ( 3938.31632653067 )	3938.316	40631.29	12547.5	2042500	1.985765	5.641377	J	7	GTT_DAY7_GLUGLO_plate-01	1	20231122	GGTassay	GCG	fasted	1	7	97170	360	1.003712	197	1	1	-3.107536	-.871771	-.8317403
GCG_045	20231122_GGTassay_7dpf_GCG_fasted_plate03_E06	2	2	plate03	fasted	6	E	J06	305500	282000	293750	5.656854	NA	281202.5	.9949588	y = 40631.291476371 * x + ( 3938.31632653067 )	3938.316	40631.29	12547.5	2042500	6.823908	19.3861	J	6	GTT_DAY7_GLUGLO_plate-01	1	20231122	GGTassay	GCG	fasted	1	7	293750	23500	.9230769	198	1	1	10.63109	2.065361	1.959964
GCG_037	20231122_GGTassay_7dpf_GCG_fasted_plate03_E05	2	2	plate03	fasted	5	E	J05	177300	175500	176400	.7215375	NA	163852.5	.9949588	y = 40631.291476371 * x + ( 3938.31632653067 )	3938.316	40631.29	12547.5	2042500	3.93574	11.18108	J	5	GTT_DAY7_GLUGLO_plate-01	1	20231122	GGTassay	GCG	fasted	1	7	176400	1800	.9898477	199	1	1	2.419976	.7188681	.8317403
GCG_029	20231122_GGTassay_7dpf_GCG_fasted_plate03_E04	2	1	plate03	fasted	4	E	J04	114800	117000	115900	1.342222	NA	103352.5	.9949588	y = 40631.291476371 * x + ( 3938.31632653067 )	3938.316	40631.29	12547.5	2042500	2.446739	6.950964	J	4	GTT_DAY7_GLUGLO_plate-01	1	20231122	GGTassay	GCG	fasted	1	7	115900	2200	1.019164	200	0	1	-1.816234	-.3186394	-.3480831
GCG_021	20231122_GGTassay_7dpf_GCG_fasted_plate03_E03	2	2	plate03	fasted	3	E	J03	579800	614200	597000	4.074451	NA	584452.5	.9949588	y = 40631.291476371 * x + ( 3938.31632653067 )	3938.316	40631.29	12547.5	2042500	14.28737	40.58911	J	3	GTT_DAY7_GLUGLO_plate-01	1	20231122	GGTassay	GCG	fasted	1	7	597000	34400	1.059331	201	1	1	31.81582	2.772921	2.772921
GCG_013	20231122_GGTassay_7dpf_GCG_fasted_plate03_E02	1	1	plate03	fasted	2	E	J02			142490		NA	129942.5	.9949588	y = 40631.291476371 * x + ( 3938.31632653067 )	3938.316	40631.29	12547.5	2042500	3.101161		J	2	GTT_DAY7_GLUGLO_plate-01	1	20231122	GGTassay	GCG	fasted	1	7	142490	93820	.5046462	202	0	1			
GCG_005	20231122_GGTassay_7dpf_GCG_fasted_plate03_E01	1	2	plate03	fasted	1	E	J01	191300	185000	188150	2.367671	NA	175602.5	.9949588	y = 40631.291476371 * x + ( 3938.31632653067 )	3938.316	40631.29	12547.5	2042500	4.224926	12.00263	J	1	GTT_DAY7_GLUGLO_plate-01	1	20231122	GGTassay	GCG	fasted	1	7	188150	6300	.9670674	203	1	1	.5784513	.9345893	.4692529
GCG_094	20231122_GGTassay_7dpf_GCG_fasted_plate03_F12	2	1	plate03	fasted	12	F	K20	181400	182000	181700	.233497	NA	169152.5	.9949588	y = 40631.291476371 * x + ( 3938.31632653067 )	3938.316	40631.29	12547.5	2042500	4.066181	11.55165	K	20	GTT_DAY7_GLUGLO_plate-01	1	20231122	GGTassay	GCG	fasted	1	7	181700	600	1.003308	221	0	1	2.656455	.851585	.8923185
GCG_190	20231122_GGTassay_7dpf_GCG_fasted_plate04_F12	2	1	plate04	fasted	12	F	K21	109700	105800	107750	2.559366	NA	95202.5	.9949588	y = 40631.291476371 * x + ( 3938.31632653067 )	3938.316	40631.29	12547.5	2042500	2.246155	6.381123	K	21	GTT_DAY7_GLUGLO_plate-01	1	20231122	GGTassay	GCG	fasted	1	7	107750	3900	.9644485	222	0	1	-2.520168	-.5164279	-.6314019
GCG_182	20231122_GGTassay_7dpf_GCG_fasted_plate04_F11	2	2	plate04	fasted	11	F	L23			109400		NA	96852.5	.9949588	y = 40631.291476371 * x + ( 3938.31632653067 )	3938.316	40631.29	12547.5	2042500	2.286764		L	23	GTT_DAY7_GLUGLO_plate-01	1	20231122	GGTassay	GCG	fasted	1	7	109400	49600	1.586288	223	1	1			
GCG_174	20231122_GGTassay_7dpf_GCG_fasted_plate04_F10	2	1	plate04	fasted	10	F	L22	123300	127900	125600	2.589722	NA	113052.5	.9949588	y = 40631.291476371 * x + ( 3938.31632653067 )	3938.316	40631.29	12547.5	2042500	2.685472	7.629181	L	22	GTT_DAY7_GLUGLO_plate-01	1	20231122	GGTassay	GCG	fasted	1	7	125600	4600	1.037307	224	0	1	-1.284299	-.0906411	-.1608364
GCG_166	20231122_GGTassay_7dpf_GCG_fasted_plate04_F09	2	2	plate04	fasted	9	F	L21	224100	222800	223450	.4113846	NA	210902.5	.9949588	y = 40631.291476371 * x + ( 3938.31632653067 )	3938.316	40631.29	12547.5	2042500	5.093714	14.47078	L	21	GTT_DAY7_GLUGLO_plate-01	1	20231122	GGTassay	GCG	fasted	1	7	223450	1300	.994199	225	1	1	5.551203	1.265881	1.330562
GCG_158	20231122_GGTassay_7dpf_GCG_fasted_plate04_F08	2	1	plate04	fasted	8	F	L20	117400	100100	108750	11.24869	NA	96202.5	.9949588	y = 40631.291476371 * x + ( 3938.31632653067 )	3938.316	40631.29	12547.5	2042500	2.270767	6.451042	L	20	GTT_DAY7_GLUGLO_plate-01	1	20231122	GGTassay	GCG	fasted	1	7	108750	17300	.8526406	226	0	1	-2.474629	-.4692529	-.5977601
