filename	index	well	batch	tank	D	plate	Project	column	row	line	proj	Exp	date	VAST	age	time	tod	length	dorsal_area	lateral_area	eye_max_d	eye_mean_d	eye_min_d	eye_area	bent_back	curvature	angle	PCE	dorsal_tail	pig_dorsal_tail	pig_dorsal_tail_Res	dorsal_area_Res	lateral_area_Res	condition	intlength	intdorsal_area	intdorsal_area_Res	intlateral_area	intlateral_area_Res	intangle	inteye_area	intbent_back	intcurvature	intPCE	intdorsal_tail	intpig_dorsal_tail	intpig_dorsal_tail_Res
InsH2Bfabp_Size_03dpf_VAST01_plate01_SIRT1_220922_H01	SD107	H01	1	4		1	Size	1	H	insH2Bfabp	Size	SIRT1	220922	1	3	22sep2022 12:19:41	4.316667	3297.192	792840.6	1104055	312.0521	273.3177	257.0313	58677.98	.0307342	.0000561	166.8172	28352.05				-21100.07	16118.59	1	-.1929286	-.4547992	-.45324	.1034536	.2465669	.745551	.3186394	.4464073	.9750298	1.995604			
InsH2Bfabp_Size_03dpf_VAST01_plate01_SIRT1_220922_H02	SD115	H02	1	8		1	Size	2	H	insH2Bfabp	Size	SIRT1	220922	1	3	22sep2022 12:18:26	4.3	3214.018	800736.1	1059075	336.0408	299.6375	283.3762	70521.24	.0310915	.000012	165.2422	14235.84				4471.829	211.6332	0	-.7041437	-.2024662	.4324512	-.7377372	-.1697986	.5112223	1.606296	.5320419	-1.447606	.2424531			
InsH2Bfabp_Size_03dpf_VAST01_plate01_SIRT1_220922_H04	SD131	H04	1	4		1	Size	4	H	insH2Bfabp	Size	SIRT1	220922	1	3	22sep2022 12:16:22	4.266667	3128.479	736704.7	1049205	300.8412	260.1266	240.4404	53145.14	.0368132	.0000326	144.0547	11813.35	300119	87747.8	-31272.33	-41380.32	20242.71	1	-1.206533	-1.717867	-1.145796	-.8402842	.3646726	-1.748025	-.6225473	1.32369	-.0998612	-.1251774	-1.102798	.2548349	-.0504421
InsH2Bfabp_Size_03dpf_VAST01_plate01_SIRT1_220922_H05	SD139	H05	1	8		1	Size	5	H	insH2Bfabp	Size	SIRT1	220922	1	3	22sep2022 12:15:28	4.25	3308.323	773729.9	1070440	313.3698	272.9145	252.3576	58498.54	.0351116	.000048	154.3468	19290.16	326676.6	102701.4	-11870.31	-42576.39	-21387.94	0	-.0983659	-.8975922	-1.164156	-.5093786	-.9091028	-.8375226	.2795135	1.105508	.7168205	1.030699	-.2399812	.8273372	.6926874
InsH2Bfabp_Size_03dpf_VAST01_plate01_SIRT1_220922_H07	SD155	H07	1	4		1	Size	7	H	insH2Bfabp	Size	SIRT1	220922	1	3	22sep2022 13:17:32	5.283333	3141.805	768137.2	1048039	340.8658	299.9282	278.3029	70700.69	.0480771	.0001206	152.269	22191.16	303947.2	60711.67	-57667.25	-12780.02	14417.99	1	-1.114825	-.9849943	-.051852	-.867318	.1984454	-1.134214	1.641246	2.218582	2.346722	1.48354	-.9559837	-.9334751	-1.026624
InsH2Bfabp_Size_03dpf_VAST01_plate01_SIRT1_220922_H08	SD163	H08	1	8		1	Size	8	H	insH2Bfabp	Size	SIRT1	220922	1	3	22sep2022 13:16:34	5.266667	3288.939	772653.2	1078574	317.9101	268.2252	235.1563	56524.66	.0321476	.0000224	152.3207	11723.63				-39533.54	-6477.543	0	-.2601136	-.9403951	-1.059277	-.3347314	-.3747248	-1.098398	-.0842775	.7045977	-.7668313	-.1348629			
InsH2Bfabp_Size_03dpf_VAST01_plate01_SIRT1_220922_H10	SD179	H10	1	4		1	Size	10	H	insH2Bfabp	Size	SIRT1	220922	1	3	22sep2022 13:14:17	5.233333	3342.949	776391.6	1013526	335.7836	291.4545	265.2344	66782.84	.0430968	.0001026	155.7678	3170.166	347761.2	143524.8	32484.73	-47273.63	-90405.2	1	.2120224	-.790725	-1.283697	-1.307593	-2.041527	-.6957426	1.266808	1.79931	2.036834	-1.352407	.3760274	1.60182	1.551885
InsH2Bfabp_Size_03dpf_VAST01_plate01_SIRT1_220922_H11	SD187	H11	1	8		1	Size	11	H	insH2Bfabp	Size	SIRT1	220922	1	3	22sep2022 13:13:17	5.216667	3181.731	752435.9	1009728	297.9848	257.3302	241.3987	52008.67	.0332991	6.12e-06	151.1346	17017.21	252835.7	58139.65	-68800.47	-36966.43	-37849.19	0	-.8836861	-1.246212	-.9649168	-1.401553	-1.166417	-1.210587	-.8035762	.7668313	-2.118995	.7329293	-2.051381	-1.076711	-1.46223
InsH2Bfabp_Size_03dpf_VAST01_plate02_SIRT1_220922_A01	SD196	A01	1	1		2	Size	1	A	insH2Bfabp	Size	SIRT1	220922	1	3	22sep2022 13:23:09	5.383333	3265.925	823375.9		304.7578	268.4641	246.0938	56913.45	.0367166	.0000839	168.4479	15402.22	471696.8	83560.79	-6720.004	16080.17		1	-.3782783	.3383829	.6278912			1.116127	0	1.301224	1.75333	.436002	2.38152	.0360226	.8273372
InsH2Bfabp_Size_03dpf_VAST01_plate02_SIRT1_220922_A02	SD204	A02	1	5		2	Size	2	A	insH2Bfabp	Size	SIRT1	220922	1	3	22sep2022 13:24:11	5.4	3226.95	751329.4	1047860	301.5767	260.4614	243.583	53294.68	.0301093	.0000413	154.2901	20845.34	313696.9	98095.7	-18650.13	-47683.21	-15523.99	0	-.5888377	-1.309697	-1.327902	-.8810751	-.6774392	-.85124	-.5888377	.2937625	.4464073	1.251566	-.6211776	.6565128	.4705935
InsH2Bfabp_Size_03dpf_VAST01_plate02_SIRT1_220922_A04	SD220	A04	1	1		2	Size	4	A	insH2Bfabp	Size	SIRT1	220922	1	3	22sep2022 13:26:34	5.433333	3125.615	896170.1	980538.3	335.5253			59306.03	.029358	.0000239		8374.023				118693.7	-47423.32	1	-1.266808	1.911268	2.533959	-1.676538	-1.376912		.4290175	.1573107	-.7168205	-.6124654			
InsH2Bfabp_Size_03dpf_VAST01_plate02_SIRT1_220922_A05	SD228	A05	1	5		2	Size	5	A	insH2Bfabp	Size	SIRT1	220922	1	3	22sep2022 13:27:52	5.45	3572.428	861836.6	1196169	313.118	272.7777	251.2484	58468.63	.0341427	.000054	155.4153	20875.24	369743	73332.52	-34025.57	-10598.62	12023.39	0	1.972896	1.000302	-.0235607	1.804448	.1507793	-.7841532	.2698009	.9156538	.9449254	1.272867	.8072191	-.3915344	-.1518435
InsH2Bfabp_Size_03dpf_VAST01_plate02_SIRT1_220922_A07	SD244	A07	1	1		2	Size	7	A	insH2Bfabp	Size	SIRT1	220922	1	3	22sep2022 13:29:53	5.483333	3214.777	758208	1074746	299.8598	266.5611	248.514	55806.88	.0267214	.000028	160.1362	9331.055				-38217.5	15617.77	1	-.6922092	-1.132409	-1.010972	-.4051146	.2369004	-.2424531	-.1834084	-.384298	-.4255243	-.5167023			
InsH2Bfabp_Size_03dpf_VAST01_plate02_SIRT1_220922_A08	SD252	A08	1	5		2	Size	8	A	insH2Bfabp	Size	SIRT1	220922	1	3	22sep2022 13:31:19	5.516667	3160.261	788055.4	1095382	298.4326	267.3183	246.0938	56135.86	.0271795	.0000242	164.3778	15043.33	351978.2	97034	-13299.71	3215.969	55310	0	-.9699136	-.5340838	.3914174	-.0469579	1.244045	.3734517	-.1454845	-.264147	-.6804618	.3427311	.5194481	.5695757	.6211776
InsH2Bfabp_Size_03dpf_VAST01_plate02_SIRT1_220922_A10	SD268	A10	1	1		2	Size	10	A	insH2Bfabp	Size	SIRT1	220922	1	3	22sep2022 13:33:36	5.55	3240.379	781984.3	1071726	299.1475	260.4702	244.8254	53324.59	.035097	.0000411	143.0785	14415.28	328501	64210.82	-50055.33	-19882.26	3647.98	1	-.5126317	-.6225473	-.3914174	-.4670705	-.0940195	-1.961606	-.5777501	1.088181	.435942	.2622828	-.1810583	-.7874227	-.8072191
InsH2Bfabp_Size_03dpf_VAST01_plate02_SIRT1_220922_A11	SD276	A11	1	5		2	Size	11	A	insH2Bfabp	Size	SIRT1	220922	1	3	22sep2022 13:34:35	5.566667	3158.138	841649.2	1013556	333.1224	279.7938	244.9254	61489.26	.0285381	.0000326	160.5101	21622.93	252775.9	42797.24	-84152.89	57260.87	-25774.16	0	-1.000302	.6686303	1.451587	-1.285831	-1.029232	-.1932754	.6511877	-.0237392	-.0903233	1.364489	-2.187094	-1.656102	-1.945423
InsH2Bfabp_Size_03dpf_VAST01_plate02_SIRT1_220922_B01	SD197	B01	1	2		2	Size	1	B	insH2Bfabp	Size	SIRT1	220922	1	3	22sep2022 13:49:36	5.816667	3451.775	831570.4	1121581	311.978	268.8186	242.2331	56763.91	.0239108	.0000347	165.0833	13039.55	324284.1	60263.06	-54709.42	-15223.07	-20390.87	1	1.206533	.5179723	-.1561182	.3747248	-.8402842	.4572247	-.028063	-1.258162	.0237392	.0672783	-.3452784	-.9789874	-.9114298
InsH2Bfabp_Size_03dpf_VAST01_plate02_SIRT1_220922_B02	SD205	B02	1	6		2	Size	2	B	insH2Bfabp	Size	SIRT1	220922	1	3	22sep2022 13:48:36	5.8	3394.297	858457	1143772	365.5482	309.9503	280.5243	75485.84	.0317112	.000042	160.6674	14116.21	428675.2	94327.39	-3159.531	23879.15	21892.21	0	.6686303	.9550503	.7724472	.7752326	.4153269	-.1834995	2.043077	.6333346	.4887764	.2227183	2.187094	.5194481	.9559837
InsH2Bfabp_Size_03dpf_VAST01_plate02_SIRT1_220922_B05	SD229	B05	1	6		2	Size	5	B	insH2Bfabp	Size	SIRT1	220922	1	3	22sep2022 13:45:30	5.75	3409.167	797924.8	1107166	312.1718	273.4624	255.692	58737.79	.0301152	.0000387	160.1979	17286.38				-39813.25	-19912.09	0	.8699489	-.3284951	-1.092904	.1697986	-.8269954	-.2227183	.3532773	.3036906	.323638	.7582926			
InsH2Bfabp_Size_03dpf_VAST01_plate02_SIRT1_220922_B07	SD245	B07	1	2		2	Size	7	B	insH2Bfabp	Size	SIRT1	220922	1	3	22sep2022 13:42:17	5.7	3110.746	727014.8	1016846	296.9171	253.6011	231.4824	50513.3	.0270494	.0000186	155.4969	11514.28	307057.5	70072.63	-47785.3	-47301.52	-5918.318	1	-1.403567	-1.911268	-1.30548	-1.244045	-.3446772	-.7582926	-1.064034	-.3136487	-1.021921	-.1639992	-.8686155	-.5780677	-.7111174
InsH2Bfabp_Size_03dpf_VAST01_plate02_SIRT1_220922_B08	SD253	B08	1	6		2	Size	8	B	insH2Bfabp	Size	SIRT1	220922	1	3	22sep2022 13:41:18	5.683333	3138.371	810814.8	1098463	314.0878	265.3669	240.5992	55328.37	.0476462	.0000814			278780.2	91830.14	-30764.25	30627.49	66042.03	0	-1.150349	.0140301	.8784506	.0093883	1.509833		-.2311939	2.118995	1.598875		-1.46223	.4228376	-.0216105
InsH2Bfabp_Size_03dpf_VAST01_plate02_SIRT1_220922_B10	SD269	B10	1	2		2	Size	10	B	insH2Bfabp	Size	SIRT1	220922	1	3	22sep2022 13:39:12	5.65	3262.149	755815.4	1069482	318.299	263.1704	232.3414	54401.25	.0252689	.0000301	165.5967	12261.96				-50677.8	-6204.987	1	-.4085965	-1.150349	-1.451587	-.5417148	-.3646726	.6009209	-.3782783	-.7925667	-.2055772	-.0336201			
InsH2Bfabp_Size_03dpf_VAST01_plate02_SIRT1_220922_C01	SD198	C01	1	3		2	Size	1	C	insH2Bfabp	Size	SIRT1	220922	1	3	22sep2022 13:50:37	5.833333	3186.254	781535.6	1082432	311.8818	262.5217	236.2536	54161.99	.0249044	.0000236	167.3252	11843.26	298115.3	74947.51	-44408.26	-8828.088	33274.07	1	-.8429548	-.6569796	.0707346	-.2952666	.6892965	.8651195	-.4187852	-.8871465	-.7291514	-.1106708	-1.129657	-.3148526	-.6387455
InsH2Bfabp_Size_03dpf_VAST01_plate02_SIRT1_220922_C02	SD206	C02	1	7		2	Size	2	C	insH2Bfabp	Size	SIRT1	220922	1	3	22sep2022 13:51:52	5.85	3291.378	803427.8	1134172	284.6102	248.1256	224.2188	48389.89	.0287687	.0000269	153.5825	16209.72				-9277.426	48267.24	0	-.2504507	-.1644169	.0329879	.5857368	1.112513	-.9371936	-1.266808	.0237392	-.5102897	.6124654			
InsH2Bfabp_Size_03dpf_VAST01_plate02_SIRT1_220922_C04	SD222	C04	1	3		2	Size	4	C	insH2Bfabp	Size	SIRT1	220922	1	3	22sep2022 13:54:29	5.9	3298.611	841110.8	1106508	294.8063	260.7328	238.3393	53414.3	.0309444	.0000273	152.2948	16149.9	302915.3	55074.16	-63477.59	26868.52	18074.92	1	-.1549437	.6569796	.8242906	.1507793	.2757091	-1.116127	-.5340838	.4781046	-.467487	.6009209	-1.026624	-1.157357	-1.129657
InsH2Bfabp_Size_03dpf_VAST01_plate02_SIRT1_220922_C05	SD230	C05	1	7		2	Size	5	C	insH2Bfabp	Size	SIRT1	220922	1	3	22sep2022 13:55:41	5.916667	3459.657	799599.6	1134531	308.9187	268.6224	235.1563	56763.91	.022694	.0000224	162.1608	21892.09	398154.9	88794.55	-13804.53	-48869.02	-10196.19	0	1.246212	-.274654	-1.425076	.6081754	-.4987188	.0480382	-.028063	-1.671125	-.7541527	1.414933	1.421497	.2847156	.6037994
InsH2Bfabp_Size_03dpf_VAST01_plate02_SIRT1_220922_C07	SD246	C07	1	3		2	Size	7	C	insH2Bfabp	Size	SIRT1	220922	1	3	22sep2022 13:57:48	5.95	3356.539	799240.8	1120175	303.2256	278.8664	267.9688	61130.37	.0364756	.0000514	164.2781	13876.95	328082.3	83590.7	-30745.58	-27312.63	11493.66	1	.3383829	-.2892526	-.6983435	.3546572	.1412905	.352934	.6112338	1.279396	.8731602	.1932754	-.2104284	.0504421	-.007203
InsH2Bfabp_Size_03dpf_VAST01_plate02_SIRT1_220922_C08	SD254	C08	1	7		2	Size	8	C	insH2Bfabp	Size	SIRT1	220922	1	3	22sep2022 13:59:14	5.983333	3295.327	781685.2	1088803	310.1864	271.6379	250.2964	57990.11	.0434891	.0000275	159.6107	11304.93				-31859.19	1517.704	0	-.221598	-.6454174	-.8375996	-.1793309	-.1412905	-.3022623	.1644169	1.849442	-.4569218	-.2030698			
InsH2Bfabp_Size_03dpf_VAST01_plate02_SIRT1_220922_C10	SD270	C10	1	3		2	Size	10	C	insH2Bfabp	Size	SIRT1	220922	1	3	22sep2022 14:01:34	6.016667	3184.253	883309.9	1040293	370.8922	294.8652	262.4888	68338.02	.0359325	.0000759	164.8038	9331.055	500048.8	86282.35	750.5354	93371.53	-8165.649	1	-.8699489	1.332074	1.852809	-.9825221	-.4255826	.436002	1.429067	1.217314	1.447606	-.5167023	2.761871	.1518435	1.051338
InsH2Bfabp_Size_03dpf_VAST01_plate02_SIRT1_220922_C11	SD278	C11	1	7		2	Size	11	C	insH2Bfabp	Size	SIRT1	220922	1	3	22sep2022 14:02:33	6.033333	3408.69	827622.7	1133005	319.1272	273.3799	247.7253	58707.89	.0288503	.0000125	162.1398	9839.478	417205.8	146336.1	46928.01	-10014.04	6094.456	0	.8429548	.4085965	-.0047117	.5746278	-.0375613	.0288158	.333435	.0522452	-1.395455	-.3941279	1.857652	1.656102	1.857652
InsH2Bfabp_Size_03dpf_VAST01_plate02_SIRT1_220922_D01	SD199	D01	1	4		2	Size	1	D	insH2Bfabp	Size	SIRT1	220922	1	3	22sep2022 14:17:14	6.283333	3368.707	859772.9	1089221	338.5043	305.0364	295.3125	73093.27	.0294736	.0000343	168.6166	7147.827				30633.46	-23713.73	1	.4496191	.9699136	.8923965	-.1650383	-.9825221	1.19084	1.856145	.1862194	-.0047474	-.7972819			
InsH2Bfabp_Size_03dpf_VAST01_plate02_SIRT1_220922_D02	SD207	D02	1	8		2	Size	2	D	insH2Bfabp	Size	SIRT1	220922	1	3	22sep2022 14:15:48	6.25	3327.21	810695.2	1094694	298.6587	271.7954	257.9378	58109.74	.03172	.0000219	162.1452	8134.766				-9625.08	-3735.252	0	.0514647	.0046766	.0141356	-.0751757	-.2952666	.0384252	.1739048	.6567159	-.8188381	-.6476036			
InsH2Bfabp_Size_03dpf_VAST01_plate02_SIRT1_220922_D04	SD223	D04	1	4		2	Size	4	D	insH2Bfabp	Size	SIRT1	220922	1	3	22sep2022 14:13:45	6.216667	3245.047	820773.9	1134441	300.5229	248.4475	214.603	48479.61	.0352989	.0001078	158.1105	9151.611	394027.7	117864.4	14573.99	17915.36	64731.66	1	-.4704134	.2990192	.6627061	.5969185	1.453563	-.4465882	-1.236109	1.159599	2.118995	-.5443409	1.382994	1.346439	1.421497
InsH2Bfabp_Size_03dpf_VAST01_plate02_SIRT1_220922_D05	SD231	D05	1	8		2	Size	5	D	insH2Bfabp	Size	SIRT1	220922	1	3	22sep2022 14:12:48	6.2	3046.744	739246.8	999469.6	271.6229	229.8994	209.2538	41511.23	.0266639	.0000259	162.9467	28352.05				-21467.51	-922.4453	0	-1.606296	-1.678325	-.4742266	-1.481112	-.2080294	.1639992	-1.678325	-.4255243	-.5763273	1.995604			
InsH2Bfabp_Size_03dpf_VAST01_plate02_SIRT1_220922_D07	SD247	D07	1	4		2	Size	7	D	insH2Bfabp	Size	SIRT1	220922	1	3	22sep2022 14:10:24	6.166667	3431.682	818321.6	1117005	328.3642	276.9317	244.2831	60233.16	.0224547	.0000155	162.7133	14684.45				-24201.63	-17942.97	1	1.031644	.221598	-.5714876	.3347314	-.7501182	.144561	.4914131	-1.849442	-1.217314	.3173766			
InsH2Bfabp_Size_03dpf_VAST01_plate02_SIRT1_220922_D08	SD255	D08	1	8		2	Size	8	D	insH2Bfabp	Size	SIRT1	220922	1	3	22sep2022 14:09:25	6.15	3322.205	793678	1093707	304.4934	273.1576	259.7656	58618.16	.0248275	.0000314	156.8495	7775.879				-25578.66	-2972.87	0	.0046766	-.4187852	-.6050997	-.0940195	-.2757091	-.5894558	.2941324	-.9156538	-.1573107	-.7080291			
InsH2Bfabp_Size_03dpf_VAST01_plate02_SIRT1_220922_D10	SD271	D10	1	4		2	Size	10	D	insH2Bfabp	Size	SIRT1	220922	1	3	22sep2022 14:07:15	6.116667	3296.988	1029796	830284.4	256.5144			27514.65	.0269732	.0000385		0					-257580.8	1	-.2024662	2.35232		-2.535274	-2.898852		-2.35232	-.323638	.2838633	-2.527302			
InsH2Bfabp_Size_03dpf_VAST01_plate02_SIRT1_220922_D11	SD279	D11	1	8		2	Size	11	D	insH2Bfabp	Size	SIRT1	220922	1	3	22sep2022 14:05:58	6.083333	3500.312	838389.3	1176461	302.7931	270.0031	246.0938	57272.34	.0301802	.0000352	163.6195	13308.72	316403.5	86701.05	-29591.43	-18719.33	17523.1	0	1.606296	.6225473	-.3211189	1.401553	.2659702	.2622828	.0655185	.343715	.0617555	.1251774	-.5527133	.1664331	.0648721
InsH2Bfabp_Size_03dpf_VAST01_plate02_SIRT1_220922_E01	SD200	E01	1	1		2	Size	1	E	insH2Bfabp	Size	SIRT1	220922	1	3	22sep2022 14:18:16	6.3	3166.235	747800.3	1066432	277.4977	244.5071	218.75	46954.34	.0346595	.00003	148.1104	15222.78				-38308.7	24271.65	1	-.9550503	-1.455531	-1.026807	-.5969185	.4881153	-1.498129	-1.403567	.9750298	-.2250123	.3786055			
InsH2Bfabp_Size_03dpf_VAST01_plate02_SIRT1_220922_E02	SD208	E02	1	5		2	Size	2	E	insH2Bfabp	Size	SIRT1	220922	1	3	22sep2022 14:19:27	6.316667	3120.185	717115.5	1022767	279.816	239.6289	216.0156	45100.1	.0330313	.0000647	151.1963	16120				-59206.74	-3296.018	0	-1.355139	-2.082318	-1.756827	-1.130117	-.2854742	-1.19084	-1.511752	.7541527	1.279396	.5837523			
InsH2Bfabp_Size_03dpf_VAST01_plate02_SIRT1_220922_E05	SD232	E05	1	5		2	Size	5	E	insH2Bfabp	Size	SIRT1	220922	1	3	22sep2022 14:22:37	6.366667	3420.595	796997.7	1122807	299.1567	262.6656	241.3987	54191.89	.0228072	.0000211	168.8463	18662.11				-43169.21	-8265.434	0	1.000302	-.3682503	-1.182917	.4153269	-.4358834	1.251566	-.4085965	-1.504022	-.8731602	.8933916			
InsH2Bfabp_Size_03dpf_VAST01_plate02_SIRT1_220922_E07	SD248	E07	1	1		2	Size	7	E	insH2Bfabp	Size	SIRT1	220922	1	3	22sep2022 14:24:42	6.4	3180.698	822957.1	1084077	313.1067	281.4927	273.0436	62236.94	.0280215	.0000227	160.8031	7835.693	301883.5	77669.07	-41055.51	33774.29	36861.2	1	-.8975922	.3284951	1.010972	-.2854742	.8402842	-.144561	.7971342	-.0998612	-.741594	-.6957426	-1.076711	-.1664331	-.4705935
InsH2Bfabp_Size_03dpf_VAST01_plate02_SIRT1_220922_E08	SD256	E08	1	5		2	Size	8	E	insH2Bfabp	Size	SIRT1	220922	1	3	22sep2022 14:25:51	6.416667	3125.538	754559.3	1071726	296.5184	260.4182	232.4219	53264.77	.0272463	.0000243	146.4839		323162.5	146515.5	31355.16	-22900.73	43790.75	0	-1.287956	-1.206533	-.5168467	-.4670705	.9825221	-1.628361	-.6056064	-.2445328	-.6567159		-.3760274	1.715755	1.505545
InsH2Bfabp_Size_03dpf_VAST01_plate02_SIRT1_220922_E10	SD272	E10	1	1		2	Size	10	E	insH2Bfabp	Size	SIRT1	220922	1	3	22sep2022 14:28:11	6.466667	2872.769	810216.7	1130912	255.689	206.3146	188.351	33436.28			149.2049	29129.64	335260	88944.09	-24189.91	86476.49	191333.3	1	-2.224432	-.0140301	1.714341	.5200966	2.535274	-1.317296	-2.043077			2.114381	.0216105	.2997501	.2847156
InsH2Bfabp_Size_03dpf_VAST01_plate02_SIRT1_220922_E11	SD280	E11	1	5		2	Size	11	E	insH2Bfabp	Size	SIRT1	220922	1	3	22sep2022 14:29:10	6.483333	3402.155	815839.3	1108033	297.5781	257.9181	234.1703	52247.93	.0236858	.0000187	157.1588	8015.137	309330.4	99860.23	-17616.99	-20408.76	-16593.92	0	.765406	.1407598	-.422127	.1984454	-.7133076	-.5443409	-.7780032	-1.279396	-1.006045	-.6594941	-.8072191	.7874227	.4867482
InsH2Bfabp_Size_03dpf_VAST01_plate02_SIRT1_220922_F01	SD201	F01	1	2		2	Size	1	F	insH2Bfabp	Size	SIRT1	220922	1	3	22sep2022 14:44:21	6.733333	3252.303	777916.9	1071576	316.645	265.8211	242.5015	55627.44	.0309783	8.38e-06	148.6373	7955.322	312291.3	39597.17	-77384.12	-26483.75	-669.6446	1	-.4290175	-.7529291	-.6510138	-.4881153	-.1984454	-1.414933	-.221598	.4887764	-1.710783	-.677507	-.6744897	-1.857652	-1.656102
InsH2Bfabp_Size_03dpf_VAST01_plate02_SIRT1_220922_F02	SD209	F02	1	6		2	Size	2	F	insH2Bfabp	Size	SIRT1	220922	1	3	22sep2022 14:43:20	6.716667	3450.191	752166.8	1078305	309.2032	258.9503	226.9531	52666.63	.0347985	.0000661	150.9594	0	342766.7	72913.82	-38962.81	-94290.13	-63112.93	0	1.168668	-1.266808	-2.533959	-.3546572	-1.716108	-1.230818	-.7161794	1.021921	1.32369	-2.527302	.2104284	-.4545607	-.3452784
InsH2Bfabp_Size_03dpf_VAST01_plate02_SIRT1_220922_F04	SD225	F04	1	2		2	Size	4	F	insH2Bfabp	Size	SIRT1	220922	1	3	22sep2022 14:41:11	6.683333	3175.563	780668.3	1036794	287.7219	251.1772	226.9531	49556.27	.0347063	.0000604	154.5281	21114.5				-7423.108	-8626.993	1	-.9259391	-.6686303	.1275612	-1.045309	-.4566257	-.8239611	-1.150349	.9904183	1.178402	1.317296			
InsH2Bfabp_Size_03dpf_VAST01_plate02_SIRT1_220922_F05	SD233	F05	1	6		2	Size	5	F	insH2Bfabp	Size	SIRT1	220922	1	3	22sep2022 14:40:09	6.666667	3499.549	847810.1	1136505	343.6478	299.5079	283.4969	70461.42	.0244441	.0000255	162.1356	6101.074	389422	48629.15	-55432.7	-9136.593	-22166.6	0	1.573204	.8035762	.0424181	.6309245	-.9674216	.0192091	1.573204	-1.071175	-.5875741	-.9521988	1.246329	-1.3116	-.9334751
InsH2Bfabp_Size_03dpf_VAST01_plate02_SIRT1_220922_F07	SD249	F07	1	2		2	Size	7	F	insH2Bfabp	Size	SIRT1	220922	1	3	22sep2022 14:37:01	6.616667	3158.588	764787.6	1024263	242.1545	201.1087	174.7487	31791.38	.0268894	6.73e-06	165.5754	18692.02	276073.6	104316.4	-18731.35	-19696.37	-15224.78	1	-.9849943	-1.031644	-.3812638	-1.112513	-.6656764	.5894558	-2.125054	-.3538052	-2.036834	.9077985	-1.551885	.8686155	.438644
InsH2Bfabp_Size_03dpf_VAST01_plate02_SIRT1_220922_F08	SD257	F08	1	6		2	Size	8	F	insH2Bfabp	Size	SIRT1	220922	1	3	22sep2022 14:36:04	6.6	3285.919	794844.4	1084825	304.1407	279.3501	269.4887	61369.63	.0335615	.0000574	151.5252	6848.755	381376.9	99052.73	-6356.668	-16700.53	828.7365	0	-.2990192	-.39845	-.223292	-.2562565	-.1602817	-1.152679	.6282339	.7925667	1.006045	-.8375226	1.026624	.7297922	.8477958
InsH2Bfabp_Size_03dpf_VAST01_plate02_SIRT1_220922_F10	SD273	F10	1	2		2	Size	10	F	insH2Bfabp	Size	SIRT1	220922	1	3	22sep2022 14:33:50	6.55	3214.93	799599.6	1089341	297.8217	250.3739	220.8714	49257.2	.0394084	.0000242	155.5119	18363.04	326198.1	85594.48	-29057.39	3141.545	30158.93	1	-.6803725	-.274654	.3812638	-.1507793	.6309245	-.7329293	-1.168668	1.598875	-.6685417	.8651195	-.2847156	.1372862	.1082554
InsH2Bfabp_Size_03dpf_VAST01_plate02_SIRT1_220922_F11	SD281	F11	1	6		2	Size	11	F	insH2Bfabp	Size	SIRT1	220922	1	3	22sep2022 14:32:32	6.533333	3126.327	790059.2	1095143	310.3978	269.3793	246.0938	57003.17	.036821	.0000286	154.1745	14445.19	289621.6	82334.59	-38443.87	12431.6	66932.56	0	-1.226131	-.5019941	.5604274	-.0563585	1.571335	-.8651195	.0421013	1.346845	-.3538052	.2722359	-1.346439	-.007203	-.3300273
InsH2Bfabp_Size_03dpf_VAST01_plate02_SIRT1_220922_G01	SD202	G01	1	3		2	Size	1	G	insH2Bfabp	Size	SIRT1	220922	1	3	22sep2022 14:45:30	6.75	3126.265	754978	1048099	301.1426	264.032	240.625	54790.04	.0388544	.0000774	152.8191	15222.78	314803.5	72644.66	-43915.83	-22636.4	19910.12	1	-1.246212	-1.187388	-.4954242	-.8537231	.3546572	-1.030699	-.3383829	1.534121	1.475227	.3786055	-.6037994	-.4705935	-.6211776
InsH2Bfabp_Size_03dpf_VAST01_plate02_SIRT1_220922_G02	SD210	G02	1	7		2	Size	2	G	insH2Bfabp	Size	SIRT1	220922	1	3	22sep2022 14:46:45	6.766667	3227.92	783659.1	1078156	278.0403	252.3244	244.1037	50004.88	.0310427	.0000947	153.1035	15432.13				-15559.66	14432.96	0	-.5777501	-.6112338	-.1848031	-.3646726	.2080294	-.9985605	-1.132409	.4995042	1.849442	.4465882			
InsH2Bfabp_Size_03dpf_VAST01_plate02_SIRT1_220922_G04	SD226	G04	1	3		2	Size	4	G	insH2Bfabp	Size	SIRT1	220922	1	3	22sep2022 14:49:10	6.816667	3216.555	799808.9	1131600	296.0861	256.8859	224.2188	51829.22	.0340706	.0000382	152.6077	4037.476	326422.4	75336.3	-39278	3005.609	71849.95	1	-.6454174	-.2408111	.3711493	.552619	1.716108	-1.063939	-.8563738	.9013087	.264147	-1.230818	-.2548349	-.2847156	-.3606103
InsH2Bfabp_Size_03dpf_VAST01_plate02_SIRT1_220922_G05	SD234	G05	1	7		2	Size	5	G	insH2Bfabp	Size	SIRT1	220922	1	3	22sep2022 14:50:20	6.833333	3482.806	832587.3	1139256	327.7702	283.6537	263.5579	63193.97	.0292591	.000042	157.5422	3648.682				-20801.02	-13562.4	0	1.455531	.544902	-.4324512	.6774392	-.6081754	-.500308	.8767968	.1285329	.4995042	-1.251566			
