filename	index	well	batch	tank	plate0	Project	column	row	line	proj	Exp	date	VAST	age	time	tod	length	dorsal_area	lateral_area	eye_max_d	eye_mean_d	eye_min_d	eye_area	bent_back	curvature	angle	PCE	dorsal_tail	pig_dorsal_tail	pig_dorsal_tail_Res	dorsal_area_Res	lateral_area_Res	condition	intlength	intdorsal_area	intdorsal_area_Res	intlateral_area	intlateral_area_Res	intangle	inteye_area	intbent_back	intcurvature	intPCE	intdorsal_tail	intpig_dorsal_tail	intpig_dorsal_tail_Res	conditions
InsH2Bfabp_Size_03dpf_VAST01_plate01_PDX1_220923_F05	SE038	F05	1	6	1	Size	5	F	insH2Bfabp	Size	PDX1	220923	1	3	23sep2022 11:22:00	3.366667	3300.579	757938.8	1032637	319.4714	283.383	270.1563	63074.34	.0271713	.0000296	161.7919	21383.67	359798.9	79956.97	-10436.41	-23713.04	-43807.27	0	.5279112	-.1071952	-.5719631	-.5046266	-1.27922	.4025996	1.49795	-.5514857	-.379702	1.260117	.7449356	-.097499	-.4262813	Controls
InsH2Bfabp_Size_03dpf_VAST01_plate01_PDX1_220923_F07	SE054	F07	1	6	1	Size	7	F	insH2Bfabp	Size	PDX1	220923	1	3	23sep2022 11:39:42	3.65	2694.502	752435.9	922996.8	344.4294	268.4722	216.8923	56644.29	.0559836	.0000927	162.3669	22550.05	315640.9	90439.45	8006.22	61286.32	1721.297	0	-1.59929	-.2417897	1.597277	-1.467366	-.1287683	.4822482	.7533835	1.766955	1.343325	1.401659	-.0243386	.4530879	.5077189	Controls
InsH2Bfabp_Size_03dpf_VAST01_plate01_PDX1_220923_F08	SE062	F08	1	6	1	Size	8	F	insH2Bfabp	Size	PDX1	220923	1	3	23sep2022 11:48:59	3.8	3050.576	677817.4	988852.6	291.9231	267.9532	257.755	56405.03	.0357414	.0000917	154.0549	16568.6				-66502.9	-23585.47	0	-.8814972	-1.563708	-1.815887	-.9921216	-.8169895	-.2077926	.719968	.6744897	1.293514	.4798192				Controls
InsH2Bfabp_Size_03dpf_VAST01_plate01_PDX1_220923_F09	SE070	F09	1	6	1	Size	9	F	insH2Bfabp	Size	PDX1	220923	1	3	23sep2022 11:57:57	3.95	3053.126	719328.6	1019597	288.1288	240.6256	219.5842	45488.89	.0326323	.0000191	148.8425	16149.9				-25372.43	6506.289	0	-.8665678	-.9432981	-.6841546	-.649121	-.0051366	-.690767	-.8228925	.2946089	-.8794328	.3807486				Controls
InsH2Bfabp_Size_03dpf_VAST01_plate01_PDX1_220923_F10	SE078	F10	1	6	1	Size	10	F	insH2Bfabp	Size	PDX1	220923	1	3	23sep2022 12:06:42	4.1	3116.793	776451.4	1066103	301.9864	254.482	221.4844	50902.1	.0247612	.0000389	161.2403	18512.57	265067.8	42498.17	-30818.5	22243.39	36711.98	0	-.5995885	.1482901	.7503213	.0152849	1.020741	.3582388	-.0764961	-1.097649	.0261137	.7782177	-1.034354	-1.825264	-1.388291	Controls
InsH2Bfabp_Size_03dpf_VAST01_plate01_PDX1_220923_F11	SE086	F11	1	6	1	Size	11	F	insH2Bfabp	Size	PDX1	220923	1	3	23sep2022 12:15:39	4.25	3200.199	714184.6	1045736	277.8771	240.2662	216.0156	45339.36	.0283651	.0000997	153.959	16508.79				-52478.11	-5008.617	0	-.1174492	-1.026029	-1.561663	-.3052673	-.2970957	-.2395236	-.8518291	-.3809343	1.454408	.4443637				Controls
InsH2Bfabp_Size_03dpf_VAST01_plate01_PDX1_220923_F12	SE094	F12	1	6	1	Size	12	F	insH2Bfabp	Size	PDX1	220923	1	3	23sep2022 12:24:51	4.4	3392.847	788803.1	1062604	315.1964	279.0031	268.7366	61190.19	.0271321	.0000406	164.1789	3648.682	331641.3	70880.13	-14437.42	-6626.711	-37463	0	1.097649	.3809343	-.1127811	-.0254766	-1.19112	.7171994	1.217071	-.5753707	.0679401	-1.542792	.296314	-.5926759	-.5639098	Controls
InsH2Bfabp_Size_03dpf_VAST01_plate01_PDX1_220923_G01	SE007	G01	1	7	1	Size	1	G	insH2Bfabp	Size	PDX1	220923	1	3	23sep2022 10:46:13	2.766667	3128.356	741131	1016965	284.2242	240.8892	216.8923	45578.61	.0305448	.0000116	142.4859	17645.26	270241.7	79224.24	4974.898	-14803.76	-15386.08	1	-.5514857	-.5396609	-.3770688	-.7265859	-.6175299	-1.403413	-.8016348	-.0764961	-1.202508	.6678376	-.9168461	-.1219828	.3735517	pdx1_crispants
InsH2Bfabp_Size_03dpf_VAST01_plate01_PDX1_220923_G02	SE015	G02	1	7	1	Size	2	G	insH2Bfabp	Size	PDX1	220923	1	3	23sep2022 10:54:56	2.9	3105.016	726685.8	1052734	319.8733	266.6659	244.9064	55851.75	.0314849	.0000132	139.6868	22908.94	273322.2	85026.24	10221.6	-25763.73	26358.49	1	-.6365926	-.7533835	-.7102469	-.2104284	.7746871	-1.671362	.5874365	.0662805	-1.027539	1.508776	-.8108084	.220807	.5926759	pdx1_crispants
InsH2Bfabp_Size_03dpf_VAST01_plate01_PDX1_220923_G03	SE023	G03	1	7	1	Size	3	G	insH2Bfabp	Size	PDX1	220923	1	3	23sep2022 11:04:29	3.066667	3175.331	763112.8	1041669	282.4036	248.4472	232.5878	48479.61	.0384071	.0000961	148.1888	21054.69				163.5735	-2709.208	1	-.252295	-.035671	.1127811	-.3374571	-.2544081	-.7716374	-.4363241	.9593184	1.396713	1.214449				pdx1_crispants
InsH2Bfabp_Size_03dpf_VAST01_plate01_PDX1_220923_G04	SE031	G04	1	7	1	Size	4	G	insH2Bfabp	Size	PDX1	220923	1	3	23sep2022 11:13:59	3.216667	3205.756	747022.7	1037422	282.9136	239.1453	211.7794	44920.66	.0487145		168.2795	12561.04				-20469.77	-14745.49	1	-.0867197	-.3919137	-.5010633	-.4029407	-.5928543	1.324958	-.9119622	1.530002		-.197776				pdx1_crispants
InsH2Bfabp_Size_03dpf_VAST01_plate01_PDX1_220923_G05	SE039	G05	1	7	1	Size	5	G	insH2Bfabp	Size	PDX1	220923	1	3	23sep2022 11:23:00	3.383333	3160.554	720405.3	1040712	285.9127	242.8871	218.75	46356.2	.0423991	.0000667	149.7257	11364.75				-40337.47	116.9215	1	-.3700005	-.8814972	-1.113937	-.3482635	-.1912105	-.6392909	-.7399182	1.283871	.8342029	-.3186394				pdx1_crispants
InsH2Bfabp_Size_03dpf_VAST01_plate01_PDX1_220923_G06	SE047	G06	1	7	1	Size	6	G	insH2Bfabp	Size	PDX1	220923	1	3	23sep2022 11:32:03	3.533333	3320.08	773969.1	1123944	285.054	250.8837	229.6875	49436.64	.0326465	.0000147	142.6696	21084.59				-10594.78	42506.69	1	.5874365	.0969524	-.279851	1.307459	1.233973	-1.350191	-.2839838	.3052673	-1.00999	1.236961				pdx1_crispants
InsH2Bfabp_Size_03dpf_VAST01_plate01_PDX1_220923_G07	SE055	G07	1	7	1	Size	7	G	insH2Bfabp	Size	PDX1	220923	1	3	23sep2022 11:40:42	3.666667	2734.027	655506.6	942406.6	261.7033	225.6169	207.8125	39985.96	.0345676	.0000106	146.8492	6370.239	231810.9	101983.6	34662.02	-41545.1	11011.89	1	-1.563708	-1.766955	-1.152831	-1.356951	.2438112	-.9349885	-1.438097	.5162339	-1.343325	-1.081081	-1.825264	.9168461	1.529205	pdx1_crispants
InsH2Bfabp_Size_03dpf_VAST01_plate01_PDX1_220923_G08	SE063	G08	1	7	1	Size	8	G	insH2Bfabp	Size	PDX1	220923	1	3	23sep2022 11:49:58	3.816667	2946.216	678295.9	992501.3	253.4852	221.9633	204.5468	38699.95	.0367988	.0000119	143.1531	24523.93	277389.5	94088.13	18550.28	-50440.88	6781.583	1	-1.195972	-1.530002	-1.465234	-.9593184	.0256855	-1.253905	-1.637021	.7807333	-1.160529	1.578692	-.7774502	.5639098	.8804035	pdx1_crispants
InsH2Bfabp_Size_03dpf_VAST01_plate01_PDX1_220923_G09	SE071	G09	1	7	1	Size	9	G	insH2Bfabp	Size	PDX1	220923	1	3	23sep2022 11:59:33	3.983333	3281.963	760600.6	1057849	309.4525	269.2628	242.3088	56943.36	.0378022	.000077	141.1516	20366.82				-18271.46	-13829.43	1	.4029407	-.0764961	-.4551802	-.1379956	-.5685344	-1.593219	.7807333	.8966256	1.027539	1.034618				pdx1_crispants
InsH2Bfabp_Size_03dpf_VAST01_plate01_PDX1_220923_G10	SE079	G10	1	7	1	Size	10	G	insH2Bfabp	Size	PDX1	220923	1	3	23sep2022 12:08:02	4.133333	3039.586	968096.9	691395.3	255.3347			26467.89	.0264657	.0000115		209.3506						1	-.9275163	2.87307		-2.87307			-2.87307	-.7003002	-1.224315	-2.491741				pdx1_crispants
InsH2Bfabp_Size_03dpf_VAST01_plate01_PDX1_220923_G11	SE087	G11	1	7	1	Size	11	G	insH2Bfabp	Size	PDX1	220923	1	3	23sep2022 12:16:39	4.266667	3287.903	752794.8	1073729	284.2242	251.1566	229.6875	49556.27	.0353526	.0000725	146.914	22550.05				-26964.19	530.564	1	.4475589	-.231311	-.7639484	.200022	-.1599115	-.9191355	-.2628283	.6365926	.9591166	1.401659				pdx1_crispants
InsH2Bfabp_Size_03dpf_VAST01_plate01_PDX1_220923_G12	SE095	G12	1	7	1	Size	12	G	insH2Bfabp	Size	PDX1	220923	1	3	23sep2022 12:25:47	4.416667	3199.488	755845.3	1037213	303.8234	262.0959	237.1287	53952.64	.0306755	.0000127	151.52	10975.95	286900	103449.1	26196.83	-10711.13	-13350.04	1	-.1277157	-.1689275	-.3011957	-.4363241	-.5326696	-.4363932	.3266899	-.045869	-1.063622	-.3523494	-.651749	.954549	1.217797	pdx1_crispants
InsH2Bfabp_Size_03dpf_VAST01_plate01_PDX1_220923_H01	SE008	H01	1	8	1	Size	1	H	insH2Bfabp	Size	PDX1	220923	1	3	23sep2022 10:47:19	2.783333	3228.201	757161.3	1067808	303.4286	271.5149	254.2969	57900.39	.0350247	.0000341	148.4723	22280.88	331581.4	107396.9	22090.1	-13682.81	9893.845	0	.045869	-.1379956	-.3443112	.0713874	.1807582	-.7441428	.8966256	.5995885	-.1626001	1.36032	.2709782	1.076836	1.076836	Controls
InsH2Bfabp_Size_03dpf_VAST01_plate01_PDX1_220923_H03	SE024	H03	1	8	1	Size	3	H	insH2Bfabp	Size	PDX1	220923	1	3	23sep2022 11:05:52	3.083333	3121.796	765744.6	1037332	299.9912	267.4143	251.5625	56195.68	.028621	.0000221	166.6302					10789.52	6660.378	0	-.5874365	.0050948	.399132	-.4140168	.0154102	1.108862	.6744897	-.3266899	-.7347365					Controls
InsH2Bfabp_Size_03dpf_VAST01_plate01_PDX1_220923_H05	SE040	H05	1	8	1	Size	5	H	insH2Bfabp	Size	PDX1	220923	1	3	23sep2022 11:24:11	3.4	3187.333	703418	1011074	308.023	265.7039	253.9312	55448	.0286628	.0000366	158.6156	18632.2				-61323.39	-36376.96	0	-.1792727	-1.175393	-1.718451	-.7669867	-1.150349	.1553528	.5162339	-.3159605	-.0679401	.8221053				Controls
InsH2Bfabp_Size_03dpf_VAST01_plate01_PDX1_220923_H06	SE048	H06	1	8	1	Size	6	H	insH2Bfabp	Size	PDX1	220923	1	3	23sep2022 11:33:02	3.55	3103.407	737153.3	1058596	293.3191	260.5309	237.8906	53324.59	.0248856	.0000578	161.8483	8583.374	288724.4	85115.97	7534.841	-15055.88	32632.46	0	-.649121	-.5995885	-.3880768	-.1071952	.9063435	.4250751	.2417897	-1.061158	.5915281	-.6415176	-.5926759	.2458153	.4530879	Controls
InsH2Bfabp_Size_03dpf_VAST01_plate01_PDX1_220923_H07	SE056	H07	1	8	1	Size	7	H	insH2Bfabp	Size	PDX1	220923	1	3	23sep2022 11:41:37	3.683333	3293.462	791554.6	1104205	314.5742	264.8412	234.9055	55089.11	.03478	.0000376	155.4117	7476.807	329727.2	97497.56	12525.06	10965.41	29582.76	0	.470201	.470201	.4213913	.8966256	.8608072	-.1137134	.4475589	.5874365	-.0156671	-.8754007	.1959361	.651749	.651749	Controls
InsH2Bfabp_Size_03dpf_VAST01_plate01_PDX1_220923_H08	SE064	H08	1	8	1	Size	8	H	insH2Bfabp	Size	PDX1	220923	1	3	23sep2022 11:51:00	3.85	3277.039	748488.2	1066253	275.8827	245.4965	223.6624	47373.05	.0239874	8.47e-06	155.6366	13338.62	289711.3	82125.24	4366.204	-29648.62	-4164.89	0	.3700005	-.3591108	-.8938006	.0254766	-.2756891	-.0929718	-.6241633	-1.382994	-1.624981	-.0584504	-.5356029	0	.296314	Controls
InsH2Bfabp_Size_03dpf_VAST01_plate01_PDX1_220923_H09	SE072	H09	1	8	1	Size	9	H	insH2Bfabp	Size	PDX1	220923	1	3	23sep2022 12:00:30	4	3364.863	794904.2	1095203	292.1032	255.1019	229.6875	51111.45	.026655	.0000113	152.7209		304246.2	141281.7	60902.56	3653.15	2300.538	0	.8814972	.5396609	.185214	.6744897	-.0977496	-.2929671	-.0560719	-.6873378	-1.26977		-.2709782	1.825264	1.972578	Controls
InsH2Bfabp_Size_03dpf_VAST01_plate01_PDX1_220923_H10	SE080	H10	1	8	1	Size	10	H	insH2Bfabp	Size	PDX1	220923	1	3	23sep2022 12:09:23	4.15	3299.974	771905.5	1095711	283.7232	254.0542	229.6875	50692.75	.0300068	.0000294	152.5279	17435.91				-9656.046	19421.8	0	.5162339	.0560719	-.237531	.6873378	.4743562	-.3363254	-.1071952	-.1379956	-.3909512	.6415176				Controls
InsH2Bfabp_Size_03dpf_VAST01_plate01_PDX1_220923_H11	SE088	H11	1	8	1	Size	11	H	insH2Bfabp	Size	PDX1	220923	1	3	23sep2022 12:17:35	4.283333	3406.521	811502.7	1113984	306.1638	269.3639	251.2062	57092.89	.0313596	.0000302	161.058	13099.37	365795.3	96211.55	4737.225	14031.04	10416.89	0	1.217071	.9593184	.5010633	1.116454	.2121792	.3472613	.7946292	.045869	-.3685006	-.1010742	.8108084	.6219411	.3218414	Controls
InsH2Bfabp_Size_03dpf_VAST01_plate01_PDX1_220923_H12	SE096	H12	1	8	1	Size	12	H	insH2Bfabp	Size	PDX1	220923	1	3	23sep2022 12:26:46	4.433333	3294.037	776301.9	1073969	315.8172	286.4659	279.8989	64479.98	.0359934	.00002	159.0461	14146.12	317599.8	83411.26	624.9024	-4373.091	-800.6301	0	.4816124	.1379956	-.051178	.2104284	-.2121792	.1972634	1.59929	.7265859	-.86416	.0265564	0	.1219828	0	Controls
InsH2Bfabp_Size_03dpf_VAST01_plate02_PDX1_220923_A01	SE097	A01	1	1	2	Size	1	A	insH2Bfabp	Size	PDX1	220923	1	3	23sep2022 12:43:46	4.716667	3268.449	861597.3	1048577	358.0156	301.8725	282.7895	71807.25	.0252055	.0000118	163.6106	9989.014	485035.4	77459.72	-35509.44	84743.26	-19640.83	1	.3159605	2.090361	1.934422	-.2681058	-.7203468	.6141827	2.32029	-1.00893	-1.181259	-.4443637	1.972578	-.2709782	-1.529205	pdx1_crispants
InsH2Bfabp_Size_03dpf_VAST01_plate02_PDX1_220923_A02	SE105	A02	1	1	2	Size	2	A	insH2Bfabp	Size	PDX1	220923	1	3	23sep2022 12:51:35	4.85	2790.201	661428.3	805371.7	280.8929	228.8092	200.4704	41122.44	.0293641	.0000314	152.3875	23178.1				-44011.49	-140404.6	1	-1.467366	-1.720366	-1.258632	-2.506447	-2.50356	-.3582388	-1.307459	-.252295	-.3351658	1.542792				pdx1_crispants
InsH2Bfabp_Size_03dpf_VAST01_plate02_PDX1_220923_A03	SE113	A03	1	1	2	Size	3	A	insH2Bfabp	Size	PDX1	220923	1	3	23sep2022 13:01:06	5.016667	2621.736	648358.8	824362.8	357.3012	282.0404	264.359	62476.2	.0737866		144.1528	9450.684	256918	115711.1	43863.51	-31925.04	-78282.95	1	-1.817728	-1.936181	-.9405437	-2.32029	-1.932655	-1.168021	1.369856	2.007321		-.5037931	-1.217797	1.388291	1.709391	pdx1_crispants
InsH2Bfabp_Size_03dpf_VAST01_plate02_PDX1_220923_A04	SE121	A04	1	1	2	Size	4	A	insH2Bfabp	Size	PDX1	220923	1	3	23sep2022 13:13:17	5.216667	3430.799	834979.9	1148737	306.1085	263.1656	232.7271	54401.25	.0311451	.0000811	159.9748	7925.415				33882.91	38953.43	1	1.382994	1.530002	1.13317	1.817728	1.130664	.2608105	.3591108	.0050948	1.120502	-.7219276				pdx1_crispants
InsH2Bfabp_Size_03dpf_VAST01_plate02_PDX1_220923_A06	SE137	A06	1	1	2	Size	6	A	insH2Bfabp	Size	PDX1	220923	1	3	23sep2022 13:56:38	5.933333	2422.632	684516.6	844161.4	255.4574	191.39	170.7501	28770.75	.0477885		166.4433	18183.59				33964.01	-7509.495	1	-2.32029	-1.467366	1.152831	-2.007321	-.3621859	1.035551	-2.190952	1.467366		.7497756				pdx1_crispants
InsH2Bfabp_Size_03dpf_VAST01_plate02_PDX1_220923_A07	SE145	A07	1	1	2	Size	7	A	insH2Bfabp	Size	PDX1	220923	1	3	23sep2022 14:05:52	6.083333	2997.501	666004	918032.3	281.6382	232.5261	207.0496	42468.26	.0397075	.0000994	162.9931	0				-70390.86	-80817.45	1	-1.043433	-1.677238	-1.934422	-1.530002	-2.003889	.5291408	-1.217071	1.061158	1.424967	-2.859934				pdx1_crispants
InsH2Bfabp_Size_03dpf_VAST01_plate02_PDX1_220923_A08	SE153	A08	1	1	2	Size	8	A	insH2Bfabp	Size	PDX1	220923	1	3	23sep2022 14:14:18	6.233333	3002.961	697466.4	949225.4	249.0761	216.2396	194.1406	36726.07	.0322906	.0000533	151.1016	13159.18	255916.1	71448.37	-218.5808	-39743.77	-51022.2	1	-1.026029	-1.307459	-1.058569	-1.217071	-1.46309	-.5410438	-1.766955	.2104284	.518418	-.0904041	-1.270565	-.5356029	-.0243386	pdx1_crispants
InsH2Bfabp_Size_03dpf_VAST01_plate02_PDX1_220923_A09	SE161	A09	1	1	2	Size	9	A	insH2Bfabp	Size	PDX1	220923	1	3	23sep2022 14:23:42	6.383333	3142.644	738020.6	1085004	274.3142	239.1192	220.7898	44950.56	.0310008	.0000442	149.9455	13039.55				-20047.7	48994.8	1	-.4588506	-.5753707	-.477996	.4363241	1.405623	-.6017732	-.889036	-.0050948	.2372021	-.1171015				pdx1_crispants
InsH2Bfabp_Size_03dpf_VAST01_plate02_PDX1_220923_A10	SE169	A10	1	1	2	Size	10	A	insH2Bfabp	Size	PDX1	220923	1	3	23sep2022 14:32:46	6.533333	2686.543	694744.9	856842.1	279.2893	236.103	223.9316	43784.18	.0444889	.0001496	155.5347	24793.09				4783.808	-62395.66	1	-1.677238	-1.356951	.206072	-1.766955	-1.595253	-.103337	-1.061158	1.331797	1.925501	1.61675				pdx1_crispants
InsH2Bfabp_Size_03dpf_VAST01_plate02_PDX1_220923_A11	SE177	A11	1	1	2	Size	11	A	insH2Bfabp	Size	PDX1	220923	1	3	23sep2022 14:42:27	6.7	3172.744	799031.4	1067449	301.2427	261.9352	237.1527	53892.82	.0326723	.000088	152.7045	9929.199				36468.46	23733.22	1	-.3159605	.649121	1.193552	.0560719	.6680552	-.3145723	.3159605	.3266899	1.181259	-.456118				pdx1_crispants
InsH2Bfabp_Size_03dpf_VAST01_plate02_PDX1_220923_A12	SE185	A12	1	1	2	Size	12	A	insH2Bfabp	Size	PDX1	220923	1	3	23sep2022 14:51:14	6.85	3187.403	735957	1047291	297.5322	258.7264	249.3937	52576.91	.0363188	.0000727	158.27	15820.92	302601.3	62595.82	-17486.83	-28794.89	-177.3421	1	-.1689275	-.6241633	-.8343538	-.2946089	-.2016838	.103337	.1379956	.7533835	.9757938	.329834	-.296314	-.8804035	-.651749	pdx1_crispants
InsH2Bfabp_Size_03dpf_VAST01_plate02_PDX1_220923_B01	SE098	B01	1	2	2	Size	1	B	insH2Bfabp	Size	PDX1	220923	1	3	23sep2022 12:44:49	4.733333	3381.809	786619.9	1116497	304.5052	257.4633	229.6875	52068.48	.0234377	.0000218	156.7187	14833.98				-7161.701	19255.86	0	.9593184	.3159605	-.1333994	1.175393	.4628908	-.0103155	.0254766	-1.637021	-.7764218	.1224503				Controls
InsH2Bfabp_Size_03dpf_VAST01_plate02_PDX1_220923_B02	SE106	B02	1	2	2	Size	2	B	insH2Bfabp	Size	PDX1	220923	1	3	23sep2022 12:52:56	4.866667	3157.411	814613.1	998213.5	343.8186	287.203	264.9688	64808.96	.0301078	.0000377	163.7022	7387.085	373302	62251.89	-30575.63	54339.75	-41576.45	0	-.3809343	1.026029	1.561663	-.9119622	-1.256275	.6266873	1.637021	-.0969524	-.0052222	-.8990161	.9936602	-.954549	-1.327129	Controls
InsH2Bfabp_Size_03dpf_VAST01_plate02_PDX1_220923_B03	SE114	B03	1	2	2	Size	3	B	insH2Bfabp	Size	PDX1	220923	1	3	23sep2022 13:02:11	5.033333	3156.771	763501.6	1074507	301.3034	267.9119	250.5119	56375.12	.0324789	.0000215	146.2657	13039.55				3323.692	34880.57	0	-.3919137	-.0254766	.1748157	.2208577	.9701591	-.9840257	.7003002	.231311	-.7906185	-.1171015				Controls
InsH2Bfabp_Size_03dpf_VAST01_plate02_PDX1_220923_B04	SE122	B04	1	2	2	Size	4	B	insH2Bfabp	Size	PDX1	220923	1	3	23sep2022 13:14:27	5.233333	2931.878	698812.3	952784.4	211.7126	189.8646	177.0853	28322.14	.0238865	.0000171	173.7225	12291.87	260611.6	81407.47	8894.098	-27783.39	-29264.23	0	-1.238726	-1.260977	-.7916386	-1.175393	-.9867392	2.502106	-2.32029	-1.41001	-.9427021	-.2086189	-1.121357	-.0486916	.5639098	Controls
InsH2Bfabp_Size_03dpf_VAST01_plate02_PDX1_220923_B05	SE130	B05	1	2	2	Size	5	B	insH2Bfabp	Size	PDX1	220923	1	3	23sep2022 13:48:05	5.8	3097.911	782881.5	1035298	316.1367	277.7252	260.8721	60592.04	.0336769	.0000621	143.9534	15103.15				31492.94	10741.64	0	-.6744897	.2417897	1.095108	-.4588506	.2332416	-1.188674	1.145427	.425144	.6679482	.1707672				Controls
InsH2Bfabp_Size_03dpf_VAST01_plate02_PDX1_220923_B06	SE138	B06	1	2	2	Size	6	B	insH2Bfabp	Size	PDX1	220923	1	3	23sep2022 13:57:56	5.95	3013.818	736375.8	1030513	278.6163	242.7774	221.8772	46296.39	.0319659	.0000486	170.9849	20845.34				-2455.667	27486.07	0	-.9755887	-.6118298	-.0102313	-.5514857	.8169895	1.868242	-.7601675	.1792727	.3241383	1.130004				Controls
InsH2Bfabp_Size_03dpf_VAST01_plate02_PDX1_220923_B07	SE146	B07	1	2	2	Size	7	B	insH2Bfabp	Size	PDX1	220923	1	3	23sep2022 14:06:51	6.1	3393.944	794964	1108482	306.0373	263.9003	240.625	54700.32	.0324829	.0000495	157.9249	15252.69				-629.6346	8133.914	0	1.116454	.5514857	.0716793	1.00893	.0874323	.0722703	.4029407	.2417897	.3462343	.2194864				Controls
InsH2Bfabp_Size_03dpf_VAST01_plate02_PDX1_220923_B08	SE154	B08	1	2	2	Size	8	B	insH2Bfabp	Size	PDX1	220923	1	3	23sep2022 14:15:41	6.25	3006.749	784047.9	1086500	307.8521	275.5334	263.8867	59635.01	.0262997	.0000951	168.7278		301285.4	84816.89	4971.448	46272.05	85282.22	0	-1.00893	.2733908	1.465234	.470201	2.087032	1.431582	1.097649	-.7399182	1.369531		-.3475804	.1959361	.3475804	Controls
InsH2Bfabp_Size_03dpf_VAST01_plate02_PDX1_220923_B09	SE162	B09	1	2	2	Size	9	B	insH2Bfabp	Size	PDX1	220923	1	3	23sep2022 14:24:44	6.4	3135.208	804055.8	1049504	310.9189	266.6884	243.3594	55866.7	.0268651	.0000115	158.3156	12261.96				47097.91	15398.78	0	-.4930868	.7807333	1.495846	-.252295	.3403319	.1137134	.6056978	-.6365926	-1.246721	-.2194864				Controls
InsH2Bfabp_Size_03dpf_VAST01_plate02_PDX1_220923_B10	SE170	B10	1	2	2	Size	10	B	insH2Bfabp	Size	PDX1	220923	1	3	23sep2022 14:33:56	6.55	3387.977	814971.9	1136983	320.8741	278.0296	257.5908	60711.67	.0263628	.0000428	166.2438	6519.775	343335	98454.59	11029.08	20269.33	38163.11	0	1.043433	1.061158	.6585199	1.59929	1.07408	1.000906	1.195972	-.7265859	.1731927	-1.05293	.4802242	.6821476	.6219411	Controls
InsH2Bfabp_Size_03dpf_VAST01_plate02_PDX1_220923_B11	SE178	B11	1	2	2	Size	11	B	insH2Bfabp	Size	PDX1	220923	1	3	23sep2022 14:43:44	6.716667	3473.693	820086.1	1138837	305.9691	267.8966	246.0938	56405.03	.0252618	.0000367	168.2859	15133.06				12583.92	18072.2	0	1.677238	1.1553	.4551802	1.677238	.4288495	1.350191	.719968	-.9921216	-.0470166	.1869563				Controls
InsH2Bfabp_Size_03dpf_VAST01_plate02_PDX1_220923_B12	SE186	B12	1	2	2	Size	12	B	insH2Bfabp	Size	PDX1	220923	1	3	23sep2022 14:52:10	6.866667	3326.009	829058.3	1108033	287.3117	250.5197	242.1242	49376.83	.0313177	.000028	165.3151	5383.301	351499.6	90588.99	1691.678	43609.08	25078.25	0	.6365926	1.41001	1.407822	.9921216	.7070938	.8430921	-.2999338	.035671	-.4595582	-1.192537	.5926759	.4802242	.097499	Controls
InsH2Bfabp_Size_03dpf_VAST01_plate02_PDX1_220923_C01	SE099	C01	1	3	2	Size	1	C	insH2Bfabp	Size	PDX1	220923	1	3	23sep2022 12:45:49	4.75	3197.976	742237.6	1033055	287.0126	247.1319	218.75	47971.19	.0285172	9.15e-06	147.0743	20935.06				-24093.21	-17120.19	1	-.1379956	-.5279112	-.6084982	-.4816124	-.6809524	-.8729028	-.5337768	-.3374571	-1.517396	1.171183				pdx1_crispants
InsH2Bfabp_Size_03dpf_VAST01_plate02_PDX1_220923_C02	SE107	C02	1	3	2	Size	2	C	insH2Bfabp	Size	PDX1	220923	1	3	23sep2022 12:54:06	4.9	3249.004	742417	1084735	289.2276	253.1086	235.1563	50363.77	.0380071	.0000743	147.3827	18004.15				-31533.43	21495.4	1	.1689275	-.5046266	-.9091607	.425144	.5685344	-.8284646	-.1586004	.9119622	.9927468	.7082121				pdx1_crispants
InsH2Bfabp_Size_03dpf_VAST01_plate02_PDX1_220923_C03	SE115	C03	1	3	2	Size	3	C	insH2Bfabp	Size	PDX1	220923	1	3	23sep2022 13:03:25	5.05	3100.588	745975.9	1080997	295.7351	252.1527	226.9273	49945.07	.0356204	.0000524	151.8355	28232.42				-5812.399	55754.52	1	-.6617522	-.425144	-.0922107	.3159605	1.559608	-.4025996	-.2052224	.6617522	.4711971	2.304645				pdx1_crispants
InsH2Bfabp_Size_03dpf_VAST01_plate02_PDX1_220923_C04	SE123	C04	1	3	2	Size	4	C	insH2Bfabp	Size	PDX1	220923	1	3	23sep2022 13:15:48	5.25	3863.973	817454.3	965554.8	235.0891	200.2207	180.4688	31552.13	.0496831	.000145	145.8701	26557.62				-48326.37		1	2.506447	1.097649	-1.435936	-1.116454		-1.018076	-2.090361	1.563708	1.755542	2.073394				pdx1_crispants
InsH2Bfabp_Size_03dpf_VAST01_plate02_PDX1_220923_C05	SE131	C05	1	3	2	Size	5	C	insH2Bfabp	Size	PDX1	220923	1	3	23sep2022 13:49:12	5.816667	3240.835	744989	1114493	275.8591	245.896	224.4915	47492.68	.0358482	.0000622	142.6095	14475.1				-27741.71	53344.26	1	.1277157	-.4363241	-.777719	1.1553	1.493731	-1.376315	-.6118298	.7003002	.6810603	.0690934				pdx1_crispants
