filename	index	well	batch	tank	plate	Project	column	row	_merge	line	proj	Exp	date	VAST	age	time	tod	length	dorsal_area	lateral_area	eye_max_d	eye_mean_d	eye_min_d	eye_area	bent_back	curvature	angle	PCE	dorsal_tail	pig_dorsal_tail	pig_dorsal_tail_Res	dorsal_area_Res	lateral_area_Res	condition	intlength	intdorsal_area	intdorsal_area_Res	intlateral_area	intlateral_area_Res	intangle	inteye_area	intbent_back	intcurvature	intPCE	intdorsal_tail	intpig_dorsal_tail	intpig_dorsal_tail_Res	conditions
InsH2Bfabp_Size_03dpf_VAST02_plate01_TP53INP1_221006_F06	SF245	F06	1	2	1	Size	6	F	matched (3)	insH2Bfabp	Size	TP53INP1	221006	2	3	06oct2022 12:51:58	4.85	3206.864	616058.9	905560.9	292.1625	261.5633	244.1923	53743.29	.0235784	.0000237	162.1817	24972.54	213268.4	57780.76	-2077.747	-42328.82	-42933.89	0	.5590041	-.464368	-.9852459	-.464368	-.8112562	-.226658	-.7221558	-.8636957	-.5361763	1.670464	.0729317	.0729317	.1610005	Controls
InsH2Bfabp_Size_03dpf_VAST02_plate01_TP53INP1_221006_F07	SF253	F07	1	2	1	Size	7	F	matched (3)	insH2Bfabp	Size	TP53INP1	221006	2	3	06oct2022 13:02:03	5.033333	3157.435	654190.7	900895.4	295.5406	261.9503	238.0518	53892.82	.0240141	.0000268	165.2514	13488.16	192991.3	64330.45	7765.6	2041.116	-40892.35	0	.2005383	.3915859	.3383501	-.6182299	-.7659457	.3345945	-.679709	-.6167268	-.1540745	-.0973936	-.6383348	.6029956	.8710608	Controls
InsH2Bfabp_Size_03dpf_VAST02_plate01_TP53INP1_221006_F08	SF261	F08	1	2	1	Size	8	F	matched (3)	insH2Bfabp	Size	TP53INP1	221006	2	3	06oct2022 13:11:46	5.183333	2777.453	619588	1018281	350.0828	309.4328	281.6406	75216.67	.0238127	.0000418	167.5906	6729.126	208991.7	65855.71	6691.883	15393.34	128053.1	0	-1.230412	-.3737245	.6182299	1.431392	2.32884	.7354442	1.162498	-.7234756	.9674216	-1.109438	-.1021915	.7115489	.8292257	Controls
InsH2Bfabp_Size_03dpf_VAST02_plate01_TP53INP1_221006_F09	SF269	F09	1	2	1	Size	9	F	matched (3)	insH2Bfabp	Size	TP53INP1	221006	2	3	06oct2022 13:22:15	5.366667	3075.888	582443.3	925897.8	285.1246	259.5206	240.625	52905.88	.0391181	.0000414	147.4182		181566.8	53862.91	-846.2098	-59414.93	-4824.937	0	-.3915859	-1.13047	-1.793784	-.2345352	-.1836288	-1.974932	-.858297	1.517059	.8636957		-1.006961	-.2805315	.3109825	Controls
InsH2Bfabp_Size_03dpf_VAST02_plate01_TP53INP1_221006_F10	SF277	F10	1	2	1	Size	10	F	matched (3)	insH2Bfabp	Size	TP53INP1	221006	2	3	06oct2022 13:36:54	5.6	2911.487	825648.8	991275				36576.54	.0510087		163.6387		420884.4	158463.4	64881.32	204538.7	82859.9	0	-.8112562	2.130716	2.130716	.8112562	1.716379	.0865434	-1.883722	2.11991			2.52324	2.52324	1.742647	Controls
InsH2Bfabp_Size_03dpf_VAST02_plate01_TP53INP1_221006_F11	SF285	F11	1	2	1	Size	11	F	matched (3)	insH2Bfabp	Size	TP53INP1	221006	2	3	06oct2022 13:48:18	5.8	2533.035	556752.9	914084.5	294.2421	260.0441	237.8906	53115.23	.0261609	.000016	150.7672	13697.51	168467.4	57122.8	4541.444	-16595.4	57021.35	0	-1.793784	-1.716379	-.2688054	-.409573	.858297	-1.510035	-.8112562	.0170527	-.9143286	-.032419	-1.224058	-.0145739	.6029956	Controls
InsH2Bfabp_Size_03dpf_VAST02_plate01_TP53INP1_221006_F12	SF293	F12	1	2	1	Size	12	F	matched (3)	insH2Bfabp	Size	TP53INP1	221006	2	3	06oct2022 14:01:09	6.016667	2548.108	620694.6	943931.9	319.4622	289.5459	276.1719	65885.62	.0210624	3.48e-06	167.5921	20755.62	232887.6	63134.16	88.85917	45444.02	84823.55	0	-1.716379	-.3383501	1.195765	.1331943	1.793784	.7582926	.3737245	-1.980752	-2.11991	.9616869	.3417246	.568394	.3727933	Controls
InsH2Bfabp_Size_03dpf_VAST02_plate01_TP53INP1_221006_G01	SF206	G01	1	3	1	Size	1	G	matched (3)	insH2Bfabp	Size	TP53INP1	221006	2	3	06oct2022 12:01:13	4.016667	2330.898	538419.8	851488.6	280.4561	240.0214	210.5469	45249.63	.0419553	.0000612	149.6475		133236.7	49406.74	2547.995	-9418.085	21853.5	1	-2.715253	-2.130716	0	-1.230412	.3208232	-1.697219	-1.716379	1.703709	1.871871		-2.52324	-.404226	.5344601	tp53inp1_crispants
InsH2Bfabp_Size_03dpf_VAST02_plate01_TP53INP1_221006_G02	SF214	G02	1	3	1	Size	2	G	matched (3)	insH2Bfabp	Size	TP53INP1	221006	2	3	06oct2022 12:11:58	4.183333	2376.665	500347.9	999888.3	323.2917	283.9919	264.8558	63343.51	.0284476	.0000384	161.4739	22250.98				-53265.95	164043.1	1	-2.32884	-2.715253	-1.386603	.9073185	2.715253	-.3163668	.2175053	.3661064	.6798513	1.193283				tp53inp1_crispants
InsH2Bfabp_Size_03dpf_VAST02_plate01_TP53INP1_221006_G03	SF222	G03	1	3	1	Size	3	G	matched (3)	insH2Bfabp	Size	TP53INP1	221006	2	3	06oct2022 12:21:13	4.35	3335.429	619827.3	1050940	333.1909	290.6761	262.5	66394.05	.0234525	.0000384	168.0351	16448.97				-54785.86	85000.19	1	1.30453	-.3559816	-1.530764	2.130716	1.883722	.9859902	.409573	-.8887273	.6585199	.2959852				tp53inp1_crispants
InsH2Bfabp_Size_03dpf_VAST02_plate01_TP53INP1_221006_G04	SF230	G04	1	3	1	Size	4	G	matched (3)	insH2Bfabp	Size	TP53INP1	221006	2	3	06oct2022 12:30:56	4.5	3193.057	628919.1	932178.4	316.9181	276.1744	250.5119	59904.18	.0244057	.0000124	162.5973	9630.127	212132	55477.91	-4196	-27726.19	-14442.97	1	.464368	-.1499619	-.6384531	-.0166009	-.3915859	-.1913188	-.0997664	-.5165903	-1.146228	-.556914	.0437342	-.1906023	-.0437342	tp53inp1_crispants
InsH2Bfabp_Size_03dpf_VAST02_plate01_TP53INP1_221006_G06	SF246	G06	1	3	1	Size	6	G	matched (3)	insH2Bfabp	Size	TP53INP1	221006	2	3	06oct2022 12:52:56	4.866667	2785.883	568536.4	893029.8	307.3383	270.3883	243.3594	57421.88	.0245592	.0000279	169.8955		189955.8	62386.48	6314.708	-36722.14	1657.859	1	-1.162498	-1.431392	-.8112562	-.7221558	-.0664496	1.281552	-.3915859	-.4213913	-.051178		-.7496121	.5344601	.7496121	tp53inp1_crispants
InsH2Bfabp_Size_03dpf_VAST02_plate01_TP53INP1_221006_G07	SF254	G07	1	3	1	Size	7	G	matched (3)	insH2Bfabp	Size	TP53INP1	221006	2	3	06oct2022 13:03:21	5.05	3272.93	650631.7	926675.4	351.6702			75934.45	.025606	.0000286	165.9897	9809.57				-16093.78	-30783.83	1	1.012585	.3559816	-.2345352	-.2175053	-.679709	.4275682	1.30453	-.136841	.0170527	-.5318533				tp53inp1_crispants
InsH2Bfabp_Size_03dpf_VAST02_plate01_TP53INP1_221006_G09	SF270	G09	1	3	1	Size	9	G	matched (3)	insH2Bfabp	Size	TP53INP1	221006	2	3	06oct2022 13:23:17	5.383333	2894.221	602869.9	938219.6	334.7284	282.6171	260.4404	62745.36	.0293524	.0000129	164.508	31492.31				-16061.33	32147.23	1	-.9073185	-.7221558	-.2175053	.0332065	.5590041	.1913188	.1499619	.5165903	-1.082768	2.228277				tp53inp1_crispants
InsH2Bfabp_Size_03dpf_VAST02_plate01_TP53INP1_221006_G10	SF278	G10	1	3	1	Size	10	G	matched (3)	insH2Bfabp	Size	TP53INP1	221006	2	3	06oct2022 13:40:54	5.666667	3086.513	588424.7	1002640	303.9228	276.2175	262.5	59993.9	.0217099	8.50e-06	168.7377	12620.85				-54774.34	70475.36	1	-.3033943	-.9852459	-1.479252	.9852459	1.162498	1.105448	-.0830965	-1.573313	-1.573313	-.1518435				tp53inp1_crispants
InsH2Bfabp_Size_03dpf_VAST02_plate01_TP53INP1_221006_G11	SF286	G11	1	3	1	Size	11	G	matched (3)	insH2Bfabp	Size	TP53INP1	221006	2	3	06oct2022 13:49:15	5.816667	3173.568	641510	935288.7	308.6452	269.262	247.7775	56943.36	.0280521	.0000485	165.3389		193828.7	38490.6	-18210.27	-12675.68	-8688.196	1	.3208232	.1836288	-.0997664	0	-.3208232	.371393	-.4459558	.2763062	1.41707		-.6029956	-1.108973	-.9144792	tp53inp1_crispants
InsH2Bfabp_Size_03dpf_VAST02_plate01_TP53INP1_221006_G12	SF294	G12	1	3	1	Size	12	G	matched (3)	insH2Bfabp	Size	TP53INP1	221006	2	3	06oct2022 14:01:58	6.016667	2667.395	647341.9	952096.6	347.1826	304.1278	284.375	72644.66	.0244243	.0000476	163.1614	21892.09	267310.8	55896.61	-12740.14	57036.94	76802.16	1	-1.58669	.3208232	1.386603	.1836288	1.30453	-.1039092	.8345458	-.4972006	1.371985	1.150349	.8710608	-.1021915	-.568394	tp53inp1_crispants
InsH2Bfabp_Size_03dpf_VAST02_plate01_TP53INP1_221006_H01	SF207	H01	1	4	1	Size	1	H	matched (3)	insH2Bfabp	Size	TP53INP1	221006	2	3	06oct2022 12:02:57	4.033333	3196.775	639266.9	961577.1	341.7702	307.4283	281.6406	74229.73	.0288558	.0000267	167.7735	7088.013				-17847.54	14451.28	0	.482939	.1164641	-.286057	.3737245	.1667717	.8293674	.9852459	.4028279	-.1713538	-1.032743				Controls
InsH2Bfabp_Size_03dpf_VAST02_plate01_TP53INP1_221006_H02	SF215	H02	1	4	1	Size	2	H	matched (3)	insH2Bfabp	Size	TP53INP1	221006	2	3	06oct2022 12:12:50	4.2	2922.324	596290.3	911572.3	273.0119	239.786	226.8149	45159.91	.0360098	.000031	145.6914					-26187.56	1686.593	0	-.7883986	-.8463617	-.5785188	-.4459558	-.0498212	-2.3136	-1.793784	1.41707	.223522					Controls
InsH2Bfabp_Size_03dpf_VAST02_plate01_TP53INP1_221006_H03	SF223	H03	1	4	1	Size	3	H	matched (3)	insH2Bfabp	Size	TP53INP1	221006	2	3	06oct2022 12:22:20	4.366667	3385.036	633016.4	986430.1	310.3756	266.6334	232.4219	55836.79	.0338612	.0000308	164.6851	19948.12				-47857.26	13759.13	0	1.716379	-.0664496	-1.162498	.7007746	.1499619	.226658	-.501678	1.179761	.206072	.7727757				Controls
InsH2Bfabp_Size_03dpf_VAST02_plate01_TP53INP1_221006_H05	SF239	H05	1	4	1	Size	5	H	matched (3)	insH2Bfabp	Size	TP53INP1	221006	2	3	06oct2022 12:43:45	4.716667	3165.011	658497.3	898622.4	283.08	254.591	237.8906	50961.91	.0299458	.0000117	152.4475	15043.33	211189.9	84592.59	25071.71	5391.572	-44193.33	0	.2688054	.4459558	.4459558	-.6589408	-.8825426	-1.281552	-1.069669	.5962318	-1.214676	.1627825	-.0145739	.9596939	1.108973	Controls
InsH2Bfabp_Size_03dpf_VAST02_plate01_TP53INP1_221006_H06	SF247	H06	1	4	1	Size	6	H	matched (3)	insH2Bfabp	Size	TP53INP1	221006	2	3	06oct2022 12:53:47	4.883333	3284.292	676262.2	1001802	342.252	310.0155	289.8438	75515.75	.0271785	.0000258	171.5748					8102.792	42801.39	0	1.069669	.679709	.482939	.9586237	.7007746	1.974932	1.230412	.206072	-.294066					Controls
InsH2Bfabp_Size_03dpf_VAST02_plate01_TP53INP1_221006_H07	SF255	H07	1	4	1	Size	7	H	matched (3)	insH2Bfabp	Size	TP53INP1	221006	2	3	06oct2022 13:04:14	5.066667	3250.568	664718	966900.6	365.0756	323.513	311.7188	82244.88	.0286735	.0000177	154.6506	5712.28	271707.2	126358	57007.17	814.7298	12475.7	0	.9073185	.5205949	.2688054	.501678	.1331943	-1.105448	1.992123	.3844023	-.7916386	-1.337577	.9596939	1.622711	1.622711	Controls
InsH2Bfabp_Size_03dpf_VAST02_plate01_TP53INP1_221006_H08	SF263	H08	1	4	1	Size	8	H	matched (3)	insH2Bfabp	Size	TP53INP1	221006	2	3	06oct2022 13:15:03	5.25	3178.305	620784.3	956881.7	312.3665	275.1335	248.8281	59455.57	.0217349	.0000241	169.7728	14056.4				-33999.17	12262.07	0	.3559816	-.3208232	-.7007746	.286057	.1164641	1.243203	-.2090143	-1.517059	-.4972006	.0432312				Controls
InsH2Bfabp_Size_03dpf_VAST02_plate01_TP53INP1_221006_H09	SF271	H09	1	4	1	Size	9	H	matched (3)	insH2Bfabp	Size	TP53INP1	221006	2	3	06oct2022 13:24:17	5.4	3168.278	638280	961038.8	340.1917	287.1943	258.3945	64794.01	.02603	.0000417	164.009	17286.38				-15238.09	17779.7	0	.3033943	.0664496	-.2005383	.3559816	.2175053	.1387406	.3383501	0	.9405437	.4110519				Controls
InsH2Bfabp_Size_03dpf_VAST02_plate01_TP53INP1_221006_H10	SF279	H10	1	4	1	Size	10	H	matched (3)	insH2Bfabp	Size	TP53INP1	221006	2	3	06oct2022 13:42:22	5.7	2970.441	640822.1	966571.6	342.5062	298.2021	281.8468	69923.09	.0245741	.0000308	160.4664	17495.73				12271.8	50157.06	0	-.6182299	.1499619	.5590041	.464368	.7438725	-.4851271	.6384531	-.4028279	.1886844	.4346822				Controls
InsH2Bfabp_Size_03dpf_VAST02_plate01_TP53INP1_221006_H11	SF287	H11	1	4	1	Size	11	H	matched (3)	insH2Bfabp	Size	TP53INP1	221006	2	3	06oct2022 13:51:02	5.85	2956.881	864348.8	627483.5				34064.33	.0655583	.0000462						237509.7	-287091.1	0	-.6384531	2.715253	2.32884	-2.715253	-2.715253		-2.130716	2.706351	1.214676					Controls
InsH2Bfabp_Size_03dpf_VAST02_plate01_TP53INP1_221006_H12	SF295	H12	1	4	1	Size	12	H	matched (3)	insH2Bfabp	Size	TP53INP1	221006	2	3	06oct2022 14:03:23	6.05	3346.578	716696.8	1033983	348.3358	308.6251	296.2093	74827.88	.0250419	.0000495	163.2383	21652.83	295333.9	61878.05	-11310.56	40676.67	66530.02	0	1.386603	1.386603	1.040703	1.716379	.9852459	-.0692036	1.040703	-.3119191	1.465234	1.070303	1.288206	.5011308	-.404226	Controls
InsH2Bfabp_Size_03dpf_VAST02_plate02_TP53INP1_221006_A01	SF296	A01	1	1	2	Size	1	A	matched (3)	insH2Bfabp	Size	TP53INP1	221006	2	3	06oct2022 14:07:10	6.116667	3357.086	681974.5	1000696	344.3347	309.1341	292.5781	75067.14	.0238107	.0000254	157.4344	7925.415				4628.299	31817.47	1	1.479252	.8112562	.409573	.9326642	.5205949	-.7815437	1.13047	-.7458098	-.3844023	-.8633755				tp53inp1_crispants
InsH2Bfabp_Size_03dpf_VAST02_plate02_TP53INP1_221006_A02	SF304	A02	1	1	2	Size	2	A	matched (3)	insH2Bfabp	Size	TP53INP1	221006	2	3	06oct2022 14:16:31	6.266667	3318.25	619109.5	920245.4	288.9159	254.6584	232.4219	50991.82	.0296442	.0000224	160.6945	23387.45	224393.9	53444.21	-8221.436	-53335.57	-43363.43	1	1.195765	-.3915859	-1.431392	-.3383501	-.8345458	-.4275682	-1.040703	.5361763	-.6167268	1.337577	.2203721	-.3109825	-.2503385	tp53inp1_crispants
InsH2Bfabp_Size_03dpf_VAST02_plate02_TP53INP1_221006_A03	SF312	A03	1	1	2	Size	3	A	matched (3)	insH2Bfabp	Size	TP53INP1	221006	2	3	06oct2022 14:26:07	6.433333	3133.706	711821.9	902061.8	322.8781	282.9823	272.0085	62894.9	.031259	.0000242	165.4117	19499.51	284477.5	48359.98	-23065.2	62666.98	-36506.2	1	0	1.344434	1.431392	-.5785188	-.7221558	.3899795	.1667717	.8151858	-.4589661	.6881167	1.224058	-.4683492	-1.224058	tp53inp1_crispants
InsH2Bfabp_Size_03dpf_VAST02_plate02_TP53INP1_221006_A04	SF320	A04	1	1	2	Size	4	A	matched (3)	insH2Bfabp	Size	TP53INP1	221006	2	3	06oct2022 14:36:37	6.6	3130.675	627304.1	883309.9	335.6227	299.3145	278.7457	70401.61	.0236319	.0000264	171.1756	9031.982				-21468.37	-54846.8	1	-.0498212	-.1836288	-.4459558	-.8825426	-1.069669	1.697219	.7221558	-.8151858	-.206072	-.660987				tp53inp1_crispants
InsH2Bfabp_Size_03dpf_VAST02_plate02_TP53INP1_221006_A06	SF336	A06	1	1	2	Size	6	A	matched (3)	insH2Bfabp	Size	TP53INP1	221006	2	3	06oct2022 14:57:17	6.95	2682.829	741250.6	816586.9	340.339	286.8269	270.5477	64719.24				24673.46				148997.9	-60801.62	1	-1.479252	1.58669	1.883722	-1.530764	-1.13047		.3208232			1.48354				tp53inp1_crispants
InsH2Bfabp_Size_03dpf_VAST02_plate02_TP53INP1_221006_A09	SF360	A09	1	1	2	Size	9	A	matched (3)	insH2Bfabp	Size	TP53INP1	221006	2	3	06oct2022 15:51:51	7.85	3065.02	696509.4	971925.1	347.1774	309.559	289.6332	75306.4	.024712	.0000257	171.3063	10946.04				56022.89	42677.11	1	-.409573	1.040703	1.344434	.5982564	.679709	1.775217	1.195765	-.3844023	-.3298721	-.352934				tp53inp1_crispants
InsH2Bfabp_Size_03dpf_VAST02_plate02_TP53INP1_221006_A10	SF368	A10	1	1	2	Size	10	A	matched (3)	insH2Bfabp	Size	TP53INP1	221006	2	3	06oct2022 16:02:56	8.033334	3087.528	659663.7	929696.1	313.8363	279.2435	254.2969	61250	.0252298	.0000289	167.72	9091.797	189851.1	58558.35	2503.585	16336.55	-2606.068	1	-.2688054	.464368	.6589408	-.1164641	-.1331943	.8052253	.0166009	-.2410404	.0682605	-.6343352	-.7887937	.1315391	.5011308	tp53inp1_crispants
InsH2Bfabp_Size_03dpf_VAST02_plate02_TP53INP1_221006_A11	SF376	A11	1	1	2	Size	11	A	matched (3)	insH2Bfabp	Size	TP53INP1	221006	2	3	06oct2022 16:12:04	8.2	3188.015	667020.9	930802.6	310.6585	271.3364	246.0938	57840.58	.0197192	.0000124	166.368	1525.269	303049.9	104047.2	29605.29	11011.9	-15134.6	1	.409573	.5982564	.5397	-.0997664	-.4276937	.5244005	-.3383501	-2.706351	-1.179761	-1.878266	1.435436	1.435436	1.164587	tp53inp1_crispants
InsH2Bfabp_Size_03dpf_VAST02_plate02_TP53INP1_221006_A12	SF384	A12	1	1	2	Size	12	A	matched (3)	insH2Bfabp	Size	TP53INP1	221006	2	3	06oct2022 16:21:56	8.35	3219.359	623176.9	1017025	331.1637	283.031	251.5625	62954.71	.0217841	.0000165	168.1057	3080.444	205073.9	37204.59	-21322.85	-36787.75	66834.9	1	.6384531	-.2688054	-.8345458	1.386603	1.040703	1.014499	.1836288	-1.465234	-.8391938	-1.715755	-.2203721	-1.224058	-1.056592	tp53inp1_crispants
InsH2Bfabp_Size_03dpf_VAST02_plate02_TP53INP1_221006_B01	SF297	B01	1	2	2	Size	1	B	matched (3)	insH2Bfabp	Size	TP53INP1	221006	2	3	06oct2022 14:08:12	6.133333	2877.686	609000.9	905112.3	321.5855	280.952	259.8259	61997.68	.0244591	.0000263	164.719	15641.48	211414.2	57272.34	-2284.979	-7843.541	1283.567	0	-.9852459	-.5590041	.0332065	-.482939	-.0830965	.2444316	.0664496	-.4589661	-.2410404	.2067477	.0145739	.0145739	.0729317	Controls
InsH2Bfabp_Size_03dpf_VAST02_plate02_TP53INP1_221006_B02	SF305	B02	1	2	2	Size	2	B	matched (3)	insH2Bfabp	Size	TP53INP1	221006	2	3	06oct2022 14:17:21	6.283333	3103.597	607655	903706.7	332.0368	298.9975	283.4607	70222.17	.0317593	6.38e-06						-37700.05	-30775.79	0	-.1667717	-.5785188	-.8825426	-.501678	-.6589408		.6692888	.8636957	-1.635039					Controls
InsH2Bfabp_Size_03dpf_VAST02_plate02_TP53INP1_221006_B04	SF321	B04	1	2	2	Size	4	B	matched (3)	insH2Bfabp	Size	TP53INP1	221006	2	3	06oct2022 14:37:55	6.616667	3335.192	637532.4	983020.6	299.3554	265.8472	247.7126	55507.81	.023675	.0000314	166.4673		210696.4	42348.63	-17092.09	-37050.82	17112.98	0	1.266601	.0332065	-.858297	.6589408	.2005383	.5645002	-.5397	-.7916386	.2410404		-.0729317	-.8292257	-.8710608	Controls
InsH2Bfabp_Size_03dpf_VAST02_plate02_TP53INP1_221006_B05	SF329	B05	1	2	2	Size	5	B	matched (3)	insH2Bfabp	Size	TP53INP1	221006	2	3	06oct2022 14:47:54	6.783333	3080.766	638908.1	929307.3	325.4576	291.7711	275.7733	66902.47	.0233696	.0000275	164.5919	19170.53				-3565.698	-2077.351	0	-.3559816	.0830965	.1667717	-.1331943	-.1164641	.2089558	.4459558	-.9674216	-.0682605	.660987				Controls
InsH2Bfabp_Size_03dpf_VAST02_plate02_TP53INP1_221006_B06	SF337	B06	1	2	2	Size	6	B	matched (3)	insH2Bfabp	Size	TP53INP1	221006	2	3	06oct2022 14:58:08	6.966667	3240.249	643782.9	983409.4	337.9484	300.9813	283.4095	71179.2	.029077	.0000439	156.098	12441.41				-18818.06	30384.67	0	.8112562	.2345352	-.3383501	.679709	.464368	-.9582613	.7659457	.440101	1.146228	-.2067477				Controls
InsH2Bfabp_Size_03dpf_VAST02_plate02_TP53INP1_221006_B07	SF345	B07	1	2	2	Size	7	B	matched (3)	insH2Bfabp	Size	TP53INP1	221006	2	3	06oct2022 15:33:03	7.55	3416.214	687537.3	970310.1	309.8482	277.6098	257.0313	60532.23	.0231762	.0000187	163.628	8882.446	234966.1	50124.51	-13258.41	2728.848	-6591.401	0	2.130716	.9586237	.3559816	.5397	-.2688054	.0692036	-.0664496	-1.052616	-.7234756	-.7157626	.4360634	-.3727933	-.6383348	Controls
InsH2Bfabp_Size_03dpf_VAST02_plate02_TP53INP1_221006_B09	SF361	B09	1	2	2	Size	9	B	matched (3)	insH2Bfabp	Size	TP53INP1	221006	2	3	06oct2022 15:53:02	7.883333	3201.211	666422.8	927213.8	310.1793	278.9771	263.3178	61130.37	.0224184	.000029	163.1913					8748.487	-20513.95	0	.5397	.5785188	.501678	-.2005383	-.5590041	-.0865434	0	-1.329529	.085363					Controls
InsH2Bfabp_Size_03dpf_VAST02_plate02_TP53INP1_221006_B10	SF369	B10	1	2	2	Size	10	B	matched (3)	insH2Bfabp	Size	TP53INP1	221006	2	3	06oct2022 16:04:04	8.066667	2927.959	603976.4	821342.2	270.6481	250.7983	240.625	49466.55	.0293279	.0000527	162.8488	15402.22	206868.3	44801.02	-14017.89	-19212.59	-89308.09	0	-.7438725	-.679709	-.3559816	-1.479252	-1.530764	-.1562169	-1.266601	.477996	1.635039	.1847205	-.1610005	-.6029956	-.6744897	Controls
InsH2Bfabp_Size_03dpf_VAST02_plate02_TP53INP1_221006_B11	SF377	B11	1	2	2	Size	11	B	matched (3)	insH2Bfabp	Size	TP53INP1	221006	2	3	06oct2022 16:13:53	8.216666	3245.115	683559.6	1026147	367.6834	318.2606	294.3248	79553.22	.0199763	.0000253	166.2916					20344.37	72461.74	0	.858297	.9073185	.7438725	1.530764	1.195765	.4851271	1.58669	-2.318758	-.4028279					Controls
InsH2Bfabp_Size_03dpf_VAST02_plate02_TP53INP1_221006_B12	SF385	B12	1	2	2	Size	12	B	matched (3)	insH2Bfabp	Size	TP53INP1	221006	2	3	06oct2022 16:23:15	8.383333	3327.922	690946.6	966631.5	323.2076	275.9509	253.3882	59814.45	.0230223	.0000263	166.3568	14325.56	247572	53922.73	-11507.8	17280.96	1710.357	0	1.230412	.9852459	.679709	.482939	-.0332065	.5046665	-.1248248	-1.113937	-.223522	.0973936	.6383348	-.2503385	-.4360634	Controls
InsH2Bfabp_Size_03dpf_VAST02_plate02_TP53INP1_221006_C01	SF298	C01	1	3	2	Size	1	C	matched (3)	insH2Bfabp	Size	TP53INP1	221006	2	3	06oct2022 14:09:19	6.15	2746.538	597486.6	871466.7	309.1897	275.3414	252.5149	59545.29	.0254177	.0000332	159.7404					-2806.489	-14566.56	1	-1.344434	-.8112562	.1836288	-1.012585	-.409573	-.5244005	-.1667717	-.1540745	.3298721					tp53inp1_crispants
InsH2Bfabp_Size_03dpf_VAST02_plate02_TP53INP1_221006_C03	SF314	C03	1	3	2	Size	3	C	matched (3)	insH2Bfabp	Size	TP53INP1	221006	2	3	06oct2022 14:29:08	6.483333	2818.385	612529.9	995222.8	288.8877	261.6792	248.8281	53803.1	.0344385	.0000394	164.8219	20067.75	187219.2	59799.5	4172.231	3169.598	99440.65	1	-1.069669	-.5205949	.3915859	.858297	2.130716	.2622828	-.7007746	1.289343	.7234756	.8022406	-.8710608	.404226	.568394	tp53inp1_crispants
InsH2Bfabp_Size_03dpf_VAST02_plate02_TP53INP1_221006_C04	SF322	C04	1	3	2	Size	4	C	matched (3)	insH2Bfabp	Size	TP53INP1	221006	2	3	06oct2022 14:38:49	6.633333	2897.189	606309.2	988374	341.8249	305.5568	292.3895	73347.48	.025717	.000037	163.4297	16090.09				-12996.59	81898.88	1	-.858297	-.6384531	-.1164641	.7221558	1.58669	.017288	.8825426	-.1024905	.5361763	.273482				tp53inp1_crispants
InsH2Bfabp_Size_03dpf_VAST02_plate02_TP53INP1_221006_C05	SF330	C05	1	3	2	Size	5	C	matched (3)	insH2Bfabp	Size	TP53INP1	221006	2	3	06oct2022 14:48:56	6.8	3003.54	575534.7	923236.1	287.7272	256.4418	235.3152	51649.78	.0259963	.0000363	163.4233		162725.2	39806.52	-11842.12	-57192.89	2330.25	1	-.5205949	-1.30453	-1.648073	-.2688054	-.0166009	0	-.9326642	-.0170527	.477996		-1.435436	-1.056592	-.4683492	tp53inp1_crispants
InsH2Bfabp_Size_03dpf_VAST02_plate02_TP53INP1_221006_C07	SF346	C07	1	3	2	Size	7	C	matched (3)	insH2Bfabp	Size	TP53INP1	221006	2	3	06oct2022 15:34:10	7.566667	2669.969	634691.2	902869.3	316.7133	281.7013	266.7705	62326.66	.0573761		140.2054	17166.75				44061.38	27225.62	1	-1.530764	-.0498212	1.162498	-.5397	.409573	-2.701799	.1164641	2.318758		.3644564				tp53inp1_crispants
InsH2Bfabp_Size_03dpf_VAST02_plate02_TP53INP1_221006_C10	SF370	C10	1	3	2	Size	10	C	matched (3)	insH2Bfabp	Size	TP53INP1	221006	2	3	06oct2022 16:05:10	8.083333	3441.629	682722.2	1034132	340.1411	303.799	287.9804	72495.12	.0263183	.0000375	162.8871	13936.77	272454.8	60472.41	-8999.897	-5293.707	53782	1	2.715253	.858297	.1499619	1.793784	.7883986	-.1387406	.8112562	.085363	.5962318	.0108046	1.006961	.4683492	-.3109825	tp53inp1_crispants
InsH2Bfabp_Size_03dpf_VAST02_plate02_TP53INP1_221006_C11	SF378	C11	1	3	2	Size	11	C	matched (3)	insH2Bfabp	Size	TP53INP1	221006	2	3	06oct2022 16:14:48	8.233334	3184.435	698543.1	960650	337.5812	296.318	275.9331	68966.06	.0228898	.000015	164.184	10617.07	243429.9	69953	5195.29	42986	15198.65	1	.3915859	1.099562	1.13047	.3383501	.1836288	.1562169	.5590041	-1.146228	-.9950172	-.4346822	.568394	.8292257	.7115489	tp53inp1_crispants
InsH2Bfabp_Size_03dpf_VAST02_plate02_TP53INP1_221006_C12	SF386	C12	1	3	2	Size	12	C	matched (3)	insH2Bfabp	Size	TP53INP1	221006	2	3	06oct2022 16:24:22	8.4	3060.021	577179.6	884625.9	293.022	248.9833	224.2188	48688.96	.0302006	.0000398	155.1968	19678.96	185394.9	43096.31	-12234.62	-62676.04	-43943.76	1	-.4276937	-1.266601	-1.992123	-.858297	-.858297	-1.043857	-1.431392	.6798513	.7916386	.7157626	-.9144792	-.7496121	-.5344601	tp53inp1_crispants
