index	filename	time	control_1_mutant_2_uninjected_0	plate	treatment	column	row	well	luminescenceplatea	luminescenceplateb	rlu_mean	rlu_percstdev	conc	rlublanksub	rsquared_gluglo	stdcurvefunction_gluglo	intercept_gluglo	slope_gluglo	blank_gluglo	maxstd_gluglo	glucconc_well_um	gluc	row384	column384	gluglo_assayfilename	assay_plate	date	experiment	gene	diet	fasted	age	luminiscence_d	delta_lum_d	luminiscence_dd	random_nr	assay_jitter	time_jitter	sirt1_dich	intgluc
SIRT1_067	20240516_GGTassay_7dpf_SIRT1_fasted_plate01_C09	0	2	plate01	fasted	9	C	E09	76130	89330	82730	11.28226	NA	76133.75	.9966736	y = 35041.9482854681 * x + ( 1697.49581175753 )	1697.496	35041.95	6596.25	1756625	2.124204	6.034671	E	9	20240920_gluGLO_SIRT1-01	1	20240516	GGTassay	SIRT1	fasted	1	7	82730	13200	1.173388	86	1.122	3.39	1	-.8932204
SIRT1_508	20240516_GGTassay_7dpf_SIRT1_fasted_plate06_D06	0	1	plate06	fasted	6	D	G19	93040	84460	88750	6.83603	NA	79793.16	.9970179	y = 33764.8363388985 * x + ( -2836.85115240107 )	-2836.851	33764.84	8956.833	1698500	2.447221	6.952332	G	19	20241004_gluGLO_SIRT1-02	2	20240516	GGTassay	SIRT1	fasted	1	7	88750	8580	.9077816	60	2.07	2.35	0	-.6373252
SIRT1_215	20240516_GGTassay_7dpf_SIRT1_fasted_plate03_G03	0	2	plate03	fasted	3	G	N03	135700	132500	134100	1.687354	NA	127503.8	.9966736	y = 35041.9482854681 * x + ( 1697.49581175753 )	1697.496	35041.95	6596.25	1756625	3.590162	10.19932	N	3	20240920_gluGLO_SIRT1-01	1	20240516	GGTassay	SIRT1	fasted	1	7	134100	3200	.9764186	63	1.076	2.47	1	.1119418
SIRT1_212	20240516_GGTassay_7dpf_SIRT1_fasted_plate03_D03	0	2	plate03	fasted	3	D	H03	166400	150000	158200	7.33031	NA	151603.8	.9966736	y = 35041.9482854681 * x + ( 1697.49581175753 )	1697.496	35041.95	6596.25	1756625	4.277909	12.15315	H	3	20240920_gluGLO_SIRT1-01	1	20240516	GGTassay	SIRT1	fasted	1	7	158200	16400	.9014423	77	1.104	3.03	1	.3941392
SIRT1_510	20240516_GGTassay_7dpf_SIRT1_fasted_plate06_F06	0	1	plate06	fasted	6	F	K19	97440	98410	97925	.7004275	NA	88968.16	.9970179	y = 33764.8363388985 * x + ( -2836.85115240107 )	-2836.851	33764.84	8956.833	1698500	2.718953	7.724299	K	19	20241004_gluGLO_SIRT1-02	2	20240516	GGTassay	SIRT1	fasted	1	7	97925	970	1.009955	71	2.092	2.79	0	-.4658759
SIRT1_222	20240516_GGTassay_7dpf_SIRT1_fasted_plate03_F04	0	1	plate03	fasted	4	F	L04	52560	50790	51675	2.42202	NA	45078.75	.9966736	y = 35041.9482854681 * x + ( 1697.49581175753 )	1697.496	35041.95	6596.25	1756625	1.237981	3.51699	L	4	20240920_gluGLO_SIRT1-01	1	20240516	GGTassay	SIRT1	fasted	1	7	51675	1770	.9663242	20	.99	.75	0	-1.700003
SIRT1_499	20240516_GGTassay_7dpf_SIRT1_fasted_plate06_C05	0	2	plate06	fasted	5	C	E18	51540	53390	52465	2.493372	NA	43508.17	.9970179	y = 33764.8363388985 * x + ( -2836.85115240107 )	-2836.851	33764.84	8956.833	1698500	1.372582	3.899382	E	18	20241004_gluGLO_SIRT1-02	2	20240516	GGTassay	SIRT1	fasted	1	7	52465	1850	1.035894	57	2.064	2.23	1	-1.575169
SIRT1_505	20240516_GGTassay_7dpf_SIRT1_fasted_plate06_A06	0	1	plate06	fasted	6	A	A19	53070	50340	51705	3.733491	NA	42748.17	.9970179	y = 33764.8363388985 * x + ( -2836.85115240107 )	-2836.851	33764.84	8956.833	1698500	1.350074	3.835437	A	19	20241004_gluGLO_SIRT1-02	2	20240516	GGTassay	SIRT1	fasted	1	7	51705	2730	.9485585	81	2.112	3.19	0	-1.594297
SIRT1_065	20240516_GGTassay_7dpf_SIRT1_fasted_plate01_A09	0	2	plate01	fasted	9	A	A09	79550	82940	81245	2.950449	NA	74648.75	.9966736	y = 35041.9482854681 * x + ( 1697.49581175753 )	1697.496	35041.95	6596.25	1756625	2.081826	5.914279	A	9	20240920_gluGLO_SIRT1-01	1	20240516	GGTassay	SIRT1	fasted	1	7	81245	3390	1.042615	79	1.108	3.11	1	-.9261889
SIRT1_418	20240516_GGTassay_7dpf_SIRT1_fasted_plate05_B07	0	2	plate05	fasted	7	B	C07	83390	89200	86295	4.760751	NA	77338.16	.9970179	y = 33764.8363388985 * x + ( -2836.85115240107 )	-2836.851	33764.84	8956.833	1698500	2.374512	6.745773	C	7	20241004_gluGLO_SIRT1-02	2	20240516	GGTassay	SIRT1	fasted	1	7	86295	5810	1.069673	14	1.978	.51	1	-.6986311
SIRT1_211	20240516_GGTassay_7dpf_SIRT1_fasted_plate03_C03	0	2	plate03	fasted	3	C	F03	137800	131700	134750	3.201003	NA	128153.8	.9966736	y = 35041.9482854681 * x + ( 1697.49581175753 )	1697.496	35041.95	6596.25	1756625	3.608711	10.25202	F	3	20240920_gluGLO_SIRT1-01	1	20240516	GGTassay	SIRT1	fasted	1	7	134750	6100	.9557329	42	1.034	1.63	1	.1229156
SIRT1_079	20240516_GGTassay_7dpf_SIRT1_fasted_plate01_G10	0	1	plate01	fasted	10	G	M10	92470	94250	93360	1.348168	NA	86763.75	.9966736	y = 35041.9482854681 * x + ( 1697.49581175753 )	1697.496	35041.95	6596.25	1756625	2.427555	6.896463	M	10	20240920_gluGLO_SIRT1-01	1	20240516	GGTassay	SIRT1	fasted	1	7	93360	1780	1.019249	30	1.01	1.15	0	-.6507353
SIRT1_506	20240516_GGTassay_7dpf_SIRT1_fasted_plate06_B06	0	1	plate06	fasted	6	B	C19	41310	42530	41920	2.057897	NA	32963.17	.9970179	y = 33764.8363388985 * x + ( -2836.85115240107 )	-2836.851	33764.84	8956.833	1698500	1.060275	3.012145	C	19	20241004_gluGLO_SIRT1-02	2	20240516	GGTassay	SIRT1	fasted	1	7	41920	1220	1.029533	6	1.962	.19	0	-1.80077
SIRT1_501	20240516_GGTassay_7dpf_SIRT1_fasted_plate06_E05	0	2	plate06	fasted	5	E	I18	48540	47320	47930	1.799855	NA	38973.17	.9970179	y = 33764.8363388985 * x + ( -2836.85115240107 )	-2836.851	33764.84	8956.833	1698500	1.238271	3.517815	I	18	20241004_gluGLO_SIRT1-02	2	20240516	GGTassay	SIRT1	fasted	1	7	47930	1220	.9748661	64	2.078	2.51	1	-1.677328
SIRT1_080	20240516_GGTassay_7dpf_SIRT1_fasted_plate01_H10	0	1	plate01	fasted	10	H	O10	42100	42880	42490	1.298054	NA	35893.75	.9966736	y = 35041.9482854681 * x + ( 1697.49581175753 )	1697.496	35041.95	6596.25	1756625	.9758663	2.772347	O	10	20240920_gluGLO_SIRT1-01	1	20240516	GGTassay	SIRT1	fasted	1	7	42490	780	1.018527	44	1.038	1.71	0	-1.998595
SIRT1_101	20240516_GGTassay_7dpf_SIRT1_fasted_plate02_E01	0	2	plate02	fasted	1	E	I14	111700	107200	109450	2.907246	NA	102853.8	.9966736	y = 35041.9482854681 * x + ( 1697.49581175753 )	1697.496	35041.95	6596.25	1756625	2.886719	8.200906	I	14	20240920_gluGLO_SIRT1-01	1	20240516	GGTassay	SIRT1	fasted	1	7	109450	4500	.9597135	44	1.038	1.71	1	-.3358864
SIRT1_103	20240516_GGTassay_7dpf_SIRT1_fasted_plate02_G01	0	2	plate02	fasted	1	G	M14	127300	133900	130600	3.573434	NA	124003.8	.9966736	y = 35041.9482854681 * x + ( 1697.49581175753 )	1697.496	35041.95	6596.25	1756625	3.490281	9.915571	M	14	20240920_gluGLO_SIRT1-01	1	20240516	GGTassay	SIRT1	fasted	1	7	130600	6600	1.051846	30	1.01	1.15	1	.0627068
SIRT1_507	20240516_GGTassay_7dpf_SIRT1_fasted_plate06_C06	0	1	plate06	fasted	6	C	E19	88310	92120	90215	2.986285	NA	81258.16	.9970179	y = 33764.8363388985 * x + ( -2836.85115240107 )	-2836.851	33764.84	8956.833	1698500	2.490609	7.075595	E	19	20241004_gluGLO_SIRT1-02	2	20240516	GGTassay	SIRT1	fasted	1	7	90215	3810	1.043144	73	2.096	2.87	0	-.6108418
SIRT1_111	20240516_GGTassay_7dpf_SIRT1_fasted_plate02_G02	0	1	plate02	fasted	2	G	M15	74610	86740	80675	10.6318	NA	74078.75	.9966736	y = 35041.9482854681 * x + ( 1697.49581175753 )	1697.496	35041.95	6596.25	1756625	2.06556	5.868069	M	15	20240920_gluGLO_SIRT1-01	1	20240516	GGTassay	SIRT1	fasted	1	7	80675	12130	1.162579	86	1.122	3.39	0	-.9345893
SIRT1_509	20240516_GGTassay_7dpf_SIRT1_fasted_plate06_E06	0	1	plate06	fasted	6	E	I19	93010	94510	93760	1.13125	NA	84803.16	.9970179	y = 33764.8363388985 * x + ( -2836.85115240107 )	-2836.851	33764.84	8956.833	1698500	2.5956	7.373864	I	19	20241004_gluGLO_SIRT1-02	2	20240516	GGTassay	SIRT1	fasted	1	7	93760	1500	1.016127	98	2.146	3.87	0	-.5527498
SIRT1_323	20240516_GGTassay_7dpf_SIRT1_fasted_plate04_C05	0	2	plate04	fasted	5	C	F18	144100	145200	144650	.5377238	NA	138053.8	.9966736	y = 35041.9482854681 * x + ( 1697.49581175753 )	1697.496	35041.95	6596.25	1756625	3.891229	11.05463	F	18	20240920_gluGLO_SIRT1-01	1	20240516	GGTassay	SIRT1	fasted	1	7	144650	1100	1.007634	47	1.044	1.83	1	.2617966
SIRT1_075	20240516_GGTassay_7dpf_SIRT1_fasted_plate01_C10	0	1	plate01	fasted	10	C	E10	66610	61870	64240	5.217444	NA	57643.75	.9966736	y = 35041.9482854681 * x + ( 1697.49581175753 )	1697.496	35041.95	6596.25	1756625	1.596551	4.535656	E	10	20240920_gluGLO_SIRT1-01	1	20240516	GGTassay	SIRT1	fasted	1	7	64240	4740	.9288395	75	1.1	2.95	0	-1.409472
SIRT1_328	20240516_GGTassay_7dpf_SIRT1_fasted_plate04_H05	0	2	plate04	fasted	5	H	P18	129800	124500	127150	2.947437	NA	120553.8	.9966736	y = 35041.9482854681 * x + ( 1697.49581175753 )	1697.496	35041.95	6596.25	1756625	3.391828	9.635875	P	18	20240920_gluGLO_SIRT1-01	1	20240516	GGTassay	SIRT1	fasted	1	7	127150	5300	.959168	66	1.082	2.59	1	.0190733
SIRT1_503	20240516_GGTassay_7dpf_SIRT1_fasted_plate06_G05	0	2	plate06	fasted	5	G	M18	103100	109800	106450	4.450555	NA	97493.16	.9970179	y = 33764.8363388985 * x + ( -2836.85115240107 )	-2836.851	33764.84	8956.833	1698500	2.971435	8.441577	M	18	20241004_gluGLO_SIRT1-02	2	20240516	GGTassay	SIRT1	fasted	1	7	106450	6700	1.064985	69	2.088	2.71	1	-.2617966
SIRT1_327	20240516_GGTassay_7dpf_SIRT1_fasted_plate04_G05	0	2	plate04	fasted	5	G	N18	201300	190900	196100	3.750082	NA	189503.8	.9966736	y = 35041.9482854681 * x + ( 1697.49581175753 )	1697.496	35041.95	6596.25	1756625	5.359469	15.22577	N	18	20240920_gluGLO_SIRT1-01	1	20240516	GGTassay	SIRT1	fasted	1	7	196100	10400	.9483358	61	1.072	2.39	1	.8300301
SIRT1_221	20240516_GGTassay_7dpf_SIRT1_fasted_plate03_E04	0	1	plate03	fasted	4	E	J04	97330	91290	94310	4.528603	NA	87713.75	.9966736	y = 35041.9482854681 * x + ( 1697.49581175753 )	1697.496	35041.95	6596.25	1756625	2.454665	6.973481	J	4	20240920_gluGLO_SIRT1-01	1	20240516	GGTassay	SIRT1	fasted	1	7	94310	6040	.9379431	11	.972	.39	0	-.630663
SIRT1_108	20240516_GGTassay_7dpf_SIRT1_fasted_plate02_D02	0	1	plate02	fasted	2	D	G15	142200	147200	144700	2.443354	NA	138103.8	.9966736	y = 35041.9482854681 * x + ( 1697.49581175753 )	1697.496	35041.95	6596.25	1756625	3.892656	11.05868	G	15	20240920_gluGLO_SIRT1-01	1	20240516	GGTassay	SIRT1	fasted	1	7	144700	5000	1.035162	55	1.06	2.15	0	.26744
SIRT1_077	20240516_GGTassay_7dpf_SIRT1_fasted_plate01_E10	0	1	plate01	fasted	10	E	I10	69750	68890	69320	.8772531	NA	62723.75	.9966736	y = 35041.9482854681 * x + ( 1697.49581175753 )	1697.496	35041.95	6596.25	1756625	1.74152	4.9475	I	10	20240920_gluGLO_SIRT1-01	1	20240516	GGTassay	SIRT1	fasted	1	7	69320	860	.9876702	52	1.054	2.03	0	-1.275382
SIRT1_426	20240516_GGTassay_7dpf_SIRT1_fasted_plate05_B08	0	1	plate05	fasted	8	B	C08	93630	91260	92445	1.8128	NA	83488.16	.9970179	y = 33764.8363388985 * x + ( -2836.85115240107 )	-2836.851	33764.84	8956.833	1698500	2.556654	7.263223	C	8	20241004_gluGLO_SIRT1-02	2	20240516	GGTassay	SIRT1	fasted	1	7	92445	2370	.9746876	76	2.102	2.99	0	-.5783268
SIRT1_424	20240516_GGTassay_7dpf_SIRT1_fasted_plate05_H07	0	2	plate05	fasted	7	H	O07	134800	143000	138900	4.174425	NA	129943.2	.9970179	y = 33764.8363388985 * x + ( -2836.85115240107 )	-2836.851	33764.84	8956.833	1698500	3.932494	11.17186	O	7	20241004_gluGLO_SIRT1-02	2	20240516	GGTassay	SIRT1	fasted	1	7	138900	8200	1.060831	95	2.14	3.75	1	.2844221
SIRT1_044	20240516_GGTassay_7dpf_SIRT1_fasted_plate01_D06	60	1	plate01	fasted	6	D	G06	150800	152600	151700	.8390192	NA	145103.8	.9966736	y = 35041.9482854681 * x + ( 1697.49581175753 )	1697.496	35041.95	6596.25	1756625	4.092417	11.62618	G	6	20240920_gluGLO_SIRT1-01	1	20240516	GGTassay	SIRT1	fasted	1	7	151700	1800	1.011936	98	1.146	63.87	0	.3474399
SIRT1_042	20240516_GGTassay_7dpf_SIRT1_fasted_plate01_B06	60	1	plate01	fasted	6	B	C06	332400	357600	345000	5.164954	NA	338403.8	.9966736	y = 35041.9482854681 * x + ( 1697.49581175753 )	1697.496	35041.95	6596.25	1756625	9.608663	27.29734	C	6	20240920_gluGLO_SIRT1-01	1	20240516	GGTassay	SIRT1	fasted	1	7	345000	25200	1.075812	58	1.066	62.27	0	1.858885
SIRT1_397	20240516_GGTassay_7dpf_SIRT1_fasted_plate05_E04	60	1	plate05	fasted	4	E	I04	119200	121500	120350	1.351347	NA	111393.2	.9970179	y = 33764.8363388985 * x + ( -2836.85115240107 )	-2836.851	33764.84	8956.833	1698500	3.383106	9.611096	I	4	20241004_gluGLO_SIRT1-02	2	20240516	GGTassay	SIRT1	fasted	1	7	120350	2300	1.019295	51	2.052	61.99	0	.0136234
SIRT1_263	20240516_GGTassay_7dpf_SIRT1_fasted_plate03_G09	60	2	plate03	fasted	9	G	N09	83990	82730	83360	1.068803	NA	76763.75	.9966736	y = 35041.9482854681 * x + ( 1697.49581175753 )	1697.496	35041.95	6596.25	1756625	2.142183	6.085746	N	9	20240920_gluGLO_SIRT1-01	1	20240516	GGTassay	SIRT1	fasted	1	7	83360	1260	.9849982	72	1.094	62.83	1	-.8770955
SIRT1_535	20240516_GGTassay_7dpf_SIRT1_fasted_plate06_G09	60	2	plate06	fasted	9	G	M22	268500	272100	270300	.9417626	NA	261343.2	.9970179	y = 33764.8363388985 * x + ( -2836.85115240107 )	-2836.851	33764.84	8956.833	1698500	7.824117	22.2276	M	22	20241004_gluGLO_SIRT1-02	2	20240516	GGTassay	SIRT1	fasted	1	7	270300	3600	1.013408	13	1.976	60.47	1	1.487221
SIRT1_390	20240516_GGTassay_7dpf_SIRT1_fasted_plate05_F03	60	2	plate05	fasted	3	F	K03	203200	205300	204250	.7270131	NA	195293.2	.9970179	y = 33764.8363388985 * x + ( -2836.85115240107 )	-2836.851	33764.84	8956.833	1698500	5.867939	16.67028	K	3	20241004_gluGLO_SIRT1-02	2	20240516	GGTassay	SIRT1	fasted	1	7	204250	2100	1.010335	36	2.022	61.39	1	.9178534
SIRT1_298	20240516_GGTassay_7dpf_SIRT1_fasted_plate04_B02	60	1	plate04	fasted	2	B	D15	84750	78470	81610	5.441282	NA	75013.75	.9966736	y = 35041.9482854681 * x + ( 1697.49581175753 )	1697.496	35041.95	6596.25	1756625	2.092242	5.943871	D	15	20240920_gluGLO_SIRT1-01	1	20240516	GGTassay	SIRT1	fasted	1	7	81610	6280	.9258997	32	1.014	61.23	0	-.9178534
SIRT1_538	20240516_GGTassay_7dpf_SIRT1_fasted_plate06_B10	60	1	plate06	fasted	10	B	C23	194900	170900	182900	9.278602	NA	173943.2	.9970179	y = 33764.8363388985 * x + ( -2836.85115240107 )	-2836.851	33764.84	8956.833	1698500	5.235625	14.87393	C	23	20241004_gluGLO_SIRT1-02	2	20240516	GGTassay	SIRT1	fasted	1	7	182900	24000	.8768599	93	2.136	63.67	0	.7921712
SIRT1_387	20240516_GGTassay_7dpf_SIRT1_fasted_plate05_C03	60	2	plate05	fasted	3	C	E03	221200	227200	224200	1.892346	NA	215243.2	.9970179	y = 33764.8363388985 * x + ( -2836.85115240107 )	-2836.851	33764.84	8956.833	1698500	6.458791	18.34884	E	3	20241004_gluGLO_SIRT1-02	2	20240516	GGTassay	SIRT1	fasted	1	7	224200	6000	1.027125	64	2.078	62.51	1	1.031783
SIRT1_393	20240516_GGTassay_7dpf_SIRT1_fasted_plate05_A04	60	1	plate05	fasted	4	A	A04	80240	82870	81555	2.28029	NA	72598.16	.9970179	y = 33764.8363388985 * x + ( -2836.85115240107 )	-2836.851	33764.84	8956.833	1698500	2.234129	6.346959	A	4	20241004_gluGLO_SIRT1-02	2	20240516	GGTassay	SIRT1	fasted	1	7	81555	2630	1.032777	7	1.964	60.23	0	-.8071758
SIRT1_046	20240516_GGTassay_7dpf_SIRT1_fasted_plate01_F06	60	1	plate01	fasted	6	F	K06	104500	96970	100735	5.285665	NA	94138.75	.9966736	y = 35041.9482854681 * x + ( 1697.49581175753 )	1697.496	35041.95	6596.25	1756625	2.638017	7.494366	K	6	20240920_gluGLO_SIRT1-01	1	20240516	GGTassay	SIRT1	fasted	1	7	100735	7530	.9279426	51	1.052	61.99	0	-.5275293
SIRT1_386	20240516_GGTassay_7dpf_SIRT1_fasted_plate05_B03	60	2	plate05	fasted	3	B	C03	231900	237900	234900	1.806148	NA	225943.2	.9970179	y = 33764.8363388985 * x + ( -2836.85115240107 )	-2836.851	33764.84	8956.833	1698500	6.775689	19.24911	C	3	20241004_gluGLO_SIRT1-02	2	20240516	GGTassay	SIRT1	fasted	1	7	234900	6000	1.025873	2	1.954	60.03	1	1.119227
SIRT1_537	20240516_GGTassay_7dpf_SIRT1_fasted_plate06_A10	60	1	plate06	fasted	10	A	A23	165800	146500	156150	8.739777	NA	147193.2	.9970179	y = 33764.8363388985 * x + ( -2836.85115240107 )	-2836.851	33764.84	8956.833	1698500	4.44338	12.62324	A	23	20241004_gluGLO_SIRT1-02	2	20240516	GGTassay	SIRT1	fasted	1	7	156150	19300	.8835947	8	1.966	60.27	0	.4658759
SIRT1_147	20240516_GGTassay_7dpf_SIRT1_fasted_plate02_C07	60	2	plate02	fasted	7	C	E20	46450	44160	45305	3.574163	NA	38708.75	.9966736	y = 35041.9482854681 * x + ( 1697.49581175753 )	1697.496	35041.95	6596.25	1756625	1.056198	3.000564	E	20	20240920_gluGLO_SIRT1-01	1	20240516	GGTassay	SIRT1	fasted	1	7	45305	2290	.9506997	88	1.126	63.47	1	-1.829055
SIRT1_159	20240516_GGTassay_7dpf_SIRT1_fasted_plate02_G08	60	1	plate02	fasted	8	G	M21	89460	89710	89585	.1973284	NA	82988.75	.9966736	y = 35041.9482854681 * x + ( 1697.49581175753 )	1697.496	35041.95	6596.25	1756625	2.319827	6.590417	M	21	20240920_gluGLO_SIRT1-01	1	20240516	GGTassay	SIRT1	fasted	1	7	89585	250	1.002795	51	1.052	61.99	0	-.7409964
SIRT1_156	20240516_GGTassay_7dpf_SIRT1_fasted_plate02_D08	60	1	plate02	fasted	8	D	G21	170700	173400	172050	1.109671	NA	165453.8	.9966736	y = 35041.9482854681 * x + ( 1697.49581175753 )	1697.496	35041.95	6596.25	1756625	4.673149	13.27599	G	21	20240920_gluGLO_SIRT1-01	1	20240516	GGTassay	SIRT1	fasted	1	7	172050	2700	1.015817	58	1.066	62.27	0	.5591096
SIRT1_033	20240516_GGTassay_7dpf_SIRT1_fasted_plate01_A05	60	2	plate01	fasted	5	A	A05	146400	136900	141650	4.742333	NA	135053.8	.9966736	y = 35041.9482854681 * x + ( 1697.49581175753 )	1697.496	35041.95	6596.25	1756625	3.805618	10.81141	A	5	20240920_gluGLO_SIRT1-01	1	20240516	GGTassay	SIRT1	fasted	1	7	141650	9500	.9351093	60	1.07	62.35	1	.2253087
SIRT1_048	20240516_GGTassay_7dpf_SIRT1_fasted_plate01_H06	60	1	plate01	fasted	6	H	O06	434600	438500	436550	.6317069	NA	429953.8	.9966736	y = 35041.9482854681 * x + ( 1697.49581175753 )	1697.496	35041.95	6596.25	1756625	12.22125	34.71945	O	6	20240920_gluGLO_SIRT1-01	1	20240516	GGTassay	SIRT1	fasted	1	7	436550	3900	1.008974	77	1.104	63.03	0	2.258523
SIRT1_269	20240516_GGTassay_7dpf_SIRT1_fasted_plate03_E10	60	1	plate03	fasted	10	E	J10	261800	253000	257400	2.417459	NA	250803.8	.9966736	y = 35041.9482854681 * x + ( 1697.49581175753 )	1697.496	35041.95	6596.25	1756625	7.108801	20.19546	J	10	20240920_gluGLO_SIRT1-01	1	20240516	GGTassay	SIRT1	fasted	1	7	257400	8800	.9663866	33	1.016	61.27	0	1.193666
SIRT1_294	20240516_GGTassay_7dpf_SIRT1_fasted_plate04_F01	60	2	plate04	fasted	1	F	L14	124100	124200	124150	.0569558	NA	117553.8	.9966736	y = 35041.9482854681 * x + ( 1697.49581175753 )	1697.496	35041.95	6596.25	1756625	3.306216	9.392659	L	14	20240920_gluGLO_SIRT1-01	1	20240516	GGTassay	SIRT1	fasted	1	7	124150	100	1.000806	39	1.028	61.51	1	-.0381536
SIRT1_148	20240516_GGTassay_7dpf_SIRT1_fasted_plate02_D07	60	2	plate02	fasted	7	D	G20	148200	144200	146200	1.934629	NA	139603.8	.9966736	y = 35041.9482854681 * x + ( 1697.49581175753 )	1697.496	35041.95	6596.25	1756625	3.935462	11.18029	G	20	20240920_gluGLO_SIRT1-01	1	20240516	GGTassay	SIRT1	fasted	1	7	146200	4000	.9730095	92	1.134	63.63	1	.2929437
SIRT1_530	20240516_GGTassay_7dpf_SIRT1_fasted_plate06_B09	60	2	plate06	fasted	9	B	C22	73010	65860	69435	7.281362	NA	60478.17	.9970179	y = 33764.8363388985 * x + ( -2836.85115240107 )	-2836.851	33764.84	8956.833	1698500	1.875176	5.327205	C	22	20241004_gluGLO_SIRT1-02	2	20240516	GGTassay	SIRT1	fasted	1	7	69435	7150	.9020682	58	2.066	62.27	1	-1.150349
SIRT1_146	20240516_GGTassay_7dpf_SIRT1_fasted_plate02_B07	60	2	plate02	fasted	7	B	C20	182700	181200	181950	.5829405	NA	175353.8	.9966736	y = 35041.9482854681 * x + ( 1697.49581175753 )	1697.496	35041.95	6596.25	1756625	4.955668	14.0786	C	20	20240920_gluGLO_SIRT1-01	1	20240516	GGTassay	SIRT1	fasted	1	7	181950	1500	.9917898	93	1.136	63.67	1	.6779142
SIRT1_300	20240516_GGTassay_7dpf_SIRT1_fasted_plate04_D02	60	1	plate04	fasted	2	D	H15	183300	150900	167100	13.71051	NA	160503.8	.9966736	y = 35041.9482854681 * x + ( 1697.49581175753 )	1697.496	35041.95	6596.25	1756625	4.53189	12.87469	H	15	20240920_gluGLO_SIRT1-01	1	20240516	GGTassay	SIRT1	fasted	1	7	167100	32400	.8232406	47	1.044	61.83	0	.4995509
SIRT1_157	20240516_GGTassay_7dpf_SIRT1_fasted_plate02_E08	60	1	plate02	fasted	8	E	I21	130700	129100	129900	.8709552	NA	123303.8	.9966736	y = 35041.9482854681 * x + ( 1697.49581175753 )	1697.496	35041.95	6596.25	1756625	3.470305	9.858822	I	21	20240920_gluGLO_SIRT1-01	1	20240516	GGTassay	SIRT1	fasted	1	7	129900	1600	.9877582	80	1.11	63.15	0	.0517905
SIRT1_155	20240516_GGTassay_7dpf_SIRT1_fasted_plate02_C08	60	1	plate02	fasted	8	C	E21	173500	173700	173600	.0814639	NA	167003.8	.9966736	y = 35041.9482854681 * x + ( 1697.49581175753 )	1697.496	35041.95	6596.25	1756625	4.717382	13.40165	E	21	20240920_gluGLO_SIRT1-01	1	20240516	GGTassay	SIRT1	fasted	1	7	173600	200	1.001153	44	1.038	61.71	0	.565492
SIRT1_389	20240516_GGTassay_7dpf_SIRT1_fasted_plate05_E03	60	2	plate05	fasted	3	E	I03	117000	115700	116350	.7900634	NA	107393.2	.9970179	y = 33764.8363388985 * x + ( -2836.85115240107 )	-2836.851	33764.84	8956.833	1698500	3.264639	9.274544	I	3	20241004_gluGLO_SIRT1-02	2	20240516	GGTassay	SIRT1	fasted	1	7	116350	1300	.9888889	43	2.036	61.67	1	-.0736306
SIRT1_151	20240516_GGTassay_7dpf_SIRT1_fasted_plate02_G07	60	2	plate02	fasted	7	G	M20	91960	95390	93675	2.589139	NA	87078.75	.9966736	y = 35041.9482854681 * x + ( 1697.49581175753 )	1697.496	35041.95	6596.25	1756625	2.436544	6.922	M	20	20240920_gluGLO_SIRT1-01	1	20240516	GGTassay	SIRT1	fasted	1	7	93675	3430	1.037299	8	.966	60.27	1	-.6440157
SIRT1_152	20240516_GGTassay_7dpf_SIRT1_fasted_plate02_H07	60	2	plate02	fasted	7	H	O20	173500	178700	176100	2.087993	NA	169503.8	.9966736	y = 35041.9482854681 * x + ( 1697.49581175753 )	1697.496	35041.95	6596.25	1756625	4.788725	13.60433	O	20	20240920_gluGLO_SIRT1-01	1	20240516	GGTassay	SIRT1	fasted	1	7	176100	5200	1.029971	89	1.128	63.51	1	.5977601
SIRT1_542	20240516_GGTassay_7dpf_SIRT1_fasted_plate06_F10	60	1	plate06	fasted	10	F	K23	174100	176700	175400	1.048163	NA	166443.2	.9970179	y = 33764.8363388985 * x + ( -2836.85115240107 )	-2836.851	33764.84	8956.833	1698500	5.0135	14.2429	K	23	20241004_gluGLO_SIRT1-02	2	20240516	GGTassay	SIRT1	fasted	1	7	175400	2600	1.014934	69	2.088	62.71	0	.6986311
SIRT1_154	20240516_GGTassay_7dpf_SIRT1_fasted_plate02_B08	60	1	plate02	fasted	8	B	C21	120500	125900	123200	3.099332	NA	116603.8	.9966736	y = 35041.9482854681 * x + ( 1697.49581175753 )	1697.496	35041.95	6596.25	1756625	3.279106	9.315641	C	21	20240920_gluGLO_SIRT1-01	1	20240516	GGTassay	SIRT1	fasted	1	7	123200	5400	1.044813	9	.968	60.31	0	-.0627068
SIRT1_145	20240516_GGTassay_7dpf_SIRT1_fasted_plate02_A07	60	2	plate02	fasted	7	A	A20	158900	166100	162500	3.133027	NA	155903.8	.9966736	y = 35041.9482854681 * x + ( 1697.49581175753 )	1697.496	35041.95	6596.25	1756625	4.400619	12.50176	A	20	20240920_gluGLO_SIRT1-01	1	20240516	GGTassay	SIRT1	fasted	1	7	162500	7200	1.045312	49	1.048	61.91	1	.4477303
